Orthogroup	Pram	Syag
OG0000583	Pram.g_00547	Syag.g_00354
OG0000584	Pram.g_00548	Syag.g_00355
OG0000585	Pram.g_00550	Syag.g_00357
OG0000586	Pram.g_00551	Syag.g_00358
OG0000587	Pram.g_00552	Syag.g_00360
OG0000588	Pram.g_00556	Syag.g_00371
OG0000589	Pram.g_00559	Syag.g_00375
OG0000590	Pram.g_00560	Syag.g_00376
OG0000591	Pram.g_00564	Syag.g_00383
OG0000592	Pram.g_00565	Syag.g_00384
OG0000593	Pram.g_01078	Syag.g_00406
OG0000594	Pram.g_01077	Syag.g_00407
OG0000595	Pram.g_01076	Syag.g_00408
OG0000596	Pram.g_01073	Syag.g_00413
OG0000597	Pram.g_01070	Syag.g_00416
OG0000598	Pram.g_01069	Syag.g_00417
OG0000599	Pram.g_01066	Syag.g_00424
OG0000600	Pram.g_01065	Syag.g_00425
OG0000601	Pram.g_01064	Syag.g_00426
OG0000602	Pram.g_01062	Syag.g_00431
OG0000603	Pram.g_01061	Syag.g_00432
OG0000604	Pram.g_01060	Syag.g_00434
OG0000605	Pram.g_01059	Syag.g_00522
OG0000606	Pram.g_01056	Syag.g_00550
OG0000607	Pram.g_01053	Syag.g_00553
OG0000608	Pram.g_01052	Syag.g_00554
OG0000609	Pram.g_01051	Syag.g_00556
OG0000610	Pram.g_01045	Syag.g_00580
OG0000611	Pram.g_01042	Syag.g_00583
OG0000612	Pram.g_01041	Syag.g_00584
OG0000613	Pram.g_00763	Syag.g_02533
OG0000614	Pram.g_00784	Syag.g_01004
OG0000615	Pram.g_00795	Syag.g_00630
OG0000616	Pram.g_01927	Syag.g_02255
OG0000617	Pram.g_01024	Syag.g_00915
OG0000618	Pram.g_01023	Syag.g_00914
OG0000619	Pram.g_01022	Syag.g_00913
OG0000620	Pram.g_01019	Syag.g_00906
OG0000621	Pram.g_01018	Syag.g_00905
OG0000622	Pram.g_01017	Syag.g_00904
OG0000623	Pram.g_01016	Syag.g_00903
OG0000624	Pram.g_01014	Syag.g_00901
OG0000625	Pram.g_01013	Syag.g_00900
OG0000626	Pram.g_01012	Syag.g_00899
OG0000627	Pram.g_01011	Syag.g_00756
OG0000628	Pram.g_01010	Syag.g_00757
OG0000629	Pram.g_01008	Syag.g_00761
OG0000630	Pram.g_01005	Syag.g_00765
OG0000631	Pram.g_00913	Syag.g_00772
OG0000632	Pram.g_00914	Syag.g_00773
OG0000633	Pram.g_00915	Syag.g_00774
OG0000634	Pram.g_00805	Syag.g_00663
OG0000635	Pram.g_00806	Syag.g_00664
OG0000636	Pram.g_00808	Syag.g_00666
OG0000637	Pram.g_00810	Syag.g_00668
OG0000638	Pram.g_00811	Syag.g_00669
OG0000639	Pram.g_00812	Syag.g_00670
OG0000640	Pram.g_00813	Syag.g_00671
OG0000641	Pram.g_00817	Syag.g_00675
OG0000642	Pram.g_00818	Syag.g_00676
OG0000643	Pram.g_00819	Syag.g_00677
OG0000644	Pram.g_00820	Syag.g_00678
OG0000645	Pram.g_00821	Syag.g_00680
OG0000646	Pram.g_00823	Syag.g_00683
OG0000647	Pram.g_00825	Syag.g_00685
OG0000648	Pram.g_00827	Syag.g_00694
OG0000649	Pram.g_00828	Syag.g_00695
OG0000650	Pram.g_00829	Syag.g_00696
OG0000651	Pram.g_00830	Syag.g_00697
OG0000652	Pram.g_00831	Syag.g_00698
OG0000653	Pram.g_00833	Syag.g_00700
OG0000654	Pram.g_00834	Syag.g_00701
OG0000655	Pram.g_00835	Syag.g_00702
OG0000656	Pram.g_00838	Syag.g_00705
OG0000657	Pram.g_00845	Syag.g_00719
OG0000658	Pram.g_00847	Syag.g_00721
OG0000659	Pram.g_00848	Syag.g_00722
OG0000660	Pram.g_00852	Syag.g_00726
OG0000661	Pram.g_00854	Syag.g_00728
OG0000662	Pram.g_00857	Syag.g_00730
OG0000663	Pram.g_00859	Syag.g_00733
OG0000664	Pram.g_00860	Syag.g_00734
OG0000665	Pram.g_00866	Syag.g_00456
OG0000666	Pram.g_00867	Syag.g_00445
OG0000667	Pram.g_00872	Syag.g_00574
OG0000668	Pram.g_00713	Syag.g_00868
OG0000669	Pram.g_00724	Syag.g_00600
OG0000670	Pram.g_00727	Syag.g_00399
OG0000671	Pram.g_00729	Syag.g_00604
OG0000672	Pram.g_00732	Syag.g_00607
OG0000673	Pram.g_00735	Syag.g_00610
OG0000674	Pram.g_00737	Syag.g_00612
OG0000675	Pram.g_00738	Syag.g_00613
OG0000676	Pram.g_00740	Syag.g_00615
OG0000677	Pram.g_00741	Syag.g_00616
OG0000678	Pram.g_00743	Syag.g_00622
OG0000679	Pram.g_00747	Syag.g_00633
OG0000680	Pram.g_00748	Syag.g_00634
OG0000681	Pram.g_00751	Syag.g_00637
OG0000682	Pram.g_00752	Syag.g_00638
OG0000683	Pram.g_00753	Syag.g_00639
OG0000684	Pram.g_00754	Syag.g_00641
OG0000685	Pram.g_00756	Syag.g_00643
OG0000686	Pram.g_00757	Syag.g_00644
OG0000687	Pram.g_00758	Syag.g_00645
OG0000688	Pram.g_01036	Syag.g_00651
OG0000689	Pram.g_01035	Syag.g_00653
OG0000690	Pram.g_01034	Syag.g_00654
OG0000691	Pram.g_01033	Syag.g_00655
OG0000692	Pram.g_01031	Syag.g_00656
OG0000693	Pram.g_01030	Syag.g_00658
OG0000694	Pram.g_01029	Syag.g_00659
OG0000695	Pram.g_00917	Syag.g_00776
OG0000696	Pram.g_00918	Syag.g_00777
OG0000697	Pram.g_00919	Syag.g_00778
OG0000698	Pram.g_00922	Syag.g_00781
OG0000699	Pram.g_00923	Syag.g_00782
OG0000700	Pram.g_00924	Syag.g_00783
OG0000701	Pram.g_00925	Syag.g_00784
OG0000702	Pram.g_00927	Syag.g_00792
OG0000703	Pram.g_00928	Syag.g_00793
OG0000704	Pram.g_00930	Syag.g_00795
OG0000705	Pram.g_00936	Syag.g_00802
OG0000706	Pram.g_00937	Syag.g_00803
OG0000707	Pram.g_00938	Syag.g_00804
OG0000708	Pram.g_00940	Syag.g_00807
OG0000709	Pram.g_00944	Syag.g_00816
OG0000710	Pram.g_00947	Syag.g_00820
OG0000711	Pram.g_00963	Syag.g_00848
OG0000712	Pram.g_00964	Syag.g_00850
OG0000713	Pram.g_00965	Syag.g_00851
OG0000714	Pram.g_00966	Syag.g_00853
OG0000715	Pram.g_00968	Syag.g_00855
OG0000716	Pram.g_00970	Syag.g_00859
OG0000717	Pram.g_00971	Syag.g_00860
OG0000718	Pram.g_00973	Syag.g_00864
OG0000719	Pram.g_00975	Syag.g_00866
OG0000720	Pram.g_00986	Syag.g_00880
OG0000721	Pram.g_00990	Syag.g_00882
OG0000722	Pram.g_00991	Syag.g_00883
OG0000723	Pram.g_00995	Syag.g_00897
OG0000724	Pram.g_00893	Syag.g_00967
OG0000725	Pram.g_00887	Syag.g_00978
OG0000726	Pram.g_00886	Syag.g_00979
OG0000727	Pram.g_00885	Syag.g_00980
OG0000728	Pram.g_00883	Syag.g_00982
OG0000729	Pram.g_01208	Syag.g_02376
OG0000730	Pram.g_01182	Syag.g_02840
OG0000731	Pram.g_00335	Syag.g_02853
OG0000733	Pram.g_01547	Syag.g_00145
OG0000734	Pram.g_01156	Syag.g_01892
OG0000735	Pram.g_01154	Syag.g_01159
OG0000736	Pram.g_01153	Syag.g_01158
OG0000737	Pram.g_01152	Syag.g_01157
OG0000738	Pram.g_01148	Syag.g_01152
OG0000739	Pram.g_01147	Syag.g_01149
OG0000740	Pram.g_01146	Syag.g_01148
OG0000741	Pram.g_01144	Syag.g_01145
OG0000742	Pram.g_01141	Syag.g_01142
OG0000743	Pram.g_01139	Syag.g_01140
OG0000744	Pram.g_01137	Syag.g_01139
OG0000745	Pram.g_01136	Syag.g_01137
OG0000746	Pram.g_01134	Syag.g_01135
OG0000747	Pram.g_01133	Syag.g_01134
OG0000748	Pram.g_01129	Syag.g_01122
OG0000749	Pram.g_01128	Syag.g_01121
OG0000750	Pram.g_01127	Syag.g_01120
OG0000751	Pram.g_01124	Syag.g_01114
OG0000752	Pram.g_01122	Syag.g_01112
OG0000753	Pram.g_01119	Syag.g_01109
OG0000754	Pram.g_01117	Syag.g_01103
OG0000755	Pram.g_01111	Syag.g_01092
OG0000756	Pram.g_01110	Syag.g_01091
OG0000757	Pram.g_01103	Syag.g_01084
OG0000758	Pram.g_01102	Syag.g_01083
OG0000759	Pram.g_01101	Syag.g_01082
OG0000760	Pram.g_01100	Syag.g_01081
OG0000761	Pram.g_01099	Syag.g_01080
OG0000762	Pram.g_01098	Syag.g_01078
OG0000763	Pram.g_01096	Syag.g_01076
OG0000764	Pram.g_01095	Syag.g_01075
OG0000765	Pram.g_01087	Syag.g_01056
OG0000766	Pram.g_01086	Syag.g_01055
OG0000767	Pram.g_01084	Syag.g_01053
OG0000768	Pram.g_01083	Syag.g_01052
OG0000769	Pram.g_01081	Syag.g_01047
OG0000770	Pram.g_00570	Syag.g_01043
OG0000771	Pram.g_01254	Syag.g_00959
OG0000772	Pram.g_01569	Syag.g_02043
OG0000773	Pram.g_01221	Syag.g_01168
OG0000774	Pram.g_01223	Syag.g_01182
OG0000775	Pram.g_01225	Syag.g_01185
OG0000776	Pram.g_01226	Syag.g_01186
OG0000777	Pram.g_01227	Syag.g_01187
OG0000778	Pram.g_01228	Syag.g_01188
OG0000779	Pram.g_01232	Syag.g_01194
OG0000780	Pram.g_01233	Syag.g_01217
OG0000781	Pram.g_01236	Syag.g_01221
OG0000782	Pram.g_01237	Syag.g_01222
OG0000783	Pram.g_01238	Syag.g_01223
OG0000784	Pram.g_01239	Syag.g_01224
OG0000785	Pram.g_01241	Syag.g_01226
OG0000786	Pram.g_01244	Syag.g_01235
OG0000787	Pram.g_01245	Syag.g_01236
OG0000788	Pram.g_01271	Syag.g_00427
OG0000789	Pram.g_01281	Syag.g_00453
OG0000790	Pram.g_01463	Syag.g_01542
OG0000791	Pram.g_01461	Syag.g_01544
OG0000792	Pram.g_01460	Syag.g_01545
OG0000793	Pram.g_01456	Syag.g_01550
OG0000794	Pram.g_01455	Syag.g_01551
OG0000795	Pram.g_01454	Syag.g_01552
OG0000796	Pram.g_01450	Syag.g_01556
OG0000797	Pram.g_01449	Syag.g_01557
OG0000798	Pram.g_01444	Syag.g_02601
OG0000799	Pram.g_01398	Syag.g_01278
OG0000800	Pram.g_01397	Syag.g_01280
OG0000801	Pram.g_01396	Syag.g_01285
OG0000802	Pram.g_01394	Syag.g_01293
OG0000803	Pram.g_01392	Syag.g_01321
OG0000804	Pram.g_01391	Syag.g_01438
OG0000805	Pram.g_01389	Syag.g_01433
OG0000806	Pram.g_01387	Syag.g_01429
OG0000807	Pram.g_01386	Syag.g_01428
OG0000808	Pram.g_01385	Syag.g_01427
OG0000809	Pram.g_01383	Syag.g_01423
OG0000810	Pram.g_01382	Syag.g_01422
OG0000811	Pram.g_01375	Syag.g_01413
OG0000812	Pram.g_01373	Syag.g_01411
OG0000813	Pram.g_01372	Syag.g_01410
OG0000814	Pram.g_01370	Syag.g_01408
OG0000815	Pram.g_01369	Syag.g_01407
OG0000816	Pram.g_01367	Syag.g_01405
OG0000817	Pram.g_01366	Syag.g_01404
OG0000818	Pram.g_01361	Syag.g_01400
OG0000819	Pram.g_01360	Syag.g_01399
OG0000820	Pram.g_01359	Syag.g_01398
OG0000821	Pram.g_01355	Syag.g_01388
OG0000822	Pram.g_01354	Syag.g_01386
OG0000823	Pram.g_01353	Syag.g_01385
OG0000824	Pram.g_01350	Syag.g_01379
OG0000825	Pram.g_01349	Syag.g_01378
OG0000826	Pram.g_01348	Syag.g_01377
OG0000827	Pram.g_01347	Syag.g_01376
OG0000828	Pram.g_01344	Syag.g_01373
OG0000829	Pram.g_01343	Syag.g_01372
OG0000830	Pram.g_01342	Syag.g_01371
OG0000831	Pram.g_01340	Syag.g_01367
OG0000832	Pram.g_01330	Syag.g_01614
OG0000833	Pram.g_01321	Syag.g_01628
OG0000834	Pram.g_01320	Syag.g_01632
OG0000835	Pram.g_01319	Syag.g_01633
OG0000836	Pram.g_01318	Syag.g_01637
OG0000837	Pram.g_01317	Syag.g_01638
OG0000838	Pram.g_01314	Syag.g_01642
OG0000839	Pram.g_01313	Syag.g_01643
OG0000840	Pram.g_01312	Syag.g_01644
OG0000841	Pram.g_01311	Syag.g_01645
OG0000842	Pram.g_01310	Syag.g_01646
OG0000843	Pram.g_01309	Syag.g_01647
OG0000844	Pram.g_01308	Syag.g_01649
OG0000845	Pram.g_01307	Syag.g_01650
OG0000846	Pram.g_01306	Syag.g_01651
OG0000847	Pram.g_01305	Syag.g_01652
OG0000848	Pram.g_01304	Syag.g_01654
OG0000849	Pram.g_01303	Syag.g_01655
OG0000850	Pram.g_01301	Syag.g_01657
OG0000851	Pram.g_01300	Syag.g_01663
OG0000852	Pram.g_01299	Syag.g_01664
OG0000853	Pram.g_01294	Syag.g_01668
OG0000854	Pram.g_01292	Syag.g_01670
OG0000855	Pram.g_01291	Syag.g_01671
OG0000856	Pram.g_00567	Syag.g_00386
OG0000857	Pram.g_00824	Syag.g_00684
OG0000858	Pram.g_01625	Syag.g_01677
OG0000859	Pram.g_01626	Syag.g_01678
OG0000860	Pram.g_01634	Syag.g_01689
OG0000861	Pram.g_01635	Syag.g_01690
OG0000862	Pram.g_01636	Syag.g_01693
OG0000863	Pram.g_01638	Syag.g_01695
OG0000864	Pram.g_01639	Syag.g_01696
OG0000865	Pram.g_01640	Syag.g_01697
OG0000866	Pram.g_01641	Syag.g_01698
OG0000867	Pram.g_01642	Syag.g_01699
OG0000868	Pram.g_01644	Syag.g_01707
OG0000869	Pram.g_01647	Syag.g_01711
OG0000870	Pram.g_01652	Syag.g_01716
OG0000871	Pram.g_01653	Syag.g_01717
OG0000872	Pram.g_01654	Syag.g_01723
OG0000873	Pram.g_01657	Syag.g_01726
OG0000874	Pram.g_01660	Syag.g_01729
OG0000875	Pram.g_01662	Syag.g_01731
OG0000876	Pram.g_01663	Syag.g_01732
OG0000877	Pram.g_01665	Syag.g_01734
OG0000878	Pram.g_01666	Syag.g_01735
OG0000879	Pram.g_01667	Syag.g_02356
OG0000880	Pram.g_01668	Syag.g_01736
OG0000881	Pram.g_01672	Syag.g_01741
OG0000882	Pram.g_01677	Syag.g_01746
OG0000883	Pram.g_01679	Syag.g_01749
OG0000884	Pram.g_01681	Syag.g_01751
OG0000885	Pram.g_01682	Syag.g_01752
OG0000886	Pram.g_01683	Syag.g_01753
OG0000887	Pram.g_01684	Syag.g_01754
OG0000888	Pram.g_01686	Syag.g_01756
OG0000889	Pram.g_01688	Syag.g_01758
OG0000890	Pram.g_01689	Syag.g_01761
OG0000891	Pram.g_01690	Syag.g_01762
OG0000892	Pram.g_01691	Syag.g_01765
OG0000893	Pram.g_01695	Syag.g_02688
OG0000894	Pram.g_01698	Syag.g_02691
OG0000895	Pram.g_01702	Syag.g_02695
OG0000896	Pram.g_01703	Syag.g_02696
OG0000897	Pram.g_01705	Syag.g_02699
OG0000898	Pram.g_01706	Syag.g_02700
OG0000899	Pram.g_01707	Syag.g_02701
OG0000900	Pram.g_01708	Syag.g_02702
OG0000901	Pram.g_01711	Syag.g_02707
OG0000902	Pram.g_01713	Syag.g_02709
OG0000903	Pram.g_01717	Syag.g_02724
OG0000904	Pram.g_01722	Syag.g_02718
OG0000905	Pram.g_01715	Syag.g_02714
OG0000906	Pram.g_01714	Syag.g_02711
OG0000907	Pram.g_01727	Syag.g_02727
OG0000908	Pram.g_01730	Syag.g_02730
OG0000909	Pram.g_01731	Syag.g_02731
OG0000910	Pram.g_01732	Syag.g_02732
OG0000911	Pram.g_01734	Syag.g_02734
OG0000912	Pram.g_01735	Syag.g_02735
OG0000913	Pram.g_01736	Syag.g_02736
OG0000914	Pram.g_01737	Syag.g_02737
OG0000915	Pram.g_01738	Syag.g_02739
OG0000916	Pram.g_01739	Syag.g_02740
OG0000917	Pram.g_01740	Syag.g_02741
OG0000918	Pram.g_01741	Syag.g_02742
OG0000919	Pram.g_01742	Syag.g_02743
OG0000920	Pram.g_01743	Syag.g_02744
OG0000921	Pram.g_01744	Syag.g_02745
OG0000922	Pram.g_01745	Syag.g_02746
OG0000923	Pram.g_01749	Syag.g_02750
OG0000924	Pram.g_01750	Syag.g_02751
OG0000925	Pram.g_01751	Syag.g_02752
OG0000926	Pram.g_01752	Syag.g_02753
OG0000927	Pram.g_01754	Syag.g_02755
OG0000928	Pram.g_01755	Syag.g_02756
OG0000929	Pram.g_01756	Syag.g_02757
OG0000930	Pram.g_01757	Syag.g_02758
OG0000931	Pram.g_01758	Syag.g_02759
OG0000932	Pram.g_01759	Syag.g_02760
OG0000933	Pram.g_01763	Syag.g_02766
OG0000934	Pram.g_01765	Syag.g_02768
OG0000935	Pram.g_01766	Syag.g_02769
OG0000936	Pram.g_01767	Syag.g_02770
OG0000937	Pram.g_01768	Syag.g_02771
OG0000938	Pram.g_01771	Syag.g_02774
OG0000939	Pram.g_01772	Syag.g_02775
OG0000940	Pram.g_01779	Syag.g_02783
OG0000941	Pram.g_01781	Syag.g_02785
OG0000942	Pram.g_01783	Syag.g_02787
OG0000943	Pram.g_01784	Syag.g_02788
OG0000944	Pram.g_01786	Syag.g_02790
OG0000945	Pram.g_01787	Syag.g_02792
OG0000946	Pram.g_01793	Syag.g_02797
OG0000947	Pram.g_01795	Syag.g_02801
OG0000948	Pram.g_01796	Syag.g_02802
OG0000949	Pram.g_01799	Syag.g_02449
OG0000950	Pram.g_01806	Syag.g_02436
OG0000951	Pram.g_01810	Syag.g_02431
OG0000952	Pram.g_01814	Syag.g_02423
OG0000953	Pram.g_01818	Syag.g_02415
OG0000954	Pram.g_01822	Syag.g_02409
OG0000955	Pram.g_01823	Syag.g_02408
OG0000956	Pram.g_01825	Syag.g_02406
OG0000957	Pram.g_01831	Syag.g_02395
OG0000958	Pram.g_01832	Syag.g_02394
OG0000959	Pram.g_01836	Syag.g_02389
OG0000960	Pram.g_01837	Syag.g_02388
OG0000961	Pram.g_01840	Syag.g_02379
OG0000962	Pram.g_01842	Syag.g_02377
OG0000963	Pram.g_01846	Syag.g_02372
OG0000964	Pram.g_01847	Syag.g_02371
OG0000965	Pram.g_01848	Syag.g_02370
OG0000966	Pram.g_01854	Syag.g_02362
OG0000967	Pram.g_01858	Syag.g_02358
OG0000968	Pram.g_01860	Syag.g_02355
OG0000969	Pram.g_01861	Syag.g_02354
OG0000970	Pram.g_01862	Syag.g_02353
OG0000971	Pram.g_01863	Syag.g_02348
OG0000972	Pram.g_01864	Syag.g_02347
OG0000973	Pram.g_01865	Syag.g_02346
OG0000974	Pram.g_01866	Syag.g_02345
OG0000975	Pram.g_01867	Syag.g_02344
OG0000976	Pram.g_01868	Syag.g_02343
OG0000977	Pram.g_01869	Syag.g_02340
OG0000978	Pram.g_01870	Syag.g_02338
OG0000979	Pram.g_01873	Syag.g_02335
OG0000980	Pram.g_01875	Syag.g_02332
OG0000981	Pram.g_01878	Syag.g_02329
OG0000982	Pram.g_01880	Syag.g_02127
OG0000983	Pram.g_01881	Syag.g_02128
OG0000984	Pram.g_01882	Syag.g_02129
OG0000985	Pram.g_01885	Syag.g_02133
OG0000986	Pram.g_01887	Syag.g_02138
OG0000987	Pram.g_01888	Syag.g_02140
OG0000988	Pram.g_01891	Syag.g_02145
OG0000989	Pram.g_01895	Syag.g_02156
OG0000990	Pram.g_01900	Syag.g_02169
OG0000991	Pram.g_01901	Syag.g_02174
OG0000992	Pram.g_01904	Syag.g_02177
OG0000993	Pram.g_01905	Syag.g_02178
OG0000994	Pram.g_01906	Syag.g_02181
OG0000995	Pram.g_01910	Syag.g_02187
OG0000996	Pram.g_01911	Syag.g_02229
OG0000997	Pram.g_01913	Syag.g_02239
OG0000998	Pram.g_01915	Syag.g_02241
OG0000999	Pram.g_01916	Syag.g_02242
OG0001000	Pram.g_01919	Syag.g_02246
OG0001001	Pram.g_01924	Syag.g_02251
OG0001002	Pram.g_01929	Syag.g_02258
OG0001003	Pram.g_01930	Syag.g_02260
OG0001004	Pram.g_01931	Syag.g_02261
OG0001005	Pram.g_01932	Syag.g_02263
OG0001006	Pram.g_01936	Syag.g_02270
OG0001007	Pram.g_01938	Syag.g_02272
OG0001008	Pram.g_00372	Syag.g_00034
OG0001009	Pram.g_00014	Syag.g_02304
OG0001010	Pram.g_00015	Syag.g_02305
OG0001011	Pram.g_00016	Syag.g_02307
OG0001012	Pram.g_00028	Syag.g_02123
OG0001013	Pram.g_00035	Syag.g_02098
OG0001014	Pram.g_00038	Syag.g_02084
OG0001015	Pram.g_00039	Syag.g_02083
OG0001016	Pram.g_00058	Syag.g_01824
OG0001017	Pram.g_00062	Syag.g_01830
OG0001018	Pram.g_00064	Syag.g_01832
OG0001019	Pram.g_00073	Syag.g_01854
OG0001020	Pram.g_00074	Syag.g_01861
OG0001021	Pram.g_00075	Syag.g_01865
OG0001022	Pram.g_00078	Syag.g_01870
OG0001023	Pram.g_00079	Syag.g_01871
OG0001024	Pram.g_00082	Syag.g_01875
OG0001025	Pram.g_00089	Syag.g_01882
OG0001026	Pram.g_00097	Syag.g_01894
OG0001027	Pram.g_00098	Syag.g_01902
OG0001028	Pram.g_00100	Syag.g_01904
OG0001029	Pram.g_00101	Syag.g_01906
OG0001030	Pram.g_00117	Syag.g_01927
OG0001031	Pram.g_00171	Syag.g_02000
OG0001032	Pram.g_00172	Syag.g_02005
OG0001033	Pram.g_00193	Syag.g_02048
OG0001034	Pram.g_00223	Syag.g_01784
OG0001035	Pram.g_00243	Syag.g_02635
OG0001036	Pram.g_00247	Syag.g_02630
OG0001037	Pram.g_00248	Syag.g_02628
OG0001038	Pram.g_00266	Syag.g_02600
OG0001039	Pram.g_00269	Syag.g_02597
OG0001040	Pram.g_00271	Syag.g_02594
OG0001041	Pram.g_00276	Syag.g_02589
OG0001042	Pram.g_00293	Syag.g_02564
OG0001043	Pram.g_00294	Syag.g_02560
OG0001044	Pram.g_00327	Syag.g_02842
OG0001045	Pram.g_00337	Syag.g_02856
OG0001046	Pram.g_01537	Syag.g_00836
OG0001047	Pram.g_00374	Syag.g_00036
OG0001048	Pram.g_00375	Syag.g_00037
OG0001049	Pram.g_00377	Syag.g_00040
OG0001050	Pram.g_00378	Syag.g_00041
OG0001051	Pram.g_00379	Syag.g_00042
OG0001052	Pram.g_00407	Syag.g_01352
OG0001053	Pram.g_00419	Syag.g_01525
OG0001054	Pram.g_00434	Syag.g_01506
OG0001055	Pram.g_00454	Syag.g_01485
OG0001056	Pram.g_00474	Syag.g_01449
OG0001057	Pram.g_00478	Syag.g_01241
OG0001058	Pram.g_00486	Syag.g_00271
OG0001059	Pram.g_00490	Syag.g_00275
OG0001060	Pram.g_00497	Syag.g_00282
OG0001061	Pram.g_00512	Syag.g_00302
OG0001062	Pram.g_00514	Syag.g_00304
OG0001063	Pram.g_00516	Syag.g_00310
OG0001064	Pram.g_00517	Syag.g_00311
OG0001065	Pram.g_00518	Syag.g_00312
OG0001066	Pram.g_00519	Syag.g_00313
OG0001067	Pram.g_00520	Syag.g_00314
OG0001068	Pram.g_00521	Syag.g_00315
OG0001069	Pram.g_00522	Syag.g_00317
OG0001070	Pram.g_00524	Syag.g_00321
OG0001071	Pram.g_00525	Syag.g_00322
OG0001072	Pram.g_00527	Syag.g_00327
OG0001073	Pram.g_00541	Syag.g_00342
OG0001074	Pram.g_00553	Syag.g_00467
OG0001075	Pram.g_00554	Syag.g_00362
OG0001076	Pram.g_00562	Syag.g_00378
OG0001077	Pram.g_00568	Syag.g_00388
OG0001078	Pram.g_01074	Syag.g_00411
OG0001079	Pram.g_01063	Syag.g_00428
OG0001080	Pram.g_01057	Syag.g_00495
OG0001081	Pram.g_01055	Syag.g_00551
OG0001082	Pram.g_01054	Syag.g_00552
OG0001083	Pram.g_01049	Syag.g_00565
OG0001084	Pram.g_01048	Syag.g_00569
OG0001085	Pram.g_00760	Syag.g_00592
OG0001086	Pram.g_00761	Syag.g_00594
OG0001087	Pram.g_00779	Syag.g_01018
OG0001088	Pram.g_00780	Syag.g_01016
OG0001089	Pram.g_00791	Syag.g_00986
OG0001090	Pram.g_00802	Syag.g_00922
OG0001091	Pram.g_01027	Syag.g_00919
OG0001092	Pram.g_01026	Syag.g_00917
OG0001093	Pram.g_01021	Syag.g_00910
OG0001094	Pram.g_01028	Syag.g_00661
OG0001095	Pram.g_00822	Syag.g_00681
OG0001096	Pram.g_00836	Syag.g_00703
OG0001097	Pram.g_00855	Syag.g_00729
OG0001098	Pram.g_00876	Syag.g_00744
OG0001099	Pram.g_00717	Syag.g_01905
OG0001101	Pram.g_00728	Syag.g_00603
OG0001102	Pram.g_00731	Syag.g_00606
OG0001103	Pram.g_00733	Syag.g_00608
OG0001104	Pram.g_00755	Syag.g_00642
OG0001105	Pram.g_00759	Syag.g_00646
OG0001106	Pram.g_00931	Syag.g_00796
OG0001107	Pram.g_00941	Syag.g_00808
OG0001108	Pram.g_00945	Syag.g_00817
OG0001109	Pram.g_00946	Syag.g_00819
OG0001110	Pram.g_00948	Syag.g_00821
OG0001111	Pram.g_00949	Syag.g_00823
OG0001112	Pram.g_00950	Syag.g_00825
OG0001113	Pram.g_00951	Syag.g_00826
OG0001114	Pram.g_00952	Syag.g_00827
OG0001115	Pram.g_00954	Syag.g_00831
OG0001116	Pram.g_00955	Syag.g_00833
OG0001117	Pram.g_00956	Syag.g_00834
OG0001118	Pram.g_00957	Syag.g_00835
OG0001119	Pram.g_00958	Syag.g_00837
OG0001120	Pram.g_00959	Syag.g_00841
OG0001122	Pram.g_00976	Syag.g_00867
OG0001123	Pram.g_00981	Syag.g_00875
OG0001124	Pram.g_00983	Syag.g_00877
OG0001125	Pram.g_00985	Syag.g_00879
OG0001126	Pram.g_00899	Syag.g_00957
OG0001127	Pram.g_00898	Syag.g_00958
OG0001128	Pram.g_00896	Syag.g_00961
OG0001129	Pram.g_00895	Syag.g_00963
OG0001130	Pram.g_00894	Syag.g_00964
OG0001131	Pram.g_00356	Syag.g_00624
OG0001132	Pram.g_00683	Syag.g_00096
OG0001133	Pram.g_01469	Syag.g_00380
OG0001134	Pram.g_01546	Syag.g_02164
OG0001135	Pram.g_01549	Syag.g_00147
OG0001136	Pram.g_01143	Syag.g_01144
OG0001137	Pram.g_01130	Syag.g_01123
OG0001138	Pram.g_01109	Syag.g_01090
OG0001139	Pram.g_01107	Syag.g_01088
OG0001140	Pram.g_01106	Syag.g_01087
OG0001141	Pram.g_01105	Syag.g_01086
OG0001142	Pram.g_01104	Syag.g_01085
OG0001143	Pram.g_01097	Syag.g_01077
OG0001144	Pram.g_01092	Syag.g_01064
OG0001145	Pram.g_01222	Syag.g_01169
OG0001146	Pram.g_01234	Syag.g_01218
OG0001147	Pram.g_01475	Syag.g_01360
OG0001148	Pram.g_01466	Syag.g_01539
OG0001149	Pram.g_01465	Syag.g_01540
OG0001150	Pram.g_01464	Syag.g_01541
OG0001151	Pram.g_01452	Syag.g_01554
OG0001152	Pram.g_01451	Syag.g_01555
OG0001153	Pram.g_01346	Syag.g_01375
OG0001154	Pram.g_01345	Syag.g_01374
OG0001155	Pram.g_01328	Syag.g_01616
OG0001156	Pram.g_01325	Syag.g_01619
OG0001157	Pram.g_01324	Syag.g_01620
OG0001158	Pram.g_01323	Syag.g_01621
OG0001159	Pram.g_01322	Syag.g_01622, Syag.g_01625
OG0001160	Pram.g_01296	Syag.g_01666
OG0001161	Pram.g_01577	Syag.g_02163
OG0001162	Pram.g_01590	Syag.g_01238
OG0001163	Pram.g_01624	Syag.g_01674
OG0001164	Pram.g_01627	Syag.g_01680
OG0001165	Pram.g_01630	Syag.g_01685
OG0001166	Pram.g_01651	Syag.g_01715
OG0001167	Pram.g_01669	Syag.g_02383
