Orthogroup	Pram	Syak
OG0000580	Pram.g_00540	Syak.g_02735
OG0000581	Pram.g_00543	Syak.g_02742
OG0000582	Pram.g_00546	Syak.g_02748
OG0000583	Pram.g_00547	Syak.g_02749
OG0000584	Pram.g_00548	Syak.g_02750
OG0000585	Pram.g_00550	Syak.g_02753
OG0000586	Pram.g_00551	Syak.g_02754
OG0000587	Pram.g_00552	Syak.g_02756
OG0000588	Pram.g_00556	Syak.g_00004
OG0000589	Pram.g_00559	Syak.g_00008
OG0000590	Pram.g_00560	Syak.g_00009
OG0000591	Pram.g_00564	Syak.g_00017
OG0000592	Pram.g_00565	Syak.g_00018
OG0000593	Pram.g_01078	Syak.g_00031
OG0000594	Pram.g_01077	Syak.g_00032
OG0000595	Pram.g_01076	Syak.g_00033
OG0000596	Pram.g_01073	Syak.g_00038
OG0000597	Pram.g_01070	Syak.g_00041
OG0000598	Pram.g_01069	Syak.g_00042
OG0000599	Pram.g_01066	Syak.g_00045
OG0000600	Pram.g_01065	Syak.g_00046
OG0000601	Pram.g_01064	Syak.g_00047
OG0000602	Pram.g_01062	Syak.g_00053
OG0000603	Pram.g_01061	Syak.g_00054
OG0000604	Pram.g_01060	Syak.g_00056
OG0000605	Pram.g_01059	Syak.g_00259
OG0000606	Pram.g_01056	Syak.g_00326
OG0000607	Pram.g_01053	Syak.g_00329
OG0000608	Pram.g_01052	Syak.g_00330
OG0000609	Pram.g_01051	Syak.g_00332
OG0000610	Pram.g_01045	Syak.g_00347
OG0000611	Pram.g_01042	Syak.g_00350
OG0000612	Pram.g_01041	Syak.g_00351
OG0000613	Pram.g_00763	Syak.g_01525
OG0000614	Pram.g_00784	Syak.g_00705
OG0000615	Pram.g_00795	Syak.g_00393
OG0000616	Pram.g_01927	Syak.g_01810
OG0000617	Pram.g_01024	Syak.g_00799
OG0000618	Pram.g_01023	Syak.g_00798
OG0000619	Pram.g_01022	Syak.g_00797
OG0000620	Pram.g_01019	Syak.g_00779
OG0000621	Pram.g_01018	Syak.g_00780
OG0000622	Pram.g_01017	Syak.g_00781
OG0000623	Pram.g_01016	Syak.g_00782
OG0000624	Pram.g_01014	Syak.g_00784
OG0000625	Pram.g_01013	Syak.g_00785
OG0000626	Pram.g_01012	Syak.g_00786
OG0000627	Pram.g_01011	Syak.g_00561
OG0000628	Pram.g_01010	Syak.g_00560
OG0000629	Pram.g_01008	Syak.g_00556
OG0000630	Pram.g_01005	Syak.g_00552
OG0000631	Pram.g_00913	Syak.g_00545
OG0000632	Pram.g_00914	Syak.g_00544
OG0000633	Pram.g_00915	Syak.g_00542
OG0000634	Pram.g_00805	Syak.g_00430
OG0000635	Pram.g_00806	Syak.g_00431
OG0000636	Pram.g_00808	Syak.g_00433
OG0000637	Pram.g_00810	Syak.g_00435
OG0000638	Pram.g_00811	Syak.g_00436
OG0000639	Pram.g_00812	Syak.g_00437
OG0000640	Pram.g_00813	Syak.g_00438
OG0000641	Pram.g_00817	Syak.g_00442
OG0000642	Pram.g_00818	Syak.g_00443
OG0000643	Pram.g_00819	Syak.g_00444
OG0000644	Pram.g_00820	Syak.g_00445
OG0000645	Pram.g_00821	Syak.g_00447
OG0000646	Pram.g_00823	Syak.g_00450
OG0000647	Pram.g_00825	Syak.g_00452
OG0000648	Pram.g_00827	Syak.g_00456
OG0000649	Pram.g_00828	Syak.g_00457
OG0000650	Pram.g_00829	Syak.g_00458
OG0000651	Pram.g_00830	Syak.g_00459
OG0000652	Pram.g_00831	Syak.g_00460
OG0000653	Pram.g_00833	Syak.g_00462
OG0000654	Pram.g_00834	Syak.g_00625
OG0000655	Pram.g_00835	Syak.g_00624
OG0000656	Pram.g_00838	Syak.g_00621
OG0000657	Pram.g_00845	Syak.g_00609
OG0000658	Pram.g_00847	Syak.g_00606
OG0000659	Pram.g_00848	Syak.g_00605
OG0000660	Pram.g_00852	Syak.g_00601
OG0000661	Pram.g_00854	Syak.g_00599
OG0000662	Pram.g_00857	Syak.g_00597
OG0000663	Pram.g_00859	Syak.g_00594
OG0000664	Pram.g_00860	Syak.g_00593
OG0000665	Pram.g_00866	Syak.g_00086
OG0000666	Pram.g_00867	Syak.g_00078
OG0000667	Pram.g_00872	Syak.g_00340
OG0000668	Pram.g_00713	Syak.g_00643
OG0000669	Pram.g_00724	Syak.g_00363
OG0000670	Pram.g_00727	Syak.g_00366
OG0000671	Pram.g_00729	Syak.g_00368
OG0000672	Pram.g_00732	Syak.g_00371
OG0000673	Pram.g_00735	Syak.g_00374
OG0000674	Pram.g_00737	Syak.g_00376
OG0000675	Pram.g_00738	Syak.g_00377
OG0000676	Pram.g_00740	Syak.g_00379
OG0000677	Pram.g_00741	Syak.g_00380
OG0000678	Pram.g_00743	Syak.g_00386
OG0000679	Pram.g_00747	Syak.g_00397
OG0000680	Pram.g_00748	Syak.g_00398
OG0000681	Pram.g_00751	Syak.g_00401
OG0000682	Pram.g_00752	Syak.g_00402
OG0000683	Pram.g_00753	Syak.g_00403
OG0000684	Pram.g_00754	Syak.g_00409
OG0000685	Pram.g_00756	Syak.g_00411
OG0000686	Pram.g_00757	Syak.g_00412
OG0000687	Pram.g_00758	Syak.g_00413
OG0000688	Pram.g_01036	Syak.g_00418
OG0000689	Pram.g_01035	Syak.g_00421
OG0000690	Pram.g_01034	Syak.g_00422
OG0000691	Pram.g_01033	Syak.g_00423
OG0000692	Pram.g_01031	Syak.g_00424
OG0000693	Pram.g_01030	Syak.g_00426
OG0000694	Pram.g_01029	Syak.g_00427
OG0000695	Pram.g_00917	Syak.g_00540
OG0000696	Pram.g_00918	Syak.g_00539
OG0000697	Pram.g_00919	Syak.g_00538
OG0000698	Pram.g_00922	Syak.g_00535
OG0000699	Pram.g_00923	Syak.g_00534
OG0000700	Pram.g_00924	Syak.g_00533
OG0000701	Pram.g_00925	Syak.g_00532
OG0000702	Pram.g_00927	Syak.g_00522
OG0000703	Pram.g_00928	Syak.g_00521
OG0000704	Pram.g_00930	Syak.g_00519
OG0000705	Pram.g_00936	Syak.g_00511
OG0000706	Pram.g_00937	Syak.g_00510
OG0000707	Pram.g_00938	Syak.g_00509
OG0000708	Pram.g_00940	Syak.g_00506
OG0000709	Pram.g_00944	Syak.g_00498
OG0000710	Pram.g_00947	Syak.g_00494
OG0000711	Pram.g_00963	Syak.g_00466
OG0000712	Pram.g_00964	Syak.g_00464
OG0000713	Pram.g_00965	Syak.g_00463
OG0000714	Pram.g_00966	Syak.g_00629
OG0000715	Pram.g_00968	Syak.g_00631
OG0000716	Pram.g_00970	Syak.g_00635
OG0000717	Pram.g_00971	Syak.g_00636
OG0000718	Pram.g_00973	Syak.g_00640
OG0000719	Pram.g_00975	Syak.g_00642
OG0000720	Pram.g_00986	Syak.g_00655
OG0000721	Pram.g_00990	Syak.g_00657
OG0000722	Pram.g_00991	Syak.g_00658
OG0000723	Pram.g_00995	Syak.g_00790
OG0000724	Pram.g_00893	Syak.g_00749
OG0000725	Pram.g_00887	Syak.g_00731
OG0000726	Pram.g_00886	Syak.g_00730
OG0000727	Pram.g_00885	Syak.g_00729
OG0000728	Pram.g_00883	Syak.g_00727
OG0000729	Pram.g_01208	Syak.g_01683
OG0000730	Pram.g_01182	Syak.g_01248
OG0000731	Pram.g_00335	Syak.g_01237
OG0000733	Pram.g_01547	Syak.g_01905
OG0000734	Pram.g_01156	Syak.g_02184
OG0000735	Pram.g_01154	Syak.g_00914
OG0000736	Pram.g_01153	Syak.g_00913
OG0000737	Pram.g_01152	Syak.g_00912
OG0000738	Pram.g_01148	Syak.g_00907
OG0000739	Pram.g_01147	Syak.g_00906
OG0000740	Pram.g_01146	Syak.g_00905
OG0000741	Pram.g_01144	Syak.g_00902
OG0000742	Pram.g_01141	Syak.g_00899
OG0000743	Pram.g_01139	Syak.g_00897
OG0000744	Pram.g_01137	Syak.g_00896
OG0000745	Pram.g_01136	Syak.g_00894
OG0000746	Pram.g_01134	Syak.g_00892
OG0000747	Pram.g_01133	Syak.g_00891
OG0000748	Pram.g_01129	Syak.g_00875
OG0000749	Pram.g_01128	Syak.g_00874
OG0000750	Pram.g_01127	Syak.g_00873
OG0000751	Pram.g_01124	Syak.g_00862
OG0000752	Pram.g_01122	Syak.g_00860
OG0000753	Pram.g_01119	Syak.g_00857
OG0000754	Pram.g_01117	Syak.g_00852
OG0000755	Pram.g_01111	Syak.g_00841
OG0000756	Pram.g_01110	Syak.g_00840
OG0000757	Pram.g_01103	Syak.g_00833
OG0000758	Pram.g_01102	Syak.g_00832
OG0000759	Pram.g_01101	Syak.g_00831
OG0000760	Pram.g_01100	Syak.g_00830
OG0000761	Pram.g_01099	Syak.g_00829
OG0000762	Pram.g_01098	Syak.g_00827
OG0000763	Pram.g_01096	Syak.g_00825
OG0000764	Pram.g_01095	Syak.g_00824
OG0000765	Pram.g_01087	Syak.g_00669
OG0000766	Pram.g_01086	Syak.g_00670
OG0000767	Pram.g_01084	Syak.g_00672
OG0000768	Pram.g_01083	Syak.g_00673
OG0000769	Pram.g_01081	Syak.g_00675
OG0000770	Pram.g_00570	Syak.g_00678
OG0000771	Pram.g_01254	Syak.g_00755
OG0000772	Pram.g_01569	Syak.g_02048
OG0000773	Pram.g_01221	Syak.g_00921
OG0000774	Pram.g_01223	Syak.g_00926
OG0000775	Pram.g_01225	Syak.g_00929
OG0000776	Pram.g_01226	Syak.g_00930
OG0000777	Pram.g_01227	Syak.g_00931
OG0000778	Pram.g_01228	Syak.g_00932
OG0000779	Pram.g_01232	Syak.g_00938
OG0000780	Pram.g_01233	Syak.g_00942
OG0000781	Pram.g_01236	Syak.g_00946
OG0000782	Pram.g_01237	Syak.g_00947
OG0000783	Pram.g_01238	Syak.g_00948
OG0000784	Pram.g_01239	Syak.g_00949
OG0000785	Pram.g_01241	Syak.g_00951
OG0000786	Pram.g_01244	Syak.g_00956
OG0000787	Pram.g_01245	Syak.g_00957
OG0000788	Pram.g_01271	Syak.g_00048
OG0000789	Pram.g_01281	Syak.g_00085
OG0000790	Pram.g_01463	Syak.g_02560
OG0000791	Pram.g_01461	Syak.g_02558
OG0000792	Pram.g_01460	Syak.g_02557
OG0000793	Pram.g_01456	Syak.g_02552
OG0000794	Pram.g_01455	Syak.g_02551
OG0000795	Pram.g_01454	Syak.g_02550
OG0000796	Pram.g_01450	Syak.g_02547
OG0000797	Pram.g_01449	Syak.g_02546
OG0000798	Pram.g_01444	Syak.g_01456
OG0000799	Pram.g_01398	Syak.g_00981
OG0000800	Pram.g_01397	Syak.g_00989
OG0000801	Pram.g_01396	Syak.g_00990
OG0000802	Pram.g_01394	Syak.g_00995
OG0000803	Pram.g_01392	Syak.g_01021
OG0000804	Pram.g_01391	Syak.g_01026
OG0000805	Pram.g_01389	Syak.g_01029
OG0000806	Pram.g_01387	Syak.g_01031
OG0000807	Pram.g_01386	Syak.g_01033
OG0000808	Pram.g_01385	Syak.g_01034
OG0000809	Pram.g_01383	Syak.g_01038
OG0000810	Pram.g_01382	Syak.g_01039
OG0000811	Pram.g_01375	Syak.g_01045
OG0000812	Pram.g_01373	Syak.g_01047
OG0000813	Pram.g_01372	Syak.g_01048
OG0000814	Pram.g_01370	Syak.g_01051
OG0000815	Pram.g_01369	Syak.g_01053
OG0000816	Pram.g_01367	Syak.g_01055
OG0000817	Pram.g_01366	Syak.g_01056
OG0000818	Pram.g_01361	Syak.g_01060
OG0000819	Pram.g_01360	Syak.g_01064
OG0000820	Pram.g_01359	Syak.g_01065
OG0000821	Pram.g_01355	Syak.g_01071
OG0000822	Pram.g_01354	Syak.g_01073
OG0000823	Pram.g_01353	Syak.g_01074
OG0000824	Pram.g_01350	Syak.g_01080
OG0000825	Pram.g_01349	Syak.g_01081
OG0000826	Pram.g_01348	Syak.g_01082
OG0000827	Pram.g_01347	Syak.g_01083
OG0000828	Pram.g_01344	Syak.g_01086
OG0000829	Pram.g_01343	Syak.g_01087
OG0000830	Pram.g_01342	Syak.g_01088
OG0000831	Pram.g_01340	Syak.g_01091
OG0000832	Pram.g_01330	Syak.g_02482
OG0000833	Pram.g_01321	Syak.g_02473
OG0000834	Pram.g_01320	Syak.g_02470
OG0000835	Pram.g_01319	Syak.g_02469
OG0000836	Pram.g_01318	Syak.g_02466
OG0000837	Pram.g_01317	Syak.g_02465
OG0000838	Pram.g_01314	Syak.g_02461
OG0000839	Pram.g_01313	Syak.g_02460
OG0000840	Pram.g_01312	Syak.g_02459
OG0000841	Pram.g_01311	Syak.g_02458
OG0000842	Pram.g_01310	Syak.g_02457
OG0000843	Pram.g_01309	Syak.g_02456
OG0000844	Pram.g_01308	Syak.g_02454
OG0000845	Pram.g_01307	Syak.g_02453
OG0000846	Pram.g_01306	Syak.g_02452
OG0000847	Pram.g_01305	Syak.g_02451
OG0000848	Pram.g_01304	Syak.g_02449
OG0000849	Pram.g_01303	Syak.g_02448
OG0000850	Pram.g_01301	Syak.g_02445
OG0000851	Pram.g_01300	Syak.g_02440
OG0000852	Pram.g_01299	Syak.g_02439
OG0000853	Pram.g_01294	Syak.g_02435
OG0000854	Pram.g_01292	Syak.g_02433
OG0000855	Pram.g_01291	Syak.g_02432
OG0000856	Pram.g_00567	Syak.g_00021
OG0000857	Pram.g_00824	Syak.g_00451
OG0000858	Pram.g_01625	Syak.g_02426
OG0000859	Pram.g_01626	Syak.g_02425
OG0000860	Pram.g_01634	Syak.g_02414
OG0000861	Pram.g_01635	Syak.g_02413
OG0000862	Pram.g_01636	Syak.g_02412
OG0000863	Pram.g_01638	Syak.g_02409
OG0000864	Pram.g_01639	Syak.g_02408
OG0000865	Pram.g_01640	Syak.g_02407
OG0000866	Pram.g_01641	Syak.g_02406
OG0000867	Pram.g_01642	Syak.g_02405
OG0000868	Pram.g_01644	Syak.g_02402
OG0000869	Pram.g_01647	Syak.g_02398
OG0000870	Pram.g_01652	Syak.g_02393
OG0000871	Pram.g_01653	Syak.g_02392
OG0000872	Pram.g_01654	Syak.g_02386
OG0000873	Pram.g_01657	Syak.g_02383
OG0000874	Pram.g_01660	Syak.g_02379
OG0000875	Pram.g_01662	Syak.g_02377
OG0000876	Pram.g_01663	Syak.g_02375
OG0000877	Pram.g_01665	Syak.g_02372
OG0000878	Pram.g_01666	Syak.g_02371
OG0000879	Pram.g_01667	Syak.g_02370
OG0000880	Pram.g_01668	Syak.g_02369
OG0000881	Pram.g_01672	Syak.g_02363
OG0000882	Pram.g_01677	Syak.g_02358
OG0000883	Pram.g_01679	Syak.g_02355
OG0000884	Pram.g_01681	Syak.g_02353
OG0000885	Pram.g_01682	Syak.g_02352
OG0000886	Pram.g_01683	Syak.g_02351
OG0000887	Pram.g_01684	Syak.g_02350
OG0000888	Pram.g_01686	Syak.g_02348
OG0000889	Pram.g_01688	Syak.g_02346
OG0000890	Pram.g_01689	Syak.g_02334
OG0000891	Pram.g_01690	Syak.g_02333
OG0000892	Pram.g_01691	Syak.g_02329
OG0000893	Pram.g_01695	Syak.g_01393
OG0000894	Pram.g_01698	Syak.g_01390
OG0000895	Pram.g_01702	Syak.g_01386
OG0000896	Pram.g_01703	Syak.g_01385
OG0000897	Pram.g_01705	Syak.g_01383
OG0000898	Pram.g_01706	Syak.g_01382
OG0000899	Pram.g_01707	Syak.g_01381
OG0000900	Pram.g_01708	Syak.g_01380
OG0000901	Pram.g_01711	Syak.g_01375
OG0000902	Pram.g_01713	Syak.g_01368
OG0000903	Pram.g_01717	Syak.g_01353
OG0000904	Pram.g_01722	Syak.g_01358
OG0000905	Pram.g_01715	Syak.g_01363
OG0000906	Pram.g_01714	Syak.g_01366
OG0000907	Pram.g_01727	Syak.g_01351
OG0000908	Pram.g_01730	Syak.g_01348
OG0000909	Pram.g_01731	Syak.g_01347
OG0000910	Pram.g_01732	Syak.g_01346
OG0000911	Pram.g_01734	Syak.g_01344
OG0000912	Pram.g_01735	Syak.g_01343
OG0000913	Pram.g_01736	Syak.g_01342
OG0000914	Pram.g_01737	Syak.g_01341
OG0000915	Pram.g_01738	Syak.g_01339
OG0000916	Pram.g_01739	Syak.g_01338
OG0000917	Pram.g_01740	Syak.g_01337
OG0000918	Pram.g_01741	Syak.g_01336
OG0000919	Pram.g_01742	Syak.g_01335
OG0000920	Pram.g_01743	Syak.g_01334
OG0000921	Pram.g_01744	Syak.g_01333
OG0000922	Pram.g_01745	Syak.g_01332
OG0000923	Pram.g_01749	Syak.g_01328
OG0000924	Pram.g_01750	Syak.g_01327
OG0000925	Pram.g_01751	Syak.g_01326
OG0000926	Pram.g_01752	Syak.g_01325
OG0000927	Pram.g_01754	Syak.g_01323
OG0000928	Pram.g_01755	Syak.g_01322
OG0000929	Pram.g_01756	Syak.g_01321
OG0000930	Pram.g_01757	Syak.g_01320
OG0000931	Pram.g_01758	Syak.g_01319
OG0000932	Pram.g_01759	Syak.g_01318
OG0000933	Pram.g_01763	Syak.g_01312
OG0000934	Pram.g_01765	Syak.g_01310
OG0000935	Pram.g_01766	Syak.g_01309
OG0000936	Pram.g_01767	Syak.g_01308
OG0000937	Pram.g_01768	Syak.g_01307
OG0000938	Pram.g_01771	Syak.g_01304
OG0000939	Pram.g_01772	Syak.g_01303
OG0000940	Pram.g_01779	Syak.g_01297
OG0000941	Pram.g_01781	Syak.g_01295
OG0000942	Pram.g_01783	Syak.g_01293
OG0000943	Pram.g_01784	Syak.g_01292
OG0000944	Pram.g_01786	Syak.g_01290
OG0000945	Pram.g_01787	Syak.g_01288
OG0000946	Pram.g_01793	Syak.g_01283
OG0000947	Pram.g_01795	Syak.g_01280
OG0000948	Pram.g_01796	Syak.g_01279
OG0000949	Pram.g_01799	Syak.g_01551
OG0000950	Pram.g_01806	Syak.g_01562
OG0000951	Pram.g_01810	Syak.g_01569
OG0000952	Pram.g_01814	Syak.g_01574
OG0000953	Pram.g_01818	Syak.g_01627
OG0000954	Pram.g_01822	Syak.g_01633
OG0000955	Pram.g_01823	Syak.g_01634
OG0000956	Pram.g_01825	Syak.g_01636
OG0000957	Pram.g_01831	Syak.g_01648
OG0000958	Pram.g_01832	Syak.g_01649
OG0000959	Pram.g_01836	Syak.g_01653
OG0000960	Pram.g_01837	Syak.g_01654
OG0000961	Pram.g_01840	Syak.g_01679
OG0000962	Pram.g_01842	Syak.g_01682
OG0000963	Pram.g_01846	Syak.g_01687
OG0000964	Pram.g_01847	Syak.g_01688
OG0000965	Pram.g_01848	Syak.g_01689
OG0000966	Pram.g_01854	Syak.g_01711
OG0000967	Pram.g_01858	Syak.g_01715
OG0000968	Pram.g_01860	Syak.g_01719
OG0000969	Pram.g_01861	Syak.g_01721
OG0000970	Pram.g_01862	Syak.g_01722
OG0000971	Pram.g_01863	Syak.g_01724
OG0000972	Pram.g_01864	Syak.g_01725
OG0000973	Pram.g_01865	Syak.g_01726
OG0000974	Pram.g_01866	Syak.g_01727
OG0000975	Pram.g_01867	Syak.g_01728
OG0000976	Pram.g_01868	Syak.g_01729
OG0000977	Pram.g_01869	Syak.g_01731
OG0000978	Pram.g_01870	Syak.g_01732
OG0000979	Pram.g_01873	Syak.g_01735
OG0000980	Pram.g_01875	Syak.g_01738
OG0000981	Pram.g_01878	Syak.g_01741
OG0000982	Pram.g_01880	Syak.g_01941
OG0000983	Pram.g_01881	Syak.g_01940
OG0000984	Pram.g_01882	Syak.g_01939
OG0000985	Pram.g_01885	Syak.g_01935
OG0000986	Pram.g_01887	Syak.g_01933
OG0000987	Pram.g_01888	Syak.g_01931
OG0000988	Pram.g_01891	Syak.g_01925
OG0000989	Pram.g_01895	Syak.g_01912
OG0000990	Pram.g_01900	Syak.g_01900
OG0000991	Pram.g_01901	Syak.g_01896
OG0000992	Pram.g_01904	Syak.g_01893
OG0000993	Pram.g_01905	Syak.g_01892
OG0000994	Pram.g_01906	Syak.g_01889
OG0000995	Pram.g_01910	Syak.g_01880
OG0000996	Pram.g_01911	Syak.g_01839
OG0000997	Pram.g_01913	Syak.g_01828
OG0000998	Pram.g_01915	Syak.g_01826
OG0000999	Pram.g_01916	Syak.g_01825
OG0001000	Pram.g_01919	Syak.g_01821
OG0001001	Pram.g_01924	Syak.g_01814
OG0001002	Pram.g_01929	Syak.g_01807
OG0001003	Pram.g_01930	Syak.g_01806
OG0001004	Pram.g_01931	Syak.g_01805
OG0001005	Pram.g_01932	Syak.g_01804
OG0001006	Pram.g_01936	Syak.g_01797
OG0001007	Pram.g_01938	Syak.g_01795
OG0001008	Pram.g_00372	Syak.g_01190
OG0001009	Pram.g_00014	Syak.g_01762
OG0001010	Pram.g_00015	Syak.g_01761
OG0001011	Pram.g_00016	Syak.g_01759
OG0001012	Pram.g_00028	Syak.g_01946
OG0001013	Pram.g_00035	Syak.g_01969
OG0001014	Pram.g_00038	Syak.g_01975
OG0001015	Pram.g_00039	Syak.g_01976
OG0001016	Pram.g_00058	Syak.g_02250
OG0001017	Pram.g_00062	Syak.g_02244
OG0001018	Pram.g_00064	Syak.g_02242
OG0001019	Pram.g_00073	Syak.g_02218
OG0001020	Pram.g_00074	Syak.g_02214
OG0001021	Pram.g_00075	Syak.g_02210
OG0001022	Pram.g_00078	Syak.g_02205
OG0001023	Pram.g_00079	Syak.g_02204
OG0001024	Pram.g_00082	Syak.g_02201
OG0001025	Pram.g_00089	Syak.g_02195
OG0001026	Pram.g_00097	Syak.g_02182
OG0001027	Pram.g_00098	Syak.g_02178
OG0001028	Pram.g_00100	Syak.g_02176
OG0001029	Pram.g_00101	Syak.g_02174
OG0001030	Pram.g_00117	Syak.g_02153
OG0001031	Pram.g_00171	Syak.g_02079
OG0001032	Pram.g_00172	Syak.g_02077
OG0001033	Pram.g_00193	Syak.g_02037
OG0001034	Pram.g_00223	Syak.g_02305
OG0001035	Pram.g_00243	Syak.g_01422
OG0001036	Pram.g_00247	Syak.g_01427
OG0001037	Pram.g_00248	Syak.g_01429
OG0001038	Pram.g_00266	Syak.g_01457
OG0001039	Pram.g_00269	Syak.g_01460
OG0001040	Pram.g_00271	Syak.g_01463
OG0001041	Pram.g_00276	Syak.g_01468
OG0001042	Pram.g_00293	Syak.g_01500
OG0001043	Pram.g_00294	Syak.g_01504
OG0001044	Pram.g_00327	Syak.g_01247
OG0001045	Pram.g_00337	Syak.g_01234
OG0001046	Pram.g_01537	Syak.g_00479
OG0001047	Pram.g_00374	Syak.g_01188
OG0001048	Pram.g_00375	Syak.g_01187
OG0001049	Pram.g_00377	Syak.g_01184
OG0001050	Pram.g_00378	Syak.g_01183
OG0001051	Pram.g_00379	Syak.g_01182
OG0001052	Pram.g_00407	Syak.g_01122
OG0001053	Pram.g_00419	Syak.g_02577
OG0001054	Pram.g_00434	Syak.g_02596
OG0001055	Pram.g_00454	Syak.g_02617
OG0001056	Pram.g_00474	Syak.g_02645
OG0001057	Pram.g_00478	Syak.g_00964
OG0001058	Pram.g_00486	Syak.g_02668
OG0001060	Pram.g_00497	Syak.g_02677
OG0001061	Pram.g_00512	Syak.g_02697
OG0001062	Pram.g_00514	Syak.g_02699
OG0001063	Pram.g_00516	Syak.g_02704
OG0001064	Pram.g_00517	Syak.g_02705
OG0001065	Pram.g_00518	Syak.g_02706
OG0001066	Pram.g_00519	Syak.g_02707
OG0001067	Pram.g_00520	Syak.g_02708
OG0001068	Pram.g_00521	Syak.g_02709
OG0001069	Pram.g_00522	Syak.g_02710
OG0001070	Pram.g_00524	Syak.g_02714
OG0001071	Pram.g_00525	Syak.g_02715
OG0001072	Pram.g_00527	Syak.g_02721
OG0001073	Pram.g_00541	Syak.g_02736
OG0001074	Pram.g_00553	Syak.g_00098
OG0001075	Pram.g_00554	Syak.g_02760
OG0001076	Pram.g_00562	Syak.g_00011
OG0001077	Pram.g_00568	Syak.g_00024
OG0001078	Pram.g_01074	Syak.g_00036
OG0001079	Pram.g_01063	Syak.g_00049
OG0001080	Pram.g_01057	Syak.g_00264
OG0001081	Pram.g_01055	Syak.g_00327
OG0001082	Pram.g_01054	Syak.g_00328
OG0001083	Pram.g_01049	Syak.g_00336
OG0001084	Pram.g_01048	Syak.g_00337
OG0001085	Pram.g_00760	Syak.g_00354
OG0001086	Pram.g_00761	Syak.g_00356
OG0001087	Pram.g_00779	Syak.g_00691
OG0001088	Pram.g_00780	Syak.g_00694
OG0001089	Pram.g_00791	Syak.g_00722
OG0001090	Pram.g_00802	Syak.g_00806
OG0001091	Pram.g_01027	Syak.g_00804
OG0001092	Pram.g_01026	Syak.g_00801
OG0001093	Pram.g_01021	Syak.g_00794
OG0001094	Pram.g_01028	Syak.g_00428
OG0001095	Pram.g_00822	Syak.g_00448
OG0001096	Pram.g_00836	Syak.g_00623
OG0001097	Pram.g_00855	Syak.g_00598
OG0001098	Pram.g_00876	Syak.g_00578
OG0001099	Pram.g_00717	Syak.g_02175
OG0001100	Pram.g_00726	Syak.g_00365
OG0001101	Pram.g_00728	Syak.g_00367
OG0001102	Pram.g_00731	Syak.g_00370
OG0001103	Pram.g_00733	Syak.g_00372
OG0001104	Pram.g_00755	Syak.g_00410
OG0001105	Pram.g_00759	Syak.g_00414
OG0001106	Pram.g_00931	Syak.g_00518
OG0001107	Pram.g_00941	Syak.g_00505
OG0001108	Pram.g_00945	Syak.g_00497
OG0001109	Pram.g_00946	Syak.g_00495
OG0001110	Pram.g_00948	Syak.g_00493
OG0001111	Pram.g_00949	Syak.g_00491
OG0001112	Pram.g_00950	Syak.g_00489
OG0001113	Pram.g_00951	Syak.g_00406
OG0001114	Pram.g_00952	Syak.g_00488
OG0001115	Pram.g_00954	Syak.g_00484
OG0001116	Pram.g_00955	Syak.g_00482
OG0001117	Pram.g_00956	Syak.g_00481
OG0001118	Pram.g_00957	Syak.g_00480
OG0001119	Pram.g_00958	Syak.g_00478
OG0001120	Pram.g_00959	Syak.g_00474
OG0001123	Pram.g_00981	Syak.g_00650
OG0001124	Pram.g_00983	Syak.g_00652
OG0001125	Pram.g_00985	Syak.g_00654
OG0001126	Pram.g_00899	Syak.g_00757
OG0001127	Pram.g_00898	Syak.g_00756
OG0001128	Pram.g_00896	Syak.g_00753
OG0001129	Pram.g_00895	Syak.g_00751
OG0001130	Pram.g_00894	Syak.g_00750
OG0001131	Pram.g_00356	Syak.g_00389
OG0001132	Pram.g_00683	Syak.g_00120
OG0001133	Pram.g_01469	Syak.g_00014
OG0001134	Pram.g_01546	Syak.g_00273
OG0001135	Pram.g_01549	Syak.g_00274
OG0001136	Pram.g_01143	Syak.g_00901
OG0001137	Pram.g_01130	Syak.g_00876
OG0001138	Pram.g_01109	Syak.g_00839
OG0001139	Pram.g_01107	Syak.g_00837
OG0001140	Pram.g_01106	Syak.g_00836
OG0001141	Pram.g_01105	Syak.g_00835
OG0001142	Pram.g_01104	Syak.g_00834
OG0001143	Pram.g_01097	Syak.g_00826
OG0001144	Pram.g_01092	Syak.g_00815
OG0001145	Pram.g_01222	Syak.g_00922
OG0001146	Pram.g_01234	Syak.g_00943
OG0001147	Pram.g_01475	Syak.g_01113
OG0001148	Pram.g_01466	Syak.g_02563
OG0001149	Pram.g_01465	Syak.g_02562
OG0001150	Pram.g_01464	Syak.g_02561
OG0001151	Pram.g_01452	Syak.g_02548
OG0001153	Pram.g_01346	Syak.g_01084
OG0001154	Pram.g_01345	Syak.g_01085
OG0001155	Pram.g_01328	Syak.g_02480
OG0001156	Pram.g_01325	Syak.g_02477
OG0001157	Pram.g_01324	Syak.g_02476
OG0001158	Pram.g_01323	Syak.g_02475
OG0001159	Pram.g_01322	Syak.g_02474
OG0001160	Pram.g_01296	Syak.g_02437
OG0001161	Pram.g_01577	Syak.g_01906
OG0001162	Pram.g_01590	Syak.g_00959
OG0001163	Pram.g_01624	Syak.g_02429
OG0001164	Pram.g_01627	Syak.g_02423
OG0001165	Pram.g_01630	Syak.g_02418
OG0001166	Pram.g_01651	Syak.g_02394
