Orthogroup	Pram	Syaf
OG0000564	Pram.g_00495	Syaf.g_02615
OG0000565	Pram.g_00498	Syaf.g_02612
OG0000566	Pram.g_00502	Syaf.g_02608
OG0000567	Pram.g_00506	Syaf.g_02604
OG0000568	Pram.g_00507	Syaf.g_02599
OG0000569	Pram.g_00508	Syaf.g_02596
OG0000570	Pram.g_00509	Syaf.g_02595
OG0000571	Pram.g_00511	Syaf.g_02591
OG0000572	Pram.g_00523	Syaf.g_02575
OG0000573	Pram.g_00529	Syaf.g_02567
OG0000574	Pram.g_00530	Syaf.g_02566
OG0000575	Pram.g_00534	Syaf.g_02562
OG0000576	Pram.g_00536	Syaf.g_02560
OG0000577	Pram.g_00537	Syaf.g_02559
OG0000578	Pram.g_00538	Syaf.g_02558
OG0000579	Pram.g_00539	Syaf.g_02557
OG0000580	Pram.g_00540	Syaf.g_02556
OG0000581	Pram.g_00543	Syaf.g_02550
OG0000582	Pram.g_00546	Syaf.g_02374
OG0000583	Pram.g_00547	Syaf.g_02373
OG0000584	Pram.g_00548	Syaf.g_02372
OG0000585	Pram.g_00550	Syaf.g_02370
OG0000586	Pram.g_00551	Syaf.g_02369
OG0000587	Pram.g_00552	Syaf.g_02367
OG0000588	Pram.g_00556	Syaf.g_02350
OG0000589	Pram.g_00559	Syaf.g_02340
OG0000590	Pram.g_00560	Syaf.g_02339
OG0000591	Pram.g_00564	Syaf.g_02331
OG0000592	Pram.g_00565	Syaf.g_02330
OG0000593	Pram.g_01078	Syaf.g_02314
OG0000594	Pram.g_01077	Syaf.g_02313
OG0000595	Pram.g_01076	Syaf.g_02312
OG0000596	Pram.g_01073	Syaf.g_02307
OG0000597	Pram.g_01070	Syaf.g_02304
OG0000598	Pram.g_01069	Syaf.g_02303
OG0000599	Pram.g_01066	Syaf.g_02300
OG0000600	Pram.g_01065	Syaf.g_02299
OG0000601	Pram.g_01064	Syaf.g_02298
OG0000602	Pram.g_01062	Syaf.g_02293
OG0000603	Pram.g_01061	Syaf.g_02292
OG0000604	Pram.g_01060	Syaf.g_02289
OG0000605	Pram.g_01059	Syaf.g_01734
OG0000606	Pram.g_01056	Syaf.g_02145
OG0000607	Pram.g_01053	Syaf.g_02142
OG0000608	Pram.g_01052	Syaf.g_02141
OG0000609	Pram.g_01051	Syaf.g_02139
OG0000610	Pram.g_01045	Syaf.g_02132
OG0000611	Pram.g_01042	Syaf.g_02129
OG0000612	Pram.g_01041	Syaf.g_02128
OG0000613	Pram.g_00763	Syaf.g_00315
OG0000614	Pram.g_00784	Syaf.g_01469
OG0000615	Pram.g_00795	Syaf.g_02085
OG0000616	Pram.g_01927	Syaf.g_00518
OG0000617	Pram.g_01024	Syaf.g_01975
OG0000618	Pram.g_01023	Syaf.g_01974
OG0000619	Pram.g_01022	Syaf.g_01973
OG0000620	Pram.g_01019	Syaf.g_01966
OG0000621	Pram.g_01018	Syaf.g_01965
OG0000622	Pram.g_01017	Syaf.g_01964
OG0000623	Pram.g_01016	Syaf.g_01963
OG0000624	Pram.g_01014	Syaf.g_01961
OG0000625	Pram.g_01013	Syaf.g_01960
OG0000626	Pram.g_01012	Syaf.g_01959
OG0000627	Pram.g_01011	Syaf.g_01782
OG0000628	Pram.g_01010	Syaf.g_01783
OG0000629	Pram.g_01008	Syaf.g_01786
OG0000630	Pram.g_01005	Syaf.g_01790
OG0000631	Pram.g_00913	Syaf.g_01801
OG0000632	Pram.g_00914	Syaf.g_01802
OG0000633	Pram.g_00915	Syaf.g_01803
OG0000634	Pram.g_00805	Syaf.g_02053
OG0000635	Pram.g_00806	Syaf.g_02052
OG0000636	Pram.g_00808	Syaf.g_02050
OG0000637	Pram.g_00810	Syaf.g_02048
OG0000638	Pram.g_00811	Syaf.g_02047
OG0000639	Pram.g_00812	Syaf.g_02046
OG0000640	Pram.g_00813	Syaf.g_02045
OG0000641	Pram.g_00817	Syaf.g_02041
OG0000642	Pram.g_00818	Syaf.g_02040
OG0000643	Pram.g_00819	Syaf.g_02038
OG0000644	Pram.g_00820	Syaf.g_02037
OG0000645	Pram.g_00821	Syaf.g_02035
OG0000646	Pram.g_00823	Syaf.g_02032
OG0000647	Pram.g_00825	Syaf.g_02030
OG0000648	Pram.g_00827	Syaf.g_02027
OG0000649	Pram.g_00828	Syaf.g_02026
OG0000650	Pram.g_00829	Syaf.g_02025
OG0000651	Pram.g_00830	Syaf.g_02024
OG0000652	Pram.g_00831	Syaf.g_02023
OG0000653	Pram.g_00833	Syaf.g_02021
OG0000654	Pram.g_00834	Syaf.g_02020
OG0000655	Pram.g_00835	Syaf.g_02019
OG0000656	Pram.g_00838	Syaf.g_02016
OG0000657	Pram.g_00845	Syaf.g_01384
OG0000658	Pram.g_00847	Syaf.g_01381
OG0000659	Pram.g_00848	Syaf.g_01380
OG0000660	Pram.g_00852	Syaf.g_01376
OG0000661	Pram.g_00854	Syaf.g_01374
OG0000662	Pram.g_00857	Syaf.g_01372
OG0000663	Pram.g_00859	Syaf.g_01369
OG0000664	Pram.g_00860	Syaf.g_01368
OG0000665	Pram.g_00866	Syaf.g_00980
OG0000666	Pram.g_00867	Syaf.g_01733
OG0000667	Pram.g_00872	Syaf.g_01635
OG0000668	Pram.g_00713	Syaf.g_01928
OG0000669	Pram.g_00724	Syaf.g_02112
OG0000670	Pram.g_00727	Syaf.g_02769
OG0000671	Pram.g_00729	Syaf.g_02108
OG0000672	Pram.g_00732	Syaf.g_02105
OG0000673	Pram.g_00735	Syaf.g_02102
OG0000674	Pram.g_00737	Syaf.g_02100
OG0000675	Pram.g_00738	Syaf.g_02099
OG0000676	Pram.g_00740	Syaf.g_02097
OG0000677	Pram.g_00741	Syaf.g_02096
OG0000678	Pram.g_00743	Syaf.g_02092
OG0000679	Pram.g_00747	Syaf.g_02083
OG0000680	Pram.g_00748	Syaf.g_02082
OG0000681	Pram.g_00751	Syaf.g_02079
OG0000682	Pram.g_00752	Syaf.g_02078
OG0000683	Pram.g_00753	Syaf.g_02077
OG0000684	Pram.g_00754	Syaf.g_02072
OG0000685	Pram.g_00756	Syaf.g_02070
OG0000686	Pram.g_00757	Syaf.g_02069
OG0000687	Pram.g_00758	Syaf.g_02068
OG0000688	Pram.g_01036	Syaf.g_02063
OG0000689	Pram.g_01035	Syaf.g_02061
OG0000690	Pram.g_01034	Syaf.g_02060
OG0000691	Pram.g_01033	Syaf.g_02059
OG0000692	Pram.g_01031	Syaf.g_02058
OG0000693	Pram.g_01030	Syaf.g_02057
OG0000694	Pram.g_01029	Syaf.g_02056
OG0000695	Pram.g_00917	Syaf.g_01805
OG0000696	Pram.g_00918	Syaf.g_01806
OG0000697	Pram.g_00919	Syaf.g_01808
OG0000698	Pram.g_00922	Syaf.g_01811
OG0000699	Pram.g_00923	Syaf.g_01813
OG0000700	Pram.g_00924	Syaf.g_01814
OG0000701	Pram.g_00925	Syaf.g_01815
OG0000702	Pram.g_00927	Syaf.g_01843
OG0000703	Pram.g_00928	Syaf.g_01844
OG0000704	Pram.g_00930	Syaf.g_01846
OG0000705	Pram.g_00936	Syaf.g_01853
OG0000706	Pram.g_00937	Syaf.g_01854
OG0000707	Pram.g_00938	Syaf.g_01855
OG0000708	Pram.g_00940	Syaf.g_01858
OG0000709	Pram.g_00944	Syaf.g_01867
OG0000710	Pram.g_00947	Syaf.g_01878
OG0000711	Pram.g_00963	Syaf.g_01908
OG0000712	Pram.g_00964	Syaf.g_01910
OG0000713	Pram.g_00965	Syaf.g_01911
OG0000714	Pram.g_00966	Syaf.g_01913
OG0000715	Pram.g_00968	Syaf.g_01915
OG0000716	Pram.g_00970	Syaf.g_01919
OG0000717	Pram.g_00971	Syaf.g_01920
OG0000718	Pram.g_00973	Syaf.g_01924
OG0000719	Pram.g_00975	Syaf.g_01926
OG0000720	Pram.g_00986	Syaf.g_01939
OG0000721	Pram.g_00990	Syaf.g_01941
OG0000722	Pram.g_00991	Syaf.g_01942
OG0000723	Pram.g_00995	Syaf.g_01957
OG0000724	Pram.g_00893	Syaf.g_01418
OG0000725	Pram.g_00887	Syaf.g_01445
OG0000726	Pram.g_00886	Syaf.g_01446
OG0000727	Pram.g_00885	Syaf.g_01447
OG0000728	Pram.g_00883	Syaf.g_01449
OG0000729	Pram.g_01208	Syaf.g_00405
OG0000730	Pram.g_01182	Syaf.g_00026
OG0000731	Pram.g_00335	Syaf.g_00014
OG0000733	Pram.g_01547	Syaf.g_00615
OG0000734	Pram.g_01156	Syaf.g_00895
OG0000735	Pram.g_01154	Syaf.g_01273
OG0000736	Pram.g_01153	Syaf.g_01274
OG0000737	Pram.g_01152	Syaf.g_01275
OG0000738	Pram.g_01148	Syaf.g_01280
OG0000739	Pram.g_01147	Syaf.g_01281
OG0000740	Pram.g_01146	Syaf.g_01282
OG0000741	Pram.g_01144	Syaf.g_01285
OG0000742	Pram.g_01141	Syaf.g_01287
OG0000743	Pram.g_01139	Syaf.g_01289
OG0000744	Pram.g_01137	Syaf.g_01290
OG0000745	Pram.g_01136	Syaf.g_01293
OG0000746	Pram.g_01134	Syaf.g_01295
OG0000747	Pram.g_01133	Syaf.g_01296
OG0000748	Pram.g_01129	Syaf.g_01307
OG0000749	Pram.g_01128	Syaf.g_01309
OG0000750	Pram.g_01127	Syaf.g_01310
OG0000751	Pram.g_01124	Syaf.g_01317
OG0000752	Pram.g_01122	Syaf.g_01319
OG0000753	Pram.g_01119	Syaf.g_01322
OG0000754	Pram.g_01117	Syaf.g_01611
OG0000755	Pram.g_01111	Syaf.g_01599
OG0000756	Pram.g_01110	Syaf.g_01598
OG0000757	Pram.g_01103	Syaf.g_01590
OG0000758	Pram.g_01102	Syaf.g_01589
OG0000759	Pram.g_01101	Syaf.g_01588
OG0000760	Pram.g_01100	Syaf.g_01587
OG0000761	Pram.g_01099	Syaf.g_01586
OG0000762	Pram.g_01098	Syaf.g_01584
OG0000763	Pram.g_01096	Syaf.g_01582
OG0000764	Pram.g_01095	Syaf.g_01581
OG0000765	Pram.g_01087	Syaf.g_01564
OG0000766	Pram.g_01086	Syaf.g_01563
OG0000767	Pram.g_01084	Syaf.g_01561
OG0000768	Pram.g_01083	Syaf.g_01560
OG0000769	Pram.g_01081	Syaf.g_01558
OG0000770	Pram.g_00570	Syaf.g_01553
OG0000771	Pram.g_01254	Syaf.g_01411
OG0000772	Pram.g_01569	Syaf.g_01705
OG0000773	Pram.g_01221	Syaf.g_01268
OG0000774	Pram.g_01223	Syaf.g_01263
OG0000775	Pram.g_01225	Syaf.g_01261
OG0000776	Pram.g_01226	Syaf.g_01260
OG0000777	Pram.g_01227	Syaf.g_01259
OG0000778	Pram.g_01228	Syaf.g_01258
OG0000779	Pram.g_01232	Syaf.g_01252
OG0000780	Pram.g_01233	Syaf.g_01249
OG0000781	Pram.g_01236	Syaf.g_01245
OG0000782	Pram.g_01237	Syaf.g_01244
OG0000783	Pram.g_01238	Syaf.g_01243
OG0000784	Pram.g_01239	Syaf.g_01242
OG0000785	Pram.g_01241	Syaf.g_01240
OG0000786	Pram.g_01244	Syaf.g_02546
OG0000787	Pram.g_01245	Syaf.g_02547
OG0000788	Pram.g_01271	Syaf.g_02297
OG0000789	Pram.g_01281	Syaf.g_01750
OG0000790	Pram.g_01463	Syaf.g_02738
OG0000791	Pram.g_01461	Syaf.g_02740
OG0000792	Pram.g_01460	Syaf.g_02741
OG0000793	Pram.g_01456	Syaf.g_02746
OG0000794	Pram.g_01455	Syaf.g_02747
OG0000795	Pram.g_01454	Syaf.g_02748
OG0000796	Pram.g_01450	Syaf.g_02752
OG0000797	Pram.g_01449	Syaf.g_02753
OG0000798	Pram.g_01444	Syaf.g_00240
OG0000799	Pram.g_01398	Syaf.g_02380
OG0000800	Pram.g_01397	Syaf.g_02383
OG0000801	Pram.g_01396	Syaf.g_02384
OG0000802	Pram.g_01394	Syaf.g_02388
OG0000803	Pram.g_01392	Syaf.g_02393
OG0000804	Pram.g_01391	Syaf.g_02396
OG0000805	Pram.g_01389	Syaf.g_02398
OG0000806	Pram.g_01387	Syaf.g_02405
OG0000807	Pram.g_01386	Syaf.g_02406
OG0000808	Pram.g_01385	Syaf.g_02407
OG0000809	Pram.g_01383	Syaf.g_02410
OG0000810	Pram.g_01382	Syaf.g_02411
OG0000811	Pram.g_01375	Syaf.g_02420
OG0000812	Pram.g_01373	Syaf.g_02422
OG0000813	Pram.g_01372	Syaf.g_02423
OG0000814	Pram.g_01370	Syaf.g_02425
OG0000815	Pram.g_01369	Syaf.g_02426
OG0000816	Pram.g_01367	Syaf.g_02428
OG0000817	Pram.g_01366	Syaf.g_02429
OG0000818	Pram.g_01361	Syaf.g_02442
OG0000819	Pram.g_01360	Syaf.g_02443
OG0000820	Pram.g_01359	Syaf.g_02444
OG0000821	Pram.g_01355	Syaf.g_02450
OG0000822	Pram.g_01354	Syaf.g_02452
OG0000823	Pram.g_01353	Syaf.g_02453
OG0000824	Pram.g_01350	Syaf.g_02459
OG0000825	Pram.g_01349	Syaf.g_02460
OG0000826	Pram.g_01348	Syaf.g_02461
OG0000827	Pram.g_01347	Syaf.g_02462
OG0000828	Pram.g_01344	Syaf.g_02465
OG0000829	Pram.g_01343	Syaf.g_02466
OG0000830	Pram.g_01342	Syaf.g_02467
OG0000831	Pram.g_01340	Syaf.g_02470
OG0000832	Pram.g_01330	Syaf.g_01109
OG0000833	Pram.g_01321	Syaf.g_01100
OG0000834	Pram.g_01320	Syaf.g_01098
OG0000835	Pram.g_01319	Syaf.g_01097
OG0000836	Pram.g_01318	Syaf.g_01093
OG0000837	Pram.g_01317	Syaf.g_01091
OG0000838	Pram.g_01314	Syaf.g_01087
OG0000839	Pram.g_01313	Syaf.g_01086
OG0000840	Pram.g_01312	Syaf.g_01085
OG0000841	Pram.g_01311	Syaf.g_01084
OG0000842	Pram.g_01310	Syaf.g_01083
OG0000843	Pram.g_01309	Syaf.g_01082
OG0000844	Pram.g_01308	Syaf.g_01080
OG0000845	Pram.g_01307	Syaf.g_01079
OG0000846	Pram.g_01306	Syaf.g_01078
OG0000847	Pram.g_01305	Syaf.g_01077
OG0000848	Pram.g_01304	Syaf.g_01075
OG0000849	Pram.g_01303	Syaf.g_01074
OG0000850	Pram.g_01301	Syaf.g_01072
OG0000851	Pram.g_01300	Syaf.g_01061
OG0000852	Pram.g_01299	Syaf.g_01060
OG0000853	Pram.g_01294	Syaf.g_01056
OG0000854	Pram.g_01292	Syaf.g_01054
OG0000855	Pram.g_01291	Syaf.g_01053
OG0000856	Pram.g_00567	Syaf.g_02328
OG0000857	Pram.g_00824	Syaf.g_02031
OG0000858	Pram.g_01625	Syaf.g_01047
OG0000859	Pram.g_01626	Syaf.g_01046
OG0000860	Pram.g_01634	Syaf.g_01031
OG0000861	Pram.g_01635	Syaf.g_01030
OG0000862	Pram.g_01636	Syaf.g_01029
OG0000863	Pram.g_01638	Syaf.g_01026
OG0000864	Pram.g_01639	Syaf.g_01025
OG0000865	Pram.g_01640	Syaf.g_01024
OG0000866	Pram.g_01641	Syaf.g_01023
OG0000867	Pram.g_01642	Syaf.g_01022
OG0000868	Pram.g_01644	Syaf.g_01019
OG0000869	Pram.g_01647	Syaf.g_01014
OG0000870	Pram.g_01652	Syaf.g_01009
OG0000871	Pram.g_01653	Syaf.g_01008
OG0000872	Pram.g_01654	Syaf.g_01001
OG0000873	Pram.g_01657	Syaf.g_00998
OG0000874	Pram.g_01660	Syaf.g_01002
OG0000875	Pram.g_01662	Syaf.g_00996
OG0000876	Pram.g_01663	Syaf.g_01198
OG0000877	Pram.g_01665	Syaf.g_01188
OG0000878	Pram.g_01666	Syaf.g_01187
OG0000879	Pram.g_01667	Syaf.g_01186
OG0000880	Pram.g_01668	Syaf.g_01185
OG0000881	Pram.g_01672	Syaf.g_01179
OG0000882	Pram.g_01677	Syaf.g_01174
OG0000883	Pram.g_01679	Syaf.g_01172
OG0000884	Pram.g_01681	Syaf.g_01170
OG0000885	Pram.g_01682	Syaf.g_01169
OG0000886	Pram.g_01683	Syaf.g_01168
OG0000887	Pram.g_01684	Syaf.g_01167
OG0000888	Pram.g_01686	Syaf.g_01165
OG0000889	Pram.g_01688	Syaf.g_01163
OG0000890	Pram.g_01689	Syaf.g_01157
OG0000891	Pram.g_01690	Syaf.g_01156
OG0000892	Pram.g_01691	Syaf.g_01154
OG0000893	Pram.g_01695	Syaf.g_00178
OG0000894	Pram.g_01698	Syaf.g_00175
OG0000895	Pram.g_01702	Syaf.g_00171
OG0000896	Pram.g_01703	Syaf.g_00170
OG0000897	Pram.g_01705	Syaf.g_00168
OG0000898	Pram.g_01706	Syaf.g_00167
OG0000899	Pram.g_01707	Syaf.g_00166
OG0000900	Pram.g_01708	Syaf.g_00165
OG0000901	Pram.g_01711	Syaf.g_00160
OG0000902	Pram.g_01713	Syaf.g_00158
OG0000903	Pram.g_01717	Syaf.g_00141
OG0000904	Pram.g_01722	Syaf.g_00146
OG0000905	Pram.g_01715	Syaf.g_00151
OG0000906	Pram.g_01714	Syaf.g_00154
OG0000907	Pram.g_01727	Syaf.g_00139
OG0000908	Pram.g_01730	Syaf.g_00136
OG0000909	Pram.g_01731	Syaf.g_00135
OG0000910	Pram.g_01732	Syaf.g_00134
OG0000911	Pram.g_01734	Syaf.g_00132
OG0000912	Pram.g_01735	Syaf.g_00131
OG0000913	Pram.g_01736	Syaf.g_00130
OG0000914	Pram.g_01737	Syaf.g_00129
OG0000915	Pram.g_01738	Syaf.g_00127
OG0000916	Pram.g_01739	Syaf.g_00126
OG0000917	Pram.g_01740	Syaf.g_00125
OG0000918	Pram.g_01741	Syaf.g_00124
OG0000919	Pram.g_01742	Syaf.g_00123
OG0000920	Pram.g_01743	Syaf.g_00122
OG0000921	Pram.g_01744	Syaf.g_00121
OG0000922	Pram.g_01745	Syaf.g_00120
OG0000923	Pram.g_01749	Syaf.g_00116
OG0000924	Pram.g_01750	Syaf.g_00115
OG0000925	Pram.g_01751	Syaf.g_00114
OG0000926	Pram.g_01752	Syaf.g_00113
OG0000927	Pram.g_01754	Syaf.g_00111
OG0000928	Pram.g_01755	Syaf.g_00110
OG0000929	Pram.g_01756	Syaf.g_00109
OG0000930	Pram.g_01757	Syaf.g_00108
OG0000931	Pram.g_01758	Syaf.g_00107
OG0000932	Pram.g_01759	Syaf.g_00106
OG0000933	Pram.g_01763	Syaf.g_00100
OG0000934	Pram.g_01765	Syaf.g_00098
OG0000935	Pram.g_01766	Syaf.g_00097
OG0000936	Pram.g_01767	Syaf.g_00096
OG0000937	Pram.g_01768	Syaf.g_00095
OG0000938	Pram.g_01771	Syaf.g_00092
OG0000939	Pram.g_01772	Syaf.g_00091
OG0000940	Pram.g_01779	Syaf.g_00084
OG0000941	Pram.g_01781	Syaf.g_00082
OG0000942	Pram.g_01783	Syaf.g_00080
OG0000943	Pram.g_01784	Syaf.g_00079
OG0000944	Pram.g_01786	Syaf.g_00077
OG0000945	Pram.g_01787	Syaf.g_00075
OG0000946	Pram.g_01793	Syaf.g_00070
OG0000947	Pram.g_01795	Syaf.g_00067
OG0000948	Pram.g_01796	Syaf.g_00066
OG0000949	Pram.g_01799	Syaf.g_00337
OG0000950	Pram.g_01806	Syaf.g_00351
OG0000951	Pram.g_01810	Syaf.g_00358
OG0000952	Pram.g_01814	Syaf.g_00363
OG0000953	Pram.g_01818	Syaf.g_00367
OG0000954	Pram.g_01822	Syaf.g_00372
OG0000955	Pram.g_01823	Syaf.g_00373
OG0000956	Pram.g_01825	Syaf.g_00375
OG0000957	Pram.g_01831	Syaf.g_00386
OG0000958	Pram.g_01832	Syaf.g_00387
OG0000959	Pram.g_01836	Syaf.g_00391
OG0000960	Pram.g_01837	Syaf.g_00392
OG0000961	Pram.g_01840	Syaf.g_00402
OG0000962	Pram.g_01842	Syaf.g_00404
OG0000963	Pram.g_01846	Syaf.g_00409
OG0000964	Pram.g_01847	Syaf.g_00410
OG0000965	Pram.g_01848	Syaf.g_00411
OG0000966	Pram.g_01854	Syaf.g_00421
OG0000967	Pram.g_01858	Syaf.g_00426
OG0000968	Pram.g_01860	Syaf.g_00417
OG0000969	Pram.g_01861	Syaf.g_00423
OG0000970	Pram.g_01862	Syaf.g_00424
OG0000971	Pram.g_01863	Syaf.g_00429
OG0000972	Pram.g_01864	Syaf.g_00430
OG0000973	Pram.g_01865	Syaf.g_00431
OG0000974	Pram.g_01866	Syaf.g_00432
OG0000975	Pram.g_01867	Syaf.g_00433
OG0000976	Pram.g_01868	Syaf.g_00434
OG0000977	Pram.g_01869	Syaf.g_00436
OG0000978	Pram.g_01870	Syaf.g_00437
OG0000979	Pram.g_01873	Syaf.g_00440
OG0000980	Pram.g_01875	Syaf.g_00443
OG0000981	Pram.g_01878	Syaf.g_00446
OG0000982	Pram.g_01880	Syaf.g_00645
OG0000983	Pram.g_01881	Syaf.g_00644
OG0000984	Pram.g_01882	Syaf.g_00643
OG0000985	Pram.g_01885	Syaf.g_00641
OG0000986	Pram.g_01887	Syaf.g_00639
OG0000987	Pram.g_01888	Syaf.g_00637
OG0000988	Pram.g_01891	Syaf.g_00633
OG0000989	Pram.g_01895	Syaf.g_00624
OG0000990	Pram.g_01900	Syaf.g_00606
OG0000991	Pram.g_01901	Syaf.g_00604
OG0000992	Pram.g_01904	Syaf.g_00601
OG0000993	Pram.g_01905	Syaf.g_00600
OG0000994	Pram.g_01906	Syaf.g_00597
OG0000995	Pram.g_01910	Syaf.g_00592
OG0000996	Pram.g_01911	Syaf.g_00543
OG0000997	Pram.g_01913	Syaf.g_00532
OG0000998	Pram.g_01915	Syaf.g_00530
OG0000999	Pram.g_01916	Syaf.g_00529
OG0001000	Pram.g_01919	Syaf.g_00526
OG0001001	Pram.g_01924	Syaf.g_00521
OG0001002	Pram.g_01929	Syaf.g_00515
OG0001003	Pram.g_01930	Syaf.g_00514
OG0001004	Pram.g_01931	Syaf.g_00513
OG0001005	Pram.g_01932	Syaf.g_00510
OG0001006	Pram.g_01936	Syaf.g_00500
OG0001007	Pram.g_01938	Syaf.g_00498
OG0001008	Pram.g_00372	Syaf.g_01215
OG0001009	Pram.g_00014	Syaf.g_00466
OG0001010	Pram.g_00015	Syaf.g_00465
OG0001011	Pram.g_00016	Syaf.g_00463
OG0001012	Pram.g_00028	Syaf.g_00649
OG0001013	Pram.g_00035	Syaf.g_00669
OG0001014	Pram.g_00038	Syaf.g_00691
OG0001015	Pram.g_00039	Syaf.g_00692
OG0001016	Pram.g_00058	Syaf.g_00958
OG0001017	Pram.g_00062	Syaf.g_00952
OG0001018	Pram.g_00064	Syaf.g_00950
OG0001019	Pram.g_00073	Syaf.g_00931
OG0001020	Pram.g_00074	Syaf.g_00926
OG0001021	Pram.g_00075	Syaf.g_00922
OG0001022	Pram.g_00078	Syaf.g_00918
OG0001023	Pram.g_00079	Syaf.g_00917
OG0001024	Pram.g_00082	Syaf.g_00913
OG0001025	Pram.g_00089	Syaf.g_00906
OG0001026	Pram.g_00097	Syaf.g_00893
OG0001027	Pram.g_00098	Syaf.g_00884
OG0001028	Pram.g_00100	Syaf.g_00882
OG0001029	Pram.g_00101	Syaf.g_00880
OG0001030	Pram.g_00117	Syaf.g_00860
OG0001031	Pram.g_00171	Syaf.g_00784
OG0001032	Pram.g_00172	Syaf.g_00781
OG0001034	Pram.g_00223	Syaf.g_02787
OG0001035	Pram.g_00243	Syaf.g_00207
OG0001036	Pram.g_00247	Syaf.g_00212
OG0001037	Pram.g_00248	Syaf.g_00214
OG0001038	Pram.g_00266	Syaf.g_00242
OG0001039	Pram.g_00269	Syaf.g_00245
OG0001040	Pram.g_00271	Syaf.g_00248
OG0001041	Pram.g_00276	Syaf.g_00253
OG0001042	Pram.g_00293	Syaf.g_00275
OG0001043	Pram.g_00294	Syaf.g_00279
OG0001044	Pram.g_00327	Syaf.g_00024
OG0001045	Pram.g_00337	Syaf.g_00011
OG0001046	Pram.g_01537	Syaf.g_01894
OG0001047	Pram.g_00374	Syaf.g_01217
OG0001048	Pram.g_00375	Syaf.g_01218
OG0001049	Pram.g_00377	Syaf.g_01226
OG0001050	Pram.g_00378	Syaf.g_01227
OG0001051	Pram.g_00379	Syaf.g_01228
OG0001052	Pram.g_00407	Syaf.g_02502
OG0001053	Pram.g_00419	Syaf.g_02718
OG0001054	Pram.g_00434	Syaf.g_02701
OG0001056	Pram.g_00474	Syaf.g_02649
OG0001057	Pram.g_00478	Syaf.g_02638
OG0001058	Pram.g_00486	Syaf.g_02624
OG0001059	Pram.g_00490	Syaf.g_02620
OG0001060	Pram.g_00497	Syaf.g_02614
OG0001061	Pram.g_00512	Syaf.g_02590
OG0001062	Pram.g_00514	Syaf.g_02588
OG0001063	Pram.g_00516	Syaf.g_02583
OG0001064	Pram.g_00517	Syaf.g_02582
OG0001065	Pram.g_00518	Syaf.g_02581
OG0001066	Pram.g_00519	Syaf.g_02580
OG0001067	Pram.g_00520	Syaf.g_02579
OG0001068	Pram.g_00521	Syaf.g_02578
OG0001069	Pram.g_00522	Syaf.g_02577
OG0001070	Pram.g_00524	Syaf.g_02574
OG0001071	Pram.g_00525	Syaf.g_02573
OG0001072	Pram.g_00527	Syaf.g_02569
OG0001073	Pram.g_00541	Syaf.g_02555
OG0001074	Pram.g_00553	Syaf.g_02365
OG0001075	Pram.g_00554	Syaf.g_02363
OG0001076	Pram.g_00562	Syaf.g_02337
OG0001077	Pram.g_00568	Syaf.g_02325
OG0001078	Pram.g_01074	Syaf.g_02309
OG0001079	Pram.g_01063	Syaf.g_02296
OG0001080	Pram.g_01057	Syaf.g_01740
OG0001081	Pram.g_01055	Syaf.g_02144
OG0001082	Pram.g_01054	Syaf.g_02143
OG0001083	Pram.g_01049	Syaf.g_02136
OG0001084	Pram.g_01048	Syaf.g_02135
OG0001085	Pram.g_00760	Syaf.g_02125
OG0001086	Pram.g_00761	Syaf.g_02123
OG0001087	Pram.g_00779	Syaf.g_01482
OG0001088	Pram.g_00780	Syaf.g_01478
OG0001089	Pram.g_00791	Syaf.g_01453
OG0001090	Pram.g_00802	Syaf.g_01981
OG0001091	Pram.g_01027	Syaf.g_01979
OG0001092	Pram.g_01026	Syaf.g_01977
OG0001093	Pram.g_01021	Syaf.g_01971
OG0001094	Pram.g_01028	Syaf.g_02055
OG0001095	Pram.g_00822	Syaf.g_02034
OG0001096	Pram.g_00836	Syaf.g_02018
OG0001097	Pram.g_00855	Syaf.g_01373
OG0001098	Pram.g_00876	Syaf.g_01743
OG0001099	Pram.g_00717	Syaf.g_00881
OG0001100	Pram.g_00726	Syaf.g_02110
OG0001101	Pram.g_00728	Syaf.g_02109
OG0001102	Pram.g_00731	Syaf.g_02106
OG0001103	Pram.g_00733	Syaf.g_02104
OG0001104	Pram.g_00755	Syaf.g_02071
OG0001105	Pram.g_00759	Syaf.g_02067
OG0001106	Pram.g_00931	Syaf.g_01847
OG0001107	Pram.g_00941	Syaf.g_01859
OG0001108	Pram.g_00945	Syaf.g_01868
OG0001109	Pram.g_00946	Syaf.g_01877
OG0001110	Pram.g_00948	Syaf.g_01879
OG0001111	Pram.g_00949	Syaf.g_01881
OG0001112	Pram.g_00950	Syaf.g_01883
OG0001113	Pram.g_00951	Syaf.g_01884
OG0001114	Pram.g_00952	Syaf.g_01885
OG0001115	Pram.g_00954	Syaf.g_01889
OG0001116	Pram.g_00955	Syaf.g_01891
OG0001117	Pram.g_00956	Syaf.g_01892
OG0001118	Pram.g_00957	Syaf.g_01893
OG0001119	Pram.g_00958	Syaf.g_01895
OG0001120	Pram.g_00959	Syaf.g_01899
OG0001122	Pram.g_00976	Syaf.g_01927
OG0001123	Pram.g_00981	Syaf.g_01934
OG0001124	Pram.g_00983	Syaf.g_01936
OG0001125	Pram.g_00985	Syaf.g_01938
OG0001126	Pram.g_00899	Syaf.g_01409
