Orthogroup	Pram	Syal
OG0000580	Pram.g_00540	Syal.g_02747
OG0000581	Pram.g_00543	Syal.g_02741
OG0000582	Pram.g_00546	Syal.g_02736
OG0000583	Pram.g_00547	Syal.g_02735
OG0000584	Pram.g_00548	Syal.g_02734
OG0000585	Pram.g_00550	Syal.g_02731
OG0000586	Pram.g_00551	Syal.g_02730
OG0000587	Pram.g_00552	Syal.g_02728
OG0000588	Pram.g_00556	Syal.g_02717
OG0000589	Pram.g_00559	Syal.g_02714
OG0000590	Pram.g_00560	Syal.g_02713
OG0000591	Pram.g_00564	Syal.g_02707
OG0000592	Pram.g_00565	Syal.g_02706
OG0000593	Pram.g_01078	Syal.g_02640
OG0000594	Pram.g_01077	Syal.g_02639
OG0000595	Pram.g_01076	Syal.g_02638
OG0000596	Pram.g_01073	Syal.g_02633
OG0000597	Pram.g_01070	Syal.g_02630
OG0000598	Pram.g_01069	Syal.g_02629
OG0000599	Pram.g_01066	Syal.g_02622
OG0000600	Pram.g_01065	Syal.g_02621
OG0000601	Pram.g_01064	Syal.g_02620
OG0000602	Pram.g_01062	Syal.g_02615
OG0000603	Pram.g_01061	Syal.g_02614
OG0000604	Pram.g_01060	Syal.g_02612
OG0000605	Pram.g_01059	Syal.g_02516
OG0000606	Pram.g_01056	Syal.g_02174
OG0000607	Pram.g_01053	Syal.g_02177
OG0000608	Pram.g_01052	Syal.g_02178
OG0000609	Pram.g_01051	Syal.g_02180
OG0000610	Pram.g_01045	Syal.g_02198
OG0000611	Pram.g_01042	Syal.g_02201
OG0000612	Pram.g_01041	Syal.g_02202
OG0000613	Pram.g_00763	Syal.g_01325
OG0000614	Pram.g_00784	Syal.g_01794
OG0000615	Pram.g_00795	Syal.g_02256
OG0000616	Pram.g_01927	Syal.g_00079
OG0000617	Pram.g_01024	Syal.g_01866
OG0000618	Pram.g_01023	Syal.g_01867
OG0000619	Pram.g_01022	Syal.g_02417
OG0000620	Pram.g_01019	Syal.g_02422
OG0000621	Pram.g_01018	Syal.g_02423
OG0000622	Pram.g_01017	Syal.g_02424
OG0000623	Pram.g_01016	Syal.g_02425
OG0000624	Pram.g_01014	Syal.g_02427
OG0000625	Pram.g_01013	Syal.g_02428
OG0000626	Pram.g_01012	Syal.g_02429
OG0000627	Pram.g_01011	Syal.g_02048
OG0000628	Pram.g_01010	Syal.g_02047
OG0000629	Pram.g_01008	Syal.g_02044
OG0000630	Pram.g_01005	Syal.g_02040
OG0000631	Pram.g_00913	Syal.g_02031
OG0000632	Pram.g_00914	Syal.g_02030
OG0000633	Pram.g_00915	Syal.g_02029
OG0000634	Pram.g_00805	Syal.g_02410
OG0000635	Pram.g_00806	Syal.g_02411
OG0000636	Pram.g_00808	Syal.g_02413
OG0000637	Pram.g_00810	Syal.g_02415
OG0000638	Pram.g_00811	Syal.g_02416
OG0000639	Pram.g_00812	Syal.g_01868
OG0000640	Pram.g_00813	Syal.g_01869
OG0000641	Pram.g_00817	Syal.g_01873
OG0000642	Pram.g_00818	Syal.g_01874
OG0000643	Pram.g_00819	Syal.g_01875
OG0000644	Pram.g_00820	Syal.g_01876
OG0000645	Pram.g_00821	Syal.g_01878
OG0000646	Pram.g_00823	Syal.g_01881
OG0000647	Pram.g_00825	Syal.g_01883
OG0000648	Pram.g_00827	Syal.g_02438
OG0000649	Pram.g_00828	Syal.g_02439
OG0000650	Pram.g_00829	Syal.g_02440
OG0000651	Pram.g_00830	Syal.g_02441
OG0000652	Pram.g_00831	Syal.g_02442
OG0000653	Pram.g_00833	Syal.g_02444
OG0000654	Pram.g_00834	Syal.g_02445
OG0000655	Pram.g_00835	Syal.g_02446
OG0000656	Pram.g_00838	Syal.g_02449
OG0000657	Pram.g_00845	Syal.g_02460
OG0000658	Pram.g_00847	Syal.g_02465
OG0000659	Pram.g_00848	Syal.g_02466
OG0000660	Pram.g_00852	Syal.g_02470
OG0000661	Pram.g_00854	Syal.g_02472
OG0000662	Pram.g_00857	Syal.g_02474
OG0000663	Pram.g_00859	Syal.g_02477
OG0000664	Pram.g_00860	Syal.g_02478
OG0000665	Pram.g_00866	Syal.g_02593
OG0000666	Pram.g_00867	Syal.g_02605
OG0000667	Pram.g_00872	Syal.g_02192
OG0000668	Pram.g_00713	Syal.g_01920
OG0000669	Pram.g_00724	Syal.g_02295
OG0000670	Pram.g_00727	Syal.g_02956
OG0000671	Pram.g_00729	Syal.g_02291
OG0000672	Pram.g_00732	Syal.g_02288
OG0000673	Pram.g_00735	Syal.g_02285
OG0000674	Pram.g_00737	Syal.g_02283
OG0000675	Pram.g_00738	Syal.g_02282
OG0000676	Pram.g_00740	Syal.g_02272
OG0000677	Pram.g_00741	Syal.g_02271
OG0000678	Pram.g_00743	Syal.g_02264
OG0000679	Pram.g_00747	Syal.g_02252
OG0000680	Pram.g_00748	Syal.g_02251
OG0000681	Pram.g_00751	Syal.g_02248
OG0000682	Pram.g_00752	Syal.g_02247
OG0000683	Pram.g_00753	Syal.g_02246
OG0000684	Pram.g_00754	Syal.g_02242
OG0000685	Pram.g_00756	Syal.g_02240
OG0000686	Pram.g_00757	Syal.g_02239
OG0000687	Pram.g_00758	Syal.g_02237
OG0000688	Pram.g_01036	Syal.g_02225
OG0000689	Pram.g_01035	Syal.g_02223
OG0000690	Pram.g_01034	Syal.g_02222
OG0000691	Pram.g_01033	Syal.g_02221
OG0000692	Pram.g_01031	Syal.g_02220
OG0000693	Pram.g_01030	Syal.g_02218
OG0000694	Pram.g_01029	Syal.g_02217
OG0000695	Pram.g_00917	Syal.g_02027
OG0000696	Pram.g_00918	Syal.g_02026
OG0000697	Pram.g_00919	Syal.g_02025
OG0000698	Pram.g_00922	Syal.g_02022
OG0000699	Pram.g_00923	Syal.g_02021
OG0000700	Pram.g_00924	Syal.g_02020
OG0000701	Pram.g_00925	Syal.g_02019
OG0000702	Pram.g_00927	Syal.g_02011
OG0000703	Pram.g_00928	Syal.g_02010
OG0000704	Pram.g_00930	Syal.g_02008
OG0000705	Pram.g_00936	Syal.g_01999
OG0000706	Pram.g_00937	Syal.g_01998
OG0000707	Pram.g_00938	Syal.g_01997
OG0000708	Pram.g_00940	Syal.g_01994
OG0000709	Pram.g_00944	Syal.g_01986
OG0000710	Pram.g_00947	Syal.g_01982
OG0000711	Pram.g_00963	Syal.g_01954
OG0000712	Pram.g_00964	Syal.g_01952
OG0000713	Pram.g_00965	Syal.g_01951
OG0000714	Pram.g_00966	Syal.g_01948
OG0000715	Pram.g_00968	Syal.g_01934
OG0000716	Pram.g_00970	Syal.g_01930
OG0000717	Pram.g_00971	Syal.g_01929
OG0000718	Pram.g_00973	Syal.g_01925
OG0000719	Pram.g_00975	Syal.g_01922
OG0000720	Pram.g_00986	Syal.g_01908
OG0000721	Pram.g_00990	Syal.g_01906
OG0000722	Pram.g_00991	Syal.g_01905
OG0000723	Pram.g_00995	Syal.g_02433
OG0000724	Pram.g_00893	Syal.g_01829
OG0000725	Pram.g_00887	Syal.g_01820
OG0000726	Pram.g_00886	Syal.g_01819
OG0000727	Pram.g_00885	Syal.g_01818
OG0000728	Pram.g_00883	Syal.g_01816
OG0000729	Pram.g_01208	Syal.g_01510
OG0000730	Pram.g_01182	Syal.g_00345
OG0000731	Pram.g_00335	Syal.g_00356
OG0000733	Pram.g_01547	Syal.g_01105
OG0000734	Pram.g_01156	Syal.g_00828
OG0000735	Pram.g_01154	Syal.g_01627
OG0000736	Pram.g_01153	Syal.g_01628
OG0000737	Pram.g_01152	Syal.g_01629
OG0000738	Pram.g_01148	Syal.g_01634
OG0000739	Pram.g_01147	Syal.g_01645
OG0000740	Pram.g_01146	Syal.g_01646
OG0000741	Pram.g_01144	Syal.g_01649
OG0000742	Pram.g_01141	Syal.g_01652
OG0000743	Pram.g_01139	Syal.g_01654
OG0000744	Pram.g_01137	Syal.g_01655
OG0000745	Pram.g_01136	Syal.g_01657
OG0000746	Pram.g_01134	Syal.g_01659
OG0000747	Pram.g_01133	Syal.g_01660
OG0000748	Pram.g_01129	Syal.g_01674
OG0000749	Pram.g_01128	Syal.g_01675
OG0000750	Pram.g_01127	Syal.g_01676
OG0000751	Pram.g_01124	Syal.g_01688
OG0000752	Pram.g_01122	Syal.g_01690
OG0000753	Pram.g_01119	Syal.g_01693
OG0000754	Pram.g_01117	Syal.g_01698
OG0000755	Pram.g_01111	Syal.g_01707
OG0000756	Pram.g_01110	Syal.g_01708
OG0000757	Pram.g_01103	Syal.g_01715
OG0000758	Pram.g_01102	Syal.g_01716
OG0000759	Pram.g_01101	Syal.g_01717
OG0000760	Pram.g_01100	Syal.g_01718
OG0000761	Pram.g_01099	Syal.g_01719
OG0000762	Pram.g_01098	Syal.g_01721
OG0000763	Pram.g_01096	Syal.g_01723
OG0000764	Pram.g_01095	Syal.g_01724
OG0000765	Pram.g_01087	Syal.g_01768
OG0000766	Pram.g_01086	Syal.g_01767
OG0000767	Pram.g_01084	Syal.g_01765
OG0000768	Pram.g_01083	Syal.g_01764
OG0000769	Pram.g_01081	Syal.g_01762
OG0000770	Pram.g_00570	Syal.g_01758
OG0000771	Pram.g_01254	Syal.g_01835
OG0000772	Pram.g_01569	Syal.g_01641
OG0000773	Pram.g_01221	Syal.g_01618
OG0000774	Pram.g_01223	Syal.g_01610
OG0000775	Pram.g_01225	Syal.g_01608
OG0000776	Pram.g_01226	Syal.g_01607
OG0000777	Pram.g_01227	Syal.g_01606
OG0000778	Pram.g_01228	Syal.g_01605
OG0000779	Pram.g_01232	Syal.g_01599
OG0000780	Pram.g_01233	Syal.g_01594
OG0000781	Pram.g_01236	Syal.g_01590
OG0000782	Pram.g_01237	Syal.g_01589
OG0000783	Pram.g_01238	Syal.g_01588
OG0000784	Pram.g_01239	Syal.g_01587
OG0000785	Pram.g_01241	Syal.g_01585
OG0000786	Pram.g_01244	Syal.g_01579
OG0000787	Pram.g_01245	Syal.g_01578
OG0000788	Pram.g_01271	Syal.g_02619
OG0000789	Pram.g_01281	Syal.g_02598
OG0000790	Pram.g_01463	Syal.g_02883
OG0000791	Pram.g_01461	Syal.g_02882
OG0000792	Pram.g_01460	Syal.g_02881
OG0000793	Pram.g_01456	Syal.g_02876
OG0000794	Pram.g_01455	Syal.g_02875
OG0000795	Pram.g_01454	Syal.g_02874
OG0000796	Pram.g_01450	Syal.g_02870
OG0000797	Pram.g_01449	Syal.g_02869
OG0000798	Pram.g_01444	Syal.g_01260
OG0000798	Pram.g_01415	Syal.g_01372
OG0000799	Pram.g_01398	Syal.g_01547
OG0000800	Pram.g_01397	Syal.g_01542
OG0000801	Pram.g_01396	Syal.g_01541
OG0000802	Pram.g_01394	Syal.g_01536
OG0000803	Pram.g_01392	Syal.g_00040
OG0000804	Pram.g_01391	Syal.g_00036
OG0000805	Pram.g_01389	Syal.g_00030
OG0000806	Pram.g_01387	Syal.g_00028
OG0000807	Pram.g_01386	Syal.g_00026
OG0000808	Pram.g_01385	Syal.g_00025
OG0000809	Pram.g_01383	Syal.g_00022
OG0000810	Pram.g_01382	Syal.g_00021
OG0000811	Pram.g_01375	Syal.g_00380
OG0000812	Pram.g_01373	Syal.g_00382
OG0000813	Pram.g_01372	Syal.g_00383
OG0000814	Pram.g_01370	Syal.g_00385
OG0000815	Pram.g_01369	Syal.g_00391
OG0000816	Pram.g_01367	Syal.g_00393
OG0000817	Pram.g_01366	Syal.g_00394
OG0000818	Pram.g_01361	Syal.g_00401
OG0000819	Pram.g_01360	Syal.g_00402
OG0000820	Pram.g_01359	Syal.g_00403
OG0000821	Pram.g_01355	Syal.g_00409
OG0000822	Pram.g_01354	Syal.g_00411
OG0000823	Pram.g_01353	Syal.g_00412
OG0000824	Pram.g_01350	Syal.g_00417
OG0000825	Pram.g_01349	Syal.g_00418
OG0000826	Pram.g_01348	Syal.g_00419
OG0000827	Pram.g_01347	Syal.g_00420
OG0000828	Pram.g_01344	Syal.g_00423
OG0000829	Pram.g_01343	Syal.g_00424
OG0000830	Pram.g_01342	Syal.g_00425
OG0000831	Pram.g_01340	Syal.g_00427
OG0000832	Pram.g_01330	Syal.g_02967
OG0000833	Pram.g_01321	Syal.g_02976
OG0000834	Pram.g_01320	Syal.g_02979
OG0000835	Pram.g_01319	Syal.g_02980
OG0000836	Pram.g_01318	Syal.g_02983
OG0000837	Pram.g_01317	Syal.g_02984
OG0000838	Pram.g_01314	Syal.g_02988
OG0000839	Pram.g_01313	Syal.g_02989
OG0000840	Pram.g_01312	Syal.g_02990
OG0000841	Pram.g_01311	Syal.g_02991
OG0000842	Pram.g_01310	Syal.g_02992
OG0000843	Pram.g_01309	Syal.g_02993
OG0000844	Pram.g_01308	Syal.g_02995
OG0000845	Pram.g_01307	Syal.g_02996
OG0000846	Pram.g_01306	Syal.g_02997
OG0000847	Pram.g_01305	Syal.g_02998
OG0000848	Pram.g_01304	Syal.g_03000
OG0000849	Pram.g_01303	Syal.g_03001
OG0000850	Pram.g_01301	Syal.g_03008
OG0000851	Pram.g_01300	Syal.g_00561
OG0000852	Pram.g_01299	Syal.g_00562
OG0000853	Pram.g_01294	Syal.g_00566
OG0000854	Pram.g_01292	Syal.g_00568
OG0000855	Pram.g_01291	Syal.g_00569
OG0000856	Pram.g_00567	Syal.g_02704
OG0000857	Pram.g_00824	Syal.g_01882
OG0000858	Pram.g_01625	Syal.g_00576
OG0000859	Pram.g_01626	Syal.g_00577
OG0000860	Pram.g_01634	Syal.g_00589
OG0000861	Pram.g_01635	Syal.g_00590
OG0000862	Pram.g_01636	Syal.g_00591
OG0000863	Pram.g_01638	Syal.g_00594
OG0000864	Pram.g_01639	Syal.g_00595
OG0000865	Pram.g_01640	Syal.g_00596
OG0000866	Pram.g_01641	Syal.g_00597
OG0000867	Pram.g_01642	Syal.g_00598
OG0000868	Pram.g_01644	Syal.g_00604
OG0000869	Pram.g_01647	Syal.g_00609
OG0000870	Pram.g_01652	Syal.g_00614
OG0000871	Pram.g_01653	Syal.g_00615
OG0000872	Pram.g_01654	Syal.g_00621
OG0000873	Pram.g_01657	Syal.g_00624
OG0000874	Pram.g_01660	Syal.g_00627
OG0000875	Pram.g_01662	Syal.g_00629
OG0000876	Pram.g_01663	Syal.g_00631
OG0000877	Pram.g_01665	Syal.g_00633
OG0000878	Pram.g_01666	Syal.g_00634
OG0000879	Pram.g_01667	Syal.g_00635
OG0000880	Pram.g_01668	Syal.g_00636
OG0000881	Pram.g_01672	Syal.g_00641
OG0000882	Pram.g_01677	Syal.g_00646
OG0000883	Pram.g_01679	Syal.g_00648
OG0000884	Pram.g_01681	Syal.g_00650
OG0000885	Pram.g_01682	Syal.g_00651
OG0000886	Pram.g_01683	Syal.g_00652
OG0000887	Pram.g_01684	Syal.g_00653
OG0000888	Pram.g_01686	Syal.g_00655
OG0000889	Pram.g_01688	Syal.g_00657
OG0000890	Pram.g_01689	Syal.g_00663
OG0000891	Pram.g_01690	Syal.g_00664
OG0000892	Pram.g_01691	Syal.g_00668
OG0000893	Pram.g_01695	Syal.g_00193
OG0000894	Pram.g_01698	Syal.g_00196
OG0000895	Pram.g_01702	Syal.g_00200
OG0000896	Pram.g_01703	Syal.g_00201
OG0000897	Pram.g_01705	Syal.g_00203
OG0000898	Pram.g_01706	Syal.g_00204
OG0000899	Pram.g_01707	Syal.g_00205
OG0000900	Pram.g_01708	Syal.g_00206
OG0000901	Pram.g_01711	Syal.g_00211
OG0000902	Pram.g_01713	Syal.g_00213
OG0000903	Pram.g_01717	Syal.g_00227
OG0000904	Pram.g_01722	Syal.g_00222
OG0000905	Pram.g_01715	Syal.g_00217
OG0000906	Pram.g_01714	Syal.g_00215
OG0000907	Pram.g_01727	Syal.g_00229
OG0000908	Pram.g_01730	Syal.g_00232
OG0000909	Pram.g_01731	Syal.g_00233
OG0000910	Pram.g_01732	Syal.g_00234
OG0000911	Pram.g_01734	Syal.g_00237
OG0000912	Pram.g_01735	Syal.g_00238
OG0000913	Pram.g_01736	Syal.g_00239
OG0000914	Pram.g_01737	Syal.g_00240
OG0000915	Pram.g_01738	Syal.g_00241
OG0000916	Pram.g_01739	Syal.g_00242
OG0000917	Pram.g_01740	Syal.g_00243
OG0000918	Pram.g_01741	Syal.g_00244
OG0000919	Pram.g_01742	Syal.g_00245
OG0000920	Pram.g_01743	Syal.g_00246
OG0000921	Pram.g_01744	Syal.g_00247
OG0000922	Pram.g_01745	Syal.g_00248
OG0000923	Pram.g_01749	Syal.g_00252
OG0000924	Pram.g_01750	Syal.g_00253
OG0000925	Pram.g_01751	Syal.g_00254
OG0000926	Pram.g_01752	Syal.g_00255
OG0000927	Pram.g_01754	Syal.g_00257
OG0000928	Pram.g_01755	Syal.g_00258
OG0000929	Pram.g_01756	Syal.g_00259
OG0000930	Pram.g_01757	Syal.g_00260
OG0000931	Pram.g_01758	Syal.g_00261
OG0000932	Pram.g_01759	Syal.g_00262
OG0000933	Pram.g_01763	Syal.g_00268
OG0000934	Pram.g_01765	Syal.g_00270
OG0000935	Pram.g_01766	Syal.g_00271
OG0000936	Pram.g_01767	Syal.g_00272
OG0000937	Pram.g_01768	Syal.g_00273
OG0000938	Pram.g_01771	Syal.g_00276
OG0000939	Pram.g_01772	Syal.g_00277
OG0000940	Pram.g_01779	Syal.g_00285
OG0000941	Pram.g_01781	Syal.g_00287
OG0000942	Pram.g_01783	Syal.g_00289
OG0000943	Pram.g_01784	Syal.g_00290
OG0000944	Pram.g_01786	Syal.g_00292
OG0000945	Pram.g_01787	Syal.g_00294
OG0000946	Pram.g_01793	Syal.g_00301
OG0000947	Pram.g_01795	Syal.g_00304
OG0000948	Pram.g_01796	Syal.g_00305
OG0000949	Pram.g_01799	Syal.g_01341
OG0000950	Pram.g_01806	Syal.g_01348
OG0000951	Pram.g_01810	Syal.g_01353
OG0000952	Pram.g_01814	Syal.g_01363
OG0000953	Pram.g_01818	Syal.g_01435
OG0000954	Pram.g_01822	Syal.g_01443
OG0000955	Pram.g_01823	Syal.g_01444
OG0000956	Pram.g_01825	Syal.g_01446
OG0000957	Pram.g_01831	Syal.g_01457
OG0000958	Pram.g_01832	Syal.g_01458
OG0000959	Pram.g_01836	Syal.g_01482
OG0000960	Pram.g_01837	Syal.g_01483
OG0000961	Pram.g_01840	Syal.g_01507
OG0000962	Pram.g_01842	Syal.g_01509
OG0000963	Pram.g_01846	Syal.g_01514
OG0000964	Pram.g_01847	Syal.g_01515
OG0000965	Pram.g_01848	Syal.g_01516
OG0000966	Pram.g_01854	Syal.g_00176
OG0000967	Pram.g_01858	Syal.g_00171
OG0000968	Pram.g_01860	Syal.g_00169
OG0000969	Pram.g_01861	Syal.g_00167
OG0000970	Pram.g_01862	Syal.g_00166
OG0000971	Pram.g_01863	Syal.g_00164
OG0000972	Pram.g_01864	Syal.g_00163
OG0000973	Pram.g_01865	Syal.g_00162
OG0000974	Pram.g_01866	Syal.g_00161
OG0000975	Pram.g_01867	Syal.g_00160
OG0000976	Pram.g_01868	Syal.g_00159
OG0000977	Pram.g_01869	Syal.g_00157
OG0000978	Pram.g_01870	Syal.g_00156
OG0000979	Pram.g_01873	Syal.g_00153
OG0000980	Pram.g_01875	Syal.g_00150
OG0000981	Pram.g_01878	Syal.g_00147
OG0000982	Pram.g_01880	Syal.g_01068
OG0000983	Pram.g_01881	Syal.g_01069
OG0000984	Pram.g_01882	Syal.g_01070
OG0000985	Pram.g_01885	Syal.g_01074
OG0000986	Pram.g_01887	Syal.g_01076
OG0000987	Pram.g_01888	Syal.g_01080
OG0000988	Pram.g_01891	Syal.g_01086
OG0000989	Pram.g_01895	Syal.g_01098
OG0000990	Pram.g_01900	Syal.g_01118
OG0000991	Pram.g_01901	Syal.g_01120
OG0000992	Pram.g_01904	Syal.g_01122
OG0000993	Pram.g_01905	Syal.g_01123
OG0000994	Pram.g_01906	Syal.g_01127
OG0000995	Pram.g_01910	Syal.g_01132
OG0000996	Pram.g_01911	Syal.g_01162
OG0000997	Pram.g_01913	Syal.g_01171
OG0000998	Pram.g_01915	Syal.g_01173
OG0000999	Pram.g_01916	Syal.g_01174
OG0001000	Pram.g_01919	Syal.g_01177
OG0001001	Pram.g_01924	Syal.g_01182
OG0001002	Pram.g_01929	Syal.g_00082
OG0001003	Pram.g_01930	Syal.g_00084
OG0001004	Pram.g_01931	Syal.g_00085
OG0001005	Pram.g_01932	Syal.g_00087
OG0001006	Pram.g_01936	Syal.g_00094
OG0001007	Pram.g_01938	Syal.g_00096
OG0001008	Pram.g_00372	Syal.g_00524
OG0001009	Pram.g_00014	Syal.g_00129
OG0001010	Pram.g_00015	Syal.g_00130
OG0001011	Pram.g_00016	Syal.g_00131
OG0001012	Pram.g_00028	Syal.g_01064
OG0001013	Pram.g_00035	Syal.g_01026
OG0001014	Pram.g_00038	Syal.g_01022
OG0001015	Pram.g_00039	Syal.g_01021
OG0001016	Pram.g_00058	Syal.g_00756
OG0001017	Pram.g_00062	Syal.g_00762
OG0001018	Pram.g_00064	Syal.g_00764
OG0001019	Pram.g_00073	Syal.g_00785
OG0001020	Pram.g_00074	Syal.g_00796
OG0001021	Pram.g_00075	Syal.g_00800
OG0001022	Pram.g_00078	Syal.g_00805
OG0001023	Pram.g_00079	Syal.g_00806
OG0001024	Pram.g_00082	Syal.g_00810
OG0001025	Pram.g_00089	Syal.g_00817
OG0001026	Pram.g_00097	Syal.g_00830
OG0001027	Pram.g_00098	Syal.g_00834
OG0001028	Pram.g_00100	Syal.g_00836
OG0001029	Pram.g_00101	Syal.g_00838
OG0001030	Pram.g_00117	Syal.g_00860
OG0001031	Pram.g_00171	Syal.g_00936
OG0001032	Pram.g_00172	Syal.g_00938
OG0001033	Pram.g_00193	Syal.g_00972
OG0001034	Pram.g_00223	Syal.g_00684
OG0001035	Pram.g_00243	Syal.g_01226
OG0001036	Pram.g_00247	Syal.g_01231
OG0001037	Pram.g_00248	Syal.g_01233
OG0001038	Pram.g_00266	Syal.g_01261
OG0001039	Pram.g_00269	Syal.g_01264
OG0001040	Pram.g_00271	Syal.g_01267
OG0001041	Pram.g_00276	Syal.g_01272
OG0001042	Pram.g_00293	Syal.g_01300
OG0001043	Pram.g_00294	Syal.g_01304
OG0001044	Pram.g_00327	Syal.g_00346
OG0001045	Pram.g_00337	Syal.g_00359
OG0001046	Pram.g_01537	Syal.g_01967
OG0001047	Pram.g_00374	Syal.g_00522
OG0001048	Pram.g_00375	Syal.g_00521
OG0001049	Pram.g_00377	Syal.g_00518
OG0001050	Pram.g_00378	Syal.g_00517
OG0001051	Pram.g_00379	Syal.g_00516
OG0001052	Pram.g_00407	Syal.g_00467
OG0001053	Pram.g_00419	Syal.g_02900
OG0001054	Pram.g_00434	Syal.g_02919
OG0001055	Pram.g_00454	Syal.g_02940
OG0001056	Pram.g_00474	Syal.g_02833
OG0001057	Pram.g_00478	Syal.g_01574
OG0001058	Pram.g_00486	Syal.g_02812
OG0001059	Pram.g_00490	Syal.g_02808
OG0001060	Pram.g_00497	Syal.g_02801
OG0001061	Pram.g_00512	Syal.g_02783
OG0001062	Pram.g_00514	Syal.g_02781
OG0001063	Pram.g_00516	Syal.g_02776
OG0001064	Pram.g_00517	Syal.g_02775
OG0001065	Pram.g_00518	Syal.g_02774
OG0001066	Pram.g_00519	Syal.g_02773
OG0001067	Pram.g_00520	Syal.g_02772
OG0001068	Pram.g_00521	Syal.g_02771
OG0001069	Pram.g_00522	Syal.g_02770
OG0001070	Pram.g_00524	Syal.g_02766
OG0001071	Pram.g_00525	Syal.g_02765
OG0001072	Pram.g_00527	Syal.g_02761
OG0001073	Pram.g_00541	Syal.g_02746
OG0001074	Pram.g_00553	Syal.g_02575
OG0001075	Pram.g_00554	Syal.g_02726
OG0001076	Pram.g_00562	Syal.g_02712
OG0001077	Pram.g_00568	Syal.g_02702
OG0001078	Pram.g_01074	Syal.g_02635
OG0001079	Pram.g_01063	Syal.g_02618
OG0001080	Pram.g_01057	Syal.g_02514
OG0001081	Pram.g_01055	Syal.g_02175
OG0001082	Pram.g_01054	Syal.g_02176
OG0001083	Pram.g_01049	Syal.g_02184
OG0001084	Pram.g_01048	Syal.g_02187
OG0001085	Pram.g_00760	Syal.g_02206
OG0001086	Pram.g_00761	Syal.g_02208
OG0001087	Pram.g_00779	Syal.g_01782
OG0001088	Pram.g_00780	Syal.g_01785
OG0001089	Pram.g_00791	Syal.g_01811
OG0001090	Pram.g_00802	Syal.g_01859
OG0001091	Pram.g_01027	Syal.g_01862
OG0001092	Pram.g_01026	Syal.g_01864
OG0001093	Pram.g_01021	Syal.g_02419
OG0001094	Pram.g_01028	Syal.g_02216
OG0001095	Pram.g_00822	Syal.g_01879
OG0001096	Pram.g_00836	Syal.g_02447
OG0001097	Pram.g_00855	Syal.g_02473
OG0001098	Pram.g_00876	Syal.g_02083
OG0001099	Pram.g_00717	Syal.g_00837
OG0001100	Pram.g_00726	Syal.g_02293
OG0001101	Pram.g_00728	Syal.g_02292
OG0001102	Pram.g_00731	Syal.g_02289
OG0001103	Pram.g_00733	Syal.g_02287
OG0001104	Pram.g_00755	Syal.g_02241
OG0001105	Pram.g_00759	Syal.g_02236
OG0001106	Pram.g_00931	Syal.g_02007
OG0001107	Pram.g_00941	Syal.g_01993
OG0001108	Pram.g_00945	Syal.g_01985
OG0001109	Pram.g_00946	Syal.g_01983
OG0001110	Pram.g_00948	Syal.g_01981
OG0001111	Pram.g_00949	Syal.g_01979
OG0001112	Pram.g_00950	Syal.g_01977
OG0001113	Pram.g_00951	Syal.g_02244
OG0001114	Pram.g_00952	Syal.g_01976
OG0001115	Pram.g_00954	Syal.g_01972
OG0001116	Pram.g_00955	Syal.g_01970
OG0001117	Pram.g_00956	Syal.g_01969
OG0001118	Pram.g_00957	Syal.g_01968
OG0001119	Pram.g_00958	Syal.g_01966
OG0001120	Pram.g_00959	Syal.g_01962
OG0001122	Pram.g_00976	Syal.g_01921
OG0001123	Pram.g_00981	Syal.g_01913
OG0001124	Pram.g_00983	Syal.g_01911
OG0001125	Pram.g_00985	Syal.g_01909
OG0001126	Pram.g_00899	Syal.g_01837
OG0001127	Pram.g_00898	Syal.g_01836
OG0001128	Pram.g_00896	Syal.g_01833
OG0001129	Pram.g_00895	Syal.g_01831
OG0001130	Pram.g_00894	Syal.g_01830
OG0001131	Pram.g_00356	Syal.g_02260
OG0001132	Pram.g_00683	Syal.g_02553
OG0001133	Pram.g_01469	Syal.g_02710
OG0001134	Pram.g_01546	Syal.g_02506
OG0001135	Pram.g_01549	Syal.g_02505
OG0001136	Pram.g_01143	Syal.g_01650
OG0001137	Pram.g_01130	Syal.g_01673
OG0001138	Pram.g_01109	Syal.g_01709
OG0001139	Pram.g_01107	Syal.g_01711
OG0001140	Pram.g_01106	Syal.g_01712
OG0001141	Pram.g_01105	Syal.g_01713
OG0001142	Pram.g_01104	Syal.g_01714
OG0001143	Pram.g_01097	Syal.g_01722
OG0001144	Pram.g_01092	Syal.g_01736
OG0001145	Pram.g_01222	Syal.g_01614
OG0001146	Pram.g_01234	Syal.g_01593
OG0001147	Pram.g_01475	Syal.g_00458
OG0001148	Pram.g_01466	Syal.g_02886
OG0001149	Pram.g_01465	Syal.g_02885
OG0001150	Pram.g_01464	Syal.g_02884
OG0001151	Pram.g_01452	Syal.g_02872
OG0001152	Pram.g_01451	Syal.g_02871
OG0001153	Pram.g_01346	Syal.g_00421
OG0001154	Pram.g_01345	Syal.g_00422
OG0001155	Pram.g_01328	Syal.g_02969
OG0001156	Pram.g_01325	Syal.g_02972
OG0001157	Pram.g_01324	Syal.g_02973
OG0001158	Pram.g_01323	Syal.g_02974
OG0001159	Pram.g_01322	Syal.g_02975
OG0001160	Pram.g_01296	Syal.g_00564
OG0001161	Pram.g_01577	Syal.g_01104
OG0001162	Pram.g_01590	Syal.g_01577
