Orthogroup	Pram	Syai
OG0000576	Pram.g_00536	Syai.g_00802
OG0000577	Pram.g_00537	Syai.g_00803
OG0000578	Pram.g_00538	Syai.g_00804
OG0000579	Pram.g_00539	Syai.g_00805
OG0000580	Pram.g_00540	Syai.g_00806
OG0000581	Pram.g_00543	Syai.g_00812
OG0000582	Pram.g_00546	Syai.g_01042
OG0000583	Pram.g_00547	Syai.g_01043
OG0000584	Pram.g_00548	Syai.g_01044
OG0000585	Pram.g_00550	Syai.g_01046
OG0000586	Pram.g_00551	Syai.g_01047
OG0000587	Pram.g_00552	Syai.g_01049
OG0000588	Pram.g_00556	Syai.g_01063
OG0000589	Pram.g_00559	Syai.g_01066
OG0000590	Pram.g_00560	Syai.g_01067
OG0000591	Pram.g_00564	Syai.g_01075
OG0000592	Pram.g_00565	Syai.g_01076
OG0000593	Pram.g_01078	Syai.g_01100
OG0000594	Pram.g_01077	Syai.g_01101
OG0000595	Pram.g_01076	Syai.g_01102
OG0000596	Pram.g_01073	Syai.g_01107
OG0000597	Pram.g_01070	Syai.g_01110
OG0000598	Pram.g_01069	Syai.g_01111
OG0000599	Pram.g_01066	Syai.g_01114
OG0000600	Pram.g_01065	Syai.g_01115
OG0000601	Pram.g_01064	Syai.g_01116
OG0000602	Pram.g_01062	Syai.g_01121
OG0000603	Pram.g_01061	Syai.g_01122
OG0000604	Pram.g_01060	Syai.g_01125
OG0000605	Pram.g_01059	Syai.g_01609
OG0000606	Pram.g_01056	Syai.g_01221
OG0000607	Pram.g_01053	Syai.g_01224
OG0000608	Pram.g_01052	Syai.g_01225
OG0000609	Pram.g_01051	Syai.g_01227
OG0000610	Pram.g_01045	Syai.g_01234
OG0000611	Pram.g_01042	Syai.g_01237
OG0000612	Pram.g_01041	Syai.g_01238
OG0000613	Pram.g_00763	Syai.g_00196
OG0000614	Pram.g_00784	Syai.g_01981
OG0000615	Pram.g_00795	Syai.g_01286
OG0000616	Pram.g_01927	Syai.g_02914
OG0000617	Pram.g_01024	Syai.g_01393
OG0000618	Pram.g_01023	Syai.g_01394
OG0000619	Pram.g_01022	Syai.g_01395
OG0000620	Pram.g_01019	Syai.g_01402
OG0000621	Pram.g_01018	Syai.g_01403
OG0000622	Pram.g_01017	Syai.g_01404
OG0000623	Pram.g_01016	Syai.g_01405
OG0000624	Pram.g_01014	Syai.g_01407
OG0000625	Pram.g_01013	Syai.g_01408
OG0000626	Pram.g_01012	Syai.g_01409
OG0000627	Pram.g_01011	Syai.g_01575
OG0000628	Pram.g_01010	Syai.g_01573
OG0000629	Pram.g_01008	Syai.g_01570
OG0000630	Pram.g_01005	Syai.g_01566
OG0000631	Pram.g_00913	Syai.g_01557
OG0000632	Pram.g_00914	Syai.g_01556
OG0000633	Pram.g_00915	Syai.g_01555
OG0000634	Pram.g_00805	Syai.g_01317
OG0000635	Pram.g_00806	Syai.g_01318
OG0000636	Pram.g_00808	Syai.g_01320
OG0000637	Pram.g_00810	Syai.g_01322
OG0000638	Pram.g_00811	Syai.g_01323
OG0000639	Pram.g_00812	Syai.g_01324
OG0000640	Pram.g_00813	Syai.g_01325
OG0000641	Pram.g_00817	Syai.g_01329
OG0000642	Pram.g_00818	Syai.g_01330
OG0000643	Pram.g_00819	Syai.g_01349
OG0000644	Pram.g_00820	Syai.g_01350
OG0000645	Pram.g_00821	Syai.g_01352
OG0000646	Pram.g_00823	Syai.g_01355
OG0000647	Pram.g_00825	Syai.g_01357
OG0000648	Pram.g_00827	Syai.g_01362
OG0000649	Pram.g_00828	Syai.g_01363
OG0000650	Pram.g_00829	Syai.g_01364
OG0000651	Pram.g_00830	Syai.g_01365
OG0000652	Pram.g_00831	Syai.g_01366
OG0000653	Pram.g_00833	Syai.g_01368
OG0000654	Pram.g_00834	Syai.g_01369
OG0000655	Pram.g_00835	Syai.g_01370
OG0000656	Pram.g_00838	Syai.g_01373
OG0000657	Pram.g_00845	Syai.g_02045
OG0000658	Pram.g_00847	Syai.g_02049
OG0000659	Pram.g_00848	Syai.g_02050
OG0000660	Pram.g_00852	Syai.g_02054
OG0000661	Pram.g_00854	Syai.g_02056
OG0000662	Pram.g_00857	Syai.g_02058
OG0000663	Pram.g_00859	Syai.g_02061
OG0000664	Pram.g_00860	Syai.g_02062
OG0000665	Pram.g_00866	Syai.g_02431
OG0000666	Pram.g_00867	Syai.g_01610
OG0000667	Pram.g_00872	Syai.g_01724
OG0000668	Pram.g_00713	Syai.g_01436
OG0000669	Pram.g_00724	Syai.g_01251
OG0000670	Pram.g_00727	Syai.g_00561
OG0000671	Pram.g_00729	Syai.g_01255
OG0000672	Pram.g_00732	Syai.g_01259
OG0000673	Pram.g_00735	Syai.g_01262
OG0000674	Pram.g_00737	Syai.g_01264
OG0000675	Pram.g_00738	Syai.g_01265
OG0000676	Pram.g_00740	Syai.g_01275
OG0000677	Pram.g_00741	Syai.g_01276
OG0000678	Pram.g_00743	Syai.g_01279
OG0000679	Pram.g_00747	Syai.g_01288
OG0000680	Pram.g_00748	Syai.g_01289
OG0000681	Pram.g_00751	Syai.g_01292
OG0000682	Pram.g_00752	Syai.g_01293
OG0000683	Pram.g_00753	Syai.g_01294
OG0000684	Pram.g_00754	Syai.g_01299
OG0000685	Pram.g_00756	Syai.g_01301
OG0000686	Pram.g_00757	Syai.g_01302
OG0000687	Pram.g_00758	Syai.g_01303
OG0000688	Pram.g_01036	Syai.g_01307
OG0000689	Pram.g_01035	Syai.g_01309
OG0000690	Pram.g_01034	Syai.g_01310
OG0000691	Pram.g_01033	Syai.g_01311
OG0000692	Pram.g_01031	Syai.g_01312
OG0000693	Pram.g_01030	Syai.g_01313
OG0000694	Pram.g_01029	Syai.g_01314
OG0000695	Pram.g_00917	Syai.g_01553
OG0000696	Pram.g_00918	Syai.g_01552
OG0000697	Pram.g_00919	Syai.g_01550
OG0000698	Pram.g_00922	Syai.g_01547
OG0000699	Pram.g_00923	Syai.g_01545
OG0000700	Pram.g_00924	Syai.g_01544
OG0000701	Pram.g_00925	Syai.g_01543
OG0000702	Pram.g_00927	Syai.g_01521
OG0000703	Pram.g_00928	Syai.g_01520
OG0000704	Pram.g_00930	Syai.g_01518
OG0000705	Pram.g_00936	Syai.g_01511
OG0000706	Pram.g_00937	Syai.g_01510
OG0000707	Pram.g_00938	Syai.g_01509
OG0000708	Pram.g_00940	Syai.g_01506
OG0000709	Pram.g_00944	Syai.g_01497
OG0000710	Pram.g_00947	Syai.g_01487
OG0000711	Pram.g_00963	Syai.g_01456
OG0000712	Pram.g_00964	Syai.g_01454
OG0000713	Pram.g_00965	Syai.g_01453
OG0000714	Pram.g_00966	Syai.g_01451
OG0000715	Pram.g_00968	Syai.g_01449
OG0000716	Pram.g_00970	Syai.g_01445
OG0000717	Pram.g_00971	Syai.g_01444
OG0000718	Pram.g_00973	Syai.g_01440
OG0000719	Pram.g_00975	Syai.g_01438
OG0000720	Pram.g_00986	Syai.g_01425
OG0000721	Pram.g_00990	Syai.g_01423
OG0000722	Pram.g_00991	Syai.g_01422
OG0000723	Pram.g_00995	Syai.g_01411
OG0000724	Pram.g_00893	Syai.g_02013
OG0000725	Pram.g_00887	Syai.g_02004
OG0000726	Pram.g_00886	Syai.g_02003
OG0000727	Pram.g_00885	Syai.g_02002
OG0000728	Pram.g_00883	Syai.g_02000
OG0000729	Pram.g_01208	Syai.g_00097
OG0000730	Pram.g_01182	Syai.g_00483
OG0000731	Pram.g_00335	Syai.g_00495
OG0000733	Pram.g_01547	Syai.g_02805
OG0000734	Pram.g_01156	Syai.g_02548
OG0000735	Pram.g_01154	Syai.g_02159
OG0000736	Pram.g_01153	Syai.g_02158
OG0000737	Pram.g_01152	Syai.g_02157
OG0000738	Pram.g_01148	Syai.g_02152
OG0000739	Pram.g_01147	Syai.g_02151
OG0000740	Pram.g_01146	Syai.g_02150
OG0000741	Pram.g_01144	Syai.g_02147
OG0000742	Pram.g_01141	Syai.g_02145
OG0000743	Pram.g_01139	Syai.g_02143
OG0000744	Pram.g_01137	Syai.g_02142
OG0000745	Pram.g_01136	Syai.g_02140
OG0000746	Pram.g_01134	Syai.g_02138
OG0000747	Pram.g_01133	Syai.g_02137
OG0000748	Pram.g_01129	Syai.g_02125
OG0000749	Pram.g_01128	Syai.g_02123
OG0000750	Pram.g_01127	Syai.g_02122
OG0000751	Pram.g_01124	Syai.g_02116
OG0000752	Pram.g_01122	Syai.g_02114
OG0000753	Pram.g_01119	Syai.g_02111
OG0000754	Pram.g_01117	Syai.g_01750
OG0000755	Pram.g_01111	Syai.g_01760
OG0000756	Pram.g_01110	Syai.g_01761
OG0000757	Pram.g_01103	Syai.g_01769
OG0000758	Pram.g_01102	Syai.g_01770
OG0000759	Pram.g_01101	Syai.g_01771
OG0000760	Pram.g_01100	Syai.g_01772
OG0000761	Pram.g_01099	Syai.g_01775
OG0000762	Pram.g_01098	Syai.g_01777
OG0000763	Pram.g_01096	Syai.g_01779
OG0000764	Pram.g_01095	Syai.g_01780
OG0000765	Pram.g_01087	Syai.g_01797
OG0000766	Pram.g_01086	Syai.g_01798
OG0000767	Pram.g_01084	Syai.g_01800
OG0000768	Pram.g_01083	Syai.g_01801
OG0000769	Pram.g_01081	Syai.g_01803
OG0000770	Pram.g_00570	Syai.g_01822
OG0000771	Pram.g_01254	Syai.g_02019
OG0000772	Pram.g_01569	Syai.g_01639
OG0000773	Pram.g_01221	Syai.g_02164
OG0000774	Pram.g_01223	Syai.g_02168
OG0000775	Pram.g_01225	Syai.g_02172
OG0000776	Pram.g_01226	Syai.g_02173
OG0000777	Pram.g_01227	Syai.g_02174
OG0000778	Pram.g_01228	Syai.g_02175
OG0000779	Pram.g_01232	Syai.g_02181
OG0000780	Pram.g_01233	Syai.g_02184
OG0000781	Pram.g_01236	Syai.g_02188
OG0000782	Pram.g_01237	Syai.g_02189
OG0000783	Pram.g_01238	Syai.g_02190
OG0000784	Pram.g_01239	Syai.g_02191
OG0000785	Pram.g_01241	Syai.g_02193
OG0000786	Pram.g_01244	Syai.g_00816
OG0000787	Pram.g_01245	Syai.g_00815
OG0000788	Pram.g_01271	Syai.g_01117
OG0000789	Pram.g_01281	Syai.g_01596
OG0000790	Pram.g_01463	Syai.g_00623
OG0000791	Pram.g_01461	Syai.g_00621
OG0000792	Pram.g_01460	Syai.g_00620
OG0000793	Pram.g_01456	Syai.g_00615
OG0000794	Pram.g_01455	Syai.g_00614
OG0000795	Pram.g_01454	Syai.g_00613
OG0000796	Pram.g_01450	Syai.g_00609
OG0000797	Pram.g_01449	Syai.g_00608
OG0000798	Pram.g_01444	Syai.g_00262
OG0000799	Pram.g_01398	Syai.g_00996
OG0000800	Pram.g_01397	Syai.g_00993
OG0000801	Pram.g_01396	Syai.g_00992
OG0000802	Pram.g_01394	Syai.g_00988
OG0000803	Pram.g_01392	Syai.g_00983
OG0000804	Pram.g_01391	Syai.g_00980
OG0000805	Pram.g_01389	Syai.g_00965
OG0000806	Pram.g_01387	Syai.g_00963
OG0000807	Pram.g_01386	Syai.g_00961
OG0000808	Pram.g_01385	Syai.g_00960
OG0000809	Pram.g_01383	Syai.g_00957
OG0000810	Pram.g_01382	Syai.g_00956
OG0000811	Pram.g_01375	Syai.g_00950
OG0000812	Pram.g_01373	Syai.g_00948
OG0000813	Pram.g_01372	Syai.g_00947
OG0000814	Pram.g_01370	Syai.g_00945
OG0000815	Pram.g_01369	Syai.g_00944
OG0000816	Pram.g_01367	Syai.g_00942
OG0000817	Pram.g_01366	Syai.g_00941
OG0000818	Pram.g_01361	Syai.g_00935
OG0000819	Pram.g_01360	Syai.g_00934
OG0000820	Pram.g_01359	Syai.g_00933
OG0000821	Pram.g_01355	Syai.g_00916
OG0000822	Pram.g_01354	Syai.g_00914
OG0000823	Pram.g_01353	Syai.g_00913
OG0000824	Pram.g_01350	Syai.g_00907
OG0000825	Pram.g_01349	Syai.g_00906
OG0000826	Pram.g_01348	Syai.g_00905
OG0000827	Pram.g_01347	Syai.g_00904
OG0000828	Pram.g_01344	Syai.g_00900
OG0000829	Pram.g_01343	Syai.g_00899
OG0000830	Pram.g_01342	Syai.g_00898
OG0000831	Pram.g_01340	Syai.g_00896
OG0000832	Pram.g_01330	Syai.g_02296
OG0000833	Pram.g_01321	Syai.g_02305
OG0000834	Pram.g_01320	Syai.g_02307
OG0000835	Pram.g_01319	Syai.g_02308
OG0000836	Pram.g_01318	Syai.g_02312
OG0000837	Pram.g_01317	Syai.g_02313
OG0000838	Pram.g_01314	Syai.g_02323
OG0000839	Pram.g_01313	Syai.g_02324
OG0000840	Pram.g_01312	Syai.g_02325
OG0000841	Pram.g_01311	Syai.g_02326
OG0000842	Pram.g_01310	Syai.g_02327
OG0000843	Pram.g_01309	Syai.g_02328
OG0000844	Pram.g_01308	Syai.g_02330
OG0000845	Pram.g_01307	Syai.g_02331
OG0000846	Pram.g_01306	Syai.g_02332
OG0000847	Pram.g_01305	Syai.g_02333
OG0000848	Pram.g_01304	Syai.g_02335
OG0000849	Pram.g_01303	Syai.g_02336
OG0000850	Pram.g_01301	Syai.g_02339
OG0000851	Pram.g_01300	Syai.g_02352
OG0000852	Pram.g_01299	Syai.g_02353
OG0000853	Pram.g_01294	Syai.g_02357
OG0000854	Pram.g_01292	Syai.g_02359
OG0000855	Pram.g_01291	Syai.g_02360
OG0000856	Pram.g_00567	Syai.g_01078
OG0000857	Pram.g_00824	Syai.g_01356
OG0000858	Pram.g_01625	Syai.g_02366
OG0000859	Pram.g_01626	Syai.g_02367
OG0000860	Pram.g_01634	Syai.g_02380
OG0000861	Pram.g_01635	Syai.g_02381
OG0000862	Pram.g_01636	Syai.g_02382
OG0000863	Pram.g_01638	Syai.g_02385
OG0000864	Pram.g_01639	Syai.g_02386
OG0000865	Pram.g_01640	Syai.g_02387
OG0000866	Pram.g_01641	Syai.g_02388
OG0000867	Pram.g_01642	Syai.g_02389
OG0000868	Pram.g_01644	Syai.g_02392
OG0000869	Pram.g_01647	Syai.g_02396
OG0000870	Pram.g_01652	Syai.g_02401
OG0000871	Pram.g_01653	Syai.g_02402
OG0000872	Pram.g_01654	Syai.g_02409
OG0000873	Pram.g_01657	Syai.g_02412
OG0000874	Pram.g_01660	Syai.g_02408
OG0000875	Pram.g_01662	Syai.g_02416
OG0000876	Pram.g_01663	Syai.g_02243
OG0000877	Pram.g_01665	Syai.g_02250
OG0000878	Pram.g_01666	Syai.g_02251
OG0000879	Pram.g_01667	Syai.g_02252
OG0000880	Pram.g_01668	Syai.g_02253
OG0000881	Pram.g_01672	Syai.g_02257
OG0000882	Pram.g_01677	Syai.g_02262
OG0000883	Pram.g_01679	Syai.g_02264
OG0000884	Pram.g_01681	Syai.g_02266
OG0000885	Pram.g_01682	Syai.g_02267
OG0000886	Pram.g_01683	Syai.g_02268
OG0000887	Pram.g_01684	Syai.g_02269
OG0000888	Pram.g_01686	Syai.g_02271
OG0000889	Pram.g_01688	Syai.g_02273
OG0000890	Pram.g_01689	Syai.g_02279
OG0000891	Pram.g_01690	Syai.g_02280
OG0000892	Pram.g_01691	Syai.g_02282
OG0000893	Pram.g_01695	Syai.g_00318
OG0000894	Pram.g_01698	Syai.g_00321
OG0000895	Pram.g_01702	Syai.g_00325
OG0000896	Pram.g_01703	Syai.g_00326
OG0000897	Pram.g_01705	Syai.g_00328
OG0000898	Pram.g_01706	Syai.g_00329
OG0000899	Pram.g_01707	Syai.g_00330
OG0000900	Pram.g_01708	Syai.g_00331
OG0000901	Pram.g_01711	Syai.g_00336
OG0000902	Pram.g_01713	Syai.g_00338
OG0000903	Pram.g_01717	Syai.g_00353
OG0000904	Pram.g_01722	Syai.g_00348
OG0000905	Pram.g_01715	Syai.g_00342
OG0000906	Pram.g_01714	Syai.g_00340
OG0000907	Pram.g_01727	Syai.g_00358
OG0000908	Pram.g_01730	Syai.g_00361
OG0000909	Pram.g_01731	Syai.g_00362
OG0000910	Pram.g_01732	Syai.g_00363
OG0000911	Pram.g_01734	Syai.g_00365
OG0000912	Pram.g_01735	Syai.g_00366
OG0000913	Pram.g_01736	Syai.g_00367
OG0000914	Pram.g_01737	Syai.g_00368
OG0000915	Pram.g_01738	Syai.g_00370
OG0000916	Pram.g_01739	Syai.g_00371
OG0000917	Pram.g_01740	Syai.g_00372
OG0000918	Pram.g_01741	Syai.g_00373
OG0000919	Pram.g_01742	Syai.g_00374
OG0000920	Pram.g_01743	Syai.g_00375
OG0000921	Pram.g_01744	Syai.g_00376
OG0000922	Pram.g_01745	Syai.g_00377
OG0000923	Pram.g_01749	Syai.g_00381
OG0000924	Pram.g_01750	Syai.g_00382
OG0000925	Pram.g_01751	Syai.g_00383
OG0000926	Pram.g_01752	Syai.g_00384
OG0000927	Pram.g_01754	Syai.g_00386
OG0000928	Pram.g_01755	Syai.g_00387
OG0000929	Pram.g_01756	Syai.g_00388
OG0000930	Pram.g_01757	Syai.g_00389
OG0000931	Pram.g_01758	Syai.g_00390
OG0000932	Pram.g_01759	Syai.g_00391
OG0000933	Pram.g_01763	Syai.g_00397
OG0000934	Pram.g_01765	Syai.g_00399
OG0000935	Pram.g_01766	Syai.g_00400
OG0000936	Pram.g_01767	Syai.g_00401
OG0000937	Pram.g_01768	Syai.g_00402
OG0000938	Pram.g_01771	Syai.g_00405
OG0000939	Pram.g_01772	Syai.g_00406
OG0000940	Pram.g_01779	Syai.g_00413
OG0000941	Pram.g_01781	Syai.g_00415
OG0000942	Pram.g_01783	Syai.g_00417
OG0000943	Pram.g_01784	Syai.g_00418
OG0000944	Pram.g_01786	Syai.g_00420
OG0000945	Pram.g_01787	Syai.g_00422
OG0000946	Pram.g_01793	Syai.g_00428
OG0000947	Pram.g_01795	Syai.g_00431
OG0000948	Pram.g_01796	Syai.g_00432
OG0000949	Pram.g_01799	Syai.g_00174
OG0000950	Pram.g_01806	Syai.g_00163
OG0000951	Pram.g_01810	Syai.g_00158
OG0000952	Pram.g_01814	Syai.g_00136
OG0000953	Pram.g_01818	Syai.g_00132
OG0000954	Pram.g_01822	Syai.g_00127
OG0000955	Pram.g_01823	Syai.g_00126
OG0000956	Pram.g_01825	Syai.g_00124
OG0000957	Pram.g_01831	Syai.g_00113
OG0000958	Pram.g_01832	Syai.g_00112
OG0000959	Pram.g_01836	Syai.g_00108
OG0000960	Pram.g_01837	Syai.g_00107
OG0000961	Pram.g_01840	Syai.g_00100
OG0000962	Pram.g_01842	Syai.g_00098
OG0000963	Pram.g_01846	Syai.g_00094
OG0000964	Pram.g_01847	Syai.g_00093
OG0000965	Pram.g_01848	Syai.g_00092
OG0000966	Pram.g_01854	Syai.g_00082
OG0000967	Pram.g_01858	Syai.g_00077
OG0000968	Pram.g_01860	Syai.g_00085
OG0000969	Pram.g_01861	Syai.g_00080
OG0000970	Pram.g_01862	Syai.g_00079
OG0000971	Pram.g_01863	Syai.g_00074
OG0000972	Pram.g_01864	Syai.g_00073
OG0000973	Pram.g_01865	Syai.g_00072
OG0000974	Pram.g_01866	Syai.g_00071
OG0000975	Pram.g_01867	Syai.g_00070
OG0000976	Pram.g_01868	Syai.g_00069
OG0000977	Pram.g_01869	Syai.g_00067
OG0000978	Pram.g_01870	Syai.g_00065
OG0000979	Pram.g_01873	Syai.g_00062
OG0000980	Pram.g_01875	Syai.g_00059
OG0000981	Pram.g_01878	Syai.g_00056
OG0000982	Pram.g_01880	Syai.g_02777
OG0000983	Pram.g_01881	Syai.g_02778
OG0000984	Pram.g_01882	Syai.g_02779
OG0000985	Pram.g_01885	Syai.g_02781
OG0000986	Pram.g_01887	Syai.g_02784
OG0000987	Pram.g_01888	Syai.g_02786
OG0000988	Pram.g_01891	Syai.g_02790
OG0000989	Pram.g_01895	Syai.g_02797
OG0000990	Pram.g_01900	Syai.g_02825
OG0000991	Pram.g_01901	Syai.g_02827
OG0000992	Pram.g_01904	Syai.g_02830
OG0000993	Pram.g_01905	Syai.g_02831
OG0000994	Pram.g_01906	Syai.g_02834
OG0000995	Pram.g_01910	Syai.g_02840
OG0000996	Pram.g_01911	Syai.g_02891
OG0000997	Pram.g_01913	Syai.g_02900
OG0000998	Pram.g_01915	Syai.g_02902
OG0000999	Pram.g_01916	Syai.g_02903
OG0001000	Pram.g_01919	Syai.g_02906
OG0001001	Pram.g_01924	Syai.g_02911
OG0001002	Pram.g_01929	Syai.g_02918
OG0001003	Pram.g_01930	Syai.g_02919
OG0001004	Pram.g_01931	Syai.g_02920
OG0001005	Pram.g_01932	Syai.g_02921
OG0001006	Pram.g_01936	Syai.g_02931
OG0001007	Pram.g_01938	Syai.g_02933
OG0001008	Pram.g_00372	Syai.g_02227
OG0001009	Pram.g_00014	Syai.g_00034
OG0001010	Pram.g_00015	Syai.g_00035
OG0001011	Pram.g_00016	Syai.g_00037
OG0001012	Pram.g_00028	Syai.g_02773
OG0001013	Pram.g_00035	Syai.g_02750
OG0001014	Pram.g_00038	Syai.g_02726
OG0001015	Pram.g_00039	Syai.g_02725
OG0001016	Pram.g_00058	Syai.g_02479
OG0001017	Pram.g_00062	Syai.g_02485
OG0001018	Pram.g_00064	Syai.g_02487
OG0001019	Pram.g_00073	Syai.g_02508
OG0001020	Pram.g_00074	Syai.g_02516
OG0001021	Pram.g_00075	Syai.g_02523
OG0001022	Pram.g_00078	Syai.g_02528
OG0001023	Pram.g_00079	Syai.g_02529
OG0001024	Pram.g_00082	Syai.g_02533
OG0001025	Pram.g_00089	Syai.g_02540
OG0001026	Pram.g_00097	Syai.g_02550
OG0001027	Pram.g_00098	Syai.g_02555
OG0001028	Pram.g_00100	Syai.g_02557
OG0001029	Pram.g_00101	Syai.g_02559
OG0001030	Pram.g_00117	Syai.g_02580
OG0001031	Pram.g_00171	Syai.g_02656
OG0001032	Pram.g_00172	Syai.g_02658
OG0001033	Pram.g_00193	Syai.g_02685
OG0001034	Pram.g_00223	Syai.g_00537
OG0001035	Pram.g_00243	Syai.g_00295
OG0001036	Pram.g_00247	Syai.g_00290
OG0001037	Pram.g_00248	Syai.g_00288
OG0001038	Pram.g_00266	Syai.g_00261
OG0001039	Pram.g_00269	Syai.g_00258
OG0001040	Pram.g_00271	Syai.g_00255
OG0001041	Pram.g_00276	Syai.g_00250
OG0001042	Pram.g_00293	Syai.g_00225
OG0001043	Pram.g_00294	Syai.g_00221
OG0001044	Pram.g_00327	Syai.g_00485
OG0001045	Pram.g_00337	Syai.g_00498
OG0001046	Pram.g_01537	Syai.g_01471
OG0001047	Pram.g_00374	Syai.g_02225
OG0001048	Pram.g_00375	Syai.g_02224
OG0001049	Pram.g_00377	Syai.g_02215
OG0001050	Pram.g_00378	Syai.g_02214
OG0001051	Pram.g_00379	Syai.g_02213
OG0001052	Pram.g_00407	Syai.g_00861
OG0001053	Pram.g_00419	Syai.g_00641
OG0001054	Pram.g_00434	Syai.g_00658
OG0001055	Pram.g_00454	Syai.g_00679
OG0001056	Pram.g_00474	Syai.g_00713
OG0001057	Pram.g_00478	Syai.g_00721
OG0001058	Pram.g_00486	Syai.g_00734
OG0001059	Pram.g_00490	Syai.g_00738
OG0001060	Pram.g_00497	Syai.g_00744
OG0001061	Pram.g_00512	Syai.g_00765
OG0001062	Pram.g_00514	Syai.g_00767
OG0001063	Pram.g_00516	Syai.g_00774
OG0001064	Pram.g_00517	Syai.g_00775
OG0001065	Pram.g_00518	Syai.g_00776
OG0001066	Pram.g_00519	Syai.g_00777
OG0001067	Pram.g_00520	Syai.g_00778
OG0001068	Pram.g_00521	Syai.g_00779
OG0001069	Pram.g_00522	Syai.g_00780
OG0001070	Pram.g_00524	Syai.g_00783
OG0001071	Pram.g_00525	Syai.g_00784
OG0001072	Pram.g_00527	Syai.g_00788
OG0001073	Pram.g_00541	Syai.g_00807
OG0001074	Pram.g_00553	Syai.g_01051
OG0001075	Pram.g_00554	Syai.g_01053
OG0001076	Pram.g_00562	Syai.g_01069
OG0001077	Pram.g_00568	Syai.g_01081
OG0001078	Pram.g_01074	Syai.g_01105
OG0001079	Pram.g_01063	Syai.g_01118
OG0001080	Pram.g_01057	Syai.g_01606
OG0001081	Pram.g_01055	Syai.g_01222
OG0001082	Pram.g_01054	Syai.g_01223
OG0001083	Pram.g_01049	Syai.g_01230
OG0001084	Pram.g_01048	Syai.g_01231
OG0001085	Pram.g_00760	Syai.g_01241
OG0001086	Pram.g_00761	Syai.g_01243
OG0001087	Pram.g_00779	Syai.g_01953
OG0001088	Pram.g_00780	Syai.g_01957
OG0001089	Pram.g_00791	Syai.g_01996
OG0001090	Pram.g_00802	Syai.g_01387
OG0001091	Pram.g_01027	Syai.g_01389
OG0001092	Pram.g_01026	Syai.g_01391
OG0001093	Pram.g_01021	Syai.g_01397
OG0001094	Pram.g_01028	Syai.g_01315
OG0001096	Pram.g_00836	Syai.g_01371
OG0001097	Pram.g_00855	Syai.g_02057
OG0001098	Pram.g_00876	Syai.g_01603
OG0001099	Pram.g_00717	Syai.g_02558
OG0001100	Pram.g_00726	Syai.g_01253
OG0001101	Pram.g_00728	Syai.g_01254
OG0001102	Pram.g_00731	Syai.g_01257
OG0001103	Pram.g_00733	Syai.g_01260
OG0001104	Pram.g_00755	Syai.g_01300
OG0001105	Pram.g_00759	Syai.g_01304
OG0001106	Pram.g_00931	Syai.g_01517
OG0001107	Pram.g_00941	Syai.g_01505
OG0001108	Pram.g_00945	Syai.g_01496
OG0001109	Pram.g_00946	Syai.g_01488
OG0001110	Pram.g_00948	Syai.g_01486
OG0001111	Pram.g_00949	Syai.g_01484
OG0001112	Pram.g_00950	Syai.g_01482
OG0001113	Pram.g_00951	Syai.g_01481
OG0001114	Pram.g_00952	Syai.g_01480
OG0001115	Pram.g_00954	Syai.g_01476
OG0001116	Pram.g_00955	Syai.g_01474
OG0001117	Pram.g_00956	Syai.g_01473
OG0001118	Pram.g_00957	Syai.g_01472
OG0001119	Pram.g_00958	Syai.g_01470
OG0001120	Pram.g_00959	Syai.g_01466
OG0001122	Pram.g_00976	Syai.g_01437
OG0001123	Pram.g_00981	Syai.g_01430
OG0001124	Pram.g_00983	Syai.g_01428
OG0001125	Pram.g_00985	Syai.g_01426
OG0001126	Pram.g_00899	Syai.g_02021
OG0001127	Pram.g_00898	Syai.g_02020
OG0001128	Pram.g_00896	Syai.g_02017
OG0001129	Pram.g_00895	Syai.g_02015
OG0001130	Pram.g_00894	Syai.g_02014
OG0001131	Pram.g_00356	Syai.g_01281
OG0001132	Pram.g_00683	Syai.g_01620
OG0001133	Pram.g_01469	Syai.g_01072
OG0001134	Pram.g_01546	Syai.g_01745
OG0001135	Pram.g_01549	Syai.g_01742
OG0001136	Pram.g_01143	Syai.g_02146
OG0001137	Pram.g_01130	Syai.g_02126
OG0001138	Pram.g_01109	Syai.g_01763
OG0001139	Pram.g_01107	Syai.g_01765
OG0001140	Pram.g_01106	Syai.g_01766
OG0001141	Pram.g_01105	Syai.g_01767
OG0001142	Pram.g_01104	Syai.g_01768
OG0001143	Pram.g_01097	Syai.g_01778
OG0001144	Pram.g_01092	Syai.g_01788
OG0001145	Pram.g_01222	Syai.g_02165
OG0001146	Pram.g_01234	Syai.g_02185
OG0001147	Pram.g_01475	Syai.g_00869
OG0001148	Pram.g_01466	Syai.g_00626
OG0001149	Pram.g_01465	Syai.g_00625
OG0001150	Pram.g_01464	Syai.g_00624
OG0001151	Pram.g_01452	Syai.g_00611
OG0001152	Pram.g_01451	Syai.g_00610
OG0001153	Pram.g_01346	Syai.g_00903
OG0001154	Pram.g_01345	Syai.g_00901
OG0001155	Pram.g_01328	Syai.g_02298
OG0001156	Pram.g_01325	Syai.g_02301
OG0001157	Pram.g_01324	Syai.g_02302
OG0001158	Pram.g_01323	Syai.g_02303
OG0001159	Pram.g_01322	Syai.g_02304
OG0001160	Pram.g_01296	Syai.g_02355
