Orthogroup	Pram	Prbj
OG0000560	Pram.g_00491	Prbj.g_01868
OG0000561	Pram.g_00492	Prbj.g_01869
OG0000562	Pram.g_00493	Prbj.g_01870
OG0000563	Pram.g_00494	Prbj.g_01871
OG0000564	Pram.g_00495	Prbj.g_01872
OG0000565	Pram.g_00498	Prbj.g_01875
OG0000566	Pram.g_00502	Prbj.g_01879
OG0000567	Pram.g_00506	Prbj.g_01883
OG0000568	Pram.g_00507	Prbj.g_01885
OG0000569	Pram.g_00508	Prbj.g_01807
OG0000570	Pram.g_00509	Prbj.g_01806
OG0000571	Pram.g_00511	Prbj.g_01803
OG0000572	Pram.g_00523	Prbj.g_01787
OG0000573	Pram.g_00529	Prbj.g_01780
OG0000574	Pram.g_00530	Prbj.g_01779
OG0000575	Pram.g_00534	Prbj.g_01770
OG0000576	Pram.g_00536	Prbj.g_01768
OG0000577	Pram.g_00537	Prbj.g_01767
OG0000578	Pram.g_00538	Prbj.g_01766
OG0000579	Pram.g_00539	Prbj.g_01765
OG0000580	Pram.g_00540	Prbj.g_01764
OG0000581	Pram.g_00543	Prbj.g_01760
OG0000582	Pram.g_00546	Prbj.g_01756
OG0000583	Pram.g_00547	Prbj.g_01755
OG0000584	Pram.g_00548	Prbj.g_01754
OG0000585	Pram.g_00550	Prbj.g_01752
OG0000586	Pram.g_00551	Prbj.g_01750
OG0000587	Pram.g_00552	Prbj.g_01748
OG0000588	Pram.g_00556	Prbj.g_02547
OG0000589	Pram.g_00559	Prbj.g_02550
OG0000590	Pram.g_00560	Prbj.g_02551
OG0000591	Pram.g_00564	Prbj.g_02558
OG0000592	Pram.g_00565	Prbj.g_02559
OG0000593	Pram.g_01078	Prbj.g_02569
OG0000594	Pram.g_01077	Prbj.g_02570
OG0000595	Pram.g_01076	Prbj.g_02571
OG0000596	Pram.g_01073	Prbj.g_02576
OG0000597	Pram.g_01070	Prbj.g_02579
OG0000598	Pram.g_01069	Prbj.g_02580
OG0000599	Pram.g_01066	Prbj.g_02590
OG0000600	Pram.g_01065	Prbj.g_02591
OG0000601	Pram.g_01064	Prbj.g_02592
OG0000602	Pram.g_01062	Prbj.g_02596
OG0000603	Pram.g_01061	Prbj.g_02597
OG0000604	Pram.g_01060	Prbj.g_02598
OG0000605	Pram.g_01059	Prbj.g_00792
OG0000606	Pram.g_01056	Prbj.g_00803
OG0000607	Pram.g_01053	Prbj.g_00806
OG0000608	Pram.g_01052	Prbj.g_00807
OG0000609	Pram.g_01051	Prbj.g_00809
OG0000610	Pram.g_01045	Prbj.g_00818
OG0000611	Pram.g_01042	Prbj.g_00821
OG0000612	Pram.g_01041	Prbj.g_00822
OG0000613	Pram.g_00763	Prbj.g_01466
OG0000614	Pram.g_00784	Prbj.g_00946
OG0000615	Pram.g_00795	Prbj.g_02373
OG0000616	Pram.g_01927	Prbj.g_02057
OG0000617	Pram.g_01024	Prbj.g_02184
OG0000618	Pram.g_01023	Prbj.g_02185
OG0000619	Pram.g_01022	Prbj.g_02186
OG0000620	Pram.g_01019	Prbj.g_02190
OG0000621	Pram.g_01018	Prbj.g_02191
OG0000622	Pram.g_01017	Prbj.g_02192
OG0000623	Pram.g_01016	Prbj.g_02193
OG0000624	Pram.g_01014	Prbj.g_02194
OG0000625	Pram.g_01013	Prbj.g_02195
OG0000626	Pram.g_01012	Prbj.g_02196
OG0000627	Pram.g_01011	Prbj.g_02320
OG0000628	Pram.g_01010	Prbj.g_02319
OG0000629	Pram.g_01008	Prbj.g_02316
OG0000630	Pram.g_01005	Prbj.g_02312
OG0000631	Pram.g_00913	Prbj.g_02306
OG0000632	Pram.g_00914	Prbj.g_02305
OG0000633	Pram.g_00915	Prbj.g_02304
OG0000634	Pram.g_00805	Prbj.g_02408
OG0000635	Pram.g_00806	Prbj.g_02409
OG0000636	Pram.g_00808	Prbj.g_02411
OG0000637	Pram.g_00810	Prbj.g_02413
OG0000638	Pram.g_00811	Prbj.g_02414
OG0000639	Pram.g_00812	Prbj.g_02415
OG0000640	Pram.g_00813	Prbj.g_02416
OG0000641	Pram.g_00817	Prbj.g_02420
OG0000642	Pram.g_00818	Prbj.g_02421
OG0000643	Pram.g_00819	Prbj.g_02422
OG0000644	Pram.g_00820	Prbj.g_02423
OG0000645	Pram.g_00821	Prbj.g_02424
OG0000646	Pram.g_00823	Prbj.g_02427
OG0000647	Pram.g_00825	Prbj.g_02430
OG0000648	Pram.g_00827	Prbj.g_02432
OG0000649	Pram.g_00828	Prbj.g_02433
OG0000650	Pram.g_00829	Prbj.g_02434
OG0000651	Pram.g_00830	Prbj.g_02435
OG0000652	Pram.g_00831	Prbj.g_02436
OG0000653	Pram.g_00833	Prbj.g_02438
OG0000654	Pram.g_00834	Prbj.g_02439
OG0000655	Pram.g_00835	Prbj.g_02440
OG0000656	Pram.g_00838	Prbj.g_02443
OG0000657	Pram.g_00845	Prbj.g_02476
OG0000658	Pram.g_00847	Prbj.g_02478
OG0000659	Pram.g_00848	Prbj.g_02479
OG0000660	Pram.g_00852	Prbj.g_02483
OG0000661	Pram.g_00854	Prbj.g_02485
OG0000662	Pram.g_00857	Prbj.g_02487
OG0000663	Pram.g_00859	Prbj.g_02490
OG0000664	Pram.g_00860	Prbj.g_02491
OG0000665	Pram.g_00866	Prbj.g_02504
OG0000666	Pram.g_00867	Prbj.g_02507
OG0000667	Pram.g_00872	Prbj.g_02514
OG0000668	Pram.g_00713	Prbj.g_02215
OG0000669	Pram.g_00724	Prbj.g_02523
OG0000670	Pram.g_00727	Prbj.g_00044
OG0000671	Pram.g_00729	Prbj.g_02335
OG0000672	Pram.g_00732	Prbj.g_02338
OG0000673	Pram.g_00735	Prbj.g_02341
OG0000674	Pram.g_00737	Prbj.g_02343
OG0000675	Pram.g_00738	Prbj.g_02344
OG0000676	Pram.g_00740	Prbj.g_02352
OG0000677	Pram.g_00741	Prbj.g_02354
OG0000678	Pram.g_00743	Prbj.g_02359
OG0000679	Pram.g_00747	Prbj.g_02379
OG0000680	Pram.g_00748	Prbj.g_02380
OG0000681	Pram.g_00751	Prbj.g_02382
OG0000682	Pram.g_00752	Prbj.g_02383
OG0000683	Pram.g_00753	Prbj.g_02384
OG0000684	Pram.g_00754	Prbj.g_02397
OG0000685	Pram.g_00756	Prbj.g_02395
OG0000686	Pram.g_00757	Prbj.g_02394
OG0000687	Pram.g_00758	Prbj.g_02393
OG0000688	Pram.g_01036	Prbj.g_02399
OG0000689	Pram.g_01035	Prbj.g_02400
OG0000690	Pram.g_01034	Prbj.g_02401
OG0000691	Pram.g_01033	Prbj.g_02402
OG0000692	Pram.g_01031	Prbj.g_02403
OG0000693	Pram.g_01030	Prbj.g_02404
OG0000694	Pram.g_01029	Prbj.g_02405
OG0000695	Pram.g_00917	Prbj.g_02302
OG0000696	Pram.g_00918	Prbj.g_02301
OG0000697	Pram.g_00919	Prbj.g_02299
OG0000698	Pram.g_00922	Prbj.g_02296
OG0000699	Pram.g_00923	Prbj.g_02294
OG0000700	Pram.g_00924	Prbj.g_02293
OG0000701	Pram.g_00925	Prbj.g_02292
OG0000702	Pram.g_00927	Prbj.g_02284
OG0000703	Pram.g_00928	Prbj.g_02283
OG0000704	Pram.g_00930	Prbj.g_02281
OG0000705	Pram.g_00936	Prbj.g_02275
OG0000706	Pram.g_00937	Prbj.g_02274
OG0000707	Pram.g_00938	Prbj.g_02273
OG0000708	Pram.g_00940	Prbj.g_02271
OG0000709	Pram.g_00944	Prbj.g_02264
OG0000710	Pram.g_00947	Prbj.g_02260
OG0000711	Pram.g_00963	Prbj.g_02237
OG0000712	Pram.g_00964	Prbj.g_02236
OG0000713	Pram.g_00965	Prbj.g_02235
OG0000714	Pram.g_00966	Prbj.g_02231
OG0000715	Pram.g_00968	Prbj.g_02229
OG0000716	Pram.g_00970	Prbj.g_02225
OG0000717	Pram.g_00971	Prbj.g_02224
OG0000718	Pram.g_00973	Prbj.g_02219
OG0000719	Pram.g_00975	Prbj.g_02217
OG0000720	Pram.g_00986	Prbj.g_02204
OG0000721	Pram.g_00990	Prbj.g_02203
OG0000722	Pram.g_00991	Prbj.g_02202
OG0000723	Pram.g_00995	Prbj.g_02198
OG0000724	Pram.g_00893	Prbj.g_01843
OG0000725	Pram.g_00887	Prbj.g_01836
OG0000726	Pram.g_00886	Prbj.g_01835
OG0000727	Pram.g_00885	Prbj.g_01834
OG0000728	Pram.g_00883	Prbj.g_01833
OG0000729	Pram.g_01208	Prbj.g_01289
OG0000730	Pram.g_01182	Prbj.g_00343
OG0000731	Pram.g_00335	Prbj.g_00333
OG0000733	Pram.g_01547	Prbj.g_01997
OG0000734	Pram.g_01156	Prbj.g_00627
OG0000735	Pram.g_01154	Prbj.g_00953
OG0000736	Pram.g_01153	Prbj.g_00954
OG0000737	Pram.g_01152	Prbj.g_00955
OG0000738	Pram.g_01148	Prbj.g_00962
OG0000739	Pram.g_01147	Prbj.g_00964
OG0000740	Pram.g_01146	Prbj.g_00965
OG0000741	Pram.g_01144	Prbj.g_00968
OG0000742	Pram.g_01141	Prbj.g_00970
OG0000743	Pram.g_01139	Prbj.g_00972
OG0000744	Pram.g_01137	Prbj.g_00973
OG0000745	Pram.g_01136	Prbj.g_00846
OG0000746	Pram.g_01134	Prbj.g_00844
OG0000747	Pram.g_01133	Prbj.g_00843
OG0000748	Pram.g_01129	Prbj.g_00831
OG0000749	Pram.g_01128	Prbj.g_00830
OG0000750	Pram.g_01127	Prbj.g_00829
OG0000751	Pram.g_01124	Prbj.g_00305
OG0000752	Pram.g_01122	Prbj.g_00308
OG0000753	Pram.g_01119	Prbj.g_00311
OG0000754	Pram.g_01117	Prbj.g_01910
OG0000755	Pram.g_01111	Prbj.g_00002
OG0000756	Pram.g_01110	Prbj.g_00003
OG0000757	Pram.g_01103	Prbj.g_00010
OG0000758	Pram.g_01102	Prbj.g_00011
OG0000759	Pram.g_01101	Prbj.g_00012
OG0000760	Pram.g_01100	Prbj.g_00013
OG0000761	Pram.g_01099	Prbj.g_00014
OG0000762	Pram.g_01098	Prbj.g_01908
OG0000763	Pram.g_01096	Prbj.g_01906
OG0000764	Pram.g_01095	Prbj.g_01905
OG0000765	Pram.g_01087	Prbj.g_02163
OG0000766	Pram.g_01086	Prbj.g_02164
OG0000767	Pram.g_01084	Prbj.g_02166
OG0000768	Pram.g_01083	Prbj.g_02167
OG0000769	Pram.g_01081	Prbj.g_00313
OG0000770	Pram.g_00570	Prbj.g_00019
OG0000771	Pram.g_01254	Prbj.g_01848
OG0000772	Pram.g_01569	Prbj.g_01679
OG0000773	Pram.g_01221	Prbj.g_00161
OG0000774	Pram.g_01223	Prbj.g_01719
OG0000775	Pram.g_01225	Prbj.g_01721
OG0000776	Pram.g_01226	Prbj.g_01722
OG0000777	Pram.g_01227	Prbj.g_01723
OG0000778	Pram.g_01228	Prbj.g_01724
OG0000779	Pram.g_01232	Prbj.g_01729
OG0000780	Pram.g_01233	Prbj.g_01732
OG0000781	Pram.g_01236	Prbj.g_01736
OG0000782	Pram.g_01237	Prbj.g_01737
OG0000783	Pram.g_01238	Prbj.g_01738
OG0000784	Pram.g_01239	Prbj.g_01739
OG0000785	Pram.g_01241	Prbj.g_01741
OG0000786	Pram.g_01244	Prbj.g_01744
OG0000787	Pram.g_01245	Prbj.g_01745
OG0000788	Pram.g_01271	Prbj.g_00094
OG0000789	Pram.g_01281	Prbj.g_00687
OG0000790	Pram.g_01463	Prbj.g_01643
OG0000791	Pram.g_01461	Prbj.g_01645
OG0000792	Pram.g_01460	Prbj.g_01646
OG0000793	Pram.g_01456	Prbj.g_01650
OG0000794	Pram.g_01455	Prbj.g_01651
OG0000795	Pram.g_01454	Prbj.g_01652
OG0000796	Pram.g_01450	Prbj.g_01656
OG0000797	Pram.g_01449	Prbj.g_01657
OG0000798	Pram.g_01444	Prbj.g_01402
OG0000799	Pram.g_01398	Prbj.g_01304
OG0000800	Pram.g_01397	Prbj.g_01303
OG0000801	Pram.g_01396	Prbj.g_01302
OG0000802	Pram.g_01394	Prbj.g_01293
OG0000803	Pram.g_01392	Prbj.g_01041
OG0000804	Pram.g_01391	Prbj.g_01043
OG0000805	Pram.g_01389	Prbj.g_01045
OG0000806	Pram.g_01387	Prbj.g_01047
OG0000807	Pram.g_01386	Prbj.g_01049
OG0000808	Pram.g_01385	Prbj.g_01050
OG0000809	Pram.g_01383	Prbj.g_01054
OG0000810	Pram.g_01382	Prbj.g_01055
OG0000811	Pram.g_01375	Prbj.g_01067
OG0000812	Pram.g_01373	Prbj.g_01069
OG0000813	Pram.g_01372	Prbj.g_01070
OG0000814	Pram.g_01370	Prbj.g_01072
OG0000815	Pram.g_01369	Prbj.g_01073
OG0000816	Pram.g_01367	Prbj.g_01075
OG0000817	Pram.g_01366	Prbj.g_01076
OG0000818	Pram.g_01361	Prbj.g_00631
OG0000819	Pram.g_01360	Prbj.g_00632
OG0000820	Pram.g_01359	Prbj.g_00633
OG0000821	Pram.g_01355	Prbj.g_00640
OG0000822	Pram.g_01354	Prbj.g_00642
OG0000823	Pram.g_01353	Prbj.g_00643
OG0000824	Pram.g_01350	Prbj.g_00647
OG0000825	Pram.g_01349	Prbj.g_00648
OG0000826	Pram.g_01348	Prbj.g_00649
OG0000827	Pram.g_01347	Prbj.g_00650
OG0000828	Pram.g_01344	Prbj.g_00653
OG0000829	Pram.g_01343	Prbj.g_00654
OG0000830	Pram.g_01342	Prbj.g_00655
OG0000831	Pram.g_01340	Prbj.g_00657
OG0000832	Pram.g_01330	Prbj.g_01684
OG0000833	Pram.g_01321	Prbj.g_01692
OG0000834	Pram.g_01320	Prbj.g_01693
OG0000835	Pram.g_01319	Prbj.g_01694
OG0000836	Pram.g_01318	Prbj.g_01696
OG0000837	Pram.g_01317	Prbj.g_01697
OG0000838	Pram.g_01314	Prbj.g_01700
OG0000839	Pram.g_01313	Prbj.g_01701
OG0000840	Pram.g_01312	Prbj.g_01702
OG0000841	Pram.g_01311	Prbj.g_01703
OG0000842	Pram.g_01310	Prbj.g_01704
OG0000843	Pram.g_01309	Prbj.g_01705
OG0000844	Pram.g_01308	Prbj.g_01707
OG0000845	Pram.g_01307	Prbj.g_01708
OG0000846	Pram.g_01306	Prbj.g_01709
OG0000847	Pram.g_01305	Prbj.g_01710
OG0000848	Pram.g_01304	Prbj.g_01711
OG0000849	Pram.g_01303	Prbj.g_01712
OG0000850	Pram.g_01301	Prbj.g_01713
OG0000851	Pram.g_01300	Prbj.g_00888
OG0000852	Pram.g_01299	Prbj.g_00887
OG0000853	Pram.g_01294	Prbj.g_00882
OG0000854	Pram.g_01292	Prbj.g_00880
OG0000855	Pram.g_01291	Prbj.g_00879
OG0000856	Pram.g_00567	Prbj.g_02561
OG0000857	Pram.g_00824	Prbj.g_02429
OG0000858	Pram.g_01625	Prbj.g_00868
OG0000859	Pram.g_01626	Prbj.g_00867
OG0000860	Pram.g_01634	Prbj.g_00855
OG0000861	Pram.g_01635	Prbj.g_00854
OG0000862	Pram.g_01636	Prbj.g_00852
OG0000863	Pram.g_01638	Prbj.g_00495
OG0000864	Pram.g_01639	Prbj.g_00494
OG0000865	Pram.g_01640	Prbj.g_00493
OG0000866	Pram.g_01641	Prbj.g_00492
OG0000867	Pram.g_01642	Prbj.g_00491
OG0000868	Pram.g_01644	Prbj.g_00489
OG0000869	Pram.g_01647	Prbj.g_00486
OG0000870	Pram.g_01652	Prbj.g_00481
OG0000871	Pram.g_01653	Prbj.g_00480
OG0000872	Pram.g_01654	Prbj.g_00478
OG0000873	Pram.g_01657	Prbj.g_00475
OG0000874	Pram.g_01660	Prbj.g_00471
OG0000875	Pram.g_01662	Prbj.g_00470
OG0000876	Pram.g_01663	Prbj.g_00469
OG0000877	Pram.g_01665	Prbj.g_00466
OG0000878	Pram.g_01666	Prbj.g_00465
OG0000879	Pram.g_01667	Prbj.g_00464
OG0000880	Pram.g_01668	Prbj.g_00463
OG0000881	Pram.g_01672	Prbj.g_00458
OG0000882	Pram.g_01677	Prbj.g_00453
OG0000883	Pram.g_01679	Prbj.g_00451
OG0000884	Pram.g_01681	Prbj.g_00449
OG0000885	Pram.g_01682	Prbj.g_00448
OG0000886	Pram.g_01683	Prbj.g_00447
OG0000887	Pram.g_01684	Prbj.g_00446
OG0000888	Pram.g_01686	Prbj.g_00444
OG0000889	Pram.g_01688	Prbj.g_00442
OG0000890	Pram.g_01689	Prbj.g_00428
OG0000891	Pram.g_01690	Prbj.g_00427
OG0000892	Pram.g_01691	Prbj.g_00425
OG0000893	Pram.g_01695	Prbj.g_02660
OG0000894	Pram.g_01698	Prbj.g_02656
OG0000895	Pram.g_01702	Prbj.g_02651
OG0000896	Pram.g_01703	Prbj.g_02650
OG0000897	Pram.g_01705	Prbj.g_02648
OG0000898	Pram.g_01706	Prbj.g_02647
OG0000899	Pram.g_01707	Prbj.g_02646
OG0000900	Pram.g_01708	Prbj.g_02645
OG0000901	Pram.g_01711	Prbj.g_02641
OG0000902	Pram.g_01713	Prbj.g_02639
OG0000903	Pram.g_01717	Prbj.g_01027
OG0000904	Pram.g_01722	Prbj.g_01032
OG0000905	Pram.g_01715	Prbj.g_01034
OG0000906	Pram.g_01714	Prbj.g_02635
OG0000907	Pram.g_01727	Prbj.g_01025
OG0000908	Pram.g_01730	Prbj.g_01022
OG0000909	Pram.g_01731	Prbj.g_01021
OG0000910	Pram.g_01732	Prbj.g_01020
OG0000911	Pram.g_01734	Prbj.g_01018
OG0000912	Pram.g_01735	Prbj.g_01017
OG0000913	Pram.g_01736	Prbj.g_01016
OG0000914	Pram.g_01737	Prbj.g_01015
OG0000915	Pram.g_01738	Prbj.g_01014
OG0000916	Pram.g_01739	Prbj.g_01013
OG0000917	Pram.g_01740	Prbj.g_01012
OG0000918	Pram.g_01741	Prbj.g_01011
OG0000919	Pram.g_01742	Prbj.g_01010
OG0000920	Pram.g_01743	Prbj.g_01009
OG0000921	Pram.g_01744	Prbj.g_01008
OG0000922	Pram.g_01745	Prbj.g_01007
OG0000923	Pram.g_01749	Prbj.g_01003
OG0000924	Pram.g_01750	Prbj.g_01002
OG0000925	Pram.g_01751	Prbj.g_01001
OG0000926	Pram.g_01752	Prbj.g_01000
OG0000927	Pram.g_01754	Prbj.g_00998
OG0000928	Pram.g_01755	Prbj.g_00997
OG0000929	Pram.g_01756	Prbj.g_00996
OG0000930	Pram.g_01757	Prbj.g_00995
OG0000931	Pram.g_01758	Prbj.g_00994
OG0000932	Pram.g_01759	Prbj.g_00993
OG0000933	Pram.g_01763	Prbj.g_00988
OG0000934	Pram.g_01765	Prbj.g_00986
OG0000935	Pram.g_01766	Prbj.g_00985
OG0000936	Pram.g_01767	Prbj.g_00984
OG0000937	Pram.g_01768	Prbj.g_00983
OG0000938	Pram.g_01771	Prbj.g_00414
OG0000939	Pram.g_01772	Prbj.g_00413
OG0000940	Pram.g_01779	Prbj.g_00404
OG0000941	Pram.g_01781	Prbj.g_00402
OG0000942	Pram.g_01783	Prbj.g_00400
OG0000943	Pram.g_01784	Prbj.g_00399
OG0000944	Pram.g_01786	Prbj.g_00397
OG0000945	Pram.g_01787	Prbj.g_00395
OG0000946	Pram.g_01793	Prbj.g_00368
OG0000947	Pram.g_01795	Prbj.g_00365
OG0000948	Pram.g_01796	Prbj.g_00364
OG0000949	Pram.g_01799	Prbj.g_00361
OG0000950	Pram.g_01806	Prbj.g_01501
OG0000951	Pram.g_01810	Prbj.g_01506
OG0000952	Pram.g_01814	Prbj.g_01513
OG0000953	Pram.g_01818	Prbj.g_01517
OG0000954	Pram.g_01822	Prbj.g_01577
OG0000955	Pram.g_01823	Prbj.g_01578
OG0000956	Pram.g_01825	Prbj.g_01580
OG0000957	Pram.g_01831	Prbj.g_01596
OG0000958	Pram.g_01832	Prbj.g_01597
OG0000959	Pram.g_01836	Prbj.g_01821
OG0000960	Pram.g_01837	Prbj.g_01820
OG0000961	Pram.g_01840	Prbj.g_01809
OG0000962	Pram.g_01842	Prbj.g_01290
OG0000963	Pram.g_01846	Prbj.g_01285
OG0000964	Pram.g_01847	Prbj.g_01284
OG0000965	Pram.g_01848	Prbj.g_01283
OG0000966	Pram.g_01854	Prbj.g_01250
OG0000967	Pram.g_01858	Prbj.g_01244
OG0000968	Pram.g_01860	Prbj.g_01241
OG0000969	Pram.g_01861	Prbj.g_01239
OG0000970	Pram.g_01862	Prbj.g_01238
OG0000971	Pram.g_01863	Prbj.g_01236
OG0000972	Pram.g_01864	Prbj.g_01235
OG0000973	Pram.g_01865	Prbj.g_01234
OG0000974	Pram.g_01866	Prbj.g_01233
OG0000975	Pram.g_01867	Prbj.g_01232
OG0000976	Pram.g_01868	Prbj.g_01231
OG0000977	Pram.g_01869	Prbj.g_01229
OG0000978	Pram.g_01870	Prbj.g_01228
OG0000979	Pram.g_01873	Prbj.g_01225
OG0000980	Pram.g_01875	Prbj.g_01221
OG0000981	Pram.g_01878	Prbj.g_01218
OG0000982	Pram.g_01880	Prbj.g_01956
OG0000983	Pram.g_01881	Prbj.g_01957
OG0000984	Pram.g_01882	Prbj.g_01958
OG0000985	Pram.g_01885	Prbj.g_01962
OG0000986	Pram.g_01887	Prbj.g_01964
OG0000987	Pram.g_01888	Prbj.g_01966
OG0000988	Pram.g_01891	Prbj.g_01970
OG0000989	Pram.g_01895	Prbj.g_01980
OG0000990	Pram.g_01900	Prbj.g_02002
OG0000991	Pram.g_01901	Prbj.g_02005
OG0000992	Pram.g_01904	Prbj.g_02008
OG0000993	Pram.g_01905	Prbj.g_02009
OG0000994	Pram.g_01906	Prbj.g_02012
OG0000995	Pram.g_01910	Prbj.g_02021
OG0000996	Pram.g_01911	Prbj.g_02034
OG0000997	Pram.g_01913	Prbj.g_02043
OG0000998	Pram.g_01915	Prbj.g_02045
OG0000999	Pram.g_01916	Prbj.g_02046
OG0001000	Pram.g_01919	Prbj.g_02049
OG0001001	Pram.g_01924	Prbj.g_02053
OG0001002	Pram.g_01929	Prbj.g_02060
OG0001003	Pram.g_01930	Prbj.g_02062
OG0001004	Pram.g_01931	Prbj.g_02063
OG0001005	Pram.g_01932	Prbj.g_02065
OG0001006	Pram.g_01936	Prbj.g_02071
OG0001007	Pram.g_01938	Prbj.g_02073
OG0001008	Pram.g_00372	Prbj.g_00101
OG0001009	Pram.g_00014	Prbj.g_01199
OG0001010	Pram.g_00015	Prbj.g_01200
OG0001011	Pram.g_00016	Prbj.g_01202
OG0001012	Pram.g_00028	Prbj.g_01953
OG0001013	Pram.g_00035	Prbj.g_01928
OG0001014	Pram.g_00038	Prbj.g_01919
OG0001015	Pram.g_00039	Prbj.g_01918
OG0001016	Pram.g_00058	Prbj.g_00569
OG0001017	Pram.g_00062	Prbj.g_00575
OG0001018	Pram.g_00064	Prbj.g_00577
OG0001019	Pram.g_00073	Prbj.g_00590
OG0001020	Pram.g_00074	Prbj.g_00596
OG0001021	Pram.g_00075	Prbj.g_00600
OG0001022	Pram.g_00078	Prbj.g_00605
OG0001023	Pram.g_00079	Prbj.g_00606
OG0001024	Pram.g_00082	Prbj.g_00610
OG0001025	Pram.g_00089	Prbj.g_00617
OG0001026	Pram.g_00097	Prbj.g_00630
OG0001027	Pram.g_00098	Prbj.g_01550
OG0001028	Pram.g_00100	Prbj.g_01552
OG0001029	Pram.g_00101	Prbj.g_01554
OG0001030	Pram.g_00117	Prbj.g_01535
OG0001031	Pram.g_00171	Prbj.g_01143
OG0001032	Pram.g_00172	Prbj.g_01146
OG0001033	Pram.g_00193	Prbj.g_00287
OG0001034	Pram.g_00223	Prbj.g_02608
OG0001035	Pram.g_00243	Prbj.g_01360
OG0001036	Pram.g_00247	Prbj.g_01364
OG0001037	Pram.g_00248	Prbj.g_01366
OG0001038	Pram.g_00266	Prbj.g_01403
OG0001039	Pram.g_00269	Prbj.g_01406
OG0001040	Pram.g_00271	Prbj.g_01409
OG0001041	Pram.g_00276	Prbj.g_01414
OG0001042	Pram.g_00293	Prbj.g_01439
OG0001043	Pram.g_00294	Prbj.g_01441
OG0001044	Pram.g_00327	Prbj.g_00342
OG0001045	Pram.g_00337	Prbj.g_00330
OG0001046	Pram.g_01537	Prbj.g_00874
OG0001047	Pram.g_00374	Prbj.g_00103
OG0001048	Pram.g_00375	Prbj.g_00104
OG0001049	Pram.g_00377	Prbj.g_00107
OG0001050	Pram.g_00378	Prbj.g_00108
OG0001051	Pram.g_00379	Prbj.g_00109
OG0001052	Pram.g_00407	Prbj.g_00132
OG0001053	Pram.g_00419	Prbj.g_01627
OG0001054	Pram.g_00434	Prbj.g_01609
OG0001055	Pram.g_00454	Prbj.g_02103
OG0001056	Pram.g_00474	Prbj.g_02132
OG0001057	Pram.g_00478	Prbj.g_02144
OG0001058	Pram.g_00486	Prbj.g_01863
OG0001059	Pram.g_00490	Prbj.g_01867
OG0001060	Pram.g_00497	Prbj.g_01874
OG0001061	Pram.g_00512	Prbj.g_01802
OG0001062	Pram.g_00514	Prbj.g_01800
OG0001063	Pram.g_00516	Prbj.g_01796
OG0001064	Pram.g_00517	Prbj.g_01795
OG0001065	Pram.g_00518	Prbj.g_01794
OG0001066	Pram.g_00519	Prbj.g_01793
OG0001067	Pram.g_00520	Prbj.g_01792
OG0001068	Pram.g_00521	Prbj.g_01791
OG0001069	Pram.g_00522	Prbj.g_01790
OG0001070	Pram.g_00524	Prbj.g_01786
OG0001071	Pram.g_00525	Prbj.g_01785
OG0001072	Pram.g_00527	Prbj.g_01782
OG0001073	Pram.g_00541	Prbj.g_01763
OG0001074	Pram.g_00553	Prbj.g_02544
OG0001075	Pram.g_00554	Prbj.g_02545
OG0001076	Pram.g_00562	Prbj.g_02553
OG0001077	Pram.g_00568	Prbj.g_02563
OG0001078	Pram.g_01074	Prbj.g_02574
OG0001079	Pram.g_01063	Prbj.g_02593
OG0001080	Pram.g_01057	Prbj.g_00794
OG0001081	Pram.g_01055	Prbj.g_00804
OG0001082	Pram.g_01054	Prbj.g_00805
OG0001083	Pram.g_01049	Prbj.g_00813
OG0001084	Pram.g_01048	Prbj.g_00815
OG0001085	Pram.g_00760	Prbj.g_00825
OG0001086	Pram.g_00761	Prbj.g_02707
OG0001087	Pram.g_00779	Prbj.g_00927
OG0001088	Pram.g_00780	Prbj.g_00931
OG0001089	Pram.g_00791	Prbj.g_00757
OG0001090	Pram.g_00802	Prbj.g_02180
OG0001091	Pram.g_01027	Prbj.g_02182
OG0001092	Pram.g_01026	Prbj.g_02183
OG0001093	Pram.g_01021	Prbj.g_02187
OG0001094	Pram.g_01028	Prbj.g_02406
OG0001095	Pram.g_00822	Prbj.g_02425
OG0001096	Pram.g_00836	Prbj.g_02441
OG0001097	Pram.g_00855	Prbj.g_02486
OG0001098	Pram.g_00876	Prbj.g_02323
OG0001099	Pram.g_00717	Prbj.g_01553
OG0001100	Pram.g_00726	Prbj.g_02333
OG0001101	Pram.g_00728	Prbj.g_02334
OG0001102	Pram.g_00731	Prbj.g_02337
OG0001103	Pram.g_00733	Prbj.g_02339
OG0001104	Pram.g_00755	Prbj.g_02396
OG0001105	Pram.g_00759	Prbj.g_02391
OG0001106	Pram.g_00931	Prbj.g_02280
OG0001107	Pram.g_00941	Prbj.g_02270
OG0001108	Pram.g_00945	Prbj.g_02263
OG0001109	Pram.g_00946	Prbj.g_02261
OG0001110	Pram.g_00948	Prbj.g_02259
OG0001111	Pram.g_00949	Prbj.g_02257
OG0001112	Pram.g_00950	Prbj.g_02255
OG0001113	Pram.g_00951	Prbj.g_02254
OG0001114	Pram.g_00952	Prbj.g_02253
OG0001115	Pram.g_00954	Prbj.g_02251
OG0001116	Pram.g_00955	Prbj.g_02250
OG0001117	Pram.g_00956	Prbj.g_02249
OG0001118	Pram.g_00957	Prbj.g_02248
OG0001119	Pram.g_00958	Prbj.g_02247
