Orthogroup	Prap	Syar
OG0000559	Prap.g_01218	Syar.g_02322
OG0000560	Prap.g_01215	Syar.g_02320
OG0000561	Prap.g_01214	Syar.g_02319
OG0000562	Prap.g_01213	Syar.g_02318
OG0000563	Prap.g_01212	Syar.g_02317
OG0000564	Prap.g_01211	Syar.g_02316
OG0000565	Prap.g_01209	Syar.g_02312
OG0000566	Prap.g_01205	Syar.g_02308
OG0000567	Prap.g_01201	Syar.g_02304
OG0000568	Prap.g_01200	Syar.g_02302
OG0000569	Prap.g_01199	Syar.g_02301
OG0000570	Prap.g_01198	Syar.g_02300
OG0000571	Prap.g_01196	Syar.g_02298
OG0000572	Prap.g_01182	Syar.g_02201
OG0000573	Prap.g_01176	Syar.g_02191
OG0000574	Prap.g_01175	Syar.g_02190
OG0000575	Prap.g_01171	Syar.g_03180
OG0000576	Prap.g_01169	Syar.g_02187
OG0000577	Prap.g_01168	Syar.g_02186
OG0000578	Prap.g_01167	Syar.g_02185
OG0000579	Prap.g_01166	Syar.g_02184
OG0000580	Prap.g_01165	Syar.g_02183
OG0000581	Prap.g_01162	Syar.g_02175
OG0000582	Prap.g_01159	Syar.g_02131
OG0000583	Prap.g_01158	Syar.g_02132
OG0000584	Prap.g_01157	Syar.g_02133
OG0000585	Prap.g_01155	Syar.g_02170
OG0000586	Prap.g_01154	Syar.g_02171
OG0000587	Prap.g_01153	Syar.g_02173
OG0000588	Prap.g_01149	Syar.g_02275
OG0000589	Prap.g_01147	Syar.g_02261
OG0000590	Prap.g_01146	Syar.g_02260
OG0000591	Prap.g_01142	Syar.g_02246
OG0000592	Prap.g_01141	Syar.g_02245
OG0000593	Prap.g_00395	Syar.g_02414
OG0000594	Prap.g_00394	Syar.g_02415
OG0000595	Prap.g_00393	Syar.g_02416
OG0000596	Prap.g_00389	Syar.g_02421
OG0000597	Prap.g_00386	Syar.g_02424
OG0000598	Prap.g_00385	Syar.g_02425
OG0000599	Prap.g_00382	Syar.g_02428
OG0000600	Prap.g_00381	Syar.g_02429
OG0000601	Prap.g_00380	Syar.g_02430
OG0000602	Prap.g_00378	Syar.g_02435
OG0000603	Prap.g_00377	Syar.g_02436
OG0000604	Prap.g_00376	Syar.g_02438
OG0000605	Prap.g_00375	Syar.g_02440
OG0000606	Prap.g_00372	Syar.g_02443
OG0000607	Prap.g_00369	Syar.g_02446
OG0000608	Prap.g_00368	Syar.g_02447
OG0000609	Prap.g_00367	Syar.g_02470
OG0000610	Prap.g_00361	Syar.g_01917
OG0000611	Prap.g_00358	Syar.g_01914
OG0000612	Prap.g_00357	Syar.g_01913
OG0000613	Prap.g_00828	Syar.g_00712
OG0000614	Prap.g_00807	Syar.g_02012, Syar.g_01344
OG0000615	Prap.g_00796	Syar.g_02603
OG0000616	Prap.g_01489	Syar.g_00454
OG0000617	Prap.g_00341	Syar.g_01576
OG0000618	Prap.g_00340	Syar.g_01575
OG0000619	Prap.g_00339	Syar.g_01574
OG0000620	Prap.g_00336	Syar.g_01569
OG0000621	Prap.g_00335	Syar.g_01568
OG0000622	Prap.g_00334	Syar.g_01566
OG0000623	Prap.g_00333	Syar.g_01565
OG0000624	Prap.g_00331	Syar.g_01564
OG0000625	Prap.g_00330	Syar.g_01563
OG0000626	Prap.g_00329	Syar.g_01562
OG0000627	Prap.g_00328	Syar.g_01868
OG0000628	Prap.g_00327	Syar.g_01869
OG0000629	Prap.g_00326	Syar.g_01872
OG0000630	Prap.g_00323	Syar.g_02586
OG0000631	Prap.g_00683	Syar.g_02579
OG0000632	Prap.g_00682	Syar.g_02578
OG0000633	Prap.g_00681	Syar.g_02576
OG0000634	Prap.g_00787	Syar.g_02635
OG0000635	Prap.g_00786	Syar.g_02636
OG0000636	Prap.g_00784	Syar.g_02638
OG0000637	Prap.g_00782	Syar.g_02640
OG0000638	Prap.g_00781	Syar.g_02641
OG0000639	Prap.g_00780	Syar.g_02642
OG0000640	Prap.g_00779	Syar.g_02643
OG0000641	Prap.g_00775	Syar.g_02648
OG0000642	Prap.g_00774	Syar.g_02649
OG0000643	Prap.g_00773	Syar.g_02650
OG0000644	Prap.g_00772	Syar.g_02651
OG0000645	Prap.g_00771	Syar.g_02652
OG0000646	Prap.g_00769	Syar.g_02655
OG0000647	Prap.g_00767	Syar.g_02657
OG0000648	Prap.g_00765	Syar.g_02659
OG0000649	Prap.g_00764	Syar.g_02660
OG0000650	Prap.g_00763	Syar.g_02661
OG0000651	Prap.g_00762	Syar.g_02662
OG0000652	Prap.g_00761	Syar.g_02663
OG0000653	Prap.g_00759	Syar.g_02665
OG0000654	Prap.g_00758	Syar.g_02666
OG0000655	Prap.g_00757	Syar.g_02667
OG0000656	Prap.g_00754	Syar.g_02479
OG0000657	Prap.g_00746	Syar.g_01812
OG0000658	Prap.g_00744	Syar.g_01815
OG0000659	Prap.g_00743	Syar.g_01816
OG0000660	Prap.g_00739	Syar.g_01820
OG0000661	Prap.g_00737	Syar.g_03175, Syar.g_01822
OG0000662	Prap.g_00735	Syar.g_01829
OG0000663	Prap.g_00733	Syar.g_01832
OG0000664	Prap.g_00732	Syar.g_01837
OG0000665	Prap.g_00726	Syar.g_02774
OG0000666	Prap.g_00725	Syar.g_01241
OG0000667	Prap.g_00721	Syar.g_02346
OG0000668	Prap.g_00660	Syar.g_01802
OG0000669	Prap.g_00869	Syar.g_01627
OG0000670	Prap.g_00866	Syar.g_01624
OG0000671	Prap.g_00863	Syar.g_01622
OG0000672	Prap.g_00860	Syar.g_01619
OG0000673	Prap.g_00857	Syar.g_01615
OG0000674	Prap.g_00855	Syar.g_01613
OG0000675	Prap.g_00854	Syar.g_01612
OG0000676	Prap.g_00852	Syar.g_01608
OG0000677	Prap.g_00851	Syar.g_01607
OG0000678	Prap.g_00849	Syar.g_02037
OG0000679	Prap.g_00845	Syar.g_02606
OG0000680	Prap.g_00844	Syar.g_02607
OG0000681	Prap.g_00841	Syar.g_02610
OG0000682	Prap.g_00840	Syar.g_02611
OG0000683	Prap.g_00839	Syar.g_02612
OG0000684	Prap.g_00837	Syar.g_02615
OG0000685	Prap.g_00835	Syar.g_02617
OG0000686	Prap.g_00834	Syar.g_02618
OG0000687	Prap.g_00833	Syar.g_02619
OG0000688	Prap.g_00353	Syar.g_02624
OG0000689	Prap.g_00352	Syar.g_02626
OG0000690	Prap.g_00351	Syar.g_02627
OG0000691	Prap.g_00350	Syar.g_02628
OG0000692	Prap.g_00348	Syar.g_02629
OG0000693	Prap.g_00347	Syar.g_02631
OG0000694	Prap.g_00346	Syar.g_02632
OG0000695	Prap.g_00679	Syar.g_02573
OG0000696	Prap.g_00678	Syar.g_02572
OG0000697	Prap.g_00677	Syar.g_02570
OG0000698	Prap.g_00239	Syar.g_02567
OG0000699	Prap.g_00240	Syar.g_02566
OG0000700	Prap.g_00241	Syar.g_02565
OG0000701	Prap.g_00242	Syar.g_02564
OG0000702	Prap.g_00244	Syar.g_02559
OG0000703	Prap.g_00245	Syar.g_02557
OG0000704	Prap.g_00247	Syar.g_02555
OG0000705	Prap.g_00250	Syar.g_02547
OG0000706	Prap.g_00251	Syar.g_02546
OG0000707	Prap.g_00252	Syar.g_02545
OG0000708	Prap.g_00254	Syar.g_02542
OG0000709	Prap.g_00258	Syar.g_02534
OG0000710	Prap.g_00261	Syar.g_02528
OG0000711	Prap.g_00279	Syar.g_02499
OG0000712	Prap.g_00280	Syar.g_02497
OG0000713	Prap.g_00281	Syar.g_02496
OG0000714	Prap.g_00282	Syar.g_02494
OG0000715	Prap.g_00284	Syar.g_02492
OG0000716	Prap.g_00286	Syar.g_02488
OG0000717	Prap.g_00287	Syar.g_02487
OG0000718	Prap.g_00291	Syar.g_02483
OG0000719	Prap.g_00293	Syar.g_01804
OG0000720	Prap.g_00305	Syar.g_01790
OG0000721	Prap.g_00309	Syar.g_01788
OG0000722	Prap.g_00310	Syar.g_01787
OG0000723	Prap.g_00314	Syar.g_01560
OG0000724	Prap.g_00703	Syar.g_01367, Syar.g_02120
OG0000725	Prap.g_00709	Syar.g_01934
OG0000726	Prap.g_00710	Syar.g_01935
OG0000727	Prap.g_00711	Syar.g_01936
OG0000728	Prap.g_00713	Syar.g_01938
OG0000729	Prap.g_00539	Syar.g_00593
OG0000730	Prap.g_00498	Syar.g_01115
OG0000731	Prap.g_01366	Syar.g_01127
OG0000732	Prap.g_01538	Syar.g_00522
OG0000733	Prap.g_01882	Syar.g_02234
OG0000734	Prap.g_00472	Syar.g_03128
OG0000735	Prap.g_00470	Syar.g_01522
OG0000736	Prap.g_00469	Syar.g_01523
OG0000737	Prap.g_00468	Syar.g_01524
OG0000738	Prap.g_00464	Syar.g_01530
OG0000739	Prap.g_00463	Syar.g_01531
OG0000740	Prap.g_00462	Syar.g_01532
OG0000741	Prap.g_00460	Syar.g_01535
OG0000742	Prap.g_00457	Syar.g_01538
OG0000743	Prap.g_00455	Syar.g_01541
OG0000744	Prap.g_00454	Syar.g_01542
OG0000745	Prap.g_00453	Syar.g_01545
OG0000746	Prap.g_00451	Syar.g_01549
OG0000747	Prap.g_00450	Syar.g_01551
OG0000748	Prap.g_00446	Syar.g_01945
OG0000749	Prap.g_00445	Syar.g_01946
OG0000750	Prap.g_00444	Syar.g_01947
OG0000751	Prap.g_00441	Syar.g_01952
OG0000752	Prap.g_00439	Syar.g_01954
OG0000753	Prap.g_00437	Syar.g_01957
OG0000754	Prap.g_00434	Syar.g_01963
OG0000755	Prap.g_00428	Syar.g_01974
OG0000756	Prap.g_00427	Syar.g_01975
OG0000757	Prap.g_00420	Syar.g_01984
OG0000758	Prap.g_00419	Syar.g_01985
OG0000759	Prap.g_00418	Syar.g_01986
OG0000760	Prap.g_00417	Syar.g_01987
OG0000761	Prap.g_00416	Syar.g_01988
OG0000762	Prap.g_00415	Syar.g_01992
OG0000763	Prap.g_00413	Syar.g_01699
OG0000764	Prap.g_00412	Syar.g_01700
OG0000765	Prap.g_00404	Syar.g_01718
OG0000766	Prap.g_00403	Syar.g_01719
OG0000767	Prap.g_00401	Syar.g_01721
OG0000768	Prap.g_00400	Syar.g_01722
OG0000769	Prap.g_00398	Syar.g_01724
OG0000770	Prap.g_01136	Syar.g_01727
OG0000771	Prap.g_00217	Syar.g_01373
OG0000772	Prap.g_01853	Syar.g_00746
OG0000773	Prap.g_00552	Syar.g_02694
OG0000774	Prap.g_00554	Syar.g_02771
OG0000775	Prap.g_00556	Syar.g_02773
OG0000776	Prap.g_00557	Syar.g_01755
OG0000777	Prap.g_00558	Syar.g_01754
OG0000778	Prap.g_00559	Syar.g_01753
OG0000779	Prap.g_00563	Syar.g_02779
OG0000780	Prap.g_00564	Syar.g_02781
OG0000781	Prap.g_00568	Syar.g_02785
OG0000782	Prap.g_00569	Syar.g_02786
OG0000783	Prap.g_00570	Syar.g_02787
OG0000784	Prap.g_00571	Syar.g_02788
OG0000785	Prap.g_00573	Syar.g_02791
OG0000786	Prap.g_00576	Syar.g_02795
OG0000787	Prap.g_00577	Syar.g_02796
OG0000788	Prap.g_01268	Syar.g_02331
OG0000789	Prap.g_00220	Syar.g_02040
OG0000790	Prap.g_00064	Syar.g_01456
OG0000791	Prap.g_00066	Syar.g_01454
OG0000792	Prap.g_00067	Syar.g_01453
OG0000793	Prap.g_00070	Syar.g_01243
OG0000794	Prap.g_00071	Syar.g_01242
OG0000795	Prap.g_00072	Syar.g_01240
OG0000796	Prap.g_00076	Syar.g_01236
OG0000797	Prap.g_00077	Syar.g_01235
OG0000798	Prap.g_00004	Syar.g_02701
OG0000799	Prap.g_00104	Syar.g_02844
OG0000800	Prap.g_00105	Syar.g_02843
OG0000801	Prap.g_00106	Syar.g_02842
OG0000802	Prap.g_00108	Syar.g_02825
OG0000803	Prap.g_00110	Syar.g_02822
OG0000804	Prap.g_00111	Syar.g_02819
OG0000805	Prap.g_00113	Syar.g_02817
OG0000806	Prap.g_00115	Syar.g_02815
OG0000807	Prap.g_00116	Syar.g_02814
OG0000808	Prap.g_00117	Syar.g_02813
OG0000809	Prap.g_00119	Syar.g_02811
OG0000810	Prap.g_00120	Syar.g_02810
OG0000811	Prap.g_00124	Syar.g_02805
OG0000812	Prap.g_00126	Syar.g_02803
OG0000813	Prap.g_00127	Syar.g_02802
OG0000814	Prap.g_00129	Syar.g_02800
OG0000815	Prap.g_00130	Syar.g_02799
OG0000816	Prap.g_00132	Syar.g_02797
OG0000817	Prap.g_00133	Syar.g_02861
OG0000818	Prap.g_00138	Syar.g_01418
OG0000819	Prap.g_00139	Syar.g_01417
OG0000820	Prap.g_00140	Syar.g_01416
OG0000821	Prap.g_00144	Syar.g_01410
OG0000822	Prap.g_00145	Syar.g_01408
OG0000823	Prap.g_00146	Syar.g_00017, Syar.g_01407
OG0000824	Prap.g_00149	Syar.g_01402
OG0000825	Prap.g_00150	Syar.g_01401
OG0000826	Prap.g_00151	Syar.g_01400
OG0000827	Prap.g_00152	Syar.g_01399
OG0000828	Prap.g_00155	Syar.g_01396
OG0000829	Prap.g_00156	Syar.g_01395
OG0000830	Prap.g_00157	Syar.g_01394
OG0000831	Prap.g_00159	Syar.g_01391
OG0000832	Prap.g_00169	Syar.g_01213
OG0000833	Prap.g_00178	Syar.g_02877
OG0000834	Prap.g_00179	Syar.g_02878
OG0000835	Prap.g_00180	Syar.g_02879
OG0000836	Prap.g_00181	Syar.g_02881
OG0000837	Prap.g_00182	Syar.g_02882
OG0000838	Prap.g_00184	Syar.g_02886
OG0000839	Prap.g_00185	Syar.g_02887
OG0000840	Prap.g_00186	Syar.g_02888
OG0000841	Prap.g_00187	Syar.g_02889
OG0000842	Prap.g_00188	Syar.g_02890
OG0000843	Prap.g_00189	Syar.g_02891
OG0000844	Prap.g_00190	Syar.g_02893
OG0000845	Prap.g_00191	Syar.g_02894
OG0000846	Prap.g_00192	Syar.g_02895
OG0000847	Prap.g_00193	Syar.g_02896
OG0000848	Prap.g_00194	Syar.g_02898
OG0000849	Prap.g_00195	Syar.g_02899
OG0000850	Prap.g_00197	Syar.g_02902
OG0000851	Prap.g_00198	Syar.g_02905
OG0000852	Prap.g_00199	Syar.g_02906
OG0000853	Prap.g_00205	Syar.g_02910
OG0000854	Prap.g_00207	Syar.g_02912
OG0000855	Prap.g_00208	Syar.g_02913
OG0000856	Prap.g_01139	Syar.g_02243
OG0000857	Prap.g_00768	Syar.g_02656
OG0000858	Prap.g_01786	Syar.g_02920
OG0000859	Prap.g_01785	Syar.g_02921
OG0000860	Prap.g_01777	Syar.g_02931
OG0000861	Prap.g_01776	Syar.g_02932
OG0000862	Prap.g_01775	Syar.g_02942
OG0000863	Prap.g_01773	Syar.g_02944
OG0000864	Prap.g_01772	Syar.g_02945
OG0000865	Prap.g_01771	Syar.g_02946
OG0000866	Prap.g_01770	Syar.g_02947
OG0000867	Prap.g_01769	Syar.g_02948
OG0000868	Prap.g_01767	Syar.g_02950
OG0000869	Prap.g_01764	Syar.g_02955
OG0000870	Prap.g_01759	Syar.g_02960
OG0000871	Prap.g_01758	Syar.g_02961
OG0000872	Prap.g_01757	Syar.g_02967
OG0000873	Prap.g_01753	Syar.g_02970
OG0000874	Prap.g_01750	Syar.g_02974
OG0000875	Prap.g_01749	Syar.g_02975
OG0000876	Prap.g_01748	Syar.g_01828
OG0000877	Prap.g_01746	Syar.g_02977
OG0000878	Prap.g_01745	Syar.g_02978
OG0000879	Prap.g_01744	Syar.g_02979
OG0000880	Prap.g_01743	Syar.g_02980
OG0000881	Prap.g_01739	Syar.g_02984
OG0000882	Prap.g_01734	Syar.g_02989
OG0000883	Prap.g_01732	Syar.g_02992
OG0000884	Prap.g_01730	Syar.g_02994
OG0000885	Prap.g_01729	Syar.g_02995
OG0000886	Prap.g_01728	Syar.g_02996
OG0000887	Prap.g_01727	Syar.g_02998
OG0000888	Prap.g_01725	Syar.g_03000
OG0000889	Prap.g_01723	Syar.g_03002
OG0000890	Prap.g_01722	Syar.g_03005
OG0000891	Prap.g_01721	Syar.g_03006
OG0000892	Prap.g_01719	Syar.g_03008
OG0000893	Prap.g_01715	Syar.g_00150
OG0000894	Prap.g_01712	Syar.g_00145
OG0000895	Prap.g_01708	Syar.g_00141
OG0000896	Prap.g_01707	Syar.g_00140
OG0000897	Prap.g_01705	Syar.g_00138
OG0000898	Prap.g_01704	Syar.g_00137
OG0000899	Prap.g_01703	Syar.g_00136
OG0000900	Prap.g_01702	Syar.g_00135
OG0000901	Prap.g_01699	Syar.g_00130
OG0000902	Prap.g_01697	Syar.g_01013
OG0000903	Prap.g_01693	Syar.g_01026
OG0000904	Prap.g_01689	Syar.g_01021
OG0000905	Prap.g_01695	Syar.g_01018
OG0000906	Prap.g_01696	Syar.g_01015
OG0000907	Prap.g_01686	Syar.g_01028
OG0000908	Prap.g_01683	Syar.g_01031
OG0000909	Prap.g_01682	Syar.g_01032
OG0000910	Prap.g_01681	Syar.g_01033
OG0000911	Prap.g_01679	Syar.g_01035
OG0000912	Prap.g_01678	Syar.g_01036
OG0000913	Prap.g_01677	Syar.g_01037
OG0000914	Prap.g_01676	Syar.g_01038
OG0000915	Prap.g_01675	Syar.g_01040
OG0000916	Prap.g_01674	Syar.g_01041
OG0000917	Prap.g_01673	Syar.g_01042
OG0000918	Prap.g_01672	Syar.g_01043
OG0000919	Prap.g_01671	Syar.g_01044
OG0000920	Prap.g_01670	Syar.g_01045
OG0000921	Prap.g_01669	Syar.g_01046
OG0000922	Prap.g_01668	Syar.g_01047
OG0000923	Prap.g_01664	Syar.g_01051
OG0000924	Prap.g_01663	Syar.g_01052
OG0000925	Prap.g_01662	Syar.g_01053
OG0000926	Prap.g_01661	Syar.g_01054
OG0000927	Prap.g_01659	Syar.g_01056
OG0000928	Prap.g_01658	Syar.g_01057
OG0000929	Prap.g_01657	Syar.g_01058
OG0000930	Prap.g_01656	Syar.g_01059
OG0000931	Prap.g_01655	Syar.g_01060
OG0000932	Prap.g_01654	Syar.g_01061
OG0000933	Prap.g_01650	Syar.g_01066
OG0000934	Prap.g_01647	Syar.g_01068
OG0000935	Prap.g_01646	Syar.g_01069
OG0000936	Prap.g_01645	Syar.g_01070
OG0000937	Prap.g_01644	Syar.g_01071
OG0000938	Prap.g_01641	Syar.g_01074
OG0000939	Prap.g_01640	Syar.g_01075
OG0000940	Prap.g_01633	Syar.g_01081
OG0000941	Prap.g_01631	Syar.g_01083
OG0000942	Prap.g_01629	Syar.g_01085
OG0000943	Prap.g_01628	Syar.g_01086
OG0000944	Prap.g_01626	Syar.g_01088
OG0000945	Prap.g_01625	Syar.g_01089
OG0000946	Prap.g_01620	Syar.g_01095
OG0000947	Prap.g_01618	Syar.g_01098
OG0000948	Prap.g_01617	Syar.g_01099
OG0000949	Prap.g_01614	Syar.g_00283
OG0000950	Prap.g_01607	Syar.g_00661
OG0000951	Prap.g_01603	Syar.g_00656
OG0000952	Prap.g_01599	Syar.g_00651
OG0000953	Prap.g_01595	Syar.g_00248
OG0000954	Prap.g_01591	Syar.g_00258
OG0000955	Prap.g_01590	Syar.g_00259
OG0000956	Prap.g_01588	Syar.g_00261
OG0000957	Prap.g_01582	Syar.g_00610
OG0000958	Prap.g_01581	Syar.g_00609
OG0000959	Prap.g_01577	Syar.g_00605
OG0000960	Prap.g_01576	Syar.g_00604
OG0000961	Prap.g_01573	Syar.g_00094
OG0000962	Prap.g_01571	Syar.g_00594
OG0000963	Prap.g_01567	Syar.g_00590
OG0000964	Prap.g_01566	Syar.g_00589
OG0000965	Prap.g_01565	Syar.g_00588
OG0000966	Prap.g_01559	Syar.g_00549
OG0000967	Prap.g_01555	Syar.g_00545
OG0000968	Prap.g_01553	Syar.g_00542
OG0000969	Prap.g_01552	Syar.g_00540
OG0000970	Prap.g_01551	Syar.g_00539
OG0000971	Prap.g_01550	Syar.g_00537
OG0000972	Prap.g_01549	Syar.g_00536
OG0000973	Prap.g_01548	Syar.g_00535
OG0000974	Prap.g_01547	Syar.g_00534
OG0000975	Prap.g_01546	Syar.g_00533
OG0000976	Prap.g_01545	Syar.g_00532
OG0000977	Prap.g_01544	Syar.g_00530
OG0000978	Prap.g_01543	Syar.g_00529
OG0000979	Prap.g_01541	Syar.g_00526
OG0000980	Prap.g_01539	Syar.g_00523
OG0000981	Prap.g_01536	Syar.g_00520
OG0000982	Prap.g_01534	Syar.g_00331
OG0000983	Prap.g_01533	Syar.g_00332
OG0000984	Prap.g_01532	Syar.g_00333
OG0000985	Prap.g_01529	Syar.g_00337
OG0000986	Prap.g_01527	Syar.g_00344
OG0000987	Prap.g_01526	Syar.g_00346
OG0000988	Prap.g_01523	Syar.g_00352
OG0000989	Prap.g_01519	Syar.g_00377
OG0000990	Prap.g_01515	Syar.g_00697
OG0000991	Prap.g_01514	Syar.g_00700
OG0000992	Prap.g_01511	Syar.g_00704
OG0000993	Prap.g_01510	Syar.g_00705
OG0000994	Prap.g_01509	Syar.g_00708
OG0000995	Prap.g_01505	Syar.g_03212, Syar.g_00624
OG0000996	Prap.g_01504	Syar.g_00861
OG0000997	Prap.g_01501	Syar.g_00437
OG0000998	Prap.g_01499	Syar.g_00439
OG0000999	Prap.g_01498	Syar.g_00440
OG0001000	Prap.g_01495	Syar.g_00955, Syar.g_00444
OG0001001	Prap.g_01492	Syar.g_00450
OG0001002	Prap.g_01874	Syar.g_00457
OG0001003	Prap.g_01873	Syar.g_00459
OG0001004	Prap.g_01872	Syar.g_00460
OG0001005	Prap.g_01871	Syar.g_00461
OG0001006	Prap.g_00056	Syar.g_00468
OG0001007	Prap.g_00054	Syar.g_00470
OG0001008	Prap.g_01329	Syar.g_01178, Syar.g_03274
OG0001009	Prap.g_00928	Syar.g_00500
OG0001010	Prap.g_00927	Syar.g_00501
OG0001011	Prap.g_00925	Syar.g_00503
OG0001013	Prap.g_00904	Syar.g_00906
OG0001014	Prap.g_00901	Syar.g_00914
OG0001015	Prap.g_00899	Syar.g_00915
OG0001017	Prap.g_01100	Syar.g_03050
OG0001018	Prap.g_01098	Syar.g_03052
OG0001019	Prap.g_01089	Syar.g_03086
OG0001020	Prap.g_01088	Syar.g_03092
OG0001021	Prap.g_01087	Syar.g_03098
OG0001022	Prap.g_01084	Syar.g_03102
OG0001023	Prap.g_01083	Syar.g_03103
OG0001024	Prap.g_01079	Syar.g_02276
OG0001025	Prap.g_01072	Syar.g_03115
OG0001026	Prap.g_01063	Syar.g_03131
OG0001027	Prap.g_01062	Syar.g_00031
OG0001028	Prap.g_01060	Syar.g_00034
OG0001029	Prap.g_01059	Syar.g_00036
OG0001030	Prap.g_01043	Syar.g_00058
OG0001031	Prap.g_00983	Syar.g_00129
OG0001032	Prap.g_00982	Syar.g_01011
OG0001033	Prap.g_00961	Syar.g_00962
OG0001034	Prap.g_01476	Syar.g_03022
OG0001035	Prap.g_01456	Syar.g_00171
OG0001036	Prap.g_01452	Syar.g_00193
OG0001037	Prap.g_01451	Syar.g_00195
OG0001038	Prap.g_01432	Syar.g_00223
OG0001039	Prap.g_01429	Syar.g_00226
OG0001040	Prap.g_01427	Syar.g_00229
OG0001041	Prap.g_01422	Syar.g_00234
OG0001042	Prap.g_01405	Syar.g_00831
OG0001043	Prap.g_01404	Syar.g_00826
OG0001044	Prap.g_01373	Syar.g_01117
OG0001045	Prap.g_01364	Syar.g_01130
OG0001046	Prap.g_01827	Syar.g_02514
OG0001047	Prap.g_01327	Syar.g_01180
OG0001048	Prap.g_01326	Syar.g_01181
OG0001049	Prap.g_01324	Syar.g_02872
OG0001050	Prap.g_01323	Syar.g_02871
OG0001051	Prap.g_01322	Syar.g_02870
OG0001052	Prap.g_01296	Syar.g_01269
OG0001053	Prap.g_01284	Syar.g_01472
OG0001054	Prap.g_01269	Syar.g_01492
OG0001055	Prap.g_01250	Syar.g_01513
OG0001056	Prap.g_01233	Syar.g_02349
OG0001057	Prap.g_01228	Syar.g_02341
OG0001058	Prap.g_01220	Syar.g_02324
OG0001059	Prap.g_01216	Syar.g_00422
OG0001060	Prap.g_01210	Syar.g_02315
OG0001061	Prap.g_01195	Syar.g_02297
OG0001062	Prap.g_01193	Syar.g_02294
OG0001063	Prap.g_01191	Syar.g_02209
OG0001064	Prap.g_01190	Syar.g_02208
OG0001065	Prap.g_01189	Syar.g_02207
OG0001066	Prap.g_01188	Syar.g_02206
OG0001067	Prap.g_01187	Syar.g_02205
OG0001068	Prap.g_01186	Syar.g_02204
OG0001069	Prap.g_01185	Syar.g_02203
OG0001070	Prap.g_01181	Syar.g_02200
OG0001071	Prap.g_01180	Syar.g_02199
OG0001072	Prap.g_01178	Syar.g_02195
OG0001073	Prap.g_01164	Syar.g_02182
OG0001074	Prap.g_01152	Syar.g_02031
OG0001075	Prap.g_01151	Syar.g_02215
OG0001076	Prap.g_01144	Syar.g_02253
OG0001077	Prap.g_01138	Syar.g_02240
OG0001078	Prap.g_00391	Syar.g_02419
OG0001079	Prap.g_00379	Syar.g_02431
OG0001080	Prap.g_00373	Syar.g_02442
OG0001081	Prap.g_00371	Syar.g_02444
OG0001082	Prap.g_00370	Syar.g_02445
OG0001083	Prap.g_00365	Syar.g_02473
OG0001084	Prap.g_00364	Syar.g_02474
OG0001085	Prap.g_00831	Syar.g_01688
OG0001086	Prap.g_00830	Syar.g_01686
OG0001087	Prap.g_00812	Syar.g_02347
OG0001088	Prap.g_00811	Syar.g_00431
OG0001089	Prap.g_00800	Syar.g_01942
OG0001090	Prap.g_00790	Syar.g_01582
OG0001091	Prap.g_00344	Syar.g_01580
OG0001092	Prap.g_00343	Syar.g_01578
OG0001093	Prap.g_00338	Syar.g_01572
OG0001094	Prap.g_00345	Syar.g_02633
OG0001095	Prap.g_00770	Syar.g_02653
OG0001096	Prap.g_00756	Syar.g_02476
OG0001097	Prap.g_00736	Syar.g_01823
OG0001098	Prap.g_00717	Syar.g_01672
OG0001099	Prap.g_00655	Syar.g_00035
OG0001100	Prap.g_00867	Syar.g_01625
OG0001101	Prap.g_00864	Syar.g_01623
OG0001102	Prap.g_00861	Syar.g_01620
OG0001103	Prap.g_00859	Syar.g_01618
OG0001104	Prap.g_00836	Syar.g_02616
OG0001105	Prap.g_00832	Syar.g_02620
OG0001106	Prap.g_00248	Syar.g_02553
OG0001107	Prap.g_00255	Syar.g_02541
OG0001109	Prap.g_00260	Syar.g_02529
OG0001110	Prap.g_00262	Syar.g_02527
OG0001111	Prap.g_00263	Syar.g_02525
OG0001112	Prap.g_00264	Syar.g_02523
OG0001113	Prap.g_00265	Syar.g_02522
OG0001114	Prap.g_00266	Syar.g_02521
OG0001115	Prap.g_00268	Syar.g_02519
OG0001116	Prap.g_00269	Syar.g_02517
OG0001117	Prap.g_00270	Syar.g_02516
OG0001118	Prap.g_00271	Syar.g_02515
OG0001119	Prap.g_00272	Syar.g_02513
OG0001120	Prap.g_00274	Syar.g_02507
OG0001122	Prap.g_00294	Syar.g_01803
OG0001123	Prap.g_00300	Syar.g_01796
OG0001124	Prap.g_00302	Syar.g_01793
OG0001125	Prap.g_00304	Syar.g_01791
OG0001126	Prap.g_00697	Syar.g_01375
OG0001127	Prap.g_00698	Syar.g_01374
OG0001128	Prap.g_00700	Syar.g_01371
OG0001129	Prap.g_00701	Syar.g_01369
OG0001130	Prap.g_00702	Syar.g_01368
OG0001131	Prap.g_01345	Syar.g_02448
OG0001132	Prap.g_00020	Syar.g_00684
OG0001133	Prap.g_00058	Syar.g_02249
OG0001134	Prap.g_01883	Syar.g_02235
OG0001135	Prap.g_01880	Syar.g_02232
OG0001136	Prap.g_00459	Syar.g_01536
OG0001137	Prap.g_00447	Syar.g_01944
OG0001138	Prap.g_00426	Syar.g_01977
OG0001139	Prap.g_00424	Syar.g_01980
OG0001140	Prap.g_00423	Syar.g_01981
OG0001141	Prap.g_00422	Syar.g_01982
OG0001142	Prap.g_00421	Syar.g_01983
