Orthogroup	Prap	Syae
OG0000585	Prap.g_01155	Syae.g_00022
OG0000586	Prap.g_01154	Syae.g_00023
OG0000587	Prap.g_01153	Syae.g_00025
OG0000588	Prap.g_01149	Syae.g_00043
OG0000589	Prap.g_01147	Syae.g_00047
OG0000590	Prap.g_01146	Syae.g_00048
OG0000591	Prap.g_01142	Syae.g_00056
OG0000592	Prap.g_01141	Syae.g_00057
OG0000593	Prap.g_00395	Syae.g_00070
OG0000594	Prap.g_00394	Syae.g_00071
OG0000595	Prap.g_00393	Syae.g_00072
OG0000596	Prap.g_00389	Syae.g_00077
OG0000597	Prap.g_00386	Syae.g_00080
OG0000598	Prap.g_00385	Syae.g_00081
OG0000599	Prap.g_00382	Syae.g_00084
OG0000600	Prap.g_00381	Syae.g_00085
OG0000601	Prap.g_00380	Syae.g_00086
OG0000602	Prap.g_00378	Syae.g_00091
OG0000603	Prap.g_00377	Syae.g_00092
OG0000604	Prap.g_00376	Syae.g_00095
OG0000605	Prap.g_00375	Syae.g_00260
OG0000606	Prap.g_00372	Syae.g_00616
OG0000607	Prap.g_00369	Syae.g_00613
OG0000608	Prap.g_00368	Syae.g_00612
OG0000609	Prap.g_00367	Syae.g_00610
OG0000610	Prap.g_00361	Syae.g_00601
OG0000611	Prap.g_00358	Syae.g_00598
OG0000612	Prap.g_00357	Syae.g_00597
OG0000613	Prap.g_00828	Syae.g_01910
OG0000614	Prap.g_00807	Syae.g_00765
OG0000615	Prap.g_00796	Syae.g_00557
OG0000616	Prap.g_01489	Syae.g_01696
OG0000617	Prap.g_00341	Syae.g_00464
OG0000618	Prap.g_00340	Syae.g_00463
OG0000619	Prap.g_00339	Syae.g_00462
OG0000620	Prap.g_00336	Syae.g_00456
OG0000621	Prap.g_00335	Syae.g_00455
OG0000622	Prap.g_00334	Syae.g_00454
OG0000623	Prap.g_00333	Syae.g_00453
OG0000624	Prap.g_00331	Syae.g_00451
OG0000625	Prap.g_00330	Syae.g_00450
OG0000626	Prap.g_00329	Syae.g_00449
OG0000627	Prap.g_00328	Syae.g_00299
OG0000628	Prap.g_00327	Syae.g_00300
OG0000629	Prap.g_00326	Syae.g_00303
OG0000630	Prap.g_00323	Syae.g_00310
OG0000631	Prap.g_00683	Syae.g_00317
OG0000632	Prap.g_00682	Syae.g_00318
OG0000633	Prap.g_00681	Syae.g_00320
OG0000634	Prap.g_00787	Syae.g_00525
OG0000635	Prap.g_00786	Syae.g_00524
OG0000636	Prap.g_00784	Syae.g_00522
OG0000637	Prap.g_00782	Syae.g_00520
OG0000638	Prap.g_00781	Syae.g_00519
OG0000639	Prap.g_00780	Syae.g_00518
OG0000640	Prap.g_00779	Syae.g_00517
OG0000641	Prap.g_00775	Syae.g_00513
OG0000642	Prap.g_00774	Syae.g_00512
OG0000643	Prap.g_00773	Syae.g_00510
OG0000644	Prap.g_00772	Syae.g_00509
OG0000645	Prap.g_00771	Syae.g_00507
OG0000646	Prap.g_00769	Syae.g_00504
OG0000647	Prap.g_00767	Syae.g_00502
OG0000648	Prap.g_00765	Syae.g_00499
OG0000649	Prap.g_00764	Syae.g_00498
OG0000650	Prap.g_00763	Syae.g_00497
OG0000651	Prap.g_00762	Syae.g_00496
OG0000652	Prap.g_00761	Syae.g_00495
OG0000653	Prap.g_00759	Syae.g_00493
OG0000654	Prap.g_00758	Syae.g_00492
OG0000655	Prap.g_00757	Syae.g_00491
OG0000656	Prap.g_00754	Syae.g_00488
OG0000657	Prap.g_00746	Syae.g_00834
OG0000658	Prap.g_00744	Syae.g_00837
OG0000659	Prap.g_00743	Syae.g_00838
OG0000660	Prap.g_00739	Syae.g_00842
OG0000661	Prap.g_00737	Syae.g_00844
OG0000662	Prap.g_00735	Syae.g_00846
OG0000663	Prap.g_00733	Syae.g_00849
OG0000664	Prap.g_00732	Syae.g_00850
OG0000665	Prap.g_00726	Syae.g_00121
OG0000666	Prap.g_00725	Syae.g_00258
OG0000667	Prap.g_00721	Syae.g_02056
OG0000668	Prap.g_00660	Syae.g_00418
OG0000669	Prap.g_00869	Syae.g_00585
OG0000670	Prap.g_00866	Syae.g_00582
OG0000671	Prap.g_00863	Syae.g_00580
OG0000672	Prap.g_00860	Syae.g_00577
OG0000673	Prap.g_00857	Syae.g_00574
OG0000674	Prap.g_00855	Syae.g_00572
OG0000675	Prap.g_00854	Syae.g_00571
OG0000676	Prap.g_00852	Syae.g_00569
OG0000677	Prap.g_00851	Syae.g_00568
OG0000678	Prap.g_00849	Syae.g_00564
OG0000679	Prap.g_00845	Syae.g_00555
OG0000680	Prap.g_00844	Syae.g_00554
OG0000681	Prap.g_00841	Syae.g_00551
OG0000682	Prap.g_00840	Syae.g_00550
OG0000683	Prap.g_00839	Syae.g_00549
OG0000684	Prap.g_00837	Syae.g_00545
OG0000685	Prap.g_00835	Syae.g_00543
OG0000686	Prap.g_00834	Syae.g_00542
OG0000687	Prap.g_00833	Syae.g_00541
OG0000688	Prap.g_00353	Syae.g_00536
OG0000689	Prap.g_00352	Syae.g_00534
OG0000690	Prap.g_00351	Syae.g_00533
OG0000691	Prap.g_00350	Syae.g_00532
OG0000692	Prap.g_00348	Syae.g_00531
OG0000693	Prap.g_00347	Syae.g_00529
OG0000694	Prap.g_00346	Syae.g_00528
OG0000695	Prap.g_00679	Syae.g_00322
OG0000696	Prap.g_00678	Syae.g_00323
OG0000697	Prap.g_00677	Syae.g_00325
OG0000698	Prap.g_00239	Syae.g_00328
OG0000699	Prap.g_00240	Syae.g_00330
OG0000700	Prap.g_00241	Syae.g_00331
OG0000701	Prap.g_00242	Syae.g_00332
OG0000702	Prap.g_00244	Syae.g_00341
OG0000703	Prap.g_00245	Syae.g_00342
OG0000704	Prap.g_00247	Syae.g_00345
OG0000705	Prap.g_00250	Syae.g_00352
OG0000706	Prap.g_00251	Syae.g_00353
OG0000707	Prap.g_00252	Syae.g_00354
OG0000708	Prap.g_00254	Syae.g_00357
OG0000709	Prap.g_00258	Syae.g_00365
OG0000710	Prap.g_00261	Syae.g_00369
OG0000711	Prap.g_00279	Syae.g_00398
OG0000712	Prap.g_00280	Syae.g_00400
OG0000713	Prap.g_00281	Syae.g_00401
OG0000714	Prap.g_00282	Syae.g_00403
OG0000715	Prap.g_00284	Syae.g_00405
OG0000716	Prap.g_00286	Syae.g_00409
OG0000717	Prap.g_00287	Syae.g_00410
OG0000718	Prap.g_00291	Syae.g_00414
OG0000719	Prap.g_00293	Syae.g_00416
OG0000720	Prap.g_00305	Syae.g_00429
OG0000721	Prap.g_00309	Syae.g_00431
OG0000722	Prap.g_00310	Syae.g_00432
OG0000723	Prap.g_00314	Syae.g_00445
OG0000724	Prap.g_00703	Syae.g_00799
OG0000725	Prap.g_00709	Syae.g_00789
OG0000726	Prap.g_00710	Syae.g_00788
OG0000727	Prap.g_00711	Syae.g_00787
OG0000728	Prap.g_00713	Syae.g_00785
OG0000729	Prap.g_00539	Syae.g_01819
OG0000730	Prap.g_00498	Syae.g_02189
OG0000731	Prap.g_01366	Syae.g_02201
OG0000732	Prap.g_01538	Syae.g_01764
OG0000733	Prap.g_01882	Syae.g_01599
OG0000734	Prap.g_00472	Syae.g_01371
OG0000735	Prap.g_00470	Syae.g_00942
OG0000736	Prap.g_00469	Syae.g_00941
OG0000737	Prap.g_00468	Syae.g_00940
OG0000738	Prap.g_00464	Syae.g_00935
OG0000739	Prap.g_00463	Syae.g_00928
OG0000740	Prap.g_00462	Syae.g_00927
OG0000741	Prap.g_00460	Syae.g_00924
OG0000742	Prap.g_00457	Syae.g_00922
OG0000743	Prap.g_00455	Syae.g_00920
OG0000744	Prap.g_00454	Syae.g_00919
OG0000745	Prap.g_00453	Syae.g_00917
OG0000746	Prap.g_00451	Syae.g_00915
OG0000747	Prap.g_00450	Syae.g_00914
OG0000748	Prap.g_00446	Syae.g_00902
OG0000749	Prap.g_00445	Syae.g_00900
OG0000750	Prap.g_00444	Syae.g_00899
OG0000751	Prap.g_00441	Syae.g_00892
OG0000752	Prap.g_00439	Syae.g_00890
OG0000753	Prap.g_00437	Syae.g_00887
OG0000754	Prap.g_00434	Syae.g_00641
OG0000755	Prap.g_00428	Syae.g_00651
OG0000756	Prap.g_00427	Syae.g_00652
OG0000757	Prap.g_00420	Syae.g_00661
OG0000758	Prap.g_00419	Syae.g_00662
OG0000759	Prap.g_00418	Syae.g_00663
OG0000760	Prap.g_00417	Syae.g_00664
OG0000761	Prap.g_00416	Syae.g_00668
OG0000762	Prap.g_00415	Syae.g_00672
OG0000763	Prap.g_00413	Syae.g_00676
OG0000764	Prap.g_00412	Syae.g_00677
OG0000765	Prap.g_00404	Syae.g_00695
OG0000766	Prap.g_00403	Syae.g_00696
OG0000767	Prap.g_00401	Syae.g_00698
OG0000768	Prap.g_00400	Syae.g_00699
OG0000769	Prap.g_00398	Syae.g_00701
OG0000770	Prap.g_01136	Syae.g_00704
OG0000771	Prap.g_00217	Syae.g_00805
OG0000772	Prap.g_01853	Syae.g_00168
OG0000773	Prap.g_00552	Syae.g_00947
OG0000774	Prap.g_00554	Syae.g_00951
OG0000775	Prap.g_00556	Syae.g_00954
OG0000776	Prap.g_00557	Syae.g_00955
OG0000777	Prap.g_00558	Syae.g_00956
OG0000778	Prap.g_00559	Syae.g_00957
OG0000779	Prap.g_00563	Syae.g_00963
OG0000780	Prap.g_00564	Syae.g_00967
OG0000781	Prap.g_00568	Syae.g_00971
OG0000782	Prap.g_00569	Syae.g_00972
OG0000783	Prap.g_00570	Syae.g_00973
OG0000784	Prap.g_00571	Syae.g_00974
OG0000785	Prap.g_00573	Syae.g_00976
OG0000786	Prap.g_00576	Syae.g_02477
OG0000787	Prap.g_00577	Syae.g_02476
OG0000788	Prap.g_01268	Syae.g_00087
OG0000789	Prap.g_00220	Syae.g_00281
OG0000790	Prap.g_00064	Syae.g_02294
OG0000791	Prap.g_00066	Syae.g_02292
OG0000792	Prap.g_00067	Syae.g_02291
OG0000793	Prap.g_00070	Syae.g_02286
OG0000794	Prap.g_00071	Syae.g_02285
OG0000795	Prap.g_00072	Syae.g_02284
OG0000796	Prap.g_00076	Syae.g_02280
OG0000797	Prap.g_00077	Syae.g_02279
OG0000798	Prap.g_00004	Syae.g_01205
OG0000799	Prap.g_00104	Syae.g_00010
OG0000800	Prap.g_00105	Syae.g_00009
OG0000801	Prap.g_00106	Syae.g_00008
OG0000802	Prap.g_00108	Syae.g_02686
OG0000803	Prap.g_00110	Syae.g_02680
OG0000804	Prap.g_00111	Syae.g_02677
OG0000805	Prap.g_00113	Syae.g_02663
OG0000806	Prap.g_00115	Syae.g_02661
OG0000807	Prap.g_00116	Syae.g_02659
OG0000808	Prap.g_00117	Syae.g_02658
OG0000809	Prap.g_00119	Syae.g_02655
OG0000810	Prap.g_00120	Syae.g_02654
OG0000811	Prap.g_00124	Syae.g_02648
OG0000812	Prap.g_00126	Syae.g_02646
OG0000813	Prap.g_00127	Syae.g_02645
OG0000814	Prap.g_00129	Syae.g_02643
OG0000815	Prap.g_00130	Syae.g_02642
OG0000816	Prap.g_00132	Syae.g_02641
OG0000817	Prap.g_00133	Syae.g_02640
OG0000818	Prap.g_00138	Syae.g_02634
OG0000819	Prap.g_00139	Syae.g_02633
OG0000820	Prap.g_00140	Syae.g_02632
OG0000821	Prap.g_00144	Syae.g_02626
OG0000822	Prap.g_00145	Syae.g_02624
OG0000823	Prap.g_00146	Syae.g_02623
OG0000824	Prap.g_00149	Syae.g_02617
OG0000825	Prap.g_00150	Syae.g_02616
OG0000826	Prap.g_00151	Syae.g_02615
OG0000827	Prap.g_00152	Syae.g_02614
OG0000828	Prap.g_00155	Syae.g_02612
OG0000829	Prap.g_00156	Syae.g_02611
OG0000830	Prap.g_00157	Syae.g_02610
OG0000831	Prap.g_00159	Syae.g_02608
OG0000832	Prap.g_00169	Syae.g_01081
OG0000833	Prap.g_00178	Syae.g_01106
OG0000834	Prap.g_00179	Syae.g_01108
OG0000835	Prap.g_00180	Syae.g_01109
OG0000836	Prap.g_00181	Syae.g_01113
OG0000837	Prap.g_00182	Syae.g_01115
OG0000838	Prap.g_00184	Syae.g_01119
OG0000839	Prap.g_00185	Syae.g_01120
OG0000840	Prap.g_00186	Syae.g_01121
OG0000841	Prap.g_00187	Syae.g_01122
OG0000842	Prap.g_00188	Syae.g_01123
OG0000843	Prap.g_00189	Syae.g_01124
OG0000844	Prap.g_00190	Syae.g_01125
OG0000845	Prap.g_00191	Syae.g_01126
OG0000846	Prap.g_00192	Syae.g_01127
OG0000847	Prap.g_00193	Syae.g_01128
OG0000848	Prap.g_00194	Syae.g_01130
OG0000849	Prap.g_00195	Syae.g_01131
OG0000850	Prap.g_00197	Syae.g_01133
OG0000851	Prap.g_00198	Syae.g_01139
OG0000852	Prap.g_00199	Syae.g_01140
OG0000853	Prap.g_00205	Syae.g_01144
OG0000854	Prap.g_00207	Syae.g_01146
OG0000855	Prap.g_00208	Syae.g_01147
OG0000856	Prap.g_01139	Syae.g_00059
OG0000857	Prap.g_00768	Syae.g_00503
OG0000858	Prap.g_01786	Syae.g_01153
OG0000859	Prap.g_01785	Syae.g_01154
OG0000860	Prap.g_01777	Syae.g_01165
OG0000861	Prap.g_01776	Syae.g_01166
OG0000862	Prap.g_01775	Syae.g_01167
OG0000863	Prap.g_01773	Syae.g_01170
OG0000864	Prap.g_01772	Syae.g_01171
OG0000865	Prap.g_01771	Syae.g_01172
OG0000866	Prap.g_01770	Syae.g_01173
OG0000867	Prap.g_01769	Syae.g_01174
OG0000868	Prap.g_01767	Syae.g_01177
OG0000869	Prap.g_01764	Syae.g_01182
OG0000870	Prap.g_01759	Syae.g_01187
OG0000871	Prap.g_01758	Syae.g_01188
OG0000872	Prap.g_01757	Syae.g_01196
OG0000873	Prap.g_01753	Syae.g_01199
OG0000874	Prap.g_01750	Syae.g_01194
OG0000875	Prap.g_01749	Syae.g_01244
OG0000876	Prap.g_01748	Syae.g_01020
OG0000877	Prap.g_01746	Syae.g_01025
OG0000878	Prap.g_01745	Syae.g_01026
OG0000879	Prap.g_01744	Syae.g_01027
OG0000880	Prap.g_01743	Syae.g_01028
OG0000881	Prap.g_01739	Syae.g_01034
OG0000882	Prap.g_01734	Syae.g_01039
OG0000883	Prap.g_01732	Syae.g_01041
OG0000884	Prap.g_01730	Syae.g_01043
OG0000885	Prap.g_01729	Syae.g_01044
OG0000886	Prap.g_01728	Syae.g_01045
OG0000887	Prap.g_01727	Syae.g_01046
OG0000888	Prap.g_01725	Syae.g_01048
OG0000889	Prap.g_01723	Syae.g_01050
OG0000890	Prap.g_01722	Syae.g_01056
OG0000891	Prap.g_01721	Syae.g_01057
OG0000892	Prap.g_01719	Syae.g_01059
OG0000893	Prap.g_01715	Syae.g_02031
OG0000894	Prap.g_01712	Syae.g_02034
OG0000895	Prap.g_01708	Syae.g_02038
OG0000896	Prap.g_01707	Syae.g_02039
OG0000897	Prap.g_01705	Syae.g_02041
OG0000898	Prap.g_01704	Syae.g_02042
OG0000899	Prap.g_01703	Syae.g_02043
OG0000900	Prap.g_01702	Syae.g_02044
OG0000901	Prap.g_01699	Syae.g_02049
OG0000902	Prap.g_01697	Syae.g_02051
OG0000903	Prap.g_01693	Syae.g_02077
OG0000904	Prap.g_01689	Syae.g_02071
OG0000905	Prap.g_01695	Syae.g_02065
OG0000906	Prap.g_01696	Syae.g_02063
OG0000907	Prap.g_01686	Syae.g_02079
OG0000908	Prap.g_01683	Syae.g_02082
OG0000909	Prap.g_01682	Syae.g_02083
OG0000910	Prap.g_01681	Syae.g_02084
OG0000911	Prap.g_01679	Syae.g_02086
OG0000912	Prap.g_01678	Syae.g_02087
OG0000913	Prap.g_01677	Syae.g_02088
OG0000914	Prap.g_01676	Syae.g_02089
OG0000915	Prap.g_01675	Syae.g_02091
OG0000916	Prap.g_01674	Syae.g_02092
OG0000917	Prap.g_01673	Syae.g_02093
OG0000918	Prap.g_01672	Syae.g_02094
OG0000919	Prap.g_01671	Syae.g_02095
OG0000920	Prap.g_01670	Syae.g_02096
OG0000921	Prap.g_01669	Syae.g_02097
OG0000922	Prap.g_01668	Syae.g_02098
OG0000923	Prap.g_01664	Syae.g_02102
OG0000924	Prap.g_01663	Syae.g_02103
OG0000925	Prap.g_01662	Syae.g_02104
OG0000926	Prap.g_01661	Syae.g_02105
OG0000927	Prap.g_01659	Syae.g_02107
OG0000928	Prap.g_01658	Syae.g_02108
OG0000929	Prap.g_01657	Syae.g_02109
OG0000930	Prap.g_01656	Syae.g_02110
OG0000931	Prap.g_01655	Syae.g_02111
OG0000932	Prap.g_01654	Syae.g_02112
OG0000933	Prap.g_01650	Syae.g_02118
OG0000934	Prap.g_01647	Syae.g_02120
OG0000935	Prap.g_01646	Syae.g_02121
OG0000936	Prap.g_01645	Syae.g_02122
OG0000937	Prap.g_01644	Syae.g_02123
OG0000938	Prap.g_01641	Syae.g_02126
OG0000939	Prap.g_01640	Syae.g_02127
OG0000940	Prap.g_01633	Syae.g_02133
OG0000941	Prap.g_01631	Syae.g_02135
OG0000942	Prap.g_01629	Syae.g_02137
OG0000943	Prap.g_01628	Syae.g_02138
OG0000944	Prap.g_01626	Syae.g_02140
OG0000945	Prap.g_01625	Syae.g_02142
OG0000946	Prap.g_01620	Syae.g_02146
OG0000947	Prap.g_01618	Syae.g_02149
OG0000948	Prap.g_01617	Syae.g_02150
OG0000949	Prap.g_01614	Syae.g_01884
OG0000950	Prap.g_01607	Syae.g_01873
OG0000951	Prap.g_01603	Syae.g_01866
OG0000952	Prap.g_01599	Syae.g_01859
OG0000953	Prap.g_01595	Syae.g_01854
OG0000954	Prap.g_01591	Syae.g_01845
OG0000955	Prap.g_01590	Syae.g_01844
OG0000956	Prap.g_01588	Syae.g_01842
OG0000957	Prap.g_01582	Syae.g_01831
OG0000958	Prap.g_01581	Syae.g_01830
OG0000959	Prap.g_01577	Syae.g_01826
OG0000960	Prap.g_01576	Syae.g_01825
OG0000961	Prap.g_01573	Syae.g_01822
OG0000962	Prap.g_01571	Syae.g_01820
OG0000963	Prap.g_01567	Syae.g_01814
OG0000964	Prap.g_01566	Syae.g_01813
OG0000965	Prap.g_01565	Syae.g_01812
OG0000966	Prap.g_01559	Syae.g_01789
OG0000967	Prap.g_01555	Syae.g_01782
OG0000968	Prap.g_01553	Syae.g_01787
OG0000969	Prap.g_01552	Syae.g_01785
OG0000970	Prap.g_01551	Syae.g_01784
OG0000971	Prap.g_01550	Syae.g_01779
OG0000972	Prap.g_01549	Syae.g_01778
OG0000973	Prap.g_01548	Syae.g_01777
OG0000974	Prap.g_01547	Syae.g_01776
OG0000975	Prap.g_01546	Syae.g_01775
OG0000976	Prap.g_01545	Syae.g_01774
OG0000977	Prap.g_01544	Syae.g_01772
OG0000978	Prap.g_01543	Syae.g_01771
OG0000979	Prap.g_01541	Syae.g_01768
OG0000980	Prap.g_01539	Syae.g_01765
OG0000981	Prap.g_01536	Syae.g_01762
OG0000982	Prap.g_01534	Syae.g_01568
OG0000983	Prap.g_01533	Syae.g_01569
OG0000984	Prap.g_01532	Syae.g_01570
OG0000985	Prap.g_01529	Syae.g_01572
OG0000986	Prap.g_01527	Syae.g_01575
OG0000987	Prap.g_01526	Syae.g_01577
OG0000988	Prap.g_01523	Syae.g_01583
OG0000989	Prap.g_01519	Syae.g_01591
OG0000990	Prap.g_01515	Syae.g_01606
OG0000991	Prap.g_01514	Syae.g_01609
OG0000992	Prap.g_01511	Syae.g_01612
OG0000993	Prap.g_01510	Syae.g_01613
OG0000994	Prap.g_01509	Syae.g_01616
OG0000995	Prap.g_01505	Syae.g_01627
OG0000996	Prap.g_01504	Syae.g_01667
OG0000997	Prap.g_01501	Syae.g_01678
OG0000998	Prap.g_01499	Syae.g_01680
OG0000999	Prap.g_01498	Syae.g_01683
OG0001000	Prap.g_01495	Syae.g_01686
OG0001001	Prap.g_01492	Syae.g_01692
OG0001002	Prap.g_01874	Syae.g_01699
OG0001003	Prap.g_01873	Syae.g_01701
OG0001004	Prap.g_01872	Syae.g_01702
OG0001005	Prap.g_01871	Syae.g_01703
OG0001006	Prap.g_00056	Syae.g_01710
OG0001007	Prap.g_00054	Syae.g_01712
OG0001008	Prap.g_01329	Syae.g_00993
OG0001009	Prap.g_00928	Syae.g_01744
OG0001010	Prap.g_00927	Syae.g_01745
OG0001011	Prap.g_00925	Syae.g_01747
OG0001012	Prap.g_00911	Syae.g_01564
OG0001013	Prap.g_00904	Syae.g_01552
OG0001014	Prap.g_00901	Syae.g_01548
OG0001015	Prap.g_00899	Syae.g_01547
OG0001016	Prap.g_00877	Syae.g_01290
OG0001017	Prap.g_01100	Syae.g_01296
OG0001018	Prap.g_01098	Syae.g_01298
OG0001019	Prap.g_01089	Syae.g_01334
OG0001020	Prap.g_01088	Syae.g_01340
OG0001021	Prap.g_01087	Syae.g_01344
OG0001022	Prap.g_01084	Syae.g_01348
OG0001023	Prap.g_01083	Syae.g_01349
OG0001024	Prap.g_01079	Syae.g_01353
OG0001025	Prap.g_01072	Syae.g_01360
OG0001026	Prap.g_01063	Syae.g_01373
OG0001027	Prap.g_01062	Syae.g_01377
OG0001028	Prap.g_01060	Syae.g_01379
OG0001029	Prap.g_01059	Syae.g_01381
OG0001030	Prap.g_01043	Syae.g_01403
OG0001031	Prap.g_00983	Syae.g_01475
OG0001032	Prap.g_00982	Syae.g_01479
OG0001033	Prap.g_00961	Syae.g_01505
OG0001034	Prap.g_01476	Syae.g_02238
OG0001035	Prap.g_01456	Syae.g_02006
OG0001036	Prap.g_01452	Syae.g_02001
OG0001037	Prap.g_01451	Syae.g_01999
OG0001038	Prap.g_01432	Syae.g_01971
OG0001039	Prap.g_01429	Syae.g_01968
OG0001040	Prap.g_01427	Syae.g_01965
OG0001041	Prap.g_01422	Syae.g_01960
OG0001042	Prap.g_01405	Syae.g_01935
OG0001043	Prap.g_01404	Syae.g_01931
OG0001044	Prap.g_01373	Syae.g_02191
OG0001045	Prap.g_01364	Syae.g_02204
OG0001046	Prap.g_01827	Syae.g_00385
OG0001047	Prap.g_01327	Syae.g_00991
OG0001048	Prap.g_01326	Syae.g_00990
OG0001049	Prap.g_01324	Syae.g_00987
OG0001050	Prap.g_01323	Syae.g_00986
OG0001051	Prap.g_01322	Syae.g_00985
OG0001052	Prap.g_01296	Syae.g_02526
OG0001053	Prap.g_01284	Syae.g_02312
OG0001054	Prap.g_01269	Syae.g_02329
OG0001055	Prap.g_01250	Syae.g_02350
OG0001056	Prap.g_01233	Syae.g_02379
OG0001057	Prap.g_01228	Syae.g_02388
OG0001058	Prap.g_01220	Syae.g_02402
OG0001059	Prap.g_01216	Syae.g_02406
OG0001060	Prap.g_01210	Syae.g_02412
OG0001061	Prap.g_01195	Syae.g_02434
OG0001062	Prap.g_01193	Syae.g_02436
OG0001063	Prap.g_01191	Syae.g_02440
OG0001064	Prap.g_01190	Syae.g_02441
OG0001065	Prap.g_01189	Syae.g_02442
OG0001066	Prap.g_01188	Syae.g_02443
OG0001067	Prap.g_01187	Syae.g_02444
OG0001068	Prap.g_01186	Syae.g_02445
OG0001069	Prap.g_01185	Syae.g_02446
OG0001070	Prap.g_01181	Syae.g_02449
OG0001071	Prap.g_01180	Syae.g_02450
OG0001072	Prap.g_01178	Syae.g_02454
OG0001073	Prap.g_01164	Syae.g_02468
OG0001074	Prap.g_01152	Syae.g_00027
OG0001075	Prap.g_01151	Syae.g_00029
OG0001076	Prap.g_01144	Syae.g_00050
OG0001077	Prap.g_01138	Syae.g_00061
OG0001078	Prap.g_00391	Syae.g_00075
OG0001079	Prap.g_00379	Syae.g_00088
OG0001080	Prap.g_00373	Syae.g_00267
OG0001081	Prap.g_00371	Syae.g_00615
OG0001082	Prap.g_00370	Syae.g_00614
OG0001083	Prap.g_00365	Syae.g_00605
OG0001084	Prap.g_00364	Syae.g_00604
OG0001085	Prap.g_00831	Syae.g_00594
OG0001086	Prap.g_00830	Syae.g_00592
OG0001087	Prap.g_00812	Syae.g_00751
OG0001088	Prap.g_00811	Syae.g_00755
OG0001089	Prap.g_00800	Syae.g_00781
OG0001090	Prap.g_00790	Syae.g_00471
OG0001091	Prap.g_00344	Syae.g_00469
OG0001092	Prap.g_00343	Syae.g_00466
OG0001093	Prap.g_00338	Syae.g_00460
OG0001094	Prap.g_00345	Syae.g_00527
OG0001095	Prap.g_00770	Syae.g_00506
OG0001096	Prap.g_00756	Syae.g_00490
OG0001097	Prap.g_00736	Syae.g_00845
OG0001098	Prap.g_00717	Syae.g_00269
OG0001099	Prap.g_00655	Syae.g_01380
OG0001100	Prap.g_00867	Syae.g_00583
OG0001101	Prap.g_00864	Syae.g_00581
OG0001102	Prap.g_00861	Syae.g_00578
OG0001103	Prap.g_00859	Syae.g_00576
OG0001104	Prap.g_00836	Syae.g_00544
OG0001105	Prap.g_00832	Syae.g_00540
OG0001106	Prap.g_00248	Syae.g_00346
OG0001107	Prap.g_00255	Syae.g_00358
OG0001108	Prap.g_00259	Syae.g_00366
OG0001109	Prap.g_00260	Syae.g_00368
OG0001110	Prap.g_00262	Syae.g_00370
OG0001111	Prap.g_00263	Syae.g_00372
OG0001112	Prap.g_00264	Syae.g_00374
OG0001113	Prap.g_00265	Syae.g_00375
OG0001114	Prap.g_00266	Syae.g_00376
OG0001115	Prap.g_00268	Syae.g_00380
OG0001116	Prap.g_00269	Syae.g_00382
OG0001117	Prap.g_00270	Syae.g_00383
OG0001118	Prap.g_00271	Syae.g_00384
OG0001119	Prap.g_00272	Syae.g_00386
OG0001120	Prap.g_00274	Syae.g_00390
OG0001122	Prap.g_00294	Syae.g_00417
OG0001123	Prap.g_00300	Syae.g_00424
OG0001124	Prap.g_00302	Syae.g_00426
OG0001125	Prap.g_00304	Syae.g_00428
OG0001126	Prap.g_00697	Syae.g_00807
OG0001127	Prap.g_00698	Syae.g_00806
OG0001128	Prap.g_00700	Syae.g_00803
OG0001129	Prap.g_00701	Syae.g_00801
OG0001130	Prap.g_00702	Syae.g_00800
OG0001131	Prap.g_01345	Syae.g_00562
OG0001132	Prap.g_00020	Syae.g_00242
OG0001133	Prap.g_00058	Syae.g_00053
OG0001134	Prap.g_01883	Syae.g_00638
OG0001135	Prap.g_01880	Syae.g_00636
OG0001136	Prap.g_00459	Syae.g_00923
OG0001137	Prap.g_00447	Syae.g_00903
OG0001138	Prap.g_00426	Syae.g_00654
OG0001139	Prap.g_00424	Syae.g_00656
OG0001140	Prap.g_00423	Syae.g_00657
OG0001141	Prap.g_00422	Syae.g_00658
OG0001142	Prap.g_00421	Syae.g_00660
OG0001143	Prap.g_00414	Syae.g_00673
OG0001144	Prap.g_00409	Syae.g_00684
OG0001145	Prap.g_00553	Syae.g_00948
OG0001146	Prap.g_00565	Syae.g_00968
OG0001147	Prap.g_00585	Syae.g_02536
OG0001148	Prap.g_00061	Syae.g_02297
OG0001149	Prap.g_00062	Syae.g_02296
OG0001150	Prap.g_00063	Syae.g_02295
OG0001151	Prap.g_00074	Syae.g_02282
OG0001152	Prap.g_00075	Syae.g_02281
OG0001153	Prap.g_00153	Syae.g_02613
OG0001155	Prap.g_00171	Syae.g_01083
OG0001156	Prap.g_00174	Syae.g_01093
OG0001157	Prap.g_00175	Syae.g_01094
OG0001158	Prap.g_00176	Syae.g_01100
OG0001159	Prap.g_00177	Syae.g_01103
OG0001160	Prap.g_00203	Syae.g_01142
OG0001161	Prap.g_01836	Syae.g_01597
OG0001162	Prap.g_01907	Syae.g_00487
OG0001163	Prap.g_01788	Syae.g_01150
OG0001164	Prap.g_01784	Syae.g_01156
OG0001165	Prap.g_01781	Syae.g_01161
OG0001166	Prap.g_01760	Syae.g_01186
OG0001167	Prap.g_01742	Syae.g_01031
OG0001168	Prap.g_01740	Syae.g_01033
