Orthogroup	Prap	Syah
OG0000581	Prap.g_01162	Syah.g_01163
OG0000582	Prap.g_01159	Syah.g_01979
OG0000583	Prap.g_01158	Syah.g_01978
OG0000584	Prap.g_01157	Syah.g_01977
OG0000585	Prap.g_01155	Syah.g_01975
OG0000586	Prap.g_01154	Syah.g_01974
OG0000587	Prap.g_01153	Syah.g_01972
OG0000588	Prap.g_01149	Syah.g_01966
OG0000589	Prap.g_01147	Syah.g_01962
OG0000590	Prap.g_01146	Syah.g_01961
OG0000591	Prap.g_01142	Syah.g_01954
OG0000592	Prap.g_01141	Syah.g_01953
OG0000593	Prap.g_00395	Syah.g_01939
OG0000594	Prap.g_00394	Syah.g_01938
OG0000595	Prap.g_00393	Syah.g_01937
OG0000596	Prap.g_00389	Syah.g_01932
OG0000597	Prap.g_00386	Syah.g_01929
OG0000598	Prap.g_00385	Syah.g_01928
OG0000599	Prap.g_00382	Syah.g_01925
OG0000600	Prap.g_00381	Syah.g_01924
OG0000601	Prap.g_00380	Syah.g_01923
OG0000602	Prap.g_00378	Syah.g_01917
OG0000603	Prap.g_00377	Syah.g_01916
OG0000604	Prap.g_00376	Syah.g_01913
OG0000605	Prap.g_00375	Syah.g_01825
OG0000606	Prap.g_00372	Syah.g_01485
OG0000607	Prap.g_00369	Syah.g_01489
OG0000608	Prap.g_00368	Syah.g_01490
OG0000609	Prap.g_00367	Syah.g_01492
OG0000610	Prap.g_00361	Syah.g_01499
OG0000611	Prap.g_00358	Syah.g_01502
OG0000612	Prap.g_00357	Syah.g_01503
OG0000613	Prap.g_00828	Syah.g_00147
OG0000614	Prap.g_00807	Syah.g_02004
OG0000615	Prap.g_00796	Syah.g_01814
OG0000616	Prap.g_01489	Syah.g_00389
OG0000617	Prap.g_00341	Syah.g_01722
OG0000618	Prap.g_00340	Syah.g_01721
OG0000619	Prap.g_00339	Syah.g_01720
OG0000620	Prap.g_00336	Syah.g_01713
OG0000621	Prap.g_00335	Syah.g_01712
OG0000622	Prap.g_00334	Syah.g_01711
OG0000623	Prap.g_00333	Syah.g_01710
OG0000624	Prap.g_00331	Syah.g_01708
OG0000625	Prap.g_00330	Syah.g_01707
OG0000626	Prap.g_00329	Syah.g_01706
OG0000627	Prap.g_00328	Syah.g_01569
OG0000628	Prap.g_00327	Syah.g_01570
OG0000629	Prap.g_00326	Syah.g_01573
OG0000630	Prap.g_00323	Syah.g_01577
OG0000631	Prap.g_00683	Syah.g_01582
OG0000632	Prap.g_00682	Syah.g_01583
OG0000633	Prap.g_00681	Syah.g_01584
OG0000634	Prap.g_00787	Syah.g_01783
OG0000635	Prap.g_00786	Syah.g_01782
OG0000636	Prap.g_00784	Syah.g_01780
OG0000637	Prap.g_00782	Syah.g_01778
OG0000638	Prap.g_00781	Syah.g_01777
OG0000639	Prap.g_00780	Syah.g_01776
OG0000640	Prap.g_00779	Syah.g_01775
OG0000641	Prap.g_00775	Syah.g_01771
OG0000642	Prap.g_00774	Syah.g_01770
OG0000643	Prap.g_00773	Syah.g_01768
OG0000644	Prap.g_00772	Syah.g_01767
OG0000645	Prap.g_00771	Syah.g_01765
OG0000646	Prap.g_00769	Syah.g_01762
OG0000647	Prap.g_00767	Syah.g_01760
OG0000648	Prap.g_00765	Syah.g_01757
OG0000649	Prap.g_00764	Syah.g_01756
OG0000650	Prap.g_00763	Syah.g_01755
OG0000651	Prap.g_00762	Syah.g_01754
OG0000652	Prap.g_00761	Syah.g_01753
OG0000653	Prap.g_00759	Syah.g_01751
OG0000654	Prap.g_00758	Syah.g_01750
OG0000655	Prap.g_00757	Syah.g_01749
OG0000656	Prap.g_00754	Syah.g_01746
OG0000657	Prap.g_00746	Syah.g_02083
OG0000658	Prap.g_00744	Syah.g_02086
OG0000659	Prap.g_00743	Syah.g_02087
OG0000660	Prap.g_00739	Syah.g_02091
OG0000661	Prap.g_00737	Syah.g_02093
OG0000662	Prap.g_00735	Syah.g_02095
OG0000663	Prap.g_00733	Syah.g_02098
OG0000664	Prap.g_00732	Syah.g_02099
OG0000665	Prap.g_00726	Syah.g_01895
OG0000666	Prap.g_00725	Syah.g_01826
OG0000667	Prap.g_00721	Syah.g_00714
OG0000668	Prap.g_00660	Syah.g_01680
OG0000669	Prap.g_00869	Syah.g_01520
OG0000670	Prap.g_00866	Syah.g_02352
OG0000671	Prap.g_00863	Syah.g_01524
OG0000672	Prap.g_00860	Syah.g_01527
OG0000673	Prap.g_00857	Syah.g_01530
OG0000674	Prap.g_00855	Syah.g_01532
OG0000675	Prap.g_00854	Syah.g_01533
OG0000676	Prap.g_00852	Syah.g_01535
OG0000677	Prap.g_00851	Syah.g_01536
OG0000678	Prap.g_00849	Syah.g_01821
OG0000679	Prap.g_00845	Syah.g_01812
OG0000680	Prap.g_00844	Syah.g_01811
OG0000681	Prap.g_00841	Syah.g_01808
OG0000682	Prap.g_00840	Syah.g_01807
OG0000683	Prap.g_00839	Syah.g_01806
OG0000684	Prap.g_00837	Syah.g_01802
OG0000685	Prap.g_00835	Syah.g_01800
OG0000686	Prap.g_00834	Syah.g_01799
OG0000687	Prap.g_00833	Syah.g_01798
OG0000688	Prap.g_00353	Syah.g_01793
OG0000689	Prap.g_00352	Syah.g_01791
OG0000690	Prap.g_00351	Syah.g_01790
OG0000691	Prap.g_00350	Syah.g_01789
OG0000692	Prap.g_00348	Syah.g_01788
OG0000693	Prap.g_00347	Syah.g_01787
OG0000694	Prap.g_00346	Syah.g_01786
OG0000695	Prap.g_00679	Syah.g_01586
OG0000696	Prap.g_00678	Syah.g_01587
OG0000697	Prap.g_00677	Syah.g_01589
OG0000698	Prap.g_00239	Syah.g_01592
OG0000699	Prap.g_00240	Syah.g_01594
OG0000700	Prap.g_00241	Syah.g_01595
OG0000701	Prap.g_00242	Syah.g_01596
OG0000702	Prap.g_00244	Syah.g_01604
OG0000703	Prap.g_00245	Syah.g_01605
OG0000704	Prap.g_00247	Syah.g_01608
OG0000705	Prap.g_00250	Syah.g_01614
OG0000706	Prap.g_00251	Syah.g_01615
OG0000707	Prap.g_00252	Syah.g_01616
OG0000708	Prap.g_00254	Syah.g_01619
OG0000709	Prap.g_00258	Syah.g_01627
OG0000710	Prap.g_00261	Syah.g_01631
OG0000711	Prap.g_00279	Syah.g_01661
OG0000712	Prap.g_00280	Syah.g_01662
OG0000713	Prap.g_00281	Syah.g_01663
OG0000714	Prap.g_00282	Syah.g_01665
OG0000715	Prap.g_00284	Syah.g_01667
OG0000716	Prap.g_00286	Syah.g_01671
OG0000717	Prap.g_00287	Syah.g_01672
OG0000718	Prap.g_00291	Syah.g_01676
OG0000719	Prap.g_00293	Syah.g_01678
OG0000720	Prap.g_00305	Syah.g_01691
OG0000721	Prap.g_00309	Syah.g_01693
OG0000722	Prap.g_00310	Syah.g_01694
OG0000723	Prap.g_00314	Syah.g_01704
OG0000724	Prap.g_00703	Syah.g_02036
OG0000725	Prap.g_00709	Syah.g_02027
OG0000726	Prap.g_00710	Syah.g_02026
OG0000727	Prap.g_00711	Syah.g_02025
OG0000728	Prap.g_00713	Syah.g_02023
OG0000729	Prap.g_00539	Syah.g_00263
OG0000730	Prap.g_00498	Syah.g_00855
OG0000731	Prap.g_01366	Syah.g_00867
OG0000732	Prap.g_01538	Syah.g_00319
OG0000733	Prap.g_01882	Syah.g_00473
OG0000734	Prap.g_00472	Syah.g_02545
OG0000735	Prap.g_00470	Syah.g_02178
OG0000736	Prap.g_00469	Syah.g_02177
OG0000737	Prap.g_00468	Syah.g_02176
OG0000738	Prap.g_00464	Syah.g_02170
OG0000739	Prap.g_00463	Syah.g_02165
OG0000740	Prap.g_00462	Syah.g_02164
OG0000741	Prap.g_00460	Syah.g_02161
OG0000742	Prap.g_00457	Syah.g_02159
OG0000743	Prap.g_00455	Syah.g_02157
OG0000744	Prap.g_00454	Syah.g_02156
OG0000745	Prap.g_00453	Syah.g_02154
OG0000746	Prap.g_00451	Syah.g_02151
OG0000747	Prap.g_00450	Syah.g_02150
OG0000748	Prap.g_00446	Syah.g_02140
OG0000749	Prap.g_00445	Syah.g_02138
OG0000750	Prap.g_00444	Syah.g_02137
OG0000751	Prap.g_00441	Syah.g_02130
OG0000752	Prap.g_00439	Syah.g_02128
OG0000753	Prap.g_00437	Syah.g_02125
OG0000754	Prap.g_00434	Syah.g_01431
OG0000755	Prap.g_00428	Syah.g_01423
OG0000756	Prap.g_00427	Syah.g_01422
OG0000757	Prap.g_00420	Syah.g_01415
OG0000758	Prap.g_00419	Syah.g_01414
OG0000759	Prap.g_00418	Syah.g_01413
OG0000760	Prap.g_00417	Syah.g_01412
OG0000761	Prap.g_00416	Syah.g_01411
OG0000762	Prap.g_00415	Syah.g_01409
OG0000763	Prap.g_00413	Syah.g_01407
OG0000764	Prap.g_00412	Syah.g_01406
OG0000765	Prap.g_00404	Syah.g_01392
OG0000766	Prap.g_00403	Syah.g_01391
OG0000767	Prap.g_00401	Syah.g_01389
OG0000768	Prap.g_00400	Syah.g_01388
OG0000769	Prap.g_00398	Syah.g_01386
OG0000770	Prap.g_01136	Syah.g_01383
OG0000771	Prap.g_00217	Syah.g_02042
OG0000772	Prap.g_01853	Syah.g_01351
OG0000773	Prap.g_00552	Syah.g_02187
OG0000774	Prap.g_00554	Syah.g_02191
OG0000775	Prap.g_00556	Syah.g_02193
OG0000776	Prap.g_00557	Syah.g_02194
OG0000777	Prap.g_00558	Syah.g_02195
OG0000778	Prap.g_00559	Syah.g_02196
OG0000779	Prap.g_00563	Syah.g_02201
OG0000780	Prap.g_00564	Syah.g_02205
OG0000781	Prap.g_00568	Syah.g_02209
OG0000782	Prap.g_00569	Syah.g_02210
OG0000783	Prap.g_00570	Syah.g_02211
OG0000784	Prap.g_00571	Syah.g_02212
OG0000785	Prap.g_00573	Syah.g_02214
OG0000786	Prap.g_00576	Syah.g_01171
OG0000787	Prap.g_00577	Syah.g_01170
OG0000788	Prap.g_01268	Syah.g_01922
OG0000789	Prap.g_00220	Syah.g_01556
OG0000790	Prap.g_00064	Syah.g_00981
OG0000791	Prap.g_00066	Syah.g_00980
OG0000792	Prap.g_00067	Syah.g_00979
OG0000793	Prap.g_00070	Syah.g_00974
OG0000794	Prap.g_00071	Syah.g_00973
OG0000795	Prap.g_00072	Syah.g_00972
OG0000796	Prap.g_00076	Syah.g_00968
OG0000797	Prap.g_00077	Syah.g_00967
OG0000799	Prap.g_00104	Syah.g_01326
OG0000800	Prap.g_00105	Syah.g_01325
OG0000801	Prap.g_00106	Syah.g_01324
OG0000802	Prap.g_00108	Syah.g_01320
OG0000803	Prap.g_00110	Syah.g_01315
OG0000804	Prap.g_00111	Syah.g_01312
OG0000805	Prap.g_00113	Syah.g_01303
OG0000806	Prap.g_00115	Syah.g_01301
OG0000807	Prap.g_00116	Syah.g_01299
OG0000808	Prap.g_00117	Syah.g_01298
OG0000809	Prap.g_00119	Syah.g_01295
OG0000810	Prap.g_00120	Syah.g_01294
OG0000811	Prap.g_00124	Syah.g_01286
OG0000812	Prap.g_00126	Syah.g_01284
OG0000813	Prap.g_00127	Syah.g_01283
OG0000814	Prap.g_00129	Syah.g_01281
OG0000815	Prap.g_00130	Syah.g_01280
OG0000816	Prap.g_00132	Syah.g_01279
OG0000817	Prap.g_00133	Syah.g_01278
OG0000818	Prap.g_00138	Syah.g_01272
OG0000819	Prap.g_00139	Syah.g_01271
OG0000820	Prap.g_00140	Syah.g_01270
OG0000821	Prap.g_00144	Syah.g_01265
OG0000822	Prap.g_00145	Syah.g_01263
OG0000823	Prap.g_00146	Syah.g_01262
OG0000824	Prap.g_00149	Syah.g_01258
OG0000825	Prap.g_00150	Syah.g_01257
OG0000826	Prap.g_00151	Syah.g_01256
OG0000827	Prap.g_00152	Syah.g_01254
OG0000828	Prap.g_00155	Syah.g_01251
OG0000829	Prap.g_00156	Syah.g_01250
OG0000830	Prap.g_00157	Syah.g_01249
OG0000831	Prap.g_00159	Syah.g_01247
OG0000832	Prap.g_00169	Syah.g_02311
OG0000833	Prap.g_00178	Syah.g_02322
OG0000834	Prap.g_00179	Syah.g_02324
OG0000835	Prap.g_00180	Syah.g_02325
OG0000836	Prap.g_00181	Syah.g_02329
OG0000837	Prap.g_00182	Syah.g_02330
OG0000838	Prap.g_00184	Syah.g_02334
OG0000839	Prap.g_00185	Syah.g_02335
OG0000840	Prap.g_00186	Syah.g_02336
OG0000841	Prap.g_00187	Syah.g_02337
OG0000842	Prap.g_00188	Syah.g_02338
OG0000843	Prap.g_00189	Syah.g_02339
OG0000844	Prap.g_00190	Syah.g_02341
OG0000845	Prap.g_00191	Syah.g_02342
OG0000846	Prap.g_00192	Syah.g_02343
OG0000847	Prap.g_00193	Syah.g_02344
OG0000848	Prap.g_00194	Syah.g_02346
OG0000849	Prap.g_00195	Syah.g_02347
OG0000850	Prap.g_00197	Syah.g_02349
OG0000851	Prap.g_00198	Syah.g_02359
OG0000852	Prap.g_00199	Syah.g_02360
OG0000853	Prap.g_00205	Syah.g_02364
OG0000854	Prap.g_00207	Syah.g_02366
OG0000855	Prap.g_00208	Syah.g_02367
OG0000856	Prap.g_01139	Syah.g_01951
OG0000857	Prap.g_00768	Syah.g_01761
OG0000858	Prap.g_01786	Syah.g_02373
OG0000859	Prap.g_01785	Syah.g_02374
OG0000860	Prap.g_01777	Syah.g_02386
OG0000861	Prap.g_01776	Syah.g_02387
OG0000862	Prap.g_01775	Syah.g_02389
OG0000863	Prap.g_01773	Syah.g_02391
OG0000864	Prap.g_01772	Syah.g_02392
OG0000865	Prap.g_01771	Syah.g_02396
OG0000866	Prap.g_01770	Syah.g_02397
OG0000867	Prap.g_01769	Syah.g_02398
OG0000868	Prap.g_01767	Syah.g_02401
OG0000869	Prap.g_01764	Syah.g_02406
OG0000870	Prap.g_01759	Syah.g_02411
OG0000871	Prap.g_01758	Syah.g_02412
OG0000872	Prap.g_01757	Syah.g_02421
OG0000873	Prap.g_01753	Syah.g_02424
OG0000874	Prap.g_01750	Syah.g_02420
OG0000875	Prap.g_01749	Syah.g_02426
OG0000876	Prap.g_01748	Syah.g_02250
OG0000877	Prap.g_01746	Syah.g_02254
OG0000878	Prap.g_01745	Syah.g_02255
OG0000879	Prap.g_01744	Syah.g_02256
OG0000880	Prap.g_01743	Syah.g_02257
OG0000881	Prap.g_01739	Syah.g_02262
OG0000882	Prap.g_01734	Syah.g_02267
OG0000883	Prap.g_01732	Syah.g_02270
OG0000884	Prap.g_01730	Syah.g_02272
OG0000885	Prap.g_01729	Syah.g_02273
OG0000886	Prap.g_01728	Syah.g_02274
OG0000887	Prap.g_01727	Syah.g_02275
OG0000888	Prap.g_01725	Syah.g_02277
OG0000889	Prap.g_01723	Syah.g_02279
OG0000890	Prap.g_01722	Syah.g_02284
OG0000891	Prap.g_01721	Syah.g_02285
OG0000892	Prap.g_01719	Syah.g_02288
OG0000893	Prap.g_01715	Syah.g_00684
OG0000894	Prap.g_01712	Syah.g_00690
OG0000895	Prap.g_01708	Syah.g_00694
OG0000896	Prap.g_01707	Syah.g_00695
OG0000897	Prap.g_01705	Syah.g_00697
OG0000898	Prap.g_01704	Syah.g_00698
OG0000899	Prap.g_01703	Syah.g_00699
OG0000900	Prap.g_01702	Syah.g_00700
OG0000901	Prap.g_01699	Syah.g_00705
OG0000902	Prap.g_01697	Syah.g_00707
OG0000903	Prap.g_01693	Syah.g_00739
OG0000904	Prap.g_01689	Syah.g_00734
OG0000905	Prap.g_01695	Syah.g_00731
OG0000906	Prap.g_01696	Syah.g_00729
OG0000907	Prap.g_01686	Syah.g_00741
OG0000908	Prap.g_01683	Syah.g_00744
OG0000909	Prap.g_01682	Syah.g_00745
OG0000910	Prap.g_01681	Syah.g_00746
OG0000911	Prap.g_01679	Syah.g_00748
OG0000912	Prap.g_01678	Syah.g_00749
OG0000913	Prap.g_01677	Syah.g_00750
OG0000914	Prap.g_01676	Syah.g_00751
OG0000915	Prap.g_01675	Syah.g_00752
OG0000916	Prap.g_01674	Syah.g_00753
OG0000917	Prap.g_01673	Syah.g_00754
OG0000918	Prap.g_01672	Syah.g_00755
OG0000919	Prap.g_01671	Syah.g_00756
OG0000920	Prap.g_01670	Syah.g_00757
OG0000921	Prap.g_01669	Syah.g_00758
OG0000922	Prap.g_01668	Syah.g_00759
OG0000923	Prap.g_01664	Syah.g_00763
OG0000924	Prap.g_01663	Syah.g_00764
OG0000925	Prap.g_01662	Syah.g_00765
OG0000926	Prap.g_01661	Syah.g_00766
OG0000927	Prap.g_01659	Syah.g_00768
OG0000928	Prap.g_01658	Syah.g_00769
OG0000929	Prap.g_01657	Syah.g_00770
OG0000930	Prap.g_01656	Syah.g_00771
OG0000931	Prap.g_01655	Syah.g_00772
OG0000932	Prap.g_01654	Syah.g_00773
OG0000933	Prap.g_01650	Syah.g_00778
OG0000934	Prap.g_01647	Syah.g_00780
OG0000935	Prap.g_01646	Syah.g_00781
OG0000936	Prap.g_01645	Syah.g_00782
OG0000937	Prap.g_01644	Syah.g_00783
OG0000938	Prap.g_01641	Syah.g_00787
OG0000939	Prap.g_01640	Syah.g_00788
OG0000940	Prap.g_01633	Syah.g_00795
OG0000941	Prap.g_01631	Syah.g_00797
OG0000942	Prap.g_01629	Syah.g_00799
OG0000943	Prap.g_01628	Syah.g_00800
OG0000944	Prap.g_01626	Syah.g_00802
OG0000945	Prap.g_01625	Syah.g_00804
OG0000946	Prap.g_01620	Syah.g_00809
OG0000947	Prap.g_01618	Syah.g_00812
OG0000948	Prap.g_01617	Syah.g_00813
OG0000949	Prap.g_01614	Syah.g_00173
OG0000950	Prap.g_01607	Syah.g_00184
OG0000951	Prap.g_01603	Syah.g_00190
OG0000952	Prap.g_01599	Syah.g_00202
OG0000953	Prap.g_01595	Syah.g_00207
OG0000954	Prap.g_01591	Syah.g_00233
OG0000955	Prap.g_01590	Syah.g_00234
OG0000956	Prap.g_01588	Syah.g_00236
OG0000957	Prap.g_01582	Syah.g_00248
OG0000958	Prap.g_01581	Syah.g_00249
OG0000959	Prap.g_01577	Syah.g_00253
OG0000960	Prap.g_01576	Syah.g_00254
OG0000961	Prap.g_01573	Syah.g_00259
OG0000962	Prap.g_01571	Syah.g_00262
OG0000963	Prap.g_01567	Syah.g_00267
OG0000964	Prap.g_01566	Syah.g_00268
OG0000965	Prap.g_01565	Syah.g_00269
OG0000966	Prap.g_01559	Syah.g_00288
OG0000967	Prap.g_01555	Syah.g_00300
OG0000968	Prap.g_01553	Syah.g_00295
OG0000969	Prap.g_01552	Syah.g_00297
OG0000970	Prap.g_01551	Syah.g_00298
OG0000971	Prap.g_01550	Syah.g_00303
OG0000972	Prap.g_01549	Syah.g_00304
OG0000973	Prap.g_01548	Syah.g_00305
OG0000974	Prap.g_01547	Syah.g_00306
OG0000975	Prap.g_01546	Syah.g_00307
OG0000976	Prap.g_01545	Syah.g_00308
OG0000977	Prap.g_01544	Syah.g_00310
OG0000978	Prap.g_01543	Syah.g_00312
OG0000979	Prap.g_01541	Syah.g_00315
OG0000980	Prap.g_01539	Syah.g_00318
OG0000981	Prap.g_01536	Syah.g_00321
OG0000982	Prap.g_01534	Syah.g_00511
OG0000983	Prap.g_01533	Syah.g_00510
OG0000984	Prap.g_01532	Syah.g_00509
OG0000985	Prap.g_01529	Syah.g_00505
OG0000986	Prap.g_01527	Syah.g_00496
OG0000987	Prap.g_01526	Syah.g_00494
OG0000988	Prap.g_01523	Syah.g_00489
OG0000989	Prap.g_01519	Syah.g_00481
OG0000990	Prap.g_01515	Syah.g_00466
OG0000991	Prap.g_01514	Syah.g_00462
OG0000992	Prap.g_01511	Syah.g_00460
OG0000993	Prap.g_01510	Syah.g_00459
OG0000994	Prap.g_01509	Syah.g_00457
OG0000995	Prap.g_01505	Syah.g_00452
OG0000996	Prap.g_01504	Syah.g_00412
OG0000997	Prap.g_01501	Syah.g_00403
OG0000998	Prap.g_01499	Syah.g_00401
OG0000999	Prap.g_01498	Syah.g_00400
OG0001000	Prap.g_01495	Syah.g_00397
OG0001001	Prap.g_01492	Syah.g_00392
OG0001002	Prap.g_01874	Syah.g_00386
OG0001003	Prap.g_01873	Syah.g_00384
OG0001004	Prap.g_01872	Syah.g_00383
OG0001005	Prap.g_01871	Syah.g_00382
OG0001006	Prap.g_00056	Syah.g_00375
OG0001007	Prap.g_00054	Syah.g_00373
OG0001008	Prap.g_01329	Syah.g_02235
OG0001009	Prap.g_00928	Syah.g_00344
OG0001010	Prap.g_00927	Syah.g_00343
OG0001011	Prap.g_00925	Syah.g_00342
OG0001012	Prap.g_00911	Syah.g_00514
OG0001013	Prap.g_00904	Syah.g_00527
OG0001014	Prap.g_00901	Syah.g_00531
OG0001015	Prap.g_00899	Syah.g_00532
OG0001016	Prap.g_00877	Syah.g_02487
OG0001017	Prap.g_01100	Syah.g_02493
OG0001018	Prap.g_01098	Syah.g_02495
OG0001019	Prap.g_01089	Syah.g_02512
OG0001020	Prap.g_01088	Syah.g_02517
OG0001021	Prap.g_01087	Syah.g_02521
OG0001022	Prap.g_01084	Syah.g_02524
OG0001023	Prap.g_01083	Syah.g_02525
OG0001024	Prap.g_01079	Syah.g_02529
OG0001025	Prap.g_01072	Syah.g_02534
OG0001026	Prap.g_01063	Syah.g_02547
OG0001027	Prap.g_01062	Syah.g_00001
OG0001028	Prap.g_01060	Syah.g_00003
OG0001029	Prap.g_01059	Syah.g_00005
OG0001030	Prap.g_01043	Syah.g_00025
OG0001031	Prap.g_00983	Syah.g_00611
OG0001032	Prap.g_00982	Syah.g_00609
OG0001033	Prap.g_00961	Syah.g_00577
OG0001034	Prap.g_01476	Syah.g_00908
OG0001035	Prap.g_01456	Syah.g_00660
OG0001036	Prap.g_01452	Syah.g_00655
OG0001037	Prap.g_01451	Syah.g_00653
OG0001038	Prap.g_01432	Syah.g_00626
OG0001039	Prap.g_01429	Syah.g_00623
OG0001040	Prap.g_01427	Syah.g_00090
OG0001042	Prap.g_01405	Syah.g_00122
OG0001043	Prap.g_01404	Syah.g_00126
OG0001044	Prap.g_01373	Syah.g_00857
OG0001045	Prap.g_01364	Syah.g_00870
OG0001046	Prap.g_01827	Syah.g_01647
OG0001047	Prap.g_01327	Syah.g_02233
OG0001048	Prap.g_01326	Syah.g_02232
OG0001049	Prap.g_01324	Syah.g_02225
OG0001050	Prap.g_01323	Syah.g_02224
OG0001051	Prap.g_01322	Syah.g_02223
OG0001052	Prap.g_01296	Syah.g_01217
OG0001053	Prap.g_01284	Syah.g_01000
OG0001054	Prap.g_01269	Syah.g_01017
OG0001055	Prap.g_01250	Syah.g_01037
OG0001056	Prap.g_01233	Syah.g_01069
OG0001057	Prap.g_01228	Syah.g_01075
OG0001058	Prap.g_01220	Syah.g_01091
OG0001059	Prap.g_01216	Syah.g_01095
OG0001060	Prap.g_01210	Syah.g_01102
OG0001061	Prap.g_01195	Syah.g_01123
OG0001062	Prap.g_01193	Syah.g_01125
OG0001063	Prap.g_01191	Syah.g_01129
OG0001064	Prap.g_01190	Syah.g_01130
OG0001065	Prap.g_01189	Syah.g_01131
OG0001066	Prap.g_01188	Syah.g_01132
OG0001067	Prap.g_01187	Syah.g_01133
OG0001068	Prap.g_01186	Syah.g_01134
OG0001069	Prap.g_01185	Syah.g_01135
OG0001070	Prap.g_01181	Syah.g_01138
OG0001071	Prap.g_01180	Syah.g_01139
OG0001072	Prap.g_01178	Syah.g_01144
OG0001074	Prap.g_01152	Syah.g_01970
OG0001075	Prap.g_01151	Syah.g_01969
OG0001076	Prap.g_01144	Syah.g_01959
OG0001077	Prap.g_01138	Syah.g_01948
OG0001078	Prap.g_00391	Syah.g_01934
OG0001079	Prap.g_00379	Syah.g_01921
OG0001080	Prap.g_00373	Syah.g_01538
OG0001081	Prap.g_00371	Syah.g_01487
OG0001082	Prap.g_00370	Syah.g_01488
OG0001083	Prap.g_00365	Syah.g_01495
OG0001084	Prap.g_00364	Syah.g_01496
OG0001085	Prap.g_00831	Syah.g_01506
OG0001086	Prap.g_00830	Syah.g_01508
OG0001087	Prap.g_00812	Syah.g_01992
OG0001088	Prap.g_00811	Syah.g_01995
OG0001089	Prap.g_00800	Syah.g_02019
OG0001090	Prap.g_00790	Syah.g_01728
OG0001091	Prap.g_00344	Syah.g_01726
OG0001092	Prap.g_00343	Syah.g_01724
OG0001093	Prap.g_00338	Syah.g_01718
OG0001094	Prap.g_00345	Syah.g_01785
OG0001095	Prap.g_00770	Syah.g_01764
OG0001096	Prap.g_00756	Syah.g_01748
OG0001097	Prap.g_00736	Syah.g_02094
OG0001098	Prap.g_00717	Syah.g_01542
OG0001099	Prap.g_00655	Syah.g_00004
OG0001100	Prap.g_00867	Syah.g_01522
OG0001101	Prap.g_00864	Syah.g_01523
OG0001102	Prap.g_00861	Syah.g_01526
OG0001103	Prap.g_00859	Syah.g_01528
OG0001104	Prap.g_00836	Syah.g_01801
OG0001105	Prap.g_00832	Syah.g_01797
OG0001106	Prap.g_00248	Syah.g_01609
OG0001107	Prap.g_00255	Syah.g_01620
OG0001108	Prap.g_00259	Syah.g_01628
OG0001109	Prap.g_00260	Syah.g_01630
OG0001110	Prap.g_00262	Syah.g_01632
OG0001111	Prap.g_00263	Syah.g_01634
OG0001112	Prap.g_00264	Syah.g_01636
OG0001113	Prap.g_00265	Syah.g_01637
OG0001114	Prap.g_00266	Syah.g_01638
OG0001115	Prap.g_00268	Syah.g_01642
OG0001116	Prap.g_00269	Syah.g_01644
OG0001117	Prap.g_00270	Syah.g_01645
OG0001118	Prap.g_00271	Syah.g_01646
OG0001119	Prap.g_00272	Syah.g_01648
OG0001120	Prap.g_00274	Syah.g_01652
OG0001122	Prap.g_00294	Syah.g_01679
OG0001123	Prap.g_00300	Syah.g_01686
OG0001124	Prap.g_00302	Syah.g_01688
OG0001125	Prap.g_00304	Syah.g_01690
OG0001126	Prap.g_00697	Syah.g_02058
OG0001127	Prap.g_00698	Syah.g_02057
OG0001128	Prap.g_00700	Syah.g_02040
OG0001129	Prap.g_00701	Syah.g_02038
OG0001130	Prap.g_00702	Syah.g_02037
OG0001131	Prap.g_01345	Syah.g_01819
OG0001132	Prap.g_00020	Syah.g_01850
OG0001133	Prap.g_00058	Syah.g_01957
OG0001134	Prap.g_01883	Syah.g_01437
OG0001135	Prap.g_01880	Syah.g_01439
OG0001136	Prap.g_00459	Syah.g_02160
OG0001137	Prap.g_00447	Syah.g_02141
OG0001138	Prap.g_00426	Syah.g_01421
OG0001139	Prap.g_00424	Syah.g_01419
OG0001140	Prap.g_00423	Syah.g_01418
OG0001141	Prap.g_00422	Syah.g_01417
OG0001142	Prap.g_00421	Syah.g_01416
OG0001143	Prap.g_00414	Syah.g_01408
OG0001144	Prap.g_00409	Syah.g_01399
OG0001145	Prap.g_00553	Syah.g_02188
OG0001146	Prap.g_00565	Syah.g_02206
OG0001147	Prap.g_00585	Syah.g_01234
OG0001148	Prap.g_00061	Syah.g_00984
OG0001149	Prap.g_00062	Syah.g_00983
OG0001150	Prap.g_00063	Syah.g_00982
OG0001151	Prap.g_00074	Syah.g_00970
OG0001152	Prap.g_00075	Syah.g_00969
OG0001153	Prap.g_00153	Syah.g_01253
OG0001154	Prap.g_00154	Syah.g_01252
OG0001155	Prap.g_00171	Syah.g_02313
OG0001156	Prap.g_00174	Syah.g_02316
OG0001157	Prap.g_00175	Syah.g_02317
OG0001158	Prap.g_00176	Syah.g_02318
OG0001159	Prap.g_00177	Syah.g_02319
OG0001161	Prap.g_01836	Syah.g_00475
OG0001162	Prap.g_01907	Syah.g_01745
OG0001163	Prap.g_01788	Syah.g_02370
OG0001164	Prap.g_01784	Syah.g_02376
OG0001165	Prap.g_01781	Syah.g_02381
OG0001166	Prap.g_01760	Syah.g_02410
OG0001167	Prap.g_01742	Syah.g_02259
