Orthogroup	Prap	Syad
OG0000577	Prap.g_01168	Syad.g_01086
OG0000578	Prap.g_01167	Syad.g_01087
OG0000579	Prap.g_01166	Syad.g_01088
OG0000580	Prap.g_01165	Syad.g_01089
OG0000581	Prap.g_01162	Syad.g_01097
OG0000582	Prap.g_01159	Syad.g_02206
OG0000583	Prap.g_01158	Syad.g_02205
OG0000584	Prap.g_01157	Syad.g_02204
OG0000585	Prap.g_01155	Syad.g_02202
OG0000586	Prap.g_01154	Syad.g_02201
OG0000587	Prap.g_01153	Syad.g_02199
OG0000588	Prap.g_01149	Syad.g_02183
OG0000589	Prap.g_01147	Syad.g_02178
OG0000590	Prap.g_01146	Syad.g_02177
OG0000591	Prap.g_01142	Syad.g_02169
OG0000592	Prap.g_01141	Syad.g_02168
OG0000593	Prap.g_00395	Syad.g_02156
OG0000594	Prap.g_00394	Syad.g_02155
OG0000595	Prap.g_00393	Syad.g_02154
OG0000596	Prap.g_00389	Syad.g_02149
OG0000597	Prap.g_00386	Syad.g_02146
OG0000598	Prap.g_00385	Syad.g_02145
OG0000599	Prap.g_00382	Syad.g_02142
OG0000600	Prap.g_00381	Syad.g_02141
OG0000601	Prap.g_00380	Syad.g_02140
OG0000602	Prap.g_00378	Syad.g_02135
OG0000603	Prap.g_00377	Syad.g_02134
OG0000604	Prap.g_00376	Syad.g_02131
OG0000605	Prap.g_00375	Syad.g_02026
OG0000606	Prap.g_00372	Syad.g_01567
OG0000607	Prap.g_00369	Syad.g_01571
OG0000608	Prap.g_00368	Syad.g_01572
OG0000609	Prap.g_00367	Syad.g_01574
OG0000610	Prap.g_00361	Syad.g_01589
OG0000611	Prap.g_00358	Syad.g_01592
OG0000612	Prap.g_00357	Syad.g_01593
OG0000613	Prap.g_00828	Syad.g_00457
OG0000614	Prap.g_00807	Syad.g_01340
OG0000615	Prap.g_00796	Syad.g_01948
OG0000616	Prap.g_01489	Syad.g_00145
OG0000617	Prap.g_00341	Syad.g_01810
OG0000618	Prap.g_00340	Syad.g_01809
OG0000619	Prap.g_00339	Syad.g_01808
OG0000620	Prap.g_00336	Syad.g_01803
OG0000621	Prap.g_00335	Syad.g_01802
OG0000622	Prap.g_00334	Syad.g_01801
OG0000623	Prap.g_00333	Syad.g_01800
OG0000624	Prap.g_00331	Syad.g_01798
OG0000625	Prap.g_00330	Syad.g_01797
OG0000626	Prap.g_00329	Syad.g_01796
OG0000627	Prap.g_00328	Syad.g_01640
OG0000628	Prap.g_00327	Syad.g_01641
OG0000629	Prap.g_00326	Syad.g_01644
OG0000630	Prap.g_00323	Syad.g_01648
OG0000631	Prap.g_00683	Syad.g_01658
OG0000632	Prap.g_00682	Syad.g_01659
OG0000633	Prap.g_00681	Syad.g_01660
OG0000634	Prap.g_00787	Syad.g_01893
OG0000635	Prap.g_00786	Syad.g_01892
OG0000636	Prap.g_00784	Syad.g_01890
OG0000637	Prap.g_00782	Syad.g_01888
OG0000638	Prap.g_00781	Syad.g_01887
OG0000639	Prap.g_00780	Syad.g_01886
OG0000640	Prap.g_00779	Syad.g_01885
OG0000641	Prap.g_00775	Syad.g_01881
OG0000642	Prap.g_00774	Syad.g_01880
OG0000643	Prap.g_00773	Syad.g_01878
OG0000644	Prap.g_00772	Syad.g_01877
OG0000645	Prap.g_00771	Syad.g_01875
OG0000646	Prap.g_00769	Syad.g_01872
OG0000647	Prap.g_00767	Syad.g_01870
OG0000648	Prap.g_00765	Syad.g_01860
OG0000649	Prap.g_00764	Syad.g_01859
OG0000650	Prap.g_00763	Syad.g_01858
OG0000651	Prap.g_00762	Syad.g_01857
OG0000652	Prap.g_00761	Syad.g_01856
OG0000653	Prap.g_00759	Syad.g_01850
OG0000654	Prap.g_00758	Syad.g_01849
OG0000655	Prap.g_00757	Syad.g_01848
OG0000656	Prap.g_00754	Syad.g_01845
OG0000657	Prap.g_00746	Syad.g_01240
OG0000658	Prap.g_00744	Syad.g_01231
OG0000659	Prap.g_00743	Syad.g_01230
OG0000660	Prap.g_00739	Syad.g_01226
OG0000661	Prap.g_00737	Syad.g_01224
OG0000662	Prap.g_00735	Syad.g_01222
OG0000663	Prap.g_00733	Syad.g_01219
OG0000664	Prap.g_00732	Syad.g_01209
OG0000665	Prap.g_00726	Syad.g_02115
OG0000666	Prap.g_00725	Syad.g_02027
OG0000667	Prap.g_00721	Syad.g_00612
OG0000668	Prap.g_00660	Syad.g_01688
OG0000669	Prap.g_00869	Syad.g_01606
OG0000670	Prap.g_00866	Syad.g_01609
OG0000671	Prap.g_00863	Syad.g_01611
OG0000672	Prap.g_00860	Syad.g_01615
OG0000673	Prap.g_00857	Syad.g_01618
OG0000674	Prap.g_00855	Syad.g_01620
OG0000675	Prap.g_00854	Syad.g_01633
OG0000676	Prap.g_00852	Syad.g_01635
OG0000677	Prap.g_00851	Syad.g_01636
OG0000678	Prap.g_00849	Syad.g_01957
OG0000679	Prap.g_00845	Syad.g_01922
OG0000680	Prap.g_00844	Syad.g_01921
OG0000681	Prap.g_00841	Syad.g_01919
OG0000682	Prap.g_00840	Syad.g_01918
OG0000683	Prap.g_00839	Syad.g_01917
OG0000684	Prap.g_00837	Syad.g_01912
OG0000685	Prap.g_00835	Syad.g_01910
OG0000686	Prap.g_00834	Syad.g_01909
OG0000687	Prap.g_00833	Syad.g_01908
OG0000688	Prap.g_00353	Syad.g_01904
OG0000689	Prap.g_00352	Syad.g_01902
OG0000690	Prap.g_00351	Syad.g_01901
OG0000691	Prap.g_00350	Syad.g_01900
OG0000692	Prap.g_00348	Syad.g_01899
OG0000693	Prap.g_00347	Syad.g_01897
OG0000694	Prap.g_00346	Syad.g_01896
OG0000695	Prap.g_00679	Syad.g_01662
OG0000696	Prap.g_00678	Syad.g_01663
OG0000697	Prap.g_00677	Syad.g_01789
OG0000698	Prap.g_00239	Syad.g_01786
OG0000699	Prap.g_00240	Syad.g_01785
OG0000700	Prap.g_00241	Syad.g_01784
OG0000701	Prap.g_00242	Syad.g_01783
OG0000702	Prap.g_00244	Syad.g_01775
OG0000703	Prap.g_00245	Syad.g_01774
OG0000704	Prap.g_00247	Syad.g_01772
OG0000705	Prap.g_00250	Syad.g_01765
OG0000706	Prap.g_00251	Syad.g_01764
OG0000707	Prap.g_00252	Syad.g_01763
OG0000708	Prap.g_00254	Syad.g_01760
OG0000709	Prap.g_00258	Syad.g_01745
OG0000710	Prap.g_00261	Syad.g_01738
OG0000711	Prap.g_00279	Syad.g_01710
OG0000712	Prap.g_00280	Syad.g_01708
OG0000713	Prap.g_00281	Syad.g_01707
OG0000714	Prap.g_00282	Syad.g_01705
OG0000715	Prap.g_00284	Syad.g_01703
OG0000716	Prap.g_00286	Syad.g_01697
OG0000717	Prap.g_00287	Syad.g_01696
OG0000718	Prap.g_00291	Syad.g_01692
OG0000719	Prap.g_00293	Syad.g_01690
OG0000720	Prap.g_00305	Syad.g_01677
OG0000721	Prap.g_00309	Syad.g_01675
OG0000722	Prap.g_00310	Syad.g_01674
OG0000723	Prap.g_00314	Syad.g_01791
OG0000724	Prap.g_00703	Syad.g_01284
OG0000725	Prap.g_00709	Syad.g_01293
OG0000726	Prap.g_00710	Syad.g_01294
OG0000727	Prap.g_00711	Syad.g_01295
OG0000728	Prap.g_00713	Syad.g_01297
OG0000729	Prap.g_00539	Syad.g_00331
OG0000730	Prap.g_00498	Syad.g_00758
OG0000731	Prap.g_01366	Syad.g_00770
OG0000732	Prap.g_01538	Syad.g_00214
OG0000733	Prap.g_01882	Syad.g_00028
OG0000734	Prap.g_00472	Syad.g_02809
OG0000735	Prap.g_00470	Syad.g_01120
OG0000736	Prap.g_00469	Syad.g_01121
OG0000737	Prap.g_00468	Syad.g_01122
OG0000738	Prap.g_00464	Syad.g_01127
OG0000739	Prap.g_00463	Syad.g_01145
OG0000740	Prap.g_00462	Syad.g_01146
OG0000741	Prap.g_00460	Syad.g_01149
OG0000742	Prap.g_00457	Syad.g_01151
OG0000743	Prap.g_00455	Syad.g_01153
OG0000744	Prap.g_00454	Syad.g_01154
OG0000745	Prap.g_00453	Syad.g_01156
OG0000746	Prap.g_00451	Syad.g_01158
OG0000747	Prap.g_00450	Syad.g_01159
OG0000748	Prap.g_00446	Syad.g_01170
OG0000749	Prap.g_00445	Syad.g_01173
OG0000750	Prap.g_00444	Syad.g_01174
OG0000751	Prap.g_00441	Syad.g_01182
OG0000752	Prap.g_00439	Syad.g_01184
OG0000753	Prap.g_00437	Syad.g_01187
OG0000754	Prap.g_00434	Syad.g_01516
OG0000755	Prap.g_00428	Syad.g_01504
OG0000756	Prap.g_00427	Syad.g_01498
OG0000757	Prap.g_00420	Syad.g_01487
OG0000758	Prap.g_00419	Syad.g_01486
OG0000759	Prap.g_00418	Syad.g_01485
OG0000760	Prap.g_00417	Syad.g_01484
OG0000761	Prap.g_00416	Syad.g_01480
OG0000762	Prap.g_00415	Syad.g_01474
OG0000763	Prap.g_00413	Syad.g_01468
OG0000764	Prap.g_00412	Syad.g_01467
OG0000765	Prap.g_00404	Syad.g_01447
OG0000766	Prap.g_00403	Syad.g_01446
OG0000767	Prap.g_00401	Syad.g_01444
OG0000768	Prap.g_00400	Syad.g_01443
OG0000769	Prap.g_00398	Syad.g_01441
OG0000770	Prap.g_01136	Syad.g_01437
OG0000771	Prap.g_00217	Syad.g_01278
OG0000772	Prap.g_01853	Syad.g_02078
OG0000773	Prap.g_00552	Syad.g_01114
OG0000774	Prap.g_00554	Syad.g_02396
OG0000775	Prap.g_00556	Syad.g_02398
OG0000776	Prap.g_00557	Syad.g_02399
OG0000777	Prap.g_00558	Syad.g_02400
OG0000778	Prap.g_00559	Syad.g_02401
OG0000779	Prap.g_00563	Syad.g_02407
OG0000780	Prap.g_00564	Syad.g_02411
OG0000781	Prap.g_00568	Syad.g_02415
OG0000782	Prap.g_00569	Syad.g_02416
OG0000783	Prap.g_00570	Syad.g_02418
OG0000784	Prap.g_00571	Syad.g_02419
OG0000785	Prap.g_00573	Syad.g_02421
OG0000786	Prap.g_00576	Syad.g_01101
OG0000787	Prap.g_00577	Syad.g_01100
OG0000788	Prap.g_01268	Syad.g_02139
OG0000789	Prap.g_00220	Syad.g_01982
OG0000790	Prap.g_00064	Syad.g_00886
OG0000791	Prap.g_00066	Syad.g_00885
OG0000792	Prap.g_00067	Syad.g_00884
OG0000793	Prap.g_00070	Syad.g_00879
OG0000794	Prap.g_00071	Syad.g_00878
OG0000795	Prap.g_00072	Syad.g_00877
OG0000796	Prap.g_00076	Syad.g_00871
OG0000797	Prap.g_00077	Syad.g_00870
OG0000799	Prap.g_00104	Syad.g_02243
OG0000800	Prap.g_00105	Syad.g_02245
OG0000801	Prap.g_00106	Syad.g_02246
OG0000802	Prap.g_00108	Syad.g_02251
OG0000803	Prap.g_00110	Syad.g_02255
OG0000804	Prap.g_00111	Syad.g_02260
OG0000805	Prap.g_00113	Syad.g_02266
OG0000806	Prap.g_00115	Syad.g_02267
OG0000807	Prap.g_00116	Syad.g_02269
OG0000808	Prap.g_00117	Syad.g_02270
OG0000809	Prap.g_00119	Syad.g_02273
OG0000810	Prap.g_00120	Syad.g_02274
OG0000811	Prap.g_00124	Syad.g_02283
OG0000812	Prap.g_00126	Syad.g_02285
OG0000813	Prap.g_00127	Syad.g_02286
OG0000814	Prap.g_00129	Syad.g_02288
OG0000815	Prap.g_00130	Syad.g_02289
OG0000816	Prap.g_00132	Syad.g_02290
OG0000817	Prap.g_00133	Syad.g_02291
OG0000818	Prap.g_00138	Syad.g_02297
OG0000819	Prap.g_00139	Syad.g_02298
OG0000820	Prap.g_00140	Syad.g_02299
OG0000821	Prap.g_00144	Syad.g_02305
OG0000822	Prap.g_00145	Syad.g_02307
OG0000823	Prap.g_00146	Syad.g_02308
OG0000824	Prap.g_00149	Syad.g_02314
OG0000825	Prap.g_00150	Syad.g_02315
OG0000826	Prap.g_00151	Syad.g_02316
OG0000827	Prap.g_00152	Syad.g_02317
OG0000828	Prap.g_00155	Syad.g_02320
OG0000829	Prap.g_00156	Syad.g_02321
OG0000830	Prap.g_00157	Syad.g_02322
OG0000831	Prap.g_00159	Syad.g_02325
OG0000832	Prap.g_00169	Syad.g_02538
OG0000833	Prap.g_00178	Syad.g_02550
OG0000834	Prap.g_00179	Syad.g_02552
OG0000835	Prap.g_00180	Syad.g_02553
OG0000836	Prap.g_00181	Syad.g_02557
OG0000837	Prap.g_00182	Syad.g_02561
OG0000838	Prap.g_00184	Syad.g_02565
OG0000839	Prap.g_00185	Syad.g_02566
OG0000840	Prap.g_00186	Syad.g_02567
OG0000841	Prap.g_00187	Syad.g_02568
OG0000842	Prap.g_00188	Syad.g_02569
OG0000843	Prap.g_00189	Syad.g_02570
OG0000844	Prap.g_00190	Syad.g_02577
OG0000845	Prap.g_00191	Syad.g_02578
OG0000846	Prap.g_00192	Syad.g_02579
OG0000847	Prap.g_00193	Syad.g_02580
OG0000848	Prap.g_00194	Syad.g_02582
OG0000849	Prap.g_00195	Syad.g_02583
OG0000850	Prap.g_00197	Syad.g_02586
OG0000851	Prap.g_00198	Syad.g_02592
OG0000852	Prap.g_00199	Syad.g_02593
OG0000853	Prap.g_00205	Syad.g_02597
OG0000854	Prap.g_00207	Syad.g_02606
OG0000855	Prap.g_00208	Syad.g_02607
OG0000856	Prap.g_01139	Syad.g_02166
OG0000857	Prap.g_00768	Syad.g_01871
OG0000858	Prap.g_01786	Syad.g_02613
OG0000859	Prap.g_01785	Syad.g_02614
OG0000860	Prap.g_01777	Syad.g_02625
OG0000861	Prap.g_01776	Syad.g_02626
OG0000862	Prap.g_01775	Syad.g_02628
OG0000863	Prap.g_01773	Syad.g_02631
OG0000864	Prap.g_01772	Syad.g_02632
OG0000865	Prap.g_01771	Syad.g_02633
OG0000866	Prap.g_01770	Syad.g_02634
OG0000867	Prap.g_01769	Syad.g_02635
OG0000868	Prap.g_01767	Syad.g_02637
OG0000869	Prap.g_01764	Syad.g_02643
OG0000870	Prap.g_01759	Syad.g_02648
OG0000871	Prap.g_01758	Syad.g_02649
OG0000872	Prap.g_01757	Syad.g_02657
OG0000873	Prap.g_01753	Syad.g_02660
OG0000874	Prap.g_01750	Syad.g_02655
OG0000875	Prap.g_01749	Syad.g_02662
OG0000876	Prap.g_01748	Syad.g_03003
OG0000877	Prap.g_01746	Syad.g_02480
OG0000878	Prap.g_01745	Syad.g_02481
OG0000879	Prap.g_01744	Syad.g_02482
OG0000880	Prap.g_01743	Syad.g_02483
OG0000881	Prap.g_01739	Syad.g_02489
OG0000882	Prap.g_01734	Syad.g_02494
OG0000883	Prap.g_01732	Syad.g_02497
OG0000884	Prap.g_01730	Syad.g_02499
OG0000885	Prap.g_01729	Syad.g_02500
OG0000886	Prap.g_01728	Syad.g_02501
OG0000887	Prap.g_01727	Syad.g_02502
OG0000888	Prap.g_01725	Syad.g_02504
OG0000889	Prap.g_01723	Syad.g_02506
OG0000890	Prap.g_01722	Syad.g_02512
OG0000891	Prap.g_01721	Syad.g_02513
OG0000892	Prap.g_01719	Syad.g_02517
OG0000893	Prap.g_01715	Syad.g_00589
OG0000894	Prap.g_01712	Syad.g_00592
OG0000895	Prap.g_01708	Syad.g_00596
OG0000896	Prap.g_01707	Syad.g_00597
OG0000897	Prap.g_01705	Syad.g_00599
OG0000898	Prap.g_01704	Syad.g_00600
OG0000899	Prap.g_01703	Syad.g_00601
OG0000900	Prap.g_01702	Syad.g_00602
OG0000901	Prap.g_01699	Syad.g_00607
OG0000902	Prap.g_01697	Syad.g_00609
OG0000903	Prap.g_01693	Syad.g_00645
OG0000904	Prap.g_01689	Syad.g_00640
OG0000905	Prap.g_01695	Syad.g_00632
OG0000906	Prap.g_01696	Syad.g_00630
OG0000907	Prap.g_01686	Syad.g_00648
OG0000908	Prap.g_01683	Syad.g_00651
OG0000909	Prap.g_01682	Syad.g_00652
OG0000910	Prap.g_01681	Syad.g_00653
OG0000911	Prap.g_01679	Syad.g_00655
OG0000912	Prap.g_01678	Syad.g_00656
OG0000913	Prap.g_01677	Syad.g_00657
OG0000914	Prap.g_01676	Syad.g_00658
OG0000915	Prap.g_01675	Syad.g_00660
OG0000916	Prap.g_01674	Syad.g_00661
OG0000917	Prap.g_01673	Syad.g_00662
OG0000918	Prap.g_01672	Syad.g_00663
OG0000919	Prap.g_01671	Syad.g_00664
OG0000920	Prap.g_01670	Syad.g_00665
OG0000921	Prap.g_01669	Syad.g_00666
OG0000922	Prap.g_01668	Syad.g_00667
OG0000923	Prap.g_01664	Syad.g_00671
OG0000924	Prap.g_01663	Syad.g_00672
OG0000925	Prap.g_01662	Syad.g_00673
OG0000926	Prap.g_01661	Syad.g_00674
OG0000927	Prap.g_01659	Syad.g_00676
OG0000928	Prap.g_01658	Syad.g_00677
OG0000929	Prap.g_01657	Syad.g_00678
OG0000930	Prap.g_01656	Syad.g_00679
OG0000931	Prap.g_01655	Syad.g_00680
OG0000932	Prap.g_01654	Syad.g_00681
OG0000933	Prap.g_01650	Syad.g_00687
OG0000934	Prap.g_01647	Syad.g_00689
OG0000935	Prap.g_01646	Syad.g_00690
OG0000936	Prap.g_01645	Syad.g_00691
OG0000937	Prap.g_01644	Syad.g_00692
OG0000938	Prap.g_01641	Syad.g_00695
OG0000939	Prap.g_01640	Syad.g_00696
OG0000940	Prap.g_01633	Syad.g_00703
OG0000941	Prap.g_01631	Syad.g_00705
OG0000942	Prap.g_01629	Syad.g_00707
OG0000943	Prap.g_01628	Syad.g_00708
OG0000944	Prap.g_01626	Syad.g_00710
OG0000945	Prap.g_01625	Syad.g_00711
OG0000946	Prap.g_01620	Syad.g_00716
OG0000947	Prap.g_01618	Syad.g_00719
OG0000948	Prap.g_01617	Syad.g_00720
OG0000949	Prap.g_01614	Syad.g_00432
OG0000950	Prap.g_01607	Syad.g_00418
OG0000951	Prap.g_01603	Syad.g_00411
OG0000952	Prap.g_01599	Syad.g_00375
OG0000953	Prap.g_01595	Syad.g_00369
OG0000954	Prap.g_01591	Syad.g_00364
OG0000955	Prap.g_01590	Syad.g_00363
OG0000956	Prap.g_01588	Syad.g_00361
OG0000957	Prap.g_01582	Syad.g_00350
OG0000958	Prap.g_01581	Syad.g_00349
OG0000959	Prap.g_01577	Syad.g_00345
OG0000960	Prap.g_01576	Syad.g_00344
OG0000961	Prap.g_01573	Syad.g_00335
OG0000962	Prap.g_01571	Syad.g_00332
OG0000963	Prap.g_01567	Syad.g_00325
OG0000964	Prap.g_01566	Syad.g_00324
OG0000965	Prap.g_01565	Syad.g_00323
OG0000966	Prap.g_01559	Syad.g_00246
OG0000967	Prap.g_01555	Syad.g_00234
OG0000968	Prap.g_01553	Syad.g_00243
OG0000969	Prap.g_01552	Syad.g_00240
OG0000970	Prap.g_01551	Syad.g_00239
OG0000971	Prap.g_01550	Syad.g_00229
OG0000972	Prap.g_01549	Syad.g_00228
OG0000973	Prap.g_01548	Syad.g_00227
OG0000974	Prap.g_01547	Syad.g_00226
OG0000975	Prap.g_01546	Syad.g_00225
OG0000976	Prap.g_01545	Syad.g_00224
OG0000977	Prap.g_01544	Syad.g_00222
OG0000978	Prap.g_01543	Syad.g_00221
OG0000979	Prap.g_01541	Syad.g_00218
OG0000980	Prap.g_01539	Syad.g_00215
OG0000981	Prap.g_01536	Syad.g_00212
OG0000982	Prap.g_01534	Syad.g_03035
OG0000983	Prap.g_01533	Syad.g_03036
OG0000984	Prap.g_01532	Syad.g_03037
OG0000985	Prap.g_01529	Syad.g_03039
OG0000986	Prap.g_01527	Syad.g_03049
OG0000987	Prap.g_01526	Syad.g_00002
OG0000988	Prap.g_01523	Syad.g_00008
OG0000989	Prap.g_01519	Syad.g_00020
OG0000990	Prap.g_01515	Syad.g_00061
OG0000991	Prap.g_01514	Syad.g_00064
OG0000992	Prap.g_01511	Syad.g_00067
OG0000993	Prap.g_01510	Syad.g_00069
OG0000994	Prap.g_01509	Syad.g_00071
OG0000995	Prap.g_01505	Syad.g_00077
OG0000996	Prap.g_01504	Syad.g_00121
OG0000997	Prap.g_01501	Syad.g_00128
OG0000998	Prap.g_01499	Syad.g_00130
OG0000999	Prap.g_01498	Syad.g_00131
OG0001000	Prap.g_01495	Syad.g_00136
OG0001001	Prap.g_01492	Syad.g_00141
OG0001002	Prap.g_01874	Syad.g_00148
OG0001003	Prap.g_01873	Syad.g_00150
OG0001004	Prap.g_01872	Syad.g_00151
OG0001005	Prap.g_01871	Syad.g_00152
OG0001006	Prap.g_00056	Syad.g_00160
OG0001007	Prap.g_00054	Syad.g_00162
OG0001008	Prap.g_01329	Syad.g_02449
OG0001009	Prap.g_00928	Syad.g_00194
OG0001010	Prap.g_00927	Syad.g_00195
OG0001011	Prap.g_00925	Syad.g_00196
OG0001012	Prap.g_00911	Syad.g_03030
OG0001013	Prap.g_00904	Syad.g_03011
OG0001014	Prap.g_00901	Syad.g_03002
OG0001015	Prap.g_00899	Syad.g_03001
OG0001016	Prap.g_00877	Syad.g_02734
OG0001017	Prap.g_01100	Syad.g_02740
OG0001018	Prap.g_01098	Syad.g_02742
OG0001019	Prap.g_01089	Syad.g_02771
OG0001020	Prap.g_01088	Syad.g_02777
OG0001021	Prap.g_01087	Syad.g_02781
OG0001022	Prap.g_01084	Syad.g_02786
OG0001023	Prap.g_01083	Syad.g_02787
OG0001024	Prap.g_01079	Syad.g_02791
OG0001025	Prap.g_01072	Syad.g_02798
OG0001026	Prap.g_01063	Syad.g_02811
OG0001027	Prap.g_01062	Syad.g_02817
OG0001028	Prap.g_01060	Syad.g_02819
OG0001029	Prap.g_01059	Syad.g_02821
OG0001030	Prap.g_01043	Syad.g_02848
OG0001031	Prap.g_00983	Syad.g_02925
OG0001032	Prap.g_00982	Syad.g_02928
OG0001033	Prap.g_00961	Syad.g_02956
OG0001034	Prap.g_01476	Syad.g_00819
OG0001035	Prap.g_01456	Syad.g_00559
OG0001036	Prap.g_01452	Syad.g_00554
OG0001037	Prap.g_01451	Syad.g_00552
OG0001039	Prap.g_01429	Syad.g_00522
OG0001040	Prap.g_01427	Syad.g_00519
OG0001041	Prap.g_01422	Syad.g_00514
OG0001042	Prap.g_01405	Syad.g_00485
OG0001043	Prap.g_01404	Syad.g_00481
OG0001044	Prap.g_01373	Syad.g_00760
OG0001045	Prap.g_01364	Syad.g_00773
OG0001046	Prap.g_01827	Syad.g_01722
OG0001047	Prap.g_01327	Syad.g_02447
OG0001048	Prap.g_01326	Syad.g_02446
OG0001049	Prap.g_01324	Syad.g_02443
OG0001050	Prap.g_01323	Syad.g_02442
OG0001051	Prap.g_01322	Syad.g_02441
OG0001052	Prap.g_01296	Syad.g_02357
OG0001054	Prap.g_01269	Syad.g_00925
OG0001055	Prap.g_01250	Syad.g_00946
OG0001056	Prap.g_01233	Syad.g_00982
OG0001057	Prap.g_01228	Syad.g_00996
OG0001058	Prap.g_01220	Syad.g_01015
OG0001059	Prap.g_01216	Syad.g_01018
OG0001060	Prap.g_01210	Syad.g_01025
OG0001061	Prap.g_01195	Syad.g_01047
OG0001062	Prap.g_01193	Syad.g_01049
OG0001063	Prap.g_01191	Syad.g_01056
OG0001064	Prap.g_01190	Syad.g_01057
OG0001065	Prap.g_01189	Syad.g_01058
OG0001066	Prap.g_01188	Syad.g_01059
OG0001067	Prap.g_01187	Syad.g_01060
OG0001068	Prap.g_01186	Syad.g_01061
OG0001069	Prap.g_01185	Syad.g_01062
OG0001070	Prap.g_01181	Syad.g_01065
OG0001071	Prap.g_01180	Syad.g_01066
OG0001072	Prap.g_01178	Syad.g_01070
OG0001073	Prap.g_01164	Syad.g_01090
OG0001074	Prap.g_01152	Syad.g_02197
OG0001075	Prap.g_01151	Syad.g_02196
OG0001076	Prap.g_01144	Syad.g_02175
OG0001077	Prap.g_01138	Syad.g_02164
OG0001078	Prap.g_00391	Syad.g_02151
OG0001079	Prap.g_00379	Syad.g_02138
OG0001080	Prap.g_00373	Syad.g_02008
OG0001081	Prap.g_00371	Syad.g_01568
OG0001082	Prap.g_00370	Syad.g_01569
OG0001083	Prap.g_00365	Syad.g_01578
OG0001084	Prap.g_00364	Syad.g_01586
OG0001085	Prap.g_00831	Syad.g_01596
OG0001086	Prap.g_00830	Syad.g_01598
OG0001087	Prap.g_00812	Syad.g_01372
OG0001088	Prap.g_00811	Syad.g_01368
OG0001089	Prap.g_00800	Syad.g_01302
OG0001090	Prap.g_00790	Syad.g_01817
OG0001091	Prap.g_00344	Syad.g_01815
OG0001092	Prap.g_00343	Syad.g_01812
OG0001093	Prap.g_00338	Syad.g_01806
OG0001094	Prap.g_00345	Syad.g_01895
OG0001095	Prap.g_00770	Syad.g_01874
OG0001096	Prap.g_00756	Syad.g_01847
OG0001097	Prap.g_00736	Syad.g_01223
OG0001098	Prap.g_00717	Syad.g_02005, Syad.g_01995
OG0001099	Prap.g_00655	Syad.g_02820
OG0001100	Prap.g_00867	Syad.g_01608
OG0001101	Prap.g_00864	Syad.g_01610
OG0001102	Prap.g_00861	Syad.g_01613
OG0001103	Prap.g_00859	Syad.g_01616
OG0001104	Prap.g_00836	Syad.g_01911
OG0001105	Prap.g_00832	Syad.g_01907
OG0001106	Prap.g_00248	Syad.g_01771
OG0001107	Prap.g_00255	Syad.g_01759
OG0001108	Prap.g_00259	Syad.g_01744
OG0001109	Prap.g_00260	Syad.g_01739
OG0001110	Prap.g_00262	Syad.g_01737
OG0001111	Prap.g_00263	Syad.g_01735
OG0001112	Prap.g_00264	Syad.g_01733
OG0001113	Prap.g_00265	Syad.g_01732
OG0001114	Prap.g_00266	Syad.g_01731
OG0001115	Prap.g_00268	Syad.g_01727
OG0001116	Prap.g_00269	Syad.g_01725
OG0001117	Prap.g_00270	Syad.g_01724
OG0001118	Prap.g_00271	Syad.g_01723
OG0001119	Prap.g_00272	Syad.g_01721
OG0001120	Prap.g_00274	Syad.g_01717
OG0001122	Prap.g_00294	Syad.g_01689
OG0001123	Prap.g_00300	Syad.g_01682
OG0001124	Prap.g_00302	Syad.g_01680
OG0001125	Prap.g_00304	Syad.g_01678
OG0001126	Prap.g_00697	Syad.g_01276
OG0001127	Prap.g_00698	Syad.g_01277
OG0001128	Prap.g_00700	Syad.g_01280
OG0001129	Prap.g_00701	Syad.g_01282
OG0001130	Prap.g_00702	Syad.g_01283
OG0001131	Prap.g_01345	Syad.g_01953
OG0001132	Prap.g_00020	Syad.g_02038
OG0001133	Prap.g_00058	Syad.g_02172
OG0001134	Prap.g_01883	Syad.g_01527
OG0001135	Prap.g_01880	Syad.g_01529
OG0001136	Prap.g_00459	Syad.g_01150
OG0001137	Prap.g_00447	Syad.g_01169
OG0001138	Prap.g_00426	Syad.g_01493
OG0001139	Prap.g_00424	Syad.g_01491
OG0001140	Prap.g_00423	Syad.g_01490
OG0001141	Prap.g_00422	Syad.g_01489
OG0001142	Prap.g_00421	Syad.g_01488
OG0001143	Prap.g_00414	Syad.g_01473
OG0001144	Prap.g_00409	Syad.g_01457
OG0001145	Prap.g_00553	Syad.g_01112
OG0001146	Prap.g_00565	Syad.g_02412
OG0001147	Prap.g_00585	Syad.g_02349
OG0001148	Prap.g_00061	Syad.g_00889
OG0001149	Prap.g_00062	Syad.g_00888
OG0001150	Prap.g_00063	Syad.g_00887
OG0001151	Prap.g_00074	Syad.g_00875
OG0001152	Prap.g_00075	Syad.g_00872
OG0001153	Prap.g_00153	Syad.g_02318
OG0001154	Prap.g_00154	Syad.g_02319
OG0001155	Prap.g_00171	Syad.g_02540
OG0001156	Prap.g_00174	Syad.g_02543
OG0001157	Prap.g_00175	Syad.g_02544
OG0001158	Prap.g_00176	Syad.g_02546
OG0001159	Prap.g_00177	Syad.g_02547
OG0001160	Prap.g_00203	Syad.g_02595
OG0001161	Prap.g_01836	Syad.g_00026
OG0001162	Prap.g_01907	Syad.g_01844
