Orthogroup	Prap	Syao
OG0000585	Prap.g_01155	Syao.g_01054
OG0000586	Prap.g_01154	Syao.g_01055
OG0000587	Prap.g_01153	Syao.g_01057
OG0000588	Prap.g_01149	Syao.g_00406
OG0000589	Prap.g_01147	Syao.g_01342
OG0000590	Prap.g_01146	Syao.g_01341
OG0000591	Prap.g_01142	Syao.g_01330
OG0000592	Prap.g_01141	Syao.g_01329
OG0000593	Prap.g_00395	Syao.g_00890
OG0000594	Prap.g_00394	Syao.g_00891
OG0000595	Prap.g_00393	Syao.g_00892
OG0000596	Prap.g_00389	Syao.g_00897
OG0000597	Prap.g_00386	Syao.g_00900
OG0000598	Prap.g_00385	Syao.g_00901
OG0000599	Prap.g_00382	Syao.g_00908
OG0000600	Prap.g_00381	Syao.g_00909
OG0000601	Prap.g_00380	Syao.g_00910
OG0000602	Prap.g_00378	Syao.g_00914
OG0000603	Prap.g_00377	Syao.g_00915
OG0000604	Prap.g_00376	Syao.g_00918
OG0000606	Prap.g_00372	Syao.g_00924
OG0000607	Prap.g_00369	Syao.g_00927
OG0000608	Prap.g_00368	Syao.g_00928
OG0000609	Prap.g_00367	Syao.g_00930
OG0000610	Prap.g_00361	Syao.g_00940
OG0000611	Prap.g_00358	Syao.g_00943
OG0000612	Prap.g_00357	Syao.g_00944
OG0000613	Prap.g_00828	Syao.g_01979
OG0000614	Prap.g_00807	Syao.g_00375
OG0000615	Prap.g_00796	Syao.g_00978
OG0000616	Prap.g_01489	Syao.g_02342
OG0000617	Prap.g_00341	Syao.g_00486
OG0000618	Prap.g_00340	Syao.g_00485
OG0000619	Prap.g_00339	Syao.g_00484
OG0000620	Prap.g_00336	Syao.g_00479
OG0000621	Prap.g_00335	Syao.g_00478
OG0000622	Prap.g_00334	Syao.g_00476
OG0000623	Prap.g_00333	Syao.g_00475
OG0000624	Prap.g_00331	Syao.g_00473
OG0000625	Prap.g_00330	Syao.g_00472
OG0000626	Prap.g_00329	Syao.g_00471
OG0000627	Prap.g_00328	Syao.g_00567
OG0000628	Prap.g_00327	Syao.g_00566
OG0000629	Prap.g_00326	Syao.g_00590
OG0000630	Prap.g_00323	Syao.g_00585
OG0000631	Prap.g_00683	Syao.g_00644
OG0000632	Prap.g_00682	Syao.g_00643
OG0000633	Prap.g_00681	Syao.g_00642
OG0000634	Prap.g_00787	Syao.g_00752
OG0000635	Prap.g_00786	Syao.g_00753
OG0000636	Prap.g_00784	Syao.g_00755
OG0000637	Prap.g_00782	Syao.g_00757
OG0000638	Prap.g_00781	Syao.g_00758
OG0000639	Prap.g_00780	Syao.g_00759
OG0000640	Prap.g_00779	Syao.g_00760
OG0000641	Prap.g_00775	Syao.g_00764
OG0000642	Prap.g_00774	Syao.g_00765
OG0000643	Prap.g_00773	Syao.g_00767
OG0000644	Prap.g_00772	Syao.g_00768
OG0000645	Prap.g_00771	Syao.g_00770
OG0000646	Prap.g_00769	Syao.g_00773
OG0000647	Prap.g_00767	Syao.g_00775
OG0000648	Prap.g_00765	Syao.g_00777
OG0000649	Prap.g_00764	Syao.g_00778
OG0000650	Prap.g_00763	Syao.g_00779
OG0000651	Prap.g_00762	Syao.g_00780
OG0000652	Prap.g_00761	Syao.g_00781
OG0000653	Prap.g_00759	Syao.g_00783
OG0000654	Prap.g_00758	Syao.g_00784
OG0000655	Prap.g_00757	Syao.g_00785
OG0000656	Prap.g_00754	Syao.g_00789
OG0000657	Prap.g_00746	Syao.g_00435
OG0000658	Prap.g_00744	Syao.g_00560
OG0000659	Prap.g_00743	Syao.g_00559
OG0000660	Prap.g_00739	Syao.g_00555
OG0000661	Prap.g_00737	Syao.g_00553
OG0000662	Prap.g_00735	Syao.g_00535
OG0000663	Prap.g_00733	Syao.g_00532
OG0000664	Prap.g_00732	Syao.g_00530
OG0000665	Prap.g_00726	Syao.g_01436
OG0000666	Prap.g_00725	Syao.g_02120
OG0000667	Prap.g_00721	Syao.g_01375
OG0000668	Prap.g_00660	Syao.g_02678
OG0000669	Prap.g_00869	Syao.g_00955
OG0000670	Prap.g_00866	Syao.g_00958
OG0000671	Prap.g_00863	Syao.g_00960
OG0000672	Prap.g_00860	Syao.g_00963
OG0000673	Prap.g_00857	Syao.g_00966
OG0000674	Prap.g_00855	Syao.g_00968
OG0000675	Prap.g_00854	Syao.g_00969
OG0000676	Prap.g_00852	Syao.g_00971
OG0000677	Prap.g_00851	Syao.g_00972
OG0000678	Prap.g_00849	Syao.g_00974
OG0000679	Prap.g_00845	Syao.g_00981
OG0000680	Prap.g_00844	Syao.g_00982
OG0000681	Prap.g_00841	Syao.g_00985
OG0000682	Prap.g_00840	Syao.g_00986
OG0000683	Prap.g_00839	Syao.g_00987
OG0000684	Prap.g_00837	Syao.g_00990
OG0000685	Prap.g_00835	Syao.g_00733
OG0000686	Prap.g_00834	Syao.g_00734
OG0000687	Prap.g_00833	Syao.g_00735
OG0000688	Prap.g_00353	Syao.g_00741
OG0000689	Prap.g_00352	Syao.g_00743
OG0000690	Prap.g_00351	Syao.g_00744
OG0000691	Prap.g_00350	Syao.g_00745
OG0000692	Prap.g_00348	Syao.g_00747
OG0000693	Prap.g_00347	Syao.g_00748
OG0000694	Prap.g_00346	Syao.g_00749
OG0000695	Prap.g_00679	Syao.g_00639
OG0000696	Prap.g_00678	Syao.g_00638
OG0000697	Prap.g_00677	Syao.g_00636
OG0000698	Prap.g_00239	Syao.g_00633
OG0000699	Prap.g_00240	Syao.g_00631
OG0000700	Prap.g_00241	Syao.g_00630
OG0000701	Prap.g_00242	Syao.g_00629
OG0000702	Prap.g_00244	Syao.g_00705
OG0000703	Prap.g_00245	Syao.g_00693
OG0000704	Prap.g_00247	Syao.g_00689
OG0000705	Prap.g_00250	Syao.g_00682
OG0000706	Prap.g_00251	Syao.g_00681
OG0000707	Prap.g_00252	Syao.g_00680
OG0000708	Prap.g_00254	Syao.g_00677
OG0000709	Prap.g_00258	Syao.g_00670
OG0000710	Prap.g_00261	Syao.g_00666
OG0000711	Prap.g_00279	Syao.g_00815
OG0000712	Prap.g_00280	Syao.g_00813
OG0000713	Prap.g_00281	Syao.g_00812
OG0000714	Prap.g_00282	Syao.g_00810
OG0000715	Prap.g_00284	Syao.g_00808
OG0000716	Prap.g_00286	Syao.g_00804
OG0000717	Prap.g_00287	Syao.g_00803
OG0000718	Prap.g_00291	Syao.g_00794
OG0000719	Prap.g_00293	Syao.g_00444
OG0000720	Prap.g_00305	Syao.g_00457
OG0000721	Prap.g_00309	Syao.g_00459
OG0000722	Prap.g_00310	Syao.g_00460
OG0000723	Prap.g_00314	Syao.g_00469
OG0000724	Prap.g_00703	Syao.g_00513
OG0000725	Prap.g_00709	Syao.g_00385
OG0000726	Prap.g_00710	Syao.g_00384
OG0000727	Prap.g_00711	Syao.g_00383
OG0000728	Prap.g_00713	Syao.g_00381
OG0000729	Prap.g_00539	Syao.g_02190
OG0000730	Prap.g_00498	Syao.g_01880
OG0000731	Prap.g_01366	Syao.g_01868
OG0000732	Prap.g_01538	Syao.g_02218
OG0000733	Prap.g_01882	Syao.g_01427
OG0000734	Prap.g_00472	Syao.g_02592
OG0000735	Prap.g_00470	Syao.g_00140
OG0000736	Prap.g_00469	Syao.g_00139
OG0000737	Prap.g_00468	Syao.g_00138
OG0000738	Prap.g_00464	Syao.g_00132
OG0000739	Prap.g_00463	Syao.g_00131
OG0000740	Prap.g_00462	Syao.g_00130
OG0000741	Prap.g_00460	Syao.g_00127
OG0000742	Prap.g_00457	Syao.g_00124
OG0000743	Prap.g_00455	Syao.g_00217
OG0000744	Prap.g_00454	Syao.g_00216
OG0000745	Prap.g_00453	Syao.g_00213
OG0000746	Prap.g_00451	Syao.g_00210
OG0000747	Prap.g_00450	Syao.g_00208
OG0000748	Prap.g_00446	Syao.g_00193
OG0000749	Prap.g_00445	Syao.g_00192
OG0000750	Prap.g_00444	Syao.g_00191
OG0000751	Prap.g_00441	Syao.g_00185
OG0000752	Prap.g_00439	Syao.g_00183
OG0000753	Prap.g_00437	Syao.g_00180
OG0000754	Prap.g_00434	Syao.g_00175
OG0000755	Prap.g_00428	Syao.g_00021
OG0000756	Prap.g_00427	Syao.g_00229
OG0000757	Prap.g_00420	Syao.g_00252
OG0000758	Prap.g_00419	Syao.g_00251
OG0000759	Prap.g_00418	Syao.g_00250
OG0000760	Prap.g_00417	Syao.g_00249
OG0000761	Prap.g_00416	Syao.g_00248
OG0000762	Prap.g_00415	Syao.g_00246
OG0000763	Prap.g_00413	Syao.g_00242
OG0000764	Prap.g_00412	Syao.g_00241
OG0000765	Prap.g_00404	Syao.g_00267
OG0000766	Prap.g_00403	Syao.g_00266
OG0000767	Prap.g_00401	Syao.g_00264
OG0000768	Prap.g_00400	Syao.g_00263
OG0000769	Prap.g_00398	Syao.g_00261
OG0000770	Prap.g_01136	Syao.g_00257
OG0000771	Prap.g_00217	Syao.g_00506
OG0000772	Prap.g_01853	Syao.g_01523
OG0000773	Prap.g_00552	Syao.g_01447
OG0000774	Prap.g_00554	Syao.g_01442
OG0000775	Prap.g_00556	Syao.g_01440
OG0000776	Prap.g_00557	Syao.g_01439
OG0000777	Prap.g_00558	Syao.g_01438
OG0000778	Prap.g_00559	Syao.g_01437
OG0000779	Prap.g_00563	Syao.g_01469
OG0000780	Prap.g_00564	Syao.g_01456
OG0000781	Prap.g_00568	Syao.g_01452
OG0000782	Prap.g_00569	Syao.g_01451
OG0000783	Prap.g_00570	Syao.g_01450
OG0000784	Prap.g_00571	Syao.g_01449
OG0000785	Prap.g_00573	Syao.g_01481
OG0000786	Prap.g_00576	Syao.g_01473
OG0000787	Prap.g_00577	Syao.g_01472
OG0000788	Prap.g_01268	Syao.g_00870
OG0000789	Prap.g_00220	Syao.g_00623
OG0000790	Prap.g_00064	Syao.g_00041, Syao.g_00315
OG0000791	Prap.g_00066	Syao.g_00043
OG0000792	Prap.g_00067	Syao.g_00044
OG0000793	Prap.g_00070	Syao.g_02700
OG0000794	Prap.g_00071	Syao.g_02703
OG0000795	Prap.g_00072	Syao.g_02704
OG0000796	Prap.g_00076	Syao.g_02708
OG0000797	Prap.g_00077	Syao.g_02709
OG0000799	Prap.g_00104	Syao.g_01525
OG0000800	Prap.g_00105	Syao.g_01526
OG0000801	Prap.g_00106	Syao.g_01527
OG0000802	Prap.g_00108	Syao.g_01531
OG0000803	Prap.g_00110	Syao.g_01534
OG0000804	Prap.g_00111	Syao.g_01537
OG0000805	Prap.g_00113	Syao.g_01502
OG0000806	Prap.g_00115	Syao.g_01504
OG0000807	Prap.g_00116	Syao.g_01506
OG0000808	Prap.g_00117	Syao.g_01507
OG0000809	Prap.g_00119	Syao.g_01511
OG0000810	Prap.g_00120	Syao.g_01482
OG0000811	Prap.g_00124	Syao.g_01490
OG0000812	Prap.g_00126	Syao.g_01492
OG0000813	Prap.g_00127	Syao.g_01493
OG0000814	Prap.g_00129	Syao.g_01495
OG0000815	Prap.g_00130	Syao.g_01499
OG0000816	Prap.g_00132	Syao.g_01471
OG0000817	Prap.g_00133	Syao.g_01519
OG0000818	Prap.g_00138	Syao.g_00062
OG0000819	Prap.g_00139	Syao.g_00063
OG0000820	Prap.g_00140	Syao.g_00064
OG0000821	Prap.g_00144	Syao.g_00070
OG0000822	Prap.g_00145	Syao.g_00072
OG0000823	Prap.g_00146	Syao.g_00073
OG0000824	Prap.g_00149	Syao.g_00079
OG0000825	Prap.g_00150	Syao.g_00080
OG0000826	Prap.g_00151	Syao.g_00081
OG0000827	Prap.g_00152	Syao.g_00082
OG0000828	Prap.g_00155	Syao.g_00085
OG0000829	Prap.g_00156	Syao.g_00086
OG0000830	Prap.g_00157	Syao.g_00087
OG0000831	Prap.g_00159	Syao.g_00089
OG0000832	Prap.g_00169	Syao.g_01696
OG0000833	Prap.g_00178	Syao.g_01612
OG0000834	Prap.g_00179	Syao.g_01610
OG0000835	Prap.g_00180	Syao.g_01609
OG0000836	Prap.g_00181	Syao.g_01606
OG0000837	Prap.g_00182	Syao.g_01605
OG0000838	Prap.g_00184	Syao.g_01601
OG0000839	Prap.g_00185	Syao.g_01600
OG0000840	Prap.g_00186	Syao.g_01599
OG0000841	Prap.g_00187	Syao.g_01598
OG0000842	Prap.g_00188	Syao.g_01597
OG0000843	Prap.g_00189	Syao.g_01596
OG0000844	Prap.g_00190	Syao.g_01594
OG0000845	Prap.g_00191	Syao.g_01593
OG0000846	Prap.g_00192	Syao.g_01592
OG0000847	Prap.g_00193	Syao.g_01591
OG0000848	Prap.g_00194	Syao.g_01589
OG0000849	Prap.g_00195	Syao.g_01588
OG0000850	Prap.g_00197	Syao.g_01585
OG0000851	Prap.g_00198	Syao.g_01582
OG0000852	Prap.g_00199	Syao.g_01581
OG0000853	Prap.g_00205	Syao.g_01577
OG0000854	Prap.g_00207	Syao.g_01575
OG0000855	Prap.g_00208	Syao.g_01574
OG0000856	Prap.g_01139	Syao.g_01327
OG0000857	Prap.g_00768	Syao.g_00774
OG0000858	Prap.g_01786	Syao.g_01567
OG0000859	Prap.g_01785	Syao.g_01566
OG0000860	Prap.g_01777	Syao.g_01552
OG0000861	Prap.g_01776	Syao.g_01551
OG0000862	Prap.g_01775	Syao.g_01542
OG0000863	Prap.g_01773	Syao.g_01540
OG0000864	Prap.g_01772	Syao.g_01017
OG0000866	Prap.g_01770	Syao.g_01686
OG0000867	Prap.g_01769	Syao.g_01685
OG0000868	Prap.g_01767	Syao.g_01682
OG0000869	Prap.g_01764	Syao.g_01677
OG0000870	Prap.g_01759	Syao.g_01672
OG0000871	Prap.g_01758	Syao.g_01671
OG0000872	Prap.g_01757	Syao.g_01665
OG0000873	Prap.g_01753	Syao.g_01662
OG0000874	Prap.g_01750	Syao.g_01660
OG0000875	Prap.g_01749	Syao.g_01658
OG0000876	Prap.g_01748	Syao.g_00536
OG0000877	Prap.g_01746	Syao.g_01654
OG0000878	Prap.g_01745	Syao.g_01653
OG0000879	Prap.g_01744	Syao.g_01652
OG0000880	Prap.g_01743	Syao.g_01651
OG0000881	Prap.g_01739	Syao.g_01647
OG0000882	Prap.g_01734	Syao.g_01642
OG0000883	Prap.g_01732	Syao.g_01638
OG0000884	Prap.g_01730	Syao.g_01636
OG0000885	Prap.g_01729	Syao.g_01635
OG0000886	Prap.g_01728	Syao.g_01634
OG0000887	Prap.g_01727	Syao.g_01633
OG0000888	Prap.g_01725	Syao.g_01631
OG0000889	Prap.g_01723	Syao.g_01629
OG0000890	Prap.g_01722	Syao.g_01626
OG0000891	Prap.g_01721	Syao.g_01625
OG0000892	Prap.g_01719	Syao.g_01695
OG0000893	Prap.g_01715	Syao.g_01934
OG0000894	Prap.g_01712	Syao.g_01937
OG0000895	Prap.g_01708	Syao.g_01916
OG0000896	Prap.g_01707	Syao.g_01917
OG0000897	Prap.g_01705	Syao.g_01919
OG0000898	Prap.g_01704	Syao.g_01920
OG0000899	Prap.g_01703	Syao.g_01921
OG0000900	Prap.g_01702	Syao.g_01922
OG0000901	Prap.g_01699	Syao.g_01927
OG0000902	Prap.g_01697	Syao.g_01929
OG0000903	Prap.g_01693	Syao.g_01798
OG0000904	Prap.g_01689	Syao.g_01804
OG0000905	Prap.g_01695	Syao.g_01862
OG0000906	Prap.g_01696	Syao.g_01931
OG0000907	Prap.g_01686	Syao.g_01796
OG0000908	Prap.g_01683	Syao.g_01793
OG0000909	Prap.g_01682	Syao.g_01792
OG0000910	Prap.g_01681	Syao.g_01791
OG0000911	Prap.g_01679	Syao.g_01789
OG0000912	Prap.g_01678	Syao.g_01788
OG0000913	Prap.g_01677	Syao.g_01787
OG0000914	Prap.g_01676	Syao.g_01786
OG0000915	Prap.g_01675	Syao.g_01784
OG0000916	Prap.g_01674	Syao.g_01783
OG0000917	Prap.g_01673	Syao.g_01782
OG0000918	Prap.g_01672	Syao.g_01781
OG0000919	Prap.g_01671	Syao.g_01780
OG0000920	Prap.g_01670	Syao.g_01779
OG0000921	Prap.g_01669	Syao.g_01778
OG0000922	Prap.g_01668	Syao.g_01777
OG0000923	Prap.g_01664	Syao.g_01772
OG0000924	Prap.g_01663	Syao.g_01771
OG0000925	Prap.g_01662	Syao.g_01770
OG0000926	Prap.g_01661	Syao.g_01769
OG0000927	Prap.g_01659	Syao.g_01767
OG0000928	Prap.g_01658	Syao.g_01766
OG0000929	Prap.g_01657	Syao.g_01765
OG0000930	Prap.g_01656	Syao.g_01764
OG0000931	Prap.g_01655	Syao.g_01763
OG0000932	Prap.g_01654	Syao.g_01762
OG0000933	Prap.g_01650	Syao.g_01811
OG0000934	Prap.g_01647	Syao.g_01809
OG0000935	Prap.g_01646	Syao.g_01808
OG0000936	Prap.g_01645	Syao.g_01843
OG0000937	Prap.g_01644	Syao.g_01842
OG0000938	Prap.g_01641	Syao.g_01839
OG0000939	Prap.g_01640	Syao.g_01838
OG0000940	Prap.g_01633	Syao.g_01830
OG0000941	Prap.g_01631	Syao.g_01828
OG0000942	Prap.g_01629	Syao.g_01826
OG0000943	Prap.g_01628	Syao.g_01824
OG0000944	Prap.g_01626	Syao.g_01822
OG0000945	Prap.g_01625	Syao.g_01821
OG0000946	Prap.g_01620	Syao.g_01852
OG0000947	Prap.g_01618	Syao.g_01849
OG0000948	Prap.g_01617	Syao.g_01848
OG0000949	Prap.g_01614	Syao.g_01970
OG0000950	Prap.g_01607	Syao.g_01957
OG0000951	Prap.g_01603	Syao.g_02262
OG0000952	Prap.g_01599	Syao.g_02266
OG0000953	Prap.g_01595	Syao.g_02130
OG0000954	Prap.g_01591	Syao.g_02135
OG0000955	Prap.g_01590	Syao.g_02136
OG0000956	Prap.g_01588	Syao.g_02138
OG0000957	Prap.g_01582	Syao.g_01951
OG0000958	Prap.g_01581	Syao.g_01950
OG0000959	Prap.g_01577	Syao.g_01947
OG0000960	Prap.g_01576	Syao.g_01946
OG0000961	Prap.g_01573	Syao.g_02496
OG0000962	Prap.g_01571	Syao.g_02191
OG0000963	Prap.g_01567	Syao.g_02186
OG0000964	Prap.g_01566	Syao.g_02185
OG0000965	Prap.g_01565	Syao.g_02184
OG0000966	Prap.g_01559	Syao.g_02172
OG0000967	Prap.g_01555	Syao.g_02167
OG0000968	Prap.g_01553	Syao.g_02199
OG0000969	Prap.g_01552	Syao.g_02200
OG0000970	Prap.g_01551	Syao.g_02201
OG0000971	Prap.g_01550	Syao.g_02203
OG0000972	Prap.g_01549	Syao.g_02204
OG0000973	Prap.g_01548	Syao.g_02205
OG0000974	Prap.g_01547	Syao.g_02206
OG0000975	Prap.g_01546	Syao.g_02207
OG0000976	Prap.g_01545	Syao.g_02208
OG0000977	Prap.g_01544	Syao.g_02210
OG0000978	Prap.g_01543	Syao.g_02211
OG0000979	Prap.g_01541	Syao.g_02214
OG0000980	Prap.g_01539	Syao.g_02217
OG0000981	Prap.g_01536	Syao.g_02220
OG0000982	Prap.g_01534	Syao.g_02437
OG0000983	Prap.g_01533	Syao.g_02438
OG0000984	Prap.g_01532	Syao.g_02439
OG0000985	Prap.g_01529	Syao.g_02443
OG0000986	Prap.g_01527	Syao.g_02445
OG0000987	Prap.g_01526	Syao.g_02447
OG0000988	Prap.g_01523	Syao.g_02452
OG0000989	Prap.g_01519	Syao.g_02368
OG0000990	Prap.g_01515	Syao.g_02362
OG0000991	Prap.g_01514	Syao.g_02354
OG0000992	Prap.g_01511	Syao.g_02279
OG0000993	Prap.g_01510	Syao.g_02280
OG0000994	Prap.g_01509	Syao.g_02283
OG0000995	Prap.g_01505	Syao.g_02287
OG0000996	Prap.g_01504	Syao.g_02305
OG0000997	Prap.g_01501	Syao.g_02326
OG0000998	Prap.g_01499	Syao.g_02328
OG0000999	Prap.g_01498	Syao.g_02329
OG0001000	Prap.g_01495	Syao.g_02333
OG0001001	Prap.g_01492	Syao.g_02338
OG0001002	Prap.g_01874	Syao.g_02345
OG0001003	Prap.g_01873	Syao.g_02347
OG0001004	Prap.g_01872	Syao.g_02348
OG0001005	Prap.g_01871	Syao.g_02194
OG0001006	Prap.g_00056	Syao.g_02159
OG0001007	Prap.g_00054	Syao.g_02161
OG0001008	Prap.g_01329	Syao.g_01737
OG0001009	Prap.g_00928	Syao.g_02239
OG0001010	Prap.g_00927	Syao.g_02238
OG0001011	Prap.g_00925	Syao.g_02236
OG0001012	Prap.g_00911	Syao.g_00322
OG0001013	Prap.g_00904	Syao.g_02413
OG0001014	Prap.g_00901	Syao.g_02407
OG0001015	Prap.g_00899	Syao.g_02406
OG0001016	Prap.g_00877	Syao.g_02622
OG0001017	Prap.g_01100	Syao.g_02628
OG0001018	Prap.g_01098	Syao.g_02630
OG0001019	Prap.g_01089	Syao.g_02654
OG0001020	Prap.g_01088	Syao.g_02663
OG0001021	Prap.g_01087	Syao.g_02666
OG0001022	Prap.g_01084	Syao.g_02670
OG0001023	Prap.g_01083	Syao.g_02671
OG0001024	Prap.g_01079	Syao.g_01018
OG0001025	Prap.g_01072	Syao.g_02597
OG0001026	Prap.g_01063	Syao.g_02594
OG0001027	Prap.g_01062	Syao.g_02564
OG0001028	Prap.g_01060	Syao.g_02568
OG0001029	Prap.g_01059	Syao.g_02570
OG0001030	Prap.g_01043	Syao.g_02545
OG0001031	Prap.g_00983	Syao.g_02528
OG0001032	Prap.g_00982	Syao.g_02530
OG0001033	Prap.g_00961	Syao.g_01016
OG0001034	Prap.g_01476	Syao.g_01704
OG0001035	Prap.g_01456	Syao.g_02101
OG0001036	Prap.g_01452	Syao.g_02096
OG0001037	Prap.g_01451	Syao.g_02094
OG0001038	Prap.g_01432	Syao.g_02065
OG0001039	Prap.g_01429	Syao.g_02062
OG0001040	Prap.g_01427	Syao.g_02059
OG0001041	Prap.g_01422	Syao.g_02055
OG0001042	Prap.g_01405	Syao.g_02032
OG0001043	Prap.g_01404	Syao.g_02028
OG0001044	Prap.g_01373	Syao.g_01878
OG0001045	Prap.g_01364	Syao.g_01865
OG0001046	Prap.g_01827	Syao.g_00827
OG0001047	Prap.g_01327	Syao.g_01739
OG0001048	Prap.g_01326	Syao.g_01740
OG0001049	Prap.g_01324	Syao.g_01616
OG0001050	Prap.g_01323	Syao.g_01618
OG0001051	Prap.g_01322	Syao.g_01619
OG0001052	Prap.g_01296	Syao.g_02686
OG0001053	Prap.g_01284	Syao.g_00025
OG0001054	Prap.g_01269	Syao.g_00104
OG0001055	Prap.g_01250	Syao.g_00156
OG0001056	Prap.g_01233	Syao.g_01417
OG0001057	Prap.g_01228	Syao.g_00879
OG0001058	Prap.g_01220	Syao.g_00862
OG0001059	Prap.g_01216	Syao.g_00858
OG0001060	Prap.g_01210	Syao.g_00852
OG0001062	Prap.g_01193	Syao.g_01050
OG0001063	Prap.g_01191	Syao.g_01042
OG0001064	Prap.g_01190	Syao.g_01041
OG0001065	Prap.g_01189	Syao.g_01040
OG0001066	Prap.g_01188	Syao.g_01039
OG0001067	Prap.g_01187	Syao.g_01038
OG0001068	Prap.g_01186	Syao.g_01037
OG0001069	Prap.g_01185	Syao.g_01036
OG0001070	Prap.g_01181	Syao.g_01032
OG0001071	Prap.g_01180	Syao.g_01031
OG0001072	Prap.g_01178	Syao.g_01027
OG0001073	Prap.g_01164	Syao.g_00991
OG0001074	Prap.g_01152	Syao.g_00392
OG0001075	Prap.g_01151	Syao.g_00391
OG0001076	Prap.g_01144	Syao.g_01339
OG0001077	Prap.g_01138	Syao.g_01323
OG0001078	Prap.g_00391	Syao.g_00895
OG0001079	Prap.g_00379	Syao.g_00911
OG0001081	Prap.g_00371	Syao.g_00925
OG0001082	Prap.g_00370	Syao.g_00926
OG0001083	Prap.g_00365	Syao.g_00934
OG0001084	Prap.g_00364	Syao.g_00935
OG0001085	Prap.g_00831	Syao.g_00947
OG0001086	Prap.g_00830	Syao.g_00949
OG0001087	Prap.g_00812	Syao.g_01419
OG0001088	Prap.g_00811	Syao.g_00211
OG0001089	Prap.g_00800	Syao.g_00376
OG0001090	Prap.g_00790	Syao.g_00494
OG0001091	Prap.g_00344	Syao.g_00491
OG0001092	Prap.g_00343	Syao.g_00489
OG0001093	Prap.g_00338	Syao.g_00482
OG0001094	Prap.g_00345	Syao.g_00750
OG0001095	Prap.g_00770	Syao.g_00771
OG0001096	Prap.g_00756	Syao.g_00786
OG0001097	Prap.g_00736	Syao.g_00552
OG0001098	Prap.g_00717	Syao.g_00731
OG0001099	Prap.g_00655	Syao.g_02569
OG0001100	Prap.g_00867	Syao.g_00957
OG0001101	Prap.g_00864	Syao.g_00959
OG0001102	Prap.g_00861	Syao.g_00962
OG0001103	Prap.g_00859	Syao.g_00964
OG0001105	Prap.g_00832	Syao.g_00736
OG0001106	Prap.g_00248	Syao.g_00688
OG0001107	Prap.g_00255	Syao.g_00676
OG0001108	Prap.g_00259	Syao.g_00669
OG0001109	Prap.g_00260	Syao.g_00667
OG0001110	Prap.g_00262	Syao.g_00665
OG0001111	Prap.g_00263	Syao.g_00663
OG0001112	Prap.g_00264	Syao.g_00661
OG0001113	Prap.g_00265	Syao.g_00660
OG0001114	Prap.g_00266	Syao.g_00659
OG0001115	Prap.g_00268	Syao.g_00832
OG0001116	Prap.g_00269	Syao.g_00830
OG0001117	Prap.g_00270	Syao.g_00829
OG0001118	Prap.g_00271	Syao.g_00828
OG0001119	Prap.g_00272	Syao.g_00826
OG0001120	Prap.g_00274	Syao.g_00822
OG0001122	Prap.g_00294	Syao.g_00445
OG0001123	Prap.g_00300	Syao.g_00451
OG0001124	Prap.g_00302	Syao.g_00453
OG0001125	Prap.g_00304	Syao.g_00456
OG0001126	Prap.g_00697	Syao.g_00504
OG0001127	Prap.g_00698	Syao.g_00505
OG0001128	Prap.g_00700	Syao.g_00508
OG0001129	Prap.g_00701	Syao.g_00510
OG0001130	Prap.g_00702	Syao.g_00511
OG0001131	Prap.g_01345	Syao.g_01387
OG0001132	Prap.g_00020	Syao.g_01221
OG0001133	Prap.g_00058	Syao.g_01333
OG0001134	Prap.g_01883	Syao.g_01428
OG0001135	Prap.g_01880	Syao.g_01424
OG0001136	Prap.g_00459	Syao.g_00126
OG0001137	Prap.g_00447	Syao.g_00194
OG0001138	Prap.g_00426	Syao.g_00227
OG0001139	Prap.g_00424	Syao.g_00225
OG0001140	Prap.g_00423	Syao.g_00224
OG0001141	Prap.g_00422	Syao.g_00254
OG0001142	Prap.g_00421	Syao.g_00253
OG0001143	Prap.g_00414	Syao.g_00243
OG0001144	Prap.g_00409	Syao.g_00276
OG0001145	Prap.g_00553	Syao.g_01446
OG0001146	Prap.g_00565	Syao.g_01455
OG0001147	Prap.g_00585	Syao.g_00095
OG0001148	Prap.g_00061	Syao.g_00038
OG0001149	Prap.g_00062	Syao.g_00039
OG0001150	Prap.g_00063	Syao.g_00040
OG0001151	Prap.g_00074	Syao.g_02706
OG0001152	Prap.g_00075	Syao.g_02707
OG0001153	Prap.g_00153	Syao.g_00083
OG0001154	Prap.g_00154	Syao.g_00084
OG0001155	Prap.g_00171	Syao.g_01747
OG0001156	Prap.g_00174	Syao.g_01744
OG0001157	Prap.g_00175	Syao.g_01743
OG0001158	Prap.g_00176	Syao.g_01742
OG0001159	Prap.g_00177	Syao.g_01741
OG0001160	Prap.g_00203	Syao.g_01579
OG0001161	Prap.g_01836	Syao.g_02373
OG0001162	Prap.g_01907	Syao.g_02650
OG0001163	Prap.g_01788	Syao.g_01571
OG0001164	Prap.g_01784	Syao.g_01564
OG0001165	Prap.g_01781	Syao.g_01559
OG0001166	Prap.g_01760	Syao.g_01673
OG0001167	Prap.g_01742	Syao.g_01006
OG0001168	Prap.g_01740	Syao.g_01648
OG0001169	Prap.g_01738	Syao.g_01646
OG0001170	Prap.g_01736	Syao.g_01644
OG0001171	Prap.g_01726	Syao.g_01632
OG0001172	Prap.g_01710	Syao.g_01914
OG0001173	Prap.g_01709	Syao.g_01915
