Orthogroup	Prbg	Prax
OG0000572	Prbg.g_00345	Prax.g_00084
OG0000573	Prbg.g_00346	Prax.g_00085
OG0000574	Prbg.g_00347	Prax.g_00086
OG0000575	Prbg.g_00349	Prax.g_00087
OG0000576	Prbg.g_00350	Prax.g_00088
OG0000577	Prbg.g_01427	Prax.g_00089
OG0000578	Prbg.g_01426	Prax.g_00090
OG0000579	Prbg.g_01425	Prax.g_00091
OG0000580	Prbg.g_01424	Prax.g_00092
OG0000581	Prbg.g_01423	Prax.g_00093
OG0000582	Prbg.g_01422	Prax.g_00094
OG0000583	Prbg.g_01421	Prax.g_00095
OG0000584	Prbg.g_01419	Prax.g_00097
OG0000585	Prbg.g_01418	Prax.g_00098
OG0000586	Prbg.g_01416	Prax.g_00099
OG0000587	Prbg.g_01415	Prax.g_00100
OG0000588	Prbg.g_01414	Prax.g_00101
OG0000589	Prbg.g_01413	Prax.g_00102
OG0000590	Prbg.g_01412	Prax.g_00103
OG0000591	Prbg.g_01411	Prax.g_00104
OG0000592	Prbg.g_01410	Prax.g_00105
OG0000593	Prbg.g_01409	Prax.g_00106
OG0000594	Prbg.g_01408	Prax.g_00107
OG0000595	Prbg.g_01407	Prax.g_00108
OG0000596	Prbg.g_01406	Prax.g_00109
OG0000597	Prbg.g_01402	Prax.g_00113
OG0000598	Prbg.g_01401	Prax.g_00114
OG0000599	Prbg.g_01400	Prax.g_00115
OG0000600	Prbg.g_01399	Prax.g_00116
OG0000601	Prbg.g_01398	Prax.g_00117
OG0000602	Prbg.g_01397	Prax.g_00118
OG0000603	Prbg.g_01396	Prax.g_00119
OG0000604	Prbg.g_01395	Prax.g_00120
OG0000605	Prbg.g_01394	Prax.g_00121
OG0000606	Prbg.g_01393	Prax.g_00122
OG0000607	Prbg.g_01391	Prax.g_00123
OG0000608	Prbg.g_01390	Prax.g_00977
OG0000609	Prbg.g_01388	Prax.g_00975
OG0000610	Prbg.g_01387	Prax.g_00974
OG0000611	Prbg.g_01111	Prax.g_00972
OG0000612	Prbg.g_01112	Prax.g_00971
OG0000613	Prbg.g_01114	Prax.g_00969
OG0000614	Prbg.g_01120	Prax.g_00963
OG0000615	Prbg.g_01121	Prax.g_00962
OG0000616	Prbg.g_01122	Prax.g_00961
OG0000617	Prbg.g_01125	Prax.g_00959
OG0000618	Prbg.g_01126	Prax.g_00958
OG0000619	Prbg.g_01127	Prax.g_00957
OG0000620	Prbg.g_01129	Prax.g_00955
OG0000621	Prbg.g_01130	Prax.g_00954
OG0000622	Prbg.g_01131	Prax.g_00953
OG0000623	Prbg.g_01132	Prax.g_00952
OG0000624	Prbg.g_01135	Prax.g_00950
OG0000625	Prbg.g_01136	Prax.g_00949
OG0000626	Prbg.g_01137	Prax.g_00948
OG0000627	Prbg.g_01140	Prax.g_00947
OG0000628	Prbg.g_01141	Prax.g_00946
OG0000629	Prbg.g_01142	Prax.g_00945
OG0000630	Prbg.g_01144	Prax.g_00943
OG0000631	Prbg.g_01146	Prax.g_00942
OG0000632	Prbg.g_01939	Prax.g_00938
OG0000633	Prbg.g_01070	Prax.g_00937
OG0000634	Prbg.g_01152	Prax.g_00484
OG0000635	Prbg.g_01374	Prax.g_00482
OG0000636	Prbg.g_01373	Prax.g_00481
OG0000637	Prbg.g_01371	Prax.g_00479
OG0000638	Prbg.g_01370	Prax.g_00478
OG0000639	Prbg.g_01369	Prax.g_00477
OG0000640	Prbg.g_01368	Prax.g_00476
OG0000641	Prbg.g_01367	Prax.g_00475
OG0000642	Prbg.g_01366	Prax.g_00474
OG0000643	Prbg.g_01365	Prax.g_00473
OG0000644	Prbg.g_01363	Prax.g_00471
OG0000645	Prbg.g_01361	Prax.g_00470
OG0000646	Prbg.g_01360	Prax.g_00469
OG0000647	Prbg.g_01359	Prax.g_00468
OG0000648	Prbg.g_01358	Prax.g_00467
OG0000649	Prbg.g_01357	Prax.g_00466
OG0000650	Prbg.g_01356	Prax.g_00465
OG0000651	Prbg.g_01355	Prax.g_00464
OG0000652	Prbg.g_01353	Prax.g_00462
OG0000653	Prbg.g_01541	Prax.g_00430
OG0000654	Prbg.g_00006	Prax.g_00428
OG0000655	Prbg.g_00357	Prax.g_00418
OG0000656	Prbg.g_00461	Prax.g_00413
OG0000657	Prbg.g_00366	Prax.g_00409
OG0000658	Prbg.g_00365	Prax.g_00408
OG0000659	Prbg.g_00364	Prax.g_00407
OG0000660	Prbg.g_00114	Prax.g_00395
OG0000661	Prbg.g_01254	Prax.g_00386
OG0000662	Prbg.g_01258	Prax.g_00384
OG0000663	Prbg.g_01260	Prax.g_00382
OG0000664	Prbg.g_01261	Prax.g_00381
OG0000665	Prbg.g_01262	Prax.g_00380
OG0000666	Prbg.g_01375	Prax.g_00379
OG0000667	Prbg.g_01154	Prax.g_00378
OG0000668	Prbg.g_01155	Prax.g_00377
OG0000669	Prbg.g_01156	Prax.g_00376
OG0000670	Prbg.g_01158	Prax.g_00374
OG0000671	Prbg.g_01159	Prax.g_00373
OG0000672	Prbg.g_01160	Prax.g_00372
OG0000673	Prbg.g_01161	Prax.g_00371
OG0000674	Prbg.g_01162	Prax.g_00370
OG0000675	Prbg.g_01163	Prax.g_00369
OG0000676	Prbg.g_01165	Prax.g_00367
OG0000677	Prbg.g_01167	Prax.g_00365
OG0000678	Prbg.g_01168	Prax.g_00364
OG0000679	Prbg.g_01169	Prax.g_00363
OG0000680	Prbg.g_01170	Prax.g_00362
OG0000681	Prbg.g_01171	Prax.g_00361
OG0000682	Prbg.g_01172	Prax.g_00360
OG0000683	Prbg.g_01173	Prax.g_00359
OG0000684	Prbg.g_01175	Prax.g_00358
OG0000685	Prbg.g_01176	Prax.g_00357
OG0000686	Prbg.g_01177	Prax.g_00356
OG0000687	Prbg.g_01178	Prax.g_00355
OG0000688	Prbg.g_01179	Prax.g_00354
OG0000689	Prbg.g_01180	Prax.g_00353
OG0000690	Prbg.g_01181	Prax.g_00352
OG0000691	Prbg.g_01183	Prax.g_00350
OG0000692	Prbg.g_01184	Prax.g_00349
OG0000693	Prbg.g_01185	Prax.g_00348
OG0000694	Prbg.g_01186	Prax.g_00347
OG0000695	Prbg.g_01187	Prax.g_00346
OG0000696	Prbg.g_01188	Prax.g_00345
OG0000697	Prbg.g_01190	Prax.g_00343
OG0000698	Prbg.g_01191	Prax.g_00342
OG0000699	Prbg.g_01195	Prax.g_00338
OG0000700	Prbg.g_01196	Prax.g_00337
OG0000701	Prbg.g_01198	Prax.g_00336
OG0000702	Prbg.g_01199	Prax.g_00335
OG0000703	Prbg.g_01200	Prax.g_00334
OG0000704	Prbg.g_01201	Prax.g_00333
OG0000705	Prbg.g_01203	Prax.g_00331
OG0000706	Prbg.g_01204	Prax.g_00330
OG0000707	Prbg.g_01205	Prax.g_00329
OG0000708	Prbg.g_01206	Prax.g_00328
OG0000709	Prbg.g_01207	Prax.g_00327
OG0000710	Prbg.g_01208	Prax.g_00326
OG0000711	Prbg.g_01209	Prax.g_00325
OG0000712	Prbg.g_01210	Prax.g_00324
OG0000713	Prbg.g_01211	Prax.g_00323
OG0000714	Prbg.g_01215	Prax.g_00321
OG0000715	Prbg.g_01216	Prax.g_00320
OG0000716	Prbg.g_01217	Prax.g_00319
OG0000717	Prbg.g_01218	Prax.g_00318
OG0000718	Prbg.g_01219	Prax.g_00317
OG0000719	Prbg.g_01221	Prax.g_00315
OG0000720	Prbg.g_01225	Prax.g_00313
OG0000721	Prbg.g_01226	Prax.g_00312
OG0000722	Prbg.g_01062	Prax.g_00546
OG0000723	Prbg.g_01067	Prax.g_00550
OG0000724	Prbg.g_01073	Prax.g_00553
OG0000725	Prbg.g_01075	Prax.g_00554
OG0000726	Prbg.g_01076	Prax.g_00555
OG0000727	Prbg.g_01078	Prax.g_00556
OG0000728	Prbg.g_01079	Prax.g_00557
OG0000729	Prbg.g_01081	Prax.g_00558
OG0000730	Prbg.g_01082	Prax.g_00559
OG0000731	Prbg.g_01084	Prax.g_00561
OG0000732	Prbg.g_01085	Prax.g_00562
OG0000733	Prbg.g_01086	Prax.g_00563
OG0000734	Prbg.g_01087	Prax.g_00564
OG0000735	Prbg.g_01088	Prax.g_00565
OG0000736	Prbg.g_01090	Prax.g_00567
OG0000737	Prbg.g_01091	Prax.g_00568
OG0000738	Prbg.g_01093	Prax.g_00570
OG0000739	Prbg.g_01094	Prax.g_00571
OG0000740	Prbg.g_01095	Prax.g_00572
OG0000741	Prbg.g_01097	Prax.g_00574
OG0000742	Prbg.g_01098	Prax.g_00575
OG0000743	Prbg.g_01102	Prax.g_00579
OG0000744	Prbg.g_01103	Prax.g_00580
OG0000745	Prbg.g_01105	Prax.g_00582
OG0000746	Prbg.g_01106	Prax.g_00583
OG0000747	Prbg.g_01107	Prax.g_00584
OG0000748	Prbg.g_01108	Prax.g_00585
OG0000749	Prbg.g_01109	Prax.g_00586
OG0000750	Prbg.g_01110	Prax.g_00587
OG0000751	Prbg.g_01383	Prax.g_00589
OG0000752	Prbg.g_01382	Prax.g_00590
OG0000753	Prbg.g_01381	Prax.g_00591
OG0000754	Prbg.g_01380	Prax.g_00592
OG0000755	Prbg.g_01378	Prax.g_00594
OG0000756	Prbg.g_01377	Prax.g_00595
OG0000757	Prbg.g_01376	Prax.g_00596
OG0000758	Prbg.g_01263	Prax.g_00597
OG0000759	Prbg.g_01264	Prax.g_00598
OG0000760	Prbg.g_01265	Prax.g_00599
OG0000761	Prbg.g_01266	Prax.g_00600
OG0000762	Prbg.g_01268	Prax.g_00602
OG0000763	Prbg.g_01269	Prax.g_00603
OG0000764	Prbg.g_01270	Prax.g_00604
OG0000765	Prbg.g_01271	Prax.g_00605
OG0000766	Prbg.g_01272	Prax.g_00606
OG0000767	Prbg.g_01273	Prax.g_00607
OG0000768	Prbg.g_01274	Prax.g_00608
OG0000769	Prbg.g_01275	Prax.g_00609
OG0000770	Prbg.g_01277	Prax.g_00610
OG0000771	Prbg.g_01278	Prax.g_00611
OG0000772	Prbg.g_01337	Prax.g_00612
OG0000773	Prbg.g_01280	Prax.g_00614
OG0000774	Prbg.g_01281	Prax.g_00615
OG0000775	Prbg.g_01282	Prax.g_00616
OG0000776	Prbg.g_01284	Prax.g_00617
OG0000777	Prbg.g_01285	Prax.g_00618
OG0000778	Prbg.g_01286	Prax.g_00619
OG0000779	Prbg.g_01288	Prax.g_01130
OG0000780	Prbg.g_01289	Prax.g_01131
OG0000781	Prbg.g_01290	Prax.g_01132
OG0000782	Prbg.g_01292	Prax.g_01134
OG0000783	Prbg.g_01293	Prax.g_01135
OG0000784	Prbg.g_01294	Prax.g_01136
OG0000785	Prbg.g_01295	Prax.g_01137
OG0000786	Prbg.g_01296	Prax.g_01138
OG0000787	Prbg.g_01298	Prax.g_01140
OG0000788	Prbg.g_01299	Prax.g_01141
OG0000789	Prbg.g_01300	Prax.g_01142
OG0000790	Prbg.g_01301	Prax.g_01143
OG0000791	Prbg.g_01302	Prax.g_01144
OG0000792	Prbg.g_01552	Prax.g_01145
OG0000793	Prbg.g_01304	Prax.g_01146
OG0000794	Prbg.g_01305	Prax.g_01147
OG0000795	Prbg.g_01306	Prax.g_01148
OG0000796	Prbg.g_01309	Prax.g_01150
OG0000797	Prbg.g_01310	Prax.g_01152
OG0000798	Prbg.g_01311	Prax.g_01153
OG0000799	Prbg.g_01312	Prax.g_01154
OG0000800	Prbg.g_01313	Prax.g_01155
OG0000801	Prbg.g_01314	Prax.g_01156
OG0000802	Prbg.g_01316	Prax.g_01158
OG0000803	Prbg.g_01317	Prax.g_01159
OG0000804	Prbg.g_01321	Prax.g_01173
OG0000805	Prbg.g_01323	Prax.g_01175
OG0000806	Prbg.g_01324	Prax.g_01176
OG0000807	Prbg.g_01325	Prax.g_01177
OG0000808	Prbg.g_01326	Prax.g_01178
OG0000809	Prbg.g_01332	Prax.g_01182
OG0000810	Prbg.g_01334	Prax.g_01183
OG0000811	Prbg.g_01335	Prax.g_01184
OG0000812	Prbg.g_01336	Prax.g_01185
OG0000813	Prbg.g_01339	Prax.g_01186
OG0000814	Prbg.g_01340	Prax.g_01187
OG0000815	Prbg.g_01341	Prax.g_01188
OG0000816	Prbg.g_01344	Prax.g_01190
OG0000817	Prbg.g_01245	Prax.g_01193
OG0000818	Prbg.g_01244	Prax.g_01194
OG0000819	Prbg.g_01242	Prax.g_01196
OG0000820	Prbg.g_01241	Prax.g_01197
OG0000821	Prbg.g_01240	Prax.g_01198
OG0000822	Prbg.g_01239	Prax.g_01199
OG0000823	Prbg.g_01236	Prax.g_01202
OG0000824	Prbg.g_01235	Prax.g_01203
OG0000825	Prbg.g_01233	Prax.g_01205
OG0000826	Prbg.g_01232	Prax.g_01206
OG0000827	Prbg.g_01231	Prax.g_01207
OG0000828	Prbg.g_01229	Prax.g_01209
OG0000829	Prbg.g_00141	Prax.g_01235
OG0000830	Prbg.g_00022	Prax.g_01245
OG0000831	Prbg.g_01534	Prax.g_01248
OG0000832	Prbg.g_00361	Prax.g_01249
OG0000833	Prbg.g_00455	Prax.g_01256
OG0000834	Prbg.g_01528	Prax.g_00126
OG0000835	Prbg.g_00123	Prax.g_00130
OG0000836	Prbg.g_01555	Prax.g_00132
OG0000837	Prbg.g_00528	Prax.g_00146
OG0000838	Prbg.g_00750	Prax.g_00162
OG0000839	Prbg.g_00751	Prax.g_00163
OG0000840	Prbg.g_00011	Prax.g_00168
OG0000841	Prbg.g_01508	Prax.g_00181
OG0000842	Prbg.g_01502	Prax.g_00185
OG0000843	Prbg.g_01500	Prax.g_00187
OG0000844	Prbg.g_01499	Prax.g_00188
OG0000845	Prbg.g_01498	Prax.g_00189
OG0000846	Prbg.g_01497	Prax.g_00190
OG0000847	Prbg.g_01496	Prax.g_00191
OG0000848	Prbg.g_01495	Prax.g_00192
OG0000849	Prbg.g_01494	Prax.g_00193
OG0000850	Prbg.g_01493	Prax.g_00194
OG0000851	Prbg.g_01490	Prax.g_00196
OG0000852	Prbg.g_01487	Prax.g_00199
OG0000853	Prbg.g_01485	Prax.g_00201
OG0000854	Prbg.g_01484	Prax.g_00202
OG0000855	Prbg.g_01483	Prax.g_00203
OG0000856	Prbg.g_01482	Prax.g_00204
OG0000857	Prbg.g_01481	Prax.g_00205
OG0000858	Prbg.g_01478	Prax.g_00207
OG0000859	Prbg.g_01477	Prax.g_00208
OG0000860	Prbg.g_01476	Prax.g_00209
OG0000861	Prbg.g_01475	Prax.g_00210
OG0000862	Prbg.g_01474	Prax.g_00211
OG0000863	Prbg.g_01472	Prax.g_00212
OG0000864	Prbg.g_01471	Prax.g_00213
OG0000865	Prbg.g_01470	Prax.g_00214
OG0000866	Prbg.g_01469	Prax.g_00215
OG0000867	Prbg.g_01467	Prax.g_00218
OG0000868	Prbg.g_01465	Prax.g_00220
OG0000869	Prbg.g_01464	Prax.g_00221
OG0000870	Prbg.g_01461	Prax.g_00222
OG0000871	Prbg.g_01460	Prax.g_00223
OG0000872	Prbg.g_01458	Prax.g_00224
OG0000873	Prbg.g_01457	Prax.g_00225
OG0000874	Prbg.g_01456	Prax.g_00226
OG0000875	Prbg.g_01454	Prax.g_00227
OG0000876	Prbg.g_01452	Prax.g_00229
OG0000877	Prbg.g_01451	Prax.g_00230
OG0000878	Prbg.g_01450	Prax.g_00231
OG0000879	Prbg.g_01449	Prax.g_00232
OG0000880	Prbg.g_01448	Prax.g_00233
OG0000881	Prbg.g_01447	Prax.g_00234
OG0000882	Prbg.g_01446	Prax.g_00235
OG0000883	Prbg.g_01445	Prax.g_00236
OG0000884	Prbg.g_01444	Prax.g_00237
OG0000885	Prbg.g_01443	Prax.g_00238
OG0000886	Prbg.g_01442	Prax.g_00239
OG0000887	Prbg.g_01441	Prax.g_00240
OG0000888	Prbg.g_01440	Prax.g_00241
OG0000889	Prbg.g_01439	Prax.g_00242
OG0000890	Prbg.g_01438	Prax.g_00243
OG0000891	Prbg.g_01437	Prax.g_00244
OG0000892	Prbg.g_01436	Prax.g_00245
OG0000893	Prbg.g_01435	Prax.g_00246
OG0000894	Prbg.g_01434	Prax.g_00248
OG0000895	Prbg.g_01433	Prax.g_00249
OG0000896	Prbg.g_01431	Prax.g_00251
OG0000897	Prbg.g_01430	Prax.g_00252
OG0000898	Prbg.g_01429	Prax.g_00253
OG0000899	Prbg.g_01428	Prax.g_00254
OG0000900	Prbg.g_00351	Prax.g_00256
OG0000901	Prbg.g_01576	Prax.g_01928
OG0000902	Prbg.g_00466	Prax.g_01910
OG0000903	Prbg.g_00467	Prax.g_01909
OG0000904	Prbg.g_00468	Prax.g_01908
OG0000905	Prbg.g_00469	Prax.g_01907
OG0000906	Prbg.g_00470	Prax.g_01906
OG0000907	Prbg.g_00472	Prax.g_01904
OG0000908	Prbg.g_00473	Prax.g_01903
OG0000909	Prbg.g_00474	Prax.g_01902
OG0000910	Prbg.g_00475	Prax.g_01901
OG0000911	Prbg.g_00476	Prax.g_01900
OG0000912	Prbg.g_00479	Prax.g_01897
OG0000913	Prbg.g_00480	Prax.g_01896
OG0000914	Prbg.g_00481	Prax.g_01895
OG0000915	Prbg.g_00484	Prax.g_01893
OG0000916	Prbg.g_00485	Prax.g_01892
OG0000917	Prbg.g_00486	Prax.g_01891
OG0000918	Prbg.g_00487	Prax.g_01890
OG0000919	Prbg.g_00488	Prax.g_01889
OG0000920	Prbg.g_00489	Prax.g_01888
OG0000921	Prbg.g_00492	Prax.g_01886
OG0000922	Prbg.g_00493	Prax.g_01885
OG0000923	Prbg.g_00505	Prax.g_01881
OG0000924	Prbg.g_00504	Prax.g_01880
OG0000925	Prbg.g_00501	Prax.g_01877
OG0000926	Prbg.g_00218	Prax.g_01876
OG0000927	Prbg.g_01551	Prax.g_01875
OG0000928	Prbg.g_00690	Prax.g_01873
OG0000929	Prbg.g_01529	Prax.g_01871
OG0000930	Prbg.g_01511	Prax.g_01869
OG0000931	Prbg.g_01223	Prax.g_01868
OG0000932	Prbg.g_01548	Prax.g_01865
OG0000933	Prbg.g_00531	Prax.g_01861
OG0000934	Prbg.g_00532	Prax.g_01860
OG0000935	Prbg.g_00533	Prax.g_01859
OG0000936	Prbg.g_00534	Prax.g_01858
OG0000937	Prbg.g_00535	Prax.g_01857
OG0000938	Prbg.g_00536	Prax.g_01856
OG0000939	Prbg.g_00537	Prax.g_01855
OG0000940	Prbg.g_00538	Prax.g_01854
OG0000941	Prbg.g_00539	Prax.g_01853
OG0000942	Prbg.g_00540	Prax.g_01852
OG0000943	Prbg.g_00541	Prax.g_01851
OG0000944	Prbg.g_00542	Prax.g_01850
OG0000945	Prbg.g_00543	Prax.g_01849
OG0000946	Prbg.g_00544	Prax.g_01848
OG0000947	Prbg.g_00545	Prax.g_01847
OG0000948	Prbg.g_00546	Prax.g_01846
OG0000949	Prbg.g_00547	Prax.g_01845
OG0000950	Prbg.g_01829	Prax.g_01780
OG0000951	Prbg.g_00574	Prax.g_01751
OG0000952	Prbg.g_00575	Prax.g_01750
OG0000953	Prbg.g_00576	Prax.g_01749
OG0000954	Prbg.g_00577	Prax.g_01748
OG0000955	Prbg.g_00578	Prax.g_01747
OG0000956	Prbg.g_00580	Prax.g_01745
OG0000957	Prbg.g_00581	Prax.g_01744
OG0000958	Prbg.g_00582	Prax.g_01743
OG0000959	Prbg.g_00583	Prax.g_01742
OG0000960	Prbg.g_00584	Prax.g_01741
OG0000961	Prbg.g_00585	Prax.g_01740
OG0000962	Prbg.g_00586	Prax.g_01739
OG0000963	Prbg.g_00587	Prax.g_01738
OG0000964	Prbg.g_00588	Prax.g_01737
OG0000965	Prbg.g_00589	Prax.g_01735
OG0000966	Prbg.g_00590	Prax.g_01734
OG0000967	Prbg.g_00593	Prax.g_01726
OG0000968	Prbg.g_00594	Prax.g_01725
OG0000969	Prbg.g_00595	Prax.g_01724
OG0000970	Prbg.g_00596	Prax.g_01723
OG0000971	Prbg.g_00597	Prax.g_01722
OG0000972	Prbg.g_00598	Prax.g_01721
OG0000973	Prbg.g_00600	Prax.g_01719
OG0000974	Prbg.g_00601	Prax.g_01718
OG0000975	Prbg.g_00602	Prax.g_01717
OG0000976	Prbg.g_00603	Prax.g_01716
OG0000977	Prbg.g_00604	Prax.g_01715
OG0000978	Prbg.g_00605	Prax.g_01714
OG0000979	Prbg.g_00606	Prax.g_01713
OG0000980	Prbg.g_00607	Prax.g_01712
OG0000981	Prbg.g_00608	Prax.g_01711
OG0000982	Prbg.g_00609	Prax.g_01710
OG0000983	Prbg.g_00610	Prax.g_01709
OG0000984	Prbg.g_00614	Prax.g_01705
OG0000985	Prbg.g_00615	Prax.g_01704
OG0000986	Prbg.g_00616	Prax.g_01703
OG0000987	Prbg.g_00618	Prax.g_01701
OG0000988	Prbg.g_00619	Prax.g_01700
OG0000989	Prbg.g_00620	Prax.g_01699
OG0000990	Prbg.g_00621	Prax.g_01698
OG0000991	Prbg.g_00622	Prax.g_01697
OG0000992	Prbg.g_00623	Prax.g_01696
OG0000993	Prbg.g_00624	Prax.g_01695
OG0000994	Prbg.g_00625	Prax.g_01694
OG0000995	Prbg.g_00626	Prax.g_01693
OG0000996	Prbg.g_00627	Prax.g_01692
OG0000997	Prbg.g_00629	Prax.g_01690
OG0000998	Prbg.g_00635	Prax.g_01687
OG0000999	Prbg.g_00637	Prax.g_01685
OG0001000	Prbg.g_00639	Prax.g_01684
OG0001001	Prbg.g_00641	Prax.g_01683
OG0001002	Prbg.g_00643	Prax.g_01681
OG0001003	Prbg.g_00644	Prax.g_01680
OG0001004	Prbg.g_00645	Prax.g_01679
OG0001005	Prbg.g_00646	Prax.g_01678
OG0001006	Prbg.g_00648	Prax.g_01676
OG0001007	Prbg.g_00649	Prax.g_01675
OG0001008	Prbg.g_00650	Prax.g_01674
OG0001009	Prbg.g_00651	Prax.g_01673
OG0001010	Prbg.g_00652	Prax.g_01672
OG0001011	Prbg.g_00653	Prax.g_01671
OG0001012	Prbg.g_00654	Prax.g_01670
OG0001013	Prbg.g_00655	Prax.g_01669
OG0001014	Prbg.g_00656	Prax.g_01668
OG0001015	Prbg.g_00657	Prax.g_01667
OG0001016	Prbg.g_00658	Prax.g_01666
OG0001017	Prbg.g_00659	Prax.g_01665
OG0001018	Prbg.g_00660	Prax.g_01664
OG0001019	Prbg.g_00661	Prax.g_01663
OG0001020	Prbg.g_00662	Prax.g_01662
OG0001021	Prbg.g_00663	Prax.g_01661
OG0001022	Prbg.g_00664	Prax.g_01660
OG0001023	Prbg.g_00665	Prax.g_01659
OG0001024	Prbg.g_00667	Prax.g_01657
OG0001025	Prbg.g_00668	Prax.g_01656
OG0001026	Prbg.g_00669	Prax.g_01655
OG0001027	Prbg.g_00670	Prax.g_01654
OG0001028	Prbg.g_00673	Prax.g_01653
OG0001029	Prbg.g_00674	Prax.g_01652
OG0001030	Prbg.g_00677	Prax.g_01649
OG0001031	Prbg.g_00678	Prax.g_01648
OG0001032	Prbg.g_01593	Prax.g_01640
OG0001033	Prbg.g_00348	Prax.g_01633
OG0001034	Prbg.g_01174	Prax.g_01605
OG0001035	Prbg.g_01643	Prax.g_01565
OG0001036	Prbg.g_01644	Prax.g_01564
OG0001037	Prbg.g_01651	Prax.g_01558
OG0001038	Prbg.g_01652	Prax.g_01557
OG0001039	Prbg.g_01653	Prax.g_01556
OG0001040	Prbg.g_01654	Prax.g_01555
OG0001041	Prbg.g_01656	Prax.g_01553
OG0001042	Prbg.g_01657	Prax.g_01552
OG0001043	Prbg.g_01658	Prax.g_01551
OG0001044	Prbg.g_01659	Prax.g_01550
OG0001045	Prbg.g_01660	Prax.g_01549
OG0001046	Prbg.g_01662	Prax.g_01548
OG0001047	Prbg.g_01663	Prax.g_01547
OG0001048	Prbg.g_01664	Prax.g_01545
OG0001049	Prbg.g_01665	Prax.g_01544
OG0001050	Prbg.g_01666	Prax.g_01543
OG0001051	Prbg.g_01667	Prax.g_01542
OG0001052	Prbg.g_01668	Prax.g_01541
OG0001053	Prbg.g_01669	Prax.g_01540
OG0001054	Prbg.g_01670	Prax.g_01539
OG0001055	Prbg.g_01671	Prax.g_01538
OG0001056	Prbg.g_01672	Prax.g_01537
OG0001057	Prbg.g_01674	Prax.g_01535
OG0001058	Prbg.g_01675	Prax.g_01534
OG0001059	Prbg.g_01676	Prax.g_01533
OG0001060	Prbg.g_01677	Prax.g_01532
OG0001061	Prbg.g_01678	Prax.g_01531
OG0001062	Prbg.g_01679	Prax.g_01530
OG0001063	Prbg.g_01680	Prax.g_01529
OG0001064	Prbg.g_01681	Prax.g_01528
OG0001065	Prbg.g_01682	Prax.g_01527
OG0001066	Prbg.g_01683	Prax.g_01526
OG0001067	Prbg.g_01684	Prax.g_01525
OG0001068	Prbg.g_01685	Prax.g_01524
OG0001069	Prbg.g_01688	Prax.g_01521
OG0001070	Prbg.g_01690	Prax.g_01519
OG0001071	Prbg.g_01691	Prax.g_01518
OG0001072	Prbg.g_01692	Prax.g_01517
OG0001073	Prbg.g_01693	Prax.g_01516
OG0001074	Prbg.g_01694	Prax.g_01515
OG0001075	Prbg.g_01696	Prax.g_01513
OG0001076	Prbg.g_01698	Prax.g_01511
OG0001077	Prbg.g_01699	Prax.g_01510
OG0001078	Prbg.g_01700	Prax.g_01509
OG0001079	Prbg.g_01701	Prax.g_01508
OG0001080	Prbg.g_01702	Prax.g_01507
OG0001081	Prbg.g_01703	Prax.g_01506
OG0001082	Prbg.g_01704	Prax.g_01505
OG0001083	Prbg.g_01705	Prax.g_01504
OG0001084	Prbg.g_01706	Prax.g_01503
OG0001085	Prbg.g_01707	Prax.g_01502
OG0001086	Prbg.g_01713	Prax.g_01262
OG0001087	Prbg.g_01715	Prax.g_01263
OG0001088	Prbg.g_01716	Prax.g_01264
OG0001089	Prbg.g_01719	Prax.g_01266
OG0001090	Prbg.g_01720	Prax.g_01267
OG0001091	Prbg.g_01721	Prax.g_01268
OG0001092	Prbg.g_01722	Prax.g_01269
OG0001093	Prbg.g_01723	Prax.g_01270
OG0001094	Prbg.g_01724	Prax.g_01271
OG0001095	Prbg.g_01725	Prax.g_01272
OG0001096	Prbg.g_01726	Prax.g_01273
OG0001097	Prbg.g_01727	Prax.g_01274
OG0001098	Prbg.g_01728	Prax.g_01275
OG0001099	Prbg.g_01729	Prax.g_01276
OG0001100	Prbg.g_01730	Prax.g_01277
OG0001101	Prbg.g_01731	Prax.g_01278
OG0001102	Prbg.g_01735	Prax.g_01281
OG0001103	Prbg.g_01736	Prax.g_01282
OG0001104	Prbg.g_01739	Prax.g_01283
OG0001105	Prbg.g_01738	Prax.g_01285
OG0001106	Prbg.g_01734	Prax.g_01287
OG0001107	Prbg.g_01733	Prax.g_01288
OG0001108	Prbg.g_01732	Prax.g_01289
OG0001109	Prbg.g_01742	Prax.g_01296
OG0001110	Prbg.g_01744	Prax.g_01298
OG0001111	Prbg.g_01745	Prax.g_01299
OG0001112	Prbg.g_01746	Prax.g_01300
OG0001113	Prbg.g_01747	Prax.g_01301
OG0001114	Prbg.g_01748	Prax.g_01302
OG0001115	Prbg.g_01749	Prax.g_01303
OG0001116	Prbg.g_01750	Prax.g_01304
OG0001117	Prbg.g_01751	Prax.g_01305
OG0001118	Prbg.g_01752	Prax.g_01306
OG0001119	Prbg.g_01753	Prax.g_01307
OG0001120	Prbg.g_01754	Prax.g_01308
OG0001121	Prbg.g_01755	Prax.g_01309
OG0001122	Prbg.g_01756	Prax.g_01310
OG0001123	Prbg.g_01757	Prax.g_01311
OG0001124	Prbg.g_01758	Prax.g_01312
OG0001125	Prbg.g_01759	Prax.g_01313
OG0001126	Prbg.g_01760	Prax.g_01314
OG0001127	Prbg.g_01761	Prax.g_01315
OG0001128	Prbg.g_01762	Prax.g_01316
OG0001129	Prbg.g_01763	Prax.g_01317
OG0001130	Prbg.g_01764	Prax.g_01318
