Orthogroup	Prbg	Pray
OG0000570	Prbg.g_00341	Pray.g_01141
OG0000571	Prbg.g_00343	Pray.g_01139
OG0000572	Prbg.g_00345	Pray.g_01138
OG0000573	Prbg.g_00346	Pray.g_01137
OG0000574	Prbg.g_00347	Pray.g_01136
OG0000575	Prbg.g_00349	Pray.g_01135
OG0000576	Prbg.g_00350	Pray.g_01134
OG0000577	Prbg.g_01427	Pray.g_01133
OG0000578	Prbg.g_01426	Pray.g_01132
OG0000579	Prbg.g_01425	Pray.g_01131
OG0000580	Prbg.g_01424	Pray.g_01130
OG0000581	Prbg.g_01423	Pray.g_01129
OG0000582	Prbg.g_01422	Pray.g_01128
OG0000583	Prbg.g_01421	Pray.g_01127
OG0000584	Prbg.g_01419	Pray.g_01125
OG0000585	Prbg.g_01418	Pray.g_01124
OG0000586	Prbg.g_01416	Pray.g_01123
OG0000587	Prbg.g_01415	Pray.g_01122
OG0000588	Prbg.g_01414	Pray.g_01121
OG0000589	Prbg.g_01413	Pray.g_01120
OG0000590	Prbg.g_01412	Pray.g_01119
OG0000591	Prbg.g_01411	Pray.g_01118
OG0000592	Prbg.g_01410	Pray.g_01117
OG0000593	Prbg.g_01409	Pray.g_01116
OG0000594	Prbg.g_01408	Pray.g_01115
OG0000595	Prbg.g_01407	Pray.g_01114
OG0000596	Prbg.g_01406	Pray.g_01113
OG0000597	Prbg.g_01402	Pray.g_01109
OG0000598	Prbg.g_01401	Pray.g_01108
OG0000599	Prbg.g_01400	Pray.g_01107
OG0000600	Prbg.g_01399	Pray.g_01106
OG0000601	Prbg.g_01398	Pray.g_01105
OG0000602	Prbg.g_01397	Pray.g_01104
OG0000603	Prbg.g_01396	Pray.g_01103
OG0000604	Prbg.g_01395	Pray.g_01102
OG0000605	Prbg.g_01394	Pray.g_01101
OG0000606	Prbg.g_01393	Pray.g_01100
OG0000607	Prbg.g_01391	Pray.g_01099
OG0000608	Prbg.g_01390	Pray.g_01098
OG0000609	Prbg.g_01388	Pray.g_01096
OG0000610	Prbg.g_01387	Pray.g_01095
OG0000611	Prbg.g_01111	Pray.g_01093
OG0000612	Prbg.g_01112	Pray.g_01092
OG0000613	Prbg.g_01114	Pray.g_01090
OG0000614	Prbg.g_01120	Pray.g_01084
OG0000615	Prbg.g_01121	Pray.g_01083
OG0000616	Prbg.g_01122	Pray.g_01082
OG0000617	Prbg.g_01125	Pray.g_01080
OG0000618	Prbg.g_01126	Pray.g_01079
OG0000619	Prbg.g_01127	Pray.g_01078
OG0000620	Prbg.g_01129	Pray.g_01076
OG0000621	Prbg.g_01130	Pray.g_01075
OG0000622	Prbg.g_01131	Pray.g_01074
OG0000623	Prbg.g_01132	Pray.g_01073
OG0000624	Prbg.g_01135	Pray.g_01071
OG0000625	Prbg.g_01136	Pray.g_01070
OG0000626	Prbg.g_01137	Pray.g_01069
OG0000627	Prbg.g_01140	Pray.g_01068
OG0000628	Prbg.g_01141	Pray.g_01067
OG0000629	Prbg.g_01142	Pray.g_01066
OG0000630	Prbg.g_01144	Pray.g_01064
OG0000631	Prbg.g_01146	Pray.g_01063
OG0000632	Prbg.g_01939	Pray.g_01059
OG0000633	Prbg.g_01070	Pray.g_01058
OG0000634	Prbg.g_01152	Pray.g_01039
OG0000635	Prbg.g_01374	Pray.g_01037
OG0000636	Prbg.g_01373	Pray.g_01036
OG0000637	Prbg.g_01371	Pray.g_01034
OG0000638	Prbg.g_01370	Pray.g_01033
OG0000639	Prbg.g_01369	Pray.g_01032
OG0000640	Prbg.g_01368	Pray.g_01031
OG0000641	Prbg.g_01367	Pray.g_01030
OG0000642	Prbg.g_01366	Pray.g_01029
OG0000643	Prbg.g_01365	Pray.g_01028
OG0000644	Prbg.g_01363	Pray.g_01026
OG0000645	Prbg.g_01361	Pray.g_01025
OG0000646	Prbg.g_01360	Pray.g_00269
OG0000647	Prbg.g_01359	Pray.g_00270
OG0000648	Prbg.g_01358	Pray.g_00271
OG0000649	Prbg.g_01357	Pray.g_00272
OG0000650	Prbg.g_01356	Pray.g_00273
OG0000651	Prbg.g_01355	Pray.g_00274
OG0000652	Prbg.g_01353	Pray.g_00276
OG0000653	Prbg.g_01541	Pray.g_00291
OG0000654	Prbg.g_00006	Pray.g_00293
OG0000655	Prbg.g_00357	Pray.g_00302
OG0000656	Prbg.g_00461	Pray.g_00306
OG0000657	Prbg.g_00366	Pray.g_00313
OG0000658	Prbg.g_00365	Pray.g_00314
OG0000659	Prbg.g_00364	Pray.g_00315
OG0000660	Prbg.g_00114	Pray.g_00326
OG0000661	Prbg.g_01254	Pray.g_00335
OG0000662	Prbg.g_01258	Pray.g_00337
OG0000663	Prbg.g_01260	Pray.g_00339
OG0000664	Prbg.g_01261	Pray.g_00340
OG0000665	Prbg.g_01262	Pray.g_00341
OG0000666	Prbg.g_01375	Pray.g_00342
OG0000667	Prbg.g_01154	Pray.g_00343
OG0000668	Prbg.g_01155	Pray.g_00344
OG0000669	Prbg.g_01156	Pray.g_00345
OG0000670	Prbg.g_01158	Pray.g_00347
OG0000671	Prbg.g_01159	Pray.g_00348
OG0000672	Prbg.g_01160	Pray.g_00349
OG0000673	Prbg.g_01161	Pray.g_00350
OG0000674	Prbg.g_01162	Pray.g_00351
OG0000675	Prbg.g_01163	Pray.g_00352
OG0000676	Prbg.g_01165	Pray.g_00354
OG0000677	Prbg.g_01167	Pray.g_00356
OG0000678	Prbg.g_01168	Pray.g_00357
OG0000679	Prbg.g_01169	Pray.g_00358
OG0000680	Prbg.g_01170	Pray.g_00359
OG0000681	Prbg.g_01171	Pray.g_00360
OG0000682	Prbg.g_01172	Pray.g_00361
OG0000683	Prbg.g_01173	Pray.g_00362
OG0000684	Prbg.g_01175	Pray.g_00363
OG0000685	Prbg.g_01176	Pray.g_00364
OG0000686	Prbg.g_01177	Pray.g_00365
OG0000687	Prbg.g_01178	Pray.g_00366
OG0000688	Prbg.g_01179	Pray.g_00367
OG0000689	Prbg.g_01180	Pray.g_00368
OG0000690	Prbg.g_01181	Pray.g_00369
OG0000691	Prbg.g_01183	Pray.g_00371
OG0000692	Prbg.g_01184	Pray.g_00372
OG0000693	Prbg.g_01185	Pray.g_00373
OG0000694	Prbg.g_01186	Pray.g_00374
OG0000695	Prbg.g_01187	Pray.g_00375
OG0000696	Prbg.g_01188	Pray.g_00376
OG0000697	Prbg.g_01190	Pray.g_00378
OG0000698	Prbg.g_01191	Pray.g_00379
OG0000699	Prbg.g_01195	Pray.g_00383
OG0000700	Prbg.g_01196	Pray.g_00384
OG0000701	Prbg.g_01198	Pray.g_00385
OG0000702	Prbg.g_01199	Pray.g_00386
OG0000703	Prbg.g_01200	Pray.g_00387
OG0000704	Prbg.g_01201	Pray.g_00388
OG0000705	Prbg.g_01203	Pray.g_00390
OG0000706	Prbg.g_01204	Pray.g_00391
OG0000707	Prbg.g_01205	Pray.g_00392
OG0000708	Prbg.g_01206	Pray.g_00393
OG0000709	Prbg.g_01207	Pray.g_00394
OG0000710	Prbg.g_01208	Pray.g_00395
OG0000711	Prbg.g_01209	Pray.g_00396
OG0000712	Prbg.g_01210	Pray.g_00397
OG0000713	Prbg.g_01211	Pray.g_00398
OG0000714	Prbg.g_01215	Pray.g_00400
OG0000715	Prbg.g_01216	Pray.g_00401
OG0000716	Prbg.g_01217	Pray.g_00402
OG0000717	Prbg.g_01218	Pray.g_00403
OG0000718	Prbg.g_01219	Pray.g_00404
OG0000719	Prbg.g_01221	Pray.g_00406
OG0000720	Prbg.g_01225	Pray.g_00408
OG0000721	Prbg.g_01226	Pray.g_00409
OG0000722	Prbg.g_01062	Pray.g_00436
OG0000723	Prbg.g_01067	Pray.g_00440
OG0000724	Prbg.g_01073	Pray.g_00443
OG0000725	Prbg.g_01075	Pray.g_00444
OG0000726	Prbg.g_01076	Pray.g_00445
OG0000727	Prbg.g_01078	Pray.g_00446
OG0000728	Prbg.g_01079	Pray.g_00447
OG0000729	Prbg.g_01081	Pray.g_00449
OG0000730	Prbg.g_01082	Pray.g_00450
OG0000731	Prbg.g_01084	Pray.g_00452
OG0000732	Prbg.g_01085	Pray.g_00453
OG0000733	Prbg.g_01086	Pray.g_00454
OG0000734	Prbg.g_01087	Pray.g_00455
OG0000735	Prbg.g_01088	Pray.g_00456
OG0000736	Prbg.g_01090	Pray.g_00458
OG0000737	Prbg.g_01091	Pray.g_00459
OG0000738	Prbg.g_01093	Pray.g_00461
OG0000739	Prbg.g_01094	Pray.g_00462
OG0000740	Prbg.g_01095	Pray.g_00463
OG0000741	Prbg.g_01097	Pray.g_00465
OG0000742	Prbg.g_01098	Pray.g_00466
OG0000743	Prbg.g_01102	Pray.g_00470
OG0000744	Prbg.g_01103	Pray.g_00471
OG0000745	Prbg.g_01105	Pray.g_00473
OG0000746	Prbg.g_01106	Pray.g_00474
OG0000747	Prbg.g_01107	Pray.g_00475
OG0000748	Prbg.g_01108	Pray.g_00476
OG0000749	Prbg.g_01109	Pray.g_00477
OG0000750	Prbg.g_01110	Pray.g_00478
OG0000751	Prbg.g_01383	Pray.g_00480
OG0000752	Prbg.g_01382	Pray.g_00481
OG0000753	Prbg.g_01381	Pray.g_00482
OG0000754	Prbg.g_01380	Pray.g_00483
OG0000755	Prbg.g_01378	Pray.g_00485
OG0000756	Prbg.g_01377	Pray.g_00486
OG0000757	Prbg.g_01376	Pray.g_00487
OG0000758	Prbg.g_01263	Pray.g_00488
OG0000759	Prbg.g_01264	Pray.g_00489
OG0000760	Prbg.g_01265	Pray.g_00490
OG0000761	Prbg.g_01266	Pray.g_00491
OG0000762	Prbg.g_01268	Pray.g_00493
OG0000763	Prbg.g_01269	Pray.g_00494
OG0000764	Prbg.g_01270	Pray.g_00495
OG0000765	Prbg.g_01271	Pray.g_00496
OG0000766	Prbg.g_01272	Pray.g_00497
OG0000767	Prbg.g_01273	Pray.g_00498
OG0000768	Prbg.g_01274	Pray.g_00499
OG0000769	Prbg.g_01275	Pray.g_00500
OG0000770	Prbg.g_01277	Pray.g_00501
OG0000771	Prbg.g_01278	Pray.g_00502
OG0000772	Prbg.g_01337	Pray.g_00503
OG0000773	Prbg.g_01280	Pray.g_00505
OG0000774	Prbg.g_01281	Pray.g_00506
OG0000775	Prbg.g_01282	Pray.g_00507
OG0000776	Prbg.g_01284	Pray.g_00508
OG0000777	Prbg.g_01285	Pray.g_00509
OG0000778	Prbg.g_01286	Pray.g_00510
OG0000779	Prbg.g_01288	Pray.g_00512
OG0000780	Prbg.g_01289	Pray.g_00513
OG0000781	Prbg.g_01290	Pray.g_00514
OG0000782	Prbg.g_01292	Pray.g_00516
OG0000783	Prbg.g_01293	Pray.g_00517
OG0000784	Prbg.g_01294	Pray.g_00518
OG0000785	Prbg.g_01295	Pray.g_00519
OG0000786	Prbg.g_01296	Pray.g_00520
OG0000787	Prbg.g_01298	Pray.g_00522
OG0000788	Prbg.g_01299	Pray.g_00523
OG0000789	Prbg.g_01300	Pray.g_00524
OG0000790	Prbg.g_01301	Pray.g_00525
OG0000791	Prbg.g_01302	Pray.g_00526
OG0000792	Prbg.g_01552	Pray.g_00527
OG0000793	Prbg.g_01304	Pray.g_00528
OG0000794	Prbg.g_01305	Pray.g_00529
OG0000795	Prbg.g_01306	Pray.g_00530
OG0000796	Prbg.g_01309	Pray.g_00532
OG0000797	Prbg.g_01310	Pray.g_00534
OG0000798	Prbg.g_01311	Pray.g_00535
OG0000799	Prbg.g_01312	Pray.g_00536
OG0000800	Prbg.g_01313	Pray.g_00537
OG0000801	Prbg.g_01314	Pray.g_00538
OG0000802	Prbg.g_01316	Pray.g_00540
OG0000803	Prbg.g_01317	Pray.g_00541
OG0000804	Prbg.g_01321	Pray.g_00553
OG0000805	Prbg.g_01323	Pray.g_00555
OG0000806	Prbg.g_01324	Pray.g_00556
OG0000807	Prbg.g_01325	Pray.g_00557
OG0000808	Prbg.g_01326	Pray.g_00558
OG0000809	Prbg.g_01332	Pray.g_00562
OG0000810	Prbg.g_01334	Pray.g_00563
OG0000811	Prbg.g_01335	Pray.g_00564
OG0000812	Prbg.g_01336	Pray.g_00565
OG0000813	Prbg.g_01339	Pray.g_00566
OG0000814	Prbg.g_01340	Pray.g_00567
OG0000815	Prbg.g_01341	Pray.g_00568
OG0000816	Prbg.g_01344	Pray.g_00570
OG0000817	Prbg.g_01245	Pray.g_00573
OG0000818	Prbg.g_01244	Pray.g_00574
OG0000819	Prbg.g_01242	Pray.g_00576
OG0000820	Prbg.g_01241	Pray.g_00577
OG0000821	Prbg.g_01240	Pray.g_00578
OG0000822	Prbg.g_01239	Pray.g_00579
OG0000823	Prbg.g_01236	Pray.g_00582
OG0000824	Prbg.g_01235	Pray.g_00583
OG0000825	Prbg.g_01233	Pray.g_00585
OG0000826	Prbg.g_01232	Pray.g_00586
OG0000827	Prbg.g_01231	Pray.g_00587
OG0000828	Prbg.g_01229	Pray.g_00589
OG0000829	Prbg.g_00141	Pray.g_00614
OG0000830	Prbg.g_00022	Pray.g_00623
OG0000831	Prbg.g_01534	Pray.g_00626
OG0000832	Prbg.g_00361	Pray.g_00627
OG0000833	Prbg.g_00455	Pray.g_00634
OG0000834	Prbg.g_01528	Pray.g_00132
OG0000835	Prbg.g_00123	Pray.g_00128
OG0000836	Prbg.g_01555	Pray.g_00126
OG0000837	Prbg.g_00528	Pray.g_00112
OG0000838	Prbg.g_00750	Pray.g_00096
OG0000839	Prbg.g_00751	Pray.g_00095
OG0000840	Prbg.g_00011	Pray.g_00090
OG0000841	Prbg.g_01508	Pray.g_00083
OG0000842	Prbg.g_01502	Pray.g_00079
OG0000843	Prbg.g_01500	Pray.g_00077
OG0000844	Prbg.g_01499	Pray.g_00076
OG0000845	Prbg.g_01498	Pray.g_00075
OG0000846	Prbg.g_01497	Pray.g_00074
OG0000847	Prbg.g_01496	Pray.g_00073
OG0000848	Prbg.g_01495	Pray.g_00072
OG0000849	Prbg.g_01494	Pray.g_00071
OG0000850	Prbg.g_01493	Pray.g_00070
OG0000851	Prbg.g_01490	Pray.g_00068
OG0000852	Prbg.g_01487	Pray.g_00065
OG0000853	Prbg.g_01485	Pray.g_00063
OG0000854	Prbg.g_01484	Pray.g_00062
OG0000855	Prbg.g_01483	Pray.g_00060
OG0000856	Prbg.g_01482	Pray.g_00059
OG0000857	Prbg.g_01481	Pray.g_00058
OG0000858	Prbg.g_01478	Pray.g_00056
OG0000859	Prbg.g_01477	Pray.g_00055
OG0000860	Prbg.g_01476	Pray.g_00054
OG0000861	Prbg.g_01475	Pray.g_00053
OG0000862	Prbg.g_01474	Pray.g_00052
OG0000863	Prbg.g_01472	Pray.g_00051
OG0000864	Prbg.g_01471	Pray.g_00050
OG0000865	Prbg.g_01470	Pray.g_00049
OG0000866	Prbg.g_01469	Pray.g_00048
OG0000867	Prbg.g_01467	Pray.g_00045
OG0000868	Prbg.g_01465	Pray.g_00043
OG0000869	Prbg.g_01464	Pray.g_00042
OG0000870	Prbg.g_01461	Pray.g_00041
OG0000871	Prbg.g_01460	Pray.g_00040
OG0000872	Prbg.g_01458	Pray.g_00039
OG0000873	Prbg.g_01457	Pray.g_00038
OG0000874	Prbg.g_01456	Pray.g_00037
OG0000875	Prbg.g_01454	Pray.g_00036
OG0000876	Prbg.g_01452	Pray.g_00034
OG0000877	Prbg.g_01451	Pray.g_00033
OG0000878	Prbg.g_01450	Pray.g_00032
OG0000879	Prbg.g_01449	Pray.g_00031
OG0000880	Prbg.g_01448	Pray.g_00030
OG0000881	Prbg.g_01447	Pray.g_00029
OG0000882	Prbg.g_01446	Pray.g_00028
OG0000883	Prbg.g_01445	Pray.g_00027
OG0000884	Prbg.g_01444	Pray.g_00026
OG0000885	Prbg.g_01443	Pray.g_00025
OG0000886	Prbg.g_01442	Pray.g_00024
OG0000887	Prbg.g_01441	Pray.g_00023
OG0000888	Prbg.g_01440	Pray.g_00022
OG0000889	Prbg.g_01439	Pray.g_00021
OG0000890	Prbg.g_01438	Pray.g_00020
OG0000891	Prbg.g_01437	Pray.g_00019
OG0000892	Prbg.g_01436	Pray.g_00018
OG0000893	Prbg.g_01435	Pray.g_00017
OG0000894	Prbg.g_01434	Pray.g_00015
OG0000895	Prbg.g_01433	Pray.g_00014
OG0000896	Prbg.g_01431	Pray.g_00012
OG0000897	Prbg.g_01430	Pray.g_00011
OG0000898	Prbg.g_01429	Pray.g_00010
OG0000899	Prbg.g_01428	Pray.g_00009
OG0000900	Prbg.g_00351	Pray.g_00007
OG0000901	Prbg.g_01576	Pray.g_01895
OG0000902	Prbg.g_00466	Pray.g_01881
OG0000903	Prbg.g_00467	Pray.g_01880
OG0000904	Prbg.g_00468	Pray.g_01879
OG0000905	Prbg.g_00469	Pray.g_01878
OG0000906	Prbg.g_00470	Pray.g_01877
OG0000907	Prbg.g_00472	Pray.g_01875
OG0000908	Prbg.g_00473	Pray.g_01874
OG0000909	Prbg.g_00474	Pray.g_01873
OG0000910	Prbg.g_00475	Pray.g_01872
OG0000911	Prbg.g_00476	Pray.g_01871
OG0000912	Prbg.g_00479	Pray.g_01868
OG0000913	Prbg.g_00480	Pray.g_01867
OG0000914	Prbg.g_00481	Pray.g_01866
OG0000915	Prbg.g_00484	Pray.g_01864
OG0000916	Prbg.g_00485	Pray.g_01863
OG0000917	Prbg.g_00486	Pray.g_01862
OG0000918	Prbg.g_00487	Pray.g_01861
OG0000919	Prbg.g_00488	Pray.g_01860
OG0000920	Prbg.g_00489	Pray.g_01859
OG0000921	Prbg.g_00492	Pray.g_01857
OG0000922	Prbg.g_00493	Pray.g_01856
OG0000923	Prbg.g_00505	Pray.g_01847
OG0000924	Prbg.g_00504	Pray.g_01846
OG0000925	Prbg.g_00501	Pray.g_01843
OG0000926	Prbg.g_00218	Pray.g_01842
OG0000927	Prbg.g_01551	Pray.g_01841
OG0000928	Prbg.g_00690	Pray.g_01839
OG0000929	Prbg.g_01529	Pray.g_01837
OG0000930	Prbg.g_01511	Pray.g_01835
OG0000931	Prbg.g_01223	Pray.g_01834
OG0000932	Prbg.g_01548	Pray.g_01831
OG0000933	Prbg.g_00531	Pray.g_01827
OG0000934	Prbg.g_00532	Pray.g_01826
OG0000935	Prbg.g_00533	Pray.g_01825
OG0000936	Prbg.g_00534	Pray.g_01824
OG0000937	Prbg.g_00535	Pray.g_01823
OG0000938	Prbg.g_00536	Pray.g_01822
OG0000939	Prbg.g_00537	Pray.g_01821
OG0000940	Prbg.g_00538	Pray.g_01820
OG0000941	Prbg.g_00539	Pray.g_01819
OG0000942	Prbg.g_00540	Pray.g_01818
OG0000943	Prbg.g_00541	Pray.g_01817
OG0000944	Prbg.g_00542	Pray.g_01816
OG0000945	Prbg.g_00543	Pray.g_01815
OG0000946	Prbg.g_00544	Pray.g_01814
OG0000947	Prbg.g_00545	Pray.g_01813
OG0000948	Prbg.g_00546	Pray.g_01812
OG0000949	Prbg.g_00547	Pray.g_01811
OG0000950	Prbg.g_01829	Pray.g_01787
OG0000951	Prbg.g_00574	Pray.g_01740
OG0000952	Prbg.g_00575	Pray.g_01739
OG0000953	Prbg.g_00576	Pray.g_01738
OG0000954	Prbg.g_00577	Pray.g_01737
OG0000955	Prbg.g_00578	Pray.g_01736
OG0000956	Prbg.g_00580	Pray.g_01734
OG0000957	Prbg.g_00581	Pray.g_01733
OG0000958	Prbg.g_00582	Pray.g_01732
OG0000959	Prbg.g_00583	Pray.g_01731
OG0000960	Prbg.g_00584	Pray.g_01730
OG0000961	Prbg.g_00585	Pray.g_01729
OG0000962	Prbg.g_00586	Pray.g_01728
OG0000963	Prbg.g_00587	Pray.g_01727
OG0000964	Prbg.g_00588	Pray.g_01726
OG0000965	Prbg.g_00589	Pray.g_01724
OG0000966	Prbg.g_00590	Pray.g_01723
OG0000967	Prbg.g_00593	Pray.g_01720
OG0000968	Prbg.g_00594	Pray.g_01719
OG0000969	Prbg.g_00595	Pray.g_01718
OG0000970	Prbg.g_00596	Pray.g_01717
OG0000971	Prbg.g_00597	Pray.g_01716
OG0000972	Prbg.g_00598	Pray.g_01715
OG0000973	Prbg.g_00600	Pray.g_01713
OG0000974	Prbg.g_00601	Pray.g_01712
OG0000975	Prbg.g_00602	Pray.g_01711
OG0000976	Prbg.g_00603	Pray.g_01710
OG0000977	Prbg.g_00604	Pray.g_01709
OG0000978	Prbg.g_00605	Pray.g_01708
OG0000979	Prbg.g_00606	Pray.g_01707
OG0000980	Prbg.g_00607	Pray.g_01706
OG0000981	Prbg.g_00608	Pray.g_01705
OG0000982	Prbg.g_00609	Pray.g_01704
OG0000983	Prbg.g_00610	Pray.g_01703
OG0000984	Prbg.g_00614	Pray.g_01699
OG0000985	Prbg.g_00615	Pray.g_01698
OG0000986	Prbg.g_00616	Pray.g_01697
OG0000987	Prbg.g_00618	Pray.g_01695
OG0000988	Prbg.g_00619	Pray.g_01694
OG0000989	Prbg.g_00620	Pray.g_01693
OG0000990	Prbg.g_00621	Pray.g_01692
OG0000991	Prbg.g_00622	Pray.g_01691
OG0000992	Prbg.g_00623	Pray.g_01690
OG0000993	Prbg.g_00624	Pray.g_01689
OG0000994	Prbg.g_00625	Pray.g_01688
OG0000995	Prbg.g_00626	Pray.g_01687
OG0000996	Prbg.g_00627	Pray.g_01686
OG0000997	Prbg.g_00629	Pray.g_01684
OG0000998	Prbg.g_00635	Pray.g_01681
OG0000999	Prbg.g_00637	Pray.g_01679
OG0001000	Prbg.g_00639	Pray.g_01678
OG0001001	Prbg.g_00641	Pray.g_01677
OG0001002	Prbg.g_00643	Pray.g_01675
OG0001003	Prbg.g_00644	Pray.g_01674
OG0001004	Prbg.g_00645	Pray.g_01673
OG0001005	Prbg.g_00646	Pray.g_01672
OG0001006	Prbg.g_00648	Pray.g_01670
OG0001007	Prbg.g_00649	Pray.g_01669
OG0001008	Prbg.g_00650	Pray.g_01668
OG0001009	Prbg.g_00651	Pray.g_01667
OG0001010	Prbg.g_00652	Pray.g_01666
OG0001011	Prbg.g_00653	Pray.g_01665
OG0001012	Prbg.g_00654	Pray.g_01664
OG0001013	Prbg.g_00655	Pray.g_01663
OG0001014	Prbg.g_00656	Pray.g_01662
OG0001015	Prbg.g_00657	Pray.g_01661
OG0001016	Prbg.g_00658	Pray.g_01660
OG0001017	Prbg.g_00659	Pray.g_01659
OG0001018	Prbg.g_00660	Pray.g_01658
OG0001019	Prbg.g_00661	Pray.g_01657
OG0001020	Prbg.g_00662	Pray.g_01656
OG0001021	Prbg.g_00663	Pray.g_01655
OG0001022	Prbg.g_00664	Pray.g_01654
OG0001023	Prbg.g_00665	Pray.g_01653
OG0001024	Prbg.g_00667	Pray.g_01651
OG0001025	Prbg.g_00668	Pray.g_01650
OG0001026	Prbg.g_00669	Pray.g_01649
OG0001027	Prbg.g_00670	Pray.g_01648
OG0001028	Prbg.g_00673	Pray.g_01647
OG0001029	Prbg.g_00674	Pray.g_01646
OG0001030	Prbg.g_00677	Pray.g_01643
OG0001031	Prbg.g_00678	Pray.g_01642
OG0001032	Prbg.g_01593	Pray.g_01634
OG0001033	Prbg.g_00348	Pray.g_01627
OG0001034	Prbg.g_01174	Pray.g_01600
OG0001035	Prbg.g_01643	Pray.g_01565
OG0001036	Prbg.g_01644	Pray.g_01564
OG0001037	Prbg.g_01651	Pray.g_01558
OG0001038	Prbg.g_01652	Pray.g_01557
OG0001039	Prbg.g_01653	Pray.g_01556
OG0001040	Prbg.g_01654	Pray.g_01555
OG0001041	Prbg.g_01656	Pray.g_01553
OG0001042	Prbg.g_01657	Pray.g_01552
OG0001043	Prbg.g_01658	Pray.g_01551
OG0001044	Prbg.g_01659	Pray.g_01550
OG0001045	Prbg.g_01660	Pray.g_01549
OG0001046	Prbg.g_01662	Pray.g_01548
OG0001047	Prbg.g_01663	Pray.g_01547
OG0001048	Prbg.g_01664	Pray.g_01545
OG0001049	Prbg.g_01665	Pray.g_01544
OG0001050	Prbg.g_01666	Pray.g_01543
OG0001051	Prbg.g_01667	Pray.g_01542
OG0001052	Prbg.g_01668	Pray.g_01541
OG0001053	Prbg.g_01669	Pray.g_01540
OG0001054	Prbg.g_01670	Pray.g_01539
OG0001055	Prbg.g_01671	Pray.g_01538
OG0001056	Prbg.g_01672	Pray.g_01537
OG0001057	Prbg.g_01674	Pray.g_01535
OG0001058	Prbg.g_01675	Pray.g_01534
OG0001059	Prbg.g_01676	Pray.g_01533
OG0001060	Prbg.g_01677	Pray.g_01532
OG0001061	Prbg.g_01678	Pray.g_01531
OG0001062	Prbg.g_01679	Pray.g_01530
OG0001063	Prbg.g_01680	Pray.g_01529
OG0001064	Prbg.g_01681	Pray.g_01528
OG0001065	Prbg.g_01682	Pray.g_01527
OG0001066	Prbg.g_01683	Pray.g_01526
OG0001067	Prbg.g_01684	Pray.g_01525
OG0001068	Prbg.g_01685	Pray.g_01524
OG0001069	Prbg.g_01688	Pray.g_01521
OG0001070	Prbg.g_01690	Pray.g_01519
OG0001071	Prbg.g_01691	Pray.g_01518
OG0001072	Prbg.g_01692	Pray.g_01517
OG0001073	Prbg.g_01693	Pray.g_01516
OG0001074	Prbg.g_01694	Pray.g_01515
OG0001075	Prbg.g_01696	Pray.g_01513
OG0001076	Prbg.g_01698	Pray.g_01512
OG0001077	Prbg.g_01699	Pray.g_01511
OG0001078	Prbg.g_01700	Pray.g_01510
OG0001079	Prbg.g_01701	Pray.g_01509
OG0001080	Prbg.g_01702	Pray.g_01508
OG0001081	Prbg.g_01703	Pray.g_01507
OG0001082	Prbg.g_01704	Pray.g_01506
OG0001083	Prbg.g_01705	Pray.g_01505
OG0001084	Prbg.g_01706	Pray.g_01504
OG0001085	Prbg.g_01707	Pray.g_01503
OG0001086	Prbg.g_01713	Pray.g_01234
OG0001087	Prbg.g_01715	Pray.g_01235
OG0001088	Prbg.g_01716	Pray.g_01236
OG0001089	Prbg.g_01719	Pray.g_01238
OG0001090	Prbg.g_01720	Pray.g_01239
OG0001091	Prbg.g_01721	Pray.g_01240
OG0001092	Prbg.g_01722	Pray.g_01241
OG0001093	Prbg.g_01723	Pray.g_01242
OG0001094	Prbg.g_01724	Pray.g_01243
OG0001095	Prbg.g_01725	Pray.g_01244
OG0001096	Prbg.g_01726	Pray.g_01245
OG0001097	Prbg.g_01727	Pray.g_01246
OG0001098	Prbg.g_01728	Pray.g_01247
OG0001099	Prbg.g_01729	Pray.g_01248
OG0001100	Prbg.g_01730	Pray.g_01249
OG0001101	Prbg.g_01731	Pray.g_01250
OG0001102	Prbg.g_01735	Pray.g_01253
OG0001103	Prbg.g_01736	Pray.g_01254
OG0001104	Prbg.g_01739	Pray.g_01255
OG0001105	Prbg.g_01738	Pray.g_01257
OG0001106	Prbg.g_01734	Pray.g_01259
OG0001107	Prbg.g_01733	Pray.g_01260
OG0001108	Prbg.g_01732	Pray.g_01261
OG0001109	Prbg.g_01742	Pray.g_01264
OG0001110	Prbg.g_01744	Pray.g_01266
OG0001111	Prbg.g_01745	Pray.g_01267
OG0001112	Prbg.g_01746	Pray.g_01268
OG0001113	Prbg.g_01747	Pray.g_01269
OG0001114	Prbg.g_01748	Pray.g_01270
OG0001115	Prbg.g_01749	Pray.g_01271
OG0001116	Prbg.g_01750	Pray.g_01272
OG0001117	Prbg.g_01751	Pray.g_01273
OG0001118	Prbg.g_01752	Pray.g_01274
OG0001119	Prbg.g_01753	Pray.g_01275
OG0001120	Prbg.g_01754	Pray.g_01276
OG0001121	Prbg.g_01755	Pray.g_01277
OG0001122	Prbg.g_01756	Pray.g_01278
OG0001123	Prbg.g_01757	Pray.g_01279
OG0001124	Prbg.g_01758	Pray.g_01280
OG0001125	Prbg.g_01759	Pray.g_01281
OG0001126	Prbg.g_01760	Pray.g_01282
OG0001127	Prbg.g_01761	Pray.g_01283
OG0001128	Prbg.g_01762	Pray.g_01284
