Orthogroup	Prbg	Praw
OG0000569	Prbg.g_00340	Praw.g_00157
OG0000570	Prbg.g_00341	Praw.g_00158
OG0000571	Prbg.g_00343	Praw.g_00160
OG0000572	Prbg.g_00345	Praw.g_00161
OG0000573	Prbg.g_00346	Praw.g_00162
OG0000574	Prbg.g_00347	Praw.g_00163
OG0000575	Prbg.g_00349	Praw.g_00164
OG0000576	Prbg.g_00350	Praw.g_00165
OG0000577	Prbg.g_01427	Praw.g_00166
OG0000578	Prbg.g_01426	Praw.g_00167
OG0000579	Prbg.g_01425	Praw.g_00168
OG0000580	Prbg.g_01424	Praw.g_00169
OG0000581	Prbg.g_01423	Praw.g_01888
OG0000582	Prbg.g_01422	Praw.g_01887
OG0000583	Prbg.g_01421	Praw.g_01886
OG0000584	Prbg.g_01419	Praw.g_01884
OG0000585	Prbg.g_01418	Praw.g_01883
OG0000586	Prbg.g_01416	Praw.g_01882
OG0000587	Prbg.g_01415	Praw.g_01881
OG0000588	Prbg.g_01414	Praw.g_01880
OG0000589	Prbg.g_01413	Praw.g_01879
OG0000590	Prbg.g_01412	Praw.g_01878
OG0000591	Prbg.g_01411	Praw.g_01877
OG0000592	Prbg.g_01410	Praw.g_01876
OG0000593	Prbg.g_01409	Praw.g_01875
OG0000594	Prbg.g_01408	Praw.g_01874
OG0000595	Prbg.g_01407	Praw.g_01873
OG0000596	Prbg.g_01406	Praw.g_01872
OG0000597	Prbg.g_01402	Praw.g_01868
OG0000598	Prbg.g_01401	Praw.g_01867
OG0000599	Prbg.g_01400	Praw.g_01866
OG0000600	Prbg.g_01399	Praw.g_01865
OG0000601	Prbg.g_01398	Praw.g_01864
OG0000602	Prbg.g_01397	Praw.g_01863
OG0000603	Prbg.g_01396	Praw.g_01862
OG0000604	Prbg.g_01395	Praw.g_01861
OG0000605	Prbg.g_01394	Praw.g_01860
OG0000606	Prbg.g_01393	Praw.g_01859
OG0000607	Prbg.g_01391	Praw.g_01858
OG0000608	Prbg.g_01390	Praw.g_01857
OG0000609	Prbg.g_01388	Praw.g_01855
OG0000610	Prbg.g_01387	Praw.g_01854
OG0000611	Prbg.g_01111	Praw.g_01852
OG0000612	Prbg.g_01112	Praw.g_01851
OG0000613	Prbg.g_01114	Praw.g_01849
OG0000614	Prbg.g_01120	Praw.g_01843
OG0000615	Prbg.g_01121	Praw.g_01842
OG0000616	Prbg.g_01122	Praw.g_01841
OG0000617	Prbg.g_01125	Praw.g_01839
OG0000618	Prbg.g_01126	Praw.g_01838
OG0000619	Prbg.g_01127	Praw.g_01837
OG0000620	Prbg.g_01129	Praw.g_01835
OG0000621	Prbg.g_01130	Praw.g_01834
OG0000622	Prbg.g_01131	Praw.g_01833
OG0000623	Prbg.g_01132	Praw.g_01832
OG0000624	Prbg.g_01135	Praw.g_01830
OG0000625	Prbg.g_01136	Praw.g_01829
OG0000626	Prbg.g_01137	Praw.g_01828
OG0000627	Prbg.g_01140	Praw.g_01827
OG0000628	Prbg.g_01141	Praw.g_01826
OG0000629	Prbg.g_01142	Praw.g_01825
OG0000630	Prbg.g_01144	Praw.g_01823
OG0000631	Prbg.g_01146	Praw.g_01822
OG0000632	Prbg.g_01939	Praw.g_01818
OG0000633	Prbg.g_01070	Praw.g_01817
OG0000634	Prbg.g_01152	Praw.g_01808
OG0000635	Prbg.g_01374	Praw.g_01806
OG0000636	Prbg.g_01373	Praw.g_01805
OG0000637	Prbg.g_01371	Praw.g_01803
OG0000638	Prbg.g_01370	Praw.g_01802
OG0000639	Prbg.g_01369	Praw.g_01801
OG0000640	Prbg.g_01368	Praw.g_01800
OG0000641	Prbg.g_01367	Praw.g_01799
OG0000642	Prbg.g_01366	Praw.g_01798
OG0000643	Prbg.g_01365	Praw.g_01797
OG0000644	Prbg.g_01363	Praw.g_01795
OG0000645	Prbg.g_01361	Praw.g_01794
OG0000646	Prbg.g_01360	Praw.g_01793
OG0000647	Prbg.g_01359	Praw.g_01792
OG0000648	Prbg.g_01358	Praw.g_01791
OG0000649	Prbg.g_01357	Praw.g_01790
OG0000650	Prbg.g_01356	Praw.g_01789
OG0000651	Prbg.g_01355	Praw.g_01788
OG0000652	Prbg.g_01353	Praw.g_01786
OG0000653	Prbg.g_01541	Praw.g_01761
OG0000654	Prbg.g_00006	Praw.g_01759
OG0000655	Prbg.g_00357	Praw.g_01749
OG0000656	Prbg.g_00461	Praw.g_01745
OG0000657	Prbg.g_00366	Praw.g_01732
OG0000658	Prbg.g_00365	Praw.g_01731
OG0000659	Prbg.g_00364	Praw.g_01730
OG0000660	Prbg.g_00114	Praw.g_01719
OG0000661	Prbg.g_01254	Praw.g_01710
OG0000662	Prbg.g_01258	Praw.g_01708
OG0000663	Prbg.g_01260	Praw.g_01706
OG0000664	Prbg.g_01261	Praw.g_01705
OG0000665	Prbg.g_01262	Praw.g_01704
OG0000666	Prbg.g_01375	Praw.g_01703
OG0000667	Prbg.g_01154	Praw.g_01702
OG0000668	Prbg.g_01155	Praw.g_01701
OG0000669	Prbg.g_01156	Praw.g_01700
OG0000670	Prbg.g_01158	Praw.g_01698
OG0000671	Prbg.g_01159	Praw.g_01697
OG0000672	Prbg.g_01160	Praw.g_01696
OG0000673	Prbg.g_01161	Praw.g_01695
OG0000674	Prbg.g_01162	Praw.g_01694
OG0000675	Prbg.g_01163	Praw.g_01693
OG0000676	Prbg.g_01165	Praw.g_01691
OG0000677	Prbg.g_01167	Praw.g_01689
OG0000678	Prbg.g_01168	Praw.g_01688
OG0000679	Prbg.g_01169	Praw.g_01687
OG0000680	Prbg.g_01170	Praw.g_01686
OG0000681	Prbg.g_01171	Praw.g_01685
OG0000682	Prbg.g_01172	Praw.g_01684
OG0000683	Prbg.g_01173	Praw.g_01683
OG0000684	Prbg.g_01175	Praw.g_01682
OG0000685	Prbg.g_01176	Praw.g_01681
OG0000686	Prbg.g_01177	Praw.g_01680
OG0000687	Prbg.g_01178	Praw.g_01679
OG0000688	Prbg.g_01179	Praw.g_01678
OG0000689	Prbg.g_01180	Praw.g_01677
OG0000690	Prbg.g_01181	Praw.g_01676
OG0000691	Prbg.g_01183	Praw.g_01674
OG0000692	Prbg.g_01184	Praw.g_01673
OG0000693	Prbg.g_01185	Praw.g_01672
OG0000694	Prbg.g_01186	Praw.g_01671
OG0000695	Prbg.g_01187	Praw.g_01670
OG0000696	Prbg.g_01188	Praw.g_01669
OG0000697	Prbg.g_01190	Praw.g_01668
OG0000698	Prbg.g_01191	Praw.g_01667
OG0000699	Prbg.g_01195	Praw.g_01664
OG0000700	Prbg.g_01196	Praw.g_01663
OG0000701	Prbg.g_01198	Praw.g_01662
OG0000702	Prbg.g_01199	Praw.g_01661
OG0000703	Prbg.g_01200	Praw.g_01660
OG0000704	Prbg.g_01201	Praw.g_01659
OG0000705	Prbg.g_01203	Praw.g_01657
OG0000706	Prbg.g_01204	Praw.g_01656
OG0000707	Prbg.g_01205	Praw.g_01655
OG0000708	Prbg.g_01206	Praw.g_01654
OG0000709	Prbg.g_01207	Praw.g_01653
OG0000710	Prbg.g_01208	Praw.g_01652
OG0000711	Prbg.g_01209	Praw.g_01651
OG0000712	Prbg.g_01210	Praw.g_01650
OG0000713	Prbg.g_01211	Praw.g_01649
OG0000714	Prbg.g_01215	Praw.g_01647
OG0000715	Prbg.g_01216	Praw.g_01646
OG0000716	Prbg.g_01217	Praw.g_01645
OG0000717	Prbg.g_01218	Praw.g_01644
OG0000718	Prbg.g_01219	Praw.g_01643
OG0000719	Prbg.g_01221	Praw.g_01641
OG0000720	Prbg.g_01225	Praw.g_01639
OG0000721	Prbg.g_01226	Praw.g_01638
OG0000722	Prbg.g_01062	Praw.g_01611
OG0000723	Prbg.g_01067	Praw.g_01608
OG0000724	Prbg.g_01073	Praw.g_01605
OG0000725	Prbg.g_01075	Praw.g_01604
OG0000726	Prbg.g_01076	Praw.g_01603
OG0000727	Prbg.g_01078	Praw.g_01602
OG0000728	Prbg.g_01079	Praw.g_01601
OG0000729	Prbg.g_01081	Praw.g_01600
OG0000730	Prbg.g_01082	Praw.g_01599
OG0000731	Prbg.g_01084	Praw.g_01597
OG0000732	Prbg.g_01085	Praw.g_01596
OG0000733	Prbg.g_01086	Praw.g_01595
OG0000734	Prbg.g_01087	Praw.g_01594
OG0000735	Prbg.g_01088	Praw.g_01593
OG0000736	Prbg.g_01090	Praw.g_01591
OG0000737	Prbg.g_01091	Praw.g_01590
OG0000738	Prbg.g_01093	Praw.g_01588
OG0000739	Prbg.g_01094	Praw.g_01587
OG0000740	Prbg.g_01095	Praw.g_01586
OG0000741	Prbg.g_01097	Praw.g_01584
OG0000742	Prbg.g_01098	Praw.g_01583
OG0000743	Prbg.g_01102	Praw.g_01580
OG0000744	Prbg.g_01103	Praw.g_01579
OG0000745	Prbg.g_01105	Praw.g_01577
OG0000746	Prbg.g_01106	Praw.g_01576
OG0000747	Prbg.g_01107	Praw.g_01575
OG0000748	Prbg.g_01108	Praw.g_01574
OG0000749	Prbg.g_01109	Praw.g_01573
OG0000750	Prbg.g_01110	Praw.g_01572
OG0000751	Prbg.g_01383	Praw.g_01570
OG0000752	Prbg.g_01382	Praw.g_01569
OG0000753	Prbg.g_01381	Praw.g_01568
OG0000754	Prbg.g_01380	Praw.g_01567
OG0000755	Prbg.g_01378	Praw.g_01565
OG0000756	Prbg.g_01377	Praw.g_01564
OG0000757	Prbg.g_01376	Praw.g_01563
OG0000758	Prbg.g_01263	Praw.g_01562
OG0000759	Prbg.g_01264	Praw.g_01561
OG0000760	Prbg.g_01265	Praw.g_01560
OG0000761	Prbg.g_01266	Praw.g_01559
OG0000762	Prbg.g_01268	Praw.g_01557
OG0000763	Prbg.g_01269	Praw.g_01556
OG0000764	Prbg.g_01270	Praw.g_01555
OG0000765	Prbg.g_01271	Praw.g_01554
OG0000766	Prbg.g_01272	Praw.g_01553
OG0000767	Prbg.g_01273	Praw.g_01552
OG0000768	Prbg.g_01274	Praw.g_01551
OG0000769	Prbg.g_01275	Praw.g_01550
OG0000770	Prbg.g_01277	Praw.g_01549
OG0000771	Prbg.g_01278	Praw.g_01548
OG0000772	Prbg.g_01337	Praw.g_01547
OG0000773	Prbg.g_01280	Praw.g_01545
OG0000774	Prbg.g_01281	Praw.g_01544
OG0000775	Prbg.g_01282	Praw.g_01543
OG0000776	Prbg.g_01284	Praw.g_01542
OG0000777	Prbg.g_01285	Praw.g_01541
OG0000778	Prbg.g_01286	Praw.g_01540
OG0000779	Prbg.g_01288	Praw.g_01538
OG0000780	Prbg.g_01289	Praw.g_01537
OG0000781	Prbg.g_01290	Praw.g_01536
OG0000782	Prbg.g_01292	Praw.g_01534
OG0000783	Prbg.g_01293	Praw.g_01533
OG0000784	Prbg.g_01294	Praw.g_01532
OG0000785	Prbg.g_01295	Praw.g_01531
OG0000786	Prbg.g_01296	Praw.g_01530
OG0000787	Prbg.g_01298	Praw.g_01528
OG0000788	Prbg.g_01299	Praw.g_01527
OG0000789	Prbg.g_01300	Praw.g_01526
OG0000790	Prbg.g_01301	Praw.g_01525
OG0000791	Prbg.g_01302	Praw.g_01524
OG0000792	Prbg.g_01552	Praw.g_01523
OG0000793	Prbg.g_01304	Praw.g_01522
OG0000794	Prbg.g_01305	Praw.g_01521
OG0000795	Prbg.g_01306	Praw.g_01520
OG0000796	Prbg.g_01309	Praw.g_01518
OG0000797	Prbg.g_01310	Praw.g_01516
OG0000798	Prbg.g_01311	Praw.g_01515
OG0000799	Prbg.g_01312	Praw.g_01514
OG0000800	Prbg.g_01313	Praw.g_01513
OG0000801	Prbg.g_01314	Praw.g_01512
OG0000802	Prbg.g_01316	Praw.g_01510
OG0000803	Prbg.g_01317	Praw.g_01509
OG0000804	Prbg.g_01321	Praw.g_01498
OG0000805	Prbg.g_01323	Praw.g_01496
OG0000806	Prbg.g_01324	Praw.g_01495
OG0000807	Prbg.g_01325	Praw.g_01494
OG0000808	Prbg.g_01326	Praw.g_01493
OG0000809	Prbg.g_01332	Praw.g_01489
OG0000810	Prbg.g_01334	Praw.g_01488
OG0000811	Prbg.g_01335	Praw.g_01487
OG0000812	Prbg.g_01336	Praw.g_01486
OG0000813	Prbg.g_01339	Praw.g_01485
OG0000814	Prbg.g_01340	Praw.g_01484
OG0000815	Prbg.g_01341	Praw.g_01483
OG0000816	Prbg.g_01344	Praw.g_01481
OG0000817	Prbg.g_01245	Praw.g_01478
OG0000818	Prbg.g_01244	Praw.g_01477
OG0000819	Prbg.g_01242	Praw.g_01475
OG0000820	Prbg.g_01241	Praw.g_01474
OG0000821	Prbg.g_01240	Praw.g_01473
OG0000822	Prbg.g_01239	Praw.g_01472
OG0000823	Prbg.g_01236	Praw.g_01469
OG0000824	Prbg.g_01235	Praw.g_01468
OG0000825	Prbg.g_01233	Praw.g_01466
OG0000826	Prbg.g_01232	Praw.g_01465
OG0000827	Prbg.g_01231	Praw.g_01464
OG0000828	Prbg.g_01229	Praw.g_01462
OG0000829	Prbg.g_00141	Praw.g_01437
OG0000830	Prbg.g_00022	Praw.g_01427
OG0000831	Prbg.g_01534	Praw.g_01424
OG0000832	Prbg.g_00361	Praw.g_01423
OG0000833	Prbg.g_00455	Praw.g_01416
OG0000834	Prbg.g_01528	Praw.g_00172
OG0000835	Prbg.g_00123	Praw.g_00176
OG0000836	Prbg.g_01555	Praw.g_00178
OG0000837	Prbg.g_00528	Praw.g_00187
OG0000838	Prbg.g_00750	Praw.g_00202
OG0000839	Prbg.g_00751	Praw.g_00203
OG0000840	Prbg.g_00011	Praw.g_00208
OG0000841	Prbg.g_01508	Praw.g_00215
OG0000842	Prbg.g_01502	Praw.g_00219
OG0000843	Prbg.g_01500	Praw.g_00221
OG0000844	Prbg.g_01499	Praw.g_00222
OG0000845	Prbg.g_01498	Praw.g_00223
OG0000846	Prbg.g_01497	Praw.g_00224
OG0000847	Prbg.g_01496	Praw.g_00225
OG0000848	Prbg.g_01495	Praw.g_00226
OG0000849	Prbg.g_01494	Praw.g_00227
OG0000850	Prbg.g_01493	Praw.g_00228
OG0000851	Prbg.g_01490	Praw.g_00230
OG0000852	Prbg.g_01487	Praw.g_00233
OG0000853	Prbg.g_01485	Praw.g_00235
OG0000854	Prbg.g_01484	Praw.g_00236
OG0000855	Prbg.g_01483	Praw.g_00237
OG0000856	Prbg.g_01482	Praw.g_00238
OG0000857	Prbg.g_01481	Praw.g_00239
OG0000858	Prbg.g_01478	Praw.g_00241
OG0000859	Prbg.g_01477	Praw.g_00242
OG0000860	Prbg.g_01476	Praw.g_00243
OG0000861	Prbg.g_01475	Praw.g_00244
OG0000862	Prbg.g_01474	Praw.g_00245
OG0000863	Prbg.g_01472	Praw.g_00246
OG0000864	Prbg.g_01471	Praw.g_00247
OG0000865	Prbg.g_01470	Praw.g_00248
OG0000866	Prbg.g_01469	Praw.g_00249
OG0000867	Prbg.g_01467	Praw.g_00252
OG0000868	Prbg.g_01465	Praw.g_00254
OG0000869	Prbg.g_01464	Praw.g_00255
OG0000870	Prbg.g_01461	Praw.g_00256
OG0000871	Prbg.g_01460	Praw.g_00257
OG0000872	Prbg.g_01458	Praw.g_00258
OG0000873	Prbg.g_01457	Praw.g_00259
OG0000874	Prbg.g_01456	Praw.g_00260
OG0000875	Prbg.g_01454	Praw.g_00261
OG0000876	Prbg.g_01452	Praw.g_00263
OG0000877	Prbg.g_01451	Praw.g_00264
OG0000878	Prbg.g_01450	Praw.g_00265
OG0000879	Prbg.g_01449	Praw.g_00266
OG0000880	Prbg.g_01448	Praw.g_00267
OG0000881	Prbg.g_01447	Praw.g_00268
OG0000882	Prbg.g_01446	Praw.g_00269
OG0000883	Prbg.g_01445	Praw.g_00270
OG0000884	Prbg.g_01444	Praw.g_00271
OG0000885	Prbg.g_01443	Praw.g_00272
OG0000886	Prbg.g_01442	Praw.g_00273
OG0000887	Prbg.g_01441	Praw.g_00274
OG0000888	Prbg.g_01440	Praw.g_00275
OG0000889	Prbg.g_01439	Praw.g_00276
OG0000890	Prbg.g_01438	Praw.g_00277
OG0000891	Prbg.g_01437	Praw.g_00278
OG0000892	Prbg.g_01436	Praw.g_00279
OG0000893	Prbg.g_01435	Praw.g_00280
OG0000894	Prbg.g_01434	Praw.g_00282
OG0000895	Prbg.g_01433	Praw.g_00283
OG0000896	Prbg.g_01431	Praw.g_00285
OG0000897	Prbg.g_01430	Praw.g_00286
OG0000898	Prbg.g_01429	Praw.g_00287
OG0000899	Prbg.g_01428	Praw.g_00288
OG0000900	Prbg.g_00351	Praw.g_00290
OG0000901	Prbg.g_01576	Praw.g_00954
OG0000902	Prbg.g_00466	Praw.g_00968
OG0000903	Prbg.g_00467	Praw.g_00969
OG0000904	Prbg.g_00468	Praw.g_00970
OG0000905	Prbg.g_00469	Praw.g_00971
OG0000906	Prbg.g_00470	Praw.g_00972
OG0000907	Prbg.g_00472	Praw.g_00976
OG0000908	Prbg.g_00473	Praw.g_00977
OG0000909	Prbg.g_00474	Praw.g_00978
OG0000910	Prbg.g_00475	Praw.g_00979
OG0000911	Prbg.g_00476	Praw.g_00980
OG0000912	Prbg.g_00479	Praw.g_00983
OG0000913	Prbg.g_00480	Praw.g_00984
OG0000914	Prbg.g_00481	Praw.g_00985
OG0000915	Prbg.g_00484	Praw.g_00987
OG0000916	Prbg.g_00485	Praw.g_00988
OG0000917	Prbg.g_00486	Praw.g_00989
OG0000918	Prbg.g_00487	Praw.g_00990
OG0000919	Prbg.g_00488	Praw.g_00991
OG0000920	Prbg.g_00489	Praw.g_00992
OG0000921	Prbg.g_00492	Praw.g_00994
OG0000922	Prbg.g_00493	Praw.g_00995
OG0000923	Prbg.g_00505	Praw.g_00997
OG0000924	Prbg.g_00504	Praw.g_00998
OG0000925	Prbg.g_00501	Praw.g_01001
OG0000926	Prbg.g_00218	Praw.g_01002
OG0000927	Prbg.g_01551	Praw.g_01003
OG0000928	Prbg.g_00690	Praw.g_01006
OG0000929	Prbg.g_01529	Praw.g_01008
OG0000930	Prbg.g_01511	Praw.g_01010
OG0000931	Prbg.g_01223	Praw.g_01011
OG0000932	Prbg.g_01548	Praw.g_01014
OG0000933	Prbg.g_00531	Praw.g_01018
OG0000934	Prbg.g_00532	Praw.g_01019
OG0000935	Prbg.g_00533	Praw.g_01020
OG0000936	Prbg.g_00534	Praw.g_01021
OG0000937	Prbg.g_00535	Praw.g_01022
OG0000938	Prbg.g_00536	Praw.g_01023
OG0000939	Prbg.g_00537	Praw.g_01024
OG0000940	Prbg.g_00538	Praw.g_01025
OG0000941	Prbg.g_00539	Praw.g_01026
OG0000942	Prbg.g_00540	Praw.g_01027
OG0000943	Prbg.g_00541	Praw.g_01028
OG0000944	Prbg.g_00542	Praw.g_01029
OG0000945	Prbg.g_00543	Praw.g_01030
OG0000946	Prbg.g_00544	Praw.g_01031
OG0000947	Prbg.g_00545	Praw.g_01032
OG0000948	Prbg.g_00546	Praw.g_01033
OG0000949	Prbg.g_00547	Praw.g_01034
OG0000950	Prbg.g_01829	Praw.g_01052
OG0000951	Prbg.g_00574	Praw.g_01101
OG0000952	Prbg.g_00575	Praw.g_01100
OG0000953	Prbg.g_00576	Praw.g_01099
OG0000954	Prbg.g_00577	Praw.g_01098
OG0000955	Prbg.g_00578	Praw.g_01097
OG0000956	Prbg.g_00580	Praw.g_01095
OG0000957	Prbg.g_00581	Praw.g_01094
OG0000958	Prbg.g_00582	Praw.g_01093
OG0000959	Prbg.g_00583	Praw.g_01092
OG0000960	Prbg.g_00584	Praw.g_01091
OG0000961	Prbg.g_00585	Praw.g_01090
OG0000962	Prbg.g_00586	Praw.g_01089
OG0000963	Prbg.g_00587	Praw.g_01088
OG0000964	Prbg.g_00588	Praw.g_01087
OG0000965	Prbg.g_00589	Praw.g_01085
OG0000966	Prbg.g_00590	Praw.g_01084
OG0000967	Prbg.g_00593	Praw.g_01078
OG0000968	Prbg.g_00594	Praw.g_01077
OG0000969	Prbg.g_00595	Praw.g_01076
OG0000970	Prbg.g_00596	Praw.g_01075
OG0000971	Prbg.g_00597	Praw.g_00343
OG0000972	Prbg.g_00598	Praw.g_00344
OG0000973	Prbg.g_00600	Praw.g_00346
OG0000974	Prbg.g_00601	Praw.g_00347
OG0000975	Prbg.g_00602	Praw.g_00348
OG0000976	Prbg.g_00603	Praw.g_00349
OG0000977	Prbg.g_00604	Praw.g_00350
OG0000978	Prbg.g_00605	Praw.g_00351
OG0000979	Prbg.g_00606	Praw.g_00352
OG0000980	Prbg.g_00607	Praw.g_00353
OG0000981	Prbg.g_00608	Praw.g_00354
OG0000982	Prbg.g_00609	Praw.g_00355
OG0000983	Prbg.g_00610	Praw.g_00356
OG0000984	Prbg.g_00614	Praw.g_00359
OG0000985	Prbg.g_00615	Praw.g_00360
OG0000986	Prbg.g_00616	Praw.g_00361
OG0000987	Prbg.g_00618	Praw.g_00363
OG0000988	Prbg.g_00619	Praw.g_00364
OG0000989	Prbg.g_00620	Praw.g_00365
OG0000990	Prbg.g_00621	Praw.g_00366
OG0000991	Prbg.g_00622	Praw.g_00367
OG0000992	Prbg.g_00623	Praw.g_00368
OG0000993	Prbg.g_00624	Praw.g_00370
OG0000994	Prbg.g_00625	Praw.g_00371
OG0000995	Prbg.g_00626	Praw.g_00372
OG0000996	Prbg.g_00627	Praw.g_00373
OG0000997	Prbg.g_00629	Praw.g_00375
OG0000998	Prbg.g_00635	Praw.g_00378
OG0000999	Prbg.g_00637	Praw.g_00380
OG0001000	Prbg.g_00639	Praw.g_00381
OG0001001	Prbg.g_00641	Praw.g_00382
OG0001002	Prbg.g_00643	Praw.g_00384
OG0001003	Prbg.g_00644	Praw.g_00385
OG0001004	Prbg.g_00645	Praw.g_00386
OG0001005	Prbg.g_00646	Praw.g_00387
OG0001006	Prbg.g_00648	Praw.g_00389
OG0001007	Prbg.g_00649	Praw.g_00390
OG0001008	Prbg.g_00650	Praw.g_00391
OG0001009	Prbg.g_00651	Praw.g_00392
OG0001010	Prbg.g_00652	Praw.g_00393
OG0001011	Prbg.g_00653	Praw.g_00394
OG0001012	Prbg.g_00654	Praw.g_00395
OG0001013	Prbg.g_00655	Praw.g_00396
OG0001014	Prbg.g_00656	Praw.g_00397
OG0001015	Prbg.g_00657	Praw.g_00398
OG0001016	Prbg.g_00658	Praw.g_00399
OG0001017	Prbg.g_00659	Praw.g_00400
OG0001018	Prbg.g_00660	Praw.g_00401
OG0001019	Prbg.g_00661	Praw.g_00402
OG0001020	Prbg.g_00662	Praw.g_00403
OG0001021	Prbg.g_00663	Praw.g_00404
OG0001022	Prbg.g_00664	Praw.g_00405
OG0001023	Prbg.g_00665	Praw.g_00406
OG0001024	Prbg.g_00667	Praw.g_00408
OG0001025	Prbg.g_00668	Praw.g_00409
OG0001026	Prbg.g_00669	Praw.g_00410
OG0001027	Prbg.g_00670	Praw.g_00411
OG0001028	Prbg.g_00673	Praw.g_00412
OG0001029	Prbg.g_00674	Praw.g_00413
OG0001030	Prbg.g_00677	Praw.g_00416
OG0001031	Prbg.g_00678	Praw.g_00417
OG0001032	Prbg.g_01593	Praw.g_00423
OG0001033	Prbg.g_00348	Praw.g_00430
OG0001034	Prbg.g_01174	Praw.g_00458
OG0001035	Prbg.g_01643	Praw.g_00509
OG0001036	Prbg.g_01644	Praw.g_00510
OG0001037	Prbg.g_01651	Praw.g_00516
OG0001038	Prbg.g_01652	Praw.g_00517
OG0001039	Prbg.g_01653	Praw.g_00518
OG0001040	Prbg.g_01654	Praw.g_00519
OG0001041	Prbg.g_01656	Praw.g_00521
OG0001042	Prbg.g_01657	Praw.g_00522
OG0001043	Prbg.g_01658	Praw.g_00523
OG0001044	Prbg.g_01659	Praw.g_00524
OG0001045	Prbg.g_01660	Praw.g_00525
OG0001046	Prbg.g_01662	Praw.g_00526
OG0001047	Prbg.g_01663	Praw.g_00527
OG0001048	Prbg.g_01664	Praw.g_00529
OG0001049	Prbg.g_01665	Praw.g_00530
OG0001050	Prbg.g_01666	Praw.g_00531
OG0001051	Prbg.g_01667	Praw.g_00532
OG0001052	Prbg.g_01668	Praw.g_00533
OG0001053	Prbg.g_01669	Praw.g_00534
OG0001054	Prbg.g_01670	Praw.g_00535
OG0001055	Prbg.g_01671	Praw.g_00536
OG0001056	Prbg.g_01672	Praw.g_00537
OG0001057	Prbg.g_01674	Praw.g_00539
OG0001058	Prbg.g_01675	Praw.g_00540
OG0001059	Prbg.g_01676	Praw.g_00541
OG0001060	Prbg.g_01677	Praw.g_00542
OG0001061	Prbg.g_01678	Praw.g_00543
OG0001062	Prbg.g_01679	Praw.g_00544
OG0001063	Prbg.g_01680	Praw.g_00545
OG0001064	Prbg.g_01681	Praw.g_00546
OG0001065	Prbg.g_01682	Praw.g_00547
OG0001066	Prbg.g_01683	Praw.g_00548
OG0001067	Prbg.g_01684	Praw.g_00549
OG0001068	Prbg.g_01685	Praw.g_00550
OG0001069	Prbg.g_01688	Praw.g_00553
OG0001070	Prbg.g_01690	Praw.g_00555
OG0001071	Prbg.g_01691	Praw.g_00556
OG0001072	Prbg.g_01692	Praw.g_00557
OG0001073	Prbg.g_01693	Praw.g_00558
OG0001074	Prbg.g_01694	Praw.g_00559
OG0001075	Prbg.g_01696	Praw.g_00561
OG0001076	Prbg.g_01698	Praw.g_00563
OG0001077	Prbg.g_01699	Praw.g_00564
OG0001078	Prbg.g_01700	Praw.g_00565
OG0001079	Prbg.g_01701	Praw.g_00566
OG0001080	Prbg.g_01702	Praw.g_00567
OG0001081	Prbg.g_01703	Praw.g_00568
OG0001082	Prbg.g_01704	Praw.g_00569
OG0001083	Prbg.g_01705	Praw.g_00570
OG0001084	Prbg.g_01706	Praw.g_00571
OG0001085	Prbg.g_01707	Praw.g_00572
OG0001086	Prbg.g_01713	Praw.g_01917
OG0001087	Prbg.g_01715	Praw.g_01916
OG0001088	Prbg.g_01716	Praw.g_01915
OG0001089	Prbg.g_01719	Praw.g_01913
OG0001090	Prbg.g_01720	Praw.g_01912
OG0001091	Prbg.g_01721	Praw.g_01911
OG0001092	Prbg.g_01722	Praw.g_01910
OG0001093	Prbg.g_01723	Praw.g_01909
OG0001094	Prbg.g_01724	Praw.g_01908
OG0001095	Prbg.g_01725	Praw.g_01907
OG0001096	Prbg.g_01726	Praw.g_01906
OG0001097	Prbg.g_01727	Praw.g_01905
OG0001098	Prbg.g_01728	Praw.g_01904
OG0001099	Prbg.g_01729	Praw.g_01903
OG0001100	Prbg.g_01730	Praw.g_01902
OG0001101	Prbg.g_01731	Praw.g_01901
OG0001102	Prbg.g_01735	Praw.g_01898
OG0001103	Prbg.g_01736	Praw.g_01897
OG0001104	Prbg.g_01739	Praw.g_01896
OG0001105	Prbg.g_01738	Praw.g_01895
OG0001106	Prbg.g_01734	Praw.g_01893
OG0001107	Prbg.g_01733	Praw.g_01892
OG0001108	Prbg.g_01732	Praw.g_01891
OG0001109	Prbg.g_01742	Praw.g_00138
OG0001110	Prbg.g_01744	Praw.g_00136
OG0001111	Prbg.g_01745	Praw.g_00135
OG0001112	Prbg.g_01746	Praw.g_00134
OG0001113	Prbg.g_01747	Praw.g_00133
OG0001114	Prbg.g_01748	Praw.g_00132
OG0001115	Prbg.g_01749	Praw.g_00131
OG0001116	Prbg.g_01750	Praw.g_00130
OG0001117	Prbg.g_01751	Praw.g_00129
OG0001118	Prbg.g_01752	Praw.g_00128
OG0001119	Prbg.g_01753	Praw.g_00127
OG0001120	Prbg.g_01754	Praw.g_00126
OG0001121	Prbg.g_01755	Praw.g_00125
OG0001122	Prbg.g_01756	Praw.g_00124
OG0001123	Prbg.g_01757	Praw.g_00123
OG0001124	Prbg.g_01758	Praw.g_00122
OG0001125	Prbg.g_01759	Praw.g_00121
OG0001126	Prbg.g_01760	Praw.g_00120
OG0001127	Prbg.g_01761	Praw.g_00119
