Orthogroup	Prag	Prbh
OG0000563	Prag.g_00619	Prbh.g_01212
OG0000564	Prag.g_00620	Prbh.g_01211
OG0000565	Prag.g_00621	Prbh.g_01210
OG0000566	Prag.g_00622	Prbh.g_01209
OG0000567	Prag.g_00623	Prbh.g_01208
OG0000568	Prag.g_00624	Prbh.g_01207
OG0000569	Prag.g_00625	Prbh.g_01206
OG0000570	Prag.g_00626	Prbh.g_01205
OG0000571	Prag.g_00627	Prbh.g_01204
OG0000572	Prag.g_00628	Prbh.g_01203
OG0000573	Prag.g_00631	Prbh.g_01200
OG0000574	Prag.g_00632	Prbh.g_01199
OG0000575	Prag.g_00633	Prbh.g_01198
OG0000576	Prag.g_00634	Prbh.g_01197
OG0000577	Prag.g_00635	Prbh.g_01196
OG0000578	Prag.g_00636	Prbh.g_01195
OG0000579	Prag.g_00637	Prbh.g_01194
OG0000580	Prag.g_00638	Prbh.g_01193
OG0000581	Prag.g_00639	Prbh.g_01192
OG0000582	Prag.g_00640	Prbh.g_01191
OG0000583	Prag.g_00641	Prbh.g_01190
OG0000584	Prag.g_00642	Prbh.g_01188
OG0000585	Prag.g_00643	Prbh.g_01187
OG0000586	Prag.g_00645	Prbh.g_01185
OG0000587	Prag.g_00646	Prbh.g_01184
OG0000588	Prag.g_00648	Prbh.g_00904
OG0000589	Prag.g_00649	Prbh.g_00905
OG0000590	Prag.g_00651	Prbh.g_00907
OG0000591	Prag.g_00657	Prbh.g_00913
OG0000592	Prag.g_00658	Prbh.g_00914
OG0000593	Prag.g_00659	Prbh.g_00915
OG0000594	Prag.g_00661	Prbh.g_00918
OG0000595	Prag.g_00662	Prbh.g_00919
OG0000596	Prag.g_00663	Prbh.g_00920
OG0000597	Prag.g_00665	Prbh.g_00922
OG0000598	Prag.g_00666	Prbh.g_00923
OG0000599	Prag.g_00667	Prbh.g_00924
OG0000600	Prag.g_00668	Prbh.g_00925
OG0000601	Prag.g_00670	Prbh.g_00928
OG0000602	Prag.g_00671	Prbh.g_00929
OG0000603	Prag.g_00672	Prbh.g_00930
OG0000604	Prag.g_00673	Prbh.g_00933
OG0000605	Prag.g_00674	Prbh.g_00934
OG0000606	Prag.g_00675	Prbh.g_00935
OG0000607	Prag.g_00677	Prbh.g_00937
OG0000608	Prag.g_00678	Prbh.g_00939
OG0000609	Prag.g_00682	Prbh.g_01487
OG0000610	Prag.g_00683	Prbh.g_00864
OG0000611	Prag.g_00693	Prbh.g_00946
OG0000612	Prag.g_00694	Prbh.g_00947
OG0000613	Prag.g_00695	Prbh.g_01170
OG0000614	Prag.g_00696	Prbh.g_01169
OG0000615	Prag.g_00698	Prbh.g_01167
OG0000616	Prag.g_00699	Prbh.g_01166
OG0000617	Prag.g_00700	Prbh.g_01165
OG0000618	Prag.g_00701	Prbh.g_01164
OG0000619	Prag.g_00702	Prbh.g_01163
OG0000620	Prag.g_00703	Prbh.g_01162
OG0000621	Prag.g_00704	Prbh.g_01161
OG0000622	Prag.g_00705	Prbh.g_01160
OG0000623	Prag.g_00706	Prbh.g_01159
OG0000624	Prag.g_00707	Prbh.g_01157
OG0000625	Prag.g_00708	Prbh.g_01156
OG0000626	Prag.g_00709	Prbh.g_01155
OG0000627	Prag.g_00710	Prbh.g_01154
OG0000628	Prag.g_00711	Prbh.g_01153
OG0000629	Prag.g_00712	Prbh.g_01151
OG0000630	Prag.g_00713	Prbh.g_01150
OG0000631	Prag.g_00715	Prbh.g_01148
OG0000632	Prag.g_00740	Prbh.g_01147
OG0000633	Prag.g_00744	Prbh.g_01875
OG0000634	Prag.g_00758	Prbh.g_01880
OG0000635	Prag.g_00771	Prbh.g_01078
OG0000636	Prag.g_00772	Prbh.g_01077
OG0000637	Prag.g_00773	Prbh.g_01076
OG0000638	Prag.g_00784	Prbh.g_00442
OG0000639	Prag.g_00793	Prbh.g_01051
OG0000640	Prag.g_00795	Prbh.g_01054
OG0000641	Prag.g_00797	Prbh.g_01056
OG0000642	Prag.g_00798	Prbh.g_01057
OG0000643	Prag.g_00799	Prbh.g_01058
OG0000644	Prag.g_00800	Prbh.g_01171
OG0000645	Prag.g_00801	Prbh.g_00948
OG0000646	Prag.g_00802	Prbh.g_00949
OG0000647	Prag.g_00803	Prbh.g_00950
OG0000648	Prag.g_00805	Prbh.g_00952
OG0000649	Prag.g_00806	Prbh.g_00953
OG0000650	Prag.g_00807	Prbh.g_00954
OG0000651	Prag.g_00808	Prbh.g_00955
OG0000652	Prag.g_00809	Prbh.g_00956
OG0000653	Prag.g_00810	Prbh.g_00957
OG0000654	Prag.g_00812	Prbh.g_00959
OG0000655	Prag.g_00814	Prbh.g_00961
OG0000656	Prag.g_00815	Prbh.g_00962
OG0000657	Prag.g_00816	Prbh.g_00963
OG0000658	Prag.g_00817	Prbh.g_00964
OG0000659	Prag.g_00818	Prbh.g_00965
OG0000660	Prag.g_00819	Prbh.g_00966
OG0000661	Prag.g_00820	Prbh.g_00967
OG0000662	Prag.g_00821	Prbh.g_00969
OG0000663	Prag.g_00822	Prbh.g_00970
OG0000664	Prag.g_00823	Prbh.g_00971
OG0000665	Prag.g_00824	Prbh.g_00972
OG0000666	Prag.g_00825	Prbh.g_00973
OG0000667	Prag.g_00826	Prbh.g_00974
OG0000668	Prag.g_00827	Prbh.g_00975
OG0000669	Prag.g_00829	Prbh.g_00977
OG0000670	Prag.g_00830	Prbh.g_00978
OG0000671	Prag.g_00831	Prbh.g_00979
OG0000672	Prag.g_00832	Prbh.g_00980
OG0000673	Prag.g_00833	Prbh.g_00981
OG0000674	Prag.g_00834	Prbh.g_00982
OG0000675	Prag.g_00835	Prbh.g_00983
OG0000676	Prag.g_00836	Prbh.g_00984
OG0000677	Prag.g_00838	Prbh.g_00987
OG0000678	Prag.g_00840	Prbh.g_00989
OG0000679	Prag.g_00841	Prbh.g_00991
OG0000680	Prag.g_00842	Prbh.g_00992
OG0000681	Prag.g_00843	Prbh.g_00993
OG0000682	Prag.g_00844	Prbh.g_00994
OG0000683	Prag.g_00846	Prbh.g_00996
OG0000684	Prag.g_00847	Prbh.g_00997
OG0000685	Prag.g_00848	Prbh.g_00998
OG0000686	Prag.g_00849	Prbh.g_00999
OG0000687	Prag.g_00850	Prbh.g_01001
OG0000688	Prag.g_00851	Prbh.g_01002
OG0000689	Prag.g_00852	Prbh.g_01003
OG0000690	Prag.g_00853	Prbh.g_01004
OG0000691	Prag.g_00854	Prbh.g_01005
OG0000692	Prag.g_00856	Prbh.g_01009
OG0000693	Prag.g_00857	Prbh.g_01010
OG0000694	Prag.g_00858	Prbh.g_01011
OG0000695	Prag.g_00859	Prbh.g_01012
OG0000696	Prag.g_00860	Prbh.g_01013
OG0000697	Prag.g_00862	Prbh.g_01015
OG0000698	Prag.g_00864	Prbh.g_01019
OG0000699	Prag.g_00865	Prbh.g_01020
OG0000700	Prag.g_00892	Prbh.g_00857
OG0000701	Prag.g_00895	Prbh.g_00861
OG0000702	Prag.g_00898	Prbh.g_00868
OG0000703	Prag.g_00899	Prbh.g_00870
OG0000704	Prag.g_00900	Prbh.g_00871
OG0000705	Prag.g_00901	Prbh.g_00872
OG0000706	Prag.g_00902	Prbh.g_00873
OG0000707	Prag.g_00903	Prbh.g_00875
OG0000708	Prag.g_00904	Prbh.g_00876
OG0000709	Prag.g_00906	Prbh.g_00878
OG0000710	Prag.g_00907	Prbh.g_00879
OG0000711	Prag.g_00908	Prbh.g_00880
OG0000712	Prag.g_00909	Prbh.g_00881
OG0000713	Prag.g_00910	Prbh.g_00882
OG0000714	Prag.g_00912	Prbh.g_00884
OG0000715	Prag.g_00913	Prbh.g_00885
OG0000716	Prag.g_00915	Prbh.g_00887
OG0000717	Prag.g_00916	Prbh.g_00888
OG0000718	Prag.g_00917	Prbh.g_00889
OG0000719	Prag.g_00919	Prbh.g_00891
OG0000720	Prag.g_00920	Prbh.g_00892
OG0000721	Prag.g_00922	Prbh.g_00895
OG0000722	Prag.g_00923	Prbh.g_00896
OG0000723	Prag.g_00924	Prbh.g_00897
OG0000724	Prag.g_00926	Prbh.g_00898
OG0000725	Prag.g_00927	Prbh.g_00899
OG0000726	Prag.g_00928	Prbh.g_00900
OG0000727	Prag.g_00929	Prbh.g_00901
OG0000728	Prag.g_00930	Prbh.g_00902
OG0000729	Prag.g_00931	Prbh.g_00903
OG0000730	Prag.g_00932	Prbh.g_01181
OG0000731	Prag.g_00933	Prbh.g_01179
OG0000732	Prag.g_00934	Prbh.g_01178
OG0000733	Prag.g_00935	Prbh.g_01177
OG0000734	Prag.g_00936	Prbh.g_01176
OG0000735	Prag.g_00938	Prbh.g_01174
OG0000736	Prag.g_00939	Prbh.g_01173
OG0000737	Prag.g_00940	Prbh.g_01172
OG0000738	Prag.g_00941	Prbh.g_01059
OG0000739	Prag.g_00942	Prbh.g_01060
OG0000740	Prag.g_00943	Prbh.g_01061
OG0000741	Prag.g_00944	Prbh.g_01062
OG0000742	Prag.g_00946	Prbh.g_01064
OG0000743	Prag.g_00947	Prbh.g_01065
OG0000744	Prag.g_00948	Prbh.g_01066
OG0000745	Prag.g_00949	Prbh.g_01067
OG0000746	Prag.g_00950	Prbh.g_01068
OG0000747	Prag.g_00951	Prbh.g_01069
OG0000748	Prag.g_00952	Prbh.g_01070
OG0000749	Prag.g_00953	Prbh.g_01071
OG0000750	Prag.g_00954	Prbh.g_01073
OG0000751	Prag.g_00955	Prbh.g_01074
OG0000752	Prag.g_00956	Prbh.g_01131
OG0000753	Prag.g_00958	Prbh.g_01079
OG0000754	Prag.g_00959	Prbh.g_01080
OG0000755	Prag.g_00960	Prbh.g_01081
OG0000756	Prag.g_00961	Prbh.g_01083
OG0000757	Prag.g_00962	Prbh.g_01084
OG0000758	Prag.g_00963	Prbh.g_01085
OG0000759	Prag.g_00965	Prbh.g_01087
OG0000760	Prag.g_00966	Prbh.g_01088
OG0000761	Prag.g_00967	Prbh.g_01089
OG0000762	Prag.g_00969	Prbh.g_01091
OG0000763	Prag.g_00970	Prbh.g_01092
OG0000764	Prag.g_00971	Prbh.g_01093
OG0000765	Prag.g_00972	Prbh.g_01094
OG0000766	Prag.g_00973	Prbh.g_01095
OG0000767	Prag.g_00975	Prbh.g_01097
OG0000768	Prag.g_00976	Prbh.g_01098
OG0000769	Prag.g_00977	Prbh.g_01099
OG0000770	Prag.g_00978	Prbh.g_01100
OG0000771	Prag.g_00979	Prbh.g_01101
OG0000772	Prag.g_00980	Prbh.g_01342
OG0000773	Prag.g_00981	Prbh.g_01102
OG0000774	Prag.g_00982	Prbh.g_01103
OG0000775	Prag.g_00983	Prbh.g_01104
OG0000776	Prag.g_00985	Prbh.g_01106
OG0000777	Prag.g_00987	Prbh.g_01107
OG0000778	Prag.g_00988	Prbh.g_01108
OG0000779	Prag.g_00989	Prbh.g_01109
OG0000780	Prag.g_00991	Prbh.g_01111
OG0000781	Prag.g_00993	Prbh.g_01113
OG0000782	Prag.g_00994	Prbh.g_01114
OG0000783	Prag.g_01005	Prbh.g_01116
OG0000784	Prag.g_01007	Prbh.g_01118
OG0000785	Prag.g_01008	Prbh.g_01119
OG0000786	Prag.g_01009	Prbh.g_01120
OG0000787	Prag.g_01010	Prbh.g_01121
OG0000788	Prag.g_01014	Prbh.g_01126
OG0000789	Prag.g_01016	Prbh.g_01129
OG0000790	Prag.g_01017	Prbh.g_01130
OG0000791	Prag.g_01018	Prbh.g_01133
OG0000792	Prag.g_01019	Prbh.g_01134
OG0000793	Prag.g_01020	Prbh.g_01135
OG0000794	Prag.g_01022	Prbh.g_01138
OG0000795	Prag.g_01025	Prbh.g_01042
OG0000796	Prag.g_01026	Prbh.g_01041
OG0000797	Prag.g_01028	Prbh.g_01039
OG0000798	Prag.g_01029	Prbh.g_01038
OG0000799	Prag.g_01030	Prbh.g_01037
OG0000800	Prag.g_01031	Prbh.g_01036
OG0000801	Prag.g_01034	Prbh.g_01033
OG0000802	Prag.g_01035	Prbh.g_01032
OG0000803	Prag.g_01037	Prbh.g_01030
OG0000804	Prag.g_01038	Prbh.g_01029
OG0000805	Prag.g_01039	Prbh.g_01028
OG0000806	Prag.g_01041	Prbh.g_01026
OG0000807	Prag.g_01066	Prbh.g_00411
OG0000808	Prag.g_01076	Prbh.g_00827
OG0000809	Prag.g_01079	Prbh.g_01331
OG0000810	Prag.g_01080	Prbh.g_01442
OG0000811	Prag.g_01087	Prbh.g_01351
OG0000812	Prag.g_01091	Prbh.g_01325
OG0000813	Prag.g_01095	Prbh.g_00432
OG0000814	Prag.g_01097	Prbh.g_01344
OG0000815	Prag.g_01106	Prbh.g_00008
OG0000816	Prag.g_01121	Prbh.g_01867
OG0000817	Prag.g_01122	Prbh.g_01866
OG0000818	Prag.g_01127	Prbh.g_00834
OG0000819	Prag.g_01134	Prbh.g_01305
OG0000820	Prag.g_01138	Prbh.g_01299
OG0000821	Prag.g_01140	Prbh.g_01297
OG0000822	Prag.g_01141	Prbh.g_01296
OG0000823	Prag.g_01142	Prbh.g_01295
OG0000824	Prag.g_01143	Prbh.g_01294
OG0000825	Prag.g_01144	Prbh.g_01293
OG0000826	Prag.g_01145	Prbh.g_01292
OG0000827	Prag.g_01146	Prbh.g_01291
OG0000828	Prag.g_01147	Prbh.g_01290
OG0000829	Prag.g_01148	Prbh.g_01289
OG0000830	Prag.g_01149	Prbh.g_01287
OG0000831	Prag.g_01152	Prbh.g_01284
OG0000832	Prag.g_01154	Prbh.g_01282
OG0000833	Prag.g_01155	Prbh.g_01280
OG0000834	Prag.g_01156	Prbh.g_01279
OG0000835	Prag.g_01157	Prbh.g_01278
OG0000836	Prag.g_01158	Prbh.g_01277
OG0000837	Prag.g_01160	Prbh.g_01274
OG0000838	Prag.g_01161	Prbh.g_01273
OG0000839	Prag.g_01162	Prbh.g_01272
OG0000840	Prag.g_01163	Prbh.g_01271
OG0000841	Prag.g_01164	Prbh.g_01270
OG0000842	Prag.g_01165	Prbh.g_01268
OG0000843	Prag.g_01166	Prbh.g_01267
OG0000844	Prag.g_01167	Prbh.g_01266
OG0000845	Prag.g_01168	Prbh.g_01265
OG0000846	Prag.g_01171	Prbh.g_01262
OG0000847	Prag.g_01173	Prbh.g_01261
OG0000848	Prag.g_01174	Prbh.g_01260
OG0000849	Prag.g_01175	Prbh.g_01257
OG0000850	Prag.g_01176	Prbh.g_01256
OG0000851	Prag.g_01177	Prbh.g_01254
OG0000852	Prag.g_01179	Prbh.g_01252
OG0000853	Prag.g_01180	Prbh.g_01250
OG0000854	Prag.g_01182	Prbh.g_01248
OG0000855	Prag.g_01183	Prbh.g_01247
OG0000856	Prag.g_01184	Prbh.g_01246
OG0000857	Prag.g_01185	Prbh.g_01245
OG0000858	Prag.g_01186	Prbh.g_01244
OG0000859	Prag.g_01187	Prbh.g_01243
OG0000860	Prag.g_01188	Prbh.g_01242
OG0000861	Prag.g_01189	Prbh.g_01241
OG0000862	Prag.g_01190	Prbh.g_01240
OG0000863	Prag.g_01191	Prbh.g_01239
OG0000864	Prag.g_01192	Prbh.g_01238
OG0000865	Prag.g_01193	Prbh.g_01237
OG0000866	Prag.g_01194	Prbh.g_01236
OG0000867	Prag.g_01195	Prbh.g_01235
OG0000868	Prag.g_01196	Prbh.g_01234
OG0000869	Prag.g_01198	Prbh.g_01232
OG0000870	Prag.g_01199	Prbh.g_01231
OG0000871	Prag.g_01201	Prbh.g_01230
OG0000872	Prag.g_01202	Prbh.g_01229
OG0000873	Prag.g_01204	Prbh.g_01227
OG0000874	Prag.g_01205	Prbh.g_01226
OG0000875	Prag.g_01206	Prbh.g_01225
OG0000876	Prag.g_01207	Prbh.g_01224
OG0000877	Prag.g_01209	Prbh.g_01451
OG0000878	Prag.g_01328	Prbh.g_01845
OG0000879	Prag.g_01342	Prbh.g_01362
OG0000880	Prag.g_01343	Prbh.g_01363
OG0000881	Prag.g_01344	Prbh.g_01364
OG0000882	Prag.g_01345	Prbh.g_01365
OG0000883	Prag.g_01346	Prbh.g_01366
OG0000884	Prag.g_01350	Prbh.g_01368
OG0000885	Prag.g_01351	Prbh.g_01369
OG0000886	Prag.g_01352	Prbh.g_01370
OG0000887	Prag.g_01353	Prbh.g_01371
OG0000888	Prag.g_01354	Prbh.g_01372
OG0000889	Prag.g_01357	Prbh.g_01375
OG0000890	Prag.g_01358	Prbh.g_01376
OG0000891	Prag.g_01359	Prbh.g_01377
OG0000892	Prag.g_01361	Prbh.g_01379
OG0000893	Prag.g_01362	Prbh.g_01380
OG0000894	Prag.g_01363	Prbh.g_01381
OG0000895	Prag.g_01364	Prbh.g_01382
OG0000896	Prag.g_01365	Prbh.g_01383
OG0000897	Prag.g_01366	Prbh.g_01384
OG0000898	Prag.g_01368	Prbh.g_01387
OG0000899	Prag.g_01369	Prbh.g_01388
OG0000900	Prag.g_01371	Prbh.g_01935
OG0000901	Prag.g_01375	Prbh.g_00002
OG0000902	Prag.g_01376	Prbh.g_00206
OG0000903	Prag.g_01377	Prbh.g_01341
OG0000904	Prag.g_01379	Prbh.g_00196
OG0000905	Prag.g_01381	Prbh.g_01326
OG0000906	Prag.g_01383	Prbh.g_01308
OG0000907	Prag.g_01384	Prbh.g_01017
OG0000908	Prag.g_01387	Prbh.g_01872
OG0000909	Prag.g_01391	Prbh.g_00011
OG0000910	Prag.g_01392	Prbh.g_00012
OG0000911	Prag.g_01393	Prbh.g_00013
OG0000912	Prag.g_01394	Prbh.g_00014
OG0000913	Prag.g_01395	Prbh.g_00015
OG0000914	Prag.g_01396	Prbh.g_00016
OG0000915	Prag.g_01397	Prbh.g_00017
OG0000916	Prag.g_01398	Prbh.g_00019
OG0000917	Prag.g_01399	Prbh.g_00020
OG0000918	Prag.g_01400	Prbh.g_00021
OG0000919	Prag.g_01401	Prbh.g_00022
OG0000920	Prag.g_01402	Prbh.g_00023
OG0000921	Prag.g_01403	Prbh.g_00024
OG0000922	Prag.g_01404	Prbh.g_00025
OG0000923	Prag.g_01405	Prbh.g_00026
OG0000924	Prag.g_01406	Prbh.g_00027
OG0000925	Prag.g_01407	Prbh.g_00028
OG0000926	Prag.g_01425	Prbh.g_01599
OG0000927	Prag.g_01470	Prbh.g_00079
OG0000928	Prag.g_01471	Prbh.g_00080
OG0000929	Prag.g_01472	Prbh.g_00081
OG0000930	Prag.g_01473	Prbh.g_00082
OG0000931	Prag.g_01474	Prbh.g_00083
OG0000932	Prag.g_01476	Prbh.g_00085
OG0000933	Prag.g_01477	Prbh.g_00086
OG0000934	Prag.g_01478	Prbh.g_00087
OG0000935	Prag.g_01479	Prbh.g_00088
OG0000936	Prag.g_01480	Prbh.g_00089
OG0000937	Prag.g_01481	Prbh.g_00090
OG0000938	Prag.g_01482	Prbh.g_00091
OG0000939	Prag.g_01483	Prbh.g_00092
OG0000940	Prag.g_01484	Prbh.g_00093
OG0000941	Prag.g_01486	Prbh.g_00094
OG0000942	Prag.g_01487	Prbh.g_00095
OG0000943	Prag.g_01492	Prbh.g_00101
OG0000944	Prag.g_01493	Prbh.g_00102
OG0000945	Prag.g_01494	Prbh.g_00103
OG0000946	Prag.g_01495	Prbh.g_00104
OG0000947	Prag.g_01496	Prbh.g_00105
OG0000948	Prag.g_01497	Prbh.g_00106
OG0000949	Prag.g_01498	Prbh.g_00107
OG0000950	Prag.g_01499	Prbh.g_00108
OG0000951	Prag.g_01500	Prbh.g_00109
OG0000952	Prag.g_01501	Prbh.g_00110
OG0000953	Prag.g_01502	Prbh.g_00111
OG0000954	Prag.g_01503	Prbh.g_00112
OG0000955	Prag.g_01504	Prbh.g_00113
OG0000956	Prag.g_01505	Prbh.g_00114
OG0000957	Prag.g_01506	Prbh.g_00115
OG0000958	Prag.g_01507	Prbh.g_00116
OG0000959	Prag.g_01508	Prbh.g_00117
OG0000960	Prag.g_01509	Prbh.g_00118
OG0000961	Prag.g_01512	Prbh.g_00122
OG0000962	Prag.g_01513	Prbh.g_00123
OG0000963	Prag.g_01514	Prbh.g_00124
OG0000964	Prag.g_01516	Prbh.g_00126
OG0000965	Prag.g_01517	Prbh.g_00127
OG0000966	Prag.g_01518	Prbh.g_00128
OG0000967	Prag.g_01519	Prbh.g_00129
OG0000968	Prag.g_01520	Prbh.g_00130
OG0000969	Prag.g_01521	Prbh.g_00131
OG0000970	Prag.g_01523	Prbh.g_00132
OG0000971	Prag.g_01524	Prbh.g_00133
OG0000972	Prag.g_01525	Prbh.g_00134
OG0000973	Prag.g_01526	Prbh.g_00135
OG0000974	Prag.g_01528	Prbh.g_00137
OG0000975	Prag.g_01531	Prbh.g_00144
OG0000976	Prag.g_01533	Prbh.g_00146
OG0000977	Prag.g_01534	Prbh.g_00147
OG0000978	Prag.g_01535	Prbh.g_00149
OG0000979	Prag.g_01537	Prbh.g_00151
OG0000980	Prag.g_01538	Prbh.g_00152
OG0000981	Prag.g_01539	Prbh.g_00153
OG0000982	Prag.g_01540	Prbh.g_00154
OG0000983	Prag.g_01542	Prbh.g_00156
OG0000984	Prag.g_01543	Prbh.g_00157
OG0000985	Prag.g_01544	Prbh.g_00158
OG0000986	Prag.g_01545	Prbh.g_00159
OG0000987	Prag.g_01546	Prbh.g_00160
OG0000988	Prag.g_01547	Prbh.g_00162
OG0000989	Prag.g_01548	Prbh.g_00163
OG0000990	Prag.g_01549	Prbh.g_00164
OG0000991	Prag.g_01550	Prbh.g_00165
OG0000992	Prag.g_01551	Prbh.g_00166
OG0000993	Prag.g_01552	Prbh.g_00167
OG0000994	Prag.g_01553	Prbh.g_00168
OG0000995	Prag.g_01554	Prbh.g_00169
OG0000996	Prag.g_01555	Prbh.g_00170
OG0000997	Prag.g_01556	Prbh.g_00171
OG0000998	Prag.g_01557	Prbh.g_00172
OG0000999	Prag.g_01558	Prbh.g_00173
OG0001000	Prag.g_01559	Prbh.g_00174
OG0001001	Prag.g_01561	Prbh.g_00176
OG0001002	Prag.g_01562	Prbh.g_00177
OG0001003	Prag.g_01563	Prbh.g_00178
OG0001004	Prag.g_01564	Prbh.g_00179
OG0001005	Prag.g_01565	Prbh.g_00181
OG0001006	Prag.g_01566	Prbh.g_00182
OG0001007	Prag.g_01567	Prbh.g_00183
OG0001008	Prag.g_01569	Prbh.g_00185
OG0001009	Prag.g_01570	Prbh.g_00186
OG0001010	Prag.g_01576	Prbh.g_01837
OG0001011	Prag.g_01583	Prbh.g_01454
OG0001012	Prag.g_01611	Prbh.g_00968
OG0001013	Prag.g_01663	Prbh.g_01789
OG0001014	Prag.g_01664	Prbh.g_01788
OG0001015	Prag.g_01670	Prbh.g_01781
OG0001016	Prag.g_01671	Prbh.g_01780
OG0001017	Prag.g_01672	Prbh.g_01779
OG0001018	Prag.g_01673	Prbh.g_01778
OG0001019	Prag.g_01675	Prbh.g_01776
OG0001020	Prag.g_01676	Prbh.g_01775
OG0001021	Prag.g_01677	Prbh.g_01774
OG0001022	Prag.g_01678	Prbh.g_01773
OG0001023	Prag.g_01679	Prbh.g_01772
OG0001024	Prag.g_01680	Prbh.g_01770
OG0001025	Prag.g_01681	Prbh.g_01769
OG0001026	Prag.g_01683	Prbh.g_01768
OG0001027	Prag.g_01684	Prbh.g_01767
OG0001028	Prag.g_01685	Prbh.g_01766
OG0001029	Prag.g_01686	Prbh.g_01765
OG0001030	Prag.g_01687	Prbh.g_01764
OG0001031	Prag.g_01688	Prbh.g_01763
OG0001032	Prag.g_01689	Prbh.g_01762
OG0001033	Prag.g_01690	Prbh.g_01761
OG0001034	Prag.g_01691	Prbh.g_01760
OG0001035	Prag.g_01693	Prbh.g_01758
OG0001036	Prag.g_01694	Prbh.g_01757
OG0001037	Prag.g_01695	Prbh.g_01756
OG0001038	Prag.g_01696	Prbh.g_01755
OG0001039	Prag.g_01697	Prbh.g_01754
OG0001040	Prag.g_01698	Prbh.g_01752
OG0001041	Prag.g_01699	Prbh.g_01751
OG0001042	Prag.g_01700	Prbh.g_01750
OG0001043	Prag.g_01701	Prbh.g_01749
OG0001044	Prag.g_01702	Prbh.g_01748
OG0001045	Prag.g_01703	Prbh.g_01747
OG0001046	Prag.g_01704	Prbh.g_01746
OG0001047	Prag.g_01707	Prbh.g_01743
OG0001048	Prag.g_01709	Prbh.g_01741
OG0001049	Prag.g_01710	Prbh.g_01740
OG0001050	Prag.g_01711	Prbh.g_01739
OG0001051	Prag.g_01712	Prbh.g_01738
OG0001052	Prag.g_01713	Prbh.g_01737
OG0001053	Prag.g_01715	Prbh.g_01735
OG0001054	Prag.g_01717	Prbh.g_01733
OG0001055	Prag.g_01718	Prbh.g_01732
OG0001056	Prag.g_01719	Prbh.g_01731
OG0001057	Prag.g_01720	Prbh.g_01730
OG0001058	Prag.g_01721	Prbh.g_01729
OG0001059	Prag.g_01722	Prbh.g_01728
OG0001060	Prag.g_01723	Prbh.g_01727
OG0001061	Prag.g_01724	Prbh.g_01726
OG0001062	Prag.g_01725	Prbh.g_01725
OG0001063	Prag.g_01726	Prbh.g_01724
OG0001064	Prag.g_01728	Prbh.g_01723
OG0001065	Prag.g_01732	Prbh.g_01719
OG0001066	Prag.g_01733	Prbh.g_01717
OG0001067	Prag.g_01734	Prbh.g_01716
OG0001068	Prag.g_01736	Prbh.g_01713
OG0001069	Prag.g_01737	Prbh.g_01712
OG0001070	Prag.g_01738	Prbh.g_01711
OG0001071	Prag.g_01739	Prbh.g_01710
OG0001072	Prag.g_01740	Prbh.g_01709
OG0001073	Prag.g_01741	Prbh.g_01708
OG0001074	Prag.g_01742	Prbh.g_01707
OG0001075	Prag.g_01743	Prbh.g_01706
OG0001076	Prag.g_01744	Prbh.g_01705
OG0001077	Prag.g_01745	Prbh.g_01704
OG0001078	Prag.g_01746	Prbh.g_01703
OG0001079	Prag.g_01747	Prbh.g_01702
OG0001080	Prag.g_01748	Prbh.g_01701
OG0001081	Prag.g_01751	Prbh.g_01697
OG0001082	Prag.g_01752	Prbh.g_01696
OG0001083	Prag.g_01753	Prbh.g_01692
OG0001084	Prag.g_01754	Prbh.g_01694
OG0001085	Prag.g_01755	Prbh.g_01695
OG0001086	Prag.g_01756	Prbh.g_01698
OG0001087	Prag.g_01757	Prbh.g_01699
OG0001088	Prag.g_01758	Prbh.g_01700
OG0001089	Prag.g_01762	Prbh.g_01687
OG0001090	Prag.g_01764	Prbh.g_01685
OG0001091	Prag.g_01765	Prbh.g_01684
OG0001092	Prag.g_01766	Prbh.g_01683
OG0001093	Prag.g_01767	Prbh.g_01682
OG0001094	Prag.g_01768	Prbh.g_01681
OG0001095	Prag.g_01769	Prbh.g_01680
OG0001096	Prag.g_01770	Prbh.g_01679
OG0001097	Prag.g_01771	Prbh.g_01678
OG0001098	Prag.g_01772	Prbh.g_01677
OG0001099	Prag.g_01773	Prbh.g_01676
OG0001100	Prag.g_01774	Prbh.g_01675
OG0001101	Prag.g_01775	Prbh.g_01674
OG0001102	Prag.g_01776	Prbh.g_01673
OG0001103	Prag.g_01777	Prbh.g_01672
OG0001104	Prag.g_01778	Prbh.g_01671
OG0001105	Prag.g_01779	Prbh.g_01670
OG0001106	Prag.g_01780	Prbh.g_01669
OG0001107	Prag.g_01781	Prbh.g_01668
OG0001108	Prag.g_01782	Prbh.g_01667
OG0001109	Prag.g_01783	Prbh.g_01666
OG0001110	Prag.g_01784	Prbh.g_01665
OG0001111	Prag.g_01785	Prbh.g_01664
OG0001112	Prag.g_01786	Prbh.g_01663
OG0001113	Prag.g_01787	Prbh.g_01662
OG0001114	Prag.g_01788	Prbh.g_01661
OG0001115	Prag.g_01789	Prbh.g_01660
OG0001116	Prag.g_01790	Prbh.g_01659
OG0001117	Prag.g_01791	Prbh.g_01658
OG0001118	Prag.g_01792	Prbh.g_01657
OG0001119	Prag.g_01793	Prbh.g_01656
OG0001120	Prag.g_01794	Prbh.g_01655
OG0001121	Prag.g_01796	Prbh.g_01653
