Orthogroup	Prag	Prau
OG0000566	Prag.g_00622	Prau.g_00684
OG0000567	Prag.g_00623	Prau.g_00685
OG0000568	Prag.g_00624	Prau.g_00686
OG0000569	Prag.g_00625	Prau.g_00687
OG0000570	Prag.g_00626	Prau.g_00688
OG0000571	Prag.g_00627	Prau.g_00689
OG0000572	Prag.g_00628	Prau.g_00690
OG0000573	Prag.g_00631	Prau.g_00693
OG0000574	Prag.g_00632	Prau.g_00694
OG0000575	Prag.g_00633	Prau.g_00695
OG0000576	Prag.g_00634	Prau.g_00696
OG0000577	Prag.g_00635	Prau.g_00697
OG0000578	Prag.g_00636	Prau.g_00698
OG0000579	Prag.g_00637	Prau.g_00699
OG0000580	Prag.g_00638	Prau.g_00700
OG0000581	Prag.g_00639	Prau.g_00701
OG0000582	Prag.g_00640	Prau.g_00702
OG0000583	Prag.g_00641	Prau.g_00703
OG0000584	Prag.g_00642	Prau.g_00704
OG0000585	Prag.g_00643	Prau.g_00705
OG0000586	Prag.g_00645	Prau.g_00707
OG0000587	Prag.g_00646	Prau.g_00708
OG0000588	Prag.g_00648	Prau.g_00710
OG0000589	Prag.g_00649	Prau.g_00711
OG0000590	Prag.g_00651	Prau.g_00713
OG0000591	Prag.g_00657	Prau.g_00719
OG0000592	Prag.g_00658	Prau.g_00720
OG0000593	Prag.g_00659	Prau.g_00721
OG0000594	Prag.g_00661	Prau.g_00723
OG0000595	Prag.g_00662	Prau.g_00724
OG0000596	Prag.g_00663	Prau.g_00725
OG0000597	Prag.g_00665	Prau.g_00727
OG0000598	Prag.g_00666	Prau.g_00728
OG0000599	Prag.g_00667	Prau.g_00729
OG0000600	Prag.g_00668	Prau.g_00730
OG0000601	Prag.g_00670	Prau.g_00732
OG0000602	Prag.g_00671	Prau.g_00733
OG0000603	Prag.g_00672	Prau.g_00734
OG0000604	Prag.g_00673	Prau.g_00735
OG0000605	Prag.g_00674	Prau.g_00736
OG0000606	Prag.g_00675	Prau.g_00737
OG0000607	Prag.g_00677	Prau.g_00739
OG0000608	Prag.g_00678	Prau.g_00740
OG0000609	Prag.g_00682	Prau.g_00744
OG0000610	Prag.g_00683	Prau.g_00745
OG0000611	Prag.g_00693	Prau.g_00756
OG0000612	Prag.g_00694	Prau.g_00757
OG0000613	Prag.g_00695	Prau.g_00758
OG0000614	Prag.g_00696	Prau.g_00759
OG0000615	Prag.g_00698	Prau.g_00761
OG0000616	Prag.g_00699	Prau.g_00762
OG0000617	Prag.g_00700	Prau.g_00763
OG0000618	Prag.g_00701	Prau.g_00764
OG0000619	Prag.g_00702	Prau.g_00765
OG0000620	Prag.g_00703	Prau.g_00766
OG0000621	Prag.g_00704	Prau.g_00767
OG0000622	Prag.g_00705	Prau.g_00768
OG0000623	Prag.g_00706	Prau.g_00769
OG0000624	Prag.g_00707	Prau.g_00770
OG0000625	Prag.g_00708	Prau.g_00771
OG0000626	Prag.g_00709	Prau.g_00772
OG0000627	Prag.g_00710	Prau.g_00773
OG0000628	Prag.g_00711	Prau.g_00774
OG0000629	Prag.g_00712	Prau.g_00775
OG0000630	Prag.g_00713	Prau.g_00776
OG0000631	Prag.g_00715	Prau.g_00778
OG0000632	Prag.g_00740	Prau.g_00796
OG0000633	Prag.g_00744	Prau.g_00800
OG0000634	Prag.g_00758	Prau.g_00816
OG0000635	Prag.g_00771	Prau.g_00818
OG0000636	Prag.g_00772	Prau.g_00819
OG0000637	Prag.g_00773	Prau.g_00820
OG0000638	Prag.g_00784	Prau.g_00832
OG0000639	Prag.g_00793	Prau.g_00841
OG0000640	Prag.g_00795	Prau.g_00843
OG0000641	Prag.g_00797	Prau.g_00845
OG0000642	Prag.g_00798	Prau.g_00846
OG0000643	Prag.g_00799	Prau.g_00847
OG0000644	Prag.g_00800	Prau.g_00848
OG0000645	Prag.g_00801	Prau.g_00849
OG0000646	Prag.g_00802	Prau.g_00850
OG0000647	Prag.g_00803	Prau.g_00851
OG0000648	Prag.g_00805	Prau.g_00853
OG0000649	Prag.g_00806	Prau.g_00854
OG0000650	Prag.g_00807	Prau.g_00855
OG0000651	Prag.g_00808	Prau.g_00856
OG0000652	Prag.g_00809	Prau.g_00857
OG0000653	Prag.g_00810	Prau.g_00858
OG0000654	Prag.g_00812	Prau.g_00860
OG0000655	Prag.g_00814	Prau.g_00862
OG0000656	Prag.g_00815	Prau.g_00863
OG0000657	Prag.g_00816	Prau.g_00864
OG0000658	Prag.g_00817	Prau.g_00865
OG0000659	Prag.g_00818	Prau.g_00866
OG0000660	Prag.g_00819	Prau.g_00867
OG0000661	Prag.g_00820	Prau.g_00868
OG0000662	Prag.g_00821	Prau.g_00869
OG0000663	Prag.g_00822	Prau.g_00870
OG0000664	Prag.g_00823	Prau.g_00871
OG0000665	Prag.g_00824	Prau.g_00872
OG0000666	Prag.g_00825	Prau.g_00873
OG0000667	Prag.g_00826	Prau.g_00874
OG0000668	Prag.g_00827	Prau.g_00875
OG0000669	Prag.g_00829	Prau.g_00877
OG0000670	Prag.g_00830	Prau.g_00878
OG0000671	Prag.g_00831	Prau.g_00879
OG0000672	Prag.g_00832	Prau.g_00880
OG0000673	Prag.g_00833	Prau.g_00881
OG0000674	Prag.g_00834	Prau.g_00882
OG0000675	Prag.g_00835	Prau.g_00884
OG0000676	Prag.g_00836	Prau.g_00885
OG0000677	Prag.g_00838	Prau.g_00887
OG0000678	Prag.g_00840	Prau.g_00889
OG0000679	Prag.g_00841	Prau.g_00890
OG0000680	Prag.g_00842	Prau.g_00891
OG0000681	Prag.g_00843	Prau.g_00892
OG0000682	Prag.g_00844	Prau.g_00893
OG0000683	Prag.g_00846	Prau.g_00895
OG0000684	Prag.g_00847	Prau.g_00896
OG0000685	Prag.g_00848	Prau.g_00897
OG0000686	Prag.g_00849	Prau.g_00898
OG0000687	Prag.g_00850	Prau.g_00899
OG0000688	Prag.g_00851	Prau.g_00900
OG0000689	Prag.g_00852	Prau.g_00902
OG0000690	Prag.g_00853	Prau.g_00903
OG0000691	Prag.g_00854	Prau.g_00904
OG0000692	Prag.g_00856	Prau.g_00906
OG0000693	Prag.g_00857	Prau.g_00907
OG0000694	Prag.g_00858	Prau.g_00908
OG0000695	Prag.g_00859	Prau.g_00909
OG0000696	Prag.g_00860	Prau.g_00910
OG0000697	Prag.g_00862	Prau.g_00912
OG0000698	Prag.g_00864	Prau.g_00914
OG0000699	Prag.g_00865	Prau.g_00915
OG0000700	Prag.g_00892	Prau.g_00942
OG0000701	Prag.g_00895	Prau.g_00946
OG0000702	Prag.g_00898	Prau.g_00949
OG0000703	Prag.g_00899	Prau.g_00950
OG0000704	Prag.g_00900	Prau.g_00951
OG0000705	Prag.g_00901	Prau.g_00952
OG0000706	Prag.g_00902	Prau.g_00953
OG0000707	Prag.g_00903	Prau.g_00954
OG0000708	Prag.g_00904	Prau.g_00955
OG0000709	Prag.g_00906	Prau.g_00956
OG0000710	Prag.g_00907	Prau.g_00957
OG0000711	Prag.g_00908	Prau.g_00958
OG0000712	Prag.g_00909	Prau.g_00959
OG0000713	Prag.g_00910	Prau.g_00960
OG0000714	Prag.g_00912	Prau.g_00962
OG0000715	Prag.g_00913	Prau.g_00963
OG0000716	Prag.g_00915	Prau.g_00965
OG0000717	Prag.g_00916	Prau.g_00966
OG0000718	Prag.g_00917	Prau.g_00967
OG0000719	Prag.g_00919	Prau.g_00969
OG0000720	Prag.g_00920	Prau.g_00970
OG0000721	Prag.g_00922	Prau.g_00973
OG0000722	Prag.g_00923	Prau.g_00974
OG0000723	Prag.g_00924	Prau.g_00975
OG0000724	Prag.g_00926	Prau.g_00977
OG0000725	Prag.g_00927	Prau.g_00978
OG0000726	Prag.g_00928	Prau.g_00979
OG0000727	Prag.g_00929	Prau.g_00980
OG0000728	Prag.g_00930	Prau.g_00981
OG0000729	Prag.g_00931	Prau.g_00982
OG0000730	Prag.g_00932	Prau.g_00983
OG0000731	Prag.g_00933	Prau.g_00984
OG0000732	Prag.g_00934	Prau.g_00985
OG0000733	Prag.g_00935	Prau.g_00986
OG0000734	Prag.g_00936	Prau.g_00987
OG0000735	Prag.g_00938	Prau.g_00989
OG0000736	Prag.g_00939	Prau.g_00990
OG0000737	Prag.g_00940	Prau.g_00991
OG0000738	Prag.g_00941	Prau.g_00992
OG0000739	Prag.g_00942	Prau.g_00993
OG0000740	Prag.g_00943	Prau.g_00994
OG0000741	Prag.g_00944	Prau.g_00995
OG0000742	Prag.g_00946	Prau.g_00997
OG0000743	Prag.g_00947	Prau.g_00998
OG0000744	Prag.g_00948	Prau.g_00999
OG0000745	Prag.g_00949	Prau.g_01000
OG0000746	Prag.g_00950	Prau.g_01001
OG0000747	Prag.g_00951	Prau.g_01002
OG0000748	Prag.g_00952	Prau.g_01003
OG0000749	Prag.g_00953	Prau.g_01004
OG0000750	Prag.g_00954	Prau.g_01005
OG0000751	Prag.g_00955	Prau.g_01006
OG0000752	Prag.g_00956	Prau.g_01007
OG0000753	Prag.g_00958	Prau.g_01009
OG0000754	Prag.g_00959	Prau.g_01010
OG0000755	Prag.g_00960	Prau.g_01011
OG0000756	Prag.g_00961	Prau.g_01012
OG0000757	Prag.g_00962	Prau.g_01013
OG0000758	Prag.g_00963	Prau.g_01014
OG0000759	Prag.g_00965	Prau.g_01016
OG0000760	Prag.g_00966	Prau.g_01017
OG0000761	Prag.g_00967	Prau.g_01018
OG0000762	Prag.g_00969	Prau.g_01020
OG0000763	Prag.g_00970	Prau.g_01021
OG0000764	Prag.g_00971	Prau.g_01022
OG0000765	Prag.g_00972	Prau.g_01023
OG0000766	Prag.g_00973	Prau.g_01024
OG0000767	Prag.g_00975	Prau.g_01026
OG0000768	Prag.g_00976	Prau.g_01027
OG0000769	Prag.g_00977	Prau.g_01028
OG0000770	Prag.g_00978	Prau.g_01029
OG0000771	Prag.g_00979	Prau.g_01030
OG0000772	Prag.g_00980	Prau.g_01031
OG0000773	Prag.g_00981	Prau.g_01032
OG0000774	Prag.g_00982	Prau.g_01033
OG0000775	Prag.g_00983	Prau.g_01034
OG0000776	Prag.g_00985	Prau.g_01036
OG0000777	Prag.g_00987	Prau.g_01038
OG0000778	Prag.g_00988	Prau.g_01039
OG0000779	Prag.g_00989	Prau.g_01040
OG0000780	Prag.g_00991	Prau.g_01042
OG0000781	Prag.g_00993	Prau.g_01044
OG0000782	Prag.g_00994	Prau.g_01045
OG0000783	Prag.g_01005	Prau.g_01058
OG0000784	Prag.g_01007	Prau.g_01060
OG0000785	Prag.g_01008	Prau.g_01061
OG0000786	Prag.g_01009	Prau.g_01062
OG0000787	Prag.g_01010	Prau.g_01063
OG0000788	Prag.g_01014	Prau.g_01067
OG0000789	Prag.g_01016	Prau.g_01069
OG0000790	Prag.g_01017	Prau.g_01070
OG0000791	Prag.g_01018	Prau.g_01071
OG0000792	Prag.g_01019	Prau.g_01072
OG0000793	Prag.g_01020	Prau.g_01073
OG0000794	Prag.g_01022	Prau.g_01075
OG0000795	Prag.g_01025	Prau.g_01078
OG0000796	Prag.g_01026	Prau.g_01079
OG0000797	Prag.g_01028	Prau.g_01081
OG0000798	Prag.g_01029	Prau.g_01082
OG0000799	Prag.g_01030	Prau.g_01083
OG0000800	Prag.g_01031	Prau.g_01084
OG0000801	Prag.g_01034	Prau.g_01087
OG0000802	Prag.g_01035	Prau.g_01088
OG0000803	Prag.g_01037	Prau.g_01090
OG0000804	Prag.g_01038	Prau.g_01091
OG0000805	Prag.g_01039	Prau.g_01092
OG0000806	Prag.g_01041	Prau.g_01094
OG0000807	Prag.g_01066	Prau.g_01118
OG0000808	Prag.g_01076	Prau.g_01127
OG0000809	Prag.g_01079	Prau.g_01130
OG0000810	Prag.g_01080	Prau.g_01131
OG0000811	Prag.g_01087	Prau.g_01138
OG0000812	Prag.g_01091	Prau.g_01142
OG0000813	Prag.g_01095	Prau.g_01146
OG0000814	Prag.g_01097	Prau.g_01148
OG0000815	Prag.g_01106	Prau.g_01160
OG0000816	Prag.g_01121	Prau.g_01175
OG0000817	Prag.g_01122	Prau.g_01176
OG0000818	Prag.g_01127	Prau.g_01181
OG0000819	Prag.g_01134	Prau.g_01188
OG0000820	Prag.g_01138	Prau.g_01192
OG0000821	Prag.g_01140	Prau.g_01194
OG0000822	Prag.g_01141	Prau.g_01195
OG0000823	Prag.g_01142	Prau.g_01196
OG0000824	Prag.g_01143	Prau.g_01197
OG0000825	Prag.g_01144	Prau.g_01198
OG0000826	Prag.g_01145	Prau.g_01199
OG0000827	Prag.g_01146	Prau.g_01200
OG0000828	Prag.g_01147	Prau.g_01201
OG0000829	Prag.g_01148	Prau.g_01202
OG0000830	Prag.g_01149	Prau.g_01203
OG0000831	Prag.g_01152	Prau.g_01205
OG0000832	Prag.g_01154	Prau.g_01207
OG0000833	Prag.g_01155	Prau.g_01208
OG0000834	Prag.g_01156	Prau.g_01209
OG0000835	Prag.g_01157	Prau.g_01210
OG0000836	Prag.g_01158	Prau.g_01211
OG0000837	Prag.g_01160	Prau.g_01213
OG0000838	Prag.g_01161	Prau.g_01214
OG0000839	Prag.g_01162	Prau.g_01215
OG0000840	Prag.g_01163	Prau.g_01216
OG0000841	Prag.g_01164	Prau.g_01217
OG0000842	Prag.g_01165	Prau.g_01218
OG0000843	Prag.g_01166	Prau.g_01219
OG0000844	Prag.g_01167	Prau.g_01220
OG0000845	Prag.g_01168	Prau.g_01221
OG0000846	Prag.g_01171	Prau.g_01224
OG0000847	Prag.g_01173	Prau.g_01226
OG0000848	Prag.g_01174	Prau.g_01227
OG0000849	Prag.g_01175	Prau.g_01228
OG0000850	Prag.g_01176	Prau.g_01229
OG0000851	Prag.g_01177	Prau.g_01230
OG0000852	Prag.g_01179	Prau.g_01232
OG0000853	Prag.g_01180	Prau.g_01233
OG0000854	Prag.g_01182	Prau.g_01235
OG0000855	Prag.g_01183	Prau.g_01236
OG0000856	Prag.g_01184	Prau.g_01237
OG0000857	Prag.g_01185	Prau.g_01238
OG0000858	Prag.g_01186	Prau.g_01239
OG0000859	Prag.g_01187	Prau.g_01240
OG0000860	Prag.g_01188	Prau.g_01241
OG0000861	Prag.g_01189	Prau.g_01242
OG0000862	Prag.g_01190	Prau.g_01243
OG0000863	Prag.g_01191	Prau.g_01244
OG0000864	Prag.g_01192	Prau.g_01245
OG0000865	Prag.g_01193	Prau.g_01246
OG0000866	Prag.g_01194	Prau.g_01247
OG0000867	Prag.g_01195	Prau.g_01248
OG0000868	Prag.g_01196	Prau.g_01249
OG0000869	Prag.g_01198	Prau.g_01251
OG0000870	Prag.g_01199	Prau.g_01252
OG0000871	Prag.g_01201	Prau.g_01254
OG0000872	Prag.g_01202	Prau.g_01255
OG0000873	Prag.g_01204	Prau.g_01257
OG0000874	Prag.g_01205	Prau.g_01258
OG0000875	Prag.g_01206	Prau.g_01259
OG0000876	Prag.g_01207	Prau.g_01260
OG0000877	Prag.g_01209	Prau.g_01262
OG0000878	Prag.g_01328	Prau.g_01346
OG0000879	Prag.g_01342	Prau.g_01359
OG0000880	Prag.g_01343	Prau.g_01360
OG0000881	Prag.g_01344	Prau.g_01361
OG0000882	Prag.g_01345	Prau.g_01362
OG0000883	Prag.g_01346	Prau.g_01363
OG0000884	Prag.g_01350	Prau.g_01366
OG0000885	Prag.g_01351	Prau.g_01367
OG0000886	Prag.g_01352	Prau.g_01368
OG0000887	Prag.g_01353	Prau.g_01369
OG0000888	Prag.g_01354	Prau.g_01370
OG0000889	Prag.g_01357	Prau.g_01373
OG0000890	Prag.g_01358	Prau.g_01374
OG0000891	Prag.g_01359	Prau.g_01375
OG0000892	Prag.g_01361	Prau.g_01377
OG0000893	Prag.g_01362	Prau.g_01378
OG0000894	Prag.g_01363	Prau.g_01379
OG0000895	Prag.g_01364	Prau.g_01380
OG0000896	Prag.g_01365	Prau.g_01381
OG0000897	Prag.g_01366	Prau.g_01382
OG0000898	Prag.g_01368	Prau.g_01384
OG0000899	Prag.g_01369	Prau.g_01385
OG0000900	Prag.g_01371	Prau.g_01391
OG0000901	Prag.g_01375	Prau.g_01395
OG0000902	Prag.g_01376	Prau.g_01396
OG0000903	Prag.g_01377	Prau.g_01397
OG0000904	Prag.g_01379	Prau.g_01399
OG0000905	Prag.g_01381	Prau.g_01401
OG0000906	Prag.g_01383	Prau.g_01403
OG0000907	Prag.g_01384	Prau.g_01404
OG0000908	Prag.g_01387	Prau.g_01407
OG0000909	Prag.g_01391	Prau.g_01411
OG0000910	Prag.g_01392	Prau.g_01412
OG0000911	Prag.g_01393	Prau.g_01413
OG0000912	Prag.g_01394	Prau.g_01414
OG0000913	Prag.g_01395	Prau.g_01415
OG0000914	Prag.g_01396	Prau.g_01416
OG0000915	Prag.g_01397	Prau.g_01417
OG0000916	Prag.g_01398	Prau.g_01418
OG0000917	Prag.g_01399	Prau.g_01419
OG0000918	Prag.g_01400	Prau.g_01420
OG0000919	Prag.g_01401	Prau.g_01421
OG0000920	Prag.g_01402	Prau.g_01422
OG0000921	Prag.g_01403	Prau.g_01423
OG0000922	Prag.g_01404	Prau.g_01424
OG0000923	Prag.g_01405	Prau.g_01425
OG0000924	Prag.g_01406	Prau.g_01426
OG0000925	Prag.g_01407	Prau.g_01427
OG0000926	Prag.g_01425	Prau.g_01436
OG0000927	Prag.g_01470	Prau.g_01510
OG0000928	Prag.g_01471	Prau.g_01511
OG0000929	Prag.g_01472	Prau.g_01512
OG0000930	Prag.g_01473	Prau.g_01513
OG0000931	Prag.g_01474	Prau.g_01514
OG0000932	Prag.g_01476	Prau.g_01516
OG0000933	Prag.g_01477	Prau.g_01517
OG0000934	Prag.g_01478	Prau.g_01518
OG0000935	Prag.g_01479	Prau.g_01519
OG0000936	Prag.g_01480	Prau.g_01520
OG0000937	Prag.g_01481	Prau.g_01521
OG0000938	Prag.g_01482	Prau.g_01522
OG0000939	Prag.g_01483	Prau.g_01523
OG0000940	Prag.g_01484	Prau.g_01524
OG0000941	Prag.g_01486	Prau.g_01526
OG0000942	Prag.g_01487	Prau.g_01527
OG0000943	Prag.g_01492	Prau.g_01533
OG0000944	Prag.g_01493	Prau.g_01534
OG0000945	Prag.g_01494	Prau.g_01535
OG0000946	Prag.g_01495	Prau.g_01536
OG0000947	Prag.g_01496	Prau.g_01537
OG0000948	Prag.g_01497	Prau.g_01538
OG0000949	Prag.g_01498	Prau.g_01539
OG0000950	Prag.g_01499	Prau.g_01540
OG0000951	Prag.g_01500	Prau.g_01541
OG0000952	Prag.g_01501	Prau.g_01542
OG0000953	Prag.g_01502	Prau.g_01543
OG0000954	Prag.g_01503	Prau.g_01544
OG0000955	Prag.g_01504	Prau.g_01545
OG0000956	Prag.g_01505	Prau.g_01546
OG0000957	Prag.g_01506	Prau.g_01547
OG0000958	Prag.g_01507	Prau.g_01548
OG0000959	Prag.g_01508	Prau.g_01549
OG0000960	Prag.g_01509	Prau.g_01550
OG0000961	Prag.g_01512	Prau.g_01554
OG0000962	Prag.g_01513	Prau.g_01555
OG0000963	Prag.g_01514	Prau.g_01556
OG0000964	Prag.g_01516	Prau.g_01558
OG0000965	Prag.g_01517	Prau.g_01559
OG0000966	Prag.g_01518	Prau.g_01560
OG0000967	Prag.g_01519	Prau.g_01561
OG0000968	Prag.g_01520	Prau.g_01562
OG0000969	Prag.g_01521	Prau.g_01563
OG0000970	Prag.g_01523	Prau.g_01564
OG0000971	Prag.g_01524	Prau.g_01565
OG0000972	Prag.g_01525	Prau.g_01566
OG0000973	Prag.g_01526	Prau.g_01567
OG0000974	Prag.g_01528	Prau.g_01569
OG0000975	Prag.g_01531	Prau.g_01572
OG0000976	Prag.g_01533	Prau.g_01574
OG0000977	Prag.g_01534	Prau.g_01575
OG0000978	Prag.g_01535	Prau.g_01576
OG0000979	Prag.g_01537	Prau.g_01578
OG0000980	Prag.g_01538	Prau.g_01579
OG0000981	Prag.g_01539	Prau.g_01580
OG0000982	Prag.g_01540	Prau.g_01581
OG0000983	Prag.g_01542	Prau.g_01583
OG0000984	Prag.g_01543	Prau.g_01584
OG0000985	Prag.g_01544	Prau.g_01585
OG0000986	Prag.g_01545	Prau.g_01586
OG0000987	Prag.g_01546	Prau.g_01587
OG0000988	Prag.g_01547	Prau.g_01588
OG0000989	Prag.g_01548	Prau.g_01589
OG0000990	Prag.g_01549	Prau.g_01590
OG0000991	Prag.g_01550	Prau.g_01591
OG0000992	Prag.g_01551	Prau.g_01592
OG0000993	Prag.g_01552	Prau.g_01593
OG0000994	Prag.g_01553	Prau.g_01594
OG0000995	Prag.g_01554	Prau.g_01595
OG0000996	Prag.g_01555	Prau.g_01596
OG0000997	Prag.g_01556	Prau.g_01597
OG0000998	Prag.g_01557	Prau.g_01598
OG0000999	Prag.g_01558	Prau.g_01599
OG0001000	Prag.g_01559	Prau.g_01600
OG0001001	Prag.g_01561	Prau.g_01602
OG0001002	Prag.g_01562	Prau.g_01603
OG0001003	Prag.g_01563	Prau.g_01604
OG0001004	Prag.g_01564	Prau.g_01605
OG0001005	Prag.g_01565	Prau.g_01606
OG0001006	Prag.g_01566	Prau.g_01607
OG0001007	Prag.g_01567	Prau.g_01608
OG0001008	Prag.g_01569	Prau.g_01610
OG0001009	Prag.g_01570	Prau.g_01611
OG0001010	Prag.g_01576	Prau.g_01619
OG0001011	Prag.g_01583	Prau.g_01626
OG0001012	Prag.g_01611	Prau.g_01652
OG0001013	Prag.g_01663	Prau.g_01726
OG0001014	Prag.g_01664	Prau.g_01727
OG0001015	Prag.g_01670	Prau.g_01733
OG0001016	Prag.g_01671	Prau.g_01734
OG0001017	Prag.g_01672	Prau.g_01735
OG0001018	Prag.g_01673	Prau.g_01736
OG0001019	Prag.g_01675	Prau.g_01738
OG0001020	Prag.g_01676	Prau.g_01739
OG0001021	Prag.g_01677	Prau.g_01740
OG0001022	Prag.g_01678	Prau.g_01741
OG0001023	Prag.g_01679	Prau.g_01742
OG0001024	Prag.g_01680	Prau.g_01743
OG0001025	Prag.g_01681	Prau.g_01744
OG0001026	Prag.g_01683	Prau.g_01746
OG0001027	Prag.g_01684	Prau.g_01747
OG0001028	Prag.g_01685	Prau.g_01748
OG0001029	Prag.g_01686	Prau.g_01749
OG0001030	Prag.g_01687	Prau.g_01750
OG0001031	Prag.g_01688	Prau.g_01751
OG0001032	Prag.g_01689	Prau.g_01752
OG0001033	Prag.g_01690	Prau.g_01753
OG0001034	Prag.g_01691	Prau.g_01754
OG0001035	Prag.g_01693	Prau.g_01756
OG0001036	Prag.g_01694	Prau.g_01757
OG0001037	Prag.g_01695	Prau.g_01758
OG0001038	Prag.g_01696	Prau.g_01759
OG0001039	Prag.g_01697	Prau.g_01760
OG0001040	Prag.g_01698	Prau.g_01761
OG0001041	Prag.g_01699	Prau.g_01762
OG0001042	Prag.g_01700	Prau.g_01763
OG0001043	Prag.g_01701	Prau.g_01764
OG0001044	Prag.g_01702	Prau.g_01765
OG0001045	Prag.g_01703	Prau.g_01766
OG0001046	Prag.g_01704	Prau.g_01767
OG0001047	Prag.g_01707	Prau.g_01770
OG0001048	Prag.g_01709	Prau.g_01772
OG0001049	Prag.g_01710	Prau.g_01773
OG0001050	Prag.g_01711	Prau.g_01774
OG0001051	Prag.g_01712	Prau.g_01775
OG0001052	Prag.g_01713	Prau.g_01776
OG0001053	Prag.g_01715	Prau.g_01777
OG0001054	Prag.g_01717	Prau.g_01779
OG0001055	Prag.g_01718	Prau.g_01780
OG0001056	Prag.g_01719	Prau.g_01781
OG0001057	Prag.g_01720	Prau.g_01782
OG0001058	Prag.g_01721	Prau.g_01783
OG0001059	Prag.g_01722	Prau.g_01784
OG0001060	Prag.g_01723	Prau.g_01785
OG0001061	Prag.g_01724	Prau.g_01786
OG0001062	Prag.g_01725	Prau.g_01787
OG0001063	Prag.g_01726	Prau.g_01788
OG0001064	Prag.g_01728	Prau.g_01790
OG0001065	Prag.g_01732	Prau.g_01794
OG0001066	Prag.g_01733	Prau.g_01795
OG0001067	Prag.g_01734	Prau.g_01796
OG0001068	Prag.g_01736	Prau.g_01798
OG0001069	Prag.g_01737	Prau.g_01799
OG0001070	Prag.g_01738	Prau.g_01800
OG0001071	Prag.g_01739	Prau.g_01801
OG0001072	Prag.g_01740	Prau.g_01802
OG0001073	Prag.g_01741	Prau.g_01803
OG0001074	Prag.g_01742	Prau.g_01804
OG0001075	Prag.g_01743	Prau.g_01805
OG0001076	Prag.g_01744	Prau.g_01806
OG0001077	Prag.g_01745	Prau.g_01807
OG0001078	Prag.g_01746	Prau.g_01808
OG0001079	Prag.g_01747	Prau.g_01809
OG0001080	Prag.g_01748	Prau.g_01810
OG0001081	Prag.g_01751	Prau.g_01813
OG0001082	Prag.g_01752	Prau.g_01814
OG0001083	Prag.g_01753	Prau.g_01815
OG0001084	Prag.g_01754	Prau.g_01817
OG0001085	Prag.g_01755	Prau.g_01818
OG0001086	Prag.g_01756	Prau.g_01819
OG0001087	Prag.g_01757	Prau.g_01820
OG0001088	Prag.g_01758	Prau.g_01821
OG0001089	Prag.g_01762	Prau.g_01827
OG0001090	Prag.g_01764	Prau.g_01829
OG0001091	Prag.g_01765	Prau.g_01830
OG0001092	Prag.g_01766	Prau.g_01831
OG0001093	Prag.g_01767	Prau.g_01832
OG0001094	Prag.g_01768	Prau.g_01833
OG0001095	Prag.g_01769	Prau.g_01834
OG0001096	Prag.g_01770	Prau.g_01835
OG0001097	Prag.g_01771	Prau.g_01836
OG0001098	Prag.g_01772	Prau.g_01837
OG0001099	Prag.g_01773	Prau.g_01838
OG0001100	Prag.g_01774	Prau.g_01839
OG0001101	Prag.g_01775	Prau.g_01840
OG0001102	Prag.g_01776	Prau.g_01841
OG0001103	Prag.g_01777	Prau.g_01842
OG0001104	Prag.g_01778	Prau.g_01843
OG0001105	Prag.g_01779	Prau.g_01844
OG0001106	Prag.g_01780	Prau.g_01845
OG0001107	Prag.g_01781	Prau.g_01846
OG0001108	Prag.g_01782	Prau.g_01847
OG0001109	Prag.g_01783	Prau.g_01848
OG0001110	Prag.g_01784	Prau.g_01849
OG0001111	Prag.g_01785	Prau.g_01850
OG0001112	Prag.g_01786	Prau.g_01851
OG0001113	Prag.g_01787	Prau.g_01852
OG0001114	Prag.g_01788	Prau.g_01853
OG0001115	Prag.g_01789	Prau.g_01854
OG0001116	Prag.g_01790	Prau.g_01855
OG0001117	Prag.g_01791	Prau.g_01856
OG0001118	Prag.g_01792	Prau.g_01857
OG0001119	Prag.g_01793	Prau.g_01858
OG0001120	Prag.g_01794	Prau.g_01859
OG0001121	Prag.g_01796	Prau.g_01861
OG0001122	Prag.g_01797	Prau.g_01862
OG0001123	Prag.g_01798	Prau.g_01863
OG0001124	Prag.g_01800	Prau.g_01865
OG0001125	Prag.g_01802	Prau.g_01867
OG0001126	Prag.g_01803	Prau.g_01868
OG0001127	Prag.g_01805	Prau.g_01870
OG0001128	Prag.g_01806	Prau.g_01871
OG0001129	Prag.g_01807	Prau.g_01872
OG0001130	Prag.g_01810	Prau.g_01875
OG0001131	Prag.g_01811	Prau.g_01876
OG0001132	Prag.g_01812	Prau.g_01877
OG0001133	Prag.g_01813	Prau.g_01878
OG0001134	Prag.g_01814	Prau.g_01879
OG0001135	Prag.g_01815	Prau.g_01880
OG0001136	Prag.g_01816	Prau.g_01881
OG0001137	Prag.g_01817	Prau.g_01882
OG0001138	Prag.g_01818	Prau.g_01883
OG0001139	Prag.g_01819	Prau.g_01884
OG0001140	Prag.g_01820	Prau.g_01885
OG0001141	Prag.g_01821	Prau.g_01886
OG0001142	Prag.g_01824	Prau.g_01889
OG0001143	Prag.g_01825	Prau.g_01890
OG0001144	Prag.g_01826	Prau.g_01891
OG0001145	Prag.g_01827	Prau.g_01892
OG0001146	Prag.g_01828	Prau.g_01893
OG0001147	Prag.g_01829	Prau.g_01894
