Orthogroup	Prag	Prbd
OG0000547	Prag.g_00602	Prbd.g_00620
OG0000548	Prag.g_00603	Prbd.g_00619
OG0000549	Prag.g_00604	Prbd.g_00618
OG0000550	Prag.g_00605	Prbd.g_00617
OG0000551	Prag.g_00606	Prbd.g_00616
OG0000552	Prag.g_00607	Prbd.g_00615
OG0000553	Prag.g_00608	Prbd.g_00614
OG0000554	Prag.g_00609	Prbd.g_00613
OG0000555	Prag.g_00610	Prbd.g_00612
OG0000556	Prag.g_00611	Prbd.g_00611
OG0000557	Prag.g_00612	Prbd.g_00610
OG0000558	Prag.g_00613	Prbd.g_00609
OG0000559	Prag.g_00614	Prbd.g_00608
OG0000560	Prag.g_00616	Prbd.g_00606
OG0000561	Prag.g_00617	Prbd.g_00605
OG0000562	Prag.g_00618	Prbd.g_00604
OG0000563	Prag.g_00619	Prbd.g_00603
OG0000564	Prag.g_00620	Prbd.g_00602
OG0000565	Prag.g_00621	Prbd.g_00601
OG0000566	Prag.g_00622	Prbd.g_00600
OG0000567	Prag.g_00623	Prbd.g_00599
OG0000568	Prag.g_00624	Prbd.g_00598
OG0000569	Prag.g_00625	Prbd.g_00597
OG0000570	Prag.g_00626	Prbd.g_00596
OG0000571	Prag.g_00627	Prbd.g_00595
OG0000572	Prag.g_00628	Prbd.g_00594
OG0000573	Prag.g_00631	Prbd.g_00591
OG0000574	Prag.g_00632	Prbd.g_00590
OG0000575	Prag.g_00633	Prbd.g_00589
OG0000576	Prag.g_00634	Prbd.g_00588
OG0000577	Prag.g_00635	Prbd.g_00587
OG0000578	Prag.g_00636	Prbd.g_00586
OG0000579	Prag.g_00637	Prbd.g_00585
OG0000580	Prag.g_00638	Prbd.g_00584
OG0000581	Prag.g_00639	Prbd.g_00583
OG0000582	Prag.g_00640	Prbd.g_00582
OG0000583	Prag.g_00641	Prbd.g_00581
OG0000584	Prag.g_00642	Prbd.g_00580
OG0000585	Prag.g_00643	Prbd.g_00579
OG0000586	Prag.g_00645	Prbd.g_00577
OG0000587	Prag.g_00646	Prbd.g_00576
OG0000588	Prag.g_00648	Prbd.g_00574
OG0000589	Prag.g_00649	Prbd.g_00573
OG0000590	Prag.g_00651	Prbd.g_00571
OG0000591	Prag.g_00657	Prbd.g_00565
OG0000592	Prag.g_00658	Prbd.g_00564
OG0000593	Prag.g_00659	Prbd.g_00563
OG0000594	Prag.g_00661	Prbd.g_00561
OG0000595	Prag.g_00662	Prbd.g_00560
OG0000596	Prag.g_00663	Prbd.g_00559
OG0000597	Prag.g_00665	Prbd.g_00557
OG0000598	Prag.g_00666	Prbd.g_00556
OG0000599	Prag.g_00667	Prbd.g_00555
OG0000600	Prag.g_00668	Prbd.g_00554
OG0000601	Prag.g_00670	Prbd.g_00552
OG0000602	Prag.g_00671	Prbd.g_00551
OG0000603	Prag.g_00672	Prbd.g_00550
OG0000604	Prag.g_00673	Prbd.g_00549
OG0000605	Prag.g_00674	Prbd.g_00548
OG0000606	Prag.g_00675	Prbd.g_00547
OG0000607	Prag.g_00677	Prbd.g_00545
OG0000608	Prag.g_00678	Prbd.g_00544
OG0000609	Prag.g_00682	Prbd.g_00540
OG0000610	Prag.g_00683	Prbd.g_00539
OG0000611	Prag.g_00693	Prbd.g_00008
OG0000612	Prag.g_00694	Prbd.g_00009
OG0000613	Prag.g_00695	Prbd.g_00010
OG0000614	Prag.g_00696	Prbd.g_00011
OG0000615	Prag.g_00698	Prbd.g_00013
OG0000616	Prag.g_00699	Prbd.g_00014
OG0000617	Prag.g_00700	Prbd.g_00015
OG0000618	Prag.g_00701	Prbd.g_00016
OG0000619	Prag.g_00702	Prbd.g_00017
OG0000620	Prag.g_00703	Prbd.g_00018
OG0000621	Prag.g_00704	Prbd.g_00019
OG0000622	Prag.g_00705	Prbd.g_00020
OG0000623	Prag.g_00706	Prbd.g_00021
OG0000624	Prag.g_00707	Prbd.g_00022
OG0000625	Prag.g_00708	Prbd.g_00023
OG0000626	Prag.g_00709	Prbd.g_00024
OG0000627	Prag.g_00710	Prbd.g_00025
OG0000628	Prag.g_00711	Prbd.g_00026
OG0000629	Prag.g_00712	Prbd.g_00027
OG0000630	Prag.g_00713	Prbd.g_00028
OG0000631	Prag.g_00715	Prbd.g_00030
OG0000632	Prag.g_00740	Prbd.g_00045
OG0000633	Prag.g_00744	Prbd.g_00049
OG0000634	Prag.g_00758	Prbd.g_00062
OG0000635	Prag.g_00771	Prbd.g_00066
OG0000636	Prag.g_00772	Prbd.g_00067
OG0000637	Prag.g_00773	Prbd.g_00068
OG0000638	Prag.g_00784	Prbd.g_00080
OG0000639	Prag.g_00793	Prbd.g_00089
OG0000640	Prag.g_00795	Prbd.g_00091
OG0000641	Prag.g_00797	Prbd.g_00093
OG0000642	Prag.g_00798	Prbd.g_00094
OG0000643	Prag.g_00799	Prbd.g_00095
OG0000644	Prag.g_00800	Prbd.g_00096
OG0000645	Prag.g_00801	Prbd.g_00097
OG0000646	Prag.g_00802	Prbd.g_00098
OG0000647	Prag.g_00803	Prbd.g_00099
OG0000648	Prag.g_00805	Prbd.g_00101
OG0000649	Prag.g_00806	Prbd.g_00102
OG0000650	Prag.g_00807	Prbd.g_00103
OG0000651	Prag.g_00808	Prbd.g_00104
OG0000652	Prag.g_00809	Prbd.g_00105
OG0000653	Prag.g_00810	Prbd.g_00106
OG0000654	Prag.g_00812	Prbd.g_00108
OG0000655	Prag.g_00814	Prbd.g_00110
OG0000656	Prag.g_00815	Prbd.g_00111
OG0000657	Prag.g_00816	Prbd.g_00112
OG0000658	Prag.g_00817	Prbd.g_00113
OG0000659	Prag.g_00818	Prbd.g_00114
OG0000660	Prag.g_00819	Prbd.g_00115
OG0000661	Prag.g_00820	Prbd.g_00116
OG0000662	Prag.g_00821	Prbd.g_00117
OG0000663	Prag.g_00822	Prbd.g_00118
OG0000664	Prag.g_00823	Prbd.g_00119
OG0000665	Prag.g_00824	Prbd.g_00120
OG0000666	Prag.g_00825	Prbd.g_00121
OG0000667	Prag.g_00826	Prbd.g_00122
OG0000668	Prag.g_00827	Prbd.g_00123
OG0000669	Prag.g_00829	Prbd.g_00125
OG0000670	Prag.g_00830	Prbd.g_00126
OG0000671	Prag.g_00831	Prbd.g_00127
OG0000672	Prag.g_00832	Prbd.g_00128
OG0000673	Prag.g_00833	Prbd.g_00129
OG0000674	Prag.g_00834	Prbd.g_00130
OG0000675	Prag.g_00835	Prbd.g_00132
OG0000676	Prag.g_00836	Prbd.g_00133
OG0000677	Prag.g_00838	Prbd.g_00136
OG0000678	Prag.g_00840	Prbd.g_00138
OG0000679	Prag.g_00841	Prbd.g_00139
OG0000680	Prag.g_00842	Prbd.g_00140
OG0000681	Prag.g_00843	Prbd.g_00141
OG0000682	Prag.g_00844	Prbd.g_00142
OG0000683	Prag.g_00846	Prbd.g_00144
OG0000684	Prag.g_00847	Prbd.g_00145
OG0000685	Prag.g_00848	Prbd.g_00146
OG0000686	Prag.g_00849	Prbd.g_00147
OG0000687	Prag.g_00850	Prbd.g_00148
OG0000688	Prag.g_00851	Prbd.g_00149
OG0000689	Prag.g_00852	Prbd.g_00150
OG0000690	Prag.g_00853	Prbd.g_00151
OG0000691	Prag.g_00854	Prbd.g_00152
OG0000692	Prag.g_00856	Prbd.g_00154
OG0000693	Prag.g_00857	Prbd.g_00155
OG0000694	Prag.g_00858	Prbd.g_00156
OG0000695	Prag.g_00859	Prbd.g_00157
OG0000696	Prag.g_00860	Prbd.g_00158
OG0000697	Prag.g_00862	Prbd.g_00160
OG0000698	Prag.g_00864	Prbd.g_00162
OG0000699	Prag.g_00865	Prbd.g_00163
OG0000700	Prag.g_00892	Prbd.g_00190
OG0000701	Prag.g_00895	Prbd.g_00194
OG0000702	Prag.g_00898	Prbd.g_00197
OG0000703	Prag.g_00899	Prbd.g_00198
OG0000704	Prag.g_00900	Prbd.g_00199
OG0000705	Prag.g_00901	Prbd.g_00200
OG0000706	Prag.g_00902	Prbd.g_00201
OG0000707	Prag.g_00903	Prbd.g_00203
OG0000708	Prag.g_00904	Prbd.g_00204
OG0000709	Prag.g_00906	Prbd.g_00206
OG0000710	Prag.g_00907	Prbd.g_00207
OG0000711	Prag.g_00908	Prbd.g_00208
OG0000712	Prag.g_00909	Prbd.g_00209
OG0000713	Prag.g_00910	Prbd.g_00210
OG0000714	Prag.g_00912	Prbd.g_00212
OG0000715	Prag.g_00913	Prbd.g_00213
OG0000716	Prag.g_00915	Prbd.g_00215
OG0000717	Prag.g_00916	Prbd.g_00216
OG0000718	Prag.g_00917	Prbd.g_00217
OG0000719	Prag.g_00919	Prbd.g_00219
OG0000720	Prag.g_00920	Prbd.g_00220
OG0000721	Prag.g_00922	Prbd.g_00222
OG0000722	Prag.g_00923	Prbd.g_00223
OG0000723	Prag.g_00924	Prbd.g_00224
OG0000724	Prag.g_00926	Prbd.g_00226
OG0000725	Prag.g_00927	Prbd.g_00227
OG0000726	Prag.g_00928	Prbd.g_00228
OG0000727	Prag.g_00929	Prbd.g_00229
OG0000728	Prag.g_00930	Prbd.g_00230
OG0000729	Prag.g_00931	Prbd.g_00231
OG0000730	Prag.g_00932	Prbd.g_00232
OG0000731	Prag.g_00933	Prbd.g_00233
OG0000732	Prag.g_00934	Prbd.g_00234
OG0000733	Prag.g_00935	Prbd.g_00235
OG0000734	Prag.g_00936	Prbd.g_00236
OG0000735	Prag.g_00938	Prbd.g_00238
OG0000736	Prag.g_00939	Prbd.g_00239
OG0000737	Prag.g_00940	Prbd.g_00240
OG0000738	Prag.g_00941	Prbd.g_00241
OG0000739	Prag.g_00942	Prbd.g_00242
OG0000740	Prag.g_00943	Prbd.g_00243
OG0000741	Prag.g_00944	Prbd.g_00244
OG0000742	Prag.g_00946	Prbd.g_00246
OG0000743	Prag.g_00947	Prbd.g_00247
OG0000744	Prag.g_00948	Prbd.g_00248
OG0000745	Prag.g_00949	Prbd.g_00249
OG0000746	Prag.g_00950	Prbd.g_00250
OG0000747	Prag.g_00951	Prbd.g_00251
OG0000748	Prag.g_00952	Prbd.g_00252
OG0000749	Prag.g_00953	Prbd.g_00253
OG0000750	Prag.g_00954	Prbd.g_00254
OG0000751	Prag.g_00955	Prbd.g_00255
OG0000752	Prag.g_00956	Prbd.g_00256
OG0000753	Prag.g_00958	Prbd.g_00258
OG0000754	Prag.g_00959	Prbd.g_00259
OG0000755	Prag.g_00960	Prbd.g_00260
OG0000756	Prag.g_00961	Prbd.g_00261
OG0000757	Prag.g_00962	Prbd.g_00262
OG0000758	Prag.g_00963	Prbd.g_00263
OG0000759	Prag.g_00965	Prbd.g_00265
OG0000760	Prag.g_00966	Prbd.g_00266
OG0000761	Prag.g_00967	Prbd.g_00267
OG0000762	Prag.g_00969	Prbd.g_00269
OG0000763	Prag.g_00970	Prbd.g_00270
OG0000764	Prag.g_00971	Prbd.g_00271
OG0000765	Prag.g_00972	Prbd.g_00272
OG0000766	Prag.g_00973	Prbd.g_00273
OG0000767	Prag.g_00975	Prbd.g_00275
OG0000768	Prag.g_00976	Prbd.g_00276
OG0000769	Prag.g_00977	Prbd.g_00277
OG0000770	Prag.g_00978	Prbd.g_00278
OG0000771	Prag.g_00979	Prbd.g_00279
OG0000772	Prag.g_00980	Prbd.g_00280
OG0000773	Prag.g_00981	Prbd.g_00281
OG0000774	Prag.g_00982	Prbd.g_00282
OG0000775	Prag.g_00983	Prbd.g_00283
OG0000776	Prag.g_00985	Prbd.g_00285
OG0000777	Prag.g_00987	Prbd.g_00287
OG0000778	Prag.g_00988	Prbd.g_00288
OG0000779	Prag.g_00989	Prbd.g_00289
OG0000780	Prag.g_00991	Prbd.g_00291
OG0000781	Prag.g_00993	Prbd.g_00293
OG0000782	Prag.g_00994	Prbd.g_00294
OG0000783	Prag.g_01005	Prbd.g_00309
OG0000784	Prag.g_01007	Prbd.g_00311
OG0000785	Prag.g_01008	Prbd.g_00312
OG0000786	Prag.g_01009	Prbd.g_00313
OG0000787	Prag.g_01010	Prbd.g_00314
OG0000788	Prag.g_01014	Prbd.g_00318
OG0000789	Prag.g_01016	Prbd.g_00320
OG0000790	Prag.g_01017	Prbd.g_00321
OG0000791	Prag.g_01018	Prbd.g_00322
OG0000792	Prag.g_01019	Prbd.g_00323
OG0000793	Prag.g_01020	Prbd.g_00324
OG0000794	Prag.g_01022	Prbd.g_00326
OG0000795	Prag.g_01025	Prbd.g_00329
OG0000796	Prag.g_01026	Prbd.g_00330
OG0000797	Prag.g_01028	Prbd.g_00332
OG0000798	Prag.g_01029	Prbd.g_00333
OG0000799	Prag.g_01030	Prbd.g_00334
OG0000800	Prag.g_01031	Prbd.g_00335
OG0000801	Prag.g_01034	Prbd.g_00338
OG0000802	Prag.g_01035	Prbd.g_00339
OG0000803	Prag.g_01037	Prbd.g_00341
OG0000804	Prag.g_01038	Prbd.g_00342
OG0000805	Prag.g_01039	Prbd.g_00343
OG0000806	Prag.g_01041	Prbd.g_00345
OG0000807	Prag.g_01066	Prbd.g_00370
OG0000808	Prag.g_01076	Prbd.g_00380
OG0000809	Prag.g_01079	Prbd.g_00383
OG0000810	Prag.g_01080	Prbd.g_00384
OG0000811	Prag.g_01087	Prbd.g_00391
OG0000812	Prag.g_01091	Prbd.g_00395
OG0000813	Prag.g_01095	Prbd.g_00399
OG0000814	Prag.g_01097	Prbd.g_00401
OG0000815	Prag.g_01106	Prbd.g_00414
OG0000816	Prag.g_01121	Prbd.g_00428
OG0000817	Prag.g_01122	Prbd.g_00429
OG0000818	Prag.g_01127	Prbd.g_00434
OG0000819	Prag.g_01134	Prbd.g_00449
OG0000820	Prag.g_01138	Prbd.g_00453
OG0000821	Prag.g_01140	Prbd.g_00455
OG0000822	Prag.g_01141	Prbd.g_00456
OG0000823	Prag.g_01142	Prbd.g_00457
OG0000824	Prag.g_01143	Prbd.g_00458
OG0000825	Prag.g_01144	Prbd.g_00459
OG0000826	Prag.g_01145	Prbd.g_00460
OG0000827	Prag.g_01146	Prbd.g_00461
OG0000828	Prag.g_01147	Prbd.g_00462
OG0000829	Prag.g_01148	Prbd.g_00463
OG0000830	Prag.g_01149	Prbd.g_00464
OG0000831	Prag.g_01152	Prbd.g_00467
OG0000832	Prag.g_01154	Prbd.g_00469
OG0000833	Prag.g_01155	Prbd.g_00470
OG0000834	Prag.g_01156	Prbd.g_00471
OG0000835	Prag.g_01157	Prbd.g_00472
OG0000836	Prag.g_01158	Prbd.g_00473
OG0000837	Prag.g_01160	Prbd.g_00475
OG0000838	Prag.g_01161	Prbd.g_00476
OG0000839	Prag.g_01162	Prbd.g_00477
OG0000840	Prag.g_01163	Prbd.g_00478
OG0000841	Prag.g_01164	Prbd.g_00479
OG0000842	Prag.g_01165	Prbd.g_00480
OG0000843	Prag.g_01166	Prbd.g_00481
OG0000844	Prag.g_01167	Prbd.g_00482
OG0000845	Prag.g_01168	Prbd.g_00483
OG0000846	Prag.g_01171	Prbd.g_00486
OG0000847	Prag.g_01173	Prbd.g_00488
OG0000848	Prag.g_01174	Prbd.g_00489
OG0000849	Prag.g_01175	Prbd.g_00490
OG0000850	Prag.g_01176	Prbd.g_00491
OG0000851	Prag.g_01177	Prbd.g_00492
OG0000852	Prag.g_01179	Prbd.g_00494
OG0000853	Prag.g_01180	Prbd.g_00495
OG0000854	Prag.g_01182	Prbd.g_00497
OG0000855	Prag.g_01183	Prbd.g_00498
OG0000856	Prag.g_01184	Prbd.g_00499
OG0000857	Prag.g_01185	Prbd.g_00500
OG0000858	Prag.g_01186	Prbd.g_00501
OG0000859	Prag.g_01187	Prbd.g_00502
OG0000860	Prag.g_01188	Prbd.g_00503
OG0000861	Prag.g_01189	Prbd.g_00504
OG0000862	Prag.g_01190	Prbd.g_00505
OG0000863	Prag.g_01191	Prbd.g_00506
OG0000864	Prag.g_01192	Prbd.g_00507
OG0000865	Prag.g_01193	Prbd.g_00508
OG0000866	Prag.g_01194	Prbd.g_00509
OG0000867	Prag.g_01195	Prbd.g_00510
OG0000868	Prag.g_01196	Prbd.g_00511
OG0000869	Prag.g_01198	Prbd.g_00513
OG0000870	Prag.g_01199	Prbd.g_00514
OG0000871	Prag.g_01201	Prbd.g_00516
OG0000872	Prag.g_01202	Prbd.g_00517
OG0000873	Prag.g_01204	Prbd.g_00519
OG0000874	Prag.g_01205	Prbd.g_00520
OG0000875	Prag.g_01206	Prbd.g_00521
OG0000876	Prag.g_01207	Prbd.g_00522
OG0000877	Prag.g_01209	Prbd.g_00524
OG0000878	Prag.g_01328	Prbd.g_01858
OG0000879	Prag.g_01342	Prbd.g_01812
OG0000880	Prag.g_01343	Prbd.g_01811
OG0000881	Prag.g_01344	Prbd.g_01810
OG0000882	Prag.g_01345	Prbd.g_01809
OG0000883	Prag.g_01346	Prbd.g_01808
OG0000884	Prag.g_01350	Prbd.g_01806
OG0000885	Prag.g_01351	Prbd.g_01805
OG0000886	Prag.g_01352	Prbd.g_01804
OG0000887	Prag.g_01353	Prbd.g_01803
OG0000888	Prag.g_01354	Prbd.g_01802
OG0000889	Prag.g_01357	Prbd.g_01799
OG0000890	Prag.g_01358	Prbd.g_01798
OG0000891	Prag.g_01359	Prbd.g_01797
OG0000892	Prag.g_01361	Prbd.g_01795
OG0000893	Prag.g_01362	Prbd.g_01794
OG0000894	Prag.g_01363	Prbd.g_01793
OG0000895	Prag.g_01364	Prbd.g_01792
OG0000896	Prag.g_01365	Prbd.g_01791
OG0000897	Prag.g_01366	Prbd.g_01790
OG0000898	Prag.g_01368	Prbd.g_01788
OG0000899	Prag.g_01369	Prbd.g_01787
OG0000900	Prag.g_01371	Prbd.g_01782
OG0000901	Prag.g_01375	Prbd.g_01778
OG0000902	Prag.g_01376	Prbd.g_01777
OG0000903	Prag.g_01377	Prbd.g_01776
OG0000904	Prag.g_01379	Prbd.g_01774
OG0000905	Prag.g_01381	Prbd.g_01772
OG0000906	Prag.g_01383	Prbd.g_01770
OG0000907	Prag.g_01384	Prbd.g_01769
OG0000908	Prag.g_01387	Prbd.g_01766
OG0000909	Prag.g_01391	Prbd.g_01762
OG0000910	Prag.g_01392	Prbd.g_01761
OG0000911	Prag.g_01393	Prbd.g_01760
OG0000912	Prag.g_01394	Prbd.g_01759
OG0000913	Prag.g_01395	Prbd.g_01758
OG0000914	Prag.g_01396	Prbd.g_01757
OG0000915	Prag.g_01397	Prbd.g_01756
OG0000916	Prag.g_01398	Prbd.g_01755
OG0000917	Prag.g_01399	Prbd.g_01754
OG0000918	Prag.g_01400	Prbd.g_01753
OG0000919	Prag.g_01401	Prbd.g_01752
OG0000920	Prag.g_01402	Prbd.g_01751
OG0000921	Prag.g_01403	Prbd.g_01750
OG0000922	Prag.g_01404	Prbd.g_01749
OG0000923	Prag.g_01405	Prbd.g_01748
OG0000924	Prag.g_01406	Prbd.g_01747
OG0000925	Prag.g_01407	Prbd.g_01746
OG0000926	Prag.g_01425	Prbd.g_01736
OG0000927	Prag.g_01470	Prbd.g_01707
OG0000928	Prag.g_01471	Prbd.g_01706
OG0000929	Prag.g_01472	Prbd.g_01705
OG0000930	Prag.g_01473	Prbd.g_01704
OG0000931	Prag.g_01474	Prbd.g_01703
OG0000932	Prag.g_01476	Prbd.g_01701
OG0000933	Prag.g_01477	Prbd.g_01700
OG0000934	Prag.g_01478	Prbd.g_01699
OG0000935	Prag.g_01479	Prbd.g_01698
OG0000936	Prag.g_01480	Prbd.g_01697
OG0000937	Prag.g_01481	Prbd.g_01696
OG0000938	Prag.g_01482	Prbd.g_01695
OG0000939	Prag.g_01483	Prbd.g_01694
OG0000940	Prag.g_01484	Prbd.g_01693
OG0000941	Prag.g_01486	Prbd.g_01691
OG0000942	Prag.g_01487	Prbd.g_01690
OG0000943	Prag.g_01492	Prbd.g_01687
OG0000944	Prag.g_01493	Prbd.g_01686
OG0000945	Prag.g_01494	Prbd.g_01685
OG0000946	Prag.g_01495	Prbd.g_01684
OG0000947	Prag.g_01496	Prbd.g_01683
OG0000948	Prag.g_01497	Prbd.g_01682
OG0000949	Prag.g_01498	Prbd.g_01681
OG0000950	Prag.g_01499	Prbd.g_01680
OG0000951	Prag.g_01500	Prbd.g_01679
OG0000952	Prag.g_01501	Prbd.g_01678
OG0000953	Prag.g_01502	Prbd.g_01677
OG0000954	Prag.g_01503	Prbd.g_01676
OG0000955	Prag.g_01504	Prbd.g_01675
OG0000956	Prag.g_01505	Prbd.g_01674
OG0000957	Prag.g_01506	Prbd.g_01673
OG0000958	Prag.g_01507	Prbd.g_01672
OG0000959	Prag.g_01508	Prbd.g_01671
OG0000960	Prag.g_01509	Prbd.g_01670
OG0000961	Prag.g_01512	Prbd.g_01666
OG0000962	Prag.g_01513	Prbd.g_01665
OG0000963	Prag.g_01514	Prbd.g_01664
OG0000964	Prag.g_01516	Prbd.g_01662
OG0000965	Prag.g_01517	Prbd.g_01661
OG0000966	Prag.g_01518	Prbd.g_01660
OG0000967	Prag.g_01519	Prbd.g_01659
OG0000968	Prag.g_01520	Prbd.g_01658
OG0000969	Prag.g_01521	Prbd.g_01657
OG0000970	Prag.g_01523	Prbd.g_01656
OG0000971	Prag.g_01524	Prbd.g_01655
OG0000972	Prag.g_01525	Prbd.g_01654
OG0000973	Prag.g_01526	Prbd.g_01653
OG0000974	Prag.g_01528	Prbd.g_01651
OG0000975	Prag.g_01531	Prbd.g_01648
OG0000976	Prag.g_01533	Prbd.g_01646
OG0000977	Prag.g_01534	Prbd.g_01645
OG0000978	Prag.g_01535	Prbd.g_01644
OG0000979	Prag.g_01537	Prbd.g_01642
OG0000980	Prag.g_01538	Prbd.g_01641
OG0000981	Prag.g_01539	Prbd.g_01640
OG0000982	Prag.g_01540	Prbd.g_01639
OG0000983	Prag.g_01542	Prbd.g_01637
OG0000984	Prag.g_01543	Prbd.g_01636
OG0000985	Prag.g_01544	Prbd.g_01635
OG0000986	Prag.g_01545	Prbd.g_01634
OG0000987	Prag.g_01546	Prbd.g_01633
OG0000988	Prag.g_01547	Prbd.g_01632
OG0000989	Prag.g_01548	Prbd.g_01631
OG0000990	Prag.g_01549	Prbd.g_01630
OG0000991	Prag.g_01550	Prbd.g_01629
OG0000992	Prag.g_01551	Prbd.g_01628
OG0000993	Prag.g_01552	Prbd.g_01627
OG0000994	Prag.g_01553	Prbd.g_01626
OG0000995	Prag.g_01554	Prbd.g_01625
OG0000996	Prag.g_01555	Prbd.g_01624
OG0000997	Prag.g_01556	Prbd.g_01623
OG0000998	Prag.g_01557	Prbd.g_01622
OG0000999	Prag.g_01558	Prbd.g_01621
OG0001000	Prag.g_01559	Prbd.g_01620
OG0001001	Prag.g_01561	Prbd.g_01617
OG0001002	Prag.g_01562	Prbd.g_01616
OG0001003	Prag.g_01563	Prbd.g_01615
OG0001004	Prag.g_01564	Prbd.g_01614
OG0001005	Prag.g_01565	Prbd.g_01613
OG0001006	Prag.g_01566	Prbd.g_01612
OG0001007	Prag.g_01567	Prbd.g_01611
OG0001008	Prag.g_01569	Prbd.g_01609
OG0001009	Prag.g_01570	Prbd.g_01608
OG0001010	Prag.g_01576	Prbd.g_01600
OG0001011	Prag.g_01583	Prbd.g_01593
OG0001012	Prag.g_01611	Prbd.g_01566
OG0001013	Prag.g_01663	Prbd.g_01531
OG0001014	Prag.g_01664	Prbd.g_01530
OG0001015	Prag.g_01670	Prbd.g_01524
OG0001016	Prag.g_01671	Prbd.g_01523
OG0001017	Prag.g_01672	Prbd.g_01522
OG0001018	Prag.g_01673	Prbd.g_01521
OG0001019	Prag.g_01675	Prbd.g_01519
OG0001020	Prag.g_01676	Prbd.g_01518
OG0001021	Prag.g_01677	Prbd.g_01517
OG0001022	Prag.g_01678	Prbd.g_01516
OG0001023	Prag.g_01679	Prbd.g_01515
OG0001024	Prag.g_01680	Prbd.g_01514
OG0001025	Prag.g_01681	Prbd.g_01513
OG0001026	Prag.g_01683	Prbd.g_01511
OG0001027	Prag.g_01684	Prbd.g_01510
OG0001028	Prag.g_01685	Prbd.g_01509
OG0001029	Prag.g_01686	Prbd.g_01508
OG0001030	Prag.g_01687	Prbd.g_01507
OG0001031	Prag.g_01688	Prbd.g_01506
OG0001032	Prag.g_01689	Prbd.g_01505
OG0001033	Prag.g_01690	Prbd.g_01504
OG0001034	Prag.g_01691	Prbd.g_01503
OG0001035	Prag.g_01693	Prbd.g_01501
OG0001036	Prag.g_01694	Prbd.g_01500
OG0001037	Prag.g_01695	Prbd.g_01499
OG0001038	Prag.g_01696	Prbd.g_01498
OG0001039	Prag.g_01697	Prbd.g_01497
OG0001040	Prag.g_01698	Prbd.g_01496
OG0001041	Prag.g_01699	Prbd.g_01495
OG0001042	Prag.g_01700	Prbd.g_01494
OG0001043	Prag.g_01701	Prbd.g_01493
OG0001044	Prag.g_01702	Prbd.g_01492
OG0001045	Prag.g_01703	Prbd.g_01491
OG0001046	Prag.g_01704	Prbd.g_01490
OG0001047	Prag.g_01707	Prbd.g_01487
OG0001048	Prag.g_01709	Prbd.g_01485
OG0001049	Prag.g_01710	Prbd.g_01484
OG0001050	Prag.g_01711	Prbd.g_01483
OG0001051	Prag.g_01712	Prbd.g_01482
OG0001052	Prag.g_01713	Prbd.g_01481
OG0001053	Prag.g_01715	Prbd.g_01479
OG0001054	Prag.g_01717	Prbd.g_01477
OG0001055	Prag.g_01718	Prbd.g_01476
OG0001056	Prag.g_01719	Prbd.g_01475
OG0001057	Prag.g_01720	Prbd.g_01474
OG0001058	Prag.g_01721	Prbd.g_01473
OG0001059	Prag.g_01722	Prbd.g_01472
OG0001060	Prag.g_01723	Prbd.g_01471
OG0001061	Prag.g_01724	Prbd.g_01470
OG0001062	Prag.g_01725	Prbd.g_01469
OG0001063	Prag.g_01726	Prbd.g_01468
OG0001064	Prag.g_01728	Prbd.g_01466
OG0001065	Prag.g_01732	Prbd.g_01463
OG0001066	Prag.g_01733	Prbd.g_01462
OG0001067	Prag.g_01734	Prbd.g_01461
OG0001068	Prag.g_01736	Prbd.g_01459
OG0001069	Prag.g_01737	Prbd.g_01458
OG0001070	Prag.g_01738	Prbd.g_01457
OG0001071	Prag.g_01739	Prbd.g_01456
OG0001072	Prag.g_01740	Prbd.g_01455
OG0001073	Prag.g_01741	Prbd.g_01454
OG0001074	Prag.g_01742	Prbd.g_01453
OG0001075	Prag.g_01743	Prbd.g_01452
OG0001076	Prag.g_01744	Prbd.g_01451
OG0001077	Prag.g_01745	Prbd.g_01450
OG0001078	Prag.g_01746	Prbd.g_01449
OG0001079	Prag.g_01747	Prbd.g_01448
OG0001080	Prag.g_01748	Prbd.g_01447
OG0001081	Prag.g_01751	Prbd.g_01444
OG0001082	Prag.g_01752	Prbd.g_01443
OG0001083	Prag.g_01753	Prbd.g_01442
OG0001084	Prag.g_01754	Prbd.g_01440
OG0001085	Prag.g_01755	Prbd.g_01439
OG0001086	Prag.g_01756	Prbd.g_01438
OG0001087	Prag.g_01757	Prbd.g_01437
OG0001088	Prag.g_01758	Prbd.g_01436
OG0001089	Prag.g_01762	Prbd.g_01433
OG0001090	Prag.g_01764	Prbd.g_01431
OG0001091	Prag.g_01765	Prbd.g_01430
OG0001092	Prag.g_01766	Prbd.g_01429
OG0001093	Prag.g_01767	Prbd.g_01428
OG0001094	Prag.g_01768	Prbd.g_01427
OG0001095	Prag.g_01769	Prbd.g_01426
OG0001096	Prag.g_01770	Prbd.g_01425
OG0001097	Prag.g_01771	Prbd.g_01424
OG0001098	Prag.g_01772	Prbd.g_01423
OG0001099	Prag.g_01773	Prbd.g_01422
OG0001100	Prag.g_01774	Prbd.g_01421
OG0001101	Prag.g_01775	Prbd.g_01420
OG0001102	Prag.g_01776	Prbd.g_01419
OG0001103	Prag.g_01777	Prbd.g_01418
OG0001104	Prag.g_01778	Prbd.g_01417
OG0001105	Prag.g_01779	Prbd.g_01416
