Orthogroup	Syae	Prba
OG0000580	Syae.g_02467	Prba.g_01714
OG0000581	Syae.g_02473	Prba.g_01712
OG0000582	Syae.g_00018	Prba.g_01709
OG0000583	Syae.g_00019	Prba.g_01708
OG0000584	Syae.g_00020	Prba.g_01707
OG0000585	Syae.g_00022	Prba.g_01705
OG0000586	Syae.g_00023	Prba.g_01704
OG0000587	Syae.g_00025	Prba.g_01703
OG0000588	Syae.g_00043	Prba.g_01699
OG0000589	Syae.g_00047	Prba.g_01696
OG0000590	Syae.g_00048	Prba.g_01695
OG0000591	Syae.g_00056	Prba.g_01692
OG0000592	Syae.g_00057	Prba.g_01691
OG0000593	Syae.g_00070	Prba.g_01685
OG0000594	Syae.g_00071	Prba.g_01684
OG0000595	Syae.g_00072	Prba.g_01683
OG0000596	Syae.g_00077	Prba.g_01679
OG0000597	Syae.g_00080	Prba.g_01677
OG0000598	Syae.g_00081	Prba.g_01676
OG0000599	Syae.g_00084	Prba.g_01673
OG0000600	Syae.g_00085	Prba.g_01672
OG0000601	Syae.g_00086	Prba.g_01671
OG0000602	Syae.g_00091	Prba.g_01669
OG0000603	Syae.g_00092	Prba.g_01668
OG0000604	Syae.g_00095	Prba.g_01667
OG0000605	Syae.g_00260	Prba.g_01666
OG0000606	Syae.g_00616	Prba.g_01663
OG0000607	Syae.g_00613	Prba.g_01660
OG0000608	Syae.g_00612	Prba.g_01659
OG0000609	Syae.g_00610	Prba.g_01658
OG0000610	Syae.g_00601	Prba.g_01653
OG0000611	Syae.g_00598	Prba.g_01650
OG0000612	Syae.g_00597	Prba.g_01649
OG0000613	Syae.g_01910	Prba.g_01644
OG0000614	Syae.g_00765	Prba.g_01625
OG0000615	Syae.g_00557	Prba.g_01617
OG0000616	Syae.g_01696	Prba.g_01613
OG0000617	Syae.g_00464	Prba.g_01588
OG0000618	Syae.g_00463	Prba.g_01587
OG0000619	Syae.g_00462	Prba.g_01586
OG0000620	Syae.g_00456	Prba.g_01583
OG0000621	Syae.g_00455	Prba.g_01582
OG0000622	Syae.g_00454	Prba.g_01581
OG0000623	Syae.g_00453	Prba.g_01580
OG0000624	Syae.g_00451	Prba.g_01579
OG0000625	Syae.g_00450	Prba.g_01578
OG0000626	Syae.g_00449	Prba.g_01577
OG0000627	Syae.g_00299	Prba.g_01576
OG0000628	Syae.g_00300	Prba.g_01575
OG0000629	Syae.g_00303	Prba.g_01574
OG0000630	Syae.g_00310	Prba.g_01571
OG0000631	Syae.g_00317	Prba.g_01508
OG0000632	Syae.g_00318	Prba.g_01507
OG0000633	Syae.g_00320	Prba.g_01506
OG0000634	Syae.g_00525	Prba.g_01503
OG0000635	Syae.g_00524	Prba.g_01502
OG0000636	Syae.g_00522	Prba.g_01500
OG0000637	Syae.g_00520	Prba.g_01498
OG0000638	Syae.g_00519	Prba.g_01497
OG0000639	Syae.g_00518	Prba.g_01496
OG0000640	Syae.g_00517	Prba.g_01495
OG0000641	Syae.g_00513	Prba.g_01491
OG0000642	Syae.g_00512	Prba.g_01490
OG0000643	Syae.g_00510	Prba.g_01489
OG0000644	Syae.g_00509	Prba.g_01488
OG0000645	Syae.g_00507	Prba.g_01487
OG0000646	Syae.g_00504	Prba.g_01485
OG0000647	Syae.g_00502	Prba.g_01484
OG0000648	Syae.g_00499	Prba.g_01482
OG0000649	Syae.g_00498	Prba.g_01481
OG0000650	Syae.g_00497	Prba.g_01480
OG0000651	Syae.g_00496	Prba.g_01479
OG0000652	Syae.g_00495	Prba.g_01478
OG0000653	Syae.g_00493	Prba.g_01476
OG0000654	Syae.g_00492	Prba.g_01475
OG0000655	Syae.g_00491	Prba.g_01474
OG0000656	Syae.g_00488	Prba.g_01471
OG0000657	Syae.g_00834	Prba.g_01463
OG0000658	Syae.g_00837	Prba.g_01462
OG0000659	Syae.g_00838	Prba.g_01461
OG0000660	Syae.g_00842	Prba.g_01457
OG0000661	Syae.g_00844	Prba.g_01455
OG0000662	Syae.g_00846	Prba.g_01453
OG0000663	Syae.g_00849	Prba.g_01451
OG0000664	Syae.g_00850	Prba.g_01450
OG0000665	Syae.g_00121	Prba.g_01446
OG0000666	Syae.g_00258	Prba.g_01445
OG0000667	Syae.g_02056	Prba.g_01441
OG0000668	Syae.g_00418	Prba.g_01411
OG0000669	Syae.g_00585	Prba.g_01404
OG0000670	Syae.g_00582	Prba.g_01402
OG0000671	Syae.g_00580	Prba.g_01400
OG0000672	Syae.g_00577	Prba.g_01397
OG0000673	Syae.g_00574	Prba.g_01394
OG0000674	Syae.g_00572	Prba.g_01392
OG0000675	Syae.g_00571	Prba.g_01391
OG0000676	Syae.g_00569	Prba.g_01389
OG0000677	Syae.g_00568	Prba.g_01388
OG0000678	Syae.g_00564	Prba.g_01386
OG0000679	Syae.g_00555	Prba.g_01382
OG0000680	Syae.g_00554	Prba.g_01381
OG0000681	Syae.g_00551	Prba.g_01379
OG0000682	Syae.g_00550	Prba.g_01378
OG0000683	Syae.g_00549	Prba.g_01377
OG0000684	Syae.g_00545	Prba.g_01375
OG0000685	Syae.g_00543	Prba.g_01373
OG0000686	Syae.g_00542	Prba.g_01372
OG0000687	Syae.g_00541	Prba.g_01371
OG0000688	Syae.g_00536	Prba.g_01368
OG0000689	Syae.g_00534	Prba.g_01367
OG0000690	Syae.g_00533	Prba.g_01366
OG0000691	Syae.g_00532	Prba.g_01365
OG0000692	Syae.g_00531	Prba.g_01363
OG0000693	Syae.g_00529	Prba.g_01362
OG0000694	Syae.g_00528	Prba.g_01361
OG0000695	Syae.g_00322	Prba.g_01359
OG0000696	Syae.g_00323	Prba.g_01358
OG0000697	Syae.g_00325	Prba.g_01357
OG0000698	Syae.g_00328	Prba.g_01354
OG0000699	Syae.g_00330	Prba.g_01353
OG0000700	Syae.g_00331	Prba.g_01352
OG0000701	Syae.g_00332	Prba.g_01351
OG0000702	Syae.g_00341	Prba.g_01349
OG0000703	Syae.g_00342	Prba.g_01348
OG0000704	Syae.g_00345	Prba.g_01347
OG0000705	Syae.g_00352	Prba.g_01343
OG0000706	Syae.g_00353	Prba.g_01342
OG0000707	Syae.g_00354	Prba.g_01341
OG0000708	Syae.g_00357	Prba.g_01340
OG0000709	Syae.g_00365	Prba.g_01336
OG0000710	Syae.g_00369	Prba.g_01333
OG0000711	Syae.g_00398	Prba.g_01316
OG0000712	Syae.g_00400	Prba.g_01314
OG0000713	Syae.g_00401	Prba.g_01313
OG0000714	Syae.g_00403	Prba.g_01312
OG0000715	Syae.g_00405	Prba.g_01310
OG0000716	Syae.g_00409	Prba.g_01308
OG0000717	Syae.g_00410	Prba.g_01307
OG0000718	Syae.g_00414	Prba.g_01295
OG0000719	Syae.g_00416	Prba.g_01293
OG0000720	Syae.g_00429	Prba.g_01284
OG0000721	Syae.g_00431	Prba.g_01282
OG0000722	Syae.g_00432	Prba.g_01281
OG0000723	Syae.g_00445	Prba.g_01278
OG0000724	Syae.g_00799	Prba.g_01269
OG0000725	Syae.g_00789	Prba.g_01263
OG0000726	Syae.g_00788	Prba.g_01262
OG0000727	Syae.g_00787	Prba.g_01261
OG0000728	Syae.g_00785	Prba.g_01259
OG0000729	Syae.g_01819	Prba.g_01214
OG0000730	Syae.g_02189	Prba.g_00749
OG0000731	Syae.g_02201	Prba.g_00745
OG0000732	Syae.g_01764	Prba.g_00735
OG0000733	Syae.g_01599	Prba.g_00096
OG0000734	Syae.g_01371	Prba.g_00079
OG0000735	Syae.g_00942	Prba.g_00077
OG0000736	Syae.g_00941	Prba.g_00076
OG0000737	Syae.g_00940	Prba.g_00075
OG0000738	Syae.g_00935	Prba.g_00071
OG0000739	Syae.g_00928	Prba.g_00070
OG0000740	Syae.g_00927	Prba.g_00069
OG0000741	Syae.g_00924	Prba.g_00068
OG0000742	Syae.g_00922	Prba.g_00065
OG0000743	Syae.g_00920	Prba.g_00063
OG0000744	Syae.g_00919	Prba.g_00062
OG0000745	Syae.g_00917	Prba.g_00060
OG0000746	Syae.g_00915	Prba.g_00058
OG0000747	Syae.g_00914	Prba.g_00057
OG0000748	Syae.g_00902	Prba.g_00054
OG0000749	Syae.g_00900	Prba.g_00053
OG0000750	Syae.g_00899	Prba.g_00052
OG0000751	Syae.g_00892	Prba.g_00050
OG0000752	Syae.g_00890	Prba.g_00048
OG0000753	Syae.g_00887	Prba.g_00045
OG0000754	Syae.g_00641	Prba.g_00042
OG0000755	Syae.g_00651	Prba.g_00039
OG0000756	Syae.g_00652	Prba.g_00038
OG0000757	Syae.g_00661	Prba.g_00032
OG0000758	Syae.g_00662	Prba.g_00031
OG0000759	Syae.g_00663	Prba.g_00030
OG0000760	Syae.g_00664	Prba.g_00029
OG0000761	Syae.g_00668	Prba.g_00028
OG0000762	Syae.g_00672	Prba.g_00027
OG0000763	Syae.g_00676	Prba.g_00025
OG0000764	Syae.g_00677	Prba.g_00024
OG0000765	Syae.g_00695	Prba.g_00015
OG0000766	Syae.g_00696	Prba.g_00014
OG0000767	Syae.g_00698	Prba.g_00012
OG0000768	Syae.g_00699	Prba.g_00011
OG0000769	Syae.g_00701	Prba.g_00009
OG0000770	Syae.g_00704	Prba.g_00007
OG0000771	Syae.g_00805	Prba.g_01084
OG0000772	Syae.g_00168	Prba.g_01167
OG0000773	Syae.g_00947	Prba.g_01183
OG0000774	Syae.g_00951	Prba.g_01185
OG0000775	Syae.g_00954	Prba.g_01187
OG0000776	Syae.g_00955	Prba.g_01188
OG0000777	Syae.g_00956	Prba.g_01189
OG0000778	Syae.g_00957	Prba.g_01190
OG0000779	Syae.g_00963	Prba.g_01194
OG0000780	Syae.g_00967	Prba.g_01195
OG0000781	Syae.g_00971	Prba.g_01198
OG0000782	Syae.g_00972	Prba.g_01199
OG0000783	Syae.g_00973	Prba.g_01200
OG0000784	Syae.g_00974	Prba.g_01201
OG0000785	Syae.g_00976	Prba.g_01203
OG0000786	Syae.g_02477	Prba.g_01205
OG0000787	Syae.g_02476	Prba.g_01206
OG0000788	Syae.g_00087	Prba.g_00209
OG0000789	Syae.g_00281	Prba.g_00206
OG0000790	Syae.g_02294	Prba.g_00191
OG0000791	Syae.g_02292	Prba.g_00189
OG0000792	Syae.g_02291	Prba.g_00188
OG0000793	Syae.g_02286	Prba.g_00185
OG0000794	Syae.g_02285	Prba.g_00184
OG0000795	Syae.g_02284	Prba.g_00183
OG0000796	Syae.g_02280	Prba.g_00179
OG0000797	Syae.g_02279	Prba.g_00178
OG0000798	Syae.g_01205	Prba.g_00166
OG0000799	Syae.g_00010	Prba.g_00115
OG0000800	Syae.g_00009	Prba.g_00114
OG0000801	Syae.g_00008	Prba.g_00113
OG0000802	Syae.g_02686	Prba.g_00111
OG0000803	Syae.g_02680	Prba.g_00109
OG0000804	Syae.g_02677	Prba.g_00108
OG0000805	Syae.g_02663	Prba.g_00106
OG0000806	Syae.g_02661	Prba.g_00720
OG0000807	Syae.g_02659	Prba.g_00719
OG0000808	Syae.g_02658	Prba.g_00718
OG0000809	Syae.g_02655	Prba.g_00715
OG0000810	Syae.g_02654	Prba.g_00714
OG0000811	Syae.g_02648	Prba.g_00710
OG0000812	Syae.g_02646	Prba.g_00708
OG0000813	Syae.g_02645	Prba.g_00707
OG0000814	Syae.g_02643	Prba.g_00705
OG0000815	Syae.g_02642	Prba.g_00704
OG0000816	Syae.g_02641	Prba.g_00702
OG0000817	Syae.g_02640	Prba.g_00701
OG0000818	Syae.g_02634	Prba.g_00696
OG0000819	Syae.g_02633	Prba.g_00695
OG0000820	Syae.g_02632	Prba.g_00694
OG0000821	Syae.g_02626	Prba.g_00690
OG0000822	Syae.g_02624	Prba.g_00689
OG0000823	Syae.g_02623	Prba.g_00688
OG0000824	Syae.g_02617	Prba.g_00685
OG0000825	Syae.g_02616	Prba.g_00684
OG0000826	Syae.g_02615	Prba.g_00683
OG0000827	Syae.g_02614	Prba.g_00682
OG0000828	Syae.g_02612	Prba.g_00679
OG0000829	Syae.g_02611	Prba.g_00678
OG0000830	Syae.g_02610	Prba.g_00677
OG0000831	Syae.g_02608	Prba.g_00350
OG0000832	Syae.g_01081	Prba.g_00344
OG0000833	Syae.g_01106	Prba.g_00336
OG0000834	Syae.g_01108	Prba.g_00335
OG0000835	Syae.g_01109	Prba.g_00334
OG0000836	Syae.g_01113	Prba.g_00333
OG0000837	Syae.g_01115	Prba.g_00332
OG0000838	Syae.g_01119	Prba.g_00330
OG0000839	Syae.g_01120	Prba.g_00329
OG0000840	Syae.g_01121	Prba.g_00328
OG0000841	Syae.g_01122	Prba.g_00327
OG0000842	Syae.g_01123	Prba.g_00326
OG0000843	Syae.g_01124	Prba.g_00325
OG0000844	Syae.g_01125	Prba.g_00324
OG0000845	Syae.g_01126	Prba.g_00323
OG0000846	Syae.g_01127	Prba.g_00322
OG0000847	Syae.g_01128	Prba.g_00321
OG0000848	Syae.g_01130	Prba.g_00320
OG0000849	Syae.g_01131	Prba.g_00319
OG0000850	Syae.g_01133	Prba.g_00317
OG0000851	Syae.g_01139	Prba.g_00316
OG0000852	Syae.g_01140	Prba.g_00315
OG0000853	Syae.g_01144	Prba.g_00311
OG0000854	Syae.g_01146	Prba.g_00309
OG0000855	Syae.g_01147	Prba.g_00308
OG0000856	Syae.g_00059	Prba.g_00293
OG0000857	Syae.g_00503	Prba.g_00266
OG0000858	Syae.g_01153	Prba.g_00232
OG0000859	Syae.g_01154	Prba.g_00231
OG0000860	Syae.g_01165	Prba.g_00618
OG0000861	Syae.g_01166	Prba.g_00617
OG0000862	Syae.g_01167	Prba.g_00616
OG0000863	Syae.g_01170	Prba.g_00614
OG0000864	Syae.g_01171	Prba.g_00613
OG0000865	Syae.g_01172	Prba.g_00612
OG0000866	Syae.g_01173	Prba.g_00611
OG0000867	Syae.g_01174	Prba.g_00610
OG0000868	Syae.g_01177	Prba.g_00609
OG0000869	Syae.g_01182	Prba.g_00605
OG0000870	Syae.g_01187	Prba.g_00600
OG0000871	Syae.g_01188	Prba.g_00599
OG0000872	Syae.g_01196	Prba.g_00598
OG0000873	Syae.g_01199	Prba.g_00595
OG0000874	Syae.g_01194	Prba.g_00592
OG0000875	Syae.g_01244	Prba.g_00591
OG0000876	Syae.g_01020	Prba.g_00590
OG0000877	Syae.g_01025	Prba.g_00588
OG0000878	Syae.g_01026	Prba.g_00587
OG0000879	Syae.g_01027	Prba.g_00586
OG0000880	Syae.g_01028	Prba.g_00585
OG0000881	Syae.g_01034	Prba.g_00581
OG0000882	Syae.g_01039	Prba.g_00576
OG0000883	Syae.g_01041	Prba.g_00574
OG0000884	Syae.g_01043	Prba.g_00573
OG0000885	Syae.g_01044	Prba.g_00572
OG0000886	Syae.g_01045	Prba.g_00571
OG0000887	Syae.g_01046	Prba.g_00570
OG0000888	Syae.g_01048	Prba.g_00568
OG0000889	Syae.g_01050	Prba.g_00566
OG0000890	Syae.g_01056	Prba.g_00565
OG0000891	Syae.g_01057	Prba.g_00564
OG0000892	Syae.g_01059	Prba.g_00352
OG0000893	Syae.g_02031	Prba.g_00357
OG0000894	Syae.g_02034	Prba.g_00359
OG0000895	Syae.g_02038	Prba.g_00362
OG0000896	Syae.g_02039	Prba.g_00363
OG0000897	Syae.g_02041	Prba.g_00365
OG0000898	Syae.g_02042	Prba.g_00366
OG0000899	Syae.g_02043	Prba.g_00367
OG0000900	Syae.g_02044	Prba.g_00368
OG0000901	Syae.g_02049	Prba.g_00371
OG0000902	Syae.g_02051	Prba.g_00373
OG0000903	Syae.g_02077	Prba.g_00376
OG0000904	Syae.g_02071	Prba.g_00378
OG0000905	Syae.g_02065	Prba.g_00383
OG0000906	Syae.g_02063	Prba.g_00384
OG0000907	Syae.g_02079	Prba.g_00387
OG0000908	Syae.g_02082	Prba.g_00390
OG0000909	Syae.g_02083	Prba.g_00391
OG0000910	Syae.g_02084	Prba.g_00392
OG0000911	Syae.g_02086	Prba.g_00394
OG0000912	Syae.g_02087	Prba.g_00395
OG0000913	Syae.g_02088	Prba.g_00396
OG0000914	Syae.g_02089	Prba.g_00397
OG0000915	Syae.g_02091	Prba.g_00398
OG0000916	Syae.g_02092	Prba.g_00399
OG0000917	Syae.g_02093	Prba.g_00400
OG0000918	Syae.g_02094	Prba.g_00401
OG0000919	Syae.g_02095	Prba.g_00402
OG0000920	Syae.g_02096	Prba.g_00403
OG0000921	Syae.g_02097	Prba.g_00404
OG0000922	Syae.g_02098	Prba.g_00405
OG0000923	Syae.g_02102	Prba.g_00409
OG0000924	Syae.g_02103	Prba.g_00410
OG0000925	Syae.g_02104	Prba.g_00411
OG0000926	Syae.g_02105	Prba.g_00412
OG0000927	Syae.g_02107	Prba.g_00414
OG0000928	Syae.g_02108	Prba.g_00415
OG0000929	Syae.g_02109	Prba.g_00416
OG0000930	Syae.g_02110	Prba.g_00417
OG0000931	Syae.g_02111	Prba.g_00418
OG0000932	Syae.g_02112	Prba.g_00419
OG0000933	Syae.g_02118	Prba.g_00423
OG0000934	Syae.g_02120	Prba.g_00425
OG0000935	Syae.g_02121	Prba.g_00426
OG0000936	Syae.g_02122	Prba.g_00427
OG0000937	Syae.g_02123	Prba.g_00428
OG0000938	Syae.g_02126	Prba.g_00430
OG0000939	Syae.g_02127	Prba.g_00431
OG0000940	Syae.g_02133	Prba.g_00438
OG0000941	Syae.g_02135	Prba.g_01049
OG0000942	Syae.g_02137	Prba.g_01051
OG0000943	Syae.g_02138	Prba.g_01052
OG0000944	Syae.g_02140	Prba.g_01053
OG0000945	Syae.g_02142	Prba.g_01054
OG0000946	Syae.g_02146	Prba.g_01059
OG0000947	Syae.g_02149	Prba.g_01061
OG0000948	Syae.g_02150	Prba.g_01062
OG0000949	Syae.g_01884	Prba.g_01065
OG0000950	Syae.g_01873	Prba.g_01070
OG0000951	Syae.g_01866	Prba.g_01074
OG0000952	Syae.g_01859	Prba.g_01078
OG0000953	Syae.g_01854	Prba.g_00753
OG0000954	Syae.g_01845	Prba.g_00757
OG0000955	Syae.g_01844	Prba.g_00758
OG0000956	Syae.g_01842	Prba.g_00760
OG0000957	Syae.g_01831	Prba.g_00766
OG0000958	Syae.g_01830	Prba.g_00767
OG0000959	Syae.g_01826	Prba.g_00771
OG0000960	Syae.g_01825	Prba.g_00772
OG0000961	Syae.g_01822	Prba.g_00774
OG0000962	Syae.g_01820	Prba.g_00776
OG0000963	Syae.g_01814	Prba.g_00780
OG0000964	Syae.g_01813	Prba.g_00781
OG0000965	Syae.g_01812	Prba.g_00782
OG0000966	Syae.g_01789	Prba.g_00789
OG0000967	Syae.g_01782	Prba.g_00794
OG0000968	Syae.g_01787	Prba.g_00796
OG0000969	Syae.g_01785	Prba.g_00797
OG0000970	Syae.g_01784	Prba.g_00798
OG0000971	Syae.g_01779	Prba.g_00799
OG0000972	Syae.g_01778	Prba.g_00800
OG0000973	Syae.g_01777	Prba.g_00801
OG0000974	Syae.g_01776	Prba.g_00802
OG0000975	Syae.g_01775	Prba.g_00803
OG0000976	Syae.g_01774	Prba.g_00804
OG0000977	Syae.g_01772	Prba.g_00805
OG0000978	Syae.g_01771	Prba.g_00806
OG0000979	Syae.g_01768	Prba.g_00809
OG0000980	Syae.g_01765	Prba.g_00811
OG0000981	Syae.g_01762	Prba.g_00813
OG0000982	Syae.g_01568	Prba.g_00815
OG0000983	Syae.g_01569	Prba.g_00816
OG0000984	Syae.g_01570	Prba.g_00817
OG0000985	Syae.g_01572	Prba.g_00820
OG0000986	Syae.g_01575	Prba.g_00822
OG0000987	Syae.g_01577	Prba.g_00823
OG0000988	Syae.g_01583	Prba.g_00826
OG0000989	Syae.g_01591	Prba.g_00830
OG0000990	Syae.g_01606	Prba.g_00833
OG0000991	Syae.g_01609	Prba.g_00834
OG0000992	Syae.g_01612	Prba.g_00836
OG0000993	Syae.g_01613	Prba.g_00837
OG0000994	Syae.g_01616	Prba.g_00838
OG0000995	Syae.g_01627	Prba.g_00842
OG0000996	Syae.g_01667	Prba.g_00843
OG0000997	Syae.g_01678	Prba.g_00844
OG0000998	Syae.g_01680	Prba.g_00846
OG0000999	Syae.g_01683	Prba.g_00847
OG0001000	Syae.g_01686	Prba.g_01778
OG0001001	Syae.g_01692	Prba.g_01780
OG0001002	Syae.g_01699	Prba.g_01784
OG0001003	Syae.g_01701	Prba.g_01785
OG0001004	Syae.g_01702	Prba.g_01786
OG0001005	Syae.g_01703	Prba.g_01787
OG0001006	Syae.g_01710	Prba.g_01791
OG0001007	Syae.g_01712	Prba.g_01793
OG0001008	Syae.g_00993	Prba.g_01024
OG0001009	Syae.g_01744	Prba.g_01820
OG0001010	Syae.g_01745	Prba.g_01821
OG0001011	Syae.g_01747	Prba.g_01822
OG0001012	Syae.g_01564	Prba.g_01837
OG0001013	Syae.g_01552	Prba.g_01842
OG0001014	Syae.g_01548	Prba.g_01845
OG0001015	Syae.g_01547	Prba.g_01846
OG0001016	Syae.g_01290	Prba.g_01861
OG0001017	Syae.g_01296	Prba.g_01865
OG0001018	Syae.g_01298	Prba.g_01868
OG0001019	Syae.g_01334	Prba.g_01877
OG0001020	Syae.g_01340	Prba.g_01878
OG0001021	Syae.g_01344	Prba.g_01879
OG0001022	Syae.g_01348	Prba.g_01882
OG0001023	Syae.g_01349	Prba.g_01883
OG0001024	Syae.g_01353	Prba.g_01886
OG0001025	Syae.g_01360	Prba.g_01892
OG0001026	Syae.g_01373	Prba.g_01899
OG0001027	Syae.g_01377	Prba.g_01900
OG0001028	Syae.g_01379	Prba.g_01902
OG0001029	Syae.g_01381	Prba.g_01903
OG0001030	Syae.g_01403	Prba.g_01918
OG0001031	Syae.g_01475	Prba.g_00642
OG0001032	Syae.g_01479	Prba.g_00643
OG0001033	Syae.g_01505	Prba.g_00664
OG0001034	Syae.g_02238	Prba.g_00455
OG0001035	Syae.g_02006	Prba.g_00473
OG0001036	Syae.g_02001	Prba.g_00477
OG0001037	Syae.g_01999	Prba.g_00478
OG0001038	Syae.g_01971	Prba.g_00495
OG0001039	Syae.g_01968	Prba.g_00498
OG0001040	Syae.g_01965	Prba.g_00500
OG0001041	Syae.g_01960	Prba.g_00504
OG0001042	Syae.g_01935	Prba.g_00520
OG0001043	Syae.g_01931	Prba.g_00521
OG0001044	Syae.g_02191	Prba.g_00549
OG0001045	Syae.g_02204	Prba.g_00558
OG0001046	Syae.g_00385	Prba.g_00873
OG0001047	Syae.g_00991	Prba.g_01022
OG0001048	Syae.g_00990	Prba.g_01021
OG0001049	Syae.g_00987	Prba.g_01019
OG0001050	Syae.g_00986	Prba.g_01018
OG0001051	Syae.g_00985	Prba.g_01017
OG0001052	Syae.g_02526	Prba.g_00990
OG0001053	Syae.g_02312	Prba.g_00978
OG0001054	Syae.g_02329	Prba.g_00963
OG0001055	Syae.g_02350	Prba.g_00944
OG0001056	Syae.g_02379	Prba.g_00925
OG0001057	Syae.g_02388	Prba.g_01774
OG0001058	Syae.g_02402	Prba.g_01766
OG0001059	Syae.g_02406	Prba.g_01762
OG0001060	Syae.g_02412	Prba.g_01755
OG0001061	Syae.g_02434	Prba.g_01742
OG0001062	Syae.g_02436	Prba.g_01740
OG0001063	Syae.g_02440	Prba.g_01738
OG0001064	Syae.g_02441	Prba.g_01737
OG0001065	Syae.g_02442	Prba.g_01736
OG0001066	Syae.g_02443	Prba.g_01735
OG0001067	Syae.g_02444	Prba.g_01734
OG0001068	Syae.g_02445	Prba.g_01733
OG0001069	Syae.g_02446	Prba.g_01732
OG0001070	Syae.g_02449	Prba.g_01729
OG0001071	Syae.g_02450	Prba.g_01728
OG0001072	Syae.g_02454	Prba.g_01727
OG0001073	Syae.g_02468	Prba.g_01713
OG0001074	Syae.g_00027	Prba.g_01702
OG0001075	Syae.g_00029	Prba.g_01701
OG0001076	Syae.g_00050	Prba.g_01693
OG0001077	Syae.g_00061	Prba.g_01689
OG0001078	Syae.g_00075	Prba.g_01681
OG0001079	Syae.g_00088	Prba.g_01670
OG0001080	Syae.g_00267	Prba.g_01664
OG0001081	Syae.g_00615	Prba.g_01662
OG0001082	Syae.g_00614	Prba.g_01661
OG0001083	Syae.g_00605	Prba.g_01656
OG0001084	Syae.g_00604	Prba.g_01655
OG0001085	Syae.g_00594	Prba.g_01647
OG0001086	Syae.g_00592	Prba.g_01646
OG0001087	Syae.g_00751	Prba.g_01629
OG0001088	Syae.g_00755	Prba.g_01628
OG0001089	Syae.g_00781	Prba.g_01620
OG0001090	Syae.g_00471	Prba.g_01593
OG0001091	Syae.g_00469	Prba.g_01591
OG0001092	Syae.g_00466	Prba.g_01590
OG0001093	Syae.g_00460	Prba.g_01585
OG0001094	Syae.g_00527	Prba.g_01505
OG0001095	Syae.g_00506	Prba.g_01486
OG0001096	Syae.g_00490	Prba.g_01473
OG0001097	Syae.g_00845	Prba.g_01454
OG0001098	Syae.g_00269	Prba.g_01439
OG0001099	Syae.g_01380	Prba.g_01407
OG0001100	Syae.g_00583	Prba.g_01403
OG0001101	Syae.g_00581	Prba.g_01401
OG0001102	Syae.g_00578	Prba.g_01398
OG0001103	Syae.g_00576	Prba.g_01396
OG0001104	Syae.g_00544	Prba.g_01374
OG0001105	Syae.g_00540	Prba.g_01370
OG0001106	Syae.g_00346	Prba.g_01346
OG0001107	Syae.g_00358	Prba.g_01339
OG0001108	Syae.g_00366	Prba.g_01335
OG0001109	Syae.g_00368	Prba.g_01334
OG0001110	Syae.g_00370	Prba.g_01332
OG0001111	Syae.g_00372	Prba.g_01331
OG0001112	Syae.g_00374	Prba.g_01330
OG0001113	Syae.g_00375	Prba.g_01329
OG0001114	Syae.g_00376	Prba.g_01328
OG0001115	Syae.g_00380	Prba.g_01326
OG0001116	Syae.g_00382	Prba.g_01325
OG0001117	Syae.g_00383	Prba.g_01324
OG0001118	Syae.g_00384	Prba.g_01323
OG0001119	Syae.g_00386	Prba.g_01322
OG0001120	Syae.g_00390	Prba.g_01320
OG0001121	Syae.g_00133	Prba.g_00099, Prba.g_01317
OG0001122	Syae.g_00417	Prba.g_01292
OG0001123	Syae.g_00424	Prba.g_01288
OG0001124	Syae.g_00426	Prba.g_01286
OG0001125	Syae.g_00428	Prba.g_01285
OG0001126	Syae.g_00807	Prba.g_01275
OG0001127	Syae.g_00806	Prba.g_01274
OG0001128	Syae.g_00803	Prba.g_01272
OG0001129	Syae.g_00801	Prba.g_01271
OG0001130	Syae.g_00800	Prba.g_01270
OG0001131	Syae.g_00562	Prba.g_01234
OG0001132	Syae.g_00242	Prba.g_01225
OG0001133	Syae.g_00053	Prba.g_00729
OG0001134	Syae.g_00638	Prba.g_00097
OG0001135	Syae.g_00636	Prba.g_00094
OG0001136	Syae.g_00923	Prba.g_00067
OG0001137	Syae.g_00903	Prba.g_00055
OG0001138	Syae.g_00654	Prba.g_00037
OG0001139	Syae.g_00656	Prba.g_00036
OG0001140	Syae.g_00657	Prba.g_00035
OG0001141	Syae.g_00658	Prba.g_00034
OG0001142	Syae.g_00660	Prba.g_00033
OG0001143	Syae.g_00673	Prba.g_00026
OG0001144	Syae.g_00684	Prba.g_00021
OG0001145	Syae.g_00948	Prba.g_01184
OG0001146	Syae.g_00968	Prba.g_01196
OG0001147	Syae.g_02536	Prba.g_00210
OG0001148	Syae.g_02297	Prba.g_00194
OG0001149	Syae.g_02296	Prba.g_00193
OG0001150	Syae.g_02295	Prba.g_00192
OG0001151	Syae.g_02282	Prba.g_00181
OG0001152	Syae.g_02281	Prba.g_00180
OG0001153	Syae.g_02613	Prba.g_00681
OG0001155	Syae.g_01083	Prba.g_00343
OG0001156	Syae.g_01093	Prba.g_00340
OG0001157	Syae.g_01094	Prba.g_00339
OG0001158	Syae.g_01100	Prba.g_00338
OG0001159	Syae.g_01103	Prba.g_00337
OG0001160	Syae.g_01142	Prba.g_00313
OG0001161	Syae.g_01597	Prba.g_00300
OG0001162	Syae.g_00487	Prba.g_00289
