Orthogroup	Syae	Prat
OG0000580	Syae.g_02467	Prat.g_00565
OG0000581	Syae.g_02473	Prat.g_00568
OG0000582	Syae.g_00018	Prat.g_00571
OG0000583	Syae.g_00019	Prat.g_00572
OG0000584	Syae.g_00020	Prat.g_00573
OG0000585	Syae.g_00022	Prat.g_00575
OG0000586	Syae.g_00023	Prat.g_00576
OG0000587	Syae.g_00025	Prat.g_00577
OG0000588	Syae.g_00043	Prat.g_00582
OG0000589	Syae.g_00047	Prat.g_00584
OG0000590	Syae.g_00048	Prat.g_00585
OG0000591	Syae.g_00056	Prat.g_00589
OG0000592	Syae.g_00057	Prat.g_00590
OG0000593	Syae.g_00070	Prat.g_01094
OG0000594	Syae.g_00071	Prat.g_01093
OG0000595	Syae.g_00072	Prat.g_01091
OG0000596	Syae.g_00077	Prat.g_01087
OG0000597	Syae.g_00080	Prat.g_01084
OG0000598	Syae.g_00081	Prat.g_01083
OG0000599	Syae.g_00084	Prat.g_01080
OG0000600	Syae.g_00085	Prat.g_01079
OG0000601	Syae.g_00086	Prat.g_01078
OG0000602	Syae.g_00091	Prat.g_01076
OG0000603	Syae.g_00092	Prat.g_01075
OG0000604	Syae.g_00095	Prat.g_01074
OG0000605	Syae.g_00260	Prat.g_01073
OG0000606	Syae.g_00616	Prat.g_01070
OG0000607	Syae.g_00613	Prat.g_01067
OG0000608	Syae.g_00612	Prat.g_01066
OG0000609	Syae.g_00610	Prat.g_01065
OG0000610	Syae.g_00601	Prat.g_01059
OG0000611	Syae.g_00598	Prat.g_01056
OG0000612	Syae.g_00597	Prat.g_01055
OG0000613	Syae.g_01910	Prat.g_00747
OG0000614	Syae.g_00765	Prat.g_00767
OG0000615	Syae.g_00557	Prat.g_00777
OG0000616	Syae.g_01696	Prat.g_01882
OG0000617	Syae.g_00464	Prat.g_00797
OG0000618	Syae.g_00463	Prat.g_00798
OG0000619	Syae.g_00462	Prat.g_00799
OG0000620	Syae.g_00456	Prat.g_00802
OG0000621	Syae.g_00455	Prat.g_00803
OG0000622	Syae.g_00454	Prat.g_00804
OG0000623	Syae.g_00453	Prat.g_00805
OG0000624	Syae.g_00451	Prat.g_00807
OG0000625	Syae.g_00450	Prat.g_00808
OG0000626	Syae.g_00449	Prat.g_00809
OG0000627	Syae.g_00299	Prat.g_00811
OG0000628	Syae.g_00300	Prat.g_00812
OG0000629	Syae.g_00303	Prat.g_00813
OG0000630	Syae.g_00310	Prat.g_00816
OG0000631	Syae.g_00317	Prat.g_00865
OG0000632	Syae.g_00318	Prat.g_00866
OG0000633	Syae.g_00320	Prat.g_00867
OG0000634	Syae.g_00525	Prat.g_01041
OG0000635	Syae.g_00524	Prat.g_01040
OG0000636	Syae.g_00522	Prat.g_01038
OG0000637	Syae.g_00520	Prat.g_01036
OG0000638	Syae.g_00519	Prat.g_01035
OG0000639	Syae.g_00518	Prat.g_01034
OG0000640	Syae.g_00517	Prat.g_01033
OG0000641	Syae.g_00513	Prat.g_01029
OG0000642	Syae.g_00512	Prat.g_01028
OG0000643	Syae.g_00510	Prat.g_01027
OG0000644	Syae.g_00509	Prat.g_01026
OG0000645	Syae.g_00507	Prat.g_01025
OG0000646	Syae.g_00504	Prat.g_01023
OG0000647	Syae.g_00502	Prat.g_01021
OG0000648	Syae.g_00499	Prat.g_01019
OG0000649	Syae.g_00498	Prat.g_01018
OG0000650	Syae.g_00497	Prat.g_01017
OG0000651	Syae.g_00496	Prat.g_01016
OG0000652	Syae.g_00495	Prat.g_01015
OG0000653	Syae.g_00493	Prat.g_01013
OG0000654	Syae.g_00492	Prat.g_01012
OG0000655	Syae.g_00491	Prat.g_01011
OG0000656	Syae.g_00488	Prat.g_01008
OG0000657	Syae.g_00834	Prat.g_01002
OG0000658	Syae.g_00837	Prat.g_01001
OG0000659	Syae.g_00838	Prat.g_01000
OG0000660	Syae.g_00842	Prat.g_00996
OG0000661	Syae.g_00844	Prat.g_00994
OG0000662	Syae.g_00846	Prat.g_00992
OG0000663	Syae.g_00849	Prat.g_00990
OG0000664	Syae.g_00850	Prat.g_00989
OG0000665	Syae.g_00121	Prat.g_00983
OG0000666	Syae.g_00258	Prat.g_00982
OG0000667	Syae.g_02056	Prat.g_00978
OG0000668	Syae.g_00418	Prat.g_00694
OG0000669	Syae.g_00585	Prat.g_00705
OG0000670	Syae.g_00582	Prat.g_00708
OG0000671	Syae.g_00580	Prat.g_00710
OG0000672	Syae.g_00577	Prat.g_00713
OG0000673	Syae.g_00574	Prat.g_00717
OG0000674	Syae.g_00572	Prat.g_00719
OG0000675	Syae.g_00571	Prat.g_00720
OG0000676	Syae.g_00569	Prat.g_00722
OG0000677	Syae.g_00568	Prat.g_00723
OG0000678	Syae.g_00564	Prat.g_00725
OG0000679	Syae.g_00555	Prat.g_00730
OG0000680	Syae.g_00554	Prat.g_00731
OG0000681	Syae.g_00551	Prat.g_00734
OG0000682	Syae.g_00550	Prat.g_00735
OG0000683	Syae.g_00549	Prat.g_00736
OG0000684	Syae.g_00545	Prat.g_00738
OG0000685	Syae.g_00543	Prat.g_00740
OG0000686	Syae.g_00542	Prat.g_00741
OG0000687	Syae.g_00541	Prat.g_00742
OG0000688	Syae.g_00536	Prat.g_01051
OG0000689	Syae.g_00534	Prat.g_01050
OG0000690	Syae.g_00533	Prat.g_01049
OG0000691	Syae.g_00532	Prat.g_01048
OG0000692	Syae.g_00531	Prat.g_01046
OG0000693	Syae.g_00529	Prat.g_01045
OG0000694	Syae.g_00528	Prat.g_01044
OG0000695	Syae.g_00322	Prat.g_00869
OG0000696	Syae.g_00323	Prat.g_00870
OG0000697	Syae.g_00325	Prat.g_00871
OG0000698	Syae.g_00328	Prat.g_00874
OG0000699	Syae.g_00330	Prat.g_00876
OG0000700	Syae.g_00331	Prat.g_00877
OG0000701	Syae.g_00332	Prat.g_00878
OG0000702	Syae.g_00341	Prat.g_00880
OG0000703	Syae.g_00342	Prat.g_00881
OG0000704	Syae.g_00345	Prat.g_00883
OG0000705	Syae.g_00352	Prat.g_00889
OG0000706	Syae.g_00353	Prat.g_00890
OG0000707	Syae.g_00354	Prat.g_00891
OG0000708	Syae.g_00357	Prat.g_00893
OG0000709	Syae.g_00365	Prat.g_00897
OG0000710	Syae.g_00369	Prat.g_00900
OG0000711	Syae.g_00398	Prat.g_00916
OG0000712	Syae.g_00400	Prat.g_00917
OG0000713	Syae.g_00401	Prat.g_00918
OG0000714	Syae.g_00403	Prat.g_00919
OG0000715	Syae.g_00405	Prat.g_00921
OG0000716	Syae.g_00409	Prat.g_00923
OG0000717	Syae.g_00410	Prat.g_00924
OG0000718	Syae.g_00414	Prat.g_00929
OG0000719	Syae.g_00416	Prat.g_00931
OG0000720	Syae.g_00429	Prat.g_00942
OG0000721	Syae.g_00431	Prat.g_00946
OG0000722	Syae.g_00432	Prat.g_00947
OG0000723	Syae.g_00445	Prat.g_00951
OG0000724	Syae.g_00799	Prat.g_00960
OG0000725	Syae.g_00789	Prat.g_00966
OG0000726	Syae.g_00788	Prat.g_00967
OG0000727	Syae.g_00787	Prat.g_00968
OG0000728	Syae.g_00785	Prat.g_00970
OG0000729	Syae.g_01819	Prat.g_01214
OG0000730	Syae.g_02189	Prat.g_01199
OG0000731	Syae.g_02201	Prat.g_00354
OG0000732	Syae.g_01764	Prat.g_01831
OG0000733	Syae.g_01599	Prat.g_01560
OG0000734	Syae.g_01371	Prat.g_01171
OG0000735	Syae.g_00942	Prat.g_01169
OG0000736	Syae.g_00941	Prat.g_01168
OG0000737	Syae.g_00940	Prat.g_01167
OG0000738	Syae.g_00935	Prat.g_01163
OG0000739	Syae.g_00928	Prat.g_01162
OG0000740	Syae.g_00927	Prat.g_01161
OG0000741	Syae.g_00924	Prat.g_01159
OG0000742	Syae.g_00922	Prat.g_01157
OG0000743	Syae.g_00920	Prat.g_01155
OG0000744	Syae.g_00919	Prat.g_01154
OG0000745	Syae.g_00917	Prat.g_01153
OG0000746	Syae.g_00915	Prat.g_01151
OG0000747	Syae.g_00914	Prat.g_01150
OG0000748	Syae.g_00902	Prat.g_01146
OG0000749	Syae.g_00900	Prat.g_01145
OG0000750	Syae.g_00899	Prat.g_01144
OG0000751	Syae.g_00892	Prat.g_01141
OG0000752	Syae.g_00890	Prat.g_01139
OG0000753	Syae.g_00887	Prat.g_01136
OG0000754	Syae.g_00641	Prat.g_01134
OG0000755	Syae.g_00651	Prat.g_01128
OG0000756	Syae.g_00652	Prat.g_01127
OG0000757	Syae.g_00661	Prat.g_01121
OG0000758	Syae.g_00662	Prat.g_01120
OG0000759	Syae.g_00663	Prat.g_01119
OG0000760	Syae.g_00664	Prat.g_01118
OG0000761	Syae.g_00668	Prat.g_01117
OG0000762	Syae.g_00672	Prat.g_01116
OG0000763	Syae.g_00676	Prat.g_01114
OG0000764	Syae.g_00677	Prat.g_01113
OG0000765	Syae.g_00695	Prat.g_01104
OG0000766	Syae.g_00696	Prat.g_01103
OG0000767	Syae.g_00698	Prat.g_01101
OG0000768	Syae.g_00699	Prat.g_01100
OG0000769	Syae.g_00701	Prat.g_01098
OG0000770	Syae.g_00704	Prat.g_00594
OG0000771	Syae.g_00805	Prat.g_01509
OG0000772	Syae.g_00168	Prat.g_00626
OG0000773	Syae.g_00947	Prat.g_01240
OG0000774	Syae.g_00951	Prat.g_01242
OG0000775	Syae.g_00954	Prat.g_01244
OG0000776	Syae.g_00955	Prat.g_01245
OG0000777	Syae.g_00956	Prat.g_01246
OG0000778	Syae.g_00957	Prat.g_01247
OG0000779	Syae.g_00963	Prat.g_01251
OG0000780	Syae.g_00967	Prat.g_01252
OG0000781	Syae.g_00971	Prat.g_01255
OG0000782	Syae.g_00972	Prat.g_01256
OG0000783	Syae.g_00973	Prat.g_01257
OG0000784	Syae.g_00974	Prat.g_01258
OG0000785	Syae.g_00976	Prat.g_01260
OG0000786	Syae.g_02477	Prat.g_01263
OG0000787	Syae.g_02476	Prat.g_01264
OG0000788	Syae.g_00087	Prat.g_01471
OG0000789	Syae.g_00281	Prat.g_01455
OG0000790	Syae.g_02294	Prat.g_01296
OG0000791	Syae.g_02292	Prat.g_01298
OG0000792	Syae.g_02291	Prat.g_01299
OG0000793	Syae.g_02286	Prat.g_01302
OG0000794	Syae.g_02285	Prat.g_01303
OG0000795	Syae.g_02284	Prat.g_01304
OG0000796	Syae.g_02280	Prat.g_01308
OG0000797	Syae.g_02279	Prat.g_01309
OG0000799	Syae.g_00010	Prat.g_01333
OG0000800	Syae.g_00009	Prat.g_01334
OG0000801	Syae.g_00008	Prat.g_01335
OG0000802	Syae.g_02686	Prat.g_01337
OG0000803	Syae.g_02680	Prat.g_01339
OG0000804	Syae.g_02677	Prat.g_01340
OG0000805	Syae.g_02663	Prat.g_01342
OG0000806	Syae.g_02661	Prat.g_01344
OG0000807	Syae.g_02659	Prat.g_01345
OG0000808	Syae.g_02658	Prat.g_01346
OG0000809	Syae.g_02655	Prat.g_01350
OG0000810	Syae.g_02654	Prat.g_01351
OG0000811	Syae.g_02648	Prat.g_01356
OG0000812	Syae.g_02646	Prat.g_01358
OG0000813	Syae.g_02645	Prat.g_01359
OG0000814	Syae.g_02643	Prat.g_01361
OG0000815	Syae.g_02642	Prat.g_01362
OG0000816	Syae.g_02641	Prat.g_01364
OG0000817	Syae.g_02640	Prat.g_01365
OG0000818	Syae.g_02634	Prat.g_01370
OG0000819	Syae.g_02633	Prat.g_01371
OG0000820	Syae.g_02632	Prat.g_01372
OG0000821	Syae.g_02626	Prat.g_01378
OG0000822	Syae.g_02624	Prat.g_01379
OG0000823	Syae.g_02623	Prat.g_01380
OG0000824	Syae.g_02617	Prat.g_01383
OG0000825	Syae.g_02616	Prat.g_01384
OG0000826	Syae.g_02615	Prat.g_01385
OG0000827	Syae.g_02614	Prat.g_01386
OG0000828	Syae.g_02612	Prat.g_01389
OG0000829	Syae.g_02611	Prat.g_01390
OG0000830	Syae.g_02610	Prat.g_01391
OG0000831	Syae.g_02608	Prat.g_01393
OG0000832	Syae.g_01081	Prat.g_01405
OG0000833	Syae.g_01106	Prat.g_01414
OG0000834	Syae.g_01108	Prat.g_01415
OG0000835	Syae.g_01109	Prat.g_01416
OG0000836	Syae.g_01113	Prat.g_01417
OG0000837	Syae.g_01115	Prat.g_01418
OG0000838	Syae.g_01119	Prat.g_01421
OG0000839	Syae.g_01120	Prat.g_01422
OG0000840	Syae.g_01121	Prat.g_01423
OG0000841	Syae.g_01122	Prat.g_01424
OG0000842	Syae.g_01123	Prat.g_01425
OG0000843	Syae.g_01124	Prat.g_01426
OG0000844	Syae.g_01125	Prat.g_01427
OG0000845	Syae.g_01126	Prat.g_01428
OG0000846	Syae.g_01127	Prat.g_01429
OG0000847	Syae.g_01128	Prat.g_01430
OG0000848	Syae.g_01130	Prat.g_01431
OG0000849	Syae.g_01131	Prat.g_01432
OG0000850	Syae.g_01133	Prat.g_01434
OG0000851	Syae.g_01139	Prat.g_01435
OG0000852	Syae.g_01140	Prat.g_01436
OG0000853	Syae.g_01144	Prat.g_01441
OG0000854	Syae.g_01146	Prat.g_01443
OG0000855	Syae.g_01147	Prat.g_01444
OG0000856	Syae.g_00059	Prat.g_01457
OG0000857	Syae.g_00503	Prat.g_01022
OG0000858	Syae.g_01153	Prat.g_01585
OG0000859	Syae.g_01154	Prat.g_01586
OG0000860	Syae.g_01165	Prat.g_01594
OG0000861	Syae.g_01166	Prat.g_01595
OG0000862	Syae.g_01167	Prat.g_01596
OG0000863	Syae.g_01170	Prat.g_01598
OG0000864	Syae.g_01171	Prat.g_01599
OG0000865	Syae.g_01172	Prat.g_01600
OG0000866	Syae.g_01173	Prat.g_01601
OG0000867	Syae.g_01174	Prat.g_01602
OG0000868	Syae.g_01177	Prat.g_01603
OG0000869	Syae.g_01182	Prat.g_01606
OG0000870	Syae.g_01187	Prat.g_01611
OG0000871	Syae.g_01188	Prat.g_01612
OG0000872	Syae.g_01196	Prat.g_01613
OG0000873	Syae.g_01199	Prat.g_01616
OG0000874	Syae.g_01194	Prat.g_01619
OG0000875	Syae.g_01244	Prat.g_01621
OG0000876	Syae.g_01020	Prat.g_01622
OG0000877	Syae.g_01025	Prat.g_01624
OG0000878	Syae.g_01026	Prat.g_01625
OG0000879	Syae.g_01027	Prat.g_01626
OG0000880	Syae.g_01028	Prat.g_01627
OG0000881	Syae.g_01034	Prat.g_01631
OG0000882	Syae.g_01039	Prat.g_01636
OG0000883	Syae.g_01041	Prat.g_01639
OG0000884	Syae.g_01043	Prat.g_01641
OG0000885	Syae.g_01044	Prat.g_01642
OG0000886	Syae.g_01045	Prat.g_01643
OG0000887	Syae.g_01046	Prat.g_01644
OG0000888	Syae.g_01048	Prat.g_01646
OG0000889	Syae.g_01050	Prat.g_01648
OG0000890	Syae.g_01056	Prat.g_01649
OG0000891	Syae.g_01057	Prat.g_01650
OG0000892	Syae.g_01059	Prat.g_01652
OG0000893	Syae.g_02031	Prat.g_01655
OG0000894	Syae.g_02034	Prat.g_01658
OG0000895	Syae.g_02038	Prat.g_01662
OG0000896	Syae.g_02039	Prat.g_01663
OG0000897	Syae.g_02041	Prat.g_01665
OG0000898	Syae.g_02042	Prat.g_01666
OG0000899	Syae.g_02043	Prat.g_01667
OG0000900	Syae.g_02044	Prat.g_01668
OG0000901	Syae.g_02049	Prat.g_01671
OG0000902	Syae.g_02051	Prat.g_01673
OG0000903	Syae.g_02077	Prat.g_01677
OG0000904	Syae.g_02071	Prat.g_01682
OG0000905	Syae.g_02065	Prat.g_01675
OG0000906	Syae.g_02063	Prat.g_01674
OG0000907	Syae.g_02079	Prat.g_01684
OG0000908	Syae.g_02082	Prat.g_01687
OG0000909	Syae.g_02083	Prat.g_01688
OG0000910	Syae.g_02084	Prat.g_01689
OG0000911	Syae.g_02086	Prat.g_01691
OG0000912	Syae.g_02087	Prat.g_01692
OG0000913	Syae.g_02088	Prat.g_01693
OG0000914	Syae.g_02089	Prat.g_01694
OG0000915	Syae.g_02091	Prat.g_01695
OG0000916	Syae.g_02092	Prat.g_01696
OG0000917	Syae.g_02093	Prat.g_01697
OG0000918	Syae.g_02094	Prat.g_01698
OG0000919	Syae.g_02095	Prat.g_01699
OG0000920	Syae.g_02096	Prat.g_01700
OG0000921	Syae.g_02097	Prat.g_01701
OG0000922	Syae.g_02098	Prat.g_01702
OG0000923	Syae.g_02102	Prat.g_01706
OG0000924	Syae.g_02103	Prat.g_01707
OG0000925	Syae.g_02104	Prat.g_01708
OG0000926	Syae.g_02105	Prat.g_01709
OG0000927	Syae.g_02107	Prat.g_01711
OG0000928	Syae.g_02108	Prat.g_01712
OG0000929	Syae.g_02109	Prat.g_01713
OG0000930	Syae.g_02110	Prat.g_01714
OG0000931	Syae.g_02111	Prat.g_01715
OG0000932	Syae.g_02112	Prat.g_01327
OG0000933	Syae.g_02118	Prat.g_01719
OG0000934	Syae.g_02120	Prat.g_01721
OG0000935	Syae.g_02121	Prat.g_01722
OG0000936	Syae.g_02122	Prat.g_01723
OG0000937	Syae.g_02123	Prat.g_01724
OG0000938	Syae.g_02126	Prat.g_01727
OG0000939	Syae.g_02127	Prat.g_01728
OG0000940	Syae.g_02133	Prat.g_01735
OG0000941	Syae.g_02135	Prat.g_01737
OG0000942	Syae.g_02137	Prat.g_01739
OG0000943	Syae.g_02138	Prat.g_01740
OG0000944	Syae.g_02140	Prat.g_01742
OG0000945	Syae.g_02142	Prat.g_01744
OG0000946	Syae.g_02146	Prat.g_01748
OG0000947	Syae.g_02149	Prat.g_01750
OG0000948	Syae.g_02150	Prat.g_01751
OG0000949	Syae.g_01884	Prat.g_01754
OG0000950	Syae.g_01873	Prat.g_01760
OG0000951	Syae.g_01866	Prat.g_01764
OG0000952	Syae.g_01859	Prat.g_01768
OG0000953	Syae.g_01854	Prat.g_01772
OG0000954	Syae.g_01845	Prat.g_01777
OG0000955	Syae.g_01844	Prat.g_01778
OG0000956	Syae.g_01842	Prat.g_01780
OG0000957	Syae.g_01831	Prat.g_01786
OG0000958	Syae.g_01830	Prat.g_01787
OG0000959	Syae.g_01826	Prat.g_01791
OG0000960	Syae.g_01825	Prat.g_01792
OG0000961	Syae.g_01822	Prat.g_01795
OG0000962	Syae.g_01820	Prat.g_01797
OG0000963	Syae.g_01814	Prat.g_01801
OG0000964	Syae.g_01813	Prat.g_01802
OG0000965	Syae.g_01812	Prat.g_01803
OG0000966	Syae.g_01789	Prat.g_01809
OG0000967	Syae.g_01782	Prat.g_01813
OG0000968	Syae.g_01787	Prat.g_01815
OG0000969	Syae.g_01785	Prat.g_01816
OG0000970	Syae.g_01784	Prat.g_01817
OG0000971	Syae.g_01779	Prat.g_01818
OG0000972	Syae.g_01778	Prat.g_01819
OG0000973	Syae.g_01777	Prat.g_01820
OG0000974	Syae.g_01776	Prat.g_01821
OG0000975	Syae.g_01775	Prat.g_01822
OG0000976	Syae.g_01774	Prat.g_01823
OG0000977	Syae.g_01772	Prat.g_01824
OG0000978	Syae.g_01771	Prat.g_01825
OG0000979	Syae.g_01768	Prat.g_01828
OG0000980	Syae.g_01765	Prat.g_01830
OG0000981	Syae.g_01762	Prat.g_01833
OG0000982	Syae.g_01568	Prat.g_01835
OG0000983	Syae.g_01569	Prat.g_01836
OG0000984	Syae.g_01570	Prat.g_01837
OG0000985	Syae.g_01572	Prat.g_01840
OG0000986	Syae.g_01575	Prat.g_01842
OG0000987	Syae.g_01577	Prat.g_01843
OG0000988	Syae.g_01583	Prat.g_01846
OG0000989	Syae.g_01591	Prat.g_01850
OG0000990	Syae.g_01606	Prat.g_01856
OG0000991	Syae.g_01609	Prat.g_01857
OG0000992	Syae.g_01612	Prat.g_01860
OG0000993	Syae.g_01613	Prat.g_01861
OG0000994	Syae.g_01616	Prat.g_01862
OG0000995	Syae.g_01627	Prat.g_01866
OG0000996	Syae.g_01667	Prat.g_01867
OG0000997	Syae.g_01678	Prat.g_01869
OG0000998	Syae.g_01680	Prat.g_01871
OG0000999	Syae.g_01683	Prat.g_01872
OG0001000	Syae.g_01686	Prat.g_01875
OG0001001	Syae.g_01692	Prat.g_01879
OG0001002	Syae.g_01699	Prat.g_01884
OG0001003	Syae.g_01701	Prat.g_01885
OG0001004	Syae.g_01702	Prat.g_01886
OG0001005	Syae.g_01703	Prat.g_01887
OG0001006	Syae.g_01710	Prat.g_01891
OG0001007	Syae.g_01712	Prat.g_01893
OG0001008	Syae.g_00993	Prat.g_00397
OG0001009	Syae.g_01744	Prat.g_00028
OG0001010	Syae.g_01745	Prat.g_00029
OG0001011	Syae.g_01747	Prat.g_00031
OG0001012	Syae.g_01564	Prat.g_00046
OG0001013	Syae.g_01552	Prat.g_00053
OG0001014	Syae.g_01548	Prat.g_00056
OG0001015	Syae.g_01547	Prat.g_00057
OG0001016	Syae.g_01290	Prat.g_00070
OG0001017	Syae.g_01296	Prat.g_00074
OG0001018	Syae.g_01298	Prat.g_00076
OG0001019	Syae.g_01334	Prat.g_00087
OG0001020	Syae.g_01340	Prat.g_00088
OG0001021	Syae.g_01344	Prat.g_00089
OG0001022	Syae.g_01348	Prat.g_00091
OG0001023	Syae.g_01349	Prat.g_00092
OG0001024	Syae.g_01353	Prat.g_00095
OG0001025	Syae.g_01360	Prat.g_00102
OG0001026	Syae.g_01373	Prat.g_00110
OG0001027	Syae.g_01377	Prat.g_00111
OG0001028	Syae.g_01379	Prat.g_00113
OG0001029	Syae.g_01381	Prat.g_00114
OG0001030	Syae.g_01403	Prat.g_00130
OG0001031	Syae.g_01475	Prat.g_00188
OG0001032	Syae.g_01479	Prat.g_00189
OG0001033	Syae.g_01505	Prat.g_00210
OG0001034	Syae.g_02238	Prat.g_00241
OG0001035	Syae.g_02006	Prat.g_00261
OG0001036	Syae.g_02001	Prat.g_00266
OG0001037	Syae.g_01999	Prat.g_00267
OG0001038	Syae.g_01971	Prat.g_00285
OG0001039	Syae.g_01968	Prat.g_00288
OG0001040	Syae.g_01965	Prat.g_00291
OG0001041	Syae.g_01960	Prat.g_00295
OG0001042	Syae.g_01935	Prat.g_00312
OG0001043	Syae.g_01931	Prat.g_00313
OG0001044	Syae.g_02191	Prat.g_00347
OG0001045	Syae.g_02204	Prat.g_00356
OG0001046	Syae.g_00385	Prat.g_01469
OG0001047	Syae.g_00991	Prat.g_00399
OG0001048	Syae.g_00990	Prat.g_00400
OG0001049	Syae.g_00987	Prat.g_00403
OG0001050	Syae.g_00986	Prat.g_00404
OG0001051	Syae.g_00985	Prat.g_00405
OG0001052	Syae.g_02526	Prat.g_00430
OG0001053	Syae.g_02312	Prat.g_00443
OG0001054	Syae.g_02329	Prat.g_00459
OG0001055	Syae.g_02350	Prat.g_00480
OG0001056	Syae.g_02379	Prat.g_00498
OG0001057	Syae.g_02388	Prat.g_00502
OG0001058	Syae.g_02402	Prat.g_00510
OG0001059	Syae.g_02406	Prat.g_00515
OG0001060	Syae.g_02412	Prat.g_00522
OG0001061	Syae.g_02434	Prat.g_00538
OG0001062	Syae.g_02436	Prat.g_00540
OG0001063	Syae.g_02440	Prat.g_00542
OG0001064	Syae.g_02441	Prat.g_00543
OG0001065	Syae.g_02442	Prat.g_00544
OG0001066	Syae.g_02443	Prat.g_00545
OG0001067	Syae.g_02444	Prat.g_00546
OG0001068	Syae.g_02445	Prat.g_00547
OG0001069	Syae.g_02446	Prat.g_00548
OG0001070	Syae.g_02449	Prat.g_00550
OG0001071	Syae.g_02450	Prat.g_00551
OG0001072	Syae.g_02454	Prat.g_00552
OG0001073	Syae.g_02468	Prat.g_00566
OG0001074	Syae.g_00027	Prat.g_00579
OG0001075	Syae.g_00029	Prat.g_00580
OG0001076	Syae.g_00050	Prat.g_00587
OG0001077	Syae.g_00061	Prat.g_00592
OG0001078	Syae.g_00075	Prat.g_01089
OG0001079	Syae.g_00088	Prat.g_01077
OG0001080	Syae.g_00267	Prat.g_01071
OG0001081	Syae.g_00615	Prat.g_01069
OG0001082	Syae.g_00614	Prat.g_01068
OG0001083	Syae.g_00605	Prat.g_01063
OG0001084	Syae.g_00604	Prat.g_01062
OG0001085	Syae.g_00594	Prat.g_00744
OG0001086	Syae.g_00592	Prat.g_00745
OG0001087	Syae.g_00751	Prat.g_00762
OG0001088	Syae.g_00755	Prat.g_00763
OG0001089	Syae.g_00781	Prat.g_00774
OG0001090	Syae.g_00471	Prat.g_00789
OG0001091	Syae.g_00469	Prat.g_00791
OG0001092	Syae.g_00466	Prat.g_00792
OG0001093	Syae.g_00460	Prat.g_00800
OG0001094	Syae.g_00527	Prat.g_01043
OG0001095	Syae.g_00506	Prat.g_01024
OG0001096	Syae.g_00490	Prat.g_01010
OG0001097	Syae.g_00845	Prat.g_00993
OG0001098	Syae.g_00269	Prat.g_00974
OG0001099	Syae.g_01380	Prat.g_00699
OG0001100	Syae.g_00583	Prat.g_00707
OG0001101	Syae.g_00581	Prat.g_00709
OG0001102	Syae.g_00578	Prat.g_00712
OG0001103	Syae.g_00576	Prat.g_00715
OG0001104	Syae.g_00544	Prat.g_00739
OG0001105	Syae.g_00540	Prat.g_00743
OG0001106	Syae.g_00346	Prat.g_00884
OG0001107	Syae.g_00358	Prat.g_00894
OG0001108	Syae.g_00366	Prat.g_00898
OG0001109	Syae.g_00368	Prat.g_00899
OG0001110	Syae.g_00370	Prat.g_00901
OG0001111	Syae.g_00372	Prat.g_00902
OG0001112	Syae.g_00374	Prat.g_00903
OG0001113	Syae.g_00375	Prat.g_00904
OG0001114	Syae.g_00376	Prat.g_00905
OG0001115	Syae.g_00380	Prat.g_00907
OG0001116	Syae.g_00382	Prat.g_00908
OG0001117	Syae.g_00383	Prat.g_00909
OG0001118	Syae.g_00384	Prat.g_00910
OG0001119	Syae.g_00386	Prat.g_00911
OG0001120	Syae.g_00390	Prat.g_00913
OG0001122	Syae.g_00417	Prat.g_00932
OG0001123	Syae.g_00424	Prat.g_00937
OG0001124	Syae.g_00426	Prat.g_00939
OG0001125	Syae.g_00428	Prat.g_00941
OG0001126	Syae.g_00807	Prat.g_00955
OG0001127	Syae.g_00806	Prat.g_00956
OG0001128	Syae.g_00803	Prat.g_00957
OG0001129	Syae.g_00801	Prat.g_00958
OG0001130	Syae.g_00800	Prat.g_00959
OG0001131	Syae.g_00562	Prat.g_01204
OG0001132	Syae.g_00242	Prat.g_01479
OG0001133	Syae.g_00053	Prat.g_01211
OG0001134	Syae.g_00638	Prat.g_01495, Prat.g_01561
OG0001135	Syae.g_00636	Prat.g_01557
OG0001136	Syae.g_00923	Prat.g_01158
OG0001137	Syae.g_00903	Prat.g_01147
OG0001138	Syae.g_00654	Prat.g_01126
OG0001139	Syae.g_00656	Prat.g_01124
OG0001141	Syae.g_00658	Prat.g_01123
OG0001142	Syae.g_00660	Prat.g_01122
OG0001143	Syae.g_00673	Prat.g_01115
OG0001144	Syae.g_00684	Prat.g_01110
OG0001145	Syae.g_00948	Prat.g_01241
OG0001146	Syae.g_00968	Prat.g_01253
OG0001147	Syae.g_02536	Prat.g_01287
OG0001148	Syae.g_02297	Prat.g_01293
OG0001149	Syae.g_02296	Prat.g_01294
OG0001150	Syae.g_02295	Prat.g_01295
OG0001151	Syae.g_02282	Prat.g_01306
OG0001152	Syae.g_02281	Prat.g_01307
OG0001153	Syae.g_02613	Prat.g_01387
OG0001155	Syae.g_01083	Prat.g_01407
OG0001156	Syae.g_01093	Prat.g_01410
OG0001157	Syae.g_01094	Prat.g_01411
OG0001158	Syae.g_01100	Prat.g_01412
OG0001159	Syae.g_01103	Prat.g_01413
OG0001160	Syae.g_01142	Prat.g_01439
OG0001161	Syae.g_01597	Prat.g_01502
OG0001162	Syae.g_00487	Prat.g_01500
OG0001163	Syae.g_01150	Prat.g_01583
OG0001164	Syae.g_01156	Prat.g_01587
OG0001165	Syae.g_01161	Prat.g_01590
