Orthogroup	Syae	Prbc
OG0000559	Syae.g_02404	Prbc.g_01631
OG0000560	Syae.g_02407	Prbc.g_01634
OG0000561	Syae.g_02408	Prbc.g_01635
OG0000562	Syae.g_02409	Prbc.g_01636
OG0000563	Syae.g_02410	Prbc.g_01637
OG0000564	Syae.g_02411	Prbc.g_01638
OG0000565	Syae.g_02414	Prbc.g_01641
OG0000566	Syae.g_02418	Prbc.g_01643
OG0000567	Syae.g_02422	Prbc.g_01647
OG0000568	Syae.g_02427	Prbc.g_01648
OG0000569	Syae.g_02428	Prbc.g_01649
OG0000570	Syae.g_02429	Prbc.g_01650
OG0000571	Syae.g_02433	Prbc.g_01652
OG0000572	Syae.g_02448	Prbc.g_01663
OG0000573	Syae.g_02456	Prbc.g_01668
OG0000574	Syae.g_02457	Prbc.g_01670
OG0000575	Syae.g_02461	Prbc.g_01673
OG0000576	Syae.g_02463	Prbc.g_01675
OG0000577	Syae.g_02464	Prbc.g_01676
OG0000578	Syae.g_02465	Prbc.g_01677
OG0000579	Syae.g_02466	Prbc.g_01678
OG0000580	Syae.g_02467	Prbc.g_01679
OG0000581	Syae.g_02473	Prbc.g_01682
OG0000582	Syae.g_00018	Prbc.g_01685
OG0000583	Syae.g_00019	Prbc.g_01686
OG0000584	Syae.g_00020	Prbc.g_01687
OG0000585	Syae.g_00022	Prbc.g_01689
OG0000586	Syae.g_00023	Prbc.g_01690
OG0000587	Syae.g_00025	Prbc.g_01691
OG0000588	Syae.g_00043	Prbc.g_01695
OG0000589	Syae.g_00047	Prbc.g_01698
OG0000590	Syae.g_00048	Prbc.g_01699
OG0000591	Syae.g_00056	Prbc.g_01702
OG0000592	Syae.g_00057	Prbc.g_01703
OG0000593	Syae.g_00070	Prbc.g_01709
OG0000594	Syae.g_00071	Prbc.g_01710
OG0000595	Syae.g_00072	Prbc.g_01711
OG0000596	Syae.g_00077	Prbc.g_01715
OG0000597	Syae.g_00080	Prbc.g_01717
OG0000598	Syae.g_00081	Prbc.g_01718
OG0000599	Syae.g_00084	Prbc.g_01721
OG0000600	Syae.g_00085	Prbc.g_01722
OG0000601	Syae.g_00086	Prbc.g_01723
OG0000602	Syae.g_00091	Prbc.g_01725
OG0000603	Syae.g_00092	Prbc.g_01726
OG0000604	Syae.g_00095	Prbc.g_01727
OG0000605	Syae.g_00260	Prbc.g_01728
OG0000606	Syae.g_00616	Prbc.g_01731
OG0000607	Syae.g_00613	Prbc.g_01734
OG0000608	Syae.g_00612	Prbc.g_01735
OG0000609	Syae.g_00610	Prbc.g_01736
OG0000610	Syae.g_00601	Prbc.g_01742
OG0000611	Syae.g_00598	Prbc.g_01745
OG0000612	Syae.g_00597	Prbc.g_01746
OG0000613	Syae.g_01910	Prbc.g_01752
OG0000614	Syae.g_00765	Prbc.g_01775
OG0000615	Syae.g_00557	Prbc.g_01782
OG0000616	Syae.g_01696	Prbc.g_01055
OG0000617	Syae.g_00464	Prbc.g_01793
OG0000618	Syae.g_00463	Prbc.g_01794
OG0000619	Syae.g_00462	Prbc.g_01795
OG0000620	Syae.g_00456	Prbc.g_01798
OG0000621	Syae.g_00455	Prbc.g_01799
OG0000622	Syae.g_00454	Prbc.g_01800
OG0000623	Syae.g_00453	Prbc.g_01801
OG0000624	Syae.g_00451	Prbc.g_01803
OG0000625	Syae.g_00450	Prbc.g_01804
OG0000626	Syae.g_00449	Prbc.g_01805
OG0000627	Syae.g_00299	Prbc.g_01807
OG0000628	Syae.g_00300	Prbc.g_01808
OG0000629	Syae.g_00303	Prbc.g_01809
OG0000630	Syae.g_00310	Prbc.g_01812
OG0000631	Syae.g_00317	Prbc.g_02007
OG0000632	Syae.g_00318	Prbc.g_02008
OG0000633	Syae.g_00320	Prbc.g_02009
OG0000634	Syae.g_00525	Prbc.g_01854
OG0000635	Syae.g_00524	Prbc.g_01855
OG0000636	Syae.g_00522	Prbc.g_01857
OG0000637	Syae.g_00520	Prbc.g_01859
OG0000638	Syae.g_00519	Prbc.g_01860
OG0000639	Syae.g_00518	Prbc.g_01861
OG0000640	Syae.g_00517	Prbc.g_01862
OG0000641	Syae.g_00513	Prbc.g_01866
OG0000642	Syae.g_00512	Prbc.g_01867
OG0000643	Syae.g_00510	Prbc.g_01868
OG0000644	Syae.g_00509	Prbc.g_01869
OG0000645	Syae.g_00507	Prbc.g_01870
OG0000646	Syae.g_00504	Prbc.g_01873
OG0000647	Syae.g_00502	Prbc.g_01875
OG0000648	Syae.g_00499	Prbc.g_01877
OG0000649	Syae.g_00498	Prbc.g_01878
OG0000650	Syae.g_00497	Prbc.g_01879
OG0000651	Syae.g_00496	Prbc.g_01880
OG0000652	Syae.g_00495	Prbc.g_01881
OG0000653	Syae.g_00493	Prbc.g_01883
OG0000654	Syae.g_00492	Prbc.g_01884
OG0000655	Syae.g_00491	Prbc.g_01885
OG0000656	Syae.g_00488	Prbc.g_01888
OG0000657	Syae.g_00834	Prbc.g_01895
OG0000658	Syae.g_00837	Prbc.g_01897
OG0000659	Syae.g_00838	Prbc.g_01898
OG0000660	Syae.g_00842	Prbc.g_01903
OG0000661	Syae.g_00844	Prbc.g_01905
OG0000662	Syae.g_00846	Prbc.g_01907
OG0000663	Syae.g_00849	Prbc.g_01909
OG0000664	Syae.g_00850	Prbc.g_01910
OG0000665	Syae.g_00121	Prbc.g_01914
OG0000666	Syae.g_00258	Prbc.g_01915
OG0000667	Syae.g_02056	Prbc.g_01919
OG0000668	Syae.g_00418	Prbc.g_01959
OG0000669	Syae.g_00585	Prbc.g_01967
OG0000670	Syae.g_00582	Prbc.g_01970
OG0000671	Syae.g_00580	Prbc.g_01972
OG0000672	Syae.g_00577	Prbc.g_01975
OG0000673	Syae.g_00574	Prbc.g_01978
OG0000674	Syae.g_00572	Prbc.g_01980
OG0000675	Syae.g_00571	Prbc.g_01981
OG0000676	Syae.g_00569	Prbc.g_01983
OG0000677	Syae.g_00568	Prbc.g_01984
OG0000678	Syae.g_00564	Prbc.g_01987
OG0000679	Syae.g_00555	Prbc.g_01991
OG0000680	Syae.g_00554	Prbc.g_01992
OG0000681	Syae.g_00551	Prbc.g_01995
OG0000682	Syae.g_00550	Prbc.g_01996
OG0000683	Syae.g_00549	Prbc.g_01997
OG0000684	Syae.g_00545	Prbc.g_01837
OG0000685	Syae.g_00543	Prbc.g_01839
OG0000686	Syae.g_00542	Prbc.g_01840
OG0000687	Syae.g_00541	Prbc.g_01841
OG0000688	Syae.g_00536	Prbc.g_01844
OG0000689	Syae.g_00534	Prbc.g_01845
OG0000690	Syae.g_00533	Prbc.g_01846
OG0000691	Syae.g_00532	Prbc.g_01847
OG0000692	Syae.g_00531	Prbc.g_01849
OG0000693	Syae.g_00529	Prbc.g_01850
OG0000694	Syae.g_00528	Prbc.g_01851
OG0000695	Syae.g_00322	Prbc.g_02011
OG0000696	Syae.g_00323	Prbc.g_02012
OG0000697	Syae.g_00325	Prbc.g_02013
OG0000698	Syae.g_00328	Prbc.g_02016
OG0000699	Syae.g_00330	Prbc.g_02017
OG0000700	Syae.g_00331	Prbc.g_02018
OG0000701	Syae.g_00332	Prbc.g_02019
OG0000702	Syae.g_00341	Prbc.g_02021
OG0000703	Syae.g_00342	Prbc.g_02022
OG0000704	Syae.g_00345	Prbc.g_02023
OG0000705	Syae.g_00352	Prbc.g_02029
OG0000706	Syae.g_00353	Prbc.g_02030
OG0000707	Syae.g_00354	Prbc.g_02031
OG0000708	Syae.g_00357	Prbc.g_02033
OG0000709	Syae.g_00365	Prbc.g_02037
OG0000710	Syae.g_00369	Prbc.g_02040
OG0000711	Syae.g_00398	Prbc.g_02055
OG0000712	Syae.g_00400	Prbc.g_02057
OG0000713	Syae.g_00401	Prbc.g_02058
OG0000714	Syae.g_00403	Prbc.g_02059
OG0000715	Syae.g_00405	Prbc.g_02061
OG0000716	Syae.g_00409	Prbc.g_02062
OG0000717	Syae.g_00410	Prbc.g_02063
OG0000718	Syae.g_00414	Prbc.g_02079
OG0000719	Syae.g_00416	Prbc.g_02080
OG0000720	Syae.g_00429	Prbc.g_02091
OG0000721	Syae.g_00431	Prbc.g_02092
OG0000722	Syae.g_00432	Prbc.g_02093
OG0000723	Syae.g_00445	Prbc.g_02097
OG0000724	Syae.g_00799	Prbc.g_02108
OG0000725	Syae.g_00789	Prbc.g_01934
OG0000726	Syae.g_00788	Prbc.g_01933
OG0000727	Syae.g_00787	Prbc.g_01932
OG0000728	Syae.g_00785	Prbc.g_01930
OG0000729	Syae.g_01819	Prbc.g_00201
OG0000730	Syae.g_02189	Prbc.g_01244
OG0000731	Syae.g_02201	Prbc.g_01252
OG0000732	Syae.g_01764	Prbc.g_00987
OG0000733	Syae.g_01599	Prbc.g_00897
OG0000734	Syae.g_01371	Prbc.g_01462
OG0000735	Syae.g_00942	Prbc.g_01460
OG0000736	Syae.g_00941	Prbc.g_01459
OG0000737	Syae.g_00940	Prbc.g_01458
OG0000738	Syae.g_00935	Prbc.g_01454
OG0000739	Syae.g_00928	Prbc.g_01453
OG0000740	Syae.g_00927	Prbc.g_01452
OG0000741	Syae.g_00924	Prbc.g_01450
OG0000742	Syae.g_00922	Prbc.g_01447
OG0000743	Syae.g_00920	Prbc.g_01445
OG0000744	Syae.g_00919	Prbc.g_01444
OG0000745	Syae.g_00917	Prbc.g_01442
OG0000746	Syae.g_00915	Prbc.g_01440
OG0000747	Syae.g_00914	Prbc.g_01439
OG0000748	Syae.g_00902	Prbc.g_01435
OG0000749	Syae.g_00900	Prbc.g_01434
OG0000750	Syae.g_00899	Prbc.g_01433
OG0000751	Syae.g_00892	Prbc.g_01430
OG0000752	Syae.g_00890	Prbc.g_01428
OG0000753	Syae.g_00887	Prbc.g_01426
OG0000754	Syae.g_00641	Prbc.g_01422
OG0000755	Syae.g_00651	Prbc.g_01418
OG0000756	Syae.g_00652	Prbc.g_01417
OG0000757	Syae.g_00661	Prbc.g_01410
OG0000758	Syae.g_00662	Prbc.g_01409
OG0000759	Syae.g_00663	Prbc.g_01408
OG0000760	Syae.g_00664	Prbc.g_01407
OG0000761	Syae.g_00668	Prbc.g_01406
OG0000762	Syae.g_00672	Prbc.g_01405
OG0000763	Syae.g_00676	Prbc.g_01403
OG0000764	Syae.g_00677	Prbc.g_01402
OG0000765	Syae.g_00695	Prbc.g_01394
OG0000766	Syae.g_00696	Prbc.g_01393
OG0000767	Syae.g_00698	Prbc.g_01392
OG0000768	Syae.g_00699	Prbc.g_01391
OG0000769	Syae.g_00701	Prbc.g_01389
OG0000770	Syae.g_00704	Prbc.g_01388
OG0000771	Syae.g_00805	Prbc.g_02103
OG0000772	Syae.g_00168	Prbc.g_01320
OG0000773	Syae.g_00947	Prbc.g_00557
OG0000774	Syae.g_00951	Prbc.g_00560
OG0000775	Syae.g_00954	Prbc.g_00561
OG0000776	Syae.g_00955	Prbc.g_00562
OG0000777	Syae.g_00956	Prbc.g_00563
OG0000778	Syae.g_00957	Prbc.g_00564
OG0000779	Syae.g_00963	Prbc.g_00568
OG0000780	Syae.g_00967	Prbc.g_00569
OG0000781	Syae.g_00971	Prbc.g_00571
OG0000782	Syae.g_00972	Prbc.g_00572
OG0000783	Syae.g_00973	Prbc.g_00573
OG0000784	Syae.g_00974	Prbc.g_00574
OG0000785	Syae.g_00976	Prbc.g_00576
OG0000786	Syae.g_02477	Prbc.g_00579
OG0000787	Syae.g_02476	Prbc.g_00580
OG0000788	Syae.g_00087	Prbc.g_01820
OG0000789	Syae.g_00281	Prbc.g_02100
OG0000790	Syae.g_02294	Prbc.g_00662
OG0000791	Syae.g_02292	Prbc.g_00664
OG0000792	Syae.g_02291	Prbc.g_00665
OG0000793	Syae.g_02286	Prbc.g_00668
OG0000794	Syae.g_02285	Prbc.g_00669
OG0000795	Syae.g_02284	Prbc.g_00670
OG0000796	Syae.g_02280	Prbc.g_00674
OG0000797	Syae.g_02279	Prbc.g_00675
OG0000799	Syae.g_00010	Prbc.g_00690
OG0000800	Syae.g_00009	Prbc.g_00691
OG0000801	Syae.g_00008	Prbc.g_00692
OG0000802	Syae.g_02686	Prbc.g_00694
OG0000803	Syae.g_02680	Prbc.g_00696
OG0000804	Syae.g_02677	Prbc.g_00697
OG0000805	Syae.g_02663	Prbc.g_00699
OG0000806	Syae.g_02661	Prbc.g_00701
OG0000807	Syae.g_02659	Prbc.g_00702
OG0000808	Syae.g_02658	Prbc.g_00703
OG0000809	Syae.g_02655	Prbc.g_00707
OG0000810	Syae.g_02654	Prbc.g_00708
OG0000811	Syae.g_02648	Prbc.g_00712
OG0000812	Syae.g_02646	Prbc.g_00714
OG0000813	Syae.g_02645	Prbc.g_00715
OG0000814	Syae.g_02643	Prbc.g_00717
OG0000815	Syae.g_02642	Prbc.g_00718
OG0000816	Syae.g_02641	Prbc.g_00720
OG0000817	Syae.g_02640	Prbc.g_00721
OG0000818	Syae.g_02634	Prbc.g_00725
OG0000819	Syae.g_02633	Prbc.g_00726
OG0000820	Syae.g_02632	Prbc.g_00727
OG0000821	Syae.g_02626	Prbc.g_00730
OG0000822	Syae.g_02624	Prbc.g_00731
OG0000823	Syae.g_02623	Prbc.g_00732
OG0000824	Syae.g_02617	Prbc.g_00735
OG0000825	Syae.g_02616	Prbc.g_00736
OG0000826	Syae.g_02615	Prbc.g_00737
OG0000827	Syae.g_02614	Prbc.g_00738
OG0000828	Syae.g_02612	Prbc.g_00741
OG0000829	Syae.g_02611	Prbc.g_00742
OG0000830	Syae.g_02610	Prbc.g_00743
OG0000831	Syae.g_02608	Prbc.g_00745
OG0000832	Syae.g_01081	Prbc.g_00755
OG0000833	Syae.g_01106	Prbc.g_00763
OG0000834	Syae.g_01108	Prbc.g_00764
OG0000835	Syae.g_01109	Prbc.g_00765
OG0000836	Syae.g_01113	Prbc.g_00766
OG0000837	Syae.g_01115	Prbc.g_00767
OG0000838	Syae.g_01119	Prbc.g_00769
OG0000839	Syae.g_01120	Prbc.g_00770
OG0000840	Syae.g_01121	Prbc.g_00771
OG0000841	Syae.g_01122	Prbc.g_00772
OG0000842	Syae.g_01123	Prbc.g_00773
OG0000843	Syae.g_01124	Prbc.g_00774
OG0000844	Syae.g_01125	Prbc.g_00775
OG0000845	Syae.g_01126	Prbc.g_00776
OG0000846	Syae.g_01127	Prbc.g_00777
OG0000847	Syae.g_01128	Prbc.g_00778
OG0000848	Syae.g_01130	Prbc.g_00779
OG0000849	Syae.g_01131	Prbc.g_00780
OG0000850	Syae.g_01133	Prbc.g_00782
OG0000851	Syae.g_01139	Prbc.g_00783
OG0000852	Syae.g_01140	Prbc.g_00784
OG0000853	Syae.g_01144	Prbc.g_00789
OG0000854	Syae.g_01146	Prbc.g_00791
OG0000855	Syae.g_01147	Prbc.g_00792
OG0000856	Syae.g_00059	Prbc.g_00677
OG0000857	Syae.g_00503	Prbc.g_01874
OG0000858	Syae.g_01153	Prbc.g_00827
OG0000859	Syae.g_01154	Prbc.g_00828
OG0000860	Syae.g_01165	Prbc.g_00834
OG0000861	Syae.g_01166	Prbc.g_00835
OG0000862	Syae.g_01167	Prbc.g_00836
OG0000863	Syae.g_01170	Prbc.g_00837
OG0000864	Syae.g_01171	Prbc.g_00838
OG0000865	Syae.g_01172	Prbc.g_00839
OG0000866	Syae.g_01173	Prbc.g_00840
OG0000867	Syae.g_01174	Prbc.g_00841
OG0000868	Syae.g_01177	Prbc.g_00842
OG0000869	Syae.g_01182	Prbc.g_00845
OG0000870	Syae.g_01187	Prbc.g_00850
OG0000871	Syae.g_01188	Prbc.g_00851
OG0000872	Syae.g_01196	Prbc.g_00852
OG0000873	Syae.g_01199	Prbc.g_00855
OG0000874	Syae.g_01194	Prbc.g_00858
OG0000875	Syae.g_01244	Prbc.g_00860
OG0000876	Syae.g_01020	Prbc.g_00861
OG0000877	Syae.g_01025	Prbc.g_00863
OG0000878	Syae.g_01026	Prbc.g_00864
OG0000879	Syae.g_01027	Prbc.g_00865
OG0000880	Syae.g_01028	Prbc.g_00866
OG0000881	Syae.g_01034	Prbc.g_00869
OG0000882	Syae.g_01039	Prbc.g_00874
OG0000883	Syae.g_01041	Prbc.g_00876
OG0000884	Syae.g_01043	Prbc.g_00878
OG0000885	Syae.g_01044	Prbc.g_00879
OG0000886	Syae.g_01045	Prbc.g_00880
OG0000887	Syae.g_01046	Prbc.g_00881
OG0000888	Syae.g_01048	Prbc.g_00883
OG0000889	Syae.g_01050	Prbc.g_00885
OG0000890	Syae.g_01056	Prbc.g_00886
OG0000891	Syae.g_01057	Prbc.g_00887
OG0000892	Syae.g_01059	Prbc.g_00889
OG0000893	Syae.g_02031	Prbc.g_00933
OG0000894	Syae.g_02034	Prbc.g_00936
OG0000895	Syae.g_02038	Prbc.g_00939
OG0000896	Syae.g_02039	Prbc.g_00940
OG0000897	Syae.g_02041	Prbc.g_00942
OG0000898	Syae.g_02042	Prbc.g_00943
OG0000899	Syae.g_02043	Prbc.g_00944
OG0000900	Syae.g_02044	Prbc.g_00945
OG0000901	Syae.g_02049	Prbc.g_00948
OG0000902	Syae.g_02051	Prbc.g_00950
OG0000903	Syae.g_02077	Prbc.g_00960
OG0000904	Syae.g_02071	Prbc.g_00955
OG0000905	Syae.g_02065	Prbc.g_00952
OG0000906	Syae.g_02063	Prbc.g_00951
OG0000907	Syae.g_02079	Prbc.g_00327
OG0000908	Syae.g_02082	Prbc.g_00324
OG0000909	Syae.g_02083	Prbc.g_00323
OG0000910	Syae.g_02084	Prbc.g_00322
OG0000911	Syae.g_02086	Prbc.g_00320
OG0000912	Syae.g_02087	Prbc.g_00319
OG0000913	Syae.g_02088	Prbc.g_00318
OG0000914	Syae.g_02089	Prbc.g_00317
OG0000915	Syae.g_02091	Prbc.g_00316
OG0000916	Syae.g_02092	Prbc.g_00315
OG0000917	Syae.g_02093	Prbc.g_00314
OG0000918	Syae.g_02094	Prbc.g_00313
OG0000919	Syae.g_02095	Prbc.g_00312
OG0000920	Syae.g_02096	Prbc.g_00311
OG0000921	Syae.g_02097	Prbc.g_00310
OG0000922	Syae.g_02098	Prbc.g_00309
OG0000923	Syae.g_02102	Prbc.g_00305
OG0000924	Syae.g_02103	Prbc.g_00304
OG0000925	Syae.g_02104	Prbc.g_00303
OG0000926	Syae.g_02105	Prbc.g_00302
OG0000927	Syae.g_02107	Prbc.g_00300
OG0000928	Syae.g_02108	Prbc.g_00299
OG0000929	Syae.g_02109	Prbc.g_00298
OG0000930	Syae.g_02110	Prbc.g_00297
OG0000931	Syae.g_02111	Prbc.g_00296
OG0000932	Syae.g_02112	Prbc.g_00295
OG0000933	Syae.g_02118	Prbc.g_00291
OG0000934	Syae.g_02120	Prbc.g_00289
OG0000935	Syae.g_02121	Prbc.g_00288
OG0000936	Syae.g_02122	Prbc.g_00287
OG0000937	Syae.g_02123	Prbc.g_00286
OG0000938	Syae.g_02126	Prbc.g_00283
OG0000939	Syae.g_02127	Prbc.g_00282
OG0000940	Syae.g_02133	Prbc.g_00275
OG0000941	Syae.g_02135	Prbc.g_00273
OG0000942	Syae.g_02137	Prbc.g_00271
OG0000943	Syae.g_02138	Prbc.g_00270
OG0000944	Syae.g_02140	Prbc.g_00268
OG0000945	Syae.g_02142	Prbc.g_00267
OG0000946	Syae.g_02146	Prbc.g_00248
OG0000947	Syae.g_02149	Prbc.g_00246
OG0000948	Syae.g_02150	Prbc.g_00245
OG0000949	Syae.g_01884	Prbc.g_00242
OG0000950	Syae.g_01873	Prbc.g_00237
OG0000951	Syae.g_01866	Prbc.g_00233
OG0000952	Syae.g_01859	Prbc.g_00229
OG0000953	Syae.g_01854	Prbc.g_00225
OG0000954	Syae.g_01845	Prbc.g_00221
OG0000955	Syae.g_01844	Prbc.g_00220
OG0000956	Syae.g_01842	Prbc.g_00218
OG0000957	Syae.g_01831	Prbc.g_00213
OG0000958	Syae.g_01830	Prbc.g_00212
OG0000959	Syae.g_01826	Prbc.g_00208
OG0000960	Syae.g_01825	Prbc.g_00207
OG0000961	Syae.g_01822	Prbc.g_00204
OG0000962	Syae.g_01820	Prbc.g_00202
OG0000963	Syae.g_01814	Prbc.g_00197
OG0000964	Syae.g_01813	Prbc.g_00196
OG0000965	Syae.g_01812	Prbc.g_00195
OG0000966	Syae.g_01789	Prbc.g_00965
OG0000967	Syae.g_01782	Prbc.g_00969
OG0000968	Syae.g_01787	Prbc.g_00971
OG0000969	Syae.g_01785	Prbc.g_00972
OG0000970	Syae.g_01784	Prbc.g_00973
OG0000971	Syae.g_01779	Prbc.g_00974
OG0000972	Syae.g_01778	Prbc.g_00975
OG0000973	Syae.g_01777	Prbc.g_00976
OG0000974	Syae.g_01776	Prbc.g_00977
OG0000975	Syae.g_01775	Prbc.g_00978
OG0000976	Syae.g_01774	Prbc.g_00979
OG0000977	Syae.g_01772	Prbc.g_00980
OG0000978	Syae.g_01771	Prbc.g_00981
OG0000979	Syae.g_01768	Prbc.g_00984
OG0000980	Syae.g_01765	Prbc.g_00986
OG0000981	Syae.g_01762	Prbc.g_00989
OG0000982	Syae.g_01568	Prbc.g_00991
OG0000983	Syae.g_01569	Prbc.g_00992
OG0000984	Syae.g_01570	Prbc.g_00993
OG0000985	Syae.g_01572	Prbc.g_00996
OG0000986	Syae.g_01575	Prbc.g_00998
OG0000987	Syae.g_01577	Prbc.g_00999
OG0000988	Syae.g_01583	Prbc.g_01002
OG0000989	Syae.g_01591	Prbc.g_01006
OG0000990	Syae.g_01606	Prbc.g_01011
OG0000991	Syae.g_01609	Prbc.g_01012
OG0000992	Syae.g_01612	Prbc.g_01015
OG0000993	Syae.g_01613	Prbc.g_01016
OG0000994	Syae.g_01616	Prbc.g_01017
OG0000995	Syae.g_01627	Prbc.g_01021
OG0000996	Syae.g_01667	Prbc.g_01022
OG0000997	Syae.g_01678	Prbc.g_01043
OG0000998	Syae.g_01680	Prbc.g_01045
OG0000999	Syae.g_01683	Prbc.g_01046
OG0001000	Syae.g_01686	Prbc.g_01049
OG0001001	Syae.g_01692	Prbc.g_01052
OG0001002	Syae.g_01699	Prbc.g_01057
OG0001003	Syae.g_01701	Prbc.g_01060
OG0001004	Syae.g_01702	Prbc.g_01061
OG0001005	Syae.g_01703	Prbc.g_01062
OG0001006	Syae.g_01710	Prbc.g_01067
OG0001007	Syae.g_01712	Prbc.g_01069
OG0001008	Syae.g_00993	Prbc.g_01498
OG0001009	Syae.g_01744	Prbc.g_01097
OG0001010	Syae.g_01745	Prbc.g_01098
OG0001011	Syae.g_01747	Prbc.g_01099
OG0001012	Syae.g_01564	Prbc.g_01121
OG0001013	Syae.g_01552	Prbc.g_01126
OG0001014	Syae.g_01548	Prbc.g_01129
OG0001015	Syae.g_01547	Prbc.g_01130
OG0001016	Syae.g_01290	Prbc.g_00500
OG0001017	Syae.g_01296	Prbc.g_00496
OG0001018	Syae.g_01298	Prbc.g_00493
OG0001019	Syae.g_01334	Prbc.g_00484
OG0001020	Syae.g_01340	Prbc.g_00483
OG0001021	Syae.g_01344	Prbc.g_00482
OG0001022	Syae.g_01348	Prbc.g_00479
OG0001023	Syae.g_01349	Prbc.g_00478
OG0001024	Syae.g_01353	Prbc.g_00475
OG0001025	Syae.g_01360	Prbc.g_00468
OG0001026	Syae.g_01373	Prbc.g_00460
OG0001027	Syae.g_01377	Prbc.g_00459
OG0001028	Syae.g_01379	Prbc.g_00457
OG0001029	Syae.g_01381	Prbc.g_00455
OG0001030	Syae.g_01403	Prbc.g_00439
OG0001031	Syae.g_01475	Prbc.g_00385
OG0001032	Syae.g_01479	Prbc.g_00384
OG0001033	Syae.g_01505	Prbc.g_00364
OG0001034	Syae.g_02238	Prbc.g_00334
OG0001035	Syae.g_02006	Prbc.g_01150
OG0001036	Syae.g_02001	Prbc.g_01154
OG0001037	Syae.g_01999	Prbc.g_01155
OG0001038	Syae.g_01971	Prbc.g_01171
OG0001039	Syae.g_01968	Prbc.g_01173
OG0001040	Syae.g_01965	Prbc.g_01176
OG0001041	Syae.g_01960	Prbc.g_01180
OG0001042	Syae.g_01935	Prbc.g_01196
OG0001043	Syae.g_01931	Prbc.g_01197
OG0001044	Syae.g_02191	Prbc.g_01245
OG0001045	Syae.g_02204	Prbc.g_01254
OG0001046	Syae.g_00385	Prbc.g_02168
OG0001047	Syae.g_00991	Prbc.g_01500
OG0001048	Syae.g_00990	Prbc.g_01501
OG0001049	Syae.g_00987	Prbc.g_01503
OG0001050	Syae.g_00986	Prbc.g_01504
OG0001051	Syae.g_00985	Prbc.g_01505
OG0001052	Syae.g_02526	Prbc.g_01531
OG0001053	Syae.g_02312	Prbc.g_01543
OG0001054	Syae.g_02329	Prbc.g_01557
OG0001055	Syae.g_02350	Prbc.g_01597
OG0001056	Syae.g_02379	Prbc.g_01615
OG0001057	Syae.g_02388	Prbc.g_01620
OG0001058	Syae.g_02402	Prbc.g_01629
OG0001059	Syae.g_02406	Prbc.g_01633
OG0001060	Syae.g_02412	Prbc.g_01640
OG0001061	Syae.g_02434	Prbc.g_01653
OG0001062	Syae.g_02436	Prbc.g_01655
OG0001063	Syae.g_02440	Prbc.g_01656
OG0001064	Syae.g_02441	Prbc.g_01657
OG0001065	Syae.g_02442	Prbc.g_01658
OG0001066	Syae.g_02443	Prbc.g_01659
OG0001067	Syae.g_02444	Prbc.g_01660
OG0001068	Syae.g_02445	Prbc.g_01661
OG0001069	Syae.g_02446	Prbc.g_01662
OG0001070	Syae.g_02449	Prbc.g_01664
OG0001071	Syae.g_02450	Prbc.g_01665
OG0001072	Syae.g_02454	Prbc.g_01666
OG0001073	Syae.g_02468	Prbc.g_01680
OG0001074	Syae.g_00027	Prbc.g_01692
OG0001075	Syae.g_00029	Prbc.g_01693
OG0001076	Syae.g_00050	Prbc.g_01700
OG0001077	Syae.g_00061	Prbc.g_01705
OG0001078	Syae.g_00075	Prbc.g_01713
OG0001079	Syae.g_00088	Prbc.g_01724
OG0001080	Syae.g_00267	Prbc.g_01730
OG0001081	Syae.g_00615	Prbc.g_01732
OG0001082	Syae.g_00614	Prbc.g_01733
OG0001083	Syae.g_00605	Prbc.g_01738
OG0001084	Syae.g_00604	Prbc.g_01739
OG0001085	Syae.g_00594	Prbc.g_01749
OG0001086	Syae.g_00592	Prbc.g_01750
OG0001087	Syae.g_00751	Prbc.g_01770
OG0001088	Syae.g_00755	Prbc.g_01771
OG0001089	Syae.g_00781	Prbc.g_01779
OG0001090	Syae.g_00471	Prbc.g_01788
OG0001091	Syae.g_00469	Prbc.g_01790
OG0001092	Syae.g_00466	Prbc.g_01791
OG0001093	Syae.g_00460	Prbc.g_01796
OG0001094	Syae.g_00527	Prbc.g_01852
OG0001095	Syae.g_00506	Prbc.g_01871
OG0001096	Syae.g_00490	Prbc.g_01886
OG0001097	Syae.g_00845	Prbc.g_01906
OG0001098	Syae.g_00269	Prbc.g_01923
OG0001099	Syae.g_01380	Prbc.g_01962
OG0001100	Syae.g_00583	Prbc.g_01969
OG0001101	Syae.g_00581	Prbc.g_01971
OG0001102	Syae.g_00578	Prbc.g_01974
OG0001103	Syae.g_00576	Prbc.g_01976
OG0001104	Syae.g_00544	Prbc.g_01838
OG0001105	Syae.g_00540	Prbc.g_01842
OG0001106	Syae.g_00346	Prbc.g_02024
OG0001107	Syae.g_00358	Prbc.g_02034
OG0001108	Syae.g_00366	Prbc.g_02038
OG0001109	Syae.g_00368	Prbc.g_02039
OG0001110	Syae.g_00370	Prbc.g_02041
OG0001111	Syae.g_00372	Prbc.g_02042
OG0001112	Syae.g_00374	Prbc.g_02043
OG0001113	Syae.g_00375	Prbc.g_02044
OG0001114	Syae.g_00376	Prbc.g_02045
OG0001115	Syae.g_00380	Prbc.g_02047
OG0001116	Syae.g_00382	Prbc.g_02048
OG0001117	Syae.g_00383	Prbc.g_02049
OG0001118	Syae.g_00384	Prbc.g_02050
