Orthogroup	Syae	Praz
OG0000581	Syae.g_02473	Praz.g_01725
OG0000582	Syae.g_00018	Praz.g_01722
OG0000583	Syae.g_00019	Praz.g_01721
OG0000584	Syae.g_00020	Praz.g_01720
OG0000585	Syae.g_00022	Praz.g_01718
OG0000586	Syae.g_00023	Praz.g_01717
OG0000587	Syae.g_00025	Praz.g_01716
OG0000588	Syae.g_00043	Praz.g_01712
OG0000589	Syae.g_00047	Praz.g_01709
OG0000590	Syae.g_00048	Praz.g_01708
OG0000591	Syae.g_00056	Praz.g_01705
OG0000592	Syae.g_00057	Praz.g_01704
OG0000593	Syae.g_00070	Praz.g_01698
OG0000594	Syae.g_00071	Praz.g_01697
OG0000595	Syae.g_00072	Praz.g_01696
OG0000596	Syae.g_00077	Praz.g_01692
OG0000597	Syae.g_00080	Praz.g_01690
OG0000598	Syae.g_00081	Praz.g_01689
OG0000599	Syae.g_00084	Praz.g_01686
OG0000600	Syae.g_00085	Praz.g_01685
OG0000601	Syae.g_00086	Praz.g_01684
OG0000602	Syae.g_00091	Praz.g_01682
OG0000603	Syae.g_00092	Praz.g_01681
OG0000604	Syae.g_00095	Praz.g_01680
OG0000605	Syae.g_00260	Praz.g_01679
OG0000606	Syae.g_00616	Praz.g_01676
OG0000607	Syae.g_00613	Praz.g_01673
OG0000608	Syae.g_00612	Praz.g_01672
OG0000609	Syae.g_00610	Praz.g_01671
OG0000610	Syae.g_00601	Praz.g_01666
OG0000611	Syae.g_00598	Praz.g_01663
OG0000612	Syae.g_00597	Praz.g_01662
OG0000613	Syae.g_01910	Praz.g_01657
OG0000614	Syae.g_00765	Praz.g_01638
OG0000615	Syae.g_00557	Praz.g_01630
OG0000616	Syae.g_01696	Praz.g_01626
OG0000617	Syae.g_00464	Praz.g_01601
OG0000618	Syae.g_00463	Praz.g_01600
OG0000619	Syae.g_00462	Praz.g_01599
OG0000620	Syae.g_00456	Praz.g_01596
OG0000621	Syae.g_00455	Praz.g_01595
OG0000622	Syae.g_00454	Praz.g_01594
OG0000623	Syae.g_00453	Praz.g_01593
OG0000624	Syae.g_00451	Praz.g_01592
OG0000625	Syae.g_00450	Praz.g_01591
OG0000626	Syae.g_00449	Praz.g_01590
OG0000627	Syae.g_00299	Praz.g_01589
OG0000628	Syae.g_00300	Praz.g_01588
OG0000629	Syae.g_00303	Praz.g_01587
OG0000630	Syae.g_00310	Praz.g_01584
OG0000631	Syae.g_00317	Praz.g_01521
OG0000632	Syae.g_00318	Praz.g_01520
OG0000633	Syae.g_00320	Praz.g_01519
OG0000634	Syae.g_00525	Praz.g_01516
OG0000635	Syae.g_00524	Praz.g_01515
OG0000636	Syae.g_00522	Praz.g_01513
OG0000637	Syae.g_00520	Praz.g_01511
OG0000638	Syae.g_00519	Praz.g_01510
OG0000639	Syae.g_00518	Praz.g_01509
OG0000640	Syae.g_00517	Praz.g_01508
OG0000641	Syae.g_00513	Praz.g_01504
OG0000642	Syae.g_00512	Praz.g_01503
OG0000643	Syae.g_00510	Praz.g_01502
OG0000644	Syae.g_00509	Praz.g_01501
OG0000645	Syae.g_00507	Praz.g_01500
OG0000646	Syae.g_00504	Praz.g_01498
OG0000647	Syae.g_00502	Praz.g_01497
OG0000648	Syae.g_00499	Praz.g_01495
OG0000649	Syae.g_00498	Praz.g_01494
OG0000650	Syae.g_00497	Praz.g_01493
OG0000651	Syae.g_00496	Praz.g_01492
OG0000652	Syae.g_00495	Praz.g_01491
OG0000653	Syae.g_00493	Praz.g_01489
OG0000654	Syae.g_00492	Praz.g_01488
OG0000655	Syae.g_00491	Praz.g_01487
OG0000656	Syae.g_00488	Praz.g_01484
OG0000657	Syae.g_00834	Praz.g_01476
OG0000658	Syae.g_00837	Praz.g_01475
OG0000659	Syae.g_00838	Praz.g_01474
OG0000660	Syae.g_00842	Praz.g_01470
OG0000661	Syae.g_00844	Praz.g_01468
OG0000662	Syae.g_00846	Praz.g_01466
OG0000663	Syae.g_00849	Praz.g_01464
OG0000664	Syae.g_00850	Praz.g_01463
OG0000665	Syae.g_00121	Praz.g_01459
OG0000666	Syae.g_00258	Praz.g_01458
OG0000667	Syae.g_02056	Praz.g_01454
OG0000668	Syae.g_00418	Praz.g_01424
OG0000669	Syae.g_00585	Praz.g_01417
OG0000670	Syae.g_00582	Praz.g_01415
OG0000671	Syae.g_00580	Praz.g_01413
OG0000672	Syae.g_00577	Praz.g_01410
OG0000673	Syae.g_00574	Praz.g_01407
OG0000674	Syae.g_00572	Praz.g_01405
OG0000675	Syae.g_00571	Praz.g_01404
OG0000676	Syae.g_00569	Praz.g_01402
OG0000677	Syae.g_00568	Praz.g_01401
OG0000678	Syae.g_00564	Praz.g_01399
OG0000679	Syae.g_00555	Praz.g_01395
OG0000680	Syae.g_00554	Praz.g_01394
OG0000681	Syae.g_00551	Praz.g_01392
OG0000682	Syae.g_00550	Praz.g_01391
OG0000683	Syae.g_00549	Praz.g_01390
OG0000684	Syae.g_00545	Praz.g_01388
OG0000685	Syae.g_00543	Praz.g_01386
OG0000686	Syae.g_00542	Praz.g_01385
OG0000687	Syae.g_00541	Praz.g_01384
OG0000688	Syae.g_00536	Praz.g_01381
OG0000689	Syae.g_00534	Praz.g_01380
OG0000690	Syae.g_00533	Praz.g_01379
OG0000691	Syae.g_00532	Praz.g_01378
OG0000692	Syae.g_00531	Praz.g_01376
OG0000693	Syae.g_00529	Praz.g_01375
OG0000694	Syae.g_00528	Praz.g_01374
OG0000695	Syae.g_00322	Praz.g_01372
OG0000696	Syae.g_00323	Praz.g_01371
OG0000697	Syae.g_00325	Praz.g_01370
OG0000698	Syae.g_00328	Praz.g_01367
OG0000699	Syae.g_00330	Praz.g_01366
OG0000700	Syae.g_00331	Praz.g_01365
OG0000701	Syae.g_00332	Praz.g_01364
OG0000702	Syae.g_00341	Praz.g_01362
OG0000703	Syae.g_00342	Praz.g_01361
OG0000704	Syae.g_00345	Praz.g_01360
OG0000705	Syae.g_00352	Praz.g_01356
OG0000706	Syae.g_00353	Praz.g_01355
OG0000707	Syae.g_00354	Praz.g_01354
OG0000708	Syae.g_00357	Praz.g_01353
OG0000709	Syae.g_00365	Praz.g_01349
OG0000710	Syae.g_00369	Praz.g_01346
OG0000711	Syae.g_00398	Praz.g_01329
OG0000712	Syae.g_00400	Praz.g_01327
OG0000713	Syae.g_00401	Praz.g_01326
OG0000714	Syae.g_00403	Praz.g_01325
OG0000715	Syae.g_00405	Praz.g_01323
OG0000716	Syae.g_00409	Praz.g_01321
OG0000717	Syae.g_00410	Praz.g_01320
OG0000718	Syae.g_00414	Praz.g_01308
OG0000719	Syae.g_00416	Praz.g_01306
OG0000720	Syae.g_00429	Praz.g_01297
OG0000721	Syae.g_00431	Praz.g_01294
OG0000722	Syae.g_00432	Praz.g_01293
OG0000723	Syae.g_00445	Praz.g_01290
OG0000724	Syae.g_00799	Praz.g_01281
OG0000725	Syae.g_00789	Praz.g_00067
OG0000726	Syae.g_00788	Praz.g_00068
OG0000727	Syae.g_00787	Praz.g_00069
OG0000728	Syae.g_00785	Praz.g_00071
OG0000729	Syae.g_01819	Praz.g_00116
OG0000730	Syae.g_02189	Praz.g_00060
OG0000731	Syae.g_02201	Praz.g_00056
OG0000732	Syae.g_01764	Praz.g_00046
OG0000733	Syae.g_01599	Praz.g_00024
OG0000734	Syae.g_01371	Praz.g_00007
OG0000735	Syae.g_00942	Praz.g_00005
OG0000736	Syae.g_00941	Praz.g_00004
OG0000737	Syae.g_00940	Praz.g_00003
OG0000738	Syae.g_00935	Praz.g_00762
OG0000739	Syae.g_00928	Praz.g_00761
OG0000740	Syae.g_00927	Praz.g_00760
OG0000741	Syae.g_00924	Praz.g_00759
OG0000742	Syae.g_00922	Praz.g_00756
OG0000743	Syae.g_00920	Praz.g_00754
OG0000744	Syae.g_00919	Praz.g_00753
OG0000745	Syae.g_00917	Praz.g_00751
OG0000746	Syae.g_00915	Praz.g_00749
OG0000747	Syae.g_00914	Praz.g_00748
OG0000748	Syae.g_00902	Praz.g_00745
OG0000749	Syae.g_00900	Praz.g_00744
OG0000750	Syae.g_00899	Praz.g_00743
OG0000751	Syae.g_00892	Praz.g_00741
OG0000752	Syae.g_00890	Praz.g_00739
OG0000753	Syae.g_00887	Praz.g_00736
OG0000754	Syae.g_00641	Praz.g_00733
OG0000755	Syae.g_00651	Praz.g_00730
OG0000756	Syae.g_00652	Praz.g_00729
OG0000757	Syae.g_00661	Praz.g_00723
OG0000758	Syae.g_00662	Praz.g_00722
OG0000759	Syae.g_00663	Praz.g_00721
OG0000760	Syae.g_00664	Praz.g_00720
OG0000761	Syae.g_00668	Praz.g_00719
OG0000762	Syae.g_00672	Praz.g_00718
OG0000763	Syae.g_00676	Praz.g_00716
OG0000764	Syae.g_00677	Praz.g_00715
OG0000765	Syae.g_00695	Praz.g_00706
OG0000766	Syae.g_00696	Praz.g_00705
OG0000767	Syae.g_00698	Praz.g_00703
OG0000768	Syae.g_00699	Praz.g_00702
OG0000769	Syae.g_00701	Praz.g_00700
OG0000770	Syae.g_00704	Praz.g_00698
OG0000771	Syae.g_00805	Praz.g_01936
OG0000772	Syae.g_00168	Praz.g_01205
OG0000773	Syae.g_00947	Praz.g_01189
OG0000774	Syae.g_00951	Praz.g_01187
OG0000775	Syae.g_00954	Praz.g_01185
OG0000776	Syae.g_00955	Praz.g_01184
OG0000777	Syae.g_00956	Praz.g_01183
OG0000778	Syae.g_00957	Praz.g_01182
OG0000779	Syae.g_00963	Praz.g_01178
OG0000780	Syae.g_00967	Praz.g_01177
OG0000781	Syae.g_00971	Praz.g_01174
OG0000782	Syae.g_00972	Praz.g_01173
OG0000783	Syae.g_00973	Praz.g_01172
OG0000784	Syae.g_00974	Praz.g_01171
OG0000785	Syae.g_00976	Praz.g_01169
OG0000786	Syae.g_02477	Praz.g_01167
OG0000787	Syae.g_02476	Praz.g_01166
OG0000788	Syae.g_00087	Praz.g_01152
OG0000789	Syae.g_00281	Praz.g_01149
OG0000790	Syae.g_02294	Praz.g_01134
OG0000791	Syae.g_02292	Praz.g_01132
OG0000792	Syae.g_02291	Praz.g_01131
OG0000793	Syae.g_02286	Praz.g_01128
OG0000794	Syae.g_02285	Praz.g_01127
OG0000795	Syae.g_02284	Praz.g_01126
OG0000796	Syae.g_02280	Praz.g_01122
OG0000797	Syae.g_02279	Praz.g_01121
OG0000798	Syae.g_01205	Praz.g_01109
OG0000799	Syae.g_00010	Praz.g_01059
OG0000800	Syae.g_00009	Praz.g_01058
OG0000801	Syae.g_00008	Praz.g_01057
OG0000802	Syae.g_02686	Praz.g_01055
OG0000803	Syae.g_02680	Praz.g_01053
OG0000804	Syae.g_02677	Praz.g_01052
OG0000805	Syae.g_02663	Praz.g_01050
OG0000806	Syae.g_02661	Praz.g_01048
OG0000807	Syae.g_02659	Praz.g_01047
OG0000808	Syae.g_02658	Praz.g_01046
OG0000809	Syae.g_02655	Praz.g_01043
OG0000810	Syae.g_02654	Praz.g_01042
OG0000811	Syae.g_02648	Praz.g_01038
OG0000812	Syae.g_02646	Praz.g_01036
OG0000813	Syae.g_02645	Praz.g_01035
OG0000814	Syae.g_02643	Praz.g_01033
OG0000815	Syae.g_02642	Praz.g_01032
OG0000816	Syae.g_02641	Praz.g_01030
OG0000817	Syae.g_02640	Praz.g_01029
OG0000818	Syae.g_02634	Praz.g_01024
OG0000819	Syae.g_02633	Praz.g_01023
OG0000820	Syae.g_02632	Praz.g_01022
OG0000821	Syae.g_02626	Praz.g_01018
OG0000822	Syae.g_02624	Praz.g_01017
OG0000823	Syae.g_02623	Praz.g_01016
OG0000824	Syae.g_02617	Praz.g_01013
OG0000825	Syae.g_02616	Praz.g_01012
OG0000826	Syae.g_02615	Praz.g_01011
OG0000827	Syae.g_02614	Praz.g_01010
OG0000828	Syae.g_02612	Praz.g_01007
OG0000829	Syae.g_02611	Praz.g_01006
OG0000830	Syae.g_02610	Praz.g_01005
OG0000831	Syae.g_02608	Praz.g_01003
OG0000832	Syae.g_01081	Praz.g_00997
OG0000833	Syae.g_01106	Praz.g_00989
OG0000834	Syae.g_01108	Praz.g_00988
OG0000835	Syae.g_01109	Praz.g_00987
OG0000836	Syae.g_01113	Praz.g_00986
OG0000837	Syae.g_01115	Praz.g_00985
OG0000838	Syae.g_01119	Praz.g_00983
OG0000839	Syae.g_01120	Praz.g_00982
OG0000840	Syae.g_01121	Praz.g_00981
OG0000841	Syae.g_01122	Praz.g_00980
OG0000842	Syae.g_01123	Praz.g_00979
OG0000843	Syae.g_01124	Praz.g_00978
OG0000844	Syae.g_01125	Praz.g_00977
OG0000845	Syae.g_01126	Praz.g_00976
OG0000846	Syae.g_01127	Praz.g_00975
OG0000847	Syae.g_01128	Praz.g_00974
OG0000848	Syae.g_01130	Praz.g_00973
OG0000849	Syae.g_01131	Praz.g_00972
OG0000850	Syae.g_01133	Praz.g_00970
OG0000851	Syae.g_01139	Praz.g_00969
OG0000852	Syae.g_01140	Praz.g_00968
OG0000853	Syae.g_01144	Praz.g_00964
OG0000854	Syae.g_01146	Praz.g_00962
OG0000855	Syae.g_01147	Praz.g_00961
OG0000856	Syae.g_00059	Praz.g_00946
OG0000857	Syae.g_00503	Praz.g_00918
OG0000858	Syae.g_01153	Praz.g_00883
OG0000859	Syae.g_01154	Praz.g_00882
OG0000860	Syae.g_01165	Praz.g_00875
OG0000861	Syae.g_01166	Praz.g_00874
OG0000862	Syae.g_01167	Praz.g_00873
OG0000863	Syae.g_01170	Praz.g_00871
OG0000864	Syae.g_01171	Praz.g_00870
OG0000865	Syae.g_01172	Praz.g_00869
OG0000866	Syae.g_01173	Praz.g_00868
OG0000867	Syae.g_01174	Praz.g_00867
OG0000868	Syae.g_01177	Praz.g_00866
OG0000869	Syae.g_01182	Praz.g_00862
OG0000870	Syae.g_01187	Praz.g_00857
OG0000871	Syae.g_01188	Praz.g_00856
OG0000872	Syae.g_01196	Praz.g_00855
OG0000873	Syae.g_01199	Praz.g_00852
OG0000874	Syae.g_01194	Praz.g_00849
OG0000875	Syae.g_01244	Praz.g_00848
OG0000876	Syae.g_01020	Praz.g_00847
OG0000877	Syae.g_01025	Praz.g_00845
OG0000878	Syae.g_01026	Praz.g_00844
OG0000879	Syae.g_01027	Praz.g_00843
OG0000880	Syae.g_01028	Praz.g_00842
OG0000881	Syae.g_01034	Praz.g_00838
OG0000882	Syae.g_01039	Praz.g_00833
OG0000883	Syae.g_01041	Praz.g_00831
OG0000884	Syae.g_01043	Praz.g_00830
OG0000885	Syae.g_01044	Praz.g_00829
OG0000886	Syae.g_01045	Praz.g_00828
OG0000887	Syae.g_01046	Praz.g_00827
OG0000888	Syae.g_01048	Praz.g_00825
OG0000889	Syae.g_01050	Praz.g_00823
OG0000890	Syae.g_01056	Praz.g_00822
OG0000891	Syae.g_01057	Praz.g_00821
OG0000892	Syae.g_01059	Praz.g_00340
OG0000893	Syae.g_02031	Praz.g_00335
OG0000894	Syae.g_02034	Praz.g_00333
OG0000895	Syae.g_02038	Praz.g_00330
OG0000896	Syae.g_02039	Praz.g_00329
OG0000897	Syae.g_02041	Praz.g_00327
OG0000898	Syae.g_02042	Praz.g_00326
OG0000899	Syae.g_02043	Praz.g_00325
OG0000900	Syae.g_02044	Praz.g_00324
OG0000901	Syae.g_02049	Praz.g_00321
OG0000902	Syae.g_02051	Praz.g_00319
OG0000903	Syae.g_02077	Praz.g_00316
OG0000904	Syae.g_02071	Praz.g_00314
OG0000905	Syae.g_02065	Praz.g_00309
OG0000906	Syae.g_02063	Praz.g_00308
OG0000907	Syae.g_02079	Praz.g_00305
OG0000908	Syae.g_02082	Praz.g_00302
OG0000909	Syae.g_02083	Praz.g_00301
OG0000910	Syae.g_02084	Praz.g_00300
OG0000911	Syae.g_02086	Praz.g_00298
OG0000912	Syae.g_02087	Praz.g_00297
OG0000913	Syae.g_02088	Praz.g_00296
OG0000914	Syae.g_02089	Praz.g_00295
OG0000915	Syae.g_02091	Praz.g_00294
OG0000916	Syae.g_02092	Praz.g_00293
OG0000917	Syae.g_02093	Praz.g_00292
OG0000918	Syae.g_02094	Praz.g_00291
OG0000919	Syae.g_02095	Praz.g_00290
OG0000920	Syae.g_02096	Praz.g_00289
OG0000921	Syae.g_02097	Praz.g_00288
OG0000922	Syae.g_02098	Praz.g_00287
OG0000923	Syae.g_02102	Praz.g_00283
OG0000924	Syae.g_02103	Praz.g_00282
OG0000925	Syae.g_02104	Praz.g_00281
OG0000926	Syae.g_02105	Praz.g_00280
OG0000927	Syae.g_02107	Praz.g_00278
OG0000928	Syae.g_02108	Praz.g_00277
OG0000929	Syae.g_02109	Praz.g_00276
OG0000930	Syae.g_02110	Praz.g_00275
OG0000931	Syae.g_02111	Praz.g_00274
OG0000932	Syae.g_02112	Praz.g_00273
OG0000933	Syae.g_02118	Praz.g_00269
OG0000934	Syae.g_02120	Praz.g_00267
OG0000935	Syae.g_02121	Praz.g_00266
OG0000936	Syae.g_02122	Praz.g_00265
OG0000937	Syae.g_02123	Praz.g_00264
OG0000938	Syae.g_02126	Praz.g_00262
OG0000939	Syae.g_02127	Praz.g_00261
OG0000940	Syae.g_02133	Praz.g_00254
OG0000941	Syae.g_02135	Praz.g_00252
OG0000942	Syae.g_02137	Praz.g_00250
OG0000943	Syae.g_02138	Praz.g_00249
OG0000944	Syae.g_02140	Praz.g_00248
OG0000945	Syae.g_02142	Praz.g_00247
OG0000946	Syae.g_02146	Praz.g_00242
OG0000947	Syae.g_02149	Praz.g_00240
OG0000948	Syae.g_02150	Praz.g_00239
OG0000949	Syae.g_01884	Praz.g_00236
OG0000950	Syae.g_01873	Praz.g_00231
OG0000951	Syae.g_01866	Praz.g_00227
OG0000952	Syae.g_01859	Praz.g_00223
OG0000953	Syae.g_01854	Praz.g_00220
OG0000954	Syae.g_01845	Praz.g_00216
OG0000955	Syae.g_01844	Praz.g_00215
OG0000956	Syae.g_01842	Praz.g_00213
OG0000957	Syae.g_01831	Praz.g_00207
OG0000958	Syae.g_01830	Praz.g_00206
OG0000959	Syae.g_01826	Praz.g_00202
OG0000960	Syae.g_01825	Praz.g_00201
OG0000961	Syae.g_01822	Praz.g_00199
OG0000962	Syae.g_01820	Praz.g_00197
OG0000963	Syae.g_01814	Praz.g_00193
OG0000964	Syae.g_01813	Praz.g_00192
OG0000965	Syae.g_01812	Praz.g_00191
OG0000966	Syae.g_01789	Praz.g_00184
OG0000967	Syae.g_01782	Praz.g_00179
OG0000968	Syae.g_01787	Praz.g_00177
OG0000969	Syae.g_01785	Praz.g_00176
OG0000970	Syae.g_01784	Praz.g_00175
OG0000971	Syae.g_01779	Praz.g_00174
OG0000972	Syae.g_01778	Praz.g_00173
OG0000973	Syae.g_01777	Praz.g_00172
OG0000974	Syae.g_01776	Praz.g_00171
OG0000975	Syae.g_01775	Praz.g_00170
OG0000976	Syae.g_01774	Praz.g_00169
OG0000977	Syae.g_01772	Praz.g_00168
OG0000978	Syae.g_01771	Praz.g_00167
OG0000979	Syae.g_01768	Praz.g_00164
OG0000980	Syae.g_01765	Praz.g_00162
OG0000981	Syae.g_01762	Praz.g_00160
OG0000982	Syae.g_01568	Praz.g_00158
OG0000983	Syae.g_01569	Praz.g_00157
OG0000984	Syae.g_01570	Praz.g_00156
OG0000985	Syae.g_01572	Praz.g_00153
OG0000986	Syae.g_01575	Praz.g_00151
OG0000987	Syae.g_01577	Praz.g_00150
OG0000988	Syae.g_01583	Praz.g_00147
OG0000989	Syae.g_01591	Praz.g_00143
OG0000990	Syae.g_01606	Praz.g_00140
OG0000991	Syae.g_01609	Praz.g_00139
OG0000992	Syae.g_01612	Praz.g_00137
OG0000993	Syae.g_01613	Praz.g_00136
OG0000994	Syae.g_01616	Praz.g_00135
OG0000995	Syae.g_01627	Praz.g_00131
OG0000996	Syae.g_01667	Praz.g_00130
OG0000997	Syae.g_01678	Praz.g_00129
OG0000998	Syae.g_01680	Praz.g_00127
OG0000999	Syae.g_01683	Praz.g_00126
OG0001000	Syae.g_01686	Praz.g_00123
OG0001001	Syae.g_01692	Praz.g_00121
OG0001002	Syae.g_01699	Praz.g_00117
OG0001003	Syae.g_01701	Praz.g_00357
OG0001004	Syae.g_01702	Praz.g_00358
OG0001005	Syae.g_01703	Praz.g_00359
OG0001006	Syae.g_01710	Praz.g_00363
OG0001007	Syae.g_01712	Praz.g_00365
OG0001008	Syae.g_00993	Praz.g_01891
OG0001009	Syae.g_01744	Praz.g_00392
OG0001010	Syae.g_01745	Praz.g_00393
OG0001011	Syae.g_01747	Praz.g_00394
OG0001012	Syae.g_01564	Praz.g_00409
OG0001013	Syae.g_01552	Praz.g_00414
OG0001014	Syae.g_01548	Praz.g_00417
OG0001015	Syae.g_01547	Praz.g_00418
OG0001016	Syae.g_01290	Praz.g_00433
OG0001017	Syae.g_01296	Praz.g_00437
OG0001018	Syae.g_01298	Praz.g_00440
OG0001019	Syae.g_01334	Praz.g_00449
OG0001020	Syae.g_01340	Praz.g_00450
OG0001021	Syae.g_01344	Praz.g_00451
OG0001022	Syae.g_01348	Praz.g_00454
OG0001023	Syae.g_01349	Praz.g_00455
OG0001024	Syae.g_01353	Praz.g_00458
OG0001025	Syae.g_01360	Praz.g_00464
OG0001026	Syae.g_01373	Praz.g_00471
OG0001027	Syae.g_01377	Praz.g_00472
OG0001028	Syae.g_01379	Praz.g_00474
OG0001029	Syae.g_01381	Praz.g_00475
OG0001030	Syae.g_01403	Praz.g_00490
OG0001031	Syae.g_01475	Praz.g_00546
OG0001032	Syae.g_01479	Praz.g_00547
OG0001033	Syae.g_01505	Praz.g_00568
OG0001034	Syae.g_02238	Praz.g_00596
OG0001035	Syae.g_02006	Praz.g_00614
OG0001036	Syae.g_02001	Praz.g_00618
OG0001037	Syae.g_01999	Praz.g_00619
OG0001038	Syae.g_01971	Praz.g_00636
OG0001039	Syae.g_01968	Praz.g_00639
OG0001040	Syae.g_01965	Praz.g_00641
OG0001041	Syae.g_01960	Praz.g_00645
OG0001042	Syae.g_01935	Praz.g_00661
OG0001043	Syae.g_01931	Praz.g_00662
OG0001044	Syae.g_02191	Praz.g_00690
OG0001045	Syae.g_02204	Praz.g_00344
OG0001046	Syae.g_00385	Praz.g_00795
OG0001047	Syae.g_00991	Praz.g_01889
OG0001048	Syae.g_00990	Praz.g_01888
OG0001049	Syae.g_00987	Praz.g_01886
OG0001050	Syae.g_00986	Praz.g_01885
OG0001051	Syae.g_00985	Praz.g_01884
OG0001052	Syae.g_02526	Praz.g_01857
OG0001053	Syae.g_02312	Praz.g_01845
OG0001054	Syae.g_02329	Praz.g_01830
OG0001055	Syae.g_02350	Praz.g_01811
OG0001056	Syae.g_02379	Praz.g_01792
OG0001057	Syae.g_02388	Praz.g_01787
OG0001058	Syae.g_02402	Praz.g_01779
OG0001059	Syae.g_02406	Praz.g_01775
OG0001060	Syae.g_02412	Praz.g_01768
OG0001061	Syae.g_02434	Praz.g_01755
OG0001062	Syae.g_02436	Praz.g_01753
OG0001063	Syae.g_02440	Praz.g_01751
OG0001064	Syae.g_02441	Praz.g_01750
OG0001065	Syae.g_02442	Praz.g_01749
OG0001066	Syae.g_02443	Praz.g_01748
OG0001067	Syae.g_02444	Praz.g_01747
OG0001068	Syae.g_02445	Praz.g_01746
OG0001069	Syae.g_02446	Praz.g_01745
OG0001070	Syae.g_02449	Praz.g_01742
OG0001071	Syae.g_02450	Praz.g_01741
OG0001072	Syae.g_02454	Praz.g_01740
OG0001073	Syae.g_02468	Praz.g_01726
OG0001074	Syae.g_00027	Praz.g_01715
OG0001075	Syae.g_00029	Praz.g_01714
OG0001076	Syae.g_00050	Praz.g_01706
OG0001077	Syae.g_00061	Praz.g_01702
OG0001078	Syae.g_00075	Praz.g_01694
OG0001079	Syae.g_00088	Praz.g_01683
OG0001080	Syae.g_00267	Praz.g_01677
OG0001081	Syae.g_00615	Praz.g_01675
OG0001082	Syae.g_00614	Praz.g_01674
OG0001083	Syae.g_00605	Praz.g_01669
OG0001084	Syae.g_00604	Praz.g_01668
OG0001085	Syae.g_00594	Praz.g_01660
OG0001086	Syae.g_00592	Praz.g_01659
OG0001087	Syae.g_00751	Praz.g_01642
OG0001088	Syae.g_00755	Praz.g_01641
OG0001089	Syae.g_00781	Praz.g_01633
OG0001090	Syae.g_00471	Praz.g_01606
OG0001091	Syae.g_00469	Praz.g_01604
OG0001092	Syae.g_00466	Praz.g_01603
OG0001093	Syae.g_00460	Praz.g_01598
OG0001094	Syae.g_00527	Praz.g_01518
OG0001095	Syae.g_00506	Praz.g_01499
OG0001096	Syae.g_00490	Praz.g_01486
OG0001097	Syae.g_00845	Praz.g_01467
OG0001098	Syae.g_00269	Praz.g_01452
OG0001099	Syae.g_01380	Praz.g_01420
OG0001100	Syae.g_00583	Praz.g_01416
OG0001101	Syae.g_00581	Praz.g_01414
OG0001102	Syae.g_00578	Praz.g_01411
OG0001103	Syae.g_00576	Praz.g_01409
OG0001104	Syae.g_00544	Praz.g_01387
OG0001105	Syae.g_00540	Praz.g_01383
OG0001106	Syae.g_00346	Praz.g_01359
OG0001107	Syae.g_00358	Praz.g_01352
OG0001108	Syae.g_00366	Praz.g_01348
OG0001109	Syae.g_00368	Praz.g_01347
OG0001110	Syae.g_00370	Praz.g_01345
OG0001111	Syae.g_00372	Praz.g_01344
OG0001112	Syae.g_00374	Praz.g_01343
OG0001113	Syae.g_00375	Praz.g_01342
OG0001114	Syae.g_00376	Praz.g_01341
OG0001115	Syae.g_00380	Praz.g_01339
OG0001116	Syae.g_00382	Praz.g_01338
OG0001117	Syae.g_00383	Praz.g_01337
OG0001118	Syae.g_00384	Praz.g_01336
OG0001119	Syae.g_00386	Praz.g_01335
OG0001120	Syae.g_00390	Praz.g_01333
OG0001121	Syae.g_00133	Praz.g_00027, Praz.g_01330
OG0001122	Syae.g_00417	Praz.g_01305
OG0001123	Syae.g_00424	Praz.g_01301
OG0001124	Syae.g_00426	Praz.g_01299
OG0001125	Syae.g_00428	Praz.g_01298
OG0001126	Syae.g_00807	Praz.g_01287
OG0001127	Syae.g_00806	Praz.g_01286
OG0001128	Syae.g_00803	Praz.g_01284
OG0001129	Syae.g_00801	Praz.g_01283
OG0001130	Syae.g_00800	Praz.g_01282
OG0001131	Syae.g_00562	Praz.g_00096
OG0001132	Syae.g_00242	Praz.g_00105
OG0001133	Syae.g_00053	Praz.g_00040
OG0001134	Syae.g_00638	Praz.g_00025
OG0001135	Syae.g_00636	Praz.g_00022
OG0001136	Syae.g_00923	Praz.g_00758
OG0001137	Syae.g_00903	Praz.g_00746
OG0001138	Syae.g_00654	Praz.g_00728
OG0001139	Syae.g_00656	Praz.g_00727
OG0001140	Syae.g_00657	Praz.g_00726
OG0001141	Syae.g_00658	Praz.g_00725
OG0001142	Syae.g_00660	Praz.g_00724
OG0001143	Syae.g_00673	Praz.g_00717
OG0001144	Syae.g_00684	Praz.g_00712
OG0001145	Syae.g_00948	Praz.g_01188
OG0001146	Syae.g_00968	Praz.g_01176
OG0001147	Syae.g_02536	Praz.g_01153
OG0001148	Syae.g_02297	Praz.g_01137
OG0001149	Syae.g_02296	Praz.g_01136
OG0001150	Syae.g_02295	Praz.g_01135
OG0001151	Syae.g_02282	Praz.g_01124
OG0001152	Syae.g_02281	Praz.g_01123
OG0001153	Syae.g_02613	Praz.g_01009
OG0001155	Syae.g_01083	Praz.g_00996
OG0001156	Syae.g_01093	Praz.g_00993
OG0001157	Syae.g_01094	Praz.g_00992
OG0001158	Syae.g_01100	Praz.g_00991
OG0001159	Syae.g_01103	Praz.g_00990
OG0001160	Syae.g_01142	Praz.g_00966
OG0001161	Syae.g_01597	Praz.g_00953
OG0001162	Syae.g_00487	Praz.g_00942
OG0001163	Syae.g_01150	Praz.g_00885
