Orthogroup	Syaq	Syar
OG0000542	Syaq.g_01804	Syar.g_01502
OG0000543	Syaq.g_01806	Syar.g_01504
OG0000544	Syaq.g_01807	Syar.g_01505
OG0000545	Syaq.g_01809	Syar.g_01507
OG0000546	Syaq.g_01811	Syar.g_01509
OG0000547	Syaq.g_01813	Syar.g_01511
OG0000548	Syaq.g_01814	Syar.g_01512
OG0000549	Syaq.g_01819	Syar.g_02693
OG0000550	Syaq.g_01824	Syar.g_02689
OG0000551	Syaq.g_01829	Syar.g_02684
OG0000552	Syaq.g_01830	Syar.g_02683
OG0000553	Syaq.g_01834	Syar.g_02679
OG0000554	Syaq.g_01839	Syar.g_02352
OG0000555	Syaq.g_01857	Syar.g_02336
OG0000556	Syaq.g_01925	Syar.g_02332
OG0000557	Syaq.g_01927	Syar.g_02328
OG0000558	Syaq.g_01929	Syar.g_02326
OG0000559	Syaq.g_01933	Syar.g_02322
OG0000560	Syaq.g_01936	Syar.g_02320
OG0000561	Syaq.g_01937	Syar.g_02319
OG0000562	Syaq.g_01938	Syar.g_02318
OG0000563	Syaq.g_01939	Syar.g_02317
OG0000564	Syaq.g_01940	Syar.g_02316
OG0000565	Syaq.g_01943	Syar.g_02312
OG0000566	Syaq.g_01947	Syar.g_02308
OG0000567	Syaq.g_01951	Syar.g_02304
OG0000568	Syaq.g_01954	Syar.g_02302
OG0000569	Syaq.g_01955	Syar.g_02301
OG0000570	Syaq.g_01956	Syar.g_02300
OG0000571	Syaq.g_01960	Syar.g_02298
OG0000572	Syaq.g_01977	Syar.g_02201
OG0000573	Syaq.g_01985	Syar.g_02191
OG0000574	Syaq.g_01986	Syar.g_02190
OG0000575	Syaq.g_01991	Syar.g_03180
OG0000576	Syaq.g_01993	Syar.g_02187
OG0000577	Syaq.g_01994	Syar.g_02186
OG0000578	Syaq.g_01995	Syar.g_02185
OG0000579	Syaq.g_01996	Syar.g_02184
OG0000580	Syaq.g_01997	Syar.g_02183
OG0000581	Syaq.g_02003	Syar.g_02175
OG0000582	Syaq.g_02012	Syar.g_02131
OG0000583	Syaq.g_02013	Syar.g_02132
OG0000584	Syaq.g_02014	Syar.g_02133
OG0000585	Syaq.g_02017	Syar.g_02170
OG0000586	Syaq.g_02018	Syar.g_02171
OG0000587	Syaq.g_02020	Syar.g_02173
OG0000588	Syaq.g_02043	Syar.g_02275
OG0000589	Syaq.g_02057	Syar.g_02261
OG0000590	Syaq.g_02058	Syar.g_02260
OG0000591	Syaq.g_02066	Syar.g_02246
OG0000592	Syaq.g_02067	Syar.g_02245
OG0000593	Syaq.g_02078	Syar.g_02414
OG0000594	Syaq.g_02079	Syar.g_02415
OG0000595	Syaq.g_02080	Syar.g_02416
OG0000596	Syaq.g_02085	Syar.g_02421
OG0000597	Syaq.g_02088	Syar.g_02424
OG0000598	Syaq.g_02089	Syar.g_02425
OG0000599	Syaq.g_02096	Syar.g_02428
OG0000600	Syaq.g_02097	Syar.g_02429
OG0000601	Syaq.g_02098	Syar.g_02430
OG0000602	Syaq.g_02104	Syar.g_02435
OG0000603	Syaq.g_02105	Syar.g_02436
OG0000604	Syaq.g_02107	Syar.g_02438
OG0000605	Syaq.g_02151	Syar.g_02440
OG0000606	Syaq.g_02231	Syar.g_02443
OG0000607	Syaq.g_02234	Syar.g_02446
OG0000608	Syaq.g_02235	Syar.g_02447
OG0000609	Syaq.g_02237	Syar.g_02470
OG0000610	Syaq.g_02244	Syar.g_01917
OG0000611	Syaq.g_02247	Syar.g_01914
OG0000612	Syaq.g_02248	Syar.g_01913
OG0000613	Syaq.g_00885	Syar.g_00712
OG0000614	Syaq.g_02588	Syar.g_02012, Syar.g_01344
OG0000615	Syaq.g_02302	Syar.g_02603
OG0000616	Syaq.g_01168	Syar.g_00454
OG0000617	Syaq.g_00031	Syar.g_01576
OG0000618	Syaq.g_00032	Syar.g_01575
OG0000619	Syaq.g_00033	Syar.g_01574
OG0000620	Syaq.g_00038	Syar.g_01569
OG0000621	Syaq.g_00039	Syar.g_01568
OG0000622	Syaq.g_00040	Syar.g_01566
OG0000623	Syaq.g_00041	Syar.g_01565
OG0000624	Syaq.g_00042	Syar.g_01564
OG0000625	Syaq.g_00043	Syar.g_01563
OG0000626	Syaq.g_00044	Syar.g_01562
OG0000627	Syaq.g_02425	Syar.g_01868
OG0000628	Syaq.g_02426	Syar.g_01869
OG0000629	Syaq.g_02429	Syar.g_01872
OG0000630	Syaq.g_02433	Syar.g_02586
OG0000631	Syaq.g_02441	Syar.g_02579
OG0000632	Syaq.g_02442	Syar.g_02578
OG0000633	Syaq.g_02444	Syar.g_02576
OG0000634	Syaq.g_02336	Syar.g_02635
OG0000635	Syaq.g_02337	Syar.g_02636
OG0000636	Syaq.g_02339	Syar.g_02638
OG0000637	Syaq.g_02341	Syar.g_02640
OG0000638	Syaq.g_02342	Syar.g_02641
OG0000639	Syaq.g_02343	Syar.g_02642
OG0000640	Syaq.g_02344	Syar.g_02643
OG0000641	Syaq.g_02348	Syar.g_02648
OG0000642	Syaq.g_02349	Syar.g_02649
OG0000643	Syaq.g_02350	Syar.g_02650
OG0000644	Syaq.g_02351	Syar.g_02651
OG0000645	Syaq.g_02353	Syar.g_02652
OG0000646	Syaq.g_02356	Syar.g_02655
OG0000647	Syaq.g_02358	Syar.g_02657
OG0000648	Syaq.g_02360	Syar.g_02659
OG0000649	Syaq.g_02361	Syar.g_02660
OG0000650	Syaq.g_02362	Syar.g_02661
OG0000651	Syaq.g_02363	Syar.g_02662
OG0000652	Syaq.g_02364	Syar.g_02663
OG0000653	Syaq.g_02367	Syar.g_02665
OG0000654	Syaq.g_02368	Syar.g_02666
OG0000655	Syaq.g_02369	Syar.g_02667
OG0000656	Syaq.g_02372	Syar.g_02479
OG0000657	Syaq.g_02382	Syar.g_01812
OG0000658	Syaq.g_02385	Syar.g_01815
OG0000659	Syaq.g_02386	Syar.g_01816
OG0000660	Syaq.g_02390	Syar.g_01820
OG0000661	Syaq.g_02392	Syar.g_03175, Syar.g_01822
OG0000662	Syaq.g_02394	Syar.g_01829
OG0000663	Syaq.g_02397	Syar.g_01832
OG0000664	Syaq.g_02400	Syar.g_01837
OG0000665	Syaq.g_02124	Syar.g_02774
OG0000666	Syaq.g_02117	Syar.g_01241
OG0000667	Syaq.g_02222	Syar.g_02346
OG0000668	Syaq.g_00068	Syar.g_01802
OG0000669	Syaq.g_02260	Syar.g_01627
OG0000670	Syaq.g_00079	Syar.g_01624
OG0000671	Syaq.g_02264	Syar.g_01622
OG0000672	Syaq.g_02267	Syar.g_01619
OG0000673	Syaq.g_02270	Syar.g_01615
OG0000674	Syaq.g_02272	Syar.g_01613
OG0000675	Syaq.g_02273	Syar.g_01612
OG0000676	Syaq.g_02275	Syar.g_01608
OG0000677	Syaq.g_02276	Syar.g_01607
OG0000678	Syaq.g_02282	Syar.g_02037
OG0000679	Syaq.g_02305	Syar.g_02606
OG0000680	Syaq.g_02306	Syar.g_02607
OG0000681	Syaq.g_02309	Syar.g_02610
OG0000682	Syaq.g_02310	Syar.g_02611
OG0000683	Syaq.g_02311	Syar.g_02612
OG0000684	Syaq.g_02315	Syar.g_02615
OG0000685	Syaq.g_02317	Syar.g_02617
OG0000686	Syaq.g_02318	Syar.g_02618
OG0000687	Syaq.g_02319	Syar.g_02619
OG0000688	Syaq.g_02325	Syar.g_02624
OG0000689	Syaq.g_02327	Syar.g_02626
OG0000690	Syaq.g_02328	Syar.g_02627
OG0000691	Syaq.g_02329	Syar.g_02628
OG0000692	Syaq.g_02330	Syar.g_02629
OG0000693	Syaq.g_02332	Syar.g_02631
OG0000694	Syaq.g_02333	Syar.g_02632
OG0000695	Syaq.g_02446	Syar.g_02573
OG0000696	Syaq.g_02447	Syar.g_02572
OG0000697	Syaq.g_02448	Syar.g_02570
OG0000698	Syaq.g_02451	Syar.g_02567
OG0000699	Syaq.g_02452	Syar.g_02566
OG0000700	Syaq.g_02453	Syar.g_02565
OG0000701	Syaq.g_02454	Syar.g_02564
OG0000702	Syaq.g_02467	Syar.g_02559
OG0000703	Syaq.g_02468	Syar.g_02557
OG0000704	Syaq.g_02470	Syar.g_02555
OG0000705	Syaq.g_02477	Syar.g_02547
OG0000706	Syaq.g_02478	Syar.g_02546
OG0000707	Syaq.g_02479	Syar.g_02545
OG0000708	Syaq.g_02482	Syar.g_02542
OG0000709	Syaq.g_02490	Syar.g_02534
OG0000710	Syaq.g_02494	Syar.g_02528
OG0000711	Syaq.g_02521	Syar.g_02499
OG0000712	Syaq.g_02523	Syar.g_02497
OG0000713	Syaq.g_02524	Syar.g_02496
OG0000714	Syaq.g_02527	Syar.g_02494
OG0000715	Syaq.g_02529	Syar.g_02492
OG0000716	Syaq.g_02533	Syar.g_02488
OG0000717	Syaq.g_02534	Syar.g_02487
OG0000718	Syaq.g_00072	Syar.g_02483
OG0000719	Syaq.g_00070	Syar.g_01804
OG0000720	Syaq.g_00057	Syar.g_01790
OG0000721	Syaq.g_00055	Syar.g_01788
OG0000722	Syaq.g_00054	Syar.g_01787
OG0000723	Syaq.g_00046	Syar.g_01560
OG0000724	Syaq.g_02685	Syar.g_01367, Syar.g_02120
OG0000725	Syaq.g_02676	Syar.g_01934
OG0000726	Syaq.g_02675	Syar.g_01935
OG0000727	Syaq.g_02674	Syar.g_01936
OG0000728	Syaq.g_02672	Syar.g_01938
OG0000729	Syaq.g_01046	Syar.g_00593
OG0000730	Syaq.g_00561	Syar.g_01115
OG0000731	Syaq.g_00550	Syar.g_01127
OG0000732	Syaq.g_01098	Syar.g_00522
OG0000733	Syaq.g_01232	Syar.g_02234
OG0000734	Syaq.g_01479	Syar.g_03128
OG0000735	Syaq.g_00266	Syar.g_01522
OG0000736	Syaq.g_00265	Syar.g_01523
OG0000737	Syaq.g_00264	Syar.g_01524
OG0000738	Syaq.g_00258	Syar.g_01530
OG0000739	Syaq.g_00257	Syar.g_01531
OG0000740	Syaq.g_00256	Syar.g_01532
OG0000741	Syaq.g_00253	Syar.g_01535
OG0000742	Syaq.g_00250	Syar.g_01538
OG0000743	Syaq.g_00248	Syar.g_01541
OG0000744	Syaq.g_00247	Syar.g_01542
OG0000745	Syaq.g_00245	Syar.g_01545
OG0000746	Syaq.g_00242	Syar.g_01549
OG0000747	Syaq.g_00241	Syar.g_01551
OG0000748	Syaq.g_00227	Syar.g_01945
OG0000749	Syaq.g_00226	Syar.g_01946
OG0000750	Syaq.g_00225	Syar.g_01947
OG0000751	Syaq.g_00219	Syar.g_01952
OG0000752	Syaq.g_00217	Syar.g_01954
OG0000753	Syaq.g_00214	Syar.g_01957
OG0000754	Syaq.g_00209	Syar.g_01963
OG0000755	Syaq.g_00198	Syar.g_01974
OG0000756	Syaq.g_00197	Syar.g_01975
OG0000757	Syaq.g_00190	Syar.g_01984
OG0000758	Syaq.g_00189	Syar.g_01985
OG0000759	Syaq.g_00188	Syar.g_01986
OG0000760	Syaq.g_00187	Syar.g_01987
OG0000761	Syaq.g_00186	Syar.g_01988
OG0000762	Syaq.g_00183	Syar.g_01992
OG0000763	Syaq.g_00181	Syar.g_01699
OG0000764	Syaq.g_00180	Syar.g_01700
OG0000765	Syaq.g_00157	Syar.g_01718
OG0000766	Syaq.g_00156	Syar.g_01719
OG0000767	Syaq.g_00154	Syar.g_01721
OG0000768	Syaq.g_00153	Syar.g_01722
OG0000769	Syaq.g_00151	Syar.g_01724
OG0000770	Syaq.g_00148	Syar.g_01727
OG0000771	Syaq.g_02691	Syar.g_01373
OG0000772	Syaq.g_01887	Syar.g_00746
OG0000773	Syaq.g_00283	Syar.g_02694
OG0000774	Syaq.g_00288	Syar.g_02771
OG0000775	Syaq.g_00290	Syar.g_02773
OG0000776	Syaq.g_00291	Syar.g_01755
OG0000777	Syaq.g_00292	Syar.g_01754
OG0000778	Syaq.g_00293	Syar.g_01753
OG0000779	Syaq.g_00299	Syar.g_02779
OG0000780	Syaq.g_00304	Syar.g_02781
OG0000781	Syaq.g_00308	Syar.g_02785
OG0000782	Syaq.g_00309	Syar.g_02786
OG0000783	Syaq.g_00310	Syar.g_02787
OG0000784	Syaq.g_00311	Syar.g_02788
OG0000785	Syaq.g_00313	Syar.g_02791
OG0000786	Syaq.g_00328	Syar.g_02795
OG0000787	Syaq.g_00329	Syar.g_02796
OG0000788	Syaq.g_02099	Syar.g_02331
OG0000789	Syaq.g_02123	Syar.g_02040
OG0000790	Syaq.g_01758	Syar.g_01456
OG0000791	Syaq.g_01756	Syar.g_01454
OG0000792	Syaq.g_01755	Syar.g_01453
OG0000793	Syaq.g_01750	Syar.g_01243
OG0000794	Syaq.g_01749	Syar.g_01242
OG0000795	Syaq.g_01748	Syar.g_01240
OG0000796	Syaq.g_01744	Syar.g_01236
OG0000797	Syaq.g_01743	Syar.g_01235
OG0000798	Syaq.g_00760	Syar.g_00222
OG0000799	Syaq.g_00341	Syar.g_02844
OG0000800	Syaq.g_00342	Syar.g_02843
OG0000801	Syaq.g_00343	Syar.g_02842
OG0000802	Syaq.g_00350	Syar.g_02825
OG0000803	Syaq.g_00353	Syar.g_02822
OG0000804	Syaq.g_00358	Syar.g_02819
OG0000805	Syaq.g_00360	Syar.g_02817
OG0000806	Syaq.g_00362	Syar.g_02815
OG0000807	Syaq.g_00364	Syar.g_02814
OG0000808	Syaq.g_00365	Syar.g_02813
OG0000809	Syaq.g_00369	Syar.g_02811
OG0000810	Syaq.g_00370	Syar.g_02810
OG0000811	Syaq.g_00378	Syar.g_02805
OG0000812	Syaq.g_00380	Syar.g_02803
OG0000813	Syaq.g_00381	Syar.g_02802
OG0000814	Syaq.g_00383	Syar.g_02800
OG0000815	Syaq.g_00384	Syar.g_02799
OG0000816	Syaq.g_00386	Syar.g_02797
OG0000817	Syaq.g_00387	Syar.g_02861
OG0000818	Syaq.g_00392	Syar.g_01418
OG0000819	Syaq.g_00393	Syar.g_01417
OG0000820	Syaq.g_00394	Syar.g_01416
OG0000821	Syaq.g_00400	Syar.g_01410
OG0000822	Syaq.g_00402	Syar.g_01408
OG0000823	Syaq.g_00403	Syar.g_00017, Syar.g_01407
OG0000824	Syaq.g_00409	Syar.g_01402
OG0000825	Syaq.g_00410	Syar.g_01401
OG0000826	Syaq.g_00411	Syar.g_01400
OG0000827	Syaq.g_00412	Syar.g_01399
OG0000828	Syaq.g_00415	Syar.g_01396
OG0000829	Syaq.g_00416	Syar.g_01395
OG0000830	Syaq.g_00417	Syar.g_01394
OG0000831	Syaq.g_00419	Syar.g_01391
OG0000832	Syaq.g_01737	Syar.g_01213
OG0000833	Syaq.g_01725	Syar.g_02877
OG0000834	Syaq.g_01724	Syar.g_02878
OG0000835	Syaq.g_01723	Syar.g_02879
OG0000836	Syaq.g_01720	Syar.g_02881
OG0000837	Syaq.g_01719	Syar.g_02882
OG0000838	Syaq.g_01715	Syar.g_02886
OG0000839	Syaq.g_01714	Syar.g_02887
OG0000840	Syaq.g_01713	Syar.g_02888
OG0000841	Syaq.g_01712	Syar.g_02889
OG0000842	Syaq.g_01711	Syar.g_02890
OG0000843	Syaq.g_01710	Syar.g_02891
OG0000844	Syaq.g_01708	Syar.g_02893
OG0000845	Syaq.g_01707	Syar.g_02894
OG0000846	Syaq.g_01706	Syar.g_02895
OG0000847	Syaq.g_01705	Syar.g_02896
OG0000848	Syaq.g_01703	Syar.g_02898
OG0000849	Syaq.g_01702	Syar.g_02899
OG0000850	Syaq.g_01699	Syar.g_02902
OG0000851	Syaq.g_01696	Syar.g_02905
OG0000852	Syaq.g_01695	Syar.g_02906
OG0000853	Syaq.g_01691	Syar.g_02910
OG0000854	Syaq.g_01689	Syar.g_02912
OG0000855	Syaq.g_01688	Syar.g_02913
OG0000856	Syaq.g_02069	Syar.g_02243
OG0000857	Syaq.g_02357	Syar.g_02656
OG0000858	Syaq.g_01682	Syar.g_02920
OG0000859	Syaq.g_01681	Syar.g_02921
OG0000860	Syaq.g_01671	Syar.g_02931
OG0000861	Syaq.g_01670	Syar.g_02932
OG0000862	Syaq.g_01668	Syar.g_02942
OG0000863	Syaq.g_01665	Syar.g_02944
OG0000864	Syaq.g_01664	Syar.g_02945
OG0000865	Syaq.g_01663	Syar.g_02946
OG0000866	Syaq.g_01662	Syar.g_02947
OG0000867	Syaq.g_01661	Syar.g_02948
OG0000868	Syaq.g_01659	Syar.g_02950
OG0000869	Syaq.g_01656	Syar.g_02955
OG0000870	Syaq.g_01651	Syar.g_02960
OG0000871	Syaq.g_01650	Syar.g_02961
OG0000872	Syaq.g_01644	Syar.g_02967
OG0000873	Syaq.g_01641	Syar.g_02970
OG0000874	Syaq.g_01637	Syar.g_02974
OG0000875	Syaq.g_01633	Syar.g_02975
OG0000876	Syaq.g_01631	Syar.g_01828
OG0000877	Syaq.g_01628	Syar.g_02977
OG0000878	Syaq.g_01627	Syar.g_02978
OG0000879	Syaq.g_01626	Syar.g_02979
OG0000880	Syaq.g_01625	Syar.g_02980
OG0000881	Syaq.g_01621	Syar.g_02984
OG0000882	Syaq.g_01616	Syar.g_02989
OG0000883	Syaq.g_01613	Syar.g_02992
OG0000884	Syaq.g_01611	Syar.g_02994
OG0000885	Syaq.g_01610	Syar.g_02995
OG0000886	Syaq.g_01609	Syar.g_02996
OG0000887	Syaq.g_01608	Syar.g_02998
OG0000888	Syaq.g_01606	Syar.g_03000
OG0000889	Syaq.g_01604	Syar.g_03002
OG0000890	Syaq.g_01597	Syar.g_03005
OG0000891	Syaq.g_01596	Syar.g_03006
OG0000892	Syaq.g_01594	Syar.g_03008
OG0000893	Syaq.g_00695	Syar.g_00150
OG0000894	Syaq.g_00692	Syar.g_00145
OG0000895	Syaq.g_00688	Syar.g_00141
OG0000896	Syaq.g_00687	Syar.g_00140
OG0000897	Syaq.g_00685	Syar.g_00138
OG0000898	Syaq.g_00684	Syar.g_00137
OG0000899	Syaq.g_00683	Syar.g_00136
OG0000900	Syaq.g_00682	Syar.g_00135
OG0000901	Syaq.g_00677	Syar.g_00130
OG0000902	Syaq.g_00671	Syar.g_01013
OG0000903	Syaq.g_00655	Syar.g_01026
OG0000904	Syaq.g_00660	Syar.g_01021
OG0000905	Syaq.g_00666	Syar.g_01018
OG0000906	Syaq.g_00669	Syar.g_01015
OG0000907	Syaq.g_00653	Syar.g_01028
OG0000908	Syaq.g_00650	Syar.g_01031
OG0000909	Syaq.g_00649	Syar.g_01032
OG0000910	Syaq.g_00648	Syar.g_01033
OG0000911	Syaq.g_00646	Syar.g_01035
OG0000912	Syaq.g_00645	Syar.g_01036
OG0000913	Syaq.g_00644	Syar.g_01037
OG0000914	Syaq.g_00643	Syar.g_01038
OG0000915	Syaq.g_00641	Syar.g_01040
OG0000916	Syaq.g_00640	Syar.g_01041
OG0000917	Syaq.g_00639	Syar.g_01042
OG0000918	Syaq.g_00638	Syar.g_01043
OG0000919	Syaq.g_00637	Syar.g_01044
OG0000920	Syaq.g_00636	Syar.g_01045
OG0000921	Syaq.g_00635	Syar.g_01046
OG0000922	Syaq.g_00634	Syar.g_01047
OG0000923	Syaq.g_00630	Syar.g_01051
OG0000924	Syaq.g_00629	Syar.g_01052
OG0000925	Syaq.g_00628	Syar.g_01053
OG0000926	Syaq.g_00627	Syar.g_01054
OG0000927	Syaq.g_00625	Syar.g_01056
OG0000928	Syaq.g_00624	Syar.g_01057
OG0000929	Syaq.g_00623	Syar.g_01058
OG0000930	Syaq.g_00622	Syar.g_01059
OG0000931	Syaq.g_00621	Syar.g_01060
OG0000932	Syaq.g_00620	Syar.g_01061
OG0000933	Syaq.g_00614	Syar.g_01066
OG0000934	Syaq.g_00612	Syar.g_01068
OG0000935	Syaq.g_00611	Syar.g_01069
OG0000936	Syaq.g_00610	Syar.g_01070
OG0000937	Syaq.g_00609	Syar.g_01071
OG0000938	Syaq.g_00606	Syar.g_01074
OG0000939	Syaq.g_00604	Syar.g_01075
OG0000940	Syaq.g_00597	Syar.g_01081
OG0000941	Syaq.g_00595	Syar.g_01083
OG0000942	Syaq.g_00593	Syar.g_01085
OG0000943	Syaq.g_00592	Syar.g_01086
OG0000944	Syaq.g_00590	Syar.g_01088
OG0000945	Syaq.g_00588	Syar.g_01089
OG0000946	Syaq.g_00580	Syar.g_01095
OG0000947	Syaq.g_00577	Syar.g_01098
OG0000948	Syaq.g_00576	Syar.g_01099
OG0000949	Syaq.g_00971	Syar.g_00283
OG0000950	Syaq.g_00984	Syar.g_00661
OG0000951	Syaq.g_00991	Syar.g_00656
OG0000952	Syaq.g_01002	Syar.g_00651
OG0000953	Syaq.g_01006	Syar.g_00248
OG0000954	Syaq.g_01012	Syar.g_00258
OG0000955	Syaq.g_01013	Syar.g_00259
OG0000956	Syaq.g_01015	Syar.g_00261
OG0000957	Syaq.g_01026	Syar.g_00610
OG0000958	Syaq.g_01027	Syar.g_00609
OG0000959	Syaq.g_01031	Syar.g_00605
OG0000960	Syaq.g_01032	Syar.g_00604
OG0000961	Syaq.g_01043	Syar.g_00094
OG0000962	Syaq.g_01045	Syar.g_00594
OG0000963	Syaq.g_01049	Syar.g_00590
OG0000964	Syaq.g_01050	Syar.g_00589
OG0000965	Syaq.g_01051	Syar.g_00588
OG0000966	Syaq.g_01060	Syar.g_00549
OG0000967	Syaq.g_01067	Syar.g_00545
OG0000968	Syaq.g_01071	Syar.g_00542
OG0000969	Syaq.g_01078	Syar.g_00540
OG0000970	Syaq.g_01079	Syar.g_00539
OG0000971	Syaq.g_01081	Syar.g_00537
OG0000972	Syaq.g_01082	Syar.g_00536
OG0000973	Syaq.g_01083	Syar.g_00535
OG0000974	Syaq.g_01084	Syar.g_00534
OG0000975	Syaq.g_01085	Syar.g_00533
OG0000976	Syaq.g_01086	Syar.g_00532
OG0000977	Syaq.g_01088	Syar.g_00530
OG0000978	Syaq.g_01091	Syar.g_00529
OG0000979	Syaq.g_01094	Syar.g_00526
OG0000980	Syaq.g_01097	Syar.g_00523
OG0000981	Syaq.g_01100	Syar.g_00520
OG0000982	Syaq.g_01263	Syar.g_00331
OG0000983	Syaq.g_01262	Syar.g_00332
OG0000984	Syaq.g_01261	Syar.g_00333
OG0000985	Syaq.g_01257	Syar.g_00337
OG0000986	Syaq.g_01253	Syar.g_00344
OG0000987	Syaq.g_01251	Syar.g_00346
OG0000988	Syaq.g_01245	Syar.g_00352
OG0000989	Syaq.g_01239	Syar.g_00377
OG0000990	Syaq.g_01229	Syar.g_00697
OG0000991	Syaq.g_01225	Syar.g_00700
OG0000992	Syaq.g_01222	Syar.g_00704
OG0000993	Syaq.g_01221	Syar.g_00705
OG0000994	Syaq.g_01218	Syar.g_00708
OG0000995	Syaq.g_01212	Syar.g_03212, Syar.g_00624
OG0000996	Syaq.g_01193	Syar.g_00861
OG0000997	Syaq.g_01184	Syar.g_00437
OG0000998	Syaq.g_01182	Syar.g_00439
OG0000999	Syaq.g_01181	Syar.g_00440
OG0001000	Syaq.g_01177	Syar.g_00955, Syar.g_00444
OG0001001	Syaq.g_01172	Syar.g_00450
OG0001002	Syaq.g_01165	Syar.g_00457
OG0001003	Syaq.g_01163	Syar.g_00459
OG0001004	Syaq.g_01162	Syar.g_00460
OG0001005	Syaq.g_01161	Syar.g_00461
OG0001006	Syaq.g_01152	Syar.g_00468
OG0001007	Syaq.g_01150	Syar.g_00470
OG0001008	Syaq.g_00500	Syar.g_01178
OG0001009	Syaq.g_01118	Syar.g_00500
OG0001010	Syaq.g_01117	Syar.g_00501
OG0001011	Syaq.g_01115	Syar.g_00503
OG0001013	Syaq.g_01289	Syar.g_00906
OG0001014	Syaq.g_01295	Syar.g_00914
OG0001015	Syaq.g_01296	Syar.g_00915
OG0001017	Syaq.g_01548	Syar.g_03050
OG0001018	Syaq.g_01546	Syar.g_03052
OG0001019	Syaq.g_01524	Syar.g_03086
OG0001020	Syaq.g_01510	Syar.g_03092
OG0001021	Syaq.g_01506	Syar.g_03098
OG0001022	Syaq.g_01501	Syar.g_03102
OG0001023	Syaq.g_01500	Syar.g_03103
OG0001024	Syaq.g_01496	Syar.g_02276
OG0001025	Syaq.g_01490	Syar.g_03115
OG0001026	Syaq.g_01477	Syar.g_03131
OG0001027	Syaq.g_01474	Syar.g_00031
OG0001028	Syaq.g_01472	Syar.g_00034
OG0001029	Syaq.g_01470	Syar.g_00036
OG0001030	Syaq.g_01450	Syar.g_00058
OG0001031	Syaq.g_01378	Syar.g_00129
OG0001032	Syaq.g_01376	Syar.g_01011
OG0001033	Syaq.g_01344	Syar.g_00962
OG0001034	Syaq.g_01579	Syar.g_03022
OG0001035	Syaq.g_00726	Syar.g_00171
OG0001036	Syaq.g_00731	Syar.g_00193
OG0001037	Syaq.g_00733	Syar.g_00195
OG0001038	Syaq.g_00761	Syar.g_00223
OG0001039	Syaq.g_00764	Syar.g_00226
OG0001040	Syaq.g_00767	Syar.g_00229
OG0001041	Syaq.g_00772	Syar.g_00234
OG0001042	Syaq.g_00858	Syar.g_00831
OG0001044	Syaq.g_00560	Syar.g_01117
OG0001045	Syaq.g_00547	Syar.g_01130
OG0001046	Syaq.g_02509	Syar.g_02514
OG0001047	Syaq.g_00498	Syar.g_01180
OG0001048	Syaq.g_00497	Syar.g_01181
OG0001049	Syaq.g_00494	Syar.g_02872
OG0001050	Syaq.g_00493	Syar.g_02871
OG0001051	Syaq.g_00492	Syar.g_02870
OG0001052	Syaq.g_00446	Syar.g_01269
OG0001053	Syaq.g_01775	Syar.g_01472
OG0001054	Syaq.g_01794	Syar.g_01492
OG0001055	Syaq.g_01815	Syar.g_01513
OG0001056	Syaq.g_01843	Syar.g_02349
OG0001057	Syaq.g_00334	Syar.g_02341
OG0001058	Syaq.g_01931	Syar.g_02324
OG0001059	Syaq.g_01935	Syar.g_00422
OG0001060	Syaq.g_01941	Syar.g_02315
OG0001061	Syaq.g_01961	Syar.g_02297
OG0001062	Syaq.g_01963	Syar.g_02294
OG0001063	Syaq.g_01968	Syar.g_02209
OG0001064	Syaq.g_01969	Syar.g_02208
OG0001065	Syaq.g_01970	Syar.g_02207
OG0001066	Syaq.g_01971	Syar.g_02206
OG0001067	Syaq.g_01972	Syar.g_02205
OG0001068	Syaq.g_01973	Syar.g_02204
OG0001069	Syaq.g_01974	Syar.g_02203
OG0001070	Syaq.g_01978	Syar.g_02200
OG0001071	Syaq.g_01979	Syar.g_02199
OG0001072	Syaq.g_01983	Syar.g_02195
OG0001073	Syaq.g_01998	Syar.g_02182
OG0001074	Syaq.g_02132	Syar.g_02031
OG0001075	Syaq.g_02025	Syar.g_02215
OG0001076	Syaq.g_02060	Syar.g_02253
OG0001077	Syaq.g_02071	Syar.g_02240
OG0001078	Syaq.g_02083	Syar.g_02419
OG0001079	Syaq.g_02100	Syar.g_02431
OG0001080	Syaq.g_02161	Syar.g_02442
OG0001081	Syaq.g_02232	Syar.g_02444
OG0001082	Syaq.g_02233	Syar.g_02445
OG0001083	Syaq.g_02240	Syar.g_02473
OG0001084	Syaq.g_02241	Syar.g_02474
OG0001085	Syaq.g_02251	Syar.g_01688
OG0001086	Syaq.g_02253	Syar.g_01686
OG0001087	Syaq.g_02574	Syar.g_02347
OG0001088	Syaq.g_02576	Syar.g_00431
OG0001089	Syaq.g_02604	Syar.g_01942
OG0001090	Syaq.g_00024	Syar.g_01582
OG0001091	Syaq.g_00027	Syar.g_01580
OG0001092	Syaq.g_00029	Syar.g_01578
OG0001093	Syaq.g_00035	Syar.g_01572
OG0001094	Syaq.g_02334	Syar.g_02633
OG0001095	Syaq.g_02354	Syar.g_02653
OG0001096	Syaq.g_02370	Syar.g_02476
OG0001097	Syaq.g_02393	Syar.g_01823
OG0001098	Syaq.g_02415	Syar.g_01672
OG0001099	Syaq.g_01471	Syar.g_00035
OG0001100	Syaq.g_02262	Syar.g_01625
OG0001101	Syaq.g_02263	Syar.g_01623
