Orthogroup	Syaq	Prap
OG0000570	Syaq.g_01956	Prap.g_01198
OG0000571	Syaq.g_01960	Prap.g_01196
OG0000572	Syaq.g_01977	Prap.g_01182
OG0000573	Syaq.g_01985	Prap.g_01176
OG0000574	Syaq.g_01986	Prap.g_01175
OG0000575	Syaq.g_01991	Prap.g_01171
OG0000576	Syaq.g_01993	Prap.g_01169
OG0000577	Syaq.g_01994	Prap.g_01168
OG0000578	Syaq.g_01995	Prap.g_01167
OG0000579	Syaq.g_01996	Prap.g_01166
OG0000580	Syaq.g_01997	Prap.g_01165
OG0000581	Syaq.g_02003	Prap.g_01162
OG0000582	Syaq.g_02012	Prap.g_01159
OG0000583	Syaq.g_02013	Prap.g_01158
OG0000584	Syaq.g_02014	Prap.g_01157
OG0000585	Syaq.g_02017	Prap.g_01155
OG0000586	Syaq.g_02018	Prap.g_01154
OG0000587	Syaq.g_02020	Prap.g_01153
OG0000588	Syaq.g_02043	Prap.g_01149
OG0000589	Syaq.g_02057	Prap.g_01147
OG0000590	Syaq.g_02058	Prap.g_01146
OG0000591	Syaq.g_02066	Prap.g_01142
OG0000592	Syaq.g_02067	Prap.g_01141
OG0000593	Syaq.g_02078	Prap.g_00395
OG0000594	Syaq.g_02079	Prap.g_00394
OG0000595	Syaq.g_02080	Prap.g_00393
OG0000596	Syaq.g_02085	Prap.g_00389
OG0000597	Syaq.g_02088	Prap.g_00386
OG0000598	Syaq.g_02089	Prap.g_00385
OG0000599	Syaq.g_02096	Prap.g_00382
OG0000600	Syaq.g_02097	Prap.g_00381
OG0000601	Syaq.g_02098	Prap.g_00380
OG0000602	Syaq.g_02104	Prap.g_00378
OG0000603	Syaq.g_02105	Prap.g_00377
OG0000604	Syaq.g_02107	Prap.g_00376
OG0000605	Syaq.g_02151	Prap.g_00375
OG0000606	Syaq.g_02231	Prap.g_00372
OG0000607	Syaq.g_02234	Prap.g_00369
OG0000608	Syaq.g_02235	Prap.g_00368
OG0000609	Syaq.g_02237	Prap.g_00367
OG0000610	Syaq.g_02244	Prap.g_00361
OG0000611	Syaq.g_02247	Prap.g_00358
OG0000612	Syaq.g_02248	Prap.g_00357
OG0000613	Syaq.g_00885	Prap.g_00828
OG0000614	Syaq.g_02588	Prap.g_00807
OG0000615	Syaq.g_02302	Prap.g_00796
OG0000616	Syaq.g_01168	Prap.g_01489
OG0000617	Syaq.g_00031	Prap.g_00341
OG0000618	Syaq.g_00032	Prap.g_00340
OG0000619	Syaq.g_00033	Prap.g_00339
OG0000620	Syaq.g_00038	Prap.g_00336
OG0000621	Syaq.g_00039	Prap.g_00335
OG0000622	Syaq.g_00040	Prap.g_00334
OG0000623	Syaq.g_00041	Prap.g_00333
OG0000624	Syaq.g_00042	Prap.g_00331
OG0000625	Syaq.g_00043	Prap.g_00330
OG0000626	Syaq.g_00044	Prap.g_00329
OG0000627	Syaq.g_02425	Prap.g_00328
OG0000628	Syaq.g_02426	Prap.g_00327
OG0000629	Syaq.g_02429	Prap.g_00326
OG0000630	Syaq.g_02433	Prap.g_00323
OG0000631	Syaq.g_02441	Prap.g_00683
OG0000632	Syaq.g_02442	Prap.g_00682
OG0000633	Syaq.g_02444	Prap.g_00681
OG0000634	Syaq.g_02336	Prap.g_00787
OG0000635	Syaq.g_02337	Prap.g_00786
OG0000636	Syaq.g_02339	Prap.g_00784
OG0000637	Syaq.g_02341	Prap.g_00782
OG0000638	Syaq.g_02342	Prap.g_00781
OG0000639	Syaq.g_02343	Prap.g_00780
OG0000640	Syaq.g_02344	Prap.g_00779
OG0000641	Syaq.g_02348	Prap.g_00775
OG0000642	Syaq.g_02349	Prap.g_00774
OG0000643	Syaq.g_02350	Prap.g_00773
OG0000644	Syaq.g_02351	Prap.g_00772
OG0000645	Syaq.g_02353	Prap.g_00771
OG0000646	Syaq.g_02356	Prap.g_00769
OG0000647	Syaq.g_02358	Prap.g_00767
OG0000648	Syaq.g_02360	Prap.g_00765
OG0000649	Syaq.g_02361	Prap.g_00764
OG0000650	Syaq.g_02362	Prap.g_00763
OG0000651	Syaq.g_02363	Prap.g_00762
OG0000652	Syaq.g_02364	Prap.g_00761
OG0000653	Syaq.g_02367	Prap.g_00759
OG0000654	Syaq.g_02368	Prap.g_00758
OG0000655	Syaq.g_02369	Prap.g_00757
OG0000656	Syaq.g_02372	Prap.g_00754
OG0000657	Syaq.g_02382	Prap.g_00746
OG0000658	Syaq.g_02385	Prap.g_00744
OG0000659	Syaq.g_02386	Prap.g_00743
OG0000660	Syaq.g_02390	Prap.g_00739
OG0000661	Syaq.g_02392	Prap.g_00737
OG0000662	Syaq.g_02394	Prap.g_00735
OG0000663	Syaq.g_02397	Prap.g_00733
OG0000664	Syaq.g_02400	Prap.g_00732
OG0000665	Syaq.g_02124	Prap.g_00726
OG0000666	Syaq.g_02117	Prap.g_00725
OG0000667	Syaq.g_02222	Prap.g_00721
OG0000668	Syaq.g_00068	Prap.g_00660
OG0000669	Syaq.g_02260	Prap.g_00869
OG0000670	Syaq.g_00079	Prap.g_00866
OG0000671	Syaq.g_02264	Prap.g_00863
OG0000672	Syaq.g_02267	Prap.g_00860
OG0000673	Syaq.g_02270	Prap.g_00857
OG0000674	Syaq.g_02272	Prap.g_00855
OG0000675	Syaq.g_02273	Prap.g_00854
OG0000676	Syaq.g_02275	Prap.g_00852
OG0000677	Syaq.g_02276	Prap.g_00851
OG0000678	Syaq.g_02282	Prap.g_00849
OG0000679	Syaq.g_02305	Prap.g_00845
OG0000680	Syaq.g_02306	Prap.g_00844
OG0000681	Syaq.g_02309	Prap.g_00841
OG0000682	Syaq.g_02310	Prap.g_00840
OG0000683	Syaq.g_02311	Prap.g_00839
OG0000684	Syaq.g_02315	Prap.g_00837
OG0000685	Syaq.g_02317	Prap.g_00835
OG0000686	Syaq.g_02318	Prap.g_00834
OG0000687	Syaq.g_02319	Prap.g_00833
OG0000688	Syaq.g_02325	Prap.g_00353
OG0000689	Syaq.g_02327	Prap.g_00352
OG0000690	Syaq.g_02328	Prap.g_00351
OG0000691	Syaq.g_02329	Prap.g_00350
OG0000692	Syaq.g_02330	Prap.g_00348
OG0000693	Syaq.g_02332	Prap.g_00347
OG0000694	Syaq.g_02333	Prap.g_00346
OG0000695	Syaq.g_02446	Prap.g_00679
OG0000696	Syaq.g_02447	Prap.g_00678
OG0000697	Syaq.g_02448	Prap.g_00677
OG0000698	Syaq.g_02451	Prap.g_00239
OG0000699	Syaq.g_02452	Prap.g_00240
OG0000700	Syaq.g_02453	Prap.g_00241
OG0000701	Syaq.g_02454	Prap.g_00242
OG0000702	Syaq.g_02467	Prap.g_00244
OG0000703	Syaq.g_02468	Prap.g_00245
OG0000704	Syaq.g_02470	Prap.g_00247
OG0000705	Syaq.g_02477	Prap.g_00250
OG0000706	Syaq.g_02478	Prap.g_00251
OG0000707	Syaq.g_02479	Prap.g_00252
OG0000708	Syaq.g_02482	Prap.g_00254
OG0000709	Syaq.g_02490	Prap.g_00258
OG0000710	Syaq.g_02494	Prap.g_00261
OG0000711	Syaq.g_02521	Prap.g_00279
OG0000712	Syaq.g_02523	Prap.g_00280
OG0000713	Syaq.g_02524	Prap.g_00281
OG0000714	Syaq.g_02527	Prap.g_00282
OG0000715	Syaq.g_02529	Prap.g_00284
OG0000716	Syaq.g_02533	Prap.g_00286
OG0000717	Syaq.g_02534	Prap.g_00287
OG0000718	Syaq.g_00072	Prap.g_00291
OG0000719	Syaq.g_00070	Prap.g_00293
OG0000720	Syaq.g_00057	Prap.g_00305
OG0000721	Syaq.g_00055	Prap.g_00309
OG0000722	Syaq.g_00054	Prap.g_00310
OG0000723	Syaq.g_00046	Prap.g_00314
OG0000724	Syaq.g_02685	Prap.g_00703
OG0000725	Syaq.g_02676	Prap.g_00709
OG0000726	Syaq.g_02675	Prap.g_00710
OG0000727	Syaq.g_02674	Prap.g_00711
OG0000728	Syaq.g_02672	Prap.g_00713
OG0000729	Syaq.g_01046	Prap.g_00539
OG0000730	Syaq.g_00561	Prap.g_00498
OG0000731	Syaq.g_00550	Prap.g_01366
OG0000732	Syaq.g_01098	Prap.g_01538
OG0000733	Syaq.g_01232	Prap.g_01882
OG0000734	Syaq.g_01479	Prap.g_00472
OG0000735	Syaq.g_00266	Prap.g_00470
OG0000736	Syaq.g_00265	Prap.g_00469
OG0000737	Syaq.g_00264	Prap.g_00468
OG0000738	Syaq.g_00258	Prap.g_00464
OG0000739	Syaq.g_00257	Prap.g_00463
OG0000740	Syaq.g_00256	Prap.g_00462
OG0000741	Syaq.g_00253	Prap.g_00460
OG0000742	Syaq.g_00250	Prap.g_00457
OG0000743	Syaq.g_00248	Prap.g_00455
OG0000744	Syaq.g_00247	Prap.g_00454
OG0000745	Syaq.g_00245	Prap.g_00453
OG0000746	Syaq.g_00242	Prap.g_00451
OG0000747	Syaq.g_00241	Prap.g_00450
OG0000748	Syaq.g_00227	Prap.g_00446
OG0000749	Syaq.g_00226	Prap.g_00445
OG0000750	Syaq.g_00225	Prap.g_00444
OG0000751	Syaq.g_00219	Prap.g_00441
OG0000752	Syaq.g_00217	Prap.g_00439
OG0000753	Syaq.g_00214	Prap.g_00437
OG0000754	Syaq.g_00209	Prap.g_00434
OG0000755	Syaq.g_00198	Prap.g_00428
OG0000756	Syaq.g_00197	Prap.g_00427
OG0000757	Syaq.g_00190	Prap.g_00420
OG0000758	Syaq.g_00189	Prap.g_00419
OG0000759	Syaq.g_00188	Prap.g_00418
OG0000760	Syaq.g_00187	Prap.g_00417
OG0000761	Syaq.g_00186	Prap.g_00416
OG0000762	Syaq.g_00183	Prap.g_00415
OG0000763	Syaq.g_00181	Prap.g_00413
OG0000764	Syaq.g_00180	Prap.g_00412
OG0000765	Syaq.g_00157	Prap.g_00404
OG0000766	Syaq.g_00156	Prap.g_00403
OG0000767	Syaq.g_00154	Prap.g_00401
OG0000768	Syaq.g_00153	Prap.g_00400
OG0000769	Syaq.g_00151	Prap.g_00398
OG0000770	Syaq.g_00148	Prap.g_01136
OG0000771	Syaq.g_02691	Prap.g_00217
OG0000772	Syaq.g_01887	Prap.g_01853
OG0000773	Syaq.g_00283	Prap.g_00552
OG0000774	Syaq.g_00288	Prap.g_00554
OG0000775	Syaq.g_00290	Prap.g_00556
OG0000776	Syaq.g_00291	Prap.g_00557
OG0000777	Syaq.g_00292	Prap.g_00558
OG0000778	Syaq.g_00293	Prap.g_00559
OG0000779	Syaq.g_00299	Prap.g_00563
OG0000780	Syaq.g_00304	Prap.g_00564
OG0000781	Syaq.g_00308	Prap.g_00568
OG0000782	Syaq.g_00309	Prap.g_00569
OG0000783	Syaq.g_00310	Prap.g_00570
OG0000784	Syaq.g_00311	Prap.g_00571
OG0000785	Syaq.g_00313	Prap.g_00573
OG0000786	Syaq.g_00328	Prap.g_00576
OG0000787	Syaq.g_00329	Prap.g_00577
OG0000788	Syaq.g_02099	Prap.g_01268
OG0000789	Syaq.g_02123	Prap.g_00220
OG0000790	Syaq.g_01758	Prap.g_00064
OG0000791	Syaq.g_01756	Prap.g_00066
OG0000792	Syaq.g_01755	Prap.g_00067
OG0000793	Syaq.g_01750	Prap.g_00070
OG0000794	Syaq.g_01749	Prap.g_00071
OG0000795	Syaq.g_01748	Prap.g_00072
OG0000796	Syaq.g_01744	Prap.g_00076
OG0000797	Syaq.g_01743	Prap.g_00077
OG0000799	Syaq.g_00341	Prap.g_00104
OG0000800	Syaq.g_00342	Prap.g_00105
OG0000801	Syaq.g_00343	Prap.g_00106
OG0000802	Syaq.g_00350	Prap.g_00108
OG0000803	Syaq.g_00353	Prap.g_00110
OG0000804	Syaq.g_00358	Prap.g_00111
OG0000805	Syaq.g_00360	Prap.g_00113
OG0000806	Syaq.g_00362	Prap.g_00115
OG0000807	Syaq.g_00364	Prap.g_00116
OG0000808	Syaq.g_00365	Prap.g_00117
OG0000809	Syaq.g_00369	Prap.g_00119
OG0000810	Syaq.g_00370	Prap.g_00120
OG0000811	Syaq.g_00378	Prap.g_00124
OG0000812	Syaq.g_00380	Prap.g_00126
OG0000813	Syaq.g_00381	Prap.g_00127
OG0000814	Syaq.g_00383	Prap.g_00129
OG0000815	Syaq.g_00384	Prap.g_00130
OG0000816	Syaq.g_00386	Prap.g_00132
OG0000817	Syaq.g_00387	Prap.g_00133
OG0000818	Syaq.g_00392	Prap.g_00138
OG0000819	Syaq.g_00393	Prap.g_00139
OG0000820	Syaq.g_00394	Prap.g_00140
OG0000821	Syaq.g_00400	Prap.g_00144
OG0000822	Syaq.g_00402	Prap.g_00145
OG0000823	Syaq.g_00403	Prap.g_00146
OG0000824	Syaq.g_00409	Prap.g_00149
OG0000825	Syaq.g_00410	Prap.g_00150
OG0000826	Syaq.g_00411	Prap.g_00151
OG0000827	Syaq.g_00412	Prap.g_00152
OG0000828	Syaq.g_00415	Prap.g_00155
OG0000829	Syaq.g_00416	Prap.g_00156
OG0000830	Syaq.g_00417	Prap.g_00157
OG0000831	Syaq.g_00419	Prap.g_00159
OG0000832	Syaq.g_01737	Prap.g_00169
OG0000833	Syaq.g_01725	Prap.g_00178
OG0000834	Syaq.g_01724	Prap.g_00179
OG0000835	Syaq.g_01723	Prap.g_00180
OG0000836	Syaq.g_01720	Prap.g_00181
OG0000837	Syaq.g_01719	Prap.g_00182
OG0000838	Syaq.g_01715	Prap.g_00184
OG0000839	Syaq.g_01714	Prap.g_00185
OG0000840	Syaq.g_01713	Prap.g_00186
OG0000841	Syaq.g_01712	Prap.g_00187
OG0000842	Syaq.g_01711	Prap.g_00188
OG0000843	Syaq.g_01710	Prap.g_00189
OG0000844	Syaq.g_01708	Prap.g_00190
OG0000845	Syaq.g_01707	Prap.g_00191
OG0000846	Syaq.g_01706	Prap.g_00192
OG0000847	Syaq.g_01705	Prap.g_00193
OG0000848	Syaq.g_01703	Prap.g_00194
OG0000849	Syaq.g_01702	Prap.g_00195
OG0000850	Syaq.g_01699	Prap.g_00197
OG0000851	Syaq.g_01696	Prap.g_00198
OG0000852	Syaq.g_01695	Prap.g_00199
OG0000853	Syaq.g_01691	Prap.g_00205
OG0000854	Syaq.g_01689	Prap.g_00207
OG0000855	Syaq.g_01688	Prap.g_00208
OG0000856	Syaq.g_02069	Prap.g_01139
OG0000857	Syaq.g_02357	Prap.g_00768
OG0000858	Syaq.g_01682	Prap.g_01786
OG0000859	Syaq.g_01681	Prap.g_01785
OG0000860	Syaq.g_01671	Prap.g_01777
OG0000861	Syaq.g_01670	Prap.g_01776
OG0000862	Syaq.g_01668	Prap.g_01775
OG0000863	Syaq.g_01665	Prap.g_01773
OG0000864	Syaq.g_01664	Prap.g_01772
OG0000865	Syaq.g_01663	Prap.g_01771
OG0000866	Syaq.g_01662	Prap.g_01770
OG0000867	Syaq.g_01661	Prap.g_01769
OG0000868	Syaq.g_01659	Prap.g_01767
OG0000869	Syaq.g_01656	Prap.g_01764
OG0000870	Syaq.g_01651	Prap.g_01759
OG0000871	Syaq.g_01650	Prap.g_01758
OG0000872	Syaq.g_01644	Prap.g_01757
OG0000873	Syaq.g_01641	Prap.g_01753
OG0000874	Syaq.g_01637	Prap.g_01750
OG0000875	Syaq.g_01633	Prap.g_01749
OG0000876	Syaq.g_01631	Prap.g_01748
OG0000877	Syaq.g_01628	Prap.g_01746
OG0000878	Syaq.g_01627	Prap.g_01745
OG0000879	Syaq.g_01626	Prap.g_01744
OG0000880	Syaq.g_01625	Prap.g_01743
OG0000881	Syaq.g_01621	Prap.g_01739
OG0000882	Syaq.g_01616	Prap.g_01734
OG0000883	Syaq.g_01613	Prap.g_01732
OG0000884	Syaq.g_01611	Prap.g_01730
OG0000885	Syaq.g_01610	Prap.g_01729
OG0000886	Syaq.g_01609	Prap.g_01728
OG0000887	Syaq.g_01608	Prap.g_01727
OG0000888	Syaq.g_01606	Prap.g_01725
OG0000889	Syaq.g_01604	Prap.g_01723
OG0000890	Syaq.g_01597	Prap.g_01722
OG0000891	Syaq.g_01596	Prap.g_01721
OG0000892	Syaq.g_01594	Prap.g_01719
OG0000893	Syaq.g_00695	Prap.g_01715
OG0000894	Syaq.g_00692	Prap.g_01712
OG0000895	Syaq.g_00688	Prap.g_01708
OG0000896	Syaq.g_00687	Prap.g_01707
OG0000897	Syaq.g_00685	Prap.g_01705
OG0000898	Syaq.g_00684	Prap.g_01704
OG0000899	Syaq.g_00683	Prap.g_01703
OG0000900	Syaq.g_00682	Prap.g_01702
OG0000901	Syaq.g_00677	Prap.g_01699
OG0000902	Syaq.g_00671	Prap.g_01697
OG0000903	Syaq.g_00655	Prap.g_01693
OG0000904	Syaq.g_00660	Prap.g_01689
OG0000905	Syaq.g_00666	Prap.g_01695
OG0000906	Syaq.g_00669	Prap.g_01696
OG0000907	Syaq.g_00653	Prap.g_01686
OG0000908	Syaq.g_00650	Prap.g_01683
OG0000909	Syaq.g_00649	Prap.g_01682
OG0000910	Syaq.g_00648	Prap.g_01681
OG0000911	Syaq.g_00646	Prap.g_01679
OG0000912	Syaq.g_00645	Prap.g_01678
OG0000913	Syaq.g_00644	Prap.g_01677
OG0000914	Syaq.g_00643	Prap.g_01676
OG0000915	Syaq.g_00641	Prap.g_01675
OG0000916	Syaq.g_00640	Prap.g_01674
OG0000917	Syaq.g_00639	Prap.g_01673
OG0000918	Syaq.g_00638	Prap.g_01672
OG0000919	Syaq.g_00637	Prap.g_01671
OG0000920	Syaq.g_00636	Prap.g_01670
OG0000921	Syaq.g_00635	Prap.g_01669
OG0000922	Syaq.g_00634	Prap.g_01668
OG0000923	Syaq.g_00630	Prap.g_01664
OG0000924	Syaq.g_00629	Prap.g_01663
OG0000925	Syaq.g_00628	Prap.g_01662
OG0000926	Syaq.g_00627	Prap.g_01661
OG0000927	Syaq.g_00625	Prap.g_01659
OG0000928	Syaq.g_00624	Prap.g_01658
OG0000929	Syaq.g_00623	Prap.g_01657
OG0000930	Syaq.g_00622	Prap.g_01656
OG0000931	Syaq.g_00621	Prap.g_01655
OG0000932	Syaq.g_00620	Prap.g_01654
OG0000933	Syaq.g_00614	Prap.g_01650
OG0000934	Syaq.g_00612	Prap.g_01647
OG0000935	Syaq.g_00611	Prap.g_01646
OG0000936	Syaq.g_00610	Prap.g_01645
OG0000937	Syaq.g_00609	Prap.g_01644
OG0000938	Syaq.g_00606	Prap.g_01641
OG0000939	Syaq.g_00604	Prap.g_01640
OG0000940	Syaq.g_00597	Prap.g_01633
OG0000941	Syaq.g_00595	Prap.g_01631
OG0000942	Syaq.g_00593	Prap.g_01629
OG0000943	Syaq.g_00592	Prap.g_01628
OG0000944	Syaq.g_00590	Prap.g_01626
OG0000945	Syaq.g_00588	Prap.g_01625
OG0000946	Syaq.g_00580	Prap.g_01620
OG0000947	Syaq.g_00577	Prap.g_01618
OG0000948	Syaq.g_00576	Prap.g_01617
OG0000949	Syaq.g_00971	Prap.g_01614
OG0000950	Syaq.g_00984	Prap.g_01607
OG0000951	Syaq.g_00991	Prap.g_01603
OG0000952	Syaq.g_01002	Prap.g_01599
OG0000953	Syaq.g_01006	Prap.g_01595
OG0000954	Syaq.g_01012	Prap.g_01591
OG0000955	Syaq.g_01013	Prap.g_01590
OG0000956	Syaq.g_01015	Prap.g_01588
OG0000957	Syaq.g_01026	Prap.g_01582
OG0000958	Syaq.g_01027	Prap.g_01581
OG0000959	Syaq.g_01031	Prap.g_01577
OG0000960	Syaq.g_01032	Prap.g_01576
OG0000961	Syaq.g_01043	Prap.g_01573
OG0000962	Syaq.g_01045	Prap.g_01571
OG0000963	Syaq.g_01049	Prap.g_01567
OG0000964	Syaq.g_01050	Prap.g_01566
OG0000965	Syaq.g_01051	Prap.g_01565
OG0000966	Syaq.g_01060	Prap.g_01559
OG0000967	Syaq.g_01067	Prap.g_01555
OG0000968	Syaq.g_01071	Prap.g_01553
OG0000969	Syaq.g_01078	Prap.g_01552
OG0000970	Syaq.g_01079	Prap.g_01551
OG0000971	Syaq.g_01081	Prap.g_01550
OG0000972	Syaq.g_01082	Prap.g_01549
OG0000973	Syaq.g_01083	Prap.g_01548
OG0000974	Syaq.g_01084	Prap.g_01547
OG0000975	Syaq.g_01085	Prap.g_01546
OG0000976	Syaq.g_01086	Prap.g_01545
OG0000977	Syaq.g_01088	Prap.g_01544
OG0000978	Syaq.g_01091	Prap.g_01543
OG0000979	Syaq.g_01094	Prap.g_01541
OG0000980	Syaq.g_01097	Prap.g_01539
OG0000981	Syaq.g_01100	Prap.g_01536
OG0000982	Syaq.g_01263	Prap.g_01534
OG0000983	Syaq.g_01262	Prap.g_01533
OG0000984	Syaq.g_01261	Prap.g_01532
OG0000985	Syaq.g_01257	Prap.g_01529
OG0000986	Syaq.g_01253	Prap.g_01527
OG0000987	Syaq.g_01251	Prap.g_01526
OG0000988	Syaq.g_01245	Prap.g_01523
OG0000989	Syaq.g_01239	Prap.g_01519
OG0000990	Syaq.g_01229	Prap.g_01515
OG0000991	Syaq.g_01225	Prap.g_01514
OG0000992	Syaq.g_01222	Prap.g_01511
OG0000993	Syaq.g_01221	Prap.g_01510
OG0000994	Syaq.g_01218	Prap.g_01509
OG0000995	Syaq.g_01212	Prap.g_01505
OG0000996	Syaq.g_01193	Prap.g_01504
OG0000997	Syaq.g_01184	Prap.g_01501
OG0000998	Syaq.g_01182	Prap.g_01499
OG0000999	Syaq.g_01181	Prap.g_01498
OG0001000	Syaq.g_01177	Prap.g_01495
OG0001001	Syaq.g_01172	Prap.g_01492
OG0001002	Syaq.g_01165	Prap.g_01874
OG0001003	Syaq.g_01163	Prap.g_01873
OG0001004	Syaq.g_01162	Prap.g_01872
OG0001005	Syaq.g_01161	Prap.g_01871
OG0001006	Syaq.g_01152	Prap.g_00056
OG0001007	Syaq.g_01150	Prap.g_00054
OG0001008	Syaq.g_00500	Prap.g_01329
OG0001009	Syaq.g_01118	Prap.g_00928
OG0001010	Syaq.g_01117	Prap.g_00927
OG0001011	Syaq.g_01115	Prap.g_00925
OG0001012	Syaq.g_01267	Prap.g_00911
OG0001013	Syaq.g_01289	Prap.g_00904
OG0001014	Syaq.g_01295	Prap.g_00901
OG0001015	Syaq.g_01296	Prap.g_00899
OG0001016	Syaq.g_01554	Prap.g_00877
OG0001017	Syaq.g_01548	Prap.g_01100
OG0001018	Syaq.g_01546	Prap.g_01098
OG0001019	Syaq.g_01524	Prap.g_01089
OG0001020	Syaq.g_01510	Prap.g_01088
OG0001021	Syaq.g_01506	Prap.g_01087
OG0001022	Syaq.g_01501	Prap.g_01084
OG0001023	Syaq.g_01500	Prap.g_01083
OG0001024	Syaq.g_01496	Prap.g_01079
OG0001025	Syaq.g_01490	Prap.g_01072
OG0001026	Syaq.g_01477	Prap.g_01063
OG0001027	Syaq.g_01474	Prap.g_01062
OG0001028	Syaq.g_01472	Prap.g_01060
OG0001029	Syaq.g_01470	Prap.g_01059
OG0001030	Syaq.g_01450	Prap.g_01043
OG0001031	Syaq.g_01378	Prap.g_00983
OG0001032	Syaq.g_01376	Prap.g_00982
OG0001033	Syaq.g_01344	Prap.g_00961
OG0001034	Syaq.g_01579	Prap.g_01476
OG0001035	Syaq.g_00726	Prap.g_01456
OG0001036	Syaq.g_00731	Prap.g_01452
OG0001037	Syaq.g_00733	Prap.g_01451
OG0001038	Syaq.g_00761	Prap.g_01432
OG0001039	Syaq.g_00764	Prap.g_01429
OG0001040	Syaq.g_00767	Prap.g_01427
OG0001041	Syaq.g_00772	Prap.g_01422
OG0001042	Syaq.g_00858	Prap.g_01405
OG0001044	Syaq.g_00560	Prap.g_01373
OG0001045	Syaq.g_00547	Prap.g_01364
OG0001046	Syaq.g_02509	Prap.g_01827
OG0001047	Syaq.g_00498	Prap.g_01327
OG0001048	Syaq.g_00497	Prap.g_01326
OG0001049	Syaq.g_00494	Prap.g_01324
OG0001050	Syaq.g_00493	Prap.g_01323
OG0001051	Syaq.g_00492	Prap.g_01322
OG0001052	Syaq.g_00446	Prap.g_01296
OG0001053	Syaq.g_01775	Prap.g_01284
OG0001054	Syaq.g_01794	Prap.g_01269
OG0001055	Syaq.g_01815	Prap.g_01250
OG0001056	Syaq.g_01843	Prap.g_01233
OG0001057	Syaq.g_00334	Prap.g_01228
OG0001058	Syaq.g_01931	Prap.g_01220
OG0001059	Syaq.g_01935	Prap.g_01216
OG0001060	Syaq.g_01941	Prap.g_01210
OG0001061	Syaq.g_01961	Prap.g_01195
OG0001062	Syaq.g_01963	Prap.g_01193
OG0001063	Syaq.g_01968	Prap.g_01191
OG0001064	Syaq.g_01969	Prap.g_01190
OG0001065	Syaq.g_01970	Prap.g_01189
OG0001066	Syaq.g_01971	Prap.g_01188
OG0001067	Syaq.g_01972	Prap.g_01187
OG0001068	Syaq.g_01973	Prap.g_01186
OG0001069	Syaq.g_01974	Prap.g_01185
OG0001070	Syaq.g_01978	Prap.g_01181
OG0001071	Syaq.g_01979	Prap.g_01180
OG0001072	Syaq.g_01983	Prap.g_01178
OG0001073	Syaq.g_01998	Prap.g_01164
OG0001074	Syaq.g_02132	Prap.g_01152
OG0001075	Syaq.g_02025	Prap.g_01151
OG0001076	Syaq.g_02060	Prap.g_01144
OG0001077	Syaq.g_02071	Prap.g_01138
OG0001078	Syaq.g_02083	Prap.g_00391
OG0001079	Syaq.g_02100	Prap.g_00379
OG0001080	Syaq.g_02161	Prap.g_00373
OG0001081	Syaq.g_02232	Prap.g_00371
OG0001082	Syaq.g_02233	Prap.g_00370
OG0001083	Syaq.g_02240	Prap.g_00365
OG0001084	Syaq.g_02241	Prap.g_00364
OG0001085	Syaq.g_02251	Prap.g_00831
OG0001086	Syaq.g_02253	Prap.g_00830
OG0001087	Syaq.g_02574	Prap.g_00812
OG0001088	Syaq.g_02576	Prap.g_00811
OG0001089	Syaq.g_02604	Prap.g_00800
OG0001090	Syaq.g_00024	Prap.g_00790
OG0001091	Syaq.g_00027	Prap.g_00344
OG0001092	Syaq.g_00029	Prap.g_00343
OG0001093	Syaq.g_00035	Prap.g_00338
OG0001094	Syaq.g_02334	Prap.g_00345
OG0001095	Syaq.g_02354	Prap.g_00770
OG0001096	Syaq.g_02370	Prap.g_00756
OG0001097	Syaq.g_02393	Prap.g_00736
OG0001098	Syaq.g_02415	Prap.g_00717
OG0001099	Syaq.g_01471	Prap.g_00655
OG0001100	Syaq.g_02262	Prap.g_00867
OG0001101	Syaq.g_02263	Prap.g_00864
OG0001102	Syaq.g_02266	Prap.g_00861
OG0001103	Syaq.g_02268	Prap.g_00859
OG0001104	Syaq.g_02316	Prap.g_00836
OG0001105	Syaq.g_02320	Prap.g_00832
OG0001106	Syaq.g_02471	Prap.g_00248
OG0001108	Syaq.g_02491	Prap.g_00259
OG0001109	Syaq.g_02493	Prap.g_00260
OG0001110	Syaq.g_02495	Prap.g_00262
OG0001111	Syaq.g_02497	Prap.g_00263
OG0001112	Syaq.g_02499	Prap.g_00264
OG0001113	Syaq.g_02539	Prap.g_00265
OG0001114	Syaq.g_02500	Prap.g_00266
OG0001115	Syaq.g_02504	Prap.g_00268
OG0001116	Syaq.g_02506	Prap.g_00269
OG0001117	Syaq.g_02507	Prap.g_00270
OG0001118	Syaq.g_02508	Prap.g_00271
OG0001119	Syaq.g_02510	Prap.g_00272
OG0001120	Syaq.g_02514	Prap.g_00274
OG0001122	Syaq.g_00069	Prap.g_00294
OG0001123	Syaq.g_00061	Prap.g_00300
OG0001124	Syaq.g_00060	Prap.g_00302
OG0001125	Syaq.g_00058	Prap.g_00304
OG0001126	Syaq.g_02693	Prap.g_00697
OG0001127	Syaq.g_02692	Prap.g_00698
OG0001128	Syaq.g_02689	Prap.g_00700
OG0001129	Syaq.g_02687	Prap.g_00701
OG0001130	Syaq.g_02686	Prap.g_00702
OG0001131	Syaq.g_02284	Prap.g_01345
OG0001132	Syaq.g_01872	Prap.g_00020
