Orthogroup	Syaq	Prbg
OG0000549	Syaq.g_01819	Prbg.g_00237
OG0000550	Syaq.g_01824	Prbg.g_00241
OG0000551	Syaq.g_01829	Prbg.g_00244
OG0000552	Syaq.g_01830	Prbg.g_00245
OG0000553	Syaq.g_01834	Prbg.g_00246
OG0000554	Syaq.g_01839	Prbg.g_00251
OG0000555	Syaq.g_01857	Prbg.g_00259
OG0000556	Syaq.g_01925	Prbg.g_00261
OG0000557	Syaq.g_01927	Prbg.g_00262
OG0000558	Syaq.g_01929	Prbg.g_00265
OG0000559	Syaq.g_01933	Prbg.g_00269
OG0000560	Syaq.g_01936	Prbg.g_00272
OG0000561	Syaq.g_01937	Prbg.g_00273
OG0000562	Syaq.g_01938	Prbg.g_00274
OG0000563	Syaq.g_01939	Prbg.g_00275
OG0000564	Syaq.g_01940	Prbg.g_00276
OG0000565	Syaq.g_01943	Prbg.g_00278
OG0000566	Syaq.g_01947	Prbg.g_00282
OG0000567	Syaq.g_01951	Prbg.g_00286
OG0000568	Syaq.g_01954	Prbg.g_00287
OG0000569	Syaq.g_01955	Prbg.g_00288
OG0000570	Syaq.g_01956	Prbg.g_00289
OG0000571	Syaq.g_01960	Prbg.g_00291
OG0000572	Syaq.g_01977	Prbg.g_00305
OG0000573	Syaq.g_01985	Prbg.g_00311
OG0000574	Syaq.g_01986	Prbg.g_00312
OG0000575	Syaq.g_01991	Prbg.g_00316
OG0000576	Syaq.g_01993	Prbg.g_00318
OG0000577	Syaq.g_01994	Prbg.g_00319
OG0000578	Syaq.g_01995	Prbg.g_00320
OG0000579	Syaq.g_01996	Prbg.g_00321
OG0000580	Syaq.g_01997	Prbg.g_00322
OG0000581	Syaq.g_02003	Prbg.g_00325
OG0000582	Syaq.g_02012	Prbg.g_00328
OG0000583	Syaq.g_02013	Prbg.g_00329
OG0000584	Syaq.g_02014	Prbg.g_00330
OG0000585	Syaq.g_02017	Prbg.g_00332
OG0000586	Syaq.g_02018	Prbg.g_00333
OG0000587	Syaq.g_02020	Prbg.g_00334
OG0000588	Syaq.g_02043	Prbg.g_00338
OG0000589	Syaq.g_02057	Prbg.g_00340
OG0000590	Syaq.g_02058	Prbg.g_00341
OG0000591	Syaq.g_02066	Prbg.g_00345
OG0000592	Syaq.g_02067	Prbg.g_00346
OG0000593	Syaq.g_02078	Prbg.g_01425
OG0000594	Syaq.g_02079	Prbg.g_01424
OG0000595	Syaq.g_02080	Prbg.g_01423
OG0000596	Syaq.g_02085	Prbg.g_01419
OG0000597	Syaq.g_02088	Prbg.g_01416
OG0000598	Syaq.g_02089	Prbg.g_01415
OG0000599	Syaq.g_02096	Prbg.g_01412
OG0000600	Syaq.g_02097	Prbg.g_01411
OG0000601	Syaq.g_02098	Prbg.g_01410
OG0000602	Syaq.g_02104	Prbg.g_01408
OG0000603	Syaq.g_02105	Prbg.g_01407
OG0000604	Syaq.g_02107	Prbg.g_01406
OG0000605	Syaq.g_02151	Prbg.g_01405
OG0000606	Syaq.g_02231	Prbg.g_01402
OG0000607	Syaq.g_02234	Prbg.g_01399
OG0000608	Syaq.g_02235	Prbg.g_01398
OG0000609	Syaq.g_02237	Prbg.g_01397
OG0000610	Syaq.g_02244	Prbg.g_01391
OG0000611	Syaq.g_02247	Prbg.g_01388
OG0000612	Syaq.g_02248	Prbg.g_01387
OG0000613	Syaq.g_00885	Prbg.g_01114
OG0000614	Syaq.g_02588	Prbg.g_01135
OG0000615	Syaq.g_02302	Prbg.g_01146
OG0000616	Syaq.g_01168	Prbg.g_01939
OG0000617	Syaq.g_00031	Prbg.g_01371
OG0000618	Syaq.g_00032	Prbg.g_01370
OG0000619	Syaq.g_00033	Prbg.g_01369
OG0000620	Syaq.g_00038	Prbg.g_01366
OG0000621	Syaq.g_00039	Prbg.g_01365
OG0000622	Syaq.g_00040	Prbg.g_01364
OG0000623	Syaq.g_00041	Prbg.g_01363
OG0000624	Syaq.g_00042	Prbg.g_01361
OG0000625	Syaq.g_00043	Prbg.g_01360
OG0000626	Syaq.g_00044	Prbg.g_01359
OG0000627	Syaq.g_02425	Prbg.g_01358
OG0000628	Syaq.g_02426	Prbg.g_01357
OG0000629	Syaq.g_02429	Prbg.g_01356
OG0000630	Syaq.g_02433	Prbg.g_01353
OG0000631	Syaq.g_02441	Prbg.g_01260
OG0000632	Syaq.g_02442	Prbg.g_01261
OG0000633	Syaq.g_02444	Prbg.g_01262
OG0000634	Syaq.g_02336	Prbg.g_01155
OG0000635	Syaq.g_02337	Prbg.g_01156
OG0000636	Syaq.g_02339	Prbg.g_01158
OG0000637	Syaq.g_02341	Prbg.g_01160
OG0000638	Syaq.g_02342	Prbg.g_01161
OG0000639	Syaq.g_02343	Prbg.g_01162
OG0000640	Syaq.g_02344	Prbg.g_01163
OG0000641	Syaq.g_02348	Prbg.g_01167
OG0000642	Syaq.g_02349	Prbg.g_01168
OG0000643	Syaq.g_02350	Prbg.g_01169
OG0000644	Syaq.g_02351	Prbg.g_01170
OG0000645	Syaq.g_02353	Prbg.g_01171
OG0000646	Syaq.g_02356	Prbg.g_01173
OG0000647	Syaq.g_02358	Prbg.g_01175
OG0000648	Syaq.g_02360	Prbg.g_01177
OG0000649	Syaq.g_02361	Prbg.g_01178
OG0000650	Syaq.g_02362	Prbg.g_01179
OG0000651	Syaq.g_02363	Prbg.g_01180
OG0000652	Syaq.g_02364	Prbg.g_01181
OG0000653	Syaq.g_02367	Prbg.g_01183
OG0000654	Syaq.g_02368	Prbg.g_01184
OG0000655	Syaq.g_02369	Prbg.g_01185
OG0000656	Syaq.g_02372	Prbg.g_01188
OG0000657	Syaq.g_02382	Prbg.g_01196
OG0000658	Syaq.g_02385	Prbg.g_01198
OG0000659	Syaq.g_02386	Prbg.g_01199
OG0000660	Syaq.g_02390	Prbg.g_01203
OG0000661	Syaq.g_02392	Prbg.g_01205
OG0000662	Syaq.g_02394	Prbg.g_01207
OG0000663	Syaq.g_02397	Prbg.g_01209
OG0000664	Syaq.g_02400	Prbg.g_01210
OG0000665	Syaq.g_02124	Prbg.g_01216
OG0000666	Syaq.g_02117	Prbg.g_01217
OG0000667	Syaq.g_02222	Prbg.g_01221
OG0000668	Syaq.g_00068	Prbg.g_01062
OG0000669	Syaq.g_02260	Prbg.g_01073
OG0000670	Syaq.g_00079	Prbg.g_01076
OG0000671	Syaq.g_02264	Prbg.g_01079
OG0000672	Syaq.g_02267	Prbg.g_01082
OG0000673	Syaq.g_02270	Prbg.g_01085
OG0000674	Syaq.g_02272	Prbg.g_01087
OG0000675	Syaq.g_02273	Prbg.g_01088
OG0000676	Syaq.g_02275	Prbg.g_01090
OG0000677	Syaq.g_02276	Prbg.g_01091
OG0000678	Syaq.g_02282	Prbg.g_01093
OG0000679	Syaq.g_02305	Prbg.g_01097
OG0000680	Syaq.g_02306	Prbg.g_01098
OG0000681	Syaq.g_02309	Prbg.g_01101
OG0000682	Syaq.g_02310	Prbg.g_01102
OG0000683	Syaq.g_02311	Prbg.g_01103
OG0000684	Syaq.g_02315	Prbg.g_01105
OG0000685	Syaq.g_02317	Prbg.g_01107
OG0000686	Syaq.g_02318	Prbg.g_01108
OG0000687	Syaq.g_02319	Prbg.g_01109
OG0000688	Syaq.g_02325	Prbg.g_01383
OG0000689	Syaq.g_02327	Prbg.g_01382
OG0000690	Syaq.g_02328	Prbg.g_01381
OG0000691	Syaq.g_02329	Prbg.g_01380
OG0000692	Syaq.g_02330	Prbg.g_01378
OG0000693	Syaq.g_02332	Prbg.g_01377
OG0000694	Syaq.g_02333	Prbg.g_01376
OG0000695	Syaq.g_02446	Prbg.g_01264
OG0000696	Syaq.g_02447	Prbg.g_01265
OG0000697	Syaq.g_02448	Prbg.g_01266
OG0000698	Syaq.g_02451	Prbg.g_01269
OG0000699	Syaq.g_02452	Prbg.g_01270
OG0000700	Syaq.g_02453	Prbg.g_01271
OG0000701	Syaq.g_02454	Prbg.g_01272
OG0000702	Syaq.g_02467	Prbg.g_01274
OG0000703	Syaq.g_02468	Prbg.g_01275
OG0000704	Syaq.g_02470	Prbg.g_01277
OG0000705	Syaq.g_02477	Prbg.g_01280
OG0000706	Syaq.g_02478	Prbg.g_01281
OG0000707	Syaq.g_02479	Prbg.g_01282
OG0000708	Syaq.g_02482	Prbg.g_01284
OG0000709	Syaq.g_02490	Prbg.g_01288
OG0000710	Syaq.g_02494	Prbg.g_01291
OG0000711	Syaq.g_02521	Prbg.g_01309
OG0000712	Syaq.g_02523	Prbg.g_01310
OG0000713	Syaq.g_02524	Prbg.g_01311
OG0000714	Syaq.g_02527	Prbg.g_01312
OG0000715	Syaq.g_02529	Prbg.g_01314
OG0000716	Syaq.g_02533	Prbg.g_01316
OG0000717	Syaq.g_02534	Prbg.g_01317
OG0000718	Syaq.g_00072	Prbg.g_01321
OG0000719	Syaq.g_00070	Prbg.g_01323
OG0000720	Syaq.g_00057	Prbg.g_01335
OG0000721	Syaq.g_00055	Prbg.g_01339
OG0000722	Syaq.g_00054	Prbg.g_01340
OG0000723	Syaq.g_00046	Prbg.g_01344
OG0000724	Syaq.g_02685	Prbg.g_01239
OG0000725	Syaq.g_02676	Prbg.g_01233
OG0000726	Syaq.g_02675	Prbg.g_01232
OG0000727	Syaq.g_02674	Prbg.g_01231
OG0000728	Syaq.g_02672	Prbg.g_01229
OG0000729	Syaq.g_01046	Prbg.g_00455
OG0000730	Syaq.g_00561	Prbg.g_01528
OG0000731	Syaq.g_00550	Prbg.g_00123
OG0000732	Syaq.g_01098	Prbg.g_01890
OG0000733	Syaq.g_01232	Prbg.g_00750
OG0000734	Syaq.g_01479	Prbg.g_01502
OG0000735	Syaq.g_00266	Prbg.g_01500
OG0000736	Syaq.g_00265	Prbg.g_01499
OG0000737	Syaq.g_00264	Prbg.g_01498
OG0000738	Syaq.g_00258	Prbg.g_01494
OG0000739	Syaq.g_00257	Prbg.g_01493
OG0000740	Syaq.g_00256	Prbg.g_01492
OG0000741	Syaq.g_00253	Prbg.g_01490
OG0000742	Syaq.g_00250	Prbg.g_01487
OG0000743	Syaq.g_00248	Prbg.g_01485
OG0000744	Syaq.g_00247	Prbg.g_01484
OG0000745	Syaq.g_00245	Prbg.g_01483
OG0000746	Syaq.g_00242	Prbg.g_01481
OG0000747	Syaq.g_00241	Prbg.g_01480
OG0000748	Syaq.g_00227	Prbg.g_01476
OG0000749	Syaq.g_00226	Prbg.g_01475
OG0000750	Syaq.g_00225	Prbg.g_01474
OG0000751	Syaq.g_00219	Prbg.g_01471
OG0000752	Syaq.g_00217	Prbg.g_01469
OG0000753	Syaq.g_00214	Prbg.g_01467
OG0000754	Syaq.g_00209	Prbg.g_01464
OG0000755	Syaq.g_00198	Prbg.g_01458
OG0000756	Syaq.g_00197	Prbg.g_01457
OG0000757	Syaq.g_00190	Prbg.g_01450
OG0000758	Syaq.g_00189	Prbg.g_01449
OG0000759	Syaq.g_00188	Prbg.g_01448
OG0000760	Syaq.g_00187	Prbg.g_01447
OG0000761	Syaq.g_00186	Prbg.g_01446
OG0000762	Syaq.g_00183	Prbg.g_01445
OG0000763	Syaq.g_00181	Prbg.g_01443
OG0000764	Syaq.g_00180	Prbg.g_01442
OG0000765	Syaq.g_00157	Prbg.g_01434
OG0000766	Syaq.g_00156	Prbg.g_01433
OG0000767	Syaq.g_00154	Prbg.g_01431
OG0000768	Syaq.g_00153	Prbg.g_01430
OG0000769	Syaq.g_00151	Prbg.g_01428
OG0000770	Syaq.g_00148	Prbg.g_00351
OG0000771	Syaq.g_02691	Prbg.g_00687
OG0000772	Syaq.g_01887	Prbg.g_01576
OG0000773	Syaq.g_00283	Prbg.g_00468
OG0000774	Syaq.g_00288	Prbg.g_00470
OG0000775	Syaq.g_00290	Prbg.g_00472
OG0000776	Syaq.g_00291	Prbg.g_00473
OG0000777	Syaq.g_00292	Prbg.g_00474
OG0000778	Syaq.g_00293	Prbg.g_00475
OG0000779	Syaq.g_00299	Prbg.g_00479
OG0000780	Syaq.g_00304	Prbg.g_00480
OG0000781	Syaq.g_00308	Prbg.g_00484
OG0000782	Syaq.g_00309	Prbg.g_00485
OG0000783	Syaq.g_00310	Prbg.g_00486
OG0000784	Syaq.g_00311	Prbg.g_00487
OG0000785	Syaq.g_00313	Prbg.g_00489
OG0000786	Syaq.g_00328	Prbg.g_00492
OG0000787	Syaq.g_00329	Prbg.g_00493
OG0000788	Syaq.g_02099	Prbg.g_00218
OG0000789	Syaq.g_02123	Prbg.g_00690
OG0000790	Syaq.g_01758	Prbg.g_00534
OG0000791	Syaq.g_01756	Prbg.g_00536
OG0000792	Syaq.g_01755	Prbg.g_00537
OG0000793	Syaq.g_01750	Prbg.g_00540
OG0000794	Syaq.g_01749	Prbg.g_00541
OG0000795	Syaq.g_01748	Prbg.g_00542
OG0000796	Syaq.g_01744	Prbg.g_00546
OG0000797	Syaq.g_01743	Prbg.g_00547
OG0000799	Syaq.g_00341	Prbg.g_00574
OG0000800	Syaq.g_00342	Prbg.g_00575
OG0000801	Syaq.g_00343	Prbg.g_00576
OG0000802	Syaq.g_00350	Prbg.g_00578
OG0000803	Syaq.g_00353	Prbg.g_00580
OG0000804	Syaq.g_00358	Prbg.g_00581
OG0000805	Syaq.g_00360	Prbg.g_00583
OG0000806	Syaq.g_00362	Prbg.g_00585
OG0000807	Syaq.g_00364	Prbg.g_00586
OG0000808	Syaq.g_00365	Prbg.g_00587
OG0000809	Syaq.g_00369	Prbg.g_00589
OG0000810	Syaq.g_00370	Prbg.g_00590
OG0000811	Syaq.g_00378	Prbg.g_00594
OG0000812	Syaq.g_00380	Prbg.g_00596
OG0000813	Syaq.g_00381	Prbg.g_00597
OG0000814	Syaq.g_00383	Prbg.g_00599
OG0000815	Syaq.g_00384	Prbg.g_00600
OG0000816	Syaq.g_00386	Prbg.g_00602
OG0000817	Syaq.g_00387	Prbg.g_00603
OG0000818	Syaq.g_00392	Prbg.g_00608
OG0000819	Syaq.g_00393	Prbg.g_00609
OG0000820	Syaq.g_00394	Prbg.g_00610
OG0000821	Syaq.g_00400	Prbg.g_00614
OG0000822	Syaq.g_00402	Prbg.g_00615
OG0000823	Syaq.g_00403	Prbg.g_00616
OG0000824	Syaq.g_00409	Prbg.g_00619
OG0000825	Syaq.g_00410	Prbg.g_00620
OG0000826	Syaq.g_00411	Prbg.g_00621
OG0000827	Syaq.g_00412	Prbg.g_00622
OG0000828	Syaq.g_00415	Prbg.g_00625
OG0000829	Syaq.g_00416	Prbg.g_00626
OG0000830	Syaq.g_00417	Prbg.g_00627
OG0000831	Syaq.g_00419	Prbg.g_00629
OG0000832	Syaq.g_01737	Prbg.g_00639
OG0000833	Syaq.g_01725	Prbg.g_00648
OG0000834	Syaq.g_01724	Prbg.g_00649
OG0000835	Syaq.g_01723	Prbg.g_00650
OG0000836	Syaq.g_01720	Prbg.g_00651
OG0000837	Syaq.g_01719	Prbg.g_00652
OG0000838	Syaq.g_01715	Prbg.g_00654
OG0000839	Syaq.g_01714	Prbg.g_00655
OG0000840	Syaq.g_01713	Prbg.g_00656
OG0000841	Syaq.g_01712	Prbg.g_00657
OG0000842	Syaq.g_01711	Prbg.g_00658
OG0000843	Syaq.g_01710	Prbg.g_00659
OG0000844	Syaq.g_01708	Prbg.g_00660
OG0000845	Syaq.g_01707	Prbg.g_00661
OG0000846	Syaq.g_01706	Prbg.g_00662
OG0000847	Syaq.g_01705	Prbg.g_00663
OG0000848	Syaq.g_01703	Prbg.g_00664
OG0000849	Syaq.g_01702	Prbg.g_00665
OG0000850	Syaq.g_01699	Prbg.g_00667
OG0000851	Syaq.g_01696	Prbg.g_00668
OG0000852	Syaq.g_01695	Prbg.g_00669
OG0000853	Syaq.g_01691	Prbg.g_00675
OG0000854	Syaq.g_01689	Prbg.g_00677
OG0000855	Syaq.g_01688	Prbg.g_00678
OG0000856	Syaq.g_02069	Prbg.g_00348
OG0000857	Syaq.g_02357	Prbg.g_01174
OG0000858	Syaq.g_01682	Prbg.g_01643
OG0000859	Syaq.g_01681	Prbg.g_01644
OG0000860	Syaq.g_01671	Prbg.g_01652
OG0000861	Syaq.g_01670	Prbg.g_01653
OG0000862	Syaq.g_01668	Prbg.g_01654
OG0000863	Syaq.g_01665	Prbg.g_01656
OG0000864	Syaq.g_01664	Prbg.g_01657
OG0000865	Syaq.g_01663	Prbg.g_01658
OG0000866	Syaq.g_01662	Prbg.g_01659
OG0000867	Syaq.g_01661	Prbg.g_01660
OG0000868	Syaq.g_01659	Prbg.g_01662
OG0000869	Syaq.g_01656	Prbg.g_01665
OG0000870	Syaq.g_01651	Prbg.g_01670
OG0000871	Syaq.g_01650	Prbg.g_01671
OG0000872	Syaq.g_01644	Prbg.g_01672
OG0000873	Syaq.g_01641	Prbg.g_01675
OG0000874	Syaq.g_01637	Prbg.g_01678
OG0000875	Syaq.g_01633	Prbg.g_01679
OG0000876	Syaq.g_01631	Prbg.g_01680
OG0000877	Syaq.g_01628	Prbg.g_01682
OG0000878	Syaq.g_01627	Prbg.g_01683
OG0000879	Syaq.g_01626	Prbg.g_01684
OG0000880	Syaq.g_01625	Prbg.g_01685
OG0000881	Syaq.g_01621	Prbg.g_01689
OG0000882	Syaq.g_01616	Prbg.g_01694
OG0000883	Syaq.g_01613	Prbg.g_01696
OG0000884	Syaq.g_01611	Prbg.g_01698
OG0000885	Syaq.g_01610	Prbg.g_01699
OG0000886	Syaq.g_01609	Prbg.g_01700
OG0000887	Syaq.g_01608	Prbg.g_01701
OG0000888	Syaq.g_01606	Prbg.g_01703
OG0000889	Syaq.g_01604	Prbg.g_01705
OG0000890	Syaq.g_01597	Prbg.g_01706
OG0000891	Syaq.g_01596	Prbg.g_01707
OG0000892	Syaq.g_01594	Prbg.g_01709
OG0000893	Syaq.g_00695	Prbg.g_01713
OG0000894	Syaq.g_00692	Prbg.g_01716
OG0000895	Syaq.g_00688	Prbg.g_01720
OG0000896	Syaq.g_00687	Prbg.g_01721
OG0000897	Syaq.g_00685	Prbg.g_01723
OG0000898	Syaq.g_00684	Prbg.g_01724
OG0000899	Syaq.g_00683	Prbg.g_01725
OG0000900	Syaq.g_00682	Prbg.g_01726
OG0000901	Syaq.g_00677	Prbg.g_01729
OG0000902	Syaq.g_00671	Prbg.g_01731
OG0000903	Syaq.g_00655	Prbg.g_01735
OG0000904	Syaq.g_00660	Prbg.g_01739
OG0000905	Syaq.g_00666	Prbg.g_01733
OG0000906	Syaq.g_00669	Prbg.g_01732
OG0000907	Syaq.g_00653	Prbg.g_01742
OG0000908	Syaq.g_00650	Prbg.g_01745
OG0000909	Syaq.g_00649	Prbg.g_01746
OG0000910	Syaq.g_00648	Prbg.g_01747
OG0000911	Syaq.g_00646	Prbg.g_01749
OG0000912	Syaq.g_00645	Prbg.g_01750
OG0000913	Syaq.g_00644	Prbg.g_01751
OG0000914	Syaq.g_00643	Prbg.g_01752
OG0000915	Syaq.g_00641	Prbg.g_01753
OG0000916	Syaq.g_00640	Prbg.g_01754
OG0000917	Syaq.g_00639	Prbg.g_01755
OG0000918	Syaq.g_00638	Prbg.g_01756
OG0000919	Syaq.g_00637	Prbg.g_01757
OG0000920	Syaq.g_00636	Prbg.g_01758
OG0000921	Syaq.g_00635	Prbg.g_01759
OG0000922	Syaq.g_00634	Prbg.g_01760
OG0000923	Syaq.g_00630	Prbg.g_01764
OG0000924	Syaq.g_00629	Prbg.g_01765
OG0000925	Syaq.g_00628	Prbg.g_01766
OG0000926	Syaq.g_00627	Prbg.g_01767
OG0000927	Syaq.g_00625	Prbg.g_01769
OG0000928	Syaq.g_00624	Prbg.g_01770
OG0000929	Syaq.g_00623	Prbg.g_01771
OG0000930	Syaq.g_00622	Prbg.g_01772
OG0000931	Syaq.g_00621	Prbg.g_01773
OG0000932	Syaq.g_00620	Prbg.g_01774
OG0000933	Syaq.g_00614	Prbg.g_01778
OG0000934	Syaq.g_00612	Prbg.g_01780
OG0000935	Syaq.g_00611	Prbg.g_01781
OG0000936	Syaq.g_00610	Prbg.g_01782
OG0000937	Syaq.g_00609	Prbg.g_01783
OG0000938	Syaq.g_00606	Prbg.g_01786
OG0000939	Syaq.g_00604	Prbg.g_01787
OG0000940	Syaq.g_00597	Prbg.g_01794
OG0000941	Syaq.g_00595	Prbg.g_01796
OG0000942	Syaq.g_00593	Prbg.g_01798
OG0000943	Syaq.g_00592	Prbg.g_01799
OG0000944	Syaq.g_00590	Prbg.g_01801
OG0000945	Syaq.g_00588	Prbg.g_01802
OG0000946	Syaq.g_00580	Prbg.g_01807
OG0000947	Syaq.g_00577	Prbg.g_01809
OG0000948	Syaq.g_00576	Prbg.g_01810
OG0000949	Syaq.g_00971	Prbg.g_01813
OG0000950	Syaq.g_00984	Prbg.g_01820
OG0000951	Syaq.g_00991	Prbg.g_01824
OG0000952	Syaq.g_01002	Prbg.g_01828
OG0000953	Syaq.g_01006	Prbg.g_01832
OG0000954	Syaq.g_01012	Prbg.g_01836
OG0000955	Syaq.g_01013	Prbg.g_01837
OG0000956	Syaq.g_01015	Prbg.g_01839
OG0000957	Syaq.g_01026	Prbg.g_01845
OG0000958	Syaq.g_01027	Prbg.g_01846
OG0000959	Syaq.g_01031	Prbg.g_01850
OG0000960	Syaq.g_01032	Prbg.g_01851
OG0000961	Syaq.g_01043	Prbg.g_01854
OG0000962	Syaq.g_01045	Prbg.g_01856
OG0000963	Syaq.g_01049	Prbg.g_01860
OG0000964	Syaq.g_01050	Prbg.g_01861
OG0000965	Syaq.g_01051	Prbg.g_01862
OG0000966	Syaq.g_01060	Prbg.g_01868
OG0000967	Syaq.g_01067	Prbg.g_01872
OG0000968	Syaq.g_01071	Prbg.g_01874
OG0000969	Syaq.g_01078	Prbg.g_01875
OG0000970	Syaq.g_01079	Prbg.g_01876
OG0000971	Syaq.g_01081	Prbg.g_01877
OG0000972	Syaq.g_01082	Prbg.g_01878
OG0000973	Syaq.g_01083	Prbg.g_01879
OG0000974	Syaq.g_01084	Prbg.g_01880
OG0000975	Syaq.g_01085	Prbg.g_01881
OG0000976	Syaq.g_01086	Prbg.g_01882
OG0000977	Syaq.g_01088	Prbg.g_01883
OG0000978	Syaq.g_01091	Prbg.g_01884
OG0000979	Syaq.g_01094	Prbg.g_01887
OG0000980	Syaq.g_01097	Prbg.g_01889
OG0000981	Syaq.g_01100	Prbg.g_01892
OG0000982	Syaq.g_01263	Prbg.g_01894
OG0000983	Syaq.g_01262	Prbg.g_01895
OG0000984	Syaq.g_01261	Prbg.g_01896
OG0000985	Syaq.g_01257	Prbg.g_01899
OG0000986	Syaq.g_01253	Prbg.g_01901
OG0000987	Syaq.g_01251	Prbg.g_01902
OG0000988	Syaq.g_01245	Prbg.g_01905
OG0000989	Syaq.g_01239	Prbg.g_01909
OG0000990	Syaq.g_01229	Prbg.g_01913
OG0000991	Syaq.g_01225	Prbg.g_01914
OG0000992	Syaq.g_01222	Prbg.g_01917
OG0000993	Syaq.g_01221	Prbg.g_01918
OG0000994	Syaq.g_01218	Prbg.g_01919
OG0000995	Syaq.g_01212	Prbg.g_01923
OG0000996	Syaq.g_01193	Prbg.g_01924
OG0000997	Syaq.g_01184	Prbg.g_01927
OG0000998	Syaq.g_01182	Prbg.g_01929
OG0000999	Syaq.g_01181	Prbg.g_01930
OG0001000	Syaq.g_01177	Prbg.g_01933
OG0001001	Syaq.g_01172	Prbg.g_01936
OG0001002	Syaq.g_01165	Prbg.g_00758
OG0001003	Syaq.g_01163	Prbg.g_00759
OG0001004	Syaq.g_01162	Prbg.g_00760
OG0001005	Syaq.g_01161	Prbg.g_00761
OG0001006	Syaq.g_01152	Prbg.g_00765
OG0001007	Syaq.g_01150	Prbg.g_00767
OG0001008	Syaq.g_00500	Prbg.g_00157
OG0001009	Syaq.g_01118	Prbg.g_00847
OG0001010	Syaq.g_01117	Prbg.g_00846
OG0001011	Syaq.g_01115	Prbg.g_00844
OG0001012	Syaq.g_01267	Prbg.g_00830
OG0001013	Syaq.g_01289	Prbg.g_00823
OG0001014	Syaq.g_01295	Prbg.g_00820
OG0001015	Syaq.g_01296	Prbg.g_00818
OG0001016	Syaq.g_01554	Prbg.g_00796
OG0001017	Syaq.g_01548	Prbg.g_00792
OG0001018	Syaq.g_01546	Prbg.g_00790
OG0001019	Syaq.g_01524	Prbg.g_00781
OG0001020	Syaq.g_01510	Prbg.g_00780
OG0001021	Syaq.g_01506	Prbg.g_00861
OG0001022	Syaq.g_01501	Prbg.g_00864
OG0001023	Syaq.g_01500	Prbg.g_00865
OG0001024	Syaq.g_01496	Prbg.g_00869
OG0001025	Syaq.g_01490	Prbg.g_00876
OG0001026	Syaq.g_01477	Prbg.g_00885
OG0001027	Syaq.g_01474	Prbg.g_00886
OG0001028	Syaq.g_01472	Prbg.g_00888
OG0001029	Syaq.g_01470	Prbg.g_00889
OG0001030	Syaq.g_01450	Prbg.g_00905
OG0001031	Syaq.g_01378	Prbg.g_00965
OG0001032	Syaq.g_01376	Prbg.g_00966
OG0001033	Syaq.g_01344	Prbg.g_00987
OG0001034	Syaq.g_01579	Prbg.g_01018
OG0001035	Syaq.g_00726	Prbg.g_01038
OG0001036	Syaq.g_00731	Prbg.g_01042
OG0001037	Syaq.g_00733	Prbg.g_01043
OG0001038	Syaq.g_00761	Prbg.g_00057
OG0001039	Syaq.g_00764	Prbg.g_00060
OG0001040	Syaq.g_00767	Prbg.g_00062
OG0001041	Syaq.g_00772	Prbg.g_00067
OG0001042	Syaq.g_00858	Prbg.g_00084
OG0001044	Syaq.g_00560	Prbg.g_00116
OG0001045	Syaq.g_00547	Prbg.g_00125
OG0001046	Syaq.g_02509	Prbg.g_01602
OG0001047	Syaq.g_00498	Prbg.g_00159
OG0001048	Syaq.g_00497	Prbg.g_00160
OG0001049	Syaq.g_00494	Prbg.g_00162
OG0001050	Syaq.g_00493	Prbg.g_00163
OG0001051	Syaq.g_00492	Prbg.g_00164
OG0001052	Syaq.g_00446	Prbg.g_00190
OG0001053	Syaq.g_01775	Prbg.g_00202
OG0001054	Syaq.g_01794	Prbg.g_00217
OG0001055	Syaq.g_01815	Prbg.g_00236
OG0001056	Syaq.g_01843	Prbg.g_00253
OG0001057	Syaq.g_00334	Prbg.g_00258
OG0001058	Syaq.g_01931	Prbg.g_00267
OG0001059	Syaq.g_01935	Prbg.g_00271
OG0001060	Syaq.g_01941	Prbg.g_00277
OG0001061	Syaq.g_01961	Prbg.g_00292
OG0001062	Syaq.g_01963	Prbg.g_00294
OG0001063	Syaq.g_01968	Prbg.g_00296
OG0001064	Syaq.g_01969	Prbg.g_00297
OG0001065	Syaq.g_01970	Prbg.g_00298
OG0001066	Syaq.g_01971	Prbg.g_00299
OG0001067	Syaq.g_01972	Prbg.g_00300
OG0001068	Syaq.g_01973	Prbg.g_00301
OG0001069	Syaq.g_01974	Prbg.g_00302
OG0001070	Syaq.g_01978	Prbg.g_00306
OG0001071	Syaq.g_01979	Prbg.g_00307
OG0001072	Syaq.g_01983	Prbg.g_00309
OG0001073	Syaq.g_01998	Prbg.g_00323
OG0001074	Syaq.g_02132	Prbg.g_00335
OG0001075	Syaq.g_02025	Prbg.g_00336
OG0001076	Syaq.g_02060	Prbg.g_00343
OG0001077	Syaq.g_02071	Prbg.g_00349
OG0001078	Syaq.g_02083	Prbg.g_01421
OG0001079	Syaq.g_02100	Prbg.g_01409
OG0001080	Syaq.g_02161	Prbg.g_01403
OG0001081	Syaq.g_02232	Prbg.g_01401
OG0001082	Syaq.g_02233	Prbg.g_01400
OG0001083	Syaq.g_02240	Prbg.g_01395
OG0001084	Syaq.g_02241	Prbg.g_01394
OG0001085	Syaq.g_02251	Prbg.g_01111
OG0001086	Syaq.g_02253	Prbg.g_01112
OG0001087	Syaq.g_02574	Prbg.g_01130
