Orthogroup	Syaq	Prbi
OG0000548	Syaq.g_01814	Prbi.g_00519
OG0000549	Syaq.g_01819	Prbi.g_00521
OG0000550	Syaq.g_01824	Prbi.g_00526
OG0000551	Syaq.g_01829	Prbi.g_00530
OG0000552	Syaq.g_01830	Prbi.g_00531
OG0000553	Syaq.g_01834	Prbi.g_00532
OG0000554	Syaq.g_01839	Prbi.g_00537
OG0000555	Syaq.g_01857	Prbi.g_00545
OG0000556	Syaq.g_01925	Prbi.g_00547
OG0000557	Syaq.g_01927	Prbi.g_00548
OG0000558	Syaq.g_01929	Prbi.g_00550
OG0000559	Syaq.g_01933	Prbi.g_00554
OG0000560	Syaq.g_01936	Prbi.g_00557
OG0000561	Syaq.g_01937	Prbi.g_00558
OG0000562	Syaq.g_01938	Prbi.g_00559
OG0000563	Syaq.g_01939	Prbi.g_00560
OG0000564	Syaq.g_01940	Prbi.g_00561
OG0000565	Syaq.g_01943	Prbi.g_00564
OG0000566	Syaq.g_01947	Prbi.g_00566
OG0000567	Syaq.g_01951	Prbi.g_00570
OG0000568	Syaq.g_01954	Prbi.g_00571
OG0000569	Syaq.g_01955	Prbi.g_00572
OG0000570	Syaq.g_01956	Prbi.g_00573
OG0000571	Syaq.g_01960	Prbi.g_00575
OG0000572	Syaq.g_01977	Prbi.g_00588
OG0000573	Syaq.g_01985	Prbi.g_00594
OG0000574	Syaq.g_01986	Prbi.g_00595
OG0000575	Syaq.g_01991	Prbi.g_00599
OG0000576	Syaq.g_01993	Prbi.g_00601
OG0000577	Syaq.g_01994	Prbi.g_00602
OG0000578	Syaq.g_01995	Prbi.g_00603
OG0000579	Syaq.g_01996	Prbi.g_00604
OG0000580	Syaq.g_01997	Prbi.g_00605
OG0000581	Syaq.g_02003	Prbi.g_00607
OG0000582	Syaq.g_02012	Prbi.g_00610
OG0000583	Syaq.g_02013	Prbi.g_00611
OG0000584	Syaq.g_02014	Prbi.g_00612
OG0000585	Syaq.g_02017	Prbi.g_00614
OG0000586	Syaq.g_02018	Prbi.g_00615
OG0000587	Syaq.g_02020	Prbi.g_00616
OG0000588	Syaq.g_02043	Prbi.g_00620
OG0000589	Syaq.g_02057	Prbi.g_00623
OG0000590	Syaq.g_02058	Prbi.g_00624
OG0000591	Syaq.g_02066	Prbi.g_00627
OG0000592	Syaq.g_02067	Prbi.g_00628
OG0000593	Syaq.g_02078	Prbi.g_00635
OG0000594	Syaq.g_02079	Prbi.g_00636
OG0000595	Syaq.g_02080	Prbi.g_00637
OG0000596	Syaq.g_02085	Prbi.g_00641
OG0000597	Syaq.g_02088	Prbi.g_00643
OG0000598	Syaq.g_02089	Prbi.g_00644
OG0000599	Syaq.g_02096	Prbi.g_00647
OG0000600	Syaq.g_02097	Prbi.g_00648
OG0000601	Syaq.g_02098	Prbi.g_00649
OG0000602	Syaq.g_02104	Prbi.g_00651
OG0000603	Syaq.g_02105	Prbi.g_00652
OG0000604	Syaq.g_02107	Prbi.g_00653
OG0000605	Syaq.g_02151	Prbi.g_00654
OG0000606	Syaq.g_02231	Prbi.g_00657
OG0000607	Syaq.g_02234	Prbi.g_00660
OG0000608	Syaq.g_02235	Prbi.g_00661
OG0000609	Syaq.g_02237	Prbi.g_00662
OG0000610	Syaq.g_02244	Prbi.g_00667
OG0000611	Syaq.g_02247	Prbi.g_00670
OG0000612	Syaq.g_02248	Prbi.g_00671
OG0000613	Syaq.g_00885	Prbi.g_00676
OG0000614	Syaq.g_02588	Prbi.g_00695
OG0000615	Syaq.g_02302	Prbi.g_00704
OG0000616	Syaq.g_01168	Prbi.g_00708
OG0000617	Syaq.g_00031	Prbi.g_00751
OG0000618	Syaq.g_00032	Prbi.g_00752
OG0000619	Syaq.g_00033	Prbi.g_00753
OG0000620	Syaq.g_00038	Prbi.g_00756
OG0000621	Syaq.g_00039	Prbi.g_00757
OG0000622	Syaq.g_00040	Prbi.g_00758
OG0000623	Syaq.g_00041	Prbi.g_00759
OG0000624	Syaq.g_00042	Prbi.g_00760
OG0000625	Syaq.g_00043	Prbi.g_00761
OG0000626	Syaq.g_00044	Prbi.g_00762
OG0000627	Syaq.g_02425	Prbi.g_00763
OG0000628	Syaq.g_02426	Prbi.g_00764
OG0000629	Syaq.g_02429	Prbi.g_00765
OG0000630	Syaq.g_02433	Prbi.g_00768
OG0000631	Syaq.g_02441	Prbi.g_00838
OG0000632	Syaq.g_02442	Prbi.g_00839
OG0000633	Syaq.g_02444	Prbi.g_00840
OG0000634	Syaq.g_02336	Prbi.g_00843
OG0000635	Syaq.g_02337	Prbi.g_00844
OG0000636	Syaq.g_02339	Prbi.g_00846
OG0000637	Syaq.g_02341	Prbi.g_00848
OG0000638	Syaq.g_02342	Prbi.g_00849
OG0000639	Syaq.g_02343	Prbi.g_00850
OG0000640	Syaq.g_02344	Prbi.g_00851
OG0000641	Syaq.g_02348	Prbi.g_00855
OG0000642	Syaq.g_02349	Prbi.g_00856
OG0000643	Syaq.g_02350	Prbi.g_00857
OG0000644	Syaq.g_02351	Prbi.g_00858
OG0000645	Syaq.g_02353	Prbi.g_00859
OG0000646	Syaq.g_02356	Prbi.g_00861
OG0000647	Syaq.g_02358	Prbi.g_00862
OG0000648	Syaq.g_02360	Prbi.g_00864
OG0000649	Syaq.g_02361	Prbi.g_00865
OG0000650	Syaq.g_02362	Prbi.g_00866
OG0000651	Syaq.g_02363	Prbi.g_00867
OG0000652	Syaq.g_02364	Prbi.g_00868
OG0000653	Syaq.g_02367	Prbi.g_00870
OG0000654	Syaq.g_02368	Prbi.g_00871
OG0000655	Syaq.g_02369	Prbi.g_00872
OG0000656	Syaq.g_02372	Prbi.g_00875
OG0000657	Syaq.g_02382	Prbi.g_00883
OG0000658	Syaq.g_02385	Prbi.g_00884
OG0000659	Syaq.g_02386	Prbi.g_00885
OG0000660	Syaq.g_02390	Prbi.g_00889
OG0000661	Syaq.g_02392	Prbi.g_00891
OG0000662	Syaq.g_02394	Prbi.g_00893
OG0000663	Syaq.g_02397	Prbi.g_00895
OG0000664	Syaq.g_02400	Prbi.g_00896
OG0000665	Syaq.g_02124	Prbi.g_00900
OG0000666	Syaq.g_02117	Prbi.g_00901
OG0000667	Syaq.g_02222	Prbi.g_00905
OG0000668	Syaq.g_00068	Prbi.g_00934
OG0000669	Syaq.g_02260	Prbi.g_00942
OG0000670	Syaq.g_00079	Prbi.g_00944
OG0000671	Syaq.g_02264	Prbi.g_00946
OG0000672	Syaq.g_02267	Prbi.g_00949
OG0000673	Syaq.g_02270	Prbi.g_00952
OG0000674	Syaq.g_02272	Prbi.g_00954
OG0000675	Syaq.g_02273	Prbi.g_00955
OG0000676	Syaq.g_02275	Prbi.g_00957
OG0000677	Syaq.g_02276	Prbi.g_00958
OG0000678	Syaq.g_02282	Prbi.g_00960
OG0000679	Syaq.g_02305	Prbi.g_00964
OG0000680	Syaq.g_02306	Prbi.g_00965
OG0000681	Syaq.g_02309	Prbi.g_00968
OG0000682	Syaq.g_02310	Prbi.g_00969
OG0000683	Syaq.g_02311	Prbi.g_00970
OG0000684	Syaq.g_02315	Prbi.g_00971
OG0000685	Syaq.g_02317	Prbi.g_00973
OG0000686	Syaq.g_02318	Prbi.g_00974
OG0000687	Syaq.g_02319	Prbi.g_00975
OG0000688	Syaq.g_02325	Prbi.g_00978
OG0000689	Syaq.g_02327	Prbi.g_00979
OG0000690	Syaq.g_02328	Prbi.g_00980
OG0000691	Syaq.g_02329	Prbi.g_00981
OG0000692	Syaq.g_02330	Prbi.g_00983
OG0000693	Syaq.g_02332	Prbi.g_00984
OG0000694	Syaq.g_02333	Prbi.g_00985
OG0000695	Syaq.g_02446	Prbi.g_00987
OG0000696	Syaq.g_02447	Prbi.g_00988
OG0000697	Syaq.g_02448	Prbi.g_00989
OG0000698	Syaq.g_02451	Prbi.g_00992
OG0000699	Syaq.g_02452	Prbi.g_00993
OG0000700	Syaq.g_02453	Prbi.g_00994
OG0000701	Syaq.g_02454	Prbi.g_00995
OG0000702	Syaq.g_02467	Prbi.g_00997
OG0000703	Syaq.g_02468	Prbi.g_00998
OG0000704	Syaq.g_02470	Prbi.g_00999
OG0000705	Syaq.g_02477	Prbi.g_01003
OG0000706	Syaq.g_02478	Prbi.g_01004
OG0000707	Syaq.g_02479	Prbi.g_01005
OG0000708	Syaq.g_02482	Prbi.g_01006
OG0000709	Syaq.g_02490	Prbi.g_01010
OG0000710	Syaq.g_02494	Prbi.g_01013
OG0000711	Syaq.g_02521	Prbi.g_01030
OG0000712	Syaq.g_02523	Prbi.g_01032
OG0000713	Syaq.g_02524	Prbi.g_01033
OG0000714	Syaq.g_02527	Prbi.g_01034
OG0000715	Syaq.g_02529	Prbi.g_01036
OG0000716	Syaq.g_02533	Prbi.g_01038
OG0000717	Syaq.g_02534	Prbi.g_01039
OG0000718	Syaq.g_00072	Prbi.g_01055
OG0000719	Syaq.g_00070	Prbi.g_01057
OG0000720	Syaq.g_00057	Prbi.g_01066
OG0000721	Syaq.g_00055	Prbi.g_01068
OG0000722	Syaq.g_00054	Prbi.g_01069
OG0000723	Syaq.g_00046	Prbi.g_01072
OG0000724	Syaq.g_02685	Prbi.g_01081
OG0000725	Syaq.g_02676	Prbi.g_01087
OG0000726	Syaq.g_02675	Prbi.g_01088
OG0000727	Syaq.g_02674	Prbi.g_01089
OG0000728	Syaq.g_02672	Prbi.g_01091
OG0000729	Syaq.g_01046	Prbi.g_01138
OG0000730	Syaq.g_00561	Prbi.g_01142
OG0000731	Syaq.g_00550	Prbi.g_01146
OG0000732	Syaq.g_01098	Prbi.g_01155
OG0000733	Syaq.g_01232	Prbi.g_01175
OG0000734	Syaq.g_01479	Prbi.g_01192
OG0000735	Syaq.g_00266	Prbi.g_01194
OG0000736	Syaq.g_00265	Prbi.g_01195
OG0000737	Syaq.g_00264	Prbi.g_01196
OG0000738	Syaq.g_00258	Prbi.g_01200
OG0000739	Syaq.g_00257	Prbi.g_01201
OG0000740	Syaq.g_00256	Prbi.g_01202
OG0000741	Syaq.g_00253	Prbi.g_01203
OG0000742	Syaq.g_00250	Prbi.g_01206
OG0000743	Syaq.g_00248	Prbi.g_01208
OG0000744	Syaq.g_00247	Prbi.g_01209
OG0000745	Syaq.g_00245	Prbi.g_01210
OG0000746	Syaq.g_00242	Prbi.g_01212
OG0000747	Syaq.g_00241	Prbi.g_01213
OG0000748	Syaq.g_00227	Prbi.g_01216
OG0000749	Syaq.g_00226	Prbi.g_01217
OG0000750	Syaq.g_00225	Prbi.g_01218
OG0000751	Syaq.g_00219	Prbi.g_01220
OG0000752	Syaq.g_00217	Prbi.g_01222
OG0000753	Syaq.g_00214	Prbi.g_01225
OG0000754	Syaq.g_00209	Prbi.g_01228
OG0000755	Syaq.g_00198	Prbi.g_01231
OG0000756	Syaq.g_00197	Prbi.g_01232
OG0000757	Syaq.g_00190	Prbi.g_01238
OG0000758	Syaq.g_00189	Prbi.g_01239
OG0000759	Syaq.g_00188	Prbi.g_01240
OG0000760	Syaq.g_00187	Prbi.g_01241
OG0000761	Syaq.g_00186	Prbi.g_01242
OG0000762	Syaq.g_00183	Prbi.g_01243
OG0000763	Syaq.g_00181	Prbi.g_01245
OG0000764	Syaq.g_00180	Prbi.g_01246
OG0000765	Syaq.g_00157	Prbi.g_01255
OG0000766	Syaq.g_00156	Prbi.g_01256
OG0000767	Syaq.g_00154	Prbi.g_01258
OG0000768	Syaq.g_00153	Prbi.g_01259
OG0000769	Syaq.g_00151	Prbi.g_01261
OG0000770	Syaq.g_00148	Prbi.g_01263
OG0000771	Syaq.g_02691	Prbi.g_01277
OG0000772	Syaq.g_01887	Prbi.g_01363
OG0000773	Syaq.g_00283	Prbi.g_01382
OG0000774	Syaq.g_00288	Prbi.g_01384
OG0000775	Syaq.g_00290	Prbi.g_01386
OG0000776	Syaq.g_00291	Prbi.g_01387
OG0000777	Syaq.g_00292	Prbi.g_01388
OG0000778	Syaq.g_00293	Prbi.g_01389
OG0000779	Syaq.g_00299	Prbi.g_01393
OG0000780	Syaq.g_00304	Prbi.g_01394
OG0000781	Syaq.g_00308	Prbi.g_01397
OG0000782	Syaq.g_00309	Prbi.g_01398
OG0000783	Syaq.g_00310	Prbi.g_01399
OG0000784	Syaq.g_00311	Prbi.g_01400
OG0000785	Syaq.g_00313	Prbi.g_01402
OG0000786	Syaq.g_00328	Prbi.g_01404
OG0000787	Syaq.g_00329	Prbi.g_01405
OG0000788	Syaq.g_02099	Prbi.g_01426
OG0000789	Syaq.g_02123	Prbi.g_01429
OG0000790	Syaq.g_01758	Prbi.g_01444
OG0000791	Syaq.g_01756	Prbi.g_01446
OG0000792	Syaq.g_01755	Prbi.g_01447
OG0000793	Syaq.g_01750	Prbi.g_01450
OG0000794	Syaq.g_01749	Prbi.g_01451
OG0000795	Syaq.g_01748	Prbi.g_01452
OG0000796	Syaq.g_01744	Prbi.g_01456
OG0000797	Syaq.g_01743	Prbi.g_01457
OG0000799	Syaq.g_00341	Prbi.g_01571
OG0000800	Syaq.g_00342	Prbi.g_01572
OG0000801	Syaq.g_00343	Prbi.g_01573
OG0000802	Syaq.g_00350	Prbi.g_01575
OG0000803	Syaq.g_00353	Prbi.g_01577
OG0000804	Syaq.g_00358	Prbi.g_01578
OG0000805	Syaq.g_00360	Prbi.g_01580
OG0000806	Syaq.g_00362	Prbi.g_01582
OG0000807	Syaq.g_00364	Prbi.g_01583
OG0000808	Syaq.g_00365	Prbi.g_01584
OG0000809	Syaq.g_00369	Prbi.g_01587
OG0000810	Syaq.g_00370	Prbi.g_01588
OG0000811	Syaq.g_00378	Prbi.g_01594
OG0000812	Syaq.g_00380	Prbi.g_01596
OG0000813	Syaq.g_00381	Prbi.g_01597
OG0000814	Syaq.g_00383	Prbi.g_01599
OG0000815	Syaq.g_00384	Prbi.g_01600
OG0000816	Syaq.g_00386	Prbi.g_01602
OG0000817	Syaq.g_00387	Prbi.g_01603
OG0000818	Syaq.g_00392	Prbi.g_01608
OG0000819	Syaq.g_00393	Prbi.g_01609
OG0000820	Syaq.g_00394	Prbi.g_01610
OG0000821	Syaq.g_00400	Prbi.g_01613
OG0000822	Syaq.g_00402	Prbi.g_01614
OG0000823	Syaq.g_00403	Prbi.g_01615
OG0000824	Syaq.g_00409	Prbi.g_01618
OG0000825	Syaq.g_00410	Prbi.g_01619
OG0000826	Syaq.g_00411	Prbi.g_01620
OG0000827	Syaq.g_00412	Prbi.g_01621
OG0000828	Syaq.g_00415	Prbi.g_01624
OG0000829	Syaq.g_00416	Prbi.g_01625
OG0000830	Syaq.g_00417	Prbi.g_01626
OG0000831	Syaq.g_00419	Prbi.g_01628
OG0000832	Syaq.g_01737	Prbi.g_01634
OG0000833	Syaq.g_01725	Prbi.g_01642
OG0000834	Syaq.g_01724	Prbi.g_01643
OG0000835	Syaq.g_01723	Prbi.g_01644
OG0000836	Syaq.g_01720	Prbi.g_01645
OG0000837	Syaq.g_01719	Prbi.g_01646
OG0000838	Syaq.g_01715	Prbi.g_01648
OG0000839	Syaq.g_01714	Prbi.g_01649
OG0000840	Syaq.g_01713	Prbi.g_01650
OG0000841	Syaq.g_01712	Prbi.g_01651
OG0000842	Syaq.g_01711	Prbi.g_01652
OG0000843	Syaq.g_01710	Prbi.g_01653
OG0000844	Syaq.g_01708	Prbi.g_01654
OG0000845	Syaq.g_01707	Prbi.g_01655
OG0000846	Syaq.g_01706	Prbi.g_01656
OG0000847	Syaq.g_01705	Prbi.g_01657
OG0000848	Syaq.g_01703	Prbi.g_01658
OG0000849	Syaq.g_01702	Prbi.g_01659
OG0000850	Syaq.g_01699	Prbi.g_01661
OG0000851	Syaq.g_01696	Prbi.g_01662
OG0000852	Syaq.g_01695	Prbi.g_01663
OG0000853	Syaq.g_01691	Prbi.g_01667
OG0000854	Syaq.g_01689	Prbi.g_01669
OG0000855	Syaq.g_01688	Prbi.g_01670
OG0000856	Syaq.g_02069	Prbi.g_01685
OG0000857	Syaq.g_02357	Prbi.g_01711
OG0000858	Syaq.g_01682	Prbi.g_01781
OG0000859	Syaq.g_01681	Prbi.g_01782
OG0000860	Syaq.g_01671	Prbi.g_01789
OG0000861	Syaq.g_01670	Prbi.g_01790
OG0000862	Syaq.g_01668	Prbi.g_01791
OG0000863	Syaq.g_01665	Prbi.g_01793
OG0000864	Syaq.g_01664	Prbi.g_01794
OG0000865	Syaq.g_01663	Prbi.g_01795
OG0000866	Syaq.g_01662	Prbi.g_01796
OG0000867	Syaq.g_01661	Prbi.g_01797
OG0000868	Syaq.g_01659	Prbi.g_01798
OG0000869	Syaq.g_01656	Prbi.g_01802
OG0000870	Syaq.g_01651	Prbi.g_01807
OG0000871	Syaq.g_01650	Prbi.g_01808
OG0000872	Syaq.g_01644	Prbi.g_01809
OG0000873	Syaq.g_01641	Prbi.g_01812
OG0000874	Syaq.g_01637	Prbi.g_01815
OG0000875	Syaq.g_01633	Prbi.g_01816
OG0000876	Syaq.g_01631	Prbi.g_01817
OG0000877	Syaq.g_01628	Prbi.g_01819
OG0000878	Syaq.g_01627	Prbi.g_01820
OG0000879	Syaq.g_01626	Prbi.g_01821
OG0000880	Syaq.g_01625	Prbi.g_01822
OG0000881	Syaq.g_01621	Prbi.g_01826
OG0000882	Syaq.g_01616	Prbi.g_01831
OG0000883	Syaq.g_01613	Prbi.g_01832
OG0000884	Syaq.g_01611	Prbi.g_01834
OG0000885	Syaq.g_01610	Prbi.g_01835
OG0000886	Syaq.g_01609	Prbi.g_01836
OG0000887	Syaq.g_01608	Prbi.g_01837
OG0000888	Syaq.g_01606	Prbi.g_01839
OG0000889	Syaq.g_01604	Prbi.g_01841
OG0000890	Syaq.g_01597	Prbi.g_01842
OG0000891	Syaq.g_01596	Prbi.g_01843
OG0000892	Syaq.g_01594	Prbi.g_01845
OG0000893	Syaq.g_00695	Prbi.g_01848
OG0000894	Syaq.g_00692	Prbi.g_01850
OG0000895	Syaq.g_00688	Prbi.g_01853
OG0000896	Syaq.g_00687	Prbi.g_01854
OG0000897	Syaq.g_00685	Prbi.g_01856
OG0000898	Syaq.g_00684	Prbi.g_01857
OG0000899	Syaq.g_00683	Prbi.g_01858
OG0000900	Syaq.g_00682	Prbi.g_01859
OG0000901	Syaq.g_00677	Prbi.g_01863
OG0000902	Syaq.g_00671	Prbi.g_01865
OG0000903	Syaq.g_00655	Prbi.g_01868
OG0000904	Syaq.g_00660	Prbi.g_01870
OG0000905	Syaq.g_00666	Prbi.g_01875
OG0000906	Syaq.g_00669	Prbi.g_01876
OG0000907	Syaq.g_00653	Prbi.g_01896
OG0000908	Syaq.g_00650	Prbi.g_01899
OG0000909	Syaq.g_00649	Prbi.g_01900
OG0000910	Syaq.g_00648	Prbi.g_01901
OG0000911	Syaq.g_00646	Prbi.g_01903
OG0000912	Syaq.g_00645	Prbi.g_01904
OG0000913	Syaq.g_00644	Prbi.g_01905
OG0000914	Syaq.g_00643	Prbi.g_01906
OG0000915	Syaq.g_00641	Prbi.g_01907
OG0000916	Syaq.g_00640	Prbi.g_01908
OG0000917	Syaq.g_00639	Prbi.g_01909
OG0000918	Syaq.g_00638	Prbi.g_01910
OG0000919	Syaq.g_00637	Prbi.g_01911
OG0000920	Syaq.g_00636	Prbi.g_01912
OG0000921	Syaq.g_00635	Prbi.g_01913
OG0000922	Syaq.g_00634	Prbi.g_01914
OG0000923	Syaq.g_00630	Prbi.g_01918
OG0000924	Syaq.g_00629	Prbi.g_01919
OG0000925	Syaq.g_00628	Prbi.g_01920
OG0000926	Syaq.g_00627	Prbi.g_01921
OG0000927	Syaq.g_00625	Prbi.g_01923
OG0000928	Syaq.g_00624	Prbi.g_01924
OG0000929	Syaq.g_00623	Prbi.g_01925
OG0000930	Syaq.g_00622	Prbi.g_01926
OG0000931	Syaq.g_00621	Prbi.g_01927
OG0000932	Syaq.g_00620	Prbi.g_01928
OG0000933	Syaq.g_00614	Prbi.g_01932
OG0000934	Syaq.g_00612	Prbi.g_01934
OG0000935	Syaq.g_00611	Prbi.g_01935
OG0000936	Syaq.g_00610	Prbi.g_01936
OG0000937	Syaq.g_00609	Prbi.g_01937
OG0000938	Syaq.g_00606	Prbi.g_01939
OG0000939	Syaq.g_00604	Prbi.g_01940
OG0000940	Syaq.g_00597	Prbi.g_01947
OG0000941	Syaq.g_00595	Prbi.g_01949
OG0000942	Syaq.g_00593	Prbi.g_01951
OG0000943	Syaq.g_00592	Prbi.g_01952
OG0000944	Syaq.g_00590	Prbi.g_01953
OG0000945	Syaq.g_00588	Prbi.g_01954
OG0000946	Syaq.g_00580	Prbi.g_01958
OG0000947	Syaq.g_00577	Prbi.g_01960
OG0000948	Syaq.g_00576	Prbi.g_01961
OG0000949	Syaq.g_00971	Prbi.g_01964
OG0000950	Syaq.g_00984	Prbi.g_01969
OG0000951	Syaq.g_00991	Prbi.g_01973
OG0000952	Syaq.g_01002	Prbi.g_01977
OG0000953	Syaq.g_01006	Prbi.g_01980
OG0000954	Syaq.g_01012	Prbi.g_01984
OG0000955	Syaq.g_01013	Prbi.g_01985
OG0000956	Syaq.g_01015	Prbi.g_01987
OG0000957	Syaq.g_01026	Prbi.g_01992
OG0000958	Syaq.g_01027	Prbi.g_01993
OG0000959	Syaq.g_01031	Prbi.g_01997
OG0000960	Syaq.g_01032	Prbi.g_01998
OG0000961	Syaq.g_01043	Prbi.g_02000
OG0000962	Syaq.g_01045	Prbi.g_02002
OG0000963	Syaq.g_01049	Prbi.g_02006
OG0000964	Syaq.g_01050	Prbi.g_02007
OG0000965	Syaq.g_01051	Prbi.g_02008
OG0000966	Syaq.g_01060	Prbi.g_02027
OG0000967	Syaq.g_01067	Prbi.g_02032
OG0000968	Syaq.g_01071	Prbi.g_02034
OG0000969	Syaq.g_01078	Prbi.g_02035
OG0000970	Syaq.g_01079	Prbi.g_02036
OG0000971	Syaq.g_01081	Prbi.g_02037
OG0000972	Syaq.g_01082	Prbi.g_02038
OG0000973	Syaq.g_01083	Prbi.g_02039
OG0000974	Syaq.g_01084	Prbi.g_02040
OG0000975	Syaq.g_01085	Prbi.g_02041
OG0000976	Syaq.g_01086	Prbi.g_02042
OG0000977	Syaq.g_01088	Prbi.g_02043
OG0000978	Syaq.g_01091	Prbi.g_02044
OG0000979	Syaq.g_01094	Prbi.g_02047
OG0000980	Syaq.g_01097	Prbi.g_02049
OG0000981	Syaq.g_01100	Prbi.g_02051
OG0000982	Syaq.g_01263	Prbi.g_02053
OG0000983	Syaq.g_01262	Prbi.g_02054
OG0000984	Syaq.g_01261	Prbi.g_02055
OG0000985	Syaq.g_01257	Prbi.g_02058
OG0000986	Syaq.g_01253	Prbi.g_02060
OG0000987	Syaq.g_01251	Prbi.g_02061
OG0000988	Syaq.g_01245	Prbi.g_02064
OG0000989	Syaq.g_01239	Prbi.g_02068
OG0000990	Syaq.g_01229	Prbi.g_02071
OG0000991	Syaq.g_01225	Prbi.g_02072
OG0000992	Syaq.g_01222	Prbi.g_02074
OG0000993	Syaq.g_01221	Prbi.g_02075
OG0000994	Syaq.g_01218	Prbi.g_02076
OG0000995	Syaq.g_01212	Prbi.g_02080
OG0000996	Syaq.g_01193	Prbi.g_02081
OG0000997	Syaq.g_01184	Prbi.g_02082
OG0000998	Syaq.g_01182	Prbi.g_02084
OG0000999	Syaq.g_01181	Prbi.g_02085
OG0001000	Syaq.g_01177	Prbi.g_02088
OG0001001	Syaq.g_01172	Prbi.g_02090
OG0001002	Syaq.g_01165	Prbi.g_02094
OG0001003	Syaq.g_01163	Prbi.g_02095
OG0001004	Syaq.g_01162	Prbi.g_02096
OG0001005	Syaq.g_01161	Prbi.g_02097
OG0001006	Syaq.g_01152	Prbi.g_02101
OG0001007	Syaq.g_01150	Prbi.g_02103
OG0001008	Syaq.g_00500	Prbi.g_00438
OG0001009	Syaq.g_01118	Prbi.g_00027
OG0001010	Syaq.g_01117	Prbi.g_00028
OG0001011	Syaq.g_01115	Prbi.g_00029
OG0001012	Syaq.g_01267	Prbi.g_00052
OG0001013	Syaq.g_01289	Prbi.g_00059
OG0001014	Syaq.g_01295	Prbi.g_00062
OG0001015	Syaq.g_01296	Prbi.g_00063
OG0001016	Syaq.g_01554	Prbi.g_00080
OG0001017	Syaq.g_01548	Prbi.g_00084
OG0001018	Syaq.g_01546	Prbi.g_00087
OG0001019	Syaq.g_01524	Prbi.g_00096
OG0001020	Syaq.g_01510	Prbi.g_00097
OG0001021	Syaq.g_01506	Prbi.g_00098
OG0001022	Syaq.g_01501	Prbi.g_00101
OG0001023	Syaq.g_01500	Prbi.g_00102
OG0001024	Syaq.g_01496	Prbi.g_00105
OG0001025	Syaq.g_01490	Prbi.g_00111
OG0001026	Syaq.g_01477	Prbi.g_00118
OG0001027	Syaq.g_01474	Prbi.g_00119
OG0001028	Syaq.g_01472	Prbi.g_00121
OG0001029	Syaq.g_01470	Prbi.g_00123
OG0001030	Syaq.g_01450	Prbi.g_00138
OG0001031	Syaq.g_01378	Prbi.g_00210
OG0001032	Syaq.g_01376	Prbi.g_00211
OG0001033	Syaq.g_01344	Prbi.g_00232
OG0001034	Syaq.g_01579	Prbi.g_00260
OG0001035	Syaq.g_00726	Prbi.g_00278
OG0001036	Syaq.g_00731	Prbi.g_00283
OG0001037	Syaq.g_00733	Prbi.g_00284
OG0001038	Syaq.g_00761	Prbi.g_00302
OG0001039	Syaq.g_00764	Prbi.g_00305
OG0001040	Syaq.g_00767	Prbi.g_00307
OG0001041	Syaq.g_00772	Prbi.g_00311
OG0001042	Syaq.g_00858	Prbi.g_00328
OG0001044	Syaq.g_00560	Prbi.g_00357
OG0001045	Syaq.g_00547	Prbi.g_00366
OG0001046	Syaq.g_02509	Prbi.g_00403
OG0001047	Syaq.g_00498	Prbi.g_00440
OG0001048	Syaq.g_00497	Prbi.g_00441
OG0001049	Syaq.g_00494	Prbi.g_00443
OG0001050	Syaq.g_00493	Prbi.g_00444
OG0001051	Syaq.g_00492	Prbi.g_00445
OG0001052	Syaq.g_00446	Prbi.g_00474
OG0001053	Syaq.g_01775	Prbi.g_00486
OG0001054	Syaq.g_01794	Prbi.g_00501
OG0001055	Syaq.g_01815	Prbi.g_00520
OG0001056	Syaq.g_01843	Prbi.g_00539
OG0001057	Syaq.g_00334	Prbi.g_00544
OG0001058	Syaq.g_01931	Prbi.g_00552
OG0001059	Syaq.g_01935	Prbi.g_00556
OG0001060	Syaq.g_01941	Prbi.g_00563
OG0001061	Syaq.g_01961	Prbi.g_00576
OG0001062	Syaq.g_01963	Prbi.g_00578
OG0001063	Syaq.g_01968	Prbi.g_00580
OG0001064	Syaq.g_01969	Prbi.g_00581
OG0001065	Syaq.g_01970	Prbi.g_00582
OG0001066	Syaq.g_01971	Prbi.g_00583
OG0001067	Syaq.g_01972	Prbi.g_00584
OG0001068	Syaq.g_01973	Prbi.g_00585
OG0001069	Syaq.g_01974	Prbi.g_00586
OG0001070	Syaq.g_01978	Prbi.g_00589
OG0001071	Syaq.g_01979	Prbi.g_00590
OG0001072	Syaq.g_01983	Prbi.g_00592
OG0001073	Syaq.g_01998	Prbi.g_00606
OG0001074	Syaq.g_02132	Prbi.g_00617
OG0001075	Syaq.g_02025	Prbi.g_00618
OG0001076	Syaq.g_02060	Prbi.g_00626
OG0001077	Syaq.g_02071	Prbi.g_00630
OG0001078	Syaq.g_02083	Prbi.g_00639
OG0001079	Syaq.g_02100	Prbi.g_00650
OG0001080	Syaq.g_02161	Prbi.g_00656
OG0001081	Syaq.g_02232	Prbi.g_00658
OG0001082	Syaq.g_02233	Prbi.g_00659
OG0001083	Syaq.g_02240	Prbi.g_00664
OG0001084	Syaq.g_02241	Prbi.g_00665
OG0001085	Syaq.g_02251	Prbi.g_00673
OG0001086	Syaq.g_02253	Prbi.g_00674
