Orthogroup	Syaq	Syat
OG0000568	Syaq.g_01954	Syat.g_00057
OG0000569	Syaq.g_01955	Syat.g_00056
OG0000570	Syaq.g_01956	Syat.g_00055
OG0000571	Syaq.g_01960	Syat.g_00052
OG0000572	Syaq.g_01977	Syat.g_00033
OG0000573	Syaq.g_01985	Syat.g_00024
OG0000574	Syaq.g_01986	Syat.g_00023
OG0000575	Syaq.g_01991	Syat.g_00018
OG0000576	Syaq.g_01993	Syat.g_00014
OG0000577	Syaq.g_01994	Syat.g_00013
OG0000578	Syaq.g_01995	Syat.g_00012
OG0000579	Syaq.g_01996	Syat.g_00011
OG0000580	Syaq.g_01997	Syat.g_00010
OG0000581	Syaq.g_02003	Syat.g_00003
OG0000582	Syaq.g_02012	Syat.g_03403
OG0000583	Syaq.g_02013	Syat.g_03404
OG0000584	Syaq.g_02014	Syat.g_03405
OG0000585	Syaq.g_02017	Syat.g_03408
OG0000586	Syaq.g_02018	Syat.g_03409
OG0000587	Syaq.g_02020	Syat.g_00001
OG0000588	Syaq.g_02043	Syat.g_00338
OG0000589	Syaq.g_02057	Syat.g_03318
OG0000590	Syaq.g_02058	Syat.g_03317
OG0000591	Syaq.g_02066	Syat.g_03308
OG0000592	Syaq.g_02067	Syat.g_03307
OG0000593	Syaq.g_02078	Syat.g_00113
OG0000594	Syaq.g_02079	Syat.g_00114
OG0000595	Syaq.g_02080	Syat.g_00115
OG0000596	Syaq.g_02085	Syat.g_00129
OG0000597	Syaq.g_02088	Syat.g_00132
OG0000598	Syaq.g_02089	Syat.g_00133
OG0000599	Syaq.g_02096	Syat.g_00381
OG0000600	Syaq.g_02097	Syat.g_00380
OG0000601	Syaq.g_02098	Syat.g_00379
OG0000602	Syaq.g_02104	Syat.g_00375
OG0000603	Syaq.g_02105	Syat.g_00374
OG0000604	Syaq.g_02107	Syat.g_00372
OG0000605	Syaq.g_02151	Syat.g_00370
OG0000606	Syaq.g_02231	Syat.g_00367
OG0000607	Syaq.g_02234	Syat.g_00364
OG0000608	Syaq.g_02235	Syat.g_00363
OG0000609	Syaq.g_02237	Syat.g_00344
OG0000610	Syaq.g_02244	Syat.g_00399
OG0000611	Syaq.g_02247	Syat.g_00402
OG0000612	Syaq.g_02248	Syat.g_00403
OG0000613	Syaq.g_00885	Syat.g_02129
OG0000614	Syaq.g_02588	Syat.g_01084
OG0000615	Syaq.g_02302	Syat.g_00442
OG0000616	Syaq.g_01168	Syat.g_02397
OG0000617	Syaq.g_00031	Syat.g_00665
OG0000618	Syaq.g_00032	Syat.g_00666
OG0000619	Syaq.g_00033	Syat.g_00667
OG0000620	Syaq.g_00038	Syat.g_02591
OG0000621	Syaq.g_00039	Syat.g_02590
OG0000622	Syaq.g_00040	Syat.g_02572
OG0000623	Syaq.g_00041	Syat.g_00672
OG0000624	Syaq.g_00042	Syat.g_00673
OG0000625	Syaq.g_00043	Syat.g_00674
OG0000626	Syaq.g_00044	Syat.g_00675
OG0000627	Syaq.g_02425	Syat.g_00641
OG0000628	Syaq.g_02426	Syat.g_00640
OG0000629	Syaq.g_02429	Syat.g_00637
OG0000630	Syaq.g_02433	Syat.g_00631
OG0000631	Syaq.g_02441	Syat.g_00624
OG0000632	Syaq.g_02442	Syat.g_00623
OG0000633	Syaq.g_02444	Syat.g_00622
OG0000634	Syaq.g_02336	Syat.g_00475
OG0000635	Syaq.g_02337	Syat.g_00476
OG0000636	Syaq.g_02339	Syat.g_00478
OG0000637	Syaq.g_02341	Syat.g_00480
OG0000638	Syaq.g_02342	Syat.g_00481
OG0000639	Syaq.g_02343	Syat.g_00482
OG0000640	Syaq.g_02344	Syat.g_00483
OG0000641	Syaq.g_02348	Syat.g_00488
OG0000642	Syaq.g_02349	Syat.g_00489
OG0000643	Syaq.g_02350	Syat.g_00494
OG0000644	Syaq.g_02351	Syat.g_00495
OG0000645	Syaq.g_02353	Syat.g_00496
OG0000646	Syaq.g_02356	Syat.g_00499
OG0000647	Syaq.g_02358	Syat.g_00501
OG0000648	Syaq.g_02360	Syat.g_00504
OG0000649	Syaq.g_02361	Syat.g_00505
OG0000650	Syaq.g_02362	Syat.g_00506
OG0000651	Syaq.g_02363	Syat.g_00507
OG0000652	Syaq.g_02364	Syat.g_00508
OG0000653	Syaq.g_02367	Syat.g_00510
OG0000654	Syaq.g_02368	Syat.g_00514
OG0000655	Syaq.g_02369	Syat.g_00515
OG0000656	Syaq.g_02372	Syat.g_00518
OG0000657	Syaq.g_02382	Syat.g_00720
OG0000658	Syaq.g_02385	Syat.g_00723
OG0000659	Syaq.g_02386	Syat.g_00724
OG0000660	Syaq.g_02390	Syat.g_00740
OG0000661	Syaq.g_02392	Syat.g_00742
OG0000662	Syaq.g_02394	Syat.g_00746
OG0000663	Syaq.g_02397	Syat.g_00749
OG0000664	Syaq.g_02400	Syat.g_00752
OG0000665	Syaq.g_02124	Syat.g_03302
OG0000666	Syaq.g_02117	Syat.g_01415
OG0000667	Syaq.g_02222	Syat.g_00958, Syat.g_03278
OG0000668	Syaq.g_00068	Syat.g_00710
OG0000669	Syaq.g_02260	Syat.g_00416
OG0000670	Syaq.g_00079	Syat.g_00419
OG0000671	Syaq.g_02264	Syat.g_00421
OG0000672	Syaq.g_02267	Syat.g_00424
OG0000673	Syaq.g_02270	Syat.g_00430
OG0000674	Syaq.g_02272	Syat.g_00432
OG0000675	Syaq.g_02273	Syat.g_00433
OG0000676	Syaq.g_02275	Syat.g_00436
OG0000677	Syaq.g_02276	Syat.g_00437
OG0000678	Syaq.g_02282	Syat.g_00439
OG0000679	Syaq.g_02305	Syat.g_00448
OG0000680	Syaq.g_02306	Syat.g_00449
OG0000681	Syaq.g_02309	Syat.g_00452
OG0000682	Syaq.g_02310	Syat.g_00453
OG0000683	Syaq.g_02311	Syat.g_00454
OG0000684	Syaq.g_02315	Syat.g_00457
OG0000685	Syaq.g_02317	Syat.g_02571
OG0000686	Syaq.g_02318	Syat.g_00459
OG0000687	Syaq.g_02319	Syat.g_00460
OG0000688	Syaq.g_02325	Syat.g_00463
OG0000689	Syaq.g_02327	Syat.g_00465
OG0000690	Syaq.g_02328	Syat.g_00466
OG0000691	Syaq.g_02329	Syat.g_00467
OG0000692	Syaq.g_02330	Syat.g_00469
OG0000693	Syaq.g_02332	Syat.g_00471
OG0000694	Syaq.g_02333	Syat.g_00472
OG0000695	Syaq.g_02446	Syat.g_00619
OG0000696	Syaq.g_02447	Syat.g_00618
OG0000697	Syaq.g_02448	Syat.g_00616
OG0000698	Syaq.g_02451	Syat.g_00613
OG0000699	Syaq.g_02452	Syat.g_00611
OG0000700	Syaq.g_02453	Syat.g_00610
OG0000701	Syaq.g_02454	Syat.g_00609
OG0000702	Syaq.g_02467	Syat.g_00606
OG0000703	Syaq.g_02468	Syat.g_00601
OG0000704	Syaq.g_02470	Syat.g_00599
OG0000705	Syaq.g_02477	Syat.g_00592
OG0000706	Syaq.g_02478	Syat.g_00591
OG0000707	Syaq.g_02479	Syat.g_00590
OG0000708	Syaq.g_02482	Syat.g_00587
OG0000709	Syaq.g_02490	Syat.g_00573
OG0000710	Syaq.g_02494	Syat.g_00567
OG0000711	Syaq.g_02521	Syat.g_00539
OG0000712	Syaq.g_02523	Syat.g_00537
OG0000713	Syaq.g_02524	Syat.g_00536
OG0000714	Syaq.g_02527	Syat.g_00532
OG0000715	Syaq.g_02529	Syat.g_00530
OG0000716	Syaq.g_02533	Syat.g_00527
OG0000717	Syaq.g_02534	Syat.g_00526
OG0000718	Syaq.g_00072	Syat.g_00522
OG0000719	Syaq.g_00070	Syat.g_00712
OG0000720	Syaq.g_00057	Syat.g_00699
OG0000721	Syaq.g_00055	Syat.g_00697
OG0000722	Syaq.g_00054	Syat.g_00696
OG0000723	Syaq.g_00046	Syat.g_00686
OG0000724	Syaq.g_02685	Syat.g_00782
OG0000725	Syaq.g_02676	Syat.g_00810
OG0000726	Syaq.g_02675	Syat.g_00811
OG0000727	Syaq.g_02674	Syat.g_00812
OG0000728	Syaq.g_02672	Syat.g_00814
OG0000729	Syaq.g_01046	Syat.g_02224
OG0000730	Syaq.g_00561	Syat.g_01617
OG0000731	Syaq.g_00550	Syat.g_01605
OG0000732	Syaq.g_01098	Syat.g_02290
OG0000733	Syaq.g_01232	Syat.g_03285
OG0000734	Syaq.g_01479	Syat.g_01579
OG0000735	Syaq.g_00266	Syat.g_03235
OG0000736	Syaq.g_00265	Syat.g_03236
OG0000737	Syaq.g_00264	Syat.g_03237
OG0000738	Syaq.g_00258	Syat.g_03251
OG0000739	Syaq.g_00257	Syat.g_03252
OG0000740	Syaq.g_00256	Syat.g_03253
OG0000741	Syaq.g_00253	Syat.g_03256
OG0000742	Syaq.g_00250	Syat.g_03259
OG0000743	Syaq.g_00248	Syat.g_03262
OG0000744	Syaq.g_00247	Syat.g_03263
OG0000745	Syaq.g_00245	Syat.g_03266
OG0000746	Syaq.g_00242	Syat.g_00314
OG0000747	Syaq.g_00241	Syat.g_00313
OG0000748	Syaq.g_00227	Syat.g_00305
OG0000749	Syaq.g_00226	Syat.g_00303
OG0000750	Syaq.g_00225	Syat.g_00302
OG0000751	Syaq.g_00219	Syat.g_00296
OG0000752	Syaq.g_00217	Syat.g_00294
OG0000753	Syaq.g_00214	Syat.g_00291
OG0000754	Syaq.g_00209	Syat.g_00250
OG0000755	Syaq.g_00198	Syat.g_00217
OG0000756	Syaq.g_00197	Syat.g_00216
OG0000757	Syaq.g_00190	Syat.g_00205
OG0000758	Syaq.g_00189	Syat.g_00204
OG0000759	Syaq.g_00188	Syat.g_00203
OG0000760	Syaq.g_00187	Syat.g_00202
OG0000761	Syaq.g_00186	Syat.g_00201
OG0000762	Syaq.g_00183	Syat.g_00199
OG0000763	Syaq.g_00181	Syat.g_00924
OG0000764	Syaq.g_00180	Syat.g_00923
OG0000765	Syaq.g_00157	Syat.g_00897
OG0000766	Syaq.g_00156	Syat.g_00896
OG0000767	Syaq.g_00154	Syat.g_00894
OG0000768	Syaq.g_00153	Syat.g_00893
OG0000769	Syaq.g_00151	Syat.g_00891
OG0000770	Syaq.g_00148	Syat.g_00886
OG0000771	Syaq.g_02691	Syat.g_00788
OG0000772	Syaq.g_01887	Syat.g_01768
OG0000773	Syaq.g_00283	Syat.g_01114
OG0000774	Syaq.g_00288	Syat.g_01146
OG0000775	Syaq.g_00290	Syat.g_01148
OG0000776	Syaq.g_00291	Syat.g_01149
OG0000777	Syaq.g_00292	Syat.g_01150
OG0000778	Syaq.g_00293	Syat.g_01151
OG0000779	Syaq.g_00299	Syat.g_01154
OG0000780	Syaq.g_00304	Syat.g_01157
OG0000781	Syaq.g_00308	Syat.g_01161
OG0000782	Syaq.g_00309	Syat.g_01162
OG0000783	Syaq.g_00310	Syat.g_01163
OG0000784	Syaq.g_00311	Syat.g_01164
OG0000785	Syaq.g_00313	Syat.g_01166
OG0000786	Syaq.g_00328	Syat.g_01170
OG0000787	Syaq.g_00329	Syat.g_01171
OG0000788	Syaq.g_02099	Syat.g_00087
OG0000789	Syaq.g_02123	Syat.g_00845
OG0000790	Syaq.g_01758	Syat.g_01300
OG0000791	Syaq.g_01756	Syat.g_01302
OG0000792	Syaq.g_01755	Syat.g_01303
OG0000793	Syaq.g_01750	Syat.g_01412
OG0000794	Syaq.g_01749	Syat.g_01414
OG0000795	Syaq.g_01748	Syat.g_01416
OG0000796	Syaq.g_01744	Syat.g_01422
OG0000797	Syaq.g_01743	Syat.g_01423
OG0000798	Syaq.g_00760	Syat.g_02057
OG0000799	Syaq.g_00341	Syat.g_01256
OG0000800	Syaq.g_00342	Syat.g_01255
OG0000801	Syaq.g_00343	Syat.g_01253
OG0000802	Syaq.g_00350	Syat.g_01245
OG0000803	Syaq.g_00353	Syat.g_01241
OG0000804	Syaq.g_00358	Syat.g_01238
OG0000805	Syaq.g_00360	Syat.g_01236
OG0000806	Syaq.g_00362	Syat.g_01234
OG0000807	Syaq.g_00364	Syat.g_01233
OG0000808	Syaq.g_00365	Syat.g_01232
OG0000809	Syaq.g_00369	Syat.g_01229
OG0000810	Syaq.g_00370	Syat.g_01228
OG0000811	Syaq.g_00378	Syat.g_01186
OG0000812	Syaq.g_00380	Syat.g_01182
OG0000813	Syaq.g_00381	Syat.g_01181
OG0000814	Syaq.g_00383	Syat.g_01179
OG0000815	Syaq.g_00384	Syat.g_01177
OG0000816	Syaq.g_00386	Syat.g_01175
OG0000817	Syaq.g_00387	Syat.g_01279
OG0000818	Syaq.g_00392	Syat.g_01325
OG0000819	Syaq.g_00393	Syat.g_01326
OG0000820	Syaq.g_00394	Syat.g_01327
OG0000821	Syaq.g_00400	Syat.g_01333
OG0000822	Syaq.g_00402	Syat.g_01335
OG0000823	Syaq.g_00403	Syat.g_01336
OG0000824	Syaq.g_00409	Syat.g_01342
OG0000825	Syaq.g_00410	Syat.g_01343
OG0000826	Syaq.g_00411	Syat.g_01344
OG0000827	Syaq.g_00412	Syat.g_01345
OG0000828	Syaq.g_00415	Syat.g_01348
OG0000829	Syaq.g_00416	Syat.g_01349
OG0000830	Syaq.g_00417	Syat.g_01350
OG0000831	Syaq.g_00419	Syat.g_01353
OG0000832	Syaq.g_01737	Syat.g_02982
OG0000833	Syaq.g_01725	Syat.g_03072
OG0000834	Syaq.g_01724	Syat.g_03073
OG0000835	Syaq.g_01723	Syat.g_03075
OG0000836	Syaq.g_01720	Syat.g_03078
OG0000837	Syaq.g_01719	Syat.g_03079
OG0000838	Syaq.g_01715	Syat.g_03083
OG0000839	Syaq.g_01714	Syat.g_03084
OG0000840	Syaq.g_01713	Syat.g_03085
OG0000841	Syaq.g_01712	Syat.g_03086
OG0000842	Syaq.g_01711	Syat.g_03087
OG0000843	Syaq.g_01710	Syat.g_03088
OG0000844	Syaq.g_01708	Syat.g_03090
OG0000845	Syaq.g_01707	Syat.g_03091
OG0000846	Syaq.g_01706	Syat.g_03092
OG0000847	Syaq.g_01705	Syat.g_03093
OG0000848	Syaq.g_01703	Syat.g_03095
OG0000849	Syaq.g_01702	Syat.g_03096
OG0000850	Syaq.g_01699	Syat.g_03098
OG0000851	Syaq.g_01696	Syat.g_03101
OG0000852	Syaq.g_01695	Syat.g_03102
OG0000853	Syaq.g_01691	Syat.g_03106
OG0000854	Syaq.g_01689	Syat.g_03108
OG0000855	Syaq.g_01688	Syat.g_03109
OG0000856	Syaq.g_02069	Syat.g_03305
OG0000857	Syaq.g_02357	Syat.g_00500
OG0000858	Syaq.g_01682	Syat.g_03114
OG0000859	Syaq.g_01681	Syat.g_03115
OG0000860	Syaq.g_01671	Syat.g_03126
OG0000861	Syaq.g_01670	Syat.g_03127
OG0000862	Syaq.g_01668	Syat.g_03136
OG0000863	Syaq.g_01665	Syat.g_03138
OG0000864	Syaq.g_01664	Syat.g_03139
OG0000865	Syaq.g_01663	Syat.g_03140
OG0000866	Syaq.g_01662	Syat.g_03141
OG0000867	Syaq.g_01661	Syat.g_03142
OG0000868	Syaq.g_01659	Syat.g_03067
OG0000869	Syaq.g_01656	Syat.g_03054
OG0000870	Syaq.g_01651	Syat.g_03049
OG0000871	Syaq.g_01650	Syat.g_03048
OG0000872	Syaq.g_01644	Syat.g_03042
OG0000873	Syaq.g_01641	Syat.g_03039
OG0000874	Syaq.g_01637	Syat.g_03037
OG0000875	Syaq.g_01633	Syat.g_03035
OG0000876	Syaq.g_01631	Syat.g_00745
OG0000877	Syaq.g_01628	Syat.g_03024
OG0000878	Syaq.g_01627	Syat.g_03023
OG0000879	Syaq.g_01626	Syat.g_03022
OG0000880	Syaq.g_01625	Syat.g_03021
OG0000881	Syaq.g_01621	Syat.g_03016
OG0000882	Syaq.g_01616	Syat.g_03011
OG0000883	Syaq.g_01613	Syat.g_03007
OG0000884	Syaq.g_01611	Syat.g_03005
OG0000885	Syaq.g_01610	Syat.g_03004
OG0000886	Syaq.g_01609	Syat.g_03003
OG0000887	Syaq.g_01608	Syat.g_03002
OG0000888	Syaq.g_01606	Syat.g_03000
OG0000889	Syaq.g_01604	Syat.g_02997
OG0000890	Syaq.g_01597	Syat.g_02994
OG0000891	Syaq.g_01596	Syat.g_02993
OG0000892	Syaq.g_01594	Syat.g_02992
OG0000893	Syaq.g_00695	Syat.g_01864
OG0000894	Syaq.g_00692	Syat.g_01860
OG0000895	Syaq.g_00688	Syat.g_01856
OG0000896	Syaq.g_00687	Syat.g_01855
OG0000897	Syaq.g_00685	Syat.g_01853
OG0000898	Syaq.g_00684	Syat.g_01852
OG0000899	Syaq.g_00683	Syat.g_01851
OG0000900	Syaq.g_00682	Syat.g_01850
OG0000901	Syaq.g_00677	Syat.g_01845
OG0000902	Syaq.g_00671	Syat.g_01843
OG0000903	Syaq.g_00655	Syat.g_01830
OG0000904	Syaq.g_00660	Syat.g_01834
OG0000905	Syaq.g_00666	Syat.g_01839
OG0000906	Syaq.g_00669	Syat.g_01841
OG0000907	Syaq.g_00653	Syat.g_01828
OG0000908	Syaq.g_00650	Syat.g_01825
OG0000909	Syaq.g_00649	Syat.g_01824
OG0000910	Syaq.g_00648	Syat.g_01823
OG0000911	Syaq.g_00646	Syat.g_01821
OG0000912	Syaq.g_00645	Syat.g_01820
OG0000913	Syaq.g_00644	Syat.g_01819
OG0000914	Syaq.g_00643	Syat.g_01818
OG0000915	Syaq.g_00641	Syat.g_01816
OG0000916	Syaq.g_00640	Syat.g_01815
OG0000917	Syaq.g_00639	Syat.g_01814
OG0000918	Syaq.g_00638	Syat.g_01813
OG0000919	Syaq.g_00637	Syat.g_01812
OG0000920	Syaq.g_00636	Syat.g_01811
OG0000921	Syaq.g_00635	Syat.g_01810
OG0000922	Syaq.g_00634	Syat.g_01809
OG0000923	Syaq.g_00630	Syat.g_01805
OG0000924	Syaq.g_00629	Syat.g_01804
OG0000925	Syaq.g_00628	Syat.g_01803
OG0000926	Syaq.g_00627	Syat.g_01802
OG0000927	Syaq.g_00625	Syat.g_01800
OG0000928	Syaq.g_00624	Syat.g_01799
OG0000929	Syaq.g_00623	Syat.g_01798
OG0000930	Syaq.g_00622	Syat.g_01797
OG0000931	Syaq.g_00621	Syat.g_01796
OG0000932	Syaq.g_00620	Syat.g_01794
OG0000933	Syaq.g_00614	Syat.g_01788
OG0000934	Syaq.g_00612	Syat.g_01786
OG0000935	Syaq.g_00611	Syat.g_01665
OG0000936	Syaq.g_00610	Syat.g_01664
OG0000937	Syaq.g_00609	Syat.g_01663
OG0000938	Syaq.g_00606	Syat.g_01659
OG0000939	Syaq.g_00604	Syat.g_01658
OG0000940	Syaq.g_00597	Syat.g_01651
OG0000941	Syaq.g_00595	Syat.g_01649
OG0000942	Syaq.g_00593	Syat.g_01647
OG0000943	Syaq.g_00592	Syat.g_01646
OG0000944	Syaq.g_00590	Syat.g_01644
OG0000945	Syaq.g_00588	Syat.g_01643
OG0000946	Syaq.g_00580	Syat.g_01633
OG0000947	Syaq.g_00577	Syat.g_01630
OG0000948	Syaq.g_00576	Syat.g_01629
OG0000949	Syaq.g_00971	Syat.g_02142
OG0000950	Syaq.g_00984	Syat.g_02152
OG0000951	Syaq.g_00991	Syat.g_02157
OG0000952	Syaq.g_01002	Syat.g_02162
OG0000953	Syaq.g_01006	Syat.g_02166
OG0000954	Syaq.g_01012	Syat.g_02187
OG0000955	Syaq.g_01013	Syat.g_02188
OG0000956	Syaq.g_01015	Syat.g_02191
OG0000957	Syaq.g_01026	Syat.g_02204
OG0000958	Syaq.g_01027	Syat.g_02205
OG0000959	Syaq.g_01031	Syat.g_02212
OG0000960	Syaq.g_01032	Syat.g_02213
OG0000961	Syaq.g_01043	Syat.g_02873
OG0000962	Syaq.g_01045	Syat.g_02223
OG0000963	Syaq.g_01049	Syat.g_02226
OG0000964	Syaq.g_01050	Syat.g_02227
OG0000965	Syaq.g_01051	Syat.g_02228
OG0000966	Syaq.g_01060	Syat.g_02259
OG0000967	Syaq.g_01067	Syat.g_02263
OG0000968	Syaq.g_01071	Syat.g_02269
OG0000969	Syaq.g_01078	Syat.g_02271
OG0000970	Syaq.g_01079	Syat.g_02272
OG0000971	Syaq.g_01081	Syat.g_02274
OG0000972	Syaq.g_01082	Syat.g_02275
OG0000973	Syaq.g_01083	Syat.g_02276
OG0000974	Syaq.g_01084	Syat.g_02277
OG0000975	Syaq.g_01085	Syat.g_02278
OG0000976	Syaq.g_01086	Syat.g_02279
OG0000977	Syaq.g_01088	Syat.g_02281
OG0000978	Syaq.g_01091	Syat.g_02283
OG0000979	Syaq.g_01094	Syat.g_02286
OG0000980	Syaq.g_01097	Syat.g_02289
OG0000981	Syaq.g_01100	Syat.g_02292
OG0000982	Syaq.g_01263	Syat.g_02691
OG0000983	Syaq.g_01262	Syat.g_02690
OG0000984	Syaq.g_01261	Syat.g_02689
OG0000985	Syaq.g_01257	Syat.g_02685
OG0000986	Syaq.g_01253	Syat.g_02680
OG0000987	Syaq.g_01251	Syat.g_02678
OG0000988	Syaq.g_01245	Syat.g_02672
OG0000989	Syaq.g_01239	Syat.g_02657
OG0000990	Syaq.g_01229	Syat.g_02500
OG0000991	Syaq.g_01225	Syat.g_02503
OG0000992	Syaq.g_01222	Syat.g_02507
OG0000993	Syaq.g_01221	Syat.g_02508
OG0000994	Syaq.g_01218	Syat.g_02512
OG0000995	Syaq.g_01212	Syat.g_02517
OG0000996	Syaq.g_01193	Syat.g_02446
OG0000997	Syaq.g_01184	Syat.g_02417
OG0000998	Syaq.g_01182	Syat.g_02415
OG0000999	Syaq.g_01181	Syat.g_02414
OG0001001	Syaq.g_01172	Syat.g_02400
OG0001002	Syaq.g_01165	Syat.g_02394
OG0001003	Syaq.g_01163	Syat.g_02392
OG0001004	Syaq.g_01162	Syat.g_02391
OG0001005	Syaq.g_01161	Syat.g_02390
OG0001006	Syaq.g_01152	Syat.g_02378
OG0001007	Syaq.g_01150	Syat.g_02376
OG0001008	Syaq.g_00500	Syat.g_02971
OG0001009	Syaq.g_01118	Syat.g_02311
OG0001010	Syaq.g_01117	Syat.g_02310
OG0001011	Syaq.g_01115	Syat.g_02308
OG0001012	Syaq.g_01267	Syat.g_01004
OG0001013	Syaq.g_01289	Syat.g_02716
OG0001014	Syaq.g_01295	Syat.g_02721
OG0001015	Syaq.g_01296	Syat.g_02722
OG0001016	Syaq.g_01554	Syat.g_01474
OG0001017	Syaq.g_01548	Syat.g_01480
OG0001018	Syaq.g_01546	Syat.g_01482
OG0001019	Syaq.g_01524	Syat.g_01532
OG0001020	Syaq.g_01510	Syat.g_01539
OG0001021	Syaq.g_01506	Syat.g_01552
OG0001022	Syaq.g_01501	Syat.g_01555
OG0001023	Syaq.g_01500	Syat.g_01556
OG0001024	Syaq.g_01496	Syat.g_01560
OG0001025	Syaq.g_01490	Syat.g_01566
OG0001026	Syaq.g_01477	Syat.g_01582
OG0001027	Syaq.g_01474	Syat.g_02947
OG0001028	Syaq.g_01472	Syat.g_02944
OG0001029	Syaq.g_01470	Syat.g_02942
OG0001030	Syaq.g_01450	Syat.g_02922
OG0001031	Syaq.g_01378	Syat.g_02836
OG0001032	Syaq.g_01376	Syat.g_02834
OG0001033	Syaq.g_01344	Syat.g_02784
OG0001034	Syaq.g_01579	Syat.g_01448
OG0001035	Syaq.g_00726	Syat.g_01885
OG0001036	Syaq.g_00731	Syat.g_01939
OG0001037	Syaq.g_00733	Syat.g_01941
OG0001038	Syaq.g_00761	Syat.g_02058
OG0001039	Syaq.g_00764	Syat.g_02061
OG0001040	Syaq.g_00767	Syat.g_02064
OG0001041	Syaq.g_00772	Syat.g_02070
OG0001042	Syaq.g_00858	Syat.g_02100
OG0001044	Syaq.g_00560	Syat.g_01615
OG0001045	Syaq.g_00547	Syat.g_01602
OG0001046	Syaq.g_02509	Syat.g_00552
OG0001047	Syaq.g_00498	Syat.g_02973
OG0001048	Syaq.g_00497	Syat.g_02974
OG0001049	Syaq.g_00494	Syat.g_01290
OG0001050	Syaq.g_00493	Syat.g_01289
OG0001051	Syaq.g_00492	Syat.g_01288
OG0001052	Syaq.g_00446	Syat.g_01375
OG0001053	Syaq.g_01775	Syat.g_03173
OG0001054	Syaq.g_01794	Syat.g_03192
OG0001055	Syaq.g_01815	Syat.g_03224
OG0001056	Syaq.g_01843	Syat.g_03275
OG0001057	Syaq.g_00334	Syat.g_00102
OG0001058	Syaq.g_01931	Syat.g_00079
OG0001059	Syaq.g_01935	Syat.g_00075
OG0001061	Syaq.g_01961	Syat.g_00051
OG0001062	Syaq.g_01963	Syat.g_00048
OG0001063	Syaq.g_01968	Syat.g_00042
OG0001064	Syaq.g_01969	Syat.g_00041
OG0001065	Syaq.g_01970	Syat.g_00040
OG0001066	Syaq.g_01971	Syat.g_00039
OG0001067	Syaq.g_01972	Syat.g_00038
OG0001068	Syaq.g_01973	Syat.g_00037
OG0001069	Syaq.g_01974	Syat.g_00036
OG0001070	Syaq.g_01978	Syat.g_00032
OG0001071	Syaq.g_01979	Syat.g_00031
OG0001072	Syaq.g_01983	Syat.g_00028
OG0001073	Syaq.g_01998	Syat.g_00009
OG0001074	Syaq.g_02132	Syat.g_01015
OG0001075	Syaq.g_02025	Syat.g_01037
OG0001076	Syaq.g_02060	Syat.g_03315
OG0001077	Syaq.g_02071	Syat.g_03290
OG0001078	Syaq.g_02083	Syat.g_00118
OG0001079	Syaq.g_02100	Syat.g_00378
OG0001080	Syaq.g_02161	Syat.g_00368
OG0001081	Syaq.g_02232	Syat.g_00366
OG0001082	Syaq.g_02233	Syat.g_00365
OG0001083	Syaq.g_02240	Syat.g_00390
OG0001084	Syaq.g_02241	Syat.g_00391
OG0001085	Syaq.g_02251	Syat.g_00408
OG0001086	Syaq.g_02253	Syat.g_00410
OG0001087	Syaq.g_02574	Syat.g_03277
OG0001088	Syaq.g_02576	Syat.g_02496
OG0001089	Syaq.g_02604	Syat.g_00818
OG0001090	Syaq.g_00024	Syat.g_00659
OG0001091	Syaq.g_00027	Syat.g_00661
OG0001092	Syaq.g_00029	Syat.g_00663
OG0001093	Syaq.g_00035	Syat.g_00669
OG0001094	Syaq.g_02334	Syat.g_00473
OG0001095	Syaq.g_02354	Syat.g_00497
OG0001096	Syaq.g_02370	Syat.g_00516
OG0001097	Syaq.g_02393	Syat.g_00743
OG0001098	Syaq.g_02415	Syat.g_01672
OG0001099	Syaq.g_01471	Syat.g_02943
OG0001100	Syaq.g_02262	Syat.g_00418
OG0001101	Syaq.g_02263	Syat.g_00420
OG0001102	Syaq.g_02266	Syat.g_00423
OG0001103	Syaq.g_02268	Syat.g_00425
OG0001104	Syaq.g_02316	Syat.g_00458
OG0001105	Syaq.g_02320	Syat.g_00461
OG0001106	Syaq.g_02471	Syat.g_00598
OG0001108	Syaq.g_02491	Syat.g_00570
OG0001109	Syaq.g_02493	Syat.g_00568
OG0001110	Syaq.g_02495	Syat.g_00566
OG0001111	Syaq.g_02497	Syat.g_00564
OG0001112	Syaq.g_02499	Syat.g_00562
OG0001113	Syaq.g_02539	Syat.g_00561
OG0001114	Syaq.g_02500	Syat.g_00560
OG0001115	Syaq.g_02504	Syat.g_00557
OG0001116	Syaq.g_02506	Syat.g_00555
OG0001117	Syaq.g_02507	Syat.g_00554
OG0001118	Syaq.g_02508	Syat.g_00553
OG0001119	Syaq.g_02510	Syat.g_00551
OG0001120	Syaq.g_02514	Syat.g_00546
OG0001122	Syaq.g_00069	Syat.g_00711
OG0001123	Syaq.g_00061	Syat.g_00704
OG0001124	Syaq.g_00060	Syat.g_00702
OG0001125	Syaq.g_00058	Syat.g_00700
OG0001126	Syaq.g_02693	Syat.g_00790
OG0001127	Syaq.g_02692	Syat.g_00789
OG0001128	Syaq.g_02689	Syat.g_00786
OG0001129	Syaq.g_02687	Syat.g_00784
OG0001130	Syaq.g_02686	Syat.g_00783
OG0001131	Syaq.g_02284	Syat.g_01674
