Orthogroup	Prap	Prab
OG0000586	Prap.g_00358	Prab.g_00672
OG0000587	Prap.g_00357	Prab.g_00673
OG0000588	Prap.g_00831	Prab.g_00675
OG0000589	Prap.g_00830	Prab.g_00676
OG0000590	Prap.g_00828	Prab.g_00678
OG0000591	Prap.g_00822	Prab.g_00684
OG0000592	Prap.g_00821	Prab.g_00685
OG0000593	Prap.g_00820	Prab.g_00686
OG0000594	Prap.g_00817	Prab.g_00688
OG0000595	Prap.g_00816	Prab.g_00689
OG0000596	Prap.g_00815	Prab.g_00690
OG0000597	Prap.g_00813	Prab.g_00692
OG0000598	Prap.g_00812	Prab.g_00693
OG0000599	Prap.g_00811	Prab.g_00694
OG0000600	Prap.g_00810	Prab.g_00695
OG0000601	Prap.g_00807	Prab.g_00697
OG0000602	Prap.g_00806	Prab.g_00698
OG0000603	Prap.g_00805	Prab.g_00699
OG0000604	Prap.g_00802	Prab.g_00700
OG0000605	Prap.g_00801	Prab.g_00701
OG0000606	Prap.g_00800	Prab.g_00702
OG0000607	Prap.g_00798	Prab.g_00704
OG0000608	Prap.g_00796	Prab.g_00705
OG0000609	Prap.g_01489	Prab.g_00711
OG0000610	Prap.g_00872	Prab.g_00712
OG0000611	Prap.g_00790	Prab.g_00724
OG0000612	Prap.g_00789	Prab.g_00725
OG0000613	Prap.g_00344	Prab.g_00726
OG0000614	Prap.g_00343	Prab.g_00727
OG0000615	Prap.g_00341	Prab.g_00729
OG0000616	Prap.g_00340	Prab.g_00730
OG0000617	Prap.g_00339	Prab.g_00731
OG0000618	Prap.g_00338	Prab.g_00732
OG0000619	Prap.g_00337	Prab.g_00733
OG0000620	Prap.g_00336	Prab.g_00734
OG0000621	Prap.g_00335	Prab.g_00735
OG0000622	Prap.g_00334	Prab.g_00736
OG0000623	Prap.g_00333	Prab.g_00737
OG0000624	Prap.g_00331	Prab.g_00738
OG0000625	Prap.g_00330	Prab.g_00739
OG0000626	Prap.g_00329	Prab.g_00740
OG0000627	Prap.g_00328	Prab.g_00741
OG0000628	Prap.g_00327	Prab.g_00742
OG0000629	Prap.g_00326	Prab.g_00743
OG0000630	Prap.g_00325	Prab.g_00744
OG0000631	Prap.g_00323	Prab.g_00746
OG0000632	Prap.g_00322	Prab.g_00763
OG0000633	Prap.g_00036	Prab.g_00768
OG0000634	Prap.g_00545	Prab.g_00783
OG0000635	Prap.g_01121	Prab.g_00804
OG0000636	Prap.g_01122	Prab.g_00805
OG0000637	Prap.g_01123	Prab.g_00806
OG0000638	Prap.g_01375	Prab.g_00818
OG0000639	Prap.g_00688	Prab.g_00827
OG0000640	Prap.g_00685	Prab.g_00829
OG0000641	Prap.g_00683	Prab.g_00831
OG0000642	Prap.g_00682	Prab.g_00832
OG0000643	Prap.g_00681	Prab.g_00833
OG0000644	Prap.g_00345	Prab.g_00834
OG0000645	Prap.g_00788	Prab.g_00835
OG0000646	Prap.g_00787	Prab.g_00836
OG0000647	Prap.g_00786	Prab.g_00837
OG0000648	Prap.g_00784	Prab.g_00839
OG0000649	Prap.g_00783	Prab.g_00840
OG0000650	Prap.g_00782	Prab.g_00841
OG0000651	Prap.g_00781	Prab.g_00842
OG0000652	Prap.g_00780	Prab.g_00843
OG0000653	Prap.g_00779	Prab.g_00844
OG0000654	Prap.g_00777	Prab.g_00846
OG0000655	Prap.g_00775	Prab.g_00848
OG0000656	Prap.g_00774	Prab.g_00849
OG0000657	Prap.g_00773	Prab.g_00850
OG0000658	Prap.g_00772	Prab.g_00851
OG0000659	Prap.g_00771	Prab.g_00852
OG0000660	Prap.g_00770	Prab.g_00853
OG0000661	Prap.g_00769	Prab.g_00854
OG0000662	Prap.g_00767	Prab.g_00855
OG0000663	Prap.g_00766	Prab.g_00856
OG0000664	Prap.g_00765	Prab.g_00857
OG0000665	Prap.g_00764	Prab.g_00858
OG0000666	Prap.g_00763	Prab.g_00859
OG0000667	Prap.g_00762	Prab.g_00860
OG0000668	Prap.g_00761	Prab.g_00861
OG0000669	Prap.g_00759	Prab.g_00863
OG0000670	Prap.g_00758	Prab.g_00864
OG0000671	Prap.g_00757	Prab.g_00865
OG0000672	Prap.g_00756	Prab.g_00866
OG0000673	Prap.g_00755	Prab.g_00867
OG0000674	Prap.g_00754	Prab.g_00868
OG0000675	Prap.g_00752	Prab.g_00870
OG0000676	Prap.g_00751	Prab.g_00871
OG0000677	Prap.g_00748	Prab.g_00873
OG0000678	Prap.g_00746	Prab.g_00875
OG0000679	Prap.g_00744	Prab.g_00876
OG0000680	Prap.g_00743	Prab.g_00877
OG0000681	Prap.g_00742	Prab.g_00878
OG0000682	Prap.g_00741	Prab.g_00879
OG0000683	Prap.g_00739	Prab.g_00881
OG0000684	Prap.g_00738	Prab.g_00882
OG0000685	Prap.g_00737	Prab.g_00883
OG0000686	Prap.g_00736	Prab.g_00884
OG0000687	Prap.g_00735	Prab.g_00885
OG0000688	Prap.g_00734	Prab.g_00886
OG0000689	Prap.g_00733	Prab.g_00887
OG0000690	Prap.g_00732	Prab.g_00888
OG0000691	Prap.g_00731	Prab.g_00889
OG0000692	Prap.g_00727	Prab.g_00891
OG0000693	Prap.g_00726	Prab.g_00892
OG0000694	Prap.g_00725	Prab.g_00893
OG0000695	Prap.g_00724	Prab.g_00894
OG0000696	Prap.g_00723	Prab.g_00896
OG0000697	Prap.g_00721	Prab.g_00898
OG0000698	Prap.g_00717	Prab.g_00900
OG0000699	Prap.g_00716	Prab.g_00901
OG0000700	Prap.g_00660	Prab.g_01084
OG0000701	Prap.g_00655	Prab.g_01079
OG0000702	Prap.g_00869	Prab.g_01076
OG0000703	Prap.g_00867	Prab.g_01075
OG0000704	Prap.g_00866	Prab.g_01074
OG0000705	Prap.g_00864	Prab.g_01073
OG0000706	Prap.g_00863	Prab.g_01072
OG0000707	Prap.g_00861	Prab.g_01071
OG0000708	Prap.g_00860	Prab.g_01070
OG0000709	Prap.g_00858	Prab.g_01068
OG0000710	Prap.g_00857	Prab.g_01067
OG0000711	Prap.g_00856	Prab.g_01066
OG0000712	Prap.g_00855	Prab.g_01065
OG0000713	Prap.g_00854	Prab.g_01064
OG0000714	Prap.g_00852	Prab.g_01062
OG0000715	Prap.g_00851	Prab.g_01061
OG0000716	Prap.g_00849	Prab.g_01059
OG0000717	Prap.g_00848	Prab.g_01058
OG0000718	Prap.g_00847	Prab.g_01057
OG0000719	Prap.g_00845	Prab.g_01055
OG0000720	Prap.g_00844	Prab.g_01054
OG0000721	Prap.g_00841	Prab.g_01052
OG0000722	Prap.g_00840	Prab.g_01051
OG0000723	Prap.g_00839	Prab.g_01050
OG0000724	Prap.g_00837	Prab.g_01048
OG0000725	Prap.g_00836	Prab.g_01047
OG0000726	Prap.g_00835	Prab.g_01046
OG0000727	Prap.g_00834	Prab.g_01045
OG0000728	Prap.g_00833	Prab.g_01044
OG0000729	Prap.g_00832	Prab.g_01043
OG0000730	Prap.g_00355	Prab.g_01042
OG0000731	Prap.g_00353	Prab.g_01041
OG0000732	Prap.g_00352	Prab.g_01040
OG0000733	Prap.g_00351	Prab.g_01039
OG0000734	Prap.g_00350	Prab.g_01038
OG0000735	Prap.g_00348	Prab.g_01036
OG0000736	Prap.g_00347	Prab.g_01035
OG0000737	Prap.g_00346	Prab.g_01034
OG0000738	Prap.g_00680	Prab.g_01033
OG0000739	Prap.g_00679	Prab.g_01032
OG0000740	Prap.g_00678	Prab.g_01031
OG0000741	Prap.g_00677	Prab.g_01030
OG0000742	Prap.g_00675	Prab.g_01028
OG0000743	Prap.g_00239	Prab.g_01027
OG0000744	Prap.g_00240	Prab.g_01026
OG0000745	Prap.g_00241	Prab.g_01025
OG0000746	Prap.g_00242	Prab.g_01024
OG0000747	Prap.g_00243	Prab.g_01023
OG0000748	Prap.g_00244	Prab.g_01022
OG0000749	Prap.g_00245	Prab.g_01021
OG0000750	Prap.g_00247	Prab.g_01020
OG0000751	Prap.g_00248	Prab.g_01019
OG0000752	Prap.g_00307	Prab.g_01018
OG0000753	Prap.g_00250	Prab.g_01016
OG0000754	Prap.g_00251	Prab.g_01015
OG0000755	Prap.g_00252	Prab.g_01014
OG0000756	Prap.g_00254	Prab.g_01013
OG0000757	Prap.g_00255	Prab.g_01012
OG0000758	Prap.g_00256	Prab.g_01011
OG0000759	Prap.g_00258	Prab.g_01009
OG0000760	Prap.g_00259	Prab.g_01008
OG0000761	Prap.g_00260	Prab.g_01007
OG0000762	Prap.g_00262	Prab.g_01005
OG0000763	Prap.g_00263	Prab.g_01004
OG0000764	Prap.g_00264	Prab.g_01003
OG0000765	Prap.g_00265	Prab.g_01002
OG0000766	Prap.g_00266	Prab.g_01001
OG0000767	Prap.g_00268	Prab.g_00999
OG0000768	Prap.g_00269	Prab.g_00998
OG0000769	Prap.g_00270	Prab.g_00997
OG0000770	Prap.g_00271	Prab.g_00996
OG0000771	Prap.g_00272	Prab.g_00995
OG0000772	Prap.g_00522	Prab.g_00994
OG0000773	Prap.g_00274	Prab.g_00993
OG0000774	Prap.g_00275	Prab.g_00992
OG0000775	Prap.g_00276	Prab.g_00991
OG0000776	Prap.g_00279	Prab.g_00989
OG0000777	Prap.g_00280	Prab.g_00987
OG0000778	Prap.g_00281	Prab.g_00986
OG0000779	Prap.g_00282	Prab.g_00985
OG0000780	Prap.g_00284	Prab.g_00983
OG0000781	Prap.g_00286	Prab.g_00981
OG0000782	Prap.g_00287	Prab.g_00980
OG0000783	Prap.g_00291	Prab.g_00960
OG0000784	Prap.g_00293	Prab.g_00958
OG0000785	Prap.g_00294	Prab.g_00957
OG0000786	Prap.g_00295	Prab.g_00956
OG0000787	Prap.g_00296	Prab.g_00955
OG0000788	Prap.g_00302	Prab.g_00951
OG0000789	Prap.g_00305	Prab.g_00949
OG0000790	Prap.g_00306	Prab.g_00948
OG0000791	Prap.g_00309	Prab.g_00947
OG0000792	Prap.g_00310	Prab.g_00946
OG0000793	Prap.g_00311	Prab.g_00945
OG0000794	Prap.g_00314	Prab.g_00943
OG0000795	Prap.g_00697	Prab.g_00940
OG0000796	Prap.g_00698	Prab.g_00939
OG0000797	Prap.g_00700	Prab.g_00937
OG0000798	Prap.g_00701	Prab.g_00936
OG0000799	Prap.g_00702	Prab.g_00935
OG0000800	Prap.g_00703	Prab.g_00934
OG0000801	Prap.g_00706	Prab.g_00931
OG0000802	Prap.g_00707	Prab.g_00930
OG0000803	Prap.g_00709	Prab.g_00928
OG0000804	Prap.g_00710	Prab.g_00927
OG0000805	Prap.g_00711	Prab.g_00926
OG0000806	Prap.g_00713	Prab.g_00924
OG0000807	Prap.g_01345	Prab.g_01125
OG0000808	Prap.g_00020	Prab.g_01135
OG0000809	Prap.g_00504	Prab.g_01138
OG0000810	Prap.g_01126	Prab.g_01139
OG0000811	Prap.g_00539	Prab.g_01146
OG0000812	Prap.g_00498	Prab.g_01150
OG0000813	Prap.g_01366	Prab.g_01154
OG0000814	Prap.g_00525	Prab.g_01156
OG0000815	Prap.g_00058	Prab.g_01169
OG0000816	Prap.g_01882	Prab.g_01187
OG0000817	Prap.g_01881	Prab.g_01188
OG0000818	Prap.g_00031	Prab.g_01194
OG0000819	Prap.g_00478	Prab.g_01201
OG0000820	Prap.g_00472	Prab.g_01204
OG0000821	Prap.g_00470	Prab.g_01206
OG0000822	Prap.g_00469	Prab.g_01207
OG0000823	Prap.g_00468	Prab.g_01208
OG0000824	Prap.g_00467	Prab.g_01209
OG0000825	Prap.g_00466	Prab.g_01210
OG0000826	Prap.g_00465	Prab.g_01211
OG0000827	Prap.g_00464	Prab.g_01212
OG0000828	Prap.g_00463	Prab.g_01213
OG0000829	Prap.g_00462	Prab.g_01214
OG0000830	Prap.g_00460	Prab.g_01215
OG0000831	Prap.g_00457	Prab.g_01218
OG0000832	Prap.g_00455	Prab.g_01220
OG0000833	Prap.g_00454	Prab.g_01221
OG0000834	Prap.g_00453	Prab.g_01222
OG0000835	Prap.g_00452	Prab.g_01223
OG0000836	Prap.g_00451	Prab.g_01224
OG0000837	Prap.g_00448	Prab.g_01226
OG0000838	Prap.g_00447	Prab.g_01227
OG0000839	Prap.g_00446	Prab.g_01228
OG0000840	Prap.g_00445	Prab.g_01229
OG0000841	Prap.g_00444	Prab.g_01230
OG0000842	Prap.g_00442	Prab.g_01231
OG0000843	Prap.g_00441	Prab.g_01232
OG0000844	Prap.g_00440	Prab.g_01233
OG0000845	Prap.g_00439	Prab.g_01234
OG0000846	Prap.g_00437	Prab.g_01237
OG0000847	Prap.g_00435	Prab.g_01239
OG0000848	Prap.g_00434	Prab.g_01240
OG0000849	Prap.g_00431	Prab.g_01241
OG0000850	Prap.g_00430	Prab.g_01242
OG0000851	Prap.g_00428	Prab.g_01243
OG0000852	Prap.g_00426	Prab.g_01245
OG0000853	Prap.g_00424	Prab.g_01246
OG0000854	Prap.g_00422	Prab.g_01248
OG0000855	Prap.g_00421	Prab.g_01249
OG0000856	Prap.g_00420	Prab.g_01250
OG0000857	Prap.g_00419	Prab.g_01251
OG0000858	Prap.g_00418	Prab.g_01252
OG0000859	Prap.g_00417	Prab.g_01253
OG0000860	Prap.g_00416	Prab.g_01254
OG0000861	Prap.g_00415	Prab.g_01255
OG0000862	Prap.g_00414	Prab.g_01256
OG0000863	Prap.g_00413	Prab.g_01257
OG0000864	Prap.g_00412	Prab.g_01258
OG0000865	Prap.g_00411	Prab.g_01259
OG0000866	Prap.g_00410	Prab.g_01260
OG0000867	Prap.g_00409	Prab.g_01261
OG0000868	Prap.g_00408	Prab.g_01262
OG0000869	Prap.g_00406	Prab.g_01264
OG0000870	Prap.g_00405	Prab.g_01265
OG0000871	Prap.g_00404	Prab.g_01267
OG0000872	Prap.g_00403	Prab.g_01268
OG0000873	Prap.g_00401	Prab.g_01270
OG0000874	Prap.g_00400	Prab.g_01271
OG0000875	Prap.g_00399	Prab.g_01272
OG0000876	Prap.g_00398	Prab.g_01273
OG0000877	Prap.g_01136	Prab.g_01275
OG0000878	Prap.g_01853	Prab.g_01303
OG0000879	Prap.g_00550	Prab.g_01315
OG0000880	Prap.g_00551	Prab.g_01316
OG0000881	Prap.g_00552	Prab.g_01317
OG0000882	Prap.g_00553	Prab.g_01318
OG0000883	Prap.g_00554	Prab.g_01319
OG0000884	Prap.g_00556	Prab.g_01321
OG0000885	Prap.g_00557	Prab.g_01322
OG0000886	Prap.g_00558	Prab.g_01323
OG0000887	Prap.g_00559	Prab.g_01324
OG0000888	Prap.g_00560	Prab.g_01325
OG0000889	Prap.g_00563	Prab.g_01328
OG0000890	Prap.g_00564	Prab.g_01329
OG0000891	Prap.g_00565	Prab.g_01330
OG0000892	Prap.g_00568	Prab.g_01332
OG0000893	Prap.g_00569	Prab.g_01333
OG0000894	Prap.g_00570	Prab.g_01334
OG0000895	Prap.g_00571	Prab.g_01335
OG0000896	Prap.g_00572	Prab.g_01336
OG0000897	Prap.g_00573	Prab.g_01337
OG0000898	Prap.g_00576	Prab.g_01339
OG0000899	Prap.g_00577	Prab.g_01340
OG0000900	Prap.g_01928	Prab.g_01346
OG0000901	Prap.g_00585	Prab.g_01347
OG0000902	Prap.g_01268	Prab.g_01348
OG0000903	Prap.g_00521	Prab.g_01349
OG0000904	Prap.g_00220	Prab.g_01351
OG0000905	Prap.g_00499	Prab.g_01353
OG0000906	Prap.g_00481	Prab.g_01354
OG0000907	Prap.g_00719	Prab.g_01355
OG0000908	Prap.g_00518	Prab.g_01358
OG0000909	Prap.g_00061	Prab.g_01362
OG0000910	Prap.g_00062	Prab.g_01363
OG0000911	Prap.g_00063	Prab.g_01364
OG0000912	Prap.g_00064	Prab.g_01365
OG0000913	Prap.g_00065	Prab.g_01366
OG0000914	Prap.g_00066	Prab.g_01367
OG0000915	Prap.g_00067	Prab.g_01368
OG0000916	Prap.g_00068	Prab.g_01369
OG0000917	Prap.g_00069	Prab.g_01370
OG0000918	Prap.g_00070	Prab.g_01371
OG0000919	Prap.g_00071	Prab.g_01372
OG0000920	Prap.g_00072	Prab.g_01373
OG0000921	Prap.g_00073	Prab.g_01374
OG0000922	Prap.g_00074	Prab.g_01375
OG0000923	Prap.g_00075	Prab.g_01376
OG0000924	Prap.g_00076	Prab.g_01377
OG0000925	Prap.g_00077	Prab.g_01378
OG0000926	Prap.g_01598	Prab.g_01379
OG0000927	Prap.g_00104	Prab.g_01448
OG0000928	Prap.g_00105	Prab.g_01449
OG0000929	Prap.g_00106	Prab.g_01450
OG0000930	Prap.g_00107	Prab.g_01451
OG0000931	Prap.g_00108	Prab.g_01452
OG0000932	Prap.g_00110	Prab.g_01454
OG0000933	Prap.g_00111	Prab.g_01455
OG0000934	Prap.g_00112	Prab.g_01456
OG0000935	Prap.g_00113	Prab.g_01457
OG0000936	Prap.g_00114	Prab.g_01458
OG0000937	Prap.g_00115	Prab.g_01459
OG0000938	Prap.g_00116	Prab.g_01460
OG0000939	Prap.g_00117	Prab.g_01461
OG0000940	Prap.g_00118	Prab.g_01462
OG0000941	Prap.g_00119	Prab.g_01464
OG0000942	Prap.g_00120	Prab.g_01465
OG0000943	Prap.g_00123	Prab.g_01468
OG0000944	Prap.g_00124	Prab.g_01469
OG0000945	Prap.g_00125	Prab.g_01470
OG0000946	Prap.g_00126	Prab.g_01471
OG0000947	Prap.g_00127	Prab.g_01472
OG0000948	Prap.g_00128	Prab.g_01473
OG0000949	Prap.g_00129	Prab.g_01474
OG0000950	Prap.g_00130	Prab.g_01475
OG0000951	Prap.g_00131	Prab.g_01476
OG0000952	Prap.g_00132	Prab.g_01477
OG0000953	Prap.g_00133	Prab.g_01478
OG0000954	Prap.g_00134	Prab.g_01479
OG0000955	Prap.g_00135	Prab.g_01480
OG0000956	Prap.g_00136	Prab.g_01481
OG0000957	Prap.g_00137	Prab.g_01482
OG0000958	Prap.g_00138	Prab.g_01483
OG0000959	Prap.g_00139	Prab.g_01484
OG0000960	Prap.g_00140	Prab.g_01485
OG0000961	Prap.g_00144	Prab.g_01489
OG0000962	Prap.g_00145	Prab.g_01490
OG0000963	Prap.g_00146	Prab.g_01491
OG0000964	Prap.g_00148	Prab.g_01493
OG0000965	Prap.g_00149	Prab.g_01494
OG0000966	Prap.g_00150	Prab.g_01495
OG0000967	Prap.g_00151	Prab.g_01496
OG0000968	Prap.g_00152	Prab.g_01497
OG0000969	Prap.g_00153	Prab.g_01498
OG0000970	Prap.g_00154	Prab.g_01499
OG0000971	Prap.g_00155	Prab.g_01500
OG0000972	Prap.g_00156	Prab.g_01501
OG0000973	Prap.g_00157	Prab.g_01502
OG0000974	Prap.g_00159	Prab.g_01504
OG0000975	Prap.g_00165	Prab.g_01507
OG0000976	Prap.g_00167	Prab.g_01509
OG0000977	Prap.g_00169	Prab.g_01510
OG0000978	Prap.g_00171	Prab.g_01511
OG0000979	Prap.g_00173	Prab.g_01513
OG0000980	Prap.g_00174	Prab.g_01514
OG0000981	Prap.g_00175	Prab.g_01515
OG0000982	Prap.g_00176	Prab.g_01516
OG0000983	Prap.g_00178	Prab.g_01518
OG0000984	Prap.g_00179	Prab.g_01519
OG0000985	Prap.g_00180	Prab.g_01520
OG0000986	Prap.g_00181	Prab.g_01521
OG0000987	Prap.g_00182	Prab.g_01522
OG0000988	Prap.g_00183	Prab.g_01523
OG0000989	Prap.g_00184	Prab.g_01524
OG0000990	Prap.g_00185	Prab.g_01525
OG0000991	Prap.g_00186	Prab.g_01526
OG0000992	Prap.g_00187	Prab.g_01527
OG0000993	Prap.g_00188	Prab.g_01528
OG0000994	Prap.g_00189	Prab.g_01529
OG0000995	Prap.g_00190	Prab.g_01530
OG0000996	Prap.g_00191	Prab.g_01531
OG0000997	Prap.g_00192	Prab.g_01532
OG0000998	Prap.g_00193	Prab.g_01533
OG0000999	Prap.g_00194	Prab.g_01534
OG0001000	Prap.g_00195	Prab.g_01535
OG0001001	Prap.g_00197	Prab.g_01537
OG0001002	Prap.g_00198	Prab.g_01538
OG0001003	Prap.g_00199	Prab.g_01539
OG0001004	Prap.g_00200	Prab.g_01540
OG0001005	Prap.g_00203	Prab.g_01541
OG0001006	Prap.g_00204	Prab.g_01542
OG0001007	Prap.g_00205	Prab.g_01543
OG0001008	Prap.g_00207	Prab.g_01545
OG0001009	Prap.g_00208	Prab.g_01546
OG0001010	Prap.g_01836	Prab.g_01553
OG0001011	Prap.g_01139	Prab.g_01563
OG0001012	Prap.g_00768	Prab.g_01601
OG0001013	Prap.g_01786	Prab.g_01663
OG0001014	Prap.g_01785	Prab.g_01664
OG0001015	Prap.g_01778	Prab.g_01670
OG0001016	Prap.g_01777	Prab.g_01671
OG0001017	Prap.g_01776	Prab.g_01672
OG0001018	Prap.g_01775	Prab.g_01673
OG0001019	Prap.g_01773	Prab.g_01675
OG0001020	Prap.g_01772	Prab.g_01676
OG0001021	Prap.g_01771	Prab.g_01677
OG0001022	Prap.g_01770	Prab.g_01678
OG0001023	Prap.g_01769	Prab.g_01679
OG0001024	Prap.g_01767	Prab.g_01680
OG0001025	Prap.g_01766	Prab.g_01681
OG0001026	Prap.g_01765	Prab.g_01683
OG0001027	Prap.g_01764	Prab.g_01684
OG0001028	Prap.g_01763	Prab.g_01685
OG0001029	Prap.g_01762	Prab.g_01686
OG0001030	Prap.g_01761	Prab.g_01687
OG0001031	Prap.g_01760	Prab.g_01688
OG0001032	Prap.g_01759	Prab.g_01689
OG0001033	Prap.g_01758	Prab.g_01690
OG0001034	Prap.g_01757	Prab.g_01691
OG0001035	Prap.g_01754	Prab.g_01693
OG0001036	Prap.g_01753	Prab.g_01694
OG0001037	Prap.g_01752	Prab.g_01695
OG0001038	Prap.g_01751	Prab.g_01696
OG0001039	Prap.g_01750	Prab.g_01697
OG0001040	Prap.g_01749	Prab.g_01698
OG0001041	Prap.g_01748	Prab.g_01699
OG0001042	Prap.g_01747	Prab.g_01700
OG0001043	Prap.g_01746	Prab.g_01701
OG0001044	Prap.g_01745	Prab.g_01702
OG0001045	Prap.g_01744	Prab.g_01703
OG0001046	Prap.g_01743	Prab.g_01704
OG0001047	Prap.g_01740	Prab.g_01707
OG0001048	Prap.g_01738	Prab.g_01709
OG0001049	Prap.g_01737	Prab.g_01710
OG0001050	Prap.g_01736	Prab.g_01711
OG0001051	Prap.g_01735	Prab.g_01712
OG0001052	Prap.g_01734	Prab.g_01713
OG0001053	Prap.g_01732	Prab.g_01714
OG0001054	Prap.g_01730	Prab.g_01716
OG0001055	Prap.g_01729	Prab.g_01717
OG0001056	Prap.g_01728	Prab.g_01718
OG0001057	Prap.g_01727	Prab.g_01719
OG0001058	Prap.g_01726	Prab.g_01720
OG0001059	Prap.g_01725	Prab.g_01721
OG0001060	Prap.g_01724	Prab.g_01722
OG0001061	Prap.g_01723	Prab.g_01723
OG0001062	Prap.g_01722	Prab.g_01724
OG0001063	Prap.g_01721	Prab.g_01725
OG0001064	Prap.g_01719	Prab.g_01727
OG0001065	Prap.g_01715	Prab.g_01731
OG0001066	Prap.g_01713	Prab.g_01732
OG0001067	Prap.g_01712	Prab.g_01733
OG0001068	Prap.g_01709	Prab.g_01735
OG0001069	Prap.g_01708	Prab.g_01736
OG0001070	Prap.g_01707	Prab.g_01737
OG0001071	Prap.g_01706	Prab.g_01738
OG0001072	Prap.g_01705	Prab.g_01739
OG0001073	Prap.g_01704	Prab.g_01740
OG0001074	Prap.g_01703	Prab.g_01741
OG0001075	Prap.g_01702	Prab.g_01742
OG0001076	Prap.g_01701	Prab.g_01743
OG0001077	Prap.g_01700	Prab.g_01744
OG0001078	Prap.g_01699	Prab.g_01745
OG0001079	Prap.g_01698	Prab.g_01746
OG0001080	Prap.g_01697	Prab.g_01747
OG0001081	Prap.g_01693	Prab.g_01750
OG0001082	Prap.g_01692	Prab.g_01751
OG0001083	Prap.g_01689	Prab.g_01752
OG0001084	Prap.g_01690	Prab.g_01753
OG0001085	Prap.g_01691	Prab.g_01754
OG0001086	Prap.g_01694	Prab.g_01755
OG0001087	Prap.g_01695	Prab.g_01756
OG0001088	Prap.g_01696	Prab.g_01757
OG0001089	Prap.g_01686	Prab.g_01760
OG0001090	Prap.g_01684	Prab.g_01762
OG0001091	Prap.g_01683	Prab.g_01763
OG0001092	Prap.g_01682	Prab.g_01764
OG0001093	Prap.g_01681	Prab.g_01765
OG0001094	Prap.g_01680	Prab.g_01766
OG0001095	Prap.g_01679	Prab.g_01767
OG0001096	Prap.g_01678	Prab.g_01768
OG0001097	Prap.g_01677	Prab.g_01769
OG0001098	Prap.g_01676	Prab.g_01770
OG0001099	Prap.g_01675	Prab.g_01771
OG0001100	Prap.g_01674	Prab.g_01772
OG0001101	Prap.g_01673	Prab.g_01773
OG0001102	Prap.g_01672	Prab.g_01774
OG0001103	Prap.g_01671	Prab.g_01775
OG0001104	Prap.g_01670	Prab.g_01776
OG0001105	Prap.g_01669	Prab.g_01777
OG0001106	Prap.g_01668	Prab.g_01778
OG0001107	Prap.g_01667	Prab.g_01779
OG0001108	Prap.g_01666	Prab.g_01780
OG0001109	Prap.g_01665	Prab.g_01781
OG0001110	Prap.g_01664	Prab.g_01782
OG0001111	Prap.g_01663	Prab.g_01783
OG0001112	Prap.g_01662	Prab.g_01784
OG0001113	Prap.g_01661	Prab.g_01785
OG0001114	Prap.g_01660	Prab.g_01786
OG0001115	Prap.g_01659	Prab.g_01787
OG0001116	Prap.g_01658	Prab.g_01788
OG0001117	Prap.g_01657	Prab.g_01789
OG0001118	Prap.g_01656	Prab.g_01790
OG0001119	Prap.g_01655	Prab.g_01791
OG0001120	Prap.g_01654	Prab.g_01792
OG0001121	Prap.g_01652	Prab.g_01794
OG0001122	Prap.g_01651	Prab.g_01795
OG0001123	Prap.g_01650	Prab.g_01796
OG0001124	Prap.g_01647	Prab.g_01798
OG0001125	Prap.g_01645	Prab.g_01800
OG0001126	Prap.g_01644	Prab.g_01801
OG0001127	Prap.g_01641	Prab.g_01803
OG0001128	Prap.g_01640	Prab.g_01804
OG0001129	Prap.g_01639	Prab.g_01805
OG0001130	Prap.g_01636	Prab.g_01808
OG0001131	Prap.g_01635	Prab.g_01809
OG0001132	Prap.g_01634	Prab.g_01810
OG0001133	Prap.g_01633	Prab.g_01811
OG0001134	Prap.g_01632	Prab.g_01812
OG0001135	Prap.g_01631	Prab.g_01813
OG0001136	Prap.g_01630	Prab.g_01814
OG0001137	Prap.g_01629	Prab.g_01815
OG0001138	Prap.g_01628	Prab.g_01816
OG0001139	Prap.g_01626	Prab.g_01817
OG0001140	Prap.g_01625	Prab.g_01818
OG0001141	Prap.g_01624	Prab.g_01819
OG0001142	Prap.g_01620	Prab.g_01822
OG0001143	Prap.g_01619	Prab.g_01823
OG0001144	Prap.g_01618	Prab.g_01824
OG0001145	Prap.g_01617	Prab.g_01825
OG0001146	Prap.g_01616	Prab.g_01826
OG0001147	Prap.g_01615	Prab.g_01827
OG0001148	Prap.g_01614	Prab.g_01828
OG0001149	Prap.g_01612	Prab.g_01830
OG0001150	Prap.g_01611	Prab.g_01831
OG0001151	Prap.g_01607	Prab.g_01833
OG0001152	Prap.g_01606	Prab.g_01834
OG0001153	Prap.g_01605	Prab.g_01835
OG0001154	Prap.g_01603	Prab.g_01836
OG0001155	Prap.g_01601	Prab.g_01838
OG0001156	Prap.g_01599	Prab.g_01840
OG0001157	Prap.g_01597	Prab.g_01841
OG0001158	Prap.g_01595	Prab.g_01843
OG0001159	Prap.g_01594	Prab.g_01844
OG0001160	Prap.g_01593	Prab.g_01845
OG0001161	Prap.g_01592	Prab.g_01846
OG0001162	Prap.g_01591	Prab.g_01847
OG0001163	Prap.g_01590	Prab.g_01848
OG0001164	Prap.g_01589	Prab.g_01849
OG0001165	Prap.g_01588	Prab.g_01850
OG0001166	Prap.g_01587	Prab.g_01851
OG0001167	Prap.g_01585	Prab.g_01852
