Orthogroup	Prap	Prax
OG0000590	Prap.g_00828	Prax.g_00969
OG0000591	Prap.g_00822	Prax.g_00963
OG0000592	Prap.g_00821	Prax.g_00962
OG0000593	Prap.g_00820	Prax.g_00961
OG0000594	Prap.g_00817	Prax.g_00959
OG0000595	Prap.g_00816	Prax.g_00958
OG0000596	Prap.g_00815	Prax.g_00957
OG0000597	Prap.g_00813	Prax.g_00955
OG0000598	Prap.g_00812	Prax.g_00954
OG0000599	Prap.g_00811	Prax.g_00953
OG0000600	Prap.g_00810	Prax.g_00952
OG0000601	Prap.g_00807	Prax.g_00950
OG0000602	Prap.g_00806	Prax.g_00949
OG0000603	Prap.g_00805	Prax.g_00948
OG0000604	Prap.g_00802	Prax.g_00947
OG0000605	Prap.g_00801	Prax.g_00946
OG0000606	Prap.g_00800	Prax.g_00945
OG0000607	Prap.g_00798	Prax.g_00943
OG0000608	Prap.g_00796	Prax.g_00942
OG0000609	Prap.g_01489	Prax.g_00938
OG0000610	Prap.g_00872	Prax.g_00937
OG0000611	Prap.g_00790	Prax.g_00484
OG0000612	Prap.g_00789	Prax.g_00483
OG0000613	Prap.g_00344	Prax.g_00482
OG0000614	Prap.g_00343	Prax.g_00481
OG0000615	Prap.g_00341	Prax.g_00479
OG0000616	Prap.g_00340	Prax.g_00478
OG0000617	Prap.g_00339	Prax.g_00477
OG0000618	Prap.g_00338	Prax.g_00476
OG0000619	Prap.g_00337	Prax.g_00475
OG0000620	Prap.g_00336	Prax.g_00474
OG0000621	Prap.g_00335	Prax.g_00473
OG0000622	Prap.g_00334	Prax.g_00472
OG0000623	Prap.g_00333	Prax.g_00471
OG0000624	Prap.g_00331	Prax.g_00470
OG0000625	Prap.g_00330	Prax.g_00469
OG0000626	Prap.g_00329	Prax.g_00468
OG0000627	Prap.g_00328	Prax.g_00467
OG0000628	Prap.g_00327	Prax.g_00466
OG0000629	Prap.g_00326	Prax.g_00465
OG0000630	Prap.g_00325	Prax.g_00464
OG0000631	Prap.g_00323	Prax.g_00462
OG0000632	Prap.g_00322	Prax.g_00432
OG0000633	Prap.g_00036	Prax.g_00428
OG0000634	Prap.g_00545	Prax.g_00413
OG0000635	Prap.g_01121	Prax.g_00409
OG0000636	Prap.g_01122	Prax.g_00408
OG0000637	Prap.g_01123	Prax.g_00407
OG0000638	Prap.g_01375	Prax.g_00395
OG0000639	Prap.g_00688	Prax.g_00386
OG0000640	Prap.g_00685	Prax.g_00384
OG0000641	Prap.g_00683	Prax.g_00382
OG0000642	Prap.g_00682	Prax.g_00381
OG0000643	Prap.g_00681	Prax.g_00380
OG0000644	Prap.g_00345	Prax.g_00379
OG0000645	Prap.g_00788	Prax.g_00378
OG0000646	Prap.g_00787	Prax.g_00377
OG0000647	Prap.g_00786	Prax.g_00376
OG0000648	Prap.g_00784	Prax.g_00374
OG0000649	Prap.g_00783	Prax.g_00373
OG0000650	Prap.g_00782	Prax.g_00372
OG0000651	Prap.g_00781	Prax.g_00371
OG0000652	Prap.g_00780	Prax.g_00370
OG0000653	Prap.g_00779	Prax.g_00369
OG0000654	Prap.g_00777	Prax.g_00367
OG0000655	Prap.g_00775	Prax.g_00365
OG0000656	Prap.g_00774	Prax.g_00364
OG0000657	Prap.g_00773	Prax.g_00363
OG0000658	Prap.g_00772	Prax.g_00362
OG0000659	Prap.g_00771	Prax.g_00361
OG0000660	Prap.g_00770	Prax.g_00360
OG0000661	Prap.g_00769	Prax.g_00359
OG0000662	Prap.g_00767	Prax.g_00358
OG0000663	Prap.g_00766	Prax.g_00357
OG0000664	Prap.g_00765	Prax.g_00356
OG0000665	Prap.g_00764	Prax.g_00355
OG0000666	Prap.g_00763	Prax.g_00354
OG0000667	Prap.g_00762	Prax.g_00353
OG0000668	Prap.g_00761	Prax.g_00352
OG0000669	Prap.g_00759	Prax.g_00350
OG0000670	Prap.g_00758	Prax.g_00349
OG0000671	Prap.g_00757	Prax.g_00348
OG0000672	Prap.g_00756	Prax.g_00347
OG0000673	Prap.g_00755	Prax.g_00346
OG0000674	Prap.g_00754	Prax.g_00345
OG0000675	Prap.g_00752	Prax.g_00343
OG0000676	Prap.g_00751	Prax.g_00342
OG0000677	Prap.g_00748	Prax.g_00339
OG0000678	Prap.g_00746	Prax.g_00337
OG0000679	Prap.g_00744	Prax.g_00336
OG0000680	Prap.g_00743	Prax.g_00335
OG0000681	Prap.g_00742	Prax.g_00334
OG0000682	Prap.g_00741	Prax.g_00333
OG0000683	Prap.g_00739	Prax.g_00331
OG0000684	Prap.g_00738	Prax.g_00330
OG0000685	Prap.g_00737	Prax.g_00329
OG0000686	Prap.g_00736	Prax.g_00328
OG0000687	Prap.g_00735	Prax.g_00327
OG0000688	Prap.g_00734	Prax.g_00326
OG0000689	Prap.g_00733	Prax.g_00325
OG0000690	Prap.g_00732	Prax.g_00324
OG0000691	Prap.g_00731	Prax.g_00323
OG0000692	Prap.g_00727	Prax.g_00321
OG0000693	Prap.g_00726	Prax.g_00320
OG0000694	Prap.g_00725	Prax.g_00319
OG0000695	Prap.g_00724	Prax.g_00318
OG0000696	Prap.g_00723	Prax.g_00317
OG0000697	Prap.g_00721	Prax.g_00315
OG0000698	Prap.g_00717	Prax.g_00313
OG0000699	Prap.g_00716	Prax.g_00312
OG0000700	Prap.g_00660	Prax.g_00546
OG0000701	Prap.g_00655	Prax.g_00550
OG0000702	Prap.g_00869	Prax.g_00553
OG0000703	Prap.g_00867	Prax.g_00554
OG0000704	Prap.g_00866	Prax.g_00555
OG0000705	Prap.g_00864	Prax.g_00556
OG0000706	Prap.g_00863	Prax.g_00557
OG0000707	Prap.g_00861	Prax.g_00558
OG0000708	Prap.g_00860	Prax.g_00559
OG0000709	Prap.g_00858	Prax.g_00561
OG0000710	Prap.g_00857	Prax.g_00562
OG0000711	Prap.g_00856	Prax.g_00563
OG0000712	Prap.g_00855	Prax.g_00564
OG0000713	Prap.g_00854	Prax.g_00565
OG0000714	Prap.g_00852	Prax.g_00567
OG0000715	Prap.g_00851	Prax.g_00568
OG0000716	Prap.g_00849	Prax.g_00570
OG0000717	Prap.g_00848	Prax.g_00571
OG0000718	Prap.g_00847	Prax.g_00572
OG0000719	Prap.g_00845	Prax.g_00574
OG0000720	Prap.g_00844	Prax.g_00575
OG0000721	Prap.g_00841	Prax.g_00578
OG0000722	Prap.g_00840	Prax.g_00579
OG0000723	Prap.g_00839	Prax.g_00580
OG0000724	Prap.g_00837	Prax.g_00582
OG0000725	Prap.g_00836	Prax.g_00583
OG0000726	Prap.g_00835	Prax.g_00584
OG0000727	Prap.g_00834	Prax.g_00585
OG0000728	Prap.g_00833	Prax.g_00586
OG0000729	Prap.g_00832	Prax.g_00587
OG0000730	Prap.g_00355	Prax.g_00588
OG0000731	Prap.g_00353	Prax.g_00589
OG0000732	Prap.g_00352	Prax.g_00590
OG0000733	Prap.g_00351	Prax.g_00591
OG0000734	Prap.g_00350	Prax.g_00592
OG0000735	Prap.g_00348	Prax.g_00594
OG0000736	Prap.g_00347	Prax.g_00595
OG0000737	Prap.g_00346	Prax.g_00596
OG0000738	Prap.g_00680	Prax.g_00597
OG0000739	Prap.g_00679	Prax.g_00598
OG0000740	Prap.g_00678	Prax.g_00599
OG0000741	Prap.g_00677	Prax.g_00600
OG0000742	Prap.g_00675	Prax.g_00602
OG0000743	Prap.g_00239	Prax.g_00603
OG0000744	Prap.g_00240	Prax.g_00604
OG0000745	Prap.g_00241	Prax.g_00605
OG0000746	Prap.g_00242	Prax.g_00606
OG0000747	Prap.g_00243	Prax.g_00607
OG0000748	Prap.g_00244	Prax.g_00608
OG0000749	Prap.g_00245	Prax.g_00609
OG0000750	Prap.g_00247	Prax.g_00610
OG0000751	Prap.g_00248	Prax.g_00611
OG0000752	Prap.g_00307	Prax.g_00612
OG0000753	Prap.g_00250	Prax.g_00614
OG0000754	Prap.g_00251	Prax.g_00615
OG0000755	Prap.g_00252	Prax.g_00616
OG0000756	Prap.g_00254	Prax.g_00617
OG0000757	Prap.g_00255	Prax.g_00618
OG0000758	Prap.g_00256	Prax.g_00619
OG0000759	Prap.g_00258	Prax.g_01130
OG0000760	Prap.g_00259	Prax.g_01131
OG0000761	Prap.g_00260	Prax.g_01132
OG0000762	Prap.g_00262	Prax.g_01134
OG0000763	Prap.g_00263	Prax.g_01135
OG0000764	Prap.g_00264	Prax.g_01136
OG0000765	Prap.g_00265	Prax.g_01137
OG0000766	Prap.g_00266	Prax.g_01138
OG0000767	Prap.g_00268	Prax.g_01140
OG0000768	Prap.g_00269	Prax.g_01141
OG0000769	Prap.g_00270	Prax.g_01142
OG0000770	Prap.g_00271	Prax.g_01143
OG0000771	Prap.g_00272	Prax.g_01144
OG0000772	Prap.g_00522	Prax.g_01145
OG0000773	Prap.g_00274	Prax.g_01146
OG0000774	Prap.g_00275	Prax.g_01147
OG0000775	Prap.g_00276	Prax.g_01148
OG0000776	Prap.g_00279	Prax.g_01150
OG0000777	Prap.g_00280	Prax.g_01152
OG0000778	Prap.g_00281	Prax.g_01153
OG0000779	Prap.g_00282	Prax.g_01154
OG0000780	Prap.g_00284	Prax.g_01156
OG0000781	Prap.g_00286	Prax.g_01158
OG0000782	Prap.g_00287	Prax.g_01159
OG0000783	Prap.g_00291	Prax.g_01173
OG0000784	Prap.g_00293	Prax.g_01175
OG0000785	Prap.g_00294	Prax.g_01176
OG0000786	Prap.g_00295	Prax.g_01177
OG0000787	Prap.g_00296	Prax.g_01178
OG0000788	Prap.g_00302	Prax.g_01182
OG0000789	Prap.g_00305	Prax.g_01184
OG0000790	Prap.g_00306	Prax.g_01185
OG0000791	Prap.g_00309	Prax.g_01186
OG0000792	Prap.g_00310	Prax.g_01187
OG0000793	Prap.g_00311	Prax.g_01188
OG0000794	Prap.g_00314	Prax.g_01190
OG0000795	Prap.g_00697	Prax.g_01193
OG0000796	Prap.g_00698	Prax.g_01194
OG0000797	Prap.g_00700	Prax.g_01196
OG0000798	Prap.g_00701	Prax.g_01197
OG0000799	Prap.g_00702	Prax.g_01198
OG0000800	Prap.g_00703	Prax.g_01199
OG0000801	Prap.g_00706	Prax.g_01202
OG0000802	Prap.g_00707	Prax.g_01203
OG0000803	Prap.g_00709	Prax.g_01205
OG0000804	Prap.g_00710	Prax.g_01206
OG0000805	Prap.g_00711	Prax.g_01207
OG0000806	Prap.g_00713	Prax.g_01209
OG0000807	Prap.g_01345	Prax.g_01235
OG0000808	Prap.g_00020	Prax.g_01245
OG0000809	Prap.g_00504	Prax.g_01248
OG0000810	Prap.g_01126	Prax.g_01249
OG0000811	Prap.g_00539	Prax.g_01256
OG0000812	Prap.g_00498	Prax.g_00126
OG0000813	Prap.g_01366	Prax.g_00130
OG0000814	Prap.g_00525	Prax.g_00132
OG0000815	Prap.g_00058	Prax.g_00146
OG0000816	Prap.g_01882	Prax.g_00162
OG0000817	Prap.g_01881	Prax.g_00163
OG0000818	Prap.g_00031	Prax.g_00168
OG0000819	Prap.g_00478	Prax.g_00181
OG0000820	Prap.g_00472	Prax.g_00185
OG0000821	Prap.g_00470	Prax.g_00187
OG0000822	Prap.g_00469	Prax.g_00188
OG0000823	Prap.g_00468	Prax.g_00189
OG0000824	Prap.g_00467	Prax.g_00190
OG0000825	Prap.g_00466	Prax.g_00191
OG0000826	Prap.g_00465	Prax.g_00192
OG0000827	Prap.g_00464	Prax.g_00193
OG0000828	Prap.g_00463	Prax.g_00194
OG0000829	Prap.g_00462	Prax.g_00195
OG0000830	Prap.g_00460	Prax.g_00196
OG0000831	Prap.g_00457	Prax.g_00199
OG0000832	Prap.g_00455	Prax.g_00201
OG0000833	Prap.g_00454	Prax.g_00202
OG0000834	Prap.g_00453	Prax.g_00203
OG0000835	Prap.g_00452	Prax.g_00204
OG0000836	Prap.g_00451	Prax.g_00205
OG0000837	Prap.g_00448	Prax.g_00207
OG0000838	Prap.g_00447	Prax.g_00208
OG0000839	Prap.g_00446	Prax.g_00209
OG0000840	Prap.g_00445	Prax.g_00210
OG0000841	Prap.g_00444	Prax.g_00211
OG0000842	Prap.g_00442	Prax.g_00212
OG0000843	Prap.g_00441	Prax.g_00213
OG0000844	Prap.g_00440	Prax.g_00214
OG0000845	Prap.g_00439	Prax.g_00215
OG0000846	Prap.g_00437	Prax.g_00218
OG0000847	Prap.g_00435	Prax.g_00220
OG0000848	Prap.g_00434	Prax.g_00221
OG0000849	Prap.g_00431	Prax.g_00222
OG0000850	Prap.g_00430	Prax.g_00223
OG0000851	Prap.g_00428	Prax.g_00224
OG0000852	Prap.g_00426	Prax.g_00226
OG0000853	Prap.g_00424	Prax.g_00227
OG0000854	Prap.g_00422	Prax.g_00229
OG0000855	Prap.g_00421	Prax.g_00230
OG0000856	Prap.g_00420	Prax.g_00231
OG0000857	Prap.g_00419	Prax.g_00232
OG0000858	Prap.g_00418	Prax.g_00233
OG0000859	Prap.g_00417	Prax.g_00234
OG0000860	Prap.g_00416	Prax.g_00235
OG0000861	Prap.g_00415	Prax.g_00236
OG0000862	Prap.g_00414	Prax.g_00237
OG0000863	Prap.g_00413	Prax.g_00238
OG0000864	Prap.g_00412	Prax.g_00239
OG0000865	Prap.g_00411	Prax.g_00240
OG0000866	Prap.g_00410	Prax.g_00241
OG0000867	Prap.g_00409	Prax.g_00242
OG0000868	Prap.g_00408	Prax.g_00243
OG0000869	Prap.g_00406	Prax.g_00245
OG0000870	Prap.g_00405	Prax.g_00246
OG0000871	Prap.g_00404	Prax.g_00248
OG0000872	Prap.g_00403	Prax.g_00249
OG0000873	Prap.g_00401	Prax.g_00251
OG0000874	Prap.g_00400	Prax.g_00252
OG0000875	Prap.g_00399	Prax.g_00253
OG0000876	Prap.g_00398	Prax.g_00254
OG0000877	Prap.g_01136	Prax.g_00256
OG0000878	Prap.g_01853	Prax.g_01928
OG0000879	Prap.g_00550	Prax.g_01910
OG0000880	Prap.g_00551	Prax.g_01909
OG0000881	Prap.g_00552	Prax.g_01908
OG0000882	Prap.g_00553	Prax.g_01907
OG0000883	Prap.g_00554	Prax.g_01906
OG0000884	Prap.g_00556	Prax.g_01904
OG0000885	Prap.g_00557	Prax.g_01903
OG0000886	Prap.g_00558	Prax.g_01902
OG0000887	Prap.g_00559	Prax.g_01901
OG0000888	Prap.g_00560	Prax.g_01900
OG0000889	Prap.g_00563	Prax.g_01897
OG0000890	Prap.g_00564	Prax.g_01896
OG0000891	Prap.g_00565	Prax.g_01895
OG0000892	Prap.g_00568	Prax.g_01893
OG0000893	Prap.g_00569	Prax.g_01892
OG0000894	Prap.g_00570	Prax.g_01891
OG0000895	Prap.g_00571	Prax.g_01890
OG0000896	Prap.g_00572	Prax.g_01889
OG0000897	Prap.g_00573	Prax.g_01888
OG0000898	Prap.g_00576	Prax.g_01886
OG0000899	Prap.g_00577	Prax.g_01885
OG0000900	Prap.g_01928	Prax.g_01881
OG0000901	Prap.g_00585	Prax.g_01877
OG0000902	Prap.g_01268	Prax.g_01876
OG0000903	Prap.g_00521	Prax.g_01875
OG0000904	Prap.g_00220	Prax.g_01873
OG0000905	Prap.g_00499	Prax.g_01871
OG0000906	Prap.g_00481	Prax.g_01869
OG0000907	Prap.g_00719	Prax.g_01868
OG0000908	Prap.g_00518	Prax.g_01865
OG0000909	Prap.g_00061	Prax.g_01861
OG0000910	Prap.g_00062	Prax.g_01860
OG0000911	Prap.g_00063	Prax.g_01859
OG0000912	Prap.g_00064	Prax.g_01858
OG0000913	Prap.g_00065	Prax.g_01857
OG0000914	Prap.g_00066	Prax.g_01856
OG0000915	Prap.g_00067	Prax.g_01855
OG0000916	Prap.g_00068	Prax.g_01854
OG0000917	Prap.g_00069	Prax.g_01853
OG0000918	Prap.g_00070	Prax.g_01852
OG0000919	Prap.g_00071	Prax.g_01851
OG0000920	Prap.g_00072	Prax.g_01850
OG0000921	Prap.g_00073	Prax.g_01849
OG0000922	Prap.g_00074	Prax.g_01848
OG0000923	Prap.g_00075	Prax.g_01847
OG0000924	Prap.g_00076	Prax.g_01846
OG0000925	Prap.g_00077	Prax.g_01845
OG0000926	Prap.g_01598	Prax.g_01780
OG0000927	Prap.g_00104	Prax.g_01751
OG0000928	Prap.g_00105	Prax.g_01750
OG0000929	Prap.g_00106	Prax.g_01749
OG0000930	Prap.g_00107	Prax.g_01748
OG0000931	Prap.g_00108	Prax.g_01747
OG0000932	Prap.g_00110	Prax.g_01745
OG0000933	Prap.g_00111	Prax.g_01744
OG0000934	Prap.g_00112	Prax.g_01743
OG0000935	Prap.g_00113	Prax.g_01742
OG0000936	Prap.g_00114	Prax.g_01741
OG0000937	Prap.g_00115	Prax.g_01740
OG0000938	Prap.g_00116	Prax.g_01739
OG0000939	Prap.g_00117	Prax.g_01738
OG0000940	Prap.g_00118	Prax.g_01737
OG0000941	Prap.g_00119	Prax.g_01735
OG0000942	Prap.g_00120	Prax.g_01734
OG0000943	Prap.g_00123	Prax.g_01726
OG0000944	Prap.g_00124	Prax.g_01725
OG0000945	Prap.g_00125	Prax.g_01724
OG0000946	Prap.g_00126	Prax.g_01723
OG0000947	Prap.g_00127	Prax.g_01722
OG0000948	Prap.g_00128	Prax.g_01721
OG0000949	Prap.g_00129	Prax.g_01720
OG0000950	Prap.g_00130	Prax.g_01719
OG0000951	Prap.g_00131	Prax.g_01718
OG0000952	Prap.g_00132	Prax.g_01717
OG0000953	Prap.g_00133	Prax.g_01716
OG0000954	Prap.g_00134	Prax.g_01715
OG0000955	Prap.g_00135	Prax.g_01714
OG0000956	Prap.g_00136	Prax.g_01713
OG0000957	Prap.g_00137	Prax.g_01712
OG0000958	Prap.g_00138	Prax.g_01711
OG0000959	Prap.g_00139	Prax.g_01710
OG0000960	Prap.g_00140	Prax.g_01709
OG0000961	Prap.g_00144	Prax.g_01705
OG0000962	Prap.g_00145	Prax.g_01704
OG0000963	Prap.g_00146	Prax.g_01703
OG0000964	Prap.g_00148	Prax.g_01701
OG0000965	Prap.g_00149	Prax.g_01700
OG0000966	Prap.g_00150	Prax.g_01699
OG0000967	Prap.g_00151	Prax.g_01698
OG0000968	Prap.g_00152	Prax.g_01697
OG0000969	Prap.g_00153	Prax.g_01696
OG0000970	Prap.g_00154	Prax.g_01695
OG0000971	Prap.g_00155	Prax.g_01694
OG0000972	Prap.g_00156	Prax.g_01693
OG0000973	Prap.g_00157	Prax.g_01692
OG0000974	Prap.g_00159	Prax.g_01690
OG0000975	Prap.g_00165	Prax.g_01687
OG0000976	Prap.g_00167	Prax.g_01685
OG0000977	Prap.g_00169	Prax.g_01684
OG0000978	Prap.g_00171	Prax.g_01683
OG0000979	Prap.g_00173	Prax.g_01681
OG0000980	Prap.g_00174	Prax.g_01680
OG0000981	Prap.g_00175	Prax.g_01679
OG0000982	Prap.g_00176	Prax.g_01678
OG0000983	Prap.g_00178	Prax.g_01676
OG0000984	Prap.g_00179	Prax.g_01675
OG0000985	Prap.g_00180	Prax.g_01674
OG0000986	Prap.g_00181	Prax.g_01673
OG0000987	Prap.g_00182	Prax.g_01672
OG0000988	Prap.g_00183	Prax.g_01671
OG0000989	Prap.g_00184	Prax.g_01670
OG0000990	Prap.g_00185	Prax.g_01669
OG0000991	Prap.g_00186	Prax.g_01668
OG0000992	Prap.g_00187	Prax.g_01667
OG0000993	Prap.g_00188	Prax.g_01666
OG0000994	Prap.g_00189	Prax.g_01665
OG0000995	Prap.g_00190	Prax.g_01664
OG0000996	Prap.g_00191	Prax.g_01663
OG0000997	Prap.g_00192	Prax.g_01662
OG0000998	Prap.g_00193	Prax.g_01661
OG0000999	Prap.g_00194	Prax.g_01660
OG0001000	Prap.g_00195	Prax.g_01659
OG0001001	Prap.g_00197	Prax.g_01657
OG0001002	Prap.g_00198	Prax.g_01656
OG0001003	Prap.g_00199	Prax.g_01655
OG0001004	Prap.g_00200	Prax.g_01654
OG0001005	Prap.g_00203	Prax.g_01653
OG0001006	Prap.g_00204	Prax.g_01652
OG0001007	Prap.g_00205	Prax.g_01651
OG0001008	Prap.g_00207	Prax.g_01649
OG0001009	Prap.g_00208	Prax.g_01648
OG0001010	Prap.g_01836	Prax.g_01640
OG0001011	Prap.g_01139	Prax.g_01633
OG0001012	Prap.g_00768	Prax.g_01605
OG0001013	Prap.g_01786	Prax.g_01565
OG0001014	Prap.g_01785	Prax.g_01564
OG0001015	Prap.g_01778	Prax.g_01558
OG0001016	Prap.g_01777	Prax.g_01557
OG0001017	Prap.g_01776	Prax.g_01556
OG0001018	Prap.g_01775	Prax.g_01555
OG0001019	Prap.g_01773	Prax.g_01553
OG0001020	Prap.g_01772	Prax.g_01552
OG0001021	Prap.g_01771	Prax.g_01551
OG0001022	Prap.g_01770	Prax.g_01550
OG0001023	Prap.g_01769	Prax.g_01549
OG0001024	Prap.g_01767	Prax.g_01548
OG0001025	Prap.g_01766	Prax.g_01547
OG0001026	Prap.g_01765	Prax.g_01545
OG0001027	Prap.g_01764	Prax.g_01544
OG0001028	Prap.g_01763	Prax.g_01543
OG0001029	Prap.g_01762	Prax.g_01542
OG0001030	Prap.g_01761	Prax.g_01541
OG0001031	Prap.g_01760	Prax.g_01540
OG0001032	Prap.g_01759	Prax.g_01539
OG0001033	Prap.g_01758	Prax.g_01538
OG0001034	Prap.g_01757	Prax.g_01537
OG0001035	Prap.g_01754	Prax.g_01535
OG0001036	Prap.g_01753	Prax.g_01534
OG0001037	Prap.g_01752	Prax.g_01533
OG0001038	Prap.g_01751	Prax.g_01532
OG0001039	Prap.g_01750	Prax.g_01531
OG0001040	Prap.g_01749	Prax.g_01530
OG0001041	Prap.g_01748	Prax.g_01529
OG0001042	Prap.g_01747	Prax.g_01528
OG0001043	Prap.g_01746	Prax.g_01527
OG0001044	Prap.g_01745	Prax.g_01526
OG0001045	Prap.g_01744	Prax.g_01525
OG0001046	Prap.g_01743	Prax.g_01524
OG0001047	Prap.g_01740	Prax.g_01521
OG0001048	Prap.g_01738	Prax.g_01519
OG0001049	Prap.g_01737	Prax.g_01518
OG0001050	Prap.g_01736	Prax.g_01517
OG0001051	Prap.g_01735	Prax.g_01516
OG0001052	Prap.g_01734	Prax.g_01515
OG0001053	Prap.g_01732	Prax.g_01513
OG0001054	Prap.g_01730	Prax.g_01511
OG0001055	Prap.g_01729	Prax.g_01510
OG0001056	Prap.g_01728	Prax.g_01509
OG0001057	Prap.g_01727	Prax.g_01508
OG0001058	Prap.g_01726	Prax.g_01507
OG0001059	Prap.g_01725	Prax.g_01506
OG0001060	Prap.g_01724	Prax.g_01505
OG0001061	Prap.g_01723	Prax.g_01504
OG0001062	Prap.g_01722	Prax.g_01503
OG0001063	Prap.g_01721	Prax.g_01502
OG0001064	Prap.g_01719	Prax.g_01257
OG0001065	Prap.g_01715	Prax.g_01262
OG0001066	Prap.g_01713	Prax.g_01263
OG0001067	Prap.g_01712	Prax.g_01264
OG0001068	Prap.g_01709	Prax.g_01266
OG0001069	Prap.g_01708	Prax.g_01267
OG0001070	Prap.g_01707	Prax.g_01268
OG0001071	Prap.g_01706	Prax.g_01269
OG0001072	Prap.g_01705	Prax.g_01270
OG0001073	Prap.g_01704	Prax.g_01271
OG0001074	Prap.g_01703	Prax.g_01272
OG0001075	Prap.g_01702	Prax.g_01273
OG0001076	Prap.g_01701	Prax.g_01274
OG0001077	Prap.g_01700	Prax.g_01275
OG0001078	Prap.g_01699	Prax.g_01276
OG0001079	Prap.g_01698	Prax.g_01277
OG0001080	Prap.g_01697	Prax.g_01278
OG0001081	Prap.g_01693	Prax.g_01281
OG0001082	Prap.g_01692	Prax.g_01282
OG0001083	Prap.g_01689	Prax.g_01283
OG0001084	Prap.g_01690	Prax.g_01285
OG0001085	Prap.g_01691	Prax.g_01286
OG0001086	Prap.g_01694	Prax.g_01287
OG0001087	Prap.g_01695	Prax.g_01288
OG0001088	Prap.g_01696	Prax.g_01289
OG0001089	Prap.g_01686	Prax.g_01296
OG0001090	Prap.g_01684	Prax.g_01298
OG0001091	Prap.g_01683	Prax.g_01299
OG0001092	Prap.g_01682	Prax.g_01300
OG0001093	Prap.g_01681	Prax.g_01301
OG0001094	Prap.g_01680	Prax.g_01302
OG0001095	Prap.g_01679	Prax.g_01303
OG0001096	Prap.g_01678	Prax.g_01304
OG0001097	Prap.g_01677	Prax.g_01305
OG0001098	Prap.g_01676	Prax.g_01306
OG0001099	Prap.g_01675	Prax.g_01307
OG0001100	Prap.g_01674	Prax.g_01308
OG0001101	Prap.g_01673	Prax.g_01309
OG0001102	Prap.g_01672	Prax.g_01310
OG0001103	Prap.g_01671	Prax.g_01311
OG0001104	Prap.g_01670	Prax.g_01312
OG0001105	Prap.g_01669	Prax.g_01313
OG0001106	Prap.g_01668	Prax.g_01314
OG0001107	Prap.g_01667	Prax.g_01315
OG0001108	Prap.g_01666	Prax.g_01316
OG0001109	Prap.g_01665	Prax.g_01317
OG0001110	Prap.g_01664	Prax.g_01318
OG0001111	Prap.g_01663	Prax.g_01319
OG0001112	Prap.g_01662	Prax.g_01320
OG0001113	Prap.g_01661	Prax.g_01321
OG0001114	Prap.g_01660	Prax.g_01322
OG0001115	Prap.g_01659	Prax.g_01323
OG0001116	Prap.g_01658	Prax.g_01324
OG0001117	Prap.g_01657	Prax.g_01325
OG0001118	Prap.g_01656	Prax.g_01326
OG0001119	Prap.g_01655	Prax.g_01327
OG0001120	Prap.g_01654	Prax.g_01328
OG0001121	Prap.g_01652	Prax.g_01330
OG0001122	Prap.g_01651	Prax.g_01331
OG0001123	Prap.g_01650	Prax.g_01332
OG0001124	Prap.g_01647	Prax.g_01334
OG0001125	Prap.g_01645	Prax.g_01336
OG0001126	Prap.g_01644	Prax.g_01337
OG0001127	Prap.g_01641	Prax.g_01339
OG0001128	Prap.g_01640	Prax.g_01340
OG0001129	Prap.g_01639	Prax.g_01341
OG0001130	Prap.g_01636	Prax.g_01344
OG0001131	Prap.g_01635	Prax.g_01345
OG0001132	Prap.g_01634	Prax.g_01346
OG0001133	Prap.g_01633	Prax.g_01347
OG0001134	Prap.g_01632	Prax.g_01348
OG0001135	Prap.g_01631	Prax.g_01349
OG0001136	Prap.g_01630	Prax.g_01350
OG0001137	Prap.g_01629	Prax.g_01351
OG0001138	Prap.g_01628	Prax.g_01352
OG0001139	Prap.g_01626	Prax.g_01353
OG0001140	Prap.g_01625	Prax.g_01354
OG0001141	Prap.g_01624	Prax.g_01355
OG0001142	Prap.g_01620	Prax.g_01358
OG0001143	Prap.g_01619	Prax.g_01359
OG0001144	Prap.g_01618	Prax.g_01360
OG0001145	Prap.g_01617	Prax.g_01361
OG0001146	Prap.g_01616	Prax.g_01362
OG0001147	Prap.g_01615	Prax.g_01363
OG0001148	Prap.g_01614	Prax.g_01364
OG0001149	Prap.g_01612	Prax.g_01366
OG0001150	Prap.g_01611	Prax.g_01367
OG0001151	Prap.g_01607	Prax.g_01369
OG0001152	Prap.g_01606	Prax.g_01370
OG0001153	Prap.g_01605	Prax.g_01371
OG0001154	Prap.g_01603	Prax.g_01373
OG0001155	Prap.g_01601	Prax.g_01375
OG0001156	Prap.g_01599	Prax.g_01377
OG0001157	Prap.g_01597	Prax.g_01378
OG0001158	Prap.g_01595	Prax.g_01380
OG0001159	Prap.g_01594	Prax.g_01381
OG0001160	Prap.g_01593	Prax.g_01382
OG0001161	Prap.g_01592	Prax.g_01383
OG0001162	Prap.g_01591	Prax.g_01384
OG0001163	Prap.g_01590	Prax.g_01385
OG0001164	Prap.g_01589	Prax.g_01386
OG0001165	Prap.g_01588	Prax.g_01387
OG0001166	Prap.g_01587	Prax.g_01388
OG0001167	Prap.g_01585	Prax.g_01389
OG0001168	Prap.g_01584	Prax.g_01390
OG0001169	Prap.g_01583	Prax.g_01391
OG0001170	Prap.g_01582	Prax.g_01392
OG0001171	Prap.g_01581	Prax.g_01393
