Orthogroup	Prap	Prbi
OG0000568	Prap.g_00380	Prbi.g_00649
OG0000569	Prap.g_00379	Prbi.g_00650
OG0000570	Prap.g_00378	Prbi.g_00651
OG0000571	Prap.g_00377	Prbi.g_00652
OG0000572	Prap.g_00376	Prbi.g_00653
OG0000573	Prap.g_00373	Prbi.g_00656
OG0000574	Prap.g_00372	Prbi.g_00657
OG0000575	Prap.g_00371	Prbi.g_00658
OG0000576	Prap.g_00370	Prbi.g_00659
OG0000577	Prap.g_00369	Prbi.g_00660
OG0000578	Prap.g_00368	Prbi.g_00661
OG0000579	Prap.g_00367	Prbi.g_00662
OG0000580	Prap.g_00366	Prbi.g_00663
OG0000581	Prap.g_00365	Prbi.g_00664
OG0000582	Prap.g_00364	Prbi.g_00665
OG0000583	Prap.g_00363	Prbi.g_00666
OG0000584	Prap.g_00361	Prbi.g_00667
OG0000585	Prap.g_00360	Prbi.g_00668
OG0000586	Prap.g_00358	Prbi.g_00670
OG0000587	Prap.g_00357	Prbi.g_00671
OG0000588	Prap.g_00831	Prbi.g_00673
OG0000589	Prap.g_00830	Prbi.g_00674
OG0000590	Prap.g_00828	Prbi.g_00676
OG0000591	Prap.g_00822	Prbi.g_00682
OG0000592	Prap.g_00821	Prbi.g_00683
OG0000593	Prap.g_00820	Prbi.g_00684
OG0000594	Prap.g_00817	Prbi.g_00686
OG0000595	Prap.g_00816	Prbi.g_00687
OG0000596	Prap.g_00815	Prbi.g_00688
OG0000597	Prap.g_00813	Prbi.g_00690
OG0000598	Prap.g_00812	Prbi.g_00691
OG0000599	Prap.g_00811	Prbi.g_00692
OG0000600	Prap.g_00810	Prbi.g_00693
OG0000601	Prap.g_00807	Prbi.g_00695
OG0000602	Prap.g_00806	Prbi.g_00696
OG0000603	Prap.g_00805	Prbi.g_00697
OG0000604	Prap.g_00802	Prbi.g_00698
OG0000605	Prap.g_00801	Prbi.g_00699
OG0000606	Prap.g_00800	Prbi.g_00700
OG0000607	Prap.g_00798	Prbi.g_00703
OG0000608	Prap.g_00796	Prbi.g_00704
OG0000609	Prap.g_01489	Prbi.g_00708
OG0000610	Prap.g_00872	Prbi.g_00709
OG0000611	Prap.g_00790	Prbi.g_00746
OG0000612	Prap.g_00789	Prbi.g_00747
OG0000613	Prap.g_00344	Prbi.g_00748
OG0000614	Prap.g_00343	Prbi.g_00749
OG0000615	Prap.g_00341	Prbi.g_00751
OG0000616	Prap.g_00340	Prbi.g_00752
OG0000617	Prap.g_00339	Prbi.g_00753
OG0000618	Prap.g_00338	Prbi.g_00754
OG0000619	Prap.g_00337	Prbi.g_00755
OG0000620	Prap.g_00336	Prbi.g_00756
OG0000621	Prap.g_00335	Prbi.g_00757
OG0000622	Prap.g_00334	Prbi.g_00758
OG0000623	Prap.g_00333	Prbi.g_00759
OG0000624	Prap.g_00331	Prbi.g_00760
OG0000625	Prap.g_00330	Prbi.g_00761
OG0000626	Prap.g_00329	Prbi.g_00762
OG0000627	Prap.g_00328	Prbi.g_00763
OG0000628	Prap.g_00327	Prbi.g_00764
OG0000629	Prap.g_00326	Prbi.g_00765
OG0000630	Prap.g_00325	Prbi.g_00766
OG0000631	Prap.g_00323	Prbi.g_00768
OG0000632	Prap.g_00322	Prbi.g_00788
OG0000633	Prap.g_00036	Prbi.g_00792
OG0000634	Prap.g_00545	Prbi.g_00807
OG0000635	Prap.g_01121	Prbi.g_00811
OG0000636	Prap.g_01122	Prbi.g_00812
OG0000637	Prap.g_01123	Prbi.g_00813
OG0000638	Prap.g_01375	Prbi.g_00825
OG0000639	Prap.g_00688	Prbi.g_00834
OG0000640	Prap.g_00685	Prbi.g_00835
OG0000641	Prap.g_00683	Prbi.g_00838
OG0000642	Prap.g_00682	Prbi.g_00839
OG0000643	Prap.g_00681	Prbi.g_00840
OG0000644	Prap.g_00345	Prbi.g_00841
OG0000645	Prap.g_00788	Prbi.g_00842
OG0000646	Prap.g_00787	Prbi.g_00843
OG0000647	Prap.g_00786	Prbi.g_00844
OG0000648	Prap.g_00784	Prbi.g_00846
OG0000649	Prap.g_00783	Prbi.g_00847
OG0000650	Prap.g_00782	Prbi.g_00848
OG0000651	Prap.g_00781	Prbi.g_00849
OG0000652	Prap.g_00780	Prbi.g_00850
OG0000653	Prap.g_00779	Prbi.g_00851
OG0000654	Prap.g_00777	Prbi.g_00853
OG0000655	Prap.g_00775	Prbi.g_00855
OG0000656	Prap.g_00774	Prbi.g_00856
OG0000657	Prap.g_00773	Prbi.g_00857
OG0000658	Prap.g_00772	Prbi.g_00858
OG0000659	Prap.g_00771	Prbi.g_00859
OG0000660	Prap.g_00770	Prbi.g_00860
OG0000661	Prap.g_00769	Prbi.g_00861
OG0000662	Prap.g_00767	Prbi.g_00862
OG0000663	Prap.g_00766	Prbi.g_00863
OG0000664	Prap.g_00765	Prbi.g_00864
OG0000665	Prap.g_00764	Prbi.g_00865
OG0000666	Prap.g_00763	Prbi.g_00866
OG0000667	Prap.g_00762	Prbi.g_00867
OG0000668	Prap.g_00761	Prbi.g_00868
OG0000669	Prap.g_00759	Prbi.g_00870
OG0000670	Prap.g_00758	Prbi.g_00871
OG0000671	Prap.g_00757	Prbi.g_00872
OG0000672	Prap.g_00756	Prbi.g_00873
OG0000673	Prap.g_00755	Prbi.g_00874
OG0000674	Prap.g_00754	Prbi.g_00875
OG0000675	Prap.g_00752	Prbi.g_00877
OG0000676	Prap.g_00751	Prbi.g_00878
OG0000677	Prap.g_00748	Prbi.g_00881
OG0000678	Prap.g_00746	Prbi.g_00883
OG0000679	Prap.g_00744	Prbi.g_00884
OG0000680	Prap.g_00743	Prbi.g_00885
OG0000681	Prap.g_00742	Prbi.g_00886
OG0000682	Prap.g_00741	Prbi.g_00887
OG0000683	Prap.g_00739	Prbi.g_00889
OG0000684	Prap.g_00738	Prbi.g_00890
OG0000685	Prap.g_00737	Prbi.g_00891
OG0000686	Prap.g_00736	Prbi.g_00892
OG0000687	Prap.g_00735	Prbi.g_00893
OG0000688	Prap.g_00734	Prbi.g_00894
OG0000689	Prap.g_00733	Prbi.g_00895
OG0000690	Prap.g_00732	Prbi.g_00896
OG0000691	Prap.g_00731	Prbi.g_00897
OG0000692	Prap.g_00727	Prbi.g_00899
OG0000693	Prap.g_00726	Prbi.g_00900
OG0000694	Prap.g_00725	Prbi.g_00901
OG0000695	Prap.g_00724	Prbi.g_00902
OG0000696	Prap.g_00723	Prbi.g_00903
OG0000697	Prap.g_00721	Prbi.g_00905
OG0000698	Prap.g_00717	Prbi.g_00907
OG0000699	Prap.g_00716	Prbi.g_00908
OG0000700	Prap.g_00660	Prbi.g_00934
OG0000701	Prap.g_00655	Prbi.g_00939
OG0000702	Prap.g_00869	Prbi.g_00942
OG0000703	Prap.g_00867	Prbi.g_00943
OG0000704	Prap.g_00866	Prbi.g_00944
OG0000705	Prap.g_00864	Prbi.g_00945
OG0000706	Prap.g_00863	Prbi.g_00946
OG0000707	Prap.g_00861	Prbi.g_00948
OG0000708	Prap.g_00860	Prbi.g_00949
OG0000709	Prap.g_00858	Prbi.g_00951
OG0000710	Prap.g_00857	Prbi.g_00952
OG0000711	Prap.g_00856	Prbi.g_00953
OG0000712	Prap.g_00855	Prbi.g_00954
OG0000713	Prap.g_00854	Prbi.g_00955
OG0000714	Prap.g_00852	Prbi.g_00957
OG0000715	Prap.g_00851	Prbi.g_00958
OG0000716	Prap.g_00849	Prbi.g_00960
OG0000717	Prap.g_00848	Prbi.g_00961
OG0000718	Prap.g_00847	Prbi.g_00962
OG0000719	Prap.g_00845	Prbi.g_00964
OG0000720	Prap.g_00844	Prbi.g_00965
OG0000721	Prap.g_00841	Prbi.g_00968
OG0000722	Prap.g_00840	Prbi.g_00969
OG0000723	Prap.g_00839	Prbi.g_00970
OG0000724	Prap.g_00837	Prbi.g_00971
OG0000725	Prap.g_00836	Prbi.g_00972
OG0000726	Prap.g_00835	Prbi.g_00973
OG0000727	Prap.g_00834	Prbi.g_00974
OG0000728	Prap.g_00833	Prbi.g_00975
OG0000729	Prap.g_00832	Prbi.g_00976
OG0000730	Prap.g_00355	Prbi.g_00977
OG0000731	Prap.g_00353	Prbi.g_00978
OG0000732	Prap.g_00352	Prbi.g_00979
OG0000733	Prap.g_00351	Prbi.g_00980
OG0000734	Prap.g_00350	Prbi.g_00981
OG0000735	Prap.g_00348	Prbi.g_00983
OG0000736	Prap.g_00347	Prbi.g_00984
OG0000737	Prap.g_00346	Prbi.g_00985
OG0000738	Prap.g_00680	Prbi.g_00986
OG0000739	Prap.g_00679	Prbi.g_00987
OG0000740	Prap.g_00678	Prbi.g_00988
OG0000741	Prap.g_00677	Prbi.g_00989
OG0000742	Prap.g_00675	Prbi.g_00991
OG0000743	Prap.g_00239	Prbi.g_00992
OG0000744	Prap.g_00240	Prbi.g_00993
OG0000745	Prap.g_00241	Prbi.g_00994
OG0000746	Prap.g_00242	Prbi.g_00995
OG0000747	Prap.g_00243	Prbi.g_00996
OG0000748	Prap.g_00244	Prbi.g_00997
OG0000749	Prap.g_00245	Prbi.g_00998
OG0000750	Prap.g_00247	Prbi.g_00999
OG0000751	Prap.g_00248	Prbi.g_01000
OG0000752	Prap.g_00307	Prbi.g_01001
OG0000753	Prap.g_00250	Prbi.g_01003
OG0000754	Prap.g_00251	Prbi.g_01004
OG0000755	Prap.g_00252	Prbi.g_01005
OG0000756	Prap.g_00254	Prbi.g_01006
OG0000757	Prap.g_00255	Prbi.g_01007
OG0000758	Prap.g_00256	Prbi.g_01008
OG0000759	Prap.g_00258	Prbi.g_01010
OG0000760	Prap.g_00259	Prbi.g_01011
OG0000761	Prap.g_00260	Prbi.g_01012
OG0000762	Prap.g_00262	Prbi.g_01014
OG0000763	Prap.g_00263	Prbi.g_01015
OG0000764	Prap.g_00264	Prbi.g_01016
OG0000765	Prap.g_00265	Prbi.g_01017
OG0000766	Prap.g_00266	Prbi.g_01018
OG0000767	Prap.g_00268	Prbi.g_01020
OG0000768	Prap.g_00269	Prbi.g_01021
OG0000769	Prap.g_00270	Prbi.g_01022
OG0000770	Prap.g_00271	Prbi.g_01023
OG0000771	Prap.g_00272	Prbi.g_01024
OG0000772	Prap.g_00522	Prbi.g_01025
OG0000773	Prap.g_00274	Prbi.g_01026
OG0000774	Prap.g_00275	Prbi.g_01027
OG0000775	Prap.g_00276	Prbi.g_01028
OG0000776	Prap.g_00279	Prbi.g_01030
OG0000777	Prap.g_00280	Prbi.g_01032
OG0000778	Prap.g_00281	Prbi.g_01033
OG0000779	Prap.g_00282	Prbi.g_01034
OG0000780	Prap.g_00284	Prbi.g_01036
OG0000781	Prap.g_00286	Prbi.g_01038
OG0000782	Prap.g_00287	Prbi.g_01039
OG0000783	Prap.g_00291	Prbi.g_01055
OG0000784	Prap.g_00293	Prbi.g_01057
OG0000785	Prap.g_00294	Prbi.g_01058
OG0000786	Prap.g_00295	Prbi.g_01059
OG0000787	Prap.g_00296	Prbi.g_01060
OG0000788	Prap.g_00302	Prbi.g_01064
OG0000789	Prap.g_00305	Prbi.g_01066
OG0000790	Prap.g_00306	Prbi.g_01067
OG0000791	Prap.g_00309	Prbi.g_01068
OG0000792	Prap.g_00310	Prbi.g_01069
OG0000793	Prap.g_00311	Prbi.g_01070
OG0000794	Prap.g_00314	Prbi.g_01072
OG0000795	Prap.g_00697	Prbi.g_01075
OG0000796	Prap.g_00698	Prbi.g_01076
OG0000797	Prap.g_00700	Prbi.g_01078
OG0000798	Prap.g_00701	Prbi.g_01079
OG0000799	Prap.g_00702	Prbi.g_01080
OG0000800	Prap.g_00703	Prbi.g_01081
OG0000801	Prap.g_00706	Prbi.g_01084
OG0000802	Prap.g_00707	Prbi.g_01085
OG0000803	Prap.g_00709	Prbi.g_01087
OG0000804	Prap.g_00710	Prbi.g_01088
OG0000805	Prap.g_00711	Prbi.g_01089
OG0000806	Prap.g_00713	Prbi.g_01091
OG0000807	Prap.g_01345	Prbi.g_01117
OG0000808	Prap.g_00020	Prbi.g_01127
OG0000809	Prap.g_00504	Prbi.g_01130
OG0000810	Prap.g_01126	Prbi.g_01131
OG0000811	Prap.g_00539	Prbi.g_01138
OG0000812	Prap.g_00498	Prbi.g_01142
OG0000813	Prap.g_01366	Prbi.g_01146
OG0000814	Prap.g_00525	Prbi.g_01148
OG0000815	Prap.g_00058	Prbi.g_01161
OG0000816	Prap.g_01882	Prbi.g_01175
OG0000817	Prap.g_01881	Prbi.g_01176
OG0000818	Prap.g_00031	Prbi.g_01181
OG0000819	Prap.g_00478	Prbi.g_01188
OG0000820	Prap.g_00472	Prbi.g_01192
OG0000821	Prap.g_00470	Prbi.g_01194
OG0000822	Prap.g_00469	Prbi.g_01195
OG0000823	Prap.g_00468	Prbi.g_01196
OG0000824	Prap.g_00467	Prbi.g_01197
OG0000825	Prap.g_00466	Prbi.g_01198
OG0000826	Prap.g_00465	Prbi.g_01199
OG0000827	Prap.g_00464	Prbi.g_01200
OG0000828	Prap.g_00463	Prbi.g_01201
OG0000829	Prap.g_00462	Prbi.g_01202
OG0000830	Prap.g_00460	Prbi.g_01203
OG0000831	Prap.g_00457	Prbi.g_01206
OG0000832	Prap.g_00455	Prbi.g_01208
OG0000833	Prap.g_00454	Prbi.g_01209
OG0000834	Prap.g_00453	Prbi.g_01210
OG0000835	Prap.g_00452	Prbi.g_01211
OG0000836	Prap.g_00451	Prbi.g_01212
OG0000837	Prap.g_00448	Prbi.g_01214
OG0000838	Prap.g_00447	Prbi.g_01215
OG0000839	Prap.g_00446	Prbi.g_01216
OG0000840	Prap.g_00445	Prbi.g_01217
OG0000841	Prap.g_00444	Prbi.g_01218
OG0000842	Prap.g_00442	Prbi.g_01219
OG0000843	Prap.g_00441	Prbi.g_01220
OG0000844	Prap.g_00440	Prbi.g_01221
OG0000845	Prap.g_00439	Prbi.g_01222
OG0000846	Prap.g_00437	Prbi.g_01225
OG0000847	Prap.g_00435	Prbi.g_01227
OG0000848	Prap.g_00434	Prbi.g_01228
OG0000849	Prap.g_00431	Prbi.g_01229
OG0000850	Prap.g_00430	Prbi.g_01230
OG0000851	Prap.g_00428	Prbi.g_01231
OG0000852	Prap.g_00426	Prbi.g_01233
OG0000853	Prap.g_00424	Prbi.g_01234
OG0000854	Prap.g_00422	Prbi.g_01236
OG0000855	Prap.g_00421	Prbi.g_01237
OG0000856	Prap.g_00420	Prbi.g_01238
OG0000857	Prap.g_00419	Prbi.g_01239
OG0000858	Prap.g_00418	Prbi.g_01240
OG0000859	Prap.g_00417	Prbi.g_01241
OG0000860	Prap.g_00416	Prbi.g_01242
OG0000861	Prap.g_00415	Prbi.g_01243
OG0000862	Prap.g_00414	Prbi.g_01244
OG0000863	Prap.g_00413	Prbi.g_01245
OG0000864	Prap.g_00412	Prbi.g_01246
OG0000865	Prap.g_00411	Prbi.g_01247
OG0000866	Prap.g_00410	Prbi.g_01248
OG0000867	Prap.g_00409	Prbi.g_01249
OG0000868	Prap.g_00408	Prbi.g_01250
OG0000869	Prap.g_00406	Prbi.g_01252
OG0000870	Prap.g_00405	Prbi.g_01253
OG0000871	Prap.g_00404	Prbi.g_01255
OG0000872	Prap.g_00403	Prbi.g_01256
OG0000873	Prap.g_00401	Prbi.g_01258
OG0000874	Prap.g_00400	Prbi.g_01259
OG0000875	Prap.g_00399	Prbi.g_01260
OG0000876	Prap.g_00398	Prbi.g_01261
OG0000877	Prap.g_01136	Prbi.g_01263
OG0000878	Prap.g_01853	Prbi.g_01363
OG0000879	Prap.g_00550	Prbi.g_01380
OG0000880	Prap.g_00551	Prbi.g_01381
OG0000881	Prap.g_00552	Prbi.g_01382
OG0000882	Prap.g_00553	Prbi.g_01383
OG0000883	Prap.g_00554	Prbi.g_01384
OG0000884	Prap.g_00556	Prbi.g_01386
OG0000885	Prap.g_00557	Prbi.g_01387
OG0000886	Prap.g_00558	Prbi.g_01388
OG0000887	Prap.g_00559	Prbi.g_01389
OG0000888	Prap.g_00560	Prbi.g_01390
OG0000889	Prap.g_00563	Prbi.g_01393
OG0000890	Prap.g_00564	Prbi.g_01394
OG0000891	Prap.g_00565	Prbi.g_01395
OG0000892	Prap.g_00568	Prbi.g_01397
OG0000893	Prap.g_00569	Prbi.g_01398
OG0000894	Prap.g_00570	Prbi.g_01399
OG0000895	Prap.g_00571	Prbi.g_01400
OG0000896	Prap.g_00572	Prbi.g_01401
OG0000897	Prap.g_00573	Prbi.g_01402
OG0000898	Prap.g_00576	Prbi.g_01404
OG0000899	Prap.g_00577	Prbi.g_01405
OG0000900	Prap.g_01928	Prbi.g_01421
OG0000901	Prap.g_00585	Prbi.g_01425
OG0000902	Prap.g_01268	Prbi.g_01426
OG0000903	Prap.g_00521	Prbi.g_01427
OG0000904	Prap.g_00220	Prbi.g_01429
OG0000905	Prap.g_00499	Prbi.g_01431
OG0000906	Prap.g_00481	Prbi.g_01433
OG0000907	Prap.g_00719	Prbi.g_01434
OG0000908	Prap.g_00518	Prbi.g_01437
OG0000909	Prap.g_00061	Prbi.g_01441
OG0000910	Prap.g_00062	Prbi.g_01442
OG0000911	Prap.g_00063	Prbi.g_01443
OG0000912	Prap.g_00064	Prbi.g_01444
OG0000913	Prap.g_00065	Prbi.g_01445
OG0000914	Prap.g_00066	Prbi.g_01446
OG0000915	Prap.g_00067	Prbi.g_01447
OG0000916	Prap.g_00068	Prbi.g_01448
OG0000917	Prap.g_00069	Prbi.g_01449
OG0000918	Prap.g_00070	Prbi.g_01450
OG0000919	Prap.g_00071	Prbi.g_01451
OG0000920	Prap.g_00072	Prbi.g_01452
OG0000921	Prap.g_00073	Prbi.g_01453
OG0000922	Prap.g_00074	Prbi.g_01454
OG0000923	Prap.g_00075	Prbi.g_01455
OG0000924	Prap.g_00076	Prbi.g_01456
OG0000925	Prap.g_00077	Prbi.g_01457
OG0000926	Prap.g_01598	Prbi.g_01489
OG0000927	Prap.g_00104	Prbi.g_01571
OG0000928	Prap.g_00105	Prbi.g_01572
OG0000929	Prap.g_00106	Prbi.g_01573
OG0000930	Prap.g_00107	Prbi.g_01574
OG0000931	Prap.g_00108	Prbi.g_01575
OG0000932	Prap.g_00110	Prbi.g_01577
OG0000933	Prap.g_00111	Prbi.g_01578
OG0000934	Prap.g_00112	Prbi.g_01579
OG0000935	Prap.g_00113	Prbi.g_01580
OG0000936	Prap.g_00114	Prbi.g_01581
OG0000937	Prap.g_00115	Prbi.g_01582
OG0000938	Prap.g_00116	Prbi.g_01583
OG0000939	Prap.g_00117	Prbi.g_01584
OG0000940	Prap.g_00118	Prbi.g_01585
OG0000941	Prap.g_00119	Prbi.g_01587
OG0000942	Prap.g_00120	Prbi.g_01588
OG0000943	Prap.g_00123	Prbi.g_01593
OG0000944	Prap.g_00124	Prbi.g_01594
OG0000945	Prap.g_00125	Prbi.g_01595
OG0000946	Prap.g_00126	Prbi.g_01596
OG0000947	Prap.g_00127	Prbi.g_01597
OG0000948	Prap.g_00128	Prbi.g_01598
OG0000949	Prap.g_00129	Prbi.g_01599
OG0000950	Prap.g_00130	Prbi.g_01600
OG0000951	Prap.g_00131	Prbi.g_01601
OG0000952	Prap.g_00132	Prbi.g_01602
OG0000953	Prap.g_00133	Prbi.g_01603
OG0000954	Prap.g_00134	Prbi.g_01604
OG0000955	Prap.g_00135	Prbi.g_01605
OG0000956	Prap.g_00136	Prbi.g_01606
OG0000957	Prap.g_00137	Prbi.g_01607
OG0000958	Prap.g_00138	Prbi.g_01608
OG0000959	Prap.g_00139	Prbi.g_01609
OG0000960	Prap.g_00140	Prbi.g_01610
OG0000961	Prap.g_00144	Prbi.g_01613
OG0000962	Prap.g_00145	Prbi.g_01614
OG0000963	Prap.g_00146	Prbi.g_01615
OG0000964	Prap.g_00148	Prbi.g_01617
OG0000965	Prap.g_00149	Prbi.g_01618
OG0000966	Prap.g_00150	Prbi.g_01619
OG0000967	Prap.g_00151	Prbi.g_01620
OG0000968	Prap.g_00152	Prbi.g_01621
OG0000969	Prap.g_00153	Prbi.g_01622
OG0000970	Prap.g_00154	Prbi.g_01623
OG0000971	Prap.g_00155	Prbi.g_01624
OG0000972	Prap.g_00156	Prbi.g_01625
OG0000973	Prap.g_00157	Prbi.g_01626
OG0000974	Prap.g_00159	Prbi.g_01628
OG0000975	Prap.g_00165	Prbi.g_01631
OG0000976	Prap.g_00167	Prbi.g_01633
OG0000977	Prap.g_00169	Prbi.g_01634
OG0000978	Prap.g_00171	Prbi.g_01635
OG0000979	Prap.g_00173	Prbi.g_01637
OG0000980	Prap.g_00174	Prbi.g_01638
OG0000981	Prap.g_00175	Prbi.g_01639
OG0000982	Prap.g_00176	Prbi.g_01640
OG0000983	Prap.g_00178	Prbi.g_01642
OG0000984	Prap.g_00179	Prbi.g_01643
OG0000985	Prap.g_00180	Prbi.g_01644
OG0000986	Prap.g_00181	Prbi.g_01645
OG0000987	Prap.g_00182	Prbi.g_01646
OG0000988	Prap.g_00183	Prbi.g_01647
OG0000989	Prap.g_00184	Prbi.g_01648
OG0000990	Prap.g_00185	Prbi.g_01649
OG0000991	Prap.g_00186	Prbi.g_01650
OG0000992	Prap.g_00187	Prbi.g_01651
OG0000993	Prap.g_00188	Prbi.g_01652
OG0000994	Prap.g_00189	Prbi.g_01653
OG0000995	Prap.g_00190	Prbi.g_01654
OG0000996	Prap.g_00191	Prbi.g_01655
OG0000997	Prap.g_00192	Prbi.g_01656
OG0000998	Prap.g_00193	Prbi.g_01657
OG0000999	Prap.g_00194	Prbi.g_01658
OG0001000	Prap.g_00195	Prbi.g_01659
OG0001001	Prap.g_00197	Prbi.g_01661
OG0001002	Prap.g_00198	Prbi.g_01662
OG0001003	Prap.g_00199	Prbi.g_01663
OG0001004	Prap.g_00200	Prbi.g_01664
OG0001005	Prap.g_00203	Prbi.g_01665
OG0001006	Prap.g_00204	Prbi.g_01666
OG0001007	Prap.g_00205	Prbi.g_01667
OG0001008	Prap.g_00207	Prbi.g_01669
OG0001009	Prap.g_00208	Prbi.g_01670
OG0001010	Prap.g_01836	Prbi.g_01678
OG0001011	Prap.g_01139	Prbi.g_01685
OG0001012	Prap.g_00768	Prbi.g_01711
OG0001013	Prap.g_01786	Prbi.g_01781
OG0001014	Prap.g_01785	Prbi.g_01782
OG0001015	Prap.g_01778	Prbi.g_01788
OG0001016	Prap.g_01777	Prbi.g_01789
OG0001017	Prap.g_01776	Prbi.g_01790
OG0001018	Prap.g_01775	Prbi.g_01791
OG0001019	Prap.g_01773	Prbi.g_01793
OG0001020	Prap.g_01772	Prbi.g_01794
OG0001021	Prap.g_01771	Prbi.g_01795
OG0001022	Prap.g_01770	Prbi.g_01796
OG0001023	Prap.g_01769	Prbi.g_01797
OG0001024	Prap.g_01767	Prbi.g_01798
OG0001025	Prap.g_01766	Prbi.g_01799
OG0001026	Prap.g_01765	Prbi.g_01801
OG0001027	Prap.g_01764	Prbi.g_01802
OG0001028	Prap.g_01763	Prbi.g_01803
OG0001029	Prap.g_01762	Prbi.g_01804
OG0001030	Prap.g_01761	Prbi.g_01805
OG0001031	Prap.g_01760	Prbi.g_01806
OG0001032	Prap.g_01759	Prbi.g_01807
OG0001033	Prap.g_01758	Prbi.g_01808
OG0001034	Prap.g_01757	Prbi.g_01809
OG0001035	Prap.g_01754	Prbi.g_01811
OG0001036	Prap.g_01753	Prbi.g_01812
OG0001037	Prap.g_01752	Prbi.g_01813
OG0001038	Prap.g_01751	Prbi.g_01814
OG0001039	Prap.g_01750	Prbi.g_01815
OG0001040	Prap.g_01749	Prbi.g_01816
OG0001041	Prap.g_01748	Prbi.g_01817
OG0001042	Prap.g_01747	Prbi.g_01818
OG0001043	Prap.g_01746	Prbi.g_01819
OG0001044	Prap.g_01745	Prbi.g_01820
OG0001045	Prap.g_01744	Prbi.g_01821
OG0001046	Prap.g_01743	Prbi.g_01822
OG0001047	Prap.g_01740	Prbi.g_01825
OG0001048	Prap.g_01738	Prbi.g_01827
OG0001049	Prap.g_01737	Prbi.g_01828
OG0001050	Prap.g_01736	Prbi.g_01829
OG0001051	Prap.g_01735	Prbi.g_01830
OG0001052	Prap.g_01734	Prbi.g_01831
OG0001053	Prap.g_01732	Prbi.g_01832
OG0001054	Prap.g_01730	Prbi.g_01834
OG0001055	Prap.g_01729	Prbi.g_01835
OG0001056	Prap.g_01728	Prbi.g_01836
OG0001057	Prap.g_01727	Prbi.g_01837
OG0001058	Prap.g_01726	Prbi.g_01838
OG0001059	Prap.g_01725	Prbi.g_01839
OG0001060	Prap.g_01724	Prbi.g_01840
OG0001061	Prap.g_01723	Prbi.g_01841
OG0001062	Prap.g_01722	Prbi.g_01842
OG0001063	Prap.g_01721	Prbi.g_01843
OG0001064	Prap.g_01719	Prbi.g_01845
OG0001065	Prap.g_01715	Prbi.g_01848
OG0001066	Prap.g_01713	Prbi.g_01849
OG0001067	Prap.g_01712	Prbi.g_01850
OG0001068	Prap.g_01709	Prbi.g_01852
OG0001069	Prap.g_01708	Prbi.g_01853
OG0001070	Prap.g_01707	Prbi.g_01854
OG0001071	Prap.g_01706	Prbi.g_01855
OG0001072	Prap.g_01705	Prbi.g_01856
OG0001073	Prap.g_01704	Prbi.g_01857
OG0001074	Prap.g_01703	Prbi.g_01858
OG0001075	Prap.g_01702	Prbi.g_01859
OG0001076	Prap.g_01701	Prbi.g_01860
OG0001077	Prap.g_01700	Prbi.g_01861
OG0001078	Prap.g_01699	Prbi.g_01863
OG0001079	Prap.g_01698	Prbi.g_01864
OG0001080	Prap.g_01697	Prbi.g_01865
OG0001081	Prap.g_01693	Prbi.g_01868
OG0001082	Prap.g_01692	Prbi.g_01869
OG0001083	Prap.g_01689	Prbi.g_01870
OG0001084	Prap.g_01690	Prbi.g_01872
OG0001085	Prap.g_01691	Prbi.g_01873
OG0001086	Prap.g_01694	Prbi.g_01874
OG0001087	Prap.g_01695	Prbi.g_01875
OG0001088	Prap.g_01696	Prbi.g_01876
OG0001089	Prap.g_01686	Prbi.g_01896
OG0001090	Prap.g_01684	Prbi.g_01898
OG0001091	Prap.g_01683	Prbi.g_01899
OG0001092	Prap.g_01682	Prbi.g_01900
OG0001093	Prap.g_01681	Prbi.g_01901
OG0001094	Prap.g_01680	Prbi.g_01902
OG0001095	Prap.g_01679	Prbi.g_01903
OG0001096	Prap.g_01678	Prbi.g_01904
OG0001097	Prap.g_01677	Prbi.g_01905
OG0001098	Prap.g_01676	Prbi.g_01906
OG0001099	Prap.g_01675	Prbi.g_01907
OG0001100	Prap.g_01674	Prbi.g_01908
OG0001101	Prap.g_01673	Prbi.g_01909
OG0001102	Prap.g_01672	Prbi.g_01910
OG0001103	Prap.g_01671	Prbi.g_01911
OG0001104	Prap.g_01670	Prbi.g_01912
OG0001105	Prap.g_01669	Prbi.g_01913
OG0001106	Prap.g_01668	Prbi.g_01914
OG0001107	Prap.g_01667	Prbi.g_01915
OG0001108	Prap.g_01666	Prbi.g_01916
OG0001109	Prap.g_01665	Prbi.g_01917
OG0001110	Prap.g_01664	Prbi.g_01918
OG0001111	Prap.g_01663	Prbi.g_01919
OG0001112	Prap.g_01662	Prbi.g_01920
OG0001113	Prap.g_01661	Prbi.g_01921
OG0001114	Prap.g_01660	Prbi.g_01922
OG0001115	Prap.g_01659	Prbi.g_01923
OG0001116	Prap.g_01658	Prbi.g_01924
OG0001117	Prap.g_01657	Prbi.g_01925
OG0001118	Prap.g_01656	Prbi.g_01926
OG0001119	Prap.g_01655	Prbi.g_01927
OG0001120	Prap.g_01654	Prbi.g_01928
OG0001121	Prap.g_01652	Prbi.g_01930
OG0001122	Prap.g_01651	Prbi.g_01931
OG0001123	Prap.g_01650	Prbi.g_01932
OG0001124	Prap.g_01647	Prbi.g_01934
OG0001125	Prap.g_01645	Prbi.g_01936
OG0001126	Prap.g_01644	Prbi.g_01937
