Orthogroup	Prap	Prbl
OG0000569	Prap.g_00379	Prbl.g_01659
OG0000570	Prap.g_00378	Prbl.g_01662
OG0000571	Prap.g_00377	Prbl.g_01663
OG0000572	Prap.g_00376	Prbl.g_01664
OG0000573	Prap.g_00373	Prbl.g_01041
OG0000574	Prap.g_00372	Prbl.g_01032
OG0000575	Prap.g_00371	Prbl.g_01031
OG0000576	Prap.g_00370	Prbl.g_01030
OG0000577	Prap.g_00369	Prbl.g_01412
OG0000578	Prap.g_00368	Prbl.g_01411
OG0000579	Prap.g_00367	Prbl.g_01409
OG0000580	Prap.g_00366	Prbl.g_01406
OG0000581	Prap.g_00365	Prbl.g_01405
OG0000582	Prap.g_00364	Prbl.g_01404
OG0000583	Prap.g_00363	Prbl.g_01403
OG0000584	Prap.g_00361	Prbl.g_01401
OG0000585	Prap.g_00360	Prbl.g_01400
OG0000586	Prap.g_00358	Prbl.g_01398
OG0000587	Prap.g_00357	Prbl.g_01397
OG0000588	Prap.g_00831	Prbl.g_01394
OG0000589	Prap.g_00830	Prbl.g_01392
OG0000590	Prap.g_00828	Prbl.g_00891
OG0000591	Prap.g_00822	Prbl.g_01915
OG0000592	Prap.g_00821	Prbl.g_00027
OG0000593	Prap.g_00820	Prbl.g_01242
OG0000594	Prap.g_00817	Prbl.g_02295
OG0000595	Prap.g_00816	Prbl.g_01046
OG0000596	Prap.g_00815	Prbl.g_01869
OG0000597	Prap.g_00813	Prbl.g_01847
OG0000598	Prap.g_00812	Prbl.g_01853
OG0000599	Prap.g_00811	Prbl.g_01857
OG0000600	Prap.g_00810	Prbl.g_01858
OG0000601	Prap.g_00807	Prbl.g_01872
OG0000602	Prap.g_00806	Prbl.g_01873
OG0000603	Prap.g_00805	Prbl.g_01874
OG0000604	Prap.g_00802	Prbl.g_00021
OG0000605	Prap.g_00801	Prbl.g_00022
OG0000606	Prap.g_00800	Prbl.g_00024
OG0000607	Prap.g_00798	Prbl.g_00026
OG0000608	Prap.g_00796	Prbl.g_02373
OG0000609	Prap.g_01489	Prbl.g_02137
OG0000610	Prap.g_00872	Prbl.g_00120
OG0000611	Prap.g_00790	Prbl.g_02565
OG0000612	Prap.g_00789	Prbl.g_02564
OG0000613	Prap.g_00344	Prbl.g_02563
OG0000614	Prap.g_00343	Prbl.g_02562
OG0000615	Prap.g_00341	Prbl.g_02561
OG0000616	Prap.g_00340	Prbl.g_02560
OG0000617	Prap.g_00339	Prbl.g_02559
OG0000618	Prap.g_00338	Prbl.g_02558
OG0000619	Prap.g_00337	Prbl.g_02556
OG0000620	Prap.g_00336	Prbl.g_02555
OG0000621	Prap.g_00335	Prbl.g_02554
OG0000622	Prap.g_00334	Prbl.g_02553
OG0000623	Prap.g_00333	Prbl.g_02552
OG0000624	Prap.g_00331	Prbl.g_02551
OG0000625	Prap.g_00330	Prbl.g_02550
OG0000626	Prap.g_00329	Prbl.g_02549
OG0000627	Prap.g_00328	Prbl.g_02426
OG0000628	Prap.g_00327	Prbl.g_02427
OG0000629	Prap.g_00326	Prbl.g_02430
OG0000630	Prap.g_00325	Prbl.g_02431
OG0000631	Prap.g_00323	Prbl.g_02434
OG0000632	Prap.g_00322	Prbl.g_00040
OG0000633	Prap.g_00036	Prbl.g_01904
OG0000634	Prap.g_00545	Prbl.g_00534
OG0000635	Prap.g_01121	Prbl.g_02470
OG0000636	Prap.g_01122	Prbl.g_02469
OG0000637	Prap.g_01123	Prbl.g_02468
OG0000638	Prap.g_01375	Prbl.g_01195
OG0000639	Prap.g_00688	Prbl.g_01930
OG0000640	Prap.g_00685	Prbl.g_02435
OG0000641	Prap.g_00683	Prbl.g_02440
OG0000642	Prap.g_00682	Prbl.g_02441
OG0000643	Prap.g_00681	Prbl.g_02442
OG0000644	Prap.g_00345	Prbl.g_02341
OG0000645	Prap.g_00788	Prbl.g_02340
OG0000646	Prap.g_00787	Prbl.g_02339
OG0000647	Prap.g_00786	Prbl.g_02338
OG0000648	Prap.g_00784	Prbl.g_02336
OG0000649	Prap.g_00783	Prbl.g_02335
OG0000650	Prap.g_00782	Prbl.g_02334
OG0000651	Prap.g_00781	Prbl.g_02333
OG0000652	Prap.g_00780	Prbl.g_02332
OG0000653	Prap.g_00779	Prbl.g_02331
OG0000654	Prap.g_00777	Prbl.g_02329
OG0000655	Prap.g_00775	Prbl.g_02327
OG0000656	Prap.g_00774	Prbl.g_02326
OG0000657	Prap.g_00773	Prbl.g_02325
OG0000658	Prap.g_00772	Prbl.g_02324
OG0000659	Prap.g_00771	Prbl.g_02323
OG0000660	Prap.g_00770	Prbl.g_02322
OG0000661	Prap.g_00769	Prbl.g_02320
OG0000662	Prap.g_00767	Prbl.g_02317
OG0000663	Prap.g_00766	Prbl.g_02316
OG0000664	Prap.g_00765	Prbl.g_02315
OG0000665	Prap.g_00764	Prbl.g_02314
OG0000666	Prap.g_00763	Prbl.g_02313
OG0000667	Prap.g_00762	Prbl.g_02312
OG0000668	Prap.g_00761	Prbl.g_02311
OG0000669	Prap.g_00759	Prbl.g_02309
OG0000670	Prap.g_00758	Prbl.g_02308
OG0000671	Prap.g_00757	Prbl.g_02307
OG0000672	Prap.g_00756	Prbl.g_02306
OG0000673	Prap.g_00755	Prbl.g_02305
OG0000674	Prap.g_00754	Prbl.g_02304
OG0000675	Prap.g_00752	Prbl.g_01534
OG0000676	Prap.g_00751	Prbl.g_01535
OG0000677	Prap.g_00748	Prbl.g_01538
OG0000678	Prap.g_00746	Prbl.g_01540
OG0000679	Prap.g_00744	Prbl.g_01542
OG0000680	Prap.g_00743	Prbl.g_01543
OG0000681	Prap.g_00742	Prbl.g_01544
OG0000682	Prap.g_00741	Prbl.g_01545
OG0000683	Prap.g_00739	Prbl.g_01547
OG0000684	Prap.g_00738	Prbl.g_01548
OG0000685	Prap.g_00737	Prbl.g_01549
OG0000686	Prap.g_00736	Prbl.g_01550
OG0000687	Prap.g_00735	Prbl.g_01551
OG0000688	Prap.g_00734	Prbl.g_01552
OG0000689	Prap.g_00733	Prbl.g_01554
OG0000690	Prap.g_00732	Prbl.g_01555
OG0000691	Prap.g_00731	Prbl.g_01556
OG0000692	Prap.g_00727	Prbl.g_01567
OG0000693	Prap.g_00726	Prbl.g_01568
OG0000694	Prap.g_00725	Prbl.g_01571
OG0000695	Prap.g_00724	Prbl.g_01576
OG0000696	Prap.g_00723	Prbl.g_01577
OG0000697	Prap.g_00721	Prbl.g_01579
OG0000698	Prap.g_00717	Prbl.g_02423
OG0000699	Prap.g_00716	Prbl.g_02546
OG0000700	Prap.g_00660	Prbl.g_02530
OG0000701	Prap.g_00655	Prbl.g_01329
OG0000702	Prap.g_00869	Prbl.g_01588
OG0000703	Prap.g_00867	Prbl.g_02414
OG0000704	Prap.g_00866	Prbl.g_01078
OG0000705	Prap.g_00864	Prbl.g_02413
OG0000706	Prap.g_00863	Prbl.g_02412
OG0000707	Prap.g_00861	Prbl.g_02410
OG0000708	Prap.g_00860	Prbl.g_02409
OG0000709	Prap.g_00858	Prbl.g_02407
OG0000710	Prap.g_00857	Prbl.g_02406
OG0000711	Prap.g_00856	Prbl.g_02405
OG0000712	Prap.g_00855	Prbl.g_02404
OG0000713	Prap.g_00854	Prbl.g_02403
OG0000714	Prap.g_00852	Prbl.g_02395
OG0000715	Prap.g_00851	Prbl.g_02393
OG0000716	Prap.g_00849	Prbl.g_02388
OG0000717	Prap.g_00848	Prbl.g_02386
OG0000718	Prap.g_00847	Prbl.g_02383
OG0000719	Prap.g_00845	Prbl.g_02368
OG0000720	Prap.g_00844	Prbl.g_02367
OG0000721	Prap.g_00841	Prbl.g_02365
OG0000722	Prap.g_00840	Prbl.g_02364
OG0000723	Prap.g_00839	Prbl.g_02363
OG0000724	Prap.g_00837	Prbl.g_02350
OG0000725	Prap.g_00836	Prbl.g_02351
OG0000726	Prap.g_00835	Prbl.g_02352
OG0000727	Prap.g_00834	Prbl.g_02353
OG0000728	Prap.g_00833	Prbl.g_02354
OG0000729	Prap.g_00832	Prbl.g_02356
OG0000730	Prap.g_00355	Prbl.g_02359
OG0000731	Prap.g_00353	Prbl.g_02348
OG0000732	Prap.g_00352	Prbl.g_02347
OG0000733	Prap.g_00351	Prbl.g_02346
OG0000734	Prap.g_00350	Prbl.g_02345
OG0000735	Prap.g_00348	Prbl.g_02344
OG0000736	Prap.g_00347	Prbl.g_02343
OG0000737	Prap.g_00346	Prbl.g_02342
OG0000738	Prap.g_00680	Prbl.g_02443
OG0000739	Prap.g_00679	Prbl.g_02444
OG0000740	Prap.g_00678	Prbl.g_02445
OG0000741	Prap.g_00677	Prbl.g_02447
OG0000742	Prap.g_00675	Prbl.g_02449
OG0000743	Prap.g_00239	Prbl.g_02450
OG0000744	Prap.g_00240	Prbl.g_02452
OG0000745	Prap.g_00241	Prbl.g_02453
OG0000746	Prap.g_00242	Prbl.g_02454
OG0000747	Prap.g_00243	Prbl.g_01688
OG0000748	Prap.g_00244	Prbl.g_02462
OG0000749	Prap.g_00245	Prbl.g_02463
OG0000750	Prap.g_00247	Prbl.g_02465
OG0000751	Prap.g_00248	Prbl.g_02466
OG0000752	Prap.g_00307	Prbl.g_02210
OG0000753	Prap.g_00250	Prbl.g_02471
OG0000754	Prap.g_00251	Prbl.g_02472
OG0000755	Prap.g_00252	Prbl.g_02473
OG0000756	Prap.g_00254	Prbl.g_02475
OG0000757	Prap.g_00255	Prbl.g_02476
OG0000758	Prap.g_00256	Prbl.g_02477
OG0000759	Prap.g_00258	Prbl.g_02482
OG0000760	Prap.g_00259	Prbl.g_02483
OG0000761	Prap.g_00260	Prbl.g_02485
OG0000762	Prap.g_00262	Prbl.g_02487
OG0000763	Prap.g_00263	Prbl.g_02489
OG0000764	Prap.g_00264	Prbl.g_02491
OG0000765	Prap.g_00265	Prbl.g_02492
OG0000766	Prap.g_00266	Prbl.g_02493
OG0000767	Prap.g_00268	Prbl.g_02495
OG0000768	Prap.g_00269	Prbl.g_02496
OG0000769	Prap.g_00270	Prbl.g_02497
OG0000770	Prap.g_00271	Prbl.g_02498
OG0000771	Prap.g_00272	Prbl.g_02499
OG0000772	Prap.g_00522	Prbl.g_02608
OG0000773	Prap.g_00274	Prbl.g_02501
OG0000774	Prap.g_00275	Prbl.g_02503
OG0000775	Prap.g_00276	Prbl.g_02505
OG0000776	Prap.g_00279	Prbl.g_02508
OG0000777	Prap.g_00280	Prbl.g_02509
OG0000778	Prap.g_00281	Prbl.g_02510
OG0000779	Prap.g_00282	Prbl.g_02514
OG0000780	Prap.g_00284	Prbl.g_02516
OG0000781	Prap.g_00286	Prbl.g_02520
OG0000782	Prap.g_00287	Prbl.g_02521
OG0000783	Prap.g_00291	Prbl.g_02526
OG0000784	Prap.g_00293	Prbl.g_02528
OG0000785	Prap.g_00294	Prbl.g_02529
OG0000786	Prap.g_00295	Prbl.g_02531
OG0000787	Prap.g_00296	Prbl.g_02532
OG0000788	Prap.g_00302	Prbl.g_02538
OG0000789	Prap.g_00305	Prbl.g_02541
OG0000790	Prap.g_00306	Prbl.g_02209
OG0000791	Prap.g_00309	Prbl.g_02542
OG0000792	Prap.g_00310	Prbl.g_02543
OG0000793	Prap.g_00311	Prbl.g_02544
OG0000794	Prap.g_00314	Prbl.g_02547
OG0000795	Prap.g_00697	Prbl.g_00939
OG0000796	Prap.g_00698	Prbl.g_00938
OG0000797	Prap.g_00700	Prbl.g_00935
OG0000798	Prap.g_00701	Prbl.g_00934
OG0000799	Prap.g_00702	Prbl.g_00933
OG0000800	Prap.g_00703	Prbl.g_00932
OG0000801	Prap.g_00706	Prbl.g_00929
OG0000802	Prap.g_00707	Prbl.g_00928
OG0000803	Prap.g_00709	Prbl.g_00925
OG0000804	Prap.g_00710	Prbl.g_00924
OG0000805	Prap.g_00711	Prbl.g_00923
OG0000806	Prap.g_00713	Prbl.g_00922
OG0000807	Prap.g_01345	Prbl.g_02575
OG0000808	Prap.g_00020	Prbl.g_01603
OG0000809	Prap.g_00504	Prbl.g_00472
OG0000810	Prap.g_01126	Prbl.g_01686
OG0000811	Prap.g_00539	Prbl.g_02062
OG0000812	Prap.g_00498	Prbl.g_01199
OG0000813	Prap.g_01366	Prbl.g_01208
OG0000814	Prap.g_00525	Prbl.g_00687
OG0000815	Prap.g_00058	Prbl.g_01621
OG0000816	Prap.g_01882	Prbl.g_02197
OG0000817	Prap.g_01881	Prbl.g_02203
OG0000818	Prap.g_00031	Prbl.g_01931
OG0000819	Prap.g_00478	Prbl.g_00694
OG0000820	Prap.g_00472	Prbl.g_00545
OG0000821	Prap.g_00470	Prbl.g_02066
OG0000822	Prap.g_00469	Prbl.g_02067
OG0000823	Prap.g_00468	Prbl.g_02068
OG0000824	Prap.g_00467	Prbl.g_02069
OG0000825	Prap.g_00466	Prbl.g_02071
OG0000826	Prap.g_00465	Prbl.g_02072
OG0000827	Prap.g_00464	Prbl.g_02075
OG0000828	Prap.g_00463	Prbl.g_02077
OG0000829	Prap.g_00462	Prbl.g_02078
OG0000830	Prap.g_00460	Prbl.g_02081
OG0000831	Prap.g_00457	Prbl.g_02083
OG0000832	Prap.g_00455	Prbl.g_02085
OG0000833	Prap.g_00454	Prbl.g_02086
OG0000834	Prap.g_00453	Prbl.g_02088
OG0000835	Prap.g_00452	Prbl.g_02089
OG0000836	Prap.g_00451	Prbl.g_02090
OG0000837	Prap.g_00448	Prbl.g_02100
OG0000838	Prap.g_00447	Prbl.g_02102
OG0000839	Prap.g_00446	Prbl.g_02103
OG0000840	Prap.g_00445	Prbl.g_02104
OG0000841	Prap.g_00444	Prbl.g_02105
OG0000842	Prap.g_00442	Prbl.g_00178
OG0000843	Prap.g_00441	Prbl.g_00179
OG0000844	Prap.g_00440	Prbl.g_00180
OG0000845	Prap.g_00439	Prbl.g_00181
OG0000846	Prap.g_00437	Prbl.g_00184
OG0000847	Prap.g_00435	Prbl.g_00185
OG0000848	Prap.g_00434	Prbl.g_01379
OG0000849	Prap.g_00431	Prbl.g_01382
OG0000850	Prap.g_00430	Prbl.g_01383
OG0000851	Prap.g_00428	Prbl.g_01120
OG0000852	Prap.g_00426	Prbl.g_01118
OG0000853	Prap.g_00424	Prbl.g_01116
OG0000854	Prap.g_00422	Prbl.g_01114
OG0000855	Prap.g_00421	Prbl.g_01113
OG0000856	Prap.g_00420	Prbl.g_01112
OG0000857	Prap.g_00419	Prbl.g_01111
OG0000858	Prap.g_00418	Prbl.g_01110
OG0000859	Prap.g_00417	Prbl.g_01109
OG0000860	Prap.g_00416	Prbl.g_01108
OG0000861	Prap.g_00415	Prbl.g_01377
OG0000862	Prap.g_00414	Prbl.g_01376
OG0000863	Prap.g_00413	Prbl.g_01375
OG0000864	Prap.g_00412	Prbl.g_01374
OG0000865	Prap.g_00411	Prbl.g_01372
OG0000866	Prap.g_00410	Prbl.g_02579
OG0000867	Prap.g_00409	Prbl.g_02580
OG0000868	Prap.g_00408	Prbl.g_02582
OG0000869	Prap.g_00406	Prbl.g_02585
OG0000870	Prap.g_00405	Prbl.g_02586
OG0000871	Prap.g_00404	Prbl.g_02590
OG0000872	Prap.g_00403	Prbl.g_02591
OG0000873	Prap.g_00401	Prbl.g_02593
OG0000874	Prap.g_00400	Prbl.g_02594
OG0000875	Prap.g_00399	Prbl.g_00187
OG0000876	Prap.g_00398	Prbl.g_00186
OG0000877	Prap.g_01136	Prbl.g_01103
OG0000878	Prap.g_01853	Prbl.g_00461
OG0000879	Prap.g_00550	Prbl.g_00115
OG0000880	Prap.g_00551	Prbl.g_00114
OG0000881	Prap.g_00552	Prbl.g_00113
OG0000882	Prap.g_00553	Prbl.g_01711
OG0000883	Prap.g_00554	Prbl.g_01713
OG0000884	Prap.g_00556	Prbl.g_01715
OG0000885	Prap.g_00557	Prbl.g_01716
OG0000886	Prap.g_00558	Prbl.g_01717
OG0000887	Prap.g_00559	Prbl.g_01718
OG0000888	Prap.g_00560	Prbl.g_01719
OG0000889	Prap.g_00563	Prbl.g_01723
OG0000890	Prap.g_00564	Prbl.g_01726
OG0000891	Prap.g_00565	Prbl.g_01727
OG0000892	Prap.g_00568	Prbl.g_01730
OG0000893	Prap.g_00569	Prbl.g_01731
OG0000894	Prap.g_00570	Prbl.g_01732
OG0000895	Prap.g_00571	Prbl.g_01733
OG0000896	Prap.g_00572	Prbl.g_01734
OG0000897	Prap.g_00573	Prbl.g_01735
OG0000898	Prap.g_00576	Prbl.g_01738
OG0000899	Prap.g_00577	Prbl.g_01739
OG0000900	Prap.g_01928	Prbl.g_00722
OG0000901	Prap.g_00585	Prbl.g_01333
OG0000902	Prap.g_01268	Prbl.g_00658
OG0000903	Prap.g_00521	Prbl.g_01572
OG0000904	Prap.g_00220	Prbl.g_01695
OG0000905	Prap.g_00499	Prbl.g_00926
OG0000906	Prap.g_00481	Prbl.g_02577
OG0000907	Prap.g_00719	Prbl.g_01586
OG0000908	Prap.g_00518	Prbl.g_00409
OG0000909	Prap.g_00061	Prbl.g_00501
OG0000910	Prap.g_00062	Prbl.g_00500
OG0000911	Prap.g_00063	Prbl.g_00499
OG0000912	Prap.g_00064	Prbl.g_00498
OG0000913	Prap.g_00065	Prbl.g_00497
OG0000914	Prap.g_00066	Prbl.g_00496
OG0000915	Prap.g_00067	Prbl.g_00495
OG0000916	Prap.g_00068	Prbl.g_00494
OG0000917	Prap.g_00069	Prbl.g_00492
OG0000918	Prap.g_00070	Prbl.g_00491
OG0000919	Prap.g_00071	Prbl.g_00490
OG0000920	Prap.g_00072	Prbl.g_00489
OG0000921	Prap.g_00073	Prbl.g_00488
OG0000922	Prap.g_00074	Prbl.g_00487
OG0000923	Prap.g_00075	Prbl.g_00486
OG0000924	Prap.g_00076	Prbl.g_00485
OG0000925	Prap.g_00077	Prbl.g_00484
OG0000926	Prap.g_01598	Prbl.g_00843
OG0000927	Prap.g_00104	Prbl.g_00152
OG0000928	Prap.g_00105	Prbl.g_00153
OG0000929	Prap.g_00106	Prbl.g_00154
OG0000930	Prap.g_00107	Prbl.g_00160
OG0000931	Prap.g_00108	Prbl.g_00161
OG0000932	Prap.g_00110	Prbl.g_00257
OG0000933	Prap.g_00111	Prbl.g_00255
OG0000934	Prap.g_00112	Prbl.g_00254
OG0000935	Prap.g_00113	Prbl.g_00253
OG0000936	Prap.g_00114	Prbl.g_00252
OG0000937	Prap.g_00115	Prbl.g_00251
OG0000938	Prap.g_00116	Prbl.g_00249
OG0000939	Prap.g_00117	Prbl.g_00248
OG0000940	Prap.g_00118	Prbl.g_00246
OG0000941	Prap.g_00119	Prbl.g_00244
OG0000942	Prap.g_00120	Prbl.g_00243
OG0000943	Prap.g_00123	Prbl.g_00240
OG0000944	Prap.g_00124	Prbl.g_00231
OG0000945	Prap.g_00125	Prbl.g_00230
OG0000946	Prap.g_00126	Prbl.g_00229
OG0000947	Prap.g_00127	Prbl.g_00228
OG0000948	Prap.g_00128	Prbl.g_00227
OG0000949	Prap.g_00129	Prbl.g_00226
OG0000950	Prap.g_00130	Prbl.g_00225
OG0000951	Prap.g_00131	Prbl.g_00224
OG0000952	Prap.g_00132	Prbl.g_00223
OG0000953	Prap.g_00133	Prbl.g_00222
OG0000954	Prap.g_00134	Prbl.g_00221
OG0000955	Prap.g_00135	Prbl.g_00220
OG0000956	Prap.g_00136	Prbl.g_00219
OG0000957	Prap.g_00137	Prbl.g_00218
OG0000958	Prap.g_00138	Prbl.g_00684
OG0000959	Prap.g_00139	Prbl.g_00685
OG0000960	Prap.g_00140	Prbl.g_00686
OG0000961	Prap.g_00144	Prbl.g_00693
OG0000962	Prap.g_00145	Prbl.g_00695
OG0000963	Prap.g_00146	Prbl.g_00696
OG0000964	Prap.g_00148	Prbl.g_00699
OG0000965	Prap.g_00149	Prbl.g_00700
OG0000966	Prap.g_00150	Prbl.g_00701
OG0000967	Prap.g_00151	Prbl.g_00702
OG0000968	Prap.g_00152	Prbl.g_00703
OG0000969	Prap.g_00153	Prbl.g_00704
OG0000970	Prap.g_00154	Prbl.g_00705
OG0000971	Prap.g_00155	Prbl.g_00706
OG0000972	Prap.g_00156	Prbl.g_00707
OG0000973	Prap.g_00157	Prbl.g_00708
OG0000974	Prap.g_00159	Prbl.g_00710
OG0000975	Prap.g_00165	Prbl.g_01086
OG0000976	Prap.g_00167	Prbl.g_00466
OG0000977	Prap.g_00169	Prbl.g_00456
OG0000978	Prap.g_00171	Prbl.g_00454
OG0000979	Prap.g_00173	Prbl.g_00452
OG0000980	Prap.g_00174	Prbl.g_00451
OG0000981	Prap.g_00175	Prbl.g_01604
OG0000982	Prap.g_00176	Prbl.g_00450
OG0000983	Prap.g_00178	Prbl.g_00448
OG0000984	Prap.g_00179	Prbl.g_00447
OG0000985	Prap.g_00180	Prbl.g_00446
OG0000986	Prap.g_00181	Prbl.g_00444
OG0000987	Prap.g_00182	Prbl.g_00443
OG0000988	Prap.g_00183	Prbl.g_00441
OG0000989	Prap.g_00184	Prbl.g_00440
OG0000990	Prap.g_00185	Prbl.g_00439
OG0000991	Prap.g_00186	Prbl.g_00438
OG0000992	Prap.g_00187	Prbl.g_00437
OG0000993	Prap.g_00188	Prbl.g_00436
OG0000994	Prap.g_00189	Prbl.g_00435
OG0000995	Prap.g_00190	Prbl.g_00433
OG0000996	Prap.g_00191	Prbl.g_00432
OG0000997	Prap.g_00192	Prbl.g_00431
OG0000998	Prap.g_00193	Prbl.g_00430
OG0000999	Prap.g_00194	Prbl.g_00429
OG0001000	Prap.g_00195	Prbl.g_00428
OG0001001	Prap.g_00197	Prbl.g_00427
OG0001002	Prap.g_00198	Prbl.g_00423
OG0001003	Prap.g_00199	Prbl.g_00422
OG0001004	Prap.g_00200	Prbl.g_01914
OG0001005	Prap.g_00203	Prbl.g_00420
OG0001006	Prap.g_00204	Prbl.g_00419
OG0001007	Prap.g_00205	Prbl.g_00418
OG0001008	Prap.g_00207	Prbl.g_00416
OG0001009	Prap.g_00208	Prbl.g_00415
OG0001010	Prap.g_01836	Prbl.g_01601
OG0001011	Prap.g_01139	Prbl.g_01627
OG0001012	Prap.g_00768	Prbl.g_02318
OG0001013	Prap.g_01786	Prbl.g_00404
OG0001014	Prap.g_01785	Prbl.g_00403
OG0001015	Prap.g_01778	Prbl.g_00393
OG0001016	Prap.g_01777	Prbl.g_00392
OG0001017	Prap.g_01776	Prbl.g_00391
OG0001018	Prap.g_01775	Prbl.g_00389
OG0001019	Prap.g_01773	Prbl.g_00385
OG0001020	Prap.g_01772	Prbl.g_00383
OG0001021	Prap.g_01771	Prbl.g_00382
OG0001022	Prap.g_01770	Prbl.g_00381
OG0001023	Prap.g_01769	Prbl.g_00380
OG0001024	Prap.g_01767	Prbl.g_00378
OG0001025	Prap.g_01766	Prbl.g_00377
OG0001026	Prap.g_01765	Prbl.g_00376
OG0001027	Prap.g_01764	Prbl.g_00375
OG0001028	Prap.g_01763	Prbl.g_00374
OG0001029	Prap.g_01762	Prbl.g_00373
OG0001030	Prap.g_01761	Prbl.g_00372
OG0001031	Prap.g_01760	Prbl.g_00371
OG0001032	Prap.g_01759	Prbl.g_00370
OG0001033	Prap.g_01758	Prbl.g_00369
OG0001034	Prap.g_01757	Prbl.g_00367
OG0001035	Prap.g_01754	Prbl.g_00365
OG0001036	Prap.g_01753	Prbl.g_00364
OG0001037	Prap.g_01752	Prbl.g_00362
OG0001038	Prap.g_01751	Prbl.g_00361
OG0001039	Prap.g_01750	Prbl.g_00360
OG0001040	Prap.g_01749	Prbl.g_00359
OG0001041	Prap.g_01748	Prbl.g_00358
OG0001042	Prap.g_01747	Prbl.g_00356
OG0001043	Prap.g_01746	Prbl.g_00355
OG0001044	Prap.g_01745	Prbl.g_00354
OG0001045	Prap.g_01744	Prbl.g_00353
OG0001046	Prap.g_01743	Prbl.g_00352
OG0001047	Prap.g_01740	Prbl.g_00348
OG0001048	Prap.g_01738	Prbl.g_00346
OG0001049	Prap.g_01737	Prbl.g_00345
OG0001050	Prap.g_01736	Prbl.g_00344
OG0001051	Prap.g_01735	Prbl.g_00343
OG0001052	Prap.g_01734	Prbl.g_00342
OG0001053	Prap.g_01732	Prbl.g_00340
OG0001054	Prap.g_01730	Prbl.g_00338
OG0001055	Prap.g_01729	Prbl.g_00337
OG0001056	Prap.g_01728	Prbl.g_00336
OG0001057	Prap.g_01727	Prbl.g_00335
OG0001058	Prap.g_01726	Prbl.g_00334
OG0001059	Prap.g_01725	Prbl.g_00333
OG0001060	Prap.g_01724	Prbl.g_00332
OG0001061	Prap.g_01723	Prbl.g_00331
OG0001062	Prap.g_01722	Prbl.g_00317
OG0001063	Prap.g_01721	Prbl.g_00316
OG0001064	Prap.g_01719	Prbl.g_02620
OG0001065	Prap.g_01715	Prbl.g_02680
OG0001066	Prap.g_01713	Prbl.g_02683
OG0001067	Prap.g_01712	Prbl.g_02684
OG0001068	Prap.g_01709	Prbl.g_01062
OG0001069	Prap.g_01708	Prbl.g_01061
OG0001070	Prap.g_01707	Prbl.g_01060
OG0001071	Prap.g_01706	Prbl.g_01059
OG0001072	Prap.g_01705	Prbl.g_01058
OG0001073	Prap.g_01704	Prbl.g_01057
OG0001074	Prap.g_01703	Prbl.g_01056
OG0001075	Prap.g_01702	Prbl.g_01055
OG0001076	Prap.g_01701	Prbl.g_01054
OG0001077	Prap.g_01700	Prbl.g_01053
OG0001078	Prap.g_01699	Prbl.g_01051
OG0001079	Prap.g_01698	Prbl.g_01050
OG0001080	Prap.g_01697	Prbl.g_01049
OG0001081	Prap.g_01693	Prbl.g_00954
OG0001082	Prap.g_01692	Prbl.g_00953
OG0001083	Prap.g_01689	Prbl.g_00949
OG0001084	Prap.g_01690	Prbl.g_00951
OG0001085	Prap.g_01691	Prbl.g_00952
OG0001086	Prap.g_01694	Prbl.g_00948
OG0001087	Prap.g_01695	Prbl.g_00947
OG0001088	Prap.g_01696	Prbl.g_01045
OG0001089	Prap.g_01686	Prbl.g_00956
OG0001090	Prap.g_01684	Prbl.g_00958
OG0001091	Prap.g_01683	Prbl.g_00959
OG0001092	Prap.g_01682	Prbl.g_00960
OG0001093	Prap.g_01681	Prbl.g_00961
OG0001094	Prap.g_01680	Prbl.g_00962
OG0001095	Prap.g_01679	Prbl.g_00963
OG0001096	Prap.g_01678	Prbl.g_00964
OG0001097	Prap.g_01677	Prbl.g_00965
OG0001098	Prap.g_01676	Prbl.g_00966
OG0001099	Prap.g_01675	Prbl.g_00967
OG0001100	Prap.g_01674	Prbl.g_00968
OG0001101	Prap.g_01673	Prbl.g_00969
OG0001102	Prap.g_01672	Prbl.g_00970
OG0001103	Prap.g_01671	Prbl.g_00971
OG0001104	Prap.g_01670	Prbl.g_00972
OG0001105	Prap.g_01669	Prbl.g_00973
OG0001106	Prap.g_01668	Prbl.g_00974
OG0001107	Prap.g_01667	Prbl.g_00975
OG0001108	Prap.g_01666	Prbl.g_00976
OG0001109	Prap.g_01665	Prbl.g_00977
OG0001110	Prap.g_01664	Prbl.g_00978
OG0001111	Prap.g_01663	Prbl.g_00979
OG0001112	Prap.g_01662	Prbl.g_00980
OG0001113	Prap.g_01661	Prbl.g_00981
OG0001114	Prap.g_01660	Prbl.g_00982
OG0001115	Prap.g_01659	Prbl.g_00983
OG0001116	Prap.g_01658	Prbl.g_00984
OG0001117	Prap.g_01657	Prbl.g_00985
OG0001118	Prap.g_01656	Prbl.g_00986
OG0001119	Prap.g_01655	Prbl.g_00987
OG0001120	Prap.g_01654	Prbl.g_00988
OG0001121	Prap.g_01652	Prbl.g_00991
OG0001122	Prap.g_01651	Prbl.g_00992
OG0001123	Prap.g_01650	Prbl.g_00993
OG0001124	Prap.g_01647	Prbl.g_00995
OG0001125	Prap.g_01645	Prbl.g_00997
OG0001126	Prap.g_01644	Prbl.g_00998
OG0001127	Prap.g_01641	Prbl.g_01127
