Orthogroup	Prap	Prad
OG0000586	Prap.g_00358	Prad.g_01241
OG0000587	Prap.g_00357	Prad.g_01242
OG0000588	Prap.g_00831	Prad.g_01244
OG0000589	Prap.g_00830	Prad.g_01245
OG0000590	Prap.g_00828	Prad.g_01247
OG0000591	Prap.g_00822	Prad.g_01253
OG0000592	Prap.g_00821	Prad.g_01254
OG0000593	Prap.g_00820	Prad.g_01255
OG0000594	Prap.g_00817	Prad.g_01257
OG0000595	Prap.g_00816	Prad.g_01258
OG0000596	Prap.g_00815	Prad.g_01259
OG0000597	Prap.g_00813	Prad.g_01261
OG0000598	Prap.g_00812	Prad.g_01262
OG0000599	Prap.g_00811	Prad.g_01263
OG0000600	Prap.g_00810	Prad.g_01264
OG0000601	Prap.g_00807	Prad.g_01266
OG0000602	Prap.g_00806	Prad.g_01267
OG0000603	Prap.g_00805	Prad.g_01268
OG0000604	Prap.g_00802	Prad.g_01269
OG0000605	Prap.g_00801	Prad.g_01270
OG0000606	Prap.g_00800	Prad.g_01271
OG0000607	Prap.g_00798	Prad.g_01273
OG0000608	Prap.g_00796	Prad.g_01274
OG0000609	Prap.g_01489	Prad.g_01278
OG0000610	Prap.g_00872	Prad.g_01279
OG0000611	Prap.g_00790	Prad.g_01050
OG0000612	Prap.g_00789	Prad.g_01051
OG0000613	Prap.g_00344	Prad.g_01052
OG0000614	Prap.g_00343	Prad.g_01053
OG0000615	Prap.g_00341	Prad.g_01055
OG0000616	Prap.g_00340	Prad.g_01056
OG0000617	Prap.g_00339	Prad.g_01057
OG0000618	Prap.g_00338	Prad.g_01058
OG0000619	Prap.g_00337	Prad.g_01059
OG0000620	Prap.g_00336	Prad.g_01060
OG0000621	Prap.g_00335	Prad.g_01061
OG0000622	Prap.g_00334	Prad.g_01062
OG0000623	Prap.g_00333	Prad.g_01063
OG0000624	Prap.g_00331	Prad.g_01064
OG0000625	Prap.g_00330	Prad.g_01065
OG0000626	Prap.g_00329	Prad.g_01066
OG0000627	Prap.g_00328	Prad.g_01067
OG0000628	Prap.g_00327	Prad.g_01068
OG0000629	Prap.g_00326	Prad.g_01069
OG0000630	Prap.g_00325	Prad.g_01070
OG0000631	Prap.g_00323	Prad.g_01072
OG0000632	Prap.g_00322	Prad.g_01088
OG0000633	Prap.g_00036	Prad.g_01092
OG0000634	Prap.g_00545	Prad.g_01107
OG0000635	Prap.g_01121	Prad.g_01109
OG0000636	Prap.g_01122	Prad.g_01110
OG0000637	Prap.g_01123	Prad.g_01111
OG0000638	Prap.g_01375	Prad.g_01123
OG0000639	Prap.g_00688	Prad.g_01132
OG0000640	Prap.g_00685	Prad.g_01134
OG0000641	Prap.g_00683	Prad.g_01137
OG0000642	Prap.g_00682	Prad.g_01138
OG0000643	Prap.g_00681	Prad.g_01139
OG0000644	Prap.g_00345	Prad.g_01140
OG0000645	Prap.g_00788	Prad.g_01141
OG0000646	Prap.g_00787	Prad.g_01142
OG0000647	Prap.g_00786	Prad.g_01143
OG0000648	Prap.g_00784	Prad.g_01145
OG0000649	Prap.g_00783	Prad.g_01146
OG0000650	Prap.g_00782	Prad.g_01147
OG0000651	Prap.g_00781	Prad.g_01148
OG0000652	Prap.g_00780	Prad.g_01149
OG0000653	Prap.g_00779	Prad.g_01150
OG0000654	Prap.g_00777	Prad.g_01152
OG0000655	Prap.g_00775	Prad.g_01154
OG0000656	Prap.g_00774	Prad.g_01155
OG0000657	Prap.g_00773	Prad.g_01156
OG0000658	Prap.g_00772	Prad.g_01157
OG0000659	Prap.g_00771	Prad.g_01158
OG0000660	Prap.g_00770	Prad.g_01159
OG0000661	Prap.g_00769	Prad.g_01160
OG0000662	Prap.g_00767	Prad.g_01161
OG0000663	Prap.g_00766	Prad.g_01162
OG0000664	Prap.g_00765	Prad.g_01163
OG0000665	Prap.g_00764	Prad.g_01164
OG0000666	Prap.g_00763	Prad.g_01165
OG0000667	Prap.g_00762	Prad.g_01166
OG0000668	Prap.g_00761	Prad.g_01167
OG0000669	Prap.g_00759	Prad.g_01169
OG0000670	Prap.g_00758	Prad.g_01170
OG0000671	Prap.g_00757	Prad.g_01171
OG0000672	Prap.g_00756	Prad.g_01172
OG0000673	Prap.g_00755	Prad.g_01173
OG0000674	Prap.g_00754	Prad.g_01174
OG0000675	Prap.g_00752	Prad.g_01176
OG0000676	Prap.g_00751	Prad.g_01177
OG0000677	Prap.g_00748	Prad.g_01180
OG0000678	Prap.g_00746	Prad.g_01182
OG0000679	Prap.g_00744	Prad.g_01183
OG0000680	Prap.g_00743	Prad.g_01184
OG0000681	Prap.g_00742	Prad.g_01185
OG0000682	Prap.g_00741	Prad.g_00308
OG0000683	Prap.g_00739	Prad.g_00306
OG0000684	Prap.g_00738	Prad.g_00305
OG0000685	Prap.g_00737	Prad.g_00304
OG0000686	Prap.g_00736	Prad.g_00303
OG0000687	Prap.g_00735	Prad.g_00302
OG0000688	Prap.g_00734	Prad.g_00301
OG0000689	Prap.g_00733	Prad.g_00300
OG0000690	Prap.g_00732	Prad.g_00299
OG0000691	Prap.g_00731	Prad.g_00298
OG0000692	Prap.g_00727	Prad.g_00296
OG0000693	Prap.g_00726	Prad.g_00295
OG0000694	Prap.g_00725	Prad.g_00294
OG0000695	Prap.g_00724	Prad.g_00293
OG0000696	Prap.g_00723	Prad.g_00292
OG0000697	Prap.g_00721	Prad.g_00290
OG0000698	Prap.g_00717	Prad.g_00288
OG0000699	Prap.g_00716	Prad.g_00287
OG0000700	Prap.g_00660	Prad.g_00260
OG0000701	Prap.g_00655	Prad.g_00256
OG0000702	Prap.g_00869	Prad.g_00253
OG0000703	Prap.g_00867	Prad.g_00252
OG0000704	Prap.g_00866	Prad.g_00251
OG0000705	Prap.g_00864	Prad.g_00250
OG0000706	Prap.g_00863	Prad.g_00249
OG0000707	Prap.g_00861	Prad.g_00248
OG0000708	Prap.g_00860	Prad.g_00247
OG0000709	Prap.g_00858	Prad.g_00245
OG0000710	Prap.g_00857	Prad.g_00244
OG0000711	Prap.g_00856	Prad.g_00243
OG0000712	Prap.g_00855	Prad.g_00242
OG0000713	Prap.g_00854	Prad.g_00241
OG0000714	Prap.g_00852	Prad.g_00239
OG0000715	Prap.g_00851	Prad.g_00238
OG0000716	Prap.g_00849	Prad.g_00236
OG0000717	Prap.g_00848	Prad.g_00235
OG0000718	Prap.g_00847	Prad.g_00234
OG0000719	Prap.g_00845	Prad.g_00232
OG0000720	Prap.g_00844	Prad.g_00231
OG0000721	Prap.g_00841	Prad.g_00228
OG0000722	Prap.g_00840	Prad.g_00227
OG0000723	Prap.g_00839	Prad.g_00226
OG0000724	Prap.g_00837	Prad.g_00224
OG0000725	Prap.g_00836	Prad.g_00223
OG0000726	Prap.g_00835	Prad.g_00222
OG0000727	Prap.g_00834	Prad.g_00221
OG0000728	Prap.g_00833	Prad.g_00220
OG0000729	Prap.g_00832	Prad.g_00219
OG0000730	Prap.g_00355	Prad.g_00218
OG0000731	Prap.g_00353	Prad.g_00217
OG0000732	Prap.g_00352	Prad.g_00216
OG0000733	Prap.g_00351	Prad.g_00215
OG0000734	Prap.g_00350	Prad.g_00214
OG0000735	Prap.g_00348	Prad.g_00212
OG0000736	Prap.g_00347	Prad.g_00211
OG0000737	Prap.g_00346	Prad.g_00210
OG0000738	Prap.g_00680	Prad.g_00209
OG0000739	Prap.g_00679	Prad.g_00208
OG0000740	Prap.g_00678	Prad.g_00207
OG0000741	Prap.g_00677	Prad.g_00206
OG0000742	Prap.g_00675	Prad.g_00204
OG0000743	Prap.g_00239	Prad.g_00203
OG0000744	Prap.g_00240	Prad.g_00202
OG0000745	Prap.g_00241	Prad.g_00201
OG0000746	Prap.g_00242	Prad.g_00200
OG0000747	Prap.g_00243	Prad.g_00199
OG0000748	Prap.g_00244	Prad.g_00198
OG0000749	Prap.g_00245	Prad.g_00197
OG0000750	Prap.g_00247	Prad.g_00196
OG0000751	Prap.g_00248	Prad.g_00195
OG0000752	Prap.g_00307	Prad.g_00194
OG0000753	Prap.g_00250	Prad.g_00192
OG0000754	Prap.g_00251	Prad.g_00191
OG0000755	Prap.g_00252	Prad.g_00190
OG0000756	Prap.g_00254	Prad.g_00189
OG0000757	Prap.g_00255	Prad.g_00188
OG0000758	Prap.g_00256	Prad.g_00187
OG0000759	Prap.g_00258	Prad.g_00185
OG0000760	Prap.g_00259	Prad.g_00184
OG0000761	Prap.g_00260	Prad.g_00183
OG0000762	Prap.g_00262	Prad.g_00181
OG0000763	Prap.g_00263	Prad.g_00180
OG0000764	Prap.g_00264	Prad.g_00179
OG0000765	Prap.g_00265	Prad.g_00178
OG0000766	Prap.g_00266	Prad.g_00177
OG0000767	Prap.g_00268	Prad.g_00175
OG0000768	Prap.g_00269	Prad.g_00174
OG0000769	Prap.g_00270	Prad.g_00173
OG0000770	Prap.g_00271	Prad.g_00172
OG0000771	Prap.g_00272	Prad.g_00171
OG0000772	Prap.g_00522	Prad.g_00170
OG0000773	Prap.g_00274	Prad.g_00169
OG0000774	Prap.g_00275	Prad.g_00168
OG0000775	Prap.g_00276	Prad.g_00167
OG0000776	Prap.g_00279	Prad.g_00165
OG0000777	Prap.g_00280	Prad.g_00163
OG0000778	Prap.g_00281	Prad.g_00162
OG0000779	Prap.g_00282	Prad.g_00161
OG0000780	Prap.g_00284	Prad.g_00159
OG0000781	Prap.g_00286	Prad.g_00157
OG0000782	Prap.g_00287	Prad.g_00156
OG0000783	Prap.g_00291	Prad.g_00144
OG0000784	Prap.g_00293	Prad.g_00142
OG0000785	Prap.g_00294	Prad.g_00141
OG0000786	Prap.g_00295	Prad.g_00140
OG0000787	Prap.g_00296	Prad.g_00139
OG0000788	Prap.g_00302	Prad.g_00135
OG0000789	Prap.g_00305	Prad.g_01039
OG0000790	Prap.g_00306	Prad.g_01038
OG0000791	Prap.g_00309	Prad.g_01037
OG0000792	Prap.g_00310	Prad.g_01036
OG0000793	Prap.g_00311	Prad.g_01035
OG0000794	Prap.g_00314	Prad.g_01033
OG0000795	Prap.g_00697	Prad.g_01030
OG0000796	Prap.g_00698	Prad.g_01029
OG0000797	Prap.g_00700	Prad.g_01026
OG0000798	Prap.g_00701	Prad.g_01025
OG0000799	Prap.g_00702	Prad.g_01024
OG0000800	Prap.g_00703	Prad.g_01023
OG0000801	Prap.g_00706	Prad.g_01020
OG0000802	Prap.g_00707	Prad.g_01019
OG0000803	Prap.g_00709	Prad.g_01017
OG0000804	Prap.g_00710	Prad.g_01016
OG0000805	Prap.g_00711	Prad.g_01015
OG0000806	Prap.g_00713	Prad.g_01013
OG0000807	Prap.g_01345	Prad.g_00990
OG0000808	Prap.g_00020	Prad.g_00981
OG0000809	Prap.g_00504	Prad.g_00978
OG0000810	Prap.g_01126	Prad.g_00977
OG0000811	Prap.g_00539	Prad.g_00970
OG0000812	Prap.g_00498	Prad.g_00635
OG0000813	Prap.g_01366	Prad.g_00639
OG0000814	Prap.g_00525	Prad.g_00641
OG0000815	Prap.g_00058	Prad.g_00655
OG0000816	Prap.g_01882	Prad.g_01988
OG0000817	Prap.g_01881	Prad.g_01987
OG0000818	Prap.g_00031	Prad.g_01522
OG0000819	Prap.g_00478	Prad.g_01515
OG0000820	Prap.g_00472	Prad.g_01511
OG0000821	Prap.g_00470	Prad.g_01509
OG0000822	Prap.g_00469	Prad.g_01508
OG0000823	Prap.g_00468	Prad.g_01507
OG0000824	Prap.g_00467	Prad.g_01506
OG0000825	Prap.g_00466	Prad.g_01505
OG0000826	Prap.g_00465	Prad.g_01504
OG0000827	Prap.g_00464	Prad.g_01503
OG0000828	Prap.g_00463	Prad.g_01502
OG0000829	Prap.g_00462	Prad.g_01501
OG0000830	Prap.g_00460	Prad.g_01500
OG0000831	Prap.g_00457	Prad.g_01497
OG0000832	Prap.g_00455	Prad.g_01495
OG0000833	Prap.g_00454	Prad.g_01494
OG0000834	Prap.g_00453	Prad.g_01493
OG0000835	Prap.g_00452	Prad.g_01492
OG0000836	Prap.g_00451	Prad.g_01491
OG0000837	Prap.g_00448	Prad.g_01489
OG0000838	Prap.g_00447	Prad.g_01488
OG0000839	Prap.g_00446	Prad.g_01487
OG0000840	Prap.g_00445	Prad.g_01486
OG0000841	Prap.g_00444	Prad.g_01485
OG0000842	Prap.g_00442	Prad.g_01484
OG0000843	Prap.g_00441	Prad.g_01483
OG0000844	Prap.g_00440	Prad.g_01482
OG0000845	Prap.g_00439	Prad.g_01481
OG0000846	Prap.g_00437	Prad.g_01478
OG0000847	Prap.g_00435	Prad.g_01476
OG0000848	Prap.g_00434	Prad.g_01475
OG0000849	Prap.g_00431	Prad.g_01474
OG0000850	Prap.g_00430	Prad.g_01473
OG0000851	Prap.g_00428	Prad.g_01472
OG0000852	Prap.g_00426	Prad.g_01469
OG0000853	Prap.g_00424	Prad.g_01468
OG0000854	Prap.g_00422	Prad.g_01466
OG0000855	Prap.g_00421	Prad.g_01465
OG0000856	Prap.g_00420	Prad.g_01464
OG0000857	Prap.g_00419	Prad.g_01463
OG0000858	Prap.g_00418	Prad.g_01462
OG0000859	Prap.g_00417	Prad.g_01461
OG0000860	Prap.g_00416	Prad.g_01460
OG0000861	Prap.g_00415	Prad.g_01459
OG0000862	Prap.g_00414	Prad.g_01458
OG0000863	Prap.g_00413	Prad.g_01457
OG0000864	Prap.g_00412	Prad.g_01456
OG0000865	Prap.g_00411	Prad.g_01455
OG0000866	Prap.g_00410	Prad.g_01454
OG0000867	Prap.g_00409	Prad.g_01453
OG0000868	Prap.g_00408	Prad.g_01452
OG0000869	Prap.g_00406	Prad.g_01450
OG0000870	Prap.g_00405	Prad.g_01449
OG0000871	Prap.g_00404	Prad.g_01447
OG0000872	Prap.g_00403	Prad.g_01446
OG0000873	Prap.g_00401	Prad.g_01444
OG0000874	Prap.g_00400	Prad.g_01443
OG0000875	Prap.g_00399	Prad.g_01442
OG0000876	Prap.g_00398	Prad.g_01441
OG0000877	Prap.g_01136	Prad.g_01439
OG0000878	Prap.g_01853	Prad.g_00341
OG0000879	Prap.g_00550	Prad.g_00359
OG0000880	Prap.g_00551	Prad.g_00360
OG0000881	Prap.g_00552	Prad.g_00361
OG0000882	Prap.g_00553	Prad.g_00362
OG0000883	Prap.g_00554	Prad.g_00363
OG0000884	Prap.g_00556	Prad.g_00365
OG0000885	Prap.g_00557	Prad.g_00366
OG0000886	Prap.g_00558	Prad.g_00631
OG0000887	Prap.g_00559	Prad.g_00630
OG0000888	Prap.g_00560	Prad.g_00629
OG0000889	Prap.g_00563	Prad.g_00626
OG0000890	Prap.g_00564	Prad.g_00625
OG0000891	Prap.g_00565	Prad.g_00624
OG0000892	Prap.g_00568	Prad.g_00622
OG0000893	Prap.g_00569	Prad.g_00621
OG0000894	Prap.g_00570	Prad.g_00620
OG0000895	Prap.g_00571	Prad.g_00619
OG0000896	Prap.g_00572	Prad.g_00618
OG0000897	Prap.g_00573	Prad.g_00617
OG0000898	Prap.g_00576	Prad.g_00615
OG0000899	Prap.g_00577	Prad.g_00614
OG0000900	Prap.g_01928	Prad.g_00612
OG0000901	Prap.g_00585	Prad.g_00608
OG0000902	Prap.g_01268	Prad.g_00607
OG0000903	Prap.g_00521	Prad.g_00606
OG0000904	Prap.g_00220	Prad.g_00604
OG0000905	Prap.g_00499	Prad.g_00602
OG0000906	Prap.g_00481	Prad.g_00600
OG0000907	Prap.g_00719	Prad.g_00599
OG0000908	Prap.g_00518	Prad.g_00596
OG0000909	Prap.g_00061	Prad.g_00592
OG0000910	Prap.g_00062	Prad.g_00591
OG0000911	Prap.g_00063	Prad.g_00590
OG0000912	Prap.g_00064	Prad.g_00589
OG0000913	Prap.g_00065	Prad.g_00588
OG0000914	Prap.g_00066	Prad.g_00587
OG0000915	Prap.g_00067	Prad.g_00586
OG0000916	Prap.g_00068	Prad.g_00585
OG0000917	Prap.g_00069	Prad.g_00584
OG0000918	Prap.g_00070	Prad.g_00583
OG0000919	Prap.g_00071	Prad.g_00582
OG0000920	Prap.g_00072	Prad.g_00581
OG0000921	Prap.g_00073	Prad.g_00580
OG0000922	Prap.g_00074	Prad.g_00579
OG0000923	Prap.g_00075	Prad.g_00578
OG0000924	Prap.g_00076	Prad.g_00577
OG0000925	Prap.g_00077	Prad.g_00576
OG0000926	Prap.g_01598	Prad.g_00567
OG0000927	Prap.g_00104	Prad.g_00533
OG0000928	Prap.g_00105	Prad.g_00532
OG0000929	Prap.g_00106	Prad.g_00531
OG0000930	Prap.g_00107	Prad.g_00530
OG0000931	Prap.g_00108	Prad.g_00529
OG0000932	Prap.g_00110	Prad.g_00527
OG0000933	Prap.g_00111	Prad.g_00526
OG0000934	Prap.g_00112	Prad.g_00525
OG0000935	Prap.g_00113	Prad.g_00524
OG0000936	Prap.g_00114	Prad.g_00523
OG0000937	Prap.g_00115	Prad.g_00522
OG0000938	Prap.g_00116	Prad.g_00521
OG0000939	Prap.g_00117	Prad.g_00520
OG0000940	Prap.g_00118	Prad.g_00519
OG0000941	Prap.g_00119	Prad.g_00517
OG0000942	Prap.g_00120	Prad.g_00516
OG0000943	Prap.g_00123	Prad.g_00513
OG0000944	Prap.g_00124	Prad.g_00512
OG0000945	Prap.g_00125	Prad.g_00511
OG0000946	Prap.g_00126	Prad.g_00510
OG0000947	Prap.g_00127	Prad.g_00509
OG0000948	Prap.g_00128	Prad.g_00508
OG0000949	Prap.g_00129	Prad.g_00507
OG0000950	Prap.g_00130	Prad.g_00506
OG0000951	Prap.g_00131	Prad.g_00505
OG0000952	Prap.g_00132	Prad.g_00504
OG0000953	Prap.g_00133	Prad.g_00503
OG0000954	Prap.g_00134	Prad.g_00502
OG0000955	Prap.g_00135	Prad.g_00501
OG0000956	Prap.g_00136	Prad.g_00500
OG0000957	Prap.g_00137	Prad.g_00499
OG0000958	Prap.g_00138	Prad.g_00498
OG0000959	Prap.g_00139	Prad.g_00497
OG0000960	Prap.g_00140	Prad.g_00496
OG0000961	Prap.g_00144	Prad.g_00491
OG0000962	Prap.g_00145	Prad.g_00490
OG0000963	Prap.g_00146	Prad.g_00489
OG0000964	Prap.g_00148	Prad.g_00487
OG0000965	Prap.g_00149	Prad.g_00486
OG0000966	Prap.g_00150	Prad.g_00485
OG0000967	Prap.g_00151	Prad.g_00484
OG0000968	Prap.g_00152	Prad.g_00483
OG0000969	Prap.g_00153	Prad.g_00482
OG0000970	Prap.g_00154	Prad.g_00481
OG0000971	Prap.g_00155	Prad.g_00480
OG0000972	Prap.g_00156	Prad.g_00479
OG0000973	Prap.g_00157	Prad.g_00478
OG0000974	Prap.g_00159	Prad.g_00476
OG0000975	Prap.g_00165	Prad.g_00473
OG0000976	Prap.g_00167	Prad.g_00471
OG0000977	Prap.g_00169	Prad.g_00470
OG0000978	Prap.g_00171	Prad.g_00469
OG0000979	Prap.g_00173	Prad.g_00467
OG0000980	Prap.g_00174	Prad.g_00466
OG0000981	Prap.g_00175	Prad.g_00465
OG0000982	Prap.g_00176	Prad.g_00464
OG0000983	Prap.g_00178	Prad.g_00462
OG0000984	Prap.g_00179	Prad.g_00461
OG0000985	Prap.g_00180	Prad.g_00460
OG0000986	Prap.g_00181	Prad.g_00459
OG0000987	Prap.g_00182	Prad.g_00458
OG0000988	Prap.g_00183	Prad.g_00457
OG0000989	Prap.g_00184	Prad.g_00456
OG0000990	Prap.g_00185	Prad.g_00455
OG0000991	Prap.g_00186	Prad.g_00454
OG0000992	Prap.g_00187	Prad.g_00453
OG0000993	Prap.g_00188	Prad.g_00452
OG0000994	Prap.g_00189	Prad.g_00451
OG0000995	Prap.g_00190	Prad.g_00450
OG0000996	Prap.g_00191	Prad.g_00449
OG0000997	Prap.g_00192	Prad.g_00448
OG0000998	Prap.g_00193	Prad.g_00447
OG0000999	Prap.g_00194	Prad.g_00446
OG0001000	Prap.g_00195	Prad.g_00445
OG0001001	Prap.g_00197	Prad.g_00443
OG0001002	Prap.g_00198	Prad.g_00442
OG0001003	Prap.g_00199	Prad.g_00441
OG0001004	Prap.g_00200	Prad.g_00440
OG0001005	Prap.g_00203	Prad.g_00439
OG0001006	Prap.g_00204	Prad.g_00438
OG0001007	Prap.g_00205	Prad.g_00437
OG0001008	Prap.g_00207	Prad.g_00435
OG0001009	Prap.g_00208	Prad.g_00434
OG0001010	Prap.g_01836	Prad.g_00426
OG0001011	Prap.g_01139	Prad.g_00419
OG0001012	Prap.g_00768	Prad.g_00388
OG0001013	Prap.g_01786	Prad.g_00947
OG0001014	Prap.g_01785	Prad.g_00946
OG0001015	Prap.g_01778	Prad.g_00940
OG0001016	Prap.g_01777	Prad.g_00939
OG0001017	Prap.g_01776	Prad.g_00938
OG0001018	Prap.g_01775	Prad.g_00937
OG0001019	Prap.g_01773	Prad.g_00935
OG0001020	Prap.g_01772	Prad.g_00934
OG0001021	Prap.g_01771	Prad.g_00933
OG0001022	Prap.g_01770	Prad.g_00932
OG0001023	Prap.g_01769	Prad.g_00931
OG0001024	Prap.g_01767	Prad.g_00930
OG0001025	Prap.g_01766	Prad.g_00929
OG0001026	Prap.g_01765	Prad.g_00927
OG0001027	Prap.g_01764	Prad.g_00926
OG0001028	Prap.g_01763	Prad.g_00925
OG0001029	Prap.g_01762	Prad.g_00924
OG0001030	Prap.g_01761	Prad.g_00923
OG0001031	Prap.g_01760	Prad.g_00922
OG0001032	Prap.g_01759	Prad.g_00921
OG0001033	Prap.g_01758	Prad.g_00920
OG0001034	Prap.g_01757	Prad.g_00919
OG0001035	Prap.g_01754	Prad.g_00917
OG0001036	Prap.g_01753	Prad.g_00916
OG0001037	Prap.g_01752	Prad.g_00915
OG0001038	Prap.g_01751	Prad.g_00914
OG0001039	Prap.g_01750	Prad.g_00913
OG0001040	Prap.g_01749	Prad.g_00912
OG0001041	Prap.g_01748	Prad.g_00911
OG0001042	Prap.g_01747	Prad.g_00910
OG0001043	Prap.g_01746	Prad.g_00909
OG0001044	Prap.g_01745	Prad.g_00908
OG0001045	Prap.g_01744	Prad.g_00907
OG0001046	Prap.g_01743	Prad.g_00906
OG0001047	Prap.g_01740	Prad.g_00903
OG0001048	Prap.g_01738	Prad.g_00901
OG0001049	Prap.g_01737	Prad.g_00900
OG0001050	Prap.g_01736	Prad.g_00899
OG0001051	Prap.g_01735	Prad.g_00898
OG0001052	Prap.g_01734	Prad.g_00897
OG0001053	Prap.g_01732	Prad.g_00895
OG0001054	Prap.g_01730	Prad.g_00893
OG0001055	Prap.g_01729	Prad.g_00892
OG0001056	Prap.g_01728	Prad.g_00891
OG0001057	Prap.g_01727	Prad.g_00890
OG0001058	Prap.g_01726	Prad.g_00889
OG0001059	Prap.g_01725	Prad.g_00888
OG0001060	Prap.g_01724	Prad.g_00887
OG0001061	Prap.g_01723	Prad.g_00886
OG0001062	Prap.g_01722	Prad.g_00885
OG0001063	Prap.g_01721	Prad.g_00884
OG0001064	Prap.g_01719	Prad.g_00882
OG0001065	Prap.g_01715	Prad.g_00879
OG0001066	Prap.g_01713	Prad.g_00878
OG0001067	Prap.g_01712	Prad.g_00877
OG0001068	Prap.g_01709	Prad.g_00875
OG0001069	Prap.g_01708	Prad.g_00874
OG0001070	Prap.g_01707	Prad.g_00873
OG0001071	Prap.g_01706	Prad.g_00872
OG0001072	Prap.g_01705	Prad.g_00871
OG0001073	Prap.g_01704	Prad.g_00870
OG0001074	Prap.g_01703	Prad.g_00869
OG0001075	Prap.g_01702	Prad.g_00868
OG0001076	Prap.g_01701	Prad.g_00867
OG0001077	Prap.g_01700	Prad.g_00866
OG0001078	Prap.g_01699	Prad.g_00865
OG0001079	Prap.g_01698	Prad.g_00864
OG0001080	Prap.g_01697	Prad.g_00863
OG0001081	Prap.g_01693	Prad.g_00860
OG0001082	Prap.g_01692	Prad.g_00859
OG0001083	Prap.g_01689	Prad.g_00858
OG0001084	Prap.g_01690	Prad.g_00856
OG0001085	Prap.g_01691	Prad.g_00855
OG0001086	Prap.g_01694	Prad.g_00854
OG0001087	Prap.g_01695	Prad.g_00853
OG0001088	Prap.g_01696	Prad.g_00852
OG0001089	Prap.g_01686	Prad.g_00849
OG0001090	Prap.g_01684	Prad.g_00847
OG0001091	Prap.g_01683	Prad.g_00846
OG0001092	Prap.g_01682	Prad.g_00845
OG0001093	Prap.g_01681	Prad.g_00844
OG0001094	Prap.g_01680	Prad.g_00843
OG0001095	Prap.g_01679	Prad.g_00842
OG0001096	Prap.g_01678	Prad.g_00841
OG0001097	Prap.g_01677	Prad.g_00840
OG0001098	Prap.g_01676	Prad.g_00839
OG0001099	Prap.g_01675	Prad.g_00838
OG0001100	Prap.g_01674	Prad.g_00837
OG0001101	Prap.g_01673	Prad.g_00836
OG0001102	Prap.g_01672	Prad.g_00835
OG0001103	Prap.g_01671	Prad.g_00834
OG0001104	Prap.g_01670	Prad.g_00833
OG0001105	Prap.g_01669	Prad.g_00832
OG0001106	Prap.g_01668	Prad.g_00831
OG0001107	Prap.g_01667	Prad.g_00830
OG0001108	Prap.g_01666	Prad.g_00829
OG0001109	Prap.g_01665	Prad.g_00828
OG0001110	Prap.g_01664	Prad.g_00827
OG0001111	Prap.g_01663	Prad.g_00826
OG0001112	Prap.g_01662	Prad.g_00825
OG0001113	Prap.g_01661	Prad.g_00824
OG0001114	Prap.g_01660	Prad.g_00823
OG0001115	Prap.g_01659	Prad.g_00822
OG0001116	Prap.g_01658	Prad.g_00821
OG0001117	Prap.g_01657	Prad.g_00820
OG0001118	Prap.g_01656	Prad.g_00819
OG0001119	Prap.g_01655	Prad.g_00818
OG0001120	Prap.g_01654	Prad.g_00817
OG0001121	Prap.g_01652	Prad.g_00815
OG0001122	Prap.g_01651	Prad.g_00814
OG0001123	Prap.g_01650	Prad.g_00813
OG0001124	Prap.g_01647	Prad.g_00811
OG0001125	Prap.g_01645	Prad.g_00809
OG0001126	Prap.g_01644	Prad.g_00808
OG0001127	Prap.g_01641	Prad.g_00806
OG0001128	Prap.g_01640	Prad.g_00805
OG0001129	Prap.g_01639	Prad.g_00804
OG0001130	Prap.g_01636	Prad.g_00801
OG0001131	Prap.g_01635	Prad.g_00800
OG0001132	Prap.g_01634	Prad.g_00799
OG0001133	Prap.g_01633	Prad.g_00798
OG0001134	Prap.g_01632	Prad.g_00797
OG0001135	Prap.g_01631	Prad.g_00796
OG0001136	Prap.g_01630	Prad.g_00795
OG0001137	Prap.g_01629	Prad.g_00794
OG0001138	Prap.g_01628	Prad.g_00793
OG0001139	Prap.g_01626	Prad.g_00792
OG0001140	Prap.g_01625	Prad.g_00791
OG0001141	Prap.g_01624	Prad.g_00790
OG0001142	Prap.g_01620	Prad.g_00787
OG0001143	Prap.g_01619	Prad.g_00786
OG0001144	Prap.g_01618	Prad.g_00785
OG0001145	Prap.g_01617	Prad.g_00784
OG0001146	Prap.g_01616	Prad.g_00783
OG0001147	Prap.g_01615	Prad.g_00782
OG0001148	Prap.g_01614	Prad.g_00781
OG0001149	Prap.g_01612	Prad.g_00779
OG0001150	Prap.g_01611	Prad.g_00778
OG0001151	Prap.g_01607	Prad.g_00776
OG0001152	Prap.g_01606	Prad.g_00775
OG0001153	Prap.g_01605	Prad.g_00774
OG0001154	Prap.g_01603	Prad.g_00772
OG0001155	Prap.g_01601	Prad.g_00770
OG0001156	Prap.g_01599	Prad.g_00768
OG0001157	Prap.g_01597	Prad.g_00767
OG0001158	Prap.g_01595	Prad.g_00765
OG0001159	Prap.g_01594	Prad.g_00764
OG0001160	Prap.g_01593	Prad.g_00763
OG0001161	Prap.g_01592	Prad.g_00762
OG0001162	Prap.g_01591	Prad.g_01641
OG0001163	Prap.g_01590	Prad.g_01640
OG0001164	Prap.g_01589	Prad.g_01639
OG0001165	Prap.g_01588	Prad.g_01638
OG0001166	Prap.g_01587	Prad.g_01637
OG0001167	Prap.g_01585	Prad.g_01636
