Orthogroup	Pran	Prbe
OG0000560	Pran.g_01624	Prbe.g_00581
OG0000561	Pran.g_01623	Prbe.g_00580
OG0000562	Pran.g_01622	Prbe.g_00579
OG0000563	Pran.g_01621	Prbe.g_00578
OG0000564	Pran.g_01620	Prbe.g_00577
OG0000565	Pran.g_01617	Prbe.g_00575
OG0000566	Pran.g_01614	Prbe.g_00571
OG0000567	Pran.g_01610	Prbe.g_00567
OG0000568	Pran.g_01609	Prbe.g_00566
OG0000569	Pran.g_01608	Prbe.g_00565
OG0000570	Pran.g_01607	Prbe.g_00564
OG0000571	Pran.g_01605	Prbe.g_00562
OG0000572	Pran.g_01592	Prbe.g_00548
OG0000573	Pran.g_01586	Prbe.g_00542
OG0000574	Pran.g_01585	Prbe.g_00541
OG0000575	Pran.g_01581	Prbe.g_00537
OG0000576	Pran.g_01579	Prbe.g_00535
OG0000577	Pran.g_01578	Prbe.g_00534
OG0000578	Pran.g_01577	Prbe.g_00533
OG0000579	Pran.g_01576	Prbe.g_00532
OG0000580	Pran.g_01575	Prbe.g_00531
OG0000581	Pran.g_01573	Prbe.g_00528
OG0000582	Pran.g_01570	Prbe.g_00525
OG0000583	Pran.g_01569	Prbe.g_00524
OG0000584	Pran.g_01568	Prbe.g_00523
OG0000585	Pran.g_01566	Prbe.g_00521
OG0000586	Pran.g_01565	Prbe.g_00520
OG0000587	Pran.g_01564	Prbe.g_00519
OG0000588	Pran.g_01560	Prbe.g_00515
OG0000589	Pran.g_01557	Prbe.g_00513
OG0000590	Pran.g_01556	Prbe.g_00512
OG0000591	Pran.g_01553	Prbe.g_00508
OG0000592	Pran.g_01552	Prbe.g_00507
OG0000593	Pran.g_01546	Prbe.g_01488
OG0000594	Pran.g_01545	Prbe.g_01487
OG0000595	Pran.g_01544	Prbe.g_01486
OG0000596	Pran.g_01540	Prbe.g_01482
OG0000597	Pran.g_01538	Prbe.g_01479
OG0000598	Pran.g_01537	Prbe.g_01478
OG0000599	Pran.g_01534	Prbe.g_01475
OG0000600	Pran.g_01533	Prbe.g_01474
OG0000601	Pran.g_01532	Prbe.g_01473
OG0000602	Pran.g_01530	Prbe.g_01471
OG0000603	Pran.g_01529	Prbe.g_01470
OG0000604	Pran.g_01528	Prbe.g_01469
OG0000605	Pran.g_01527	Prbe.g_01468
OG0000606	Pran.g_01524	Prbe.g_01465
OG0000607	Pran.g_01521	Prbe.g_01462
OG0000608	Pran.g_01520	Prbe.g_01461
OG0000609	Pran.g_01519	Prbe.g_01460
OG0000610	Pran.g_01514	Prbe.g_01454
OG0000611	Pran.g_01511	Prbe.g_01451
OG0000612	Pran.g_01510	Prbe.g_01450
OG0000613	Pran.g_01505	Prbe.g_00447
OG0000614	Pran.g_01486	Prbe.g_00468
OG0000615	Pran.g_01478	Prbe.g_01209
OG0000616	Pran.g_01472	Prbe.g_01197
OG0000617	Pran.g_01454	Prbe.g_01434
OG0000618	Pran.g_01453	Prbe.g_01433
OG0000619	Pran.g_01452	Prbe.g_01432
OG0000620	Pran.g_01449	Prbe.g_01429
OG0000621	Pran.g_01448	Prbe.g_01428
OG0000622	Pran.g_01447	Prbe.g_01427
OG0000623	Pran.g_01446	Prbe.g_01426
OG0000624	Pran.g_01445	Prbe.g_01424
OG0000625	Pran.g_01444	Prbe.g_01423
OG0000626	Pran.g_01443	Prbe.g_01422
OG0000627	Pran.g_01442	Prbe.g_01421
OG0000628	Pran.g_01441	Prbe.g_01420
OG0000629	Pran.g_01440	Prbe.g_01419
OG0000630	Pran.g_01437	Prbe.g_01416
OG0000631	Pran.g_01352	Prbe.g_01323
OG0000632	Pran.g_01351	Prbe.g_01324
OG0000633	Pran.g_01350	Prbe.g_01325
OG0000634	Pran.g_01347	Prbe.g_01218
OG0000635	Pran.g_01346	Prbe.g_01219
OG0000636	Pran.g_01344	Prbe.g_01221
OG0000637	Pran.g_01342	Prbe.g_01223
OG0000638	Pran.g_01341	Prbe.g_01224
OG0000639	Pran.g_01340	Prbe.g_01225
OG0000640	Pran.g_01339	Prbe.g_01226
OG0000641	Pran.g_01335	Prbe.g_01230
OG0000642	Pran.g_01334	Prbe.g_01231
OG0000643	Pran.g_01333	Prbe.g_01232
OG0000644	Pran.g_01332	Prbe.g_01233
OG0000645	Pran.g_01331	Prbe.g_01234
OG0000646	Pran.g_01329	Prbe.g_01236
OG0000647	Pran.g_01328	Prbe.g_01238
OG0000648	Pran.g_01326	Prbe.g_01240
OG0000649	Pran.g_01325	Prbe.g_01241
OG0000650	Pran.g_01324	Prbe.g_01242
OG0000651	Pran.g_01323	Prbe.g_01243
OG0000652	Pran.g_01322	Prbe.g_01244
OG0000653	Pran.g_01320	Prbe.g_01246
OG0000654	Pran.g_01319	Prbe.g_01247
OG0000655	Pran.g_01318	Prbe.g_01248
OG0000656	Pran.g_01315	Prbe.g_01251
OG0000657	Pran.g_01308	Prbe.g_01259
OG0000658	Pran.g_01307	Prbe.g_01261
OG0000659	Pran.g_01306	Prbe.g_01262
OG0000660	Pran.g_01302	Prbe.g_01266
OG0000661	Pran.g_01300	Prbe.g_01268
OG0000662	Pran.g_01298	Prbe.g_01270
OG0000663	Pran.g_01296	Prbe.g_01272
OG0000664	Pran.g_01295	Prbe.g_01273
OG0000665	Pran.g_01291	Prbe.g_01279
OG0000666	Pran.g_01290	Prbe.g_01280
OG0000667	Pran.g_01285	Prbe.g_01284
OG0000668	Pran.g_00413	Prbe.g_00105
OG0000669	Pran.g_00421	Prbe.g_00406
OG0000670	Pran.g_00423	Prbe.g_00409
OG0000671	Pran.g_00425	Prbe.g_00412
OG0000672	Pran.g_00427	Prbe.g_00415
OG0000673	Pran.g_00430	Prbe.g_00418
OG0000674	Pran.g_00432	Prbe.g_00420
OG0000675	Pran.g_00433	Prbe.g_00421
OG0000676	Pran.g_00435	Prbe.g_00423
OG0000677	Pran.g_00436	Prbe.g_00424
OG0000678	Pran.g_00438	Prbe.g_00426
OG0000679	Pran.g_00442	Prbe.g_00430
OG0000680	Pran.g_00443	Prbe.g_00431
OG0000681	Pran.g_00445	Prbe.g_00434
OG0000682	Pran.g_00446	Prbe.g_00435
OG0000683	Pran.g_00447	Prbe.g_00436
OG0000684	Pran.g_00449	Prbe.g_00438
OG0000685	Pran.g_00451	Prbe.g_00440
OG0000686	Pran.g_00452	Prbe.g_00441
OG0000687	Pran.g_00453	Prbe.g_00442
OG0000688	Pran.g_00456	Prbe.g_01446
OG0000689	Pran.g_00457	Prbe.g_01445
OG0000690	Pran.g_00458	Prbe.g_01444
OG0000691	Pran.g_00459	Prbe.g_01443
OG0000692	Pran.g_00461	Prbe.g_01441
OG0000693	Pran.g_00462	Prbe.g_01440
OG0000694	Pran.g_00463	Prbe.g_01439
OG0000695	Pran.g_00465	Prbe.g_01327
OG0000696	Pran.g_00466	Prbe.g_01328
OG0000697	Pran.g_00467	Prbe.g_01329
OG0000698	Pran.g_00470	Prbe.g_01332
OG0000699	Pran.g_00471	Prbe.g_01333
OG0000700	Pran.g_00472	Prbe.g_01334
OG0000701	Pran.g_00473	Prbe.g_01335
OG0000702	Pran.g_00475	Prbe.g_01337
OG0000703	Pran.g_00476	Prbe.g_01338
OG0000704	Pran.g_00477	Prbe.g_01340
OG0000705	Pran.g_00481	Prbe.g_01343
OG0000706	Pran.g_00482	Prbe.g_01344
OG0000707	Pran.g_00483	Prbe.g_01345
OG0000708	Pran.g_00484	Prbe.g_01347
OG0000709	Pran.g_00488	Prbe.g_01351
OG0000710	Pran.g_00491	Prbe.g_01354
OG0000711	Pran.g_00508	Prbe.g_01372
OG0000712	Pran.g_00510	Prbe.g_01373
OG0000713	Pran.g_00511	Prbe.g_01374
OG0000714	Pran.g_00512	Prbe.g_01375
OG0000715	Pran.g_00514	Prbe.g_01377
OG0000716	Pran.g_00516	Prbe.g_01379
OG0000717	Pran.g_00517	Prbe.g_01380
OG0000718	Pran.g_00537	Prbe.g_01384
OG0000719	Pran.g_00539	Prbe.g_01386
OG0000720	Pran.g_00548	Prbe.g_01398
OG0000721	Pran.g_00550	Prbe.g_01402
OG0000722	Pran.g_00551	Prbe.g_01403
OG0000723	Pran.g_00554	Prbe.g_01407
OG0000724	Pran.g_00563	Prbe.g_01302
OG0000725	Pran.g_00569	Prbe.g_01296
OG0000726	Pran.g_00570	Prbe.g_01295
OG0000727	Pran.g_00571	Prbe.g_01294
OG0000728	Pran.g_00573	Prbe.g_01292
OG0000729	Pran.g_00133	Prbe.g_00915
OG0000730	Pran.g_00129	Prbe.g_01591
OG0000731	Pran.g_00125	Prbe.g_01898
OG0000732	Pran.g_00115	Prbe.g_01148
OG0000733	Pran.g_00092	Prbe.g_00042
OG0000734	Pran.g_00075	Prbe.g_01565
OG0000735	Pran.g_00073	Prbe.g_01563
OG0000736	Pran.g_00072	Prbe.g_01562
OG0000737	Pran.g_00071	Prbe.g_01561
OG0000738	Pran.g_00067	Prbe.g_01557
OG0000739	Pran.g_00066	Prbe.g_01556
OG0000740	Pran.g_00065	Prbe.g_01555
OG0000741	Pran.g_00064	Prbe.g_01553
OG0000742	Pran.g_00061	Prbe.g_01550
OG0000743	Pran.g_00059	Prbe.g_01548
OG0000744	Pran.g_00058	Prbe.g_01547
OG0000745	Pran.g_00057	Prbe.g_01546
OG0000746	Pran.g_00055	Prbe.g_01544
OG0000747	Pran.g_00054	Prbe.g_01543
OG0000748	Pran.g_00051	Prbe.g_01539
OG0000749	Pran.g_00050	Prbe.g_01538
OG0000750	Pran.g_00049	Prbe.g_01537
OG0000751	Pran.g_00047	Prbe.g_01534
OG0000752	Pran.g_00045	Prbe.g_01532
OG0000753	Pran.g_00042	Prbe.g_01530
OG0000754	Pran.g_00039	Prbe.g_01527
OG0000755	Pran.g_00036	Prbe.g_01521
OG0000756	Pran.g_00035	Prbe.g_01520
OG0000757	Pran.g_00029	Prbe.g_01513
OG0000758	Pran.g_00028	Prbe.g_01512
OG0000759	Pran.g_00027	Prbe.g_01511
OG0000760	Pran.g_00026	Prbe.g_01510
OG0000761	Pran.g_00025	Prbe.g_01509
OG0000762	Pran.g_00024	Prbe.g_01508
OG0000763	Pran.g_00022	Prbe.g_01506
OG0000764	Pran.g_00021	Prbe.g_01505
OG0000765	Pran.g_00012	Prbe.g_01497
OG0000766	Pran.g_00011	Prbe.g_01496
OG0000767	Pran.g_00009	Prbe.g_01494
OG0000768	Pran.g_00008	Prbe.g_01493
OG0000769	Pran.g_00006	Prbe.g_01491
OG0000770	Pran.g_00004	Prbe.g_00502
OG0000771	Pran.g_00918	Prbe.g_00215
OG0000772	Pran.g_00899	Prbe.g_01128
OG0000773	Pran.g_00885	Prbe.g_00902
OG0000774	Pran.g_00883	Prbe.g_00900
OG0000775	Pran.g_00881	Prbe.g_00898
OG0000776	Pran.g_00880	Prbe.g_00897
OG0000777	Pran.g_00879	Prbe.g_00896
OG0000778	Pran.g_00878	Prbe.g_00895
OG0000779	Pran.g_00874	Prbe.g_00891
OG0000780	Pran.g_00873	Prbe.g_00890
OG0000781	Pran.g_00870	Prbe.g_00886
OG0000782	Pran.g_00869	Prbe.g_00885
OG0000783	Pran.g_00868	Prbe.g_00884
OG0000784	Pran.g_00867	Prbe.g_00883
OG0000785	Pran.g_00865	Prbe.g_00881
OG0000786	Pran.g_00863	Prbe.g_00878
OG0000787	Pran.g_00862	Prbe.g_00877
OG0000788	Pran.g_00853	Prbe.g_00634
OG0000789	Pran.g_00850	Prbe.g_00212
OG0000790	Pran.g_00836	Prbe.g_00368
OG0000791	Pran.g_00834	Prbe.g_00366
OG0000792	Pran.g_00833	Prbe.g_00365
OG0000793	Pran.g_00830	Prbe.g_00362
OG0000794	Pran.g_00829	Prbe.g_00361
OG0000795	Pran.g_00828	Prbe.g_00360
OG0000796	Pran.g_00824	Prbe.g_00356
OG0000797	Pran.g_00823	Prbe.g_00355
OG0000798	Pran.g_00789	Prbe.g_00087
OG0000799	Pran.g_00751	Prbe.g_00328
OG0000800	Pran.g_00750	Prbe.g_00327
OG0000801	Pran.g_00749	Prbe.g_00326
OG0000802	Pran.g_00747	Prbe.g_00324
OG0000803	Pran.g_00745	Prbe.g_00322
OG0000804	Pran.g_00744	Prbe.g_00321
OG0000805	Pran.g_00742	Prbe.g_00319
OG0000806	Pran.g_00740	Prbe.g_00317
OG0000807	Pran.g_00739	Prbe.g_00316
OG0000808	Pran.g_00738	Prbe.g_00315
OG0000809	Pran.g_00735	Prbe.g_00313
OG0000810	Pran.g_00734	Prbe.g_00312
OG0000811	Pran.g_00730	Prbe.g_00308
OG0000812	Pran.g_00728	Prbe.g_00306
OG0000813	Pran.g_00727	Prbe.g_00305
OG0000814	Pran.g_00725	Prbe.g_00303
OG0000815	Pran.g_00724	Prbe.g_00302
OG0000816	Pran.g_00722	Prbe.g_00300
OG0000817	Pran.g_00721	Prbe.g_00299
OG0000818	Pran.g_00716	Prbe.g_00294
OG0000819	Pran.g_00715	Prbe.g_00293
OG0000820	Pran.g_00714	Prbe.g_00292
OG0000821	Pran.g_00710	Prbe.g_00288
OG0000822	Pran.g_00709	Prbe.g_00287
OG0000823	Pran.g_00708	Prbe.g_00286
OG0000824	Pran.g_00705	Prbe.g_00283
OG0000825	Pran.g_00704	Prbe.g_00282
OG0000826	Pran.g_00703	Prbe.g_00281
OG0000827	Pran.g_00702	Prbe.g_00280
OG0000828	Pran.g_00699	Prbe.g_00277
OG0000829	Pran.g_00698	Prbe.g_00276
OG0000830	Pran.g_00697	Prbe.g_00275
OG0000831	Pran.g_00695	Prbe.g_00273
OG0000832	Pran.g_00689	Prbe.g_00263
OG0000833	Pran.g_00681	Prbe.g_00254
OG0000834	Pran.g_00680	Prbe.g_00253
OG0000835	Pran.g_00679	Prbe.g_00252
OG0000836	Pran.g_00678	Prbe.g_00251
OG0000837	Pran.g_00677	Prbe.g_00250
OG0000838	Pran.g_00675	Prbe.g_00248
OG0000839	Pran.g_00674	Prbe.g_00247
OG0000840	Pran.g_00673	Prbe.g_00246
OG0000841	Pran.g_00672	Prbe.g_00245
OG0000842	Pran.g_00671	Prbe.g_00244
OG0000843	Pran.g_00670	Prbe.g_00243
OG0000844	Pran.g_00669	Prbe.g_00242
OG0000845	Pran.g_00668	Prbe.g_00241
OG0000846	Pran.g_00667	Prbe.g_00240
OG0000847	Pran.g_00666	Prbe.g_00239
OG0000848	Pran.g_00665	Prbe.g_00238
OG0000849	Pran.g_00664	Prbe.g_00237
OG0000850	Pran.g_00662	Prbe.g_00235
OG0000851	Pran.g_00661	Prbe.g_00234
OG0000852	Pran.g_00660	Prbe.g_00233
OG0000853	Pran.g_00656	Prbe.g_00227
OG0000854	Pran.g_00654	Prbe.g_00225
OG0000855	Pran.g_00653	Prbe.g_00224
OG0000856	Pran.g_00636	Prbe.g_00505
OG0000857	Pran.g_00598	Prbe.g_01237
OG0000858	Pran.g_00964	Prbe.g_00992
OG0000859	Pran.g_00965	Prbe.g_00991
OG0000860	Pran.g_00972	Prbe.g_00983
OG0000861	Pran.g_00973	Prbe.g_00982
OG0000862	Pran.g_00974	Prbe.g_00981
OG0000863	Pran.g_00976	Prbe.g_00979
OG0000864	Pran.g_00977	Prbe.g_00978
OG0000865	Pran.g_00978	Prbe.g_00977
OG0000866	Pran.g_00979	Prbe.g_00976
OG0000867	Pran.g_00980	Prbe.g_00975
OG0000868	Pran.g_00981	Prbe.g_00973
OG0000869	Pran.g_00985	Prbe.g_00970
OG0000870	Pran.g_00990	Prbe.g_00965
OG0000871	Pran.g_00991	Prbe.g_00964
OG0000872	Pran.g_00992	Prbe.g_00963
OG0000873	Pran.g_00995	Prbe.g_00960
OG0000874	Pran.g_00998	Prbe.g_00957
OG0000875	Pran.g_00999	Prbe.g_00956
OG0000876	Pran.g_01000	Prbe.g_00955
OG0000877	Pran.g_01002	Prbe.g_00953
OG0000878	Pran.g_01003	Prbe.g_00952
OG0000879	Pran.g_01004	Prbe.g_00951
OG0000880	Pran.g_01005	Prbe.g_00950
OG0000881	Pran.g_01009	Prbe.g_00946
OG0000882	Pran.g_01014	Prbe.g_00941
OG0000883	Pran.g_01015	Prbe.g_00939
OG0000884	Pran.g_01017	Prbe.g_00937
OG0000885	Pran.g_01018	Prbe.g_00936
OG0000886	Pran.g_01019	Prbe.g_00935
OG0000887	Pran.g_01020	Prbe.g_00934
OG0000888	Pran.g_01022	Prbe.g_00932
OG0000889	Pran.g_01024	Prbe.g_00930
OG0000890	Pran.g_01025	Prbe.g_00929
OG0000891	Pran.g_01026	Prbe.g_00928
OG0000892	Pran.g_01028	Prbe.g_00926
OG0000893	Pran.g_01032	Prbe.g_00922
OG0000894	Pran.g_01034	Prbe.g_00919
OG0000895	Pran.g_01037	Prbe.g_01111
OG0000896	Pran.g_01038	Prbe.g_01110
OG0000897	Pran.g_01040	Prbe.g_01108
OG0000898	Pran.g_01041	Prbe.g_01107
OG0000899	Pran.g_01042	Prbe.g_01106
OG0000900	Pran.g_01044	Prbe.g_01105
OG0000901	Pran.g_01047	Prbe.g_01102
OG0000902	Pran.g_01049	Prbe.g_01100
OG0000903	Pran.g_01052	Prbe.g_01096
OG0000904	Pran.g_01054	Prbe.g_01092
OG0000905	Pran.g_01058	Prbe.g_01098
OG0000906	Pran.g_01059	Prbe.g_01099
OG0000907	Pran.g_01062	Prbe.g_01089
OG0000908	Pran.g_01065	Prbe.g_01086
OG0000909	Pran.g_01066	Prbe.g_01085
OG0000910	Pran.g_01067	Prbe.g_01084
OG0000911	Pran.g_01070	Prbe.g_01082
OG0000912	Pran.g_01071	Prbe.g_01081
OG0000913	Pran.g_01072	Prbe.g_01080
OG0000914	Pran.g_01073	Prbe.g_01079
OG0000915	Pran.g_01074	Prbe.g_01078
OG0000916	Pran.g_01075	Prbe.g_00867
OG0000917	Pran.g_01076	Prbe.g_00866
OG0000918	Pran.g_01077	Prbe.g_00865
OG0000919	Pran.g_01078	Prbe.g_00864
OG0000920	Pran.g_01079	Prbe.g_00863
OG0000921	Pran.g_01080	Prbe.g_00862
OG0000922	Pran.g_01081	Prbe.g_00861
OG0000923	Pran.g_01085	Prbe.g_00857
OG0000924	Pran.g_01086	Prbe.g_00856
OG0000925	Pran.g_01087	Prbe.g_00855
OG0000926	Pran.g_01088	Prbe.g_00854
OG0000927	Pran.g_01090	Prbe.g_00852
OG0000928	Pran.g_01091	Prbe.g_00851
OG0000929	Pran.g_01092	Prbe.g_00850
OG0000930	Pran.g_01093	Prbe.g_00849
OG0000931	Pran.g_01094	Prbe.g_00848
OG0000932	Pran.g_01095	Prbe.g_00847
OG0000933	Pran.g_01099	Prbe.g_00843
OG0000934	Pran.g_01101	Prbe.g_00841
OG0000935	Pran.g_01102	Prbe.g_00840
OG0000936	Pran.g_01103	Prbe.g_00839
OG0000937	Pran.g_01104	Prbe.g_00838
OG0000938	Pran.g_01106	Prbe.g_00835
OG0000939	Pran.g_01107	Prbe.g_00834
OG0000940	Pran.g_01114	Prbe.g_00827
OG0000941	Pran.g_01116	Prbe.g_00825
OG0000942	Pran.g_01118	Prbe.g_00823
OG0000943	Pran.g_01119	Prbe.g_00822
OG0000944	Pran.g_01120	Prbe.g_00820
OG0000945	Pran.g_01121	Prbe.g_00819
OG0000946	Pran.g_01125	Prbe.g_00814
OG0000947	Pran.g_01127	Prbe.g_00812
OG0000948	Pran.g_01128	Prbe.g_00811
OG0000949	Pran.g_01131	Prbe.g_00808
OG0000950	Pran.g_01136	Prbe.g_00801
OG0000951	Pran.g_01139	Prbe.g_00797
OG0000952	Pran.g_01143	Prbe.g_00793
OG0000953	Pran.g_01146	Prbe.g_00789
OG0000954	Pran.g_01150	Prbe.g_00785
OG0000955	Pran.g_01151	Prbe.g_00784
OG0000956	Pran.g_01153	Prbe.g_00782
OG0000957	Pran.g_01158	Prbe.g_00776
OG0000958	Pran.g_01159	Prbe.g_00775
OG0000959	Pran.g_01163	Prbe.g_00771
OG0000960	Pran.g_01164	Prbe.g_00770
OG0000961	Pran.g_01166	Prbe.g_00767
OG0000962	Pran.g_01168	Prbe.g_00765
OG0000963	Pran.g_01172	Prbe.g_00761
OG0000964	Pran.g_01173	Prbe.g_00760
OG0000965	Pran.g_01174	Prbe.g_00759
OG0000966	Pran.g_01182	Prbe.g_00749
OG0000967	Pran.g_01186	Prbe.g_00753
OG0000968	Pran.g_01188	Prbe.g_00755
OG0000969	Pran.g_01189	Prbe.g_00756
OG0000970	Pran.g_01190	Prbe.g_01134
OG0000971	Pran.g_01191	Prbe.g_01135
OG0000972	Pran.g_01192	Prbe.g_01136
OG0000973	Pran.g_01193	Prbe.g_01137
OG0000974	Pran.g_01194	Prbe.g_01138
OG0000975	Pran.g_01195	Prbe.g_01139
OG0000976	Pran.g_01196	Prbe.g_01140
OG0000977	Pran.g_01197	Prbe.g_01141
OG0000978	Pran.g_01198	Prbe.g_01142
OG0000979	Pran.g_01201	Prbe.g_01145
OG0000980	Pran.g_01202	Prbe.g_01147
OG0000981	Pran.g_01204	Prbe.g_01150
OG0000982	Pran.g_01206	Prbe.g_01152
OG0000983	Pran.g_01207	Prbe.g_01153
OG0000984	Pran.g_01208	Prbe.g_01154
OG0000985	Pran.g_01211	Prbe.g_01157
OG0000986	Pran.g_01213	Prbe.g_01159
OG0000987	Pran.g_01214	Prbe.g_01160
OG0000988	Pran.g_01217	Prbe.g_01163
OG0000989	Pran.g_01221	Prbe.g_01167
OG0000990	Pran.g_01224	Prbe.g_01171
OG0000991	Pran.g_01225	Prbe.g_01172
OG0000992	Pran.g_01227	Prbe.g_01175
OG0000993	Pran.g_01228	Prbe.g_01176
OG0000994	Pran.g_01229	Prbe.g_01177
OG0000995	Pran.g_01233	Prbe.g_01181
OG0000996	Pran.g_01234	Prbe.g_01182
OG0000997	Pran.g_01235	Prbe.g_01185
OG0000998	Pran.g_01237	Prbe.g_01187
OG0000999	Pran.g_01238	Prbe.g_01188
OG0001000	Pran.g_01241	Prbe.g_01191
OG0001001	Pran.g_01243	Prbe.g_01194
OG0001002	Pran.g_01247	Prbe.g_01056
OG0001003	Pran.g_01249	Prbe.g_01057
OG0001004	Pran.g_01250	Prbe.g_01058
OG0001005	Pran.g_01251	Prbe.g_01059
OG0001006	Pran.g_01255	Prbe.g_01063
OG0001007	Pran.g_01257	Prbe.g_01065
OG0001008	Pran.g_01743	Prbe.g_01935
OG0001009	Pran.g_00397	Prbe.g_00127
OG0001010	Pran.g_00396	Prbe.g_00128
OG0001011	Pran.g_00395	Prbe.g_00130
OG0001012	Pran.g_00382	Prbe.g_00144
OG0001013	Pran.g_00377	Prbe.g_00151
OG0001014	Pran.g_00374	Prbe.g_00154
OG0001015	Pran.g_00373	Prbe.g_00156
OG0001016	Pran.g_00359	Prbe.g_00178
OG0001017	Pran.g_00355	Prbe.g_00182
OG0001018	Pran.g_00352	Prbe.g_00184
OG0001019	Pran.g_00343	Prbe.g_00193
OG0001020	Pran.g_00342	Prbe.g_01630
OG0001021	Pran.g_00341	Prbe.g_01631
OG0001022	Pran.g_00339	Prbe.g_01634
OG0001023	Pran.g_00338	Prbe.g_01635
OG0001024	Pran.g_00335	Prbe.g_01639
OG0001025	Pran.g_00329	Prbe.g_01646
OG0001026	Pran.g_00322	Prbe.g_01655
OG0001027	Pran.g_00321	Prbe.g_01656
OG0001028	Pran.g_00319	Prbe.g_01658
OG0001029	Pran.g_00318	Prbe.g_01659
OG0001030	Pran.g_00304	Prbe.g_01675
OG0001031	Pran.g_00246	Prbe.g_01735
OG0001032	Pran.g_00245	Prbe.g_01736
OG0001033	Pran.g_00224	Prbe.g_01757
OG0001034	Pran.g_00196	Prbe.g_01788
OG0001035	Pran.g_01938	Prbe.g_01808
OG0001036	Pran.g_01934	Prbe.g_01812
OG0001037	Pran.g_01933	Prbe.g_01813
OG0001038	Pran.g_01916	Prbe.g_01832
OG0001039	Pran.g_01913	Prbe.g_01835
OG0001040	Pran.g_01911	Prbe.g_01837
OG0001041	Pran.g_01907	Prbe.g_01842
OG0001042	Pran.g_01890	Prbe.g_01859
OG0001043	Pran.g_01889	Prbe.g_01860
OG0001044	Pran.g_01861	Prbe.g_01891
OG0001045	Pran.g_01853	Prbe.g_01900
OG0001046	Pran.g_01816	Prbe.g_01033
OG0001047	Pran.g_01741	Prbe.g_01937
OG0001048	Pran.g_01740	Prbe.g_01938
OG0001049	Pran.g_01738	Prbe.g_01940
OG0001050	Pran.g_01737	Prbe.g_01941
OG0001051	Pran.g_01736	Prbe.g_01942
OG0001052	Pran.g_01707	Prbe.g_00662
OG0001053	Pran.g_01695	Prbe.g_00650
OG0001054	Pran.g_01680	Prbe.g_00635
OG0001055	Pran.g_01661	Prbe.g_00616
OG0001056	Pran.g_01642	Prbe.g_00599
OG0001057	Pran.g_01637	Prbe.g_00594
OG0001058	Pran.g_01629	Prbe.g_00586
OG0001059	Pran.g_01625	Prbe.g_00582
OG0001060	Pran.g_01618	Prbe.g_00576
OG0001061	Pran.g_01604	Prbe.g_00561
OG0001062	Pran.g_01602	Prbe.g_00559
OG0001063	Pran.g_01600	Prbe.g_00557
OG0001064	Pran.g_01599	Prbe.g_00556
OG0001065	Pran.g_01598	Prbe.g_00555
OG0001066	Pran.g_01597	Prbe.g_00554
OG0001067	Pran.g_01596	Prbe.g_00553
OG0001068	Pran.g_01595	Prbe.g_00552
OG0001069	Pran.g_01594	Prbe.g_00551
OG0001070	Pran.g_01591	Prbe.g_00547
OG0001071	Pran.g_01590	Prbe.g_00546
OG0001072	Pran.g_01588	Prbe.g_00544
OG0001073	Pran.g_01574	Prbe.g_00530
OG0001074	Pran.g_01563	Prbe.g_00518
OG0001075	Pran.g_01562	Prbe.g_00517
OG0001076	Pran.g_01554	Prbe.g_00510
OG0001077	Pran.g_01550	Prbe.g_00504
OG0001078	Pran.g_01542	Prbe.g_01484
OG0001079	Pran.g_01531	Prbe.g_01472
OG0001080	Pran.g_01525	Prbe.g_01466
OG0001081	Pran.g_01523	Prbe.g_01464
OG0001082	Pran.g_01522	Prbe.g_01463
OG0001083	Pran.g_01517	Prbe.g_01458
OG0001084	Pran.g_01516	Prbe.g_01457
OG0001085	Pran.g_01508	Prbe.g_00444
OG0001086	Pran.g_01507	Prbe.g_00445
OG0001087	Pran.g_01490	Prbe.g_00463
OG0001088	Pran.g_01489	Prbe.g_00464
OG0001089	Pran.g_01481	Prbe.g_01205
OG0001090	Pran.g_01459	Prbe.g_01215
OG0001091	Pran.g_01457	Prbe.g_01437
OG0001092	Pran.g_01456	Prbe.g_01436
OG0001093	Pran.g_01451	Prbe.g_01431
OG0001094	Pran.g_01349	Prbe.g_01438
OG0001095	Pran.g_01330	Prbe.g_01235
OG0001096	Pran.g_01317	Prbe.g_01249
OG0001097	Pran.g_01299	Prbe.g_01269
OG0001098	Pran.g_01283	Prbe.g_01288
OG0001099	Pran.g_00418	Prbe.g_00110
OG0001100	Pran.g_00422	Prbe.g_00408
OG0001101	Pran.g_00424	Prbe.g_00411
OG0001102	Pran.g_00426	Prbe.g_00414
OG0001103	Pran.g_00428	Prbe.g_00416
OG0001104	Pran.g_00450	Prbe.g_00439
OG0001105	Pran.g_00454	Prbe.g_00443
OG0001106	Pran.g_00478	Prbe.g_01341
OG0001107	Pran.g_00485	Prbe.g_01348
OG0001108	Pran.g_00489	Prbe.g_01352
OG0001109	Pran.g_00490	Prbe.g_01353
OG0001110	Pran.g_00492	Prbe.g_01355
OG0001111	Pran.g_00493	Prbe.g_01356
OG0001112	Pran.g_00494	Prbe.g_01357
OG0001113	Pran.g_00495	Prbe.g_01358
OG0001114	Pran.g_00496	Prbe.g_01359
OG0001115	Pran.g_00498	Prbe.g_01361
OG0001116	Pran.g_00499	Prbe.g_01362
OG0001117	Pran.g_00500	Prbe.g_01363
OG0001118	Pran.g_00501	Prbe.g_01364
