Orthogroup	Pran	Syap
OG0000589	Pran.g_01557	Syap.g_00941
OG0000590	Pran.g_01556	Syap.g_00940
OG0000591	Pran.g_01553	Syap.g_01289
OG0000592	Pran.g_01552	Syap.g_01288
OG0000593	Pran.g_01546	Syap.g_00890
OG0000594	Pran.g_01545	Syap.g_00891
OG0000595	Pran.g_01544	Syap.g_00892
OG0000596	Pran.g_01540	Syap.g_00898
OG0000597	Pran.g_01538	Syap.g_00903
OG0000598	Pran.g_01537	Syap.g_00904
OG0000599	Pran.g_01534	Syap.g_00908
OG0000600	Pran.g_01533	Syap.g_00909
OG0000601	Pran.g_01532	Syap.g_00910
OG0000602	Pran.g_01530	Syap.g_00640
OG0000603	Pran.g_01529	Syap.g_00641
OG0000604	Pran.g_01528	Syap.g_02769
OG0000605	Pran.g_01527	Syap.g_02501, Syap.g_02771
OG0000606	Pran.g_01524	Syap.g_02506
OG0000607	Pran.g_01521	Syap.g_00093
OG0000608	Pran.g_01520	Syap.g_00094
OG0000609	Pran.g_01519	Syap.g_00096
OG0000610	Pran.g_01514	Syap.g_01963
OG0000611	Pran.g_01511	Syap.g_01958
OG0000612	Pran.g_01510	Syap.g_01957
OG0000613	Pran.g_01505	Syap.g_02480
OG0000615	Pran.g_01478	Syap.g_00154
OG0000616	Pran.g_01472	Syap.g_00127
OG0000617	Pran.g_01454	Syap.g_00513
OG0000618	Pran.g_01453	Syap.g_00514
OG0000619	Pran.g_01452	Syap.g_00515
OG0000620	Pran.g_01449	Syap.g_00520
OG0000621	Pran.g_01448	Syap.g_00521
OG0000622	Pran.g_01447	Syap.g_00523
OG0000623	Pran.g_01446	Syap.g_00526
OG0000624	Pran.g_01445	Syap.g_00527
OG0000625	Pran.g_01444	Syap.g_00528
OG0000626	Pran.g_01443	Syap.g_00529
OG0000627	Pran.g_01442	Syap.g_00848
OG0000628	Pran.g_01441	Syap.g_00850
OG0000629	Pran.g_01440	Syap.g_02334
OG0000630	Pran.g_01437	Syap.g_02793
OG0000631	Pran.g_01352	Syap.g_01724
OG0000632	Pran.g_01351	Syap.g_01725
OG0000633	Pran.g_01350	Syap.g_01726
OG0000634	Pran.g_01347	Syap.g_00190
OG0000635	Pran.g_01346	Syap.g_00191
OG0000636	Pran.g_01344	Syap.g_00193
OG0000637	Pran.g_01342	Syap.g_00195
OG0000638	Pran.g_01341	Syap.g_00196
OG0000639	Pran.g_01340	Syap.g_00197
OG0000640	Pran.g_01339	Syap.g_00198
OG0000641	Pran.g_01335	Syap.g_00203
OG0000642	Pran.g_01334	Syap.g_02732
OG0000643	Pran.g_01333	Syap.g_02731
OG0000644	Pran.g_01332	Syap.g_02730
OG0000645	Pran.g_01331	Syap.g_02726
OG0000646	Pran.g_01329	Syap.g_02723
OG0000647	Pran.g_01328	Syap.g_02721
OG0000648	Pran.g_01326	Syap.g_02719
OG0000649	Pran.g_01325	Syap.g_02718
OG0000650	Pran.g_01324	Syap.g_02717
OG0000651	Pran.g_01323	Syap.g_02716
OG0000652	Pran.g_01322	Syap.g_02715
OG0000653	Pran.g_01320	Syap.g_02713
OG0000654	Pran.g_01319	Syap.g_02711
OG0000655	Pran.g_01318	Syap.g_02710
OG0000656	Pran.g_01315	Syap.g_02706
OG0000657	Pran.g_01308	Syap.g_01845
OG0000658	Pran.g_01307	Syap.g_01841
OG0000659	Pran.g_01306	Syap.g_01840
OG0000660	Pran.g_01302	Syap.g_01835
OG0000662	Pran.g_01298	Syap.g_00823
OG0000663	Pran.g_01296	Syap.g_00826
OG0000664	Pran.g_01295	Syap.g_00828
OG0000665	Pran.g_01291	Syap.g_02331
OG0000666	Pran.g_01290	Syap.g_01573
OG0000667	Pran.g_01285	Syap.g_01979
OG0000668	Pran.g_00413	Syap.g_02765
OG0000669	Pran.g_00421	Syap.g_02371
OG0000670	Pran.g_00423	Syap.g_02368
OG0000671	Pran.g_00425	Syap.g_01260
OG0000672	Pran.g_00427	Syap.g_01257
OG0000673	Pran.g_00430	Syap.g_01253
OG0000674	Pran.g_00432	Syap.g_01251
OG0000675	Pran.g_00433	Syap.g_01250
OG0000676	Pran.g_00435	Syap.g_01248
OG0000677	Pran.g_00436	Syap.g_01246
OG0000678	Pran.g_00438	Syap.g_01239
OG0000679	Pran.g_00442	Syap.g_00157
OG0000680	Pran.g_00443	Syap.g_00158
OG0000681	Pran.g_00445	Syap.g_00163
OG0000682	Pran.g_00446	Syap.g_00165
OG0000683	Pran.g_00447	Syap.g_00166
OG0000684	Pran.g_00449	Syap.g_00169
OG0000685	Pran.g_00451	Syap.g_00172
OG0000686	Pran.g_00452	Syap.g_00173
OG0000687	Pran.g_00453	Syap.g_00174
OG0000688	Pran.g_00456	Syap.g_00178
OG0000689	Pran.g_00457	Syap.g_00180
OG0000690	Pran.g_00458	Syap.g_00181
OG0000691	Pran.g_00459	Syap.g_00182
OG0000692	Pran.g_00461	Syap.g_00184
OG0000693	Pran.g_00462	Syap.g_00185
OG0000694	Pran.g_00463	Syap.g_00186
OG0000695	Pran.g_00465	Syap.g_01729
OG0000696	Pran.g_00466	Syap.g_01730
OG0000697	Pran.g_00467	Syap.g_01734
OG0000698	Pran.g_00470	Syap.g_01737
OG0000699	Pran.g_00471	Syap.g_01738
OG0000700	Pran.g_00472	Syap.g_01739
OG0000701	Pran.g_00473	Syap.g_01740
OG0000702	Pran.g_00475	Syap.g_01747
OG0000703	Pran.g_00476	Syap.g_01750
OG0000704	Pran.g_00477	Syap.g_01753
OG0000705	Pran.g_00481	Syap.g_02022
OG0000706	Pran.g_00482	Syap.g_02020
OG0000707	Pran.g_00483	Syap.g_02019
OG0000708	Pran.g_00484	Syap.g_02016
OG0000709	Pran.g_00488	Syap.g_00121
OG0000711	Pran.g_00508	Syap.g_02686
OG0000712	Pran.g_00510	Syap.g_02688
OG0000713	Pran.g_00511	Syap.g_02689
OG0000714	Pran.g_00512	Syap.g_02691
OG0000715	Pran.g_00514	Syap.g_02693
OG0000716	Pran.g_00516	Syap.g_02696
OG0000717	Pran.g_00517	Syap.g_02697
OG0000718	Pran.g_00537	Syap.g_02701
OG0000719	Pran.g_00539	Syap.g_02767
OG0000720	Pran.g_00548	Syap.g_02780
OG0000721	Pran.g_00550	Syap.g_02782
OG0000722	Pran.g_00551	Syap.g_02783
OG0000723	Pran.g_00554	Syap.g_00532
OG0000725	Pran.g_00569	Syap.g_01559
OG0000726	Pran.g_00570	Syap.g_01560
OG0000727	Pran.g_00571	Syap.g_01561
OG0000728	Pran.g_00573	Syap.g_01564
OG0000729	Pran.g_00133	Syap.g_01122
OG0000730	Pran.g_00129	Syap.g_00572
OG0000731	Pran.g_00125	Syap.g_00560
OG0000732	Pran.g_00115	Syap.g_00111, Syap.g_00976, Syap.g_01814
OG0000733	Pran.g_00092	Syap.g_01971
OG0000734	Pran.g_00075	Syap.g_02628
OG0000735	Pran.g_00073	Syap.g_00244
OG0000736	Pran.g_00072	Syap.g_00243
OG0000737	Pran.g_00071	Syap.g_00242
OG0000738	Pran.g_00067	Syap.g_00236
OG0000739	Pran.g_00066	Syap.g_00235
OG0000740	Pran.g_00065	Syap.g_00234
OG0000741	Pran.g_00064	Syap.g_00231
OG0000742	Pran.g_00061	Syap.g_00229
OG0000743	Pran.g_00059	Syap.g_00226
OG0000744	Pran.g_00058	Syap.g_00225
OG0000745	Pran.g_00057	Syap.g_00222
OG0000746	Pran.g_00055	Syap.g_00220
OG0000747	Pran.g_00054	Syap.g_00219
OG0000748	Pran.g_00051	Syap.g_00212
OG0000749	Pran.g_00050	Syap.g_00211
OG0000750	Pran.g_00049	Syap.g_00210
OG0000751	Pran.g_00047	Syap.g_00205
OG0000752	Pran.g_00045	Syap.g_01793
OG0000753	Pran.g_00042	Syap.g_02775
OG0000754	Pran.g_00039	Syap.g_01883
OG0000755	Pran.g_00036	Syap.g_01893
OG0000757	Pran.g_00029	Syap.g_00427
OG0000758	Pran.g_00028	Syap.g_00428
OG0000759	Pran.g_00027	Syap.g_00429
OG0000760	Pran.g_00026	Syap.g_00430
OG0000761	Pran.g_00025	Syap.g_00431
OG0000762	Pran.g_00024	Syap.g_00434
OG0000763	Pran.g_00022	Syap.g_02624
OG0000764	Pran.g_00021	Syap.g_02623
OG0000765	Pran.g_00012	Syap.g_02440
OG0000766	Pran.g_00011	Syap.g_02439
OG0000767	Pran.g_00009	Syap.g_02437
OG0000768	Pran.g_00008	Syap.g_02436
OG0000769	Pran.g_00006	Syap.g_02434
OG0000770	Pran.g_00004	Syap.g_02431
OG0000772	Pran.g_00899	Syap.g_02295
OG0000773	Pran.g_00885	Syap.g_00885
OG0000774	Pran.g_00883	Syap.g_01473
OG0000775	Pran.g_00881	Syap.g_01475
OG0000776	Pran.g_00880	Syap.g_01476
OG0000777	Pran.g_00879	Syap.g_01478
OG0000778	Pran.g_00878	Syap.g_01479
OG0000779	Pran.g_00874	Syap.g_01494
OG0000780	Pran.g_00873	Syap.g_01496
OG0000781	Pran.g_00870	Syap.g_02609
OG0000782	Pran.g_00869	Syap.g_02611
OG0000783	Pran.g_00868	Syap.g_02612
OG0000784	Pran.g_00867	Syap.g_02613
OG0000785	Pran.g_00865	Syap.g_02281
OG0000786	Pran.g_00863	Syap.g_02287
OG0000787	Pran.g_00862	Syap.g_02288
OG0000788	Pran.g_00853	Syap.g_01932
OG0000789	Pran.g_00850	Syap.g_00372
OG0000791	Pran.g_00834	Syap.g_02520
OG0000792	Pran.g_00833	Syap.g_02519
OG0000793	Pran.g_00830	Syap.g_02141
OG0000794	Pran.g_00829	Syap.g_02200
OG0000795	Pran.g_00828	Syap.g_02199
OG0000796	Pran.g_00824	Syap.g_02448
OG0000797	Pran.g_00823	Syap.g_02449
OG0000798	Pran.g_00789	Syap.g_01363, Syap.g_01269
OG0000799	Pran.g_00751	Syap.g_02488
OG0000800	Pran.g_00750	Syap.g_02487
OG0000801	Pran.g_00749	Syap.g_02486
OG0000802	Pran.g_00747	Syap.g_02659
OG0000803	Pran.g_00745	Syap.g_02109
OG0000804	Pran.g_00744	Syap.g_02113
OG0000805	Pran.g_00742	Syap.g_02115
OG0000806	Pran.g_00740	Syap.g_02117
OG0000807	Pran.g_00739	Syap.g_02118
OG0000808	Pran.g_00738	Syap.g_02119
OG0000809	Pran.g_00735	Syap.g_02122
OG0000810	Pran.g_00734	Syap.g_02124
OG0000811	Pran.g_00730	Syap.g_02472
OG0000812	Pran.g_00728	Syap.g_02474
OG0000813	Pran.g_00727	Syap.g_02475
OG0000814	Pran.g_00725	Syap.g_02753
OG0000815	Pran.g_00724	Syap.g_02752
OG0000816	Pran.g_00722	Syap.g_02289
OG0000817	Pran.g_00721	Syap.g_02527
OG0000818	Pran.g_00716	Syap.g_02001
OG0000819	Pran.g_00715	Syap.g_02002
OG0000820	Pran.g_00714	Syap.g_02003
OG0000821	Pran.g_00710	Syap.g_02009
OG0000822	Pran.g_00709	Syap.g_02011
OG0000824	Pran.g_00705	Syap.g_00008
OG0000825	Pran.g_00704	Syap.g_00009
OG0000826	Pran.g_00703	Syap.g_00010
OG0000827	Pran.g_00702	Syap.g_00011
OG0000828	Pran.g_00699	Syap.g_00014
OG0000829	Pran.g_00698	Syap.g_00015
OG0000830	Pran.g_00697	Syap.g_00016
OG0000831	Pran.g_00695	Syap.g_00019
OG0000832	Pran.g_00689	Syap.g_00752
OG0000833	Pran.g_00681	Syap.g_00021
OG0000834	Pran.g_00680	Syap.g_00023
OG0000835	Pran.g_00679	Syap.g_00024
OG0000836	Pran.g_00678	Syap.g_00026
OG0000837	Pran.g_00677	Syap.g_00027
OG0000838	Pran.g_00675	Syap.g_00031
OG0000839	Pran.g_00674	Syap.g_00032
OG0000840	Pran.g_00673	Syap.g_00033
OG0000841	Pran.g_00672	Syap.g_00034
OG0000842	Pran.g_00671	Syap.g_00035
OG0000843	Pran.g_00670	Syap.g_00036
OG0000844	Pran.g_00669	Syap.g_00039
OG0000845	Pran.g_00668	Syap.g_00040
OG0000846	Pran.g_00667	Syap.g_00042
OG0000847	Pran.g_00666	Syap.g_00043
OG0000848	Pran.g_00665	Syap.g_00045
OG0000849	Pran.g_00664	Syap.g_00046
OG0000850	Pran.g_00662	Syap.g_00310
OG0000851	Pran.g_00661	Syap.g_01214
OG0000852	Pran.g_00660	Syap.g_01215
OG0000853	Pran.g_00656	Syap.g_01219
OG0000854	Pran.g_00654	Syap.g_01222
OG0000855	Pran.g_00653	Syap.g_01223
OG0000856	Pran.g_00636	Syap.g_01286
OG0000857	Pran.g_00598	Syap.g_02722
OG0000858	Pran.g_00964	Syap.g_00612
OG0000859	Pran.g_00965	Syap.g_00613
OG0000860	Pran.g_00972	Syap.g_00623
OG0000861	Pran.g_00973	Syap.g_02789
OG0000862	Pran.g_00974	Syap.g_01789
OG0000863	Pran.g_00976	Syap.g_01784
OG0000864	Pran.g_00977	Syap.g_01783
OG0000865	Pran.g_00978	Syap.g_01781, Syap.g_01782
OG0000866	Pran.g_00979	Syap.g_01780
OG0000867	Pran.g_00980	Syap.g_01779
OG0000868	Pran.g_00981	Syap.g_01775
OG0000869	Pran.g_00985	Syap.g_01770
OG0000870	Pran.g_00990	Syap.g_01401
OG0000871	Pran.g_00991	Syap.g_01400
OG0000872	Pran.g_00992	Syap.g_01394
OG0000873	Pran.g_00995	Syap.g_01390
OG0000874	Pran.g_00998	Syap.g_01388
OG0000875	Pran.g_00999	Syap.g_01386
OG0000876	Pran.g_01000	Syap.g_00822
OG0000877	Pran.g_01002	Syap.g_01380
OG0000878	Pran.g_01003	Syap.g_01378
OG0000879	Pran.g_01004	Syap.g_01377
OG0000880	Pran.g_01005	Syap.g_01376
OG0000882	Pran.g_01014	Syap.g_01516
OG0000883	Pran.g_01015	Syap.g_01511
OG0000884	Pran.g_01017	Syap.g_01509
OG0000885	Pran.g_01018	Syap.g_01508
OG0000886	Pran.g_01019	Syap.g_01507
OG0000887	Pran.g_01020	Syap.g_01506
OG0000888	Pran.g_01022	Syap.g_01504
OG0000889	Pran.g_01024	Syap.g_01502
OG0000890	Pran.g_01025	Syap.g_01499
OG0000891	Pran.g_01026	Syap.g_01498
OG0000892	Pran.g_01028	Syap.g_02671
OG0000893	Pran.g_01032	Syap.g_02497
OG0000894	Pran.g_01034	Syap.g_02679
OG0000895	Pran.g_01037	Syap.g_00546
OG0000896	Pran.g_01038	Syap.g_00545
OG0000897	Pran.g_01040	Syap.g_00543
OG0000898	Pran.g_01041	Syap.g_00542
OG0000899	Pran.g_01042	Syap.g_00541
OG0000900	Pran.g_01044	Syap.g_00540
OG0000901	Pran.g_01047	Syap.g_01930
OG0000902	Pran.g_01049	Syap.g_01929
OG0000903	Pran.g_01052	Syap.g_01916
OG0000904	Pran.g_01054	Syap.g_01922
OG0000905	Pran.g_01058	Syap.g_01925
OG0000906	Pran.g_01059	Syap.g_01927
OG0000907	Pran.g_01062	Syap.g_01914
OG0000908	Pran.g_01065	Syap.g_01235
OG0000909	Pran.g_01066	Syap.g_01236
OG0000910	Pran.g_01067	Syap.g_01237
OG0000911	Pran.g_01070	Syap.g_00511
OG0000912	Pran.g_01071	Syap.g_00510
OG0000913	Pran.g_01072	Syap.g_00509
OG0000914	Pran.g_01073	Syap.g_00508
OG0000915	Pran.g_01074	Syap.g_00506
OG0000916	Pran.g_01075	Syap.g_00505
OG0000917	Pran.g_01076	Syap.g_00504
OG0000918	Pran.g_01077	Syap.g_00503
OG0000919	Pran.g_01078	Syap.g_00502
OG0000920	Pran.g_01079	Syap.g_00501
OG0000921	Pran.g_01080	Syap.g_00500
OG0000922	Pran.g_01081	Syap.g_00499
OG0000923	Pran.g_01085	Syap.g_00495
OG0000924	Pran.g_01086	Syap.g_00494
OG0000925	Pran.g_01087	Syap.g_00493
OG0000926	Pran.g_01088	Syap.g_00492
OG0000927	Pran.g_01090	Syap.g_00490
OG0000928	Pran.g_01091	Syap.g_00489
OG0000929	Pran.g_01092	Syap.g_00488
OG0000930	Pran.g_01093	Syap.g_00487
OG0000931	Pran.g_01094	Syap.g_00486
OG0000932	Pran.g_01095	Syap.g_00485
OG0000933	Pran.g_01099	Syap.g_00479
OG0000934	Pran.g_01101	Syap.g_00477
OG0000935	Pran.g_01102	Syap.g_00476
OG0000936	Pran.g_01103	Syap.g_00475
OG0000937	Pran.g_01104	Syap.g_00474
OG0000938	Pran.g_01106	Syap.g_00471
OG0000939	Pran.g_01107	Syap.g_00469
OG0000940	Pran.g_01114	Syap.g_00460
OG0000941	Pran.g_01116	Syap.g_00458
OG0000942	Pran.g_01118	Syap.g_00606
OG0000943	Pran.g_01119	Syap.g_00604
OG0000944	Pran.g_01120	Syap.g_00602
OG0000945	Pran.g_01121	Syap.g_00601
OG0000946	Pran.g_01125	Syap.g_00595
OG0000947	Pran.g_01127	Syap.g_00591
OG0000948	Pran.g_01128	Syap.g_00590
OG0000949	Pran.g_01131	Syap.g_01051
OG0000950	Pran.g_01136	Syap.g_01061
OG0000951	Pran.g_01139	Syap.g_01070
OG0000952	Pran.g_01143	Syap.g_01074
OG0000953	Pran.g_01146	Syap.g_01078
OG0000954	Pran.g_01150	Syap.g_01089
OG0000955	Pran.g_01151	Syap.g_01090
OG0000956	Pran.g_01153	Syap.g_01092
OG0000957	Pran.g_01158	Syap.g_01109
OG0000958	Pran.g_01159	Syap.g_01110
OG0000959	Pran.g_01163	Syap.g_01114
OG0000960	Pran.g_01164	Syap.g_01115
OG0000961	Pran.g_01166	Syap.g_02170
OG0000962	Pran.g_01168	Syap.g_01121
OG0000963	Pran.g_01172	Syap.g_01124
OG0000964	Pran.g_01173	Syap.g_01125
OG0000965	Pran.g_01174	Syap.g_01126
OG0000966	Pran.g_01182	Syap.g_01141
OG0000967	Pran.g_01186	Syap.g_00633
OG0000968	Pran.g_01188	Syap.g_00998
OG0000969	Pran.g_01189	Syap.g_00996
OG0000970	Pran.g_01190	Syap.g_00995
OG0000971	Pran.g_01191	Syap.g_00993
OG0000972	Pran.g_01192	Syap.g_00992
OG0000973	Pran.g_01193	Syap.g_00991
OG0000974	Pran.g_01194	Syap.g_00990
OG0000975	Pran.g_01195	Syap.g_00989
OG0000976	Pran.g_01196	Syap.g_00988
OG0000977	Pran.g_01197	Syap.g_00986
OG0000978	Pran.g_01198	Syap.g_00985
OG0000979	Pran.g_01201	Syap.g_00980
OG0000980	Pran.g_01202	Syap.g_00977
OG0000981	Pran.g_01204	Syap.g_01812
OG0000982	Pran.g_01206	Syap.g_00132
OG0000983	Pran.g_01207	Syap.g_00134
OG0000984	Pran.g_01208	Syap.g_00135
OG0000985	Pran.g_01211	Syap.g_00140
OG0000986	Pran.g_01213	Syap.g_01044
OG0000987	Pran.g_01214	Syap.g_01033
OG0000988	Pran.g_01217	Syap.g_01027
OG0000989	Pran.g_01221	Syap.g_01011
OG0000990	Pran.g_01224	Syap.g_02087
OG0000991	Pran.g_01225	Syap.g_02091
OG0000992	Pran.g_01227	Syap.g_02095
OG0000993	Pran.g_01228	Syap.g_02097
OG0000994	Pran.g_01229	Syap.g_02101
OG0000996	Pran.g_01234	Syap.g_01817
OG0000997	Pran.g_01235	Syap.g_02590
OG0000998	Pran.g_01237	Syap.g_02591
OG0000999	Pran.g_01238	Syap.g_02592
OG0001001	Pran.g_01243	Syap.g_02605
OG0001002	Pran.g_01247	Syap.g_00124
OG0001003	Pran.g_01249	Syap.g_02310
OG0001004	Pran.g_01250	Syap.g_02311
OG0001005	Pran.g_01251	Syap.g_02312
OG0001006	Pran.g_01255	Syap.g_00053
OG0001007	Pran.g_01257	Syap.g_00055
OG0001008	Pran.g_01743	Syap.g_02060
OG0001012	Pran.g_00382	Syap.g_00371
OG0001013	Pran.g_00377	Syap.g_01325
OG0001016	Pran.g_00359	Syap.g_01695
OG0001033	Pran.g_00224	Syap.g_00105
OG0001035	Pran.g_01938	Syap.g_01594
OG0001038	Pran.g_01916	Syap.g_01362
OG0001039	Pran.g_01913	Syap.g_01359
OG0001040	Pran.g_01911	Syap.g_01356
OG0001041	Pran.g_01907	Syap.g_01352
OG0001043	Pran.g_01889	Syap.g_01676
OG0001044	Pran.g_01861	Syap.g_00571
OG0001053	Pran.g_01695	Syap.g_02253
OG0001054	Pran.g_01680	Syap.g_00274
OG0001055	Pran.g_01661	Syap.g_00252
OG0001059	Pran.g_01625	Syap.g_00306
OG0001060	Pran.g_01618	Syap.g_00299
OG0001061	Pran.g_01604	Syap.g_01309
OG0001062	Pran.g_01602	Syap.g_01314
OG0001072	Pran.g_01588	Syap.g_00441
OG0001073	Pran.g_01574	Syap.g_00122, Syap.g_00455
OG0001078	Pran.g_01542	Syap.g_00896
OG0001080	Pran.g_01525	Syap.g_02505
OG0001085	Pran.g_01508	Syap.g_01953
OG0001094	Pran.g_01349	Syap.g_00187
OG0001095	Pran.g_01330	Syap.g_02725
OG0001096	Pran.g_01317	Syap.g_02709
OG0001100	Pran.g_00422	Syap.g_02369
OG0001102	Pran.g_00426	Syap.g_01258
OG0001103	Pran.g_00428	Syap.g_01256
OG0001104	Pran.g_00450	Syap.g_00171
OG0001105	Pran.g_00454	Syap.g_00175
OG0001107	Pran.g_00485	Syap.g_02015
OG0001108	Pran.g_00489	Syap.g_00119
OG0001122	Pran.g_00540	Syap.g_02766
OG0001123	Pran.g_00544	Syap.g_01872
OG0001133	Pran.g_00110	Syap.g_01292
OG0001136	Pran.g_00063	Syap.g_00230
OG0001137	Pran.g_00052	Syap.g_00213
OG0001140	Pran.g_00032	Syap.g_02134
OG0001152	Pran.g_00825	Syap.g_02447
OG0001154	Pran.g_00700	Syap.g_00013
OG0001155	Pran.g_00688	Syap.g_00750
OG0001160	Pran.g_00658	Syap.g_01217
OG0001162	Pran.g_00632	Syap.g_02366
OG0001163	Pran.g_00962	Syap.g_00609
OG0001164	Pran.g_00966	Syap.g_00614
OG0001165	Pran.g_00969	Syap.g_00619
OG0001168	Pran.g_01008	Syap.g_01372
OG0001171	Pran.g_01021	Syap.g_01505
OG0001172	Pran.g_01035	Syap.g_00547
OG0001177	Pran.g_01055	Syap.g_01920
OG0001178	Pran.g_01060	Syap.g_01786, Syap.g_01787
OG0001179	Pran.g_01089	Syap.g_00491
OG0001180	Pran.g_01111	Syap.g_00097, Syap.g_00465
OG0001181	Pran.g_01115	Syap.g_00459
OG0001183	Pran.g_01126	Syap.g_00594
OG0001185	Pran.g_01155	Syap.g_01104
OG0001186	Pran.g_01178	Syap.g_01140
OG0001187	Pran.g_01183	Syap.g_01142
OG0001188	Pran.g_01185	Syap.g_00634
OG0001191	Pran.g_01215	Syap.g_01030
OG0001192	Pran.g_01220	Syap.g_01021
OG0001197	Pran.g_01246	Syap.g_00126
OG0001198	Pran.g_01254	Syap.g_00052
OG0001199	Pran.g_00358	Syap.g_01696
OG0001200	Pran.g_00356	Syap.g_01698
OG0001202	Pran.g_00233	Syap.g_01613
OG0001204	Pran.g_01949	Syap.g_01577
OG0001214	Pran.g_01541	Syap.g_00897
OG0001217	Pran.g_01415	Syap.g_01464
OG0001218	Pran.g_01407	Syap.g_00020
OG0001219	Pran.g_01354	Syap.g_02794
OG0001221	Pran.g_00440	Syap.g_01777
OG0001222	Pran.g_00479	Syap.g_02027
OG0001225	Pran.g_00566	Syap.g_01553
OG0001226	Pran.g_00159	Syap.g_02551
OG0001228	Pran.g_00015	Syap.g_01063
OG0001229	Pran.g_00843	Syap.g_00827
OG0001230	Pran.g_00741	Syap.g_02116
OG0001231	Pran.g_00634	Syap.g_00073
OG0001232	Pran.g_00993	Syap.g_01393
OG0001235	Pran.g_01057	Syap.g_01924
OG0001237	Pran.g_01142	Syap.g_01073
OG0001238	Pran.g_01216	Syap.g_01028
OG0001239	Pran.g_00361	Syap.g_01693, Syap.g_01692
OG0001242	Pran.g_00314	Syap.g_02227, Syap.g_02229
OG0001244	Pran.g_00293	Syap.g_02192
OG0001246	Pran.g_01674	Syap.g_01165, Syap.g_00267
OG0001248	Pran.g_01493	Syap.g_00423
OG0001249	Pran.g_01365	Syap.g_00575
OG0001250	Pran.g_01303	Syap.g_01836
OG0001251	Pran.g_00414	Syap.g_01549, Syap.g_01727
OG0001253	Pran.g_00140	Syap.g_01969
OG0001255	Pran.g_00076	Syap.g_02523
OG0001256	Pran.g_00641	Syap.g_01225
OG0001257	Pran.g_00635	Syap.g_00374, Syap.g_00373, Syap.g_01821
OG0001258	Pran.g_00967	Syap.g_00617
OG0001260	Pran.g_01027	Syap.g_01497
OG0001261	Pran.g_01097	Syap.g_00482
OG0001262	Pran.g_01200	Syap.g_00981
OG0001265	Pran.g_00315	Syap.g_02231
OG0001266	Pran.g_00229	Syap.g_01618
OG0001267	Pran.g_01914	Syap.g_01360
OG0001268	Pran.g_01856	Syap.g_00563
OG0001270	Pran.g_01746	Syap.g_02056
OG0001271	Pran.g_01706	Syap.g_02759
OG0001272	Pran.g_01692	Syap.g_02250
OG0001274	Pran.g_01473	Syap.g_01897
OG0001275	Pran.g_00515	Syap.g_02694
OG0001276	Pran.g_00543	Syap.g_01873
OG0001277	Pran.g_00152	Syap.g_01293
OG0001278	Pran.g_00010	Syap.g_02438
OG0001279	Pran.g_00609	Syap.g_02663
OG0001282	Pran.g_00840	Syap.g_01701
OG0001284	Pran.g_00663	Syap.g_00047
OG0001286	Pran.g_01109	Syap.g_00467
OG0001287	Pran.g_01162	Syap.g_00418
OG0001288	Pran.g_01171	Syap.g_01123
OG0001289	Pran.g_00345	Syap.g_02365
OG0001291	Pran.g_00299	Syap.g_02207
OG0001292	Pran.g_01944	Syap.g_01583
OG0001297	Pran.g_01664	Syap.g_00255
OG0001299	Pran.g_01512	Syap.g_01959
OG0001303	Pran.g_01434	Syap.g_02795
OG0001304	Pran.g_00553	Syap.g_00536
OG0001305	Pran.g_00572	Syap.g_01562
OG0001306	Pran.g_00074	Syap.g_00245
OG0001308	Pran.g_00723	Syap.g_02751, Syap.g_02750
OG0001310	Pran.g_00982	Syap.g_01774
OG0001311	Pran.g_00545	Syap.g_01871
OG0001312	Pran.g_00468	Syap.g_01735
OG0001315	Pran.g_00371	Syap.g_00596
OG0001318	Pran.g_01936	Syap.g_01596, Syap.g_01597
OG0001319	Pran.g_01921	Syap.g_02338
OG0001323	Pran.g_01659	Syap.g_00757
OG0001326	Pran.g_00184	Syap.g_02646
OG0001332	Pran.g_00690	Syap.g_01548
OG0001333	Pran.g_01007	Syap.g_01373
OG0001336	Pran.g_01242	Syap.g_02602
OG0001345	Pran.g_00041	Syap.g_01877, Syap.g_02776
OG0001346	Pran.g_00875	Syap.g_01484
OG0001348	Pran.g_00604	Syap.g_00938
OG0001349	Pran.g_00792	Syap.g_01264, Syap.g_00851
OG0001353	Pran.g_01311	Syap.g_01849
OG0001358	Pran.g_01558	Syap.g_00942
OG0001360	Pran.g_00139	Syap.g_01881, Syap.g_02778
OG0001361	Pran.g_00044	Syap.g_01792
OG0001364	Pran.g_01132	Syap.g_01052
OG0001365	Pran.g_01209	Syap.g_00138
OG0001371	Pran.g_01499	Syap.g_02544, Syap.g_02545
OG0001373	Pran.g_00183	Syap.g_02647
OG0001374	Pran.g_00191	Syap.g_01829, Syap.g_01830
OG0001376	Pran.g_00173	Syap.g_01991
OG0001377	Pran.g_00172	Syap.g_01992
OG0001378	Pran.g_00130	Syap.g_02055
OG0001379	Pran.g_00882	Syap.g_01474
OG0001382	Pran.g_00618	Syap.g_00677
OG0001385	Pran.g_00180	Syap.g_02650
OG0001386	Pran.g_00181	Syap.g_02649
OG0001387	Pran.g_00182	Syap.g_02648
OG0001388	Pran.g_00185	Syap.g_02645
OG0001389	Pran.g_00186	Syap.g_02644
OG0001390	Pran.g_00187	Syap.g_02643
OG0001391	Pran.g_00188	Syap.g_01833
OG0001392	Pran.g_00189	Syap.g_01832
