Orthogroup	Pran	Syaq
OG0000572	Pran.g_01592	Syaq.g_01977
OG0000573	Pran.g_01586	Syaq.g_01985
OG0000574	Pran.g_01585	Syaq.g_01986
OG0000575	Pran.g_01581	Syaq.g_01991
OG0000576	Pran.g_01579	Syaq.g_01993
OG0000577	Pran.g_01578	Syaq.g_01994
OG0000578	Pran.g_01577	Syaq.g_01995
OG0000579	Pran.g_01576	Syaq.g_01996
OG0000580	Pran.g_01575	Syaq.g_01997
OG0000581	Pran.g_01573	Syaq.g_02003
OG0000582	Pran.g_01570	Syaq.g_02012
OG0000583	Pran.g_01569	Syaq.g_02013
OG0000584	Pran.g_01568	Syaq.g_02014
OG0000585	Pran.g_01566	Syaq.g_02017
OG0000586	Pran.g_01565	Syaq.g_02018
OG0000587	Pran.g_01564	Syaq.g_02020
OG0000588	Pran.g_01560	Syaq.g_02043
OG0000589	Pran.g_01557	Syaq.g_02057
OG0000590	Pran.g_01556	Syaq.g_02058
OG0000591	Pran.g_01553	Syaq.g_02066
OG0000592	Pran.g_01552	Syaq.g_02067
OG0000593	Pran.g_01546	Syaq.g_02078
OG0000594	Pran.g_01545	Syaq.g_02079
OG0000595	Pran.g_01544	Syaq.g_02080
OG0000596	Pran.g_01540	Syaq.g_02085
OG0000597	Pran.g_01538	Syaq.g_02088
OG0000598	Pran.g_01537	Syaq.g_02089
OG0000599	Pran.g_01534	Syaq.g_02096
OG0000600	Pran.g_01533	Syaq.g_02097
OG0000601	Pran.g_01532	Syaq.g_02098
OG0000602	Pran.g_01530	Syaq.g_02104
OG0000603	Pran.g_01529	Syaq.g_02105
OG0000604	Pran.g_01528	Syaq.g_02107
OG0000605	Pran.g_01527	Syaq.g_02151
OG0000606	Pran.g_01524	Syaq.g_02231
OG0000607	Pran.g_01521	Syaq.g_02234
OG0000608	Pran.g_01520	Syaq.g_02235
OG0000609	Pran.g_01519	Syaq.g_02237
OG0000610	Pran.g_01514	Syaq.g_02244
OG0000611	Pran.g_01511	Syaq.g_02247
OG0000612	Pran.g_01510	Syaq.g_02248
OG0000613	Pran.g_01505	Syaq.g_00885
OG0000614	Pran.g_01486	Syaq.g_02588
OG0000615	Pran.g_01478	Syaq.g_02302
OG0000616	Pran.g_01472	Syaq.g_01168
OG0000617	Pran.g_01454	Syaq.g_00031
OG0000618	Pran.g_01453	Syaq.g_00032
OG0000619	Pran.g_01452	Syaq.g_00033
OG0000620	Pran.g_01449	Syaq.g_00038
OG0000621	Pran.g_01448	Syaq.g_00039
OG0000622	Pran.g_01447	Syaq.g_00040
OG0000623	Pran.g_01446	Syaq.g_00041
OG0000624	Pran.g_01445	Syaq.g_00042
OG0000625	Pran.g_01444	Syaq.g_00043
OG0000626	Pran.g_01443	Syaq.g_00044
OG0000627	Pran.g_01442	Syaq.g_02425
OG0000628	Pran.g_01441	Syaq.g_02426
OG0000629	Pran.g_01440	Syaq.g_02429
OG0000630	Pran.g_01437	Syaq.g_02433
OG0000631	Pran.g_01352	Syaq.g_02441
OG0000632	Pran.g_01351	Syaq.g_02442
OG0000633	Pran.g_01350	Syaq.g_02444
OG0000634	Pran.g_01347	Syaq.g_02336
OG0000635	Pran.g_01346	Syaq.g_02337
OG0000636	Pran.g_01344	Syaq.g_02339
OG0000637	Pran.g_01342	Syaq.g_02341
OG0000638	Pran.g_01341	Syaq.g_02342
OG0000639	Pran.g_01340	Syaq.g_02343
OG0000640	Pran.g_01339	Syaq.g_02344
OG0000641	Pran.g_01335	Syaq.g_02348
OG0000642	Pran.g_01334	Syaq.g_02349
OG0000643	Pran.g_01333	Syaq.g_02350
OG0000644	Pran.g_01332	Syaq.g_02351
OG0000645	Pran.g_01331	Syaq.g_02353
OG0000646	Pran.g_01329	Syaq.g_02356
OG0000647	Pran.g_01328	Syaq.g_02358
OG0000648	Pran.g_01326	Syaq.g_02360
OG0000649	Pran.g_01325	Syaq.g_02361
OG0000650	Pran.g_01324	Syaq.g_02362
OG0000651	Pran.g_01323	Syaq.g_02363
OG0000652	Pran.g_01322	Syaq.g_02364
OG0000653	Pran.g_01320	Syaq.g_02367
OG0000654	Pran.g_01319	Syaq.g_02368
OG0000655	Pran.g_01318	Syaq.g_02369
OG0000656	Pran.g_01315	Syaq.g_02372
OG0000657	Pran.g_01308	Syaq.g_02382
OG0000658	Pran.g_01307	Syaq.g_02385
OG0000659	Pran.g_01306	Syaq.g_02386
OG0000660	Pran.g_01302	Syaq.g_02390
OG0000661	Pran.g_01300	Syaq.g_02392
OG0000662	Pran.g_01298	Syaq.g_02394
OG0000663	Pran.g_01296	Syaq.g_02397
OG0000664	Pran.g_01295	Syaq.g_02400
OG0000665	Pran.g_01291	Syaq.g_02124
OG0000666	Pran.g_01290	Syaq.g_02117
OG0000667	Pran.g_01285	Syaq.g_02222
OG0000668	Pran.g_00413	Syaq.g_00068
OG0000669	Pran.g_00421	Syaq.g_02260
OG0000670	Pran.g_00423	Syaq.g_00079
OG0000671	Pran.g_00425	Syaq.g_02264
OG0000672	Pran.g_00427	Syaq.g_02267
OG0000673	Pran.g_00430	Syaq.g_02270
OG0000674	Pran.g_00432	Syaq.g_02272
OG0000675	Pran.g_00433	Syaq.g_02273
OG0000676	Pran.g_00435	Syaq.g_02275
OG0000677	Pran.g_00436	Syaq.g_02276
OG0000678	Pran.g_00438	Syaq.g_02282
OG0000679	Pran.g_00442	Syaq.g_02305
OG0000680	Pran.g_00443	Syaq.g_02306
OG0000681	Pran.g_00445	Syaq.g_02309
OG0000682	Pran.g_00446	Syaq.g_02310
OG0000683	Pran.g_00447	Syaq.g_02311
OG0000684	Pran.g_00449	Syaq.g_02315
OG0000685	Pran.g_00451	Syaq.g_02317
OG0000686	Pran.g_00452	Syaq.g_02318
OG0000687	Pran.g_00453	Syaq.g_02319
OG0000688	Pran.g_00456	Syaq.g_02325
OG0000689	Pran.g_00457	Syaq.g_02327
OG0000690	Pran.g_00458	Syaq.g_02328
OG0000691	Pran.g_00459	Syaq.g_02329
OG0000692	Pran.g_00461	Syaq.g_02330
OG0000693	Pran.g_00462	Syaq.g_02332
OG0000694	Pran.g_00463	Syaq.g_02333
OG0000695	Pran.g_00465	Syaq.g_02446
OG0000696	Pran.g_00466	Syaq.g_02447
OG0000697	Pran.g_00467	Syaq.g_02448
OG0000698	Pran.g_00470	Syaq.g_02451
OG0000699	Pran.g_00471	Syaq.g_02452
OG0000700	Pran.g_00472	Syaq.g_02453
OG0000701	Pran.g_00473	Syaq.g_02454
OG0000702	Pran.g_00475	Syaq.g_02467
OG0000703	Pran.g_00476	Syaq.g_02468
OG0000704	Pran.g_00477	Syaq.g_02470
OG0000705	Pran.g_00481	Syaq.g_02477
OG0000706	Pran.g_00482	Syaq.g_02478
OG0000707	Pran.g_00483	Syaq.g_02479
OG0000708	Pran.g_00484	Syaq.g_02482
OG0000709	Pran.g_00488	Syaq.g_02490
OG0000710	Pran.g_00491	Syaq.g_02494
OG0000711	Pran.g_00508	Syaq.g_02521
OG0000712	Pran.g_00510	Syaq.g_02523
OG0000713	Pran.g_00511	Syaq.g_02524
OG0000714	Pran.g_00512	Syaq.g_02527
OG0000715	Pran.g_00514	Syaq.g_02529
OG0000716	Pran.g_00516	Syaq.g_02533
OG0000717	Pran.g_00517	Syaq.g_02534
OG0000718	Pran.g_00537	Syaq.g_00072
OG0000719	Pran.g_00539	Syaq.g_00070
OG0000720	Pran.g_00548	Syaq.g_00057
OG0000721	Pran.g_00550	Syaq.g_00055
OG0000722	Pran.g_00551	Syaq.g_00054
OG0000723	Pran.g_00554	Syaq.g_00046
OG0000724	Pran.g_00563	Syaq.g_02685
OG0000725	Pran.g_00569	Syaq.g_02676
OG0000726	Pran.g_00570	Syaq.g_02675
OG0000727	Pran.g_00571	Syaq.g_02674
OG0000728	Pran.g_00573	Syaq.g_02672
OG0000729	Pran.g_00133	Syaq.g_01046
OG0000730	Pran.g_00129	Syaq.g_00561
OG0000731	Pran.g_00125	Syaq.g_00550
OG0000732	Pran.g_00115	Syaq.g_01098
OG0000733	Pran.g_00092	Syaq.g_01232
OG0000734	Pran.g_00075	Syaq.g_01479
OG0000735	Pran.g_00073	Syaq.g_00266
OG0000736	Pran.g_00072	Syaq.g_00265
OG0000737	Pran.g_00071	Syaq.g_00264
OG0000738	Pran.g_00067	Syaq.g_00258
OG0000739	Pran.g_00066	Syaq.g_00257
OG0000740	Pran.g_00065	Syaq.g_00256
OG0000741	Pran.g_00064	Syaq.g_00253
OG0000742	Pran.g_00061	Syaq.g_00250
OG0000743	Pran.g_00059	Syaq.g_00248
OG0000744	Pran.g_00058	Syaq.g_00247
OG0000745	Pran.g_00057	Syaq.g_00245
OG0000746	Pran.g_00055	Syaq.g_00242
OG0000747	Pran.g_00054	Syaq.g_00241
OG0000748	Pran.g_00051	Syaq.g_00227
OG0000749	Pran.g_00050	Syaq.g_00226
OG0000750	Pran.g_00049	Syaq.g_00225
OG0000751	Pran.g_00047	Syaq.g_00219
OG0000752	Pran.g_00045	Syaq.g_00217
OG0000753	Pran.g_00042	Syaq.g_00214
OG0000754	Pran.g_00039	Syaq.g_00209
OG0000755	Pran.g_00036	Syaq.g_00198
OG0000756	Pran.g_00035	Syaq.g_00197
OG0000757	Pran.g_00029	Syaq.g_00190
OG0000758	Pran.g_00028	Syaq.g_00189
OG0000759	Pran.g_00027	Syaq.g_00188
OG0000760	Pran.g_00026	Syaq.g_00187
OG0000761	Pran.g_00025	Syaq.g_00186
OG0000762	Pran.g_00024	Syaq.g_00183
OG0000763	Pran.g_00022	Syaq.g_00181
OG0000764	Pran.g_00021	Syaq.g_00180
OG0000765	Pran.g_00012	Syaq.g_00157
OG0000766	Pran.g_00011	Syaq.g_00156
OG0000767	Pran.g_00009	Syaq.g_00154
OG0000768	Pran.g_00008	Syaq.g_00153
OG0000769	Pran.g_00006	Syaq.g_00151
OG0000770	Pran.g_00004	Syaq.g_00148
OG0000771	Pran.g_00918	Syaq.g_02691
OG0000772	Pran.g_00899	Syaq.g_01887
OG0000773	Pran.g_00885	Syaq.g_00283
OG0000774	Pran.g_00883	Syaq.g_00288
OG0000775	Pran.g_00881	Syaq.g_00290
OG0000776	Pran.g_00880	Syaq.g_00291
OG0000777	Pran.g_00879	Syaq.g_00292
OG0000778	Pran.g_00878	Syaq.g_00293
OG0000779	Pran.g_00874	Syaq.g_00299
OG0000780	Pran.g_00873	Syaq.g_00304
OG0000781	Pran.g_00870	Syaq.g_00308
OG0000782	Pran.g_00869	Syaq.g_00309
OG0000783	Pran.g_00868	Syaq.g_00310
OG0000784	Pran.g_00867	Syaq.g_00311
OG0000785	Pran.g_00865	Syaq.g_00313
OG0000786	Pran.g_00863	Syaq.g_00328
OG0000787	Pran.g_00862	Syaq.g_00329
OG0000788	Pran.g_00853	Syaq.g_02099
OG0000789	Pran.g_00850	Syaq.g_02123
OG0000790	Pran.g_00836	Syaq.g_01758
OG0000791	Pran.g_00834	Syaq.g_01756
OG0000792	Pran.g_00833	Syaq.g_01755
OG0000793	Pran.g_00830	Syaq.g_01750
OG0000794	Pran.g_00829	Syaq.g_01749
OG0000795	Pran.g_00828	Syaq.g_01748
OG0000796	Pran.g_00824	Syaq.g_01744
OG0000797	Pran.g_00823	Syaq.g_01743
OG0000798	Pran.g_00789	Syaq.g_00760
OG0000799	Pran.g_00751	Syaq.g_00341
OG0000800	Pran.g_00750	Syaq.g_00342
OG0000801	Pran.g_00749	Syaq.g_00343
OG0000802	Pran.g_00747	Syaq.g_00350
OG0000803	Pran.g_00745	Syaq.g_00353
OG0000804	Pran.g_00744	Syaq.g_00358
OG0000805	Pran.g_00742	Syaq.g_00360
OG0000806	Pran.g_00740	Syaq.g_00362
OG0000807	Pran.g_00739	Syaq.g_00364
OG0000808	Pran.g_00738	Syaq.g_00365
OG0000809	Pran.g_00735	Syaq.g_00369
OG0000810	Pran.g_00734	Syaq.g_00370
OG0000811	Pran.g_00730	Syaq.g_00378
OG0000812	Pran.g_00728	Syaq.g_00380
OG0000813	Pran.g_00727	Syaq.g_00381
OG0000814	Pran.g_00725	Syaq.g_00383
OG0000815	Pran.g_00724	Syaq.g_00384
OG0000816	Pran.g_00722	Syaq.g_00386
OG0000817	Pran.g_00721	Syaq.g_00387
OG0000818	Pran.g_00716	Syaq.g_00392
OG0000819	Pran.g_00715	Syaq.g_00393
OG0000820	Pran.g_00714	Syaq.g_00394
OG0000821	Pran.g_00710	Syaq.g_00400
OG0000822	Pran.g_00709	Syaq.g_00402
OG0000823	Pran.g_00708	Syaq.g_00403
OG0000824	Pran.g_00705	Syaq.g_00409
OG0000825	Pran.g_00704	Syaq.g_00410
OG0000826	Pran.g_00703	Syaq.g_00411
OG0000827	Pran.g_00702	Syaq.g_00412
OG0000828	Pran.g_00699	Syaq.g_00415
OG0000829	Pran.g_00698	Syaq.g_00416
OG0000830	Pran.g_00697	Syaq.g_00417
OG0000831	Pran.g_00695	Syaq.g_00419
OG0000832	Pran.g_00689	Syaq.g_01737
OG0000833	Pran.g_00681	Syaq.g_01725
OG0000834	Pran.g_00680	Syaq.g_01724
OG0000835	Pran.g_00679	Syaq.g_01723
OG0000836	Pran.g_00678	Syaq.g_01720
OG0000837	Pran.g_00677	Syaq.g_01719
OG0000838	Pran.g_00675	Syaq.g_01715
OG0000839	Pran.g_00674	Syaq.g_01714
OG0000840	Pran.g_00673	Syaq.g_01713
OG0000841	Pran.g_00672	Syaq.g_01712
OG0000842	Pran.g_00671	Syaq.g_01711
OG0000843	Pran.g_00670	Syaq.g_01710
OG0000844	Pran.g_00669	Syaq.g_01708
OG0000845	Pran.g_00668	Syaq.g_01707
OG0000846	Pran.g_00667	Syaq.g_01706
OG0000847	Pran.g_00666	Syaq.g_01705
OG0000848	Pran.g_00665	Syaq.g_01703
OG0000849	Pran.g_00664	Syaq.g_01702
OG0000850	Pran.g_00662	Syaq.g_01699
OG0000851	Pran.g_00661	Syaq.g_01696
OG0000852	Pran.g_00660	Syaq.g_01695
OG0000853	Pran.g_00656	Syaq.g_01691
OG0000854	Pran.g_00654	Syaq.g_01689
OG0000855	Pran.g_00653	Syaq.g_01688
OG0000856	Pran.g_00636	Syaq.g_02069
OG0000857	Pran.g_00598	Syaq.g_02357
OG0000858	Pran.g_00964	Syaq.g_01682
OG0000859	Pran.g_00965	Syaq.g_01681
OG0000860	Pran.g_00972	Syaq.g_01671
OG0000861	Pran.g_00973	Syaq.g_01670
OG0000862	Pran.g_00974	Syaq.g_01668
OG0000863	Pran.g_00976	Syaq.g_01665
OG0000864	Pran.g_00977	Syaq.g_01664
OG0000865	Pran.g_00978	Syaq.g_01663
OG0000866	Pran.g_00979	Syaq.g_01662
OG0000867	Pran.g_00980	Syaq.g_01661
OG0000868	Pran.g_00981	Syaq.g_01659
OG0000869	Pran.g_00985	Syaq.g_01656
OG0000870	Pran.g_00990	Syaq.g_01651
OG0000871	Pran.g_00991	Syaq.g_01650
OG0000872	Pran.g_00992	Syaq.g_01644
OG0000873	Pran.g_00995	Syaq.g_01641
OG0000874	Pran.g_00998	Syaq.g_01637
OG0000875	Pran.g_00999	Syaq.g_01633
OG0000876	Pran.g_01000	Syaq.g_01631
OG0000877	Pran.g_01002	Syaq.g_01628
OG0000878	Pran.g_01003	Syaq.g_01627
OG0000879	Pran.g_01004	Syaq.g_01626
OG0000880	Pran.g_01005	Syaq.g_01625
OG0000881	Pran.g_01009	Syaq.g_01621
OG0000882	Pran.g_01014	Syaq.g_01616
OG0000883	Pran.g_01015	Syaq.g_01613
OG0000884	Pran.g_01017	Syaq.g_01611
OG0000885	Pran.g_01018	Syaq.g_01610
OG0000886	Pran.g_01019	Syaq.g_01609
OG0000887	Pran.g_01020	Syaq.g_01608
OG0000888	Pran.g_01022	Syaq.g_01606
OG0000889	Pran.g_01024	Syaq.g_01604
OG0000890	Pran.g_01025	Syaq.g_01597
OG0000891	Pran.g_01026	Syaq.g_01596
OG0000892	Pran.g_01028	Syaq.g_01594
OG0000893	Pran.g_01032	Syaq.g_00695
OG0000894	Pran.g_01034	Syaq.g_00692
OG0000895	Pran.g_01037	Syaq.g_00688
OG0000896	Pran.g_01038	Syaq.g_00687
OG0000897	Pran.g_01040	Syaq.g_00685
OG0000898	Pran.g_01041	Syaq.g_00684
OG0000899	Pran.g_01042	Syaq.g_00683
OG0000900	Pran.g_01044	Syaq.g_00682
OG0000901	Pran.g_01047	Syaq.g_00677
OG0000902	Pran.g_01049	Syaq.g_00671
OG0000903	Pran.g_01052	Syaq.g_00655
OG0000904	Pran.g_01054	Syaq.g_00660
OG0000905	Pran.g_01058	Syaq.g_00666
OG0000906	Pran.g_01059	Syaq.g_00669
OG0000907	Pran.g_01062	Syaq.g_00653
OG0000908	Pran.g_01065	Syaq.g_00650
OG0000909	Pran.g_01066	Syaq.g_00649
OG0000910	Pran.g_01067	Syaq.g_00648
OG0000911	Pran.g_01070	Syaq.g_00646
OG0000912	Pran.g_01071	Syaq.g_00645
OG0000913	Pran.g_01072	Syaq.g_00644
OG0000914	Pran.g_01073	Syaq.g_00643
OG0000915	Pran.g_01074	Syaq.g_00641
OG0000916	Pran.g_01075	Syaq.g_00640
OG0000917	Pran.g_01076	Syaq.g_00639
OG0000918	Pran.g_01077	Syaq.g_00638
OG0000919	Pran.g_01078	Syaq.g_00637
OG0000920	Pran.g_01079	Syaq.g_00636
OG0000921	Pran.g_01080	Syaq.g_00635
OG0000922	Pran.g_01081	Syaq.g_00634
OG0000923	Pran.g_01085	Syaq.g_00630
OG0000924	Pran.g_01086	Syaq.g_00629
OG0000925	Pran.g_01087	Syaq.g_00628
OG0000926	Pran.g_01088	Syaq.g_00627
OG0000927	Pran.g_01090	Syaq.g_00625
OG0000928	Pran.g_01091	Syaq.g_00624
OG0000929	Pran.g_01092	Syaq.g_00623
OG0000930	Pran.g_01093	Syaq.g_00622
OG0000931	Pran.g_01094	Syaq.g_00621
OG0000932	Pran.g_01095	Syaq.g_00620
OG0000933	Pran.g_01099	Syaq.g_00614
OG0000934	Pran.g_01101	Syaq.g_00612
OG0000935	Pran.g_01102	Syaq.g_00611
OG0000936	Pran.g_01103	Syaq.g_00610
OG0000937	Pran.g_01104	Syaq.g_00609
OG0000938	Pran.g_01106	Syaq.g_00606
OG0000939	Pran.g_01107	Syaq.g_00604
OG0000940	Pran.g_01114	Syaq.g_00597
OG0000941	Pran.g_01116	Syaq.g_00595
OG0000942	Pran.g_01118	Syaq.g_00593
OG0000943	Pran.g_01119	Syaq.g_00592
OG0000944	Pran.g_01120	Syaq.g_00590
OG0000945	Pran.g_01121	Syaq.g_00588
OG0000946	Pran.g_01125	Syaq.g_00580
OG0000947	Pran.g_01127	Syaq.g_00577
OG0000948	Pran.g_01128	Syaq.g_00576
OG0000949	Pran.g_01131	Syaq.g_00971
OG0000950	Pran.g_01136	Syaq.g_00984
OG0000951	Pran.g_01139	Syaq.g_00991
OG0000952	Pran.g_01143	Syaq.g_01002
OG0000953	Pran.g_01146	Syaq.g_01006
OG0000954	Pran.g_01150	Syaq.g_01012
OG0000955	Pran.g_01151	Syaq.g_01013
OG0000956	Pran.g_01153	Syaq.g_01015
OG0000957	Pran.g_01158	Syaq.g_01026
OG0000958	Pran.g_01159	Syaq.g_01027
OG0000959	Pran.g_01163	Syaq.g_01031
OG0000960	Pran.g_01164	Syaq.g_01032
OG0000961	Pran.g_01166	Syaq.g_01043
OG0000962	Pran.g_01168	Syaq.g_01045
OG0000963	Pran.g_01172	Syaq.g_01049
OG0000964	Pran.g_01173	Syaq.g_01050
OG0000965	Pran.g_01174	Syaq.g_01051
OG0000966	Pran.g_01182	Syaq.g_01060
OG0000967	Pran.g_01186	Syaq.g_01067
OG0000968	Pran.g_01188	Syaq.g_01071
OG0000969	Pran.g_01189	Syaq.g_01078
OG0000970	Pran.g_01190	Syaq.g_01079
OG0000971	Pran.g_01191	Syaq.g_01081
OG0000972	Pran.g_01192	Syaq.g_01082
OG0000973	Pran.g_01193	Syaq.g_01083
OG0000974	Pran.g_01194	Syaq.g_01084
OG0000975	Pran.g_01195	Syaq.g_01085
OG0000976	Pran.g_01196	Syaq.g_01086
OG0000977	Pran.g_01197	Syaq.g_01088
OG0000978	Pran.g_01198	Syaq.g_01091
OG0000979	Pran.g_01201	Syaq.g_01094
OG0000980	Pran.g_01202	Syaq.g_01097
OG0000981	Pran.g_01204	Syaq.g_01100
OG0000982	Pran.g_01206	Syaq.g_01263
OG0000983	Pran.g_01207	Syaq.g_01262
OG0000984	Pran.g_01208	Syaq.g_01261
OG0000985	Pran.g_01211	Syaq.g_01257
OG0000986	Pran.g_01213	Syaq.g_01253
OG0000987	Pran.g_01214	Syaq.g_01251
OG0000988	Pran.g_01217	Syaq.g_01245
OG0000989	Pran.g_01221	Syaq.g_01239
OG0000990	Pran.g_01224	Syaq.g_01229
OG0000991	Pran.g_01225	Syaq.g_01225
OG0000992	Pran.g_01227	Syaq.g_01222
OG0000993	Pran.g_01228	Syaq.g_01221
OG0000994	Pran.g_01229	Syaq.g_01218
OG0000995	Pran.g_01233	Syaq.g_01212
OG0000996	Pran.g_01234	Syaq.g_01193
OG0000997	Pran.g_01235	Syaq.g_01184
OG0000998	Pran.g_01237	Syaq.g_01182
OG0000999	Pran.g_01238	Syaq.g_01181
OG0001000	Pran.g_01241	Syaq.g_01177
OG0001001	Pran.g_01243	Syaq.g_01172
OG0001002	Pran.g_01247	Syaq.g_01165
OG0001003	Pran.g_01249	Syaq.g_01163
OG0001004	Pran.g_01250	Syaq.g_01162
OG0001005	Pran.g_01251	Syaq.g_01161
OG0001006	Pran.g_01255	Syaq.g_01152
OG0001007	Pran.g_01257	Syaq.g_01150
OG0001008	Pran.g_01743	Syaq.g_00500
OG0001009	Pran.g_00397	Syaq.g_01118
OG0001010	Pran.g_00396	Syaq.g_01117
OG0001011	Pran.g_00395	Syaq.g_01115
OG0001012	Pran.g_00382	Syaq.g_01267
OG0001013	Pran.g_00377	Syaq.g_01289
OG0001014	Pran.g_00374	Syaq.g_01295
OG0001015	Pran.g_00373	Syaq.g_01296
OG0001016	Pran.g_00359	Syaq.g_01554
OG0001017	Pran.g_00355	Syaq.g_01548
OG0001018	Pran.g_00352	Syaq.g_01546
OG0001019	Pran.g_00343	Syaq.g_01524
OG0001020	Pran.g_00342	Syaq.g_01510
OG0001021	Pran.g_00341	Syaq.g_01506
OG0001022	Pran.g_00339	Syaq.g_01501
OG0001023	Pran.g_00338	Syaq.g_01500
OG0001024	Pran.g_00335	Syaq.g_01496
OG0001025	Pran.g_00329	Syaq.g_01490
OG0001026	Pran.g_00322	Syaq.g_01477
OG0001027	Pran.g_00321	Syaq.g_01474
OG0001028	Pran.g_00319	Syaq.g_01472
OG0001029	Pran.g_00318	Syaq.g_01470
OG0001030	Pran.g_00304	Syaq.g_01450
OG0001031	Pran.g_00246	Syaq.g_01378
OG0001032	Pran.g_00245	Syaq.g_01376
OG0001033	Pran.g_00224	Syaq.g_01344
OG0001034	Pran.g_00196	Syaq.g_01579
OG0001035	Pran.g_01938	Syaq.g_00726
OG0001036	Pran.g_01934	Syaq.g_00731
OG0001037	Pran.g_01933	Syaq.g_00733
OG0001038	Pran.g_01916	Syaq.g_00761
OG0001039	Pran.g_01913	Syaq.g_00764
OG0001040	Pran.g_01911	Syaq.g_00767
OG0001041	Pran.g_01907	Syaq.g_00772
OG0001042	Pran.g_01890	Syaq.g_00858
OG0001044	Pran.g_01861	Syaq.g_00560
OG0001045	Pran.g_01853	Syaq.g_00547
OG0001046	Pran.g_01816	Syaq.g_02509
OG0001047	Pran.g_01741	Syaq.g_00498
OG0001048	Pran.g_01740	Syaq.g_00497
OG0001049	Pran.g_01738	Syaq.g_00494
OG0001050	Pran.g_01737	Syaq.g_00493
OG0001051	Pran.g_01736	Syaq.g_00492
OG0001052	Pran.g_01707	Syaq.g_00446
OG0001053	Pran.g_01695	Syaq.g_01775
OG0001054	Pran.g_01680	Syaq.g_01794
OG0001055	Pran.g_01661	Syaq.g_01815
OG0001056	Pran.g_01642	Syaq.g_01843
OG0001057	Pran.g_01637	Syaq.g_00334
OG0001058	Pran.g_01629	Syaq.g_01931
OG0001059	Pran.g_01625	Syaq.g_01935
OG0001060	Pran.g_01618	Syaq.g_01941
OG0001061	Pran.g_01604	Syaq.g_01961
OG0001062	Pran.g_01602	Syaq.g_01963
OG0001063	Pran.g_01600	Syaq.g_01968
OG0001064	Pran.g_01599	Syaq.g_01969
OG0001065	Pran.g_01598	Syaq.g_01970
OG0001066	Pran.g_01597	Syaq.g_01971
OG0001067	Pran.g_01596	Syaq.g_01972
OG0001068	Pran.g_01595	Syaq.g_01973
OG0001069	Pran.g_01594	Syaq.g_01974
OG0001070	Pran.g_01591	Syaq.g_01978
OG0001071	Pran.g_01590	Syaq.g_01979
OG0001072	Pran.g_01588	Syaq.g_01983
OG0001073	Pran.g_01574	Syaq.g_01998
OG0001074	Pran.g_01563	Syaq.g_02132
OG0001075	Pran.g_01562	Syaq.g_02025
OG0001076	Pran.g_01554	Syaq.g_02060
OG0001077	Pran.g_01550	Syaq.g_02071
OG0001078	Pran.g_01542	Syaq.g_02083
OG0001079	Pran.g_01531	Syaq.g_02100
OG0001080	Pran.g_01525	Syaq.g_02161
OG0001081	Pran.g_01523	Syaq.g_02232
OG0001082	Pran.g_01522	Syaq.g_02233
OG0001083	Pran.g_01517	Syaq.g_02240
OG0001084	Pran.g_01516	Syaq.g_02241
OG0001085	Pran.g_01508	Syaq.g_02251
OG0001086	Pran.g_01507	Syaq.g_02253
OG0001087	Pran.g_01490	Syaq.g_02574
OG0001088	Pran.g_01489	Syaq.g_02576
OG0001089	Pran.g_01481	Syaq.g_02604
OG0001090	Pran.g_01459	Syaq.g_00024
OG0001091	Pran.g_01457	Syaq.g_00027
OG0001092	Pran.g_01456	Syaq.g_00029
OG0001093	Pran.g_01451	Syaq.g_00035
OG0001094	Pran.g_01349	Syaq.g_02334
OG0001095	Pran.g_01330	Syaq.g_02354
OG0001096	Pran.g_01317	Syaq.g_02370
OG0001097	Pran.g_01299	Syaq.g_02393
OG0001098	Pran.g_01283	Syaq.g_02415
OG0001099	Pran.g_00418	Syaq.g_01471
OG0001100	Pran.g_00422	Syaq.g_02262
OG0001101	Pran.g_00424	Syaq.g_02263
OG0001102	Pran.g_00426	Syaq.g_02266
OG0001103	Pran.g_00428	Syaq.g_02268
OG0001104	Pran.g_00450	Syaq.g_02316
OG0001105	Pran.g_00454	Syaq.g_02320
OG0001106	Pran.g_00478	Syaq.g_02471
OG0001108	Pran.g_00489	Syaq.g_02491
OG0001109	Pran.g_00490	Syaq.g_02493
OG0001110	Pran.g_00492	Syaq.g_02495
OG0001111	Pran.g_00493	Syaq.g_02497
OG0001112	Pran.g_00494	Syaq.g_02499
OG0001113	Pran.g_00495	Syaq.g_02539
OG0001114	Pran.g_00496	Syaq.g_02500
OG0001115	Pran.g_00498	Syaq.g_02504
OG0001116	Pran.g_00499	Syaq.g_02506
OG0001117	Pran.g_00500	Syaq.g_02507
OG0001118	Pran.g_00501	Syaq.g_02508
OG0001119	Pran.g_00502	Syaq.g_02510
OG0001120	Pran.g_00504	Syaq.g_02514
OG0001121	Pran.g_00095, Pran.g_00507	Syaq.g_01919
OG0001122	Pran.g_00540	Syaq.g_00069
OG0001123	Pran.g_00544	Syaq.g_00061
OG0001124	Pran.g_00546	Syaq.g_00060
OG0001125	Pran.g_00547	Syaq.g_00058
OG0001126	Pran.g_00557	Syaq.g_02693
OG0001127	Pran.g_00558	Syaq.g_02692
OG0001128	Pran.g_00560	Syaq.g_02689
OG0001129	Pran.g_00561	Syaq.g_02687
OG0001130	Pran.g_00562	Syaq.g_02686
OG0001131	Pran.g_00154	Syaq.g_02284
OG0001132	Pran.g_00144	Syaq.g_01872
