Orthogroup	Pran	Syab
OG0000584	Pran.g_01568	Syab.g_01927
OG0000585	Pran.g_01566	Syab.g_01924
OG0000586	Pran.g_01565	Syab.g_01923
OG0000587	Pran.g_01564	Syab.g_01921
OG0000588	Pran.g_01560	Syab.g_01910
OG0000589	Pran.g_01557	Syab.g_01899
OG0000590	Pran.g_01556	Syab.g_01898
OG0000591	Pran.g_01553	Syab.g_01892
OG0000592	Pran.g_01552	Syab.g_01891
OG0000593	Pran.g_01546	Syab.g_01877
OG0000594	Pran.g_01545	Syab.g_01876
OG0000595	Pran.g_01544	Syab.g_01875
OG0000596	Pran.g_01540	Syab.g_01871
OG0000597	Pran.g_01538	Syab.g_01868
OG0000598	Pran.g_01537	Syab.g_01867
OG0000599	Pran.g_01534	Syab.g_01860
OG0000600	Pran.g_01533	Syab.g_01859
OG0000601	Pran.g_01532	Syab.g_01858
OG0000602	Pran.g_01530	Syab.g_01853
OG0000603	Pran.g_01529	Syab.g_01852
OG0000604	Pran.g_01528	Syab.g_01850
OG0000605	Pran.g_01527	Syab.g_01758
OG0000606	Pran.g_01524	Syab.g_01529
OG0000607	Pran.g_01521	Syab.g_01533
OG0000608	Pran.g_01520	Syab.g_01534
OG0000609	Pran.g_01519	Syab.g_01536
OG0000610	Pran.g_01514	Syab.g_01555
OG0000611	Pran.g_01511	Syab.g_01558
OG0000612	Pran.g_01510	Syab.g_01559
OG0000613	Pran.g_01505	Syab.g_00228
OG0000614	Pran.g_01486	Syab.g_01179
OG0000615	Pran.g_01478	Syab.g_01605
OG0000616	Pran.g_01472	Syab.g_02897
OG0000617	Pran.g_01454	Syab.g_01274
OG0000618	Pran.g_01453	Syab.g_01275
OG0000619	Pran.g_01452	Syab.g_01662
OG0000620	Pran.g_01449	Syab.g_01668
OG0000621	Pran.g_01448	Syab.g_01669
OG0000622	Pran.g_01447	Syab.g_01670
OG0000623	Pran.g_01446	Syab.g_01671
OG0000624	Pran.g_01445	Syab.g_01673
OG0000625	Pran.g_01444	Syab.g_01674
OG0000626	Pran.g_01443	Syab.g_01675
OG0000627	Pran.g_01442	Syab.g_01438
OG0000628	Pran.g_01441	Syab.g_01437
OG0000629	Pran.g_01440	Syab.g_01434
OG0000630	Pran.g_01437	Syab.g_01430
OG0000631	Pran.g_01352	Syab.g_01421
OG0000632	Pran.g_01351	Syab.g_01420
OG0000633	Pran.g_01350	Syab.g_01419
OG0000634	Pran.g_01347	Syab.g_01651
OG0000635	Pran.g_01346	Syab.g_01656
OG0000636	Pran.g_01344	Syab.g_01658
OG0000637	Pran.g_01342	Syab.g_01660
OG0000638	Pran.g_01341	Syab.g_01661
OG0000639	Pran.g_01340	Syab.g_01276
OG0000640	Pran.g_01339	Syab.g_01277
OG0000641	Pran.g_01335	Syab.g_01281
OG0000642	Pran.g_01334	Syab.g_01282
OG0000643	Pran.g_01333	Syab.g_01283
OG0000644	Pran.g_01332	Syab.g_01284
OG0000645	Pran.g_01331	Syab.g_01286
OG0000646	Pran.g_01329	Syab.g_01289
OG0000647	Pran.g_01328	Syab.g_01291
OG0000648	Pran.g_01326	Syab.g_01684
OG0000649	Pran.g_01325	Syab.g_01685
OG0000650	Pran.g_01324	Syab.g_01686
OG0000651	Pran.g_01323	Syab.g_01687
OG0000652	Pran.g_01322	Syab.g_01688
OG0000653	Pran.g_01320	Syab.g_01690
OG0000654	Pran.g_01319	Syab.g_01691
OG0000655	Pran.g_01318	Syab.g_01692
OG0000656	Pran.g_01315	Syab.g_01695
OG0000657	Pran.g_01308	Syab.g_01706
OG0000658	Pran.g_01307	Syab.g_01710
OG0000659	Pran.g_01306	Syab.g_01711
OG0000660	Pran.g_01302	Syab.g_01715
OG0000661	Pran.g_01300	Syab.g_01717
OG0000662	Pran.g_01298	Syab.g_01719
OG0000663	Pran.g_01296	Syab.g_01722
OG0000664	Pran.g_01295	Syab.g_01723
OG0000665	Pran.g_01291	Syab.g_01829
OG0000666	Pran.g_01290	Syab.g_01842
OG0000667	Pran.g_01285	Syab.g_01548
OG0000668	Pran.g_00413	Syab.g_01319
OG0000669	Pran.g_00421	Syab.g_01642
OG0000670	Pran.g_00423	Syab.g_02156
OG0000671	Pran.g_00425	Syab.g_01638
OG0000672	Pran.g_00427	Syab.g_01635
OG0000673	Pran.g_00430	Syab.g_01632
OG0000674	Pran.g_00432	Syab.g_01630
OG0000675	Pran.g_00433	Syab.g_01629
OG0000676	Pran.g_00435	Syab.g_01620
OG0000677	Pran.g_00436	Syab.g_01619
OG0000678	Pran.g_00438	Syab.g_01613
OG0000679	Pran.g_00442	Syab.g_01601
OG0000680	Pran.g_00443	Syab.g_01600
OG0000681	Pran.g_00445	Syab.g_01597
OG0000682	Pran.g_00446	Syab.g_01596
OG0000683	Pran.g_00447	Syab.g_01595
OG0000684	Pran.g_00449	Syab.g_01591
OG0000685	Pran.g_00451	Syab.g_01589
OG0000686	Pran.g_00452	Syab.g_01588
OG0000687	Pran.g_00453	Syab.g_01586
OG0000688	Pran.g_00456	Syab.g_01576
OG0000689	Pran.g_00457	Syab.g_01574
OG0000690	Pran.g_00458	Syab.g_01573
OG0000691	Pran.g_00459	Syab.g_01572
OG0000692	Pran.g_00461	Syab.g_01571
OG0000693	Pran.g_00462	Syab.g_01569
OG0000694	Pran.g_00463	Syab.g_01568
OG0000695	Pran.g_00465	Syab.g_01417
OG0000696	Pran.g_00466	Syab.g_01416
OG0000697	Pran.g_00467	Syab.g_01415
OG0000698	Pran.g_00470	Syab.g_01412
OG0000699	Pran.g_00471	Syab.g_01411
OG0000700	Pran.g_00472	Syab.g_01410
OG0000701	Pran.g_00473	Syab.g_01409
OG0000702	Pran.g_00475	Syab.g_01401
OG0000703	Pran.g_00476	Syab.g_01400
OG0000704	Pran.g_00477	Syab.g_01398
OG0000705	Pran.g_00481	Syab.g_01391
OG0000706	Pran.g_00482	Syab.g_01390
OG0000707	Pran.g_00483	Syab.g_01389
OG0000708	Pran.g_00484	Syab.g_01386
OG0000709	Pran.g_00488	Syab.g_01378
OG0000710	Pran.g_00491	Syab.g_01367
OG0000711	Pran.g_00508	Syab.g_01340
OG0000712	Pran.g_00510	Syab.g_01338
OG0000713	Pran.g_00511	Syab.g_01337
OG0000714	Pran.g_00512	Syab.g_01334
OG0000715	Pran.g_00514	Syab.g_01332
OG0000716	Pran.g_00516	Syab.g_01328
OG0000717	Pran.g_00517	Syab.g_01327
OG0000718	Pran.g_00537	Syab.g_01323
OG0000719	Pran.g_00539	Syab.g_01321
OG0000720	Pran.g_00548	Syab.g_01307
OG0000721	Pran.g_00550	Syab.g_01305
OG0000722	Pran.g_00551	Syab.g_01304
OG0000723	Pran.g_00554	Syab.g_01678
OG0000724	Pran.g_00563	Syab.g_01223
OG0000725	Pran.g_00569	Syab.g_01207
OG0000726	Pran.g_00570	Syab.g_01206
OG0000727	Pran.g_00571	Syab.g_01205
OG0000728	Pran.g_00573	Syab.g_01203
OG0000729	Pran.g_00133	Syab.g_00097
OG0000730	Pran.g_00129	Syab.g_00521
OG0000731	Pran.g_00125	Syab.g_00531
OG0000732	Pran.g_00115	Syab.g_00055
OG0000733	Pran.g_00092	Syab.g_02798
OG0000734	Pran.g_00075	Syab.g_02508
OG0000735	Pran.g_00073	Syab.g_00942
OG0000736	Pran.g_00072	Syab.g_00943
OG0000737	Pran.g_00071	Syab.g_00944
OG0000738	Pran.g_00067	Syab.g_00949
OG0000739	Pran.g_00066	Syab.g_00961
OG0000740	Pran.g_00065	Syab.g_00962
OG0000741	Pran.g_00064	Syab.g_00965
OG0000742	Pran.g_00061	Syab.g_00968
OG0000743	Pran.g_00059	Syab.g_00970
OG0000744	Pran.g_00058	Syab.g_00971
OG0000745	Pran.g_00057	Syab.g_00973
OG0000746	Pran.g_00055	Syab.g_00975
OG0000747	Pran.g_00054	Syab.g_00976
OG0000748	Pran.g_00051	Syab.g_00991
OG0000749	Pran.g_00050	Syab.g_00992
OG0000750	Pran.g_00049	Syab.g_00993
OG0000751	Pran.g_00047	Syab.g_01002
OG0000752	Pran.g_00045	Syab.g_01004
OG0000753	Pran.g_00042	Syab.g_01007
OG0000754	Pran.g_00039	Syab.g_01012
OG0000755	Pran.g_00036	Syab.g_01021
OG0000756	Pran.g_00035	Syab.g_01022
OG0000757	Pran.g_00029	Syab.g_01029
OG0000758	Pran.g_00028	Syab.g_01030
OG0000759	Pran.g_00027	Syab.g_01031
OG0000760	Pran.g_00026	Syab.g_01032
OG0000761	Pran.g_00025	Syab.g_01034
OG0000762	Pran.g_00024	Syab.g_01036
OG0000763	Pran.g_00022	Syab.g_01038
OG0000764	Pran.g_00021	Syab.g_01039
OG0000765	Pran.g_00012	Syab.g_01154
OG0000766	Pran.g_00011	Syab.g_01153
OG0000767	Pran.g_00009	Syab.g_01151
OG0000768	Pran.g_00008	Syab.g_01150
OG0000769	Pran.g_00006	Syab.g_01148
OG0000770	Pran.g_00004	Syab.g_01145
OG0000771	Pran.g_00918	Syab.g_01229
OG0000772	Pran.g_00899	Syab.g_00957
OG0000773	Pran.g_00885	Syab.g_00931
OG0000774	Pran.g_00883	Syab.g_00924
OG0000775	Pran.g_00881	Syab.g_00922
OG0000776	Pran.g_00880	Syab.g_00921
OG0000777	Pran.g_00879	Syab.g_00920
OG0000778	Pran.g_00878	Syab.g_00919
OG0000779	Pran.g_00874	Syab.g_00913
OG0000780	Pran.g_00873	Syab.g_00908
OG0000781	Pran.g_00870	Syab.g_00904
OG0000782	Pran.g_00869	Syab.g_00903
OG0000783	Pran.g_00868	Syab.g_00902
OG0000784	Pran.g_00867	Syab.g_00901
OG0000785	Pran.g_00865	Syab.g_00899
OG0000786	Pran.g_00863	Syab.g_00895
OG0000787	Pran.g_00862	Syab.g_00894
OG0000788	Pran.g_00853	Syab.g_01857
OG0000789	Pran.g_00850	Syab.g_01835
OG0000790	Pran.g_00836	Syab.g_02082
OG0000791	Pran.g_00834	Syab.g_02080
OG0000792	Pran.g_00833	Syab.g_02079
OG0000793	Pran.g_00830	Syab.g_02074
OG0000794	Pran.g_00829	Syab.g_02073
OG0000795	Pran.g_00828	Syab.g_02072
OG0000796	Pran.g_00824	Syab.g_02068
OG0000797	Pran.g_00823	Syab.g_02067
OG0000798	Pran.g_00789	Syab.g_00298
OG0000799	Pran.g_00751	Syab.g_00826
OG0000800	Pran.g_00750	Syab.g_00821
OG0000801	Pran.g_00749	Syab.g_00820
OG0000802	Pran.g_00747	Syab.g_00816
OG0000803	Pran.g_00745	Syab.g_00806
OG0000804	Pran.g_00744	Syab.g_00802
OG0000805	Pran.g_00742	Syab.g_00792
OG0000806	Pran.g_00740	Syab.g_00790
OG0000807	Pran.g_00739	Syab.g_00788
OG0000808	Pran.g_00738	Syab.g_00783
OG0000809	Pran.g_00735	Syab.g_00780
OG0000810	Pran.g_00734	Syab.g_00779
OG0000811	Pran.g_00730	Syab.g_00770
OG0000812	Pran.g_00728	Syab.g_00768
OG0000813	Pran.g_00727	Syab.g_00767
OG0000814	Pran.g_00725	Syab.g_00765
OG0000815	Pran.g_00724	Syab.g_00760
OG0000816	Pran.g_00722	Syab.g_00758
OG0000817	Pran.g_00721	Syab.g_00757
OG0000818	Pran.g_00716	Syab.g_00751
OG0000819	Pran.g_00715	Syab.g_00750
OG0000820	Pran.g_00714	Syab.g_00749
OG0000821	Pran.g_00710	Syab.g_00743
OG0000822	Pran.g_00709	Syab.g_00741
OG0000823	Pran.g_00708	Syab.g_00740
OG0000824	Pran.g_00705	Syab.g_00735
OG0000825	Pran.g_00704	Syab.g_00734
OG0000826	Pran.g_00703	Syab.g_00733
OG0000827	Pran.g_00702	Syab.g_00732
OG0000828	Pran.g_00699	Syab.g_00729
OG0000829	Pran.g_00698	Syab.g_00728
OG0000830	Pran.g_00697	Syab.g_00727
OG0000831	Pran.g_00695	Syab.g_00725
OG0000832	Pran.g_00689	Syab.g_02169
OG0000833	Pran.g_00681	Syab.g_02178
OG0000834	Pran.g_00680	Syab.g_02181
OG0000835	Pran.g_00679	Syab.g_02182
OG0000836	Pran.g_00678	Syab.g_02185
OG0000837	Pran.g_00677	Syab.g_02186
OG0000838	Pran.g_00675	Syab.g_02190
OG0000839	Pran.g_00674	Syab.g_02191
OG0000840	Pran.g_00673	Syab.g_02192
OG0000841	Pran.g_00672	Syab.g_02193
OG0000842	Pran.g_00671	Syab.g_02194
OG0000843	Pran.g_00670	Syab.g_02195
OG0000844	Pran.g_00669	Syab.g_02197
OG0000845	Pran.g_00668	Syab.g_02198
OG0000846	Pran.g_00667	Syab.g_02199
OG0000847	Pran.g_00666	Syab.g_02200
OG0000848	Pran.g_00665	Syab.g_02202
OG0000849	Pran.g_00664	Syab.g_02203
OG0000850	Pran.g_00662	Syab.g_02212
OG0000851	Pran.g_00661	Syab.g_02226
OG0000852	Pran.g_00660	Syab.g_02227
OG0000853	Pran.g_00656	Syab.g_02233
OG0000854	Pran.g_00654	Syab.g_02235
OG0000855	Pran.g_00653	Syab.g_02236
OG0000856	Pran.g_00636	Syab.g_01889
OG0000857	Pran.g_00598	Syab.g_01290
OG0000858	Pran.g_00964	Syab.g_02244
OG0000859	Pran.g_00965	Syab.g_02245
OG0000860	Pran.g_00972	Syab.g_02258
OG0000861	Pran.g_00973	Syab.g_02259
OG0000862	Pran.g_00974	Syab.g_02261
OG0000863	Pran.g_00976	Syab.g_02265
OG0000864	Pran.g_00977	Syab.g_02266
OG0000865	Pran.g_00978	Syab.g_02267
OG0000866	Pran.g_00979	Syab.g_02268
OG0000867	Pran.g_00980	Syab.g_02269
OG0000868	Pran.g_00981	Syab.g_02287
OG0000869	Pran.g_00985	Syab.g_02292
OG0000870	Pran.g_00990	Syab.g_02297
OG0000871	Pran.g_00991	Syab.g_02298
OG0000872	Pran.g_00992	Syab.g_02305
OG0000873	Pran.g_00995	Syab.g_02308
OG0000874	Pran.g_00998	Syab.g_02311
OG0000875	Pran.g_00999	Syab.g_02313
OG0000876	Pran.g_01000	Syab.g_02315
OG0000877	Pran.g_01002	Syab.g_02317
OG0000878	Pran.g_01003	Syab.g_02318
OG0000879	Pran.g_01004	Syab.g_02319
OG0000880	Pran.g_01005	Syab.g_02320
OG0000881	Pran.g_01009	Syab.g_02325
OG0000882	Pran.g_01014	Syab.g_02330
OG0000883	Pran.g_01015	Syab.g_02332
OG0000884	Pran.g_01017	Syab.g_02334
OG0000885	Pran.g_01018	Syab.g_02335
OG0000886	Pran.g_01019	Syab.g_02336
OG0000887	Pran.g_01020	Syab.g_02338
OG0000888	Pran.g_01022	Syab.g_02340
OG0000889	Pran.g_01024	Syab.g_02342
OG0000890	Pran.g_01025	Syab.g_02348
OG0000891	Pran.g_01026	Syab.g_02349
OG0000892	Pran.g_01028	Syab.g_02353
OG0000893	Pran.g_01032	Syab.g_00366
OG0000894	Pran.g_01034	Syab.g_00369
OG0000895	Pran.g_01037	Syab.g_00373
OG0000896	Pran.g_01038	Syab.g_00374
OG0000897	Pran.g_01040	Syab.g_00376
OG0000898	Pran.g_01041	Syab.g_00377
OG0000899	Pran.g_01042	Syab.g_00378
OG0000900	Pran.g_01044	Syab.g_00379
OG0000901	Pran.g_01047	Syab.g_00384
OG0000902	Pran.g_01049	Syab.g_00386
OG0000903	Pran.g_01052	Syab.g_00399
OG0000904	Pran.g_01054	Syab.g_00395
OG0000905	Pran.g_01058	Syab.g_00390
OG0000906	Pran.g_01059	Syab.g_00388
OG0000907	Pran.g_01062	Syab.g_00401
OG0000908	Pran.g_01065	Syab.g_00404
OG0000909	Pran.g_01066	Syab.g_00405
OG0000910	Pran.g_01067	Syab.g_00406
OG0000911	Pran.g_01070	Syab.g_00408
OG0000912	Pran.g_01071	Syab.g_00409
OG0000913	Pran.g_01072	Syab.g_00410
OG0000914	Pran.g_01073	Syab.g_00411
OG0000915	Pran.g_01074	Syab.g_00412
OG0000916	Pran.g_01075	Syab.g_00413
OG0000917	Pran.g_01076	Syab.g_00414
OG0000918	Pran.g_01077	Syab.g_00415
OG0000919	Pran.g_01078	Syab.g_00416
OG0000920	Pran.g_01079	Syab.g_00417
OG0000921	Pran.g_01080	Syab.g_00418
OG0000922	Pran.g_01081	Syab.g_00419
OG0000923	Pran.g_01085	Syab.g_00423
OG0000924	Pran.g_01086	Syab.g_00424
OG0000925	Pran.g_01087	Syab.g_00425
OG0000926	Pran.g_01088	Syab.g_00426
OG0000927	Pran.g_01090	Syab.g_00428
OG0000928	Pran.g_01091	Syab.g_00429
OG0000929	Pran.g_01092	Syab.g_00430
OG0000930	Pran.g_01093	Syab.g_00431
OG0000931	Pran.g_01094	Syab.g_00432
OG0000932	Pran.g_01095	Syab.g_00433
OG0000933	Pran.g_01099	Syab.g_00439
OG0000934	Pran.g_01101	Syab.g_00441
OG0000935	Pran.g_01102	Syab.g_00442
OG0000936	Pran.g_01103	Syab.g_00443
OG0000937	Pran.g_01104	Syab.g_00444
OG0000938	Pran.g_01106	Syab.g_00447
OG0000939	Pran.g_01107	Syab.g_00448
OG0000940	Pran.g_01114	Syab.g_00456
OG0000941	Pran.g_01116	Syab.g_00458
OG0000942	Pran.g_01118	Syab.g_00460
OG0000943	Pran.g_01119	Syab.g_00461
OG0000944	Pran.g_01120	Syab.g_00463
OG0000945	Pran.g_01121	Syab.g_00466
OG0000946	Pran.g_01125	Syab.g_00473
OG0000947	Pran.g_01127	Syab.g_00476
OG0000948	Pran.g_01128	Syab.g_00477
OG0000949	Pran.g_01131	Syab.g_00212
OG0000950	Pran.g_01136	Syab.g_00204
OG0000951	Pran.g_01139	Syab.g_00199
OG0000952	Pran.g_01143	Syab.g_00191
OG0000953	Pran.g_01146	Syab.g_00134
OG0000954	Pran.g_01150	Syab.g_00129
OG0000955	Pran.g_01151	Syab.g_00128
OG0000956	Pran.g_01153	Syab.g_00126
OG0000957	Pran.g_01158	Syab.g_00115
OG0000958	Pran.g_01159	Syab.g_00114
OG0000959	Pran.g_01163	Syab.g_00110
OG0000960	Pran.g_01164	Syab.g_00109
OG0000961	Pran.g_01166	Syab.g_00100
OG0000962	Pran.g_01168	Syab.g_00098
OG0000963	Pran.g_01172	Syab.g_00093
OG0000964	Pran.g_01173	Syab.g_00092
OG0000965	Pran.g_01174	Syab.g_00091
OG0000966	Pran.g_01182	Syab.g_00082
OG0000967	Pran.g_01186	Syab.g_00078
OG0000968	Pran.g_01188	Syab.g_00075
OG0000969	Pran.g_01189	Syab.g_00073
OG0000970	Pran.g_01190	Syab.g_00072
OG0000971	Pran.g_01191	Syab.g_00070
OG0000972	Pran.g_01192	Syab.g_00069
OG0000973	Pran.g_01193	Syab.g_00068
OG0000974	Pran.g_01194	Syab.g_00067
OG0000975	Pran.g_01195	Syab.g_00066
OG0000976	Pran.g_01196	Syab.g_00065
OG0000977	Pran.g_01197	Syab.g_00063
OG0000978	Pran.g_01198	Syab.g_00062
OG0000979	Pran.g_01201	Syab.g_00059
OG0000980	Pran.g_01202	Syab.g_00056
OG0000981	Pran.g_01204	Syab.g_00053
OG0000982	Pran.g_01206	Syab.g_02756
OG0000983	Pran.g_01207	Syab.g_02757
OG0000984	Pran.g_01208	Syab.g_02758
OG0000985	Pran.g_01211	Syab.g_02762
OG0000986	Pran.g_01213	Syab.g_02764
OG0000987	Pran.g_01214	Syab.g_02768
OG0000988	Pran.g_01217	Syab.g_02774
OG0000989	Pran.g_01221	Syab.g_02792
OG0000990	Pran.g_01224	Syab.g_02811
OG0000991	Pran.g_01225	Syab.g_02818
OG0000992	Pran.g_01227	Syab.g_02821
OG0000993	Pran.g_01228	Syab.g_02822
OG0000994	Pran.g_01229	Syab.g_02826
OG0000995	Pran.g_01233	Syab.g_02835
OG0000996	Pran.g_01234	Syab.g_02866
OG0000997	Pran.g_01235	Syab.g_02875
OG0000998	Pran.g_01237	Syab.g_02877
OG0000999	Pran.g_01238	Syab.g_02878
OG0001000	Pran.g_01241	Syab.g_02881
OG0001001	Pran.g_01243	Syab.g_02888
OG0001002	Pran.g_01247	Syab.g_02900
OG0001003	Pran.g_01249	Syab.g_02902
OG0001004	Pran.g_01250	Syab.g_02903
OG0001005	Pran.g_01251	Syab.g_02905
OG0001006	Pran.g_01255	Syab.g_02912
OG0001007	Pran.g_01257	Syab.g_02914
OG0001008	Pran.g_01743	Syab.g_00584
OG0001009	Pran.g_00397	Syab.g_00033
OG0001010	Pran.g_00396	Syab.g_00034
OG0001011	Pran.g_00395	Syab.g_00035
OG0001012	Pran.g_00382	Syab.g_02752
OG0001013	Pran.g_00377	Syab.g_02716
OG0001014	Pran.g_00374	Syab.g_02712
OG0001015	Pran.g_00373	Syab.g_02711
OG0001016	Pran.g_00359	Syab.g_02439
OG0001017	Pran.g_00355	Syab.g_02445
OG0001018	Pran.g_00352	Syab.g_02447
OG0001019	Pran.g_00343	Syab.g_02469
OG0001020	Pran.g_00342	Syab.g_02477
OG0001021	Pran.g_00341	Syab.g_02481
OG0001022	Pran.g_00339	Syab.g_02485
OG0001023	Pran.g_00338	Syab.g_02486
OG0001024	Pran.g_00335	Syab.g_02490
OG0001025	Pran.g_00329	Syab.g_02497
OG0001026	Pran.g_00322	Syab.g_02510
OG0001027	Pran.g_00321	Syab.g_02515
OG0001028	Pran.g_00319	Syab.g_02517
OG0001029	Pran.g_00318	Syab.g_02519
OG0001030	Pran.g_00304	Syab.g_02540
OG0001031	Pran.g_00246	Syab.g_02615
OG0001032	Pran.g_00245	Syab.g_02617
OG0001033	Pran.g_00224	Syab.g_02675
OG0001034	Pran.g_00196	Syab.g_02370
OG0001035	Pran.g_01938	Syab.g_00335
OG0001036	Pran.g_01934	Syab.g_00327
OG0001037	Pran.g_01933	Syab.g_00325
OG0001038	Pran.g_01916	Syab.g_00297
OG0001039	Pran.g_01913	Syab.g_00294
OG0001040	Pran.g_01911	Syab.g_00291
OG0001041	Pran.g_01907	Syab.g_00286
OG0001042	Pran.g_01890	Syab.g_00254
OG0001043	Pran.g_01889	Syab.g_00250
OG0001044	Pran.g_01861	Syab.g_00522
OG0001045	Pran.g_01853	Syab.g_00534
OG0001046	Pran.g_01816	Syab.g_01352
OG0001047	Pran.g_01741	Syab.g_00586
OG0001048	Pran.g_01740	Syab.g_00587
OG0001049	Pran.g_01738	Syab.g_00590
OG0001050	Pran.g_01737	Syab.g_00591
OG0001051	Pran.g_01736	Syab.g_00592
OG0001052	Pran.g_01707	Syab.g_00693
OG0001053	Pran.g_01695	Syab.g_02099
OG0001054	Pran.g_01680	Syab.g_02118
OG0001055	Pran.g_01661	Syab.g_02139
OG0001056	Pran.g_01642	Syab.g_02036
OG0001057	Pran.g_01637	Syab.g_00882
OG0001058	Pran.g_01629	Syab.g_02014
OG0001059	Pran.g_01625	Syab.g_02010
OG0001060	Pran.g_01618	Syab.g_02003
OG0001061	Pran.g_01604	Syab.g_01985
OG0001062	Pran.g_01602	Syab.g_01983
OG0001063	Pran.g_01600	Syab.g_01979
OG0001064	Pran.g_01599	Syab.g_01978
OG0001065	Pran.g_01598	Syab.g_01976
OG0001066	Pran.g_01597	Syab.g_01975
OG0001067	Pran.g_01596	Syab.g_01974
OG0001068	Pran.g_01595	Syab.g_01973
OG0001069	Pran.g_01594	Syab.g_01972
OG0001070	Pran.g_01591	Syab.g_01968
OG0001071	Pran.g_01590	Syab.g_01967
OG0001072	Pran.g_01588	Syab.g_01962
OG0001073	Pran.g_01574	Syab.g_01947
OG0001074	Pran.g_01563	Syab.g_01815
OG0001075	Pran.g_01562	Syab.g_01919
OG0001076	Pran.g_01554	Syab.g_01897
OG0001077	Pran.g_01550	Syab.g_01887
OG0001079	Pran.g_01531	Syab.g_01856
OG0001080	Pran.g_01525	Syab.g_01756
OG0001081	Pran.g_01523	Syab.g_01530
OG0001082	Pran.g_01522	Syab.g_01531
OG0001083	Pran.g_01517	Syab.g_01540
OG0001084	Pran.g_01516	Syab.g_01543
OG0001085	Pran.g_01508	Syab.g_01563
OG0001086	Pran.g_01507	Syab.g_01565
OG0001087	Pran.g_01490	Syab.g_01167
OG0001088	Pran.g_01489	Syab.g_01170
OG0001089	Pran.g_01481	Syab.g_01198
OG0001090	Pran.g_01459	Syab.g_01267
OG0001091	Pran.g_01457	Syab.g_01270
OG0001092	Pran.g_01456	Syab.g_01272
OG0001093	Pran.g_01451	Syab.g_01664
OG0001094	Pran.g_01349	Syab.g_01567
OG0001095	Pran.g_01330	Syab.g_01287
OG0001096	Pran.g_01317	Syab.g_01693
OG0001097	Pran.g_01299	Syab.g_01718
OG0001098	Pran.g_01283	Syab.g_01497
OG0001099	Pran.g_00418	Syab.g_02518
OG0001100	Pran.g_00422	Syab.g_01640
OG0001101	Pran.g_00424	Syab.g_01639
OG0001102	Pran.g_00426	Syab.g_01636
OG0001103	Pran.g_00428	Syab.g_01634
OG0001104	Pran.g_00450	Syab.g_01590
OG0001105	Pran.g_00454	Syab.g_01585
OG0001106	Pran.g_00478	Syab.g_01397
OG0001107	Pran.g_00485	Syab.g_01385
OG0001108	Pran.g_00489	Syab.g_01377
OG0001109	Pran.g_00490	Syab.g_01368
OG0001110	Pran.g_00492	Syab.g_01366
OG0001111	Pran.g_00493	Syab.g_01364
OG0001112	Pran.g_00494	Syab.g_01362
OG0001113	Pran.g_00495	Syab.g_01593
OG0001114	Pran.g_00496	Syab.g_01361
OG0001115	Pran.g_00498	Syab.g_01357
OG0001116	Pran.g_00499	Syab.g_01355
OG0001117	Pran.g_00500	Syab.g_01354
OG0001118	Pran.g_00501	Syab.g_01353
OG0001119	Pran.g_00502	Syab.g_01351
OG0001120	Pran.g_00504	Syab.g_01347
OG0001121	Pran.g_00095, Pran.g_00507	Syab.g_02159
OG0001122	Pran.g_00540	Syab.g_01320
OG0001123	Pran.g_00544	Syab.g_01312
OG0001124	Pran.g_00546	Syab.g_01310
OG0001125	Pran.g_00547	Syab.g_01308
OG0001126	Pran.g_00557	Syab.g_01231
OG0001127	Pran.g_00558	Syab.g_01230
OG0001128	Pran.g_00560	Syab.g_01227
OG0001129	Pran.g_00561	Syab.g_01225
OG0001130	Pran.g_00562	Syab.g_01224
OG0001131	Pran.g_00154	Syab.g_01609
OG0001132	Pran.g_00144	Syab.g_01790
OG0001133	Pran.g_00110	Syab.g_01895
OG0001134	Pran.g_00093	Syab.g_01748
OG0001135	Pran.g_00090	Syab.g_01747
OG0001136	Pran.g_00063	Syab.g_00966
OG0001137	Pran.g_00052	Syab.g_00990
OG0001138	Pran.g_00034	Syab.g_01023
OG0001139	Pran.g_00033	Syab.g_01025
OG0001140	Pran.g_00032	Syab.g_01026, Syab.g_00642
OG0001141	Pran.g_00031	Syab.g_01027
OG0001142	Pran.g_00030	Syab.g_01028
OG0001143	Pran.g_00023	Syab.g_01037
OG0001144	Pran.g_00018	Syab.g_01052
OG0001145	Pran.g_00884	Syab.g_00928
OG0001146	Pran.g_00872	Syab.g_00907
OG0001147	Pran.g_00854	Syab.g_00716
OG0001148	Pran.g_00839	Syab.g_02085
OG0001149	Pran.g_00838	Syab.g_02084
OG0001150	Pran.g_00837	Syab.g_02083
OG0001151	Pran.g_00826	Syab.g_02070
OG0001152	Pran.g_00825	Syab.g_02069
OG0001153	Pran.g_00701	Syab.g_00731
OG0001154	Pran.g_00700	Syab.g_00730
OG0001155	Pran.g_00688	Syab.g_02171
OG0001156	Pran.g_00685	Syab.g_02174
OG0001157	Pran.g_00684	Syab.g_02175
OG0001158	Pran.g_00683	Syab.g_02176
OG0001159	Pran.g_00682	Syab.g_02177
OG0001160	Pran.g_00658	Syab.g_02231
OG0001161	Pran.g_00646	Syab.g_02797
OG0001162	Pran.g_00632	Syab.g_00893
OG0001163	Pran.g_00962	Syab.g_02241
OG0001164	Pran.g_00966	Syab.g_02247
OG0001165	Pran.g_00969	Syab.g_02252
