Orthogroup	Pran	Praf
OG0000586	Pran.g_01565	Praf.g_00771
OG0000587	Pran.g_01564	Praf.g_00773
OG0000588	Pran.g_01560	Praf.g_01663
OG0000589	Pran.g_01557	Praf.g_01666
OG0000590	Pran.g_01556	Praf.g_01667
OG0000591	Pran.g_01553	Praf.g_01674
OG0000592	Pran.g_01552	Praf.g_01675
OG0000593	Pran.g_01546	Praf.g_01688
OG0000594	Pran.g_01545	Praf.g_01689
OG0000595	Pran.g_01544	Praf.g_01690
OG0000596	Pran.g_01540	Praf.g_01695
OG0000597	Pran.g_01538	Praf.g_01698
OG0000598	Pran.g_01537	Praf.g_01699
OG0000599	Pran.g_01534	Praf.g_01709
OG0000600	Pran.g_01533	Praf.g_01710
OG0000601	Pran.g_01532	Praf.g_01711
OG0000602	Pran.g_01530	Praf.g_01716
OG0000603	Pran.g_01529	Praf.g_01717
OG0000604	Pran.g_01528	Praf.g_01718
OG0000605	Pran.g_01527	Praf.g_01720
OG0000606	Pran.g_01524	Praf.g_01727
OG0000607	Pran.g_01521	Praf.g_01730
OG0000608	Pran.g_01520	Praf.g_01731
OG0000609	Pran.g_01519	Praf.g_01733
OG0000610	Pran.g_01514	Praf.g_01741
OG0000611	Pran.g_01511	Praf.g_01744
OG0000612	Pran.g_01510	Praf.g_01745
OG0000613	Pran.g_01505	Praf.g_02344
OG0000614	Pran.g_01486	Praf.g_01207
OG0000615	Pran.g_01478	Praf.g_01489
OG0000616	Pran.g_01472	Praf.g_02767
OG0000617	Pran.g_01454	Praf.g_01308
OG0000618	Pran.g_01453	Praf.g_01309
OG0000619	Pran.g_01452	Praf.g_01310
OG0000620	Pran.g_01449	Praf.g_01314
OG0000621	Pran.g_01448	Praf.g_01315
OG0000622	Pran.g_01447	Praf.g_01316
OG0000623	Pran.g_01446	Praf.g_01317
OG0000624	Pran.g_01445	Praf.g_01318
OG0000625	Pran.g_01444	Praf.g_01319
OG0000626	Pran.g_01443	Praf.g_01320
OG0000627	Pran.g_01442	Praf.g_01441
OG0000628	Pran.g_01441	Praf.g_01440
OG0000629	Pran.g_01440	Praf.g_01437
OG0000630	Pran.g_01437	Praf.g_01433
OG0000631	Pran.g_01352	Praf.g_01429
OG0000632	Pran.g_01351	Praf.g_01428
OG0000633	Pran.g_01350	Praf.g_01427
OG0000634	Pran.g_01347	Praf.g_01526
OG0000635	Pran.g_01346	Praf.g_01527
OG0000636	Pran.g_01344	Praf.g_01529
OG0000637	Pran.g_01342	Praf.g_01531
OG0000638	Pran.g_01341	Praf.g_01532
OG0000639	Pran.g_01340	Praf.g_01533
OG0000640	Pran.g_01339	Praf.g_01534
OG0000641	Pran.g_01335	Praf.g_01538
OG0000642	Pran.g_01334	Praf.g_01539
OG0000643	Pran.g_01333	Praf.g_01540
OG0000644	Pran.g_01332	Praf.g_01541
OG0000645	Pran.g_01331	Praf.g_01542
OG0000646	Pran.g_01329	Praf.g_01545
OG0000647	Pran.g_01328	Praf.g_01547
OG0000648	Pran.g_01326	Praf.g_01549
OG0000649	Pran.g_01325	Praf.g_01550
OG0000650	Pran.g_01324	Praf.g_01551
OG0000651	Pran.g_01323	Praf.g_01552
OG0000652	Pran.g_01322	Praf.g_01553
OG0000653	Pran.g_01320	Praf.g_01557
OG0000654	Pran.g_01319	Praf.g_01558
OG0000655	Pran.g_01318	Praf.g_01559
OG0000656	Pran.g_01315	Praf.g_01562
OG0000657	Pran.g_01308	Praf.g_01592
OG0000658	Pran.g_01307	Praf.g_01594
OG0000659	Pran.g_01306	Praf.g_01595
OG0000660	Pran.g_01302	Praf.g_01599
OG0000661	Pran.g_01300	Praf.g_01601
OG0000662	Pran.g_01298	Praf.g_01603
OG0000663	Pran.g_01296	Praf.g_01606
OG0000664	Pran.g_01295	Praf.g_01607
OG0000665	Pran.g_01291	Praf.g_01620
OG0000666	Pran.g_01290	Praf.g_01622
OG0000667	Pran.g_01285	Praf.g_01629
OG0000668	Pran.g_00413	Praf.g_01339
OG0000669	Pran.g_00421	Praf.g_01638
OG0000670	Pran.g_00423	Praf.g_00961
OG0000671	Pran.g_00425	Praf.g_01456
OG0000672	Pran.g_00427	Praf.g_01459
OG0000673	Pran.g_00430	Praf.g_01462
OG0000674	Pran.g_00432	Praf.g_01464
OG0000675	Pran.g_00433	Praf.g_01465
OG0000676	Pran.g_00435	Praf.g_01467
OG0000677	Pran.g_00436	Praf.g_01469
OG0000678	Pran.g_00438	Praf.g_01475
OG0000679	Pran.g_00442	Praf.g_01494
OG0000680	Pran.g_00443	Praf.g_01495
OG0000681	Pran.g_00445	Praf.g_01497
OG0000682	Pran.g_00446	Praf.g_01498
OG0000683	Pran.g_00447	Praf.g_01499
OG0000684	Pran.g_00449	Praf.g_01512
OG0000685	Pran.g_00451	Praf.g_01510
OG0000686	Pran.g_00452	Praf.g_01509
OG0000687	Pran.g_00453	Praf.g_01508
OG0000688	Pran.g_00456	Praf.g_01515
OG0000689	Pran.g_00457	Praf.g_01516
OG0000690	Pran.g_00458	Praf.g_01517
OG0000691	Pran.g_00459	Praf.g_01519
OG0000692	Pran.g_00461	Praf.g_01520
OG0000693	Pran.g_00462	Praf.g_01522
OG0000694	Pran.g_00463	Praf.g_01523
OG0000695	Pran.g_00465	Praf.g_01425
OG0000696	Pran.g_00466	Praf.g_01424
OG0000697	Pran.g_00467	Praf.g_01422
OG0000698	Pran.g_00470	Praf.g_01419
OG0000699	Pran.g_00471	Praf.g_01417
OG0000700	Pran.g_00472	Praf.g_01416
OG0000701	Pran.g_00473	Praf.g_01415
OG0000702	Pran.g_00475	Praf.g_01408
OG0000703	Pran.g_00476	Praf.g_01407
OG0000704	Pran.g_00477	Praf.g_01405
OG0000705	Pran.g_00481	Praf.g_01399
OG0000706	Pran.g_00482	Praf.g_01398
OG0000707	Pran.g_00483	Praf.g_01397
OG0000708	Pran.g_00484	Praf.g_01395
OG0000709	Pran.g_00488	Praf.g_01388
OG0000710	Pran.g_00491	Praf.g_01383, Praf.g_01384
OG0000711	Pran.g_00508	Praf.g_01360
OG0000712	Pran.g_00510	Praf.g_01359
OG0000713	Pran.g_00511	Praf.g_01358
OG0000714	Pran.g_00512	Praf.g_01355
OG0000715	Pran.g_00514	Praf.g_01353
OG0000716	Pran.g_00516	Praf.g_01349
OG0000717	Pran.g_00517	Praf.g_01348
OG0000718	Pran.g_00537	Praf.g_01343
OG0000719	Pran.g_00539	Praf.g_01341
OG0000720	Pran.g_00548	Praf.g_01328
OG0000721	Pran.g_00550	Praf.g_01327
OG0000722	Pran.g_00551	Praf.g_01326
OG0000723	Pran.g_00554	Praf.g_01322
OG0000724	Pran.g_00563	Praf.g_01279
OG0000725	Pran.g_00569	Praf.g_01270
OG0000726	Pran.g_00570	Praf.g_01269
OG0000727	Pran.g_00571	Praf.g_01268
OG0000728	Pran.g_00573	Praf.g_01267
OG0000729	Pran.g_00133	Praf.g_00162
OG0000730	Pran.g_00129	Praf.g_02056
OG0000731	Pran.g_00125	Praf.g_02047
OG0000732	Pran.g_00115	Praf.g_00055
OG0000733	Pran.g_00092	Praf.g_02698
OG0000734	Pran.g_00075	Praf.g_00233
OG0000735	Pran.g_00073	Praf.g_00822
OG0000736	Pran.g_00072	Praf.g_00823
OG0000737	Pran.g_00071	Praf.g_00824
OG0000738	Pran.g_00067	Praf.g_00830
OG0000739	Pran.g_00066	Praf.g_00832
OG0000740	Pran.g_00065	Praf.g_00833
OG0000741	Pran.g_00064	Praf.g_00836
OG0000742	Pran.g_00061	Praf.g_00853
OG0000743	Pran.g_00059	Praf.g_00855
OG0000744	Pran.g_00058	Praf.g_00856
OG0000745	Pran.g_00057	Praf.g_00858
OG0000746	Pran.g_00055	Praf.g_00860
OG0000747	Pran.g_00054	Praf.g_00861
OG0000748	Pran.g_00051	Praf.g_00873
OG0000749	Pran.g_00050	Praf.g_00874
OG0000750	Pran.g_00049	Praf.g_00875
OG0000751	Pran.g_00047	Praf.g_00880
OG0000752	Pran.g_00045	Praf.g_00882
OG0000753	Pran.g_00042	Praf.g_00885
OG0000754	Pran.g_00039	Praf.g_00914
OG0000755	Pran.g_00036	Praf.g_00921
OG0000756	Pran.g_00035	Praf.g_00922
OG0000757	Pran.g_00029	Praf.g_00929
OG0000758	Pran.g_00028	Praf.g_00930
OG0000759	Pran.g_00027	Praf.g_00931
OG0000760	Pran.g_00026	Praf.g_00932
OG0000761	Pran.g_00025	Praf.g_00933
OG0000762	Pran.g_00024	Praf.g_00913
OG0000763	Pran.g_00022	Praf.g_00911
OG0000764	Pran.g_00021	Praf.g_00910
OG0000765	Pran.g_00012	Praf.g_00895
OG0000766	Pran.g_00011	Praf.g_00894
OG0000767	Pran.g_00009	Praf.g_00892
OG0000768	Pran.g_00008	Praf.g_00891
OG0000769	Pran.g_00006	Praf.g_00887
OG0000770	Pran.g_00004	Praf.g_00937
OG0000771	Pran.g_00918	Praf.g_01285
OG0000772	Pran.g_00899	Praf.g_00548
OG0000773	Pran.g_00885	Praf.g_00808
OG0000774	Pran.g_00883	Praf.g_00804
OG0000775	Pran.g_00881	Praf.g_00802
OG0000776	Pran.g_00880	Praf.g_00801
OG0000777	Pran.g_00879	Praf.g_00800
OG0000778	Pran.g_00878	Praf.g_00799
OG0000779	Pran.g_00874	Praf.g_00794
OG0000780	Pran.g_00873	Praf.g_00791
OG0000781	Pran.g_00870	Praf.g_00787
OG0000782	Pran.g_00869	Praf.g_00786
OG0000783	Pran.g_00868	Praf.g_00785
OG0000784	Pran.g_00867	Praf.g_00784
OG0000785	Pran.g_00865	Praf.g_00782
OG0000786	Pran.g_00863	Praf.g_00777
OG0000787	Pran.g_00862	Praf.g_00776
OG0000788	Pran.g_00853	Praf.g_01996
OG0000789	Pran.g_00850	Praf.g_01001
OG0000790	Pran.g_00836	Praf.g_00579
OG0000791	Pran.g_00834	Praf.g_00577
OG0000792	Pran.g_00833	Praf.g_00576
OG0000793	Pran.g_00830	Praf.g_00572
OG0000794	Pran.g_00829	Praf.g_00571
OG0000795	Pran.g_00828	Praf.g_00570
OG0000796	Pran.g_00824	Praf.g_00566
OG0000797	Pran.g_00823	Praf.g_00565
OG0000798	Pran.g_00789	Praf.g_02276
OG0000799	Pran.g_00751	Praf.g_01765
OG0000800	Pran.g_00750	Praf.g_01766
OG0000801	Pran.g_00749	Praf.g_01767
OG0000802	Pran.g_00747	Praf.g_01773
OG0000803	Pran.g_00745	Praf.g_01779
OG0000804	Pran.g_00744	Praf.g_01781
OG0000805	Pran.g_00742	Praf.g_01783
OG0000806	Pran.g_00740	Praf.g_01785
OG0000807	Pran.g_00739	Praf.g_01787
OG0000808	Pran.g_00738	Praf.g_01788
OG0000809	Pran.g_00735	Praf.g_01792
OG0000810	Pran.g_00734	Praf.g_01793
OG0000811	Pran.g_00730	Praf.g_01801
OG0000812	Pran.g_00728	Praf.g_01803
OG0000813	Pran.g_00727	Praf.g_01804
OG0000814	Pran.g_00725	Praf.g_01806
OG0000815	Pran.g_00724	Praf.g_01807
OG0000816	Pran.g_00722	Praf.g_01809
OG0000817	Pran.g_00721	Praf.g_01810
OG0000818	Pran.g_00716	Praf.g_01822
OG0000819	Pran.g_00715	Praf.g_01823
OG0000820	Pran.g_00714	Praf.g_01824
OG0000821	Pran.g_00710	Praf.g_01831
OG0000822	Pran.g_00709	Praf.g_01833
OG0000823	Pran.g_00708	Praf.g_01834
OG0000824	Pran.g_00705	Praf.g_01838
OG0000825	Pran.g_00704	Praf.g_01839
OG0000826	Pran.g_00703	Praf.g_01840
OG0000827	Pran.g_00702	Praf.g_01841
OG0000828	Pran.g_00699	Praf.g_01844
OG0000829	Pran.g_00698	Praf.g_01845
OG0000830	Pran.g_00697	Praf.g_01846
OG0000831	Pran.g_00695	Praf.g_01849
OG0000832	Pran.g_00689	Praf.g_00542
OG0000833	Pran.g_00681	Praf.g_00534
OG0000834	Pran.g_00680	Praf.g_00533
OG0000835	Pran.g_00679	Praf.g_00532
OG0000836	Pran.g_00678	Praf.g_00530
OG0000837	Pran.g_00677	Praf.g_00529
OG0000838	Pran.g_00675	Praf.g_00525
OG0000839	Pran.g_00674	Praf.g_00524
OG0000840	Pran.g_00673	Praf.g_00523
OG0000841	Pran.g_00672	Praf.g_00522
OG0000842	Pran.g_00671	Praf.g_00521
OG0000843	Pran.g_00670	Praf.g_00520
OG0000844	Pran.g_00669	Praf.g_00518
OG0000845	Pran.g_00668	Praf.g_00517
OG0000846	Pran.g_00667	Praf.g_00516
OG0000847	Pran.g_00666	Praf.g_00515
OG0000848	Pran.g_00665	Praf.g_00513
OG0000849	Pran.g_00664	Praf.g_00512
OG0000850	Pran.g_00662	Praf.g_00511
OG0000851	Pran.g_00661	Praf.g_00508
OG0000852	Pran.g_00660	Praf.g_00507
OG0000853	Pran.g_00656	Praf.g_00502
OG0000854	Pran.g_00654	Praf.g_00500
OG0000855	Pran.g_00653	Praf.g_00499
OG0000856	Pran.g_00636	Praf.g_01677
OG0000857	Pran.g_00598	Praf.g_01546
OG0000858	Pran.g_00964	Praf.g_00490
OG0000859	Pran.g_00965	Praf.g_00489
OG0000860	Pran.g_00972	Praf.g_00478
OG0000861	Pran.g_00973	Praf.g_00477
OG0000862	Pran.g_00974	Praf.g_00475
OG0000863	Pran.g_00976	Praf.g_00472
OG0000864	Pran.g_00977	Praf.g_00471
OG0000865	Pran.g_00978	Praf.g_00470
OG0000866	Pran.g_00979	Praf.g_00469
OG0000867	Pran.g_00980	Praf.g_00468
OG0000868	Pran.g_00981	Praf.g_00466
OG0000869	Pran.g_00985	Praf.g_00463
OG0000870	Pran.g_00990	Praf.g_00458
OG0000871	Pran.g_00991	Praf.g_00457
OG0000872	Pran.g_00992	Praf.g_00455
OG0000873	Pran.g_00995	Praf.g_00452
OG0000874	Pran.g_00998	Praf.g_00448
OG0000875	Pran.g_00999	Praf.g_00447
OG0000876	Pran.g_01000	Praf.g_00446
OG0000877	Pran.g_01002	Praf.g_00443
OG0000878	Pran.g_01003	Praf.g_00442
OG0000879	Pran.g_01004	Praf.g_00441
OG0000880	Pran.g_01005	Praf.g_00440
OG0000881	Pran.g_01009	Praf.g_00434
OG0000882	Pran.g_01014	Praf.g_00429
OG0000883	Pran.g_01015	Praf.g_00427
OG0000884	Pran.g_01017	Praf.g_00425
OG0000885	Pran.g_01018	Praf.g_00424
OG0000886	Pran.g_01019	Praf.g_00423
OG0000887	Pran.g_01020	Praf.g_00422
OG0000888	Pran.g_01022	Praf.g_00420
OG0000889	Pran.g_01024	Praf.g_00418
OG0000890	Pran.g_01025	Praf.g_00405
OG0000891	Pran.g_01026	Praf.g_00404
OG0000892	Pran.g_01028	Praf.g_00402
OG0000893	Pran.g_01032	Praf.g_02202
OG0000894	Pran.g_01034	Praf.g_02199
OG0000895	Pran.g_01037	Praf.g_02195
OG0000896	Pran.g_01038	Praf.g_02194
OG0000897	Pran.g_01040	Praf.g_02192
OG0000898	Pran.g_01041	Praf.g_02191
OG0000899	Pran.g_01042	Praf.g_02190
OG0000900	Pran.g_01044	Praf.g_02189
OG0000901	Pran.g_01047	Praf.g_02185
OG0000902	Pran.g_01049	Praf.g_02183
OG0000903	Pran.g_01052	Praf.g_02170
OG0000904	Pran.g_01054	Praf.g_02175
OG0000905	Pran.g_01058	Praf.g_02177
OG0000906	Pran.g_01059	Praf.g_02179
OG0000907	Pran.g_01062	Praf.g_02163
OG0000908	Pran.g_01065	Praf.g_02160
OG0000909	Pran.g_01066	Praf.g_02159
OG0000910	Pran.g_01067	Praf.g_02158
OG0000911	Pran.g_01070	Praf.g_02156
OG0000912	Pran.g_01071	Praf.g_02155
OG0000913	Pran.g_01072	Praf.g_02154
OG0000914	Pran.g_01073	Praf.g_02153
OG0000915	Pran.g_01074	Praf.g_02152
OG0000916	Pran.g_01075	Praf.g_02151
OG0000917	Pran.g_01076	Praf.g_02150
OG0000918	Pran.g_01077	Praf.g_02149
OG0000919	Pran.g_01078	Praf.g_02148
OG0000920	Pran.g_01079	Praf.g_02147
OG0000921	Pran.g_01080	Praf.g_02146
OG0000922	Pran.g_01081	Praf.g_02145
OG0000923	Pran.g_01085	Praf.g_02141
OG0000924	Pran.g_01086	Praf.g_02140
OG0000925	Pran.g_01087	Praf.g_02139
OG0000926	Pran.g_01088	Praf.g_02138
OG0000927	Pran.g_01090	Praf.g_02136
OG0000928	Pran.g_01091	Praf.g_02135
OG0000929	Pran.g_01092	Praf.g_02134
OG0000930	Pran.g_01093	Praf.g_02133
OG0000931	Pran.g_01094	Praf.g_02132
OG0000932	Pran.g_01095	Praf.g_02131
OG0000933	Pran.g_01099	Praf.g_02126
OG0000934	Pran.g_01101	Praf.g_02124
OG0000935	Pran.g_01102	Praf.g_02123
OG0000936	Pran.g_01103	Praf.g_02122
OG0000937	Pran.g_01104	Praf.g_02121
OG0000938	Pran.g_01106	Praf.g_02118
OG0000939	Pran.g_01107	Praf.g_02117
OG0000940	Pran.g_01114	Praf.g_02106
OG0000941	Pran.g_01116	Praf.g_02104
OG0000942	Pran.g_01118	Praf.g_02102
OG0000943	Pran.g_01119	Praf.g_02101
OG0000944	Pran.g_01120	Praf.g_02099
OG0000945	Pran.g_01121	Praf.g_02097
OG0000946	Pran.g_01125	Praf.g_02082
OG0000947	Pran.g_01127	Praf.g_02079
OG0000948	Pran.g_01128	Praf.g_02078
OG0000949	Pran.g_01131	Praf.g_02075
OG0000950	Pran.g_01136	Praf.g_02383
OG0000951	Pran.g_01139	Praf.g_02388
OG0000952	Pran.g_01143	Praf.g_02393
OG0000953	Pran.g_01146	Praf.g_02397
OG0000954	Pran.g_01150	Praf.g_00195
OG0000955	Pran.g_01151	Praf.g_00194
OG0000956	Pran.g_01153	Praf.g_00192
OG0000957	Pran.g_01158	Praf.g_00180
OG0000958	Pran.g_01159	Praf.g_00179
OG0000959	Pran.g_01163	Praf.g_00175
OG0000960	Pran.g_01164	Praf.g_00174
OG0000961	Pran.g_01166	Praf.g_00165
OG0000962	Pran.g_01168	Praf.g_00163
OG0000963	Pran.g_01172	Praf.g_00157
OG0000964	Pran.g_01173	Praf.g_00156
OG0000965	Pran.g_01174	Praf.g_00155
OG0000966	Pran.g_01182	Praf.g_00089
OG0000967	Pran.g_01186	Praf.g_00082
OG0000968	Pran.g_01188	Praf.g_00077
OG0000969	Pran.g_01189	Praf.g_00075
OG0000970	Pran.g_01190	Praf.g_00074
OG0000971	Pran.g_01191	Praf.g_00072
OG0000972	Pran.g_01192	Praf.g_00071
OG0000973	Pran.g_01193	Praf.g_00070
OG0000974	Pran.g_01194	Praf.g_00069
OG0000975	Pran.g_01195	Praf.g_00068
OG0000976	Pran.g_01196	Praf.g_00067
OG0000977	Pran.g_01197	Praf.g_00064
OG0000978	Pran.g_01198	Praf.g_00063
OG0000979	Pran.g_01201	Praf.g_00060
OG0000980	Pran.g_01202	Praf.g_00056
OG0000981	Pran.g_01204	Praf.g_00053
OG0000982	Pran.g_01206	Praf.g_02657
OG0000983	Pran.g_01207	Praf.g_02658
OG0000984	Pran.g_01208	Praf.g_02659
OG0000985	Pran.g_01211	Praf.g_02663
OG0000986	Pran.g_01213	Praf.g_02665
OG0000987	Pran.g_01214	Praf.g_02667
OG0000988	Pran.g_01217	Praf.g_02671
OG0000989	Pran.g_01221	Praf.g_02680
OG0000990	Pran.g_01224	Praf.g_02702
OG0000991	Pran.g_01225	Praf.g_02716
OG0000992	Pran.g_01227	Praf.g_02719
OG0000993	Pran.g_01228	Praf.g_02720
OG0000994	Pran.g_01229	Praf.g_02723
OG0000995	Pran.g_01233	Praf.g_02730
OG0000996	Pran.g_01234	Praf.g_02743
OG0000997	Pran.g_01235	Praf.g_02753
OG0000998	Pran.g_01237	Praf.g_02755
OG0000999	Pran.g_01238	Praf.g_02756
OG0001000	Pran.g_01241	Praf.g_02759
OG0001001	Pran.g_01243	Praf.g_02764
OG0001002	Pran.g_01247	Praf.g_02770
OG0001003	Pran.g_01249	Praf.g_02772
OG0001004	Pran.g_01250	Praf.g_02773
OG0001005	Pran.g_01251	Praf.g_02775
OG0001006	Pran.g_01255	Praf.g_02781
OG0001007	Pran.g_01257	Praf.g_02783
OG0001008	Pran.g_01743	Praf.g_01988
OG0001009	Pran.g_00397	Praf.g_00032
OG0001010	Pran.g_00396	Praf.g_00033
OG0001011	Pran.g_00395	Praf.g_00035
OG0001012	Pran.g_00382	Praf.g_02654
OG0001013	Pran.g_00377	Praf.g_02603
OG0001014	Pran.g_00374	Praf.g_02597
OG0001015	Pran.g_00373	Praf.g_02596
OG0001016	Pran.g_00359	Praf.g_00316
OG0001017	Pran.g_00355	Praf.g_00310
OG0001018	Pran.g_00352	Praf.g_00308
OG0001019	Pran.g_00343	Praf.g_00296
OG0001020	Pran.g_00342	Praf.g_00268
OG0001021	Pran.g_00341	Praf.g_00264
OG0001022	Pran.g_00339	Praf.g_00259
OG0001023	Pran.g_00338	Praf.g_00258
OG0001024	Pran.g_00335	Praf.g_00254
OG0001025	Pran.g_00329	Praf.g_00247
OG0001026	Pran.g_00322	Praf.g_00230
OG0001027	Pran.g_00321	Praf.g_00225
OG0001028	Pran.g_00319	Praf.g_00223
OG0001029	Pran.g_00318	Praf.g_00221
OG0001030	Pran.g_00304	Praf.g_02408
OG0001031	Pran.g_00246	Praf.g_02497
OG0001032	Pran.g_00245	Praf.g_02500
OG0001033	Pran.g_00224	Praf.g_02533
OG0001034	Pran.g_00196	Praf.g_00385
OG0001035	Pran.g_01938	Praf.g_02243
OG0001036	Pran.g_01934	Praf.g_02247
OG0001037	Pran.g_01933	Praf.g_02249
OG0001038	Pran.g_01916	Praf.g_02277
OG0001039	Pran.g_01913	Praf.g_02280
OG0001040	Pran.g_01911	Praf.g_02283
OG0001041	Pran.g_01907	Praf.g_02288
OG0001042	Pran.g_01890	Praf.g_02316
OG0001043	Pran.g_01889	Praf.g_02318
OG0001044	Pran.g_01861	Praf.g_02055
OG0001045	Pran.g_01853	Praf.g_02044
OG0001046	Pran.g_01816	Praf.g_00495
OG0001047	Pran.g_01741	Praf.g_01986
OG0001048	Pran.g_01740	Praf.g_01985
OG0001049	Pran.g_01738	Praf.g_01982
OG0001050	Pran.g_01737	Praf.g_01981
OG0001051	Pran.g_01736	Praf.g_01980
OG0001052	Pran.g_01707	Praf.g_01911
OG0001053	Pran.g_01695	Praf.g_00598
OG0001054	Pran.g_01680	Praf.g_00615
OG0001055	Pran.g_01661	Praf.g_00636
OG0001056	Pran.g_01642	Praf.g_00665
OG0001057	Pran.g_01637	Praf.g_00675
OG0001058	Pran.g_01629	Praf.g_00689
OG0001059	Pran.g_01625	Praf.g_00693
OG0001060	Pran.g_01618	Praf.g_00700
OG0001061	Pran.g_01604	Praf.g_00717
OG0001062	Pran.g_01602	Praf.g_00719
OG0001063	Pran.g_01600	Praf.g_00723
OG0001064	Pran.g_01599	Praf.g_00724
OG0001065	Pran.g_01598	Praf.g_00725
OG0001066	Pran.g_01597	Praf.g_00726
OG0001067	Pran.g_01596	Praf.g_00728
OG0001068	Pran.g_01595	Praf.g_00729
OG0001069	Pran.g_01594	Praf.g_00730
OG0001070	Pran.g_01591	Praf.g_00734
OG0001071	Pran.g_01590	Praf.g_00735
OG0001072	Pran.g_01588	Praf.g_00738
OG0001073	Pran.g_01574	Praf.g_00758
OG0001074	Pran.g_01563	Praf.g_01659
OG0001075	Pran.g_01562	Praf.g_01661
OG0001076	Pran.g_01554	Praf.g_01669
OG0001077	Pran.g_01550	Praf.g_01680
OG0001078	Pran.g_01542	Praf.g_01693
OG0001079	Pran.g_01531	Praf.g_01713
OG0001080	Pran.g_01525	Praf.g_01722
OG0001081	Pran.g_01523	Praf.g_01728
OG0001082	Pran.g_01522	Praf.g_01729
OG0001083	Pran.g_01517	Praf.g_01737
OG0001084	Pran.g_01516	Praf.g_01738
OG0001085	Pran.g_01508	Praf.g_01749
OG0001086	Pran.g_01507	Praf.g_01751
OG0001087	Pran.g_01490	Praf.g_01225
OG0001088	Pran.g_01489	Praf.g_01221
OG0001089	Pran.g_01481	Praf.g_01124
OG0001090	Pran.g_01459	Praf.g_01303
OG0001091	Pran.g_01457	Praf.g_01305
OG0001092	Pran.g_01456	Praf.g_01307
OG0001093	Pran.g_01451	Praf.g_01311
OG0001094	Pran.g_01349	Praf.g_01524
OG0001095	Pran.g_01330	Praf.g_01543
OG0001096	Pran.g_01317	Praf.g_01560
OG0001097	Pran.g_01299	Praf.g_01602
OG0001098	Pran.g_01283	Praf.g_01444
OG0001099	Pran.g_00418	Praf.g_00222
OG0001100	Pran.g_00422	Praf.g_01454
OG0001101	Pran.g_00424	Praf.g_01455
OG0001102	Pran.g_00426	Praf.g_01458
OG0001103	Pran.g_00428	Praf.g_01460
OG0001104	Pran.g_00450	Praf.g_01511
OG0001105	Pran.g_00454	Praf.g_01506
OG0001106	Pran.g_00478	Praf.g_01404
OG0001107	Pran.g_00485	Praf.g_01394
OG0001108	Pran.g_00489	Praf.g_01387
OG0001109	Pran.g_00490	Praf.g_01385
OG0001110	Pran.g_00492	Praf.g_01382
OG0001111	Pran.g_00493	Praf.g_01380
OG0001112	Pran.g_00494	Praf.g_01378
OG0001113	Pran.g_00495	Praf.g_01377
OG0001114	Pran.g_00496	Praf.g_01376
OG0001115	Pran.g_00498	Praf.g_01374
OG0001116	Pran.g_00499	Praf.g_01372
OG0001117	Pran.g_00500	Praf.g_01371
OG0001118	Pran.g_00501	Praf.g_01370
OG0001119	Pran.g_00502	Praf.g_01369
OG0001120	Pran.g_00504	Praf.g_01366
OG0001122	Pran.g_00540	Praf.g_01340
OG0001123	Pran.g_00544	Praf.g_01333
OG0001124	Pran.g_00546	Praf.g_01331
OG0001125	Pran.g_00547	Praf.g_01329
OG0001126	Pran.g_00557	Praf.g_01287
OG0001127	Pran.g_00558	Praf.g_01286
OG0001128	Pran.g_00560	Praf.g_01283
OG0001129	Pran.g_00561	Praf.g_01281
OG0001130	Pran.g_00562	Praf.g_01280
OG0001131	Pran.g_00154	Praf.g_01296
OG0001132	Pran.g_00144	Praf.g_01652
OG0001133	Pran.g_00110	Praf.g_01671
OG0001134	Pran.g_00093	Praf.g_02690
OG0001135	Pran.g_00090	Praf.g_02692
OG0001136	Pran.g_00063	Praf.g_00852
OG0001137	Pran.g_00052	Praf.g_00872
OG0001138	Pran.g_00034	Praf.g_00923
OG0001139	Pran.g_00033	Praf.g_00925
OG0001140	Pran.g_00032	Praf.g_00926
OG0001141	Pran.g_00031	Praf.g_00927
OG0001142	Pran.g_00030	Praf.g_00928
OG0001143	Pran.g_00023	Praf.g_00912
OG0001144	Pran.g_00018	Praf.g_00904
OG0001145	Pran.g_00884	Praf.g_00806
OG0001146	Pran.g_00872	Praf.g_00790
OG0001147	Pran.g_00854	Praf.g_01897
OG0001148	Pran.g_00839	Praf.g_00582
OG0001149	Pran.g_00838	Praf.g_00581
OG0001150	Pran.g_00837	Praf.g_00580
OG0001151	Pran.g_00826	Praf.g_00568
OG0001152	Pran.g_00825	Praf.g_00567
OG0001153	Pran.g_00701	Praf.g_01842
OG0001154	Pran.g_00700	Praf.g_01843
OG0001155	Pran.g_00688	Praf.g_00540
OG0001156	Pran.g_00685	Praf.g_00537
OG0001157	Pran.g_00684	Praf.g_01653
OG0001158	Pran.g_00683	Praf.g_00536
OG0001159	Pran.g_00682	Praf.g_00535
OG0001160	Pran.g_00658	Praf.g_00504
OG0001161	Pran.g_00646	Praf.g_01650
OG0001162	Pran.g_00632	Praf.g_01145
OG0001163	Pran.g_00962	Praf.g_00492
OG0001164	Pran.g_00966	Praf.g_00487
OG0001165	Pran.g_00969	Praf.g_00484
OG0001166	Pran.g_00989	Praf.g_00459
OG0001167	Pran.g_01006	Praf.g_00437
OG0001168	Pran.g_01008	Praf.g_00435
