Orthogroup	Pran	Syaj
OG0000563	Pran.g_01621	Syaj.g_00191
OG0000564	Pran.g_01620	Syaj.g_00192
OG0000565	Pran.g_01617	Syaj.g_00195
OG0000566	Pran.g_01614	Syaj.g_00199
OG0000567	Pran.g_01610	Syaj.g_00203
OG0000568	Pran.g_01609	Syaj.g_00207
OG0000569	Pran.g_01608	Syaj.g_00208
OG0000570	Pran.g_01607	Syaj.g_00209
OG0000571	Pran.g_01605	Syaj.g_00213
OG0000572	Pran.g_01592	Syaj.g_00230
OG0000573	Pran.g_01586	Syaj.g_00238
OG0000574	Pran.g_01585	Syaj.g_00242
OG0000575	Pran.g_01581	Syaj.g_00247
OG0000576	Pran.g_01579	Syaj.g_00249
OG0000577	Pran.g_01578	Syaj.g_00250
OG0000578	Pran.g_01577	Syaj.g_00251
OG0000579	Pran.g_01576	Syaj.g_00252
OG0000580	Pran.g_01575	Syaj.g_00253
OG0000581	Pran.g_01573	Syaj.g_00261
OG0000582	Pran.g_01570	Syaj.g_01338
OG0000583	Pran.g_01569	Syaj.g_01337
OG0000584	Pran.g_01568	Syaj.g_01336
OG0000585	Pran.g_01566	Syaj.g_01334
OG0000586	Pran.g_01565	Syaj.g_01333
OG0000587	Pran.g_01564	Syaj.g_01331
OG0000588	Pran.g_01560	Syaj.g_01313
OG0000589	Pran.g_01557	Syaj.g_01308
OG0000590	Pran.g_01556	Syaj.g_01307
OG0000591	Pran.g_01553	Syaj.g_01299
OG0000592	Pran.g_01552	Syaj.g_01298
OG0000593	Pran.g_01546	Syaj.g_01287
OG0000594	Pran.g_01545	Syaj.g_01286
OG0000595	Pran.g_01544	Syaj.g_01285
OG0000596	Pran.g_01540	Syaj.g_01280
OG0000597	Pran.g_01538	Syaj.g_01277
OG0000598	Pran.g_01537	Syaj.g_01276
OG0000599	Pran.g_01534	Syaj.g_01273
OG0000600	Pran.g_01533	Syaj.g_01272
OG0000601	Pran.g_01532	Syaj.g_01271
OG0000602	Pran.g_01530	Syaj.g_01266
OG0000603	Pran.g_01529	Syaj.g_01265
OG0000604	Pran.g_01528	Syaj.g_01262
OG0000605	Pran.g_01527	Syaj.g_01153
OG0000606	Pran.g_01524	Syaj.g_00698
OG0000607	Pran.g_01521	Syaj.g_00702
OG0000608	Pran.g_01520	Syaj.g_00703
OG0000609	Pran.g_01519	Syaj.g_00705
OG0000610	Pran.g_01514	Syaj.g_00714
OG0000611	Pran.g_01511	Syaj.g_00717
OG0000612	Pran.g_01510	Syaj.g_00718
OG0000613	Pran.g_01505	Syaj.g_02500
OG0000614	Pran.g_01486	Syaj.g_00480
OG0000615	Pran.g_01478	Syaj.g_01065
OG0000616	Pran.g_01472	Syaj.g_02245
OG0000617	Pran.g_01454	Syaj.g_00952
OG0000618	Pran.g_01453	Syaj.g_00951
OG0000619	Pran.g_01452	Syaj.g_00950
OG0000620	Pran.g_01449	Syaj.g_00945
OG0000621	Pran.g_01448	Syaj.g_00944
OG0000622	Pran.g_01447	Syaj.g_00943
OG0000623	Pran.g_01446	Syaj.g_00942
OG0000624	Pran.g_01445	Syaj.g_00940
OG0000625	Pran.g_01444	Syaj.g_00939
OG0000626	Pran.g_01443	Syaj.g_00938
OG0000627	Pran.g_01442	Syaj.g_00765
OG0000628	Pran.g_01441	Syaj.g_00766
OG0000629	Pran.g_01440	Syaj.g_00769
OG0000630	Pran.g_01437	Syaj.g_00773
OG0000631	Pran.g_01352	Syaj.g_00786
OG0000632	Pran.g_01351	Syaj.g_00787
OG0000633	Pran.g_01350	Syaj.g_00789
OG0000634	Pran.g_01347	Syaj.g_01030
OG0000635	Pran.g_01346	Syaj.g_01029
OG0000636	Pran.g_01344	Syaj.g_01024
OG0000637	Pran.g_01342	Syaj.g_01022
OG0000638	Pran.g_01341	Syaj.g_01021
OG0000639	Pran.g_01340	Syaj.g_01020
OG0000640	Pran.g_01339	Syaj.g_01019
OG0000641	Pran.g_01335	Syaj.g_01015
OG0000642	Pran.g_01334	Syaj.g_01014
OG0000643	Pran.g_01333	Syaj.g_01012
OG0000644	Pran.g_01332	Syaj.g_01011
OG0000645	Pran.g_01331	Syaj.g_01009
OG0000646	Pran.g_01329	Syaj.g_01006
OG0000647	Pran.g_01328	Syaj.g_01004
OG0000648	Pran.g_01326	Syaj.g_01001
OG0000649	Pran.g_01325	Syaj.g_01000
OG0000650	Pran.g_01324	Syaj.g_00999
OG0000651	Pran.g_01323	Syaj.g_00998
OG0000652	Pran.g_01322	Syaj.g_00997
OG0000653	Pran.g_01320	Syaj.g_00991
OG0000654	Pran.g_01319	Syaj.g_00990
OG0000655	Pran.g_01318	Syaj.g_00989
OG0000656	Pran.g_01315	Syaj.g_00986
OG0000657	Pran.g_01308	Syaj.g_00382
OG0000658	Pran.g_01307	Syaj.g_00379
OG0000659	Pran.g_01306	Syaj.g_00378
OG0000660	Pran.g_01302	Syaj.g_00374
OG0000661	Pran.g_01300	Syaj.g_00372
OG0000662	Pran.g_01298	Syaj.g_00370
OG0000663	Pran.g_01296	Syaj.g_00367
OG0000664	Pran.g_01295	Syaj.g_00358
OG0000665	Pran.g_01291	Syaj.g_01243
OG0000666	Pran.g_01290	Syaj.g_01154
OG0000667	Pran.g_01285	Syaj.g_02661
OG0000668	Pran.g_00413	Syaj.g_00816
OG0000669	Pran.g_00421	Syaj.g_00730
OG0000670	Pran.g_00423	Syaj.g_00733
OG0000671	Pran.g_00425	Syaj.g_00735
OG0000672	Pran.g_00427	Syaj.g_00739
OG0000673	Pran.g_00430	Syaj.g_00742
OG0000674	Pran.g_00432	Syaj.g_00744
OG0000675	Pran.g_00433	Syaj.g_00757
OG0000676	Pran.g_00435	Syaj.g_00759
OG0000677	Pran.g_00436	Syaj.g_00760
OG0000678	Pran.g_00438	Syaj.g_01075
OG0000679	Pran.g_00442	Syaj.g_01061
OG0000680	Pran.g_00443	Syaj.g_01060
OG0000681	Pran.g_00445	Syaj.g_01057
OG0000682	Pran.g_00446	Syaj.g_01056
OG0000683	Pran.g_00447	Syaj.g_01055
OG0000684	Pran.g_00449	Syaj.g_01051
OG0000685	Pran.g_00451	Syaj.g_01049
OG0000686	Pran.g_00452	Syaj.g_01048
OG0000687	Pran.g_00453	Syaj.g_01047
OG0000688	Pran.g_00456	Syaj.g_01041
OG0000689	Pran.g_00457	Syaj.g_01039
OG0000690	Pran.g_00458	Syaj.g_01038
OG0000691	Pran.g_00459	Syaj.g_01037
OG0000692	Pran.g_00461	Syaj.g_01036
OG0000693	Pran.g_00462	Syaj.g_01034
OG0000694	Pran.g_00463	Syaj.g_01033
OG0000695	Pran.g_00465	Syaj.g_00791
OG0000696	Pran.g_00466	Syaj.g_00792
OG0000697	Pran.g_00467	Syaj.g_00932
OG0000698	Pran.g_00470	Syaj.g_00929
OG0000699	Pran.g_00471	Syaj.g_00928
OG0000700	Pran.g_00472	Syaj.g_00927
OG0000701	Pran.g_00473	Syaj.g_00926
OG0000702	Pran.g_00475	Syaj.g_00916
OG0000703	Pran.g_00476	Syaj.g_00915
OG0000704	Pran.g_00477	Syaj.g_00913
OG0000705	Pran.g_00481	Syaj.g_00906
OG0000706	Pran.g_00482	Syaj.g_00905
OG0000707	Pran.g_00483	Syaj.g_00904
OG0000708	Pran.g_00484	Syaj.g_00901
OG0000709	Pran.g_00488	Syaj.g_00872
OG0000710	Pran.g_00491	Syaj.g_00867
OG0000711	Pran.g_00508	Syaj.g_00839
OG0000712	Pran.g_00510	Syaj.g_00837
OG0000713	Pran.g_00511	Syaj.g_00836
OG0000714	Pran.g_00512	Syaj.g_00834
OG0000715	Pran.g_00514	Syaj.g_00832
OG0000716	Pran.g_00516	Syaj.g_00825
OG0000717	Pran.g_00517	Syaj.g_00824
OG0000718	Pran.g_00537	Syaj.g_00820
OG0000719	Pran.g_00539	Syaj.g_00818
OG0000720	Pran.g_00548	Syaj.g_00805
OG0000721	Pran.g_00550	Syaj.g_00803
OG0000722	Pran.g_00551	Syaj.g_00802
OG0000723	Pran.g_00554	Syaj.g_00934
OG0000724	Pran.g_00563	Syaj.g_00421
OG0000725	Pran.g_00569	Syaj.g_00430
OG0000726	Pran.g_00570	Syaj.g_00431
OG0000727	Pran.g_00571	Syaj.g_00432
OG0000728	Pran.g_00573	Syaj.g_00434
OG0000729	Pran.g_00133	Syaj.g_02397
OG0000730	Pran.g_00129	Syaj.g_02802
OG0000731	Pran.g_00125	Syaj.g_02814
OG0000732	Pran.g_00115	Syaj.g_02315
OG0000733	Pran.g_00092	Syaj.g_02151
OG0000734	Pran.g_00075	Syaj.g_01895
OG0000735	Pran.g_00073	Syaj.g_00286
OG0000736	Pran.g_00072	Syaj.g_00287
OG0000737	Pran.g_00071	Syaj.g_00288
OG0000738	Pran.g_00067	Syaj.g_00293
OG0000739	Pran.g_00066	Syaj.g_00295
OG0000740	Pran.g_00065	Syaj.g_00296
OG0000741	Pran.g_00064	Syaj.g_00299
OG0000742	Pran.g_00061	Syaj.g_00301
OG0000743	Pran.g_00059	Syaj.g_00303
OG0000744	Pran.g_00058	Syaj.g_00304
OG0000745	Pran.g_00057	Syaj.g_00306
OG0000746	Pran.g_00055	Syaj.g_00308
OG0000747	Pran.g_00054	Syaj.g_00309
OG0000748	Pran.g_00051	Syaj.g_00319
OG0000749	Pran.g_00050	Syaj.g_00322
OG0000750	Pran.g_00049	Syaj.g_00323
OG0000751	Pran.g_00047	Syaj.g_00331
OG0000752	Pran.g_00045	Syaj.g_00333
OG0000753	Pran.g_00042	Syaj.g_00336
OG0000754	Pran.g_00039	Syaj.g_00643
OG0000755	Pran.g_00036	Syaj.g_00631
OG0000756	Pran.g_00035	Syaj.g_00625
OG0000757	Pran.g_00029	Syaj.g_00614
OG0000758	Pran.g_00028	Syaj.g_00613
OG0000759	Pran.g_00027	Syaj.g_00612
OG0000760	Pran.g_00026	Syaj.g_00611
OG0000761	Pran.g_00025	Syaj.g_00609
OG0000762	Pran.g_00024	Syaj.g_00603
OG0000763	Pran.g_00022	Syaj.g_00597
OG0000764	Pran.g_00021	Syaj.g_00596
OG0000765	Pran.g_00012	Syaj.g_00577
OG0000766	Pran.g_00011	Syaj.g_00576
OG0000767	Pran.g_00009	Syaj.g_00574
OG0000768	Pran.g_00008	Syaj.g_00573
OG0000769	Pran.g_00006	Syaj.g_00571
OG0000770	Pran.g_00004	Syaj.g_00567
OG0000771	Pran.g_00918	Syaj.g_00415
OG0000772	Pran.g_00899	Syaj.g_01208
OG0000773	Pran.g_00885	Syaj.g_00280
OG0000774	Pran.g_00883	Syaj.g_01502
OG0000775	Pran.g_00881	Syaj.g_01504
OG0000776	Pran.g_00880	Syaj.g_01505
OG0000777	Pran.g_00879	Syaj.g_01506
OG0000778	Pran.g_00878	Syaj.g_01507
OG0000779	Pran.g_00874	Syaj.g_01513
OG0000780	Pran.g_00873	Syaj.g_01517
OG0000781	Pran.g_00870	Syaj.g_01521
OG0000782	Pran.g_00869	Syaj.g_01522
OG0000783	Pran.g_00868	Syaj.g_01524
OG0000784	Pran.g_00867	Syaj.g_01525
OG0000785	Pran.g_00865	Syaj.g_01526
OG0000786	Pran.g_00863	Syaj.g_00265
OG0000787	Pran.g_00862	Syaj.g_00264
OG0000788	Pran.g_00853	Syaj.g_01270
OG0000789	Pran.g_00850	Syaj.g_01121
OG0000790	Pran.g_00836	Syaj.g_00054
OG0000791	Pran.g_00834	Syaj.g_00053
OG0000792	Pran.g_00833	Syaj.g_00052
OG0000793	Pran.g_00830	Syaj.g_00047
OG0000794	Pran.g_00829	Syaj.g_00046
OG0000795	Pran.g_00828	Syaj.g_00045
OG0000796	Pran.g_00824	Syaj.g_00039
OG0000797	Pran.g_00823	Syaj.g_00038
OG0000798	Pran.g_00789	Syaj.g_02568
OG0000799	Pran.g_00751	Syaj.g_01352
OG0000800	Pran.g_00750	Syaj.g_01354
OG0000801	Pran.g_00749	Syaj.g_01355
OG0000802	Pran.g_00747	Syaj.g_01359
OG0000803	Pran.g_00745	Syaj.g_01363
OG0000804	Pran.g_00744	Syaj.g_01366
OG0000805	Pran.g_00742	Syaj.g_01369
OG0000806	Pran.g_00740	Syaj.g_01370
OG0000807	Pran.g_00739	Syaj.g_01372
OG0000808	Pran.g_00738	Syaj.g_01373
OG0000809	Pran.g_00735	Syaj.g_01376
OG0000810	Pran.g_00734	Syaj.g_01377
OG0000811	Pran.g_00730	Syaj.g_01385
OG0000812	Pran.g_00728	Syaj.g_01387
OG0000813	Pran.g_00727	Syaj.g_01388
OG0000814	Pran.g_00725	Syaj.g_01390
OG0000815	Pran.g_00724	Syaj.g_01391
OG0000816	Pran.g_00722	Syaj.g_01392
OG0000817	Pran.g_00721	Syaj.g_01393
OG0000818	Pran.g_00716	Syaj.g_01399
OG0000819	Pran.g_00715	Syaj.g_01400
OG0000820	Pran.g_00714	Syaj.g_01401
OG0000821	Pran.g_00710	Syaj.g_01412
OG0000822	Pran.g_00709	Syaj.g_01414
OG0000823	Pran.g_00708	Syaj.g_01415
OG0000824	Pran.g_00705	Syaj.g_01421
OG0000825	Pran.g_00704	Syaj.g_01422
OG0000826	Pran.g_00703	Syaj.g_01423
OG0000827	Pran.g_00702	Syaj.g_01424
OG0000828	Pran.g_00699	Syaj.g_01427
OG0000829	Pran.g_00698	Syaj.g_01428
OG0000830	Pran.g_00697	Syaj.g_01429
OG0000831	Pran.g_00695	Syaj.g_01431
OG0000832	Pran.g_00689	Syaj.g_01635
OG0000833	Pran.g_00681	Syaj.g_01647
OG0000834	Pran.g_00680	Syaj.g_01649
OG0000835	Pran.g_00679	Syaj.g_01650
OG0000836	Pran.g_00678	Syaj.g_01654
OG0000837	Pran.g_00677	Syaj.g_01661
OG0000838	Pran.g_00675	Syaj.g_01665
OG0000839	Pran.g_00674	Syaj.g_01666
OG0000840	Pran.g_00673	Syaj.g_01667
OG0000841	Pran.g_00672	Syaj.g_01668
OG0000842	Pran.g_00671	Syaj.g_01669
OG0000843	Pran.g_00670	Syaj.g_01670
OG0000844	Pran.g_00669	Syaj.g_01680
OG0000845	Pran.g_00668	Syaj.g_01681
OG0000846	Pran.g_00667	Syaj.g_01682
OG0000847	Pran.g_00666	Syaj.g_01683
OG0000848	Pran.g_00665	Syaj.g_01685
OG0000849	Pran.g_00664	Syaj.g_01686
OG0000850	Pran.g_00662	Syaj.g_01689
OG0000851	Pran.g_00661	Syaj.g_01694
OG0000852	Pran.g_00660	Syaj.g_01695
OG0000853	Pran.g_00656	Syaj.g_01699
OG0000854	Pran.g_00654	Syaj.g_01701
OG0000855	Pran.g_00653	Syaj.g_01702
OG0000856	Pran.g_00636	Syaj.g_01296
OG0000857	Pran.g_00598	Syaj.g_01005
OG0000858	Pran.g_00964	Syaj.g_01708
OG0000859	Pran.g_00965	Syaj.g_01709
OG0000860	Pran.g_00972	Syaj.g_01723
OG0000861	Pran.g_00973	Syaj.g_01724
OG0000862	Pran.g_00974	Syaj.g_01725
OG0000863	Pran.g_00976	Syaj.g_01728
OG0000864	Pran.g_00977	Syaj.g_01729
OG0000865	Pran.g_00978	Syaj.g_01730
OG0000866	Pran.g_00979	Syaj.g_01731
OG0000867	Pran.g_00980	Syaj.g_01732
OG0000868	Pran.g_00981	Syaj.g_01734
OG0000869	Pran.g_00985	Syaj.g_01742
OG0000870	Pran.g_00990	Syaj.g_01747
OG0000871	Pran.g_00991	Syaj.g_01748
OG0000872	Pran.g_00992	Syaj.g_01756
OG0000873	Pran.g_00995	Syaj.g_01759
OG0000874	Pran.g_00998	Syaj.g_01754
OG0000875	Pran.g_00999	Syaj.g_01762
OG0000876	Pran.g_01000	Syaj.g_02084
OG0000877	Pran.g_01002	Syaj.g_01586
OG0000878	Pran.g_01003	Syaj.g_01587
OG0000879	Pran.g_01004	Syaj.g_01588
OG0000880	Pran.g_01005	Syaj.g_01589
OG0000881	Pran.g_01009	Syaj.g_01595
OG0000882	Pran.g_01014	Syaj.g_01599
OG0000883	Pran.g_01015	Syaj.g_01601
OG0000884	Pran.g_01017	Syaj.g_01603
OG0000885	Pran.g_01018	Syaj.g_01604
OG0000886	Pran.g_01019	Syaj.g_01605
OG0000887	Pran.g_01020	Syaj.g_01606
OG0000888	Pran.g_01022	Syaj.g_01608
OG0000889	Pran.g_01024	Syaj.g_01610
OG0000890	Pran.g_01025	Syaj.g_01615
OG0000891	Pran.g_01026	Syaj.g_01616
OG0000892	Pran.g_01028	Syaj.g_01620
OG0000893	Pran.g_01032	Syaj.g_02636
OG0000894	Pran.g_01034	Syaj.g_02639
OG0000895	Pran.g_01037	Syaj.g_02643
OG0000896	Pran.g_01038	Syaj.g_02644
OG0000897	Pran.g_01040	Syaj.g_02646
OG0000898	Pran.g_01041	Syaj.g_02647
OG0000899	Pran.g_01042	Syaj.g_02648
OG0000900	Pran.g_01044	Syaj.g_02649
OG0000901	Pran.g_01047	Syaj.g_02654
OG0000902	Pran.g_01049	Syaj.g_02656
OG0000903	Pran.g_01052	Syaj.g_02689
OG0000904	Pran.g_01054	Syaj.g_02684
OG0000905	Pran.g_01058	Syaj.g_02678
OG0000906	Pran.g_01059	Syaj.g_02676
OG0000907	Pran.g_01062	Syaj.g_02692
OG0000908	Pran.g_01065	Syaj.g_02695
OG0000909	Pran.g_01066	Syaj.g_02696
OG0000910	Pran.g_01067	Syaj.g_02697
OG0000911	Pran.g_01070	Syaj.g_02699
OG0000912	Pran.g_01071	Syaj.g_02700
OG0000913	Pran.g_01072	Syaj.g_02701
OG0000914	Pran.g_01073	Syaj.g_02702
OG0000915	Pran.g_01074	Syaj.g_02704
OG0000916	Pran.g_01075	Syaj.g_02705
OG0000917	Pran.g_01076	Syaj.g_02706
OG0000918	Pran.g_01077	Syaj.g_02707
OG0000919	Pran.g_01078	Syaj.g_02708
OG0000920	Pran.g_01079	Syaj.g_02709
OG0000921	Pran.g_01080	Syaj.g_02710
OG0000922	Pran.g_01081	Syaj.g_02711
OG0000923	Pran.g_01085	Syaj.g_02715
OG0000924	Pran.g_01086	Syaj.g_02716
OG0000925	Pran.g_01087	Syaj.g_02717
OG0000926	Pran.g_01088	Syaj.g_02718
OG0000927	Pran.g_01090	Syaj.g_02720
OG0000928	Pran.g_01091	Syaj.g_02721
OG0000929	Pran.g_01092	Syaj.g_02722
OG0000930	Pran.g_01093	Syaj.g_02723
OG0000931	Pran.g_01094	Syaj.g_02724
OG0000932	Pran.g_01095	Syaj.g_02725
OG0000933	Pran.g_01099	Syaj.g_02731
OG0000934	Pran.g_01101	Syaj.g_02733
OG0000935	Pran.g_01102	Syaj.g_02734
OG0000936	Pran.g_01103	Syaj.g_02735
OG0000937	Pran.g_01104	Syaj.g_02736
OG0000938	Pran.g_01106	Syaj.g_02739
OG0000939	Pran.g_01107	Syaj.g_02740
OG0000940	Pran.g_01114	Syaj.g_02747
OG0000941	Pran.g_01116	Syaj.g_02749
OG0000942	Pran.g_01118	Syaj.g_02751
OG0000943	Pran.g_01119	Syaj.g_02752
OG0000944	Pran.g_01120	Syaj.g_02754
OG0000945	Pran.g_01121	Syaj.g_02756
OG0000946	Pran.g_01125	Syaj.g_02761
OG0000947	Pran.g_01127	Syaj.g_02764
OG0000948	Pran.g_01128	Syaj.g_02765
OG0000949	Pran.g_01131	Syaj.g_02474
OG0000950	Pran.g_01136	Syaj.g_02459
OG0000951	Pran.g_01139	Syaj.g_02452
OG0000952	Pran.g_01143	Syaj.g_02446
OG0000953	Pran.g_01146	Syaj.g_02442
OG0000954	Pran.g_01150	Syaj.g_02435
OG0000955	Pran.g_01151	Syaj.g_02434
OG0000956	Pran.g_01153	Syaj.g_02432
OG0000957	Pran.g_01158	Syaj.g_02419
OG0000958	Pran.g_01159	Syaj.g_02418
OG0000959	Pran.g_01163	Syaj.g_02413
OG0000960	Pran.g_01164	Syaj.g_02412
OG0000961	Pran.g_01166	Syaj.g_02402
OG0000962	Pran.g_01168	Syaj.g_02398
OG0000963	Pran.g_01172	Syaj.g_02393
OG0000964	Pran.g_01173	Syaj.g_02392
OG0000965	Pran.g_01174	Syaj.g_02391
OG0000966	Pran.g_01182	Syaj.g_02370
OG0000967	Pran.g_01186	Syaj.g_02334
OG0000968	Pran.g_01188	Syaj.g_02363
OG0000969	Pran.g_01189	Syaj.g_02338
OG0000970	Pran.g_01190	Syaj.g_02337
OG0000971	Pran.g_01191	Syaj.g_02331
OG0000972	Pran.g_01192	Syaj.g_02330
OG0000973	Pran.g_01193	Syaj.g_02329
OG0000974	Pran.g_01194	Syaj.g_02328
OG0000975	Pran.g_01195	Syaj.g_02327
OG0000976	Pran.g_01196	Syaj.g_02326
OG0000977	Pran.g_01197	Syaj.g_02324
OG0000978	Pran.g_01198	Syaj.g_02322
OG0000979	Pran.g_01201	Syaj.g_02319
OG0000980	Pran.g_01202	Syaj.g_02316
OG0000981	Pran.g_01204	Syaj.g_02313
OG0000982	Pran.g_01206	Syaj.g_02112
OG0000983	Pran.g_01207	Syaj.g_02113
OG0000984	Pran.g_01208	Syaj.g_02114
OG0000985	Pran.g_01211	Syaj.g_02116
OG0000986	Pran.g_01213	Syaj.g_02123
OG0000987	Pran.g_01214	Syaj.g_02125
OG0000988	Pran.g_01217	Syaj.g_02131
OG0000989	Pran.g_01221	Syaj.g_02142
OG0000990	Pran.g_01224	Syaj.g_02165
OG0000991	Pran.g_01225	Syaj.g_02168
OG0000992	Pran.g_01227	Syaj.g_02171
OG0000993	Pran.g_01228	Syaj.g_02173
OG0000994	Pran.g_01229	Syaj.g_02177
OG0000995	Pran.g_01233	Syaj.g_02182
OG0000996	Pran.g_01234	Syaj.g_02221
OG0000997	Pran.g_01235	Syaj.g_02228
OG0000998	Pran.g_01237	Syaj.g_02230
OG0000999	Pran.g_01238	Syaj.g_02231
OG0001000	Pran.g_01241	Syaj.g_02236
OG0001001	Pran.g_01243	Syaj.g_02241
OG0001002	Pran.g_01247	Syaj.g_02248
OG0001003	Pran.g_01249	Syaj.g_02250
OG0001004	Pran.g_01250	Syaj.g_02251
OG0001005	Pran.g_01251	Syaj.g_02252
OG0001006	Pran.g_01255	Syaj.g_02260
OG0001007	Pran.g_01257	Syaj.g_02262
OG0001008	Pran.g_01743	Syaj.g_01554
OG0001009	Pran.g_00397	Syaj.g_02294
OG0001010	Pran.g_00396	Syaj.g_02295
OG0001011	Pran.g_00395	Syaj.g_02296
OG0001012	Pran.g_00382	Syaj.g_02108
OG0001014	Pran.g_00374	Syaj.g_02083
OG0001015	Pran.g_00373	Syaj.g_02082
OG0001016	Pran.g_00359	Syaj.g_01824
OG0001017	Pran.g_00355	Syaj.g_01830
OG0001018	Pran.g_00352	Syaj.g_01832
OG0001019	Pran.g_00343	Syaj.g_01849
OG0001020	Pran.g_00342	Syaj.g_01862
OG0001021	Pran.g_00341	Syaj.g_01867
OG0001022	Pran.g_00339	Syaj.g_01872
OG0001023	Pran.g_00338	Syaj.g_01873
OG0001024	Pran.g_00335	Syaj.g_01877
OG0001025	Pran.g_00329	Syaj.g_01884
OG0001026	Pran.g_00322	Syaj.g_01897
OG0001027	Pran.g_00321	Syaj.g_01903
OG0001028	Pran.g_00319	Syaj.g_01905
OG0001029	Pran.g_00318	Syaj.g_01907
OG0001030	Pran.g_00304	Syaj.g_01933
OG0001031	Pran.g_00246	Syaj.g_02012
OG0001032	Pran.g_00245	Syaj.g_02015
OG0001033	Pran.g_00224	Syaj.g_02044
OG0001034	Pran.g_00196	Syaj.g_02875
OG0001035	Pran.g_01938	Syaj.g_02603
OG0001036	Pran.g_01934	Syaj.g_02599
OG0001037	Pran.g_01933	Syaj.g_02597
OG0001038	Pran.g_01916	Syaj.g_02567
OG0001039	Pran.g_01913	Syaj.g_02564
OG0001040	Pran.g_01911	Syaj.g_02561
OG0001041	Pran.g_01907	Syaj.g_02556
OG0001042	Pran.g_01890	Syaj.g_02527
OG0001043	Pran.g_01889	Syaj.g_02523
OG0001044	Pran.g_01861	Syaj.g_02804
OG0001045	Pran.g_01853	Syaj.g_02817
OG0001046	Pran.g_01816	Syaj.g_00851
OG0001047	Pran.g_01741	Syaj.g_01552
OG0001048	Pran.g_01740	Syaj.g_01551
OG0001049	Pran.g_01738	Syaj.g_01548
OG0001050	Pran.g_01737	Syaj.g_01547
OG0001051	Pran.g_01736	Syaj.g_01546
OG0001052	Pran.g_01707	Syaj.g_01448
OG0001053	Pran.g_01695	Syaj.g_00075
OG0001054	Pran.g_01680	Syaj.g_00092
OG0001055	Pran.g_01661	Syaj.g_00113
OG0001056	Pran.g_01642	Syaj.g_00149
OG0001057	Pran.g_01637	Syaj.g_00160
OG0001058	Pran.g_01629	Syaj.g_00183
OG0001059	Pran.g_01625	Syaj.g_00187
OG0001060	Pran.g_01618	Syaj.g_00193
OG0001061	Pran.g_01604	Syaj.g_00214
OG0001062	Pran.g_01602	Syaj.g_00216
OG0001063	Pran.g_01600	Syaj.g_00222
OG0001064	Pran.g_01599	Syaj.g_00223
OG0001065	Pran.g_01598	Syaj.g_00224
OG0001066	Pran.g_01597	Syaj.g_00225
OG0001067	Pran.g_01596	Syaj.g_00226
OG0001068	Pran.g_01595	Syaj.g_00227
OG0001069	Pran.g_01594	Syaj.g_00228
OG0001070	Pran.g_01591	Syaj.g_00231
OG0001071	Pran.g_01590	Syaj.g_00232
OG0001072	Pran.g_01588	Syaj.g_00236
OG0001073	Pran.g_01574	Syaj.g_00254
OG0001074	Pran.g_01563	Syaj.g_01327
OG0001075	Pran.g_01562	Syaj.g_01325
OG0001076	Pran.g_01554	Syaj.g_01305
OG0001077	Pran.g_01550	Syaj.g_01294
OG0001078	Pran.g_01542	Syaj.g_01282
OG0001079	Pran.g_01531	Syaj.g_01269
OG0001080	Pran.g_01525	Syaj.g_01135
OG0001081	Pran.g_01523	Syaj.g_00699
OG0001082	Pran.g_01522	Syaj.g_00700
OG0001083	Pran.g_01517	Syaj.g_00709
OG0001084	Pran.g_01516	Syaj.g_00711
OG0001085	Pran.g_01508	Syaj.g_00721
OG0001086	Pran.g_01507	Syaj.g_00723
OG0001087	Pran.g_01490	Syaj.g_00498
OG0001088	Pran.g_01489	Syaj.g_00494
OG0001089	Pran.g_01481	Syaj.g_00439
OG0001090	Pran.g_01459	Syaj.g_00959
OG0001091	Pran.g_01457	Syaj.g_00957
OG0001092	Pran.g_01456	Syaj.g_00954
OG0001093	Pran.g_01451	Syaj.g_00948
OG0001094	Pran.g_01349	Syaj.g_01032
OG0001095	Pran.g_01330	Syaj.g_01008
OG0001096	Pran.g_01317	Syaj.g_00988
OG0001097	Pran.g_01299	Syaj.g_00371
OG0001098	Pran.g_01283	Syaj.g_01132
OG0001099	Pran.g_00418	Syaj.g_01906
OG0001100	Pran.g_00422	Syaj.g_00732
OG0001101	Pran.g_00424	Syaj.g_00734
OG0001102	Pran.g_00426	Syaj.g_00737
OG0001103	Pran.g_00428	Syaj.g_00740
OG0001104	Pran.g_00450	Syaj.g_01050
OG0001105	Pran.g_00454	Syaj.g_01046
OG0001106	Pran.g_00478	Syaj.g_00912
OG0001107	Pran.g_00485	Syaj.g_00900
OG0001108	Pran.g_00489	Syaj.g_00870
OG0001109	Pran.g_00490	Syaj.g_00868
OG0001110	Pran.g_00492	Syaj.g_00866
OG0001111	Pran.g_00493	Syaj.g_00864
OG0001112	Pran.g_00494	Syaj.g_00862
OG0001113	Pran.g_00495	Syaj.g_00861
OG0001114	Pran.g_00496	Syaj.g_00860
OG0001115	Pran.g_00498	Syaj.g_00856
OG0001116	Pran.g_00499	Syaj.g_00854
OG0001117	Pran.g_00500	Syaj.g_00853
OG0001118	Pran.g_00501	Syaj.g_00852
OG0001119	Pran.g_00502	Syaj.g_00850
OG0001120	Pran.g_00504	Syaj.g_00846
OG0001121	Pran.g_00095, Pran.g_00507	Syaj.g_00630
OG0001122	Pran.g_00540	Syaj.g_00817
