Orthogroup	Pran	Syae
OG0000583	Pran.g_01569	Syae.g_00019
OG0000584	Pran.g_01568	Syae.g_00020
OG0000585	Pran.g_01566	Syae.g_00022
OG0000586	Pran.g_01565	Syae.g_00023
OG0000587	Pran.g_01564	Syae.g_00025
OG0000588	Pran.g_01560	Syae.g_00043
OG0000589	Pran.g_01557	Syae.g_00047
OG0000590	Pran.g_01556	Syae.g_00048
OG0000591	Pran.g_01553	Syae.g_00056
OG0000592	Pran.g_01552	Syae.g_00057
OG0000593	Pran.g_01546	Syae.g_00070
OG0000594	Pran.g_01545	Syae.g_00071
OG0000595	Pran.g_01544	Syae.g_00072
OG0000596	Pran.g_01540	Syae.g_00077
OG0000597	Pran.g_01538	Syae.g_00080
OG0000598	Pran.g_01537	Syae.g_00081
OG0000599	Pran.g_01534	Syae.g_00084
OG0000600	Pran.g_01533	Syae.g_00085
OG0000601	Pran.g_01532	Syae.g_00086
OG0000602	Pran.g_01530	Syae.g_00091
OG0000603	Pran.g_01529	Syae.g_00092
OG0000604	Pran.g_01528	Syae.g_00095
OG0000605	Pran.g_01527	Syae.g_00260
OG0000606	Pran.g_01524	Syae.g_00616
OG0000607	Pran.g_01521	Syae.g_00613
OG0000608	Pran.g_01520	Syae.g_00612
OG0000609	Pran.g_01519	Syae.g_00610
OG0000610	Pran.g_01514	Syae.g_00601
OG0000611	Pran.g_01511	Syae.g_00598
OG0000612	Pran.g_01510	Syae.g_00597
OG0000613	Pran.g_01505	Syae.g_01910
OG0000614	Pran.g_01486	Syae.g_00765
OG0000615	Pran.g_01478	Syae.g_00557
OG0000616	Pran.g_01472	Syae.g_01696
OG0000617	Pran.g_01454	Syae.g_00464
OG0000618	Pran.g_01453	Syae.g_00463
OG0000619	Pran.g_01452	Syae.g_00462
OG0000620	Pran.g_01449	Syae.g_00456
OG0000621	Pran.g_01448	Syae.g_00455
OG0000622	Pran.g_01447	Syae.g_00454
OG0000623	Pran.g_01446	Syae.g_00453
OG0000624	Pran.g_01445	Syae.g_00451
OG0000625	Pran.g_01444	Syae.g_00450
OG0000626	Pran.g_01443	Syae.g_00449
OG0000627	Pran.g_01442	Syae.g_00299
OG0000628	Pran.g_01441	Syae.g_00300
OG0000629	Pran.g_01440	Syae.g_00303
OG0000630	Pran.g_01437	Syae.g_00310
OG0000631	Pran.g_01352	Syae.g_00317
OG0000632	Pran.g_01351	Syae.g_00318
OG0000633	Pran.g_01350	Syae.g_00320
OG0000634	Pran.g_01347	Syae.g_00525
OG0000635	Pran.g_01346	Syae.g_00524
OG0000636	Pran.g_01344	Syae.g_00522
OG0000637	Pran.g_01342	Syae.g_00520
OG0000638	Pran.g_01341	Syae.g_00519
OG0000639	Pran.g_01340	Syae.g_00518
OG0000640	Pran.g_01339	Syae.g_00517
OG0000641	Pran.g_01335	Syae.g_00513
OG0000642	Pran.g_01334	Syae.g_00512
OG0000643	Pran.g_01333	Syae.g_00510
OG0000644	Pran.g_01332	Syae.g_00509
OG0000645	Pran.g_01331	Syae.g_00507
OG0000646	Pran.g_01329	Syae.g_00504
OG0000647	Pran.g_01328	Syae.g_00502
OG0000648	Pran.g_01326	Syae.g_00499
OG0000649	Pran.g_01325	Syae.g_00498
OG0000650	Pran.g_01324	Syae.g_00497
OG0000651	Pran.g_01323	Syae.g_00496
OG0000652	Pran.g_01322	Syae.g_00495
OG0000653	Pran.g_01320	Syae.g_00493
OG0000654	Pran.g_01319	Syae.g_00492
OG0000655	Pran.g_01318	Syae.g_00491
OG0000656	Pran.g_01315	Syae.g_00488
OG0000657	Pran.g_01308	Syae.g_00834
OG0000658	Pran.g_01307	Syae.g_00837
OG0000659	Pran.g_01306	Syae.g_00838
OG0000660	Pran.g_01302	Syae.g_00842
OG0000661	Pran.g_01300	Syae.g_00844
OG0000662	Pran.g_01298	Syae.g_00846
OG0000663	Pran.g_01296	Syae.g_00849
OG0000664	Pran.g_01295	Syae.g_00850
OG0000665	Pran.g_01291	Syae.g_00121
OG0000666	Pran.g_01290	Syae.g_00258
OG0000667	Pran.g_01285	Syae.g_02056
OG0000668	Pran.g_00413	Syae.g_00418
OG0000669	Pran.g_00421	Syae.g_00585
OG0000670	Pran.g_00423	Syae.g_00582
OG0000671	Pran.g_00425	Syae.g_00580
OG0000672	Pran.g_00427	Syae.g_00577
OG0000673	Pran.g_00430	Syae.g_00574
OG0000674	Pran.g_00432	Syae.g_00572
OG0000675	Pran.g_00433	Syae.g_00571
OG0000676	Pran.g_00435	Syae.g_00569
OG0000677	Pran.g_00436	Syae.g_00568
OG0000678	Pran.g_00438	Syae.g_00564
OG0000679	Pran.g_00442	Syae.g_00555
OG0000680	Pran.g_00443	Syae.g_00554
OG0000681	Pran.g_00445	Syae.g_00551
OG0000682	Pran.g_00446	Syae.g_00550
OG0000683	Pran.g_00447	Syae.g_00549
OG0000684	Pran.g_00449	Syae.g_00545
OG0000685	Pran.g_00451	Syae.g_00543
OG0000686	Pran.g_00452	Syae.g_00542
OG0000687	Pran.g_00453	Syae.g_00541
OG0000688	Pran.g_00456	Syae.g_00536
OG0000689	Pran.g_00457	Syae.g_00534
OG0000690	Pran.g_00458	Syae.g_00533
OG0000691	Pran.g_00459	Syae.g_00532
OG0000692	Pran.g_00461	Syae.g_00531
OG0000693	Pran.g_00462	Syae.g_00529
OG0000694	Pran.g_00463	Syae.g_00528
OG0000695	Pran.g_00465	Syae.g_00322
OG0000696	Pran.g_00466	Syae.g_00323
OG0000697	Pran.g_00467	Syae.g_00325
OG0000698	Pran.g_00470	Syae.g_00328
OG0000699	Pran.g_00471	Syae.g_00330
OG0000700	Pran.g_00472	Syae.g_00331
OG0000701	Pran.g_00473	Syae.g_00332
OG0000702	Pran.g_00475	Syae.g_00341
OG0000703	Pran.g_00476	Syae.g_00342
OG0000704	Pran.g_00477	Syae.g_00345
OG0000705	Pran.g_00481	Syae.g_00352
OG0000706	Pran.g_00482	Syae.g_00353
OG0000707	Pran.g_00483	Syae.g_00354
OG0000708	Pran.g_00484	Syae.g_00357
OG0000709	Pran.g_00488	Syae.g_00365
OG0000710	Pran.g_00491	Syae.g_00369
OG0000711	Pran.g_00508	Syae.g_00398
OG0000712	Pran.g_00510	Syae.g_00400
OG0000713	Pran.g_00511	Syae.g_00401
OG0000714	Pran.g_00512	Syae.g_00403
OG0000715	Pran.g_00514	Syae.g_00405
OG0000716	Pran.g_00516	Syae.g_00409
OG0000717	Pran.g_00517	Syae.g_00410
OG0000718	Pran.g_00537	Syae.g_00414
OG0000719	Pran.g_00539	Syae.g_00416
OG0000720	Pran.g_00548	Syae.g_00429
OG0000721	Pran.g_00550	Syae.g_00431
OG0000722	Pran.g_00551	Syae.g_00432
OG0000723	Pran.g_00554	Syae.g_00445
OG0000724	Pran.g_00563	Syae.g_00799
OG0000725	Pran.g_00569	Syae.g_00789
OG0000726	Pran.g_00570	Syae.g_00788
OG0000727	Pran.g_00571	Syae.g_00787
OG0000728	Pran.g_00573	Syae.g_00785
OG0000729	Pran.g_00133	Syae.g_01819
OG0000730	Pran.g_00129	Syae.g_02189
OG0000731	Pran.g_00125	Syae.g_02201
OG0000732	Pran.g_00115	Syae.g_01764
OG0000733	Pran.g_00092	Syae.g_01599
OG0000734	Pran.g_00075	Syae.g_01371
OG0000735	Pran.g_00073	Syae.g_00942
OG0000736	Pran.g_00072	Syae.g_00941
OG0000737	Pran.g_00071	Syae.g_00940
OG0000738	Pran.g_00067	Syae.g_00935
OG0000739	Pran.g_00066	Syae.g_00928
OG0000740	Pran.g_00065	Syae.g_00927
OG0000741	Pran.g_00064	Syae.g_00924
OG0000742	Pran.g_00061	Syae.g_00922
OG0000743	Pran.g_00059	Syae.g_00920
OG0000744	Pran.g_00058	Syae.g_00919
OG0000745	Pran.g_00057	Syae.g_00917
OG0000746	Pran.g_00055	Syae.g_00915
OG0000747	Pran.g_00054	Syae.g_00914
OG0000748	Pran.g_00051	Syae.g_00902
OG0000749	Pran.g_00050	Syae.g_00900
OG0000750	Pran.g_00049	Syae.g_00899
OG0000751	Pran.g_00047	Syae.g_00892
OG0000752	Pran.g_00045	Syae.g_00890
OG0000753	Pran.g_00042	Syae.g_00887
OG0000754	Pran.g_00039	Syae.g_00641
OG0000755	Pran.g_00036	Syae.g_00651
OG0000756	Pran.g_00035	Syae.g_00652
OG0000757	Pran.g_00029	Syae.g_00661
OG0000758	Pran.g_00028	Syae.g_00662
OG0000759	Pran.g_00027	Syae.g_00663
OG0000760	Pran.g_00026	Syae.g_00664
OG0000761	Pran.g_00025	Syae.g_00668
OG0000762	Pran.g_00024	Syae.g_00672
OG0000763	Pran.g_00022	Syae.g_00676
OG0000764	Pran.g_00021	Syae.g_00677
OG0000765	Pran.g_00012	Syae.g_00695
OG0000766	Pran.g_00011	Syae.g_00696
OG0000767	Pran.g_00009	Syae.g_00698
OG0000768	Pran.g_00008	Syae.g_00699
OG0000769	Pran.g_00006	Syae.g_00701
OG0000770	Pran.g_00004	Syae.g_00704
OG0000771	Pran.g_00918	Syae.g_00805
OG0000772	Pran.g_00899	Syae.g_00168
OG0000773	Pran.g_00885	Syae.g_00947
OG0000774	Pran.g_00883	Syae.g_00951
OG0000775	Pran.g_00881	Syae.g_00954
OG0000776	Pran.g_00880	Syae.g_00955
OG0000777	Pran.g_00879	Syae.g_00956
OG0000778	Pran.g_00878	Syae.g_00957
OG0000779	Pran.g_00874	Syae.g_00963
OG0000780	Pran.g_00873	Syae.g_00967
OG0000781	Pran.g_00870	Syae.g_00971
OG0000782	Pran.g_00869	Syae.g_00972
OG0000783	Pran.g_00868	Syae.g_00973
OG0000784	Pran.g_00867	Syae.g_00974
OG0000785	Pran.g_00865	Syae.g_00976
OG0000786	Pran.g_00863	Syae.g_02477
OG0000787	Pran.g_00862	Syae.g_02476
OG0000788	Pran.g_00853	Syae.g_00087
OG0000789	Pran.g_00850	Syae.g_00281
OG0000790	Pran.g_00836	Syae.g_02294
OG0000791	Pran.g_00834	Syae.g_02292
OG0000792	Pran.g_00833	Syae.g_02291
OG0000793	Pran.g_00830	Syae.g_02286
OG0000794	Pran.g_00829	Syae.g_02285
OG0000795	Pran.g_00828	Syae.g_02284
OG0000796	Pran.g_00824	Syae.g_02280
OG0000797	Pran.g_00823	Syae.g_02279
OG0000798	Pran.g_00789	Syae.g_01972, Syae.g_01205
OG0000799	Pran.g_00751	Syae.g_00010
OG0000800	Pran.g_00750	Syae.g_00009
OG0000801	Pran.g_00749	Syae.g_00008
OG0000802	Pran.g_00747	Syae.g_02686
OG0000803	Pran.g_00745	Syae.g_02680
OG0000804	Pran.g_00744	Syae.g_02677
OG0000805	Pran.g_00742	Syae.g_02663
OG0000806	Pran.g_00740	Syae.g_02661
OG0000807	Pran.g_00739	Syae.g_02659
OG0000808	Pran.g_00738	Syae.g_02658
OG0000809	Pran.g_00735	Syae.g_02655
OG0000810	Pran.g_00734	Syae.g_02654
OG0000811	Pran.g_00730	Syae.g_02648
OG0000812	Pran.g_00728	Syae.g_02646
OG0000813	Pran.g_00727	Syae.g_02645
OG0000814	Pran.g_00725	Syae.g_02643
OG0000815	Pran.g_00724	Syae.g_02642
OG0000816	Pran.g_00722	Syae.g_02641
OG0000817	Pran.g_00721	Syae.g_02640
OG0000818	Pran.g_00716	Syae.g_02634
OG0000819	Pran.g_00715	Syae.g_02633
OG0000820	Pran.g_00714	Syae.g_02632
OG0000821	Pran.g_00710	Syae.g_02626
OG0000822	Pran.g_00709	Syae.g_02624
OG0000823	Pran.g_00708	Syae.g_02623
OG0000824	Pran.g_00705	Syae.g_02617
OG0000825	Pran.g_00704	Syae.g_02616
OG0000826	Pran.g_00703	Syae.g_02615
OG0000827	Pran.g_00702	Syae.g_02614
OG0000828	Pran.g_00699	Syae.g_02612
OG0000829	Pran.g_00698	Syae.g_02611
OG0000830	Pran.g_00697	Syae.g_02610
OG0000831	Pran.g_00695	Syae.g_02608
OG0000832	Pran.g_00689	Syae.g_01081
OG0000833	Pran.g_00681	Syae.g_01106
OG0000834	Pran.g_00680	Syae.g_01108
OG0000835	Pran.g_00679	Syae.g_01109
OG0000836	Pran.g_00678	Syae.g_01113
OG0000837	Pran.g_00677	Syae.g_01115
OG0000838	Pran.g_00675	Syae.g_01119
OG0000839	Pran.g_00674	Syae.g_01120
OG0000840	Pran.g_00673	Syae.g_01121
OG0000841	Pran.g_00672	Syae.g_01122
OG0000842	Pran.g_00671	Syae.g_01123
OG0000843	Pran.g_00670	Syae.g_01124
OG0000844	Pran.g_00669	Syae.g_01125
OG0000845	Pran.g_00668	Syae.g_01126
OG0000846	Pran.g_00667	Syae.g_01127
OG0000847	Pran.g_00666	Syae.g_01128
OG0000848	Pran.g_00665	Syae.g_01130
OG0000849	Pran.g_00664	Syae.g_01131
OG0000850	Pran.g_00662	Syae.g_01133
OG0000851	Pran.g_00661	Syae.g_01139
OG0000852	Pran.g_00660	Syae.g_01140
OG0000853	Pran.g_00656	Syae.g_01144
OG0000854	Pran.g_00654	Syae.g_01146
OG0000855	Pran.g_00653	Syae.g_01147
OG0000856	Pran.g_00636	Syae.g_00059
OG0000857	Pran.g_00598	Syae.g_00503
OG0000858	Pran.g_00964	Syae.g_01153
OG0000859	Pran.g_00965	Syae.g_01154
OG0000860	Pran.g_00972	Syae.g_01165
OG0000861	Pran.g_00973	Syae.g_01166
OG0000862	Pran.g_00974	Syae.g_01167
OG0000863	Pran.g_00976	Syae.g_01170
OG0000864	Pran.g_00977	Syae.g_01171
OG0000865	Pran.g_00978	Syae.g_01172
OG0000866	Pran.g_00979	Syae.g_01173
OG0000867	Pran.g_00980	Syae.g_01174
OG0000868	Pran.g_00981	Syae.g_01177
OG0000869	Pran.g_00985	Syae.g_01182
OG0000870	Pran.g_00990	Syae.g_01187
OG0000871	Pran.g_00991	Syae.g_01188
OG0000872	Pran.g_00992	Syae.g_01196
OG0000873	Pran.g_00995	Syae.g_01199
OG0000874	Pran.g_00998	Syae.g_01194
OG0000875	Pran.g_00999	Syae.g_01244
OG0000876	Pran.g_01000	Syae.g_01020
OG0000877	Pran.g_01002	Syae.g_01025
OG0000878	Pran.g_01003	Syae.g_01026
OG0000879	Pran.g_01004	Syae.g_01027
OG0000880	Pran.g_01005	Syae.g_01028
OG0000881	Pran.g_01009	Syae.g_01034
OG0000882	Pran.g_01014	Syae.g_01039
OG0000883	Pran.g_01015	Syae.g_01041
OG0000884	Pran.g_01017	Syae.g_01043
OG0000885	Pran.g_01018	Syae.g_01044
OG0000886	Pran.g_01019	Syae.g_01045
OG0000887	Pran.g_01020	Syae.g_01046
OG0000888	Pran.g_01022	Syae.g_01048
OG0000889	Pran.g_01024	Syae.g_01050
OG0000890	Pran.g_01025	Syae.g_01056
OG0000891	Pran.g_01026	Syae.g_01057
OG0000892	Pran.g_01028	Syae.g_01059
OG0000893	Pran.g_01032	Syae.g_02031
OG0000894	Pran.g_01034	Syae.g_02034
OG0000895	Pran.g_01037	Syae.g_02038
OG0000896	Pran.g_01038	Syae.g_02039
OG0000897	Pran.g_01040	Syae.g_02041
OG0000898	Pran.g_01041	Syae.g_02042
OG0000899	Pran.g_01042	Syae.g_02043
OG0000900	Pran.g_01044	Syae.g_02044
OG0000901	Pran.g_01047	Syae.g_02049
OG0000902	Pran.g_01049	Syae.g_02051
OG0000903	Pran.g_01052	Syae.g_02077
OG0000904	Pran.g_01054	Syae.g_02071
OG0000905	Pran.g_01058	Syae.g_02065
OG0000906	Pran.g_01059	Syae.g_02063
OG0000907	Pran.g_01062	Syae.g_02079
OG0000908	Pran.g_01065	Syae.g_02082
OG0000909	Pran.g_01066	Syae.g_02083
OG0000910	Pran.g_01067	Syae.g_02084
OG0000911	Pran.g_01070	Syae.g_02086
OG0000912	Pran.g_01071	Syae.g_02087
OG0000913	Pran.g_01072	Syae.g_02088
OG0000914	Pran.g_01073	Syae.g_02089
OG0000915	Pran.g_01074	Syae.g_02091
OG0000916	Pran.g_01075	Syae.g_02092
OG0000917	Pran.g_01076	Syae.g_02093
OG0000918	Pran.g_01077	Syae.g_02094
OG0000919	Pran.g_01078	Syae.g_02095
OG0000920	Pran.g_01079	Syae.g_02096
OG0000921	Pran.g_01080	Syae.g_02097
OG0000922	Pran.g_01081	Syae.g_02098
OG0000923	Pran.g_01085	Syae.g_02102
OG0000924	Pran.g_01086	Syae.g_02103
OG0000925	Pran.g_01087	Syae.g_02104
OG0000926	Pran.g_01088	Syae.g_02105
OG0000927	Pran.g_01090	Syae.g_02107
OG0000928	Pran.g_01091	Syae.g_02108
OG0000929	Pran.g_01092	Syae.g_02109
OG0000930	Pran.g_01093	Syae.g_02110
OG0000931	Pran.g_01094	Syae.g_02111
OG0000932	Pran.g_01095	Syae.g_02112
OG0000933	Pran.g_01099	Syae.g_02118
OG0000934	Pran.g_01101	Syae.g_02120
OG0000935	Pran.g_01102	Syae.g_02121
OG0000936	Pran.g_01103	Syae.g_02122
OG0000937	Pran.g_01104	Syae.g_02123
OG0000938	Pran.g_01106	Syae.g_02126
OG0000939	Pran.g_01107	Syae.g_02127
OG0000940	Pran.g_01114	Syae.g_02133
OG0000941	Pran.g_01116	Syae.g_02135
OG0000942	Pran.g_01118	Syae.g_02137
OG0000943	Pran.g_01119	Syae.g_02138
OG0000944	Pran.g_01120	Syae.g_02140
OG0000945	Pran.g_01121	Syae.g_02142
OG0000946	Pran.g_01125	Syae.g_02146
OG0000947	Pran.g_01127	Syae.g_02149
OG0000948	Pran.g_01128	Syae.g_02150
OG0000949	Pran.g_01131	Syae.g_01884
OG0000950	Pran.g_01136	Syae.g_01873
OG0000951	Pran.g_01139	Syae.g_01866
OG0000952	Pran.g_01143	Syae.g_01859
OG0000953	Pran.g_01146	Syae.g_01854
OG0000954	Pran.g_01150	Syae.g_01845
OG0000955	Pran.g_01151	Syae.g_01844
OG0000956	Pran.g_01153	Syae.g_01842
OG0000957	Pran.g_01158	Syae.g_01831
OG0000958	Pran.g_01159	Syae.g_01830
OG0000959	Pran.g_01163	Syae.g_01826
OG0000960	Pran.g_01164	Syae.g_01825
OG0000961	Pran.g_01166	Syae.g_01822
OG0000962	Pran.g_01168	Syae.g_01820
OG0000963	Pran.g_01172	Syae.g_01814
OG0000964	Pran.g_01173	Syae.g_01813
OG0000965	Pran.g_01174	Syae.g_01812
OG0000966	Pran.g_01182	Syae.g_01789
OG0000967	Pran.g_01186	Syae.g_01782
OG0000968	Pran.g_01188	Syae.g_01787
OG0000969	Pran.g_01189	Syae.g_01785
OG0000970	Pran.g_01190	Syae.g_01784
OG0000971	Pran.g_01191	Syae.g_01779
OG0000972	Pran.g_01192	Syae.g_01778
OG0000973	Pran.g_01193	Syae.g_01777
OG0000974	Pran.g_01194	Syae.g_01776
OG0000975	Pran.g_01195	Syae.g_01775
OG0000976	Pran.g_01196	Syae.g_01774
OG0000977	Pran.g_01197	Syae.g_01772
OG0000978	Pran.g_01198	Syae.g_01771
OG0000979	Pran.g_01201	Syae.g_01768
OG0000980	Pran.g_01202	Syae.g_01765
OG0000981	Pran.g_01204	Syae.g_01762
OG0000982	Pran.g_01206	Syae.g_01568
OG0000983	Pran.g_01207	Syae.g_01569
OG0000984	Pran.g_01208	Syae.g_01570
OG0000985	Pran.g_01211	Syae.g_01572
OG0000986	Pran.g_01213	Syae.g_01575
OG0000987	Pran.g_01214	Syae.g_01577
OG0000988	Pran.g_01217	Syae.g_01583
OG0000989	Pran.g_01221	Syae.g_01591
OG0000990	Pran.g_01224	Syae.g_01606
OG0000991	Pran.g_01225	Syae.g_01609
OG0000992	Pran.g_01227	Syae.g_01612
OG0000993	Pran.g_01228	Syae.g_01613
OG0000994	Pran.g_01229	Syae.g_01616
OG0000995	Pran.g_01233	Syae.g_01627
OG0000996	Pran.g_01234	Syae.g_01667
OG0000997	Pran.g_01235	Syae.g_01678
OG0000998	Pran.g_01237	Syae.g_01680
OG0000999	Pran.g_01238	Syae.g_01683
OG0001000	Pran.g_01241	Syae.g_01686
OG0001001	Pran.g_01243	Syae.g_01692
OG0001002	Pran.g_01247	Syae.g_01699
OG0001003	Pran.g_01249	Syae.g_01701
OG0001004	Pran.g_01250	Syae.g_01702
OG0001005	Pran.g_01251	Syae.g_01703
OG0001006	Pran.g_01255	Syae.g_01710
OG0001007	Pran.g_01257	Syae.g_01712
OG0001008	Pran.g_01743	Syae.g_00993
OG0001009	Pran.g_00397	Syae.g_01744
OG0001010	Pran.g_00396	Syae.g_01745
OG0001011	Pran.g_00395	Syae.g_01747
OG0001012	Pran.g_00382	Syae.g_01564
OG0001013	Pran.g_00377	Syae.g_01552
OG0001014	Pran.g_00374	Syae.g_01548
OG0001015	Pran.g_00373	Syae.g_01547
OG0001016	Pran.g_00359	Syae.g_01290
OG0001017	Pran.g_00355	Syae.g_01296
OG0001018	Pran.g_00352	Syae.g_01298
OG0001019	Pran.g_00343	Syae.g_01334
OG0001020	Pran.g_00342	Syae.g_01340
OG0001021	Pran.g_00341	Syae.g_01344
OG0001022	Pran.g_00339	Syae.g_01348
OG0001023	Pran.g_00338	Syae.g_01349
OG0001024	Pran.g_00335	Syae.g_01353
OG0001025	Pran.g_00329	Syae.g_01360
OG0001026	Pran.g_00322	Syae.g_01373
OG0001027	Pran.g_00321	Syae.g_01377
OG0001028	Pran.g_00319	Syae.g_01379
OG0001029	Pran.g_00318	Syae.g_01381
OG0001030	Pran.g_00304	Syae.g_01403
OG0001031	Pran.g_00246	Syae.g_01475
OG0001032	Pran.g_00245	Syae.g_01479
OG0001033	Pran.g_00224	Syae.g_01505
OG0001034	Pran.g_00196	Syae.g_02238
OG0001035	Pran.g_01938	Syae.g_02006
OG0001036	Pran.g_01934	Syae.g_02001
OG0001037	Pran.g_01933	Syae.g_01999
OG0001038	Pran.g_01916	Syae.g_01971
OG0001039	Pran.g_01913	Syae.g_01968
OG0001040	Pran.g_01911	Syae.g_01965
OG0001041	Pran.g_01907	Syae.g_01960
OG0001042	Pran.g_01890	Syae.g_01935
OG0001043	Pran.g_01889	Syae.g_01931
OG0001044	Pran.g_01861	Syae.g_02191
OG0001045	Pran.g_01853	Syae.g_02204
OG0001046	Pran.g_01816	Syae.g_00385
OG0001047	Pran.g_01741	Syae.g_00991
OG0001048	Pran.g_01740	Syae.g_00990
OG0001049	Pran.g_01738	Syae.g_00987
OG0001050	Pran.g_01737	Syae.g_00986
OG0001051	Pran.g_01736	Syae.g_00985
OG0001052	Pran.g_01707	Syae.g_02526
OG0001053	Pran.g_01695	Syae.g_02312
OG0001054	Pran.g_01680	Syae.g_02329
OG0001055	Pran.g_01661	Syae.g_02350
OG0001056	Pran.g_01642	Syae.g_02379
OG0001057	Pran.g_01637	Syae.g_02388
OG0001058	Pran.g_01629	Syae.g_02402
OG0001059	Pran.g_01625	Syae.g_02406
OG0001060	Pran.g_01618	Syae.g_02412
OG0001061	Pran.g_01604	Syae.g_02434
OG0001062	Pran.g_01602	Syae.g_02436
OG0001063	Pran.g_01600	Syae.g_02440
OG0001064	Pran.g_01599	Syae.g_02441
OG0001065	Pran.g_01598	Syae.g_02442
OG0001066	Pran.g_01597	Syae.g_02443
OG0001067	Pran.g_01596	Syae.g_02444
OG0001068	Pran.g_01595	Syae.g_02445
OG0001069	Pran.g_01594	Syae.g_02446
OG0001070	Pran.g_01591	Syae.g_02449
OG0001071	Pran.g_01590	Syae.g_02450
OG0001072	Pran.g_01588	Syae.g_02454
OG0001073	Pran.g_01574	Syae.g_02468
OG0001074	Pran.g_01563	Syae.g_00027
OG0001075	Pran.g_01562	Syae.g_00029
OG0001076	Pran.g_01554	Syae.g_00050
OG0001077	Pran.g_01550	Syae.g_00061
OG0001078	Pran.g_01542	Syae.g_00075
OG0001079	Pran.g_01531	Syae.g_00088
OG0001080	Pran.g_01525	Syae.g_00267
OG0001081	Pran.g_01523	Syae.g_00615
OG0001082	Pran.g_01522	Syae.g_00614
OG0001083	Pran.g_01517	Syae.g_00605
OG0001084	Pran.g_01516	Syae.g_00604
OG0001085	Pran.g_01508	Syae.g_00594
OG0001086	Pran.g_01507	Syae.g_00592
OG0001087	Pran.g_01490	Syae.g_00751
OG0001088	Pran.g_01489	Syae.g_00755
OG0001089	Pran.g_01481	Syae.g_00781
OG0001090	Pran.g_01459	Syae.g_00471
OG0001091	Pran.g_01457	Syae.g_00469
OG0001092	Pran.g_01456	Syae.g_00466
OG0001093	Pran.g_01451	Syae.g_00460
OG0001094	Pran.g_01349	Syae.g_00527
OG0001095	Pran.g_01330	Syae.g_00506
OG0001096	Pran.g_01317	Syae.g_00490
OG0001097	Pran.g_01299	Syae.g_00845
OG0001098	Pran.g_01283	Syae.g_00269
OG0001099	Pran.g_00418	Syae.g_01380
OG0001100	Pran.g_00422	Syae.g_00583
OG0001101	Pran.g_00424	Syae.g_00581
OG0001102	Pran.g_00426	Syae.g_00578
OG0001103	Pran.g_00428	Syae.g_00576
OG0001104	Pran.g_00450	Syae.g_00544
OG0001105	Pran.g_00454	Syae.g_00540
OG0001106	Pran.g_00478	Syae.g_00346
OG0001107	Pran.g_00485	Syae.g_00358
OG0001108	Pran.g_00489	Syae.g_00366
OG0001109	Pran.g_00490	Syae.g_00368
OG0001110	Pran.g_00492	Syae.g_00370
OG0001111	Pran.g_00493	Syae.g_00372
OG0001112	Pran.g_00494	Syae.g_00374
OG0001113	Pran.g_00495	Syae.g_00375
OG0001114	Pran.g_00496	Syae.g_00376
OG0001115	Pran.g_00498	Syae.g_00380
OG0001116	Pran.g_00499	Syae.g_00382
OG0001117	Pran.g_00500	Syae.g_00383
OG0001118	Pran.g_00501	Syae.g_00384
OG0001119	Pran.g_00502	Syae.g_00386
OG0001120	Pran.g_00504	Syae.g_00390
OG0001121	Pran.g_00095, Pran.g_00507	Syae.g_00133
OG0001122	Pran.g_00540	Syae.g_00417
OG0001123	Pran.g_00544	Syae.g_00424
OG0001124	Pran.g_00546	Syae.g_00426
OG0001125	Pran.g_00547	Syae.g_00428
OG0001126	Pran.g_00557	Syae.g_00807
OG0001127	Pran.g_00558	Syae.g_00806
OG0001128	Pran.g_00560	Syae.g_00803
OG0001129	Pran.g_00561	Syae.g_00801
OG0001130	Pran.g_00562	Syae.g_00800
OG0001131	Pran.g_00154	Syae.g_00562
OG0001132	Pran.g_00144	Syae.g_00242
OG0001133	Pran.g_00110	Syae.g_00053
OG0001134	Pran.g_00093	Syae.g_00638
OG0001135	Pran.g_00090	Syae.g_00636
OG0001136	Pran.g_00063	Syae.g_00923
OG0001137	Pran.g_00052	Syae.g_00903
OG0001138	Pran.g_00034	Syae.g_00654
OG0001139	Pran.g_00033	Syae.g_00656
OG0001140	Pran.g_00032	Syae.g_00657
OG0001141	Pran.g_00031	Syae.g_00658
OG0001142	Pran.g_00030	Syae.g_00660
OG0001143	Pran.g_00023	Syae.g_00673
OG0001144	Pran.g_00018	Syae.g_00684
OG0001145	Pran.g_00884	Syae.g_00948
OG0001146	Pran.g_00872	Syae.g_00968
OG0001147	Pran.g_00854	Syae.g_02536
OG0001148	Pran.g_00839	Syae.g_02297
OG0001149	Pran.g_00838	Syae.g_02296
OG0001150	Pran.g_00837	Syae.g_02295
OG0001151	Pran.g_00826	Syae.g_02282
OG0001152	Pran.g_00825	Syae.g_02281
OG0001153	Pran.g_00701	Syae.g_02613
OG0001155	Pran.g_00688	Syae.g_01083
OG0001156	Pran.g_00685	Syae.g_01093
OG0001157	Pran.g_00684	Syae.g_01094
OG0001158	Pran.g_00683	Syae.g_01100
OG0001159	Pran.g_00682	Syae.g_01103
OG0001160	Pran.g_00658	Syae.g_01142
OG0001161	Pran.g_00646	Syae.g_01597
OG0001162	Pran.g_00632	Syae.g_00487
OG0001163	Pran.g_00962	Syae.g_01150
OG0001164	Pran.g_00966	Syae.g_01156
