Orthogroup	Prbm	Prao
OG0000547	Prbm.g_00626	Prao.g_00034
OG0000548	Prbm.g_00627	Prao.g_00035
OG0000549	Prbm.g_00629	Prao.g_00037
OG0000550	Prbm.g_00630	Prao.g_00038
OG0000551	Prbm.g_00631	Prao.g_00039
OG0000552	Prbm.g_00632	Prao.g_00040
OG0000553	Prbm.g_00633	Prao.g_00041
OG0000554	Prbm.g_00634	Prao.g_00042
OG0000555	Prbm.g_00636	Prao.g_00043
OG0000556	Prbm.g_00637	Prao.g_00044
OG0000557	Prbm.g_00638	Prao.g_00045
OG0000558	Prbm.g_00639	Prao.g_00046
OG0000559	Prbm.g_00640	Prao.g_00047
OG0000560	Prbm.g_00641	Prao.g_00048
OG0000561	Prbm.g_00642	Prao.g_00049
OG0000562	Prbm.g_00643	Prao.g_00050
OG0000563	Prbm.g_00644	Prao.g_00051
OG0000564	Prbm.g_00645	Prao.g_00052
OG0000565	Prbm.g_00646	Prao.g_00053
OG0000566	Prbm.g_00647	Prao.g_00054
OG0000567	Prbm.g_00648	Prao.g_00055
OG0000568	Prbm.g_00649	Prao.g_00056
OG0000569	Prbm.g_00652	Prao.g_00060
OG0000570	Prbm.g_00653	Prao.g_00061
OG0000571	Prbm.g_00654	Prao.g_00063
OG0000572	Prbm.g_00656	Prao.g_00064
OG0000573	Prbm.g_00657	Prao.g_00065
OG0000574	Prbm.g_00658	Prao.g_00066
OG0000575	Prbm.g_00659	Prao.g_00067
OG0000576	Prbm.g_00660	Prao.g_00068
OG0000577	Prbm.g_00661	Prao.g_00069
OG0000578	Prbm.g_00662	Prao.g_00070
OG0000579	Prbm.g_00663	Prao.g_00071
OG0000580	Prbm.g_00664	Prao.g_00072
OG0000581	Prbm.g_00665	Prao.g_00073
OG0000582	Prbm.g_00666	Prao.g_00074
OG0000583	Prbm.g_00667	Prao.g_00075
OG0000584	Prbm.g_00669	Prao.g_00077
OG0000585	Prbm.g_00670	Prao.g_00078
OG0000586	Prbm.g_00671	Prao.g_00079
OG0000587	Prbm.g_00672	Prao.g_00080
OG0000588	Prbm.g_00673	Prao.g_00081
OG0000589	Prbm.g_00674	Prao.g_00082
OG0000590	Prbm.g_00675	Prao.g_00083
OG0000591	Prbm.g_00676	Prao.g_00084
OG0000592	Prbm.g_00677	Prao.g_00085
OG0000593	Prbm.g_00678	Prao.g_00086
OG0000594	Prbm.g_00679	Prao.g_00087
OG0000595	Prbm.g_00680	Prao.g_00088
OG0000596	Prbm.g_00681	Prao.g_00089
OG0000597	Prbm.g_00685	Prao.g_00093
OG0000598	Prbm.g_00686	Prao.g_00094
OG0000599	Prbm.g_00687	Prao.g_00095
OG0000600	Prbm.g_00688	Prao.g_00096
OG0000601	Prbm.g_00689	Prao.g_00097
OG0000602	Prbm.g_00690	Prao.g_00098
OG0000603	Prbm.g_00691	Prao.g_00099
OG0000604	Prbm.g_00692	Prao.g_00100
OG0000605	Prbm.g_00693	Prao.g_00101
OG0000606	Prbm.g_00694	Prao.g_00102
OG0000607	Prbm.g_00696	Prao.g_00103
OG0000608	Prbm.g_00697	Prao.g_00104
OG0000609	Prbm.g_00699	Prao.g_00106
OG0000610	Prbm.g_00700	Prao.g_00107
OG0000611	Prbm.g_00703	Prao.g_00109
OG0000612	Prbm.g_00704	Prao.g_00110
OG0000613	Prbm.g_00706	Prao.g_00112
OG0000614	Prbm.g_00713	Prao.g_00117
OG0000615	Prbm.g_00714	Prao.g_00118
OG0000616	Prbm.g_00716	Prao.g_00119
OG0000617	Prbm.g_00719	Prao.g_00121
OG0000618	Prbm.g_00720	Prao.g_00122
OG0000619	Prbm.g_00722	Prao.g_00123
OG0000620	Prbm.g_00724	Prao.g_00125
OG0000621	Prbm.g_00725	Prao.g_00126
OG0000622	Prbm.g_00726	Prao.g_00127
OG0000623	Prbm.g_00727	Prao.g_00128
OG0000624	Prbm.g_00730	Prao.g_00130
OG0000625	Prbm.g_00731	Prao.g_00131
OG0000626	Prbm.g_00732	Prao.g_00132
OG0000627	Prbm.g_01483	Prao.g_00133
OG0000628	Prbm.g_00733	Prao.g_00134
OG0000629	Prbm.g_00734	Prao.g_00135
OG0000630	Prbm.g_00736	Prao.g_00137
OG0000631	Prbm.g_00737	Prao.g_00138
OG0000632	Prbm.g_02220	Prao.g_00142
OG0000633	Prbm.g_01326	Prao.g_00143
OG0000634	Prbm.g_00743	Prao.g_00649
OG0000635	Prbm.g_00745	Prao.g_00651
OG0000636	Prbm.g_00746	Prao.g_00652
OG0000637	Prbm.g_00748	Prao.g_00654
OG0000638	Prbm.g_00749	Prao.g_00655
OG0000639	Prbm.g_00750	Prao.g_00656
OG0000640	Prbm.g_00751	Prao.g_00657
OG0000641	Prbm.g_00752	Prao.g_00658
OG0000642	Prbm.g_00753	Prao.g_00659
OG0000643	Prbm.g_00754	Prao.g_00660
OG0000644	Prbm.g_00756	Prao.g_00662
OG0000645	Prbm.g_00758	Prao.g_00663
OG0000646	Prbm.g_00759	Prao.g_00664
OG0000647	Prbm.g_00760	Prao.g_00665
OG0000648	Prbm.g_00762	Prao.g_00666
OG0000649	Prbm.g_00763	Prao.g_00667
OG0000650	Prbm.g_00764	Prao.g_00668
OG0000651	Prbm.g_00765	Prao.g_00669
OG0000652	Prbm.g_00767	Prao.g_00671
OG0000653	Prbm.g_00091	Prao.g_00685
OG0000654	Prbm.g_00111	Prao.g_00687
OG0000655	Prbm.g_01485	Prao.g_00696
OG0000656	Prbm.g_01094	Prao.g_00701
OG0000657	Prbm.g_00980	Prao.g_00704
OG0000658	Prbm.g_00979	Prao.g_00705
OG0000659	Prbm.g_00978	Prao.g_00706
OG0000660	Prbm.g_00395	Prao.g_00718
OG0000661	Prbm.g_00955	Prao.g_00727
OG0000662	Prbm.g_00957	Prao.g_00729
OG0000663	Prbm.g_00959	Prao.g_00732
OG0000664	Prbm.g_00960	Prao.g_00733
OG0000665	Prbm.g_00961	Prao.g_00734
OG0000666	Prbm.g_00808	Prao.g_00735
OG0000667	Prbm.g_00809	Prao.g_00736
OG0000668	Prbm.g_00810	Prao.g_00737
OG0000669	Prbm.g_00811	Prao.g_00738
OG0000670	Prbm.g_00813	Prao.g_00740
OG0000671	Prbm.g_00814	Prao.g_00741
OG0000672	Prbm.g_00815	Prao.g_00742
OG0000673	Prbm.g_00816	Prao.g_00743
OG0000674	Prbm.g_00817	Prao.g_00744
OG0000675	Prbm.g_00818	Prao.g_00745
OG0000676	Prbm.g_00820	Prao.g_00747
OG0000677	Prbm.g_00822	Prao.g_00749
OG0000678	Prbm.g_00823	Prao.g_00750
OG0000679	Prbm.g_00824	Prao.g_00751
OG0000680	Prbm.g_00825	Prao.g_00752
OG0000681	Prbm.g_00826	Prao.g_00753
OG0000682	Prbm.g_00827	Prao.g_00754
OG0000683	Prbm.g_00829	Prao.g_00755
OG0000684	Prbm.g_00831	Prao.g_00756
OG0000685	Prbm.g_00832	Prao.g_00757
OG0000686	Prbm.g_00833	Prao.g_00758
OG0000687	Prbm.g_00834	Prao.g_00759
OG0000688	Prbm.g_00835	Prao.g_00760
OG0000689	Prbm.g_00836	Prao.g_00761
OG0000690	Prbm.g_00837	Prao.g_00762
OG0000691	Prbm.g_00839	Prao.g_00764
OG0000692	Prbm.g_00840	Prao.g_00765
OG0000693	Prbm.g_00841	Prao.g_00766
OG0000694	Prbm.g_00842	Prao.g_00767
OG0000695	Prbm.g_00843	Prao.g_00768
OG0000696	Prbm.g_00844	Prao.g_00769
OG0000697	Prbm.g_00845	Prao.g_00771
OG0000698	Prbm.g_00846	Prao.g_00772
OG0000699	Prbm.g_00849	Prao.g_00776
OG0000700	Prbm.g_00850	Prao.g_00777
OG0000701	Prbm.g_00852	Prao.g_00778
OG0000702	Prbm.g_00853	Prao.g_00779
OG0000703	Prbm.g_00854	Prao.g_00780
OG0000704	Prbm.g_00855	Prao.g_00781
OG0000705	Prbm.g_00857	Prao.g_00783
OG0000706	Prbm.g_00858	Prao.g_00784
OG0000707	Prbm.g_00859	Prao.g_00785
OG0000708	Prbm.g_00860	Prao.g_00786
OG0000709	Prbm.g_00861	Prao.g_00787
OG0000710	Prbm.g_00862	Prao.g_00788
OG0000711	Prbm.g_00863	Prao.g_00789
OG0000712	Prbm.g_00864	Prao.g_00790
OG0000713	Prbm.g_00865	Prao.g_00791
OG0000714	Prbm.g_00867	Prao.g_00793
OG0000715	Prbm.g_00868	Prao.g_00794
OG0000716	Prbm.g_00869	Prao.g_00795
OG0000717	Prbm.g_00870	Prao.g_00796
OG0000718	Prbm.g_00871	Prao.g_00797
OG0000719	Prbm.g_00873	Prao.g_00799
OG0000720	Prbm.g_00877	Prao.g_00801
OG0000721	Prbm.g_00878	Prao.g_00802
OG0000722	Prbm.g_00911	Prao.g_00829
OG0000723	Prbm.g_00914	Prao.g_00834
OG0000724	Prbm.g_00919	Prao.g_00837
OG0000725	Prbm.g_00921	Prao.g_00838
OG0000726	Prbm.g_00922	Prao.g_00839
OG0000727	Prbm.g_00923	Prao.g_00840
OG0000728	Prbm.g_00924	Prao.g_00841
OG0000729	Prbm.g_00926	Prao.g_00842
OG0000730	Prbm.g_00927	Prao.g_00843
OG0000731	Prbm.g_00929	Prao.g_00845
OG0000732	Prbm.g_00930	Prao.g_00846
OG0000733	Prbm.g_00931	Prao.g_00847
OG0000734	Prbm.g_00932	Prao.g_00848
OG0000735	Prbm.g_00933	Prao.g_00849
OG0000736	Prbm.g_00935	Prao.g_00851
OG0000737	Prbm.g_00936	Prao.g_00852
OG0000738	Prbm.g_00939	Prao.g_00854
OG0000739	Prbm.g_00940	Prao.g_00855
OG0000740	Prbm.g_00941	Prao.g_00856
OG0000741	Prbm.g_00943	Prao.g_00858
OG0000742	Prbm.g_00944	Prao.g_00859
OG0000743	Prbm.g_00947	Prao.g_00862
OG0000744	Prbm.g_00948	Prao.g_00863
OG0000745	Prbm.g_00793	Prao.g_00864
OG0000746	Prbm.g_00794	Prao.g_00865
OG0000747	Prbm.g_00795	Prao.g_00866
OG0000748	Prbm.g_00796	Prao.g_00867
OG0000749	Prbm.g_00797	Prao.g_00868
OG0000750	Prbm.g_00798	Prao.g_00869
OG0000751	Prbm.g_00800	Prao.g_00871
OG0000752	Prbm.g_00801	Prao.g_00872
OG0000753	Prbm.g_00802	Prao.g_00873
OG0000754	Prbm.g_00803	Prao.g_00874
OG0000755	Prbm.g_00805	Prao.g_00876
OG0000756	Prbm.g_00806	Prao.g_00877
OG0000757	Prbm.g_00807	Prao.g_00878
OG0000758	Prbm.g_00962	Prao.g_00879
OG0000759	Prbm.g_00963	Prao.g_00880
OG0000760	Prbm.g_00964	Prao.g_00881
OG0000761	Prbm.g_00965	Prao.g_00882
OG0000762	Prbm.g_00967	Prao.g_00884
OG0000763	Prbm.g_00968	Prao.g_00885
OG0000764	Prbm.g_00969	Prao.g_00886
OG0000765	Prbm.g_00970	Prao.g_00887
OG0000766	Prbm.g_00971	Prao.g_00888
OG0000767	Prbm.g_00972	Prao.g_00889
OG0000768	Prbm.g_00973	Prao.g_00890
OG0000769	Prbm.g_00974	Prao.g_00891
OG0000770	Prbm.g_00975	Prao.g_00892
OG0000771	Prbm.g_00976	Prao.g_00893
OG0000772	Prbm.g_00889	Prao.g_00894
OG0000773	Prbm.g_00981	Prao.g_00896
OG0000774	Prbm.g_00982	Prao.g_00897
OG0000775	Prbm.g_00983	Prao.g_00898
OG0000776	Prbm.g_00985	Prao.g_00899
OG0000777	Prbm.g_00986	Prao.g_00900
OG0000778	Prbm.g_00987	Prao.g_00901
OG0000779	Prbm.g_00989	Prao.g_00903
OG0000780	Prbm.g_00990	Prao.g_00904
OG0000781	Prbm.g_00991	Prao.g_00905
OG0000782	Prbm.g_00993	Prao.g_00907
OG0000783	Prbm.g_00994	Prao.g_00908
OG0000784	Prbm.g_00995	Prao.g_00909
OG0000785	Prbm.g_00996	Prao.g_00910
OG0000786	Prbm.g_00997	Prao.g_00911
OG0000787	Prbm.g_00999	Prao.g_00913
OG0000788	Prbm.g_01000	Prao.g_00914
OG0000789	Prbm.g_01001	Prao.g_00915
OG0000790	Prbm.g_01002	Prao.g_00916
OG0000791	Prbm.g_01003	Prao.g_00917
OG0000792	Prbm.g_00102	Prao.g_00918
OG0000793	Prbm.g_01004	Prao.g_00919
OG0000794	Prbm.g_01005	Prao.g_00920
OG0000795	Prbm.g_01006	Prao.g_00921
OG0000796	Prbm.g_01007	Prao.g_00923
OG0000797	Prbm.g_01009	Prao.g_00925
OG0000798	Prbm.g_01010	Prao.g_00926
OG0000799	Prbm.g_01011	Prao.g_00927
OG0000800	Prbm.g_01012	Prao.g_00928
OG0000801	Prbm.g_01013	Prao.g_00929
OG0000802	Prbm.g_01014	Prao.g_00931
OG0000803	Prbm.g_01015	Prao.g_00932
OG0000804	Prbm.g_01031	Prao.g_00943
OG0000805	Prbm.g_01032	Prao.g_00945
OG0000806	Prbm.g_01033	Prao.g_00946
OG0000807	Prbm.g_01034	Prao.g_00947
OG0000808	Prbm.g_01035	Prao.g_00948
OG0000809	Prbm.g_01039	Prao.g_00952
OG0000810	Prbm.g_01041	Prao.g_00953
OG0000811	Prbm.g_01042	Prao.g_00954
OG0000812	Prbm.g_00888	Prao.g_00955
OG0000813	Prbm.g_01043	Prao.g_00956
OG0000814	Prbm.g_01044	Prao.g_00957
OG0000815	Prbm.g_01045	Prao.g_00958
OG0000816	Prbm.g_01048	Prao.g_00960
OG0000817	Prbm.g_01052	Prao.g_00963
OG0000818	Prbm.g_01053	Prao.g_00964
OG0000819	Prbm.g_01056	Prao.g_00966
OG0000820	Prbm.g_01057	Prao.g_00967
OG0000821	Prbm.g_01058	Prao.g_00968
OG0000822	Prbm.g_01059	Prao.g_00969
OG0000823	Prbm.g_01062	Prao.g_00972
OG0000824	Prbm.g_01063	Prao.g_00973
OG0000825	Prbm.g_00887	Prao.g_00975
OG0000826	Prbm.g_00886	Prao.g_00976
OG0000827	Prbm.g_00885	Prao.g_00977
OG0000828	Prbm.g_00883	Prao.g_00979
OG0000829	Prbm.g_00894	Prao.g_01007
OG0000830	Prbm.g_01103	Prao.g_01016
OG0000831	Prbm.g_01085	Prao.g_01019
OG0000832	Prbm.g_01806	Prao.g_01020
OG0000833	Prbm.g_02104	Prao.g_01027
OG0000834	Prbm.g_00398	Prao.g_01156
OG0000835	Prbm.g_00406	Prao.g_01152
OG0000836	Prbm.g_01803	Prao.g_01150
OG0000837	Prbm.g_01079	Prao.g_01137
OG0000838	Prbm.g_01911	Prao.g_01121
OG0000839	Prbm.g_01912	Prao.g_01120
OG0000840	Prbm.g_01123	Prao.g_01115
OG0000841	Prbm.g_01571	Prao.g_01108
OG0000842	Prbm.g_01565	Prao.g_01104
OG0000843	Prbm.g_01563	Prao.g_01102
OG0000844	Prbm.g_01562	Prao.g_01101
OG0000845	Prbm.g_01561	Prao.g_01100
OG0000846	Prbm.g_01560	Prao.g_01099
OG0000847	Prbm.g_01559	Prao.g_01098
OG0000848	Prbm.g_01558	Prao.g_01097
OG0000849	Prbm.g_01557	Prao.g_01096
OG0000850	Prbm.g_01556	Prao.g_01095
OG0000851	Prbm.g_01553	Prao.g_01093
OG0000852	Prbm.g_01550	Prao.g_01090
OG0000853	Prbm.g_01548	Prao.g_01088
OG0000854	Prbm.g_01547	Prao.g_01087
OG0000855	Prbm.g_01545	Prao.g_01086
OG0000856	Prbm.g_01544	Prao.g_01085
OG0000857	Prbm.g_01543	Prao.g_01084
OG0000858	Prbm.g_01540	Prao.g_01082
OG0000859	Prbm.g_01539	Prao.g_01081
OG0000860	Prbm.g_01538	Prao.g_01080
OG0000861	Prbm.g_01537	Prao.g_01079
OG0000862	Prbm.g_01536	Prao.g_01078
OG0000863	Prbm.g_01534	Prao.g_01077
OG0000864	Prbm.g_01533	Prao.g_01076
OG0000865	Prbm.g_01532	Prao.g_01075
OG0000866	Prbm.g_01531	Prao.g_01074
OG0000867	Prbm.g_01529	Prao.g_01071
OG0000868	Prbm.g_01527	Prao.g_01069
OG0000869	Prbm.g_01525	Prao.g_01068
OG0000870	Prbm.g_01524	Prao.g_01067
OG0000871	Prbm.g_01523	Prao.g_01066
OG0000872	Prbm.g_01520	Prao.g_01065
OG0000873	Prbm.g_01519	Prao.g_01064
OG0000874	Prbm.g_01518	Prao.g_01063
OG0000875	Prbm.g_01516	Prao.g_01062
OG0000876	Prbm.g_01514	Prao.g_01060
OG0000877	Prbm.g_01513	Prao.g_01059
OG0000878	Prbm.g_01512	Prao.g_01058
OG0000879	Prbm.g_01511	Prao.g_01057
OG0000880	Prbm.g_01510	Prao.g_01056
OG0000881	Prbm.g_01509	Prao.g_01055
OG0000882	Prbm.g_01508	Prao.g_01054
OG0000883	Prbm.g_01507	Prao.g_01053
OG0000884	Prbm.g_01506	Prao.g_01052
OG0000885	Prbm.g_01505	Prao.g_01051
OG0000886	Prbm.g_01504	Prao.g_01050
OG0000887	Prbm.g_01503	Prao.g_01049
OG0000888	Prbm.g_01502	Prao.g_01048
OG0000889	Prbm.g_01501	Prao.g_01047
OG0000890	Prbm.g_01500	Prao.g_01046
OG0000891	Prbm.g_01499	Prao.g_01045
OG0000892	Prbm.g_01498	Prao.g_01044
OG0000893	Prbm.g_01497	Prao.g_01043
OG0000894	Prbm.g_01496	Prao.g_01041
OG0000895	Prbm.g_01495	Prao.g_01040
OG0000896	Prbm.g_01494	Prao.g_01038
OG0000897	Prbm.g_01493	Prao.g_01037
OG0000898	Prbm.g_01492	Prao.g_01036
OG0000899	Prbm.g_01491	Prao.g_01035
OG0000900	Prbm.g_01490	Prao.g_01033
OG0000901	Prbm.g_01356	Prao.g_01305
OG0000902	Prbm.g_01600	Prao.g_01287
OG0000903	Prbm.g_01601	Prao.g_01286
OG0000904	Prbm.g_01602	Prao.g_01285
OG0000905	Prbm.g_01603	Prao.g_01284
OG0000906	Prbm.g_01605	Prao.g_01283
OG0000907	Prbm.g_01606	Prao.g_01281
OG0000908	Prbm.g_01607	Prao.g_01280
OG0000909	Prbm.g_01608	Prao.g_01279
OG0000910	Prbm.g_01609	Prao.g_01278
OG0000911	Prbm.g_01610	Prao.g_01277
OG0000912	Prbm.g_01613	Prao.g_01274
OG0000913	Prbm.g_01614	Prao.g_01273
OG0000914	Prbm.g_01615	Prao.g_01272
OG0000915	Prbm.g_01616	Prao.g_01270
OG0000916	Prbm.g_01617	Prao.g_01269
OG0000917	Prbm.g_01618	Prao.g_01268
OG0000918	Prbm.g_01619	Prao.g_01267
OG0000919	Prbm.g_01620	Prao.g_01266
OG0000920	Prbm.g_01621	Prao.g_01265
OG0000921	Prbm.g_01624	Prao.g_01263
OG0000922	Prbm.g_01625	Prao.g_01262
OG0000923	Prbm.g_01630	Prao.g_01257
OG0000924	Prbm.g_01631	Prao.g_01256
OG0000925	Prbm.g_01634	Prao.g_01253
OG0000926	Prbm.g_00777	Prao.g_01252
OG0000927	Prbm.g_01573	Prao.g_01251
OG0000928	Prbm.g_01051	Prao.g_01249
OG0000929	Prbm.g_01812	Prao.g_01247
OG0000930	Prbm.g_01658	Prao.g_01245
OG0000931	Prbm.g_00875	Prao.g_01244
OG0000932	Prbm.g_01176	Prao.g_01241
OG0000933	Prbm.g_01662	Prao.g_01237
OG0000934	Prbm.g_01663	Prao.g_01236
OG0000935	Prbm.g_01664	Prao.g_01235
OG0000936	Prbm.g_01665	Prao.g_01234
OG0000937	Prbm.g_01666	Prao.g_01233
OG0000938	Prbm.g_01667	Prao.g_01232
OG0000939	Prbm.g_01668	Prao.g_01231
OG0000940	Prbm.g_01669	Prao.g_01230
OG0000941	Prbm.g_01670	Prao.g_01229
OG0000942	Prbm.g_01671	Prao.g_01228
OG0000943	Prbm.g_01672	Prao.g_01227
OG0000944	Prbm.g_01673	Prao.g_01226
OG0000945	Prbm.g_01674	Prao.g_01225
OG0000946	Prbm.g_01675	Prao.g_01224
OG0000947	Prbm.g_01676	Prao.g_01223
OG0000948	Prbm.g_01677	Prao.g_01222
OG0000949	Prbm.g_01678	Prao.g_01221
OG0000950	Prbm.g_02077	Prao.g_01220
OG0000951	Prbm.g_01691	Prao.g_01379
OG0000952	Prbm.g_01692	Prao.g_01380
OG0000953	Prbm.g_01693	Prao.g_01381
OG0000954	Prbm.g_01694	Prao.g_01382
OG0000955	Prbm.g_01695	Prao.g_01383
OG0000956	Prbm.g_01697	Prao.g_01385
OG0000957	Prbm.g_01698	Prao.g_01386
OG0000958	Prbm.g_01699	Prao.g_01387
OG0000959	Prbm.g_01700	Prao.g_01388
OG0000960	Prbm.g_01701	Prao.g_01389
OG0000961	Prbm.g_01702	Prao.g_01390
OG0000962	Prbm.g_01703	Prao.g_01391
OG0000963	Prbm.g_01704	Prao.g_01392
OG0000964	Prbm.g_01706	Prao.g_01393
OG0000965	Prbm.g_01708	Prao.g_01395
OG0000966	Prbm.g_01709	Prao.g_01396
OG0000967	Prbm.g_01712	Prao.g_01399
OG0000968	Prbm.g_01713	Prao.g_01400
OG0000969	Prbm.g_01714	Prao.g_01401
OG0000970	Prbm.g_01715	Prao.g_01402
OG0000971	Prbm.g_01716	Prao.g_01403
OG0000972	Prbm.g_01717	Prao.g_01404
OG0000973	Prbm.g_01719	Prao.g_01406
OG0000974	Prbm.g_01720	Prao.g_01407
OG0000975	Prbm.g_01721	Prao.g_01408
OG0000976	Prbm.g_01722	Prao.g_01409
OG0000977	Prbm.g_01723	Prao.g_01410
OG0000978	Prbm.g_01724	Prao.g_01411
OG0000979	Prbm.g_01725	Prao.g_01412
OG0000980	Prbm.g_00487	Prao.g_01413
OG0000981	Prbm.g_01726	Prao.g_01414
OG0000982	Prbm.g_01727	Prao.g_01415
OG0000983	Prbm.g_01728	Prao.g_01416
OG0000984	Prbm.g_01731	Prao.g_01419
OG0000985	Prbm.g_01732	Prao.g_01420
OG0000986	Prbm.g_01733	Prao.g_01421
OG0000987	Prbm.g_01735	Prao.g_01423
OG0000988	Prbm.g_01736	Prao.g_01424
OG0000989	Prbm.g_01737	Prao.g_01425
OG0000990	Prbm.g_01738	Prao.g_01426
OG0000991	Prbm.g_01739	Prao.g_01427
OG0000992	Prbm.g_01740	Prao.g_01428
OG0000993	Prbm.g_01741	Prao.g_01429
OG0000994	Prbm.g_01742	Prao.g_01430
OG0000995	Prbm.g_01743	Prao.g_01431
OG0000996	Prbm.g_01744	Prao.g_01432
OG0000997	Prbm.g_01746	Prao.g_01434
OG0000998	Prbm.g_01752	Prao.g_01437
OG0000999	Prbm.g_01755	Prao.g_01439
OG0001000	Prbm.g_01756	Prao.g_01440
OG0001001	Prbm.g_01757	Prao.g_01441
OG0001002	Prbm.g_01759	Prao.g_01443
OG0001003	Prbm.g_01760	Prao.g_01444
OG0001004	Prbm.g_01761	Prao.g_01445
OG0001005	Prbm.g_01762	Prao.g_01446
OG0001006	Prbm.g_01764	Prao.g_01448
OG0001007	Prbm.g_01765	Prao.g_01449
OG0001008	Prbm.g_01766	Prao.g_01450
OG0001009	Prbm.g_01768	Prao.g_01451
OG0001010	Prbm.g_01769	Prao.g_01452
OG0001011	Prbm.g_01770	Prao.g_01453
OG0001012	Prbm.g_01771	Prao.g_01454
OG0001013	Prbm.g_01772	Prao.g_01455
OG0001014	Prbm.g_01773	Prao.g_01456
OG0001015	Prbm.g_01774	Prao.g_01457
OG0001016	Prbm.g_01775	Prao.g_01458
OG0001017	Prbm.g_01776	Prao.g_01459
OG0001018	Prbm.g_01777	Prao.g_01460
OG0001019	Prbm.g_01778	Prao.g_01461
OG0001020	Prbm.g_01779	Prao.g_01462
OG0001021	Prbm.g_01780	Prao.g_01463
OG0001022	Prbm.g_01781	Prao.g_01464
OG0001023	Prbm.g_01782	Prao.g_01465
OG0001024	Prbm.g_01784	Prao.g_01467
OG0001025	Prbm.g_01785	Prao.g_01468
OG0001026	Prbm.g_01786	Prao.g_01469
OG0001027	Prbm.g_01787	Prao.g_01470
OG0001028	Prbm.g_01789	Prao.g_01471
OG0001029	Prbm.g_01790	Prao.g_01472
OG0001030	Prbm.g_01793	Prao.g_01475
OG0001031	Prbm.g_01794	Prao.g_01476
OG0001032	Prbm.g_01586	Prao.g_01484
OG0001033	Prbm.g_01685	Prao.g_01491
OG0001034	Prbm.g_00830	Prao.g_01519
OG0001035	Prbm.g_01835	Prao.g_01546
OG0001036	Prbm.g_01836	Prao.g_01547
OG0001037	Prbm.g_01842	Prao.g_01553
OG0001038	Prbm.g_01843	Prao.g_01554
OG0001039	Prbm.g_01844	Prao.g_01555
OG0001040	Prbm.g_01845	Prao.g_01556
OG0001041	Prbm.g_01846	Prao.g_01558
OG0001042	Prbm.g_01847	Prao.g_01559
OG0001043	Prbm.g_01848	Prao.g_01560
OG0001044	Prbm.g_01849	Prao.g_01561
OG0001045	Prbm.g_01850	Prao.g_01562
OG0001046	Prbm.g_01851	Prao.g_01563
OG0001047	Prbm.g_01852	Prao.g_01564
OG0001048	Prbm.g_01853	Prao.g_01566
OG0001049	Prbm.g_01854	Prao.g_01567
OG0001050	Prbm.g_01855	Prao.g_01568
OG0001051	Prbm.g_01856	Prao.g_01569
OG0001052	Prbm.g_01857	Prao.g_01570
OG0001053	Prbm.g_01858	Prao.g_01571
OG0001054	Prbm.g_01859	Prao.g_01572
OG0001055	Prbm.g_01860	Prao.g_01573
OG0001056	Prbm.g_01861	Prao.g_01574
OG0001057	Prbm.g_01863	Prao.g_01576
OG0001058	Prbm.g_01864	Prao.g_01577
OG0001059	Prbm.g_01865	Prao.g_01578
OG0001060	Prbm.g_01866	Prao.g_01579
OG0001061	Prbm.g_01867	Prao.g_01580
OG0001062	Prbm.g_01869	Prao.g_01581
OG0001063	Prbm.g_01870	Prao.g_01582
OG0001064	Prbm.g_01871	Prao.g_01583
OG0001065	Prbm.g_01872	Prao.g_01584
OG0001066	Prbm.g_01873	Prao.g_01585
OG0001067	Prbm.g_01874	Prao.g_01586
OG0001068	Prbm.g_01875	Prao.g_01587
OG0001069	Prbm.g_01877	Prao.g_01590
OG0001070	Prbm.g_01879	Prao.g_01592
OG0001071	Prbm.g_01880	Prao.g_01593
OG0001072	Prbm.g_01881	Prao.g_01594
OG0001073	Prbm.g_01882	Prao.g_01595
OG0001074	Prbm.g_01883	Prao.g_01596
OG0001075	Prbm.g_01885	Prao.g_01597
OG0001076	Prbm.g_01887	Prao.g_01599
OG0001077	Prbm.g_01888	Prao.g_01600
OG0001078	Prbm.g_01889	Prao.g_01601
OG0001079	Prbm.g_01890	Prao.g_01602
OG0001080	Prbm.g_01891	Prao.g_01603
OG0001081	Prbm.g_01892	Prao.g_01604
OG0001082	Prbm.g_01893	Prao.g_01605
OG0001083	Prbm.g_01894	Prao.g_01606
OG0001084	Prbm.g_01895	Prao.g_01607
OG0001085	Prbm.g_01896	Prao.g_01608
OG0001086	Prbm.g_01948	Prao.g_01615
OG0001087	Prbm.g_01950	Prao.g_01616
OG0001088	Prbm.g_01951	Prao.g_01617
OG0001089	Prbm.g_01953	Prao.g_01619
OG0001090	Prbm.g_01954	Prao.g_01620
OG0001091	Prbm.g_01955	Prao.g_01621
OG0001092	Prbm.g_01956	Prao.g_01622
OG0001093	Prbm.g_01957	Prao.g_01623
OG0001094	Prbm.g_01958	Prao.g_01624
OG0001095	Prbm.g_01959	Prao.g_01625
OG0001096	Prbm.g_01960	Prao.g_01626
OG0001097	Prbm.g_01961	Prao.g_01627
OG0001098	Prbm.g_01962	Prao.g_01628
OG0001099	Prbm.g_01963	Prao.g_01629
OG0001100	Prbm.g_01964	Prao.g_01630
OG0001101	Prbm.g_01965	Prao.g_01631
OG0001102	Prbm.g_01975	Prao.g_01634
OG0001103	Prbm.g_01974	Prao.g_01635
OG0001104	Prbm.g_01970	Prao.g_01636
OG0001105	Prbm.g_01972	Prao.g_01638
