Orthogroup	Prbm	Prae
OG0000547	Prbm.g_00626	Prae.g_00570
OG0000548	Prbm.g_00627	Prae.g_00571
OG0000549	Prbm.g_00629	Prae.g_00573
OG0000550	Prbm.g_00630	Prae.g_00574
OG0000551	Prbm.g_00631	Prae.g_00575
OG0000552	Prbm.g_00632	Prae.g_00576
OG0000553	Prbm.g_00633	Prae.g_00577
OG0000554	Prbm.g_00634	Prae.g_00578
OG0000555	Prbm.g_00636	Prae.g_00579
OG0000556	Prbm.g_00637	Prae.g_00580
OG0000557	Prbm.g_00638	Prae.g_00581
OG0000558	Prbm.g_00639	Prae.g_00582
OG0000559	Prbm.g_00640	Prae.g_00583
OG0000560	Prbm.g_00641	Prae.g_00584
OG0000561	Prbm.g_00642	Prae.g_00585
OG0000562	Prbm.g_00643	Prae.g_00586
OG0000563	Prbm.g_00644	Prae.g_00587
OG0000564	Prbm.g_00645	Prae.g_00588
OG0000565	Prbm.g_00646	Prae.g_00589
OG0000566	Prbm.g_00647	Prae.g_00590
OG0000567	Prbm.g_00648	Prae.g_00591
OG0000568	Prbm.g_00649	Prae.g_00592
OG0000569	Prbm.g_00652	Prae.g_00595
OG0000570	Prbm.g_00653	Prae.g_00596
OG0000571	Prbm.g_00654	Prae.g_00598
OG0000572	Prbm.g_00656	Prae.g_00599
OG0000573	Prbm.g_00657	Prae.g_00600
OG0000574	Prbm.g_00658	Prae.g_00601
OG0000575	Prbm.g_00659	Prae.g_00602
OG0000576	Prbm.g_00660	Prae.g_00603
OG0000577	Prbm.g_00661	Prae.g_00604
OG0000578	Prbm.g_00662	Prae.g_00605
OG0000579	Prbm.g_00663	Prae.g_00606
OG0000580	Prbm.g_00664	Prae.g_00607
OG0000581	Prbm.g_00665	Prae.g_00608
OG0000582	Prbm.g_00666	Prae.g_00609
OG0000583	Prbm.g_00667	Prae.g_00610
OG0000584	Prbm.g_00669	Prae.g_00612
OG0000585	Prbm.g_00670	Prae.g_00613
OG0000586	Prbm.g_00671	Prae.g_00614
OG0000587	Prbm.g_00672	Prae.g_00615
OG0000588	Prbm.g_00673	Prae.g_00616
OG0000589	Prbm.g_00674	Prae.g_00617
OG0000590	Prbm.g_00675	Prae.g_00618
OG0000591	Prbm.g_00676	Prae.g_00619
OG0000592	Prbm.g_00677	Prae.g_00620
OG0000593	Prbm.g_00678	Prae.g_00621
OG0000594	Prbm.g_00679	Prae.g_00622
OG0000595	Prbm.g_00680	Prae.g_00623
OG0000596	Prbm.g_00681	Prae.g_00624
OG0000597	Prbm.g_00685	Prae.g_00628
OG0000598	Prbm.g_00686	Prae.g_00629
OG0000599	Prbm.g_00687	Prae.g_00630
OG0000600	Prbm.g_00688	Prae.g_00631
OG0000601	Prbm.g_00689	Prae.g_00632
OG0000602	Prbm.g_00690	Prae.g_00633
OG0000603	Prbm.g_00691	Prae.g_00634
OG0000604	Prbm.g_00692	Prae.g_00635
OG0000605	Prbm.g_00693	Prae.g_00636
OG0000606	Prbm.g_00694	Prae.g_00637
OG0000607	Prbm.g_00696	Prae.g_00638
OG0000608	Prbm.g_00697	Prae.g_00639
OG0000609	Prbm.g_00699	Prae.g_00641
OG0000610	Prbm.g_00700	Prae.g_00642
OG0000611	Prbm.g_00703	Prae.g_00644
OG0000612	Prbm.g_00704	Prae.g_00645
OG0000613	Prbm.g_00706	Prae.g_00647
OG0000614	Prbm.g_00713	Prae.g_00653
OG0000615	Prbm.g_00714	Prae.g_00654
OG0000616	Prbm.g_00716	Prae.g_00655
OG0000617	Prbm.g_00719	Prae.g_00657
OG0000618	Prbm.g_00720	Prae.g_00658
OG0000619	Prbm.g_00722	Prae.g_00659
OG0000620	Prbm.g_00724	Prae.g_00661
OG0000621	Prbm.g_00725	Prae.g_00662
OG0000622	Prbm.g_00726	Prae.g_00663
OG0000623	Prbm.g_00727	Prae.g_00664
OG0000624	Prbm.g_00730	Prae.g_00666
OG0000625	Prbm.g_00731	Prae.g_00667
OG0000626	Prbm.g_00732	Prae.g_00668
OG0000627	Prbm.g_01483	Prae.g_00669
OG0000628	Prbm.g_00733	Prae.g_00670
OG0000629	Prbm.g_00734	Prae.g_00671
OG0000630	Prbm.g_00736	Prae.g_00673
OG0000631	Prbm.g_00737	Prae.g_00674
OG0000632	Prbm.g_02220	Prae.g_00678
OG0000633	Prbm.g_01326	Prae.g_00679
OG0000634	Prbm.g_00743	Prae.g_00712
OG0000635	Prbm.g_00745	Prae.g_00714
OG0000636	Prbm.g_00746	Prae.g_00715
OG0000637	Prbm.g_00748	Prae.g_00717
OG0000638	Prbm.g_00749	Prae.g_00718
OG0000639	Prbm.g_00750	Prae.g_00719
OG0000640	Prbm.g_00751	Prae.g_00720
OG0000641	Prbm.g_00752	Prae.g_00721
OG0000642	Prbm.g_00753	Prae.g_00722
OG0000643	Prbm.g_00754	Prae.g_00723
OG0000644	Prbm.g_00756	Prae.g_00725
OG0000645	Prbm.g_00758	Prae.g_00726
OG0000646	Prbm.g_00759	Prae.g_00727
OG0000647	Prbm.g_00760	Prae.g_00728
OG0000648	Prbm.g_00762	Prae.g_00729
OG0000649	Prbm.g_00763	Prae.g_00730
OG0000650	Prbm.g_00764	Prae.g_00731
OG0000651	Prbm.g_00765	Prae.g_00732
OG0000652	Prbm.g_00767	Prae.g_00734
OG0000653	Prbm.g_00091	Prae.g_00750
OG0000654	Prbm.g_00111	Prae.g_00752
OG0000655	Prbm.g_01485	Prae.g_00761
OG0000656	Prbm.g_01094	Prae.g_00766
OG0000657	Prbm.g_00980	Prae.g_00770
OG0000658	Prbm.g_00979	Prae.g_00771
OG0000659	Prbm.g_00978	Prae.g_00772
OG0000660	Prbm.g_00395	Prae.g_00784
OG0000661	Prbm.g_00955	Prae.g_00793
OG0000662	Prbm.g_00957	Prae.g_00794
OG0000663	Prbm.g_00959	Prae.g_00797
OG0000664	Prbm.g_00960	Prae.g_00798
OG0000665	Prbm.g_00961	Prae.g_00799
OG0000666	Prbm.g_00808	Prae.g_00800
OG0000667	Prbm.g_00809	Prae.g_00801
OG0000668	Prbm.g_00810	Prae.g_00802
OG0000669	Prbm.g_00811	Prae.g_00803
OG0000670	Prbm.g_00813	Prae.g_00805
OG0000671	Prbm.g_00814	Prae.g_00806
OG0000672	Prbm.g_00815	Prae.g_00807
OG0000673	Prbm.g_00816	Prae.g_00808
OG0000674	Prbm.g_00817	Prae.g_00809
OG0000675	Prbm.g_00818	Prae.g_00810
OG0000676	Prbm.g_00820	Prae.g_00812
OG0000677	Prbm.g_00822	Prae.g_00814
OG0000678	Prbm.g_00823	Prae.g_00815
OG0000679	Prbm.g_00824	Prae.g_00816
OG0000680	Prbm.g_00825	Prae.g_00817
OG0000681	Prbm.g_00826	Prae.g_00818
OG0000682	Prbm.g_00827	Prae.g_00819
OG0000683	Prbm.g_00829	Prae.g_00820
OG0000684	Prbm.g_00831	Prae.g_00821
OG0000685	Prbm.g_00832	Prae.g_00822
OG0000686	Prbm.g_00833	Prae.g_00823
OG0000687	Prbm.g_00834	Prae.g_00824
OG0000688	Prbm.g_00835	Prae.g_00825
OG0000689	Prbm.g_00836	Prae.g_00826
OG0000690	Prbm.g_00837	Prae.g_00827
OG0000691	Prbm.g_00839	Prae.g_00829
OG0000692	Prbm.g_00840	Prae.g_00830
OG0000693	Prbm.g_00841	Prae.g_00831
OG0000694	Prbm.g_00842	Prae.g_00832
OG0000695	Prbm.g_00843	Prae.g_00833
OG0000696	Prbm.g_00844	Prae.g_00834
OG0000697	Prbm.g_00845	Prae.g_00836
OG0000698	Prbm.g_00846	Prae.g_00837
OG0000699	Prbm.g_00849	Prae.g_00840
OG0000700	Prbm.g_00850	Prae.g_00841
OG0000701	Prbm.g_00852	Prae.g_00842
OG0000702	Prbm.g_00853	Prae.g_00843
OG0000703	Prbm.g_00854	Prae.g_00844
OG0000704	Prbm.g_00855	Prae.g_00845
OG0000705	Prbm.g_00857	Prae.g_00847
OG0000706	Prbm.g_00858	Prae.g_00848
OG0000707	Prbm.g_00859	Prae.g_00849
OG0000708	Prbm.g_00860	Prae.g_00850
OG0000709	Prbm.g_00861	Prae.g_00851
OG0000710	Prbm.g_00862	Prae.g_00852
OG0000711	Prbm.g_00863	Prae.g_00853
OG0000712	Prbm.g_00864	Prae.g_00854
OG0000713	Prbm.g_00865	Prae.g_00855
OG0000714	Prbm.g_00867	Prae.g_00857
OG0000715	Prbm.g_00868	Prae.g_00858
OG0000716	Prbm.g_00869	Prae.g_00859
OG0000717	Prbm.g_00870	Prae.g_00860
OG0000718	Prbm.g_00871	Prae.g_00861
OG0000719	Prbm.g_00873	Prae.g_00863
OG0000720	Prbm.g_00877	Prae.g_00865
OG0000721	Prbm.g_00878	Prae.g_00866
OG0000722	Prbm.g_00911	Prae.g_00892
OG0000723	Prbm.g_00914	Prae.g_00897
OG0000724	Prbm.g_00919	Prae.g_00900
OG0000725	Prbm.g_00921	Prae.g_00901
OG0000726	Prbm.g_00922	Prae.g_00902
OG0000727	Prbm.g_00923	Prae.g_00903
OG0000728	Prbm.g_00924	Prae.g_00904
OG0000729	Prbm.g_00926	Prae.g_00905
OG0000730	Prbm.g_00927	Prae.g_00906
OG0000731	Prbm.g_00929	Prae.g_00908
OG0000732	Prbm.g_00930	Prae.g_00909
OG0000733	Prbm.g_00931	Prae.g_00910
OG0000734	Prbm.g_00932	Prae.g_00911
OG0000735	Prbm.g_00933	Prae.g_00912
OG0000736	Prbm.g_00935	Prae.g_00914
OG0000737	Prbm.g_00936	Prae.g_00915
OG0000738	Prbm.g_00939	Prae.g_00917
OG0000739	Prbm.g_00940	Prae.g_00918
OG0000740	Prbm.g_00941	Prae.g_00919
OG0000741	Prbm.g_00943	Prae.g_00921
OG0000742	Prbm.g_00944	Prae.g_00922
OG0000743	Prbm.g_00947	Prae.g_00925
OG0000744	Prbm.g_00948	Prae.g_00926
OG0000745	Prbm.g_00793	Prae.g_00927
OG0000746	Prbm.g_00794	Prae.g_00928
OG0000747	Prbm.g_00795	Prae.g_00929
OG0000748	Prbm.g_00796	Prae.g_00930
OG0000749	Prbm.g_00797	Prae.g_00931
OG0000750	Prbm.g_00798	Prae.g_00932
OG0000751	Prbm.g_00800	Prae.g_00934
OG0000752	Prbm.g_00801	Prae.g_00935
OG0000753	Prbm.g_00802	Prae.g_00936
OG0000754	Prbm.g_00803	Prae.g_00937
OG0000755	Prbm.g_00805	Prae.g_00938
OG0000756	Prbm.g_00806	Prae.g_00939
OG0000757	Prbm.g_00807	Prae.g_00940
OG0000758	Prbm.g_00962	Prae.g_00941
OG0000759	Prbm.g_00963	Prae.g_00942
OG0000760	Prbm.g_00964	Prae.g_00943
OG0000761	Prbm.g_00965	Prae.g_00944
OG0000762	Prbm.g_00967	Prae.g_00946
OG0000763	Prbm.g_00968	Prae.g_00947
OG0000764	Prbm.g_00969	Prae.g_00948
OG0000765	Prbm.g_00970	Prae.g_00949
OG0000766	Prbm.g_00971	Prae.g_00950
OG0000767	Prbm.g_00972	Prae.g_00951
OG0000768	Prbm.g_00973	Prae.g_00952
OG0000769	Prbm.g_00974	Prae.g_00953
OG0000770	Prbm.g_00975	Prae.g_00954
OG0000771	Prbm.g_00976	Prae.g_00955
OG0000772	Prbm.g_00889	Prae.g_00956
OG0000773	Prbm.g_00981	Prae.g_00958
OG0000774	Prbm.g_00982	Prae.g_00959
OG0000775	Prbm.g_00983	Prae.g_00960
OG0000776	Prbm.g_00985	Prae.g_00961
OG0000777	Prbm.g_00986	Prae.g_00962
OG0000778	Prbm.g_00987	Prae.g_00963
OG0000779	Prbm.g_00989	Prae.g_00965
OG0000780	Prbm.g_00990	Prae.g_00966
OG0000781	Prbm.g_00991	Prae.g_00967
OG0000782	Prbm.g_00993	Prae.g_00969
OG0000783	Prbm.g_00994	Prae.g_00970
OG0000784	Prbm.g_00995	Prae.g_00971
OG0000785	Prbm.g_00996	Prae.g_00972
OG0000786	Prbm.g_00997	Prae.g_00973
OG0000787	Prbm.g_00999	Prae.g_00975
OG0000788	Prbm.g_01000	Prae.g_00976
OG0000789	Prbm.g_01001	Prae.g_00977
OG0000790	Prbm.g_01002	Prae.g_00978
OG0000791	Prbm.g_01003	Prae.g_00979
OG0000792	Prbm.g_00102	Prae.g_00980
OG0000793	Prbm.g_01004	Prae.g_00981
OG0000794	Prbm.g_01005	Prae.g_00982
OG0000795	Prbm.g_01006	Prae.g_00983
OG0000796	Prbm.g_01007	Prae.g_00985
OG0000797	Prbm.g_01009	Prae.g_00987
OG0000798	Prbm.g_01010	Prae.g_00988
OG0000799	Prbm.g_01011	Prae.g_00989
OG0000800	Prbm.g_01012	Prae.g_00990
OG0000801	Prbm.g_01013	Prae.g_00991
OG0000802	Prbm.g_01014	Prae.g_00993
OG0000803	Prbm.g_01015	Prae.g_00994
OG0000804	Prbm.g_01031	Prae.g_01009
OG0000805	Prbm.g_01032	Prae.g_01011
OG0000806	Prbm.g_01033	Prae.g_01012
OG0000807	Prbm.g_01034	Prae.g_01013
OG0000808	Prbm.g_01035	Prae.g_01014
OG0000809	Prbm.g_01039	Prae.g_01018
OG0000810	Prbm.g_01041	Prae.g_01019
OG0000811	Prbm.g_01042	Prae.g_01020
OG0000812	Prbm.g_00888	Prae.g_01021
OG0000813	Prbm.g_01043	Prae.g_01022
OG0000814	Prbm.g_01044	Prae.g_01023
OG0000815	Prbm.g_01045	Prae.g_01024
OG0000816	Prbm.g_01048	Prae.g_01026
OG0000817	Prbm.g_01052	Prae.g_01029
OG0000818	Prbm.g_01053	Prae.g_01030
OG0000819	Prbm.g_01056	Prae.g_01032
OG0000820	Prbm.g_01057	Prae.g_01033
OG0000821	Prbm.g_01058	Prae.g_01034
OG0000822	Prbm.g_01059	Prae.g_01035
OG0000823	Prbm.g_01062	Prae.g_01038
OG0000824	Prbm.g_01063	Prae.g_01039
OG0000825	Prbm.g_00887	Prae.g_01041
OG0000826	Prbm.g_00886	Prae.g_01042
OG0000827	Prbm.g_00885	Prae.g_01043
OG0000828	Prbm.g_00883	Prae.g_01045
OG0000829	Prbm.g_00894	Prae.g_01072
OG0000830	Prbm.g_01103	Prae.g_01081
OG0000831	Prbm.g_01085	Prae.g_01084
OG0000832	Prbm.g_01806	Prae.g_01085
OG0000833	Prbm.g_02104	Prae.g_01092
OG0000834	Prbm.g_00398	Prae.g_01096
OG0000835	Prbm.g_00406	Prae.g_01100
OG0000836	Prbm.g_01803	Prae.g_01102
OG0000837	Prbm.g_01079	Prae.g_01115
OG0000838	Prbm.g_01911	Prae.g_01131
OG0000839	Prbm.g_01912	Prae.g_01132
OG0000840	Prbm.g_01123	Prae.g_01137
OG0000841	Prbm.g_01571	Prae.g_01144
OG0000842	Prbm.g_01565	Prae.g_01148
OG0000843	Prbm.g_01563	Prae.g_01150
OG0000844	Prbm.g_01562	Prae.g_01151
OG0000845	Prbm.g_01561	Prae.g_01152
OG0000846	Prbm.g_01560	Prae.g_01153
OG0000847	Prbm.g_01559	Prae.g_01154
OG0000848	Prbm.g_01558	Prae.g_01155
OG0000849	Prbm.g_01557	Prae.g_01156
OG0000850	Prbm.g_01556	Prae.g_01157
OG0000851	Prbm.g_01553	Prae.g_01159
OG0000852	Prbm.g_01550	Prae.g_01162
OG0000853	Prbm.g_01548	Prae.g_01164
OG0000854	Prbm.g_01547	Prae.g_01165
OG0000855	Prbm.g_01545	Prae.g_01166
OG0000856	Prbm.g_01544	Prae.g_01167
OG0000857	Prbm.g_01543	Prae.g_01168
OG0000858	Prbm.g_01540	Prae.g_01170
OG0000859	Prbm.g_01539	Prae.g_01171
OG0000860	Prbm.g_01538	Prae.g_01172
OG0000861	Prbm.g_01537	Prae.g_01173
OG0000862	Prbm.g_01536	Prae.g_01174
OG0000863	Prbm.g_01534	Prae.g_01175
OG0000864	Prbm.g_01533	Prae.g_01176
OG0000865	Prbm.g_01532	Prae.g_01177
OG0000866	Prbm.g_01531	Prae.g_01178
OG0000867	Prbm.g_01529	Prae.g_01181
OG0000868	Prbm.g_01527	Prae.g_01183
OG0000869	Prbm.g_01525	Prae.g_01184
OG0000870	Prbm.g_01524	Prae.g_01185
OG0000871	Prbm.g_01523	Prae.g_01186
OG0000872	Prbm.g_01520	Prae.g_01187
OG0000873	Prbm.g_01519	Prae.g_01188
OG0000874	Prbm.g_01518	Prae.g_01189
OG0000875	Prbm.g_01516	Prae.g_01190
OG0000876	Prbm.g_01514	Prae.g_01192
OG0000877	Prbm.g_01513	Prae.g_01193
OG0000878	Prbm.g_01512	Prae.g_01194
OG0000879	Prbm.g_01511	Prae.g_01195
OG0000880	Prbm.g_01510	Prae.g_01196
OG0000881	Prbm.g_01509	Prae.g_01197
OG0000882	Prbm.g_01508	Prae.g_01198
OG0000883	Prbm.g_01507	Prae.g_01199
OG0000884	Prbm.g_01506	Prae.g_01200
OG0000885	Prbm.g_01505	Prae.g_01201
OG0000886	Prbm.g_01504	Prae.g_01202
OG0000887	Prbm.g_01503	Prae.g_01203
OG0000888	Prbm.g_01502	Prae.g_01204
OG0000889	Prbm.g_01501	Prae.g_01205
OG0000890	Prbm.g_01500	Prae.g_01206
OG0000891	Prbm.g_01499	Prae.g_01207
OG0000892	Prbm.g_01498	Prae.g_01208
OG0000893	Prbm.g_01497	Prae.g_01209
OG0000894	Prbm.g_01496	Prae.g_01211
OG0000895	Prbm.g_01495	Prae.g_01212
OG0000896	Prbm.g_01494	Prae.g_01214
OG0000897	Prbm.g_01493	Prae.g_01215
OG0000898	Prbm.g_01492	Prae.g_01216
OG0000899	Prbm.g_01491	Prae.g_01217
OG0000900	Prbm.g_01490	Prae.g_01219
OG0000901	Prbm.g_01356	Prae.g_01293
OG0000902	Prbm.g_01600	Prae.g_01317
OG0000903	Prbm.g_01601	Prae.g_01318
OG0000904	Prbm.g_01602	Prae.g_01319
OG0000905	Prbm.g_01603	Prae.g_01320
OG0000906	Prbm.g_01605	Prae.g_01321
OG0000907	Prbm.g_01606	Prae.g_01324
OG0000908	Prbm.g_01607	Prae.g_01325
OG0000909	Prbm.g_01608	Prae.g_01326
OG0000910	Prbm.g_01609	Prae.g_01327
OG0000911	Prbm.g_01610	Prae.g_01328
OG0000912	Prbm.g_01613	Prae.g_01331
OG0000913	Prbm.g_01614	Prae.g_01332
OG0000914	Prbm.g_01615	Prae.g_01333
OG0000915	Prbm.g_01616	Prae.g_01335
OG0000916	Prbm.g_01617	Prae.g_01336
OG0000917	Prbm.g_01618	Prae.g_01337
OG0000918	Prbm.g_01619	Prae.g_01338
OG0000919	Prbm.g_01620	Prae.g_01339
OG0000920	Prbm.g_01621	Prae.g_01340
OG0000921	Prbm.g_01624	Prae.g_01342
OG0000922	Prbm.g_01625	Prae.g_01343
OG0000923	Prbm.g_01630	Prae.g_01350
OG0000924	Prbm.g_01594	Prae.g_01226
OG0000924	Prbm.g_01631	Prae.g_01351
OG0000925	Prbm.g_01634	Prae.g_01354
OG0000926	Prbm.g_00777	Prae.g_01355
OG0000927	Prbm.g_01573	Prae.g_01356
OG0000928	Prbm.g_01051	Prae.g_01358
OG0000929	Prbm.g_01812	Prae.g_01360
OG0000930	Prbm.g_01658	Prae.g_01362
OG0000931	Prbm.g_00875	Prae.g_01363
OG0000932	Prbm.g_01176	Prae.g_01366
OG0000933	Prbm.g_01662	Prae.g_01370
OG0000934	Prbm.g_01663	Prae.g_01371
OG0000935	Prbm.g_01664	Prae.g_01372
OG0000936	Prbm.g_01665	Prae.g_01373
OG0000937	Prbm.g_01666	Prae.g_01374
OG0000938	Prbm.g_01667	Prae.g_01375
OG0000939	Prbm.g_01668	Prae.g_01376
OG0000940	Prbm.g_01669	Prae.g_01377
OG0000941	Prbm.g_01670	Prae.g_01378
OG0000942	Prbm.g_01671	Prae.g_01379
OG0000943	Prbm.g_01672	Prae.g_01380
OG0000944	Prbm.g_01673	Prae.g_01381
OG0000945	Prbm.g_01674	Prae.g_01382
OG0000946	Prbm.g_01675	Prae.g_01383
OG0000947	Prbm.g_01676	Prae.g_01384
OG0000948	Prbm.g_01677	Prae.g_01385
OG0000949	Prbm.g_01678	Prae.g_01386
OG0000950	Prbm.g_02077	Prae.g_01426
OG0000951	Prbm.g_01691	Prae.g_01441
OG0000952	Prbm.g_01692	Prae.g_01442
OG0000953	Prbm.g_01693	Prae.g_01443
OG0000954	Prbm.g_01694	Prae.g_01444
OG0000955	Prbm.g_01695	Prae.g_01445
OG0000956	Prbm.g_01697	Prae.g_01447
OG0000957	Prbm.g_01698	Prae.g_01448
OG0000958	Prbm.g_01699	Prae.g_01449
OG0000959	Prbm.g_01700	Prae.g_01450
OG0000960	Prbm.g_01701	Prae.g_01451
OG0000961	Prbm.g_01702	Prae.g_01452
OG0000962	Prbm.g_01703	Prae.g_01453
OG0000963	Prbm.g_01704	Prae.g_01454
OG0000964	Prbm.g_01706	Prae.g_01455
OG0000965	Prbm.g_01708	Prae.g_01457
OG0000966	Prbm.g_01709	Prae.g_01458
OG0000967	Prbm.g_01712	Prae.g_01461
OG0000968	Prbm.g_01713	Prae.g_01462
OG0000969	Prbm.g_01714	Prae.g_01463
OG0000970	Prbm.g_01715	Prae.g_01464
OG0000971	Prbm.g_01716	Prae.g_01465
OG0000972	Prbm.g_01717	Prae.g_01466
OG0000973	Prbm.g_01719	Prae.g_01468
OG0000974	Prbm.g_01720	Prae.g_01469
OG0000975	Prbm.g_01721	Prae.g_01470
OG0000976	Prbm.g_01722	Prae.g_01471
OG0000977	Prbm.g_01723	Prae.g_01472
OG0000978	Prbm.g_01724	Prae.g_01473
OG0000979	Prbm.g_01725	Prae.g_01474
OG0000980	Prbm.g_00487	Prae.g_01475
OG0000981	Prbm.g_01726	Prae.g_01476
OG0000982	Prbm.g_01727	Prae.g_01477
OG0000983	Prbm.g_01728	Prae.g_01478
OG0000984	Prbm.g_01731	Prae.g_01482
OG0000985	Prbm.g_01732	Prae.g_01483
OG0000986	Prbm.g_01733	Prae.g_01484
OG0000987	Prbm.g_01735	Prae.g_01486
OG0000988	Prbm.g_01736	Prae.g_01487
OG0000989	Prbm.g_01737	Prae.g_01488
OG0000990	Prbm.g_01738	Prae.g_01489
OG0000991	Prbm.g_01739	Prae.g_01490
OG0000992	Prbm.g_01740	Prae.g_01491
OG0000993	Prbm.g_01741	Prae.g_01492
OG0000994	Prbm.g_01742	Prae.g_01493
OG0000995	Prbm.g_01743	Prae.g_01494
OG0000996	Prbm.g_01744	Prae.g_01495
OG0000997	Prbm.g_01746	Prae.g_01497
OG0000998	Prbm.g_01752	Prae.g_01500
OG0000999	Prbm.g_01755	Prae.g_01502
OG0001000	Prbm.g_01756	Prae.g_01503
OG0001001	Prbm.g_01757	Prae.g_01504
OG0001002	Prbm.g_01759	Prae.g_01506
OG0001003	Prbm.g_01760	Prae.g_01507
OG0001004	Prbm.g_01761	Prae.g_01508
OG0001005	Prbm.g_01762	Prae.g_01509
OG0001006	Prbm.g_01764	Prae.g_01511
OG0001007	Prbm.g_01765	Prae.g_01512
OG0001008	Prbm.g_01766	Prae.g_01513
OG0001009	Prbm.g_01768	Prae.g_01514
OG0001010	Prbm.g_01769	Prae.g_01515
OG0001011	Prbm.g_01770	Prae.g_01516
OG0001012	Prbm.g_01771	Prae.g_01517
OG0001013	Prbm.g_01772	Prae.g_01518
OG0001014	Prbm.g_01773	Prae.g_01519
OG0001015	Prbm.g_01774	Prae.g_01520
OG0001016	Prbm.g_01775	Prae.g_01521
OG0001017	Prbm.g_01776	Prae.g_01522
OG0001018	Prbm.g_01777	Prae.g_01523
OG0001019	Prbm.g_01778	Prae.g_01524
OG0001020	Prbm.g_01779	Prae.g_01525
OG0001021	Prbm.g_01780	Prae.g_01526
OG0001022	Prbm.g_01781	Prae.g_01527
OG0001023	Prbm.g_01782	Prae.g_01528
OG0001024	Prbm.g_01784	Prae.g_01530
OG0001025	Prbm.g_01785	Prae.g_01531
OG0001026	Prbm.g_01786	Prae.g_01532
OG0001027	Prbm.g_01787	Prae.g_01533
OG0001028	Prbm.g_01789	Prae.g_01534
OG0001029	Prbm.g_01790	Prae.g_01535
OG0001030	Prbm.g_01793	Prae.g_01538
OG0001031	Prbm.g_01794	Prae.g_01539
OG0001032	Prbm.g_01586	Prae.g_01547
OG0001033	Prbm.g_01685	Prae.g_01554
OG0001034	Prbm.g_00830	Prae.g_01582
OG0001035	Prbm.g_01835	Prae.g_01617
OG0001036	Prbm.g_01836	Prae.g_01618
OG0001037	Prbm.g_01842	Prae.g_01624
OG0001038	Prbm.g_01843	Prae.g_01625
OG0001039	Prbm.g_01844	Prae.g_01626
OG0001040	Prbm.g_01845	Prae.g_01627
OG0001041	Prbm.g_01846	Prae.g_01629
OG0001042	Prbm.g_01847	Prae.g_01630
OG0001043	Prbm.g_01848	Prae.g_01631
OG0001044	Prbm.g_01849	Prae.g_01632
OG0001045	Prbm.g_01850	Prae.g_01633
OG0001046	Prbm.g_01851	Prae.g_01634
OG0001047	Prbm.g_01852	Prae.g_01635
OG0001048	Prbm.g_01853	Prae.g_01637
OG0001049	Prbm.g_01854	Prae.g_01638
OG0001050	Prbm.g_01855	Prae.g_01639
OG0001051	Prbm.g_01856	Prae.g_01640
OG0001052	Prbm.g_01857	Prae.g_01641
OG0001053	Prbm.g_01858	Prae.g_01642
OG0001054	Prbm.g_01859	Prae.g_01643
OG0001055	Prbm.g_01860	Prae.g_01644
OG0001056	Prbm.g_01861	Prae.g_01645
OG0001057	Prbm.g_01863	Prae.g_01647
OG0001058	Prbm.g_01864	Prae.g_01648
OG0001059	Prbm.g_01865	Prae.g_01649
OG0001060	Prbm.g_01866	Prae.g_01650
OG0001061	Prbm.g_01867	Prae.g_01651
OG0001062	Prbm.g_01869	Prae.g_01652
OG0001063	Prbm.g_01870	Prae.g_01653
OG0001064	Prbm.g_01871	Prae.g_01654
OG0001065	Prbm.g_01872	Prae.g_01655
OG0001066	Prbm.g_01873	Prae.g_01656
OG0001067	Prbm.g_01874	Prae.g_01657
OG0001068	Prbm.g_01875	Prae.g_01658
OG0001069	Prbm.g_01877	Prae.g_01661
OG0001070	Prbm.g_01879	Prae.g_01663
OG0001071	Prbm.g_01880	Prae.g_01664
OG0001072	Prbm.g_01881	Prae.g_01665
OG0001073	Prbm.g_01882	Prae.g_01666
OG0001074	Prbm.g_01883	Prae.g_01667
OG0001075	Prbm.g_01885	Prae.g_01668
OG0001076	Prbm.g_01887	Prae.g_01670
OG0001077	Prbm.g_01888	Prae.g_01671
OG0001078	Prbm.g_01889	Prae.g_01672
OG0001079	Prbm.g_01890	Prae.g_01673
OG0001080	Prbm.g_01891	Prae.g_01674
OG0001081	Prbm.g_01892	Prae.g_01675
OG0001082	Prbm.g_01893	Prae.g_01676
OG0001083	Prbm.g_01894	Prae.g_01677
OG0001084	Prbm.g_01895	Prae.g_01678
OG0001085	Prbm.g_01896	Prae.g_01679
OG0001086	Prbm.g_01948	Prae.g_01686
OG0001087	Prbm.g_01950	Prae.g_01687
OG0001088	Prbm.g_01951	Prae.g_01688
OG0001089	Prbm.g_01953	Prae.g_01690
OG0001090	Prbm.g_01954	Prae.g_01691
OG0001091	Prbm.g_01955	Prae.g_01692
OG0001092	Prbm.g_01956	Prae.g_01693
OG0001093	Prbm.g_01957	Prae.g_01694
OG0001094	Prbm.g_01958	Prae.g_01695
OG0001095	Prbm.g_01959	Prae.g_01696
OG0001096	Prbm.g_01960	Prae.g_01697
OG0001097	Prbm.g_01961	Prae.g_01698
OG0001098	Prbm.g_01962	Prae.g_01699
OG0001099	Prbm.g_01963	Prae.g_01700
OG0001100	Prbm.g_01964	Prae.g_01701
OG0001101	Prbm.g_01965	Prae.g_01702
OG0001102	Prbm.g_01975	Prae.g_01705
OG0001103	Prbm.g_01974	Prae.g_01706
OG0001104	Prbm.g_01970	Prae.g_01707
