Orthogroup	Prbm	Prbe
OG0000521	Prbm.g_00597	Prbe.g_00570
OG0000522	Prbm.g_00598	Prbe.g_00569
OG0000523	Prbm.g_00599	Prbe.g_00568
OG0000524	Prbm.g_00600	Prbe.g_00567
OG0000525	Prbm.g_00601	Prbe.g_00566
OG0000526	Prbm.g_00602	Prbe.g_00565
OG0000527	Prbm.g_00603	Prbe.g_00564
OG0000528	Prbm.g_00604	Prbe.g_00563
OG0000529	Prbm.g_00605	Prbe.g_00562
OG0000530	Prbm.g_00606	Prbe.g_00561
OG0000531	Prbm.g_00607	Prbe.g_00560
OG0000532	Prbm.g_00608	Prbe.g_00559
OG0000533	Prbm.g_00609	Prbe.g_00557
OG0000534	Prbm.g_00610	Prbe.g_00556
OG0000535	Prbm.g_00611	Prbe.g_00555
OG0000536	Prbm.g_00612	Prbe.g_00554
OG0000537	Prbm.g_00613	Prbe.g_00553
OG0000538	Prbm.g_00614	Prbe.g_00552
OG0000539	Prbm.g_00616	Prbe.g_00548
OG0000540	Prbm.g_00617	Prbe.g_00547
OG0000541	Prbm.g_00618	Prbe.g_00546
OG0000542	Prbm.g_00620	Prbe.g_00543
OG0000543	Prbm.g_00621	Prbe.g_00542
OG0000544	Prbm.g_00624	Prbe.g_00541
OG0000545	Prbm.g_00623	Prbe.g_00540
OG0000546	Prbm.g_00625	Prbe.g_00539
OG0000547	Prbm.g_00626	Prbe.g_00538
OG0000548	Prbm.g_00627	Prbe.g_00537
OG0000549	Prbm.g_00629	Prbe.g_00535
OG0000550	Prbm.g_00630	Prbe.g_00534
OG0000551	Prbm.g_00631	Prbe.g_00533
OG0000552	Prbm.g_00632	Prbe.g_00532
OG0000553	Prbm.g_00633	Prbe.g_00531
OG0000554	Prbm.g_00634	Prbe.g_00530
OG0000555	Prbm.g_00636	Prbe.g_00528
OG0000556	Prbm.g_00637	Prbe.g_00527
OG0000557	Prbm.g_00638	Prbe.g_00526
OG0000558	Prbm.g_00639	Prbe.g_00525
OG0000559	Prbm.g_00640	Prbe.g_00524
OG0000560	Prbm.g_00641	Prbe.g_00523
OG0000561	Prbm.g_00642	Prbe.g_00522
OG0000562	Prbm.g_00643	Prbe.g_00521
OG0000563	Prbm.g_00644	Prbe.g_00520
OG0000564	Prbm.g_00645	Prbe.g_00519
OG0000565	Prbm.g_00646	Prbe.g_00518
OG0000566	Prbm.g_00647	Prbe.g_00517
OG0000567	Prbm.g_00648	Prbe.g_00516
OG0000568	Prbm.g_00649	Prbe.g_00515
OG0000569	Prbm.g_00652	Prbe.g_00513
OG0000570	Prbm.g_00653	Prbe.g_00512
OG0000571	Prbm.g_00654	Prbe.g_00510
OG0000572	Prbm.g_00656	Prbe.g_00508
OG0000573	Prbm.g_00657	Prbe.g_00507
OG0000574	Prbm.g_00658	Prbe.g_00506
OG0000575	Prbm.g_00659	Prbe.g_00504
OG0000576	Prbm.g_00660	Prbe.g_00503
OG0000577	Prbm.g_00661	Prbe.g_01490
OG0000578	Prbm.g_00662	Prbe.g_01489
OG0000579	Prbm.g_00663	Prbe.g_01488
OG0000580	Prbm.g_00664	Prbe.g_01487
OG0000581	Prbm.g_00665	Prbe.g_01486
OG0000582	Prbm.g_00666	Prbe.g_01485
OG0000583	Prbm.g_00667	Prbe.g_01484
OG0000584	Prbm.g_00669	Prbe.g_01482
OG0000585	Prbm.g_00670	Prbe.g_01481
OG0000586	Prbm.g_00671	Prbe.g_01479
OG0000587	Prbm.g_00672	Prbe.g_01478
OG0000588	Prbm.g_00673	Prbe.g_01477
OG0000589	Prbm.g_00674	Prbe.g_01476
OG0000590	Prbm.g_00675	Prbe.g_01475
OG0000591	Prbm.g_00676	Prbe.g_01474
OG0000592	Prbm.g_00677	Prbe.g_01473
OG0000593	Prbm.g_00678	Prbe.g_01472
OG0000594	Prbm.g_00679	Prbe.g_01471
OG0000595	Prbm.g_00680	Prbe.g_01470
OG0000596	Prbm.g_00681	Prbe.g_01469
OG0000597	Prbm.g_00685	Prbe.g_01465
OG0000598	Prbm.g_00686	Prbe.g_01464
OG0000599	Prbm.g_00687	Prbe.g_01463
OG0000600	Prbm.g_00688	Prbe.g_01462
OG0000601	Prbm.g_00689	Prbe.g_01461
OG0000602	Prbm.g_00690	Prbe.g_01460
OG0000603	Prbm.g_00691	Prbe.g_01459
OG0000604	Prbm.g_00692	Prbe.g_01458
OG0000605	Prbm.g_00693	Prbe.g_01457
OG0000606	Prbm.g_00694	Prbe.g_01456
OG0000607	Prbm.g_00696	Prbe.g_01454
OG0000608	Prbm.g_00697	Prbe.g_01453
OG0000609	Prbm.g_00699	Prbe.g_01451
OG0000610	Prbm.g_00700	Prbe.g_01450
OG0000611	Prbm.g_00703	Prbe.g_00444
OG0000612	Prbm.g_00704	Prbe.g_00445
OG0000613	Prbm.g_00706	Prbe.g_00447
OG0000614	Prbm.g_00713	Prbe.g_00453
OG0000615	Prbm.g_00714	Prbe.g_00454
OG0000616	Prbm.g_00716	Prbe.g_00455
OG0000617	Prbm.g_00719	Prbe.g_00458
OG0000618	Prbm.g_00720	Prbe.g_00459
OG0000619	Prbm.g_00722	Prbe.g_00460
OG0000620	Prbm.g_00724	Prbe.g_00462
OG0000621	Prbm.g_00725	Prbe.g_00463
OG0000622	Prbm.g_00726	Prbe.g_00464
OG0000623	Prbm.g_00727	Prbe.g_00465
OG0000624	Prbm.g_00730	Prbe.g_00468
OG0000625	Prbm.g_00731	Prbe.g_01199
OG0000626	Prbm.g_00732	Prbe.g_01200
OG0000627	Prbm.g_01483	Prbe.g_01203
OG0000628	Prbm.g_00733	Prbe.g_01204
OG0000629	Prbm.g_00734	Prbe.g_01205
OG0000630	Prbm.g_00736	Prbe.g_01207
OG0000631	Prbm.g_00737	Prbe.g_01209
OG0000632	Prbm.g_02220	Prbe.g_01197
OG0000633	Prbm.g_01326	Prbe.g_00403
OG0000634	Prbm.g_00743	Prbe.g_01215
OG0000635	Prbm.g_00745	Prbe.g_01437
OG0000636	Prbm.g_00746	Prbe.g_01436
OG0000637	Prbm.g_00748	Prbe.g_01434
OG0000638	Prbm.g_00749	Prbe.g_01433
OG0000639	Prbm.g_00750	Prbe.g_01432
OG0000640	Prbm.g_00751	Prbe.g_01431
OG0000641	Prbm.g_00752	Prbe.g_01430
OG0000642	Prbm.g_00753	Prbe.g_01429
OG0000643	Prbm.g_00754	Prbe.g_01428
OG0000644	Prbm.g_00756	Prbe.g_01426
OG0000645	Prbm.g_00758	Prbe.g_01424
OG0000646	Prbm.g_00759	Prbe.g_01423
OG0000647	Prbm.g_00760	Prbe.g_01422
OG0000648	Prbm.g_00762	Prbe.g_01421
OG0000649	Prbm.g_00763	Prbe.g_01420
OG0000650	Prbm.g_00764	Prbe.g_01419
OG0000651	Prbm.g_00765	Prbe.g_01418
OG0000652	Prbm.g_00767	Prbe.g_01416
OG0000653	Prbm.g_00091	Prbe.g_01604
OG0000654	Prbm.g_00111	Prbe.g_00055
OG0000655	Prbm.g_01485	Prbe.g_00496
OG0000656	Prbm.g_01094	Prbe.g_00909
OG0000657	Prbm.g_00980	Prbe.g_00487
OG0000658	Prbm.g_00979	Prbe.g_00488
OG0000659	Prbm.g_00978	Prbe.g_00489
OG0000660	Prbm.g_00395	Prbe.g_01889
OG0000661	Prbm.g_00955	Prbe.g_01317
OG0000662	Prbm.g_00957	Prbe.g_01321
OG0000663	Prbm.g_00959	Prbe.g_01323
OG0000664	Prbm.g_00960	Prbe.g_01324
OG0000665	Prbm.g_00961	Prbe.g_01325
OG0000666	Prbm.g_00808	Prbe.g_01438
OG0000667	Prbm.g_00809	Prbe.g_01217
OG0000668	Prbm.g_00810	Prbe.g_01218
OG0000669	Prbm.g_00811	Prbe.g_01219
OG0000670	Prbm.g_00813	Prbe.g_01221
OG0000671	Prbm.g_00814	Prbe.g_01222
OG0000672	Prbm.g_00815	Prbe.g_01223
OG0000673	Prbm.g_00816	Prbe.g_01224
OG0000674	Prbm.g_00817	Prbe.g_01225
OG0000675	Prbm.g_00818	Prbe.g_01226
OG0000676	Prbm.g_00820	Prbe.g_01228
OG0000677	Prbm.g_00822	Prbe.g_01230
OG0000678	Prbm.g_00823	Prbe.g_01231
OG0000679	Prbm.g_00824	Prbe.g_01232
OG0000680	Prbm.g_00825	Prbe.g_01233
OG0000681	Prbm.g_00826	Prbe.g_01234
OG0000682	Prbm.g_00827	Prbe.g_01235
OG0000683	Prbm.g_00829	Prbe.g_01236
OG0000684	Prbm.g_00831	Prbe.g_01238
OG0000685	Prbm.g_00832	Prbe.g_01239
OG0000686	Prbm.g_00833	Prbe.g_01240
OG0000687	Prbm.g_00834	Prbe.g_01241
OG0000688	Prbm.g_00835	Prbe.g_01242
OG0000689	Prbm.g_00836	Prbe.g_01243
OG0000690	Prbm.g_00837	Prbe.g_01244
OG0000691	Prbm.g_00839	Prbe.g_01246
OG0000692	Prbm.g_00840	Prbe.g_01247
OG0000693	Prbm.g_00841	Prbe.g_01248
OG0000694	Prbm.g_00842	Prbe.g_01249
OG0000695	Prbm.g_00843	Prbe.g_01250
OG0000696	Prbm.g_00844	Prbe.g_01251
OG0000697	Prbm.g_00845	Prbe.g_01253
OG0000698	Prbm.g_00846	Prbe.g_01254
OG0000699	Prbm.g_00849	Prbe.g_01258
OG0000700	Prbm.g_00850	Prbe.g_01259
OG0000701	Prbm.g_00852	Prbe.g_01261
OG0000702	Prbm.g_00853	Prbe.g_01262
OG0000703	Prbm.g_00854	Prbe.g_01263
OG0000704	Prbm.g_00855	Prbe.g_01264
OG0000705	Prbm.g_00857	Prbe.g_01266
OG0000706	Prbm.g_00858	Prbe.g_01267
OG0000707	Prbm.g_00859	Prbe.g_01268
OG0000708	Prbm.g_00860	Prbe.g_01269
OG0000709	Prbm.g_00861	Prbe.g_01270
OG0000710	Prbm.g_00862	Prbe.g_01271
OG0000711	Prbm.g_00863	Prbe.g_01272
OG0000712	Prbm.g_00864	Prbe.g_01273
OG0000713	Prbm.g_00865	Prbe.g_01274
OG0000714	Prbm.g_00867	Prbe.g_01278
OG0000715	Prbm.g_00868	Prbe.g_01279
OG0000716	Prbm.g_00869	Prbe.g_01280
OG0000717	Prbm.g_00870	Prbe.g_01281
OG0000718	Prbm.g_00871	Prbe.g_01282
OG0000719	Prbm.g_00873	Prbe.g_01284
OG0000720	Prbm.g_00877	Prbe.g_01288
OG0000721	Prbm.g_00878	Prbe.g_01289
OG0000722	Prbm.g_00911	Prbe.g_00105
OG0000723	Prbm.g_00914	Prbe.g_00110
OG0000724	Prbm.g_00919	Prbe.g_00406
OG0000725	Prbm.g_00921	Prbe.g_00408
OG0000726	Prbm.g_00922	Prbe.g_00409
OG0000727	Prbm.g_00923	Prbe.g_00411
OG0000728	Prbm.g_00924	Prbe.g_00412
OG0000729	Prbm.g_00926	Prbe.g_00414
OG0000730	Prbm.g_00927	Prbe.g_00415
OG0000731	Prbm.g_00929	Prbe.g_00417
OG0000732	Prbm.g_00930	Prbe.g_00418
OG0000733	Prbm.g_00931	Prbe.g_00419
OG0000734	Prbm.g_00932	Prbe.g_00420
OG0000735	Prbm.g_00933	Prbe.g_00421
OG0000736	Prbm.g_00935	Prbe.g_00423
OG0000737	Prbm.g_00936	Prbe.g_00424
OG0000738	Prbm.g_00939	Prbe.g_00426
OG0000739	Prbm.g_00940	Prbe.g_00427
OG0000740	Prbm.g_00941	Prbe.g_00428
OG0000741	Prbm.g_00943	Prbe.g_00430
OG0000742	Prbm.g_00944	Prbe.g_00431
OG0000743	Prbm.g_00947	Prbe.g_00435
OG0000744	Prbm.g_00948	Prbe.g_00436
OG0000745	Prbm.g_00793	Prbe.g_00438
OG0000746	Prbm.g_00794	Prbe.g_00439
OG0000747	Prbm.g_00795	Prbe.g_00440
OG0000748	Prbm.g_00796	Prbe.g_00441
OG0000749	Prbm.g_00797	Prbe.g_00442
OG0000750	Prbm.g_00798	Prbe.g_00443
OG0000751	Prbm.g_00800	Prbe.g_01446
OG0000752	Prbm.g_00801	Prbe.g_01445
OG0000753	Prbm.g_00802	Prbe.g_01444
OG0000754	Prbm.g_00803	Prbe.g_01443
OG0000755	Prbm.g_00805	Prbe.g_01441
OG0000756	Prbm.g_00806	Prbe.g_01440
OG0000757	Prbm.g_00807	Prbe.g_01439
OG0000758	Prbm.g_00962	Prbe.g_01326
OG0000759	Prbm.g_00963	Prbe.g_01327
OG0000760	Prbm.g_00964	Prbe.g_01328
OG0000761	Prbm.g_00965	Prbe.g_01329
OG0000762	Prbm.g_00967	Prbe.g_01331
OG0000763	Prbm.g_00968	Prbe.g_01332
OG0000764	Prbm.g_00969	Prbe.g_01333
OG0000765	Prbm.g_00970	Prbe.g_01334
OG0000766	Prbm.g_00971	Prbe.g_01335
OG0000767	Prbm.g_00972	Prbe.g_01336
OG0000768	Prbm.g_00973	Prbe.g_01337
OG0000769	Prbm.g_00974	Prbe.g_01338
OG0000770	Prbm.g_00975	Prbe.g_01340
OG0000771	Prbm.g_00976	Prbe.g_01341
OG0000772	Prbm.g_00889	Prbe.g_01400
OG0000773	Prbm.g_00981	Prbe.g_01343
OG0000774	Prbm.g_00982	Prbe.g_01344
OG0000775	Prbm.g_00983	Prbe.g_01345
OG0000776	Prbm.g_00985	Prbe.g_01347
OG0000777	Prbm.g_00986	Prbe.g_01348
OG0000778	Prbm.g_00987	Prbe.g_01349
OG0000779	Prbm.g_00989	Prbe.g_01351
OG0000780	Prbm.g_00990	Prbe.g_01352
OG0000781	Prbm.g_00991	Prbe.g_01353
OG0000782	Prbm.g_00993	Prbe.g_01355
OG0000783	Prbm.g_00994	Prbe.g_01356
OG0000784	Prbm.g_00995	Prbe.g_01357
OG0000785	Prbm.g_00996	Prbe.g_01358
OG0000786	Prbm.g_00997	Prbe.g_01359
OG0000787	Prbm.g_00999	Prbe.g_01361
OG0000788	Prbm.g_01000	Prbe.g_01362
OG0000789	Prbm.g_01001	Prbe.g_01363
OG0000790	Prbm.g_01002	Prbe.g_01364
OG0000791	Prbm.g_01003	Prbe.g_01365
OG0000792	Prbm.g_00102	Prbe.g_01615
OG0000793	Prbm.g_01004	Prbe.g_01367
OG0000794	Prbm.g_01005	Prbe.g_01368
OG0000795	Prbm.g_01006	Prbe.g_01369
OG0000796	Prbm.g_01007	Prbe.g_01372
OG0000797	Prbm.g_01009	Prbe.g_01373
OG0000798	Prbm.g_01010	Prbe.g_01374
OG0000799	Prbm.g_01011	Prbe.g_01375
OG0000800	Prbm.g_01012	Prbe.g_01376
OG0000801	Prbm.g_01013	Prbe.g_01377
OG0000802	Prbm.g_01014	Prbe.g_01379
OG0000803	Prbm.g_01015	Prbe.g_01380
OG0000804	Prbm.g_01031	Prbe.g_01384
OG0000805	Prbm.g_01032	Prbe.g_01386
OG0000806	Prbm.g_01033	Prbe.g_01387
OG0000807	Prbm.g_01034	Prbe.g_01388
OG0000808	Prbm.g_01035	Prbe.g_01389
OG0000809	Prbm.g_01039	Prbe.g_01395
OG0000810	Prbm.g_01041	Prbe.g_01397
OG0000811	Prbm.g_01042	Prbe.g_01398
OG0000812	Prbm.g_00888	Prbe.g_01399
OG0000813	Prbm.g_01043	Prbe.g_01402
OG0000814	Prbm.g_01044	Prbe.g_01403
OG0000815	Prbm.g_01045	Prbe.g_01404
OG0000816	Prbm.g_01048	Prbe.g_01407
OG0000817	Prbm.g_01052	Prbe.g_01308
OG0000818	Prbm.g_01053	Prbe.g_01307
OG0000819	Prbm.g_01056	Prbe.g_01305
OG0000820	Prbm.g_01057	Prbe.g_01304
OG0000821	Prbm.g_01058	Prbe.g_01303
OG0000822	Prbm.g_01059	Prbe.g_01302
OG0000823	Prbm.g_01062	Prbe.g_01299
OG0000824	Prbm.g_01063	Prbe.g_01298
OG0000825	Prbm.g_00887	Prbe.g_01296
OG0000826	Prbm.g_00886	Prbe.g_01295
OG0000827	Prbm.g_00885	Prbe.g_01294
OG0000828	Prbm.g_00883	Prbe.g_01292
OG0000829	Prbm.g_00894	Prbe.g_01919
OG0000830	Prbm.g_01103	Prbe.g_00071
OG0000831	Prbm.g_01085	Prbe.g_01597
OG0000832	Prbm.g_01806	Prbe.g_00492
OG0000833	Prbm.g_02104	Prbe.g_00915
OG0000834	Prbm.g_00398	Prbe.g_01591
OG0000835	Prbm.g_00406	Prbe.g_01898
OG0000836	Prbm.g_01803	Prbe.g_01618
OG0000837	Prbm.g_01079	Prbe.g_00374
OG0000838	Prbm.g_01911	Prbe.g_00042
OG0000839	Prbm.g_01912	Prbe.g_00043
OG0000840	Prbm.g_01123	Prbe.g_00060
OG0000841	Prbm.g_01571	Prbe.g_01571
OG0000842	Prbm.g_01565	Prbe.g_01565
OG0000843	Prbm.g_01563	Prbe.g_01563
OG0000844	Prbm.g_01562	Prbe.g_01562
OG0000845	Prbm.g_01561	Prbe.g_01561
OG0000846	Prbm.g_01560	Prbe.g_01560
OG0000847	Prbm.g_01559	Prbe.g_01559
OG0000848	Prbm.g_01558	Prbe.g_01558
OG0000849	Prbm.g_01557	Prbe.g_01557
OG0000850	Prbm.g_01556	Prbe.g_01556
OG0000851	Prbm.g_01553	Prbe.g_01553
OG0000852	Prbm.g_01550	Prbe.g_01550
OG0000853	Prbm.g_01548	Prbe.g_01548
OG0000854	Prbm.g_01547	Prbe.g_01547
OG0000855	Prbm.g_01545	Prbe.g_01546
OG0000856	Prbm.g_01544	Prbe.g_01545
OG0000857	Prbm.g_01543	Prbe.g_01544
OG0000858	Prbm.g_01540	Prbe.g_01541
OG0000859	Prbm.g_01539	Prbe.g_01540
OG0000860	Prbm.g_01538	Prbe.g_01539
OG0000861	Prbm.g_01537	Prbe.g_01538
OG0000862	Prbm.g_01536	Prbe.g_01537
OG0000863	Prbm.g_01534	Prbe.g_01535
OG0000864	Prbm.g_01533	Prbe.g_01534
OG0000865	Prbm.g_01532	Prbe.g_01533
OG0000866	Prbm.g_01531	Prbe.g_01532
OG0000867	Prbm.g_01529	Prbe.g_01530
OG0000868	Prbm.g_01527	Prbe.g_01528
OG0000869	Prbm.g_01525	Prbe.g_01527
OG0000870	Prbm.g_01524	Prbe.g_01524
OG0000871	Prbm.g_01523	Prbe.g_01523
OG0000872	Prbm.g_01520	Prbe.g_01521
OG0000873	Prbm.g_01519	Prbe.g_01520
OG0000874	Prbm.g_01518	Prbe.g_01519
OG0000875	Prbm.g_01516	Prbe.g_01517
OG0000876	Prbm.g_01514	Prbe.g_01515
OG0000877	Prbm.g_01513	Prbe.g_01514
OG0000878	Prbm.g_01512	Prbe.g_01513
OG0000879	Prbm.g_01511	Prbe.g_01512
OG0000880	Prbm.g_01510	Prbe.g_01511
OG0000881	Prbm.g_01509	Prbe.g_01510
OG0000882	Prbm.g_01508	Prbe.g_01509
OG0000883	Prbm.g_01507	Prbe.g_01508
OG0000884	Prbm.g_01506	Prbe.g_01507
OG0000885	Prbm.g_01505	Prbe.g_01506
OG0000886	Prbm.g_01504	Prbe.g_01505
OG0000887	Prbm.g_01503	Prbe.g_01504
OG0000888	Prbm.g_01502	Prbe.g_01503
OG0000889	Prbm.g_01501	Prbe.g_01502
OG0000890	Prbm.g_01500	Prbe.g_01501
OG0000891	Prbm.g_01499	Prbe.g_01500
OG0000892	Prbm.g_01498	Prbe.g_01499
OG0000893	Prbm.g_01497	Prbe.g_01498
OG0000894	Prbm.g_01496	Prbe.g_01497
OG0000895	Prbm.g_01495	Prbe.g_01496
OG0000896	Prbm.g_01494	Prbe.g_01494
OG0000897	Prbm.g_01493	Prbe.g_01493
OG0000898	Prbm.g_01492	Prbe.g_01492
OG0000899	Prbm.g_01491	Prbe.g_01491
OG0000900	Prbm.g_01490	Prbe.g_00502
OG0000901	Prbm.g_01356	Prbe.g_01128
OG0000902	Prbm.g_01600	Prbe.g_00904
OG0000903	Prbm.g_01601	Prbe.g_00903
OG0000904	Prbm.g_01602	Prbe.g_00902
OG0000905	Prbm.g_01603	Prbe.g_00901
OG0000906	Prbm.g_01605	Prbe.g_00900
OG0000907	Prbm.g_01606	Prbe.g_00898
OG0000908	Prbm.g_01607	Prbe.g_00897
OG0000909	Prbm.g_01608	Prbe.g_00896
OG0000910	Prbm.g_01609	Prbe.g_00895
OG0000911	Prbm.g_01610	Prbe.g_00894
OG0000912	Prbm.g_01613	Prbe.g_00891
OG0000913	Prbm.g_01614	Prbe.g_00890
OG0000914	Prbm.g_01615	Prbe.g_00889
OG0000915	Prbm.g_01616	Prbe.g_00886
OG0000916	Prbm.g_01617	Prbe.g_00885
OG0000917	Prbm.g_01618	Prbe.g_00884
OG0000918	Prbm.g_01619	Prbe.g_00883
OG0000919	Prbm.g_01620	Prbe.g_00882
OG0000920	Prbm.g_01621	Prbe.g_00881
OG0000921	Prbm.g_01624	Prbe.g_00878
OG0000922	Prbm.g_01625	Prbe.g_00877
OG0000923	Prbm.g_01630	Prbe.g_00397
OG0000924	Prbm.g_01594, Prbm.g_01631	Prbe.g_00398
OG0000925	Prbm.g_01634	Prbe.g_00869
OG0000926	Prbm.g_00777	Prbe.g_00634
OG0000927	Prbm.g_01573	Prbe.g_01614
OG0000928	Prbm.g_01051	Prbe.g_00212
OG0000929	Prbm.g_01812	Prbe.g_01592
OG0000930	Prbm.g_01658	Prbe.g_01574
OG0000931	Prbm.g_00875	Prbe.g_01286
OG0000932	Prbm.g_01176	Prbe.g_01611
OG0000933	Prbm.g_01662	Prbe.g_00371
OG0000934	Prbm.g_01663	Prbe.g_00370
OG0000935	Prbm.g_01664	Prbe.g_00369
OG0000936	Prbm.g_01665	Prbe.g_00368
OG0000937	Prbm.g_01666	Prbe.g_00367
OG0000938	Prbm.g_01667	Prbe.g_00366
OG0000939	Prbm.g_01668	Prbe.g_00365
OG0000940	Prbm.g_01669	Prbe.g_00364
OG0000941	Prbm.g_01670	Prbe.g_00363
OG0000942	Prbm.g_01671	Prbe.g_00362
OG0000943	Prbm.g_01672	Prbe.g_00361
OG0000944	Prbm.g_01673	Prbe.g_00360
OG0000945	Prbm.g_01674	Prbe.g_00359
OG0000946	Prbm.g_01675	Prbe.g_00358
OG0000947	Prbm.g_01676	Prbe.g_00357
OG0000948	Prbm.g_01677	Prbe.g_00356
OG0000949	Prbm.g_01678	Prbe.g_00355
OG0000950	Prbm.g_02077	Prbe.g_00792
OG0000951	Prbm.g_01691	Prbe.g_00328
OG0000952	Prbm.g_01692	Prbe.g_00327
OG0000953	Prbm.g_01693	Prbe.g_00326
OG0000954	Prbm.g_01694	Prbe.g_00325
OG0000955	Prbm.g_01695	Prbe.g_00324
OG0000956	Prbm.g_01697	Prbe.g_00322
OG0000957	Prbm.g_01698	Prbe.g_00321
OG0000958	Prbm.g_01699	Prbe.g_00320
OG0000959	Prbm.g_01700	Prbe.g_00319
OG0000960	Prbm.g_01701	Prbe.g_00318
OG0000961	Prbm.g_01702	Prbe.g_00317
OG0000962	Prbm.g_01703	Prbe.g_00316
OG0000963	Prbm.g_01704	Prbe.g_00315
OG0000964	Prbm.g_01706	Prbe.g_00314
OG0000965	Prbm.g_01708	Prbe.g_00313
OG0000966	Prbm.g_01709	Prbe.g_00312
OG0000967	Prbm.g_01712	Prbe.g_00309
OG0000968	Prbm.g_01713	Prbe.g_00308
OG0000969	Prbm.g_01714	Prbe.g_00307
OG0000970	Prbm.g_01715	Prbe.g_00306
OG0000971	Prbm.g_01716	Prbe.g_00305
OG0000972	Prbm.g_01717	Prbe.g_00304
OG0000973	Prbm.g_01719	Prbe.g_00302
OG0000974	Prbm.g_01720	Prbe.g_00301
OG0000975	Prbm.g_01721	Prbe.g_00300
OG0000976	Prbm.g_01722	Prbe.g_00299
OG0000977	Prbm.g_01723	Prbe.g_00298
OG0000978	Prbm.g_01724	Prbe.g_00297
OG0000979	Prbm.g_01725	Prbe.g_00296
OG0000980	Prbm.g_00487	Prbe.g_00295
OG0000981	Prbm.g_01726	Prbe.g_00294
OG0000982	Prbm.g_01727	Prbe.g_00293
OG0000983	Prbm.g_01728	Prbe.g_00292
OG0000984	Prbm.g_01731	Prbe.g_00288
OG0000985	Prbm.g_01732	Prbe.g_00287
OG0000986	Prbm.g_01733	Prbe.g_00286
OG0000987	Prbm.g_01735	Prbe.g_00284
OG0000988	Prbm.g_01736	Prbe.g_00283
OG0000989	Prbm.g_01737	Prbe.g_00282
OG0000990	Prbm.g_01738	Prbe.g_00281
OG0000991	Prbm.g_01739	Prbe.g_00280
OG0000992	Prbm.g_01740	Prbe.g_00279
OG0000993	Prbm.g_01741	Prbe.g_00278
OG0000994	Prbm.g_01742	Prbe.g_00277
OG0000995	Prbm.g_01743	Prbe.g_00276
OG0000996	Prbm.g_01744	Prbe.g_00275
OG0000997	Prbm.g_01746	Prbe.g_00273
OG0000998	Prbm.g_01752	Prbe.g_00267
OG0000999	Prbm.g_01755	Prbe.g_00265
OG0001000	Prbm.g_01756	Prbe.g_00263
OG0001001	Prbm.g_01757	Prbe.g_00261
OG0001002	Prbm.g_01759	Prbe.g_00259
OG0001003	Prbm.g_01760	Prbe.g_00258
OG0001004	Prbm.g_01761	Prbe.g_00257
OG0001005	Prbm.g_01762	Prbe.g_00256
OG0001006	Prbm.g_01764	Prbe.g_00254
OG0001007	Prbm.g_01765	Prbe.g_00253
OG0001008	Prbm.g_01766	Prbe.g_00252
OG0001009	Prbm.g_01768	Prbe.g_00251
OG0001010	Prbm.g_01769	Prbe.g_00250
OG0001011	Prbm.g_01770	Prbe.g_00249
OG0001012	Prbm.g_01771	Prbe.g_00248
OG0001013	Prbm.g_01772	Prbe.g_00247
OG0001014	Prbm.g_01773	Prbe.g_00246
OG0001015	Prbm.g_01774	Prbe.g_00245
OG0001016	Prbm.g_01775	Prbe.g_00244
OG0001017	Prbm.g_01776	Prbe.g_00243
OG0001018	Prbm.g_01777	Prbe.g_00242
OG0001019	Prbm.g_01778	Prbe.g_00241
OG0001020	Prbm.g_01779	Prbe.g_00240
OG0001021	Prbm.g_01780	Prbe.g_00239
OG0001022	Prbm.g_01781	Prbe.g_00238
OG0001023	Prbm.g_01782	Prbe.g_00237
OG0001024	Prbm.g_01784	Prbe.g_00235
OG0001025	Prbm.g_01785	Prbe.g_00234
OG0001026	Prbm.g_01786	Prbe.g_00233
OG0001027	Prbm.g_01787	Prbe.g_00232
OG0001028	Prbm.g_01789	Prbe.g_00229
OG0001029	Prbm.g_01790	Prbe.g_00228
OG0001030	Prbm.g_01793	Prbe.g_00225
OG0001031	Prbm.g_01794	Prbe.g_00224
OG0001032	Prbm.g_01586	Prbe.g_01042
OG0001033	Prbm.g_01685	Prbe.g_00505
OG0001034	Prbm.g_00830	Prbe.g_01237
OG0001035	Prbm.g_01835	Prbe.g_00992
OG0001036	Prbm.g_01836	Prbe.g_00991
OG0001037	Prbm.g_01842	Prbe.g_00984
OG0001038	Prbm.g_01843	Prbe.g_00983
OG0001039	Prbm.g_01844	Prbe.g_00982
OG0001040	Prbm.g_01845	Prbe.g_00981
OG0001041	Prbm.g_01846	Prbe.g_00979
OG0001042	Prbm.g_01847	Prbe.g_00978
OG0001043	Prbm.g_01848	Prbe.g_00977
OG0001044	Prbm.g_01849	Prbe.g_00976
OG0001045	Prbm.g_01850	Prbe.g_00975
OG0001046	Prbm.g_01851	Prbe.g_00973
OG0001047	Prbm.g_01852	Prbe.g_00972
OG0001048	Prbm.g_01853	Prbe.g_00971
OG0001049	Prbm.g_01854	Prbe.g_00970
OG0001050	Prbm.g_01855	Prbe.g_00969
OG0001051	Prbm.g_01856	Prbe.g_00968
OG0001052	Prbm.g_01857	Prbe.g_00967
OG0001053	Prbm.g_01858	Prbe.g_00966
OG0001054	Prbm.g_01859	Prbe.g_00965
OG0001055	Prbm.g_01860	Prbe.g_00964
OG0001056	Prbm.g_01861	Prbe.g_00963
OG0001057	Prbm.g_01863	Prbe.g_00961
