Orthogroup	Prbm	Prbk
OG0000539	Prbm.g_00616	Prbk.g_01124
OG0000540	Prbm.g_00617	Prbk.g_01125
OG0000541	Prbm.g_00618	Prbk.g_01126
OG0000542	Prbm.g_00620	Prbk.g_01130
OG0000543	Prbm.g_00621	Prbk.g_01131
OG0000544	Prbm.g_00624	Prbk.g_01132
OG0000545	Prbm.g_00623	Prbk.g_01133
OG0000546	Prbm.g_00625	Prbk.g_01139
OG0000547	Prbm.g_00626	Prbk.g_01140
OG0000548	Prbm.g_00627	Prbk.g_01141
OG0000549	Prbm.g_00629	Prbk.g_01143
OG0000550	Prbm.g_00630	Prbk.g_01144
OG0000551	Prbm.g_00631	Prbk.g_01145
OG0000552	Prbm.g_00632	Prbk.g_01146
OG0000553	Prbm.g_00633	Prbk.g_01147
OG0000554	Prbm.g_00634	Prbk.g_01148
OG0000555	Prbm.g_00636	Prbk.g_01151
OG0000556	Prbm.g_00637	Prbk.g_01153
OG0000557	Prbm.g_00638	Prbk.g_01154
OG0000558	Prbm.g_00639	Prbk.g_01155
OG0000559	Prbm.g_00640	Prbk.g_01156
OG0000560	Prbm.g_00641	Prbk.g_01157
OG0000561	Prbm.g_00642	Prbk.g_01158
OG0000562	Prbm.g_00643	Prbk.g_01159
OG0000563	Prbm.g_00644	Prbk.g_01161
OG0000564	Prbm.g_00645	Prbk.g_01163
OG0000565	Prbm.g_00646	Prbk.g_02602
OG0000566	Prbm.g_00647	Prbk.g_02603
OG0000567	Prbm.g_00648	Prbk.g_02604
OG0000568	Prbm.g_00649	Prbk.g_02605
OG0000569	Prbm.g_00652	Prbk.g_02608
OG0000570	Prbm.g_00653	Prbk.g_02609
OG0000571	Prbm.g_00654	Prbk.g_02611
OG0000572	Prbm.g_00656	Prbk.g_02616
OG0000573	Prbm.g_00657	Prbk.g_02617
OG0000574	Prbm.g_00658	Prbk.g_02618
OG0000575	Prbm.g_00659	Prbk.g_02621
OG0000576	Prbm.g_00660	Prbk.g_02623
OG0000577	Prbm.g_00661	Prbk.g_02624
OG0000578	Prbm.g_00662	Prbk.g_02626
OG0000579	Prbm.g_00663	Prbk.g_02627
OG0000580	Prbm.g_00664	Prbk.g_02628
OG0000581	Prbm.g_00665	Prbk.g_02629
OG0000582	Prbm.g_00666	Prbk.g_02631
OG0000583	Prbm.g_00667	Prbk.g_02632
OG0000584	Prbm.g_00669	Prbk.g_02634
OG0000585	Prbm.g_00670	Prbk.g_02635
OG0000586	Prbm.g_00671	Prbk.g_02637
OG0000587	Prbm.g_00672	Prbk.g_02638
OG0000588	Prbm.g_00673	Prbk.g_02639
OG0000589	Prbm.g_00674	Prbk.g_02647
OG0000590	Prbm.g_00675	Prbk.g_02648
OG0000591	Prbm.g_00676	Prbk.g_02649
OG0000592	Prbm.g_00677	Prbk.g_02650
OG0000593	Prbm.g_00678	Prbk.g_02651
OG0000594	Prbm.g_00679	Prbk.g_02654
OG0000595	Prbm.g_00680	Prbk.g_02655
OG0000596	Prbm.g_00681	Prbk.g_02656
OG0000597	Prbm.g_00685	Prbk.g_00729
OG0000598	Prbm.g_00686	Prbk.g_00728
OG0000599	Prbm.g_00687	Prbk.g_00727
OG0000600	Prbm.g_00688	Prbk.g_00726
OG0000601	Prbm.g_00689	Prbk.g_00725
OG0000602	Prbm.g_00690	Prbk.g_00723
OG0000603	Prbm.g_00691	Prbk.g_00720
OG0000604	Prbm.g_00692	Prbk.g_00719
OG0000605	Prbm.g_00693	Prbk.g_00718
OG0000606	Prbm.g_00694	Prbk.g_00717
OG0000607	Prbm.g_00696	Prbk.g_00715
OG0000608	Prbm.g_00697	Prbk.g_00714
OG0000609	Prbm.g_00699	Prbk.g_00712
OG0000610	Prbm.g_00700	Prbk.g_00711
OG0000611	Prbm.g_00703	Prbk.g_00708
OG0000612	Prbm.g_00704	Prbk.g_00706
OG0000613	Prbm.g_00706	Prbk.g_00478
OG0000614	Prbm.g_00713	Prbk.g_01361
OG0000615	Prbm.g_00714	Prbk.g_01767
OG0000616	Prbm.g_00716	Prbk.g_00672
OG0000617	Prbm.g_00719	Prbk.g_02509
OG0000618	Prbm.g_00720	Prbk.g_01925
OG0000619	Prbm.g_00722	Prbk.g_01805
OG0000620	Prbm.g_00724	Prbk.g_01827
OG0000621	Prbm.g_00725	Prbk.g_01821
OG0000622	Prbm.g_00726	Prbk.g_01817
OG0000623	Prbm.g_00727	Prbk.g_01816
OG0000624	Prbm.g_00730	Prbk.g_01802
OG0000625	Prbm.g_00731	Prbk.g_01801
OG0000626	Prbm.g_00732	Prbk.g_01800
OG0000627	Prbm.g_01483	Prbk.g_01760
OG0000628	Prbm.g_00733	Prbk.g_01761
OG0000629	Prbm.g_00734	Prbk.g_01764
OG0000630	Prbm.g_00736	Prbk.g_01766
OG0000631	Prbm.g_00737	Prbk.g_02429
OG0000632	Prbm.g_02220	Prbk.g_02262
OG0000633	Prbm.g_01326	Prbk.g_00169
OG0000634	Prbm.g_00743	Prbk.g_00617
OG0000635	Prbm.g_00745	Prbk.g_00615
OG0000636	Prbm.g_00746	Prbk.g_00614
OG0000637	Prbm.g_00748	Prbk.g_00613
OG0000638	Prbm.g_00749	Prbk.g_00612
OG0000639	Prbm.g_00750	Prbk.g_00611
OG0000640	Prbm.g_00751	Prbk.g_00610
OG0000641	Prbm.g_00752	Prbk.g_00608
OG0000642	Prbm.g_00753	Prbk.g_00607
OG0000643	Prbm.g_00754	Prbk.g_00606
OG0000644	Prbm.g_00756	Prbk.g_00604
OG0000645	Prbm.g_00758	Prbk.g_00603
OG0000646	Prbm.g_00759	Prbk.g_00602
OG0000647	Prbm.g_00760	Prbk.g_00601
OG0000648	Prbm.g_00762	Prbk.g_02376
OG0000649	Prbm.g_00763	Prbk.g_02375
OG0000650	Prbm.g_00764	Prbk.g_02372
OG0000651	Prbm.g_00765	Prbk.g_02371
OG0000652	Prbm.g_00767	Prbk.g_02368
OG0000653	Prbm.g_00091	Prbk.g_02519
OG0000654	Prbm.g_00111	Prbk.g_01872
OG0000656	Prbm.g_01094	Prbk.g_01863
OG0000657	Prbm.g_00980	Prbk.g_02332
OG0000658	Prbm.g_00979	Prbk.g_02333
OG0000659	Prbm.g_00978	Prbk.g_02334
OG0000660	Prbm.g_00395	Prbk.g_00865
OG0000661	Prbm.g_00955	Prbk.g_01455
OG0000662	Prbm.g_00957	Prbk.g_02367
OG0000663	Prbm.g_00959	Prbk.g_02362
OG0000664	Prbm.g_00960	Prbk.g_02361
OG0000665	Prbm.g_00961	Prbk.g_02360
OG0000666	Prbm.g_00808	Prbk.g_02462
OG0000667	Prbm.g_00809	Prbk.g_02463
OG0000668	Prbm.g_00810	Prbk.g_02464
OG0000669	Prbm.g_00811	Prbk.g_02465
OG0000670	Prbm.g_00813	Prbk.g_02467
OG0000671	Prbm.g_00814	Prbk.g_02468
OG0000672	Prbm.g_00815	Prbk.g_02469
OG0000673	Prbm.g_00816	Prbk.g_02470
OG0000674	Prbm.g_00817	Prbk.g_02471
OG0000675	Prbm.g_00818	Prbk.g_02472
OG0000676	Prbm.g_00820	Prbk.g_02474
OG0000677	Prbm.g_00822	Prbk.g_02476
OG0000678	Prbm.g_00823	Prbk.g_02477
OG0000679	Prbm.g_00824	Prbk.g_02478
OG0000680	Prbm.g_00825	Prbk.g_02479
OG0000681	Prbm.g_00826	Prbk.g_02480
OG0000682	Prbm.g_00827	Prbk.g_02481
OG0000683	Prbm.g_00829	Prbk.g_02483
OG0000684	Prbm.g_00831	Prbk.g_02486
OG0000685	Prbm.g_00832	Prbk.g_02487
OG0000686	Prbm.g_00833	Prbk.g_02488
OG0000687	Prbm.g_00834	Prbk.g_02489
OG0000688	Prbm.g_00835	Prbk.g_02490
OG0000689	Prbm.g_00836	Prbk.g_02491
OG0000690	Prbm.g_00837	Prbk.g_02492
OG0000691	Prbm.g_00839	Prbk.g_02494
OG0000692	Prbm.g_00840	Prbk.g_02495
OG0000693	Prbm.g_00841	Prbk.g_02496
OG0000694	Prbm.g_00842	Prbk.g_02497
OG0000695	Prbm.g_00843	Prbk.g_02498
OG0000696	Prbm.g_00844	Prbk.g_02499
OG0000697	Prbm.g_00845	Prbk.g_02526
OG0000698	Prbm.g_00846	Prbk.g_02527
OG0000699	Prbm.g_00849	Prbk.g_02531
OG0000700	Prbm.g_00850	Prbk.g_02532
OG0000701	Prbm.g_00852	Prbk.g_02534
OG0000702	Prbm.g_00853	Prbk.g_02535
OG0000703	Prbm.g_00854	Prbk.g_02536
OG0000704	Prbm.g_00855	Prbk.g_02537
OG0000705	Prbm.g_00857	Prbk.g_02539
OG0000706	Prbm.g_00858	Prbk.g_02540
OG0000707	Prbm.g_00859	Prbk.g_02541
OG0000708	Prbm.g_00860	Prbk.g_02542
OG0000709	Prbm.g_00861	Prbk.g_02543
OG0000710	Prbm.g_00862	Prbk.g_02544
OG0000711	Prbm.g_00863	Prbk.g_02546
OG0000712	Prbm.g_00864	Prbk.g_02547
OG0000713	Prbm.g_00865	Prbk.g_02548
OG0000714	Prbm.g_00867	Prbk.g_02559
OG0000715	Prbm.g_00868	Prbk.g_02560
OG0000716	Prbm.g_00869	Prbk.g_02563
OG0000717	Prbm.g_00870	Prbk.g_02567
OG0000718	Prbm.g_00871	Prbk.g_02568
OG0000719	Prbm.g_00873	Prbk.g_02570
OG0000720	Prbm.g_00877	Prbk.g_02379
OG0000721	Prbm.g_00878	Prbk.g_00598
OG0000722	Prbm.g_00911	Prbk.g_00582
OG0000723	Prbm.g_00914	Prbk.g_00193
OG0000724	Prbm.g_00919	Prbk.g_02580
OG0000725	Prbm.g_00921	Prbk.g_02389
OG0000726	Prbm.g_00922	Prbk.g_01662
OG0000727	Prbm.g_00923	Prbk.g_02390
OG0000728	Prbm.g_00924	Prbk.g_02391
OG0000729	Prbm.g_00926	Prbk.g_02393
OG0000730	Prbm.g_00927	Prbk.g_02394
OG0000731	Prbm.g_00929	Prbk.g_02396
OG0000732	Prbm.g_00930	Prbk.g_02397
OG0000733	Prbm.g_00931	Prbk.g_02398
OG0000734	Prbm.g_00932	Prbk.g_02399
OG0000735	Prbm.g_00933	Prbk.g_02400
OG0000736	Prbm.g_00935	Prbk.g_02408
OG0000737	Prbm.g_00936	Prbk.g_02410
OG0000738	Prbm.g_00939	Prbk.g_02415
OG0000739	Prbm.g_00940	Prbk.g_02417
OG0000740	Prbm.g_00941	Prbk.g_02420
OG0000741	Prbm.g_00943	Prbk.g_02435
OG0000742	Prbm.g_00944	Prbk.g_02436
OG0000743	Prbm.g_00947	Prbk.g_02439
OG0000744	Prbm.g_00948	Prbk.g_02440
OG0000745	Prbm.g_00793	Prbk.g_02453
OG0000746	Prbm.g_00794	Prbk.g_02452
OG0000747	Prbm.g_00795	Prbk.g_02451
OG0000748	Prbm.g_00796	Prbk.g_02450
OG0000749	Prbm.g_00797	Prbk.g_02449
OG0000750	Prbm.g_00798	Prbk.g_02447
OG0000751	Prbm.g_00800	Prbk.g_02455
OG0000752	Prbm.g_00801	Prbk.g_02456
OG0000753	Prbm.g_00802	Prbk.g_02457
OG0000754	Prbm.g_00803	Prbk.g_02458
OG0000755	Prbm.g_00805	Prbk.g_02459
OG0000756	Prbm.g_00806	Prbk.g_02460
OG0000757	Prbm.g_00807	Prbk.g_02461
OG0000758	Prbm.g_00962	Prbk.g_02359
OG0000759	Prbm.g_00963	Prbk.g_02358
OG0000760	Prbm.g_00964	Prbk.g_02357
OG0000761	Prbm.g_00965	Prbk.g_02355
OG0000762	Prbm.g_00967	Prbk.g_02353
OG0000763	Prbm.g_00968	Prbk.g_02352
OG0000764	Prbm.g_00969	Prbk.g_02350
OG0000765	Prbm.g_00970	Prbk.g_02349
OG0000766	Prbm.g_00971	Prbk.g_02348
OG0000767	Prbm.g_00972	Prbk.g_01698
OG0000768	Prbm.g_00973	Prbk.g_02340
OG0000769	Prbm.g_00974	Prbk.g_02339
OG0000770	Prbm.g_00975	Prbk.g_02337
OG0000771	Prbm.g_00976	Prbk.g_02336
OG0000772	Prbm.g_00889	Prbk.g_02189
OG0000773	Prbm.g_00981	Prbk.g_02331
OG0000774	Prbm.g_00982	Prbk.g_02330
OG0000775	Prbm.g_00983	Prbk.g_02329
OG0000776	Prbm.g_00985	Prbk.g_02327
OG0000777	Prbm.g_00986	Prbk.g_02326
OG0000778	Prbm.g_00987	Prbk.g_02325
OG0000779	Prbm.g_00989	Prbk.g_02320
OG0000780	Prbm.g_00990	Prbk.g_02319
OG0000781	Prbm.g_00991	Prbk.g_02317
OG0000782	Prbm.g_00993	Prbk.g_02315
OG0000783	Prbm.g_00994	Prbk.g_02313
OG0000784	Prbm.g_00995	Prbk.g_02311
OG0000785	Prbm.g_00996	Prbk.g_02310
OG0000786	Prbm.g_00997	Prbk.g_02309
OG0000787	Prbm.g_00999	Prbk.g_02307
OG0000788	Prbm.g_01000	Prbk.g_02306
OG0000789	Prbm.g_01001	Prbk.g_02305
OG0000790	Prbm.g_01002	Prbk.g_02304
OG0000791	Prbm.g_01003	Prbk.g_02303
OG0000792	Prbm.g_00102	Prbk.g_01728
OG0000793	Prbm.g_01004	Prbk.g_02301
OG0000794	Prbm.g_01005	Prbk.g_02299
OG0000795	Prbm.g_01006	Prbk.g_02297
OG0000796	Prbm.g_01007	Prbk.g_02293
OG0000797	Prbm.g_01009	Prbk.g_02292
OG0000798	Prbm.g_01010	Prbk.g_00562
OG0000799	Prbm.g_01011	Prbk.g_00566
OG0000800	Prbm.g_01012	Prbk.g_00567
OG0000801	Prbm.g_01013	Prbk.g_00568
OG0000802	Prbm.g_01014	Prbk.g_00572
OG0000803	Prbm.g_01015	Prbk.g_00573
OG0000804	Prbm.g_01031	Prbk.g_00578
OG0000805	Prbm.g_01032	Prbk.g_00580
OG0000806	Prbm.g_01033	Prbk.g_00581
OG0000807	Prbm.g_01034	Prbk.g_00583
OG0000808	Prbm.g_01035	Prbk.g_00584
OG0000809	Prbm.g_01039	Prbk.g_00590
OG0000810	Prbm.g_01041	Prbk.g_00592
OG0000811	Prbm.g_01042	Prbk.g_00593
OG0000812	Prbm.g_00888	Prbk.g_02190
OG0000813	Prbm.g_01043	Prbk.g_00594
OG0000814	Prbm.g_01044	Prbk.g_00595
OG0000815	Prbm.g_01045	Prbk.g_00596
OG0000816	Prbm.g_01048	Prbk.g_00599
OG0000817	Prbm.g_01052	Prbk.g_00068
OG0000818	Prbm.g_01053	Prbk.g_00067
OG0000819	Prbm.g_01056	Prbk.g_00064
OG0000820	Prbm.g_01057	Prbk.g_00063
OG0000821	Prbm.g_01058	Prbk.g_00062
OG0000822	Prbm.g_01059	Prbk.g_00061
OG0000823	Prbm.g_01062	Prbk.g_00058
OG0000824	Prbm.g_01063	Prbk.g_00057
OG0000825	Prbm.g_00887	Prbk.g_00054
OG0000826	Prbm.g_00886	Prbk.g_00053
OG0000827	Prbm.g_00885	Prbk.g_00052
OG0000828	Prbm.g_00883	Prbk.g_00051
OG0000829	Prbm.g_00894	Prbk.g_00627
OG0000830	Prbm.g_01103	Prbk.g_02595
OG0000831	Prbm.g_01085	Prbk.g_02022
OG0000832	Prbm.g_01806	Prbk.g_01700
OG0000833	Prbm.g_02104	Prbk.g_01531
OG0000834	Prbm.g_00398	Prbk.g_00869
OG0000835	Prbm.g_00406	Prbk.g_00879
OG0000836	Prbm.g_01803	Prbk.g_01234
OG0000837	Prbm.g_01079	Prbk.g_02613
OG0000838	Prbm.g_01911	Prbk.g_02202
OG0000839	Prbm.g_01912	Prbk.g_02196
OG0000840	Prbm.g_01123	Prbk.g_01456
OG0000841	Prbm.g_01571	Prbk.g_01227
OG0000842	Prbm.g_01565	Prbk.g_00004
OG0000843	Prbm.g_01563	Prbk.g_01037
OG0000844	Prbm.g_01562	Prbk.g_01036
OG0000845	Prbm.g_01561	Prbk.g_01035
OG0000846	Prbm.g_01560	Prbk.g_01034
OG0000847	Prbm.g_01559	Prbk.g_01032
OG0000848	Prbm.g_01558	Prbk.g_01031
OG0000849	Prbm.g_01557	Prbk.g_01028
OG0000850	Prbm.g_01556	Prbk.g_01026
OG0000851	Prbm.g_01553	Prbk.g_01022
OG0000852	Prbm.g_01550	Prbk.g_01020
OG0000853	Prbm.g_01548	Prbk.g_01018
OG0000854	Prbm.g_01547	Prbk.g_01017
OG0000855	Prbm.g_01545	Prbk.g_00141
OG0000856	Prbm.g_01544	Prbk.g_00142
OG0000857	Prbm.g_01543	Prbk.g_00143
OG0000858	Prbm.g_01540	Prbk.g_00153
OG0000859	Prbm.g_01539	Prbk.g_00155
OG0000860	Prbm.g_01538	Prbk.g_00156
OG0000861	Prbm.g_01537	Prbk.g_00157
OG0000862	Prbm.g_01536	Prbk.g_00158
OG0000863	Prbm.g_01534	Prbk.g_00106
OG0000864	Prbm.g_01533	Prbk.g_00105
OG0000865	Prbm.g_01532	Prbk.g_00104
OG0000866	Prbm.g_01531	Prbk.g_00103
OG0000867	Prbm.g_01529	Prbk.g_00100
OG0000868	Prbm.g_01527	Prbk.g_00099
OG0000869	Prbm.g_01525	Prbk.g_01501
OG0000870	Prbm.g_01524	Prbk.g_01498
OG0000871	Prbm.g_01523	Prbk.g_01497
OG0000872	Prbm.g_01520	Prbk.g_00139
OG0000873	Prbm.g_01519	Prbk.g_00138
OG0000874	Prbm.g_01518	Prbk.g_00137
OG0000875	Prbm.g_01516	Prbk.g_00135
OG0000876	Prbm.g_01514	Prbk.g_00133
OG0000877	Prbm.g_01513	Prbk.g_00132
OG0000878	Prbm.g_01512	Prbk.g_00131
OG0000879	Prbm.g_01511	Prbk.g_00130
OG0000880	Prbm.g_01510	Prbk.g_00129
OG0000881	Prbm.g_01509	Prbk.g_00128
OG0000882	Prbm.g_01508	Prbk.g_00127
OG0000883	Prbm.g_01507	Prbk.g_01503
OG0000884	Prbm.g_01506	Prbk.g_01504
OG0000885	Prbm.g_01505	Prbk.g_01505
OG0000886	Prbm.g_01504	Prbk.g_01506
OG0000887	Prbm.g_01503	Prbk.g_01508
OG0000888	Prbm.g_01502	Prbk.g_00189
OG0000889	Prbm.g_01501	Prbk.g_00188
OG0000890	Prbm.g_01500	Prbk.g_00186
OG0000891	Prbm.g_01499	Prbk.g_00185
OG0000892	Prbm.g_01498	Prbk.g_00183
OG0000893	Prbm.g_01497	Prbk.g_00182
OG0000894	Prbm.g_01496	Prbk.g_00178
OG0000895	Prbm.g_01495	Prbk.g_00177
OG0000896	Prbm.g_01494	Prbk.g_00175
OG0000897	Prbm.g_01493	Prbk.g_00174
OG0000898	Prbm.g_01492	Prbk.g_00097
OG0000899	Prbm.g_01491	Prbk.g_00098
OG0000900	Prbm.g_01490	Prbk.g_00122
OG0000901	Prbm.g_01356	Prbk.g_02011
OG0000902	Prbm.g_01600	Prbk.g_00164
OG0000903	Prbm.g_01601	Prbk.g_00163
OG0000904	Prbm.g_01602	Prbk.g_00162
OG0000905	Prbm.g_01603	Prbk.g_01194
OG0000906	Prbm.g_01605	Prbk.g_01192
OG0000907	Prbm.g_01606	Prbk.g_01190
OG0000908	Prbm.g_01607	Prbk.g_01189
OG0000909	Prbm.g_01608	Prbk.g_01188
OG0000910	Prbm.g_01609	Prbk.g_01187
OG0000911	Prbm.g_01610	Prbk.g_01186
OG0000912	Prbm.g_01613	Prbk.g_01182
OG0000913	Prbm.g_01614	Prbk.g_01179
OG0000914	Prbm.g_01615	Prbk.g_01178
OG0000915	Prbm.g_01616	Prbk.g_01175
OG0000916	Prbm.g_01617	Prbk.g_01174
OG0000917	Prbm.g_01618	Prbk.g_01173
OG0000918	Prbm.g_01619	Prbk.g_01172
OG0000919	Prbm.g_01620	Prbk.g_01171
OG0000920	Prbm.g_01621	Prbk.g_01170
OG0000921	Prbm.g_01624	Prbk.g_01167
OG0000922	Prbm.g_01625	Prbk.g_01166
OG0000923	Prbm.g_01630	Prbk.g_01199
OG0000924	Prbm.g_01594, Prbm.g_01631	Prbk.g_01198
OG0000925	Prbm.g_01634	Prbk.g_02120
OG0000926	Prbm.g_00777	Prbk.g_00334
OG0000927	Prbm.g_01573	Prbk.g_02564
OG0000928	Prbm.g_01051	Prbk.g_01691
OG0000929	Prbm.g_01812	Prbk.g_00055
OG0000930	Prbm.g_01658	Prbk.g_00629
OG0000931	Prbm.g_00875	Prbk.g_02578
OG0000932	Prbm.g_01176	Prbk.g_00923
OG0000933	Prbm.g_01662	Prbk.g_02051
OG0000934	Prbm.g_01663	Prbk.g_02050
OG0000935	Prbm.g_01664	Prbk.g_02049
OG0000936	Prbm.g_01665	Prbk.g_02048
OG0000937	Prbm.g_01666	Prbk.g_02047
OG0000938	Prbm.g_01667	Prbk.g_02046
OG0000939	Prbm.g_01668	Prbk.g_02045
OG0000940	Prbm.g_01669	Prbk.g_02044
OG0000941	Prbm.g_01670	Prbk.g_02042
OG0000942	Prbm.g_01671	Prbk.g_02041
OG0000943	Prbm.g_01672	Prbk.g_02040
OG0000944	Prbm.g_01673	Prbk.g_02039
OG0000945	Prbm.g_01674	Prbk.g_02038
OG0000946	Prbm.g_01675	Prbk.g_02037
OG0000947	Prbm.g_01676	Prbk.g_02036
OG0000948	Prbm.g_01677	Prbk.g_02035
OG0000949	Prbm.g_01678	Prbk.g_02034
OG0000950	Prbm.g_02077	Prbk.g_00526
OG0000951	Prbm.g_01691	Prbk.g_01929
OG0000952	Prbm.g_01692	Prbk.g_01930
OG0000953	Prbm.g_01693	Prbk.g_01931
OG0000954	Prbm.g_01694	Prbk.g_01937
OG0000955	Prbm.g_01695	Prbk.g_01938
OG0000956	Prbm.g_01697	Prbk.g_00244
OG0000957	Prbm.g_01698	Prbk.g_00246
OG0000958	Prbm.g_01699	Prbk.g_00247
OG0000959	Prbm.g_01700	Prbk.g_00248
OG0000960	Prbm.g_01701	Prbk.g_00249
OG0000961	Prbm.g_01702	Prbk.g_00250
OG0000962	Prbm.g_01703	Prbk.g_00252
OG0000963	Prbm.g_01704	Prbk.g_00253
OG0000964	Prbm.g_01706	Prbk.g_00255
OG0000965	Prbm.g_01708	Prbk.g_00257
OG0000966	Prbm.g_01709	Prbk.g_00258
OG0000967	Prbm.g_01712	Prbk.g_00261
OG0000968	Prbm.g_01713	Prbk.g_00270
OG0000969	Prbm.g_01714	Prbk.g_00271
OG0000970	Prbm.g_01715	Prbk.g_00272
OG0000971	Prbm.g_01716	Prbk.g_00273
OG0000972	Prbm.g_01717	Prbk.g_00274
OG0000973	Prbm.g_01719	Prbk.g_00276
OG0000974	Prbm.g_01720	Prbk.g_00277
OG0000975	Prbm.g_01721	Prbk.g_00278
OG0000976	Prbm.g_01722	Prbk.g_00279
OG0000977	Prbm.g_01723	Prbk.g_00280
OG0000978	Prbm.g_01724	Prbk.g_00281
OG0000979	Prbm.g_01725	Prbk.g_00282
OG0000980	Prbm.g_00487	Prbk.g_00283
OG0000981	Prbm.g_01726	Prbk.g_01237
OG0000982	Prbm.g_01727	Prbk.g_01236
OG0000983	Prbm.g_01728	Prbk.g_01235
OG0000984	Prbm.g_01731	Prbk.g_01228
OG0000985	Prbm.g_01732	Prbk.g_01226
OG0000986	Prbm.g_01733	Prbk.g_01225
OG0000987	Prbm.g_01735	Prbk.g_01222
OG0000988	Prbm.g_01736	Prbk.g_01221
OG0000989	Prbm.g_01737	Prbk.g_01220
OG0000990	Prbm.g_01738	Prbk.g_01219
OG0000991	Prbm.g_01739	Prbk.g_01218
OG0000992	Prbm.g_01740	Prbk.g_01217
OG0000993	Prbm.g_01741	Prbk.g_01216
OG0000994	Prbm.g_01742	Prbk.g_01215
OG0000995	Prbm.g_01743	Prbk.g_01214
OG0000996	Prbm.g_01744	Prbk.g_01213
OG0000997	Prbm.g_01746	Prbk.g_01211
OG0000998	Prbm.g_01752	Prbk.g_01654
OG0000999	Prbm.g_01755	Prbk.g_02016
OG0001000	Prbm.g_01756	Prbk.g_02006
OG0001001	Prbm.g_01757	Prbk.g_02004
OG0001002	Prbm.g_01759	Prbk.g_02002
OG0001003	Prbm.g_01760	Prbk.g_02001
OG0001004	Prbm.g_01761	Prbk.g_02596
OG0001005	Prbm.g_01762	Prbk.g_02000
OG0001006	Prbm.g_01764	Prbk.g_01998
OG0001007	Prbm.g_01765	Prbk.g_01997
OG0001008	Prbm.g_01766	Prbk.g_01996
OG0001009	Prbm.g_01768	Prbk.g_01994
OG0001010	Prbm.g_01769	Prbk.g_01993
OG0001011	Prbm.g_01770	Prbk.g_01991
OG0001012	Prbm.g_01771	Prbk.g_01990
OG0001013	Prbm.g_01772	Prbk.g_01989
OG0001014	Prbm.g_01773	Prbk.g_01988
OG0001015	Prbm.g_01774	Prbk.g_01987
OG0001016	Prbm.g_01775	Prbk.g_01986
OG0001017	Prbm.g_01776	Prbk.g_01985
OG0001018	Prbm.g_01777	Prbk.g_01983
OG0001019	Prbm.g_01778	Prbk.g_01982
OG0001020	Prbm.g_01779	Prbk.g_01981
OG0001021	Prbm.g_01780	Prbk.g_01980
OG0001022	Prbm.g_01781	Prbk.g_01979
OG0001023	Prbm.g_01782	Prbk.g_01978
OG0001024	Prbm.g_01784	Prbk.g_01977
OG0001025	Prbm.g_01785	Prbk.g_00937
OG0001026	Prbm.g_01786	Prbk.g_00936
OG0001027	Prbm.g_01787	Prbk.g_01360
OG0001028	Prbm.g_01789	Prbk.g_00934
OG0001029	Prbm.g_01790	Prbk.g_00933
OG0001030	Prbm.g_01793	Prbk.g_00930
OG0001031	Prbm.g_01794	Prbk.g_00929
OG0001032	Prbm.g_01586	Prbk.g_02593
OG0001033	Prbm.g_01685	Prbk.g_02619
OG0001034	Prbm.g_00830	Prbk.g_02485
OG0001035	Prbm.g_01835	Prbk.g_00918
OG0001036	Prbm.g_01836	Prbk.g_00917
OG0001037	Prbm.g_01842	Prbk.g_00906
OG0001038	Prbm.g_01843	Prbk.g_00905
OG0001039	Prbm.g_01844	Prbk.g_00904
OG0001040	Prbm.g_01845	Prbk.g_00902
OG0001041	Prbm.g_01846	Prbk.g_01451
OG0001042	Prbm.g_01847	Prbk.g_01450
OG0001043	Prbm.g_01848	Prbk.g_01449
OG0001044	Prbm.g_01849	Prbk.g_01448
OG0001045	Prbm.g_01850	Prbk.g_01447
OG0001046	Prbm.g_01851	Prbk.g_01445
OG0001047	Prbm.g_01852	Prbk.g_01444
OG0001048	Prbm.g_01853	Prbk.g_01443
OG0001049	Prbm.g_01854	Prbk.g_01442
OG0001050	Prbm.g_01855	Prbk.g_01441
OG0001051	Prbm.g_01856	Prbk.g_01440
OG0001052	Prbm.g_01857	Prbk.g_01439
OG0001053	Prbm.g_01858	Prbk.g_01438
OG0001054	Prbm.g_01859	Prbk.g_01437
OG0001055	Prbm.g_01860	Prbk.g_01436
OG0001056	Prbm.g_01861	Prbk.g_01434
OG0001057	Prbm.g_01863	Prbk.g_01432
OG0001058	Prbm.g_01864	Prbk.g_01431
OG0001059	Prbm.g_01865	Prbk.g_01429
OG0001060	Prbm.g_01866	Prbk.g_01428
OG0001061	Prbm.g_01867	Prbk.g_01427
OG0001062	Prbm.g_01869	Prbk.g_01426
OG0001063	Prbm.g_01870	Prbk.g_01425
OG0001064	Prbm.g_01871	Prbk.g_01423
OG0001065	Prbm.g_01872	Prbk.g_01422
OG0001066	Prbm.g_01873	Prbk.g_01421
OG0001067	Prbm.g_01874	Prbk.g_01420
OG0001068	Prbm.g_01875	Prbk.g_01419
OG0001069	Prbm.g_01877	Prbk.g_01415
OG0001070	Prbm.g_01879	Prbk.g_01413
OG0001071	Prbm.g_01880	Prbk.g_01412
OG0001072	Prbm.g_01881	Prbk.g_01411
OG0001073	Prbm.g_01882	Prbk.g_01410
OG0001074	Prbm.g_01883	Prbk.g_01409
OG0001075	Prbm.g_01885	Prbk.g_01407
OG0001076	Prbm.g_01887	Prbk.g_01405
