Orthogroup	Prbm	Prai
OG0000536	Prbm.g_00612	Prai.g_00609
OG0000537	Prbm.g_00613	Prai.g_00610
OG0000538	Prbm.g_00614	Prai.g_00611
OG0000539	Prbm.g_00616	Prai.g_00614
OG0000540	Prbm.g_00617	Prai.g_00615
OG0000541	Prbm.g_00618	Prai.g_00616
OG0000542	Prbm.g_00620	Prai.g_00619
OG0000543	Prbm.g_00621	Prai.g_00620
OG0000544	Prbm.g_00624	Prai.g_00621
OG0000545	Prbm.g_00623	Prai.g_00622
OG0000546	Prbm.g_00625	Prai.g_00623
OG0000547	Prbm.g_00626	Prai.g_00624
OG0000548	Prbm.g_00627	Prai.g_00625
OG0000549	Prbm.g_00629	Prai.g_00627
OG0000550	Prbm.g_00630	Prai.g_00628
OG0000551	Prbm.g_00631	Prai.g_00629
OG0000552	Prbm.g_00632	Prai.g_00630
OG0000553	Prbm.g_00633	Prai.g_00631
OG0000554	Prbm.g_00634	Prai.g_00632
OG0000555	Prbm.g_00636	Prai.g_00633
OG0000556	Prbm.g_00637	Prai.g_00634
OG0000557	Prbm.g_00638	Prai.g_00635
OG0000558	Prbm.g_00639	Prai.g_00636
OG0000559	Prbm.g_00640	Prai.g_00637
OG0000560	Prbm.g_00641	Prai.g_00638
OG0000561	Prbm.g_00642	Prai.g_00639
OG0000562	Prbm.g_00643	Prai.g_00640
OG0000563	Prbm.g_00644	Prai.g_00641
OG0000564	Prbm.g_00645	Prai.g_00642
OG0000565	Prbm.g_00646	Prai.g_00643
OG0000566	Prbm.g_00647	Prai.g_00644
OG0000567	Prbm.g_00648	Prai.g_00645
OG0000568	Prbm.g_00649	Prai.g_00646
OG0000569	Prbm.g_00652	Prai.g_00650
OG0000570	Prbm.g_00653	Prai.g_00651
OG0000571	Prbm.g_00654	Prai.g_00653
OG0000572	Prbm.g_00656	Prai.g_00654
OG0000573	Prbm.g_00657	Prai.g_00655
OG0000574	Prbm.g_00658	Prai.g_00656
OG0000575	Prbm.g_00659	Prai.g_00657
OG0000576	Prbm.g_00660	Prai.g_00658
OG0000577	Prbm.g_00661	Prai.g_00659
OG0000578	Prbm.g_00662	Prai.g_00660
OG0000579	Prbm.g_00663	Prai.g_00661
OG0000580	Prbm.g_00664	Prai.g_00662
OG0000581	Prbm.g_00665	Prai.g_00663
OG0000582	Prbm.g_00666	Prai.g_00664
OG0000583	Prbm.g_00667	Prai.g_00665
OG0000584	Prbm.g_00669	Prai.g_00667
OG0000585	Prbm.g_00670	Prai.g_00668
OG0000586	Prbm.g_00671	Prai.g_00669
OG0000587	Prbm.g_00672	Prai.g_00670
OG0000588	Prbm.g_00673	Prai.g_00671
OG0000589	Prbm.g_00674	Prai.g_00672
OG0000590	Prbm.g_00675	Prai.g_00673
OG0000591	Prbm.g_00676	Prai.g_00674
OG0000592	Prbm.g_00677	Prai.g_00675
OG0000593	Prbm.g_00678	Prai.g_00676
OG0000594	Prbm.g_00679	Prai.g_00677
OG0000595	Prbm.g_00680	Prai.g_00678
OG0000596	Prbm.g_00681	Prai.g_00679
OG0000597	Prbm.g_00685	Prai.g_00683
OG0000598	Prbm.g_00686	Prai.g_00684
OG0000599	Prbm.g_00687	Prai.g_00685
OG0000600	Prbm.g_00688	Prai.g_00686
OG0000601	Prbm.g_00689	Prai.g_00687
OG0000602	Prbm.g_00690	Prai.g_00688
OG0000603	Prbm.g_00691	Prai.g_00689
OG0000604	Prbm.g_00692	Prai.g_00690
OG0000605	Prbm.g_00693	Prai.g_00691
OG0000606	Prbm.g_00694	Prai.g_00692
OG0000607	Prbm.g_00696	Prai.g_00693
OG0000608	Prbm.g_00697	Prai.g_00694
OG0000609	Prbm.g_00699	Prai.g_00696
OG0000610	Prbm.g_00700	Prai.g_00697
OG0000611	Prbm.g_00703	Prai.g_00699
OG0000612	Prbm.g_00704	Prai.g_00700
OG0000613	Prbm.g_00706	Prai.g_00702
OG0000614	Prbm.g_00713	Prai.g_00708
OG0000615	Prbm.g_00714	Prai.g_00709
OG0000616	Prbm.g_00716	Prai.g_00710
OG0000617	Prbm.g_00719	Prai.g_00712
OG0000618	Prbm.g_00720	Prai.g_00713
OG0000619	Prbm.g_00722	Prai.g_00714
OG0000620	Prbm.g_00724	Prai.g_00716
OG0000621	Prbm.g_00725	Prai.g_00717
OG0000622	Prbm.g_00726	Prai.g_00718
OG0000623	Prbm.g_00727	Prai.g_00719
OG0000624	Prbm.g_00730	Prai.g_00721
OG0000625	Prbm.g_00731	Prai.g_00722
OG0000626	Prbm.g_00732	Prai.g_00723
OG0000627	Prbm.g_01483	Prai.g_00724
OG0000628	Prbm.g_00733	Prai.g_00725
OG0000629	Prbm.g_00734	Prai.g_00726
OG0000630	Prbm.g_00736	Prai.g_00728
OG0000631	Prbm.g_00737	Prai.g_00729
OG0000632	Prbm.g_02220	Prai.g_00732
OG0000633	Prbm.g_01326	Prai.g_00733
OG0000634	Prbm.g_00743	Prai.g_00749
OG0000635	Prbm.g_00745	Prai.g_00751
OG0000636	Prbm.g_00746	Prai.g_00752
OG0000637	Prbm.g_00748	Prai.g_00754
OG0000638	Prbm.g_00749	Prai.g_00755
OG0000639	Prbm.g_00750	Prai.g_00756
OG0000640	Prbm.g_00751	Prai.g_00757
OG0000641	Prbm.g_00752	Prai.g_00758
OG0000642	Prbm.g_00753	Prai.g_00759
OG0000643	Prbm.g_00754	Prai.g_00760
OG0000644	Prbm.g_00756	Prai.g_00762
OG0000645	Prbm.g_00758	Prai.g_00763
OG0000646	Prbm.g_00759	Prai.g_00764
OG0000647	Prbm.g_00760	Prai.g_00765
OG0000648	Prbm.g_00762	Prai.g_00766
OG0000649	Prbm.g_00763	Prai.g_00767
OG0000650	Prbm.g_00764	Prai.g_00768
OG0000651	Prbm.g_00765	Prai.g_00769
OG0000652	Prbm.g_00767	Prai.g_00771
OG0000653	Prbm.g_00091	Prai.g_00897
OG0000654	Prbm.g_00111	Prai.g_00894
OG0000655	Prbm.g_01485	Prai.g_01293
OG0000656	Prbm.g_01094	Prai.g_00883
OG0000657	Prbm.g_00980	Prai.g_00882
OG0000658	Prbm.g_00979	Prai.g_00881
OG0000659	Prbm.g_00978	Prai.g_00880
OG0000660	Prbm.g_00395	Prai.g_00869
OG0000661	Prbm.g_00955	Prai.g_00860
OG0000662	Prbm.g_00957	Prai.g_00858
OG0000663	Prbm.g_00959	Prai.g_00857
OG0000664	Prbm.g_00960	Prai.g_00856
OG0000665	Prbm.g_00961	Prai.g_00855
OG0000666	Prbm.g_00808	Prai.g_00854
OG0000667	Prbm.g_00809	Prai.g_00853
OG0000668	Prbm.g_00810	Prai.g_00852
OG0000669	Prbm.g_00811	Prai.g_00851
OG0000670	Prbm.g_00813	Prai.g_00849
OG0000671	Prbm.g_00814	Prai.g_00848
OG0000672	Prbm.g_00815	Prai.g_00847
OG0000673	Prbm.g_00816	Prai.g_00846
OG0000674	Prbm.g_00817	Prai.g_00845
OG0000675	Prbm.g_00818	Prai.g_00844
OG0000676	Prbm.g_00820	Prai.g_00842
OG0000677	Prbm.g_00822	Prai.g_00839
OG0000678	Prbm.g_00823	Prai.g_00838
OG0000679	Prbm.g_00824	Prai.g_00837
OG0000680	Prbm.g_00825	Prai.g_00836
OG0000681	Prbm.g_00826	Prai.g_00835
OG0000682	Prbm.g_00827	Prai.g_00834
OG0000683	Prbm.g_00829	Prai.g_00833
OG0000684	Prbm.g_00831	Prai.g_00832
OG0000685	Prbm.g_00832	Prai.g_00831
OG0000686	Prbm.g_00833	Prai.g_00830
OG0000687	Prbm.g_00834	Prai.g_00829
OG0000688	Prbm.g_00835	Prai.g_00828
OG0000689	Prbm.g_00836	Prai.g_00827
OG0000690	Prbm.g_00837	Prai.g_00826
OG0000691	Prbm.g_00839	Prai.g_00824
OG0000692	Prbm.g_00840	Prai.g_00823
OG0000693	Prbm.g_00841	Prai.g_00822
OG0000694	Prbm.g_00842	Prai.g_00821
OG0000695	Prbm.g_00843	Prai.g_00820
OG0000696	Prbm.g_00844	Prai.g_00819
OG0000697	Prbm.g_00845	Prai.g_00817
OG0000698	Prbm.g_00846	Prai.g_00816
OG0000699	Prbm.g_00849	Prai.g_00812
OG0000700	Prbm.g_00850	Prai.g_00811
OG0000701	Prbm.g_00852	Prai.g_00810
OG0000702	Prbm.g_00853	Prai.g_00809
OG0000703	Prbm.g_00854	Prai.g_00808
OG0000704	Prbm.g_00855	Prai.g_00807
OG0000705	Prbm.g_00857	Prai.g_00805
OG0000706	Prbm.g_00858	Prai.g_00804
OG0000707	Prbm.g_00859	Prai.g_00803
OG0000708	Prbm.g_00860	Prai.g_00802
OG0000709	Prbm.g_00861	Prai.g_00801
OG0000710	Prbm.g_00862	Prai.g_00800
OG0000711	Prbm.g_00863	Prai.g_00799
OG0000712	Prbm.g_00864	Prai.g_00798
OG0000713	Prbm.g_00865	Prai.g_00797
OG0000714	Prbm.g_00867	Prai.g_00795
OG0000715	Prbm.g_00868	Prai.g_00794
OG0000716	Prbm.g_00869	Prai.g_00793
OG0000717	Prbm.g_00870	Prai.g_00792
OG0000718	Prbm.g_00871	Prai.g_00791
OG0000719	Prbm.g_00873	Prai.g_00789
OG0000720	Prbm.g_00877	Prai.g_00787
OG0000721	Prbm.g_00878	Prai.g_00786
OG0000722	Prbm.g_00911	Prai.g_01060
OG0000723	Prbm.g_00914	Prai.g_01057
OG0000724	Prbm.g_00919	Prai.g_01054
OG0000725	Prbm.g_00921	Prai.g_01053
OG0000726	Prbm.g_00922	Prai.g_01052
OG0000727	Prbm.g_00923	Prai.g_01051
OG0000728	Prbm.g_00924	Prai.g_01050
OG0000729	Prbm.g_00926	Prai.g_01049
OG0000730	Prbm.g_00927	Prai.g_01048
OG0000731	Prbm.g_00929	Prai.g_01046
OG0000732	Prbm.g_00930	Prai.g_01045
OG0000733	Prbm.g_00931	Prai.g_01044
OG0000734	Prbm.g_00932	Prai.g_01043
OG0000735	Prbm.g_00933	Prai.g_01042
OG0000736	Prbm.g_00935	Prai.g_01040
OG0000737	Prbm.g_00936	Prai.g_01039
OG0000738	Prbm.g_00939	Prai.g_01037
OG0000739	Prbm.g_00940	Prai.g_01036
OG0000740	Prbm.g_00941	Prai.g_01035
OG0000741	Prbm.g_00943	Prai.g_01033
OG0000742	Prbm.g_00944	Prai.g_01032
OG0000743	Prbm.g_00947	Prai.g_01029
OG0000744	Prbm.g_00948	Prai.g_01028
OG0000745	Prbm.g_00793	Prai.g_01027
OG0000746	Prbm.g_00794	Prai.g_01026
OG0000747	Prbm.g_00795	Prai.g_01025
OG0000748	Prbm.g_00796	Prai.g_01024
OG0000749	Prbm.g_00797	Prai.g_01023
OG0000750	Prbm.g_00798	Prai.g_01022
OG0000751	Prbm.g_00800	Prai.g_01020
OG0000752	Prbm.g_00801	Prai.g_01019
OG0000753	Prbm.g_00802	Prai.g_01018
OG0000754	Prbm.g_00803	Prai.g_01017
OG0000755	Prbm.g_00805	Prai.g_01015
OG0000756	Prbm.g_00806	Prai.g_01014
OG0000757	Prbm.g_00807	Prai.g_01013
OG0000758	Prbm.g_00962	Prai.g_01012
OG0000759	Prbm.g_00963	Prai.g_01011
OG0000760	Prbm.g_00964	Prai.g_01010
OG0000761	Prbm.g_00965	Prai.g_01009
OG0000762	Prbm.g_00967	Prai.g_01007
OG0000763	Prbm.g_00968	Prai.g_01006
OG0000764	Prbm.g_00969	Prai.g_01005
OG0000765	Prbm.g_00970	Prai.g_01004
OG0000766	Prbm.g_00971	Prai.g_01003
OG0000767	Prbm.g_00972	Prai.g_01002
OG0000768	Prbm.g_00973	Prai.g_01001
OG0000769	Prbm.g_00974	Prai.g_01000
OG0000770	Prbm.g_00975	Prai.g_00999
OG0000771	Prbm.g_00976	Prai.g_00998
OG0000772	Prbm.g_00889	Prai.g_00997
OG0000773	Prbm.g_00981	Prai.g_00995
OG0000774	Prbm.g_00982	Prai.g_00994
OG0000775	Prbm.g_00983	Prai.g_00993
OG0000776	Prbm.g_00985	Prai.g_00992
OG0000777	Prbm.g_00986	Prai.g_00991
OG0000778	Prbm.g_00987	Prai.g_00990
OG0000779	Prbm.g_00989	Prai.g_00988
OG0000780	Prbm.g_00990	Prai.g_00987
OG0000781	Prbm.g_00991	Prai.g_00986
OG0000782	Prbm.g_00993	Prai.g_00984
OG0000783	Prbm.g_00994	Prai.g_00983
OG0000784	Prbm.g_00995	Prai.g_00982
OG0000785	Prbm.g_00996	Prai.g_00981
OG0000786	Prbm.g_00997	Prai.g_00980
OG0000787	Prbm.g_00999	Prai.g_00978
OG0000788	Prbm.g_01000	Prai.g_00977
OG0000789	Prbm.g_01001	Prai.g_00976
OG0000790	Prbm.g_01002	Prai.g_00975
OG0000791	Prbm.g_01003	Prai.g_00974
OG0000792	Prbm.g_00102	Prai.g_00973
OG0000793	Prbm.g_01004	Prai.g_00972
OG0000794	Prbm.g_01005	Prai.g_00971
OG0000795	Prbm.g_01006	Prai.g_00970
OG0000796	Prbm.g_01007	Prai.g_00968
OG0000797	Prbm.g_01009	Prai.g_00966
OG0000798	Prbm.g_01010	Prai.g_00965
OG0000799	Prbm.g_01011	Prai.g_00964
OG0000800	Prbm.g_01012	Prai.g_00963
OG0000801	Prbm.g_01013	Prai.g_00962
OG0000802	Prbm.g_01014	Prai.g_00960
OG0000803	Prbm.g_01015	Prai.g_00959
OG0000804	Prbm.g_01031	Prai.g_00948
OG0000805	Prbm.g_01032	Prai.g_00946
OG0000806	Prbm.g_01033	Prai.g_00945
OG0000807	Prbm.g_01034	Prai.g_00944
OG0000808	Prbm.g_01035	Prai.g_00943
OG0000809	Prbm.g_01039	Prai.g_00940
OG0000810	Prbm.g_01041	Prai.g_00939
OG0000811	Prbm.g_01042	Prai.g_00938
OG0000812	Prbm.g_00888	Prai.g_00937
OG0000813	Prbm.g_01043	Prai.g_00936
OG0000814	Prbm.g_01044	Prai.g_00935
OG0000815	Prbm.g_01045	Prai.g_00934
OG0000816	Prbm.g_01048	Prai.g_00932
OG0000817	Prbm.g_01052	Prai.g_00929
OG0000818	Prbm.g_01053	Prai.g_00928
OG0000819	Prbm.g_01056	Prai.g_00926
OG0000820	Prbm.g_01057	Prai.g_00925
OG0000821	Prbm.g_01058	Prai.g_00924
OG0000822	Prbm.g_01059	Prai.g_00923
OG0000823	Prbm.g_01062	Prai.g_00920
OG0000824	Prbm.g_01063	Prai.g_00919
OG0000825	Prbm.g_00887	Prai.g_00917
OG0000826	Prbm.g_00886	Prai.g_00916
OG0000827	Prbm.g_00885	Prai.g_00915
OG0000828	Prbm.g_00883	Prai.g_00913
OG0000829	Prbm.g_00894	Prai.g_01088
OG0000830	Prbm.g_01103	Prai.g_01098
OG0000831	Prbm.g_01085	Prai.g_01101
OG0000832	Prbm.g_01806	Prai.g_01102
OG0000833	Prbm.g_02104	Prai.g_01109
OG0000834	Prbm.g_00398	Prai.g_01113
OG0000835	Prbm.g_00406	Prai.g_01117
OG0000836	Prbm.g_01803	Prai.g_01119
OG0000837	Prbm.g_01079	Prai.g_01130
OG0000838	Prbm.g_01911	Prai.g_01144
OG0000839	Prbm.g_01912	Prai.g_01145
OG0000840	Prbm.g_01123	Prai.g_01151
OG0000841	Prbm.g_01571	Prai.g_01153
OG0000842	Prbm.g_01565	Prai.g_01157
OG0000843	Prbm.g_01563	Prai.g_01159
OG0000844	Prbm.g_01562	Prai.g_01160
OG0000845	Prbm.g_01561	Prai.g_01161
OG0000846	Prbm.g_01560	Prai.g_01162
OG0000847	Prbm.g_01559	Prai.g_01163
OG0000848	Prbm.g_01558	Prai.g_01164
OG0000849	Prbm.g_01557	Prai.g_01165
OG0000850	Prbm.g_01556	Prai.g_01166
OG0000851	Prbm.g_01553	Prai.g_01168
OG0000852	Prbm.g_01550	Prai.g_01170
OG0000853	Prbm.g_01548	Prai.g_01172
OG0000854	Prbm.g_01547	Prai.g_01173
OG0000855	Prbm.g_01545	Prai.g_01174
OG0000856	Prbm.g_01544	Prai.g_01175
OG0000857	Prbm.g_01543	Prai.g_01176
OG0000858	Prbm.g_01540	Prai.g_01178
OG0000859	Prbm.g_01539	Prai.g_01179
OG0000860	Prbm.g_01538	Prai.g_01180
OG0000861	Prbm.g_01537	Prai.g_01181
OG0000862	Prbm.g_01536	Prai.g_01182
OG0000863	Prbm.g_01534	Prai.g_01183
OG0000864	Prbm.g_01533	Prai.g_01184
OG0000865	Prbm.g_01532	Prai.g_01185
OG0000866	Prbm.g_01531	Prai.g_01186
OG0000867	Prbm.g_01529	Prai.g_01189
OG0000868	Prbm.g_01527	Prai.g_01191
OG0000869	Prbm.g_01525	Prai.g_01192
OG0000870	Prbm.g_01524	Prai.g_01193
OG0000871	Prbm.g_01523	Prai.g_01194
OG0000872	Prbm.g_01520	Prai.g_01196
OG0000873	Prbm.g_01519	Prai.g_01197
OG0000874	Prbm.g_01518	Prai.g_01198
OG0000875	Prbm.g_01516	Prai.g_01200
OG0000876	Prbm.g_01514	Prai.g_01202
OG0000877	Prbm.g_01513	Prai.g_01203
OG0000878	Prbm.g_01512	Prai.g_01204
OG0000879	Prbm.g_01511	Prai.g_01205
OG0000880	Prbm.g_01510	Prai.g_01206
OG0000881	Prbm.g_01509	Prai.g_01207
OG0000882	Prbm.g_01508	Prai.g_01208
OG0000883	Prbm.g_01507	Prai.g_01209
OG0000884	Prbm.g_01506	Prai.g_01210
OG0000885	Prbm.g_01505	Prai.g_01211
OG0000886	Prbm.g_01504	Prai.g_01212
OG0000887	Prbm.g_01503	Prai.g_01213
OG0000888	Prbm.g_01502	Prai.g_01214
OG0000889	Prbm.g_01501	Prai.g_01215
OG0000890	Prbm.g_01500	Prai.g_01216
OG0000891	Prbm.g_01499	Prai.g_01217
OG0000892	Prbm.g_01498	Prai.g_01218
OG0000893	Prbm.g_01497	Prai.g_01219
OG0000894	Prbm.g_01496	Prai.g_01221
OG0000895	Prbm.g_01495	Prai.g_01222
OG0000896	Prbm.g_01494	Prai.g_01224
OG0000897	Prbm.g_01493	Prai.g_01225
OG0000898	Prbm.g_01492	Prai.g_01226
OG0000899	Prbm.g_01491	Prai.g_01227
OG0000900	Prbm.g_01490	Prai.g_01229
OG0000901	Prbm.g_01356	Prai.g_01310
OG0000902	Prbm.g_01600	Prai.g_01323
OG0000903	Prbm.g_01601	Prai.g_01324
OG0000904	Prbm.g_01602	Prai.g_01325
OG0000905	Prbm.g_01603	Prai.g_01326
OG0000906	Prbm.g_01605	Prai.g_01327
OG0000907	Prbm.g_01606	Prai.g_01330
OG0000908	Prbm.g_01607	Prai.g_01331
OG0000909	Prbm.g_01608	Prai.g_01332
OG0000910	Prbm.g_01609	Prai.g_01333
OG0000911	Prbm.g_01610	Prai.g_01334
OG0000912	Prbm.g_01613	Prai.g_01337
OG0000913	Prbm.g_01614	Prai.g_01338
OG0000914	Prbm.g_01615	Prai.g_01339
OG0000915	Prbm.g_01616	Prai.g_01341
OG0000916	Prbm.g_01617	Prai.g_01342
OG0000917	Prbm.g_01618	Prai.g_01343
OG0000918	Prbm.g_01619	Prai.g_01344
OG0000919	Prbm.g_01620	Prai.g_01345
OG0000920	Prbm.g_01621	Prai.g_01346
OG0000921	Prbm.g_01624	Prai.g_01348
OG0000922	Prbm.g_01625	Prai.g_01349
OG0000923	Prbm.g_01630	Prai.g_01353
OG0000924	Prbm.g_01631	Prai.g_01354
OG0000925	Prbm.g_01634	Prai.g_01357
OG0000926	Prbm.g_00777	Prai.g_01358
OG0000928	Prbm.g_01051	Prai.g_01360
OG0000929	Prbm.g_01812	Prai.g_01362
OG0000930	Prbm.g_01658	Prai.g_01364
OG0000931	Prbm.g_00875	Prai.g_01365
OG0000932	Prbm.g_01176	Prai.g_01368
OG0000933	Prbm.g_01662	Prai.g_01372
OG0000934	Prbm.g_01663	Prai.g_01373
OG0000935	Prbm.g_01664	Prai.g_01374
OG0000936	Prbm.g_01665	Prai.g_01375
OG0000937	Prbm.g_01666	Prai.g_01376
OG0000938	Prbm.g_01667	Prai.g_01377
OG0000939	Prbm.g_01668	Prai.g_01378
OG0000940	Prbm.g_01669	Prai.g_01379
OG0000941	Prbm.g_01670	Prai.g_01380
OG0000942	Prbm.g_01671	Prai.g_01381
OG0000943	Prbm.g_01672	Prai.g_01382
OG0000944	Prbm.g_01673	Prai.g_01383
OG0000945	Prbm.g_01674	Prai.g_01384
OG0000946	Prbm.g_01675	Prai.g_01385
OG0000947	Prbm.g_01676	Prai.g_01386
OG0000948	Prbm.g_01677	Prai.g_01387
OG0000949	Prbm.g_01678	Prai.g_01388
OG0000950	Prbm.g_02077	Prai.g_01392
OG0000951	Prbm.g_01691	Prai.g_01445
OG0000952	Prbm.g_01692	Prai.g_01446
OG0000953	Prbm.g_01693	Prai.g_01447
OG0000954	Prbm.g_01694	Prai.g_01448
OG0000955	Prbm.g_01695	Prai.g_01449
OG0000956	Prbm.g_01697	Prai.g_01451
OG0000957	Prbm.g_01698	Prai.g_01452
OG0000958	Prbm.g_01699	Prai.g_01453
OG0000959	Prbm.g_01700	Prai.g_01454
OG0000960	Prbm.g_01701	Prai.g_01455
OG0000961	Prbm.g_01702	Prai.g_01456
OG0000962	Prbm.g_01703	Prai.g_01457
OG0000963	Prbm.g_01704	Prai.g_01458
OG0000964	Prbm.g_01706	Prai.g_01459
OG0000965	Prbm.g_01708	Prai.g_01461
OG0000966	Prbm.g_01709	Prai.g_01462
OG0000967	Prbm.g_01712	Prai.g_01465
OG0000968	Prbm.g_01713	Prai.g_01466
OG0000969	Prbm.g_01714	Prai.g_01467
OG0000970	Prbm.g_01715	Prai.g_01468
OG0000971	Prbm.g_01716	Prai.g_01469
OG0000972	Prbm.g_01717	Prai.g_01470
OG0000973	Prbm.g_01719	Prai.g_01472
OG0000974	Prbm.g_01720	Prai.g_01473
OG0000975	Prbm.g_01721	Prai.g_01474
OG0000976	Prbm.g_01722	Prai.g_01475
OG0000977	Prbm.g_01723	Prai.g_01476
OG0000978	Prbm.g_01724	Prai.g_01477
OG0000979	Prbm.g_01725	Prai.g_01478
OG0000980	Prbm.g_00487	Prai.g_01479
OG0000981	Prbm.g_01726	Prai.g_01480
OG0000982	Prbm.g_01727	Prai.g_01481
OG0000983	Prbm.g_01728	Prai.g_01482
OG0000984	Prbm.g_01731	Prai.g_01485
OG0000985	Prbm.g_01732	Prai.g_01486
OG0000986	Prbm.g_01733	Prai.g_01487
OG0000987	Prbm.g_01735	Prai.g_01489
OG0000988	Prbm.g_01736	Prai.g_01490
OG0000989	Prbm.g_01737	Prai.g_01491
OG0000990	Prbm.g_01738	Prai.g_01492
OG0000991	Prbm.g_01739	Prai.g_01493
OG0000992	Prbm.g_01740	Prai.g_01494
OG0000993	Prbm.g_01741	Prai.g_01495
OG0000994	Prbm.g_01742	Prai.g_01496
OG0000995	Prbm.g_01743	Prai.g_01497
OG0000996	Prbm.g_01744	Prai.g_01498
OG0000997	Prbm.g_01746	Prai.g_01500
OG0000998	Prbm.g_01752	Prai.g_01502
OG0000999	Prbm.g_01755	Prai.g_01504
OG0001000	Prbm.g_01756	Prai.g_01505
OG0001001	Prbm.g_01757	Prai.g_01507
OG0001002	Prbm.g_01759	Prai.g_01509
OG0001003	Prbm.g_01760	Prai.g_01510
OG0001004	Prbm.g_01761	Prai.g_01511
OG0001005	Prbm.g_01762	Prai.g_01512
OG0001006	Prbm.g_01764	Prai.g_01514
OG0001007	Prbm.g_01765	Prai.g_01515
OG0001008	Prbm.g_01766	Prai.g_01516
OG0001009	Prbm.g_01768	Prai.g_01517
OG0001010	Prbm.g_01769	Prai.g_01518
OG0001011	Prbm.g_01770	Prai.g_01519
OG0001012	Prbm.g_01771	Prai.g_01520
OG0001013	Prbm.g_01772	Prai.g_01521
OG0001014	Prbm.g_01773	Prai.g_01522
OG0001015	Prbm.g_01774	Prai.g_01523
OG0001016	Prbm.g_01775	Prai.g_01524
OG0001017	Prbm.g_01776	Prai.g_01525
OG0001018	Prbm.g_01777	Prai.g_01526
OG0001019	Prbm.g_01778	Prai.g_01527
OG0001020	Prbm.g_01779	Prai.g_01528
OG0001021	Prbm.g_01780	Prai.g_01529
OG0001022	Prbm.g_01781	Prai.g_01530
OG0001023	Prbm.g_01782	Prai.g_01531
OG0001024	Prbm.g_01784	Prai.g_01533
OG0001025	Prbm.g_01785	Prai.g_01534
OG0001026	Prbm.g_01786	Prai.g_01535
OG0001027	Prbm.g_01787	Prai.g_01536
OG0001028	Prbm.g_01789	Prai.g_01537
OG0001029	Prbm.g_01790	Prai.g_01538
OG0001030	Prbm.g_01793	Prai.g_01541
OG0001031	Prbm.g_01794	Prai.g_01542
OG0001032	Prbm.g_01586	Prai.g_01550
OG0001033	Prbm.g_01685	Prai.g_01558
OG0001034	Prbm.g_00830	Prai.g_01597
OG0001035	Prbm.g_01835	Prai.g_01632
OG0001036	Prbm.g_01836	Prai.g_01633
OG0001037	Prbm.g_01842	Prai.g_01639
OG0001038	Prbm.g_01843	Prai.g_01640
OG0001039	Prbm.g_01844	Prai.g_01641
OG0001040	Prbm.g_01845	Prai.g_01642
OG0001041	Prbm.g_01846	Prai.g_01644
OG0001042	Prbm.g_01847	Prai.g_01645
OG0001043	Prbm.g_01848	Prai.g_01646
OG0001044	Prbm.g_01849	Prai.g_01647
OG0001045	Prbm.g_01850	Prai.g_01648
OG0001046	Prbm.g_01851	Prai.g_01649
OG0001047	Prbm.g_01852	Prai.g_01650
OG0001048	Prbm.g_01853	Prai.g_01652
OG0001049	Prbm.g_01854	Prai.g_01653
OG0001050	Prbm.g_01855	Prai.g_01654
OG0001051	Prbm.g_01856	Prai.g_01655
OG0001052	Prbm.g_01857	Prai.g_01656
OG0001053	Prbm.g_01858	Prai.g_01657
OG0001054	Prbm.g_01859	Prai.g_01658
OG0001055	Prbm.g_01860	Prai.g_01659
OG0001056	Prbm.g_01861	Prai.g_01660
OG0001057	Prbm.g_01863	Prai.g_01662
OG0001058	Prbm.g_01864	Prai.g_01663
OG0001059	Prbm.g_01865	Prai.g_01664
OG0001060	Prbm.g_01866	Prai.g_01665
OG0001061	Prbm.g_01867	Prai.g_01666
OG0001062	Prbm.g_01869	Prai.g_01667
OG0001063	Prbm.g_01870	Prai.g_01668
OG0001064	Prbm.g_01871	Prai.g_01669
OG0001065	Prbm.g_01872	Prai.g_01670
OG0001066	Prbm.g_01873	Prai.g_01671
OG0001067	Prbm.g_01874	Prai.g_01672
OG0001068	Prbm.g_01875	Prai.g_01673
OG0001069	Prbm.g_01877	Prai.g_01676
OG0001070	Prbm.g_01879	Prai.g_01678
OG0001071	Prbm.g_01880	Prai.g_01679
OG0001072	Prbm.g_01881	Prai.g_01680
OG0001073	Prbm.g_01882	Prai.g_01681
OG0001074	Prbm.g_01883	Prai.g_01682
OG0001075	Prbm.g_01885	Prai.g_01683
OG0001076	Prbm.g_01887	Prai.g_01685
OG0001077	Prbm.g_01888	Prai.g_01686
OG0001078	Prbm.g_01889	Prai.g_01687
OG0001079	Prbm.g_01890	Prai.g_01688
OG0001080	Prbm.g_01891	Prai.g_01689
OG0001081	Prbm.g_01892	Prai.g_01690
OG0001082	Prbm.g_01893	Prai.g_01691
OG0001083	Prbm.g_01894	Prai.g_01692
OG0001084	Prbm.g_01895	Prai.g_01693
OG0001085	Prbm.g_01896	Prai.g_01694
OG0001086	Prbm.g_01948	Prai.g_01701
OG0001087	Prbm.g_01950	Prai.g_01702
OG0001088	Prbm.g_01951	Prai.g_01703
OG0001089	Prbm.g_01953	Prai.g_01705
OG0001090	Prbm.g_01954	Prai.g_01706
OG0001091	Prbm.g_01955	Prai.g_01707
OG0001092	Prbm.g_01956	Prai.g_01708
OG0001093	Prbm.g_01957	Prai.g_01709
OG0001094	Prbm.g_01958	Prai.g_01710
OG0001095	Prbm.g_01959	Prai.g_01711
