Orthogroup	Prbm	Prah
OG0000547	Prbm.g_00626	Prah.g_01407
OG0000548	Prbm.g_00627	Prah.g_01406
OG0000549	Prbm.g_00629	Prah.g_01404
OG0000550	Prbm.g_00630	Prah.g_01403
OG0000551	Prbm.g_00631	Prah.g_01402
OG0000552	Prbm.g_00632	Prah.g_01401
OG0000553	Prbm.g_00633	Prah.g_01400
OG0000554	Prbm.g_00634	Prah.g_01399
OG0000555	Prbm.g_00636	Prah.g_01396
OG0000556	Prbm.g_00637	Prah.g_01394
OG0000557	Prbm.g_00638	Prah.g_01393
OG0000558	Prbm.g_00639	Prah.g_01392
OG0000559	Prbm.g_00640	Prah.g_01391
OG0000560	Prbm.g_00641	Prah.g_01390
OG0000561	Prbm.g_00642	Prah.g_01389
OG0000562	Prbm.g_00643	Prah.g_01388
OG0000563	Prbm.g_00644	Prah.g_01387
OG0000564	Prbm.g_00645	Prah.g_01385
OG0000565	Prbm.g_00646	Prah.g_00532
OG0000566	Prbm.g_00647	Prah.g_00531
OG0000567	Prbm.g_00648	Prah.g_00530
OG0000568	Prbm.g_00649	Prah.g_00529
OG0000569	Prbm.g_00652	Prah.g_00526
OG0000570	Prbm.g_00653	Prah.g_00525
OG0000571	Prbm.g_00654	Prah.g_00523
OG0000572	Prbm.g_00656	Prah.g_00518
OG0000573	Prbm.g_00657	Prah.g_00517
OG0000574	Prbm.g_00658	Prah.g_00516
OG0000575	Prbm.g_00659	Prah.g_00513
OG0000576	Prbm.g_00660	Prah.g_00510
OG0000577	Prbm.g_00661	Prah.g_00509
OG0000578	Prbm.g_00662	Prah.g_00506
OG0000579	Prbm.g_00663	Prah.g_00505
OG0000580	Prbm.g_00664	Prah.g_00504
OG0000581	Prbm.g_00665	Prah.g_00503
OG0000582	Prbm.g_00666	Prah.g_00501
OG0000583	Prbm.g_00667	Prah.g_00500
OG0000584	Prbm.g_00669	Prah.g_00498
OG0000585	Prbm.g_00670	Prah.g_00497
OG0000586	Prbm.g_00671	Prah.g_00495
OG0000587	Prbm.g_00672	Prah.g_00494
OG0000588	Prbm.g_00673	Prah.g_00493
OG0000589	Prbm.g_00674	Prah.g_00486
OG0000590	Prbm.g_00675	Prah.g_00485
OG0000591	Prbm.g_00676	Prah.g_00484
OG0000592	Prbm.g_00677	Prah.g_00483
OG0000593	Prbm.g_00678	Prah.g_00482
OG0000594	Prbm.g_00679	Prah.g_00478
OG0000595	Prbm.g_00680	Prah.g_00477
OG0000596	Prbm.g_00681	Prah.g_00476
OG0000597	Prbm.g_00685	Prah.g_00466
OG0000598	Prbm.g_00686	Prah.g_00465
OG0000599	Prbm.g_00687	Prah.g_00464
OG0000600	Prbm.g_00688	Prah.g_00463
OG0000601	Prbm.g_00689	Prah.g_00462
OG0000602	Prbm.g_00690	Prah.g_00460
OG0000603	Prbm.g_00691	Prah.g_00457
OG0000604	Prbm.g_00692	Prah.g_00456
OG0000605	Prbm.g_00693	Prah.g_00455
OG0000606	Prbm.g_00694	Prah.g_00454
OG0000607	Prbm.g_00696	Prah.g_00452
OG0000608	Prbm.g_00697	Prah.g_00451
OG0000609	Prbm.g_00699	Prah.g_00449
OG0000610	Prbm.g_00700	Prah.g_00448
OG0000611	Prbm.g_00703	Prah.g_00444
OG0000612	Prbm.g_00704	Prah.g_00442
OG0000613	Prbm.g_00706	Prah.g_02193
OG0000614	Prbm.g_00713	Prah.g_01789
OG0000615	Prbm.g_00714	Prah.g_01029
OG0000616	Prbm.g_00716	Prah.g_02413
OG0000617	Prbm.g_00719	Prah.g_00625
OG0000618	Prbm.g_00720	Prah.g_02051
OG0000619	Prbm.g_00722	Prah.g_00981
OG0000620	Prbm.g_00724	Prah.g_00965
OG0000621	Prbm.g_00725	Prah.g_00968
OG0000622	Prbm.g_00726	Prah.g_00972
OG0000623	Prbm.g_00727	Prah.g_00973
OG0000624	Prbm.g_00730	Prah.g_00985
OG0000625	Prbm.g_00731	Prah.g_00986
OG0000626	Prbm.g_00732	Prah.g_00987
OG0000627	Prbm.g_01483	Prah.g_01022
OG0000628	Prbm.g_00733	Prah.g_01023
OG0000629	Prbm.g_00734	Prah.g_01025
OG0000630	Prbm.g_00736	Prah.g_01028
OG0000631	Prbm.g_00737	Prah.g_00706
OG0000632	Prbm.g_02220	Prah.g_02588
OG0000633	Prbm.g_01326	Prah.g_01344
OG0000634	Prbm.g_00743	Prah.g_00886
OG0000635	Prbm.g_00745	Prah.g_00884
OG0000636	Prbm.g_00746	Prah.g_00882
OG0000637	Prbm.g_00748	Prah.g_00881
OG0000638	Prbm.g_00749	Prah.g_00880
OG0000639	Prbm.g_00750	Prah.g_00879
OG0000640	Prbm.g_00751	Prah.g_00878
OG0000641	Prbm.g_00752	Prah.g_00876
OG0000642	Prbm.g_00753	Prah.g_00875
OG0000643	Prbm.g_00754	Prah.g_00874
OG0000644	Prbm.g_00756	Prah.g_00872
OG0000645	Prbm.g_00758	Prah.g_00871
OG0000646	Prbm.g_00759	Prah.g_00870
OG0000647	Prbm.g_00760	Prah.g_00869
OG0000648	Prbm.g_00762	Prah.g_00746
OG0000649	Prbm.g_00763	Prah.g_00747
OG0000650	Prbm.g_00764	Prah.g_00750
OG0000651	Prbm.g_00765	Prah.g_00751
OG0000652	Prbm.g_00767	Prah.g_00754
OG0000653	Prbm.g_00091	Prah.g_00615
OG0000654	Prbm.g_00111	Prah.g_01447
OG0000656	Prbm.g_01094	Prah.g_01543
OG0000657	Prbm.g_00980	Prah.g_00788
OG0000658	Prbm.g_00979	Prah.g_00787
OG0000659	Prbm.g_00978	Prah.g_00786
OG0000660	Prbm.g_00395	Prah.g_01946
OG0000661	Prbm.g_00955	Prah.g_01802
OG0000662	Prbm.g_00957	Prah.g_00755
OG0000663	Prbm.g_00959	Prah.g_00758
OG0000664	Prbm.g_00960	Prah.g_00759
OG0000665	Prbm.g_00961	Prah.g_00760
OG0000666	Prbm.g_00808	Prah.g_00673
OG0000667	Prbm.g_00809	Prah.g_00672
OG0000668	Prbm.g_00810	Prah.g_00671
OG0000669	Prbm.g_00811	Prah.g_00670
OG0000670	Prbm.g_00813	Prah.g_00668
OG0000671	Prbm.g_00814	Prah.g_00667
OG0000672	Prbm.g_00815	Prah.g_00666
OG0000673	Prbm.g_00816	Prah.g_00665
OG0000674	Prbm.g_00817	Prah.g_00664
OG0000675	Prbm.g_00818	Prah.g_00663
OG0000676	Prbm.g_00820	Prah.g_00661
OG0000677	Prbm.g_00822	Prah.g_00659
OG0000678	Prbm.g_00823	Prah.g_00658
OG0000679	Prbm.g_00824	Prah.g_00657
OG0000680	Prbm.g_00825	Prah.g_00656
OG0000681	Prbm.g_00826	Prah.g_00655
OG0000682	Prbm.g_00827	Prah.g_00654
OG0000683	Prbm.g_00829	Prah.g_00652
OG0000684	Prbm.g_00831	Prah.g_00650
OG0000685	Prbm.g_00832	Prah.g_00649
OG0000686	Prbm.g_00833	Prah.g_00648
OG0000687	Prbm.g_00834	Prah.g_00647
OG0000688	Prbm.g_00835	Prah.g_00646
OG0000689	Prbm.g_00836	Prah.g_00645
OG0000690	Prbm.g_00837	Prah.g_00644
OG0000691	Prbm.g_00839	Prah.g_00640
OG0000692	Prbm.g_00840	Prah.g_00639
OG0000693	Prbm.g_00841	Prah.g_00638
OG0000694	Prbm.g_00842	Prah.g_00637
OG0000695	Prbm.g_00843	Prah.g_00636
OG0000696	Prbm.g_00844	Prah.g_00635
OG0000697	Prbm.g_00845	Prah.g_00609
OG0000698	Prbm.g_00846	Prah.g_00608
OG0000699	Prbm.g_00849	Prah.g_00604
OG0000700	Prbm.g_00850	Prah.g_00603
OG0000701	Prbm.g_00852	Prah.g_00601
OG0000702	Prbm.g_00853	Prah.g_00600
OG0000703	Prbm.g_00854	Prah.g_00599
OG0000704	Prbm.g_00855	Prah.g_00598
OG0000705	Prbm.g_00857	Prah.g_00596
OG0000706	Prbm.g_00858	Prah.g_00595
OG0000707	Prbm.g_00859	Prah.g_00594
OG0000708	Prbm.g_00860	Prah.g_00593
OG0000709	Prbm.g_00861	Prah.g_00592
OG0000710	Prbm.g_00862	Prah.g_00591
OG0000711	Prbm.g_00863	Prah.g_00589
OG0000712	Prbm.g_00864	Prah.g_00588
OG0000713	Prbm.g_00865	Prah.g_00587
OG0000714	Prbm.g_00867	Prah.g_00575
OG0000715	Prbm.g_00868	Prah.g_00574
OG0000716	Prbm.g_00869	Prah.g_00572
OG0000717	Prbm.g_00870	Prah.g_00568
OG0000718	Prbm.g_00871	Prah.g_00566
OG0000719	Prbm.g_00873	Prah.g_00564
OG0000720	Prbm.g_00877	Prah.g_00743
OG0000721	Prbm.g_00878	Prah.g_00866
OG0000722	Prbm.g_00911	Prah.g_00850
OG0000723	Prbm.g_00914	Prah.g_00192
OG0000724	Prbm.g_00919	Prah.g_00558
OG0000725	Prbm.g_00921	Prah.g_00740
OG0000726	Prbm.g_00922	Prah.g_01212
OG0000727	Prbm.g_00923	Prah.g_00739
OG0000728	Prbm.g_00924	Prah.g_00738
OG0000729	Prbm.g_00926	Prah.g_00736
OG0000730	Prbm.g_00927	Prah.g_00735
OG0000731	Prbm.g_00929	Prah.g_00733
OG0000732	Prbm.g_00930	Prah.g_00732
OG0000733	Prbm.g_00931	Prah.g_00731
OG0000734	Prbm.g_00932	Prah.g_00730
OG0000735	Prbm.g_00933	Prah.g_00729
OG0000736	Prbm.g_00935	Prah.g_00726
OG0000737	Prbm.g_00936	Prah.g_00724
OG0000738	Prbm.g_00939	Prah.g_00721
OG0000739	Prbm.g_00940	Prah.g_00718
OG0000740	Prbm.g_00941	Prah.g_00715
OG0000741	Prbm.g_00943	Prah.g_00702
OG0000742	Prbm.g_00944	Prah.g_00701
OG0000743	Prbm.g_00947	Prah.g_00698
OG0000744	Prbm.g_00948	Prah.g_00697
OG0000745	Prbm.g_00793	Prah.g_00683
OG0000746	Prbm.g_00794	Prah.g_00684
OG0000747	Prbm.g_00795	Prah.g_00685
OG0000748	Prbm.g_00796	Prah.g_00686
OG0000749	Prbm.g_00797	Prah.g_00687
OG0000750	Prbm.g_00798	Prah.g_00689
OG0000751	Prbm.g_00800	Prah.g_00681
OG0000752	Prbm.g_00801	Prah.g_00680
OG0000753	Prbm.g_00802	Prah.g_00679
OG0000754	Prbm.g_00803	Prah.g_00678
OG0000755	Prbm.g_00805	Prah.g_00677
OG0000756	Prbm.g_00806	Prah.g_00675
OG0000757	Prbm.g_00807	Prah.g_00674
OG0000758	Prbm.g_00962	Prah.g_00761
OG0000759	Prbm.g_00963	Prah.g_00762
OG0000760	Prbm.g_00964	Prah.g_00763
OG0000761	Prbm.g_00965	Prah.g_00765
OG0000762	Prbm.g_00967	Prah.g_00767
OG0000763	Prbm.g_00968	Prah.g_00768
OG0000764	Prbm.g_00969	Prah.g_00770
OG0000765	Prbm.g_00970	Prah.g_00771
OG0000766	Prbm.g_00971	Prah.g_00772
OG0000767	Prbm.g_00972	Prah.g_01178
OG0000768	Prbm.g_00973	Prah.g_00780
OG0000769	Prbm.g_00974	Prah.g_00781
OG0000770	Prbm.g_00975	Prah.g_00783
OG0000771	Prbm.g_00976	Prah.g_00784
OG0000772	Prbm.g_00889	Prah.g_02517
OG0000773	Prbm.g_00981	Prah.g_00789
OG0000774	Prbm.g_00982	Prah.g_00790
OG0000775	Prbm.g_00983	Prah.g_00791
OG0000776	Prbm.g_00985	Prah.g_00793
OG0000777	Prbm.g_00986	Prah.g_00794
OG0000778	Prbm.g_00987	Prah.g_00795
OG0000779	Prbm.g_00989	Prah.g_00800
OG0000780	Prbm.g_00990	Prah.g_00801
OG0000781	Prbm.g_00991	Prah.g_00803
OG0000782	Prbm.g_00993	Prah.g_00806
OG0000783	Prbm.g_00994	Prah.g_00808
OG0000784	Prbm.g_00995	Prah.g_00810
OG0000785	Prbm.g_00996	Prah.g_00811
OG0000786	Prbm.g_00997	Prah.g_00812
OG0000787	Prbm.g_00999	Prah.g_00814
OG0000788	Prbm.g_01000	Prah.g_00815
OG0000789	Prbm.g_01001	Prah.g_00816
OG0000790	Prbm.g_01002	Prah.g_00817
OG0000791	Prbm.g_01003	Prah.g_00818
OG0000792	Prbm.g_00102	Prah.g_01131
OG0000793	Prbm.g_01004	Prah.g_00821
OG0000794	Prbm.g_01005	Prah.g_00824
OG0000795	Prbm.g_01006	Prah.g_00826
OG0000796	Prbm.g_01007	Prah.g_00828
OG0000797	Prbm.g_01009	Prah.g_00829
OG0000798	Prbm.g_01010	Prah.g_00830
OG0000799	Prbm.g_01011	Prah.g_00833
OG0000800	Prbm.g_01012	Prah.g_00834
OG0000801	Prbm.g_01013	Prah.g_00835
OG0000802	Prbm.g_01014	Prah.g_00839
OG0000803	Prbm.g_01015	Prah.g_00840
OG0000804	Prbm.g_01031	Prah.g_00846
OG0000805	Prbm.g_01032	Prah.g_00848
OG0000806	Prbm.g_01033	Prah.g_00849
OG0000807	Prbm.g_01034	Prah.g_00851
OG0000808	Prbm.g_01035	Prah.g_00852
OG0000809	Prbm.g_01039	Prah.g_00858
OG0000810	Prbm.g_01041	Prah.g_00860
OG0000811	Prbm.g_01042	Prah.g_00861
OG0000812	Prbm.g_00888	Prah.g_02518
OG0000813	Prbm.g_01043	Prah.g_00862
OG0000814	Prbm.g_01044	Prah.g_00863
OG0000815	Prbm.g_01045	Prah.g_00864
OG0000816	Prbm.g_01048	Prah.g_00867
OG0000817	Prbm.g_01052	Prah.g_00903
OG0000818	Prbm.g_01053	Prah.g_00904
OG0000819	Prbm.g_01056	Prah.g_00907
OG0000820	Prbm.g_01057	Prah.g_00908
OG0000821	Prbm.g_01058	Prah.g_00909
OG0000822	Prbm.g_01059	Prah.g_00910
OG0000823	Prbm.g_01062	Prah.g_00913
OG0000824	Prbm.g_01063	Prah.g_00914
OG0000825	Prbm.g_00887	Prah.g_00919
OG0000826	Prbm.g_00886	Prah.g_00920
OG0000827	Prbm.g_00885	Prah.g_00921
OG0000828	Prbm.g_00883	Prah.g_00922
OG0000829	Prbm.g_00894	Prah.g_00893
OG0000830	Prbm.g_01103	Prah.g_00539
OG0000831	Prbm.g_01085	Prah.g_01601
OG0000832	Prbm.g_01806	Prah.g_01176
OG0000833	Prbm.g_02104	Prah.g_00133
OG0000834	Prbm.g_00398	Prah.g_01942
OG0000835	Prbm.g_00406	Prah.g_01932
OG0000836	Prbm.g_01803	Prah.g_00383
OG0000837	Prbm.g_01079	Prah.g_00521
OG0000838	Prbm.g_01911	Prah.g_02532
OG0000839	Prbm.g_01912	Prah.g_02525
OG0000840	Prbm.g_01123	Prah.g_01803
OG0000841	Prbm.g_01571	Prah.g_00378
OG0000842	Prbm.g_01565	Prah.g_01905
OG0000843	Prbm.g_01563	Prah.g_01340
OG0000844	Prbm.g_01562	Prah.g_01339
OG0000845	Prbm.g_01561	Prah.g_01338
OG0000846	Prbm.g_01560	Prah.g_01337
OG0000847	Prbm.g_01559	Prah.g_01336
OG0000848	Prbm.g_01558	Prah.g_01335
OG0000849	Prbm.g_01557	Prah.g_01331
OG0000850	Prbm.g_01556	Prah.g_01329
OG0000851	Prbm.g_01553	Prah.g_01325
OG0000852	Prbm.g_01550	Prah.g_01323
OG0000853	Prbm.g_01548	Prah.g_01321
OG0000854	Prbm.g_01547	Prah.g_01320
OG0000855	Prbm.g_01545	Prah.g_01318
OG0000856	Prbm.g_01544	Prah.g_01317
OG0000857	Prbm.g_01543	Prah.g_01316
OG0000858	Prbm.g_01540	Prah.g_01307
OG0000859	Prbm.g_01539	Prah.g_01305
OG0000860	Prbm.g_01538	Prah.g_01304
OG0000861	Prbm.g_01537	Prah.g_01303
OG0000862	Prbm.g_01536	Prah.g_01302
OG0000863	Prbm.g_01534	Prah.g_01298
OG0000864	Prbm.g_01533	Prah.g_01297
OG0000865	Prbm.g_01532	Prah.g_01296
OG0000866	Prbm.g_01531	Prah.g_01295
OG0000867	Prbm.g_01529	Prah.g_01292
OG0000868	Prbm.g_01527	Prah.g_01291
OG0000869	Prbm.g_01525	Prah.g_01262
OG0000870	Prbm.g_01524	Prah.g_01259
OG0000871	Prbm.g_01523	Prah.g_01258
OG0000872	Prbm.g_01520	Prah.g_01255
OG0000873	Prbm.g_01519	Prah.g_01254
OG0000874	Prbm.g_01518	Prah.g_01253
OG0000875	Prbm.g_01516	Prah.g_01251
OG0000876	Prbm.g_01514	Prah.g_01249
OG0000877	Prbm.g_01513	Prah.g_01248
OG0000878	Prbm.g_01512	Prah.g_01247
OG0000879	Prbm.g_01511	Prah.g_01246
OG0000880	Prbm.g_01510	Prah.g_01245
OG0000881	Prbm.g_01509	Prah.g_01244
OG0000882	Prbm.g_01508	Prah.g_01243
OG0000883	Prbm.g_01507	Prah.g_01263
OG0000884	Prbm.g_01506	Prah.g_01264
OG0000885	Prbm.g_01505	Prah.g_01265
OG0000886	Prbm.g_01504	Prah.g_01266
OG0000887	Prbm.g_01503	Prah.g_01268
OG0000888	Prbm.g_01502	Prah.g_01272
OG0000889	Prbm.g_01501	Prah.g_01273
OG0000890	Prbm.g_01500	Prah.g_01275
OG0000891	Prbm.g_01499	Prah.g_01276
OG0000892	Prbm.g_01498	Prah.g_01278
OG0000893	Prbm.g_01497	Prah.g_01279
OG0000894	Prbm.g_01496	Prah.g_01282
OG0000895	Prbm.g_01495	Prah.g_01283
OG0000896	Prbm.g_01494	Prah.g_01285
OG0000897	Prbm.g_01493	Prah.g_01286
OG0000898	Prbm.g_01492	Prah.g_01289
OG0000899	Prbm.g_01491	Prah.g_01290
OG0000900	Prbm.g_01490	Prah.g_01239
OG0000901	Prbm.g_01356	Prah.g_01610
OG0000902	Prbm.g_01600	Prah.g_01349
OG0000903	Prbm.g_01601	Prah.g_01350
OG0000904	Prbm.g_01602	Prah.g_01351
OG0000905	Prbm.g_01603	Prah.g_01353
OG0000906	Prbm.g_01605	Prah.g_01355
OG0000907	Prbm.g_01606	Prah.g_01357
OG0000908	Prbm.g_01607	Prah.g_01358
OG0000909	Prbm.g_01608	Prah.g_01359
OG0000910	Prbm.g_01609	Prah.g_01360
OG0000911	Prbm.g_01610	Prah.g_01361
OG0000912	Prbm.g_01613	Prah.g_01365
OG0000913	Prbm.g_01614	Prah.g_01368
OG0000914	Prbm.g_01615	Prah.g_01369
OG0000915	Prbm.g_01616	Prah.g_01372
OG0000916	Prbm.g_01617	Prah.g_01373
OG0000917	Prbm.g_01618	Prah.g_01374
OG0000918	Prbm.g_01619	Prah.g_01375
OG0000919	Prbm.g_01620	Prah.g_01376
OG0000920	Prbm.g_01621	Prah.g_01377
OG0000921	Prbm.g_01624	Prah.g_01380
OG0000922	Prbm.g_01625	Prah.g_01381
OG0000923	Prbm.g_01630	Prah.g_00327
OG0000924	Prbm.g_01594, Prbm.g_01631	Prah.g_00326
OG0000925	Prbm.g_01634	Prah.g_00323
OG0000926	Prbm.g_00777	Prah.g_00224
OG0000927	Prbm.g_01573	Prah.g_00571
OG0000928	Prbm.g_01051	Prah.g_01183
OG0000929	Prbm.g_01812	Prah.g_00918
OG0000930	Prbm.g_01658	Prah.g_00895
OG0000931	Prbm.g_00875	Prah.g_00560
OG0000932	Prbm.g_01176	Prah.g_01663
OG0000933	Prbm.g_01662	Prah.g_01577
OG0000934	Prbm.g_01663	Prah.g_01578
OG0000935	Prbm.g_01664	Prah.g_01579
OG0000936	Prbm.g_01665	Prah.g_01580
OG0000937	Prbm.g_01666	Prah.g_01581
OG0000938	Prbm.g_01667	Prah.g_01582
OG0000939	Prbm.g_01668	Prah.g_01583
OG0000940	Prbm.g_01669	Prah.g_01584
OG0000941	Prbm.g_01670	Prah.g_01586
OG0000942	Prbm.g_01671	Prah.g_01587
OG0000943	Prbm.g_01672	Prah.g_01588
OG0000944	Prbm.g_01673	Prah.g_01589
OG0000945	Prbm.g_01674	Prah.g_01590
OG0000946	Prbm.g_01675	Prah.g_01591
OG0000947	Prbm.g_01676	Prah.g_01592
OG0000948	Prbm.g_01677	Prah.g_01593
OG0000949	Prbm.g_01678	Prah.g_01594
OG0000950	Prbm.g_02077	Prah.g_02242
OG0000951	Prbm.g_01691	Prah.g_00435
OG0000952	Prbm.g_01692	Prah.g_00434
OG0000953	Prbm.g_01693	Prah.g_00433
OG0000954	Prbm.g_01694	Prah.g_00428
OG0000955	Prbm.g_01695	Prah.g_00427
OG0000956	Prbm.g_01697	Prah.g_00423
OG0000957	Prbm.g_01698	Prah.g_00421
OG0000958	Prbm.g_01699	Prah.g_00420
OG0000959	Prbm.g_01700	Prah.g_00419
OG0000960	Prbm.g_01701	Prah.g_00418
OG0000961	Prbm.g_01702	Prah.g_00417
OG0000962	Prbm.g_01703	Prah.g_00415
OG0000963	Prbm.g_01704	Prah.g_00414
OG0000964	Prbm.g_01706	Prah.g_00412
OG0000965	Prbm.g_01708	Prah.g_00410
OG0000966	Prbm.g_01709	Prah.g_00409
OG0000967	Prbm.g_01712	Prah.g_00406
OG0000968	Prbm.g_01713	Prah.g_00403
OG0000969	Prbm.g_01714	Prah.g_00402
OG0000970	Prbm.g_01715	Prah.g_00401
OG0000971	Prbm.g_01716	Prah.g_00400
OG0000972	Prbm.g_01717	Prah.g_00399
OG0000973	Prbm.g_01719	Prah.g_00397
OG0000974	Prbm.g_01720	Prah.g_00396
OG0000975	Prbm.g_01721	Prah.g_00395
OG0000976	Prbm.g_01722	Prah.g_00394
OG0000977	Prbm.g_01723	Prah.g_00391
OG0000978	Prbm.g_01724	Prah.g_00390
OG0000979	Prbm.g_01725	Prah.g_00389
OG0000980	Prbm.g_00487	Prah.g_00388
OG0000981	Prbm.g_01726	Prah.g_00386
OG0000982	Prbm.g_01727	Prah.g_00385
OG0000983	Prbm.g_01728	Prah.g_00384
OG0000984	Prbm.g_01731	Prah.g_00379
OG0000985	Prbm.g_01732	Prah.g_00376
OG0000986	Prbm.g_01733	Prah.g_00374
OG0000987	Prbm.g_01735	Prah.g_00371
OG0000988	Prbm.g_01736	Prah.g_00370
OG0000989	Prbm.g_01737	Prah.g_00369
OG0000990	Prbm.g_01738	Prah.g_00368
OG0000991	Prbm.g_01739	Prah.g_00367
OG0000992	Prbm.g_01740	Prah.g_00366
OG0000993	Prbm.g_01741	Prah.g_00365
OG0000994	Prbm.g_01742	Prah.g_00364
OG0000995	Prbm.g_01743	Prah.g_00363
OG0000996	Prbm.g_01744	Prah.g_00362
OG0000997	Prbm.g_01746	Prah.g_00360
OG0000998	Prbm.g_01752	Prah.g_01217
OG0000999	Prbm.g_01755	Prah.g_01605
OG0001000	Prbm.g_01756	Prah.g_01615
OG0001001	Prbm.g_01757	Prah.g_01617
OG0001002	Prbm.g_01759	Prah.g_01619
OG0001003	Prbm.g_01760	Prah.g_01620
OG0001004	Prbm.g_01761	Prah.g_00538
OG0001005	Prbm.g_01762	Prah.g_01621
OG0001006	Prbm.g_01764	Prah.g_01623
OG0001007	Prbm.g_01765	Prah.g_01624
OG0001008	Prbm.g_01766	Prah.g_01625
OG0001009	Prbm.g_01768	Prah.g_01627
OG0001010	Prbm.g_01769	Prah.g_01628
OG0001011	Prbm.g_01770	Prah.g_01631
OG0001012	Prbm.g_01771	Prah.g_01632
OG0001013	Prbm.g_01772	Prah.g_01633
OG0001014	Prbm.g_01773	Prah.g_01634
OG0001015	Prbm.g_01774	Prah.g_01635
OG0001016	Prbm.g_01775	Prah.g_01636
OG0001017	Prbm.g_01776	Prah.g_01637
OG0001018	Prbm.g_01777	Prah.g_01639
OG0001019	Prbm.g_01778	Prah.g_01640
OG0001020	Prbm.g_01779	Prah.g_01641
OG0001021	Prbm.g_01780	Prah.g_01642
OG0001022	Prbm.g_01781	Prah.g_01643
OG0001023	Prbm.g_01782	Prah.g_01644
OG0001024	Prbm.g_01784	Prah.g_01645
OG0001025	Prbm.g_01785	Prah.g_01648
OG0001026	Prbm.g_01786	Prah.g_01649
OG0001027	Prbm.g_01787	Prah.g_01791
OG0001028	Prbm.g_01789	Prah.g_01651
OG0001029	Prbm.g_01790	Prah.g_01652
OG0001030	Prbm.g_01793	Prah.g_01655
OG0001031	Prbm.g_01794	Prah.g_01656
OG0001032	Prbm.g_01586	Prah.g_00541
OG0001033	Prbm.g_01685	Prah.g_00515
OG0001034	Prbm.g_00830	Prah.g_00651
OG0001035	Prbm.g_01835	Prah.g_01667
OG0001036	Prbm.g_01836	Prah.g_01668
OG0001037	Prbm.g_01842	Prah.g_01677
OG0001038	Prbm.g_01843	Prah.g_01678
OG0001039	Prbm.g_01844	Prah.g_01679
OG0001040	Prbm.g_01845	Prah.g_01681
OG0001041	Prbm.g_01846	Prah.g_01685
OG0001042	Prbm.g_01847	Prah.g_01687
OG0001043	Prbm.g_01848	Prah.g_01688
OG0001044	Prbm.g_01849	Prah.g_01689
OG0001045	Prbm.g_01850	Prah.g_01690
OG0001046	Prbm.g_01851	Prah.g_01692
OG0001047	Prbm.g_01852	Prah.g_01693
OG0001048	Prbm.g_01853	Prah.g_01694
OG0001049	Prbm.g_01854	Prah.g_01695
OG0001050	Prbm.g_01855	Prah.g_01696
OG0001051	Prbm.g_01856	Prah.g_01697
OG0001052	Prbm.g_01857	Prah.g_01698
OG0001053	Prbm.g_01858	Prah.g_01699
OG0001054	Prbm.g_01859	Prah.g_01700
OG0001055	Prbm.g_01860	Prah.g_01701
OG0001056	Prbm.g_01861	Prah.g_01703
OG0001057	Prbm.g_01863	Prah.g_01705
OG0001058	Prbm.g_01864	Prah.g_01707
OG0001059	Prbm.g_01865	Prah.g_01709
OG0001060	Prbm.g_01866	Prah.g_01710
OG0001061	Prbm.g_01867	Prah.g_01711
OG0001062	Prbm.g_01869	Prah.g_01713
OG0001063	Prbm.g_01870	Prah.g_01714
OG0001064	Prbm.g_01871	Prah.g_01716
OG0001065	Prbm.g_01872	Prah.g_01717
OG0001066	Prbm.g_01873	Prah.g_01718
OG0001067	Prbm.g_01874	Prah.g_01719
OG0001068	Prbm.g_01875	Prah.g_01720
OG0001069	Prbm.g_01877	Prah.g_01727
OG0001070	Prbm.g_01879	Prah.g_01729
OG0001071	Prbm.g_01880	Prah.g_01730
OG0001072	Prbm.g_01881	Prah.g_01731
OG0001073	Prbm.g_01882	Prah.g_01732
OG0001074	Prbm.g_01883	Prah.g_01733
OG0001075	Prbm.g_01885	Prah.g_01736
OG0001076	Prbm.g_01887	Prah.g_01738
OG0001077	Prbm.g_01888	Prah.g_01739
OG0001078	Prbm.g_01889	Prah.g_01740
OG0001079	Prbm.g_01890	Prah.g_01741
OG0001080	Prbm.g_01891	Prah.g_01742
OG0001081	Prbm.g_01892	Prah.g_01743
OG0001082	Prbm.g_01893	Prah.g_01744
OG0001083	Prbm.g_01894	Prah.g_01745
OG0001084	Prbm.g_01895	Prah.g_01759
OG0001085	Prbm.g_01896	Prah.g_01760
OG0001086	Prbm.g_01948	Prah.g_02073
OG0001087	Prbm.g_01950	Prah.g_02071
OG0001088	Prbm.g_01951	Prah.g_02070
OG0001089	Prbm.g_01953	Prah.g_02067
OG0001090	Prbm.g_01954	Prah.g_02066
OG0001091	Prbm.g_01955	Prah.g_02065
OG0001092	Prbm.g_01956	Prah.g_02064
OG0001093	Prbm.g_01957	Prah.g_02063
OG0001094	Prbm.g_01958	Prah.g_02062
OG0001095	Prbm.g_01959	Prah.g_02061
OG0001096	Prbm.g_01960	Prah.g_02060
OG0001097	Prbm.g_01961	Prah.g_02059
OG0001098	Prbm.g_01962	Prah.g_02058
OG0001099	Prbm.g_01963	Prah.g_02056
OG0001100	Prbm.g_01964	Prah.g_02055
OG0001101	Prbm.g_01965	Prah.g_02054
OG0001102	Prbm.g_01975	Prah.g_02041
OG0001103	Prbm.g_01974	Prah.g_02042
OG0001104	Prbm.g_01970	Prah.g_02046
OG0001105	Prbm.g_01972	Prah.g_02044
