Orthogroup	Prbm	Prap
OG0000542	Prbm.g_00620	Prap.g_01177
OG0000543	Prbm.g_00621	Prap.g_01176
OG0000544	Prbm.g_00624	Prap.g_01175
OG0000545	Prbm.g_00623	Prap.g_01174
OG0000546	Prbm.g_00625	Prap.g_01173
OG0000547	Prbm.g_00626	Prap.g_01172
OG0000548	Prbm.g_00627	Prap.g_01171
OG0000549	Prbm.g_00629	Prap.g_01169
OG0000550	Prbm.g_00630	Prap.g_01168
OG0000551	Prbm.g_00631	Prap.g_01167
OG0000552	Prbm.g_00632	Prap.g_01166
OG0000553	Prbm.g_00633	Prap.g_01165
OG0000554	Prbm.g_00634	Prap.g_01164
OG0000555	Prbm.g_00636	Prap.g_01162
OG0000556	Prbm.g_00637	Prap.g_01161
OG0000557	Prbm.g_00638	Prap.g_01160
OG0000558	Prbm.g_00639	Prap.g_01159
OG0000559	Prbm.g_00640	Prap.g_01158
OG0000560	Prbm.g_00641	Prap.g_01157
OG0000561	Prbm.g_00642	Prap.g_01156
OG0000562	Prbm.g_00643	Prap.g_01155
OG0000563	Prbm.g_00644	Prap.g_01154
OG0000564	Prbm.g_00645	Prap.g_01153
OG0000565	Prbm.g_00646	Prap.g_01152
OG0000566	Prbm.g_00647	Prap.g_01151
OG0000567	Prbm.g_00648	Prap.g_01150
OG0000568	Prbm.g_00649	Prap.g_01149
OG0000569	Prbm.g_00652	Prap.g_01147
OG0000570	Prbm.g_00653	Prap.g_01146
OG0000571	Prbm.g_00654	Prap.g_01144
OG0000572	Prbm.g_00656	Prap.g_01142
OG0000573	Prbm.g_00657	Prap.g_01141
OG0000574	Prbm.g_00658	Prap.g_01140
OG0000575	Prbm.g_00659	Prap.g_01138
OG0000576	Prbm.g_00660	Prap.g_01137
OG0000577	Prbm.g_00661	Prap.g_00397
OG0000578	Prbm.g_00662	Prap.g_00396
OG0000579	Prbm.g_00663	Prap.g_00395
OG0000580	Prbm.g_00664	Prap.g_00394
OG0000581	Prbm.g_00665	Prap.g_00393
OG0000582	Prbm.g_00666	Prap.g_00392
OG0000583	Prbm.g_00667	Prap.g_00391
OG0000584	Prbm.g_00669	Prap.g_00389
OG0000585	Prbm.g_00670	Prap.g_00388
OG0000586	Prbm.g_00671	Prap.g_00386
OG0000587	Prbm.g_00672	Prap.g_00385
OG0000588	Prbm.g_00673	Prap.g_00384
OG0000589	Prbm.g_00674	Prap.g_00383
OG0000590	Prbm.g_00675	Prap.g_00382
OG0000591	Prbm.g_00676	Prap.g_00381
OG0000592	Prbm.g_00677	Prap.g_00380
OG0000593	Prbm.g_00678	Prap.g_00379
OG0000594	Prbm.g_00679	Prap.g_00378
OG0000595	Prbm.g_00680	Prap.g_00377
OG0000596	Prbm.g_00681	Prap.g_00376
OG0000597	Prbm.g_00685	Prap.g_00372
OG0000598	Prbm.g_00686	Prap.g_00371
OG0000599	Prbm.g_00687	Prap.g_00370
OG0000600	Prbm.g_00688	Prap.g_00369
OG0000601	Prbm.g_00689	Prap.g_00368
OG0000602	Prbm.g_00690	Prap.g_00367
OG0000603	Prbm.g_00691	Prap.g_00366
OG0000604	Prbm.g_00692	Prap.g_00365
OG0000605	Prbm.g_00693	Prap.g_00364
OG0000606	Prbm.g_00694	Prap.g_00363
OG0000607	Prbm.g_00696	Prap.g_00361
OG0000608	Prbm.g_00697	Prap.g_00360
OG0000609	Prbm.g_00699	Prap.g_00358
OG0000610	Prbm.g_00700	Prap.g_00357
OG0000611	Prbm.g_00703	Prap.g_00831
OG0000612	Prbm.g_00704	Prap.g_00830
OG0000613	Prbm.g_00706	Prap.g_00828
OG0000614	Prbm.g_00713	Prap.g_00822
OG0000615	Prbm.g_00714	Prap.g_00821
OG0000616	Prbm.g_00716	Prap.g_00820
OG0000617	Prbm.g_00719	Prap.g_00817
OG0000618	Prbm.g_00720	Prap.g_00816
OG0000619	Prbm.g_00722	Prap.g_00815
OG0000620	Prbm.g_00724	Prap.g_00813
OG0000621	Prbm.g_00725	Prap.g_00812
OG0000622	Prbm.g_00726	Prap.g_00811
OG0000623	Prbm.g_00727	Prap.g_00810
OG0000624	Prbm.g_00730	Prap.g_00807
OG0000625	Prbm.g_00731	Prap.g_00806
OG0000626	Prbm.g_00732	Prap.g_00805
OG0000627	Prbm.g_01483	Prap.g_00802
OG0000628	Prbm.g_00733	Prap.g_00801
OG0000629	Prbm.g_00734	Prap.g_00800
OG0000630	Prbm.g_00736	Prap.g_00798
OG0000631	Prbm.g_00737	Prap.g_00796
OG0000632	Prbm.g_02220	Prap.g_01489
OG0000633	Prbm.g_01326	Prap.g_00872
OG0000634	Prbm.g_00743	Prap.g_00790
OG0000635	Prbm.g_00745	Prap.g_00344
OG0000636	Prbm.g_00746	Prap.g_00343
OG0000637	Prbm.g_00748	Prap.g_00341
OG0000638	Prbm.g_00749	Prap.g_00340
OG0000639	Prbm.g_00750	Prap.g_00339
OG0000640	Prbm.g_00751	Prap.g_00338
OG0000641	Prbm.g_00752	Prap.g_00337
OG0000642	Prbm.g_00753	Prap.g_00336
OG0000643	Prbm.g_00754	Prap.g_00335
OG0000644	Prbm.g_00756	Prap.g_00333
OG0000645	Prbm.g_00758	Prap.g_00331
OG0000646	Prbm.g_00759	Prap.g_00330
OG0000647	Prbm.g_00760	Prap.g_00329
OG0000648	Prbm.g_00762	Prap.g_00328
OG0000649	Prbm.g_00763	Prap.g_00327
OG0000650	Prbm.g_00764	Prap.g_00326
OG0000651	Prbm.g_00765	Prap.g_00325
OG0000652	Prbm.g_00767	Prap.g_00323
OG0000653	Prbm.g_00091	Prap.g_00511
OG0000654	Prbm.g_00111	Prap.g_00036
OG0000655	Prbm.g_01485	Prap.g_01130
OG0000656	Prbm.g_01094	Prap.g_00545
OG0000657	Prbm.g_00980	Prap.g_01121
OG0000658	Prbm.g_00979	Prap.g_01122
OG0000659	Prbm.g_00978	Prap.g_01123
OG0000660	Prbm.g_00395	Prap.g_01375
OG0000661	Prbm.g_00955	Prap.g_00688
OG0000662	Prbm.g_00957	Prap.g_00685
OG0000663	Prbm.g_00959	Prap.g_00683
OG0000664	Prbm.g_00960	Prap.g_00682
OG0000665	Prbm.g_00961	Prap.g_00681
OG0000666	Prbm.g_00808	Prap.g_00345
OG0000667	Prbm.g_00809	Prap.g_00788
OG0000668	Prbm.g_00810	Prap.g_00787
OG0000669	Prbm.g_00811	Prap.g_00786
OG0000670	Prbm.g_00813	Prap.g_00784
OG0000671	Prbm.g_00814	Prap.g_00783
OG0000672	Prbm.g_00815	Prap.g_00782
OG0000673	Prbm.g_00816	Prap.g_00781
OG0000674	Prbm.g_00817	Prap.g_00780
OG0000675	Prbm.g_00818	Prap.g_00779
OG0000676	Prbm.g_00820	Prap.g_00777
OG0000677	Prbm.g_00822	Prap.g_00775
OG0000678	Prbm.g_00823	Prap.g_00774
OG0000679	Prbm.g_00824	Prap.g_00773
OG0000680	Prbm.g_00825	Prap.g_00772
OG0000681	Prbm.g_00826	Prap.g_00771
OG0000682	Prbm.g_00827	Prap.g_00770
OG0000683	Prbm.g_00829	Prap.g_00769
OG0000684	Prbm.g_00831	Prap.g_00767
OG0000685	Prbm.g_00832	Prap.g_00766
OG0000686	Prbm.g_00833	Prap.g_00765
OG0000687	Prbm.g_00834	Prap.g_00764
OG0000688	Prbm.g_00835	Prap.g_00763
OG0000689	Prbm.g_00836	Prap.g_00762
OG0000690	Prbm.g_00837	Prap.g_00761
OG0000691	Prbm.g_00839	Prap.g_00759
OG0000692	Prbm.g_00840	Prap.g_00758
OG0000693	Prbm.g_00841	Prap.g_00757
OG0000694	Prbm.g_00842	Prap.g_00756
OG0000695	Prbm.g_00843	Prap.g_00755
OG0000696	Prbm.g_00844	Prap.g_00754
OG0000697	Prbm.g_00845	Prap.g_00752
OG0000698	Prbm.g_00846	Prap.g_00751
OG0000699	Prbm.g_00849	Prap.g_00747
OG0000700	Prbm.g_00850	Prap.g_00746
OG0000701	Prbm.g_00852	Prap.g_00744
OG0000702	Prbm.g_00853	Prap.g_00743
OG0000703	Prbm.g_00854	Prap.g_00742
OG0000704	Prbm.g_00855	Prap.g_00741
OG0000705	Prbm.g_00857	Prap.g_00739
OG0000706	Prbm.g_00858	Prap.g_00738
OG0000707	Prbm.g_00859	Prap.g_00737
OG0000708	Prbm.g_00860	Prap.g_00736
OG0000709	Prbm.g_00861	Prap.g_00735
OG0000710	Prbm.g_00862	Prap.g_00734
OG0000711	Prbm.g_00863	Prap.g_00733
OG0000712	Prbm.g_00864	Prap.g_00732
OG0000713	Prbm.g_00865	Prap.g_00731
OG0000714	Prbm.g_00867	Prap.g_00727
OG0000715	Prbm.g_00868	Prap.g_00726
OG0000716	Prbm.g_00869	Prap.g_00725
OG0000717	Prbm.g_00870	Prap.g_00724
OG0000718	Prbm.g_00871	Prap.g_00723
OG0000719	Prbm.g_00873	Prap.g_00721
OG0000720	Prbm.g_00877	Prap.g_00717
OG0000721	Prbm.g_00878	Prap.g_00716
OG0000722	Prbm.g_00911	Prap.g_00660
OG0000723	Prbm.g_00914	Prap.g_00655
OG0000724	Prbm.g_00919	Prap.g_00869
OG0000725	Prbm.g_00921	Prap.g_00867
OG0000726	Prbm.g_00922	Prap.g_00866
OG0000727	Prbm.g_00923	Prap.g_00864
OG0000728	Prbm.g_00924	Prap.g_00863
OG0000729	Prbm.g_00926	Prap.g_00861
OG0000730	Prbm.g_00927	Prap.g_00860
OG0000731	Prbm.g_00929	Prap.g_00858
OG0000732	Prbm.g_00930	Prap.g_00857
OG0000733	Prbm.g_00931	Prap.g_00856
OG0000734	Prbm.g_00932	Prap.g_00855
OG0000735	Prbm.g_00933	Prap.g_00854
OG0000736	Prbm.g_00935	Prap.g_00852
OG0000737	Prbm.g_00936	Prap.g_00851
OG0000738	Prbm.g_00939	Prap.g_00849
OG0000739	Prbm.g_00940	Prap.g_00848
OG0000740	Prbm.g_00941	Prap.g_00847
OG0000741	Prbm.g_00943	Prap.g_00845
OG0000742	Prbm.g_00944	Prap.g_00844
OG0000743	Prbm.g_00947	Prap.g_00840
OG0000744	Prbm.g_00948	Prap.g_00839
OG0000745	Prbm.g_00793	Prap.g_00837
OG0000746	Prbm.g_00794	Prap.g_00836
OG0000747	Prbm.g_00795	Prap.g_00835
OG0000748	Prbm.g_00796	Prap.g_00834
OG0000749	Prbm.g_00797	Prap.g_00833
OG0000750	Prbm.g_00798	Prap.g_00832
OG0000751	Prbm.g_00800	Prap.g_00353
OG0000752	Prbm.g_00801	Prap.g_00352
OG0000753	Prbm.g_00802	Prap.g_00351
OG0000754	Prbm.g_00803	Prap.g_00350
OG0000755	Prbm.g_00805	Prap.g_00348
OG0000756	Prbm.g_00806	Prap.g_00347
OG0000757	Prbm.g_00807	Prap.g_00346
OG0000758	Prbm.g_00962	Prap.g_00680
OG0000759	Prbm.g_00963	Prap.g_00679
OG0000760	Prbm.g_00964	Prap.g_00678
OG0000761	Prbm.g_00965	Prap.g_00677
OG0000762	Prbm.g_00967	Prap.g_00675
OG0000763	Prbm.g_00968	Prap.g_00239
OG0000764	Prbm.g_00969	Prap.g_00240
OG0000765	Prbm.g_00970	Prap.g_00241
OG0000766	Prbm.g_00971	Prap.g_00242
OG0000767	Prbm.g_00972	Prap.g_00243
OG0000768	Prbm.g_00973	Prap.g_00244
OG0000769	Prbm.g_00974	Prap.g_00245
OG0000770	Prbm.g_00975	Prap.g_00247
OG0000771	Prbm.g_00976	Prap.g_00248
OG0000772	Prbm.g_00889	Prap.g_00307
OG0000773	Prbm.g_00981	Prap.g_00250
OG0000774	Prbm.g_00982	Prap.g_00251
OG0000775	Prbm.g_00983	Prap.g_00252
OG0000776	Prbm.g_00985	Prap.g_00254
OG0000777	Prbm.g_00986	Prap.g_00255
OG0000778	Prbm.g_00987	Prap.g_00256
OG0000779	Prbm.g_00989	Prap.g_00258
OG0000780	Prbm.g_00990	Prap.g_00259
OG0000781	Prbm.g_00991	Prap.g_00260
OG0000782	Prbm.g_00993	Prap.g_00262
OG0000783	Prbm.g_00994	Prap.g_00263
OG0000784	Prbm.g_00995	Prap.g_00264
OG0000785	Prbm.g_00996	Prap.g_00265
OG0000786	Prbm.g_00997	Prap.g_00266
OG0000787	Prbm.g_00999	Prap.g_00268
OG0000788	Prbm.g_01000	Prap.g_00269
OG0000789	Prbm.g_01001	Prap.g_00270
OG0000790	Prbm.g_01002	Prap.g_00271
OG0000791	Prbm.g_01003	Prap.g_00272
OG0000792	Prbm.g_00102	Prap.g_00522
OG0000793	Prbm.g_01004	Prap.g_00274
OG0000794	Prbm.g_01005	Prap.g_00275
OG0000795	Prbm.g_01006	Prap.g_00276
OG0000796	Prbm.g_01007	Prap.g_00279
OG0000797	Prbm.g_01009	Prap.g_00280
OG0000798	Prbm.g_01010	Prap.g_00281
OG0000799	Prbm.g_01011	Prap.g_00282
OG0000800	Prbm.g_01012	Prap.g_00283
OG0000801	Prbm.g_01013	Prap.g_00284
OG0000802	Prbm.g_01014	Prap.g_00286
OG0000803	Prbm.g_01015	Prap.g_00287
OG0000804	Prbm.g_01031	Prap.g_00291
OG0000805	Prbm.g_01032	Prap.g_00293
OG0000806	Prbm.g_01033	Prap.g_00294
OG0000807	Prbm.g_01034	Prap.g_00295
OG0000808	Prbm.g_01035	Prap.g_00296
OG0000809	Prbm.g_01039	Prap.g_00302
OG0000810	Prbm.g_01041	Prap.g_00304
OG0000811	Prbm.g_01042	Prap.g_00305
OG0000812	Prbm.g_00888	Prap.g_00306
OG0000813	Prbm.g_01043	Prap.g_00309
OG0000814	Prbm.g_01044	Prap.g_00310
OG0000815	Prbm.g_01045	Prap.g_00311
OG0000816	Prbm.g_01048	Prap.g_00314
OG0000817	Prbm.g_01052	Prap.g_00697
OG0000818	Prbm.g_01053	Prap.g_00698
OG0000819	Prbm.g_01056	Prap.g_00700
OG0000820	Prbm.g_01057	Prap.g_00701
OG0000821	Prbm.g_01058	Prap.g_00702
OG0000822	Prbm.g_01059	Prap.g_00703
OG0000823	Prbm.g_01062	Prap.g_00706
OG0000824	Prbm.g_01063	Prap.g_00707
OG0000825	Prbm.g_00887	Prap.g_00709
OG0000826	Prbm.g_00886	Prap.g_00710
OG0000827	Prbm.g_00885	Prap.g_00711
OG0000828	Prbm.g_00883	Prap.g_00713
OG0000829	Prbm.g_00894	Prap.g_01345
OG0000830	Prbm.g_01103	Prap.g_00020
OG0000831	Prbm.g_01085	Prap.g_00504
OG0000832	Prbm.g_01806	Prap.g_01126
OG0000833	Prbm.g_02104	Prap.g_00539
OG0000834	Prbm.g_00398	Prap.g_00498
OG0000835	Prbm.g_00406	Prap.g_01366
OG0000836	Prbm.g_01803	Prap.g_00525
OG0000837	Prbm.g_01079	Prap.g_00058
OG0000838	Prbm.g_01911	Prap.g_01882
OG0000839	Prbm.g_01912	Prap.g_01881
OG0000840	Prbm.g_01123	Prap.g_00031
OG0000841	Prbm.g_01571	Prap.g_00478
OG0000842	Prbm.g_01565	Prap.g_00472
OG0000843	Prbm.g_01563	Prap.g_00470
OG0000844	Prbm.g_01562	Prap.g_00469
OG0000845	Prbm.g_01561	Prap.g_00468
OG0000846	Prbm.g_01560	Prap.g_00467
OG0000847	Prbm.g_01559	Prap.g_00466
OG0000848	Prbm.g_01558	Prap.g_00465
OG0000849	Prbm.g_01557	Prap.g_00464
OG0000850	Prbm.g_01556	Prap.g_00463
OG0000851	Prbm.g_01553	Prap.g_00460
OG0000852	Prbm.g_01550	Prap.g_00457
OG0000853	Prbm.g_01548	Prap.g_00455
OG0000854	Prbm.g_01547	Prap.g_00454
OG0000855	Prbm.g_01545	Prap.g_00453
OG0000856	Prbm.g_01544	Prap.g_00452
OG0000857	Prbm.g_01543	Prap.g_00451
OG0000858	Prbm.g_01540	Prap.g_00448
OG0000859	Prbm.g_01539	Prap.g_00447
OG0000860	Prbm.g_01538	Prap.g_00446
OG0000861	Prbm.g_01537	Prap.g_00445
OG0000862	Prbm.g_01536	Prap.g_00444
OG0000863	Prbm.g_01534	Prap.g_00442
OG0000864	Prbm.g_01533	Prap.g_00441
OG0000865	Prbm.g_01532	Prap.g_00440
OG0000866	Prbm.g_01531	Prap.g_00439
OG0000867	Prbm.g_01529	Prap.g_00437
OG0000868	Prbm.g_01527	Prap.g_00435
OG0000869	Prbm.g_01525	Prap.g_00434
OG0000870	Prbm.g_01524	Prap.g_00431
OG0000871	Prbm.g_01523	Prap.g_00430
OG0000872	Prbm.g_01520	Prap.g_00428
OG0000873	Prbm.g_01519	Prap.g_00427
OG0000874	Prbm.g_01518	Prap.g_00426
OG0000875	Prbm.g_01516	Prap.g_00424
OG0000876	Prbm.g_01514	Prap.g_00422
OG0000877	Prbm.g_01513	Prap.g_00421
OG0000878	Prbm.g_01512	Prap.g_00420
OG0000879	Prbm.g_01511	Prap.g_00419
OG0000880	Prbm.g_01510	Prap.g_00418
OG0000881	Prbm.g_01509	Prap.g_00417
OG0000882	Prbm.g_01508	Prap.g_00416
OG0000883	Prbm.g_01507	Prap.g_00415
OG0000884	Prbm.g_01506	Prap.g_00414
OG0000885	Prbm.g_01505	Prap.g_00413
OG0000886	Prbm.g_01504	Prap.g_00412
OG0000887	Prbm.g_01503	Prap.g_00411
OG0000888	Prbm.g_01502	Prap.g_00410
OG0000889	Prbm.g_01501	Prap.g_00409
OG0000890	Prbm.g_01500	Prap.g_00408
OG0000891	Prbm.g_01499	Prap.g_00407
OG0000892	Prbm.g_01498	Prap.g_00406
OG0000893	Prbm.g_01497	Prap.g_00405
OG0000894	Prbm.g_01496	Prap.g_00404
OG0000895	Prbm.g_01495	Prap.g_00403
OG0000896	Prbm.g_01494	Prap.g_00401
OG0000897	Prbm.g_01493	Prap.g_00400
OG0000898	Prbm.g_01492	Prap.g_00399
OG0000899	Prbm.g_01491	Prap.g_00398
OG0000900	Prbm.g_01490	Prap.g_01136
OG0000901	Prbm.g_01356	Prap.g_01853
OG0000902	Prbm.g_01600	Prap.g_00550
OG0000903	Prbm.g_01601	Prap.g_00551
OG0000904	Prbm.g_01602	Prap.g_00552
OG0000905	Prbm.g_01603	Prap.g_00553
OG0000906	Prbm.g_01605	Prap.g_00554
OG0000907	Prbm.g_01606	Prap.g_00556
OG0000908	Prbm.g_01607	Prap.g_00557
OG0000909	Prbm.g_01608	Prap.g_00558
OG0000910	Prbm.g_01609	Prap.g_00559
OG0000911	Prbm.g_01610	Prap.g_00560
OG0000912	Prbm.g_01613	Prap.g_00563
OG0000913	Prbm.g_01614	Prap.g_00564
OG0000914	Prbm.g_01615	Prap.g_00565
OG0000915	Prbm.g_01616	Prap.g_00568
OG0000916	Prbm.g_01617	Prap.g_00569
OG0000917	Prbm.g_01618	Prap.g_00570
OG0000918	Prbm.g_01619	Prap.g_00571
OG0000919	Prbm.g_01620	Prap.g_00572
OG0000920	Prbm.g_01621	Prap.g_00573
OG0000921	Prbm.g_01624	Prap.g_00576
OG0000922	Prbm.g_01625	Prap.g_00577
OG0000923	Prbm.g_01630	Prap.g_01928
OG0000924	Prbm.g_01594, Prbm.g_01631	Prap.g_01927
OG0000925	Prbm.g_01634	Prap.g_00585
OG0000926	Prbm.g_00777	Prap.g_01268
OG0000927	Prbm.g_01573	Prap.g_00521
OG0000928	Prbm.g_01051	Prap.g_00220
OG0000929	Prbm.g_01812	Prap.g_00499
OG0000930	Prbm.g_01658	Prap.g_00481
OG0000931	Prbm.g_00875	Prap.g_00719
OG0000932	Prbm.g_01176	Prap.g_00518
OG0000933	Prbm.g_01662	Prap.g_00061
OG0000934	Prbm.g_01663	Prap.g_00062
OG0000935	Prbm.g_01664	Prap.g_00063
OG0000936	Prbm.g_01665	Prap.g_00064
OG0000937	Prbm.g_01666	Prap.g_00065
OG0000938	Prbm.g_01667	Prap.g_00066
OG0000939	Prbm.g_01668	Prap.g_00067
OG0000940	Prbm.g_01669	Prap.g_00068
OG0000941	Prbm.g_01670	Prap.g_00069
OG0000942	Prbm.g_01671	Prap.g_00070
OG0000943	Prbm.g_01672	Prap.g_00071
OG0000944	Prbm.g_01673	Prap.g_00072
OG0000945	Prbm.g_01674	Prap.g_00073
OG0000946	Prbm.g_01675	Prap.g_00074
OG0000947	Prbm.g_01676	Prap.g_00075
OG0000948	Prbm.g_01677	Prap.g_00076
OG0000949	Prbm.g_01678	Prap.g_00077
OG0000950	Prbm.g_02077	Prap.g_01598
OG0000951	Prbm.g_01691	Prap.g_00104
OG0000952	Prbm.g_01692	Prap.g_00105
OG0000953	Prbm.g_01693	Prap.g_00106
OG0000954	Prbm.g_01694	Prap.g_00107
OG0000955	Prbm.g_01695	Prap.g_00108
OG0000956	Prbm.g_01697	Prap.g_00110
OG0000957	Prbm.g_01698	Prap.g_00111
OG0000958	Prbm.g_01699	Prap.g_00112
OG0000959	Prbm.g_01700	Prap.g_00113
OG0000960	Prbm.g_01701	Prap.g_00114
OG0000961	Prbm.g_01702	Prap.g_00115
OG0000962	Prbm.g_01703	Prap.g_00116
OG0000963	Prbm.g_01704	Prap.g_00117
OG0000964	Prbm.g_01706	Prap.g_00118
OG0000965	Prbm.g_01708	Prap.g_00119
OG0000966	Prbm.g_01709	Prap.g_00120
OG0000967	Prbm.g_01712	Prap.g_00123
OG0000968	Prbm.g_01713	Prap.g_00124
OG0000969	Prbm.g_01714	Prap.g_00125
OG0000970	Prbm.g_01715	Prap.g_00126
OG0000971	Prbm.g_01716	Prap.g_00127
OG0000972	Prbm.g_01717	Prap.g_00128
OG0000973	Prbm.g_01719	Prap.g_00130
OG0000974	Prbm.g_01720	Prap.g_00131
OG0000975	Prbm.g_01721	Prap.g_00132
OG0000976	Prbm.g_01722	Prap.g_00133
OG0000977	Prbm.g_01723	Prap.g_00134
OG0000978	Prbm.g_01724	Prap.g_00135
OG0000979	Prbm.g_01725	Prap.g_00136
OG0000980	Prbm.g_00487	Prap.g_00137
OG0000981	Prbm.g_01726	Prap.g_00138
OG0000982	Prbm.g_01727	Prap.g_00139
OG0000983	Prbm.g_01728	Prap.g_00140
OG0000984	Prbm.g_01731	Prap.g_00144
OG0000985	Prbm.g_01732	Prap.g_00145
OG0000986	Prbm.g_01733	Prap.g_00146
OG0000987	Prbm.g_01735	Prap.g_00148
OG0000988	Prbm.g_01736	Prap.g_00149
OG0000989	Prbm.g_01737	Prap.g_00150
OG0000990	Prbm.g_01738	Prap.g_00151
OG0000991	Prbm.g_01739	Prap.g_00152
OG0000992	Prbm.g_01740	Prap.g_00153
OG0000993	Prbm.g_01741	Prap.g_00154
OG0000994	Prbm.g_01742	Prap.g_00155
OG0000995	Prbm.g_01743	Prap.g_00156
OG0000996	Prbm.g_01744	Prap.g_00157
OG0000997	Prbm.g_01746	Prap.g_00159
OG0000998	Prbm.g_01752	Prap.g_00165
OG0000999	Prbm.g_01755	Prap.g_00167
OG0001000	Prbm.g_01756	Prap.g_00169
OG0001001	Prbm.g_01757	Prap.g_00171
OG0001002	Prbm.g_01759	Prap.g_00173
OG0001003	Prbm.g_01760	Prap.g_00174
OG0001004	Prbm.g_01761	Prap.g_00175
OG0001005	Prbm.g_01762	Prap.g_00176
OG0001006	Prbm.g_01764	Prap.g_00178
OG0001007	Prbm.g_01765	Prap.g_00179
OG0001008	Prbm.g_01766	Prap.g_00180
OG0001009	Prbm.g_01768	Prap.g_00181
OG0001010	Prbm.g_01769	Prap.g_00182
OG0001011	Prbm.g_01770	Prap.g_00183
OG0001012	Prbm.g_01771	Prap.g_00184
OG0001013	Prbm.g_01772	Prap.g_00185
OG0001014	Prbm.g_01773	Prap.g_00186
OG0001015	Prbm.g_01774	Prap.g_00187
OG0001016	Prbm.g_01775	Prap.g_00188
OG0001017	Prbm.g_01776	Prap.g_00189
OG0001018	Prbm.g_01777	Prap.g_00190
OG0001019	Prbm.g_01778	Prap.g_00191
OG0001020	Prbm.g_01779	Prap.g_00192
OG0001021	Prbm.g_01780	Prap.g_00193
OG0001022	Prbm.g_01781	Prap.g_00194
OG0001023	Prbm.g_01782	Prap.g_00195
OG0001024	Prbm.g_01784	Prap.g_00197
OG0001025	Prbm.g_01785	Prap.g_00198
OG0001026	Prbm.g_01786	Prap.g_00199
OG0001027	Prbm.g_01787	Prap.g_00200
OG0001028	Prbm.g_01789	Prap.g_00203
OG0001029	Prbm.g_01790	Prap.g_00204
OG0001030	Prbm.g_01793	Prap.g_00207
OG0001031	Prbm.g_01794	Prap.g_00208
OG0001032	Prbm.g_01586	Prap.g_01836
OG0001033	Prbm.g_01685	Prap.g_01139
OG0001034	Prbm.g_00830	Prap.g_00768
OG0001035	Prbm.g_01835	Prap.g_01786
OG0001036	Prbm.g_01836	Prap.g_01785
OG0001037	Prbm.g_01842	Prap.g_01778
OG0001038	Prbm.g_01843	Prap.g_01777
OG0001039	Prbm.g_01844	Prap.g_01776
OG0001040	Prbm.g_01845	Prap.g_01775
OG0001041	Prbm.g_01846	Prap.g_01773
OG0001042	Prbm.g_01847	Prap.g_01772
OG0001043	Prbm.g_01848	Prap.g_01771
OG0001044	Prbm.g_01849	Prap.g_01770
OG0001045	Prbm.g_01850	Prap.g_01769
OG0001046	Prbm.g_01851	Prap.g_01767
OG0001047	Prbm.g_01852	Prap.g_01766
OG0001048	Prbm.g_01853	Prap.g_01765
OG0001049	Prbm.g_01854	Prap.g_01764
OG0001050	Prbm.g_01855	Prap.g_01763
OG0001051	Prbm.g_01856	Prap.g_01762
OG0001052	Prbm.g_01857	Prap.g_01761
OG0001053	Prbm.g_01858	Prap.g_01760
OG0001054	Prbm.g_01859	Prap.g_01759
OG0001055	Prbm.g_01860	Prap.g_01758
OG0001056	Prbm.g_01861	Prap.g_01757
OG0001057	Prbm.g_01863	Prap.g_01754
OG0001058	Prbm.g_01864	Prap.g_01753
OG0001059	Prbm.g_01865	Prap.g_01752
OG0001060	Prbm.g_01866	Prap.g_01751
OG0001061	Prbm.g_01867	Prap.g_01750
OG0001062	Prbm.g_01869	Prap.g_01749
OG0001063	Prbm.g_01870	Prap.g_01748
OG0001064	Prbm.g_01871	Prap.g_01747
OG0001065	Prbm.g_01872	Prap.g_01746
OG0001066	Prbm.g_01873	Prap.g_01745
OG0001067	Prbm.g_01874	Prap.g_01744
OG0001068	Prbm.g_01875	Prap.g_01743
OG0001069	Prbm.g_01877	Prap.g_01740
OG0001070	Prbm.g_01879	Prap.g_01738
OG0001071	Prbm.g_01880	Prap.g_01737
OG0001072	Prbm.g_01881	Prap.g_01736
OG0001073	Prbm.g_01882	Prap.g_01735
OG0001074	Prbm.g_01883	Prap.g_01734
OG0001075	Prbm.g_01885	Prap.g_01732
OG0001076	Prbm.g_01887	Prap.g_01730
OG0001077	Prbm.g_01888	Prap.g_01729
OG0001078	Prbm.g_01889	Prap.g_01728
OG0001079	Prbm.g_01890	Prap.g_01727
OG0001080	Prbm.g_01891	Prap.g_01726
OG0001081	Prbm.g_01892	Prap.g_01725
OG0001082	Prbm.g_01893	Prap.g_01724
OG0001083	Prbm.g_01894	Prap.g_01723
OG0001084	Prbm.g_01895	Prap.g_01722
OG0001085	Prbm.g_01896	Prap.g_01721
OG0001086	Prbm.g_01948	Prap.g_01715
OG0001087	Prbm.g_01950	Prap.g_01713
OG0001088	Prbm.g_01951	Prap.g_01712
OG0001089	Prbm.g_01953	Prap.g_01709
OG0001090	Prbm.g_01954	Prap.g_01708
OG0001091	Prbm.g_01955	Prap.g_01707
OG0001092	Prbm.g_01956	Prap.g_01706
OG0001093	Prbm.g_01957	Prap.g_01705
OG0001094	Prbm.g_01958	Prap.g_01704
OG0001095	Prbm.g_01959	Prap.g_01703
OG0001096	Prbm.g_01960	Prap.g_01702
OG0001097	Prbm.g_01961	Prap.g_01701
OG0001098	Prbm.g_01962	Prap.g_01700
OG0001099	Prbm.g_01963	Prap.g_01699
