Orthogroup	Prat	Prao
OG0000586	Prat.g_00576	Prao.g_00051
OG0000587	Prat.g_00577	Prao.g_00052
OG0000588	Prat.g_00582	Prao.g_00056
OG0000589	Prat.g_00584	Prao.g_00060
OG0000590	Prat.g_00585	Prao.g_00061
OG0000591	Prat.g_00589	Prao.g_00064
OG0000592	Prat.g_00590	Prao.g_00065
OG0000593	Prat.g_01094	Prao.g_00071
OG0000594	Prat.g_01093	Prao.g_00072
OG0000595	Prat.g_01091	Prao.g_00073
OG0000596	Prat.g_01087	Prao.g_00077
OG0000597	Prat.g_01084	Prao.g_00079
OG0000598	Prat.g_01083	Prao.g_00080
OG0000599	Prat.g_01080	Prao.g_00083
OG0000600	Prat.g_01079	Prao.g_00084
OG0000601	Prat.g_01078	Prao.g_00085
OG0000602	Prat.g_01076	Prao.g_00087
OG0000603	Prat.g_01075	Prao.g_00088
OG0000604	Prat.g_01074	Prao.g_00089
OG0000605	Prat.g_01073	Prao.g_00090
OG0000606	Prat.g_01070	Prao.g_00093
OG0000607	Prat.g_01067	Prao.g_00096
OG0000608	Prat.g_01066	Prao.g_00097
OG0000609	Prat.g_01065	Prao.g_00098
OG0000610	Prat.g_01059	Prao.g_00103
OG0000611	Prat.g_01056	Prao.g_00106
OG0000612	Prat.g_01055	Prao.g_00107
OG0000613	Prat.g_00747	Prao.g_00112
OG0000614	Prat.g_00767	Prao.g_00130
OG0000615	Prat.g_00777	Prao.g_00138
OG0000616	Prat.g_01882	Prao.g_00142
OG0000617	Prat.g_00797	Prao.g_00654
OG0000618	Prat.g_00798	Prao.g_00655
OG0000619	Prat.g_00799	Prao.g_00656
OG0000620	Prat.g_00802	Prao.g_00659
OG0000621	Prat.g_00803	Prao.g_00660
OG0000622	Prat.g_00804	Prao.g_00661
OG0000623	Prat.g_00805	Prao.g_00662
OG0000624	Prat.g_00807	Prao.g_00663
OG0000625	Prat.g_00808	Prao.g_00664
OG0000626	Prat.g_00809	Prao.g_00665
OG0000627	Prat.g_00811	Prao.g_00666
OG0000628	Prat.g_00812	Prao.g_00667
OG0000629	Prat.g_00813	Prao.g_00668
OG0000630	Prat.g_00816	Prao.g_00671
OG0000631	Prat.g_00865	Prao.g_00732
OG0000632	Prat.g_00866	Prao.g_00733
OG0000633	Prat.g_00867	Prao.g_00734
OG0000634	Prat.g_01041	Prao.g_00737
OG0000635	Prat.g_01040	Prao.g_00738
OG0000636	Prat.g_01038	Prao.g_00740
OG0000637	Prat.g_01036	Prao.g_00742
OG0000638	Prat.g_01035	Prao.g_00743
OG0000639	Prat.g_01034	Prao.g_00744
OG0000640	Prat.g_01033	Prao.g_00745
OG0000641	Prat.g_01029	Prao.g_00749
OG0000642	Prat.g_01028	Prao.g_00750
OG0000643	Prat.g_01027	Prao.g_00751
OG0000644	Prat.g_01026	Prao.g_00752
OG0000645	Prat.g_01025	Prao.g_00753
OG0000646	Prat.g_01023	Prao.g_00755
OG0000647	Prat.g_01021	Prao.g_00756
OG0000648	Prat.g_01019	Prao.g_00758
OG0000649	Prat.g_01018	Prao.g_00759
OG0000650	Prat.g_01017	Prao.g_00760
OG0000651	Prat.g_01016	Prao.g_00761
OG0000652	Prat.g_01015	Prao.g_00762
OG0000653	Prat.g_01013	Prao.g_00764
OG0000654	Prat.g_01012	Prao.g_00765
OG0000655	Prat.g_01011	Prao.g_00766
OG0000656	Prat.g_01008	Prao.g_00769
OG0000657	Prat.g_01002	Prao.g_00777
OG0000658	Prat.g_01001	Prao.g_00778
OG0000659	Prat.g_01000	Prao.g_00779
OG0000660	Prat.g_00996	Prao.g_00783
OG0000661	Prat.g_00994	Prao.g_00785
OG0000662	Prat.g_00992	Prao.g_00787
OG0000663	Prat.g_00990	Prao.g_00789
OG0000664	Prat.g_00989	Prao.g_00790
OG0000665	Prat.g_00983	Prao.g_00794
OG0000666	Prat.g_00982	Prao.g_00795
OG0000667	Prat.g_00978	Prao.g_00799
OG0000668	Prat.g_00694	Prao.g_00829
OG0000669	Prat.g_00705	Prao.g_00837
OG0000670	Prat.g_00708	Prao.g_00839
OG0000671	Prat.g_00710	Prao.g_00841
OG0000672	Prat.g_00713	Prao.g_00843
OG0000673	Prat.g_00717	Prao.g_00846
OG0000674	Prat.g_00719	Prao.g_00848
OG0000675	Prat.g_00720	Prao.g_00849
OG0000676	Prat.g_00722	Prao.g_00851
OG0000677	Prat.g_00723	Prao.g_00852
OG0000678	Prat.g_00725	Prao.g_00854
OG0000679	Prat.g_00730	Prao.g_00858
OG0000680	Prat.g_00731	Prao.g_00859
OG0000681	Prat.g_00734	Prao.g_00861
OG0000682	Prat.g_00735	Prao.g_00862
OG0000683	Prat.g_00736	Prao.g_00863
OG0000684	Prat.g_00738	Prao.g_00864
OG0000685	Prat.g_00740	Prao.g_00866
OG0000686	Prat.g_00741	Prao.g_00867
OG0000687	Prat.g_00742	Prao.g_00868
OG0000688	Prat.g_01051	Prao.g_00871
OG0000689	Prat.g_01050	Prao.g_00872
OG0000690	Prat.g_01049	Prao.g_00873
OG0000691	Prat.g_01048	Prao.g_00874
OG0000692	Prat.g_01046	Prao.g_00876
OG0000693	Prat.g_01045	Prao.g_00877
OG0000694	Prat.g_01044	Prao.g_00878
OG0000695	Prat.g_00869	Prao.g_00880
OG0000696	Prat.g_00870	Prao.g_00881
OG0000697	Prat.g_00871	Prao.g_00882
OG0000698	Prat.g_00874	Prao.g_00885
OG0000699	Prat.g_00876	Prao.g_00886
OG0000700	Prat.g_00877	Prao.g_00887
OG0000701	Prat.g_00878	Prao.g_00888
OG0000702	Prat.g_00880	Prao.g_00890
OG0000703	Prat.g_00881	Prao.g_00891
OG0000704	Prat.g_00883	Prao.g_00892
OG0000705	Prat.g_00889	Prao.g_00896
OG0000706	Prat.g_00890	Prao.g_00897
OG0000707	Prat.g_00891	Prao.g_00898
OG0000708	Prat.g_00893	Prao.g_00899
OG0000709	Prat.g_00897	Prao.g_00903
OG0000710	Prat.g_00900	Prao.g_00906
OG0000711	Prat.g_00916	Prao.g_00923
OG0000712	Prat.g_00917	Prao.g_00925
OG0000713	Prat.g_00918	Prao.g_00926
OG0000714	Prat.g_00919	Prao.g_00927
OG0000715	Prat.g_00921	Prao.g_00929
OG0000716	Prat.g_00923	Prao.g_00931
OG0000717	Prat.g_00924	Prao.g_00932
OG0000718	Prat.g_00929	Prao.g_00943
OG0000719	Prat.g_00931	Prao.g_00945
OG0000720	Prat.g_00942	Prao.g_00954
OG0000721	Prat.g_00946	Prao.g_00956
OG0000722	Prat.g_00947	Prao.g_00957
OG0000723	Prat.g_00951	Prao.g_00960
OG0000724	Prat.g_00960	Prao.g_00969
OG0000725	Prat.g_00966	Prao.g_00975
OG0000726	Prat.g_00967	Prao.g_00976
OG0000727	Prat.g_00968	Prao.g_00977
OG0000728	Prat.g_00970	Prao.g_00979
OG0000729	Prat.g_01214	Prao.g_01027
OG0000730	Prat.g_01199	Prao.g_01156
OG0000731	Prat.g_00354	Prao.g_01152
OG0000732	Prat.g_01831	Prao.g_01143
OG0000733	Prat.g_01560	Prao.g_01121
OG0000734	Prat.g_01171	Prao.g_01104
OG0000735	Prat.g_01169	Prao.g_01102
OG0000736	Prat.g_01168	Prao.g_01101
OG0000737	Prat.g_01167	Prao.g_01100
OG0000738	Prat.g_01163	Prao.g_01096
OG0000739	Prat.g_01162	Prao.g_01095
OG0000740	Prat.g_01161	Prao.g_01094
OG0000741	Prat.g_01159	Prao.g_01093
OG0000742	Prat.g_01157	Prao.g_01090
OG0000743	Prat.g_01155	Prao.g_01088
OG0000744	Prat.g_01154	Prao.g_01087
OG0000745	Prat.g_01153	Prao.g_01086
OG0000746	Prat.g_01151	Prao.g_01084
OG0000747	Prat.g_01150	Prao.g_01083
OG0000748	Prat.g_01146	Prao.g_01080
OG0000749	Prat.g_01145	Prao.g_01079
OG0000750	Prat.g_01144	Prao.g_01078
OG0000751	Prat.g_01141	Prao.g_01076
OG0000752	Prat.g_01139	Prao.g_01074
OG0000753	Prat.g_01136	Prao.g_01071
OG0000754	Prat.g_01134	Prao.g_01068
OG0000755	Prat.g_01128	Prao.g_01065
OG0000756	Prat.g_01127	Prao.g_01064
OG0000757	Prat.g_01121	Prao.g_01058
OG0000758	Prat.g_01120	Prao.g_01057
OG0000759	Prat.g_01119	Prao.g_01056
OG0000760	Prat.g_01118	Prao.g_01055
OG0000761	Prat.g_01117	Prao.g_01054
OG0000762	Prat.g_01116	Prao.g_01053
OG0000763	Prat.g_01114	Prao.g_01051
OG0000764	Prat.g_01113	Prao.g_01050
OG0000765	Prat.g_01104	Prao.g_01041
OG0000766	Prat.g_01103	Prao.g_01040
OG0000767	Prat.g_01101	Prao.g_01038
OG0000768	Prat.g_01100	Prao.g_01037
OG0000769	Prat.g_01098	Prao.g_01035
OG0000770	Prat.g_00594	Prao.g_01033
OG0000771	Prat.g_01509	Prao.g_00014
OG0000772	Prat.g_00626	Prao.g_01305
OG0000773	Prat.g_01240	Prao.g_01285
OG0000774	Prat.g_01242	Prao.g_01283
OG0000775	Prat.g_01244	Prao.g_01281
OG0000776	Prat.g_01245	Prao.g_01280
OG0000777	Prat.g_01246	Prao.g_01279
OG0000778	Prat.g_01247	Prao.g_01278
OG0000779	Prat.g_01251	Prao.g_01274
OG0000780	Prat.g_01252	Prao.g_01273
OG0000781	Prat.g_01255	Prao.g_01270
OG0000782	Prat.g_01256	Prao.g_01269
OG0000783	Prat.g_01257	Prao.g_01268
OG0000784	Prat.g_01258	Prao.g_01267
OG0000785	Prat.g_01260	Prao.g_01265
OG0000786	Prat.g_01263	Prao.g_01263
OG0000787	Prat.g_01264	Prao.g_01262
OG0000788	Prat.g_01471	Prao.g_01252
OG0000789	Prat.g_01455	Prao.g_01249
OG0000790	Prat.g_01296	Prao.g_01234
OG0000791	Prat.g_01298	Prao.g_01232
OG0000792	Prat.g_01299	Prao.g_01231
OG0000793	Prat.g_01302	Prao.g_01228
OG0000794	Prat.g_01303	Prao.g_01227
OG0000795	Prat.g_01304	Prao.g_01226
OG0000796	Prat.g_01308	Prao.g_01222
OG0000797	Prat.g_01309	Prao.g_01221
OG0000799	Prat.g_01333	Prao.g_01379
OG0000800	Prat.g_01334	Prao.g_01380
OG0000801	Prat.g_01335	Prao.g_01381
OG0000802	Prat.g_01337	Prao.g_01383
OG0000803	Prat.g_01339	Prao.g_01385
OG0000804	Prat.g_01340	Prao.g_01386
OG0000805	Prat.g_01342	Prao.g_01388
OG0000806	Prat.g_01344	Prao.g_01390
OG0000807	Prat.g_01345	Prao.g_01391
OG0000808	Prat.g_01346	Prao.g_01392
OG0000809	Prat.g_01350	Prao.g_01395
OG0000810	Prat.g_01351	Prao.g_01396
OG0000811	Prat.g_01356	Prao.g_01400
OG0000812	Prat.g_01358	Prao.g_01402
OG0000813	Prat.g_01359	Prao.g_01403
OG0000814	Prat.g_01361	Prao.g_01405
OG0000815	Prat.g_01362	Prao.g_01406
OG0000816	Prat.g_01364	Prao.g_01408
OG0000817	Prat.g_01365	Prao.g_01409
OG0000818	Prat.g_01370	Prao.g_01414
OG0000819	Prat.g_01371	Prao.g_01415
OG0000820	Prat.g_01372	Prao.g_01416
OG0000821	Prat.g_01378	Prao.g_01419
OG0000822	Prat.g_01379	Prao.g_01420
OG0000823	Prat.g_01380	Prao.g_01421
OG0000824	Prat.g_01383	Prao.g_01424
OG0000825	Prat.g_01384	Prao.g_01425
OG0000826	Prat.g_01385	Prao.g_01426
OG0000827	Prat.g_01386	Prao.g_01427
OG0000828	Prat.g_01389	Prao.g_01430
OG0000829	Prat.g_01390	Prao.g_01431
OG0000830	Prat.g_01391	Prao.g_01432
OG0000831	Prat.g_01393	Prao.g_01434
OG0000832	Prat.g_01405	Prao.g_01440
OG0000833	Prat.g_01414	Prao.g_01448
OG0000834	Prat.g_01415	Prao.g_01449
OG0000835	Prat.g_01416	Prao.g_01450
OG0000836	Prat.g_01417	Prao.g_01451
OG0000837	Prat.g_01418	Prao.g_01452
OG0000838	Prat.g_01421	Prao.g_01454
OG0000839	Prat.g_01422	Prao.g_01455
OG0000840	Prat.g_01423	Prao.g_01456
OG0000841	Prat.g_01424	Prao.g_01457
OG0000842	Prat.g_01425	Prao.g_01458
OG0000843	Prat.g_01426	Prao.g_01459
OG0000844	Prat.g_01427	Prao.g_01460
OG0000845	Prat.g_01428	Prao.g_01461
OG0000846	Prat.g_01429	Prao.g_01462
OG0000847	Prat.g_01430	Prao.g_01463
OG0000848	Prat.g_01431	Prao.g_01464
OG0000849	Prat.g_01432	Prao.g_01465
OG0000850	Prat.g_01434	Prao.g_01467
OG0000851	Prat.g_01435	Prao.g_01468
OG0000852	Prat.g_01436	Prao.g_01469
OG0000853	Prat.g_01441	Prao.g_01473
OG0000854	Prat.g_01443	Prao.g_01475
OG0000855	Prat.g_01444	Prao.g_01476
OG0000856	Prat.g_01457	Prao.g_01491
OG0000857	Prat.g_01022	Prao.g_01519
OG0000858	Prat.g_01585	Prao.g_01546
OG0000859	Prat.g_01586	Prao.g_01547
OG0000860	Prat.g_01594	Prao.g_01554
OG0000861	Prat.g_01595	Prao.g_01555
OG0000862	Prat.g_01596	Prao.g_01556
OG0000863	Prat.g_01598	Prao.g_01558
OG0000864	Prat.g_01599	Prao.g_01559
OG0000865	Prat.g_01600	Prao.g_01560
OG0000866	Prat.g_01601	Prao.g_01561
OG0000867	Prat.g_01602	Prao.g_01562
OG0000868	Prat.g_01603	Prao.g_01563
OG0000869	Prat.g_01606	Prao.g_01567
OG0000870	Prat.g_01611	Prao.g_01572
OG0000871	Prat.g_01612	Prao.g_01573
OG0000872	Prat.g_01613	Prao.g_01574
OG0000873	Prat.g_01616	Prao.g_01577
OG0000874	Prat.g_01619	Prao.g_01580
OG0000875	Prat.g_01621	Prao.g_01581
OG0000876	Prat.g_01622	Prao.g_01582
OG0000877	Prat.g_01624	Prao.g_01584
OG0000878	Prat.g_01625	Prao.g_01585
OG0000879	Prat.g_01626	Prao.g_01586
OG0000880	Prat.g_01627	Prao.g_01587
OG0000881	Prat.g_01631	Prao.g_01591
OG0000882	Prat.g_01636	Prao.g_01596
OG0000883	Prat.g_01639	Prao.g_01597
OG0000884	Prat.g_01641	Prao.g_01599
OG0000885	Prat.g_01642	Prao.g_01600
OG0000886	Prat.g_01643	Prao.g_01601
OG0000887	Prat.g_01644	Prao.g_01602
OG0000888	Prat.g_01646	Prao.g_01604
OG0000889	Prat.g_01648	Prao.g_01606
OG0000890	Prat.g_01649	Prao.g_01607
OG0000891	Prat.g_01650	Prao.g_01608
OG0000892	Prat.g_01652	Prao.g_01610
OG0000893	Prat.g_01655	Prao.g_01615
OG0000894	Prat.g_01658	Prao.g_01617
OG0000895	Prat.g_01662	Prao.g_01620
OG0000896	Prat.g_01663	Prao.g_01621
OG0000897	Prat.g_01665	Prao.g_01623
OG0000898	Prat.g_01666	Prao.g_01624
OG0000899	Prat.g_01667	Prao.g_01625
OG0000900	Prat.g_01668	Prao.g_01626
OG0000901	Prat.g_01671	Prao.g_01629
OG0000902	Prat.g_01673	Prao.g_01631
OG0000903	Prat.g_01677	Prao.g_01634
OG0000904	Prat.g_01682	Prao.g_01636
OG0000905	Prat.g_01675	Prao.g_01641
OG0000906	Prat.g_01674	Prao.g_01642
OG0000907	Prat.g_01684	Prao.g_01645
OG0000908	Prat.g_01687	Prao.g_01648
OG0000909	Prat.g_01688	Prao.g_01649
OG0000910	Prat.g_01689	Prao.g_01650
OG0000911	Prat.g_01691	Prao.g_01652
OG0000912	Prat.g_01692	Prao.g_01653
OG0000913	Prat.g_01693	Prao.g_01654
OG0000914	Prat.g_01694	Prao.g_01655
OG0000915	Prat.g_01695	Prao.g_01656
OG0000916	Prat.g_01696	Prao.g_01657
OG0000917	Prat.g_01697	Prao.g_01658
OG0000918	Prat.g_01698	Prao.g_01659
OG0000919	Prat.g_01699	Prao.g_01660
OG0000920	Prat.g_01700	Prao.g_01661
OG0000921	Prat.g_01701	Prao.g_01662
OG0000922	Prat.g_01702	Prao.g_01663
OG0000923	Prat.g_01706	Prao.g_01667
OG0000924	Prat.g_01707	Prao.g_01668
OG0000925	Prat.g_01708	Prao.g_01669
OG0000926	Prat.g_01709	Prao.g_01670
OG0000927	Prat.g_01711	Prao.g_01672
OG0000928	Prat.g_01712	Prao.g_01673
OG0000929	Prat.g_01713	Prao.g_01674
OG0000930	Prat.g_01714	Prao.g_01675
OG0000931	Prat.g_01715	Prao.g_01676
OG0000932	Prat.g_01327	Prao.g_01677
OG0000933	Prat.g_01719	Prao.g_01681
OG0000934	Prat.g_01721	Prao.g_01683
OG0000935	Prat.g_01722	Prao.g_01684
OG0000936	Prat.g_01723	Prao.g_01685
OG0000937	Prat.g_01724	Prao.g_01686
OG0000938	Prat.g_01727	Prao.g_01688
OG0000939	Prat.g_01728	Prao.g_01689
OG0000940	Prat.g_01735	Prao.g_01696
OG0000941	Prat.g_01737	Prao.g_01698
OG0000942	Prat.g_01739	Prao.g_01700
OG0000943	Prat.g_01740	Prao.g_01701
OG0000944	Prat.g_01742	Prao.g_01702
OG0000945	Prat.g_01744	Prao.g_01703
OG0000946	Prat.g_01748	Prao.g_01707
OG0000947	Prat.g_01750	Prao.g_01709
OG0000948	Prat.g_01751	Prao.g_01710
OG0000949	Prat.g_01754	Prao.g_01713
OG0000950	Prat.g_01760	Prao.g_01718
OG0000951	Prat.g_01764	Prao.g_01722
OG0000952	Prat.g_01768	Prao.g_01726
OG0000953	Prat.g_01772	Prao.g_01729
OG0000954	Prat.g_01777	Prao.g_01733
OG0000955	Prat.g_01778	Prao.g_01734
OG0000956	Prat.g_01780	Prao.g_01736
OG0000957	Prat.g_01786	Prao.g_01741
OG0000958	Prat.g_01787	Prao.g_01742
OG0000959	Prat.g_01791	Prao.g_01746
OG0000960	Prat.g_01792	Prao.g_01747
OG0000961	Prat.g_01795	Prao.g_01749
OG0000962	Prat.g_01797	Prao.g_01751
OG0000963	Prat.g_01801	Prao.g_01755
OG0000964	Prat.g_01802	Prao.g_01756
OG0000965	Prat.g_01803	Prao.g_01757
OG0000966	Prat.g_01809	Prao.g_01764
OG0000967	Prat.g_01813	Prao.g_01769
OG0000968	Prat.g_01815	Prao.g_01771
OG0000969	Prat.g_01816	Prao.g_01772
OG0000970	Prat.g_01817	Prao.g_01773
OG0000971	Prat.g_01818	Prao.g_01774
OG0000972	Prat.g_01819	Prao.g_01775
OG0000973	Prat.g_01820	Prao.g_01776
OG0000974	Prat.g_01821	Prao.g_01777
OG0000975	Prat.g_01822	Prao.g_01778
OG0000976	Prat.g_01823	Prao.g_01779
OG0000977	Prat.g_01824	Prao.g_01780
OG0000978	Prat.g_01825	Prao.g_01781
OG0000979	Prat.g_01828	Prao.g_01784
OG0000980	Prat.g_01830	Prao.g_01786
OG0000981	Prat.g_01833	Prao.g_01788
OG0000982	Prat.g_01835	Prao.g_01790
OG0000983	Prat.g_01836	Prao.g_01791
OG0000984	Prat.g_01837	Prao.g_01792
OG0000985	Prat.g_01840	Prao.g_01795
OG0000986	Prat.g_01842	Prao.g_01797
OG0000987	Prat.g_01843	Prao.g_01798
OG0000988	Prat.g_01846	Prao.g_01801
OG0000989	Prat.g_01850	Prao.g_01805
OG0000990	Prat.g_01856	Prao.g_01808
OG0000991	Prat.g_01857	Prao.g_01809
OG0000992	Prat.g_01860	Prao.g_01811
OG0000993	Prat.g_01861	Prao.g_01812
OG0000994	Prat.g_01862	Prao.g_01813
OG0000995	Prat.g_01866	Prao.g_01817
OG0000996	Prat.g_01867	Prao.g_01818
OG0000997	Prat.g_01869	Prao.g_01819
OG0000998	Prat.g_01871	Prao.g_01821
OG0000999	Prat.g_01872	Prao.g_01822
OG0001000	Prat.g_01875	Prao.g_01825
OG0001001	Prat.g_01879	Prao.g_01827
OG0001002	Prat.g_01884	Prao.g_01831
OG0001003	Prat.g_01885	Prao.g_01833
OG0001004	Prat.g_01886	Prao.g_01834
OG0001005	Prat.g_01887	Prao.g_01835
OG0001006	Prat.g_01891	Prao.g_01839
OG0001007	Prat.g_01893	Prao.g_01841
OG0001008	Prat.g_00397	Prao.g_00541
OG0001009	Prat.g_00028	Prao.g_00174
OG0001010	Prat.g_00029	Prao.g_00175
OG0001011	Prat.g_00031	Prao.g_00176
OG0001012	Prat.g_00046	Prao.g_00189
OG0001013	Prat.g_00053	Prao.g_00194
OG0001014	Prat.g_00056	Prao.g_00197
OG0001015	Prat.g_00057	Prao.g_00198
OG0001016	Prat.g_00070	Prao.g_00212
OG0001017	Prat.g_00074	Prao.g_00216
OG0001018	Prat.g_00076	Prao.g_00219
OG0001019	Prat.g_00087	Prao.g_00228
OG0001020	Prat.g_00088	Prao.g_00229
OG0001021	Prat.g_00089	Prao.g_00230
OG0001022	Prat.g_00091	Prao.g_00233
OG0001023	Prat.g_00092	Prao.g_00234
OG0001024	Prat.g_00095	Prao.g_00237
OG0001025	Prat.g_00102	Prao.g_00243
OG0001026	Prat.g_00110	Prao.g_00249
OG0001027	Prat.g_00111	Prao.g_00250
OG0001028	Prat.g_00113	Prao.g_00252
OG0001029	Prat.g_00114	Prao.g_00254
OG0001030	Prat.g_00130	Prao.g_00269
OG0001031	Prat.g_00188	Prao.g_00324
OG0001032	Prat.g_00189	Prao.g_00325
OG0001033	Prat.g_00210	Prao.g_00346
OG0001034	Prat.g_00241	Prao.g_00374
OG0001035	Prat.g_00261	Prao.g_00392
OG0001036	Prat.g_00266	Prao.g_00397
OG0001037	Prat.g_00267	Prao.g_00398
OG0001038	Prat.g_00285	Prao.g_00415
OG0001039	Prat.g_00288	Prao.g_00418
OG0001040	Prat.g_00291	Prao.g_00420
OG0001041	Prat.g_00295	Prao.g_00424
OG0001042	Prat.g_00312	Prao.g_00441
OG0001043	Prat.g_00313	Prao.g_00442
OG0001044	Prat.g_00347	Prao.g_00469
OG0001045	Prat.g_00356	Prao.g_00477
OG0001046	Prat.g_01469	Prao.g_00513
OG0001047	Prat.g_00399	Prao.g_00543
OG0001048	Prat.g_00400	Prao.g_00544
OG0001049	Prat.g_00403	Prao.g_00546
OG0001050	Prat.g_00404	Prao.g_00547
OG0001051	Prat.g_00405	Prao.g_00548
OG0001052	Prat.g_00430	Prao.g_00577
OG0001053	Prat.g_00443	Prao.g_00589
OG0001054	Prat.g_00459	Prao.g_00604
OG0001055	Prat.g_00480	Prao.g_00623
OG0001056	Prat.g_00498	Prao.g_01855
OG0001057	Prat.g_00502	Prao.g_01160
OG0001058	Prat.g_00510	Prao.g_01168
OG0001059	Prat.g_00515	Prao.g_01172
OG0001060	Prat.g_00522	Prao.g_01179
OG0001061	Prat.g_00538	Prao.g_01866
OG0001062	Prat.g_00540	Prao.g_01868
OG0001063	Prat.g_00542	Prao.g_01870
OG0001064	Prat.g_00543	Prao.g_00018
OG0001065	Prat.g_00544	Prao.g_00019
OG0001066	Prat.g_00545	Prao.g_00020
OG0001067	Prat.g_00546	Prao.g_00021
OG0001068	Prat.g_00547	Prao.g_00022
OG0001069	Prat.g_00548	Prao.g_00023
OG0001070	Prat.g_00550	Prao.g_00026
OG0001071	Prat.g_00551	Prao.g_00027
OG0001072	Prat.g_00552	Prao.g_00028
OG0001073	Prat.g_00566	Prao.g_00042
OG0001074	Prat.g_00579	Prao.g_00053
OG0001075	Prat.g_00580	Prao.g_00054
OG0001076	Prat.g_00587	Prao.g_00063
OG0001077	Prat.g_00592	Prao.g_00067
OG0001078	Prat.g_01089	Prao.g_00075
OG0001079	Prat.g_01077	Prao.g_00086
OG0001080	Prat.g_01071	Prao.g_00092
OG0001081	Prat.g_01069	Prao.g_00094
OG0001082	Prat.g_01068	Prao.g_00095
OG0001083	Prat.g_01063	Prao.g_00100
OG0001084	Prat.g_01062	Prao.g_00101
OG0001085	Prat.g_00744	Prao.g_00109
OG0001086	Prat.g_00745	Prao.g_00110
OG0001087	Prat.g_00762	Prao.g_00126
OG0001088	Prat.g_00763	Prao.g_00127
OG0001089	Prat.g_00774	Prao.g_00135
OG0001090	Prat.g_00789	Prao.g_00649
OG0001091	Prat.g_00791	Prao.g_00651
OG0001092	Prat.g_00792	Prao.g_00652
OG0001093	Prat.g_00800	Prao.g_00657
OG0001094	Prat.g_01043	Prao.g_00735
OG0001095	Prat.g_01024	Prao.g_00754
OG0001096	Prat.g_01010	Prao.g_00767
OG0001097	Prat.g_00993	Prao.g_00786
OG0001098	Prat.g_00974	Prao.g_00801
OG0001099	Prat.g_00699	Prao.g_00834
OG0001100	Prat.g_00707	Prao.g_00838
OG0001101	Prat.g_00709	Prao.g_00840
OG0001102	Prat.g_00712	Prao.g_00842
OG0001103	Prat.g_00715	Prao.g_00844
OG0001104	Prat.g_00739	Prao.g_00865
OG0001105	Prat.g_00743	Prao.g_00869
OG0001106	Prat.g_00884	Prao.g_00893
OG0001107	Prat.g_00894	Prao.g_00900
OG0001108	Prat.g_00898	Prao.g_00904
OG0001109	Prat.g_00899	Prao.g_00905
OG0001110	Prat.g_00901	Prao.g_00907
OG0001111	Prat.g_00902	Prao.g_00908
OG0001112	Prat.g_00903	Prao.g_00909
OG0001113	Prat.g_00904	Prao.g_00910
OG0001114	Prat.g_00905	Prao.g_00911
OG0001115	Prat.g_00907	Prao.g_00913
OG0001116	Prat.g_00908	Prao.g_00914
OG0001117	Prat.g_00909	Prao.g_00915
OG0001118	Prat.g_00910	Prao.g_00916
OG0001119	Prat.g_00911	Prao.g_00917
OG0001120	Prat.g_00913	Prao.g_00919
OG0001122	Prat.g_00932	Prao.g_00946
OG0001123	Prat.g_00937	Prao.g_00950
OG0001124	Prat.g_00939	Prao.g_00952
OG0001125	Prat.g_00941	Prao.g_00953
OG0001126	Prat.g_00955	Prao.g_00963
OG0001127	Prat.g_00956	Prao.g_00964
OG0001128	Prat.g_00957	Prao.g_00966
OG0001129	Prat.g_00958	Prao.g_00967
OG0001130	Prat.g_00959	Prao.g_00968
OG0001131	Prat.g_01204	Prao.g_01007
OG0001132	Prat.g_01479	Prao.g_01016
OG0001133	Prat.g_01211	Prao.g_01137
OG0001134	Prat.g_01495, Prat.g_01561	Prao.g_01122
OG0001135	Prat.g_01557	Prao.g_01119
OG0001136	Prat.g_01158	Prao.g_01092
OG0001137	Prat.g_01147	Prao.g_01081
OG0001138	Prat.g_01126	Prao.g_01063
OG0001139	Prat.g_01124	Prao.g_01062
OG0001141	Prat.g_01123	Prao.g_01060
OG0001142	Prat.g_01122	Prao.g_01059
OG0001143	Prat.g_01115	Prao.g_01052
OG0001144	Prat.g_01110	Prao.g_01047
OG0001145	Prat.g_01241	Prao.g_01284
OG0001146	Prat.g_01253	Prao.g_01272
OG0001147	Prat.g_01287	Prao.g_01253
OG0001148	Prat.g_01293	Prao.g_01237
OG0001149	Prat.g_01294	Prao.g_01236
OG0001150	Prat.g_01295	Prao.g_01235
OG0001151	Prat.g_01306	Prao.g_01224
OG0001152	Prat.g_01307	Prao.g_01223
OG0001153	Prat.g_01387	Prao.g_01428
OG0001154	Prat.g_01388	Prao.g_01429
OG0001155	Prat.g_01407	Prao.g_01441
OG0001156	Prat.g_01410	Prao.g_01444
OG0001157	Prat.g_01411	Prao.g_01445
OG0001158	Prat.g_01412	Prao.g_01446
OG0001159	Prat.g_01413	Prao.g_01447
OG0001160	Prat.g_01439	Prao.g_01471
OG0001161	Prat.g_01502	Prao.g_01484
OG0001162	Prat.g_01500	Prao.g_01495
OG0001163	Prat.g_01583	Prao.g_01544
OG0001164	Prat.g_01587	Prao.g_01548
OG0001165	Prat.g_01590	Prao.g_01551
OG0001166	Prat.g_01610	Prao.g_01571
OG0001167	Prat.g_01628	Prao.g_01588
OG0001168	Prat.g_01630	Prao.g_01590
OG0001169	Prat.g_01632	Prao.g_01592
OG0001170	Prat.g_01634	Prao.g_01594
