Orthogroup	Prat	Syao
OG0000585	Prat.g_00575	Syao.g_01054
OG0000586	Prat.g_00576	Syao.g_01055
OG0000587	Prat.g_00577	Syao.g_01057
OG0000588	Prat.g_00582	Syao.g_00406
OG0000589	Prat.g_00584	Syao.g_01342
OG0000590	Prat.g_00585	Syao.g_01341
OG0000591	Prat.g_00589	Syao.g_01330
OG0000592	Prat.g_00590	Syao.g_01329
OG0000593	Prat.g_01094	Syao.g_00890
OG0000594	Prat.g_01093	Syao.g_00891
OG0000595	Prat.g_01091	Syao.g_00892
OG0000596	Prat.g_01087	Syao.g_00897
OG0000597	Prat.g_01084	Syao.g_00900
OG0000598	Prat.g_01083	Syao.g_00901
OG0000599	Prat.g_01080	Syao.g_00908
OG0000600	Prat.g_01079	Syao.g_00909
OG0000601	Prat.g_01078	Syao.g_00910
OG0000602	Prat.g_01076	Syao.g_00914
OG0000603	Prat.g_01075	Syao.g_00915
OG0000604	Prat.g_01074	Syao.g_00918
OG0000606	Prat.g_01070	Syao.g_00924
OG0000607	Prat.g_01067	Syao.g_00927
OG0000608	Prat.g_01066	Syao.g_00928
OG0000609	Prat.g_01065	Syao.g_00930
OG0000610	Prat.g_01059	Syao.g_00940
OG0000611	Prat.g_01056	Syao.g_00943
OG0000612	Prat.g_01055	Syao.g_00944
OG0000613	Prat.g_00747	Syao.g_01979
OG0000614	Prat.g_00767	Syao.g_00375
OG0000615	Prat.g_00777	Syao.g_00978
OG0000616	Prat.g_01882	Syao.g_02342
OG0000617	Prat.g_00797	Syao.g_00486
OG0000618	Prat.g_00798	Syao.g_00485
OG0000619	Prat.g_00799	Syao.g_00484
OG0000620	Prat.g_00802	Syao.g_00479
OG0000621	Prat.g_00803	Syao.g_00478
OG0000622	Prat.g_00804	Syao.g_00476
OG0000623	Prat.g_00805	Syao.g_00475
OG0000624	Prat.g_00807	Syao.g_00473
OG0000625	Prat.g_00808	Syao.g_00472
OG0000626	Prat.g_00809	Syao.g_00471
OG0000627	Prat.g_00811	Syao.g_00567
OG0000628	Prat.g_00812	Syao.g_00566
OG0000629	Prat.g_00813	Syao.g_00590
OG0000630	Prat.g_00816	Syao.g_00585
OG0000631	Prat.g_00865	Syao.g_00644
OG0000632	Prat.g_00866	Syao.g_00643
OG0000633	Prat.g_00867	Syao.g_00642
OG0000634	Prat.g_01041	Syao.g_00752
OG0000635	Prat.g_01040	Syao.g_00753
OG0000636	Prat.g_01038	Syao.g_00755
OG0000637	Prat.g_01036	Syao.g_00757
OG0000638	Prat.g_01035	Syao.g_00758
OG0000639	Prat.g_01034	Syao.g_00759
OG0000640	Prat.g_01033	Syao.g_00760
OG0000641	Prat.g_01029	Syao.g_00764
OG0000642	Prat.g_01028	Syao.g_00765
OG0000643	Prat.g_01027	Syao.g_00767
OG0000644	Prat.g_01026	Syao.g_00768
OG0000645	Prat.g_01025	Syao.g_00770
OG0000646	Prat.g_01023	Syao.g_00773
OG0000647	Prat.g_01021	Syao.g_00775
OG0000648	Prat.g_01019	Syao.g_00777
OG0000649	Prat.g_01018	Syao.g_00778
OG0000650	Prat.g_01017	Syao.g_00779
OG0000651	Prat.g_01016	Syao.g_00780
OG0000652	Prat.g_01015	Syao.g_00781
OG0000653	Prat.g_01013	Syao.g_00783
OG0000654	Prat.g_01012	Syao.g_00784
OG0000655	Prat.g_01011	Syao.g_00785
OG0000656	Prat.g_01008	Syao.g_00789
OG0000657	Prat.g_01002	Syao.g_00435
OG0000658	Prat.g_01001	Syao.g_00560
OG0000659	Prat.g_01000	Syao.g_00559
OG0000660	Prat.g_00996	Syao.g_00555
OG0000661	Prat.g_00994	Syao.g_00553
OG0000662	Prat.g_00992	Syao.g_00535
OG0000663	Prat.g_00990	Syao.g_00532
OG0000664	Prat.g_00989	Syao.g_00530
OG0000665	Prat.g_00983	Syao.g_01436
OG0000666	Prat.g_00982	Syao.g_02120
OG0000667	Prat.g_00978	Syao.g_01375
OG0000668	Prat.g_00694	Syao.g_02678
OG0000669	Prat.g_00705	Syao.g_00955
OG0000670	Prat.g_00708	Syao.g_00958
OG0000671	Prat.g_00710	Syao.g_00960
OG0000672	Prat.g_00713	Syao.g_00963
OG0000673	Prat.g_00717	Syao.g_00966
OG0000674	Prat.g_00719	Syao.g_00968
OG0000675	Prat.g_00720	Syao.g_00969
OG0000676	Prat.g_00722	Syao.g_00971
OG0000677	Prat.g_00723	Syao.g_00972
OG0000678	Prat.g_00725	Syao.g_00974
OG0000679	Prat.g_00730	Syao.g_00981
OG0000680	Prat.g_00731	Syao.g_00982
OG0000681	Prat.g_00734	Syao.g_00985
OG0000682	Prat.g_00735	Syao.g_00986
OG0000683	Prat.g_00736	Syao.g_00987
OG0000684	Prat.g_00738	Syao.g_00990
OG0000685	Prat.g_00740	Syao.g_00733
OG0000686	Prat.g_00741	Syao.g_00734
OG0000687	Prat.g_00742	Syao.g_00735
OG0000688	Prat.g_01051	Syao.g_00741
OG0000689	Prat.g_01050	Syao.g_00743
OG0000690	Prat.g_01049	Syao.g_00744
OG0000691	Prat.g_01048	Syao.g_00745
OG0000692	Prat.g_01046	Syao.g_00747
OG0000693	Prat.g_01045	Syao.g_00748
OG0000694	Prat.g_01044	Syao.g_00749
OG0000695	Prat.g_00869	Syao.g_00639
OG0000696	Prat.g_00870	Syao.g_00638
OG0000697	Prat.g_00871	Syao.g_00636
OG0000698	Prat.g_00874	Syao.g_00633
OG0000699	Prat.g_00876	Syao.g_00631
OG0000700	Prat.g_00877	Syao.g_00630
OG0000701	Prat.g_00878	Syao.g_00629
OG0000702	Prat.g_00880	Syao.g_00705
OG0000703	Prat.g_00881	Syao.g_00693
OG0000704	Prat.g_00883	Syao.g_00689
OG0000705	Prat.g_00889	Syao.g_00682
OG0000706	Prat.g_00890	Syao.g_00681
OG0000707	Prat.g_00891	Syao.g_00680
OG0000708	Prat.g_00893	Syao.g_00677
OG0000709	Prat.g_00897	Syao.g_00670
OG0000710	Prat.g_00900	Syao.g_00666
OG0000711	Prat.g_00916	Syao.g_00815
OG0000712	Prat.g_00917	Syao.g_00813
OG0000713	Prat.g_00918	Syao.g_00812
OG0000714	Prat.g_00919	Syao.g_00810
OG0000715	Prat.g_00921	Syao.g_00808
OG0000716	Prat.g_00923	Syao.g_00804
OG0000717	Prat.g_00924	Syao.g_00803
OG0000718	Prat.g_00929	Syao.g_00794
OG0000719	Prat.g_00931	Syao.g_00444
OG0000720	Prat.g_00942	Syao.g_00457
OG0000721	Prat.g_00946	Syao.g_00459
OG0000722	Prat.g_00947	Syao.g_00460
OG0000723	Prat.g_00951	Syao.g_00469
OG0000724	Prat.g_00960	Syao.g_00513
OG0000725	Prat.g_00966	Syao.g_00385
OG0000726	Prat.g_00967	Syao.g_00384
OG0000727	Prat.g_00968	Syao.g_00383
OG0000728	Prat.g_00970	Syao.g_00381
OG0000729	Prat.g_01214	Syao.g_02190
OG0000730	Prat.g_01199	Syao.g_01880
OG0000731	Prat.g_00354	Syao.g_01868
OG0000732	Prat.g_01831	Syao.g_02218
OG0000733	Prat.g_01560	Syao.g_01427
OG0000734	Prat.g_01171	Syao.g_02592
OG0000735	Prat.g_01169	Syao.g_00140
OG0000736	Prat.g_01168	Syao.g_00139
OG0000737	Prat.g_01167	Syao.g_00138
OG0000738	Prat.g_01163	Syao.g_00132
OG0000739	Prat.g_01162	Syao.g_00131
OG0000740	Prat.g_01161	Syao.g_00130
OG0000741	Prat.g_01159	Syao.g_00127
OG0000742	Prat.g_01157	Syao.g_00124
OG0000743	Prat.g_01155	Syao.g_00217
OG0000744	Prat.g_01154	Syao.g_00216
OG0000745	Prat.g_01153	Syao.g_00213
OG0000746	Prat.g_01151	Syao.g_00210
OG0000747	Prat.g_01150	Syao.g_00208
OG0000748	Prat.g_01146	Syao.g_00193
OG0000749	Prat.g_01145	Syao.g_00192
OG0000750	Prat.g_01144	Syao.g_00191
OG0000751	Prat.g_01141	Syao.g_00185
OG0000752	Prat.g_01139	Syao.g_00183
OG0000753	Prat.g_01136	Syao.g_00180
OG0000754	Prat.g_01134	Syao.g_00175
OG0000755	Prat.g_01128	Syao.g_00021
OG0000756	Prat.g_01127	Syao.g_00229
OG0000757	Prat.g_01121	Syao.g_00252
OG0000758	Prat.g_01120	Syao.g_00251
OG0000759	Prat.g_01119	Syao.g_00250
OG0000760	Prat.g_01118	Syao.g_00249
OG0000761	Prat.g_01117	Syao.g_00248
OG0000762	Prat.g_01116	Syao.g_00246
OG0000763	Prat.g_01114	Syao.g_00242
OG0000764	Prat.g_01113	Syao.g_00241
OG0000765	Prat.g_01104	Syao.g_00267
OG0000766	Prat.g_01103	Syao.g_00266
OG0000767	Prat.g_01101	Syao.g_00264
OG0000768	Prat.g_01100	Syao.g_00263
OG0000769	Prat.g_01098	Syao.g_00261
OG0000770	Prat.g_00594	Syao.g_00257
OG0000771	Prat.g_01509	Syao.g_00506
OG0000772	Prat.g_00626	Syao.g_01523
OG0000773	Prat.g_01240	Syao.g_01447
OG0000774	Prat.g_01242	Syao.g_01442
OG0000775	Prat.g_01244	Syao.g_01440
OG0000776	Prat.g_01245	Syao.g_01439
OG0000777	Prat.g_01246	Syao.g_01438
OG0000778	Prat.g_01247	Syao.g_01437
OG0000779	Prat.g_01251	Syao.g_01469
OG0000780	Prat.g_01252	Syao.g_01456
OG0000781	Prat.g_01255	Syao.g_01452
OG0000782	Prat.g_01256	Syao.g_01451
OG0000783	Prat.g_01257	Syao.g_01450
OG0000784	Prat.g_01258	Syao.g_01449
OG0000785	Prat.g_01260	Syao.g_01481
OG0000786	Prat.g_01263	Syao.g_01473
OG0000787	Prat.g_01264	Syao.g_01472
OG0000788	Prat.g_01471	Syao.g_00870
OG0000789	Prat.g_01455	Syao.g_00623
OG0000790	Prat.g_01296	Syao.g_00041, Syao.g_00315
OG0000791	Prat.g_01298	Syao.g_00043
OG0000792	Prat.g_01299	Syao.g_00044
OG0000793	Prat.g_01302	Syao.g_02700
OG0000794	Prat.g_01303	Syao.g_02703
OG0000795	Prat.g_01304	Syao.g_02704
OG0000796	Prat.g_01308	Syao.g_02708
OG0000797	Prat.g_01309	Syao.g_02709
OG0000799	Prat.g_01333	Syao.g_01525
OG0000800	Prat.g_01334	Syao.g_01526
OG0000801	Prat.g_01335	Syao.g_01527
OG0000802	Prat.g_01337	Syao.g_01531
OG0000803	Prat.g_01339	Syao.g_01534
OG0000804	Prat.g_01340	Syao.g_01537
OG0000805	Prat.g_01342	Syao.g_01502
OG0000806	Prat.g_01344	Syao.g_01504
OG0000807	Prat.g_01345	Syao.g_01506
OG0000808	Prat.g_01346	Syao.g_01507
OG0000809	Prat.g_01350	Syao.g_01511
OG0000810	Prat.g_01351	Syao.g_01482
OG0000811	Prat.g_01356	Syao.g_01490
OG0000812	Prat.g_01358	Syao.g_01492
OG0000813	Prat.g_01359	Syao.g_01493
OG0000814	Prat.g_01361	Syao.g_01495
OG0000815	Prat.g_01362	Syao.g_01499
OG0000816	Prat.g_01364	Syao.g_01471
OG0000817	Prat.g_01365	Syao.g_01519
OG0000818	Prat.g_01370	Syao.g_00062
OG0000819	Prat.g_01371	Syao.g_00063
OG0000820	Prat.g_01372	Syao.g_00064
OG0000821	Prat.g_01378	Syao.g_00070
OG0000822	Prat.g_01379	Syao.g_00072
OG0000823	Prat.g_01380	Syao.g_00073
OG0000824	Prat.g_01383	Syao.g_00079
OG0000825	Prat.g_01384	Syao.g_00080
OG0000826	Prat.g_01385	Syao.g_00081
OG0000827	Prat.g_01386	Syao.g_00082
OG0000828	Prat.g_01389	Syao.g_00085
OG0000829	Prat.g_01390	Syao.g_00086
OG0000830	Prat.g_01391	Syao.g_00087
OG0000831	Prat.g_01393	Syao.g_00089
OG0000832	Prat.g_01405	Syao.g_01696
OG0000833	Prat.g_01414	Syao.g_01612
OG0000834	Prat.g_01415	Syao.g_01610
OG0000835	Prat.g_01416	Syao.g_01609
OG0000836	Prat.g_01417	Syao.g_01606
OG0000837	Prat.g_01418	Syao.g_01605
OG0000838	Prat.g_01421	Syao.g_01601
OG0000839	Prat.g_01422	Syao.g_01600
OG0000840	Prat.g_01423	Syao.g_01599
OG0000841	Prat.g_01424	Syao.g_01598
OG0000842	Prat.g_01425	Syao.g_01597
OG0000843	Prat.g_01426	Syao.g_01596
OG0000844	Prat.g_01427	Syao.g_01594
OG0000845	Prat.g_01428	Syao.g_01593
OG0000846	Prat.g_01429	Syao.g_01592
OG0000847	Prat.g_01430	Syao.g_01591
OG0000848	Prat.g_01431	Syao.g_01589
OG0000849	Prat.g_01432	Syao.g_01588
OG0000850	Prat.g_01434	Syao.g_01585
OG0000851	Prat.g_01435	Syao.g_01582
OG0000852	Prat.g_01436	Syao.g_01581
OG0000853	Prat.g_01441	Syao.g_01577
OG0000854	Prat.g_01443	Syao.g_01575
OG0000855	Prat.g_01444	Syao.g_01574
OG0000856	Prat.g_01457	Syao.g_01327
OG0000857	Prat.g_01022	Syao.g_00774
OG0000858	Prat.g_01585	Syao.g_01567
OG0000859	Prat.g_01586	Syao.g_01566
OG0000860	Prat.g_01594	Syao.g_01552
OG0000861	Prat.g_01595	Syao.g_01551
OG0000862	Prat.g_01596	Syao.g_01542
OG0000863	Prat.g_01598	Syao.g_01540
OG0000864	Prat.g_01599	Syao.g_01017
OG0000866	Prat.g_01601	Syao.g_01686
OG0000867	Prat.g_01602	Syao.g_01685
OG0000868	Prat.g_01603	Syao.g_01682
OG0000869	Prat.g_01606	Syao.g_01677
OG0000870	Prat.g_01611	Syao.g_01672
OG0000871	Prat.g_01612	Syao.g_01671
OG0000872	Prat.g_01613	Syao.g_01665
OG0000873	Prat.g_01616	Syao.g_01662
OG0000874	Prat.g_01619	Syao.g_01660
OG0000875	Prat.g_01621	Syao.g_01658
OG0000876	Prat.g_01622	Syao.g_00536
OG0000877	Prat.g_01624	Syao.g_01654
OG0000878	Prat.g_01625	Syao.g_01653
OG0000879	Prat.g_01626	Syao.g_01652
OG0000880	Prat.g_01627	Syao.g_01651
OG0000881	Prat.g_01631	Syao.g_01647
OG0000882	Prat.g_01636	Syao.g_01642
OG0000883	Prat.g_01639	Syao.g_01638
OG0000884	Prat.g_01641	Syao.g_01636
OG0000885	Prat.g_01642	Syao.g_01635
OG0000886	Prat.g_01643	Syao.g_01634
OG0000887	Prat.g_01644	Syao.g_01633
OG0000888	Prat.g_01646	Syao.g_01631
OG0000889	Prat.g_01648	Syao.g_01629
OG0000890	Prat.g_01649	Syao.g_01626
OG0000891	Prat.g_01650	Syao.g_01625
OG0000892	Prat.g_01652	Syao.g_01695
OG0000893	Prat.g_01655	Syao.g_01934
OG0000894	Prat.g_01658	Syao.g_01937
OG0000895	Prat.g_01662	Syao.g_01916
OG0000896	Prat.g_01663	Syao.g_01917
OG0000897	Prat.g_01665	Syao.g_01919
OG0000898	Prat.g_01666	Syao.g_01920
OG0000899	Prat.g_01667	Syao.g_01921
OG0000900	Prat.g_01668	Syao.g_01922
OG0000901	Prat.g_01671	Syao.g_01927
OG0000902	Prat.g_01673	Syao.g_01929
OG0000903	Prat.g_01677	Syao.g_01798
OG0000904	Prat.g_01682	Syao.g_01804
OG0000905	Prat.g_01675	Syao.g_01862
OG0000906	Prat.g_01674	Syao.g_01931
OG0000907	Prat.g_01684	Syao.g_01796
OG0000908	Prat.g_01687	Syao.g_01793
OG0000909	Prat.g_01688	Syao.g_01792
OG0000910	Prat.g_01689	Syao.g_01791
OG0000911	Prat.g_01691	Syao.g_01789
OG0000912	Prat.g_01692	Syao.g_01788
OG0000913	Prat.g_01693	Syao.g_01787
OG0000914	Prat.g_01694	Syao.g_01786
OG0000915	Prat.g_01695	Syao.g_01784
OG0000916	Prat.g_01696	Syao.g_01783
OG0000917	Prat.g_01697	Syao.g_01782
OG0000918	Prat.g_01698	Syao.g_01781
OG0000919	Prat.g_01699	Syao.g_01780
OG0000920	Prat.g_01700	Syao.g_01779
OG0000921	Prat.g_01701	Syao.g_01778
OG0000922	Prat.g_01702	Syao.g_01777
OG0000923	Prat.g_01706	Syao.g_01772
OG0000924	Prat.g_01707	Syao.g_01771
OG0000925	Prat.g_01708	Syao.g_01770
OG0000926	Prat.g_01709	Syao.g_01769
OG0000927	Prat.g_01711	Syao.g_01767
OG0000928	Prat.g_01712	Syao.g_01766
OG0000929	Prat.g_01713	Syao.g_01765
OG0000930	Prat.g_01714	Syao.g_01764
OG0000931	Prat.g_01715	Syao.g_01763
OG0000932	Prat.g_01327	Syao.g_01762
OG0000933	Prat.g_01719	Syao.g_01811
OG0000934	Prat.g_01721	Syao.g_01809
OG0000935	Prat.g_01722	Syao.g_01808
OG0000936	Prat.g_01723	Syao.g_01843
OG0000937	Prat.g_01724	Syao.g_01842
OG0000938	Prat.g_01727	Syao.g_01839
OG0000939	Prat.g_01728	Syao.g_01838
OG0000940	Prat.g_01735	Syao.g_01830
OG0000941	Prat.g_01737	Syao.g_01828
OG0000942	Prat.g_01739	Syao.g_01826
OG0000943	Prat.g_01740	Syao.g_01824
OG0000944	Prat.g_01742	Syao.g_01822
OG0000945	Prat.g_01744	Syao.g_01821
OG0000946	Prat.g_01748	Syao.g_01852
OG0000947	Prat.g_01750	Syao.g_01849
OG0000948	Prat.g_01751	Syao.g_01848
OG0000949	Prat.g_01754	Syao.g_01970
OG0000950	Prat.g_01760	Syao.g_01957
OG0000951	Prat.g_01764	Syao.g_02262
OG0000952	Prat.g_01768	Syao.g_02266
OG0000953	Prat.g_01772	Syao.g_02130
OG0000954	Prat.g_01777	Syao.g_02135
OG0000955	Prat.g_01778	Syao.g_02136
OG0000956	Prat.g_01780	Syao.g_02138
OG0000957	Prat.g_01786	Syao.g_01951
OG0000958	Prat.g_01787	Syao.g_01950
OG0000959	Prat.g_01791	Syao.g_01947
OG0000960	Prat.g_01792	Syao.g_01946
OG0000961	Prat.g_01795	Syao.g_02496
OG0000962	Prat.g_01797	Syao.g_02191
OG0000963	Prat.g_01801	Syao.g_02186
OG0000964	Prat.g_01802	Syao.g_02185
OG0000965	Prat.g_01803	Syao.g_02184
OG0000966	Prat.g_01809	Syao.g_02172
OG0000967	Prat.g_01813	Syao.g_02167
OG0000968	Prat.g_01815	Syao.g_02199
OG0000969	Prat.g_01816	Syao.g_02200
OG0000970	Prat.g_01817	Syao.g_02201
OG0000971	Prat.g_01818	Syao.g_02203
OG0000972	Prat.g_01819	Syao.g_02204
OG0000973	Prat.g_01820	Syao.g_02205
OG0000974	Prat.g_01821	Syao.g_02206
OG0000975	Prat.g_01822	Syao.g_02207
OG0000976	Prat.g_01823	Syao.g_02208
OG0000977	Prat.g_01824	Syao.g_02210
OG0000978	Prat.g_01825	Syao.g_02211
OG0000979	Prat.g_01828	Syao.g_02214
OG0000980	Prat.g_01830	Syao.g_02217
OG0000981	Prat.g_01833	Syao.g_02220
OG0000982	Prat.g_01835	Syao.g_02437
OG0000983	Prat.g_01836	Syao.g_02438
OG0000984	Prat.g_01837	Syao.g_02439
OG0000985	Prat.g_01840	Syao.g_02443
OG0000986	Prat.g_01842	Syao.g_02445
OG0000987	Prat.g_01843	Syao.g_02447
OG0000988	Prat.g_01846	Syao.g_02452
OG0000989	Prat.g_01850	Syao.g_02368
OG0000990	Prat.g_01856	Syao.g_02362
OG0000991	Prat.g_01857	Syao.g_02354
OG0000992	Prat.g_01860	Syao.g_02279
OG0000993	Prat.g_01861	Syao.g_02280
OG0000994	Prat.g_01862	Syao.g_02283
OG0000995	Prat.g_01866	Syao.g_02287
OG0000996	Prat.g_01867	Syao.g_02305
OG0000997	Prat.g_01869	Syao.g_02326
OG0000998	Prat.g_01871	Syao.g_02328
OG0000999	Prat.g_01872	Syao.g_02329
OG0001000	Prat.g_01875	Syao.g_02333
OG0001001	Prat.g_01879	Syao.g_02338
OG0001002	Prat.g_01884	Syao.g_02345
OG0001003	Prat.g_01885	Syao.g_02347
OG0001004	Prat.g_01886	Syao.g_02348
OG0001005	Prat.g_01887	Syao.g_02194
OG0001006	Prat.g_01891	Syao.g_02159
OG0001007	Prat.g_01893	Syao.g_02161
OG0001008	Prat.g_00397	Syao.g_01737
OG0001009	Prat.g_00028	Syao.g_02239
OG0001010	Prat.g_00029	Syao.g_02238
OG0001011	Prat.g_00031	Syao.g_02236
OG0001012	Prat.g_00046	Syao.g_00322
OG0001013	Prat.g_00053	Syao.g_02413
OG0001014	Prat.g_00056	Syao.g_02407
OG0001015	Prat.g_00057	Syao.g_02406
OG0001016	Prat.g_00070	Syao.g_02622
OG0001017	Prat.g_00074	Syao.g_02628
OG0001018	Prat.g_00076	Syao.g_02630
OG0001019	Prat.g_00087	Syao.g_02654
OG0001020	Prat.g_00088	Syao.g_02663
OG0001021	Prat.g_00089	Syao.g_02666
OG0001022	Prat.g_00091	Syao.g_02670
OG0001023	Prat.g_00092	Syao.g_02671
OG0001024	Prat.g_00095	Syao.g_01018
OG0001025	Prat.g_00102	Syao.g_02597
OG0001026	Prat.g_00110	Syao.g_02594
OG0001027	Prat.g_00111	Syao.g_02564
OG0001028	Prat.g_00113	Syao.g_02568
OG0001029	Prat.g_00114	Syao.g_02570
OG0001030	Prat.g_00130	Syao.g_02545
OG0001031	Prat.g_00188	Syao.g_02528
OG0001032	Prat.g_00189	Syao.g_02530
OG0001033	Prat.g_00210	Syao.g_01016
OG0001034	Prat.g_00241	Syao.g_01704
OG0001035	Prat.g_00261	Syao.g_02101
OG0001036	Prat.g_00266	Syao.g_02096
OG0001037	Prat.g_00267	Syao.g_02094
OG0001038	Prat.g_00285	Syao.g_02065
OG0001039	Prat.g_00288	Syao.g_02062
OG0001040	Prat.g_00291	Syao.g_02059
OG0001041	Prat.g_00295	Syao.g_02055
OG0001042	Prat.g_00312	Syao.g_02032
OG0001043	Prat.g_00313	Syao.g_02028
OG0001044	Prat.g_00347	Syao.g_01878
OG0001045	Prat.g_00356	Syao.g_01865
OG0001046	Prat.g_01469	Syao.g_00827
OG0001047	Prat.g_00399	Syao.g_01739
OG0001048	Prat.g_00400	Syao.g_01740
OG0001049	Prat.g_00403	Syao.g_01616
OG0001050	Prat.g_00404	Syao.g_01618
OG0001051	Prat.g_00405	Syao.g_01619
OG0001052	Prat.g_00430	Syao.g_02686
OG0001053	Prat.g_00443	Syao.g_00025
OG0001054	Prat.g_00459	Syao.g_00104
OG0001055	Prat.g_00480	Syao.g_00156
OG0001056	Prat.g_00498	Syao.g_01417
OG0001057	Prat.g_00502	Syao.g_00879
OG0001058	Prat.g_00510	Syao.g_00862
OG0001059	Prat.g_00515	Syao.g_00858
OG0001060	Prat.g_00522	Syao.g_00852
OG0001062	Prat.g_00540	Syao.g_01050
OG0001063	Prat.g_00542	Syao.g_01042
OG0001064	Prat.g_00543	Syao.g_01041
OG0001065	Prat.g_00544	Syao.g_01040
OG0001066	Prat.g_00545	Syao.g_01039
OG0001067	Prat.g_00546	Syao.g_01038
OG0001068	Prat.g_00547	Syao.g_01037
OG0001069	Prat.g_00548	Syao.g_01036
OG0001070	Prat.g_00550	Syao.g_01032
OG0001071	Prat.g_00551	Syao.g_01031
OG0001072	Prat.g_00552	Syao.g_01027
OG0001073	Prat.g_00566	Syao.g_00991
OG0001074	Prat.g_00579	Syao.g_00392
OG0001075	Prat.g_00580	Syao.g_00391
OG0001076	Prat.g_00587	Syao.g_01339
OG0001077	Prat.g_00592	Syao.g_01323
OG0001078	Prat.g_01089	Syao.g_00895
OG0001079	Prat.g_01077	Syao.g_00911
OG0001081	Prat.g_01069	Syao.g_00925
OG0001082	Prat.g_01068	Syao.g_00926
OG0001083	Prat.g_01063	Syao.g_00934
OG0001084	Prat.g_01062	Syao.g_00935
OG0001085	Prat.g_00744	Syao.g_00947
OG0001086	Prat.g_00745	Syao.g_00949
OG0001087	Prat.g_00762	Syao.g_01419
OG0001088	Prat.g_00763	Syao.g_00211
OG0001089	Prat.g_00774	Syao.g_00376
OG0001090	Prat.g_00789	Syao.g_00494
OG0001091	Prat.g_00791	Syao.g_00491
OG0001092	Prat.g_00792	Syao.g_00489
OG0001093	Prat.g_00800	Syao.g_00482
OG0001094	Prat.g_01043	Syao.g_00750
OG0001095	Prat.g_01024	Syao.g_00771
OG0001096	Prat.g_01010	Syao.g_00786
OG0001097	Prat.g_00993	Syao.g_00552
OG0001098	Prat.g_00974	Syao.g_00731
OG0001099	Prat.g_00699	Syao.g_02569
OG0001100	Prat.g_00707	Syao.g_00957
OG0001101	Prat.g_00709	Syao.g_00959
OG0001102	Prat.g_00712	Syao.g_00962
OG0001103	Prat.g_00715	Syao.g_00964
OG0001105	Prat.g_00743	Syao.g_00736
OG0001106	Prat.g_00884	Syao.g_00688
OG0001107	Prat.g_00894	Syao.g_00676
OG0001108	Prat.g_00898	Syao.g_00669
OG0001109	Prat.g_00899	Syao.g_00667
OG0001110	Prat.g_00901	Syao.g_00665
OG0001111	Prat.g_00902	Syao.g_00663
OG0001112	Prat.g_00903	Syao.g_00661
OG0001113	Prat.g_00904	Syao.g_00660
OG0001114	Prat.g_00905	Syao.g_00659
OG0001115	Prat.g_00907	Syao.g_00832
OG0001116	Prat.g_00908	Syao.g_00830
OG0001117	Prat.g_00909	Syao.g_00829
OG0001118	Prat.g_00910	Syao.g_00828
OG0001119	Prat.g_00911	Syao.g_00826
OG0001120	Prat.g_00913	Syao.g_00822
OG0001122	Prat.g_00932	Syao.g_00445
OG0001123	Prat.g_00937	Syao.g_00451
OG0001124	Prat.g_00939	Syao.g_00453
OG0001125	Prat.g_00941	Syao.g_00456
OG0001126	Prat.g_00955	Syao.g_00504
OG0001127	Prat.g_00956	Syao.g_00505
OG0001128	Prat.g_00957	Syao.g_00508
OG0001129	Prat.g_00958	Syao.g_00510
OG0001130	Prat.g_00959	Syao.g_00511
OG0001131	Prat.g_01204	Syao.g_01387
OG0001132	Prat.g_01479	Syao.g_01221
OG0001133	Prat.g_01211	Syao.g_01333
OG0001134	Prat.g_01495, Prat.g_01561	Syao.g_01428
OG0001135	Prat.g_01557	Syao.g_01424
OG0001136	Prat.g_01158	Syao.g_00126
OG0001137	Prat.g_01147	Syao.g_00194
OG0001138	Prat.g_01126	Syao.g_00227
OG0001139	Prat.g_01124	Syao.g_00225
OG0001141	Prat.g_01123	Syao.g_00254
OG0001142	Prat.g_01122	Syao.g_00253
OG0001143	Prat.g_01115	Syao.g_00243
OG0001144	Prat.g_01110	Syao.g_00276
OG0001145	Prat.g_01241	Syao.g_01446
OG0001146	Prat.g_01253	Syao.g_01455
OG0001147	Prat.g_01287	Syao.g_00095
OG0001148	Prat.g_01293	Syao.g_00038
OG0001149	Prat.g_01294	Syao.g_00039
OG0001150	Prat.g_01295	Syao.g_00040
OG0001151	Prat.g_01306	Syao.g_02706
OG0001152	Prat.g_01307	Syao.g_02707
OG0001153	Prat.g_01387	Syao.g_00083
OG0001154	Prat.g_01388	Syao.g_00084
OG0001155	Prat.g_01407	Syao.g_01747
OG0001156	Prat.g_01410	Syao.g_01744
OG0001157	Prat.g_01411	Syao.g_01743
OG0001158	Prat.g_01412	Syao.g_01742
OG0001159	Prat.g_01413	Syao.g_01741
OG0001160	Prat.g_01439	Syao.g_01579
OG0001161	Prat.g_01502	Syao.g_02373
OG0001162	Prat.g_01500	Syao.g_02650
OG0001163	Prat.g_01583	Syao.g_01571
OG0001164	Prat.g_01587	Syao.g_01564
OG0001165	Prat.g_01590	Syao.g_01559
OG0001166	Prat.g_01610	Syao.g_01673
OG0001167	Prat.g_01628	Syao.g_01006
OG0001168	Prat.g_01630	Syao.g_01648
OG0001169	Prat.g_01632	Syao.g_01646
OG0001170	Prat.g_01634	Syao.g_01644
OG0001171	Prat.g_01645	Syao.g_01632
OG0001172	Prat.g_01660	Syao.g_01914
OG0001173	Prat.g_01661	Syao.g_01915
