Orthogroup	Prat	Syal
OG0000576	Prat.g_00561	Syal.g_02751
OG0000577	Prat.g_00562	Syal.g_02750
OG0000578	Prat.g_00563	Syal.g_02749
OG0000579	Prat.g_00564	Syal.g_02748
OG0000580	Prat.g_00565	Syal.g_02747
OG0000581	Prat.g_00568	Syal.g_02741
OG0000582	Prat.g_00571	Syal.g_02736
OG0000583	Prat.g_00572	Syal.g_02735
OG0000584	Prat.g_00573	Syal.g_02734
OG0000585	Prat.g_00575	Syal.g_02731
OG0000586	Prat.g_00576	Syal.g_02730
OG0000587	Prat.g_00577	Syal.g_02728
OG0000588	Prat.g_00582	Syal.g_02717
OG0000589	Prat.g_00584	Syal.g_02714
OG0000590	Prat.g_00585	Syal.g_02713
OG0000591	Prat.g_00589	Syal.g_02707
OG0000592	Prat.g_00590	Syal.g_02706
OG0000593	Prat.g_01094	Syal.g_02640
OG0000594	Prat.g_01093	Syal.g_02639
OG0000595	Prat.g_01091	Syal.g_02638
OG0000596	Prat.g_01087	Syal.g_02633
OG0000597	Prat.g_01084	Syal.g_02630
OG0000598	Prat.g_01083	Syal.g_02629
OG0000599	Prat.g_01080	Syal.g_02622
OG0000600	Prat.g_01079	Syal.g_02621
OG0000601	Prat.g_01078	Syal.g_02620
OG0000602	Prat.g_01076	Syal.g_02615
OG0000603	Prat.g_01075	Syal.g_02614
OG0000604	Prat.g_01074	Syal.g_02612
OG0000605	Prat.g_01073	Syal.g_02516
OG0000606	Prat.g_01070	Syal.g_02174
OG0000607	Prat.g_01067	Syal.g_02177
OG0000608	Prat.g_01066	Syal.g_02178
OG0000609	Prat.g_01065	Syal.g_02180
OG0000610	Prat.g_01059	Syal.g_02198
OG0000611	Prat.g_01056	Syal.g_02201
OG0000612	Prat.g_01055	Syal.g_02202
OG0000613	Prat.g_00747	Syal.g_01325
OG0000614	Prat.g_00767	Syal.g_01794
OG0000615	Prat.g_00777	Syal.g_02256
OG0000616	Prat.g_01882	Syal.g_00079
OG0000617	Prat.g_00797	Syal.g_01866
OG0000618	Prat.g_00798	Syal.g_01867
OG0000619	Prat.g_00799	Syal.g_02417
OG0000620	Prat.g_00802	Syal.g_02422
OG0000621	Prat.g_00803	Syal.g_02423
OG0000622	Prat.g_00804	Syal.g_02424
OG0000623	Prat.g_00805	Syal.g_02425
OG0000624	Prat.g_00807	Syal.g_02427
OG0000625	Prat.g_00808	Syal.g_02428
OG0000626	Prat.g_00809	Syal.g_02429
OG0000627	Prat.g_00811	Syal.g_02048
OG0000628	Prat.g_00812	Syal.g_02047
OG0000629	Prat.g_00813	Syal.g_02044
OG0000630	Prat.g_00816	Syal.g_02040
OG0000631	Prat.g_00865	Syal.g_02031
OG0000632	Prat.g_00866	Syal.g_02030
OG0000633	Prat.g_00867	Syal.g_02029
OG0000634	Prat.g_01041	Syal.g_02410
OG0000635	Prat.g_01040	Syal.g_02411
OG0000636	Prat.g_01038	Syal.g_02413
OG0000637	Prat.g_01036	Syal.g_02415
OG0000638	Prat.g_01035	Syal.g_02416
OG0000639	Prat.g_01034	Syal.g_01868
OG0000640	Prat.g_01033	Syal.g_01869
OG0000641	Prat.g_01029	Syal.g_01873
OG0000642	Prat.g_01028	Syal.g_01874
OG0000643	Prat.g_01027	Syal.g_01875
OG0000644	Prat.g_01026	Syal.g_01876
OG0000645	Prat.g_01025	Syal.g_01878
OG0000646	Prat.g_01023	Syal.g_01881
OG0000647	Prat.g_01021	Syal.g_01883
OG0000648	Prat.g_01019	Syal.g_02438
OG0000649	Prat.g_01018	Syal.g_02439
OG0000650	Prat.g_01017	Syal.g_02440
OG0000651	Prat.g_01016	Syal.g_02441
OG0000652	Prat.g_01015	Syal.g_02442
OG0000653	Prat.g_01013	Syal.g_02444
OG0000654	Prat.g_01012	Syal.g_02445
OG0000655	Prat.g_01011	Syal.g_02446
OG0000656	Prat.g_01008	Syal.g_02449
OG0000657	Prat.g_01002	Syal.g_02460
OG0000658	Prat.g_01001	Syal.g_02465
OG0000659	Prat.g_01000	Syal.g_02466
OG0000660	Prat.g_00996	Syal.g_02470
OG0000661	Prat.g_00994	Syal.g_02472
OG0000662	Prat.g_00992	Syal.g_02474
OG0000663	Prat.g_00990	Syal.g_02477
OG0000664	Prat.g_00989	Syal.g_02478
OG0000665	Prat.g_00983	Syal.g_02593
OG0000666	Prat.g_00982	Syal.g_02605
OG0000667	Prat.g_00978	Syal.g_02192
OG0000668	Prat.g_00694	Syal.g_01920
OG0000669	Prat.g_00705	Syal.g_02295
OG0000670	Prat.g_00708	Syal.g_02956
OG0000671	Prat.g_00710	Syal.g_02291
OG0000672	Prat.g_00713	Syal.g_02288
OG0000673	Prat.g_00717	Syal.g_02285
OG0000674	Prat.g_00719	Syal.g_02283
OG0000675	Prat.g_00720	Syal.g_02282
OG0000676	Prat.g_00722	Syal.g_02272
OG0000677	Prat.g_00723	Syal.g_02271
OG0000678	Prat.g_00725	Syal.g_02264
OG0000679	Prat.g_00730	Syal.g_02252
OG0000680	Prat.g_00731	Syal.g_02251
OG0000681	Prat.g_00734	Syal.g_02248
OG0000682	Prat.g_00735	Syal.g_02247
OG0000683	Prat.g_00736	Syal.g_02246
OG0000684	Prat.g_00738	Syal.g_02242
OG0000685	Prat.g_00740	Syal.g_02240
OG0000686	Prat.g_00741	Syal.g_02239
OG0000687	Prat.g_00742	Syal.g_02237
OG0000688	Prat.g_01051	Syal.g_02225
OG0000689	Prat.g_01050	Syal.g_02223
OG0000690	Prat.g_01049	Syal.g_02222
OG0000691	Prat.g_01048	Syal.g_02221
OG0000692	Prat.g_01046	Syal.g_02220
OG0000693	Prat.g_01045	Syal.g_02218
OG0000694	Prat.g_01044	Syal.g_02217
OG0000695	Prat.g_00869	Syal.g_02027
OG0000696	Prat.g_00870	Syal.g_02026
OG0000697	Prat.g_00871	Syal.g_02025
OG0000698	Prat.g_00874	Syal.g_02022
OG0000699	Prat.g_00876	Syal.g_02021
OG0000700	Prat.g_00877	Syal.g_02020
OG0000701	Prat.g_00878	Syal.g_02019
OG0000702	Prat.g_00880	Syal.g_02011
OG0000703	Prat.g_00881	Syal.g_02010
OG0000704	Prat.g_00883	Syal.g_02008
OG0000705	Prat.g_00889	Syal.g_01999
OG0000706	Prat.g_00890	Syal.g_01998
OG0000707	Prat.g_00891	Syal.g_01997
OG0000708	Prat.g_00893	Syal.g_01994
OG0000709	Prat.g_00897	Syal.g_01986
OG0000710	Prat.g_00900	Syal.g_01982
OG0000711	Prat.g_00916	Syal.g_01954
OG0000712	Prat.g_00917	Syal.g_01952
OG0000713	Prat.g_00918	Syal.g_01951
OG0000714	Prat.g_00919	Syal.g_01948
OG0000715	Prat.g_00921	Syal.g_01934
OG0000716	Prat.g_00923	Syal.g_01930
OG0000717	Prat.g_00924	Syal.g_01929
OG0000718	Prat.g_00929	Syal.g_01925
OG0000719	Prat.g_00931	Syal.g_01922
OG0000720	Prat.g_00942	Syal.g_01908
OG0000721	Prat.g_00946	Syal.g_01906
OG0000722	Prat.g_00947	Syal.g_01905
OG0000723	Prat.g_00951	Syal.g_02433
OG0000724	Prat.g_00960	Syal.g_01829
OG0000725	Prat.g_00966	Syal.g_01820
OG0000726	Prat.g_00967	Syal.g_01819
OG0000727	Prat.g_00968	Syal.g_01818
OG0000728	Prat.g_00970	Syal.g_01816
OG0000729	Prat.g_01214	Syal.g_01510
OG0000730	Prat.g_01199	Syal.g_00345
OG0000731	Prat.g_00354	Syal.g_00356
OG0000732	Prat.g_01831	Syal.g_00149
OG0000733	Prat.g_01560	Syal.g_01105
OG0000734	Prat.g_01171	Syal.g_00828
OG0000735	Prat.g_01169	Syal.g_01627
OG0000736	Prat.g_01168	Syal.g_01628
OG0000737	Prat.g_01167	Syal.g_01629
OG0000738	Prat.g_01163	Syal.g_01634
OG0000739	Prat.g_01162	Syal.g_01645
OG0000740	Prat.g_01161	Syal.g_01646
OG0000741	Prat.g_01159	Syal.g_01649
OG0000742	Prat.g_01157	Syal.g_01652
OG0000743	Prat.g_01155	Syal.g_01654
OG0000744	Prat.g_01154	Syal.g_01655
OG0000745	Prat.g_01153	Syal.g_01657
OG0000746	Prat.g_01151	Syal.g_01659
OG0000747	Prat.g_01150	Syal.g_01660
OG0000748	Prat.g_01146	Syal.g_01674
OG0000749	Prat.g_01145	Syal.g_01675
OG0000750	Prat.g_01144	Syal.g_01676
OG0000751	Prat.g_01141	Syal.g_01688
OG0000752	Prat.g_01139	Syal.g_01690
OG0000753	Prat.g_01136	Syal.g_01693
OG0000754	Prat.g_01134	Syal.g_01698
OG0000755	Prat.g_01128	Syal.g_01707
OG0000756	Prat.g_01127	Syal.g_01708
OG0000757	Prat.g_01121	Syal.g_01715
OG0000758	Prat.g_01120	Syal.g_01716
OG0000759	Prat.g_01119	Syal.g_01717
OG0000760	Prat.g_01118	Syal.g_01718
OG0000761	Prat.g_01117	Syal.g_01719
OG0000762	Prat.g_01116	Syal.g_01721
OG0000763	Prat.g_01114	Syal.g_01723
OG0000764	Prat.g_01113	Syal.g_01724
OG0000765	Prat.g_01104	Syal.g_01768
OG0000766	Prat.g_01103	Syal.g_01767
OG0000767	Prat.g_01101	Syal.g_01765
OG0000768	Prat.g_01100	Syal.g_01764
OG0000769	Prat.g_01098	Syal.g_01762
OG0000770	Prat.g_00594	Syal.g_01758
OG0000771	Prat.g_01509	Syal.g_01835
OG0000772	Prat.g_00626	Syal.g_01641
OG0000773	Prat.g_01240	Syal.g_01618
OG0000774	Prat.g_01242	Syal.g_01610
OG0000775	Prat.g_01244	Syal.g_01608
OG0000776	Prat.g_01245	Syal.g_01607
OG0000777	Prat.g_01246	Syal.g_01606
OG0000778	Prat.g_01247	Syal.g_01605
OG0000779	Prat.g_01251	Syal.g_01599
OG0000780	Prat.g_01252	Syal.g_01594
OG0000781	Prat.g_01255	Syal.g_01590
OG0000782	Prat.g_01256	Syal.g_01589
OG0000783	Prat.g_01257	Syal.g_01588
OG0000784	Prat.g_01258	Syal.g_01587
OG0000785	Prat.g_01260	Syal.g_01585
OG0000786	Prat.g_01263	Syal.g_01579
OG0000787	Prat.g_01264	Syal.g_01578
OG0000788	Prat.g_01471	Syal.g_02619
OG0000789	Prat.g_01455	Syal.g_02598
OG0000790	Prat.g_01296	Syal.g_02883
OG0000791	Prat.g_01298	Syal.g_02882
OG0000792	Prat.g_01299	Syal.g_02881
OG0000793	Prat.g_01302	Syal.g_02876
OG0000794	Prat.g_01303	Syal.g_02875
OG0000795	Prat.g_01304	Syal.g_02874
OG0000796	Prat.g_01308	Syal.g_02870
OG0000797	Prat.g_01309	Syal.g_02869
OG0000799	Prat.g_01333	Syal.g_01547
OG0000800	Prat.g_01334	Syal.g_01542
OG0000801	Prat.g_01335	Syal.g_01541
OG0000802	Prat.g_01337	Syal.g_01536
OG0000803	Prat.g_01339	Syal.g_00040
OG0000804	Prat.g_01340	Syal.g_00036
OG0000805	Prat.g_01342	Syal.g_00030
OG0000806	Prat.g_01344	Syal.g_00028
OG0000807	Prat.g_01345	Syal.g_00026
OG0000808	Prat.g_01346	Syal.g_00025
OG0000809	Prat.g_01350	Syal.g_00022
OG0000810	Prat.g_01351	Syal.g_00021
OG0000811	Prat.g_01356	Syal.g_00380
OG0000812	Prat.g_01358	Syal.g_00382
OG0000813	Prat.g_01359	Syal.g_00383
OG0000814	Prat.g_01361	Syal.g_00385
OG0000815	Prat.g_01362	Syal.g_00391
OG0000816	Prat.g_01364	Syal.g_00393
OG0000817	Prat.g_01365	Syal.g_00394
OG0000818	Prat.g_01370	Syal.g_00401
OG0000819	Prat.g_01371	Syal.g_00402
OG0000820	Prat.g_01372	Syal.g_00403
OG0000821	Prat.g_01378	Syal.g_00409
OG0000822	Prat.g_01379	Syal.g_00411
OG0000823	Prat.g_01380	Syal.g_00412
OG0000824	Prat.g_01383	Syal.g_00417
OG0000825	Prat.g_01384	Syal.g_00418
OG0000826	Prat.g_01385	Syal.g_00419
OG0000827	Prat.g_01386	Syal.g_00420
OG0000828	Prat.g_01389	Syal.g_00423
OG0000829	Prat.g_01390	Syal.g_00424
OG0000830	Prat.g_01391	Syal.g_00425
OG0000831	Prat.g_01393	Syal.g_00427
OG0000832	Prat.g_01405	Syal.g_02967
OG0000833	Prat.g_01414	Syal.g_02976
OG0000834	Prat.g_01415	Syal.g_02979
OG0000835	Prat.g_01416	Syal.g_02980
OG0000836	Prat.g_01417	Syal.g_02983
OG0000837	Prat.g_01418	Syal.g_02984
OG0000838	Prat.g_01421	Syal.g_02988
OG0000839	Prat.g_01422	Syal.g_02989
OG0000840	Prat.g_01423	Syal.g_02990
OG0000841	Prat.g_01424	Syal.g_02991
OG0000842	Prat.g_01425	Syal.g_02992
OG0000843	Prat.g_01426	Syal.g_02993
OG0000844	Prat.g_01427	Syal.g_02995
OG0000845	Prat.g_01428	Syal.g_02996
OG0000846	Prat.g_01429	Syal.g_02997
OG0000847	Prat.g_01430	Syal.g_02998
OG0000848	Prat.g_01431	Syal.g_03000
OG0000849	Prat.g_01432	Syal.g_03001
OG0000850	Prat.g_01434	Syal.g_03008
OG0000851	Prat.g_01435	Syal.g_00561
OG0000852	Prat.g_01436	Syal.g_00562
OG0000853	Prat.g_01441	Syal.g_00566
OG0000854	Prat.g_01443	Syal.g_00568
OG0000855	Prat.g_01444	Syal.g_00569
OG0000856	Prat.g_01457	Syal.g_02704
OG0000857	Prat.g_01022	Syal.g_01882
OG0000858	Prat.g_01585	Syal.g_00576
OG0000859	Prat.g_01586	Syal.g_00577
OG0000860	Prat.g_01594	Syal.g_00589
OG0000861	Prat.g_01595	Syal.g_00590
OG0000862	Prat.g_01596	Syal.g_00591
OG0000863	Prat.g_01598	Syal.g_00594
OG0000864	Prat.g_01599	Syal.g_00595
OG0000865	Prat.g_01600	Syal.g_00596
OG0000866	Prat.g_01601	Syal.g_00597
OG0000867	Prat.g_01602	Syal.g_00598
OG0000868	Prat.g_01603	Syal.g_00604
OG0000869	Prat.g_01606	Syal.g_00609
OG0000870	Prat.g_01611	Syal.g_00614
OG0000871	Prat.g_01612	Syal.g_00615
OG0000872	Prat.g_01613	Syal.g_00621
OG0000873	Prat.g_01616	Syal.g_00624
OG0000874	Prat.g_01619	Syal.g_00627
OG0000875	Prat.g_01621	Syal.g_00629
OG0000876	Prat.g_01622	Syal.g_00631
OG0000877	Prat.g_01624	Syal.g_00633
OG0000878	Prat.g_01625	Syal.g_00634
OG0000879	Prat.g_01626	Syal.g_00635
OG0000880	Prat.g_01627	Syal.g_00636
OG0000881	Prat.g_01631	Syal.g_00641
OG0000882	Prat.g_01636	Syal.g_00646
OG0000883	Prat.g_01639	Syal.g_00648
OG0000884	Prat.g_01641	Syal.g_00650
OG0000885	Prat.g_01642	Syal.g_00651
OG0000886	Prat.g_01643	Syal.g_00652
OG0000887	Prat.g_01644	Syal.g_00653
OG0000888	Prat.g_01646	Syal.g_00655
OG0000889	Prat.g_01648	Syal.g_00657
OG0000890	Prat.g_01649	Syal.g_00663
OG0000891	Prat.g_01650	Syal.g_00664
OG0000892	Prat.g_01652	Syal.g_00668
OG0000893	Prat.g_01655	Syal.g_00193
OG0000894	Prat.g_01658	Syal.g_00196
OG0000895	Prat.g_01662	Syal.g_00200
OG0000896	Prat.g_01663	Syal.g_00201
OG0000897	Prat.g_01665	Syal.g_00203
OG0000898	Prat.g_01666	Syal.g_00204
OG0000899	Prat.g_01667	Syal.g_00205
OG0000900	Prat.g_01668	Syal.g_00206
OG0000901	Prat.g_01671	Syal.g_00211
OG0000902	Prat.g_01673	Syal.g_00213
OG0000903	Prat.g_01677	Syal.g_00227
OG0000904	Prat.g_01682	Syal.g_00222
OG0000905	Prat.g_01675	Syal.g_00217
OG0000906	Prat.g_01674	Syal.g_00215
OG0000907	Prat.g_01684	Syal.g_00229
OG0000908	Prat.g_01687	Syal.g_00232
OG0000909	Prat.g_01688	Syal.g_00233
OG0000910	Prat.g_01689	Syal.g_00234
OG0000911	Prat.g_01691	Syal.g_00237
OG0000912	Prat.g_01692	Syal.g_00238
OG0000913	Prat.g_01693	Syal.g_00239
OG0000914	Prat.g_01694	Syal.g_00240
OG0000915	Prat.g_01695	Syal.g_00241
OG0000916	Prat.g_01696	Syal.g_00242
OG0000917	Prat.g_01697	Syal.g_00243
OG0000918	Prat.g_01698	Syal.g_00244
OG0000919	Prat.g_01699	Syal.g_00245
OG0000920	Prat.g_01700	Syal.g_00246
OG0000921	Prat.g_01701	Syal.g_00247
OG0000922	Prat.g_01702	Syal.g_00248
OG0000923	Prat.g_01706	Syal.g_00252
OG0000924	Prat.g_01707	Syal.g_00253
OG0000925	Prat.g_01708	Syal.g_00254
OG0000926	Prat.g_01709	Syal.g_00255
OG0000927	Prat.g_01711	Syal.g_00257
OG0000928	Prat.g_01712	Syal.g_00258
OG0000929	Prat.g_01713	Syal.g_00259
OG0000930	Prat.g_01714	Syal.g_00260
OG0000931	Prat.g_01715	Syal.g_00261
OG0000932	Prat.g_01327	Syal.g_00262
OG0000933	Prat.g_01719	Syal.g_00268
OG0000934	Prat.g_01721	Syal.g_00270
OG0000935	Prat.g_01722	Syal.g_00271
OG0000936	Prat.g_01723	Syal.g_00272
OG0000937	Prat.g_01724	Syal.g_00273
OG0000938	Prat.g_01727	Syal.g_00276
OG0000939	Prat.g_01728	Syal.g_00277
OG0000940	Prat.g_01735	Syal.g_00285
OG0000941	Prat.g_01737	Syal.g_00287
OG0000942	Prat.g_01739	Syal.g_00289
OG0000943	Prat.g_01740	Syal.g_00290
OG0000944	Prat.g_01742	Syal.g_00292
OG0000945	Prat.g_01744	Syal.g_00294
OG0000946	Prat.g_01748	Syal.g_00301
OG0000947	Prat.g_01750	Syal.g_00304
OG0000948	Prat.g_01751	Syal.g_00305
OG0000949	Prat.g_01754	Syal.g_01341
OG0000950	Prat.g_01760	Syal.g_01348
OG0000951	Prat.g_01764	Syal.g_01353
OG0000952	Prat.g_01768	Syal.g_01363
OG0000953	Prat.g_01772	Syal.g_01435
OG0000954	Prat.g_01777	Syal.g_01443
OG0000955	Prat.g_01778	Syal.g_01444
OG0000956	Prat.g_01780	Syal.g_01446
OG0000957	Prat.g_01786	Syal.g_01457
OG0000958	Prat.g_01787	Syal.g_01458
OG0000959	Prat.g_01791	Syal.g_01482
OG0000960	Prat.g_01792	Syal.g_01483
OG0000961	Prat.g_01795	Syal.g_01507
OG0000962	Prat.g_01797	Syal.g_01509
OG0000963	Prat.g_01801	Syal.g_01514
OG0000964	Prat.g_01802	Syal.g_01515
OG0000965	Prat.g_01803	Syal.g_01516
OG0000966	Prat.g_01809	Syal.g_00176
OG0000967	Prat.g_01813	Syal.g_00171
OG0000968	Prat.g_01815	Syal.g_00169
OG0000969	Prat.g_01816	Syal.g_00167
OG0000970	Prat.g_01817	Syal.g_00166
OG0000971	Prat.g_01818	Syal.g_00164
OG0000972	Prat.g_01819	Syal.g_00163
OG0000973	Prat.g_01820	Syal.g_00162
OG0000974	Prat.g_01821	Syal.g_00161
OG0000975	Prat.g_01822	Syal.g_00160
OG0000976	Prat.g_01823	Syal.g_00159
OG0000977	Prat.g_01824	Syal.g_00157
OG0000978	Prat.g_01825	Syal.g_00156
OG0000979	Prat.g_01828	Syal.g_00153
OG0000980	Prat.g_01830	Syal.g_00150
OG0000981	Prat.g_01833	Syal.g_00147
OG0000982	Prat.g_01835	Syal.g_01068
OG0000983	Prat.g_01836	Syal.g_01069
OG0000984	Prat.g_01837	Syal.g_01070
OG0000985	Prat.g_01840	Syal.g_01074
OG0000986	Prat.g_01842	Syal.g_01076
OG0000987	Prat.g_01843	Syal.g_01080
OG0000988	Prat.g_01846	Syal.g_01086
OG0000989	Prat.g_01850	Syal.g_01098
OG0000990	Prat.g_01856	Syal.g_01118
OG0000991	Prat.g_01857	Syal.g_01120
OG0000992	Prat.g_01860	Syal.g_01122
OG0000993	Prat.g_01861	Syal.g_01123
OG0000994	Prat.g_01862	Syal.g_01127
OG0000995	Prat.g_01866	Syal.g_01132
OG0000996	Prat.g_01867	Syal.g_01162
OG0000997	Prat.g_01869	Syal.g_01171
OG0000998	Prat.g_01871	Syal.g_01173
OG0000999	Prat.g_01872	Syal.g_01174
OG0001000	Prat.g_01875	Syal.g_01177
OG0001001	Prat.g_01879	Syal.g_01182
OG0001002	Prat.g_01884	Syal.g_00082
OG0001003	Prat.g_01885	Syal.g_00084
OG0001004	Prat.g_01886	Syal.g_00085
OG0001005	Prat.g_01887	Syal.g_00087
OG0001006	Prat.g_01891	Syal.g_00094
OG0001007	Prat.g_01893	Syal.g_00096
OG0001008	Prat.g_00397	Syal.g_00524
OG0001009	Prat.g_00028	Syal.g_00129
OG0001010	Prat.g_00029	Syal.g_00130
OG0001011	Prat.g_00031	Syal.g_00131
OG0001012	Prat.g_00046	Syal.g_01064
OG0001013	Prat.g_00053	Syal.g_01026
OG0001014	Prat.g_00056	Syal.g_01022
OG0001015	Prat.g_00057	Syal.g_01021
OG0001016	Prat.g_00070	Syal.g_00756
OG0001017	Prat.g_00074	Syal.g_00762
OG0001018	Prat.g_00076	Syal.g_00764
OG0001019	Prat.g_00087	Syal.g_00785
OG0001020	Prat.g_00088	Syal.g_00796
OG0001021	Prat.g_00089	Syal.g_00800
OG0001022	Prat.g_00091	Syal.g_00805
OG0001023	Prat.g_00092	Syal.g_00806
OG0001024	Prat.g_00095	Syal.g_00810
OG0001025	Prat.g_00102	Syal.g_00817
OG0001026	Prat.g_00110	Syal.g_00830
OG0001027	Prat.g_00111	Syal.g_00834
OG0001028	Prat.g_00113	Syal.g_00836
OG0001029	Prat.g_00114	Syal.g_00838
OG0001030	Prat.g_00130	Syal.g_00860
OG0001031	Prat.g_00188	Syal.g_00936
OG0001032	Prat.g_00189	Syal.g_00938
OG0001033	Prat.g_00210	Syal.g_00972
OG0001034	Prat.g_00241	Syal.g_00684
OG0001035	Prat.g_00261	Syal.g_01226
OG0001036	Prat.g_00266	Syal.g_01231
OG0001037	Prat.g_00267	Syal.g_01233
OG0001038	Prat.g_00285	Syal.g_01261
OG0001039	Prat.g_00288	Syal.g_01264
OG0001040	Prat.g_00291	Syal.g_01267
OG0001041	Prat.g_00295	Syal.g_01272
OG0001042	Prat.g_00312	Syal.g_01300
OG0001043	Prat.g_00313	Syal.g_01304
OG0001044	Prat.g_00347	Syal.g_00346
OG0001045	Prat.g_00356	Syal.g_00359
OG0001046	Prat.g_01469	Syal.g_01967
OG0001047	Prat.g_00399	Syal.g_00522
OG0001048	Prat.g_00400	Syal.g_00521
OG0001049	Prat.g_00403	Syal.g_00518
OG0001050	Prat.g_00404	Syal.g_00517
OG0001051	Prat.g_00405	Syal.g_00516
OG0001052	Prat.g_00430	Syal.g_00467
OG0001053	Prat.g_00443	Syal.g_02900
OG0001054	Prat.g_00459	Syal.g_02919
OG0001055	Prat.g_00480	Syal.g_02940
OG0001056	Prat.g_00498	Syal.g_02833
OG0001057	Prat.g_00502	Syal.g_01574
OG0001058	Prat.g_00510	Syal.g_02812
OG0001059	Prat.g_00515	Syal.g_02808
OG0001060	Prat.g_00522	Syal.g_02801
OG0001061	Prat.g_00538	Syal.g_02783
OG0001062	Prat.g_00540	Syal.g_02781
OG0001063	Prat.g_00542	Syal.g_02776
OG0001064	Prat.g_00543	Syal.g_02775
OG0001065	Prat.g_00544	Syal.g_02774
OG0001066	Prat.g_00545	Syal.g_02773
OG0001067	Prat.g_00546	Syal.g_02772
OG0001068	Prat.g_00547	Syal.g_02771
OG0001069	Prat.g_00548	Syal.g_02770
OG0001070	Prat.g_00550	Syal.g_02766
OG0001071	Prat.g_00551	Syal.g_02765
OG0001072	Prat.g_00552	Syal.g_02761
OG0001073	Prat.g_00566	Syal.g_02746
OG0001074	Prat.g_00579	Syal.g_02575
OG0001075	Prat.g_00580	Syal.g_02726
OG0001076	Prat.g_00587	Syal.g_02712
OG0001077	Prat.g_00592	Syal.g_02702
OG0001078	Prat.g_01089	Syal.g_02635
OG0001079	Prat.g_01077	Syal.g_02618
OG0001080	Prat.g_01071	Syal.g_02514
OG0001081	Prat.g_01069	Syal.g_02175
OG0001082	Prat.g_01068	Syal.g_02176
OG0001083	Prat.g_01063	Syal.g_02184
OG0001084	Prat.g_01062	Syal.g_02187
OG0001085	Prat.g_00744	Syal.g_02206
OG0001086	Prat.g_00745	Syal.g_02208
OG0001087	Prat.g_00762	Syal.g_01782
OG0001088	Prat.g_00763	Syal.g_01785
OG0001089	Prat.g_00774	Syal.g_01811
OG0001090	Prat.g_00789	Syal.g_01859
OG0001091	Prat.g_00791	Syal.g_01862
OG0001092	Prat.g_00792	Syal.g_01864
OG0001093	Prat.g_00800	Syal.g_02419
OG0001094	Prat.g_01043	Syal.g_02216
OG0001095	Prat.g_01024	Syal.g_01879
OG0001096	Prat.g_01010	Syal.g_02447
OG0001097	Prat.g_00993	Syal.g_02473
OG0001098	Prat.g_00974	Syal.g_02083
OG0001099	Prat.g_00699	Syal.g_00837
OG0001100	Prat.g_00707	Syal.g_02293
OG0001101	Prat.g_00709	Syal.g_02292
OG0001102	Prat.g_00712	Syal.g_02289
OG0001103	Prat.g_00715	Syal.g_02287
OG0001104	Prat.g_00739	Syal.g_02241
OG0001105	Prat.g_00743	Syal.g_02236
OG0001106	Prat.g_00884	Syal.g_02007
OG0001107	Prat.g_00894	Syal.g_01993
OG0001108	Prat.g_00898	Syal.g_01985
OG0001109	Prat.g_00899	Syal.g_01983
OG0001110	Prat.g_00901	Syal.g_01981
OG0001111	Prat.g_00902	Syal.g_01979
OG0001112	Prat.g_00903	Syal.g_01977
OG0001113	Prat.g_00904	Syal.g_02244
OG0001114	Prat.g_00905	Syal.g_01976
OG0001115	Prat.g_00907	Syal.g_01972
OG0001116	Prat.g_00908	Syal.g_01970
OG0001117	Prat.g_00909	Syal.g_01969
OG0001118	Prat.g_00910	Syal.g_01968
OG0001119	Prat.g_00911	Syal.g_01966
OG0001120	Prat.g_00913	Syal.g_01962
OG0001122	Prat.g_00932	Syal.g_01921
OG0001123	Prat.g_00937	Syal.g_01913
OG0001124	Prat.g_00939	Syal.g_01911
OG0001125	Prat.g_00941	Syal.g_01909
OG0001126	Prat.g_00955	Syal.g_01837
OG0001127	Prat.g_00956	Syal.g_01836
OG0001128	Prat.g_00957	Syal.g_01833
OG0001129	Prat.g_00958	Syal.g_01831
OG0001130	Prat.g_00959	Syal.g_01830
OG0001131	Prat.g_01204	Syal.g_02260
OG0001132	Prat.g_01479	Syal.g_02553
OG0001133	Prat.g_01211	Syal.g_02710
OG0001134	Prat.g_01495, Prat.g_01561	Syal.g_02506
OG0001135	Prat.g_01557	Syal.g_02505
OG0001136	Prat.g_01158	Syal.g_01650
OG0001137	Prat.g_01147	Syal.g_01673
OG0001138	Prat.g_01126	Syal.g_01709
OG0001139	Prat.g_01124	Syal.g_01711
OG0001141	Prat.g_01123	Syal.g_01713
OG0001142	Prat.g_01122	Syal.g_01714
OG0001143	Prat.g_01115	Syal.g_01722
OG0001144	Prat.g_01110	Syal.g_01736
OG0001145	Prat.g_01241	Syal.g_01614
OG0001146	Prat.g_01253	Syal.g_01593
OG0001147	Prat.g_01287	Syal.g_00458
OG0001148	Prat.g_01293	Syal.g_02886
OG0001149	Prat.g_01294	Syal.g_02885
OG0001150	Prat.g_01295	Syal.g_02884
OG0001151	Prat.g_01306	Syal.g_02872
OG0001152	Prat.g_01307	Syal.g_02871
OG0001153	Prat.g_01387	Syal.g_00421
OG0001154	Prat.g_01388	Syal.g_00422
OG0001155	Prat.g_01407	Syal.g_02969
OG0001156	Prat.g_01410	Syal.g_02972
OG0001157	Prat.g_01411	Syal.g_02973
OG0001158	Prat.g_01412	Syal.g_02974
OG0001159	Prat.g_01413	Syal.g_02975
OG0001160	Prat.g_01439	Syal.g_00564
