Orthogroup	Prat	Praf
OG0000573	Prat.g_00554	Praf.g_00740
OG0000574	Prat.g_00555	Praf.g_00741
OG0000575	Prat.g_00559	Praf.g_00751
OG0000576	Prat.g_00561	Praf.g_00753
OG0000577	Prat.g_00562	Praf.g_00754
OG0000578	Prat.g_00563	Praf.g_00755
OG0000579	Prat.g_00564	Praf.g_00756
OG0000580	Prat.g_00565	Praf.g_00757
OG0000581	Prat.g_00568	Praf.g_00761
OG0000582	Prat.g_00571	Praf.g_00765
OG0000583	Prat.g_00572	Praf.g_00766
OG0000584	Prat.g_00573	Praf.g_00767
OG0000585	Prat.g_00575	Praf.g_00769
OG0000586	Prat.g_00576	Praf.g_00771
OG0000587	Prat.g_00577	Praf.g_00773
OG0000588	Prat.g_00582	Praf.g_01663
OG0000589	Prat.g_00584	Praf.g_01666
OG0000590	Prat.g_00585	Praf.g_01667
OG0000591	Prat.g_00589	Praf.g_01674
OG0000592	Prat.g_00590	Praf.g_01675
OG0000593	Prat.g_01094	Praf.g_01688
OG0000594	Prat.g_01093	Praf.g_01689
OG0000595	Prat.g_01091	Praf.g_01690
OG0000596	Prat.g_01087	Praf.g_01695
OG0000597	Prat.g_01084	Praf.g_01698
OG0000598	Prat.g_01083	Praf.g_01699
OG0000599	Prat.g_01080	Praf.g_01709
OG0000600	Prat.g_01079	Praf.g_01710
OG0000601	Prat.g_01078	Praf.g_01711
OG0000602	Prat.g_01076	Praf.g_01716
OG0000603	Prat.g_01075	Praf.g_01717
OG0000604	Prat.g_01074	Praf.g_01718
OG0000605	Prat.g_01073	Praf.g_01720
OG0000606	Prat.g_01070	Praf.g_01727
OG0000607	Prat.g_01067	Praf.g_01730
OG0000608	Prat.g_01066	Praf.g_01731
OG0000609	Prat.g_01065	Praf.g_01733
OG0000610	Prat.g_01059	Praf.g_01741
OG0000611	Prat.g_01056	Praf.g_01744
OG0000612	Prat.g_01055	Praf.g_01745
OG0000613	Prat.g_00747	Praf.g_02344
OG0000614	Prat.g_00767	Praf.g_01207
OG0000615	Prat.g_00777	Praf.g_01489
OG0000616	Prat.g_01882	Praf.g_02767
OG0000617	Prat.g_00797	Praf.g_01308
OG0000618	Prat.g_00798	Praf.g_01309
OG0000619	Prat.g_00799	Praf.g_01310
OG0000620	Prat.g_00802	Praf.g_01314
OG0000621	Prat.g_00803	Praf.g_01315
OG0000622	Prat.g_00804	Praf.g_01316
OG0000623	Prat.g_00805	Praf.g_01317
OG0000624	Prat.g_00807	Praf.g_01318
OG0000625	Prat.g_00808	Praf.g_01319
OG0000626	Prat.g_00809	Praf.g_01320
OG0000627	Prat.g_00811	Praf.g_01441
OG0000628	Prat.g_00812	Praf.g_01440
OG0000629	Prat.g_00813	Praf.g_01437
OG0000630	Prat.g_00816	Praf.g_01433
OG0000631	Prat.g_00865	Praf.g_01429
OG0000632	Prat.g_00866	Praf.g_01428
OG0000633	Prat.g_00867	Praf.g_01427
OG0000634	Prat.g_01041	Praf.g_01526
OG0000635	Prat.g_01040	Praf.g_01527
OG0000636	Prat.g_01038	Praf.g_01529
OG0000637	Prat.g_01036	Praf.g_01531
OG0000638	Prat.g_01035	Praf.g_01532
OG0000639	Prat.g_01034	Praf.g_01533
OG0000640	Prat.g_01033	Praf.g_01534
OG0000641	Prat.g_01029	Praf.g_01538
OG0000642	Prat.g_01028	Praf.g_01539
OG0000643	Prat.g_01027	Praf.g_01540
OG0000644	Prat.g_01026	Praf.g_01541
OG0000645	Prat.g_01025	Praf.g_01542
OG0000646	Prat.g_01023	Praf.g_01545
OG0000647	Prat.g_01021	Praf.g_01547
OG0000648	Prat.g_01019	Praf.g_01549
OG0000649	Prat.g_01018	Praf.g_01550
OG0000650	Prat.g_01017	Praf.g_01551
OG0000651	Prat.g_01016	Praf.g_01552
OG0000652	Prat.g_01015	Praf.g_01553
OG0000653	Prat.g_01013	Praf.g_01557
OG0000654	Prat.g_01012	Praf.g_01558
OG0000655	Prat.g_01011	Praf.g_01559
OG0000656	Prat.g_01008	Praf.g_01562
OG0000657	Prat.g_01002	Praf.g_01592
OG0000658	Prat.g_01001	Praf.g_01594
OG0000659	Prat.g_01000	Praf.g_01595
OG0000660	Prat.g_00996	Praf.g_01599
OG0000661	Prat.g_00994	Praf.g_01601
OG0000662	Prat.g_00992	Praf.g_01603
OG0000663	Prat.g_00990	Praf.g_01606
OG0000664	Prat.g_00989	Praf.g_01607
OG0000665	Prat.g_00983	Praf.g_01620
OG0000666	Prat.g_00982	Praf.g_01622
OG0000667	Prat.g_00978	Praf.g_01629
OG0000668	Prat.g_00694	Praf.g_01339
OG0000669	Prat.g_00705	Praf.g_01638
OG0000670	Prat.g_00708	Praf.g_00961
OG0000671	Prat.g_00710	Praf.g_01456
OG0000672	Prat.g_00713	Praf.g_01459
OG0000673	Prat.g_00717	Praf.g_01462
OG0000674	Prat.g_00719	Praf.g_01464
OG0000675	Prat.g_00720	Praf.g_01465
OG0000676	Prat.g_00722	Praf.g_01467
OG0000677	Prat.g_00723	Praf.g_01469
OG0000678	Prat.g_00725	Praf.g_01475
OG0000679	Prat.g_00730	Praf.g_01494
OG0000680	Prat.g_00731	Praf.g_01495
OG0000681	Prat.g_00734	Praf.g_01497
OG0000682	Prat.g_00735	Praf.g_01498
OG0000683	Prat.g_00736	Praf.g_01499
OG0000684	Prat.g_00738	Praf.g_01512
OG0000685	Prat.g_00740	Praf.g_01510
OG0000686	Prat.g_00741	Praf.g_01509
OG0000687	Prat.g_00742	Praf.g_01508
OG0000688	Prat.g_01051	Praf.g_01515
OG0000689	Prat.g_01050	Praf.g_01516
OG0000690	Prat.g_01049	Praf.g_01517
OG0000691	Prat.g_01048	Praf.g_01519
OG0000692	Prat.g_01046	Praf.g_01520
OG0000693	Prat.g_01045	Praf.g_01522
OG0000694	Prat.g_01044	Praf.g_01523
OG0000695	Prat.g_00869	Praf.g_01425
OG0000696	Prat.g_00870	Praf.g_01424
OG0000697	Prat.g_00871	Praf.g_01422
OG0000698	Prat.g_00874	Praf.g_01419
OG0000699	Prat.g_00876	Praf.g_01417
OG0000700	Prat.g_00877	Praf.g_01416
OG0000701	Prat.g_00878	Praf.g_01415
OG0000702	Prat.g_00880	Praf.g_01408
OG0000703	Prat.g_00881	Praf.g_01407
OG0000704	Prat.g_00883	Praf.g_01405
OG0000705	Prat.g_00889	Praf.g_01399
OG0000706	Prat.g_00890	Praf.g_01398
OG0000707	Prat.g_00891	Praf.g_01397
OG0000708	Prat.g_00893	Praf.g_01395
OG0000709	Prat.g_00897	Praf.g_01388
OG0000710	Prat.g_00900	Praf.g_01383, Praf.g_01384
OG0000711	Prat.g_00916	Praf.g_01360
OG0000712	Prat.g_00917	Praf.g_01359
OG0000713	Prat.g_00918	Praf.g_01358
OG0000714	Prat.g_00919	Praf.g_01355
OG0000715	Prat.g_00921	Praf.g_01353
OG0000716	Prat.g_00923	Praf.g_01349
OG0000717	Prat.g_00924	Praf.g_01348
OG0000718	Prat.g_00929	Praf.g_01343
OG0000719	Prat.g_00931	Praf.g_01341
OG0000720	Prat.g_00942	Praf.g_01328
OG0000721	Prat.g_00946	Praf.g_01327
OG0000722	Prat.g_00947	Praf.g_01326
OG0000723	Prat.g_00951	Praf.g_01322
OG0000724	Prat.g_00960	Praf.g_01279
OG0000725	Prat.g_00966	Praf.g_01270
OG0000726	Prat.g_00967	Praf.g_01269
OG0000727	Prat.g_00968	Praf.g_01268
OG0000728	Prat.g_00970	Praf.g_01267
OG0000729	Prat.g_01214	Praf.g_00162
OG0000730	Prat.g_01199	Praf.g_02056
OG0000731	Prat.g_00354	Praf.g_02047
OG0000732	Prat.g_01831	Praf.g_00055
OG0000733	Prat.g_01560	Praf.g_02698
OG0000734	Prat.g_01171	Praf.g_00233
OG0000735	Prat.g_01169	Praf.g_00822
OG0000736	Prat.g_01168	Praf.g_00823
OG0000737	Prat.g_01167	Praf.g_00824
OG0000738	Prat.g_01163	Praf.g_00830
OG0000739	Prat.g_01162	Praf.g_00832
OG0000740	Prat.g_01161	Praf.g_00833
OG0000741	Prat.g_01159	Praf.g_00836
OG0000742	Prat.g_01157	Praf.g_00853
OG0000743	Prat.g_01155	Praf.g_00855
OG0000744	Prat.g_01154	Praf.g_00856
OG0000745	Prat.g_01153	Praf.g_00858
OG0000746	Prat.g_01151	Praf.g_00860
OG0000747	Prat.g_01150	Praf.g_00861
OG0000748	Prat.g_01146	Praf.g_00873
OG0000749	Prat.g_01145	Praf.g_00874
OG0000750	Prat.g_01144	Praf.g_00875
OG0000751	Prat.g_01141	Praf.g_00880
OG0000752	Prat.g_01139	Praf.g_00882
OG0000753	Prat.g_01136	Praf.g_00885
OG0000754	Prat.g_01134	Praf.g_00914
OG0000755	Prat.g_01128	Praf.g_00921
OG0000756	Prat.g_01127	Praf.g_00922
OG0000757	Prat.g_01121	Praf.g_00929
OG0000758	Prat.g_01120	Praf.g_00930
OG0000759	Prat.g_01119	Praf.g_00931
OG0000760	Prat.g_01118	Praf.g_00932
OG0000761	Prat.g_01117	Praf.g_00933
OG0000762	Prat.g_01116	Praf.g_00913
OG0000763	Prat.g_01114	Praf.g_00911
OG0000764	Prat.g_01113	Praf.g_00910
OG0000765	Prat.g_01104	Praf.g_00895
OG0000766	Prat.g_01103	Praf.g_00894
OG0000767	Prat.g_01101	Praf.g_00892
OG0000768	Prat.g_01100	Praf.g_00891
OG0000769	Prat.g_01098	Praf.g_00887
OG0000770	Prat.g_00594	Praf.g_00937
OG0000771	Prat.g_01509	Praf.g_01285
OG0000772	Prat.g_00626	Praf.g_00548
OG0000773	Prat.g_01240	Praf.g_00808
OG0000774	Prat.g_01242	Praf.g_00804
OG0000775	Prat.g_01244	Praf.g_00802
OG0000776	Prat.g_01245	Praf.g_00801
OG0000777	Prat.g_01246	Praf.g_00800
OG0000778	Prat.g_01247	Praf.g_00799
OG0000779	Prat.g_01251	Praf.g_00794
OG0000780	Prat.g_01252	Praf.g_00791
OG0000781	Prat.g_01255	Praf.g_00787
OG0000782	Prat.g_01256	Praf.g_00786
OG0000783	Prat.g_01257	Praf.g_00785
OG0000784	Prat.g_01258	Praf.g_00784
OG0000785	Prat.g_01260	Praf.g_00782
OG0000786	Prat.g_01263	Praf.g_00777
OG0000787	Prat.g_01264	Praf.g_00776
OG0000788	Prat.g_01471	Praf.g_01996
OG0000789	Prat.g_01455	Praf.g_01001
OG0000790	Prat.g_01296	Praf.g_00579
OG0000791	Prat.g_01298	Praf.g_00577
OG0000792	Prat.g_01299	Praf.g_00576
OG0000793	Prat.g_01302	Praf.g_00572
OG0000794	Prat.g_01303	Praf.g_00571
OG0000795	Prat.g_01304	Praf.g_00570
OG0000796	Prat.g_01308	Praf.g_00566
OG0000797	Prat.g_01309	Praf.g_00565
OG0000799	Prat.g_01333	Praf.g_01765
OG0000800	Prat.g_01334	Praf.g_01766
OG0000801	Prat.g_01335	Praf.g_01767
OG0000802	Prat.g_01337	Praf.g_01773
OG0000803	Prat.g_01339	Praf.g_01779
OG0000804	Prat.g_01340	Praf.g_01781
OG0000805	Prat.g_01342	Praf.g_01783
OG0000806	Prat.g_01344	Praf.g_01785
OG0000807	Prat.g_01345	Praf.g_01787
OG0000808	Prat.g_01346	Praf.g_01788
OG0000809	Prat.g_01350	Praf.g_01792
OG0000810	Prat.g_01351	Praf.g_01793
OG0000811	Prat.g_01356	Praf.g_01801
OG0000812	Prat.g_01358	Praf.g_01803
OG0000813	Prat.g_01359	Praf.g_01804
OG0000814	Prat.g_01361	Praf.g_01806
OG0000815	Prat.g_01362	Praf.g_01807
OG0000816	Prat.g_01364	Praf.g_01809
OG0000817	Prat.g_01365	Praf.g_01810
OG0000818	Prat.g_01370	Praf.g_01822
OG0000819	Prat.g_01371	Praf.g_01823
OG0000820	Prat.g_01372	Praf.g_01824
OG0000821	Prat.g_01378	Praf.g_01831
OG0000822	Prat.g_01379	Praf.g_01833
OG0000823	Prat.g_01380	Praf.g_01834
OG0000824	Prat.g_01383	Praf.g_01838
OG0000825	Prat.g_01384	Praf.g_01839
OG0000826	Prat.g_01385	Praf.g_01840
OG0000827	Prat.g_01386	Praf.g_01841
OG0000828	Prat.g_01389	Praf.g_01844
OG0000829	Prat.g_01390	Praf.g_01845
OG0000830	Prat.g_01391	Praf.g_01846
OG0000831	Prat.g_01393	Praf.g_01849
OG0000832	Prat.g_01405	Praf.g_00542
OG0000833	Prat.g_01414	Praf.g_00534
OG0000834	Prat.g_01415	Praf.g_00533
OG0000835	Prat.g_01416	Praf.g_00532
OG0000836	Prat.g_01417	Praf.g_00530
OG0000837	Prat.g_01418	Praf.g_00529
OG0000838	Prat.g_01421	Praf.g_00525
OG0000839	Prat.g_01422	Praf.g_00524
OG0000840	Prat.g_01423	Praf.g_00523
OG0000841	Prat.g_01424	Praf.g_00522
OG0000842	Prat.g_01425	Praf.g_00521
OG0000843	Prat.g_01426	Praf.g_00520
OG0000844	Prat.g_01427	Praf.g_00518
OG0000845	Prat.g_01428	Praf.g_00517
OG0000846	Prat.g_01429	Praf.g_00516
OG0000847	Prat.g_01430	Praf.g_00515
OG0000848	Prat.g_01431	Praf.g_00513
OG0000849	Prat.g_01432	Praf.g_00512
OG0000850	Prat.g_01434	Praf.g_00511
OG0000851	Prat.g_01435	Praf.g_00508
OG0000852	Prat.g_01436	Praf.g_00507
OG0000853	Prat.g_01441	Praf.g_00502
OG0000854	Prat.g_01443	Praf.g_00500
OG0000855	Prat.g_01444	Praf.g_00499
OG0000856	Prat.g_01457	Praf.g_01677
OG0000857	Prat.g_01022	Praf.g_01546
OG0000858	Prat.g_01585	Praf.g_00490
OG0000859	Prat.g_01586	Praf.g_00489
OG0000860	Prat.g_01594	Praf.g_00478
OG0000861	Prat.g_01595	Praf.g_00477
OG0000862	Prat.g_01596	Praf.g_00475
OG0000863	Prat.g_01598	Praf.g_00472
OG0000864	Prat.g_01599	Praf.g_00471
OG0000865	Prat.g_01600	Praf.g_00470
OG0000866	Prat.g_01601	Praf.g_00469
OG0000867	Prat.g_01602	Praf.g_00468
OG0000868	Prat.g_01603	Praf.g_00466
OG0000869	Prat.g_01606	Praf.g_00463
OG0000870	Prat.g_01611	Praf.g_00458
OG0000871	Prat.g_01612	Praf.g_00457
OG0000872	Prat.g_01613	Praf.g_00455
OG0000873	Prat.g_01616	Praf.g_00452
OG0000874	Prat.g_01619	Praf.g_00448
OG0000875	Prat.g_01621	Praf.g_00447
OG0000876	Prat.g_01622	Praf.g_00446
OG0000877	Prat.g_01624	Praf.g_00443
OG0000878	Prat.g_01625	Praf.g_00442
OG0000879	Prat.g_01626	Praf.g_00441
OG0000880	Prat.g_01627	Praf.g_00440
OG0000881	Prat.g_01631	Praf.g_00434
OG0000882	Prat.g_01636	Praf.g_00429
OG0000883	Prat.g_01639	Praf.g_00427
OG0000884	Prat.g_01641	Praf.g_00425
OG0000885	Prat.g_01642	Praf.g_00424
OG0000886	Prat.g_01643	Praf.g_00423
OG0000887	Prat.g_01644	Praf.g_00422
OG0000888	Prat.g_01646	Praf.g_00420
OG0000889	Prat.g_01648	Praf.g_00418
OG0000890	Prat.g_01649	Praf.g_00405
OG0000891	Prat.g_01650	Praf.g_00404
OG0000892	Prat.g_01652	Praf.g_00402
OG0000893	Prat.g_01655	Praf.g_02202
OG0000894	Prat.g_01658	Praf.g_02199
OG0000895	Prat.g_01662	Praf.g_02195
OG0000896	Prat.g_01663	Praf.g_02194
OG0000897	Prat.g_01665	Praf.g_02192
OG0000898	Prat.g_01666	Praf.g_02191
OG0000899	Prat.g_01667	Praf.g_02190
OG0000900	Prat.g_01668	Praf.g_02189
OG0000901	Prat.g_01671	Praf.g_02185
OG0000902	Prat.g_01673	Praf.g_02183
OG0000903	Prat.g_01677	Praf.g_02170
OG0000904	Prat.g_01682	Praf.g_02175
OG0000905	Prat.g_01675	Praf.g_02177
OG0000906	Prat.g_01674	Praf.g_02179
OG0000907	Prat.g_01684	Praf.g_02163
OG0000908	Prat.g_01687	Praf.g_02160
OG0000909	Prat.g_01688	Praf.g_02159
OG0000910	Prat.g_01689	Praf.g_02158
OG0000911	Prat.g_01691	Praf.g_02156
OG0000912	Prat.g_01692	Praf.g_02155
OG0000913	Prat.g_01693	Praf.g_02154
OG0000914	Prat.g_01694	Praf.g_02153
OG0000915	Prat.g_01695	Praf.g_02152
OG0000916	Prat.g_01696	Praf.g_02151
OG0000917	Prat.g_01697	Praf.g_02150
OG0000918	Prat.g_01698	Praf.g_02149
OG0000919	Prat.g_01699	Praf.g_02148
OG0000920	Prat.g_01700	Praf.g_02147
OG0000921	Prat.g_01701	Praf.g_02146
OG0000922	Prat.g_01702	Praf.g_02145
OG0000923	Prat.g_01706	Praf.g_02141
OG0000924	Prat.g_01707	Praf.g_02140
OG0000925	Prat.g_01708	Praf.g_02139
OG0000926	Prat.g_01709	Praf.g_02138
OG0000927	Prat.g_01711	Praf.g_02136
OG0000928	Prat.g_01712	Praf.g_02135
OG0000929	Prat.g_01713	Praf.g_02134
OG0000930	Prat.g_01714	Praf.g_02133
OG0000931	Prat.g_01715	Praf.g_02132
OG0000932	Prat.g_01327	Praf.g_02131
OG0000933	Prat.g_01719	Praf.g_02126
OG0000934	Prat.g_01721	Praf.g_02124
OG0000935	Prat.g_01722	Praf.g_02123
OG0000936	Prat.g_01723	Praf.g_02122
OG0000937	Prat.g_01724	Praf.g_02121
OG0000938	Prat.g_01727	Praf.g_02118
OG0000939	Prat.g_01728	Praf.g_02117
OG0000940	Prat.g_01735	Praf.g_02106
OG0000941	Prat.g_01737	Praf.g_02104
OG0000942	Prat.g_01739	Praf.g_02102
OG0000943	Prat.g_01740	Praf.g_02101
OG0000944	Prat.g_01742	Praf.g_02099
OG0000945	Prat.g_01744	Praf.g_02097
OG0000946	Prat.g_01748	Praf.g_02082
OG0000947	Prat.g_01750	Praf.g_02079
OG0000948	Prat.g_01751	Praf.g_02078
OG0000949	Prat.g_01754	Praf.g_02075
OG0000950	Prat.g_01760	Praf.g_02383
OG0000951	Prat.g_01764	Praf.g_02388
OG0000952	Prat.g_01768	Praf.g_02393
OG0000953	Prat.g_01772	Praf.g_02397
OG0000954	Prat.g_01777	Praf.g_00195
OG0000955	Prat.g_01778	Praf.g_00194
OG0000956	Prat.g_01780	Praf.g_00192
OG0000957	Prat.g_01786	Praf.g_00180
OG0000958	Prat.g_01787	Praf.g_00179
OG0000959	Prat.g_01791	Praf.g_00175
OG0000960	Prat.g_01792	Praf.g_00174
OG0000961	Prat.g_01795	Praf.g_00165
OG0000962	Prat.g_01797	Praf.g_00163
OG0000963	Prat.g_01801	Praf.g_00157
OG0000964	Prat.g_01802	Praf.g_00156
OG0000965	Prat.g_01803	Praf.g_00155
OG0000966	Prat.g_01809	Praf.g_00089
OG0000967	Prat.g_01813	Praf.g_00082
OG0000968	Prat.g_01815	Praf.g_00077
OG0000969	Prat.g_01816	Praf.g_00075
OG0000970	Prat.g_01817	Praf.g_00074
OG0000971	Prat.g_01818	Praf.g_00072
OG0000972	Prat.g_01819	Praf.g_00071
OG0000973	Prat.g_01820	Praf.g_00070
OG0000974	Prat.g_01821	Praf.g_00069
OG0000975	Prat.g_01822	Praf.g_00068
OG0000976	Prat.g_01823	Praf.g_00067
OG0000977	Prat.g_01824	Praf.g_00064
OG0000978	Prat.g_01825	Praf.g_00063
OG0000979	Prat.g_01828	Praf.g_00060
OG0000980	Prat.g_01830	Praf.g_00056
OG0000981	Prat.g_01833	Praf.g_00053
OG0000982	Prat.g_01835	Praf.g_02657
OG0000983	Prat.g_01836	Praf.g_02658
OG0000984	Prat.g_01837	Praf.g_02659
OG0000985	Prat.g_01840	Praf.g_02663
OG0000986	Prat.g_01842	Praf.g_02665
OG0000987	Prat.g_01843	Praf.g_02667
OG0000988	Prat.g_01846	Praf.g_02671
OG0000989	Prat.g_01850	Praf.g_02680
OG0000990	Prat.g_01856	Praf.g_02702
OG0000991	Prat.g_01857	Praf.g_02716
OG0000992	Prat.g_01860	Praf.g_02719
OG0000993	Prat.g_01861	Praf.g_02720
OG0000994	Prat.g_01862	Praf.g_02723
OG0000995	Prat.g_01866	Praf.g_02730
OG0000996	Prat.g_01867	Praf.g_02743
OG0000997	Prat.g_01869	Praf.g_02753
OG0000998	Prat.g_01871	Praf.g_02755
OG0000999	Prat.g_01872	Praf.g_02756
OG0001000	Prat.g_01875	Praf.g_02759
OG0001001	Prat.g_01879	Praf.g_02764
OG0001002	Prat.g_01884	Praf.g_02770
OG0001003	Prat.g_01885	Praf.g_02772
OG0001004	Prat.g_01886	Praf.g_02773
OG0001005	Prat.g_01887	Praf.g_02775
OG0001006	Prat.g_01891	Praf.g_02781
OG0001007	Prat.g_01893	Praf.g_02783
OG0001008	Prat.g_00397	Praf.g_01988
OG0001009	Prat.g_00028	Praf.g_00032
OG0001010	Prat.g_00029	Praf.g_00033
OG0001011	Prat.g_00031	Praf.g_00035
OG0001012	Prat.g_00046	Praf.g_02654
OG0001013	Prat.g_00053	Praf.g_02603
OG0001014	Prat.g_00056	Praf.g_02597
OG0001015	Prat.g_00057	Praf.g_02596
OG0001016	Prat.g_00070	Praf.g_00316
OG0001017	Prat.g_00074	Praf.g_00310
OG0001018	Prat.g_00076	Praf.g_00308
OG0001019	Prat.g_00087	Praf.g_00296
OG0001020	Prat.g_00088	Praf.g_00268
OG0001021	Prat.g_00089	Praf.g_00264
OG0001022	Prat.g_00091	Praf.g_00259
OG0001023	Prat.g_00092	Praf.g_00258
OG0001024	Prat.g_00095	Praf.g_00254
OG0001025	Prat.g_00102	Praf.g_00247
OG0001026	Prat.g_00110	Praf.g_00230
OG0001027	Prat.g_00111	Praf.g_00225
OG0001028	Prat.g_00113	Praf.g_00223
OG0001029	Prat.g_00114	Praf.g_00221
OG0001030	Prat.g_00130	Praf.g_02408
OG0001031	Prat.g_00188	Praf.g_02497
OG0001032	Prat.g_00189	Praf.g_02500
OG0001033	Prat.g_00210	Praf.g_02533
OG0001034	Prat.g_00241	Praf.g_00385
OG0001035	Prat.g_00261	Praf.g_02243
OG0001036	Prat.g_00266	Praf.g_02247
OG0001037	Prat.g_00267	Praf.g_02249
OG0001038	Prat.g_00285	Praf.g_02277
OG0001039	Prat.g_00288	Praf.g_02280
OG0001040	Prat.g_00291	Praf.g_02283
OG0001041	Prat.g_00295	Praf.g_02288
OG0001042	Prat.g_00312	Praf.g_02316
OG0001043	Prat.g_00313	Praf.g_02318
OG0001044	Prat.g_00347	Praf.g_02055
OG0001045	Prat.g_00356	Praf.g_02044
OG0001046	Prat.g_01469	Praf.g_00495
OG0001047	Prat.g_00399	Praf.g_01986
OG0001048	Prat.g_00400	Praf.g_01985
OG0001049	Prat.g_00403	Praf.g_01982
OG0001050	Prat.g_00404	Praf.g_01981
OG0001051	Prat.g_00405	Praf.g_01980
OG0001052	Prat.g_00430	Praf.g_01911
OG0001053	Prat.g_00443	Praf.g_00598
OG0001054	Prat.g_00459	Praf.g_00615
OG0001055	Prat.g_00480	Praf.g_00636
OG0001056	Prat.g_00498	Praf.g_00665
OG0001057	Prat.g_00502	Praf.g_00675
OG0001058	Prat.g_00510	Praf.g_00689
OG0001059	Prat.g_00515	Praf.g_00693
OG0001060	Prat.g_00522	Praf.g_00700
OG0001061	Prat.g_00538	Praf.g_00717
OG0001062	Prat.g_00540	Praf.g_00719
OG0001063	Prat.g_00542	Praf.g_00723
OG0001064	Prat.g_00543	Praf.g_00724
OG0001065	Prat.g_00544	Praf.g_00725
OG0001066	Prat.g_00545	Praf.g_00726
OG0001067	Prat.g_00546	Praf.g_00728
OG0001068	Prat.g_00547	Praf.g_00729
OG0001069	Prat.g_00548	Praf.g_00730
OG0001070	Prat.g_00550	Praf.g_00734
OG0001071	Prat.g_00551	Praf.g_00735
OG0001072	Prat.g_00552	Praf.g_00738
OG0001073	Prat.g_00566	Praf.g_00758
OG0001074	Prat.g_00579	Praf.g_01659
OG0001075	Prat.g_00580	Praf.g_01661
OG0001076	Prat.g_00587	Praf.g_01669
OG0001077	Prat.g_00592	Praf.g_01680
OG0001078	Prat.g_01089	Praf.g_01693
OG0001079	Prat.g_01077	Praf.g_01713
OG0001080	Prat.g_01071	Praf.g_01722
OG0001081	Prat.g_01069	Praf.g_01728
OG0001082	Prat.g_01068	Praf.g_01729
OG0001083	Prat.g_01063	Praf.g_01737
OG0001084	Prat.g_01062	Praf.g_01738
OG0001085	Prat.g_00744	Praf.g_01749
OG0001086	Prat.g_00745	Praf.g_01751
OG0001087	Prat.g_00762	Praf.g_01225
OG0001088	Prat.g_00763	Praf.g_01221
OG0001089	Prat.g_00774	Praf.g_01124
OG0001090	Prat.g_00789	Praf.g_01303
OG0001091	Prat.g_00791	Praf.g_01305
OG0001092	Prat.g_00792	Praf.g_01307
OG0001093	Prat.g_00800	Praf.g_01311
OG0001094	Prat.g_01043	Praf.g_01524
OG0001095	Prat.g_01024	Praf.g_01543
OG0001096	Prat.g_01010	Praf.g_01560
OG0001097	Prat.g_00993	Praf.g_01602
OG0001098	Prat.g_00974	Praf.g_01444
OG0001099	Prat.g_00699	Praf.g_00222
OG0001100	Prat.g_00707	Praf.g_01454
OG0001101	Prat.g_00709	Praf.g_01455
OG0001102	Prat.g_00712	Praf.g_01458
OG0001103	Prat.g_00715	Praf.g_01460
OG0001104	Prat.g_00739	Praf.g_01511
OG0001105	Prat.g_00743	Praf.g_01506
OG0001106	Prat.g_00884	Praf.g_01404
OG0001107	Prat.g_00894	Praf.g_01394
OG0001108	Prat.g_00898	Praf.g_01387
OG0001109	Prat.g_00899	Praf.g_01385
OG0001110	Prat.g_00901	Praf.g_01382
OG0001111	Prat.g_00902	Praf.g_01380
OG0001112	Prat.g_00903	Praf.g_01378
OG0001113	Prat.g_00904	Praf.g_01377
OG0001114	Prat.g_00905	Praf.g_01376
OG0001115	Prat.g_00907	Praf.g_01374
OG0001116	Prat.g_00908	Praf.g_01372
OG0001117	Prat.g_00909	Praf.g_01371
OG0001118	Prat.g_00910	Praf.g_01370
OG0001119	Prat.g_00911	Praf.g_01369
OG0001120	Prat.g_00913	Praf.g_01366
OG0001122	Prat.g_00932	Praf.g_01340
OG0001123	Prat.g_00937	Praf.g_01333
OG0001124	Prat.g_00939	Praf.g_01331
OG0001125	Prat.g_00941	Praf.g_01329
OG0001126	Prat.g_00955	Praf.g_01287
OG0001127	Prat.g_00956	Praf.g_01286
OG0001128	Prat.g_00957	Praf.g_01283
OG0001129	Prat.g_00958	Praf.g_01281
OG0001130	Prat.g_00959	Praf.g_01280
OG0001131	Prat.g_01204	Praf.g_01296
OG0001132	Prat.g_01479	Praf.g_01652
OG0001133	Prat.g_01211	Praf.g_01671
OG0001134	Prat.g_01495, Prat.g_01561	Praf.g_02690
OG0001135	Prat.g_01557	Praf.g_02692
OG0001136	Prat.g_01158	Praf.g_00852
OG0001137	Prat.g_01147	Praf.g_00872
OG0001138	Prat.g_01126	Praf.g_00923
OG0001139	Prat.g_01124	Praf.g_00925
OG0001141	Prat.g_01123	Praf.g_00927
OG0001142	Prat.g_01122	Praf.g_00928
OG0001143	Prat.g_01115	Praf.g_00912
OG0001144	Prat.g_01110	Praf.g_00904
OG0001145	Prat.g_01241	Praf.g_00806
OG0001146	Prat.g_01253	Praf.g_00790
OG0001147	Prat.g_01287	Praf.g_01897
OG0001148	Prat.g_01293	Praf.g_00582
OG0001149	Prat.g_01294	Praf.g_00581
OG0001150	Prat.g_01295	Praf.g_00580
OG0001151	Prat.g_01306	Praf.g_00568
OG0001152	Prat.g_01307	Praf.g_00567
OG0001153	Prat.g_01387	Praf.g_01842
OG0001154	Prat.g_01388	Praf.g_01843
OG0001155	Prat.g_01407	Praf.g_00540
OG0001156	Prat.g_01410	Praf.g_00537
