Orthogroup	Prat	Prap
OG0000577	Prat.g_01067	Prap.g_00369
OG0000578	Prat.g_01066	Prap.g_00368
OG0000579	Prat.g_01065	Prap.g_00367
OG0000580	Prat.g_01064	Prap.g_00366
OG0000581	Prat.g_01063	Prap.g_00365
OG0000582	Prat.g_01062	Prap.g_00364
OG0000583	Prat.g_01061	Prap.g_00363
OG0000584	Prat.g_01059	Prap.g_00361
OG0000585	Prat.g_01058	Prap.g_00360
OG0000586	Prat.g_01056	Prap.g_00358
OG0000587	Prat.g_01055	Prap.g_00357
OG0000588	Prat.g_00744	Prap.g_00831
OG0000589	Prat.g_00745	Prap.g_00830
OG0000590	Prat.g_00747	Prap.g_00828
OG0000591	Prat.g_00752	Prap.g_00822
OG0000592	Prat.g_00753	Prap.g_00821
OG0000593	Prat.g_00754	Prap.g_00820
OG0000594	Prat.g_00757	Prap.g_00817
OG0000595	Prat.g_00758	Prap.g_00816
OG0000596	Prat.g_00759	Prap.g_00815
OG0000597	Prat.g_00761	Prap.g_00813
OG0000598	Prat.g_00762	Prap.g_00812
OG0000599	Prat.g_00763	Prap.g_00811
OG0000600	Prat.g_00764	Prap.g_00810
OG0000601	Prat.g_00767	Prap.g_00807
OG0000602	Prat.g_00768	Prap.g_00806
OG0000603	Prat.g_00769	Prap.g_00805
OG0000604	Prat.g_00772	Prap.g_00802
OG0000605	Prat.g_00773	Prap.g_00801
OG0000606	Prat.g_00774	Prap.g_00800
OG0000607	Prat.g_00776	Prap.g_00798
OG0000608	Prat.g_00777	Prap.g_00796
OG0000609	Prat.g_01882	Prap.g_01489
OG0000610	Prat.g_00826	Prap.g_00872
OG0000611	Prat.g_00789	Prap.g_00790
OG0000612	Prat.g_00790	Prap.g_00789
OG0000613	Prat.g_00791	Prap.g_00344
OG0000614	Prat.g_00792	Prap.g_00343
OG0000615	Prat.g_00797	Prap.g_00341
OG0000616	Prat.g_00798	Prap.g_00340
OG0000617	Prat.g_00799	Prap.g_00339
OG0000618	Prat.g_00800	Prap.g_00338
OG0000619	Prat.g_00801	Prap.g_00337
OG0000620	Prat.g_00802	Prap.g_00336
OG0000621	Prat.g_00803	Prap.g_00335
OG0000622	Prat.g_00804	Prap.g_00334
OG0000623	Prat.g_00805	Prap.g_00333
OG0000624	Prat.g_00807	Prap.g_00331
OG0000625	Prat.g_00808	Prap.g_00330
OG0000626	Prat.g_00809	Prap.g_00329
OG0000627	Prat.g_00811	Prap.g_00328
OG0000628	Prat.g_00812	Prap.g_00327
OG0000629	Prat.g_00813	Prap.g_00326
OG0000630	Prat.g_00814	Prap.g_00325
OG0000631	Prat.g_00816	Prap.g_00323
OG0000632	Prat.g_00622	Prap.g_00322
OG0000633	Prat.g_01486	Prap.g_00036
OG0000634	Prat.g_01472	Prap.g_00545
OG0000635	Prat.g_00888	Prap.g_01121
OG0000636	Prat.g_00887	Prap.g_01122
OG0000637	Prat.g_00886	Prap.g_01123
OG0000638	Prat.g_00345	Prap.g_01375
OG0000639	Prat.g_00859	Prap.g_00688
OG0000640	Prat.g_00863	Prap.g_00685
OG0000641	Prat.g_00865	Prap.g_00683
OG0000642	Prat.g_00866	Prap.g_00682
OG0000643	Prat.g_00867	Prap.g_00681
OG0000644	Prat.g_01043	Prap.g_00345
OG0000645	Prat.g_01042	Prap.g_00788
OG0000646	Prat.g_01041	Prap.g_00787
OG0000647	Prat.g_01040	Prap.g_00786
OG0000648	Prat.g_01038	Prap.g_00784
OG0000649	Prat.g_01037	Prap.g_00783
OG0000650	Prat.g_01036	Prap.g_00782
OG0000651	Prat.g_01035	Prap.g_00781
OG0000652	Prat.g_01034	Prap.g_00780
OG0000653	Prat.g_01033	Prap.g_00779
OG0000654	Prat.g_01031	Prap.g_00777
OG0000655	Prat.g_01029	Prap.g_00775
OG0000656	Prat.g_01028	Prap.g_00774
OG0000657	Prat.g_01027	Prap.g_00773
OG0000658	Prat.g_01026	Prap.g_00772
OG0000659	Prat.g_01025	Prap.g_00771
OG0000660	Prat.g_01024	Prap.g_00770
OG0000661	Prat.g_01023	Prap.g_00769
OG0000662	Prat.g_01021	Prap.g_00767
OG0000663	Prat.g_01020	Prap.g_00766
OG0000664	Prat.g_01019	Prap.g_00765
OG0000665	Prat.g_01018	Prap.g_00764
OG0000666	Prat.g_01017	Prap.g_00763
OG0000667	Prat.g_01016	Prap.g_00762
OG0000668	Prat.g_01015	Prap.g_00761
OG0000669	Prat.g_01013	Prap.g_00759
OG0000670	Prat.g_01012	Prap.g_00758
OG0000671	Prat.g_01011	Prap.g_00757
OG0000672	Prat.g_01010	Prap.g_00756
OG0000673	Prat.g_01009	Prap.g_00755
OG0000674	Prat.g_01008	Prap.g_00754
OG0000675	Prat.g_01007	Prap.g_00752
OG0000676	Prat.g_01006	Prap.g_00751
OG0000677	Prat.g_01004	Prap.g_00748
OG0000678	Prat.g_01002	Prap.g_00746
OG0000679	Prat.g_01001	Prap.g_00744
OG0000680	Prat.g_01000	Prap.g_00743
OG0000681	Prat.g_00999	Prap.g_00742
OG0000682	Prat.g_00998	Prap.g_00741
OG0000683	Prat.g_00996	Prap.g_00739
OG0000684	Prat.g_00995	Prap.g_00738
OG0000685	Prat.g_00994	Prap.g_00737
OG0000686	Prat.g_00993	Prap.g_00736
OG0000687	Prat.g_00992	Prap.g_00735
OG0000688	Prat.g_00991	Prap.g_00734
OG0000689	Prat.g_00990	Prap.g_00733
OG0000690	Prat.g_00989	Prap.g_00732
OG0000691	Prat.g_00988	Prap.g_00731
OG0000692	Prat.g_00984	Prap.g_00727
OG0000693	Prat.g_00983	Prap.g_00726
OG0000694	Prat.g_00982	Prap.g_00725
OG0000695	Prat.g_00981	Prap.g_00724
OG0000696	Prat.g_00980	Prap.g_00723
OG0000697	Prat.g_00978	Prap.g_00721
OG0000698	Prat.g_00974	Prap.g_00717
OG0000699	Prat.g_00973	Prap.g_00716
OG0000700	Prat.g_00694	Prap.g_00660
OG0000701	Prat.g_00699	Prap.g_00655
OG0000702	Prat.g_00705	Prap.g_00869
OG0000703	Prat.g_00707	Prap.g_00867
OG0000704	Prat.g_00708	Prap.g_00866
OG0000705	Prat.g_00709	Prap.g_00864
OG0000706	Prat.g_00710	Prap.g_00863
OG0000707	Prat.g_00712	Prap.g_00861
OG0000708	Prat.g_00713	Prap.g_00860
OG0000709	Prat.g_00716	Prap.g_00858
OG0000710	Prat.g_00717	Prap.g_00857
OG0000711	Prat.g_00718	Prap.g_00856
OG0000712	Prat.g_00719	Prap.g_00855
OG0000713	Prat.g_00720	Prap.g_00854
OG0000714	Prat.g_00722	Prap.g_00852
OG0000715	Prat.g_00723	Prap.g_00851
OG0000716	Prat.g_00725	Prap.g_00849
OG0000717	Prat.g_00726	Prap.g_00848
OG0000718	Prat.g_00728	Prap.g_00847
OG0000719	Prat.g_00730	Prap.g_00845
OG0000720	Prat.g_00731	Prap.g_00844
OG0000721	Prat.g_00734	Prap.g_00841
OG0000722	Prat.g_00735	Prap.g_00840
OG0000723	Prat.g_00736	Prap.g_00839
OG0000724	Prat.g_00738	Prap.g_00837
OG0000725	Prat.g_00739	Prap.g_00836
OG0000726	Prat.g_00740	Prap.g_00835
OG0000727	Prat.g_00741	Prap.g_00834
OG0000728	Prat.g_00742	Prap.g_00833
OG0000729	Prat.g_00743	Prap.g_00832
OG0000730	Prat.g_01053	Prap.g_00355
OG0000731	Prat.g_01051	Prap.g_00353
OG0000732	Prat.g_01050	Prap.g_00352
OG0000733	Prat.g_01049	Prap.g_00351
OG0000734	Prat.g_01048	Prap.g_00350
OG0000735	Prat.g_01046	Prap.g_00348
OG0000736	Prat.g_01045	Prap.g_00347
OG0000737	Prat.g_01044	Prap.g_00346
OG0000738	Prat.g_00868	Prap.g_00680
OG0000739	Prat.g_00869	Prap.g_00679
OG0000740	Prat.g_00870	Prap.g_00678
OG0000741	Prat.g_00871	Prap.g_00677
OG0000742	Prat.g_00873	Prap.g_00675
OG0000743	Prat.g_00874	Prap.g_00239
OG0000744	Prat.g_00876	Prap.g_00240
OG0000745	Prat.g_00877	Prap.g_00241
OG0000746	Prat.g_00878	Prap.g_00242
OG0000747	Prat.g_00879	Prap.g_00243
OG0000748	Prat.g_00880	Prap.g_00244
OG0000749	Prat.g_00881	Prap.g_00245
OG0000750	Prat.g_00883	Prap.g_00247
OG0000751	Prat.g_00884	Prap.g_00248
OG0000752	Prat.g_00944	Prap.g_00307
OG0000753	Prat.g_00889	Prap.g_00250
OG0000754	Prat.g_00890	Prap.g_00251
OG0000755	Prat.g_00891	Prap.g_00252
OG0000756	Prat.g_00893	Prap.g_00254
OG0000757	Prat.g_00894	Prap.g_00255
OG0000758	Prat.g_00895	Prap.g_00256
OG0000759	Prat.g_00897	Prap.g_00258
OG0000760	Prat.g_00898	Prap.g_00259
OG0000761	Prat.g_00899	Prap.g_00260
OG0000762	Prat.g_00901	Prap.g_00262
OG0000763	Prat.g_00902	Prap.g_00263
OG0000764	Prat.g_00903	Prap.g_00264
OG0000765	Prat.g_00904	Prap.g_00265
OG0000766	Prat.g_00905	Prap.g_00266
OG0000767	Prat.g_00907	Prap.g_00268
OG0000768	Prat.g_00908	Prap.g_00269
OG0000769	Prat.g_00909	Prap.g_00270
OG0000770	Prat.g_00910	Prap.g_00271
OG0000771	Prat.g_00911	Prap.g_00272
OG0000772	Prat.g_00912	Prap.g_00522
OG0000773	Prat.g_00913	Prap.g_00274
OG0000774	Prat.g_00914	Prap.g_00275
OG0000775	Prat.g_00915	Prap.g_00276
OG0000776	Prat.g_00916	Prap.g_00279
OG0000777	Prat.g_00917	Prap.g_00280
OG0000778	Prat.g_00918	Prap.g_00281
OG0000779	Prat.g_00919	Prap.g_00282
OG0000780	Prat.g_00921	Prap.g_00284
OG0000781	Prat.g_00923	Prap.g_00286
OG0000782	Prat.g_00924	Prap.g_00287
OG0000783	Prat.g_00929	Prap.g_00291
OG0000784	Prat.g_00931	Prap.g_00293
OG0000785	Prat.g_00932	Prap.g_00294
OG0000786	Prat.g_00933	Prap.g_00295
OG0000787	Prat.g_00934	Prap.g_00296
OG0000788	Prat.g_00939	Prap.g_00302
OG0000789	Prat.g_00942	Prap.g_00305
OG0000790	Prat.g_00943	Prap.g_00306
OG0000791	Prat.g_00946	Prap.g_00309
OG0000792	Prat.g_00947	Prap.g_00310
OG0000793	Prat.g_00948	Prap.g_00311
OG0000794	Prat.g_00951	Prap.g_00314
OG0000795	Prat.g_00955	Prap.g_00697
OG0000796	Prat.g_00956	Prap.g_00698
OG0000797	Prat.g_00957	Prap.g_00700
OG0000798	Prat.g_00958	Prap.g_00701
OG0000799	Prat.g_00959	Prap.g_00702
OG0000800	Prat.g_00960	Prap.g_00703
OG0000801	Prat.g_00963	Prap.g_00706
OG0000802	Prat.g_00964	Prap.g_00707
OG0000803	Prat.g_00966	Prap.g_00709
OG0000804	Prat.g_00967	Prap.g_00710
OG0000805	Prat.g_00968	Prap.g_00711
OG0000806	Prat.g_00970	Prap.g_00713
OG0000807	Prat.g_01204	Prap.g_01345
OG0000808	Prat.g_01479	Prap.g_00020
OG0000809	Prat.g_01197	Prap.g_00504
OG0000810	Prat.g_01480	Prap.g_01126
OG0000811	Prat.g_01214	Prap.g_00539
OG0000812	Prat.g_01199	Prap.g_00498
OG0000813	Prat.g_00354	Prap.g_01366
OG0000814	Prat.g_01373	Prap.g_00525
OG0000815	Prat.g_01211	Prap.g_00058
OG0000816	Prat.g_01560	Prap.g_01882
OG0000817	Prat.g_01559	Prap.g_01881
OG0000818	Prat.g_01175	Prap.g_00031
OG0000819	Prat.g_01177	Prap.g_00478
OG0000820	Prat.g_01171	Prap.g_00472
OG0000821	Prat.g_01169	Prap.g_00470
OG0000822	Prat.g_01168	Prap.g_00469
OG0000823	Prat.g_01167	Prap.g_00468
OG0000824	Prat.g_01166	Prap.g_00467
OG0000825	Prat.g_01165	Prap.g_00466
OG0000826	Prat.g_01164	Prap.g_00465
OG0000827	Prat.g_01163	Prap.g_00464
OG0000828	Prat.g_01162	Prap.g_00463
OG0000829	Prat.g_01161	Prap.g_00462
OG0000830	Prat.g_01159	Prap.g_00460
OG0000831	Prat.g_01157	Prap.g_00457
OG0000832	Prat.g_01155	Prap.g_00455
OG0000833	Prat.g_01154	Prap.g_00454
OG0000834	Prat.g_01153	Prap.g_00453
OG0000835	Prat.g_01152	Prap.g_00452
OG0000836	Prat.g_01151	Prap.g_00451
OG0000837	Prat.g_01148	Prap.g_00448
OG0000838	Prat.g_01147	Prap.g_00447
OG0000839	Prat.g_01146	Prap.g_00446
OG0000840	Prat.g_01145	Prap.g_00445
OG0000841	Prat.g_01144	Prap.g_00444
OG0000842	Prat.g_01142	Prap.g_00442
OG0000843	Prat.g_01141	Prap.g_00441
OG0000844	Prat.g_01140	Prap.g_00440
OG0000845	Prat.g_01139	Prap.g_00439
OG0000846	Prat.g_01136	Prap.g_00437
OG0000847	Prat.g_01135	Prap.g_00435
OG0000848	Prat.g_01134	Prap.g_00434
OG0000849	Prat.g_01131	Prap.g_00431
OG0000850	Prat.g_01130	Prap.g_00430
OG0000851	Prat.g_01128	Prap.g_00428
OG0000852	Prat.g_01126	Prap.g_00426
OG0000853	Prat.g_01124	Prap.g_00424
OG0000854	Prat.g_01123	Prap.g_00422
OG0000855	Prat.g_01122	Prap.g_00421
OG0000856	Prat.g_01121	Prap.g_00420
OG0000857	Prat.g_01120	Prap.g_00419
OG0000858	Prat.g_01119	Prap.g_00418
OG0000859	Prat.g_01118	Prap.g_00417
OG0000860	Prat.g_01117	Prap.g_00416
OG0000861	Prat.g_01116	Prap.g_00415
OG0000862	Prat.g_01115	Prap.g_00414
OG0000863	Prat.g_01114	Prap.g_00413
OG0000864	Prat.g_01113	Prap.g_00412
OG0000865	Prat.g_01112	Prap.g_00411
OG0000866	Prat.g_01111	Prap.g_00410
OG0000867	Prat.g_01110	Prap.g_00409
OG0000868	Prat.g_01108	Prap.g_00408
OG0000869	Prat.g_01106	Prap.g_00406
OG0000870	Prat.g_01105	Prap.g_00405
OG0000871	Prat.g_01104	Prap.g_00404
OG0000872	Prat.g_01103	Prap.g_00403
OG0000873	Prat.g_01101	Prap.g_00401
OG0000874	Prat.g_01100	Prap.g_00400
OG0000875	Prat.g_01099	Prap.g_00399
OG0000876	Prat.g_01098	Prap.g_00398
OG0000877	Prat.g_00594	Prap.g_01136
OG0000878	Prat.g_00626	Prap.g_01853
OG0000879	Prat.g_01238	Prap.g_00550
OG0000880	Prat.g_01239	Prap.g_00551
OG0000881	Prat.g_01240	Prap.g_00552
OG0000882	Prat.g_01241	Prap.g_00553
OG0000883	Prat.g_01242	Prap.g_00554
OG0000884	Prat.g_01244	Prap.g_00556
OG0000885	Prat.g_01245	Prap.g_00557
OG0000886	Prat.g_01246	Prap.g_00558
OG0000887	Prat.g_01247	Prap.g_00559
OG0000888	Prat.g_01248	Prap.g_00560
OG0000889	Prat.g_01251	Prap.g_00563
OG0000890	Prat.g_01252	Prap.g_00564
OG0000891	Prat.g_01253	Prap.g_00565
OG0000892	Prat.g_01255	Prap.g_00568
OG0000893	Prat.g_01256	Prap.g_00569
OG0000894	Prat.g_01257	Prap.g_00570
OG0000895	Prat.g_01258	Prap.g_00571
OG0000896	Prat.g_01259	Prap.g_00572
OG0000897	Prat.g_01260	Prap.g_00573
OG0000898	Prat.g_01263	Prap.g_00576
OG0000899	Prat.g_01264	Prap.g_00577
OG0000900	Prat.g_01282	Prap.g_01928
OG0000901	Prat.g_01287	Prap.g_00585
OG0000902	Prat.g_01471	Prap.g_01268
OG0000903	Prat.g_01178	Prap.g_00521
OG0000904	Prat.g_01455	Prap.g_00220
OG0000905	Prat.g_01200	Prap.g_00499
OG0000906	Prat.g_01181	Prap.g_00481
OG0000907	Prat.g_00976	Prap.g_00719
OG0000908	Prat.g_01228	Prap.g_00518
OG0000909	Prat.g_01293	Prap.g_00061
OG0000910	Prat.g_01294	Prap.g_00062
OG0000911	Prat.g_01295	Prap.g_00063
OG0000912	Prat.g_01296	Prap.g_00064
OG0000913	Prat.g_01297	Prap.g_00065
OG0000914	Prat.g_01298	Prap.g_00066
OG0000915	Prat.g_01299	Prap.g_00067
OG0000916	Prat.g_01300	Prap.g_00068
OG0000917	Prat.g_01301	Prap.g_00069
OG0000918	Prat.g_01302	Prap.g_00070
OG0000919	Prat.g_01303	Prap.g_00071
OG0000920	Prat.g_01304	Prap.g_00072
OG0000921	Prat.g_01305	Prap.g_00073
OG0000922	Prat.g_01306	Prap.g_00074
OG0000923	Prat.g_01307	Prap.g_00075
OG0000924	Prat.g_01308	Prap.g_00076
OG0000925	Prat.g_01309	Prap.g_00077
OG0000926	Prat.g_01769	Prap.g_01598
OG0000927	Prat.g_01333	Prap.g_00104
OG0000928	Prat.g_01334	Prap.g_00105
OG0000929	Prat.g_01335	Prap.g_00106
OG0000930	Prat.g_01336	Prap.g_00107
OG0000931	Prat.g_01337	Prap.g_00108
OG0000932	Prat.g_01339	Prap.g_00110
OG0000933	Prat.g_01340	Prap.g_00111
OG0000934	Prat.g_01341	Prap.g_00112
OG0000935	Prat.g_01342	Prap.g_00113
OG0000936	Prat.g_01343	Prap.g_00114
OG0000937	Prat.g_01344	Prap.g_00115
OG0000938	Prat.g_01345	Prap.g_00116
OG0000939	Prat.g_01346	Prap.g_00117
OG0000940	Prat.g_01348	Prap.g_00118
OG0000941	Prat.g_01350	Prap.g_00119
OG0000942	Prat.g_01351	Prap.g_00120
OG0000943	Prat.g_01355	Prap.g_00123
OG0000944	Prat.g_01356	Prap.g_00124
OG0000945	Prat.g_01357	Prap.g_00125
OG0000946	Prat.g_01358	Prap.g_00126
OG0000947	Prat.g_01359	Prap.g_00127
OG0000948	Prat.g_01360	Prap.g_00128
OG0000949	Prat.g_01361	Prap.g_00129
OG0000950	Prat.g_01362	Prap.g_00130
OG0000951	Prat.g_01363	Prap.g_00131
OG0000952	Prat.g_01364	Prap.g_00132
OG0000953	Prat.g_01365	Prap.g_00133
OG0000954	Prat.g_01366	Prap.g_00134
OG0000955	Prat.g_01367	Prap.g_00135
OG0000956	Prat.g_01368	Prap.g_00136
OG0000957	Prat.g_01369	Prap.g_00137
OG0000958	Prat.g_01370	Prap.g_00138
OG0000959	Prat.g_01371	Prap.g_00139
OG0000960	Prat.g_01372	Prap.g_00140
OG0000961	Prat.g_01378	Prap.g_00144
OG0000962	Prat.g_01379	Prap.g_00145
OG0000963	Prat.g_01380	Prap.g_00146
OG0000964	Prat.g_01382	Prap.g_00148
OG0000965	Prat.g_01383	Prap.g_00149
OG0000966	Prat.g_01384	Prap.g_00150
OG0000967	Prat.g_01385	Prap.g_00151
OG0000968	Prat.g_01386	Prap.g_00152
OG0000969	Prat.g_01387	Prap.g_00153
OG0000970	Prat.g_01388	Prap.g_00154
OG0000971	Prat.g_01389	Prap.g_00155
OG0000972	Prat.g_01390	Prap.g_00156
OG0000973	Prat.g_01391	Prap.g_00157
OG0000974	Prat.g_01393	Prap.g_00159
OG0000975	Prat.g_01399	Prap.g_00165
OG0000976	Prat.g_01403	Prap.g_00167
OG0000977	Prat.g_01405	Prap.g_00169
OG0000978	Prat.g_01407	Prap.g_00171
OG0000979	Prat.g_01409	Prap.g_00173
OG0000980	Prat.g_01410	Prap.g_00174
OG0000981	Prat.g_01411	Prap.g_00175
OG0000982	Prat.g_01412	Prap.g_00176
OG0000983	Prat.g_01414	Prap.g_00178
OG0000984	Prat.g_01415	Prap.g_00179
OG0000985	Prat.g_01416	Prap.g_00180
OG0000986	Prat.g_01417	Prap.g_00181
OG0000987	Prat.g_01418	Prap.g_00182
OG0000988	Prat.g_01420	Prap.g_00183
OG0000989	Prat.g_01421	Prap.g_00184
OG0000990	Prat.g_01422	Prap.g_00185
OG0000991	Prat.g_01423	Prap.g_00186
OG0000992	Prat.g_01424	Prap.g_00187
OG0000993	Prat.g_01425	Prap.g_00188
OG0000994	Prat.g_01426	Prap.g_00189
OG0000995	Prat.g_01427	Prap.g_00190
OG0000996	Prat.g_01428	Prap.g_00191
OG0000997	Prat.g_01429	Prap.g_00192
OG0000998	Prat.g_01430	Prap.g_00193
OG0000999	Prat.g_01431	Prap.g_00194
OG0001000	Prat.g_01432	Prap.g_00195
OG0001001	Prat.g_01434	Prap.g_00197
OG0001002	Prat.g_01435	Prap.g_00198
OG0001003	Prat.g_01436	Prap.g_00199
OG0001004	Prat.g_01437	Prap.g_00200
OG0001005	Prat.g_01439	Prap.g_00203
OG0001006	Prat.g_01440	Prap.g_00204
OG0001007	Prat.g_01441	Prap.g_00205
OG0001008	Prat.g_01443	Prap.g_00207
OG0001009	Prat.g_01444	Prap.g_00208
OG0001010	Prat.g_01502	Prap.g_01836
OG0001011	Prat.g_01457	Prap.g_01139
OG0001012	Prat.g_01022	Prap.g_00768
OG0001013	Prat.g_01585	Prap.g_01786
OG0001014	Prat.g_01586	Prap.g_01785
OG0001015	Prat.g_01593	Prap.g_01778
OG0001016	Prat.g_01594	Prap.g_01777
OG0001017	Prat.g_01595	Prap.g_01776
OG0001018	Prat.g_01596	Prap.g_01775
OG0001019	Prat.g_01598	Prap.g_01773
OG0001020	Prat.g_01599	Prap.g_01772
OG0001021	Prat.g_01600	Prap.g_01771
OG0001022	Prat.g_01601	Prap.g_01770
OG0001023	Prat.g_01602	Prap.g_01769
OG0001024	Prat.g_01603	Prap.g_01767
OG0001025	Prat.g_01604	Prap.g_01766
OG0001026	Prat.g_01605	Prap.g_01765
OG0001027	Prat.g_01606	Prap.g_01764
OG0001028	Prat.g_01607	Prap.g_01763
OG0001029	Prat.g_01608	Prap.g_01762
OG0001030	Prat.g_01609	Prap.g_01761
OG0001031	Prat.g_01610	Prap.g_01760
OG0001032	Prat.g_01611	Prap.g_01759
OG0001033	Prat.g_01612	Prap.g_01758
OG0001034	Prat.g_01613	Prap.g_01757
OG0001035	Prat.g_01615	Prap.g_01754
OG0001036	Prat.g_01616	Prap.g_01753
OG0001037	Prat.g_01617	Prap.g_01752
OG0001038	Prat.g_01618	Prap.g_01751
OG0001039	Prat.g_01619	Prap.g_01750
OG0001040	Prat.g_01621	Prap.g_01749
OG0001041	Prat.g_01622	Prap.g_01748
OG0001042	Prat.g_01623	Prap.g_01747
OG0001043	Prat.g_01624	Prap.g_01746
OG0001044	Prat.g_01625	Prap.g_01745
OG0001045	Prat.g_01626	Prap.g_01744
OG0001046	Prat.g_01627	Prap.g_01743
OG0001047	Prat.g_01630	Prap.g_01740
OG0001048	Prat.g_01632	Prap.g_01738
OG0001049	Prat.g_01633	Prap.g_01737
OG0001050	Prat.g_01634	Prap.g_01736
OG0001051	Prat.g_01635	Prap.g_01735
OG0001052	Prat.g_01636	Prap.g_01734
OG0001053	Prat.g_01639	Prap.g_01732
OG0001054	Prat.g_01641	Prap.g_01730
OG0001055	Prat.g_01642	Prap.g_01729
OG0001056	Prat.g_01643	Prap.g_01728
OG0001057	Prat.g_01644	Prap.g_01727
OG0001058	Prat.g_01645	Prap.g_01726
OG0001059	Prat.g_01646	Prap.g_01725
OG0001060	Prat.g_01647	Prap.g_01724
OG0001061	Prat.g_01648	Prap.g_01723
OG0001062	Prat.g_01649	Prap.g_01722
OG0001063	Prat.g_01650	Prap.g_01721
OG0001064	Prat.g_01652	Prap.g_01719
OG0001065	Prat.g_01655	Prap.g_01715
OG0001066	Prat.g_01657	Prap.g_01713
OG0001067	Prat.g_01658	Prap.g_01712
OG0001068	Prat.g_01661	Prap.g_01709
OG0001069	Prat.g_01662	Prap.g_01708
OG0001070	Prat.g_01663	Prap.g_01707
OG0001071	Prat.g_01664	Prap.g_01706
OG0001072	Prat.g_01665	Prap.g_01705
OG0001073	Prat.g_01666	Prap.g_01704
OG0001074	Prat.g_01667	Prap.g_01703
OG0001075	Prat.g_01668	Prap.g_01702
OG0001076	Prat.g_01669	Prap.g_01701
OG0001077	Prat.g_01670	Prap.g_01700
OG0001078	Prat.g_01671	Prap.g_01699
OG0001079	Prat.g_01672	Prap.g_01698
OG0001080	Prat.g_01673	Prap.g_01697
OG0001081	Prat.g_01677	Prap.g_01693
OG0001082	Prat.g_01678	Prap.g_01692
OG0001083	Prat.g_01682	Prap.g_01689
OG0001084	Prat.g_01680	Prap.g_01690
OG0001085	Prat.g_01679	Prap.g_01691
OG0001086	Prat.g_01676	Prap.g_01694
OG0001087	Prat.g_01675	Prap.g_01695
OG0001088	Prat.g_01674	Prap.g_01696
OG0001089	Prat.g_01684	Prap.g_01686
OG0001090	Prat.g_01686	Prap.g_01684
OG0001091	Prat.g_01687	Prap.g_01683
OG0001092	Prat.g_01688	Prap.g_01682
OG0001093	Prat.g_01689	Prap.g_01681
OG0001094	Prat.g_01690	Prap.g_01680
OG0001095	Prat.g_01691	Prap.g_01679
OG0001096	Prat.g_01692	Prap.g_01678
OG0001097	Prat.g_01693	Prap.g_01677
OG0001098	Prat.g_01694	Prap.g_01676
OG0001099	Prat.g_01695	Prap.g_01675
OG0001100	Prat.g_01696	Prap.g_01674
OG0001101	Prat.g_01697	Prap.g_01673
OG0001102	Prat.g_01698	Prap.g_01672
OG0001103	Prat.g_01699	Prap.g_01671
OG0001104	Prat.g_01700	Prap.g_01670
OG0001105	Prat.g_01701	Prap.g_01669
OG0001106	Prat.g_01702	Prap.g_01668
OG0001107	Prat.g_01703	Prap.g_01667
OG0001108	Prat.g_01704	Prap.g_01666
OG0001109	Prat.g_01705	Prap.g_01665
OG0001110	Prat.g_01706	Prap.g_01664
OG0001111	Prat.g_01707	Prap.g_01663
OG0001112	Prat.g_01708	Prap.g_01662
OG0001113	Prat.g_01709	Prap.g_01661
OG0001114	Prat.g_01710	Prap.g_01660
OG0001115	Prat.g_01711	Prap.g_01659
OG0001116	Prat.g_01712	Prap.g_01658
OG0001117	Prat.g_01713	Prap.g_01657
OG0001118	Prat.g_01714	Prap.g_01656
OG0001119	Prat.g_01715	Prap.g_01655
OG0001120	Prat.g_01327	Prap.g_01654
OG0001121	Prat.g_01717	Prap.g_01652
OG0001122	Prat.g_01718	Prap.g_01651
OG0001123	Prat.g_01719	Prap.g_01650
OG0001124	Prat.g_01721	Prap.g_01647
OG0001125	Prat.g_01723	Prap.g_01645
OG0001126	Prat.g_01724	Prap.g_01644
OG0001127	Prat.g_01727	Prap.g_01641
OG0001128	Prat.g_01728	Prap.g_01640
OG0001129	Prat.g_01729	Prap.g_01639
OG0001130	Prat.g_01732	Prap.g_01636
OG0001131	Prat.g_01733	Prap.g_01635
OG0001132	Prat.g_01734	Prap.g_01634
OG0001133	Prat.g_01735	Prap.g_01633
OG0001134	Prat.g_01736	Prap.g_01632
OG0001135	Prat.g_01737	Prap.g_01631
OG0001136	Prat.g_01738	Prap.g_01630
OG0001137	Prat.g_01739	Prap.g_01629
OG0001138	Prat.g_01740	Prap.g_01628
OG0001139	Prat.g_01742	Prap.g_01626
OG0001140	Prat.g_01744	Prap.g_01625
OG0001141	Prat.g_01745	Prap.g_01624
OG0001142	Prat.g_01748	Prap.g_01620
OG0001143	Prat.g_01749	Prap.g_01619
OG0001144	Prat.g_01750	Prap.g_01618
OG0001145	Prat.g_01751	Prap.g_01617
OG0001146	Prat.g_01752	Prap.g_01616
OG0001147	Prat.g_01753	Prap.g_01615
OG0001148	Prat.g_01754	Prap.g_01614
OG0001149	Prat.g_01756	Prap.g_01612
OG0001150	Prat.g_01757	Prap.g_01611
OG0001151	Prat.g_01760	Prap.g_01607
OG0001152	Prat.g_01761	Prap.g_01606
OG0001153	Prat.g_01762	Prap.g_01605
OG0001154	Prat.g_01764	Prap.g_01603
OG0001155	Prat.g_01766	Prap.g_01601
OG0001156	Prat.g_01768	Prap.g_01599
OG0001157	Prat.g_01770	Prap.g_01597
OG0001158	Prat.g_01772	Prap.g_01595
