Orthogroup	Prat	Prbd
OG0000567	Prat.g_01079	Prbd.g_00599
OG0000568	Prat.g_01078	Prbd.g_00598
OG0000569	Prat.g_01077	Prbd.g_00597
OG0000570	Prat.g_01076	Prbd.g_00596
OG0000571	Prat.g_01075	Prbd.g_00595
OG0000572	Prat.g_01074	Prbd.g_00594
OG0000573	Prat.g_01071	Prbd.g_00591
OG0000574	Prat.g_01070	Prbd.g_00590
OG0000575	Prat.g_01069	Prbd.g_00589
OG0000576	Prat.g_01068	Prbd.g_00588
OG0000577	Prat.g_01067	Prbd.g_00587
OG0000578	Prat.g_01066	Prbd.g_00586
OG0000579	Prat.g_01065	Prbd.g_00585
OG0000580	Prat.g_01064	Prbd.g_00584
OG0000581	Prat.g_01063	Prbd.g_00583
OG0000582	Prat.g_01062	Prbd.g_00582
OG0000583	Prat.g_01061	Prbd.g_00581
OG0000584	Prat.g_01059	Prbd.g_00580
OG0000585	Prat.g_01058	Prbd.g_00579
OG0000586	Prat.g_01056	Prbd.g_00577
OG0000587	Prat.g_01055	Prbd.g_00576
OG0000588	Prat.g_00744	Prbd.g_00574
OG0000589	Prat.g_00745	Prbd.g_00573
OG0000590	Prat.g_00747	Prbd.g_00571
OG0000591	Prat.g_00752	Prbd.g_00565
OG0000592	Prat.g_00753	Prbd.g_00564
OG0000593	Prat.g_00754	Prbd.g_00563
OG0000594	Prat.g_00757	Prbd.g_00561
OG0000595	Prat.g_00758	Prbd.g_00560
OG0000596	Prat.g_00759	Prbd.g_00559
OG0000597	Prat.g_00761	Prbd.g_00557
OG0000598	Prat.g_00762	Prbd.g_00556
OG0000599	Prat.g_00763	Prbd.g_00555
OG0000600	Prat.g_00764	Prbd.g_00554
OG0000601	Prat.g_00767	Prbd.g_00552
OG0000602	Prat.g_00768	Prbd.g_00551
OG0000603	Prat.g_00769	Prbd.g_00550
OG0000604	Prat.g_00772	Prbd.g_00549
OG0000605	Prat.g_00773	Prbd.g_00548
OG0000606	Prat.g_00774	Prbd.g_00547
OG0000607	Prat.g_00776	Prbd.g_00545
OG0000608	Prat.g_00777	Prbd.g_00544
OG0000609	Prat.g_01882	Prbd.g_00540
OG0000610	Prat.g_00826	Prbd.g_00539
OG0000611	Prat.g_00789	Prbd.g_00008
OG0000612	Prat.g_00790	Prbd.g_00009
OG0000613	Prat.g_00791	Prbd.g_00010
OG0000614	Prat.g_00792	Prbd.g_00011
OG0000615	Prat.g_00797	Prbd.g_00013
OG0000616	Prat.g_00798	Prbd.g_00014
OG0000617	Prat.g_00799	Prbd.g_00015
OG0000618	Prat.g_00800	Prbd.g_00016
OG0000619	Prat.g_00801	Prbd.g_00017
OG0000620	Prat.g_00802	Prbd.g_00018
OG0000621	Prat.g_00803	Prbd.g_00019
OG0000622	Prat.g_00804	Prbd.g_00020
OG0000623	Prat.g_00805	Prbd.g_00021
OG0000624	Prat.g_00807	Prbd.g_00022
OG0000625	Prat.g_00808	Prbd.g_00023
OG0000626	Prat.g_00809	Prbd.g_00024
OG0000627	Prat.g_00811	Prbd.g_00025
OG0000628	Prat.g_00812	Prbd.g_00026
OG0000629	Prat.g_00813	Prbd.g_00027
OG0000630	Prat.g_00814	Prbd.g_00028
OG0000631	Prat.g_00816	Prbd.g_00030
OG0000632	Prat.g_00622	Prbd.g_00045
OG0000633	Prat.g_01486	Prbd.g_00049
OG0000634	Prat.g_01472	Prbd.g_00062
OG0000635	Prat.g_00888	Prbd.g_00066
OG0000636	Prat.g_00887	Prbd.g_00067
OG0000637	Prat.g_00886	Prbd.g_00068
OG0000638	Prat.g_00345	Prbd.g_00080
OG0000639	Prat.g_00859	Prbd.g_00089
OG0000640	Prat.g_00863	Prbd.g_00091
OG0000641	Prat.g_00865	Prbd.g_00093
OG0000642	Prat.g_00866	Prbd.g_00094
OG0000643	Prat.g_00867	Prbd.g_00095
OG0000644	Prat.g_01043	Prbd.g_00096
OG0000645	Prat.g_01042	Prbd.g_00097
OG0000646	Prat.g_01041	Prbd.g_00098
OG0000647	Prat.g_01040	Prbd.g_00099
OG0000648	Prat.g_01038	Prbd.g_00101
OG0000649	Prat.g_01037	Prbd.g_00102
OG0000650	Prat.g_01036	Prbd.g_00103
OG0000651	Prat.g_01035	Prbd.g_00104
OG0000652	Prat.g_01034	Prbd.g_00105
OG0000653	Prat.g_01033	Prbd.g_00106
OG0000654	Prat.g_01031	Prbd.g_00108
OG0000655	Prat.g_01029	Prbd.g_00110
OG0000656	Prat.g_01028	Prbd.g_00111
OG0000657	Prat.g_01027	Prbd.g_00112
OG0000658	Prat.g_01026	Prbd.g_00113
OG0000659	Prat.g_01025	Prbd.g_00114
OG0000660	Prat.g_01024	Prbd.g_00115
OG0000661	Prat.g_01023	Prbd.g_00116
OG0000662	Prat.g_01021	Prbd.g_00117
OG0000663	Prat.g_01020	Prbd.g_00118
OG0000664	Prat.g_01019	Prbd.g_00119
OG0000665	Prat.g_01018	Prbd.g_00120
OG0000666	Prat.g_01017	Prbd.g_00121
OG0000667	Prat.g_01016	Prbd.g_00122
OG0000668	Prat.g_01015	Prbd.g_00123
OG0000669	Prat.g_01013	Prbd.g_00125
OG0000670	Prat.g_01012	Prbd.g_00126
OG0000671	Prat.g_01011	Prbd.g_00127
OG0000672	Prat.g_01010	Prbd.g_00128
OG0000673	Prat.g_01009	Prbd.g_00129
OG0000674	Prat.g_01008	Prbd.g_00130
OG0000675	Prat.g_01007	Prbd.g_00132
OG0000676	Prat.g_01006	Prbd.g_00133
OG0000677	Prat.g_01004	Prbd.g_00136
OG0000678	Prat.g_01002	Prbd.g_00138
OG0000679	Prat.g_01001	Prbd.g_00139
OG0000680	Prat.g_01000	Prbd.g_00140
OG0000681	Prat.g_00999	Prbd.g_00141
OG0000682	Prat.g_00998	Prbd.g_00142
OG0000683	Prat.g_00996	Prbd.g_00144
OG0000684	Prat.g_00995	Prbd.g_00145
OG0000685	Prat.g_00994	Prbd.g_00146
OG0000686	Prat.g_00993	Prbd.g_00147
OG0000687	Prat.g_00992	Prbd.g_00148
OG0000688	Prat.g_00991	Prbd.g_00149
OG0000689	Prat.g_00990	Prbd.g_00150
OG0000690	Prat.g_00989	Prbd.g_00151
OG0000691	Prat.g_00988	Prbd.g_00152
OG0000692	Prat.g_00984	Prbd.g_00154
OG0000693	Prat.g_00983	Prbd.g_00155
OG0000694	Prat.g_00982	Prbd.g_00156
OG0000695	Prat.g_00981	Prbd.g_00157
OG0000696	Prat.g_00980	Prbd.g_00158
OG0000697	Prat.g_00978	Prbd.g_00160
OG0000698	Prat.g_00974	Prbd.g_00162
OG0000699	Prat.g_00973	Prbd.g_00163
OG0000700	Prat.g_00694	Prbd.g_00190
OG0000701	Prat.g_00699	Prbd.g_00194
OG0000702	Prat.g_00705	Prbd.g_00197
OG0000703	Prat.g_00707	Prbd.g_00198
OG0000704	Prat.g_00708	Prbd.g_00199
OG0000705	Prat.g_00709	Prbd.g_00200
OG0000706	Prat.g_00710	Prbd.g_00201
OG0000707	Prat.g_00712	Prbd.g_00203
OG0000708	Prat.g_00713	Prbd.g_00204
OG0000709	Prat.g_00716	Prbd.g_00206
OG0000710	Prat.g_00717	Prbd.g_00207
OG0000711	Prat.g_00718	Prbd.g_00208
OG0000712	Prat.g_00719	Prbd.g_00209
OG0000713	Prat.g_00720	Prbd.g_00210
OG0000714	Prat.g_00722	Prbd.g_00212
OG0000715	Prat.g_00723	Prbd.g_00213
OG0000716	Prat.g_00725	Prbd.g_00215
OG0000717	Prat.g_00726	Prbd.g_00216
OG0000718	Prat.g_00728	Prbd.g_00217
OG0000719	Prat.g_00730	Prbd.g_00219
OG0000720	Prat.g_00731	Prbd.g_00220
OG0000721	Prat.g_00734	Prbd.g_00222
OG0000722	Prat.g_00735	Prbd.g_00223
OG0000723	Prat.g_00736	Prbd.g_00224
OG0000724	Prat.g_00738	Prbd.g_00226
OG0000725	Prat.g_00739	Prbd.g_00227
OG0000726	Prat.g_00740	Prbd.g_00228
OG0000727	Prat.g_00741	Prbd.g_00229
OG0000728	Prat.g_00742	Prbd.g_00230
OG0000729	Prat.g_00743	Prbd.g_00231
OG0000730	Prat.g_01053	Prbd.g_00232
OG0000731	Prat.g_01051	Prbd.g_00233
OG0000732	Prat.g_01050	Prbd.g_00234
OG0000733	Prat.g_01049	Prbd.g_00235
OG0000734	Prat.g_01048	Prbd.g_00236
OG0000735	Prat.g_01046	Prbd.g_00238
OG0000736	Prat.g_01045	Prbd.g_00239
OG0000737	Prat.g_01044	Prbd.g_00240
OG0000738	Prat.g_00868	Prbd.g_00241
OG0000739	Prat.g_00869	Prbd.g_00242
OG0000740	Prat.g_00870	Prbd.g_00243
OG0000741	Prat.g_00871	Prbd.g_00244
OG0000742	Prat.g_00873	Prbd.g_00246
OG0000743	Prat.g_00874	Prbd.g_00247
OG0000744	Prat.g_00876	Prbd.g_00248
OG0000745	Prat.g_00877	Prbd.g_00249
OG0000746	Prat.g_00878	Prbd.g_00250
OG0000747	Prat.g_00879	Prbd.g_00251
OG0000748	Prat.g_00880	Prbd.g_00252
OG0000749	Prat.g_00881	Prbd.g_00253
OG0000750	Prat.g_00883	Prbd.g_00254
OG0000751	Prat.g_00884	Prbd.g_00255
OG0000752	Prat.g_00944	Prbd.g_00256
OG0000753	Prat.g_00889	Prbd.g_00258
OG0000754	Prat.g_00890	Prbd.g_00259
OG0000755	Prat.g_00891	Prbd.g_00260
OG0000756	Prat.g_00893	Prbd.g_00261
OG0000757	Prat.g_00894	Prbd.g_00262
OG0000758	Prat.g_00895	Prbd.g_00263
OG0000759	Prat.g_00897	Prbd.g_00265
OG0000760	Prat.g_00898	Prbd.g_00266
OG0000761	Prat.g_00899	Prbd.g_00267
OG0000762	Prat.g_00901	Prbd.g_00269
OG0000763	Prat.g_00902	Prbd.g_00270
OG0000764	Prat.g_00903	Prbd.g_00271
OG0000765	Prat.g_00904	Prbd.g_00272
OG0000766	Prat.g_00905	Prbd.g_00273
OG0000767	Prat.g_00907	Prbd.g_00275
OG0000768	Prat.g_00908	Prbd.g_00276
OG0000769	Prat.g_00909	Prbd.g_00277
OG0000770	Prat.g_00910	Prbd.g_00278
OG0000771	Prat.g_00911	Prbd.g_00279
OG0000772	Prat.g_00912	Prbd.g_00280
OG0000773	Prat.g_00913	Prbd.g_00281
OG0000774	Prat.g_00914	Prbd.g_00282
OG0000775	Prat.g_00915	Prbd.g_00283
OG0000776	Prat.g_00916	Prbd.g_00285
OG0000777	Prat.g_00917	Prbd.g_00287
OG0000778	Prat.g_00918	Prbd.g_00288
OG0000779	Prat.g_00919	Prbd.g_00289
OG0000780	Prat.g_00921	Prbd.g_00291
OG0000781	Prat.g_00923	Prbd.g_00293
OG0000782	Prat.g_00924	Prbd.g_00294
OG0000783	Prat.g_00929	Prbd.g_00309
OG0000784	Prat.g_00931	Prbd.g_00311
OG0000785	Prat.g_00932	Prbd.g_00312
OG0000786	Prat.g_00933	Prbd.g_00313
OG0000787	Prat.g_00934	Prbd.g_00314
OG0000788	Prat.g_00939	Prbd.g_00318
OG0000789	Prat.g_00942	Prbd.g_00320
OG0000790	Prat.g_00943	Prbd.g_00321
OG0000791	Prat.g_00946	Prbd.g_00322
OG0000792	Prat.g_00947	Prbd.g_00323
OG0000793	Prat.g_00948	Prbd.g_00324
OG0000794	Prat.g_00951	Prbd.g_00326
OG0000795	Prat.g_00955	Prbd.g_00329
OG0000796	Prat.g_00956	Prbd.g_00330
OG0000797	Prat.g_00957	Prbd.g_00332
OG0000798	Prat.g_00958	Prbd.g_00333
OG0000799	Prat.g_00959	Prbd.g_00334
OG0000800	Prat.g_00960	Prbd.g_00335
OG0000801	Prat.g_00963	Prbd.g_00338
OG0000802	Prat.g_00964	Prbd.g_00339
OG0000803	Prat.g_00966	Prbd.g_00341
OG0000804	Prat.g_00967	Prbd.g_00342
OG0000805	Prat.g_00968	Prbd.g_00343
OG0000806	Prat.g_00970	Prbd.g_00345
OG0000807	Prat.g_01204	Prbd.g_00370
OG0000808	Prat.g_01479	Prbd.g_00380
OG0000809	Prat.g_01197	Prbd.g_00383
OG0000810	Prat.g_01480	Prbd.g_00384
OG0000811	Prat.g_01214	Prbd.g_00391
OG0000812	Prat.g_01199	Prbd.g_00395
OG0000813	Prat.g_00354	Prbd.g_00399
OG0000814	Prat.g_01373	Prbd.g_00401
OG0000815	Prat.g_01211	Prbd.g_00414
OG0000816	Prat.g_01560	Prbd.g_00428
OG0000817	Prat.g_01559	Prbd.g_00429
OG0000818	Prat.g_01175	Prbd.g_00434
OG0000819	Prat.g_01177	Prbd.g_00449
OG0000820	Prat.g_01171	Prbd.g_00453
OG0000821	Prat.g_01169	Prbd.g_00455
OG0000822	Prat.g_01168	Prbd.g_00456
OG0000823	Prat.g_01167	Prbd.g_00457
OG0000824	Prat.g_01166	Prbd.g_00458
OG0000825	Prat.g_01165	Prbd.g_00459
OG0000826	Prat.g_01164	Prbd.g_00460
OG0000827	Prat.g_01163	Prbd.g_00461
OG0000828	Prat.g_01162	Prbd.g_00462
OG0000829	Prat.g_01161	Prbd.g_00463
OG0000830	Prat.g_01159	Prbd.g_00464
OG0000831	Prat.g_01157	Prbd.g_00467
OG0000832	Prat.g_01155	Prbd.g_00469
OG0000833	Prat.g_01154	Prbd.g_00470
OG0000834	Prat.g_01153	Prbd.g_00471
OG0000835	Prat.g_01152	Prbd.g_00472
OG0000836	Prat.g_01151	Prbd.g_00473
OG0000837	Prat.g_01148	Prbd.g_00475
OG0000838	Prat.g_01147	Prbd.g_00476
OG0000839	Prat.g_01146	Prbd.g_00477
OG0000840	Prat.g_01145	Prbd.g_00478
OG0000841	Prat.g_01144	Prbd.g_00479
OG0000842	Prat.g_01142	Prbd.g_00480
OG0000843	Prat.g_01141	Prbd.g_00481
OG0000844	Prat.g_01140	Prbd.g_00482
OG0000845	Prat.g_01139	Prbd.g_00483
OG0000846	Prat.g_01136	Prbd.g_00486
OG0000847	Prat.g_01135	Prbd.g_00488
OG0000848	Prat.g_01134	Prbd.g_00489
OG0000849	Prat.g_01131	Prbd.g_00490
OG0000850	Prat.g_01130	Prbd.g_00491
OG0000851	Prat.g_01128	Prbd.g_00492
OG0000852	Prat.g_01126	Prbd.g_00494
OG0000853	Prat.g_01124	Prbd.g_00495
OG0000854	Prat.g_01123	Prbd.g_00497
OG0000855	Prat.g_01122	Prbd.g_00498
OG0000856	Prat.g_01121	Prbd.g_00499
OG0000857	Prat.g_01120	Prbd.g_00500
OG0000858	Prat.g_01119	Prbd.g_00501
OG0000859	Prat.g_01118	Prbd.g_00502
OG0000860	Prat.g_01117	Prbd.g_00503
OG0000861	Prat.g_01116	Prbd.g_00504
OG0000862	Prat.g_01115	Prbd.g_00505
OG0000863	Prat.g_01114	Prbd.g_00506
OG0000864	Prat.g_01113	Prbd.g_00507
OG0000865	Prat.g_01112	Prbd.g_00508
OG0000866	Prat.g_01111	Prbd.g_00509
OG0000867	Prat.g_01110	Prbd.g_00510
OG0000868	Prat.g_01108	Prbd.g_00511
OG0000869	Prat.g_01106	Prbd.g_00513
OG0000870	Prat.g_01105	Prbd.g_00514
OG0000871	Prat.g_01104	Prbd.g_00516
OG0000872	Prat.g_01103	Prbd.g_00517
OG0000873	Prat.g_01101	Prbd.g_00519
OG0000874	Prat.g_01100	Prbd.g_00520
OG0000875	Prat.g_01099	Prbd.g_00521
OG0000876	Prat.g_01098	Prbd.g_00522
OG0000877	Prat.g_00594	Prbd.g_00524
OG0000878	Prat.g_00626	Prbd.g_01858
OG0000879	Prat.g_01238	Prbd.g_01812
OG0000880	Prat.g_01239	Prbd.g_01811
OG0000881	Prat.g_01240	Prbd.g_01810
OG0000882	Prat.g_01241	Prbd.g_01809
OG0000883	Prat.g_01242	Prbd.g_01808
OG0000884	Prat.g_01244	Prbd.g_01806
OG0000885	Prat.g_01245	Prbd.g_01805
OG0000886	Prat.g_01246	Prbd.g_01804
OG0000887	Prat.g_01247	Prbd.g_01803
OG0000888	Prat.g_01248	Prbd.g_01802
OG0000889	Prat.g_01251	Prbd.g_01799
OG0000890	Prat.g_01252	Prbd.g_01798
OG0000891	Prat.g_01253	Prbd.g_01797
OG0000892	Prat.g_01255	Prbd.g_01795
OG0000893	Prat.g_01256	Prbd.g_01794
OG0000894	Prat.g_01257	Prbd.g_01793
OG0000895	Prat.g_01258	Prbd.g_01792
OG0000896	Prat.g_01259	Prbd.g_01791
OG0000897	Prat.g_01260	Prbd.g_01790
OG0000898	Prat.g_01263	Prbd.g_01788
OG0000899	Prat.g_01264	Prbd.g_01787
OG0000900	Prat.g_01282	Prbd.g_01782
OG0000901	Prat.g_01287	Prbd.g_01778
OG0000902	Prat.g_01471	Prbd.g_01777
OG0000903	Prat.g_01178	Prbd.g_01776
OG0000904	Prat.g_01455	Prbd.g_01774
OG0000905	Prat.g_01200	Prbd.g_01772
OG0000906	Prat.g_01181	Prbd.g_01770
OG0000907	Prat.g_00976	Prbd.g_01769
OG0000908	Prat.g_01228	Prbd.g_01766
OG0000909	Prat.g_01293	Prbd.g_01762
OG0000910	Prat.g_01294	Prbd.g_01761
OG0000911	Prat.g_01295	Prbd.g_01760
OG0000912	Prat.g_01296	Prbd.g_01759
OG0000913	Prat.g_01297	Prbd.g_01758
OG0000914	Prat.g_01298	Prbd.g_01757
OG0000915	Prat.g_01299	Prbd.g_01756
OG0000916	Prat.g_01300	Prbd.g_01755
OG0000917	Prat.g_01301	Prbd.g_01754
OG0000918	Prat.g_01302	Prbd.g_01753
OG0000919	Prat.g_01303	Prbd.g_01752
OG0000920	Prat.g_01304	Prbd.g_01751
OG0000921	Prat.g_01305	Prbd.g_01750
OG0000922	Prat.g_01306	Prbd.g_01749
OG0000923	Prat.g_01307	Prbd.g_01748
OG0000924	Prat.g_01308	Prbd.g_01747
OG0000925	Prat.g_01309	Prbd.g_01746
OG0000926	Prat.g_01769	Prbd.g_01736
OG0000927	Prat.g_01333	Prbd.g_01707
OG0000928	Prat.g_01334	Prbd.g_01706
OG0000929	Prat.g_01335	Prbd.g_01705
OG0000930	Prat.g_01336	Prbd.g_01704
OG0000931	Prat.g_01337	Prbd.g_01703
OG0000932	Prat.g_01339	Prbd.g_01701
OG0000933	Prat.g_01340	Prbd.g_01700
OG0000934	Prat.g_01341	Prbd.g_01699
OG0000935	Prat.g_01342	Prbd.g_01698
OG0000936	Prat.g_01343	Prbd.g_01697
OG0000937	Prat.g_01344	Prbd.g_01696
OG0000938	Prat.g_01345	Prbd.g_01695
OG0000939	Prat.g_01346	Prbd.g_01694
OG0000940	Prat.g_01348	Prbd.g_01693
OG0000941	Prat.g_01350	Prbd.g_01691
OG0000942	Prat.g_01351	Prbd.g_01690
OG0000943	Prat.g_01355	Prbd.g_01687
OG0000944	Prat.g_01356	Prbd.g_01686
OG0000945	Prat.g_01357	Prbd.g_01685
OG0000946	Prat.g_01358	Prbd.g_01684
OG0000947	Prat.g_01359	Prbd.g_01683
OG0000948	Prat.g_01360	Prbd.g_01682
OG0000949	Prat.g_01361	Prbd.g_01681
OG0000950	Prat.g_01362	Prbd.g_01680
OG0000951	Prat.g_01363	Prbd.g_01679
OG0000952	Prat.g_01364	Prbd.g_01678
OG0000953	Prat.g_01365	Prbd.g_01677
OG0000954	Prat.g_01366	Prbd.g_01676
OG0000955	Prat.g_01367	Prbd.g_01675
OG0000956	Prat.g_01368	Prbd.g_01674
OG0000957	Prat.g_01369	Prbd.g_01673
OG0000958	Prat.g_01370	Prbd.g_01672
OG0000959	Prat.g_01371	Prbd.g_01671
OG0000960	Prat.g_01372	Prbd.g_01670
OG0000961	Prat.g_01378	Prbd.g_01666
OG0000962	Prat.g_01379	Prbd.g_01665
OG0000963	Prat.g_01380	Prbd.g_01664
OG0000964	Prat.g_01382	Prbd.g_01662
OG0000965	Prat.g_01383	Prbd.g_01661
OG0000966	Prat.g_01384	Prbd.g_01660
OG0000967	Prat.g_01385	Prbd.g_01659
OG0000968	Prat.g_01386	Prbd.g_01658
OG0000969	Prat.g_01387	Prbd.g_01657
OG0000970	Prat.g_01388	Prbd.g_01656
OG0000971	Prat.g_01389	Prbd.g_01655
OG0000972	Prat.g_01390	Prbd.g_01654
OG0000973	Prat.g_01391	Prbd.g_01653
OG0000974	Prat.g_01393	Prbd.g_01651
OG0000975	Prat.g_01399	Prbd.g_01648
OG0000976	Prat.g_01403	Prbd.g_01646
OG0000977	Prat.g_01405	Prbd.g_01645
OG0000978	Prat.g_01407	Prbd.g_01644
OG0000979	Prat.g_01409	Prbd.g_01642
OG0000980	Prat.g_01410	Prbd.g_01641
OG0000981	Prat.g_01411	Prbd.g_01640
OG0000982	Prat.g_01412	Prbd.g_01639
OG0000983	Prat.g_01414	Prbd.g_01637
OG0000984	Prat.g_01415	Prbd.g_01636
OG0000985	Prat.g_01416	Prbd.g_01635
OG0000986	Prat.g_01417	Prbd.g_01634
OG0000987	Prat.g_01418	Prbd.g_01633
OG0000988	Prat.g_01420	Prbd.g_01632
OG0000989	Prat.g_01421	Prbd.g_01631
OG0000990	Prat.g_01422	Prbd.g_01630
OG0000991	Prat.g_01423	Prbd.g_01629
OG0000992	Prat.g_01424	Prbd.g_01628
OG0000993	Prat.g_01425	Prbd.g_01627
OG0000994	Prat.g_01426	Prbd.g_01626
OG0000995	Prat.g_01427	Prbd.g_01625
OG0000996	Prat.g_01428	Prbd.g_01624
OG0000997	Prat.g_01429	Prbd.g_01623
OG0000998	Prat.g_01430	Prbd.g_01622
OG0000999	Prat.g_01431	Prbd.g_01621
OG0001000	Prat.g_01432	Prbd.g_01620
OG0001001	Prat.g_01434	Prbd.g_01617
OG0001002	Prat.g_01435	Prbd.g_01616
OG0001003	Prat.g_01436	Prbd.g_01615
OG0001004	Prat.g_01437	Prbd.g_01614
OG0001005	Prat.g_01439	Prbd.g_01613
OG0001006	Prat.g_01440	Prbd.g_01612
OG0001007	Prat.g_01441	Prbd.g_01611
OG0001008	Prat.g_01443	Prbd.g_01609
OG0001009	Prat.g_01444	Prbd.g_01608
OG0001010	Prat.g_01502	Prbd.g_01600
OG0001011	Prat.g_01457	Prbd.g_01593
OG0001012	Prat.g_01022	Prbd.g_01566
OG0001013	Prat.g_01585	Prbd.g_01531
OG0001014	Prat.g_01586	Prbd.g_01530
OG0001015	Prat.g_01593	Prbd.g_01524
OG0001016	Prat.g_01594	Prbd.g_01523
OG0001017	Prat.g_01595	Prbd.g_01522
OG0001018	Prat.g_01596	Prbd.g_01521
OG0001019	Prat.g_01598	Prbd.g_01519
OG0001020	Prat.g_01599	Prbd.g_01518
OG0001021	Prat.g_01600	Prbd.g_01517
OG0001022	Prat.g_01601	Prbd.g_01516
OG0001023	Prat.g_01602	Prbd.g_01515
OG0001024	Prat.g_01603	Prbd.g_01514
OG0001025	Prat.g_01604	Prbd.g_01513
OG0001026	Prat.g_01605	Prbd.g_01511
OG0001027	Prat.g_01606	Prbd.g_01510
OG0001028	Prat.g_01607	Prbd.g_01509
OG0001029	Prat.g_01608	Prbd.g_01508
OG0001030	Prat.g_01609	Prbd.g_01507
OG0001031	Prat.g_01610	Prbd.g_01506
OG0001032	Prat.g_01611	Prbd.g_01505
OG0001033	Prat.g_01612	Prbd.g_01504
OG0001034	Prat.g_01613	Prbd.g_01503
OG0001035	Prat.g_01615	Prbd.g_01501
OG0001036	Prat.g_01616	Prbd.g_01500
OG0001037	Prat.g_01617	Prbd.g_01499
OG0001038	Prat.g_01618	Prbd.g_01498
OG0001039	Prat.g_01619	Prbd.g_01497
OG0001040	Prat.g_01621	Prbd.g_01496
OG0001041	Prat.g_01622	Prbd.g_01495
OG0001042	Prat.g_01623	Prbd.g_01494
OG0001043	Prat.g_01624	Prbd.g_01493
OG0001044	Prat.g_01625	Prbd.g_01492
OG0001045	Prat.g_01626	Prbd.g_01491
OG0001046	Prat.g_01627	Prbd.g_01490
OG0001047	Prat.g_01630	Prbd.g_01487
OG0001048	Prat.g_01632	Prbd.g_01485
OG0001049	Prat.g_01633	Prbd.g_01484
OG0001050	Prat.g_01634	Prbd.g_01483
OG0001051	Prat.g_01635	Prbd.g_01482
OG0001052	Prat.g_01636	Prbd.g_01481
OG0001053	Prat.g_01639	Prbd.g_01479
OG0001054	Prat.g_01641	Prbd.g_01477
OG0001055	Prat.g_01642	Prbd.g_01476
OG0001056	Prat.g_01643	Prbd.g_01475
OG0001057	Prat.g_01644	Prbd.g_01474
OG0001058	Prat.g_01645	Prbd.g_01473
OG0001059	Prat.g_01646	Prbd.g_01472
OG0001060	Prat.g_01647	Prbd.g_01471
OG0001061	Prat.g_01648	Prbd.g_01470
OG0001062	Prat.g_01649	Prbd.g_01469
OG0001063	Prat.g_01650	Prbd.g_01468
OG0001064	Prat.g_01652	Prbd.g_01466
OG0001065	Prat.g_01655	Prbd.g_01463
OG0001066	Prat.g_01657	Prbd.g_01462
OG0001067	Prat.g_01658	Prbd.g_01461
OG0001068	Prat.g_01661	Prbd.g_01459
OG0001069	Prat.g_01662	Prbd.g_01458
OG0001070	Prat.g_01663	Prbd.g_01457
OG0001071	Prat.g_01664	Prbd.g_01456
OG0001072	Prat.g_01665	Prbd.g_01455
OG0001073	Prat.g_01666	Prbd.g_01454
OG0001074	Prat.g_01667	Prbd.g_01453
OG0001075	Prat.g_01668	Prbd.g_01452
OG0001076	Prat.g_01669	Prbd.g_01451
OG0001077	Prat.g_01670	Prbd.g_01450
OG0001078	Prat.g_01671	Prbd.g_01449
OG0001079	Prat.g_01672	Prbd.g_01448
OG0001080	Prat.g_01673	Prbd.g_01447
OG0001081	Prat.g_01677	Prbd.g_01444
OG0001082	Prat.g_01678	Prbd.g_01443
OG0001083	Prat.g_01682	Prbd.g_01442
OG0001084	Prat.g_01680	Prbd.g_01440
OG0001085	Prat.g_01679	Prbd.g_01439
OG0001086	Prat.g_01676	Prbd.g_01438
OG0001087	Prat.g_01675	Prbd.g_01437
OG0001088	Prat.g_01674	Prbd.g_01436
OG0001089	Prat.g_01684	Prbd.g_01433
OG0001090	Prat.g_01686	Prbd.g_01431
OG0001091	Prat.g_01687	Prbd.g_01430
OG0001092	Prat.g_01688	Prbd.g_01429
OG0001093	Prat.g_01689	Prbd.g_01428
OG0001094	Prat.g_01690	Prbd.g_01427
OG0001095	Prat.g_01691	Prbd.g_01426
OG0001096	Prat.g_01692	Prbd.g_01425
OG0001097	Prat.g_01693	Prbd.g_01424
OG0001098	Prat.g_01694	Prbd.g_01423
OG0001099	Prat.g_01695	Prbd.g_01422
OG0001100	Prat.g_01696	Prbd.g_01421
OG0001101	Prat.g_01697	Prbd.g_01420
OG0001102	Prat.g_01698	Prbd.g_01419
OG0001103	Prat.g_01699	Prbd.g_01418
OG0001104	Prat.g_01700	Prbd.g_01417
OG0001105	Prat.g_01701	Prbd.g_01416
OG0001106	Prat.g_01702	Prbd.g_01415
OG0001107	Prat.g_01703	Prbd.g_01414
OG0001108	Prat.g_01704	Prbd.g_01413
OG0001109	Prat.g_01705	Prbd.g_01412
OG0001110	Prat.g_01706	Prbd.g_01411
OG0001111	Prat.g_01707	Prbd.g_01410
OG0001112	Prat.g_01708	Prbd.g_01409
OG0001113	Prat.g_01709	Prbd.g_01408
OG0001114	Prat.g_01710	Prbd.g_01407
OG0001115	Prat.g_01711	Prbd.g_01406
OG0001116	Prat.g_01712	Prbd.g_01405
OG0001117	Prat.g_01713	Prbd.g_01404
OG0001118	Prat.g_01714	Prbd.g_01403
OG0001119	Prat.g_01715	Prbd.g_01402
OG0001120	Prat.g_01327	Prbd.g_01401
OG0001121	Prat.g_01717	Prbd.g_01399
OG0001122	Prat.g_01718	Prbd.g_01398
OG0001123	Prat.g_01719	Prbd.g_01397
OG0001124	Prat.g_01721	Prbd.g_01395
OG0001125	Prat.g_01723	Prbd.g_01393
