Orthogroup	Prat	Praw
OG0000584	Prat.g_01059	Praw.g_01858
OG0000585	Prat.g_01058	Praw.g_01857
OG0000586	Prat.g_01056	Praw.g_01855
OG0000587	Prat.g_01055	Praw.g_01854
OG0000588	Prat.g_00744	Praw.g_01852
OG0000589	Prat.g_00745	Praw.g_01851
OG0000590	Prat.g_00747	Praw.g_01849
OG0000591	Prat.g_00752	Praw.g_01843
OG0000592	Prat.g_00753	Praw.g_01842
OG0000593	Prat.g_00754	Praw.g_01841
OG0000594	Prat.g_00757	Praw.g_01839
OG0000595	Prat.g_00758	Praw.g_01838
OG0000596	Prat.g_00759	Praw.g_01837
OG0000597	Prat.g_00761	Praw.g_01835
OG0000598	Prat.g_00762	Praw.g_01834
OG0000599	Prat.g_00763	Praw.g_01833
OG0000600	Prat.g_00764	Praw.g_01832
OG0000601	Prat.g_00767	Praw.g_01830
OG0000602	Prat.g_00768	Praw.g_01829
OG0000603	Prat.g_00769	Praw.g_01828
OG0000604	Prat.g_00772	Praw.g_01827
OG0000605	Prat.g_00773	Praw.g_01826
OG0000606	Prat.g_00774	Praw.g_01825
OG0000607	Prat.g_00776	Praw.g_01823
OG0000608	Prat.g_00777	Praw.g_01822
OG0000609	Prat.g_01882	Praw.g_01818
OG0000610	Prat.g_00826	Praw.g_01817
OG0000611	Prat.g_00789	Praw.g_01808
OG0000612	Prat.g_00790	Praw.g_01807
OG0000613	Prat.g_00791	Praw.g_01806
OG0000614	Prat.g_00792	Praw.g_01805
OG0000615	Prat.g_00797	Praw.g_01803
OG0000616	Prat.g_00798	Praw.g_01802
OG0000617	Prat.g_00799	Praw.g_01801
OG0000618	Prat.g_00800	Praw.g_01800
OG0000619	Prat.g_00801	Praw.g_01799
OG0000620	Prat.g_00802	Praw.g_01798
OG0000621	Prat.g_00803	Praw.g_01797
OG0000622	Prat.g_00804	Praw.g_01796
OG0000623	Prat.g_00805	Praw.g_01795
OG0000624	Prat.g_00807	Praw.g_01794
OG0000625	Prat.g_00808	Praw.g_01793
OG0000626	Prat.g_00809	Praw.g_01792
OG0000627	Prat.g_00811	Praw.g_01791
OG0000628	Prat.g_00812	Praw.g_01790
OG0000629	Prat.g_00813	Praw.g_01789
OG0000630	Prat.g_00814	Praw.g_01788
OG0000631	Prat.g_00816	Praw.g_01786
OG0000632	Prat.g_00622	Praw.g_01763
OG0000633	Prat.g_01486	Praw.g_01759
OG0000634	Prat.g_01472	Praw.g_01745
OG0000635	Prat.g_00888	Praw.g_01732
OG0000636	Prat.g_00887	Praw.g_01731
OG0000637	Prat.g_00886	Praw.g_01730
OG0000638	Prat.g_00345	Praw.g_01719
OG0000639	Prat.g_00859	Praw.g_01710
OG0000640	Prat.g_00863	Praw.g_01708
OG0000641	Prat.g_00865	Praw.g_01706
OG0000642	Prat.g_00866	Praw.g_01705
OG0000643	Prat.g_00867	Praw.g_01704
OG0000644	Prat.g_01043	Praw.g_01703
OG0000645	Prat.g_01042	Praw.g_01702
OG0000646	Prat.g_01041	Praw.g_01701
OG0000647	Prat.g_01040	Praw.g_01700
OG0000648	Prat.g_01038	Praw.g_01698
OG0000649	Prat.g_01037	Praw.g_01697
OG0000650	Prat.g_01036	Praw.g_01696
OG0000651	Prat.g_01035	Praw.g_01695
OG0000652	Prat.g_01034	Praw.g_01694
OG0000653	Prat.g_01033	Praw.g_01693
OG0000654	Prat.g_01031	Praw.g_01691
OG0000655	Prat.g_01029	Praw.g_01689
OG0000656	Prat.g_01028	Praw.g_01688
OG0000657	Prat.g_01027	Praw.g_01687
OG0000658	Prat.g_01026	Praw.g_01686
OG0000659	Prat.g_01025	Praw.g_01685
OG0000660	Prat.g_01024	Praw.g_01684
OG0000661	Prat.g_01023	Praw.g_01683
OG0000662	Prat.g_01021	Praw.g_01682
OG0000663	Prat.g_01020	Praw.g_01681
OG0000664	Prat.g_01019	Praw.g_01680
OG0000665	Prat.g_01018	Praw.g_01679
OG0000666	Prat.g_01017	Praw.g_01678
OG0000667	Prat.g_01016	Praw.g_01677
OG0000668	Prat.g_01015	Praw.g_01676
OG0000669	Prat.g_01013	Praw.g_01674
OG0000670	Prat.g_01012	Praw.g_01673
OG0000671	Prat.g_01011	Praw.g_01672
OG0000672	Prat.g_01010	Praw.g_01671
OG0000673	Prat.g_01009	Praw.g_01670
OG0000674	Prat.g_01008	Praw.g_01669
OG0000675	Prat.g_01007	Praw.g_01668
OG0000676	Prat.g_01006	Praw.g_01667
OG0000677	Prat.g_01004	Praw.g_01665
OG0000678	Prat.g_01002	Praw.g_01663
OG0000679	Prat.g_01001	Praw.g_01662
OG0000680	Prat.g_01000	Praw.g_01661
OG0000681	Prat.g_00999	Praw.g_01660
OG0000682	Prat.g_00998	Praw.g_01659
OG0000683	Prat.g_00996	Praw.g_01657
OG0000684	Prat.g_00995	Praw.g_01656
OG0000685	Prat.g_00994	Praw.g_01655
OG0000686	Prat.g_00993	Praw.g_01654
OG0000687	Prat.g_00992	Praw.g_01653
OG0000688	Prat.g_00991	Praw.g_01652
OG0000689	Prat.g_00990	Praw.g_01651
OG0000690	Prat.g_00989	Praw.g_01650
OG0000691	Prat.g_00988	Praw.g_01649
OG0000692	Prat.g_00984	Praw.g_01647
OG0000693	Prat.g_00983	Praw.g_01646
OG0000694	Prat.g_00982	Praw.g_01645
OG0000695	Prat.g_00981	Praw.g_01644
OG0000696	Prat.g_00980	Praw.g_01643
OG0000697	Prat.g_00978	Praw.g_01641
OG0000698	Prat.g_00974	Praw.g_01639
OG0000699	Prat.g_00973	Praw.g_01638
OG0000700	Prat.g_00694	Praw.g_01611
OG0000701	Prat.g_00699	Praw.g_01608
OG0000702	Prat.g_00705	Praw.g_01605
OG0000703	Prat.g_00707	Praw.g_01604
OG0000704	Prat.g_00708	Praw.g_01603
OG0000705	Prat.g_00709	Praw.g_01602
OG0000706	Prat.g_00710	Praw.g_01601
OG0000707	Prat.g_00712	Praw.g_01600
OG0000708	Prat.g_00713	Praw.g_01599
OG0000709	Prat.g_00716	Praw.g_01597
OG0000710	Prat.g_00717	Praw.g_01596
OG0000711	Prat.g_00718	Praw.g_01595
OG0000712	Prat.g_00719	Praw.g_01594
OG0000713	Prat.g_00720	Praw.g_01593
OG0000714	Prat.g_00722	Praw.g_01591
OG0000715	Prat.g_00723	Praw.g_01590
OG0000716	Prat.g_00725	Praw.g_01588
OG0000717	Prat.g_00726	Praw.g_01587
OG0000718	Prat.g_00728	Praw.g_01586
OG0000719	Prat.g_00730	Praw.g_01584
OG0000720	Prat.g_00731	Praw.g_01583
OG0000721	Prat.g_00734	Praw.g_01581
OG0000722	Prat.g_00735	Praw.g_01580
OG0000723	Prat.g_00736	Praw.g_01579
OG0000724	Prat.g_00738	Praw.g_01577
OG0000725	Prat.g_00739	Praw.g_01576
OG0000726	Prat.g_00740	Praw.g_01575
OG0000727	Prat.g_00741	Praw.g_01574
OG0000728	Prat.g_00742	Praw.g_01573
OG0000729	Prat.g_00743	Praw.g_01572
OG0000730	Prat.g_01053	Praw.g_01571
OG0000731	Prat.g_01051	Praw.g_01570
OG0000732	Prat.g_01050	Praw.g_01569
OG0000733	Prat.g_01049	Praw.g_01568
OG0000734	Prat.g_01048	Praw.g_01567
OG0000735	Prat.g_01046	Praw.g_01565
OG0000736	Prat.g_01045	Praw.g_01564
OG0000737	Prat.g_01044	Praw.g_01563
OG0000738	Prat.g_00868	Praw.g_01562
OG0000739	Prat.g_00869	Praw.g_01561
OG0000740	Prat.g_00870	Praw.g_01560
OG0000741	Prat.g_00871	Praw.g_01559
OG0000742	Prat.g_00873	Praw.g_01557
OG0000743	Prat.g_00874	Praw.g_01556
OG0000744	Prat.g_00876	Praw.g_01555
OG0000745	Prat.g_00877	Praw.g_01554
OG0000746	Prat.g_00878	Praw.g_01553
OG0000747	Prat.g_00879	Praw.g_01552
OG0000748	Prat.g_00880	Praw.g_01551
OG0000749	Prat.g_00881	Praw.g_01550
OG0000750	Prat.g_00883	Praw.g_01549
OG0000751	Prat.g_00884	Praw.g_01548
OG0000752	Prat.g_00944	Praw.g_01547
OG0000753	Prat.g_00889	Praw.g_01545
OG0000754	Prat.g_00890	Praw.g_01544
OG0000755	Prat.g_00891	Praw.g_01543
OG0000756	Prat.g_00893	Praw.g_01542
OG0000757	Prat.g_00894	Praw.g_01541
OG0000758	Prat.g_00895	Praw.g_01540
OG0000759	Prat.g_00897	Praw.g_01538
OG0000760	Prat.g_00898	Praw.g_01537
OG0000761	Prat.g_00899	Praw.g_01536
OG0000762	Prat.g_00901	Praw.g_01534
OG0000763	Prat.g_00902	Praw.g_01533
OG0000764	Prat.g_00903	Praw.g_01532
OG0000765	Prat.g_00904	Praw.g_01531
OG0000766	Prat.g_00905	Praw.g_01530
OG0000767	Prat.g_00907	Praw.g_01528
OG0000768	Prat.g_00908	Praw.g_01527
OG0000769	Prat.g_00909	Praw.g_01526
OG0000770	Prat.g_00910	Praw.g_01525
OG0000771	Prat.g_00911	Praw.g_01524
OG0000772	Prat.g_00912	Praw.g_01523
OG0000773	Prat.g_00913	Praw.g_01522
OG0000774	Prat.g_00914	Praw.g_01521
OG0000775	Prat.g_00915	Praw.g_01520
OG0000776	Prat.g_00916	Praw.g_01518
OG0000777	Prat.g_00917	Praw.g_01516
OG0000778	Prat.g_00918	Praw.g_01515
OG0000779	Prat.g_00919	Praw.g_01514
OG0000780	Prat.g_00921	Praw.g_01512
OG0000781	Prat.g_00923	Praw.g_01510
OG0000782	Prat.g_00924	Praw.g_01509
OG0000783	Prat.g_00929	Praw.g_01498
OG0000784	Prat.g_00931	Praw.g_01496
OG0000785	Prat.g_00932	Praw.g_01495
OG0000786	Prat.g_00933	Praw.g_01494
OG0000787	Prat.g_00934	Praw.g_01493
OG0000788	Prat.g_00939	Praw.g_01489
OG0000789	Prat.g_00942	Praw.g_01487
OG0000790	Prat.g_00943	Praw.g_01486
OG0000791	Prat.g_00946	Praw.g_01485
OG0000792	Prat.g_00947	Praw.g_01484
OG0000793	Prat.g_00948	Praw.g_01483
OG0000794	Prat.g_00951	Praw.g_01481
OG0000795	Prat.g_00955	Praw.g_01478
OG0000796	Prat.g_00956	Praw.g_01477
OG0000797	Prat.g_00957	Praw.g_01475
OG0000798	Prat.g_00958	Praw.g_01474
OG0000799	Prat.g_00959	Praw.g_01473
OG0000800	Prat.g_00960	Praw.g_01472
OG0000801	Prat.g_00963	Praw.g_01469
OG0000802	Prat.g_00964	Praw.g_01468
OG0000803	Prat.g_00966	Praw.g_01466
OG0000804	Prat.g_00967	Praw.g_01465
OG0000805	Prat.g_00968	Praw.g_01464
OG0000806	Prat.g_00970	Praw.g_01462
OG0000807	Prat.g_01204	Praw.g_01437
OG0000808	Prat.g_01479	Praw.g_01427
OG0000809	Prat.g_01197	Praw.g_01424
OG0000810	Prat.g_01480	Praw.g_01423
OG0000811	Prat.g_01214	Praw.g_01416
OG0000812	Prat.g_01199	Praw.g_00172
OG0000813	Prat.g_00354	Praw.g_00176
OG0000814	Prat.g_01373	Praw.g_00178
OG0000815	Prat.g_01211	Praw.g_00187
OG0000816	Prat.g_01560	Praw.g_00202
OG0000817	Prat.g_01559	Praw.g_00203
OG0000818	Prat.g_01175	Praw.g_00208
OG0000819	Prat.g_01177	Praw.g_00215
OG0000820	Prat.g_01171	Praw.g_00219
OG0000821	Prat.g_01169	Praw.g_00221
OG0000822	Prat.g_01168	Praw.g_00222
OG0000823	Prat.g_01167	Praw.g_00223
OG0000824	Prat.g_01166	Praw.g_00224
OG0000825	Prat.g_01165	Praw.g_00225
OG0000826	Prat.g_01164	Praw.g_00226
OG0000827	Prat.g_01163	Praw.g_00227
OG0000828	Prat.g_01162	Praw.g_00228
OG0000829	Prat.g_01161	Praw.g_00229
OG0000830	Prat.g_01159	Praw.g_00230
OG0000831	Prat.g_01157	Praw.g_00233
OG0000832	Prat.g_01155	Praw.g_00235
OG0000833	Prat.g_01154	Praw.g_00236
OG0000834	Prat.g_01153	Praw.g_00237
OG0000835	Prat.g_01152	Praw.g_00238
OG0000836	Prat.g_01151	Praw.g_00239
OG0000837	Prat.g_01148	Praw.g_00241
OG0000838	Prat.g_01147	Praw.g_00242
OG0000839	Prat.g_01146	Praw.g_00243
OG0000840	Prat.g_01145	Praw.g_00244
OG0000841	Prat.g_01144	Praw.g_00245
OG0000842	Prat.g_01142	Praw.g_00246
OG0000843	Prat.g_01141	Praw.g_00247
OG0000844	Prat.g_01140	Praw.g_00248
OG0000845	Prat.g_01139	Praw.g_00249
OG0000846	Prat.g_01136	Praw.g_00252
OG0000847	Prat.g_01135	Praw.g_00254
OG0000848	Prat.g_01134	Praw.g_00255
OG0000849	Prat.g_01131	Praw.g_00256
OG0000850	Prat.g_01130	Praw.g_00257
OG0000851	Prat.g_01128	Praw.g_00258
OG0000852	Prat.g_01126	Praw.g_00260
OG0000853	Prat.g_01124	Praw.g_00261
OG0000854	Prat.g_01123	Praw.g_00263
OG0000855	Prat.g_01122	Praw.g_00264
OG0000856	Prat.g_01121	Praw.g_00265
OG0000857	Prat.g_01120	Praw.g_00266
OG0000858	Prat.g_01119	Praw.g_00267
OG0000859	Prat.g_01118	Praw.g_00268
OG0000860	Prat.g_01117	Praw.g_00269
OG0000861	Prat.g_01116	Praw.g_00270
OG0000862	Prat.g_01115	Praw.g_00271
OG0000863	Prat.g_01114	Praw.g_00272
OG0000864	Prat.g_01113	Praw.g_00273
OG0000865	Prat.g_01112	Praw.g_00274
OG0000866	Prat.g_01111	Praw.g_00275
OG0000867	Prat.g_01110	Praw.g_00276
OG0000868	Prat.g_01108	Praw.g_00277
OG0000869	Prat.g_01106	Praw.g_00279
OG0000870	Prat.g_01105	Praw.g_00280
OG0000871	Prat.g_01104	Praw.g_00282
OG0000872	Prat.g_01103	Praw.g_00283
OG0000873	Prat.g_01101	Praw.g_00285
OG0000874	Prat.g_01100	Praw.g_00286
OG0000875	Prat.g_01099	Praw.g_00287
OG0000876	Prat.g_01098	Praw.g_00288
OG0000877	Prat.g_00594	Praw.g_00290
OG0000878	Prat.g_00626	Praw.g_00954
OG0000879	Prat.g_01238	Praw.g_00968
OG0000880	Prat.g_01239	Praw.g_00969
OG0000881	Prat.g_01240	Praw.g_00970
OG0000882	Prat.g_01241	Praw.g_00971
OG0000883	Prat.g_01242	Praw.g_00972
OG0000884	Prat.g_01244	Praw.g_00976
OG0000885	Prat.g_01245	Praw.g_00977
OG0000886	Prat.g_01246	Praw.g_00978
OG0000887	Prat.g_01247	Praw.g_00979
OG0000888	Prat.g_01248	Praw.g_00980
OG0000889	Prat.g_01251	Praw.g_00983
OG0000890	Prat.g_01252	Praw.g_00984
OG0000891	Prat.g_01253	Praw.g_00985
OG0000892	Prat.g_01255	Praw.g_00987
OG0000893	Prat.g_01256	Praw.g_00988
OG0000894	Prat.g_01257	Praw.g_00989
OG0000895	Prat.g_01258	Praw.g_00990
OG0000896	Prat.g_01259	Praw.g_00991
OG0000897	Prat.g_01260	Praw.g_00992
OG0000898	Prat.g_01263	Praw.g_00994
OG0000899	Prat.g_01264	Praw.g_00995
OG0000900	Prat.g_01282	Praw.g_00997
OG0000901	Prat.g_01287	Praw.g_01001
OG0000902	Prat.g_01471	Praw.g_01002
OG0000903	Prat.g_01178	Praw.g_01003
OG0000904	Prat.g_01455	Praw.g_01006
OG0000905	Prat.g_01200	Praw.g_01008
OG0000906	Prat.g_01181	Praw.g_01010
OG0000907	Prat.g_00976	Praw.g_01011
OG0000908	Prat.g_01228	Praw.g_01014
OG0000909	Prat.g_01293	Praw.g_01018
OG0000910	Prat.g_01294	Praw.g_01019
OG0000911	Prat.g_01295	Praw.g_01020
OG0000912	Prat.g_01296	Praw.g_01021
OG0000913	Prat.g_01297	Praw.g_01022
OG0000914	Prat.g_01298	Praw.g_01023
OG0000915	Prat.g_01299	Praw.g_01024
OG0000916	Prat.g_01300	Praw.g_01025
OG0000917	Prat.g_01301	Praw.g_01026
OG0000918	Prat.g_01302	Praw.g_01027
OG0000919	Prat.g_01303	Praw.g_01028
OG0000920	Prat.g_01304	Praw.g_01029
OG0000921	Prat.g_01305	Praw.g_01030
OG0000922	Prat.g_01306	Praw.g_01031
OG0000923	Prat.g_01307	Praw.g_01032
OG0000924	Prat.g_01308	Praw.g_01033
OG0000925	Prat.g_01309	Praw.g_01034
OG0000926	Prat.g_01769	Praw.g_01052
OG0000927	Prat.g_01333	Praw.g_01101
OG0000928	Prat.g_01334	Praw.g_01100
OG0000929	Prat.g_01335	Praw.g_01099
OG0000930	Prat.g_01336	Praw.g_01098
OG0000931	Prat.g_01337	Praw.g_01097
OG0000932	Prat.g_01339	Praw.g_01095
OG0000933	Prat.g_01340	Praw.g_01094
OG0000934	Prat.g_01341	Praw.g_01093
OG0000935	Prat.g_01342	Praw.g_01092
OG0000936	Prat.g_01343	Praw.g_01091
OG0000937	Prat.g_01344	Praw.g_01090
OG0000938	Prat.g_01345	Praw.g_01089
OG0000939	Prat.g_01346	Praw.g_01088
OG0000940	Prat.g_01348	Praw.g_01087
OG0000941	Prat.g_01350	Praw.g_01085
OG0000942	Prat.g_01351	Praw.g_01084
OG0000943	Prat.g_01355	Praw.g_01078
OG0000944	Prat.g_01356	Praw.g_01077
OG0000945	Prat.g_01357	Praw.g_01076
OG0000946	Prat.g_01358	Praw.g_01075
OG0000947	Prat.g_01359	Praw.g_00343
OG0000948	Prat.g_01360	Praw.g_00344
OG0000949	Prat.g_01361	Praw.g_00345
OG0000950	Prat.g_01362	Praw.g_00346
OG0000951	Prat.g_01363	Praw.g_00347
OG0000952	Prat.g_01364	Praw.g_00348
OG0000953	Prat.g_01365	Praw.g_00349
OG0000954	Prat.g_01366	Praw.g_00350
OG0000955	Prat.g_01367	Praw.g_00351
OG0000956	Prat.g_01368	Praw.g_00352
OG0000957	Prat.g_01369	Praw.g_00353
OG0000958	Prat.g_01370	Praw.g_00354
OG0000959	Prat.g_01371	Praw.g_00355
OG0000960	Prat.g_01372	Praw.g_00356
OG0000961	Prat.g_01378	Praw.g_00359
OG0000962	Prat.g_01379	Praw.g_00360
OG0000963	Prat.g_01380	Praw.g_00361
OG0000964	Prat.g_01382	Praw.g_00363
OG0000965	Prat.g_01383	Praw.g_00364
OG0000966	Prat.g_01384	Praw.g_00365
OG0000967	Prat.g_01385	Praw.g_00366
OG0000968	Prat.g_01386	Praw.g_00367
OG0000969	Prat.g_01387	Praw.g_00368
OG0000970	Prat.g_01388	Praw.g_00370
OG0000971	Prat.g_01389	Praw.g_00371
OG0000972	Prat.g_01390	Praw.g_00372
OG0000973	Prat.g_01391	Praw.g_00373
OG0000974	Prat.g_01393	Praw.g_00375
OG0000975	Prat.g_01399	Praw.g_00378
OG0000976	Prat.g_01403	Praw.g_00380
OG0000977	Prat.g_01405	Praw.g_00381
OG0000978	Prat.g_01407	Praw.g_00382
OG0000979	Prat.g_01409	Praw.g_00384
OG0000980	Prat.g_01410	Praw.g_00385
OG0000981	Prat.g_01411	Praw.g_00386
OG0000982	Prat.g_01412	Praw.g_00387
OG0000983	Prat.g_01414	Praw.g_00389
OG0000984	Prat.g_01415	Praw.g_00390
OG0000985	Prat.g_01416	Praw.g_00391
OG0000986	Prat.g_01417	Praw.g_00392
OG0000987	Prat.g_01418	Praw.g_00393
OG0000988	Prat.g_01420	Praw.g_00394
OG0000989	Prat.g_01421	Praw.g_00395
OG0000990	Prat.g_01422	Praw.g_00396
OG0000991	Prat.g_01423	Praw.g_00397
OG0000992	Prat.g_01424	Praw.g_00398
OG0000993	Prat.g_01425	Praw.g_00399
OG0000994	Prat.g_01426	Praw.g_00400
OG0000995	Prat.g_01427	Praw.g_00401
OG0000996	Prat.g_01428	Praw.g_00402
OG0000997	Prat.g_01429	Praw.g_00403
OG0000998	Prat.g_01430	Praw.g_00404
OG0000999	Prat.g_01431	Praw.g_00405
OG0001000	Prat.g_01432	Praw.g_00406
OG0001001	Prat.g_01434	Praw.g_00408
OG0001002	Prat.g_01435	Praw.g_00409
OG0001003	Prat.g_01436	Praw.g_00410
OG0001004	Prat.g_01437	Praw.g_00411
OG0001005	Prat.g_01439	Praw.g_00412
OG0001006	Prat.g_01440	Praw.g_00413
OG0001007	Prat.g_01441	Praw.g_00414
OG0001008	Prat.g_01443	Praw.g_00416
OG0001009	Prat.g_01444	Praw.g_00417
OG0001010	Prat.g_01502	Praw.g_00423
OG0001011	Prat.g_01457	Praw.g_00430
OG0001012	Prat.g_01022	Praw.g_00458
OG0001013	Prat.g_01585	Praw.g_00509
OG0001014	Prat.g_01586	Praw.g_00510
OG0001015	Prat.g_01593	Praw.g_00516
OG0001016	Prat.g_01594	Praw.g_00517
OG0001017	Prat.g_01595	Praw.g_00518
OG0001018	Prat.g_01596	Praw.g_00519
OG0001019	Prat.g_01598	Praw.g_00521
OG0001020	Prat.g_01599	Praw.g_00522
OG0001021	Prat.g_01600	Praw.g_00523
OG0001022	Prat.g_01601	Praw.g_00524
OG0001023	Prat.g_01602	Praw.g_00525
OG0001024	Prat.g_01603	Praw.g_00526
OG0001025	Prat.g_01604	Praw.g_00527
OG0001026	Prat.g_01605	Praw.g_00529
OG0001027	Prat.g_01606	Praw.g_00530
OG0001028	Prat.g_01607	Praw.g_00531
OG0001029	Prat.g_01608	Praw.g_00532
OG0001030	Prat.g_01609	Praw.g_00533
OG0001031	Prat.g_01610	Praw.g_00534
OG0001032	Prat.g_01611	Praw.g_00535
OG0001033	Prat.g_01612	Praw.g_00536
OG0001034	Prat.g_01613	Praw.g_00537
OG0001035	Prat.g_01615	Praw.g_00539
OG0001036	Prat.g_01616	Praw.g_00540
OG0001037	Prat.g_01617	Praw.g_00541
OG0001038	Prat.g_01618	Praw.g_00542
OG0001039	Prat.g_01619	Praw.g_00543
OG0001040	Prat.g_01621	Praw.g_00544
OG0001041	Prat.g_01622	Praw.g_00545
OG0001042	Prat.g_01623	Praw.g_00546
OG0001043	Prat.g_01624	Praw.g_00547
OG0001044	Prat.g_01625	Praw.g_00548
OG0001045	Prat.g_01626	Praw.g_00549
OG0001046	Prat.g_01627	Praw.g_00550
OG0001047	Prat.g_01630	Praw.g_00553
OG0001048	Prat.g_01632	Praw.g_00555
OG0001049	Prat.g_01633	Praw.g_00556
OG0001050	Prat.g_01634	Praw.g_00557
OG0001051	Prat.g_01635	Praw.g_00558
OG0001052	Prat.g_01636	Praw.g_00559
OG0001053	Prat.g_01639	Praw.g_00561
OG0001054	Prat.g_01641	Praw.g_00563
OG0001055	Prat.g_01642	Praw.g_00564
OG0001056	Prat.g_01643	Praw.g_00565
OG0001057	Prat.g_01644	Praw.g_00566
OG0001058	Prat.g_01645	Praw.g_00567
OG0001059	Prat.g_01646	Praw.g_00568
OG0001060	Prat.g_01647	Praw.g_00569
OG0001061	Prat.g_01648	Praw.g_00570
OG0001062	Prat.g_01649	Praw.g_00571
OG0001063	Prat.g_01650	Praw.g_00572
OG0001064	Prat.g_01652	Praw.g_01921
OG0001065	Prat.g_01655	Praw.g_01917
OG0001066	Prat.g_01657	Praw.g_01916
OG0001067	Prat.g_01658	Praw.g_01915
OG0001068	Prat.g_01661	Praw.g_01913
OG0001069	Prat.g_01662	Praw.g_01912
OG0001070	Prat.g_01663	Praw.g_01911
OG0001071	Prat.g_01664	Praw.g_01910
OG0001072	Prat.g_01665	Praw.g_01909
OG0001073	Prat.g_01666	Praw.g_01908
OG0001074	Prat.g_01667	Praw.g_01907
OG0001075	Prat.g_01668	Praw.g_01906
OG0001076	Prat.g_01669	Praw.g_01905
OG0001077	Prat.g_01670	Praw.g_01904
OG0001078	Prat.g_01671	Praw.g_01903
OG0001079	Prat.g_01672	Praw.g_01902
OG0001080	Prat.g_01673	Praw.g_01901
OG0001081	Prat.g_01677	Praw.g_01898
OG0001082	Prat.g_01678	Praw.g_01897
OG0001083	Prat.g_01682	Praw.g_01896
OG0001084	Prat.g_01680	Praw.g_01895
OG0001085	Prat.g_01679	Praw.g_01894
OG0001086	Prat.g_01676	Praw.g_01893
OG0001087	Prat.g_01675	Praw.g_01892
OG0001088	Prat.g_01674	Praw.g_01891
OG0001089	Prat.g_01684	Praw.g_00138
OG0001090	Prat.g_01686	Praw.g_00136
OG0001091	Prat.g_01687	Praw.g_00135
OG0001092	Prat.g_01688	Praw.g_00134
OG0001093	Prat.g_01689	Praw.g_00133
OG0001094	Prat.g_01690	Praw.g_00132
OG0001095	Prat.g_01691	Praw.g_00131
OG0001096	Prat.g_01692	Praw.g_00130
OG0001097	Prat.g_01693	Praw.g_00129
OG0001098	Prat.g_01694	Praw.g_00128
OG0001099	Prat.g_01695	Praw.g_00127
OG0001100	Prat.g_01696	Praw.g_00126
OG0001101	Prat.g_01697	Praw.g_00125
OG0001102	Prat.g_01698	Praw.g_00124
OG0001103	Prat.g_01699	Praw.g_00123
OG0001104	Prat.g_01700	Praw.g_00122
OG0001105	Prat.g_01701	Praw.g_00121
OG0001106	Prat.g_01702	Praw.g_00120
OG0001107	Prat.g_01703	Praw.g_00119
OG0001108	Prat.g_01704	Praw.g_00118
OG0001109	Prat.g_01705	Praw.g_00117
OG0001110	Prat.g_01706	Praw.g_00116
OG0001111	Prat.g_01707	Praw.g_00115
OG0001112	Prat.g_01708	Praw.g_00114
OG0001113	Prat.g_01709	Praw.g_00113
OG0001114	Prat.g_01710	Praw.g_00112
OG0001115	Prat.g_01711	Praw.g_00111
OG0001116	Prat.g_01712	Praw.g_00110
OG0001117	Prat.g_01713	Praw.g_00109
OG0001118	Prat.g_01714	Praw.g_00108
OG0001119	Prat.g_01715	Praw.g_00107
OG0001120	Prat.g_01327	Praw.g_00106
OG0001121	Prat.g_01717	Praw.g_00104
OG0001122	Prat.g_01718	Praw.g_00103
OG0001123	Prat.g_01719	Praw.g_00102
OG0001124	Prat.g_01721	Praw.g_00100
OG0001125	Prat.g_01723	Praw.g_00098
OG0001126	Prat.g_01724	Praw.g_00097
OG0001127	Prat.g_01727	Praw.g_00095
OG0001128	Prat.g_01728	Praw.g_00094
OG0001129	Prat.g_01729	Praw.g_00093
OG0001130	Prat.g_01732	Praw.g_00090
OG0001131	Prat.g_01733	Praw.g_00089
OG0001132	Prat.g_01734	Praw.g_00088
OG0001133	Prat.g_01735	Praw.g_00087
OG0001134	Prat.g_01736	Praw.g_00086
OG0001135	Prat.g_01737	Praw.g_00085
OG0001136	Prat.g_01738	Praw.g_00084
OG0001137	Prat.g_01739	Praw.g_00083
OG0001138	Prat.g_01740	Praw.g_00082
OG0001139	Prat.g_01742	Praw.g_00081
OG0001140	Prat.g_01744	Praw.g_00080
OG0001141	Prat.g_01745	Praw.g_00079
OG0001142	Prat.g_01748	Praw.g_00076
OG0001143	Prat.g_01749	Praw.g_00075
OG0001144	Prat.g_01750	Praw.g_00074
OG0001145	Prat.g_01751	Praw.g_00073
OG0001146	Prat.g_01752	Praw.g_00072
OG0001147	Prat.g_01753	Praw.g_00071
OG0001148	Prat.g_01754	Praw.g_00070
OG0001149	Prat.g_01756	Praw.g_00068
OG0001150	Prat.g_01757	Praw.g_00067
OG0001151	Prat.g_01760	Praw.g_00065
OG0001152	Prat.g_01761	Praw.g_00064
OG0001153	Prat.g_01762	Praw.g_00063
OG0001154	Prat.g_01764	Praw.g_00061
OG0001155	Prat.g_01766	Praw.g_00059
OG0001156	Prat.g_01768	Praw.g_00057
OG0001157	Prat.g_01770	Praw.g_00056
OG0001158	Prat.g_01772	Praw.g_00054
OG0001159	Prat.g_01773	Praw.g_00053
OG0001160	Prat.g_01775	Praw.g_00052
OG0001161	Prat.g_01776	Praw.g_00051
OG0001162	Prat.g_01777	Praw.g_00050
OG0001163	Prat.g_01778	Praw.g_00049
OG0001164	Prat.g_01779	Praw.g_00048
OG0001165	Prat.g_01780	Praw.g_00047
