Orthogroup	Prat	Prbb
OG0000543	Prat.g_00581	Prbb.g_00618
OG0000544	Prat.g_00582	Prbb.g_00619
OG0000545	Prat.g_00584	Prbb.g_00622
OG0000546	Prat.g_00585	Prbb.g_00623
OG0000547	Prat.g_00587	Prbb.g_00624
OG0000548	Prat.g_00589	Prbb.g_00626
OG0000549	Prat.g_00590	Prbb.g_00627
OG0000550	Prat.g_00591	Prbb.g_00628
OG0000551	Prat.g_00592	Prbb.g_00629
OG0000552	Prat.g_00593	Prbb.g_00630
OG0000553	Prat.g_01097	Prbb.g_00631
OG0000554	Prat.g_01095	Prbb.g_00632
OG0000555	Prat.g_01094	Prbb.g_00633
OG0000556	Prat.g_01093	Prbb.g_00634
OG0000557	Prat.g_01091	Prbb.g_00635
OG0000558	Prat.g_01090	Prbb.g_00636
OG0000559	Prat.g_01089	Prbb.g_00637
OG0000560	Prat.g_01087	Prbb.g_00639
OG0000561	Prat.g_01086	Prbb.g_00640
OG0000562	Prat.g_01084	Prbb.g_00641
OG0000563	Prat.g_01083	Prbb.g_00642
OG0000564	Prat.g_01082	Prbb.g_00643
OG0000565	Prat.g_01081	Prbb.g_00644
OG0000566	Prat.g_01080	Prbb.g_00645
OG0000567	Prat.g_01079	Prbb.g_00646
OG0000568	Prat.g_01078	Prbb.g_00647
OG0000569	Prat.g_01077	Prbb.g_00648
OG0000570	Prat.g_01076	Prbb.g_00649
OG0000571	Prat.g_01075	Prbb.g_00650
OG0000572	Prat.g_01074	Prbb.g_00651
OG0000573	Prat.g_01071	Prbb.g_00654
OG0000574	Prat.g_01070	Prbb.g_00655
OG0000575	Prat.g_01069	Prbb.g_00656
OG0000576	Prat.g_01068	Prbb.g_00657
OG0000577	Prat.g_01067	Prbb.g_00658
OG0000578	Prat.g_01066	Prbb.g_00659
OG0000579	Prat.g_01065	Prbb.g_00660
OG0000580	Prat.g_01064	Prbb.g_00661
OG0000581	Prat.g_01063	Prbb.g_00662
OG0000582	Prat.g_01062	Prbb.g_00664
OG0000583	Prat.g_01061	Prbb.g_00665
OG0000584	Prat.g_01059	Prbb.g_00667
OG0000585	Prat.g_01058	Prbb.g_00668
OG0000586	Prat.g_01056	Prbb.g_00670
OG0000587	Prat.g_01055	Prbb.g_00671
OG0000588	Prat.g_00744	Prbb.g_00674
OG0000589	Prat.g_00745	Prbb.g_00675
OG0000590	Prat.g_00747	Prbb.g_00677
OG0000591	Prat.g_00752	Prbb.g_00684
OG0000592	Prat.g_00753	Prbb.g_00685
OG0000593	Prat.g_00754	Prbb.g_00686
OG0000594	Prat.g_00757	Prbb.g_00689
OG0000595	Prat.g_00758	Prbb.g_00690
OG0000596	Prat.g_00759	Prbb.g_00691
OG0000597	Prat.g_00761	Prbb.g_00693
OG0000598	Prat.g_00762	Prbb.g_00694
OG0000599	Prat.g_00763	Prbb.g_00695
OG0000600	Prat.g_00764	Prbb.g_00696
OG0000601	Prat.g_00767	Prbb.g_00700
OG0000602	Prat.g_00768	Prbb.g_00701
OG0000603	Prat.g_00769	Prbb.g_00702
OG0000604	Prat.g_00772	Prbb.g_01450
OG0000605	Prat.g_00773	Prbb.g_00703
OG0000606	Prat.g_00774	Prbb.g_00705
OG0000607	Prat.g_00776	Prbb.g_00707
OG0000608	Prat.g_00777	Prbb.g_00708
OG0000609	Prat.g_01882	Prbb.g_02176
OG0000610	Prat.g_00826	Prbb.g_01260
OG0000611	Prat.g_00789	Prbb.g_00714
OG0000612	Prat.g_00790	Prbb.g_00715
OG0000613	Prat.g_00791	Prbb.g_00716
OG0000614	Prat.g_00792	Prbb.g_00717
OG0000615	Prat.g_00797	Prbb.g_00719
OG0000616	Prat.g_00798	Prbb.g_00720
OG0000617	Prat.g_00799	Prbb.g_00721
OG0000618	Prat.g_00800	Prbb.g_00722
OG0000619	Prat.g_00801	Prbb.g_00723
OG0000620	Prat.g_00802	Prbb.g_00724
OG0000621	Prat.g_00803	Prbb.g_00725
OG0000622	Prat.g_00804	Prbb.g_00726
OG0000623	Prat.g_00805	Prbb.g_00727
OG0000624	Prat.g_00807	Prbb.g_00729
OG0000625	Prat.g_00808	Prbb.g_00730
OG0000626	Prat.g_00809	Prbb.g_00731
OG0000627	Prat.g_00811	Prbb.g_00733
OG0000628	Prat.g_00812	Prbb.g_00734
OG0000629	Prat.g_00813	Prbb.g_00735
OG0000630	Prat.g_00814	Prbb.g_00736
OG0000631	Prat.g_00816	Prbb.g_00738
OG0000632	Prat.g_00622	Prbb.g_01175
OG0000633	Prat.g_01486	Prbb.g_00108
OG0000634	Prat.g_01472	Prbb.g_01099
OG0000635	Prat.g_00888	Prbb.g_00983
OG0000636	Prat.g_00887	Prbb.g_00982
OG0000637	Prat.g_00886	Prbb.g_00981
OG0000638	Prat.g_00345	Prbb.g_00389
OG0000639	Prat.g_00859	Prbb.g_00958
OG0000640	Prat.g_00863	Prbb.g_00960
OG0000641	Prat.g_00865	Prbb.g_00962
OG0000642	Prat.g_00866	Prbb.g_00963
OG0000643	Prat.g_00867	Prbb.g_00964
OG0000644	Prat.g_01043	Prbb.g_00777
OG0000645	Prat.g_01042	Prbb.g_00778
OG0000646	Prat.g_01041	Prbb.g_00779
OG0000647	Prat.g_01040	Prbb.g_00780
OG0000648	Prat.g_01038	Prbb.g_00782
OG0000649	Prat.g_01037	Prbb.g_00783
OG0000650	Prat.g_01036	Prbb.g_00784
OG0000651	Prat.g_01035	Prbb.g_00785
OG0000652	Prat.g_01034	Prbb.g_00786
OG0000653	Prat.g_01033	Prbb.g_00787
OG0000654	Prat.g_01031	Prbb.g_00789
OG0000655	Prat.g_01029	Prbb.g_00791
OG0000656	Prat.g_01028	Prbb.g_00792
OG0000657	Prat.g_01027	Prbb.g_00793
OG0000658	Prat.g_01026	Prbb.g_00794
OG0000659	Prat.g_01025	Prbb.g_00795
OG0000660	Prat.g_01024	Prbb.g_00796
OG0000661	Prat.g_01023	Prbb.g_00798
OG0000662	Prat.g_01021	Prbb.g_00800
OG0000663	Prat.g_01020	Prbb.g_00801
OG0000664	Prat.g_01019	Prbb.g_00802
OG0000665	Prat.g_01018	Prbb.g_00803
OG0000666	Prat.g_01017	Prbb.g_00804
OG0000667	Prat.g_01016	Prbb.g_00805
OG0000668	Prat.g_01015	Prbb.g_00806
OG0000669	Prat.g_01013	Prbb.g_00808
OG0000670	Prat.g_01012	Prbb.g_00809
OG0000671	Prat.g_01011	Prbb.g_00810
OG0000672	Prat.g_01010	Prbb.g_00811
OG0000673	Prat.g_01009	Prbb.g_00812
OG0000674	Prat.g_01008	Prbb.g_00813
OG0000675	Prat.g_01007	Prbb.g_00814
OG0000676	Prat.g_01006	Prbb.g_00815
OG0000677	Prat.g_01004	Prbb.g_00817
OG0000678	Prat.g_01002	Prbb.g_00819
OG0000679	Prat.g_01001	Prbb.g_00821
OG0000680	Prat.g_01000	Prbb.g_00822
OG0000681	Prat.g_00999	Prbb.g_00823
OG0000682	Prat.g_00998	Prbb.g_00824
OG0000683	Prat.g_00996	Prbb.g_00827
OG0000684	Prat.g_00995	Prbb.g_00828
OG0000685	Prat.g_00994	Prbb.g_00829
OG0000686	Prat.g_00993	Prbb.g_00830
OG0000687	Prat.g_00992	Prbb.g_00831
OG0000688	Prat.g_00991	Prbb.g_00832
OG0000689	Prat.g_00990	Prbb.g_00833
OG0000690	Prat.g_00989	Prbb.g_00834
OG0000691	Prat.g_00988	Prbb.g_00835
OG0000692	Prat.g_00984	Prbb.g_00837
OG0000693	Prat.g_00983	Prbb.g_00838
OG0000694	Prat.g_00982	Prbb.g_00839
OG0000695	Prat.g_00981	Prbb.g_00840
OG0000696	Prat.g_00980	Prbb.g_00841
OG0000697	Prat.g_00978	Prbb.g_00843
OG0000698	Prat.g_00974	Prbb.g_00847
OG0000699	Prat.g_00973	Prbb.g_00848
OG0000700	Prat.g_00694	Prbb.g_00914
OG0000701	Prat.g_00699	Prbb.g_00917
OG0000702	Prat.g_00705	Prbb.g_00922
OG0000703	Prat.g_00707	Prbb.g_00924
OG0000704	Prat.g_00708	Prbb.g_00925
OG0000705	Prat.g_00709	Prbb.g_00926
OG0000706	Prat.g_00710	Prbb.g_00927
OG0000707	Prat.g_00712	Prbb.g_00929
OG0000708	Prat.g_00713	Prbb.g_00930
OG0000709	Prat.g_00716	Prbb.g_00932
OG0000710	Prat.g_00717	Prbb.g_00933
OG0000711	Prat.g_00718	Prbb.g_00934
OG0000712	Prat.g_00719	Prbb.g_00935
OG0000713	Prat.g_00720	Prbb.g_00936
OG0000714	Prat.g_00722	Prbb.g_00938
OG0000715	Prat.g_00723	Prbb.g_00939
OG0000716	Prat.g_00725	Prbb.g_00942
OG0000717	Prat.g_00726	Prbb.g_00943
OG0000718	Prat.g_00728	Prbb.g_00944
OG0000719	Prat.g_00730	Prbb.g_00946
OG0000720	Prat.g_00731	Prbb.g_00947
OG0000721	Prat.g_00734	Prbb.g_00950
OG0000722	Prat.g_00735	Prbb.g_00951
OG0000723	Prat.g_00736	Prbb.g_00952
OG0000724	Prat.g_00738	Prbb.g_00762
OG0000725	Prat.g_00739	Prbb.g_00763
OG0000726	Prat.g_00740	Prbb.g_00764
OG0000727	Prat.g_00741	Prbb.g_00765
OG0000728	Prat.g_00742	Prbb.g_00766
OG0000729	Prat.g_00743	Prbb.g_00767
OG0000730	Prat.g_01053	Prbb.g_00768
OG0000731	Prat.g_01051	Prbb.g_00769
OG0000732	Prat.g_01050	Prbb.g_00770
OG0000733	Prat.g_01049	Prbb.g_00771
OG0000734	Prat.g_01048	Prbb.g_00772
OG0000735	Prat.g_01046	Prbb.g_00774
OG0000736	Prat.g_01045	Prbb.g_00775
OG0000737	Prat.g_01044	Prbb.g_00776
OG0000738	Prat.g_00868	Prbb.g_00965
OG0000739	Prat.g_00869	Prbb.g_00966
OG0000740	Prat.g_00870	Prbb.g_00967
OG0000741	Prat.g_00871	Prbb.g_00968
OG0000742	Prat.g_00873	Prbb.g_00970
OG0000743	Prat.g_00874	Prbb.g_00971
OG0000744	Prat.g_00876	Prbb.g_00972
OG0000745	Prat.g_00877	Prbb.g_00973
OG0000746	Prat.g_00878	Prbb.g_00974
OG0000747	Prat.g_00879	Prbb.g_00975
OG0000748	Prat.g_00880	Prbb.g_00976
OG0000749	Prat.g_00881	Prbb.g_00977
OG0000750	Prat.g_00883	Prbb.g_00978
OG0000751	Prat.g_00884	Prbb.g_00979
OG0000752	Prat.g_00944	Prbb.g_00893
OG0000753	Prat.g_00889	Prbb.g_00984
OG0000754	Prat.g_00890	Prbb.g_00985
OG0000755	Prat.g_00891	Prbb.g_00986
OG0000756	Prat.g_00893	Prbb.g_00988
OG0000757	Prat.g_00894	Prbb.g_00989
OG0000758	Prat.g_00895	Prbb.g_00990
OG0000759	Prat.g_00897	Prbb.g_00992
OG0000760	Prat.g_00898	Prbb.g_00993
OG0000761	Prat.g_00899	Prbb.g_00994
OG0000762	Prat.g_00901	Prbb.g_00996
OG0000763	Prat.g_00902	Prbb.g_00997
OG0000764	Prat.g_00903	Prbb.g_00998
OG0000765	Prat.g_00904	Prbb.g_00999
OG0000766	Prat.g_00905	Prbb.g_01000
OG0000767	Prat.g_00907	Prbb.g_01002
OG0000768	Prat.g_00908	Prbb.g_01003
OG0000769	Prat.g_00909	Prbb.g_01004
OG0000770	Prat.g_00910	Prbb.g_01005
OG0000771	Prat.g_00911	Prbb.g_01006
OG0000772	Prat.g_00912	Prbb.g_00101
OG0000773	Prat.g_00913	Prbb.g_01007
OG0000774	Prat.g_00914	Prbb.g_01008
OG0000775	Prat.g_00915	Prbb.g_01009
OG0000776	Prat.g_00916	Prbb.g_01010
OG0000777	Prat.g_00917	Prbb.g_01012
OG0000778	Prat.g_00918	Prbb.g_01013
OG0000779	Prat.g_00919	Prbb.g_01014
OG0000780	Prat.g_00921	Prbb.g_01016
OG0000781	Prat.g_00923	Prbb.g_01017
OG0000782	Prat.g_00924	Prbb.g_01018
OG0000783	Prat.g_00929	Prbb.g_01036
OG0000784	Prat.g_00931	Prbb.g_01037
OG0000785	Prat.g_00932	Prbb.g_01038
OG0000786	Prat.g_00933	Prbb.g_01039
OG0000787	Prat.g_00934	Prbb.g_01040
OG0000788	Prat.g_00939	Prbb.g_01045
OG0000789	Prat.g_00942	Prbb.g_01048
OG0000790	Prat.g_00943	Prbb.g_00892
OG0000791	Prat.g_00946	Prbb.g_01049
OG0000792	Prat.g_00947	Prbb.g_01050
OG0000793	Prat.g_00948	Prbb.g_01051
OG0000794	Prat.g_00951	Prbb.g_01054
OG0000795	Prat.g_00955	Prbb.g_01058
OG0000796	Prat.g_00956	Prbb.g_01059
OG0000797	Prat.g_00957	Prbb.g_01062
OG0000798	Prat.g_00958	Prbb.g_01063
OG0000799	Prat.g_00959	Prbb.g_01064
OG0000800	Prat.g_00960	Prbb.g_01065
OG0000801	Prat.g_00963	Prbb.g_01068
OG0000802	Prat.g_00964	Prbb.g_01069
OG0000803	Prat.g_00966	Prbb.g_00891
OG0000804	Prat.g_00967	Prbb.g_00890
OG0000805	Prat.g_00968	Prbb.g_00889
OG0000806	Prat.g_00970	Prbb.g_00887
OG0000807	Prat.g_01204	Prbb.g_00897
OG0000808	Prat.g_01479	Prbb.g_01108
OG0000809	Prat.g_01197	Prbb.g_01090
OG0000810	Prat.g_01480	Prbb.g_01783
OG0000811	Prat.g_01214	Prbb.g_02071
OG0000812	Prat.g_01199	Prbb.g_00392
OG0000813	Prat.g_00354	Prbb.g_00400
OG0000814	Prat.g_01373	Prbb.g_01780
OG0000815	Prat.g_01211	Prbb.g_01085
OG0000816	Prat.g_01560	Prbb.g_01888
OG0000817	Prat.g_01559	Prbb.g_01889
OG0000818	Prat.g_01175	Prbb.g_01126
OG0000819	Prat.g_01177	Prbb.g_01539
OG0000820	Prat.g_01171	Prbb.g_01533
OG0000821	Prat.g_01169	Prbb.g_01531
OG0000822	Prat.g_01168	Prbb.g_01530
OG0000823	Prat.g_01167	Prbb.g_01529
OG0000824	Prat.g_01166	Prbb.g_01528
OG0000825	Prat.g_01165	Prbb.g_01527
OG0000826	Prat.g_01164	Prbb.g_01526
OG0000827	Prat.g_01163	Prbb.g_01525
OG0000828	Prat.g_01162	Prbb.g_01524
OG0000829	Prat.g_01161	Prbb.g_01523
OG0000830	Prat.g_01159	Prbb.g_01521
OG0000831	Prat.g_01157	Prbb.g_01518
OG0000832	Prat.g_01155	Prbb.g_01516
OG0000833	Prat.g_01154	Prbb.g_01515
OG0000834	Prat.g_01153	Prbb.g_01513
OG0000835	Prat.g_01152	Prbb.g_01512
OG0000836	Prat.g_01151	Prbb.g_01511
OG0000837	Prat.g_01148	Prbb.g_01508
OG0000838	Prat.g_01147	Prbb.g_01507
OG0000839	Prat.g_01146	Prbb.g_01506
OG0000840	Prat.g_01145	Prbb.g_01505
OG0000841	Prat.g_01144	Prbb.g_01504
OG0000842	Prat.g_01142	Prbb.g_01502
OG0000843	Prat.g_01141	Prbb.g_01501
OG0000844	Prat.g_01140	Prbb.g_01500
OG0000845	Prat.g_01139	Prbb.g_01499
OG0000846	Prat.g_01136	Prbb.g_01497
OG0000847	Prat.g_01135	Prbb.g_01495
OG0000848	Prat.g_01134	Prbb.g_01493
OG0000849	Prat.g_01131	Prbb.g_01491
OG0000850	Prat.g_01130	Prbb.g_01490
OG0000851	Prat.g_01128	Prbb.g_01488
OG0000852	Prat.g_01126	Prbb.g_01486
OG0000853	Prat.g_01124	Prbb.g_01484
OG0000854	Prat.g_01123	Prbb.g_01482
OG0000855	Prat.g_01122	Prbb.g_01481
OG0000856	Prat.g_01121	Prbb.g_01480
OG0000857	Prat.g_01120	Prbb.g_01479
OG0000858	Prat.g_01119	Prbb.g_01478
OG0000859	Prat.g_01118	Prbb.g_01477
OG0000860	Prat.g_01117	Prbb.g_01476
OG0000861	Prat.g_01116	Prbb.g_01475
OG0000862	Prat.g_01115	Prbb.g_01474
OG0000863	Prat.g_01114	Prbb.g_01473
OG0000864	Prat.g_01113	Prbb.g_01472
OG0000865	Prat.g_01112	Prbb.g_01471
OG0000866	Prat.g_01111	Prbb.g_01470
OG0000867	Prat.g_01110	Prbb.g_01469
OG0000868	Prat.g_01108	Prbb.g_01468
OG0000869	Prat.g_01106	Prbb.g_01465
OG0000870	Prat.g_01105	Prbb.g_01464
OG0000871	Prat.g_01104	Prbb.g_01463
OG0000872	Prat.g_01103	Prbb.g_01462
OG0000873	Prat.g_01101	Prbb.g_01461
OG0000874	Prat.g_01100	Prbb.g_01460
OG0000875	Prat.g_01099	Prbb.g_01459
OG0000876	Prat.g_01098	Prbb.g_01458
OG0000877	Prat.g_00594	Prbb.g_01457
OG0000878	Prat.g_00626	Prbb.g_01291
OG0000879	Prat.g_01238	Prbb.g_01575
OG0000880	Prat.g_01239	Prbb.g_01576
OG0000881	Prat.g_01240	Prbb.g_01577
OG0000882	Prat.g_01241	Prbb.g_01578
OG0000883	Prat.g_01242	Prbb.g_01580
OG0000884	Prat.g_01244	Prbb.g_01581
OG0000885	Prat.g_01245	Prbb.g_01582
OG0000886	Prat.g_01246	Prbb.g_01583
OG0000887	Prat.g_01247	Prbb.g_01584
OG0000888	Prat.g_01248	Prbb.g_01585
OG0000889	Prat.g_01251	Prbb.g_01588
OG0000890	Prat.g_01252	Prbb.g_01589
OG0000891	Prat.g_01253	Prbb.g_01590
OG0000892	Prat.g_01255	Prbb.g_01592
OG0000893	Prat.g_01256	Prbb.g_01593
OG0000894	Prat.g_01257	Prbb.g_01594
OG0000895	Prat.g_01258	Prbb.g_01595
OG0000896	Prat.g_01259	Prbb.g_01596
OG0000897	Prat.g_01260	Prbb.g_01597
OG0000898	Prat.g_01263	Prbb.g_01600
OG0000899	Prat.g_01264	Prbb.g_01601
OG0000900	Prat.g_01282	Prbb.g_01608
OG0000901	Prat.g_01287	Prbb.g_01612
OG0000902	Prat.g_01471	Prbb.g_00746
OG0000903	Prat.g_01178	Prbb.g_01541
OG0000904	Prat.g_01455	Prbb.g_01057
OG0000905	Prat.g_01200	Prbb.g_01789
OG0000906	Prat.g_01181	Prbb.g_01637
OG0000907	Prat.g_00976	Prbb.g_00845
OG0000908	Prat.g_01228	Prbb.g_01201
OG0000909	Prat.g_01293	Prbb.g_01641
OG0000910	Prat.g_01294	Prbb.g_01642
OG0000911	Prat.g_01295	Prbb.g_01643
OG0000912	Prat.g_01296	Prbb.g_01644
OG0000913	Prat.g_01297	Prbb.g_01645
OG0000914	Prat.g_01298	Prbb.g_01646
OG0000915	Prat.g_01299	Prbb.g_01647
OG0000916	Prat.g_01300	Prbb.g_01648
OG0000917	Prat.g_01301	Prbb.g_01649
OG0000918	Prat.g_01302	Prbb.g_01650
OG0000919	Prat.g_01303	Prbb.g_01651
OG0000920	Prat.g_01304	Prbb.g_01652
OG0000921	Prat.g_01305	Prbb.g_01653
OG0000922	Prat.g_01306	Prbb.g_01654
OG0000923	Prat.g_01307	Prbb.g_01655
OG0000924	Prat.g_01308	Prbb.g_01656
OG0000925	Prat.g_01309	Prbb.g_01657
OG0000926	Prat.g_01769	Prbb.g_02044
OG0000927	Prat.g_01333	Prbb.g_01668
OG0000928	Prat.g_01334	Prbb.g_01669
OG0000929	Prat.g_01335	Prbb.g_01670
OG0000930	Prat.g_01336	Prbb.g_01671
OG0000931	Prat.g_01337	Prbb.g_01672
OG0000932	Prat.g_01339	Prbb.g_01674
OG0000933	Prat.g_01340	Prbb.g_01675
OG0000934	Prat.g_01341	Prbb.g_01676
OG0000935	Prat.g_01342	Prbb.g_01677
OG0000936	Prat.g_01343	Prbb.g_01678
OG0000937	Prat.g_01344	Prbb.g_01679
OG0000938	Prat.g_01345	Prbb.g_01680
OG0000939	Prat.g_01346	Prbb.g_01681
OG0000940	Prat.g_01348	Prbb.g_01683
OG0000941	Prat.g_01350	Prbb.g_01684
OG0000942	Prat.g_01351	Prbb.g_01685
OG0000943	Prat.g_01355	Prbb.g_01688
OG0000944	Prat.g_01356	Prbb.g_01689
OG0000945	Prat.g_01357	Prbb.g_01690
OG0000946	Prat.g_01358	Prbb.g_01691
OG0000947	Prat.g_01359	Prbb.g_01692
OG0000948	Prat.g_01360	Prbb.g_01693
OG0000949	Prat.g_01361	Prbb.g_01694
OG0000950	Prat.g_01362	Prbb.g_01695
OG0000951	Prat.g_01363	Prbb.g_01696
OG0000952	Prat.g_01364	Prbb.g_01697
OG0000953	Prat.g_01365	Prbb.g_01698
OG0000954	Prat.g_01366	Prbb.g_01699
OG0000955	Prat.g_01367	Prbb.g_01700
OG0000956	Prat.g_01368	Prbb.g_01701
OG0000957	Prat.g_01369	Prbb.g_00465
OG0000958	Prat.g_01370	Prbb.g_01702
OG0000959	Prat.g_01371	Prbb.g_01703
OG0000960	Prat.g_01372	Prbb.g_01704
OG0000961	Prat.g_01378	Prbb.g_01707
OG0000962	Prat.g_01379	Prbb.g_01708
OG0000963	Prat.g_01380	Prbb.g_01709
OG0000964	Prat.g_01382	Prbb.g_01711
OG0000965	Prat.g_01383	Prbb.g_01712
OG0000966	Prat.g_01384	Prbb.g_01713
OG0000967	Prat.g_01385	Prbb.g_01714
OG0000968	Prat.g_01386	Prbb.g_01715
OG0000969	Prat.g_01387	Prbb.g_01716
OG0000970	Prat.g_01388	Prbb.g_01717
OG0000971	Prat.g_01389	Prbb.g_01718
OG0000972	Prat.g_01390	Prbb.g_01719
OG0000973	Prat.g_01391	Prbb.g_01720
OG0000974	Prat.g_01393	Prbb.g_01722
OG0000975	Prat.g_01399	Prbb.g_01728
OG0000976	Prat.g_01403	Prbb.g_01731
OG0000977	Prat.g_01405	Prbb.g_01732
OG0000978	Prat.g_01407	Prbb.g_01733
OG0000979	Prat.g_01409	Prbb.g_01735
OG0000980	Prat.g_01410	Prbb.g_01736
OG0000981	Prat.g_01411	Prbb.g_01737
OG0000982	Prat.g_01412	Prbb.g_01738
OG0000983	Prat.g_01414	Prbb.g_01740
OG0000984	Prat.g_01415	Prbb.g_01741
OG0000985	Prat.g_01416	Prbb.g_01742
OG0000986	Prat.g_01417	Prbb.g_01744
OG0000987	Prat.g_01418	Prbb.g_01745
OG0000988	Prat.g_01420	Prbb.g_01746
OG0000989	Prat.g_01421	Prbb.g_01747
OG0000990	Prat.g_01422	Prbb.g_01748
OG0000991	Prat.g_01423	Prbb.g_01749
OG0000992	Prat.g_01424	Prbb.g_01750
OG0000993	Prat.g_01425	Prbb.g_01751
OG0000994	Prat.g_01426	Prbb.g_01752
OG0000995	Prat.g_01427	Prbb.g_01753
OG0000996	Prat.g_01428	Prbb.g_01754
OG0000997	Prat.g_01429	Prbb.g_01755
OG0000998	Prat.g_01430	Prbb.g_01756
OG0000999	Prat.g_01431	Prbb.g_01757
OG0001000	Prat.g_01432	Prbb.g_01758
OG0001001	Prat.g_01434	Prbb.g_01760
OG0001002	Prat.g_01435	Prbb.g_01761
OG0001003	Prat.g_01436	Prbb.g_01762
OG0001004	Prat.g_01437	Prbb.g_01763
OG0001005	Prat.g_01439	Prbb.g_01765
OG0001006	Prat.g_01440	Prbb.g_01766
OG0001007	Prat.g_01441	Prbb.g_01767
OG0001008	Prat.g_01443	Prbb.g_01769
OG0001009	Prat.g_01444	Prbb.g_01770
OG0001010	Prat.g_01502	Prbb.g_01555
OG0001011	Prat.g_01457	Prbb.g_01659
OG0001012	Prat.g_01022	Prbb.g_00799
OG0001013	Prat.g_01585	Prbb.g_01817
OG0001014	Prat.g_01586	Prbb.g_01818
OG0001015	Prat.g_01593	Prbb.g_01824
OG0001016	Prat.g_01594	Prbb.g_01825
OG0001017	Prat.g_01595	Prbb.g_01826
OG0001018	Prat.g_01596	Prbb.g_01827
OG0001019	Prat.g_01598	Prbb.g_01828
OG0001020	Prat.g_01599	Prbb.g_01829
OG0001021	Prat.g_01600	Prbb.g_01830
OG0001022	Prat.g_01601	Prbb.g_01831
OG0001023	Prat.g_01602	Prbb.g_01832
OG0001024	Prat.g_01603	Prbb.g_01833
OG0001025	Prat.g_01604	Prbb.g_01834
OG0001026	Prat.g_01605	Prbb.g_01835
OG0001027	Prat.g_01606	Prbb.g_01836
OG0001028	Prat.g_01607	Prbb.g_01837
OG0001029	Prat.g_01608	Prbb.g_01838
OG0001030	Prat.g_01609	Prbb.g_01839
OG0001031	Prat.g_01610	Prbb.g_01840
OG0001032	Prat.g_01611	Prbb.g_01841
OG0001033	Prat.g_01612	Prbb.g_01842
OG0001034	Prat.g_01613	Prbb.g_01843
OG0001035	Prat.g_01615	Prbb.g_01845
OG0001036	Prat.g_01616	Prbb.g_01846
OG0001037	Prat.g_01617	Prbb.g_01847
OG0001038	Prat.g_01618	Prbb.g_01848
OG0001039	Prat.g_01619	Prbb.g_01849
OG0001040	Prat.g_01621	Prbb.g_01851
OG0001041	Prat.g_01622	Prbb.g_01852
OG0001042	Prat.g_01623	Prbb.g_01853
OG0001043	Prat.g_01624	Prbb.g_01854
OG0001044	Prat.g_01625	Prbb.g_01855
OG0001045	Prat.g_01626	Prbb.g_01856
OG0001046	Prat.g_01627	Prbb.g_01857
OG0001047	Prat.g_01630	Prbb.g_01859
OG0001048	Prat.g_01632	Prbb.g_01861
OG0001049	Prat.g_01633	Prbb.g_01862
OG0001050	Prat.g_01634	Prbb.g_01863
OG0001051	Prat.g_01635	Prbb.g_01864
OG0001052	Prat.g_01636	Prbb.g_01865
OG0001053	Prat.g_01639	Prbb.g_01867
OG0001054	Prat.g_01641	Prbb.g_01869
OG0001055	Prat.g_01642	Prbb.g_01870
OG0001056	Prat.g_01643	Prbb.g_01871
OG0001057	Prat.g_01644	Prbb.g_01872
OG0001058	Prat.g_01645	Prbb.g_01873
OG0001059	Prat.g_01646	Prbb.g_01874
OG0001060	Prat.g_01647	Prbb.g_01875
OG0001061	Prat.g_01648	Prbb.g_01876
OG0001062	Prat.g_01649	Prbb.g_01877
OG0001063	Prat.g_01650	Prbb.g_01878
OG0001064	Prat.g_01652	Prbb.g_01880
OG0001065	Prat.g_01655	Prbb.g_01922
OG0001066	Prat.g_01657	Prbb.g_01924
OG0001067	Prat.g_01658	Prbb.g_01925
OG0001068	Prat.g_01661	Prbb.g_01927
OG0001069	Prat.g_01662	Prbb.g_01928
OG0001070	Prat.g_01663	Prbb.g_01929
OG0001071	Prat.g_01664	Prbb.g_01930
OG0001072	Prat.g_01665	Prbb.g_01931
OG0001073	Prat.g_01666	Prbb.g_01932
OG0001074	Prat.g_01667	Prbb.g_01933
OG0001075	Prat.g_01668	Prbb.g_01934
OG0001076	Prat.g_01669	Prbb.g_01935
OG0001077	Prat.g_01670	Prbb.g_01936
OG0001078	Prat.g_01671	Prbb.g_01937
OG0001079	Prat.g_01672	Prbb.g_01938
OG0001080	Prat.g_01673	Prbb.g_01939
OG0001081	Prat.g_01677	Prbb.g_01948
OG0001082	Prat.g_01678	Prbb.g_01947
OG0001083	Prat.g_01682	Prbb.g_01943
OG0001084	Prat.g_01680	Prbb.g_01945
OG0001085	Prat.g_01679	Prbb.g_01946
OG0001086	Prat.g_01676	Prbb.g_01942
OG0001087	Prat.g_01675	Prbb.g_01941
OG0001088	Prat.g_01674	Prbb.g_01940
OG0001089	Prat.g_01684	Prbb.g_01958
OG0001090	Prat.g_01686	Prbb.g_01960
OG0001091	Prat.g_01687	Prbb.g_01961
OG0001092	Prat.g_01688	Prbb.g_01962
OG0001093	Prat.g_01689	Prbb.g_01963
OG0001094	Prat.g_01690	Prbb.g_01964
OG0001095	Prat.g_01691	Prbb.g_01965
OG0001096	Prat.g_01692	Prbb.g_01966
OG0001097	Prat.g_01693	Prbb.g_01967
OG0001098	Prat.g_01694	Prbb.g_01968
OG0001099	Prat.g_01695	Prbb.g_01969
OG0001100	Prat.g_01696	Prbb.g_01970
OG0001101	Prat.g_01697	Prbb.g_01971
