Orthogroup	Prat	Prac
OG0000588	Prat.g_00744	Prac.g_00701
OG0000589	Prat.g_00745	Prac.g_00700
OG0000590	Prat.g_00747	Prac.g_00698
OG0000591	Prat.g_00752	Prac.g_00692
OG0000592	Prat.g_00753	Prac.g_00691
OG0000593	Prat.g_00754	Prac.g_00690
OG0000594	Prat.g_00757	Prac.g_00688
OG0000595	Prat.g_00758	Prac.g_00687
OG0000596	Prat.g_00759	Prac.g_00686
OG0000597	Prat.g_00761	Prac.g_00684
OG0000598	Prat.g_00762	Prac.g_00683
OG0000599	Prat.g_00763	Prac.g_00682
OG0000600	Prat.g_00764	Prac.g_00681
OG0000601	Prat.g_00767	Prac.g_00679
OG0000602	Prat.g_00768	Prac.g_00678
OG0000603	Prat.g_00769	Prac.g_00677
OG0000604	Prat.g_00772	Prac.g_00676
OG0000605	Prat.g_00773	Prac.g_00675
OG0000606	Prat.g_00774	Prac.g_00674
OG0000607	Prat.g_00776	Prac.g_00672
OG0000608	Prat.g_00777	Prac.g_00671
OG0000609	Prat.g_01882	Prac.g_00667
OG0000610	Prat.g_00826	Prac.g_00666
OG0000611	Prat.g_00789	Prac.g_01559
OG0000612	Prat.g_00790	Prac.g_01558
OG0000613	Prat.g_00791	Prac.g_01557
OG0000614	Prat.g_00792	Prac.g_01556
OG0000615	Prat.g_00797	Prac.g_01554
OG0000616	Prat.g_00798	Prac.g_01553
OG0000617	Prat.g_00799	Prac.g_01552
OG0000618	Prat.g_00800	Prac.g_01551
OG0000619	Prat.g_00801	Prac.g_01550
OG0000620	Prat.g_00802	Prac.g_01549
OG0000621	Prat.g_00803	Prac.g_01548
OG0000622	Prat.g_00804	Prac.g_01547
OG0000623	Prat.g_00805	Prac.g_01546
OG0000624	Prat.g_00807	Prac.g_01545
OG0000625	Prat.g_00808	Prac.g_01544
OG0000626	Prat.g_00809	Prac.g_01543
OG0000627	Prat.g_00811	Prac.g_01542
OG0000628	Prat.g_00812	Prac.g_01541
OG0000629	Prat.g_00813	Prac.g_01540
OG0000630	Prat.g_00814	Prac.g_01539
OG0000631	Prat.g_00816	Prac.g_01537
OG0000632	Prat.g_00622	Prac.g_01525
OG0000633	Prat.g_01486	Prac.g_01521
OG0000634	Prat.g_01472	Prac.g_01508
OG0000635	Prat.g_00888	Prac.g_01507
OG0000636	Prat.g_00887	Prac.g_01506
OG0000637	Prat.g_00886	Prac.g_01505
OG0000638	Prat.g_00345	Prac.g_01498
OG0000639	Prat.g_00859	Prac.g_01489
OG0000640	Prat.g_00863	Prac.g_01487
OG0000641	Prat.g_00865	Prac.g_01484
OG0000642	Prat.g_00866	Prac.g_01483
OG0000643	Prat.g_00867	Prac.g_01482
OG0000644	Prat.g_01043	Prac.g_01481
OG0000645	Prat.g_01042	Prac.g_01480
OG0000646	Prat.g_01041	Prac.g_01479
OG0000647	Prat.g_01040	Prac.g_01478
OG0000648	Prat.g_01038	Prac.g_01476
OG0000649	Prat.g_01037	Prac.g_01475
OG0000650	Prat.g_01036	Prac.g_01474
OG0000651	Prat.g_01035	Prac.g_01473
OG0000652	Prat.g_01034	Prac.g_01472
OG0000653	Prat.g_01033	Prac.g_01471
OG0000654	Prat.g_01031	Prac.g_01469
OG0000655	Prat.g_01029	Prac.g_01467
OG0000656	Prat.g_01028	Prac.g_01466
OG0000657	Prat.g_01027	Prac.g_01465
OG0000658	Prat.g_01026	Prac.g_01464
OG0000659	Prat.g_01025	Prac.g_01463
OG0000660	Prat.g_01024	Prac.g_01462
OG0000661	Prat.g_01023	Prac.g_01461
OG0000662	Prat.g_01021	Prac.g_01460
OG0000663	Prat.g_01020	Prac.g_01459
OG0000664	Prat.g_01019	Prac.g_01458
OG0000665	Prat.g_01018	Prac.g_01457
OG0000666	Prat.g_01017	Prac.g_01456
OG0000667	Prat.g_01016	Prac.g_01455
OG0000668	Prat.g_01015	Prac.g_01454
OG0000669	Prat.g_01013	Prac.g_01452
OG0000670	Prat.g_01012	Prac.g_01451
OG0000671	Prat.g_01011	Prac.g_01450
OG0000672	Prat.g_01010	Prac.g_01449
OG0000673	Prat.g_01009	Prac.g_01448
OG0000674	Prat.g_01008	Prac.g_01447
OG0000675	Prat.g_01007	Prac.g_01445
OG0000676	Prat.g_01006	Prac.g_01444
OG0000677	Prat.g_01004	Prac.g_01442
OG0000678	Prat.g_01002	Prac.g_01440
OG0000679	Prat.g_01001	Prac.g_01439
OG0000680	Prat.g_01000	Prac.g_01438
OG0000681	Prat.g_00999	Prac.g_01437
OG0000682	Prat.g_00998	Prac.g_01436
OG0000683	Prat.g_00996	Prac.g_01434
OG0000684	Prat.g_00995	Prac.g_01433
OG0000685	Prat.g_00994	Prac.g_01432
OG0000686	Prat.g_00993	Prac.g_01431
OG0000687	Prat.g_00992	Prac.g_01430
OG0000688	Prat.g_00991	Prac.g_01429
OG0000689	Prat.g_00990	Prac.g_01428
OG0000690	Prat.g_00989	Prac.g_01427
OG0000691	Prat.g_00988	Prac.g_01426
OG0000692	Prat.g_00984	Prac.g_01424
OG0000693	Prat.g_00983	Prac.g_01423
OG0000694	Prat.g_00982	Prac.g_01422
OG0000695	Prat.g_00981	Prac.g_01421
OG0000696	Prat.g_00980	Prac.g_01420
OG0000697	Prat.g_00978	Prac.g_01418
OG0000698	Prat.g_00974	Prac.g_01416
OG0000699	Prat.g_00973	Prac.g_01415
OG0000700	Prat.g_00694	Prac.g_01401
OG0000701	Prat.g_00699	Prac.g_01396
OG0000702	Prat.g_00705	Prac.g_01393
OG0000703	Prat.g_00707	Prac.g_01392
OG0000704	Prat.g_00708	Prac.g_01391
OG0000705	Prat.g_00709	Prac.g_01390
OG0000706	Prat.g_00710	Prac.g_01389
OG0000707	Prat.g_00712	Prac.g_01387
OG0000708	Prat.g_00713	Prac.g_01386
OG0000709	Prat.g_00716	Prac.g_01384
OG0000710	Prat.g_00717	Prac.g_01383
OG0000711	Prat.g_00718	Prac.g_01382
OG0000712	Prat.g_00719	Prac.g_01381
OG0000713	Prat.g_00720	Prac.g_01380
OG0000714	Prat.g_00722	Prac.g_01378
OG0000715	Prat.g_00723	Prac.g_01377
OG0000716	Prat.g_00725	Prac.g_01375
OG0000717	Prat.g_00726	Prac.g_01374
OG0000718	Prat.g_00728	Prac.g_01373
OG0000719	Prat.g_00730	Prac.g_01371
OG0000720	Prat.g_00731	Prac.g_01370
OG0000721	Prat.g_00734	Prac.g_01368
OG0000722	Prat.g_00735	Prac.g_01367
OG0000723	Prat.g_00736	Prac.g_01366
OG0000724	Prat.g_00738	Prac.g_01365
OG0000725	Prat.g_00739	Prac.g_01364
OG0000726	Prat.g_00740	Prac.g_01363
OG0000727	Prat.g_00741	Prac.g_01362
OG0000728	Prat.g_00742	Prac.g_01361
OG0000729	Prat.g_00743	Prac.g_01360
OG0000730	Prat.g_01053	Prac.g_01359
OG0000731	Prat.g_01051	Prac.g_01358
OG0000732	Prat.g_01050	Prac.g_01357
OG0000733	Prat.g_01049	Prac.g_01356
OG0000734	Prat.g_01048	Prac.g_01355
OG0000735	Prat.g_01046	Prac.g_01353
OG0000736	Prat.g_01045	Prac.g_01352
OG0000737	Prat.g_01044	Prac.g_01351
OG0000738	Prat.g_00868	Prac.g_01350
OG0000739	Prat.g_00869	Prac.g_01349
OG0000740	Prat.g_00870	Prac.g_01348
OG0000741	Prat.g_00871	Prac.g_01347
OG0000742	Prat.g_00873	Prac.g_01345
OG0000743	Prat.g_00874	Prac.g_01344
OG0000744	Prat.g_00876	Prac.g_01343
OG0000745	Prat.g_00877	Prac.g_01342
OG0000746	Prat.g_00878	Prac.g_01341
OG0000747	Prat.g_00879	Prac.g_01340
OG0000748	Prat.g_00880	Prac.g_01339
OG0000749	Prat.g_00881	Prac.g_01338
OG0000750	Prat.g_00883	Prac.g_01337
OG0000751	Prat.g_00884	Prac.g_01336
OG0000752	Prat.g_00944	Prac.g_01335
OG0000753	Prat.g_00889	Prac.g_01333
OG0000754	Prat.g_00890	Prac.g_01332
OG0000755	Prat.g_00891	Prac.g_01331
OG0000756	Prat.g_00893	Prac.g_01330
OG0000757	Prat.g_00894	Prac.g_01329
OG0000758	Prat.g_00895	Prac.g_01328
OG0000759	Prat.g_00897	Prac.g_01326
OG0000760	Prat.g_00898	Prac.g_01325
OG0000761	Prat.g_00899	Prac.g_01324
OG0000762	Prat.g_00901	Prac.g_01322
OG0000763	Prat.g_00902	Prac.g_01321
OG0000764	Prat.g_00903	Prac.g_01320
OG0000765	Prat.g_00904	Prac.g_01319
OG0000766	Prat.g_00905	Prac.g_01318
OG0000767	Prat.g_00907	Prac.g_01316
OG0000768	Prat.g_00908	Prac.g_01315
OG0000769	Prat.g_00909	Prac.g_01314
OG0000770	Prat.g_00910	Prac.g_01313
OG0000771	Prat.g_00911	Prac.g_01312
OG0000772	Prat.g_00912	Prac.g_01311
OG0000773	Prat.g_00913	Prac.g_01310
OG0000774	Prat.g_00914	Prac.g_01309
OG0000775	Prat.g_00915	Prac.g_01308
OG0000776	Prat.g_00916	Prac.g_01307
OG0000777	Prat.g_00917	Prac.g_01305
OG0000778	Prat.g_00918	Prac.g_01304
OG0000779	Prat.g_00919	Prac.g_01303
OG0000780	Prat.g_00921	Prac.g_01301
OG0000781	Prat.g_00923	Prac.g_01299
OG0000782	Prat.g_00924	Prac.g_01298
OG0000783	Prat.g_00929	Prac.g_01287
OG0000784	Prat.g_00931	Prac.g_01285
OG0000785	Prat.g_00932	Prac.g_01284
OG0000786	Prat.g_00933	Prac.g_01283
OG0000787	Prat.g_00934	Prac.g_01282
OG0000788	Prat.g_00939	Prac.g_01278
OG0000789	Prat.g_00942	Prac.g_01276
OG0000790	Prat.g_00943	Prac.g_01275
OG0000791	Prat.g_00946	Prac.g_01274
OG0000792	Prat.g_00947	Prac.g_01273
OG0000793	Prat.g_00948	Prac.g_01272
OG0000794	Prat.g_00951	Prac.g_01270
OG0000795	Prat.g_00955	Prac.g_01267
OG0000796	Prat.g_00956	Prac.g_01266
OG0000797	Prat.g_00957	Prac.g_01264
OG0000798	Prat.g_00958	Prac.g_01263
OG0000799	Prat.g_00959	Prac.g_01262
OG0000800	Prat.g_00960	Prac.g_01261
OG0000801	Prat.g_00963	Prac.g_01258
OG0000802	Prat.g_00964	Prac.g_01257
OG0000803	Prat.g_00966	Prac.g_01255
OG0000804	Prat.g_00967	Prac.g_01254
OG0000805	Prat.g_00968	Prac.g_01253
OG0000806	Prat.g_00970	Prac.g_01251
OG0000807	Prat.g_01204	Prac.g_01225
OG0000808	Prat.g_01479	Prac.g_01216
OG0000809	Prat.g_01197	Prac.g_01213
OG0000810	Prat.g_01480	Prac.g_01212
OG0000811	Prat.g_01214	Prac.g_01205
OG0000812	Prat.g_01199	Prac.g_01046
OG0000813	Prat.g_00354	Prac.g_01042
OG0000814	Prat.g_01373	Prac.g_01040
OG0000815	Prat.g_01211	Prac.g_01031
OG0000816	Prat.g_01560	Prac.g_01017
OG0000817	Prat.g_01559	Prac.g_01016
OG0000818	Prat.g_01175	Prac.g_01011
OG0000819	Prat.g_01177	Prac.g_01004
OG0000820	Prat.g_01171	Prac.g_01000
OG0000821	Prat.g_01169	Prac.g_00998
OG0000822	Prat.g_01168	Prac.g_00997
OG0000823	Prat.g_01167	Prac.g_00996
OG0000824	Prat.g_01166	Prac.g_00995
OG0000825	Prat.g_01165	Prac.g_00994
OG0000826	Prat.g_01164	Prac.g_00993
OG0000827	Prat.g_01163	Prac.g_00992
OG0000828	Prat.g_01162	Prac.g_00991
OG0000829	Prat.g_01161	Prac.g_00990
OG0000830	Prat.g_01159	Prac.g_00989
OG0000831	Prat.g_01157	Prac.g_00986
OG0000832	Prat.g_01155	Prac.g_00984
OG0000833	Prat.g_01154	Prac.g_00983
OG0000834	Prat.g_01153	Prac.g_00982
OG0000835	Prat.g_01152	Prac.g_00981
OG0000836	Prat.g_01151	Prac.g_00980
OG0000837	Prat.g_01148	Prac.g_00978
OG0000838	Prat.g_01147	Prac.g_00977
OG0000839	Prat.g_01146	Prac.g_00976
OG0000840	Prat.g_01145	Prac.g_00975
OG0000841	Prat.g_01144	Prac.g_00974
OG0000842	Prat.g_01142	Prac.g_00973
OG0000843	Prat.g_01141	Prac.g_00972
OG0000844	Prat.g_01140	Prac.g_00971
OG0000845	Prat.g_01139	Prac.g_00970
OG0000846	Prat.g_01136	Prac.g_00967
OG0000847	Prat.g_01135	Prac.g_00965
OG0000848	Prat.g_01134	Prac.g_00964
OG0000849	Prat.g_01131	Prac.g_00963
OG0000850	Prat.g_01130	Prac.g_00962
OG0000851	Prat.g_01128	Prac.g_00961
OG0000852	Prat.g_01126	Prac.g_00959
OG0000853	Prat.g_01124	Prac.g_00958
OG0000854	Prat.g_01123	Prac.g_00956
OG0000855	Prat.g_01122	Prac.g_00955
OG0000856	Prat.g_01121	Prac.g_00954
OG0000857	Prat.g_01120	Prac.g_00953
OG0000858	Prat.g_01119	Prac.g_00952
OG0000859	Prat.g_01118	Prac.g_00951
OG0000860	Prat.g_01117	Prac.g_00950
OG0000861	Prat.g_01116	Prac.g_00949
OG0000862	Prat.g_01115	Prac.g_00948
OG0000863	Prat.g_01114	Prac.g_00947
OG0000864	Prat.g_01113	Prac.g_00946
OG0000865	Prat.g_01112	Prac.g_00945
OG0000866	Prat.g_01111	Prac.g_00944
OG0000867	Prat.g_01110	Prac.g_00943
OG0000868	Prat.g_01108	Prac.g_00942
OG0000869	Prat.g_01106	Prac.g_00940
OG0000870	Prat.g_01105	Prac.g_00939
OG0000871	Prat.g_01104	Prac.g_00937
OG0000872	Prat.g_01103	Prac.g_00936
OG0000873	Prat.g_01101	Prac.g_00934
OG0000874	Prat.g_01100	Prac.g_00933
OG0000875	Prat.g_01099	Prac.g_00932
OG0000876	Prat.g_01098	Prac.g_00931
OG0000877	Prat.g_00594	Prac.g_00929
OG0000878	Prat.g_00626	Prac.g_00154
OG0000879	Prat.g_01238	Prac.g_00164
OG0000880	Prat.g_01239	Prac.g_00165
OG0000881	Prat.g_01240	Prac.g_00166
OG0000882	Prat.g_01241	Prac.g_00167
OG0000883	Prat.g_01242	Prac.g_00168
OG0000884	Prat.g_01244	Prac.g_00170
OG0000885	Prat.g_01245	Prac.g_00171
OG0000886	Prat.g_01246	Prac.g_00172
OG0000887	Prat.g_01247	Prac.g_00173
OG0000888	Prat.g_01248	Prac.g_00174
OG0000889	Prat.g_01251	Prac.g_00177
OG0000890	Prat.g_01252	Prac.g_00178
OG0000891	Prat.g_01253	Prac.g_00179
OG0000892	Prat.g_01255	Prac.g_00181
OG0000893	Prat.g_01256	Prac.g_00182
OG0000894	Prat.g_01257	Prac.g_00183
OG0000895	Prat.g_01258	Prac.g_00184
OG0000896	Prat.g_01259	Prac.g_00185
OG0000897	Prat.g_01260	Prac.g_00186
OG0000898	Prat.g_01263	Prac.g_00188
OG0000899	Prat.g_01264	Prac.g_00189
OG0000900	Prat.g_01282	Prac.g_00199
OG0000901	Prat.g_01287	Prac.g_00203
OG0000902	Prat.g_01471	Prac.g_00204
OG0000903	Prat.g_01178	Prac.g_00205
OG0000904	Prat.g_01455	Prac.g_00207
OG0000905	Prat.g_01200	Prac.g_00209
OG0000906	Prat.g_01181	Prac.g_00211
OG0000907	Prat.g_00976	Prac.g_00212
OG0000908	Prat.g_01228	Prac.g_00215
OG0000909	Prat.g_01293	Prac.g_00219
OG0000910	Prat.g_01294	Prac.g_00220
OG0000911	Prat.g_01295	Prac.g_00221
OG0000912	Prat.g_01296	Prac.g_00222
OG0000913	Prat.g_01297	Prac.g_00223
OG0000914	Prat.g_01298	Prac.g_00224
OG0000915	Prat.g_01299	Prac.g_00225
OG0000916	Prat.g_01300	Prac.g_00226
OG0000917	Prat.g_01301	Prac.g_00227
OG0000918	Prat.g_01302	Prac.g_00228
OG0000919	Prat.g_01303	Prac.g_00229
OG0000920	Prat.g_01304	Prac.g_00230
OG0000921	Prat.g_01305	Prac.g_00231
OG0000922	Prat.g_01306	Prac.g_00232
OG0000923	Prat.g_01307	Prac.g_00233
OG0000924	Prat.g_01308	Prac.g_00234
OG0000925	Prat.g_01309	Prac.g_00235
OG0000926	Prat.g_01769	Prac.g_00447
OG0000927	Prat.g_01333	Prac.g_00429
OG0000928	Prat.g_01334	Prac.g_00428
OG0000929	Prat.g_01335	Prac.g_00427
OG0000930	Prat.g_01336	Prac.g_00426
OG0000931	Prat.g_01337	Prac.g_00425
OG0000932	Prat.g_01339	Prac.g_00423
OG0000933	Prat.g_01340	Prac.g_00422
OG0000934	Prat.g_01341	Prac.g_00421
OG0000935	Prat.g_01342	Prac.g_00420
OG0000936	Prat.g_01343	Prac.g_00419
OG0000937	Prat.g_01344	Prac.g_00418
OG0000938	Prat.g_01345	Prac.g_00417
OG0000939	Prat.g_01346	Prac.g_00416
OG0000940	Prat.g_01348	Prac.g_00415
OG0000941	Prat.g_01350	Prac.g_00413
OG0000942	Prat.g_01351	Prac.g_00412
OG0000943	Prat.g_01355	Prac.g_00409
OG0000944	Prat.g_01356	Prac.g_00408
OG0000945	Prat.g_01357	Prac.g_00407
OG0000946	Prat.g_01358	Prac.g_00406
OG0000947	Prat.g_01359	Prac.g_00405
OG0000948	Prat.g_01360	Prac.g_00404
OG0000949	Prat.g_01361	Prac.g_00403
OG0000950	Prat.g_01362	Prac.g_00402
OG0000951	Prat.g_01363	Prac.g_00401
OG0000952	Prat.g_01364	Prac.g_00400
OG0000953	Prat.g_01365	Prac.g_00399
OG0000954	Prat.g_01366	Prac.g_00398
OG0000955	Prat.g_01367	Prac.g_00397
OG0000956	Prat.g_01368	Prac.g_00396
OG0000957	Prat.g_01369	Prac.g_00395
OG0000958	Prat.g_01370	Prac.g_00394
OG0000959	Prat.g_01371	Prac.g_00393
OG0000960	Prat.g_01372	Prac.g_00392
OG0000961	Prat.g_01378	Prac.g_00388
OG0000962	Prat.g_01379	Prac.g_00387
OG0000963	Prat.g_01380	Prac.g_00386
OG0000964	Prat.g_01382	Prac.g_00384
OG0000965	Prat.g_01383	Prac.g_00383
OG0000966	Prat.g_01384	Prac.g_00382
OG0000967	Prat.g_01385	Prac.g_00381
OG0000968	Prat.g_01386	Prac.g_00380
OG0000969	Prat.g_01387	Prac.g_00379
OG0000970	Prat.g_01388	Prac.g_00378
OG0000971	Prat.g_01389	Prac.g_00377
OG0000972	Prat.g_01390	Prac.g_00376
OG0000973	Prat.g_01391	Prac.g_00375
OG0000974	Prat.g_01393	Prac.g_00373
OG0000975	Prat.g_01399	Prac.g_00370
OG0000976	Prat.g_01403	Prac.g_00368
OG0000977	Prat.g_01405	Prac.g_00367
OG0000978	Prat.g_01407	Prac.g_00366
OG0000979	Prat.g_01409	Prac.g_00364
OG0000980	Prat.g_01410	Prac.g_00363
OG0000981	Prat.g_01411	Prac.g_00362
OG0000982	Prat.g_01412	Prac.g_00361
OG0000983	Prat.g_01414	Prac.g_00359
OG0000984	Prat.g_01415	Prac.g_00358
OG0000985	Prat.g_01416	Prac.g_00357
OG0000986	Prat.g_01417	Prac.g_00356
OG0000987	Prat.g_01418	Prac.g_00355
OG0000988	Prat.g_01420	Prac.g_00354
OG0000989	Prat.g_01421	Prac.g_00353
OG0000990	Prat.g_01422	Prac.g_00352
OG0000991	Prat.g_01423	Prac.g_00351
OG0000992	Prat.g_01424	Prac.g_00350
OG0000993	Prat.g_01425	Prac.g_00349
OG0000994	Prat.g_01426	Prac.g_00348
OG0000995	Prat.g_01427	Prac.g_00347
OG0000996	Prat.g_01428	Prac.g_00346
OG0000997	Prat.g_01429	Prac.g_00345
OG0000998	Prat.g_01430	Prac.g_00344
OG0000999	Prat.g_01431	Prac.g_00343
OG0001000	Prat.g_01432	Prac.g_00342
OG0001001	Prat.g_01434	Prac.g_00340
OG0001002	Prat.g_01435	Prac.g_00339
OG0001003	Prat.g_01436	Prac.g_00338
OG0001004	Prat.g_01437	Prac.g_00337
OG0001005	Prat.g_01439	Prac.g_00336
OG0001006	Prat.g_01440	Prac.g_00335
OG0001007	Prat.g_01441	Prac.g_00334
OG0001008	Prat.g_01443	Prac.g_00332
OG0001009	Prat.g_01444	Prac.g_00331
OG0001010	Prat.g_01502	Prac.g_00324
OG0001011	Prat.g_01457	Prac.g_00317
OG0001012	Prat.g_01022	Prac.g_00288
OG0001013	Prat.g_01585	Prac.g_00631
OG0001014	Prat.g_01586	Prac.g_00630
OG0001015	Prat.g_01593	Prac.g_00624
OG0001016	Prat.g_01594	Prac.g_00623
OG0001017	Prat.g_01595	Prac.g_00622
OG0001018	Prat.g_01596	Prac.g_00621
OG0001019	Prat.g_01598	Prac.g_00619
OG0001020	Prat.g_01599	Prac.g_00618
OG0001021	Prat.g_01600	Prac.g_00617
OG0001022	Prat.g_01601	Prac.g_00616
OG0001023	Prat.g_01602	Prac.g_00615
OG0001024	Prat.g_01603	Prac.g_00614
OG0001025	Prat.g_01604	Prac.g_00613
OG0001026	Prat.g_01605	Prac.g_00611
OG0001027	Prat.g_01606	Prac.g_00610
OG0001028	Prat.g_01607	Prac.g_00609
OG0001029	Prat.g_01608	Prac.g_00608
OG0001030	Prat.g_01609	Prac.g_00607
OG0001031	Prat.g_01610	Prac.g_00606
OG0001032	Prat.g_01611	Prac.g_00605
OG0001033	Prat.g_01612	Prac.g_00604
OG0001034	Prat.g_01613	Prac.g_00603
OG0001035	Prat.g_01615	Prac.g_00601
OG0001036	Prat.g_01616	Prac.g_00600
OG0001037	Prat.g_01617	Prac.g_00599
OG0001038	Prat.g_01618	Prac.g_00598
OG0001039	Prat.g_01619	Prac.g_00597
OG0001040	Prat.g_01621	Prac.g_00596
OG0001041	Prat.g_01622	Prac.g_00595
OG0001042	Prat.g_01623	Prac.g_00594
OG0001043	Prat.g_01624	Prac.g_00593
OG0001044	Prat.g_01625	Prac.g_00592
OG0001045	Prat.g_01626	Prac.g_00591
OG0001046	Prat.g_01627	Prac.g_00590
OG0001047	Prat.g_01630	Prac.g_00587
OG0001048	Prat.g_01632	Prac.g_00585
OG0001049	Prat.g_01633	Prac.g_00584
OG0001050	Prat.g_01634	Prac.g_00583
OG0001051	Prat.g_01635	Prac.g_00582
OG0001052	Prat.g_01636	Prac.g_00581
OG0001053	Prat.g_01639	Prac.g_00580
OG0001054	Prat.g_01641	Prac.g_00578
OG0001055	Prat.g_01642	Prac.g_00577
OG0001056	Prat.g_01643	Prac.g_00576
OG0001057	Prat.g_01644	Prac.g_00575
OG0001058	Prat.g_01645	Prac.g_00574
OG0001059	Prat.g_01646	Prac.g_00573
OG0001060	Prat.g_01647	Prac.g_00572
OG0001061	Prat.g_01648	Prac.g_00571
OG0001062	Prat.g_01649	Prac.g_00570
OG0001063	Prat.g_01650	Prac.g_00569
OG0001064	Prat.g_01652	Prac.g_00471
OG0001065	Prat.g_01655	Prac.g_00476
OG0001066	Prat.g_01657	Prac.g_00477
OG0001067	Prat.g_01658	Prac.g_00478
OG0001068	Prat.g_01661	Prac.g_00480
OG0001069	Prat.g_01662	Prac.g_00481
OG0001070	Prat.g_01663	Prac.g_00482
OG0001071	Prat.g_01664	Prac.g_00483
OG0001072	Prat.g_01665	Prac.g_00484
OG0001073	Prat.g_01666	Prac.g_00485
OG0001074	Prat.g_01667	Prac.g_00486
OG0001075	Prat.g_01668	Prac.g_00487
OG0001076	Prat.g_01669	Prac.g_00488
OG0001077	Prat.g_01670	Prac.g_00489
OG0001078	Prat.g_01671	Prac.g_00490
OG0001079	Prat.g_01672	Prac.g_00491
OG0001080	Prat.g_01673	Prac.g_00492
OG0001081	Prat.g_01677	Prac.g_00495
OG0001082	Prat.g_01678	Prac.g_00496
OG0001083	Prat.g_01682	Prac.g_00497
OG0001084	Prat.g_01680	Prac.g_00499
OG0001085	Prat.g_01679	Prac.g_00500
OG0001086	Prat.g_01676	Prac.g_00501
OG0001087	Prat.g_01675	Prac.g_00502
OG0001088	Prat.g_01674	Prac.g_00503
OG0001089	Prat.g_01684	Prac.g_00506
OG0001090	Prat.g_01686	Prac.g_00508
OG0001091	Prat.g_01687	Prac.g_00509
OG0001092	Prat.g_01688	Prac.g_00510
OG0001093	Prat.g_01689	Prac.g_00511
OG0001094	Prat.g_01690	Prac.g_00512
OG0001095	Prat.g_01691	Prac.g_00513
OG0001096	Prat.g_01692	Prac.g_00514
OG0001097	Prat.g_01693	Prac.g_00515
OG0001098	Prat.g_01694	Prac.g_00516
OG0001099	Prat.g_01695	Prac.g_00517
OG0001100	Prat.g_01696	Prac.g_00518
OG0001101	Prat.g_01697	Prac.g_00519
OG0001102	Prat.g_01698	Prac.g_00520
OG0001103	Prat.g_01699	Prac.g_00521
OG0001104	Prat.g_01700	Prac.g_00522
OG0001105	Prat.g_01701	Prac.g_00523
OG0001106	Prat.g_01702	Prac.g_00524
OG0001107	Prat.g_01703	Prac.g_00525
OG0001108	Prat.g_01704	Prac.g_00526
OG0001109	Prat.g_01705	Prac.g_00527
OG0001110	Prat.g_01706	Prac.g_00528
OG0001111	Prat.g_01707	Prac.g_00529
OG0001112	Prat.g_01708	Prac.g_00530
OG0001113	Prat.g_01709	Prac.g_00531
OG0001114	Prat.g_01710	Prac.g_00532
OG0001115	Prat.g_01711	Prac.g_00533
OG0001116	Prat.g_01712	Prac.g_00534
OG0001117	Prat.g_01713	Prac.g_00535
OG0001118	Prat.g_01714	Prac.g_00536
OG0001119	Prat.g_01715	Prac.g_00537
OG0001120	Prat.g_01327	Prac.g_00538
OG0001121	Prat.g_01717	Prac.g_00540
OG0001122	Prat.g_01718	Prac.g_00541
OG0001123	Prat.g_01719	Prac.g_00542
OG0001124	Prat.g_01721	Prac.g_00544
OG0001125	Prat.g_01723	Prac.g_00546
OG0001126	Prat.g_01724	Prac.g_00547
OG0001127	Prat.g_01727	Prac.g_00549
OG0001128	Prat.g_01728	Prac.g_00550
OG0001129	Prat.g_01729	Prac.g_00551
OG0001130	Prat.g_01732	Prac.g_00553
OG0001131	Prat.g_01733	Prac.g_00554
OG0001132	Prat.g_01734	Prac.g_00555
OG0001133	Prat.g_01735	Prac.g_00556
OG0001134	Prat.g_01736	Prac.g_00557
OG0001135	Prat.g_01737	Prac.g_00558
OG0001136	Prat.g_01738	Prac.g_00559
OG0001137	Prat.g_01739	Prac.g_00560
OG0001138	Prat.g_01740	Prac.g_00561
OG0001139	Prat.g_01742	Prac.g_00562
OG0001140	Prat.g_01744	Prac.g_00563
OG0001141	Prat.g_01745	Prac.g_00564
OG0001142	Prat.g_01748	Prac.g_00005
OG0001143	Prat.g_01749	Prac.g_00006
OG0001144	Prat.g_01750	Prac.g_00007
OG0001145	Prat.g_01751	Prac.g_00008
OG0001146	Prat.g_01752	Prac.g_00009
OG0001147	Prat.g_01753	Prac.g_00010
OG0001148	Prat.g_01754	Prac.g_00011
OG0001149	Prat.g_01756	Prac.g_00013
OG0001150	Prat.g_01757	Prac.g_00014
OG0001151	Prat.g_01760	Prac.g_00016
OG0001152	Prat.g_01761	Prac.g_00017
OG0001153	Prat.g_01762	Prac.g_00018
OG0001154	Prat.g_01764	Prac.g_00020
OG0001155	Prat.g_01766	Prac.g_00022
OG0001156	Prat.g_01768	Prac.g_00024
OG0001157	Prat.g_01770	Prac.g_00025
OG0001158	Prat.g_01772	Prac.g_00027
OG0001159	Prat.g_01773	Prac.g_00028
OG0001160	Prat.g_01775	Prac.g_00029
OG0001161	Prat.g_01776	Prac.g_00030
OG0001162	Prat.g_01777	Prac.g_00031
OG0001163	Prat.g_01778	Prac.g_00032
OG0001164	Prat.g_01779	Prac.g_00033
OG0001165	Prat.g_01780	Prac.g_00034
OG0001166	Prat.g_01781	Prac.g_00035
OG0001167	Prat.g_01783	Prac.g_00036
OG0001168	Prat.g_01784	Prac.g_00037
OG0001169	Prat.g_01785	Prac.g_00038
