Orthogroup	Prat	Pran
OG0000588	Prat.g_00744	Pran.g_01508
OG0000589	Prat.g_00745	Pran.g_01507
OG0000590	Prat.g_00747	Pran.g_01505
OG0000591	Prat.g_00752	Pran.g_01499
OG0000592	Prat.g_00753	Pran.g_01498
OG0000593	Prat.g_00754	Pran.g_01497
OG0000594	Prat.g_00757	Pran.g_01495
OG0000595	Prat.g_00758	Pran.g_01494
OG0000596	Prat.g_00759	Pran.g_01493
OG0000597	Prat.g_00761	Pran.g_01491
OG0000598	Prat.g_00762	Pran.g_01490
OG0000599	Prat.g_00763	Pran.g_01489
OG0000600	Prat.g_00764	Pran.g_01488
OG0000601	Prat.g_00767	Pran.g_01486
OG0000602	Prat.g_00768	Pran.g_01485
OG0000603	Prat.g_00769	Pran.g_01484
OG0000604	Prat.g_00772	Pran.g_01483
OG0000605	Prat.g_00773	Pran.g_01482
OG0000606	Prat.g_00774	Pran.g_01481
OG0000607	Prat.g_00776	Pran.g_01479
OG0000608	Prat.g_00777	Pran.g_01478
OG0000609	Prat.g_01882	Pran.g_01472
OG0000610	Prat.g_00826	Pran.g_01471
OG0000611	Prat.g_00789	Pran.g_01459
OG0000612	Prat.g_00790	Pran.g_01458
OG0000613	Prat.g_00791	Pran.g_01457
OG0000614	Prat.g_00792	Pran.g_01456
OG0000615	Prat.g_00797	Pran.g_01454
OG0000616	Prat.g_00798	Pran.g_01453
OG0000617	Prat.g_00799	Pran.g_01452
OG0000618	Prat.g_00800	Pran.g_01451
OG0000619	Prat.g_00801	Pran.g_01450
OG0000620	Prat.g_00802	Pran.g_01449
OG0000621	Prat.g_00803	Pran.g_01448
OG0000622	Prat.g_00804	Pran.g_01447
OG0000623	Prat.g_00805	Pran.g_01446
OG0000624	Prat.g_00807	Pran.g_01445
OG0000625	Prat.g_00808	Pran.g_01444
OG0000626	Prat.g_00809	Pran.g_01443
OG0000627	Prat.g_00811	Pran.g_01442
OG0000628	Prat.g_00812	Pran.g_01441
OG0000629	Prat.g_00813	Pran.g_01440
OG0000630	Prat.g_00814	Pran.g_01439
OG0000631	Prat.g_00816	Pran.g_01437
OG0000632	Prat.g_00622	Pran.g_01420
OG0000633	Prat.g_01486	Pran.g_01415
OG0000634	Prat.g_01472	Pran.g_01400
OG0000635	Prat.g_00888	Pran.g_01378
OG0000636	Prat.g_00887	Pran.g_01377
OG0000637	Prat.g_00886	Pran.g_01376
OG0000638	Prat.g_00345	Pran.g_01365
OG0000639	Prat.g_00859	Pran.g_01356
OG0000640	Prat.g_00863	Pran.g_01354
OG0000641	Prat.g_00865	Pran.g_01352
OG0000642	Prat.g_00866	Pran.g_01351
OG0000643	Prat.g_00867	Pran.g_01350
OG0000644	Prat.g_01043	Pran.g_01349
OG0000645	Prat.g_01042	Pran.g_01348
OG0000646	Prat.g_01041	Pran.g_01347
OG0000647	Prat.g_01040	Pran.g_01346
OG0000648	Prat.g_01038	Pran.g_01344
OG0000649	Prat.g_01037	Pran.g_01343
OG0000650	Prat.g_01036	Pran.g_01342
OG0000651	Prat.g_01035	Pran.g_01341
OG0000652	Prat.g_01034	Pran.g_01340
OG0000653	Prat.g_01033	Pran.g_01339
OG0000654	Prat.g_01031	Pran.g_01337
OG0000655	Prat.g_01029	Pran.g_01335
OG0000656	Prat.g_01028	Pran.g_01334
OG0000657	Prat.g_01027	Pran.g_01333
OG0000658	Prat.g_01026	Pran.g_01332
OG0000659	Prat.g_01025	Pran.g_01331
OG0000660	Prat.g_01024	Pran.g_01330
OG0000661	Prat.g_01023	Pran.g_01329
OG0000662	Prat.g_01021	Pran.g_01328
OG0000663	Prat.g_01020	Pran.g_01327
OG0000664	Prat.g_01019	Pran.g_01326
OG0000665	Prat.g_01018	Pran.g_01325
OG0000666	Prat.g_01017	Pran.g_01324
OG0000667	Prat.g_01016	Pran.g_01323
OG0000668	Prat.g_01015	Pran.g_01322
OG0000669	Prat.g_01013	Pran.g_01320
OG0000670	Prat.g_01012	Pran.g_01319
OG0000671	Prat.g_01011	Pran.g_01318
OG0000672	Prat.g_01010	Pran.g_01317
OG0000673	Prat.g_01009	Pran.g_01316
OG0000674	Prat.g_01008	Pran.g_01315
OG0000675	Prat.g_01007	Pran.g_01313
OG0000676	Prat.g_01006	Pran.g_01312
OG0000677	Prat.g_01004	Pran.g_01310
OG0000678	Prat.g_01002	Pran.g_01308
OG0000679	Prat.g_01001	Pran.g_01307
OG0000680	Prat.g_01000	Pran.g_01306
OG0000681	Prat.g_00999	Pran.g_01305
OG0000682	Prat.g_00998	Pran.g_01304
OG0000683	Prat.g_00996	Pran.g_01302
OG0000684	Prat.g_00995	Pran.g_01301
OG0000685	Prat.g_00994	Pran.g_01300
OG0000686	Prat.g_00993	Pran.g_01299
OG0000687	Prat.g_00992	Pran.g_01298
OG0000688	Prat.g_00991	Pran.g_01297
OG0000689	Prat.g_00990	Pran.g_01296
OG0000690	Prat.g_00989	Pran.g_01295
OG0000691	Prat.g_00988	Pran.g_01294
OG0000692	Prat.g_00984	Pran.g_01292
OG0000693	Prat.g_00983	Pran.g_01291
OG0000694	Prat.g_00982	Pran.g_01290
OG0000695	Prat.g_00981	Pran.g_01289
OG0000696	Prat.g_00980	Pran.g_01287
OG0000697	Prat.g_00978	Pran.g_01285
OG0000698	Prat.g_00974	Pran.g_01283
OG0000699	Prat.g_00973	Pran.g_01282
OG0000700	Prat.g_00694	Pran.g_00413
OG0000701	Prat.g_00699	Pran.g_00418
OG0000702	Prat.g_00705	Pran.g_00421
OG0000703	Prat.g_00707	Pran.g_00422
OG0000704	Prat.g_00708	Pran.g_00423
OG0000705	Prat.g_00709	Pran.g_00424
OG0000706	Prat.g_00710	Pran.g_00425
OG0000707	Prat.g_00712	Pran.g_00426
OG0000708	Prat.g_00713	Pran.g_00427
OG0000709	Prat.g_00716	Pran.g_00429
OG0000710	Prat.g_00717	Pran.g_00430
OG0000711	Prat.g_00718	Pran.g_00431
OG0000712	Prat.g_00719	Pran.g_00432
OG0000713	Prat.g_00720	Pran.g_00433
OG0000714	Prat.g_00722	Pran.g_00435
OG0000715	Prat.g_00723	Pran.g_00436
OG0000716	Prat.g_00725	Pran.g_00438
OG0000717	Prat.g_00726	Pran.g_00439
OG0000718	Prat.g_00728	Pran.g_00440
OG0000719	Prat.g_00730	Pran.g_00442
OG0000720	Prat.g_00731	Pran.g_00443
OG0000721	Prat.g_00734	Pran.g_00445
OG0000722	Prat.g_00735	Pran.g_00446
OG0000723	Prat.g_00736	Pran.g_00447
OG0000724	Prat.g_00738	Pran.g_00449
OG0000725	Prat.g_00739	Pran.g_00450
OG0000726	Prat.g_00740	Pran.g_00451
OG0000727	Prat.g_00741	Pran.g_00452
OG0000728	Prat.g_00742	Pran.g_00453
OG0000729	Prat.g_00743	Pran.g_00454
OG0000730	Prat.g_01053	Pran.g_00455
OG0000731	Prat.g_01051	Pran.g_00456
OG0000732	Prat.g_01050	Pran.g_00457
OG0000733	Prat.g_01049	Pran.g_00458
OG0000734	Prat.g_01048	Pran.g_00459
OG0000735	Prat.g_01046	Pran.g_00461
OG0000736	Prat.g_01045	Pran.g_00462
OG0000737	Prat.g_01044	Pran.g_00463
OG0000738	Prat.g_00868	Pran.g_00464
OG0000739	Prat.g_00869	Pran.g_00465
OG0000740	Prat.g_00870	Pran.g_00466
OG0000741	Prat.g_00871	Pran.g_00467
OG0000742	Prat.g_00873	Pran.g_00469
OG0000743	Prat.g_00874	Pran.g_00470
OG0000744	Prat.g_00876	Pran.g_00471
OG0000745	Prat.g_00877	Pran.g_00472
OG0000746	Prat.g_00878	Pran.g_00473
OG0000747	Prat.g_00879	Pran.g_00474
OG0000748	Prat.g_00880	Pran.g_00475
OG0000749	Prat.g_00881	Pran.g_00476
OG0000750	Prat.g_00883	Pran.g_00477
OG0000751	Prat.g_00884	Pran.g_00478
OG0000752	Prat.g_00944	Pran.g_00479
OG0000753	Prat.g_00889	Pran.g_00481
OG0000754	Prat.g_00890	Pran.g_00482
OG0000755	Prat.g_00891	Pran.g_00483
OG0000756	Prat.g_00893	Pran.g_00484
OG0000757	Prat.g_00894	Pran.g_00485
OG0000758	Prat.g_00895	Pran.g_00486
OG0000759	Prat.g_00897	Pran.g_00488
OG0000760	Prat.g_00898	Pran.g_00489
OG0000761	Prat.g_00899	Pran.g_00490
OG0000762	Prat.g_00901	Pran.g_00492
OG0000763	Prat.g_00902	Pran.g_00493
OG0000764	Prat.g_00903	Pran.g_00494
OG0000765	Prat.g_00904	Pran.g_00495
OG0000766	Prat.g_00905	Pran.g_00496
OG0000767	Prat.g_00907	Pran.g_00498
OG0000768	Prat.g_00908	Pran.g_00499
OG0000769	Prat.g_00909	Pran.g_00500
OG0000770	Prat.g_00910	Pran.g_00501
OG0000771	Prat.g_00911	Pran.g_00502
OG0000772	Prat.g_00912	Pran.g_00503
OG0000773	Prat.g_00913	Pran.g_00504
OG0000774	Prat.g_00914	Pran.g_00505
OG0000775	Prat.g_00915	Pran.g_00506
OG0000776	Prat.g_00916	Pran.g_00508
OG0000777	Prat.g_00917	Pran.g_00510
OG0000778	Prat.g_00918	Pran.g_00511
OG0000779	Prat.g_00919	Pran.g_00512
OG0000780	Prat.g_00921	Pran.g_00514
OG0000781	Prat.g_00923	Pran.g_00516
OG0000782	Prat.g_00924	Pran.g_00517
OG0000783	Prat.g_00929	Pran.g_00537
OG0000784	Prat.g_00931	Pran.g_00539
OG0000785	Prat.g_00932	Pran.g_00540
OG0000786	Prat.g_00933	Pran.g_00541
OG0000787	Prat.g_00934	Pran.g_00542
OG0000788	Prat.g_00939	Pran.g_00546
OG0000789	Prat.g_00942	Pran.g_00548
OG0000790	Prat.g_00943	Pran.g_00549
OG0000791	Prat.g_00946	Pran.g_00550
OG0000792	Prat.g_00947	Pran.g_00551
OG0000793	Prat.g_00948	Pran.g_00552
OG0000794	Prat.g_00951	Pran.g_00554
OG0000795	Prat.g_00955	Pran.g_00557
OG0000796	Prat.g_00956	Pran.g_00558
OG0000797	Prat.g_00957	Pran.g_00560
OG0000798	Prat.g_00958	Pran.g_00561
OG0000799	Prat.g_00959	Pran.g_00562
OG0000800	Prat.g_00960	Pran.g_00563
OG0000801	Prat.g_00963	Pran.g_00566
OG0000802	Prat.g_00964	Pran.g_00567
OG0000803	Prat.g_00966	Pran.g_00569
OG0000804	Prat.g_00967	Pran.g_00570
OG0000805	Prat.g_00968	Pran.g_00571
OG0000806	Prat.g_00970	Pran.g_00573
OG0000807	Prat.g_01204	Pran.g_00154
OG0000808	Prat.g_01479	Pran.g_00144
OG0000809	Prat.g_01197	Pran.g_00141
OG0000810	Prat.g_01480	Pran.g_00140
OG0000811	Prat.g_01214	Pran.g_00133
OG0000812	Prat.g_01199	Pran.g_00129
OG0000813	Prat.g_00354	Pran.g_00125
OG0000814	Prat.g_01373	Pran.g_00123
OG0000815	Prat.g_01211	Pran.g_00110
OG0000816	Prat.g_01560	Pran.g_00092
OG0000817	Prat.g_01559	Pran.g_00091
OG0000818	Prat.g_01175	Pran.g_00085
OG0000819	Prat.g_01177	Pran.g_00078
OG0000820	Prat.g_01171	Pran.g_00075
OG0000821	Prat.g_01169	Pran.g_00073
OG0000822	Prat.g_01168	Pran.g_00072
OG0000823	Prat.g_01167	Pran.g_00071
OG0000824	Prat.g_01166	Pran.g_00070
OG0000825	Prat.g_01165	Pran.g_00069
OG0000826	Prat.g_01164	Pran.g_00068
OG0000827	Prat.g_01163	Pran.g_00067
OG0000828	Prat.g_01162	Pran.g_00066
OG0000829	Prat.g_01161	Pran.g_00065
OG0000830	Prat.g_01159	Pran.g_00064
OG0000831	Prat.g_01157	Pran.g_00061
OG0000832	Prat.g_01155	Pran.g_00059
OG0000833	Prat.g_01154	Pran.g_00058
OG0000834	Prat.g_01153	Pran.g_00057
OG0000835	Prat.g_01152	Pran.g_00056
OG0000836	Prat.g_01151	Pran.g_00055
OG0000837	Prat.g_01148	Pran.g_00053
OG0000838	Prat.g_01147	Pran.g_00052
OG0000839	Prat.g_01146	Pran.g_00051
OG0000840	Prat.g_01145	Pran.g_00050
OG0000841	Prat.g_01144	Pran.g_00049
OG0000842	Prat.g_01142	Pran.g_00048
OG0000843	Prat.g_01141	Pran.g_00047
OG0000844	Prat.g_01140	Pran.g_00046
OG0000845	Prat.g_01139	Pran.g_00045
OG0000846	Prat.g_01136	Pran.g_00042
OG0000847	Prat.g_01135	Pran.g_00040
OG0000848	Prat.g_01134	Pran.g_00039
OG0000849	Prat.g_01131	Pran.g_00038
OG0000850	Prat.g_01130	Pran.g_00037
OG0000851	Prat.g_01128	Pran.g_00036
OG0000852	Prat.g_01126	Pran.g_00034
OG0000853	Prat.g_01124	Pran.g_00033
OG0000854	Prat.g_01123	Pran.g_00031
OG0000855	Prat.g_01122	Pran.g_00030
OG0000856	Prat.g_01121	Pran.g_00029
OG0000857	Prat.g_01120	Pran.g_00028
OG0000858	Prat.g_01119	Pran.g_00027
OG0000859	Prat.g_01118	Pran.g_00026
OG0000860	Prat.g_01117	Pran.g_00025
OG0000861	Prat.g_01116	Pran.g_00024
OG0000862	Prat.g_01115	Pran.g_00023
OG0000863	Prat.g_01114	Pran.g_00022
OG0000864	Prat.g_01113	Pran.g_00021
OG0000865	Prat.g_01112	Pran.g_00020
OG0000866	Prat.g_01111	Pran.g_00019
OG0000867	Prat.g_01110	Pran.g_00018
OG0000868	Prat.g_01108	Pran.g_00017
OG0000869	Prat.g_01106	Pran.g_00015
OG0000870	Prat.g_01105	Pran.g_00014
OG0000871	Prat.g_01104	Pran.g_00012
OG0000872	Prat.g_01103	Pran.g_00011
OG0000873	Prat.g_01101	Pran.g_00009
OG0000874	Prat.g_01100	Pran.g_00008
OG0000875	Prat.g_01099	Pran.g_00007
OG0000876	Prat.g_01098	Pran.g_00006
OG0000877	Prat.g_00594	Pran.g_00004
OG0000878	Prat.g_00626	Pran.g_00899
OG0000879	Prat.g_01238	Pran.g_00887
OG0000880	Prat.g_01239	Pran.g_00886
OG0000881	Prat.g_01240	Pran.g_00885
OG0000882	Prat.g_01241	Pran.g_00884
OG0000883	Prat.g_01242	Pran.g_00883
OG0000884	Prat.g_01244	Pran.g_00881
OG0000885	Prat.g_01245	Pran.g_00880
OG0000886	Prat.g_01246	Pran.g_00879
OG0000887	Prat.g_01247	Pran.g_00878
OG0000888	Prat.g_01248	Pran.g_00877
OG0000889	Prat.g_01251	Pran.g_00874
OG0000890	Prat.g_01252	Pran.g_00873
OG0000891	Prat.g_01253	Pran.g_00872
OG0000892	Prat.g_01255	Pran.g_00870
OG0000893	Prat.g_01256	Pran.g_00869
OG0000894	Prat.g_01257	Pran.g_00868
OG0000895	Prat.g_01258	Pran.g_00867
OG0000896	Prat.g_01259	Pran.g_00866
OG0000897	Prat.g_01260	Pran.g_00865
OG0000898	Prat.g_01263	Pran.g_00863
OG0000899	Prat.g_01264	Pran.g_00862
OG0000900	Prat.g_01282	Pran.g_00855
OG0000901	Prat.g_01287	Pran.g_00854
OG0000902	Prat.g_01471	Pran.g_00853
OG0000903	Prat.g_01178	Pran.g_00852
OG0000904	Prat.g_01455	Pran.g_00850
OG0000905	Prat.g_01200	Pran.g_00848
OG0000906	Prat.g_01181	Pran.g_00847
OG0000907	Prat.g_00976	Pran.g_00846
OG0000908	Prat.g_01228	Pran.g_00843
OG0000909	Prat.g_01293	Pran.g_00839
OG0000910	Prat.g_01294	Pran.g_00838
OG0000911	Prat.g_01295	Pran.g_00837
OG0000912	Prat.g_01296	Pran.g_00836
OG0000913	Prat.g_01297	Pran.g_00835
OG0000914	Prat.g_01298	Pran.g_00834
OG0000915	Prat.g_01299	Pran.g_00833
OG0000916	Prat.g_01300	Pran.g_00832
OG0000917	Prat.g_01301	Pran.g_00831
OG0000918	Prat.g_01302	Pran.g_00830
OG0000919	Prat.g_01303	Pran.g_00829
OG0000920	Prat.g_01304	Pran.g_00828
OG0000921	Prat.g_01305	Pran.g_00827
OG0000922	Prat.g_01306	Pran.g_00826
OG0000923	Prat.g_01307	Pran.g_00825
OG0000924	Prat.g_01308	Pran.g_00824
OG0000925	Prat.g_01309	Pran.g_00823
OG0000926	Prat.g_01769	Pran.g_00822
OG0000927	Prat.g_01333	Pran.g_00751
OG0000928	Prat.g_01334	Pran.g_00750
OG0000929	Prat.g_01335	Pran.g_00749
OG0000930	Prat.g_01336	Pran.g_00748
OG0000931	Prat.g_01337	Pran.g_00747
OG0000932	Prat.g_01339	Pran.g_00745
OG0000933	Prat.g_01340	Pran.g_00744
OG0000934	Prat.g_01341	Pran.g_00743
OG0000935	Prat.g_01342	Pran.g_00742
OG0000936	Prat.g_01343	Pran.g_00741
OG0000937	Prat.g_01344	Pran.g_00740
OG0000938	Prat.g_01345	Pran.g_00739
OG0000939	Prat.g_01346	Pran.g_00738
OG0000940	Prat.g_01348	Pran.g_00737
OG0000941	Prat.g_01350	Pran.g_00735
OG0000942	Prat.g_01351	Pran.g_00734
OG0000943	Prat.g_01355	Pran.g_00731
OG0000944	Prat.g_01356	Pran.g_00730
OG0000945	Prat.g_01357	Pran.g_00729
OG0000946	Prat.g_01358	Pran.g_00728
OG0000947	Prat.g_01359	Pran.g_00727
OG0000948	Prat.g_01360	Pran.g_00726
OG0000949	Prat.g_01361	Pran.g_00725
OG0000950	Prat.g_01362	Pran.g_00724
OG0000951	Prat.g_01363	Pran.g_00723
OG0000952	Prat.g_01364	Pran.g_00722
OG0000953	Prat.g_01365	Pran.g_00721
OG0000954	Prat.g_01366	Pran.g_00720
OG0000955	Prat.g_01367	Pran.g_00719
OG0000956	Prat.g_01368	Pran.g_00718
OG0000957	Prat.g_01369	Pran.g_00717
OG0000958	Prat.g_01370	Pran.g_00716
OG0000959	Prat.g_01371	Pran.g_00715
OG0000960	Prat.g_01372	Pran.g_00714
OG0000961	Prat.g_01378	Pran.g_00710
OG0000962	Prat.g_01379	Pran.g_00709
OG0000963	Prat.g_01380	Pran.g_00708
OG0000964	Prat.g_01382	Pran.g_00706
OG0000965	Prat.g_01383	Pran.g_00705
OG0000966	Prat.g_01384	Pran.g_00704
OG0000967	Prat.g_01385	Pran.g_00703
OG0000968	Prat.g_01386	Pran.g_00702
OG0000969	Prat.g_01387	Pran.g_00701
OG0000970	Prat.g_01388	Pran.g_00700
OG0000971	Prat.g_01389	Pran.g_00699
OG0000972	Prat.g_01390	Pran.g_00698
OG0000973	Prat.g_01391	Pran.g_00697
OG0000974	Prat.g_01393	Pran.g_00695
OG0000975	Prat.g_01399	Pran.g_00692
OG0000976	Prat.g_01403	Pran.g_00690
OG0000977	Prat.g_01405	Pran.g_00689
OG0000978	Prat.g_01407	Pran.g_00688
OG0000979	Prat.g_01409	Pran.g_00686
OG0000980	Prat.g_01410	Pran.g_00685
OG0000981	Prat.g_01411	Pran.g_00684
OG0000982	Prat.g_01412	Pran.g_00683
OG0000983	Prat.g_01414	Pran.g_00681
OG0000984	Prat.g_01415	Pran.g_00680
OG0000985	Prat.g_01416	Pran.g_00679
OG0000986	Prat.g_01417	Pran.g_00678
OG0000987	Prat.g_01418	Pran.g_00677
OG0000988	Prat.g_01420	Pran.g_00676
OG0000989	Prat.g_01421	Pran.g_00675
OG0000990	Prat.g_01422	Pran.g_00674
OG0000991	Prat.g_01423	Pran.g_00673
OG0000992	Prat.g_01424	Pran.g_00672
OG0000993	Prat.g_01425	Pran.g_00671
OG0000994	Prat.g_01426	Pran.g_00670
OG0000995	Prat.g_01427	Pran.g_00669
OG0000996	Prat.g_01428	Pran.g_00668
OG0000997	Prat.g_01429	Pran.g_00667
OG0000998	Prat.g_01430	Pran.g_00666
OG0000999	Prat.g_01431	Pran.g_00665
OG0001000	Prat.g_01432	Pran.g_00664
OG0001001	Prat.g_01434	Pran.g_00662
OG0001002	Prat.g_01435	Pran.g_00661
OG0001003	Prat.g_01436	Pran.g_00660
OG0001004	Prat.g_01437	Pran.g_00659
OG0001005	Prat.g_01439	Pran.g_00658
OG0001006	Prat.g_01440	Pran.g_00657
OG0001007	Prat.g_01441	Pran.g_00656
OG0001008	Prat.g_01443	Pran.g_00654
OG0001009	Prat.g_01444	Pran.g_00653
OG0001010	Prat.g_01502	Pran.g_00646
OG0001011	Prat.g_01457	Pran.g_00636
OG0001012	Prat.g_01022	Pran.g_00598
OG0001013	Prat.g_01585	Pran.g_00964
OG0001014	Prat.g_01586	Pran.g_00965
OG0001015	Prat.g_01593	Pran.g_00971
OG0001016	Prat.g_01594	Pran.g_00972
OG0001017	Prat.g_01595	Pran.g_00973
OG0001018	Prat.g_01596	Pran.g_00974
OG0001019	Prat.g_01598	Pran.g_00976
OG0001020	Prat.g_01599	Pran.g_00977
OG0001021	Prat.g_01600	Pran.g_00978
OG0001022	Prat.g_01601	Pran.g_00979
OG0001023	Prat.g_01602	Pran.g_00980
OG0001024	Prat.g_01603	Pran.g_00981
OG0001025	Prat.g_01604	Pran.g_00982
OG0001026	Prat.g_01605	Pran.g_00984
OG0001027	Prat.g_01606	Pran.g_00985
OG0001028	Prat.g_01607	Pran.g_00986
OG0001029	Prat.g_01608	Pran.g_00987
OG0001030	Prat.g_01609	Pran.g_00988
OG0001031	Prat.g_01610	Pran.g_00989
OG0001032	Prat.g_01611	Pran.g_00990
OG0001033	Prat.g_01612	Pran.g_00991
OG0001034	Prat.g_01613	Pran.g_00992
OG0001035	Prat.g_01615	Pran.g_00994
OG0001036	Prat.g_01616	Pran.g_00995
OG0001037	Prat.g_01617	Pran.g_00996
OG0001038	Prat.g_01618	Pran.g_00997
OG0001039	Prat.g_01619	Pran.g_00998
OG0001040	Prat.g_01621	Pran.g_00999
OG0001041	Prat.g_01622	Pran.g_01000
OG0001042	Prat.g_01623	Pran.g_01001
OG0001043	Prat.g_01624	Pran.g_01002
OG0001044	Prat.g_01625	Pran.g_01003
OG0001045	Prat.g_01626	Pran.g_01004
OG0001046	Prat.g_01627	Pran.g_01005
OG0001047	Prat.g_01630	Pran.g_01008
OG0001048	Prat.g_01632	Pran.g_01010
OG0001049	Prat.g_01633	Pran.g_01011
OG0001050	Prat.g_01634	Pran.g_01012
OG0001051	Prat.g_01635	Pran.g_01013
OG0001052	Prat.g_01636	Pran.g_01014
OG0001053	Prat.g_01639	Pran.g_01015
OG0001054	Prat.g_01641	Pran.g_01017
OG0001055	Prat.g_01642	Pran.g_01018
OG0001056	Prat.g_01643	Pran.g_01019
OG0001057	Prat.g_01644	Pran.g_01020
OG0001058	Prat.g_01645	Pran.g_01021
OG0001059	Prat.g_01646	Pran.g_01022
OG0001060	Prat.g_01647	Pran.g_01023
OG0001061	Prat.g_01648	Pran.g_01024
OG0001062	Prat.g_01649	Pran.g_01025
OG0001063	Prat.g_01650	Pran.g_01026
OG0001064	Prat.g_01652	Pran.g_01028
OG0001065	Prat.g_01655	Pran.g_01032
OG0001066	Prat.g_01657	Pran.g_01033
OG0001067	Prat.g_01658	Pran.g_01034
OG0001068	Prat.g_01661	Pran.g_01036
OG0001069	Prat.g_01662	Pran.g_01037
OG0001070	Prat.g_01663	Pran.g_01038
OG0001071	Prat.g_01664	Pran.g_01039
OG0001072	Prat.g_01665	Pran.g_01040
OG0001073	Prat.g_01666	Pran.g_01041
OG0001074	Prat.g_01667	Pran.g_01042
OG0001075	Prat.g_01668	Pran.g_01044
OG0001076	Prat.g_01669	Pran.g_01045
OG0001077	Prat.g_01670	Pran.g_01046
OG0001078	Prat.g_01671	Pran.g_01047
OG0001079	Prat.g_01672	Pran.g_01048
OG0001080	Prat.g_01673	Pran.g_01049
OG0001081	Prat.g_01677	Pran.g_01052
OG0001082	Prat.g_01678	Pran.g_01053
OG0001083	Prat.g_01682	Pran.g_01054
OG0001084	Prat.g_01680	Pran.g_01055
OG0001085	Prat.g_01679	Pran.g_01056
OG0001086	Prat.g_01676	Pran.g_01057
OG0001087	Prat.g_01675	Pran.g_01058
OG0001088	Prat.g_01674	Pran.g_01059
OG0001089	Prat.g_01684	Pran.g_01062
OG0001090	Prat.g_01686	Pran.g_01064
OG0001091	Prat.g_01687	Pran.g_01065
OG0001092	Prat.g_01688	Pran.g_01066
OG0001093	Prat.g_01689	Pran.g_01067
OG0001094	Prat.g_01690	Pran.g_01069
OG0001095	Prat.g_01691	Pran.g_01070
OG0001096	Prat.g_01692	Pran.g_01071
OG0001097	Prat.g_01693	Pran.g_01072
OG0001098	Prat.g_01694	Pran.g_01073
OG0001099	Prat.g_01695	Pran.g_01074
OG0001100	Prat.g_01696	Pran.g_01075
OG0001101	Prat.g_01697	Pran.g_01076
OG0001102	Prat.g_01698	Pran.g_01077
OG0001103	Prat.g_01699	Pran.g_01078
OG0001104	Prat.g_01700	Pran.g_01079
OG0001105	Prat.g_01701	Pran.g_01080
OG0001106	Prat.g_01702	Pran.g_01081
OG0001107	Prat.g_01703	Pran.g_01082
OG0001108	Prat.g_01704	Pran.g_01083
OG0001109	Prat.g_01705	Pran.g_01084
OG0001110	Prat.g_01706	Pran.g_01085
OG0001111	Prat.g_01707	Pran.g_01086
OG0001112	Prat.g_01708	Pran.g_01087
OG0001113	Prat.g_01709	Pran.g_01088
OG0001114	Prat.g_01710	Pran.g_01089
OG0001115	Prat.g_01711	Pran.g_01090
OG0001116	Prat.g_01712	Pran.g_01091
OG0001117	Prat.g_01713	Pran.g_01092
OG0001118	Prat.g_01714	Pran.g_01093
OG0001119	Prat.g_01715	Pran.g_01094
OG0001120	Prat.g_01327	Pran.g_01095
OG0001121	Prat.g_01717	Pran.g_01097
OG0001122	Prat.g_01718	Pran.g_01098
OG0001123	Prat.g_01719	Pran.g_01099
OG0001124	Prat.g_01721	Pran.g_01101
OG0001125	Prat.g_01723	Pran.g_01103
OG0001126	Prat.g_01724	Pran.g_01104
OG0001127	Prat.g_01727	Pran.g_01106
OG0001128	Prat.g_01728	Pran.g_01107
OG0001129	Prat.g_01729	Pran.g_01108
OG0001130	Prat.g_01732	Pran.g_01111
OG0001131	Prat.g_01733	Pran.g_01112
OG0001132	Prat.g_01734	Pran.g_01113
OG0001133	Prat.g_01735	Pran.g_01114
OG0001134	Prat.g_01736	Pran.g_01115
OG0001135	Prat.g_01737	Pran.g_01116
OG0001136	Prat.g_01738	Pran.g_01117
OG0001137	Prat.g_01739	Pran.g_01118
OG0001138	Prat.g_01740	Pran.g_01119
OG0001139	Prat.g_01742	Pran.g_01120
OG0001140	Prat.g_01744	Pran.g_01121
OG0001141	Prat.g_01745	Pran.g_01122
OG0001142	Prat.g_01748	Pran.g_01125
OG0001143	Prat.g_01749	Pran.g_01126
OG0001144	Prat.g_01750	Pran.g_01127
OG0001145	Prat.g_01751	Pran.g_01128
OG0001146	Prat.g_01752	Pran.g_01129
OG0001147	Prat.g_01753	Pran.g_01130
OG0001148	Prat.g_01754	Pran.g_01131
OG0001149	Prat.g_01756	Pran.g_01133
OG0001150	Prat.g_01757	Pran.g_01134
OG0001151	Prat.g_01760	Pran.g_01136
OG0001152	Prat.g_01761	Pran.g_01137
OG0001153	Prat.g_01762	Pran.g_01138
OG0001154	Prat.g_01764	Pran.g_01139
OG0001155	Prat.g_01766	Pran.g_01141
OG0001156	Prat.g_01768	Pran.g_01143
OG0001157	Prat.g_01770	Pran.g_01144
OG0001158	Prat.g_01772	Pran.g_01146
OG0001159	Prat.g_01773	Pran.g_01147
OG0001160	Prat.g_01775	Pran.g_01148
OG0001161	Prat.g_01776	Pran.g_01149
OG0001162	Prat.g_01777	Pran.g_01150
OG0001163	Prat.g_01778	Pran.g_01151
OG0001164	Prat.g_01779	Pran.g_01152
OG0001165	Prat.g_01780	Pran.g_01153
OG0001166	Prat.g_01781	Pran.g_01154
OG0001167	Prat.g_01783	Pran.g_01155
OG0001168	Prat.g_01784	Pran.g_01156
OG0001169	Prat.g_01785	Pran.g_01157
