Orthogroup	Prat	Prai
OG0000586	Prat.g_01056	Prai.g_00696
OG0000587	Prat.g_01055	Prai.g_00697
OG0000588	Prat.g_00744	Prai.g_00699
OG0000589	Prat.g_00745	Prai.g_00700
OG0000590	Prat.g_00747	Prai.g_00702
OG0000591	Prat.g_00752	Prai.g_00708
OG0000592	Prat.g_00753	Prai.g_00709
OG0000593	Prat.g_00754	Prai.g_00710
OG0000594	Prat.g_00757	Prai.g_00712
OG0000595	Prat.g_00758	Prai.g_00713
OG0000596	Prat.g_00759	Prai.g_00714
OG0000597	Prat.g_00761	Prai.g_00716
OG0000598	Prat.g_00762	Prai.g_00717
OG0000599	Prat.g_00763	Prai.g_00718
OG0000600	Prat.g_00764	Prai.g_00719
OG0000601	Prat.g_00767	Prai.g_00721
OG0000602	Prat.g_00768	Prai.g_00722
OG0000603	Prat.g_00769	Prai.g_00723
OG0000604	Prat.g_00772	Prai.g_00724
OG0000605	Prat.g_00773	Prai.g_00725
OG0000606	Prat.g_00774	Prai.g_00726
OG0000607	Prat.g_00776	Prai.g_00728
OG0000608	Prat.g_00777	Prai.g_00729
OG0000609	Prat.g_01882	Prai.g_00732
OG0000610	Prat.g_00826	Prai.g_00733
OG0000611	Prat.g_00789	Prai.g_00749
OG0000612	Prat.g_00790	Prai.g_00750
OG0000613	Prat.g_00791	Prai.g_00751
OG0000614	Prat.g_00792	Prai.g_00752
OG0000615	Prat.g_00797	Prai.g_00754
OG0000616	Prat.g_00798	Prai.g_00755
OG0000617	Prat.g_00799	Prai.g_00756
OG0000618	Prat.g_00800	Prai.g_00757
OG0000619	Prat.g_00801	Prai.g_00758
OG0000620	Prat.g_00802	Prai.g_00759
OG0000621	Prat.g_00803	Prai.g_00760
OG0000622	Prat.g_00804	Prai.g_00761
OG0000623	Prat.g_00805	Prai.g_00762
OG0000624	Prat.g_00807	Prai.g_00763
OG0000625	Prat.g_00808	Prai.g_00764
OG0000626	Prat.g_00809	Prai.g_00765
OG0000627	Prat.g_00811	Prai.g_00766
OG0000628	Prat.g_00812	Prai.g_00767
OG0000629	Prat.g_00813	Prai.g_00768
OG0000630	Prat.g_00814	Prai.g_00769
OG0000631	Prat.g_00816	Prai.g_00771
OG0000632	Prat.g_00622	Prai.g_00899
OG0000633	Prat.g_01486	Prai.g_00894
OG0000634	Prat.g_01472	Prai.g_00883
OG0000635	Prat.g_00888	Prai.g_00882
OG0000636	Prat.g_00887	Prai.g_00881
OG0000637	Prat.g_00886	Prai.g_00880
OG0000638	Prat.g_00345	Prai.g_00869
OG0000639	Prat.g_00859	Prai.g_00860
OG0000640	Prat.g_00863	Prai.g_00858
OG0000641	Prat.g_00865	Prai.g_00857
OG0000642	Prat.g_00866	Prai.g_00856
OG0000643	Prat.g_00867	Prai.g_00855
OG0000644	Prat.g_01043	Prai.g_00854
OG0000645	Prat.g_01042	Prai.g_00853
OG0000646	Prat.g_01041	Prai.g_00852
OG0000647	Prat.g_01040	Prai.g_00851
OG0000648	Prat.g_01038	Prai.g_00849
OG0000649	Prat.g_01037	Prai.g_00848
OG0000650	Prat.g_01036	Prai.g_00847
OG0000651	Prat.g_01035	Prai.g_00846
OG0000652	Prat.g_01034	Prai.g_00845
OG0000653	Prat.g_01033	Prai.g_00844
OG0000654	Prat.g_01031	Prai.g_00842
OG0000655	Prat.g_01029	Prai.g_00839
OG0000656	Prat.g_01028	Prai.g_00838
OG0000657	Prat.g_01027	Prai.g_00837
OG0000658	Prat.g_01026	Prai.g_00836
OG0000659	Prat.g_01025	Prai.g_00835
OG0000660	Prat.g_01024	Prai.g_00834
OG0000661	Prat.g_01023	Prai.g_00833
OG0000662	Prat.g_01021	Prai.g_00832
OG0000663	Prat.g_01020	Prai.g_00831
OG0000664	Prat.g_01019	Prai.g_00830
OG0000665	Prat.g_01018	Prai.g_00829
OG0000666	Prat.g_01017	Prai.g_00828
OG0000667	Prat.g_01016	Prai.g_00827
OG0000668	Prat.g_01015	Prai.g_00826
OG0000669	Prat.g_01013	Prai.g_00824
OG0000670	Prat.g_01012	Prai.g_00823
OG0000671	Prat.g_01011	Prai.g_00822
OG0000672	Prat.g_01010	Prai.g_00821
OG0000673	Prat.g_01009	Prai.g_00820
OG0000674	Prat.g_01008	Prai.g_00819
OG0000675	Prat.g_01007	Prai.g_00817
OG0000676	Prat.g_01006	Prai.g_00816
OG0000677	Prat.g_01004	Prai.g_00813
OG0000678	Prat.g_01002	Prai.g_00811
OG0000679	Prat.g_01001	Prai.g_00810
OG0000680	Prat.g_01000	Prai.g_00809
OG0000681	Prat.g_00999	Prai.g_00808
OG0000682	Prat.g_00998	Prai.g_00807
OG0000683	Prat.g_00996	Prai.g_00805
OG0000684	Prat.g_00995	Prai.g_00804
OG0000685	Prat.g_00994	Prai.g_00803
OG0000686	Prat.g_00993	Prai.g_00802
OG0000687	Prat.g_00992	Prai.g_00801
OG0000688	Prat.g_00991	Prai.g_00800
OG0000689	Prat.g_00990	Prai.g_00799
OG0000690	Prat.g_00989	Prai.g_00798
OG0000691	Prat.g_00988	Prai.g_00797
OG0000692	Prat.g_00984	Prai.g_00795
OG0000693	Prat.g_00983	Prai.g_00794
OG0000694	Prat.g_00982	Prai.g_00793
OG0000695	Prat.g_00981	Prai.g_00792
OG0000696	Prat.g_00980	Prai.g_00791
OG0000697	Prat.g_00978	Prai.g_00789
OG0000698	Prat.g_00974	Prai.g_00787
OG0000699	Prat.g_00973	Prai.g_00786
OG0000700	Prat.g_00694	Prai.g_01060
OG0000701	Prat.g_00699	Prai.g_01057
OG0000702	Prat.g_00705	Prai.g_01054
OG0000703	Prat.g_00707	Prai.g_01053
OG0000704	Prat.g_00708	Prai.g_01052
OG0000705	Prat.g_00709	Prai.g_01051
OG0000706	Prat.g_00710	Prai.g_01050
OG0000707	Prat.g_00712	Prai.g_01049
OG0000708	Prat.g_00713	Prai.g_01048
OG0000709	Prat.g_00716	Prai.g_01046
OG0000710	Prat.g_00717	Prai.g_01045
OG0000711	Prat.g_00718	Prai.g_01044
OG0000712	Prat.g_00719	Prai.g_01043
OG0000713	Prat.g_00720	Prai.g_01042
OG0000714	Prat.g_00722	Prai.g_01040
OG0000715	Prat.g_00723	Prai.g_01039
OG0000716	Prat.g_00725	Prai.g_01037
OG0000717	Prat.g_00726	Prai.g_01036
OG0000718	Prat.g_00728	Prai.g_01035
OG0000719	Prat.g_00730	Prai.g_01033
OG0000720	Prat.g_00731	Prai.g_01032
OG0000721	Prat.g_00734	Prai.g_01030
OG0000722	Prat.g_00735	Prai.g_01029
OG0000723	Prat.g_00736	Prai.g_01028
OG0000724	Prat.g_00738	Prai.g_01027
OG0000725	Prat.g_00739	Prai.g_01026
OG0000726	Prat.g_00740	Prai.g_01025
OG0000727	Prat.g_00741	Prai.g_01024
OG0000728	Prat.g_00742	Prai.g_01023
OG0000729	Prat.g_00743	Prai.g_01022
OG0000730	Prat.g_01053	Prai.g_01021
OG0000731	Prat.g_01051	Prai.g_01020
OG0000732	Prat.g_01050	Prai.g_01019
OG0000733	Prat.g_01049	Prai.g_01018
OG0000734	Prat.g_01048	Prai.g_01017
OG0000735	Prat.g_01046	Prai.g_01015
OG0000736	Prat.g_01045	Prai.g_01014
OG0000737	Prat.g_01044	Prai.g_01013
OG0000738	Prat.g_00868	Prai.g_01012
OG0000739	Prat.g_00869	Prai.g_01011
OG0000740	Prat.g_00870	Prai.g_01010
OG0000741	Prat.g_00871	Prai.g_01009
OG0000742	Prat.g_00873	Prai.g_01007
OG0000743	Prat.g_00874	Prai.g_01006
OG0000744	Prat.g_00876	Prai.g_01005
OG0000745	Prat.g_00877	Prai.g_01004
OG0000746	Prat.g_00878	Prai.g_01003
OG0000747	Prat.g_00879	Prai.g_01002
OG0000748	Prat.g_00880	Prai.g_01001
OG0000749	Prat.g_00881	Prai.g_01000
OG0000750	Prat.g_00883	Prai.g_00999
OG0000751	Prat.g_00884	Prai.g_00998
OG0000752	Prat.g_00944	Prai.g_00997
OG0000753	Prat.g_00889	Prai.g_00995
OG0000754	Prat.g_00890	Prai.g_00994
OG0000755	Prat.g_00891	Prai.g_00993
OG0000756	Prat.g_00893	Prai.g_00992
OG0000757	Prat.g_00894	Prai.g_00991
OG0000758	Prat.g_00895	Prai.g_00990
OG0000759	Prat.g_00897	Prai.g_00988
OG0000760	Prat.g_00898	Prai.g_00987
OG0000761	Prat.g_00899	Prai.g_00986
OG0000762	Prat.g_00901	Prai.g_00984
OG0000763	Prat.g_00902	Prai.g_00983
OG0000764	Prat.g_00903	Prai.g_00982
OG0000765	Prat.g_00904	Prai.g_00981
OG0000766	Prat.g_00905	Prai.g_00980
OG0000767	Prat.g_00907	Prai.g_00978
OG0000768	Prat.g_00908	Prai.g_00977
OG0000769	Prat.g_00909	Prai.g_00976
OG0000770	Prat.g_00910	Prai.g_00975
OG0000771	Prat.g_00911	Prai.g_00974
OG0000772	Prat.g_00912	Prai.g_00973
OG0000773	Prat.g_00913	Prai.g_00972
OG0000774	Prat.g_00914	Prai.g_00971
OG0000775	Prat.g_00915	Prai.g_00970
OG0000776	Prat.g_00916	Prai.g_00968
OG0000777	Prat.g_00917	Prai.g_00966
OG0000778	Prat.g_00918	Prai.g_00965
OG0000779	Prat.g_00919	Prai.g_00964
OG0000780	Prat.g_00921	Prai.g_00962
OG0000781	Prat.g_00923	Prai.g_00960
OG0000782	Prat.g_00924	Prai.g_00959
OG0000783	Prat.g_00929	Prai.g_00948
OG0000784	Prat.g_00931	Prai.g_00946
OG0000785	Prat.g_00932	Prai.g_00945
OG0000786	Prat.g_00933	Prai.g_00944
OG0000787	Prat.g_00934	Prai.g_00943
OG0000788	Prat.g_00939	Prai.g_00940
OG0000789	Prat.g_00942	Prai.g_00938
OG0000790	Prat.g_00943	Prai.g_00937
OG0000791	Prat.g_00946	Prai.g_00936
OG0000792	Prat.g_00947	Prai.g_00935
OG0000793	Prat.g_00948	Prai.g_00934
OG0000794	Prat.g_00951	Prai.g_00932
OG0000795	Prat.g_00955	Prai.g_00929
OG0000796	Prat.g_00956	Prai.g_00928
OG0000797	Prat.g_00957	Prai.g_00926
OG0000798	Prat.g_00958	Prai.g_00925
OG0000799	Prat.g_00959	Prai.g_00924
OG0000800	Prat.g_00960	Prai.g_00923
OG0000801	Prat.g_00963	Prai.g_00920
OG0000802	Prat.g_00964	Prai.g_00919
OG0000803	Prat.g_00966	Prai.g_00917
OG0000804	Prat.g_00967	Prai.g_00916
OG0000805	Prat.g_00968	Prai.g_00915
OG0000806	Prat.g_00970	Prai.g_00913
OG0000807	Prat.g_01204	Prai.g_01088
OG0000808	Prat.g_01479	Prai.g_01098
OG0000809	Prat.g_01197	Prai.g_01101
OG0000810	Prat.g_01480	Prai.g_01102
OG0000811	Prat.g_01214	Prai.g_01109
OG0000812	Prat.g_01199	Prai.g_01113
OG0000813	Prat.g_00354	Prai.g_01117
OG0000814	Prat.g_01373	Prai.g_01119
OG0000815	Prat.g_01211	Prai.g_01130
OG0000816	Prat.g_01560	Prai.g_01144
OG0000817	Prat.g_01559	Prai.g_01145
OG0000818	Prat.g_01175	Prai.g_01151
OG0000819	Prat.g_01177	Prai.g_01153
OG0000820	Prat.g_01171	Prai.g_01157
OG0000821	Prat.g_01169	Prai.g_01159
OG0000822	Prat.g_01168	Prai.g_01160
OG0000823	Prat.g_01167	Prai.g_01161
OG0000824	Prat.g_01166	Prai.g_01162
OG0000825	Prat.g_01165	Prai.g_01163
OG0000826	Prat.g_01164	Prai.g_01164
OG0000827	Prat.g_01163	Prai.g_01165
OG0000828	Prat.g_01162	Prai.g_01166
OG0000829	Prat.g_01161	Prai.g_01167
OG0000830	Prat.g_01159	Prai.g_01168
OG0000831	Prat.g_01157	Prai.g_01170
OG0000832	Prat.g_01155	Prai.g_01172
OG0000833	Prat.g_01154	Prai.g_01173
OG0000834	Prat.g_01153	Prai.g_01174
OG0000835	Prat.g_01152	Prai.g_01175
OG0000836	Prat.g_01151	Prai.g_01176
OG0000837	Prat.g_01148	Prai.g_01178
OG0000838	Prat.g_01147	Prai.g_01179
OG0000839	Prat.g_01146	Prai.g_01180
OG0000840	Prat.g_01145	Prai.g_01181
OG0000841	Prat.g_01144	Prai.g_01182
OG0000842	Prat.g_01142	Prai.g_01183
OG0000843	Prat.g_01141	Prai.g_01184
OG0000844	Prat.g_01140	Prai.g_01185
OG0000845	Prat.g_01139	Prai.g_01186
OG0000846	Prat.g_01136	Prai.g_01189
OG0000847	Prat.g_01135	Prai.g_01191
OG0000848	Prat.g_01134	Prai.g_01192
OG0000849	Prat.g_01131	Prai.g_01193
OG0000850	Prat.g_01130	Prai.g_01194
OG0000851	Prat.g_01128	Prai.g_01196
OG0000852	Prat.g_01126	Prai.g_01198
OG0000853	Prat.g_01124	Prai.g_01200
OG0000854	Prat.g_01123	Prai.g_01202
OG0000855	Prat.g_01122	Prai.g_01203
OG0000856	Prat.g_01121	Prai.g_01204
OG0000857	Prat.g_01120	Prai.g_01205
OG0000858	Prat.g_01119	Prai.g_01206
OG0000859	Prat.g_01118	Prai.g_01207
OG0000860	Prat.g_01117	Prai.g_01208
OG0000861	Prat.g_01116	Prai.g_01209
OG0000862	Prat.g_01115	Prai.g_01210
OG0000863	Prat.g_01114	Prai.g_01211
OG0000864	Prat.g_01113	Prai.g_01212
OG0000865	Prat.g_01112	Prai.g_01213
OG0000866	Prat.g_01111	Prai.g_01214
OG0000867	Prat.g_01110	Prai.g_01215
OG0000868	Prat.g_01108	Prai.g_01216
OG0000869	Prat.g_01106	Prai.g_01218
OG0000870	Prat.g_01105	Prai.g_01219
OG0000871	Prat.g_01104	Prai.g_01221
OG0000872	Prat.g_01103	Prai.g_01222
OG0000873	Prat.g_01101	Prai.g_01224
OG0000874	Prat.g_01100	Prai.g_01225
OG0000875	Prat.g_01099	Prai.g_01226
OG0000876	Prat.g_01098	Prai.g_01227
OG0000877	Prat.g_00594	Prai.g_01229
OG0000878	Prat.g_00626	Prai.g_01310
OG0000879	Prat.g_01238	Prai.g_01323
OG0000880	Prat.g_01239	Prai.g_01324
OG0000881	Prat.g_01240	Prai.g_01325
OG0000882	Prat.g_01241	Prai.g_01326
OG0000883	Prat.g_01242	Prai.g_01327
OG0000884	Prat.g_01244	Prai.g_01330
OG0000885	Prat.g_01245	Prai.g_01331
OG0000886	Prat.g_01246	Prai.g_01332
OG0000887	Prat.g_01247	Prai.g_01333
OG0000888	Prat.g_01248	Prai.g_01334
OG0000889	Prat.g_01251	Prai.g_01337
OG0000890	Prat.g_01252	Prai.g_01338
OG0000891	Prat.g_01253	Prai.g_01339
OG0000892	Prat.g_01255	Prai.g_01341
OG0000893	Prat.g_01256	Prai.g_01342
OG0000894	Prat.g_01257	Prai.g_01343
OG0000895	Prat.g_01258	Prai.g_01344
OG0000896	Prat.g_01259	Prai.g_01345
OG0000897	Prat.g_01260	Prai.g_01346
OG0000898	Prat.g_01263	Prai.g_01348
OG0000899	Prat.g_01264	Prai.g_01349
OG0000900	Prat.g_01282	Prai.g_01353
OG0000901	Prat.g_01287	Prai.g_01357
OG0000902	Prat.g_01471	Prai.g_01358
OG0000904	Prat.g_01455	Prai.g_01360
OG0000905	Prat.g_01200	Prai.g_01362
OG0000906	Prat.g_01181	Prai.g_01364
OG0000907	Prat.g_00976	Prai.g_01365
OG0000908	Prat.g_01228	Prai.g_01368
OG0000909	Prat.g_01293	Prai.g_01372
OG0000910	Prat.g_01294	Prai.g_01373
OG0000911	Prat.g_01295	Prai.g_01374
OG0000912	Prat.g_01296	Prai.g_01375
OG0000913	Prat.g_01297	Prai.g_01376
OG0000914	Prat.g_01298	Prai.g_01377
OG0000915	Prat.g_01299	Prai.g_01378
OG0000916	Prat.g_01300	Prai.g_01379
OG0000917	Prat.g_01301	Prai.g_01380
OG0000918	Prat.g_01302	Prai.g_01381
OG0000919	Prat.g_01303	Prai.g_01382
OG0000920	Prat.g_01304	Prai.g_01383
OG0000921	Prat.g_01305	Prai.g_01384
OG0000922	Prat.g_01306	Prai.g_01385
OG0000923	Prat.g_01307	Prai.g_01386
OG0000924	Prat.g_01308	Prai.g_01387
OG0000925	Prat.g_01309	Prai.g_01388
OG0000926	Prat.g_01769	Prai.g_01392
OG0000927	Prat.g_01333	Prai.g_01445
OG0000928	Prat.g_01334	Prai.g_01446
OG0000929	Prat.g_01335	Prai.g_01447
OG0000930	Prat.g_01336	Prai.g_01448
OG0000931	Prat.g_01337	Prai.g_01449
OG0000932	Prat.g_01339	Prai.g_01451
OG0000933	Prat.g_01340	Prai.g_01452
OG0000934	Prat.g_01341	Prai.g_01453
OG0000935	Prat.g_01342	Prai.g_01454
OG0000936	Prat.g_01343	Prai.g_01455
OG0000937	Prat.g_01344	Prai.g_01456
OG0000938	Prat.g_01345	Prai.g_01457
OG0000939	Prat.g_01346	Prai.g_01458
OG0000940	Prat.g_01348	Prai.g_01459
OG0000941	Prat.g_01350	Prai.g_01461
OG0000942	Prat.g_01351	Prai.g_01462
OG0000943	Prat.g_01355	Prai.g_01465
OG0000944	Prat.g_01356	Prai.g_01466
OG0000945	Prat.g_01357	Prai.g_01467
OG0000946	Prat.g_01358	Prai.g_01468
OG0000947	Prat.g_01359	Prai.g_01469
OG0000948	Prat.g_01360	Prai.g_01470
OG0000949	Prat.g_01361	Prai.g_01471
OG0000950	Prat.g_01362	Prai.g_01472
OG0000951	Prat.g_01363	Prai.g_01473
OG0000952	Prat.g_01364	Prai.g_01474
OG0000953	Prat.g_01365	Prai.g_01475
OG0000954	Prat.g_01366	Prai.g_01476
OG0000955	Prat.g_01367	Prai.g_01477
OG0000956	Prat.g_01368	Prai.g_01478
OG0000957	Prat.g_01369	Prai.g_01479
OG0000958	Prat.g_01370	Prai.g_01480
OG0000959	Prat.g_01371	Prai.g_01481
OG0000960	Prat.g_01372	Prai.g_01482
OG0000961	Prat.g_01378	Prai.g_01485
OG0000962	Prat.g_01379	Prai.g_01486
OG0000963	Prat.g_01380	Prai.g_01487
OG0000964	Prat.g_01382	Prai.g_01489
OG0000965	Prat.g_01383	Prai.g_01490
OG0000966	Prat.g_01384	Prai.g_01491
OG0000967	Prat.g_01385	Prai.g_01492
OG0000968	Prat.g_01386	Prai.g_01493
OG0000969	Prat.g_01387	Prai.g_01494
OG0000970	Prat.g_01388	Prai.g_01495
OG0000971	Prat.g_01389	Prai.g_01496
OG0000972	Prat.g_01390	Prai.g_01497
OG0000973	Prat.g_01391	Prai.g_01498
OG0000974	Prat.g_01393	Prai.g_01500
OG0000975	Prat.g_01399	Prai.g_01502
OG0000976	Prat.g_01403	Prai.g_01504
OG0000977	Prat.g_01405	Prai.g_01505
OG0000978	Prat.g_01407	Prai.g_01507
OG0000979	Prat.g_01409	Prai.g_01509
OG0000980	Prat.g_01410	Prai.g_01510
OG0000981	Prat.g_01411	Prai.g_01511
OG0000982	Prat.g_01412	Prai.g_01512
OG0000983	Prat.g_01414	Prai.g_01514
OG0000984	Prat.g_01415	Prai.g_01515
OG0000985	Prat.g_01416	Prai.g_01516
OG0000986	Prat.g_01417	Prai.g_01517
OG0000987	Prat.g_01418	Prai.g_01518
OG0000988	Prat.g_01420	Prai.g_01519
OG0000989	Prat.g_01421	Prai.g_01520
OG0000990	Prat.g_01422	Prai.g_01521
OG0000991	Prat.g_01423	Prai.g_01522
OG0000992	Prat.g_01424	Prai.g_01523
OG0000993	Prat.g_01425	Prai.g_01524
OG0000994	Prat.g_01426	Prai.g_01525
OG0000995	Prat.g_01427	Prai.g_01526
OG0000996	Prat.g_01428	Prai.g_01527
OG0000997	Prat.g_01429	Prai.g_01528
OG0000998	Prat.g_01430	Prai.g_01529
OG0000999	Prat.g_01431	Prai.g_01530
OG0001000	Prat.g_01432	Prai.g_01531
OG0001001	Prat.g_01434	Prai.g_01533
OG0001002	Prat.g_01435	Prai.g_01534
OG0001003	Prat.g_01436	Prai.g_01535
OG0001004	Prat.g_01437	Prai.g_01536
OG0001005	Prat.g_01439	Prai.g_01537
OG0001006	Prat.g_01440	Prai.g_01538
OG0001007	Prat.g_01441	Prai.g_01539
OG0001008	Prat.g_01443	Prai.g_01541
OG0001009	Prat.g_01444	Prai.g_01542
OG0001010	Prat.g_01502	Prai.g_01550
OG0001011	Prat.g_01457	Prai.g_01558
OG0001012	Prat.g_01022	Prai.g_01597
OG0001013	Prat.g_01585	Prai.g_01632
OG0001014	Prat.g_01586	Prai.g_01633
OG0001015	Prat.g_01593	Prai.g_01639
OG0001016	Prat.g_01594	Prai.g_01640
OG0001017	Prat.g_01595	Prai.g_01641
OG0001018	Prat.g_01596	Prai.g_01642
OG0001019	Prat.g_01598	Prai.g_01644
OG0001020	Prat.g_01599	Prai.g_01645
OG0001021	Prat.g_01600	Prai.g_01646
OG0001022	Prat.g_01601	Prai.g_01647
OG0001023	Prat.g_01602	Prai.g_01648
OG0001024	Prat.g_01603	Prai.g_01649
OG0001025	Prat.g_01604	Prai.g_01650
OG0001026	Prat.g_01605	Prai.g_01652
OG0001027	Prat.g_01606	Prai.g_01653
OG0001028	Prat.g_01607	Prai.g_01654
OG0001029	Prat.g_01608	Prai.g_01655
OG0001030	Prat.g_01609	Prai.g_01656
OG0001031	Prat.g_01610	Prai.g_01657
OG0001032	Prat.g_01611	Prai.g_01658
OG0001033	Prat.g_01612	Prai.g_01659
OG0001034	Prat.g_01613	Prai.g_01660
OG0001035	Prat.g_01615	Prai.g_01662
OG0001036	Prat.g_01616	Prai.g_01663
OG0001037	Prat.g_01617	Prai.g_01664
OG0001038	Prat.g_01618	Prai.g_01665
OG0001039	Prat.g_01619	Prai.g_01666
OG0001040	Prat.g_01621	Prai.g_01667
OG0001041	Prat.g_01622	Prai.g_01668
OG0001042	Prat.g_01623	Prai.g_01669
OG0001043	Prat.g_01624	Prai.g_01670
OG0001044	Prat.g_01625	Prai.g_01671
OG0001045	Prat.g_01626	Prai.g_01672
OG0001046	Prat.g_01627	Prai.g_01673
OG0001047	Prat.g_01630	Prai.g_01676
OG0001048	Prat.g_01632	Prai.g_01678
OG0001049	Prat.g_01633	Prai.g_01679
OG0001050	Prat.g_01634	Prai.g_01680
OG0001051	Prat.g_01635	Prai.g_01681
OG0001052	Prat.g_01636	Prai.g_01682
OG0001053	Prat.g_01639	Prai.g_01683
OG0001054	Prat.g_01641	Prai.g_01685
OG0001055	Prat.g_01642	Prai.g_01686
OG0001056	Prat.g_01643	Prai.g_01687
OG0001057	Prat.g_01644	Prai.g_01688
OG0001058	Prat.g_01645	Prai.g_01689
OG0001059	Prat.g_01646	Prai.g_01690
OG0001060	Prat.g_01647	Prai.g_01691
OG0001061	Prat.g_01648	Prai.g_01692
OG0001062	Prat.g_01649	Prai.g_01693
OG0001063	Prat.g_01650	Prai.g_01694
OG0001064	Prat.g_01652	Prai.g_01696
OG0001065	Prat.g_01655	Prai.g_01701
OG0001066	Prat.g_01657	Prai.g_01702
OG0001067	Prat.g_01658	Prai.g_01703
OG0001068	Prat.g_01661	Prai.g_01705
OG0001069	Prat.g_01662	Prai.g_01706
OG0001070	Prat.g_01663	Prai.g_01707
OG0001071	Prat.g_01664	Prai.g_01708
OG0001072	Prat.g_01665	Prai.g_01709
OG0001073	Prat.g_01666	Prai.g_01710
OG0001074	Prat.g_01667	Prai.g_01711
OG0001075	Prat.g_01668	Prai.g_01712
OG0001076	Prat.g_01669	Prai.g_01713
OG0001077	Prat.g_01670	Prai.g_01714
OG0001078	Prat.g_01671	Prai.g_01715
OG0001079	Prat.g_01672	Prai.g_01716
OG0001080	Prat.g_01673	Prai.g_01717
OG0001081	Prat.g_01677	Prai.g_01720
OG0001082	Prat.g_01678	Prai.g_01721
OG0001083	Prat.g_01682	Prai.g_01722
OG0001084	Prat.g_01680	Prai.g_01724
OG0001085	Prat.g_01679	Prai.g_01725
OG0001086	Prat.g_01676	Prai.g_01726
OG0001087	Prat.g_01675	Prai.g_01727
OG0001088	Prat.g_01674	Prai.g_01728
OG0001089	Prat.g_01684	Prai.g_01734
OG0001090	Prat.g_01686	Prai.g_01736
OG0001091	Prat.g_01687	Prai.g_01737
OG0001092	Prat.g_01688	Prai.g_01738
OG0001093	Prat.g_01689	Prai.g_01739
OG0001094	Prat.g_01690	Prai.g_01740
OG0001095	Prat.g_01691	Prai.g_01741
OG0001096	Prat.g_01692	Prai.g_01742
OG0001097	Prat.g_01693	Prai.g_01743
OG0001098	Prat.g_01694	Prai.g_01744
OG0001099	Prat.g_01695	Prai.g_01746
OG0001100	Prat.g_01696	Prai.g_01747
OG0001101	Prat.g_01697	Prai.g_01748
OG0001102	Prat.g_01698	Prai.g_01749
OG0001103	Prat.g_01699	Prai.g_01750
OG0001104	Prat.g_01700	Prai.g_01751
OG0001105	Prat.g_01701	Prai.g_01752
OG0001106	Prat.g_01702	Prai.g_01753
OG0001107	Prat.g_01703	Prai.g_01754
OG0001108	Prat.g_01704	Prai.g_01755
OG0001109	Prat.g_01705	Prai.g_01756
OG0001110	Prat.g_01706	Prai.g_01757
OG0001111	Prat.g_01707	Prai.g_01758
OG0001112	Prat.g_01708	Prai.g_01759
OG0001113	Prat.g_01709	Prai.g_01760
OG0001114	Prat.g_01710	Prai.g_01761
OG0001115	Prat.g_01711	Prai.g_01762
OG0001116	Prat.g_01712	Prai.g_01763
OG0001117	Prat.g_01713	Prai.g_01764
OG0001118	Prat.g_01714	Prai.g_01765
OG0001119	Prat.g_01715	Prai.g_01766
OG0001120	Prat.g_01327	Prai.g_01767
OG0001121	Prat.g_01717	Prai.g_01769
OG0001122	Prat.g_01718	Prai.g_01770
OG0001123	Prat.g_01719	Prai.g_01776
OG0001124	Prat.g_01721	Prai.g_01778
OG0001125	Prat.g_01723	Prai.g_01780
OG0001126	Prat.g_01724	Prai.g_01781
OG0001127	Prat.g_01727	Prai.g_01783
OG0001128	Prat.g_01728	Prai.g_01784
OG0001129	Prat.g_01729	Prai.g_01785
OG0001130	Prat.g_01732	Prai.g_01788
OG0001131	Prat.g_01733	Prai.g_01789
OG0001132	Prat.g_01734	Prai.g_01790
OG0001133	Prat.g_01735	Prai.g_01791
OG0001134	Prat.g_01736	Prai.g_01792
OG0001135	Prat.g_01737	Prai.g_01793
OG0001136	Prat.g_01738	Prai.g_01794
OG0001137	Prat.g_01739	Prai.g_01795
OG0001138	Prat.g_01740	Prai.g_01796
OG0001139	Prat.g_01742	Prai.g_01797
OG0001140	Prat.g_01744	Prai.g_01798
OG0001141	Prat.g_01745	Prai.g_01799
OG0001142	Prat.g_01748	Prai.g_01802
OG0001143	Prat.g_01749	Prai.g_01803
OG0001144	Prat.g_01750	Prai.g_01804
OG0001145	Prat.g_01751	Prai.g_01805
OG0001146	Prat.g_01752	Prai.g_01806
OG0001147	Prat.g_01753	Prai.g_01807
OG0001148	Prat.g_01754	Prai.g_01808
OG0001149	Prat.g_01756	Prai.g_01810
OG0001150	Prat.g_01757	Prai.g_01811
OG0001151	Prat.g_01760	Prai.g_01813
OG0001152	Prat.g_01761	Prai.g_01814
OG0001153	Prat.g_01762	Prai.g_01815
OG0001154	Prat.g_01764	Prai.g_01817
OG0001155	Prat.g_01766	Prai.g_01819
OG0001156	Prat.g_01768	Prai.g_01821
OG0001157	Prat.g_01770	Prai.g_01822
OG0001158	Prat.g_01772	Prai.g_01824
OG0001159	Prat.g_01773	Prai.g_01825
OG0001160	Prat.g_01775	Prai.g_01826
OG0001161	Prat.g_01776	Prai.g_01827
OG0001162	Prat.g_01777	Prai.g_01828
OG0001163	Prat.g_01778	Prai.g_01829
OG0001164	Prat.g_01779	Prai.g_01830
OG0001165	Prat.g_01780	Prai.g_01831
OG0001166	Prat.g_01781	Prai.g_01832
OG0001167	Prat.g_01783	Prai.g_01833
OG0001168	Prat.g_01784	Prai.g_01834
