Orthogroup	Prat	Prbi
OG0000566	Prat.g_01080	Prbi.g_00647
OG0000567	Prat.g_01079	Prbi.g_00648
OG0000568	Prat.g_01078	Prbi.g_00649
OG0000569	Prat.g_01077	Prbi.g_00650
OG0000570	Prat.g_01076	Prbi.g_00651
OG0000571	Prat.g_01075	Prbi.g_00652
OG0000572	Prat.g_01074	Prbi.g_00653
OG0000573	Prat.g_01071	Prbi.g_00656
OG0000574	Prat.g_01070	Prbi.g_00657
OG0000575	Prat.g_01069	Prbi.g_00658
OG0000576	Prat.g_01068	Prbi.g_00659
OG0000577	Prat.g_01067	Prbi.g_00660
OG0000578	Prat.g_01066	Prbi.g_00661
OG0000579	Prat.g_01065	Prbi.g_00662
OG0000580	Prat.g_01064	Prbi.g_00663
OG0000581	Prat.g_01063	Prbi.g_00664
OG0000582	Prat.g_01062	Prbi.g_00665
OG0000583	Prat.g_01061	Prbi.g_00666
OG0000584	Prat.g_01059	Prbi.g_00667
OG0000585	Prat.g_01058	Prbi.g_00668
OG0000586	Prat.g_01056	Prbi.g_00670
OG0000587	Prat.g_01055	Prbi.g_00671
OG0000588	Prat.g_00744	Prbi.g_00673
OG0000589	Prat.g_00745	Prbi.g_00674
OG0000590	Prat.g_00747	Prbi.g_00676
OG0000591	Prat.g_00752	Prbi.g_00682
OG0000592	Prat.g_00753	Prbi.g_00683
OG0000593	Prat.g_00754	Prbi.g_00684
OG0000594	Prat.g_00757	Prbi.g_00686
OG0000595	Prat.g_00758	Prbi.g_00687
OG0000596	Prat.g_00759	Prbi.g_00688
OG0000597	Prat.g_00761	Prbi.g_00690
OG0000598	Prat.g_00762	Prbi.g_00691
OG0000599	Prat.g_00763	Prbi.g_00692
OG0000600	Prat.g_00764	Prbi.g_00693
OG0000601	Prat.g_00767	Prbi.g_00695
OG0000602	Prat.g_00768	Prbi.g_00696
OG0000603	Prat.g_00769	Prbi.g_00697
OG0000604	Prat.g_00772	Prbi.g_00698
OG0000605	Prat.g_00773	Prbi.g_00699
OG0000606	Prat.g_00774	Prbi.g_00700
OG0000607	Prat.g_00776	Prbi.g_00703
OG0000608	Prat.g_00777	Prbi.g_00704
OG0000609	Prat.g_01882	Prbi.g_00708
OG0000610	Prat.g_00826	Prbi.g_00709
OG0000611	Prat.g_00789	Prbi.g_00746
OG0000612	Prat.g_00790	Prbi.g_00747
OG0000613	Prat.g_00791	Prbi.g_00748
OG0000614	Prat.g_00792	Prbi.g_00749
OG0000615	Prat.g_00797	Prbi.g_00751
OG0000616	Prat.g_00798	Prbi.g_00752
OG0000617	Prat.g_00799	Prbi.g_00753
OG0000618	Prat.g_00800	Prbi.g_00754
OG0000619	Prat.g_00801	Prbi.g_00755
OG0000620	Prat.g_00802	Prbi.g_00756
OG0000621	Prat.g_00803	Prbi.g_00757
OG0000622	Prat.g_00804	Prbi.g_00758
OG0000623	Prat.g_00805	Prbi.g_00759
OG0000624	Prat.g_00807	Prbi.g_00760
OG0000625	Prat.g_00808	Prbi.g_00761
OG0000626	Prat.g_00809	Prbi.g_00762
OG0000627	Prat.g_00811	Prbi.g_00763
OG0000628	Prat.g_00812	Prbi.g_00764
OG0000629	Prat.g_00813	Prbi.g_00765
OG0000630	Prat.g_00814	Prbi.g_00766
OG0000631	Prat.g_00816	Prbi.g_00768
OG0000632	Prat.g_00622	Prbi.g_00788
OG0000633	Prat.g_01486	Prbi.g_00792
OG0000634	Prat.g_01472	Prbi.g_00807
OG0000635	Prat.g_00888	Prbi.g_00811
OG0000636	Prat.g_00887	Prbi.g_00812
OG0000637	Prat.g_00886	Prbi.g_00813
OG0000638	Prat.g_00345	Prbi.g_00825
OG0000639	Prat.g_00859	Prbi.g_00834
OG0000640	Prat.g_00863	Prbi.g_00835
OG0000641	Prat.g_00865	Prbi.g_00838
OG0000642	Prat.g_00866	Prbi.g_00839
OG0000643	Prat.g_00867	Prbi.g_00840
OG0000644	Prat.g_01043	Prbi.g_00841
OG0000645	Prat.g_01042	Prbi.g_00842
OG0000646	Prat.g_01041	Prbi.g_00843
OG0000647	Prat.g_01040	Prbi.g_00844
OG0000648	Prat.g_01038	Prbi.g_00846
OG0000649	Prat.g_01037	Prbi.g_00847
OG0000650	Prat.g_01036	Prbi.g_00848
OG0000651	Prat.g_01035	Prbi.g_00849
OG0000652	Prat.g_01034	Prbi.g_00850
OG0000653	Prat.g_01033	Prbi.g_00851
OG0000654	Prat.g_01031	Prbi.g_00853
OG0000655	Prat.g_01029	Prbi.g_00855
OG0000656	Prat.g_01028	Prbi.g_00856
OG0000657	Prat.g_01027	Prbi.g_00857
OG0000658	Prat.g_01026	Prbi.g_00858
OG0000659	Prat.g_01025	Prbi.g_00859
OG0000660	Prat.g_01024	Prbi.g_00860
OG0000661	Prat.g_01023	Prbi.g_00861
OG0000662	Prat.g_01021	Prbi.g_00862
OG0000663	Prat.g_01020	Prbi.g_00863
OG0000664	Prat.g_01019	Prbi.g_00864
OG0000665	Prat.g_01018	Prbi.g_00865
OG0000666	Prat.g_01017	Prbi.g_00866
OG0000667	Prat.g_01016	Prbi.g_00867
OG0000668	Prat.g_01015	Prbi.g_00868
OG0000669	Prat.g_01013	Prbi.g_00870
OG0000670	Prat.g_01012	Prbi.g_00871
OG0000671	Prat.g_01011	Prbi.g_00872
OG0000672	Prat.g_01010	Prbi.g_00873
OG0000673	Prat.g_01009	Prbi.g_00874
OG0000674	Prat.g_01008	Prbi.g_00875
OG0000675	Prat.g_01007	Prbi.g_00877
OG0000676	Prat.g_01006	Prbi.g_00878
OG0000677	Prat.g_01004	Prbi.g_00881
OG0000678	Prat.g_01002	Prbi.g_00883
OG0000679	Prat.g_01001	Prbi.g_00884
OG0000680	Prat.g_01000	Prbi.g_00885
OG0000681	Prat.g_00999	Prbi.g_00886
OG0000682	Prat.g_00998	Prbi.g_00887
OG0000683	Prat.g_00996	Prbi.g_00889
OG0000684	Prat.g_00995	Prbi.g_00890
OG0000685	Prat.g_00994	Prbi.g_00891
OG0000686	Prat.g_00993	Prbi.g_00892
OG0000687	Prat.g_00992	Prbi.g_00893
OG0000688	Prat.g_00991	Prbi.g_00894
OG0000689	Prat.g_00990	Prbi.g_00895
OG0000690	Prat.g_00989	Prbi.g_00896
OG0000691	Prat.g_00988	Prbi.g_00897
OG0000692	Prat.g_00984	Prbi.g_00899
OG0000693	Prat.g_00983	Prbi.g_00900
OG0000694	Prat.g_00982	Prbi.g_00901
OG0000695	Prat.g_00981	Prbi.g_00902
OG0000696	Prat.g_00980	Prbi.g_00903
OG0000697	Prat.g_00978	Prbi.g_00905
OG0000698	Prat.g_00974	Prbi.g_00907
OG0000699	Prat.g_00973	Prbi.g_00908
OG0000700	Prat.g_00694	Prbi.g_00934
OG0000701	Prat.g_00699	Prbi.g_00939
OG0000702	Prat.g_00705	Prbi.g_00942
OG0000703	Prat.g_00707	Prbi.g_00943
OG0000704	Prat.g_00708	Prbi.g_00944
OG0000705	Prat.g_00709	Prbi.g_00945
OG0000706	Prat.g_00710	Prbi.g_00946
OG0000707	Prat.g_00712	Prbi.g_00948
OG0000708	Prat.g_00713	Prbi.g_00949
OG0000709	Prat.g_00716	Prbi.g_00951
OG0000710	Prat.g_00717	Prbi.g_00952
OG0000711	Prat.g_00718	Prbi.g_00953
OG0000712	Prat.g_00719	Prbi.g_00954
OG0000713	Prat.g_00720	Prbi.g_00955
OG0000714	Prat.g_00722	Prbi.g_00957
OG0000715	Prat.g_00723	Prbi.g_00958
OG0000716	Prat.g_00725	Prbi.g_00960
OG0000717	Prat.g_00726	Prbi.g_00961
OG0000718	Prat.g_00728	Prbi.g_00962
OG0000719	Prat.g_00730	Prbi.g_00964
OG0000720	Prat.g_00731	Prbi.g_00965
OG0000721	Prat.g_00734	Prbi.g_00968
OG0000722	Prat.g_00735	Prbi.g_00969
OG0000723	Prat.g_00736	Prbi.g_00970
OG0000724	Prat.g_00738	Prbi.g_00971
OG0000725	Prat.g_00739	Prbi.g_00972
OG0000726	Prat.g_00740	Prbi.g_00973
OG0000727	Prat.g_00741	Prbi.g_00974
OG0000728	Prat.g_00742	Prbi.g_00975
OG0000729	Prat.g_00743	Prbi.g_00976
OG0000730	Prat.g_01053	Prbi.g_00977
OG0000731	Prat.g_01051	Prbi.g_00978
OG0000732	Prat.g_01050	Prbi.g_00979
OG0000733	Prat.g_01049	Prbi.g_00980
OG0000734	Prat.g_01048	Prbi.g_00981
OG0000735	Prat.g_01046	Prbi.g_00983
OG0000736	Prat.g_01045	Prbi.g_00984
OG0000737	Prat.g_01044	Prbi.g_00985
OG0000738	Prat.g_00868	Prbi.g_00986
OG0000739	Prat.g_00869	Prbi.g_00987
OG0000740	Prat.g_00870	Prbi.g_00988
OG0000741	Prat.g_00871	Prbi.g_00989
OG0000742	Prat.g_00873	Prbi.g_00991
OG0000743	Prat.g_00874	Prbi.g_00992
OG0000744	Prat.g_00876	Prbi.g_00993
OG0000745	Prat.g_00877	Prbi.g_00994
OG0000746	Prat.g_00878	Prbi.g_00995
OG0000747	Prat.g_00879	Prbi.g_00996
OG0000748	Prat.g_00880	Prbi.g_00997
OG0000749	Prat.g_00881	Prbi.g_00998
OG0000750	Prat.g_00883	Prbi.g_00999
OG0000751	Prat.g_00884	Prbi.g_01000
OG0000752	Prat.g_00944	Prbi.g_01001
OG0000753	Prat.g_00889	Prbi.g_01003
OG0000754	Prat.g_00890	Prbi.g_01004
OG0000755	Prat.g_00891	Prbi.g_01005
OG0000756	Prat.g_00893	Prbi.g_01006
OG0000757	Prat.g_00894	Prbi.g_01007
OG0000758	Prat.g_00895	Prbi.g_01008
OG0000759	Prat.g_00897	Prbi.g_01010
OG0000760	Prat.g_00898	Prbi.g_01011
OG0000761	Prat.g_00899	Prbi.g_01012
OG0000762	Prat.g_00901	Prbi.g_01014
OG0000763	Prat.g_00902	Prbi.g_01015
OG0000764	Prat.g_00903	Prbi.g_01016
OG0000765	Prat.g_00904	Prbi.g_01017
OG0000766	Prat.g_00905	Prbi.g_01018
OG0000767	Prat.g_00907	Prbi.g_01020
OG0000768	Prat.g_00908	Prbi.g_01021
OG0000769	Prat.g_00909	Prbi.g_01022
OG0000770	Prat.g_00910	Prbi.g_01023
OG0000771	Prat.g_00911	Prbi.g_01024
OG0000772	Prat.g_00912	Prbi.g_01025
OG0000773	Prat.g_00913	Prbi.g_01026
OG0000774	Prat.g_00914	Prbi.g_01027
OG0000775	Prat.g_00915	Prbi.g_01028
OG0000776	Prat.g_00916	Prbi.g_01030
OG0000777	Prat.g_00917	Prbi.g_01032
OG0000778	Prat.g_00918	Prbi.g_01033
OG0000779	Prat.g_00919	Prbi.g_01034
OG0000780	Prat.g_00921	Prbi.g_01036
OG0000781	Prat.g_00923	Prbi.g_01038
OG0000782	Prat.g_00924	Prbi.g_01039
OG0000783	Prat.g_00929	Prbi.g_01055
OG0000784	Prat.g_00931	Prbi.g_01057
OG0000785	Prat.g_00932	Prbi.g_01058
OG0000786	Prat.g_00933	Prbi.g_01059
OG0000787	Prat.g_00934	Prbi.g_01060
OG0000788	Prat.g_00939	Prbi.g_01064
OG0000789	Prat.g_00942	Prbi.g_01066
OG0000790	Prat.g_00943	Prbi.g_01067
OG0000791	Prat.g_00946	Prbi.g_01068
OG0000792	Prat.g_00947	Prbi.g_01069
OG0000793	Prat.g_00948	Prbi.g_01070
OG0000794	Prat.g_00951	Prbi.g_01072
OG0000795	Prat.g_00955	Prbi.g_01075
OG0000796	Prat.g_00956	Prbi.g_01076
OG0000797	Prat.g_00957	Prbi.g_01078
OG0000798	Prat.g_00958	Prbi.g_01079
OG0000799	Prat.g_00959	Prbi.g_01080
OG0000800	Prat.g_00960	Prbi.g_01081
OG0000801	Prat.g_00963	Prbi.g_01084
OG0000802	Prat.g_00964	Prbi.g_01085
OG0000803	Prat.g_00966	Prbi.g_01087
OG0000804	Prat.g_00967	Prbi.g_01088
OG0000805	Prat.g_00968	Prbi.g_01089
OG0000806	Prat.g_00970	Prbi.g_01091
OG0000807	Prat.g_01204	Prbi.g_01117
OG0000808	Prat.g_01479	Prbi.g_01127
OG0000809	Prat.g_01197	Prbi.g_01130
OG0000810	Prat.g_01480	Prbi.g_01131
OG0000811	Prat.g_01214	Prbi.g_01138
OG0000812	Prat.g_01199	Prbi.g_01142
OG0000813	Prat.g_00354	Prbi.g_01146
OG0000814	Prat.g_01373	Prbi.g_01148
OG0000815	Prat.g_01211	Prbi.g_01161
OG0000816	Prat.g_01560	Prbi.g_01175
OG0000817	Prat.g_01559	Prbi.g_01176
OG0000818	Prat.g_01175	Prbi.g_01181
OG0000819	Prat.g_01177	Prbi.g_01188
OG0000820	Prat.g_01171	Prbi.g_01192
OG0000821	Prat.g_01169	Prbi.g_01194
OG0000822	Prat.g_01168	Prbi.g_01195
OG0000823	Prat.g_01167	Prbi.g_01196
OG0000824	Prat.g_01166	Prbi.g_01197
OG0000825	Prat.g_01165	Prbi.g_01198
OG0000826	Prat.g_01164	Prbi.g_01199
OG0000827	Prat.g_01163	Prbi.g_01200
OG0000828	Prat.g_01162	Prbi.g_01201
OG0000829	Prat.g_01161	Prbi.g_01202
OG0000830	Prat.g_01159	Prbi.g_01203
OG0000831	Prat.g_01157	Prbi.g_01206
OG0000832	Prat.g_01155	Prbi.g_01208
OG0000833	Prat.g_01154	Prbi.g_01209
OG0000834	Prat.g_01153	Prbi.g_01210
OG0000835	Prat.g_01152	Prbi.g_01211
OG0000836	Prat.g_01151	Prbi.g_01212
OG0000837	Prat.g_01148	Prbi.g_01214
OG0000838	Prat.g_01147	Prbi.g_01215
OG0000839	Prat.g_01146	Prbi.g_01216
OG0000840	Prat.g_01145	Prbi.g_01217
OG0000841	Prat.g_01144	Prbi.g_01218
OG0000842	Prat.g_01142	Prbi.g_01219
OG0000843	Prat.g_01141	Prbi.g_01220
OG0000844	Prat.g_01140	Prbi.g_01221
OG0000845	Prat.g_01139	Prbi.g_01222
OG0000846	Prat.g_01136	Prbi.g_01225
OG0000847	Prat.g_01135	Prbi.g_01227
OG0000848	Prat.g_01134	Prbi.g_01228
OG0000849	Prat.g_01131	Prbi.g_01229
OG0000850	Prat.g_01130	Prbi.g_01230
OG0000851	Prat.g_01128	Prbi.g_01231
OG0000852	Prat.g_01126	Prbi.g_01233
OG0000853	Prat.g_01124	Prbi.g_01234
OG0000854	Prat.g_01123	Prbi.g_01236
OG0000855	Prat.g_01122	Prbi.g_01237
OG0000856	Prat.g_01121	Prbi.g_01238
OG0000857	Prat.g_01120	Prbi.g_01239
OG0000858	Prat.g_01119	Prbi.g_01240
OG0000859	Prat.g_01118	Prbi.g_01241
OG0000860	Prat.g_01117	Prbi.g_01242
OG0000861	Prat.g_01116	Prbi.g_01243
OG0000862	Prat.g_01115	Prbi.g_01244
OG0000863	Prat.g_01114	Prbi.g_01245
OG0000864	Prat.g_01113	Prbi.g_01246
OG0000865	Prat.g_01112	Prbi.g_01247
OG0000866	Prat.g_01111	Prbi.g_01248
OG0000867	Prat.g_01110	Prbi.g_01249
OG0000868	Prat.g_01108	Prbi.g_01250
OG0000869	Prat.g_01106	Prbi.g_01252
OG0000870	Prat.g_01105	Prbi.g_01253
OG0000871	Prat.g_01104	Prbi.g_01255
OG0000872	Prat.g_01103	Prbi.g_01256
OG0000873	Prat.g_01101	Prbi.g_01258
OG0000874	Prat.g_01100	Prbi.g_01259
OG0000875	Prat.g_01099	Prbi.g_01260
OG0000876	Prat.g_01098	Prbi.g_01261
OG0000877	Prat.g_00594	Prbi.g_01263
OG0000878	Prat.g_00626	Prbi.g_01363
OG0000879	Prat.g_01238	Prbi.g_01380
OG0000880	Prat.g_01239	Prbi.g_01381
OG0000881	Prat.g_01240	Prbi.g_01382
OG0000882	Prat.g_01241	Prbi.g_01383
OG0000883	Prat.g_01242	Prbi.g_01384
OG0000884	Prat.g_01244	Prbi.g_01386
OG0000885	Prat.g_01245	Prbi.g_01387
OG0000886	Prat.g_01246	Prbi.g_01388
OG0000887	Prat.g_01247	Prbi.g_01389
OG0000888	Prat.g_01248	Prbi.g_01390
OG0000889	Prat.g_01251	Prbi.g_01393
OG0000890	Prat.g_01252	Prbi.g_01394
OG0000891	Prat.g_01253	Prbi.g_01395
OG0000892	Prat.g_01255	Prbi.g_01397
OG0000893	Prat.g_01256	Prbi.g_01398
OG0000894	Prat.g_01257	Prbi.g_01399
OG0000895	Prat.g_01258	Prbi.g_01400
OG0000896	Prat.g_01259	Prbi.g_01401
OG0000897	Prat.g_01260	Prbi.g_01402
OG0000898	Prat.g_01263	Prbi.g_01404
OG0000899	Prat.g_01264	Prbi.g_01405
OG0000900	Prat.g_01282	Prbi.g_01421
OG0000901	Prat.g_01287	Prbi.g_01425
OG0000902	Prat.g_01471	Prbi.g_01426
OG0000903	Prat.g_01178	Prbi.g_01427
OG0000904	Prat.g_01455	Prbi.g_01429
OG0000905	Prat.g_01200	Prbi.g_01431
OG0000906	Prat.g_01181	Prbi.g_01433
OG0000907	Prat.g_00976	Prbi.g_01434
OG0000908	Prat.g_01228	Prbi.g_01437
OG0000909	Prat.g_01293	Prbi.g_01441
OG0000910	Prat.g_01294	Prbi.g_01442
OG0000911	Prat.g_01295	Prbi.g_01443
OG0000912	Prat.g_01296	Prbi.g_01444
OG0000913	Prat.g_01297	Prbi.g_01445
OG0000914	Prat.g_01298	Prbi.g_01446
OG0000915	Prat.g_01299	Prbi.g_01447
OG0000916	Prat.g_01300	Prbi.g_01448
OG0000917	Prat.g_01301	Prbi.g_01449
OG0000918	Prat.g_01302	Prbi.g_01450
OG0000919	Prat.g_01303	Prbi.g_01451
OG0000920	Prat.g_01304	Prbi.g_01452
OG0000921	Prat.g_01305	Prbi.g_01453
OG0000922	Prat.g_01306	Prbi.g_01454
OG0000923	Prat.g_01307	Prbi.g_01455
OG0000924	Prat.g_01308	Prbi.g_01456
OG0000925	Prat.g_01309	Prbi.g_01457
OG0000926	Prat.g_01769	Prbi.g_01489
OG0000927	Prat.g_01333	Prbi.g_01571
OG0000928	Prat.g_01334	Prbi.g_01572
OG0000929	Prat.g_01335	Prbi.g_01573
OG0000930	Prat.g_01336	Prbi.g_01574
OG0000931	Prat.g_01337	Prbi.g_01575
OG0000932	Prat.g_01339	Prbi.g_01577
OG0000933	Prat.g_01340	Prbi.g_01578
OG0000934	Prat.g_01341	Prbi.g_01579
OG0000935	Prat.g_01342	Prbi.g_01580
OG0000936	Prat.g_01343	Prbi.g_01581
OG0000937	Prat.g_01344	Prbi.g_01582
OG0000938	Prat.g_01345	Prbi.g_01583
OG0000939	Prat.g_01346	Prbi.g_01584
OG0000940	Prat.g_01348	Prbi.g_01585
OG0000941	Prat.g_01350	Prbi.g_01587
OG0000942	Prat.g_01351	Prbi.g_01588
OG0000943	Prat.g_01355	Prbi.g_01593
OG0000944	Prat.g_01356	Prbi.g_01594
OG0000945	Prat.g_01357	Prbi.g_01595
OG0000946	Prat.g_01358	Prbi.g_01596
OG0000947	Prat.g_01359	Prbi.g_01597
OG0000948	Prat.g_01360	Prbi.g_01598
OG0000949	Prat.g_01361	Prbi.g_01599
OG0000950	Prat.g_01362	Prbi.g_01600
OG0000951	Prat.g_01363	Prbi.g_01601
OG0000952	Prat.g_01364	Prbi.g_01602
OG0000953	Prat.g_01365	Prbi.g_01603
OG0000954	Prat.g_01366	Prbi.g_01604
OG0000955	Prat.g_01367	Prbi.g_01605
OG0000956	Prat.g_01368	Prbi.g_01606
OG0000957	Prat.g_01369	Prbi.g_01607
OG0000958	Prat.g_01370	Prbi.g_01608
OG0000959	Prat.g_01371	Prbi.g_01609
OG0000960	Prat.g_01372	Prbi.g_01610
OG0000961	Prat.g_01378	Prbi.g_01613
OG0000962	Prat.g_01379	Prbi.g_01614
OG0000963	Prat.g_01380	Prbi.g_01615
OG0000964	Prat.g_01382	Prbi.g_01617
OG0000965	Prat.g_01383	Prbi.g_01618
OG0000966	Prat.g_01384	Prbi.g_01619
OG0000967	Prat.g_01385	Prbi.g_01620
OG0000968	Prat.g_01386	Prbi.g_01621
OG0000969	Prat.g_01387	Prbi.g_01622
OG0000970	Prat.g_01388	Prbi.g_01623
OG0000971	Prat.g_01389	Prbi.g_01624
OG0000972	Prat.g_01390	Prbi.g_01625
OG0000973	Prat.g_01391	Prbi.g_01626
OG0000974	Prat.g_01393	Prbi.g_01628
OG0000975	Prat.g_01399	Prbi.g_01631
OG0000976	Prat.g_01403	Prbi.g_01633
OG0000977	Prat.g_01405	Prbi.g_01634
OG0000978	Prat.g_01407	Prbi.g_01635
OG0000979	Prat.g_01409	Prbi.g_01637
OG0000980	Prat.g_01410	Prbi.g_01638
OG0000981	Prat.g_01411	Prbi.g_01639
OG0000982	Prat.g_01412	Prbi.g_01640
OG0000983	Prat.g_01414	Prbi.g_01642
OG0000984	Prat.g_01415	Prbi.g_01643
OG0000985	Prat.g_01416	Prbi.g_01644
OG0000986	Prat.g_01417	Prbi.g_01645
OG0000987	Prat.g_01418	Prbi.g_01646
OG0000988	Prat.g_01420	Prbi.g_01647
OG0000989	Prat.g_01421	Prbi.g_01648
OG0000990	Prat.g_01422	Prbi.g_01649
OG0000991	Prat.g_01423	Prbi.g_01650
OG0000992	Prat.g_01424	Prbi.g_01651
OG0000993	Prat.g_01425	Prbi.g_01652
OG0000994	Prat.g_01426	Prbi.g_01653
OG0000995	Prat.g_01427	Prbi.g_01654
OG0000996	Prat.g_01428	Prbi.g_01655
OG0000997	Prat.g_01429	Prbi.g_01656
OG0000998	Prat.g_01430	Prbi.g_01657
OG0000999	Prat.g_01431	Prbi.g_01658
OG0001000	Prat.g_01432	Prbi.g_01659
OG0001001	Prat.g_01434	Prbi.g_01661
OG0001002	Prat.g_01435	Prbi.g_01662
OG0001003	Prat.g_01436	Prbi.g_01663
OG0001004	Prat.g_01437	Prbi.g_01664
OG0001005	Prat.g_01439	Prbi.g_01665
OG0001006	Prat.g_01440	Prbi.g_01666
OG0001007	Prat.g_01441	Prbi.g_01667
OG0001008	Prat.g_01443	Prbi.g_01669
OG0001009	Prat.g_01444	Prbi.g_01670
OG0001010	Prat.g_01502	Prbi.g_01678
OG0001011	Prat.g_01457	Prbi.g_01685
OG0001012	Prat.g_01022	Prbi.g_01711
OG0001013	Prat.g_01585	Prbi.g_01781
OG0001014	Prat.g_01586	Prbi.g_01782
OG0001015	Prat.g_01593	Prbi.g_01788
OG0001016	Prat.g_01594	Prbi.g_01789
OG0001017	Prat.g_01595	Prbi.g_01790
OG0001018	Prat.g_01596	Prbi.g_01791
OG0001019	Prat.g_01598	Prbi.g_01793
OG0001020	Prat.g_01599	Prbi.g_01794
OG0001021	Prat.g_01600	Prbi.g_01795
OG0001022	Prat.g_01601	Prbi.g_01796
OG0001023	Prat.g_01602	Prbi.g_01797
OG0001024	Prat.g_01603	Prbi.g_01798
OG0001025	Prat.g_01604	Prbi.g_01799
OG0001026	Prat.g_01605	Prbi.g_01801
OG0001027	Prat.g_01606	Prbi.g_01802
OG0001028	Prat.g_01607	Prbi.g_01803
OG0001029	Prat.g_01608	Prbi.g_01804
OG0001030	Prat.g_01609	Prbi.g_01805
OG0001031	Prat.g_01610	Prbi.g_01806
OG0001032	Prat.g_01611	Prbi.g_01807
OG0001033	Prat.g_01612	Prbi.g_01808
OG0001034	Prat.g_01613	Prbi.g_01809
OG0001035	Prat.g_01615	Prbi.g_01811
OG0001036	Prat.g_01616	Prbi.g_01812
OG0001037	Prat.g_01617	Prbi.g_01813
OG0001038	Prat.g_01618	Prbi.g_01814
OG0001039	Prat.g_01619	Prbi.g_01815
OG0001040	Prat.g_01621	Prbi.g_01816
OG0001041	Prat.g_01622	Prbi.g_01817
OG0001042	Prat.g_01623	Prbi.g_01818
OG0001043	Prat.g_01624	Prbi.g_01819
OG0001044	Prat.g_01625	Prbi.g_01820
OG0001045	Prat.g_01626	Prbi.g_01821
OG0001046	Prat.g_01627	Prbi.g_01822
OG0001047	Prat.g_01630	Prbi.g_01825
OG0001048	Prat.g_01632	Prbi.g_01827
OG0001049	Prat.g_01633	Prbi.g_01828
OG0001050	Prat.g_01634	Prbi.g_01829
OG0001051	Prat.g_01635	Prbi.g_01830
OG0001052	Prat.g_01636	Prbi.g_01831
OG0001053	Prat.g_01639	Prbi.g_01832
OG0001054	Prat.g_01641	Prbi.g_01834
OG0001055	Prat.g_01642	Prbi.g_01835
OG0001056	Prat.g_01643	Prbi.g_01836
OG0001057	Prat.g_01644	Prbi.g_01837
OG0001058	Prat.g_01645	Prbi.g_01838
OG0001059	Prat.g_01646	Prbi.g_01839
OG0001060	Prat.g_01647	Prbi.g_01840
OG0001061	Prat.g_01648	Prbi.g_01841
OG0001062	Prat.g_01649	Prbi.g_01842
OG0001063	Prat.g_01650	Prbi.g_01843
OG0001064	Prat.g_01652	Prbi.g_01845
OG0001065	Prat.g_01655	Prbi.g_01848
OG0001066	Prat.g_01657	Prbi.g_01849
OG0001067	Prat.g_01658	Prbi.g_01850
OG0001068	Prat.g_01661	Prbi.g_01852
OG0001069	Prat.g_01662	Prbi.g_01853
OG0001070	Prat.g_01663	Prbi.g_01854
OG0001071	Prat.g_01664	Prbi.g_01855
OG0001072	Prat.g_01665	Prbi.g_01856
OG0001073	Prat.g_01666	Prbi.g_01857
OG0001074	Prat.g_01667	Prbi.g_01858
OG0001075	Prat.g_01668	Prbi.g_01859
OG0001076	Prat.g_01669	Prbi.g_01860
OG0001077	Prat.g_01670	Prbi.g_01861
OG0001078	Prat.g_01671	Prbi.g_01863
OG0001079	Prat.g_01672	Prbi.g_01864
OG0001080	Prat.g_01673	Prbi.g_01865
OG0001081	Prat.g_01677	Prbi.g_01868
OG0001082	Prat.g_01678	Prbi.g_01869
OG0001083	Prat.g_01682	Prbi.g_01870
OG0001084	Prat.g_01680	Prbi.g_01872
OG0001085	Prat.g_01679	Prbi.g_01873
OG0001086	Prat.g_01676	Prbi.g_01874
OG0001087	Prat.g_01675	Prbi.g_01875
OG0001088	Prat.g_01674	Prbi.g_01876
OG0001089	Prat.g_01684	Prbi.g_01896
OG0001090	Prat.g_01686	Prbi.g_01898
OG0001091	Prat.g_01687	Prbi.g_01899
OG0001092	Prat.g_01688	Prbi.g_01900
OG0001093	Prat.g_01689	Prbi.g_01901
OG0001094	Prat.g_01690	Prbi.g_01902
OG0001095	Prat.g_01691	Prbi.g_01903
OG0001096	Prat.g_01692	Prbi.g_01904
OG0001097	Prat.g_01693	Prbi.g_01905
OG0001098	Prat.g_01694	Prbi.g_01906
OG0001099	Prat.g_01695	Prbi.g_01907
OG0001100	Prat.g_01696	Prbi.g_01908
OG0001101	Prat.g_01697	Prbi.g_01909
OG0001102	Prat.g_01698	Prbi.g_01910
OG0001103	Prat.g_01699	Prbi.g_01911
OG0001104	Prat.g_01700	Prbi.g_01912
OG0001105	Prat.g_01701	Prbi.g_01913
OG0001106	Prat.g_01702	Prbi.g_01914
OG0001107	Prat.g_01703	Prbi.g_01915
OG0001108	Prat.g_01704	Prbi.g_01916
OG0001109	Prat.g_01705	Prbi.g_01917
OG0001110	Prat.g_01706	Prbi.g_01918
OG0001111	Prat.g_01707	Prbi.g_01919
OG0001112	Prat.g_01708	Prbi.g_01920
OG0001113	Prat.g_01709	Prbi.g_01921
OG0001114	Prat.g_01710	Prbi.g_01922
OG0001115	Prat.g_01711	Prbi.g_01923
OG0001116	Prat.g_01712	Prbi.g_01924
OG0001117	Prat.g_01713	Prbi.g_01925
OG0001118	Prat.g_01714	Prbi.g_01926
OG0001119	Prat.g_01715	Prbi.g_01927
OG0001120	Prat.g_01327	Prbi.g_01928
OG0001121	Prat.g_01717	Prbi.g_01930
OG0001122	Prat.g_01718	Prbi.g_01931
OG0001123	Prat.g_01719	Prbi.g_01932
OG0001124	Prat.g_01721	Prbi.g_01934
