Orthogroup	Prat	Praa
OG0000590	Prat.g_00747	Praa.g_00673
OG0000591	Prat.g_00752	Praa.g_00679
OG0000592	Prat.g_00753	Praa.g_00680
OG0000593	Prat.g_00754	Praa.g_00681
OG0000594	Prat.g_00757	Praa.g_00683
OG0000595	Prat.g_00758	Praa.g_00684
OG0000596	Prat.g_00759	Praa.g_00685
OG0000597	Prat.g_00761	Praa.g_00687
OG0000598	Prat.g_00762	Praa.g_00688
OG0000599	Prat.g_00763	Praa.g_00689
OG0000600	Prat.g_00764	Praa.g_00690
OG0000601	Prat.g_00767	Praa.g_00692
OG0000602	Prat.g_00768	Praa.g_00693
OG0000603	Prat.g_00769	Praa.g_00694
OG0000604	Prat.g_00772	Praa.g_00695
OG0000605	Prat.g_00773	Praa.g_00696
OG0000606	Prat.g_00774	Praa.g_00697
OG0000607	Prat.g_00776	Praa.g_00699
OG0000608	Prat.g_00777	Praa.g_00700
OG0000609	Prat.g_01882	Praa.g_00704
OG0000610	Prat.g_00826	Praa.g_00705
OG0000611	Prat.g_00789	Praa.g_00712
OG0000612	Prat.g_00790	Praa.g_00713
OG0000613	Prat.g_00791	Praa.g_00714
OG0000614	Prat.g_00792	Praa.g_00715
OG0000615	Prat.g_00797	Praa.g_00717
OG0000616	Prat.g_00798	Praa.g_00718
OG0000617	Prat.g_00799	Praa.g_00719
OG0000618	Prat.g_00800	Praa.g_00720
OG0000619	Prat.g_00801	Praa.g_00721
OG0000620	Prat.g_00802	Praa.g_00722
OG0000621	Prat.g_00803	Praa.g_00723
OG0000622	Prat.g_00804	Praa.g_00724
OG0000623	Prat.g_00805	Praa.g_00725
OG0000624	Prat.g_00807	Praa.g_00726
OG0000625	Prat.g_00808	Praa.g_00727
OG0000626	Prat.g_00809	Praa.g_00728
OG0000627	Prat.g_00811	Praa.g_00729
OG0000628	Prat.g_00812	Praa.g_00730
OG0000629	Prat.g_00813	Praa.g_00731
OG0000630	Prat.g_00814	Praa.g_00732
OG0000631	Prat.g_00816	Praa.g_00734
OG0000632	Prat.g_00622	Praa.g_00747
OG0000633	Prat.g_01486	Praa.g_00751
OG0000634	Prat.g_01472	Praa.g_00764
OG0000635	Prat.g_00888	Praa.g_00766
OG0000636	Prat.g_00887	Praa.g_00767
OG0000637	Prat.g_00886	Praa.g_00768
OG0000638	Prat.g_00345	Praa.g_00780
OG0000639	Prat.g_00859	Praa.g_00789
OG0000640	Prat.g_00863	Praa.g_00791
OG0000641	Prat.g_00865	Praa.g_00794
OG0000642	Prat.g_00866	Praa.g_00795
OG0000643	Prat.g_00867	Praa.g_00796
OG0000644	Prat.g_01043	Praa.g_00797
OG0000645	Prat.g_01042	Praa.g_00798
OG0000646	Prat.g_01041	Praa.g_00799
OG0000647	Prat.g_01040	Praa.g_00800
OG0000648	Prat.g_01038	Praa.g_00802
OG0000649	Prat.g_01037	Praa.g_00803
OG0000650	Prat.g_01036	Praa.g_00804
OG0000651	Prat.g_01035	Praa.g_00805
OG0000652	Prat.g_01034	Praa.g_00806
OG0000653	Prat.g_01033	Praa.g_00807
OG0000654	Prat.g_01031	Praa.g_00809
OG0000655	Prat.g_01029	Praa.g_00812
OG0000656	Prat.g_01028	Praa.g_00813
OG0000657	Prat.g_01027	Praa.g_00814
OG0000658	Prat.g_01026	Praa.g_00815
OG0000659	Prat.g_01025	Praa.g_00816
OG0000660	Prat.g_01024	Praa.g_00817
OG0000661	Prat.g_01023	Praa.g_00818
OG0000662	Prat.g_01021	Praa.g_00819
OG0000663	Prat.g_01020	Praa.g_00820
OG0000664	Prat.g_01019	Praa.g_00821
OG0000665	Prat.g_01018	Praa.g_00822
OG0000666	Prat.g_01017	Praa.g_00823
OG0000667	Prat.g_01016	Praa.g_00824
OG0000668	Prat.g_01015	Praa.g_00825
OG0000669	Prat.g_01013	Praa.g_00827
OG0000670	Prat.g_01012	Praa.g_00828
OG0000671	Prat.g_01011	Praa.g_00829
OG0000672	Prat.g_01010	Praa.g_00830
OG0000673	Prat.g_01009	Praa.g_00831
OG0000674	Prat.g_01008	Praa.g_00832
OG0000675	Prat.g_01007	Praa.g_00834
OG0000676	Prat.g_01006	Praa.g_00835
OG0000677	Prat.g_01004	Praa.g_00838
OG0000678	Prat.g_01002	Praa.g_00840
OG0000679	Prat.g_01001	Praa.g_00841
OG0000680	Prat.g_01000	Praa.g_00842
OG0000681	Prat.g_00999	Praa.g_00843
OG0000682	Prat.g_00998	Praa.g_00844
OG0000683	Prat.g_00996	Praa.g_00846
OG0000684	Prat.g_00995	Praa.g_00847
OG0000685	Prat.g_00994	Praa.g_00848
OG0000686	Prat.g_00993	Praa.g_00849
OG0000687	Prat.g_00992	Praa.g_00850
OG0000688	Prat.g_00991	Praa.g_00851
OG0000689	Prat.g_00990	Praa.g_00852
OG0000690	Prat.g_00989	Praa.g_00853
OG0000691	Prat.g_00988	Praa.g_00854
OG0000692	Prat.g_00984	Praa.g_00856
OG0000693	Prat.g_00983	Praa.g_00857
OG0000694	Prat.g_00982	Praa.g_00858
OG0000695	Prat.g_00981	Praa.g_00859
OG0000696	Prat.g_00980	Praa.g_00860
OG0000697	Prat.g_00978	Praa.g_00862
OG0000698	Prat.g_00974	Praa.g_00864
OG0000699	Prat.g_00973	Praa.g_00865
OG0000700	Prat.g_00694	Praa.g_00892
OG0000701	Prat.g_00699	Praa.g_00896
OG0000702	Prat.g_00705	Praa.g_00899
OG0000703	Prat.g_00707	Praa.g_00900
OG0000704	Prat.g_00708	Praa.g_00901
OG0000705	Prat.g_00709	Praa.g_00902
OG0000706	Prat.g_00710	Praa.g_00903
OG0000707	Prat.g_00712	Praa.g_00904
OG0000708	Prat.g_00713	Praa.g_00905
OG0000709	Prat.g_00716	Praa.g_00907
OG0000710	Prat.g_00717	Praa.g_00908
OG0000711	Prat.g_00718	Praa.g_00909
OG0000712	Prat.g_00719	Praa.g_00910
OG0000713	Prat.g_00720	Praa.g_00911
OG0000714	Prat.g_00722	Praa.g_00913
OG0000715	Prat.g_00723	Praa.g_00914
OG0000716	Prat.g_00725	Praa.g_00916
OG0000717	Prat.g_00726	Praa.g_00917
OG0000718	Prat.g_00728	Praa.g_00918
OG0000719	Prat.g_00730	Praa.g_00920
OG0000720	Prat.g_00731	Praa.g_00921
OG0000721	Prat.g_00734	Praa.g_00923
OG0000722	Prat.g_00735	Praa.g_00924
OG0000723	Prat.g_00736	Praa.g_00925
OG0000724	Prat.g_00738	Praa.g_00926
OG0000725	Prat.g_00739	Praa.g_00927
OG0000726	Prat.g_00740	Praa.g_00928
OG0000727	Prat.g_00741	Praa.g_00929
OG0000728	Prat.g_00742	Praa.g_00930
OG0000729	Prat.g_00743	Praa.g_00931
OG0000730	Prat.g_01053	Praa.g_00932
OG0000731	Prat.g_01051	Praa.g_00933
OG0000732	Prat.g_01050	Praa.g_00934
OG0000733	Prat.g_01049	Praa.g_00935
OG0000734	Prat.g_01048	Praa.g_00936
OG0000735	Prat.g_01046	Praa.g_00938
OG0000736	Prat.g_01045	Praa.g_00939
OG0000737	Prat.g_01044	Praa.g_00940
OG0000738	Prat.g_00868	Praa.g_00941
OG0000739	Prat.g_00869	Praa.g_00942
OG0000740	Prat.g_00870	Praa.g_00943
OG0000741	Prat.g_00871	Praa.g_00944
OG0000742	Prat.g_00873	Praa.g_00946
OG0000743	Prat.g_00874	Praa.g_00947
OG0000744	Prat.g_00876	Praa.g_00948
OG0000745	Prat.g_00877	Praa.g_00949
OG0000746	Prat.g_00878	Praa.g_00950
OG0000747	Prat.g_00879	Praa.g_00951
OG0000748	Prat.g_00880	Praa.g_00952
OG0000749	Prat.g_00881	Praa.g_00953
OG0000750	Prat.g_00883	Praa.g_00954
OG0000751	Prat.g_00884	Praa.g_00955
OG0000752	Prat.g_00944	Praa.g_00956
OG0000753	Prat.g_00889	Praa.g_00958
OG0000754	Prat.g_00890	Praa.g_00959
OG0000755	Prat.g_00891	Praa.g_00960
OG0000756	Prat.g_00893	Praa.g_00961
OG0000757	Prat.g_00894	Praa.g_00962
OG0000758	Prat.g_00895	Praa.g_00963
OG0000759	Prat.g_00897	Praa.g_00965
OG0000760	Prat.g_00898	Praa.g_00966
OG0000761	Prat.g_00899	Praa.g_00967
OG0000762	Prat.g_00901	Praa.g_00969
OG0000763	Prat.g_00902	Praa.g_00970
OG0000764	Prat.g_00903	Praa.g_00971
OG0000765	Prat.g_00904	Praa.g_00972
OG0000766	Prat.g_00905	Praa.g_00973
OG0000767	Prat.g_00907	Praa.g_00975
OG0000768	Prat.g_00908	Praa.g_00976
OG0000769	Prat.g_00909	Praa.g_00977
OG0000770	Prat.g_00910	Praa.g_00978
OG0000771	Prat.g_00911	Praa.g_00979
OG0000772	Prat.g_00912	Praa.g_00980
OG0000773	Prat.g_00913	Praa.g_00981
OG0000774	Prat.g_00914	Praa.g_00982
OG0000775	Prat.g_00915	Praa.g_00983
OG0000776	Prat.g_00916	Praa.g_00985
OG0000777	Prat.g_00917	Praa.g_00987
OG0000778	Prat.g_00918	Praa.g_00988
OG0000779	Prat.g_00919	Praa.g_00989
OG0000780	Prat.g_00921	Praa.g_00991
OG0000781	Prat.g_00923	Praa.g_00993
OG0000782	Prat.g_00924	Praa.g_00994
OG0000783	Prat.g_00929	Praa.g_01008
OG0000784	Prat.g_00931	Praa.g_01010
OG0000785	Prat.g_00932	Praa.g_01011
OG0000786	Prat.g_00933	Praa.g_01012
OG0000787	Prat.g_00934	Praa.g_01013
OG0000788	Prat.g_00939	Praa.g_01017
OG0000789	Prat.g_00942	Praa.g_01019
OG0000790	Prat.g_00943	Praa.g_01020
OG0000791	Prat.g_00946	Praa.g_01021
OG0000792	Prat.g_00947	Praa.g_01022
OG0000793	Prat.g_00948	Praa.g_01023
OG0000794	Prat.g_00951	Praa.g_01025
OG0000795	Prat.g_00955	Praa.g_01028
OG0000796	Prat.g_00956	Praa.g_01029
OG0000797	Prat.g_00957	Praa.g_01031
OG0000798	Prat.g_00958	Praa.g_01032
OG0000799	Prat.g_00959	Praa.g_01033
OG0000800	Prat.g_00960	Praa.g_01034
OG0000801	Prat.g_00963	Praa.g_01037
OG0000802	Prat.g_00964	Praa.g_01038
OG0000803	Prat.g_00966	Praa.g_01040
OG0000804	Prat.g_00967	Praa.g_01041
OG0000805	Prat.g_00968	Praa.g_01042
OG0000806	Prat.g_00970	Praa.g_01044
OG0000807	Prat.g_01204	Praa.g_01070
OG0000808	Prat.g_01479	Praa.g_01080
OG0000809	Prat.g_01197	Praa.g_01083
OG0000810	Prat.g_01480	Praa.g_01084
OG0000811	Prat.g_01214	Praa.g_01091
OG0000812	Prat.g_01199	Praa.g_01095
OG0000813	Prat.g_00354	Praa.g_01099
OG0000814	Prat.g_01373	Praa.g_01101
OG0000815	Prat.g_01211	Praa.g_01115
OG0000816	Prat.g_01560	Praa.g_01128
OG0000817	Prat.g_01559	Praa.g_01129
OG0000818	Prat.g_01175	Praa.g_01134
OG0000819	Prat.g_01177	Praa.g_01141
OG0000820	Prat.g_01171	Praa.g_01145
OG0000821	Prat.g_01169	Praa.g_01147
OG0000822	Prat.g_01168	Praa.g_01148
OG0000823	Prat.g_01167	Praa.g_01149
OG0000824	Prat.g_01166	Praa.g_01150
OG0000825	Prat.g_01165	Praa.g_01151
OG0000826	Prat.g_01164	Praa.g_01152
OG0000827	Prat.g_01163	Praa.g_01153
OG0000828	Prat.g_01162	Praa.g_01154
OG0000829	Prat.g_01161	Praa.g_01155
OG0000830	Prat.g_01159	Praa.g_01156
OG0000831	Prat.g_01157	Praa.g_01158
OG0000832	Prat.g_01155	Praa.g_01160
OG0000833	Prat.g_01154	Praa.g_01161
OG0000834	Prat.g_01153	Praa.g_01162
OG0000835	Prat.g_01152	Praa.g_01163
OG0000836	Prat.g_01151	Praa.g_01164
OG0000837	Prat.g_01148	Praa.g_01166
OG0000838	Prat.g_01147	Praa.g_01167
OG0000839	Prat.g_01146	Praa.g_01168
OG0000840	Prat.g_01145	Praa.g_01169
OG0000841	Prat.g_01144	Praa.g_01170
OG0000842	Prat.g_01142	Praa.g_01171
OG0000843	Prat.g_01141	Praa.g_01172
OG0000844	Prat.g_01140	Praa.g_01173
OG0000845	Prat.g_01139	Praa.g_01174
OG0000846	Prat.g_01136	Praa.g_01177
OG0000847	Prat.g_01135	Praa.g_01179
OG0000848	Prat.g_01134	Praa.g_01180
OG0000849	Prat.g_01131	Praa.g_01181
OG0000850	Prat.g_01130	Praa.g_01182
OG0000851	Prat.g_01128	Praa.g_01183
OG0000852	Prat.g_01126	Praa.g_01185
OG0000853	Prat.g_01124	Praa.g_01186
OG0000854	Prat.g_01123	Praa.g_01188
OG0000855	Prat.g_01122	Praa.g_01189
OG0000856	Prat.g_01121	Praa.g_01190
OG0000857	Prat.g_01120	Praa.g_01191
OG0000858	Prat.g_01119	Praa.g_01192
OG0000859	Prat.g_01118	Praa.g_01193
OG0000860	Prat.g_01117	Praa.g_01194
OG0000861	Prat.g_01116	Praa.g_01195
OG0000862	Prat.g_01115	Praa.g_01196
OG0000863	Prat.g_01114	Praa.g_01197
OG0000864	Prat.g_01113	Praa.g_01198
OG0000865	Prat.g_01112	Praa.g_01199
OG0000866	Prat.g_01111	Praa.g_01200
OG0000867	Prat.g_01110	Praa.g_01201
OG0000868	Prat.g_01108	Praa.g_01202
OG0000869	Prat.g_01106	Praa.g_01204
OG0000870	Prat.g_01105	Praa.g_01205
OG0000871	Prat.g_01104	Praa.g_01207
OG0000872	Prat.g_01103	Praa.g_01208
OG0000873	Prat.g_01101	Praa.g_01210
OG0000874	Prat.g_01100	Praa.g_01211
OG0000875	Prat.g_01099	Praa.g_01212
OG0000876	Prat.g_01098	Praa.g_01213
OG0000877	Prat.g_00594	Praa.g_01215
OG0000878	Prat.g_00626	Praa.g_01290
OG0000879	Prat.g_01238	Praa.g_01307
OG0000880	Prat.g_01239	Praa.g_01308
OG0000881	Prat.g_01240	Praa.g_01309
OG0000882	Prat.g_01241	Praa.g_01310
OG0000883	Prat.g_01242	Praa.g_01311
OG0000884	Prat.g_01244	Praa.g_01313
OG0000885	Prat.g_01245	Praa.g_01314
OG0000886	Prat.g_01246	Praa.g_01315
OG0000887	Prat.g_01247	Praa.g_01316
OG0000888	Prat.g_01248	Praa.g_01317
OG0000889	Prat.g_01251	Praa.g_01320
OG0000890	Prat.g_01252	Praa.g_01321
OG0000891	Prat.g_01253	Praa.g_01322
OG0000892	Prat.g_01255	Praa.g_01324
OG0000893	Prat.g_01256	Praa.g_01325
OG0000894	Prat.g_01257	Praa.g_01326
OG0000895	Prat.g_01258	Praa.g_01327
OG0000896	Prat.g_01259	Praa.g_01328
OG0000897	Prat.g_01260	Praa.g_01329
OG0000898	Prat.g_01263	Praa.g_01331
OG0000899	Prat.g_01264	Praa.g_01332
OG0000900	Prat.g_01282	Praa.g_01348
OG0000901	Prat.g_01287	Praa.g_01352
OG0000902	Prat.g_01471	Praa.g_01353
OG0000903	Prat.g_01178	Praa.g_01354
OG0000904	Prat.g_01455	Praa.g_01356
OG0000905	Prat.g_01200	Praa.g_01358
OG0000906	Prat.g_01181	Praa.g_01360
OG0000907	Prat.g_00976	Praa.g_01361
OG0000908	Prat.g_01228	Praa.g_01364
OG0000909	Prat.g_01293	Praa.g_01368
OG0000910	Prat.g_01294	Praa.g_01369
OG0000911	Prat.g_01295	Praa.g_01370
OG0000912	Prat.g_01296	Praa.g_01371
OG0000913	Prat.g_01297	Praa.g_01372
OG0000914	Prat.g_01298	Praa.g_01373
OG0000915	Prat.g_01299	Praa.g_01374
OG0000916	Prat.g_01300	Praa.g_01375
OG0000917	Prat.g_01301	Praa.g_01376
OG0000918	Prat.g_01302	Praa.g_01377
OG0000919	Prat.g_01303	Praa.g_01378
OG0000920	Prat.g_01304	Praa.g_01379
OG0000921	Prat.g_01305	Praa.g_01380
OG0000922	Prat.g_01306	Praa.g_01381
OG0000923	Prat.g_01307	Praa.g_01382
OG0000924	Prat.g_01308	Praa.g_01383
OG0000925	Prat.g_01309	Praa.g_01384
OG0000926	Prat.g_01769	Praa.g_01395
OG0000927	Prat.g_01333	Praa.g_01458
OG0000928	Prat.g_01334	Praa.g_01459
OG0000929	Prat.g_01335	Praa.g_01460
OG0000930	Prat.g_01336	Praa.g_01461
OG0000931	Prat.g_01337	Praa.g_01462
OG0000932	Prat.g_01339	Praa.g_01464
OG0000933	Prat.g_01340	Praa.g_01465
OG0000934	Prat.g_01341	Praa.g_01466
OG0000935	Prat.g_01342	Praa.g_01467
OG0000936	Prat.g_01343	Praa.g_01468
OG0000937	Prat.g_01344	Praa.g_01469
OG0000938	Prat.g_01345	Praa.g_01470
OG0000939	Prat.g_01346	Praa.g_01471
OG0000940	Prat.g_01348	Praa.g_01472
OG0000941	Prat.g_01350	Praa.g_01474
OG0000942	Prat.g_01351	Praa.g_01475
OG0000943	Prat.g_01355	Praa.g_01478
OG0000944	Prat.g_01356	Praa.g_01479
OG0000945	Prat.g_01357	Praa.g_01480
OG0000946	Prat.g_01358	Praa.g_01481
OG0000947	Prat.g_01359	Praa.g_01482
OG0000948	Prat.g_01360	Praa.g_01483
OG0000949	Prat.g_01361	Praa.g_01484
OG0000950	Prat.g_01362	Praa.g_01485
OG0000951	Prat.g_01363	Praa.g_01486
OG0000952	Prat.g_01364	Praa.g_01487
OG0000953	Prat.g_01365	Praa.g_01488
OG0000954	Prat.g_01366	Praa.g_01489
OG0000955	Prat.g_01367	Praa.g_01490
OG0000956	Prat.g_01368	Praa.g_01491
OG0000957	Prat.g_01369	Praa.g_01492
OG0000958	Prat.g_01370	Praa.g_01493
OG0000959	Prat.g_01371	Praa.g_01494
OG0000960	Prat.g_01372	Praa.g_01495
OG0000961	Prat.g_01378	Praa.g_01499
OG0000962	Prat.g_01379	Praa.g_01500
OG0000963	Prat.g_01380	Praa.g_01501
OG0000964	Prat.g_01382	Praa.g_01503
OG0000965	Prat.g_01383	Praa.g_01504
OG0000966	Prat.g_01384	Praa.g_01505
OG0000967	Prat.g_01385	Praa.g_01506
OG0000968	Prat.g_01386	Praa.g_01507
OG0000969	Prat.g_01387	Praa.g_01508
OG0000970	Prat.g_01388	Praa.g_01509
OG0000971	Prat.g_01389	Praa.g_01510
OG0000972	Prat.g_01390	Praa.g_01511
OG0000973	Prat.g_01391	Praa.g_01512
OG0000974	Prat.g_01393	Praa.g_01514
OG0000975	Prat.g_01399	Praa.g_01517
OG0000976	Prat.g_01403	Praa.g_01519
OG0000977	Prat.g_01405	Praa.g_01520
OG0000978	Prat.g_01407	Praa.g_01521
OG0000979	Prat.g_01409	Praa.g_01523
OG0000980	Prat.g_01410	Praa.g_01524
OG0000981	Prat.g_01411	Praa.g_01525
OG0000982	Prat.g_01412	Praa.g_01526
OG0000983	Prat.g_01414	Praa.g_01528
OG0000984	Prat.g_01415	Praa.g_01529
OG0000985	Prat.g_01416	Praa.g_01530
OG0000986	Prat.g_01417	Praa.g_01531
OG0000987	Prat.g_01418	Praa.g_01532
OG0000988	Prat.g_01420	Praa.g_01533
OG0000989	Prat.g_01421	Praa.g_01534
OG0000990	Prat.g_01422	Praa.g_01535
OG0000991	Prat.g_01423	Praa.g_01536
OG0000992	Prat.g_01424	Praa.g_01537
OG0000993	Prat.g_01425	Praa.g_01538
OG0000994	Prat.g_01426	Praa.g_01539
OG0000995	Prat.g_01427	Praa.g_01541
OG0000996	Prat.g_01428	Praa.g_01542
OG0000997	Prat.g_01429	Praa.g_01543
OG0000998	Prat.g_01430	Praa.g_01544
OG0000999	Prat.g_01431	Praa.g_01545
OG0001000	Prat.g_01432	Praa.g_01546
OG0001001	Prat.g_01434	Praa.g_01548
OG0001002	Prat.g_01435	Praa.g_01549
OG0001003	Prat.g_01436	Praa.g_01550
OG0001004	Prat.g_01437	Praa.g_01551
OG0001005	Prat.g_01439	Praa.g_01552
OG0001006	Prat.g_01440	Praa.g_01553
OG0001007	Prat.g_01441	Praa.g_01554
OG0001008	Prat.g_01443	Praa.g_01556
OG0001009	Prat.g_01444	Praa.g_01557
OG0001010	Prat.g_01502	Praa.g_01565
OG0001011	Prat.g_01457	Praa.g_01572
OG0001012	Prat.g_01022	Praa.g_01600
OG0001013	Prat.g_01585	Praa.g_01629
OG0001014	Prat.g_01586	Praa.g_01630
OG0001015	Prat.g_01593	Praa.g_01636
OG0001016	Prat.g_01594	Praa.g_01637
OG0001017	Prat.g_01595	Praa.g_01638
OG0001018	Prat.g_01596	Praa.g_01639
OG0001019	Prat.g_01598	Praa.g_01641
OG0001020	Prat.g_01599	Praa.g_01642
OG0001021	Prat.g_01600	Praa.g_01643
OG0001022	Prat.g_01601	Praa.g_01644
OG0001023	Prat.g_01602	Praa.g_01645
OG0001024	Prat.g_01603	Praa.g_01646
OG0001025	Prat.g_01604	Praa.g_01647
OG0001026	Prat.g_01605	Praa.g_01649
OG0001027	Prat.g_01606	Praa.g_01650
OG0001028	Prat.g_01607	Praa.g_01651
OG0001029	Prat.g_01608	Praa.g_01652
OG0001030	Prat.g_01609	Praa.g_01653
OG0001031	Prat.g_01610	Praa.g_01654
OG0001032	Prat.g_01611	Praa.g_01655
OG0001033	Prat.g_01612	Praa.g_01656
OG0001034	Prat.g_01613	Praa.g_01657
OG0001035	Prat.g_01615	Praa.g_01659
OG0001036	Prat.g_01616	Praa.g_01660
OG0001037	Prat.g_01617	Praa.g_01661
OG0001038	Prat.g_01618	Praa.g_01662
OG0001039	Prat.g_01619	Praa.g_01663
OG0001040	Prat.g_01621	Praa.g_01665
OG0001041	Prat.g_01622	Praa.g_01666
OG0001042	Prat.g_01623	Praa.g_01667
OG0001043	Prat.g_01624	Praa.g_01668
OG0001044	Prat.g_01625	Praa.g_01669
OG0001045	Prat.g_01626	Praa.g_01670
OG0001046	Prat.g_01627	Praa.g_01671
OG0001047	Prat.g_01630	Praa.g_01674
OG0001048	Prat.g_01632	Praa.g_01676
OG0001049	Prat.g_01633	Praa.g_01677
OG0001050	Prat.g_01634	Praa.g_01678
OG0001051	Prat.g_01635	Praa.g_01679
OG0001052	Prat.g_01636	Praa.g_01680
OG0001053	Prat.g_01639	Praa.g_01682
OG0001054	Prat.g_01641	Praa.g_01684
OG0001055	Prat.g_01642	Praa.g_01685
OG0001056	Prat.g_01643	Praa.g_01686
OG0001057	Prat.g_01644	Praa.g_01687
OG0001058	Prat.g_01645	Praa.g_01688
OG0001059	Prat.g_01646	Praa.g_01689
OG0001060	Prat.g_01647	Praa.g_01690
OG0001061	Prat.g_01648	Praa.g_01691
OG0001062	Prat.g_01649	Praa.g_01692
OG0001063	Prat.g_01650	Praa.g_01693
OG0001064	Prat.g_01652	Praa.g_01695
OG0001065	Prat.g_01655	Praa.g_01699
OG0001066	Prat.g_01657	Praa.g_01700
OG0001067	Prat.g_01658	Praa.g_01701
OG0001068	Prat.g_01661	Praa.g_01703
OG0001069	Prat.g_01662	Praa.g_01704
OG0001070	Prat.g_01663	Praa.g_01705
OG0001071	Prat.g_01664	Praa.g_01706
OG0001072	Prat.g_01665	Praa.g_01707
OG0001073	Prat.g_01666	Praa.g_01708
OG0001074	Prat.g_01667	Praa.g_01709
OG0001075	Prat.g_01668	Praa.g_01710
OG0001076	Prat.g_01669	Praa.g_01711
OG0001077	Prat.g_01670	Praa.g_01712
OG0001078	Prat.g_01671	Praa.g_01713
OG0001079	Prat.g_01672	Praa.g_01714
OG0001080	Prat.g_01673	Praa.g_01715
OG0001081	Prat.g_01677	Praa.g_01718
OG0001082	Prat.g_01678	Praa.g_01719
OG0001083	Prat.g_01682	Praa.g_01720
OG0001084	Prat.g_01680	Praa.g_01722
OG0001085	Prat.g_01679	Praa.g_01723
OG0001086	Prat.g_01676	Praa.g_01724
OG0001087	Prat.g_01675	Praa.g_01725
OG0001088	Prat.g_01674	Praa.g_01726
OG0001089	Prat.g_01684	Praa.g_01733
OG0001090	Prat.g_01686	Praa.g_01735
OG0001091	Prat.g_01687	Praa.g_01736
OG0001092	Prat.g_01688	Praa.g_01737
OG0001093	Prat.g_01689	Praa.g_01738
OG0001094	Prat.g_01690	Praa.g_01739
OG0001095	Prat.g_01691	Praa.g_01740
OG0001096	Prat.g_01692	Praa.g_01741
OG0001097	Prat.g_01693	Praa.g_01742
OG0001098	Prat.g_01694	Praa.g_01743
OG0001099	Prat.g_01695	Praa.g_01744
OG0001100	Prat.g_01696	Praa.g_01745
OG0001101	Prat.g_01697	Praa.g_01746
OG0001102	Prat.g_01698	Praa.g_01747
OG0001103	Prat.g_01699	Praa.g_01748
OG0001104	Prat.g_01700	Praa.g_01749
OG0001105	Prat.g_01701	Praa.g_01750
OG0001106	Prat.g_01702	Praa.g_01751
OG0001107	Prat.g_01703	Praa.g_01752
OG0001108	Prat.g_01704	Praa.g_01753
OG0001109	Prat.g_01705	Praa.g_01754
OG0001110	Prat.g_01706	Praa.g_01755
OG0001111	Prat.g_01707	Praa.g_01756
OG0001112	Prat.g_01708	Praa.g_01757
OG0001113	Prat.g_01709	Praa.g_01758
OG0001114	Prat.g_01710	Praa.g_01759
OG0001115	Prat.g_01711	Praa.g_01760
OG0001116	Prat.g_01712	Praa.g_01761
OG0001117	Prat.g_01713	Praa.g_01762
OG0001118	Prat.g_01714	Praa.g_01763
OG0001119	Prat.g_01715	Praa.g_01764
OG0001120	Prat.g_01327	Praa.g_01765
OG0001121	Prat.g_01717	Praa.g_01767
OG0001122	Prat.g_01718	Praa.g_01768
OG0001123	Prat.g_01719	Praa.g_01769
OG0001124	Prat.g_01721	Praa.g_01771
OG0001125	Prat.g_01723	Praa.g_01773
OG0001126	Prat.g_01724	Praa.g_01774
OG0001127	Prat.g_01727	Praa.g_01776
OG0001128	Prat.g_01728	Praa.g_01777
OG0001129	Prat.g_01729	Praa.g_01778
OG0001130	Prat.g_01732	Praa.g_01781
OG0001131	Prat.g_01733	Praa.g_01782
OG0001132	Prat.g_01734	Praa.g_01783
OG0001133	Prat.g_01735	Praa.g_01784
OG0001134	Prat.g_01736	Praa.g_01785
OG0001135	Prat.g_01737	Praa.g_01786
OG0001136	Prat.g_01738	Praa.g_01787
OG0001137	Prat.g_01739	Praa.g_01788
OG0001138	Prat.g_01740	Praa.g_01789
OG0001139	Prat.g_01742	Praa.g_01790
OG0001140	Prat.g_01744	Praa.g_01791
OG0001141	Prat.g_01745	Praa.g_01792
OG0001142	Prat.g_01748	Praa.g_01796
OG0001143	Prat.g_01749	Praa.g_01797
OG0001144	Prat.g_01750	Praa.g_01798
OG0001145	Prat.g_01751	Praa.g_01799
OG0001146	Prat.g_01752	Praa.g_01800
OG0001147	Prat.g_01753	Praa.g_01801
OG0001148	Prat.g_01754	Praa.g_01802
OG0001149	Prat.g_01756	Praa.g_01804
OG0001150	Prat.g_01757	Praa.g_01805
OG0001151	Prat.g_01760	Praa.g_01807
OG0001152	Prat.g_01761	Praa.g_01808
OG0001153	Prat.g_01762	Praa.g_01809
OG0001154	Prat.g_01764	Praa.g_01811
OG0001155	Prat.g_01766	Praa.g_01813
OG0001156	Prat.g_01768	Praa.g_01815
OG0001157	Prat.g_01770	Praa.g_01816
OG0001158	Prat.g_01772	Praa.g_01818
OG0001159	Prat.g_01773	Praa.g_01819
OG0001160	Prat.g_01775	Praa.g_01820
OG0001161	Prat.g_01776	Praa.g_01821
OG0001162	Prat.g_01777	Praa.g_01822
OG0001163	Prat.g_01778	Praa.g_01823
OG0001164	Prat.g_01779	Praa.g_01824
OG0001165	Prat.g_01780	Praa.g_01825
OG0001166	Prat.g_01781	Praa.g_01826
OG0001167	Prat.g_01783	Praa.g_01827
OG0001168	Prat.g_01784	Praa.g_01828
OG0001169	Prat.g_01785	Praa.g_01829
OG0001170	Prat.g_01786	Praa.g_01830
OG0001171	Prat.g_01787	Praa.g_01831
