Orthogroup	Prai	Prbe
OG0000563	Prai.g_00670	Prbe.g_01478
OG0000564	Prai.g_00671	Prbe.g_01477
OG0000565	Prai.g_00672	Prbe.g_01476
OG0000566	Prai.g_00673	Prbe.g_01475
OG0000567	Prai.g_00674	Prbe.g_01474
OG0000568	Prai.g_00675	Prbe.g_01473
OG0000569	Prai.g_00676	Prbe.g_01472
OG0000570	Prai.g_00677	Prbe.g_01471
OG0000571	Prai.g_00678	Prbe.g_01470
OG0000572	Prai.g_00679	Prbe.g_01469
OG0000573	Prai.g_00682	Prbe.g_01466
OG0000574	Prai.g_00683	Prbe.g_01465
OG0000575	Prai.g_00684	Prbe.g_01464
OG0000576	Prai.g_00685	Prbe.g_01463
OG0000577	Prai.g_00686	Prbe.g_01462
OG0000578	Prai.g_00687	Prbe.g_01461
OG0000579	Prai.g_00688	Prbe.g_01460
OG0000580	Prai.g_00689	Prbe.g_01459
OG0000581	Prai.g_00690	Prbe.g_01458
OG0000582	Prai.g_00691	Prbe.g_01457
OG0000583	Prai.g_00692	Prbe.g_01456
OG0000584	Prai.g_00693	Prbe.g_01454
OG0000585	Prai.g_00694	Prbe.g_01453
OG0000586	Prai.g_00696	Prbe.g_01451
OG0000587	Prai.g_00697	Prbe.g_01450
OG0000588	Prai.g_00699	Prbe.g_00444
OG0000589	Prai.g_00700	Prbe.g_00445
OG0000590	Prai.g_00702	Prbe.g_00447
OG0000591	Prai.g_00708	Prbe.g_00453
OG0000592	Prai.g_00709	Prbe.g_00454
OG0000593	Prai.g_00710	Prbe.g_00455
OG0000594	Prai.g_00712	Prbe.g_00458
OG0000595	Prai.g_00713	Prbe.g_00459
OG0000596	Prai.g_00714	Prbe.g_00460
OG0000597	Prai.g_00716	Prbe.g_00462
OG0000598	Prai.g_00717	Prbe.g_00463
OG0000599	Prai.g_00718	Prbe.g_00464
OG0000600	Prai.g_00719	Prbe.g_00465
OG0000601	Prai.g_00721	Prbe.g_00468
OG0000602	Prai.g_00722	Prbe.g_01199
OG0000603	Prai.g_00723	Prbe.g_01200
OG0000604	Prai.g_00724	Prbe.g_01203
OG0000605	Prai.g_00725	Prbe.g_01204
OG0000606	Prai.g_00726	Prbe.g_01205
OG0000607	Prai.g_00728	Prbe.g_01207
OG0000608	Prai.g_00729	Prbe.g_01209
OG0000609	Prai.g_00732	Prbe.g_01197
OG0000610	Prai.g_00733	Prbe.g_00403
OG0000611	Prai.g_00749	Prbe.g_01215
OG0000612	Prai.g_00750	Prbe.g_01216
OG0000613	Prai.g_00751	Prbe.g_01437
OG0000614	Prai.g_00752	Prbe.g_01436
OG0000615	Prai.g_00754	Prbe.g_01434
OG0000616	Prai.g_00755	Prbe.g_01433
OG0000617	Prai.g_00756	Prbe.g_01432
OG0000618	Prai.g_00757	Prbe.g_01431
OG0000619	Prai.g_00758	Prbe.g_01430
OG0000620	Prai.g_00759	Prbe.g_01429
OG0000621	Prai.g_00760	Prbe.g_01428
OG0000622	Prai.g_00761	Prbe.g_01427
OG0000623	Prai.g_00762	Prbe.g_01426
OG0000624	Prai.g_00763	Prbe.g_01424
OG0000625	Prai.g_00764	Prbe.g_01423
OG0000626	Prai.g_00765	Prbe.g_01422
OG0000627	Prai.g_00766	Prbe.g_01421
OG0000628	Prai.g_00767	Prbe.g_01420
OG0000629	Prai.g_00768	Prbe.g_01419
OG0000630	Prai.g_00769	Prbe.g_01418
OG0000631	Prai.g_00771	Prbe.g_01416
OG0000632	Prai.g_00899	Prbe.g_01415
OG0000633	Prai.g_00894	Prbe.g_00055
OG0000634	Prai.g_00883	Prbe.g_00909
OG0000635	Prai.g_00882	Prbe.g_00487
OG0000636	Prai.g_00881	Prbe.g_00488
OG0000637	Prai.g_00880	Prbe.g_00489
OG0000638	Prai.g_00869	Prbe.g_01889
OG0000639	Prai.g_00860	Prbe.g_01317
OG0000640	Prai.g_00858	Prbe.g_01321
OG0000641	Prai.g_00857	Prbe.g_01323
OG0000642	Prai.g_00856	Prbe.g_01324
OG0000643	Prai.g_00855	Prbe.g_01325
OG0000644	Prai.g_00854	Prbe.g_01438
OG0000645	Prai.g_00853	Prbe.g_01217
OG0000646	Prai.g_00852	Prbe.g_01218
OG0000647	Prai.g_00851	Prbe.g_01219
OG0000648	Prai.g_00849	Prbe.g_01221
OG0000649	Prai.g_00848	Prbe.g_01222
OG0000650	Prai.g_00847	Prbe.g_01223
OG0000651	Prai.g_00846	Prbe.g_01224
OG0000652	Prai.g_00845	Prbe.g_01225
OG0000653	Prai.g_00844	Prbe.g_01226
OG0000654	Prai.g_00842	Prbe.g_01228
OG0000655	Prai.g_00839	Prbe.g_01230
OG0000656	Prai.g_00838	Prbe.g_01231
OG0000657	Prai.g_00837	Prbe.g_01232
OG0000658	Prai.g_00836	Prbe.g_01233
OG0000659	Prai.g_00835	Prbe.g_01234
OG0000660	Prai.g_00834	Prbe.g_01235
OG0000661	Prai.g_00833	Prbe.g_01236
OG0000662	Prai.g_00832	Prbe.g_01238
OG0000663	Prai.g_00831	Prbe.g_01239
OG0000664	Prai.g_00830	Prbe.g_01240
OG0000665	Prai.g_00829	Prbe.g_01241
OG0000666	Prai.g_00828	Prbe.g_01242
OG0000667	Prai.g_00827	Prbe.g_01243
OG0000668	Prai.g_00826	Prbe.g_01244
OG0000669	Prai.g_00824	Prbe.g_01246
OG0000670	Prai.g_00823	Prbe.g_01247
OG0000671	Prai.g_00822	Prbe.g_01248
OG0000672	Prai.g_00821	Prbe.g_01249
OG0000673	Prai.g_00820	Prbe.g_01250
OG0000674	Prai.g_00819	Prbe.g_01251
OG0000675	Prai.g_00817	Prbe.g_01253
OG0000676	Prai.g_00816	Prbe.g_01254
OG0000677	Prai.g_00813	Prbe.g_01257
OG0000678	Prai.g_00811	Prbe.g_01259
OG0000679	Prai.g_00810	Prbe.g_01261
OG0000680	Prai.g_00809	Prbe.g_01262
OG0000681	Prai.g_00808	Prbe.g_01263
OG0000682	Prai.g_00807	Prbe.g_01264
OG0000683	Prai.g_00805	Prbe.g_01266
OG0000684	Prai.g_00804	Prbe.g_01267
OG0000685	Prai.g_00803	Prbe.g_01268
OG0000686	Prai.g_00802	Prbe.g_01269
OG0000687	Prai.g_00801	Prbe.g_01270
OG0000688	Prai.g_00800	Prbe.g_01271
OG0000689	Prai.g_00799	Prbe.g_01272
OG0000690	Prai.g_00798	Prbe.g_01273
OG0000691	Prai.g_00797	Prbe.g_01274
OG0000692	Prai.g_00795	Prbe.g_01278
OG0000693	Prai.g_00794	Prbe.g_01279
OG0000694	Prai.g_00793	Prbe.g_01280
OG0000695	Prai.g_00792	Prbe.g_01281
OG0000696	Prai.g_00791	Prbe.g_01282
OG0000697	Prai.g_00789	Prbe.g_01284
OG0000698	Prai.g_00787	Prbe.g_01288
OG0000699	Prai.g_00786	Prbe.g_01289
OG0000700	Prai.g_01060	Prbe.g_00105
OG0000701	Prai.g_01057	Prbe.g_00110
OG0000702	Prai.g_01054	Prbe.g_00406
OG0000703	Prai.g_01053	Prbe.g_00408
OG0000704	Prai.g_01052	Prbe.g_00409
OG0000705	Prai.g_01051	Prbe.g_00411
OG0000706	Prai.g_01050	Prbe.g_00412
OG0000707	Prai.g_01049	Prbe.g_00414
OG0000708	Prai.g_01048	Prbe.g_00415
OG0000709	Prai.g_01046	Prbe.g_00417
OG0000710	Prai.g_01045	Prbe.g_00418
OG0000711	Prai.g_01044	Prbe.g_00419
OG0000712	Prai.g_01043	Prbe.g_00420
OG0000713	Prai.g_01042	Prbe.g_00421
OG0000714	Prai.g_01040	Prbe.g_00423
OG0000715	Prai.g_01039	Prbe.g_00424
OG0000716	Prai.g_01037	Prbe.g_00426
OG0000717	Prai.g_01036	Prbe.g_00427
OG0000718	Prai.g_01035	Prbe.g_00428
OG0000719	Prai.g_01033	Prbe.g_00430
OG0000720	Prai.g_01032	Prbe.g_00431
OG0000721	Prai.g_01030	Prbe.g_00434
OG0000722	Prai.g_01029	Prbe.g_00435
OG0000723	Prai.g_01028	Prbe.g_00436
OG0000724	Prai.g_01027	Prbe.g_00438
OG0000725	Prai.g_01026	Prbe.g_00439
OG0000726	Prai.g_01025	Prbe.g_00440
OG0000727	Prai.g_01024	Prbe.g_00441
OG0000728	Prai.g_01023	Prbe.g_00442
OG0000729	Prai.g_01022	Prbe.g_00443
OG0000730	Prai.g_01021	Prbe.g_01448
OG0000731	Prai.g_01020	Prbe.g_01446
OG0000732	Prai.g_01019	Prbe.g_01445
OG0000733	Prai.g_01018	Prbe.g_01444
OG0000734	Prai.g_01017	Prbe.g_01443
OG0000735	Prai.g_01015	Prbe.g_01441
OG0000736	Prai.g_01014	Prbe.g_01440
OG0000737	Prai.g_01013	Prbe.g_01439
OG0000738	Prai.g_01012	Prbe.g_01326
OG0000739	Prai.g_01011	Prbe.g_01327
OG0000740	Prai.g_01010	Prbe.g_01328
OG0000741	Prai.g_01009	Prbe.g_01329
OG0000742	Prai.g_01007	Prbe.g_01331
OG0000743	Prai.g_01006	Prbe.g_01332
OG0000744	Prai.g_01005	Prbe.g_01333
OG0000745	Prai.g_01004	Prbe.g_01334
OG0000746	Prai.g_01003	Prbe.g_01335
OG0000747	Prai.g_01002	Prbe.g_01336
OG0000748	Prai.g_01001	Prbe.g_01337
OG0000749	Prai.g_01000	Prbe.g_01338
OG0000750	Prai.g_00999	Prbe.g_01340
OG0000751	Prai.g_00998	Prbe.g_01341
OG0000752	Prai.g_00997	Prbe.g_01400
OG0000753	Prai.g_00995	Prbe.g_01343
OG0000754	Prai.g_00994	Prbe.g_01344
OG0000755	Prai.g_00993	Prbe.g_01345
OG0000756	Prai.g_00992	Prbe.g_01347
OG0000757	Prai.g_00991	Prbe.g_01348
OG0000758	Prai.g_00990	Prbe.g_01349
OG0000759	Prai.g_00988	Prbe.g_01351
OG0000760	Prai.g_00987	Prbe.g_01352
OG0000761	Prai.g_00986	Prbe.g_01353
OG0000762	Prai.g_00984	Prbe.g_01355
OG0000763	Prai.g_00983	Prbe.g_01356
OG0000764	Prai.g_00982	Prbe.g_01357
OG0000765	Prai.g_00981	Prbe.g_01358
OG0000766	Prai.g_00980	Prbe.g_01359
OG0000767	Prai.g_00978	Prbe.g_01361
OG0000768	Prai.g_00977	Prbe.g_01362
OG0000769	Prai.g_00976	Prbe.g_01363
OG0000770	Prai.g_00975	Prbe.g_01364
OG0000771	Prai.g_00974	Prbe.g_01365
OG0000772	Prai.g_00973	Prbe.g_01615
OG0000773	Prai.g_00972	Prbe.g_01367
OG0000774	Prai.g_00971	Prbe.g_01368
OG0000775	Prai.g_00970	Prbe.g_01369
OG0000776	Prai.g_00968	Prbe.g_01372
OG0000777	Prai.g_00966	Prbe.g_01373
OG0000778	Prai.g_00965	Prbe.g_01374
OG0000779	Prai.g_00964	Prbe.g_01375
OG0000780	Prai.g_00962	Prbe.g_01377
OG0000781	Prai.g_00960	Prbe.g_01379
OG0000782	Prai.g_00959	Prbe.g_01380
OG0000783	Prai.g_00948	Prbe.g_01384
OG0000784	Prai.g_00946	Prbe.g_01386
OG0000785	Prai.g_00945	Prbe.g_01387
OG0000786	Prai.g_00944	Prbe.g_01388
OG0000787	Prai.g_00943	Prbe.g_01389
OG0000788	Prai.g_00940	Prbe.g_01395
OG0000789	Prai.g_00938	Prbe.g_01398
OG0000790	Prai.g_00937	Prbe.g_01399
OG0000791	Prai.g_00936	Prbe.g_01402
OG0000792	Prai.g_00935	Prbe.g_01403
OG0000793	Prai.g_00934	Prbe.g_01404
OG0000794	Prai.g_00932	Prbe.g_01407
OG0000795	Prai.g_00929	Prbe.g_01308
OG0000796	Prai.g_00928	Prbe.g_01307
OG0000797	Prai.g_00926	Prbe.g_01305
OG0000798	Prai.g_00925	Prbe.g_01304
OG0000799	Prai.g_00924	Prbe.g_01303
OG0000800	Prai.g_00923	Prbe.g_01302
OG0000801	Prai.g_00920	Prbe.g_01299
OG0000802	Prai.g_00919	Prbe.g_01298
OG0000803	Prai.g_00917	Prbe.g_01296
OG0000804	Prai.g_00916	Prbe.g_01295
OG0000805	Prai.g_00915	Prbe.g_01294
OG0000806	Prai.g_00913	Prbe.g_01292
OG0000807	Prai.g_01088	Prbe.g_01919
OG0000808	Prai.g_01098	Prbe.g_00071
OG0000809	Prai.g_01101	Prbe.g_01597
OG0000810	Prai.g_01102	Prbe.g_00492
OG0000811	Prai.g_01109	Prbe.g_00915
OG0000812	Prai.g_01113	Prbe.g_01591
OG0000813	Prai.g_01117	Prbe.g_01898
OG0000814	Prai.g_01119	Prbe.g_01618
OG0000815	Prai.g_01130	Prbe.g_00374
OG0000816	Prai.g_01144	Prbe.g_00042
OG0000817	Prai.g_01145	Prbe.g_00043
OG0000818	Prai.g_01151	Prbe.g_00060
OG0000819	Prai.g_01153	Prbe.g_01571
OG0000820	Prai.g_01157	Prbe.g_01565
OG0000821	Prai.g_01159	Prbe.g_01563
OG0000822	Prai.g_01160	Prbe.g_01562
OG0000823	Prai.g_01161	Prbe.g_01561
OG0000824	Prai.g_01162	Prbe.g_01560
OG0000825	Prai.g_01163	Prbe.g_01559
OG0000826	Prai.g_01164	Prbe.g_01558
OG0000827	Prai.g_01165	Prbe.g_01557
OG0000828	Prai.g_01166	Prbe.g_01556
OG0000829	Prai.g_01167	Prbe.g_01555
OG0000830	Prai.g_01168	Prbe.g_01553
OG0000831	Prai.g_01170	Prbe.g_01550
OG0000832	Prai.g_01172	Prbe.g_01548
OG0000833	Prai.g_01173	Prbe.g_01547
OG0000834	Prai.g_01174	Prbe.g_01546
OG0000835	Prai.g_01175	Prbe.g_01545
OG0000836	Prai.g_01176	Prbe.g_01544
OG0000837	Prai.g_01178	Prbe.g_01541
OG0000838	Prai.g_01179	Prbe.g_01540
OG0000839	Prai.g_01180	Prbe.g_01539
OG0000840	Prai.g_01181	Prbe.g_01538
OG0000841	Prai.g_01182	Prbe.g_01537
OG0000842	Prai.g_01183	Prbe.g_01535
OG0000843	Prai.g_01184	Prbe.g_01534
OG0000844	Prai.g_01185	Prbe.g_01533
OG0000845	Prai.g_01186	Prbe.g_01532
OG0000846	Prai.g_01189	Prbe.g_01530
OG0000847	Prai.g_01191	Prbe.g_01528
OG0000848	Prai.g_01192	Prbe.g_01527
OG0000849	Prai.g_01193	Prbe.g_01524
OG0000850	Prai.g_01194	Prbe.g_01523
OG0000851	Prai.g_01196	Prbe.g_01521
OG0000852	Prai.g_01198	Prbe.g_01519
OG0000853	Prai.g_01200	Prbe.g_01517
OG0000854	Prai.g_01202	Prbe.g_01515
OG0000855	Prai.g_01203	Prbe.g_01514
OG0000856	Prai.g_01204	Prbe.g_01513
OG0000857	Prai.g_01205	Prbe.g_01512
OG0000858	Prai.g_01206	Prbe.g_01511
OG0000859	Prai.g_01207	Prbe.g_01510
OG0000860	Prai.g_01208	Prbe.g_01509
OG0000861	Prai.g_01209	Prbe.g_01508
OG0000862	Prai.g_01210	Prbe.g_01507
OG0000863	Prai.g_01211	Prbe.g_01506
OG0000864	Prai.g_01212	Prbe.g_01505
OG0000865	Prai.g_01213	Prbe.g_01504
OG0000866	Prai.g_01214	Prbe.g_01503
OG0000867	Prai.g_01215	Prbe.g_01502
OG0000868	Prai.g_01216	Prbe.g_01501
OG0000869	Prai.g_01218	Prbe.g_01499
OG0000870	Prai.g_01219	Prbe.g_01498
OG0000871	Prai.g_01221	Prbe.g_01497
OG0000872	Prai.g_01222	Prbe.g_01496
OG0000873	Prai.g_01224	Prbe.g_01494
OG0000874	Prai.g_01225	Prbe.g_01493
OG0000875	Prai.g_01226	Prbe.g_01492
OG0000876	Prai.g_01227	Prbe.g_01491
OG0000877	Prai.g_01229	Prbe.g_00502
OG0000878	Prai.g_01310	Prbe.g_01128
OG0000879	Prai.g_01323	Prbe.g_00904
OG0000880	Prai.g_01324	Prbe.g_00903
OG0000881	Prai.g_01325	Prbe.g_00902
OG0000882	Prai.g_01326	Prbe.g_00901
OG0000883	Prai.g_01327	Prbe.g_00900
OG0000884	Prai.g_01330	Prbe.g_00898
OG0000885	Prai.g_01331	Prbe.g_00897
OG0000886	Prai.g_01332	Prbe.g_00896
OG0000887	Prai.g_01333	Prbe.g_00895
OG0000888	Prai.g_01334	Prbe.g_00894
OG0000889	Prai.g_01337	Prbe.g_00891
OG0000890	Prai.g_01338	Prbe.g_00890
OG0000891	Prai.g_01339	Prbe.g_00889
OG0000892	Prai.g_01341	Prbe.g_00886
OG0000893	Prai.g_01342	Prbe.g_00885
OG0000894	Prai.g_01343	Prbe.g_00884
OG0000895	Prai.g_01344	Prbe.g_00883
OG0000896	Prai.g_01345	Prbe.g_00882
OG0000897	Prai.g_01346	Prbe.g_00881
OG0000898	Prai.g_01348	Prbe.g_00878
OG0000899	Prai.g_01349	Prbe.g_00877
OG0000900	Prai.g_01353	Prbe.g_00397
OG0000901	Prai.g_01357	Prbe.g_00869
OG0000902	Prai.g_01358	Prbe.g_00634
OG0000904	Prai.g_01360	Prbe.g_00212
OG0000905	Prai.g_01362	Prbe.g_01592
OG0000906	Prai.g_01364	Prbe.g_01574
OG0000907	Prai.g_01365	Prbe.g_01286
OG0000908	Prai.g_01368	Prbe.g_01611
OG0000909	Prai.g_01372	Prbe.g_00371
OG0000910	Prai.g_01373	Prbe.g_00370
OG0000911	Prai.g_01374	Prbe.g_00369
OG0000912	Prai.g_01375	Prbe.g_00368
OG0000913	Prai.g_01376	Prbe.g_00367
OG0000914	Prai.g_01377	Prbe.g_00366
OG0000915	Prai.g_01378	Prbe.g_00365
OG0000916	Prai.g_01379	Prbe.g_00364
OG0000917	Prai.g_01380	Prbe.g_00363
OG0000918	Prai.g_01381	Prbe.g_00362
OG0000919	Prai.g_01382	Prbe.g_00361
OG0000920	Prai.g_01383	Prbe.g_00360
OG0000921	Prai.g_01384	Prbe.g_00359
OG0000922	Prai.g_01385	Prbe.g_00358
OG0000923	Prai.g_01386	Prbe.g_00357
OG0000924	Prai.g_01387	Prbe.g_00356
OG0000925	Prai.g_01388	Prbe.g_00355
OG0000926	Prai.g_01392	Prbe.g_00792
OG0000927	Prai.g_01445	Prbe.g_00328
OG0000928	Prai.g_01446	Prbe.g_00327
OG0000929	Prai.g_01447	Prbe.g_00326
OG0000930	Prai.g_01448	Prbe.g_00325
OG0000931	Prai.g_01449	Prbe.g_00324
OG0000932	Prai.g_01451	Prbe.g_00322
OG0000933	Prai.g_01452	Prbe.g_00321
OG0000934	Prai.g_01453	Prbe.g_00320
OG0000935	Prai.g_01454	Prbe.g_00319
OG0000936	Prai.g_01455	Prbe.g_00318
OG0000937	Prai.g_01456	Prbe.g_00317
OG0000938	Prai.g_01457	Prbe.g_00316
OG0000939	Prai.g_01458	Prbe.g_00315
OG0000940	Prai.g_01459	Prbe.g_00314
OG0000941	Prai.g_01461	Prbe.g_00313
OG0000942	Prai.g_01462	Prbe.g_00312
OG0000943	Prai.g_01465	Prbe.g_00309
OG0000944	Prai.g_01466	Prbe.g_00308
OG0000945	Prai.g_01467	Prbe.g_00307
OG0000946	Prai.g_01468	Prbe.g_00306
OG0000947	Prai.g_01469	Prbe.g_00305
OG0000948	Prai.g_01470	Prbe.g_00304
OG0000949	Prai.g_01471	Prbe.g_00303
OG0000950	Prai.g_01472	Prbe.g_00302
OG0000951	Prai.g_01473	Prbe.g_00301
OG0000952	Prai.g_01474	Prbe.g_00300
OG0000953	Prai.g_01475	Prbe.g_00299
OG0000954	Prai.g_01476	Prbe.g_00298
OG0000955	Prai.g_01477	Prbe.g_00297
OG0000956	Prai.g_01478	Prbe.g_00296
OG0000957	Prai.g_01479	Prbe.g_00295
OG0000958	Prai.g_01480	Prbe.g_00294
OG0000959	Prai.g_01481	Prbe.g_00293
OG0000960	Prai.g_01482	Prbe.g_00292
OG0000961	Prai.g_01485	Prbe.g_00288
OG0000962	Prai.g_01486	Prbe.g_00287
OG0000963	Prai.g_01487	Prbe.g_00286
OG0000964	Prai.g_01489	Prbe.g_00284
OG0000965	Prai.g_01490	Prbe.g_00283
OG0000966	Prai.g_01491	Prbe.g_00282
OG0000967	Prai.g_01492	Prbe.g_00281
OG0000968	Prai.g_01493	Prbe.g_00280
OG0000969	Prai.g_01494	Prbe.g_00279
OG0000970	Prai.g_01495	Prbe.g_00278
OG0000971	Prai.g_01496	Prbe.g_00277
OG0000972	Prai.g_01497	Prbe.g_00276
OG0000973	Prai.g_01498	Prbe.g_00275
OG0000974	Prai.g_01500	Prbe.g_00273
OG0000975	Prai.g_01502	Prbe.g_00267
OG0000976	Prai.g_01504	Prbe.g_00265
OG0000977	Prai.g_01505	Prbe.g_00263
OG0000978	Prai.g_01507	Prbe.g_00261
OG0000979	Prai.g_01509	Prbe.g_00259
OG0000980	Prai.g_01510	Prbe.g_00258
OG0000981	Prai.g_01511	Prbe.g_00257
OG0000982	Prai.g_01512	Prbe.g_00256
OG0000983	Prai.g_01514	Prbe.g_00254
OG0000984	Prai.g_01515	Prbe.g_00253
OG0000985	Prai.g_01516	Prbe.g_00252
OG0000986	Prai.g_01517	Prbe.g_00251
OG0000987	Prai.g_01518	Prbe.g_00250
OG0000988	Prai.g_01519	Prbe.g_00249
OG0000989	Prai.g_01520	Prbe.g_00248
OG0000990	Prai.g_01521	Prbe.g_00247
OG0000991	Prai.g_01522	Prbe.g_00246
OG0000992	Prai.g_01523	Prbe.g_00245
OG0000993	Prai.g_01524	Prbe.g_00244
OG0000994	Prai.g_01525	Prbe.g_00243
OG0000995	Prai.g_01526	Prbe.g_00242
OG0000996	Prai.g_01527	Prbe.g_00241
OG0000997	Prai.g_01528	Prbe.g_00240
OG0000998	Prai.g_01529	Prbe.g_00239
OG0000999	Prai.g_01530	Prbe.g_00238
OG0001000	Prai.g_01531	Prbe.g_00237
OG0001001	Prai.g_01533	Prbe.g_00235
OG0001002	Prai.g_01534	Prbe.g_00234
OG0001003	Prai.g_01535	Prbe.g_00233
OG0001004	Prai.g_01536	Prbe.g_00232
OG0001005	Prai.g_01537	Prbe.g_00229
OG0001006	Prai.g_01538	Prbe.g_00228
OG0001007	Prai.g_01539	Prbe.g_00227
OG0001008	Prai.g_01541	Prbe.g_00225
OG0001009	Prai.g_01542	Prbe.g_00224
OG0001010	Prai.g_01550	Prbe.g_01042
OG0001011	Prai.g_01558	Prbe.g_00505
OG0001012	Prai.g_01597	Prbe.g_01237
OG0001013	Prai.g_01632	Prbe.g_00992
OG0001014	Prai.g_01633	Prbe.g_00991
OG0001015	Prai.g_01639	Prbe.g_00984
OG0001016	Prai.g_01640	Prbe.g_00983
OG0001017	Prai.g_01641	Prbe.g_00982
OG0001018	Prai.g_01642	Prbe.g_00981
OG0001019	Prai.g_01644	Prbe.g_00979
OG0001020	Prai.g_01645	Prbe.g_00978
OG0001021	Prai.g_01646	Prbe.g_00977
OG0001022	Prai.g_01647	Prbe.g_00976
OG0001023	Prai.g_01648	Prbe.g_00975
OG0001024	Prai.g_01649	Prbe.g_00973
OG0001025	Prai.g_01650	Prbe.g_00972
OG0001026	Prai.g_01652	Prbe.g_00971
OG0001027	Prai.g_01653	Prbe.g_00970
OG0001028	Prai.g_01654	Prbe.g_00969
OG0001029	Prai.g_01655	Prbe.g_00968
OG0001030	Prai.g_01656	Prbe.g_00967
OG0001031	Prai.g_01657	Prbe.g_00966
OG0001032	Prai.g_01658	Prbe.g_00965
OG0001033	Prai.g_01659	Prbe.g_00964
OG0001034	Prai.g_01660	Prbe.g_00963
OG0001035	Prai.g_01662	Prbe.g_00961
OG0001036	Prai.g_01663	Prbe.g_00960
OG0001037	Prai.g_01664	Prbe.g_00959
OG0001038	Prai.g_01665	Prbe.g_00958
OG0001039	Prai.g_01666	Prbe.g_00957
OG0001040	Prai.g_01667	Prbe.g_00956
OG0001041	Prai.g_01668	Prbe.g_00955
OG0001042	Prai.g_01669	Prbe.g_00954
OG0001043	Prai.g_01670	Prbe.g_00953
OG0001044	Prai.g_01671	Prbe.g_00952
OG0001045	Prai.g_01672	Prbe.g_00951
OG0001046	Prai.g_01673	Prbe.g_00950
OG0001047	Prai.g_01676	Prbe.g_00947
OG0001048	Prai.g_01678	Prbe.g_00945
OG0001049	Prai.g_01679	Prbe.g_00944
OG0001050	Prai.g_01680	Prbe.g_00943
OG0001051	Prai.g_01681	Prbe.g_00942
OG0001052	Prai.g_01682	Prbe.g_00941
OG0001053	Prai.g_01683	Prbe.g_00939
OG0001054	Prai.g_01685	Prbe.g_00937
OG0001055	Prai.g_01686	Prbe.g_00936
OG0001056	Prai.g_01687	Prbe.g_00935
OG0001057	Prai.g_01688	Prbe.g_00934
OG0001058	Prai.g_01689	Prbe.g_00933
OG0001059	Prai.g_01690	Prbe.g_00932
OG0001060	Prai.g_01691	Prbe.g_00931
OG0001061	Prai.g_01692	Prbe.g_00930
OG0001062	Prai.g_01693	Prbe.g_00929
OG0001063	Prai.g_01694	Prbe.g_00928
OG0001064	Prai.g_01696	Prbe.g_00926
OG0001065	Prai.g_01701	Prbe.g_00922
OG0001066	Prai.g_01702	Prbe.g_00920
OG0001067	Prai.g_01703	Prbe.g_00919
OG0001068	Prai.g_01705	Prbe.g_01112
OG0001069	Prai.g_01706	Prbe.g_01111
OG0001070	Prai.g_01707	Prbe.g_01110
OG0001071	Prai.g_01708	Prbe.g_01109
OG0001072	Prai.g_01709	Prbe.g_01108
OG0001073	Prai.g_01710	Prbe.g_01107
OG0001074	Prai.g_01711	Prbe.g_01106
OG0001075	Prai.g_01712	Prbe.g_01105
OG0001076	Prai.g_01713	Prbe.g_01104
OG0001077	Prai.g_01714	Prbe.g_01103
OG0001078	Prai.g_01715	Prbe.g_01102
OG0001079	Prai.g_01716	Prbe.g_01101
OG0001080	Prai.g_01717	Prbe.g_01100
OG0001081	Prai.g_01720	Prbe.g_01096
OG0001082	Prai.g_01721	Prbe.g_01095
OG0001083	Prai.g_01722	Prbe.g_01092
OG0001084	Prai.g_01724	Prbe.g_01093
OG0001085	Prai.g_01725	Prbe.g_01094
OG0001086	Prai.g_01726	Prbe.g_01097
OG0001087	Prai.g_01727	Prbe.g_01098
OG0001088	Prai.g_01728	Prbe.g_01099
OG0001089	Prai.g_01734	Prbe.g_01089
OG0001090	Prai.g_01736	Prbe.g_01087
OG0001091	Prai.g_01737	Prbe.g_01086
OG0001092	Prai.g_01738	Prbe.g_01085
OG0001093	Prai.g_01739	Prbe.g_01084
OG0001094	Prai.g_01740	Prbe.g_01083
OG0001095	Prai.g_01741	Prbe.g_01082
OG0001096	Prai.g_01742	Prbe.g_01081
OG0001097	Prai.g_01743	Prbe.g_01080
OG0001098	Prai.g_01744	Prbe.g_01079
OG0001099	Prai.g_01746	Prbe.g_01078
OG0001100	Prai.g_01747	Prbe.g_00867
OG0001101	Prai.g_01748	Prbe.g_00866
OG0001102	Prai.g_01749	Prbe.g_00865
OG0001103	Prai.g_01750	Prbe.g_00864
OG0001104	Prai.g_01751	Prbe.g_00863
OG0001105	Prai.g_01752	Prbe.g_00862
OG0001106	Prai.g_01753	Prbe.g_00861
OG0001107	Prai.g_01754	Prbe.g_00860
OG0001108	Prai.g_01755	Prbe.g_00859
OG0001109	Prai.g_01756	Prbe.g_00858
OG0001110	Prai.g_01757	Prbe.g_00857
OG0001111	Prai.g_01758	Prbe.g_00856
OG0001112	Prai.g_01759	Prbe.g_00855
OG0001113	Prai.g_01760	Prbe.g_00854
OG0001114	Prai.g_01761	Prbe.g_00853
OG0001115	Prai.g_01762	Prbe.g_00852
OG0001116	Prai.g_01763	Prbe.g_00851
OG0001117	Prai.g_01764	Prbe.g_00850
OG0001118	Prai.g_01765	Prbe.g_00849
OG0001119	Prai.g_01766	Prbe.g_00848
OG0001120	Prai.g_01767	Prbe.g_00847
OG0001121	Prai.g_01769	Prbe.g_00845
OG0001122	Prai.g_01770	Prbe.g_00844
