Orthogroup	Prai	Prav
OG0000576	Prai.g_00685	Prav.g_01254
OG0000577	Prai.g_00686	Prav.g_01255
OG0000578	Prai.g_00687	Prav.g_01256
OG0000579	Prai.g_00688	Prav.g_01257
OG0000580	Prai.g_00689	Prav.g_01258
OG0000581	Prai.g_00690	Prav.g_01259
OG0000582	Prai.g_00691	Prav.g_01260
OG0000583	Prai.g_00692	Prav.g_01261
OG0000584	Prai.g_00693	Prav.g_01262
OG0000585	Prai.g_00694	Prav.g_01263
OG0000586	Prai.g_00696	Prav.g_01265
OG0000587	Prai.g_00697	Prav.g_01266
OG0000588	Prai.g_00699	Prav.g_01268
OG0000589	Prai.g_00700	Prav.g_01269
OG0000590	Prai.g_00702	Prav.g_01271
OG0000591	Prai.g_00708	Prav.g_01277
OG0000592	Prai.g_00709	Prav.g_01278
OG0000593	Prai.g_00710	Prav.g_01279
OG0000594	Prai.g_00712	Prav.g_01281
OG0000595	Prai.g_00713	Prav.g_01282
OG0000596	Prai.g_00714	Prav.g_01283
OG0000597	Prai.g_00716	Prav.g_01285
OG0000598	Prai.g_00717	Prav.g_01286
OG0000599	Prai.g_00718	Prav.g_01287
OG0000600	Prai.g_00719	Prav.g_01288
OG0000601	Prai.g_00721	Prav.g_01290
OG0000602	Prai.g_00722	Prav.g_01291
OG0000603	Prai.g_00723	Prav.g_01292
OG0000604	Prai.g_00724	Prav.g_01293
OG0000605	Prai.g_00725	Prav.g_01294
OG0000606	Prai.g_00726	Prav.g_01295
OG0000607	Prai.g_00728	Prav.g_01297
OG0000608	Prai.g_00729	Prav.g_01298
OG0000609	Prai.g_00732	Prav.g_01312
OG0000610	Prai.g_00733	Prav.g_01313
OG0000611	Prai.g_00749	Prav.g_00307
OG0000612	Prai.g_00750	Prav.g_00308
OG0000613	Prai.g_00751	Prav.g_00309
OG0000614	Prai.g_00752	Prav.g_00310
OG0000615	Prai.g_00754	Prav.g_00312
OG0000616	Prai.g_00755	Prav.g_00313
OG0000617	Prai.g_00756	Prav.g_00314
OG0000618	Prai.g_00757	Prav.g_00315
OG0000619	Prai.g_00758	Prav.g_00316
OG0000620	Prai.g_00759	Prav.g_00317
OG0000621	Prai.g_00760	Prav.g_00318
OG0000622	Prai.g_00761	Prav.g_00319
OG0000623	Prai.g_00762	Prav.g_00320
OG0000624	Prai.g_00763	Prav.g_00321
OG0000625	Prai.g_00764	Prav.g_00322
OG0000626	Prai.g_00765	Prav.g_00323
OG0000627	Prai.g_00766	Prav.g_00324
OG0000628	Prai.g_00767	Prav.g_00325
OG0000629	Prai.g_00768	Prav.g_00326
OG0000630	Prai.g_00769	Prav.g_00327
OG0000631	Prai.g_00771	Prav.g_00329
OG0000632	Prai.g_00899	Prav.g_00343
OG0000633	Prai.g_00894	Prav.g_00346
OG0000634	Prai.g_00883	Prav.g_00362
OG0000635	Prai.g_00882	Prav.g_00364
OG0000636	Prai.g_00881	Prav.g_00365
OG0000637	Prai.g_00880	Prav.g_00366
OG0000638	Prai.g_00869	Prav.g_00373
OG0000639	Prai.g_00860	Prav.g_00383
OG0000640	Prai.g_00858	Prav.g_00385
OG0000641	Prai.g_00857	Prav.g_00388
OG0000642	Prai.g_00856	Prav.g_00389
OG0000643	Prai.g_00855	Prav.g_00390
OG0000644	Prai.g_00854	Prav.g_00391
OG0000645	Prai.g_00853	Prav.g_00392
OG0000646	Prai.g_00852	Prav.g_00393
OG0000647	Prai.g_00851	Prav.g_00394
OG0000648	Prai.g_00849	Prav.g_00396
OG0000649	Prai.g_00848	Prav.g_00397
OG0000650	Prai.g_00847	Prav.g_00398
OG0000651	Prai.g_00846	Prav.g_00399
OG0000652	Prai.g_00845	Prav.g_00400
OG0000653	Prai.g_00844	Prav.g_00401
OG0000654	Prai.g_00842	Prav.g_00403
OG0000655	Prai.g_00839	Prav.g_00405
OG0000656	Prai.g_00838	Prav.g_00406
OG0000657	Prai.g_00837	Prav.g_00407
OG0000658	Prai.g_00836	Prav.g_00408
OG0000659	Prai.g_00835	Prav.g_00409
OG0000660	Prai.g_00834	Prav.g_00410
OG0000661	Prai.g_00833	Prav.g_00411
OG0000662	Prai.g_00832	Prav.g_00412
OG0000663	Prai.g_00831	Prav.g_00413
OG0000664	Prai.g_00830	Prav.g_00414
OG0000665	Prai.g_00829	Prav.g_00415
OG0000666	Prai.g_00828	Prav.g_00416
OG0000667	Prai.g_00827	Prav.g_00417
OG0000668	Prai.g_00826	Prav.g_00418
OG0000669	Prai.g_00824	Prav.g_00420
OG0000670	Prai.g_00823	Prav.g_00421
OG0000671	Prai.g_00822	Prav.g_00422
OG0000672	Prai.g_00821	Prav.g_00423
OG0000673	Prai.g_00820	Prav.g_00424
OG0000674	Prai.g_00819	Prav.g_00425
OG0000675	Prai.g_00817	Prav.g_00427
OG0000676	Prai.g_00816	Prav.g_00428
OG0000677	Prai.g_00813	Prav.g_00430
OG0000678	Prai.g_00811	Prav.g_00432
OG0000679	Prai.g_00810	Prav.g_00433
OG0000680	Prai.g_00809	Prav.g_00434
OG0000681	Prai.g_00808	Prav.g_00435
OG0000682	Prai.g_00807	Prav.g_00436
OG0000683	Prai.g_00805	Prav.g_00438
OG0000684	Prai.g_00804	Prav.g_00439
OG0000685	Prai.g_00803	Prav.g_00440
OG0000686	Prai.g_00802	Prav.g_00441
OG0000687	Prai.g_00801	Prav.g_00442
OG0000688	Prai.g_00800	Prav.g_00443
OG0000689	Prai.g_00799	Prav.g_00444
OG0000690	Prai.g_00798	Prav.g_00445
OG0000691	Prai.g_00797	Prav.g_00446
OG0000692	Prai.g_00795	Prav.g_00448
OG0000693	Prai.g_00794	Prav.g_00449
OG0000694	Prai.g_00793	Prav.g_00450
OG0000695	Prai.g_00792	Prav.g_00451
OG0000696	Prai.g_00791	Prav.g_00452
OG0000697	Prai.g_00789	Prav.g_00454
OG0000698	Prai.g_00787	Prav.g_00456
OG0000699	Prai.g_00786	Prav.g_00457
OG0000700	Prai.g_01060	Prav.g_00483
OG0000701	Prai.g_01057	Prav.g_00487
OG0000702	Prai.g_01054	Prav.g_00490
OG0000703	Prai.g_01053	Prav.g_00491
OG0000704	Prai.g_01052	Prav.g_00492
OG0000705	Prai.g_01051	Prav.g_00493
OG0000706	Prai.g_01050	Prav.g_00494
OG0000707	Prai.g_01049	Prav.g_00496
OG0000708	Prai.g_01048	Prav.g_00497
OG0000709	Prai.g_01046	Prav.g_00499
OG0000710	Prai.g_01045	Prav.g_00500
OG0000711	Prai.g_01044	Prav.g_00501
OG0000712	Prai.g_01043	Prav.g_00502
OG0000713	Prai.g_01042	Prav.g_00503
OG0000714	Prai.g_01040	Prav.g_00505
OG0000715	Prai.g_01039	Prav.g_00506
OG0000716	Prai.g_01037	Prav.g_00508
OG0000717	Prai.g_01036	Prav.g_00509
OG0000718	Prai.g_01035	Prav.g_00510
OG0000719	Prai.g_01033	Prav.g_00512
OG0000720	Prai.g_01032	Prav.g_00513
OG0000721	Prai.g_01030	Prav.g_00515
OG0000722	Prai.g_01029	Prav.g_00516
OG0000723	Prai.g_01028	Prav.g_00517
OG0000724	Prai.g_01027	Prav.g_00519
OG0000725	Prai.g_01026	Prav.g_00520
OG0000726	Prai.g_01025	Prav.g_00521
OG0000727	Prai.g_01024	Prav.g_00522
OG0000728	Prai.g_01023	Prav.g_00523
OG0000729	Prai.g_01022	Prav.g_00524
OG0000730	Prai.g_01021	Prav.g_00525
OG0000731	Prai.g_01020	Prav.g_00526
OG0000732	Prai.g_01019	Prav.g_00527
OG0000733	Prai.g_01018	Prav.g_00528
OG0000734	Prai.g_01017	Prav.g_00529
OG0000735	Prai.g_01015	Prav.g_00530
OG0000736	Prai.g_01014	Prav.g_00531
OG0000737	Prai.g_01013	Prav.g_00532
OG0000738	Prai.g_01012	Prav.g_00533
OG0000739	Prai.g_01011	Prav.g_00534
OG0000740	Prai.g_01010	Prav.g_00535
OG0000741	Prai.g_01009	Prav.g_00536
OG0000742	Prai.g_01007	Prav.g_00538
OG0000743	Prai.g_01006	Prav.g_00539
OG0000744	Prai.g_01005	Prav.g_00540
OG0000745	Prai.g_01004	Prav.g_00541
OG0000746	Prai.g_01003	Prav.g_00542
OG0000747	Prai.g_01002	Prav.g_00543
OG0000748	Prai.g_01001	Prav.g_00544
OG0000749	Prai.g_01000	Prav.g_00545
OG0000750	Prai.g_00999	Prav.g_00546
OG0000751	Prai.g_00998	Prav.g_00547
OG0000752	Prai.g_00997	Prav.g_00548
OG0000753	Prai.g_00995	Prav.g_00550
OG0000754	Prai.g_00994	Prav.g_00551
OG0000755	Prai.g_00993	Prav.g_00552
OG0000756	Prai.g_00992	Prav.g_00553
OG0000757	Prai.g_00991	Prav.g_00554
OG0000758	Prai.g_00990	Prav.g_00555
OG0000759	Prai.g_00988	Prav.g_00557
OG0000760	Prai.g_00987	Prav.g_00558
OG0000761	Prai.g_00986	Prav.g_00559
OG0000762	Prai.g_00984	Prav.g_00561
OG0000763	Prai.g_00983	Prav.g_00562
OG0000764	Prai.g_00982	Prav.g_00563
OG0000765	Prai.g_00981	Prav.g_00564
OG0000766	Prai.g_00980	Prav.g_00565
OG0000767	Prai.g_00978	Prav.g_00567
OG0000768	Prai.g_00977	Prav.g_00568
OG0000769	Prai.g_00976	Prav.g_00569
OG0000770	Prai.g_00975	Prav.g_00570
OG0000771	Prai.g_00974	Prav.g_00571
OG0000772	Prai.g_00973	Prav.g_00572
OG0000773	Prai.g_00972	Prav.g_00573
OG0000774	Prai.g_00971	Prav.g_00574
OG0000775	Prai.g_00970	Prav.g_00575
OG0000776	Prai.g_00968	Prav.g_00577
OG0000777	Prai.g_00966	Prav.g_00579
OG0000778	Prai.g_00965	Prav.g_00580
OG0000779	Prai.g_00964	Prav.g_00581
OG0000780	Prai.g_00962	Prav.g_00583
OG0000781	Prai.g_00960	Prav.g_00585
OG0000782	Prai.g_00959	Prav.g_00586
OG0000783	Prai.g_00948	Prav.g_00902
OG0000784	Prai.g_00946	Prav.g_00904
OG0000785	Prai.g_00945	Prav.g_00905
OG0000786	Prai.g_00944	Prav.g_00906
OG0000787	Prai.g_00943	Prav.g_00907
OG0000788	Prai.g_00940	Prav.g_00911
OG0000789	Prai.g_00938	Prav.g_00913
OG0000790	Prai.g_00937	Prav.g_00914
OG0000791	Prai.g_00936	Prav.g_00915
OG0000792	Prai.g_00935	Prav.g_00916
OG0000793	Prai.g_00934	Prav.g_00917
OG0000794	Prai.g_00932	Prav.g_00919
OG0000795	Prai.g_00929	Prav.g_00922
OG0000796	Prai.g_00928	Prav.g_00923
OG0000797	Prai.g_00926	Prav.g_00925
OG0000798	Prai.g_00925	Prav.g_00926
OG0000799	Prai.g_00924	Prav.g_00927
OG0000800	Prai.g_00923	Prav.g_00928
OG0000801	Prai.g_00920	Prav.g_00931
OG0000802	Prai.g_00919	Prav.g_00932
OG0000803	Prai.g_00917	Prav.g_00934
OG0000804	Prai.g_00916	Prav.g_00935
OG0000805	Prai.g_00915	Prav.g_00936
OG0000806	Prai.g_00913	Prav.g_00938
OG0000807	Prai.g_01088	Prav.g_00242
OG0000808	Prai.g_01098	Prav.g_00252
OG0000809	Prai.g_01101	Prav.g_00255
OG0000810	Prai.g_01102	Prav.g_00256
OG0000811	Prai.g_01109	Prav.g_00263
OG0000812	Prai.g_01113	Prav.g_00004
OG0000813	Prai.g_01117	Prav.g_00008
OG0000814	Prai.g_01119	Prav.g_00010
OG0000815	Prai.g_01130	Prav.g_00019
OG0000816	Prai.g_01144	Prav.g_00034
OG0000817	Prai.g_01145	Prav.g_00035
OG0000818	Prai.g_01151	Prav.g_00039
OG0000819	Prai.g_01153	Prav.g_00046
OG0000820	Prai.g_01157	Prav.g_00050
OG0000821	Prai.g_01159	Prav.g_00052
OG0000822	Prai.g_01160	Prav.g_00053
OG0000823	Prai.g_01161	Prav.g_00054
OG0000824	Prai.g_01162	Prav.g_00055
OG0000825	Prai.g_01163	Prav.g_00056
OG0000826	Prai.g_01164	Prav.g_00057
OG0000827	Prai.g_01165	Prav.g_00058
OG0000828	Prai.g_01166	Prav.g_00059
OG0000829	Prai.g_01167	Prav.g_00060
OG0000830	Prai.g_01168	Prav.g_00061
OG0000831	Prai.g_01170	Prav.g_00064
OG0000832	Prai.g_01172	Prav.g_00066
OG0000833	Prai.g_01173	Prav.g_00067
OG0000834	Prai.g_01174	Prav.g_00068
OG0000835	Prai.g_01175	Prav.g_00069
OG0000836	Prai.g_01176	Prav.g_00070
OG0000837	Prai.g_01178	Prav.g_00072
OG0000838	Prai.g_01179	Prav.g_00073
OG0000839	Prai.g_01180	Prav.g_00074
OG0000840	Prai.g_01181	Prav.g_00075
OG0000841	Prai.g_01182	Prav.g_00076
OG0000842	Prai.g_01183	Prav.g_00077
OG0000843	Prai.g_01184	Prav.g_01868
OG0000844	Prai.g_01185	Prav.g_01867
OG0000845	Prai.g_01186	Prav.g_01866
OG0000846	Prai.g_01189	Prav.g_01863
OG0000847	Prai.g_01191	Prav.g_01861
OG0000848	Prai.g_01192	Prav.g_01860
OG0000849	Prai.g_01193	Prav.g_01859
OG0000850	Prai.g_01194	Prav.g_01858
OG0000851	Prai.g_01196	Prav.g_01857
OG0000852	Prai.g_01198	Prav.g_01855
OG0000853	Prai.g_01200	Prav.g_01854
OG0000854	Prai.g_01202	Prav.g_01852
OG0000855	Prai.g_01203	Prav.g_01851
OG0000856	Prai.g_01204	Prav.g_01850
OG0000857	Prai.g_01205	Prav.g_01849
OG0000858	Prai.g_01206	Prav.g_01848
OG0000859	Prai.g_01207	Prav.g_01847
OG0000860	Prai.g_01208	Prav.g_01846
OG0000861	Prai.g_01209	Prav.g_01845
OG0000862	Prai.g_01210	Prav.g_01844
OG0000863	Prai.g_01211	Prav.g_01843
OG0000864	Prai.g_01212	Prav.g_01842
OG0000865	Prai.g_01213	Prav.g_01841
OG0000866	Prai.g_01214	Prav.g_01840
OG0000867	Prai.g_01215	Prav.g_01839
OG0000868	Prai.g_01216	Prav.g_01838
OG0000869	Prai.g_01218	Prav.g_01836
OG0000870	Prai.g_01219	Prav.g_01835
OG0000871	Prai.g_01221	Prav.g_01833
OG0000872	Prai.g_01222	Prav.g_01832
OG0000873	Prai.g_01224	Prav.g_01830
OG0000874	Prai.g_01225	Prav.g_01829
OG0000875	Prai.g_01226	Prav.g_01828
OG0000876	Prai.g_01227	Prav.g_01827
OG0000877	Prai.g_01229	Prav.g_01825
OG0000878	Prai.g_01310	Prav.g_01409
OG0000879	Prai.g_01323	Prav.g_01427
OG0000880	Prai.g_01324	Prav.g_01428
OG0000881	Prai.g_01325	Prav.g_01429
OG0000882	Prai.g_01326	Prav.g_01430
OG0000883	Prai.g_01327	Prav.g_01431
OG0000884	Prai.g_01330	Prav.g_01433
OG0000885	Prai.g_01331	Prav.g_01434
OG0000886	Prai.g_01332	Prav.g_01435
OG0000887	Prai.g_01333	Prav.g_01436
OG0000888	Prai.g_01334	Prav.g_01437
OG0000889	Prai.g_01337	Prav.g_01440
OG0000890	Prai.g_01338	Prav.g_01441
OG0000891	Prai.g_01339	Prav.g_01442
OG0000892	Prai.g_01341	Prav.g_01444
OG0000893	Prai.g_01342	Prav.g_01445
OG0000894	Prai.g_01343	Prav.g_01446
OG0000895	Prai.g_01344	Prav.g_01447
OG0000896	Prai.g_01345	Prav.g_01448
OG0000897	Prai.g_01346	Prav.g_01449
OG0000898	Prai.g_01348	Prav.g_01451
OG0000899	Prai.g_01349	Prav.g_01452
OG0000900	Prai.g_01353	Prav.g_01455
OG0000901	Prai.g_01357	Prav.g_01459
OG0000902	Prai.g_01358	Prav.g_01460
OG0000904	Prai.g_01360	Prav.g_01463
OG0000905	Prai.g_01362	Prav.g_01465
OG0000906	Prai.g_01364	Prav.g_01467
OG0000907	Prai.g_01365	Prav.g_01468
OG0000908	Prai.g_01368	Prav.g_01471
OG0000909	Prai.g_01372	Prav.g_01475
OG0000910	Prai.g_01373	Prav.g_01476
OG0000911	Prai.g_01374	Prav.g_01477
OG0000912	Prai.g_01375	Prav.g_01478
OG0000913	Prai.g_01376	Prav.g_01479
OG0000914	Prai.g_01377	Prav.g_01480
OG0000915	Prai.g_01378	Prav.g_01481
OG0000916	Prai.g_01379	Prav.g_01482
OG0000917	Prai.g_01380	Prav.g_01483
OG0000918	Prai.g_01381	Prav.g_01484
OG0000919	Prai.g_01382	Prav.g_01485
OG0000920	Prai.g_01383	Prav.g_01486
OG0000921	Prai.g_01384	Prav.g_01487
OG0000922	Prai.g_01385	Prav.g_01488
OG0000923	Prai.g_01386	Prav.g_01489
OG0000924	Prai.g_01387	Prav.g_01490
OG0000925	Prai.g_01388	Prav.g_01491
OG0000926	Prai.g_01392	Prav.g_01505
OG0000927	Prai.g_01445	Prav.g_01560
OG0000928	Prai.g_01446	Prav.g_01561
OG0000929	Prai.g_01447	Prav.g_01562
OG0000930	Prai.g_01448	Prav.g_01563
OG0000931	Prai.g_01449	Prav.g_01564
OG0000932	Prai.g_01451	Prav.g_01566
OG0000933	Prai.g_01452	Prav.g_01567
OG0000934	Prai.g_01453	Prav.g_01568
OG0000935	Prai.g_01454	Prav.g_01569
OG0000936	Prai.g_01455	Prav.g_01570
OG0000937	Prai.g_01456	Prav.g_01571
OG0000938	Prai.g_01457	Prav.g_01572
OG0000939	Prai.g_01458	Prav.g_01573
OG0000940	Prai.g_01459	Prav.g_01574
OG0000941	Prai.g_01461	Prav.g_01576
OG0000942	Prai.g_01462	Prav.g_01577
OG0000943	Prai.g_01465	Prav.g_01580
OG0000944	Prai.g_01466	Prav.g_01581
OG0000945	Prai.g_01467	Prav.g_01582
OG0000946	Prai.g_01468	Prav.g_01583
OG0000947	Prai.g_01469	Prav.g_01584
OG0000948	Prai.g_01470	Prav.g_01585
OG0000949	Prai.g_01471	Prav.g_01586
OG0000950	Prai.g_01472	Prav.g_01587
OG0000951	Prai.g_01473	Prav.g_01588
OG0000952	Prai.g_01474	Prav.g_01589
OG0000953	Prai.g_01475	Prav.g_01590
OG0000954	Prai.g_01476	Prav.g_01591
OG0000955	Prai.g_01477	Prav.g_01592
OG0000956	Prai.g_01478	Prav.g_01593
OG0000957	Prai.g_01479	Prav.g_01594
OG0000958	Prai.g_01480	Prav.g_01595
OG0000959	Prai.g_01481	Prav.g_01596
OG0000960	Prai.g_01482	Prav.g_01597
OG0000961	Prai.g_01485	Prav.g_01601
OG0000962	Prai.g_01486	Prav.g_01602
OG0000963	Prai.g_01487	Prav.g_01603
OG0000964	Prai.g_01489	Prav.g_01605
OG0000965	Prai.g_01490	Prav.g_01606
OG0000966	Prai.g_01491	Prav.g_01607
OG0000967	Prai.g_01492	Prav.g_01608
OG0000968	Prai.g_01493	Prav.g_01609
OG0000969	Prai.g_01494	Prav.g_01610
OG0000970	Prai.g_01495	Prav.g_01611
OG0000971	Prai.g_01496	Prav.g_01612
OG0000972	Prai.g_01497	Prav.g_01613
OG0000973	Prai.g_01498	Prav.g_01614
OG0000974	Prai.g_01500	Prav.g_01616
OG0000975	Prai.g_01502	Prav.g_01619
OG0000976	Prai.g_01504	Prav.g_01621
OG0000977	Prai.g_01505	Prav.g_01622
OG0000978	Prai.g_01507	Prav.g_01623
OG0000979	Prai.g_01509	Prav.g_01625
OG0000980	Prai.g_01510	Prav.g_01626
OG0000981	Prai.g_01511	Prav.g_01627
OG0000982	Prai.g_01512	Prav.g_01628
OG0000983	Prai.g_01514	Prav.g_01630
OG0000984	Prai.g_01515	Prav.g_01631
OG0000985	Prai.g_01516	Prav.g_01632
OG0000986	Prai.g_01517	Prav.g_01633
OG0000987	Prai.g_01518	Prav.g_01634
OG0000988	Prai.g_01519	Prav.g_01635
OG0000989	Prai.g_01520	Prav.g_01636
OG0000990	Prai.g_01521	Prav.g_01637
OG0000991	Prai.g_01522	Prav.g_01638
OG0000992	Prai.g_01523	Prav.g_01639
OG0000993	Prai.g_01524	Prav.g_01640
OG0000994	Prai.g_01525	Prav.g_01641
OG0000995	Prai.g_01526	Prav.g_01642
OG0000996	Prai.g_01527	Prav.g_01643
OG0000997	Prai.g_01528	Prav.g_01644
OG0000998	Prai.g_01529	Prav.g_01645
OG0000999	Prai.g_01530	Prav.g_01646
OG0001000	Prai.g_01531	Prav.g_01647
OG0001001	Prai.g_01533	Prav.g_01649
OG0001002	Prai.g_01534	Prav.g_01650
OG0001003	Prai.g_01535	Prav.g_01651
OG0001004	Prai.g_01536	Prav.g_01652
OG0001005	Prai.g_01537	Prav.g_01653
OG0001006	Prai.g_01538	Prav.g_01654
OG0001007	Prai.g_01539	Prav.g_01655
OG0001008	Prai.g_01541	Prav.g_01657
OG0001009	Prai.g_01542	Prav.g_01658
OG0001010	Prai.g_01550	Prav.g_01664
OG0001011	Prai.g_01558	Prav.g_01671
OG0001012	Prai.g_01597	Prav.g_01699
OG0001013	Prai.g_01632	Prav.g_01755
OG0001014	Prai.g_01633	Prav.g_01756
OG0001015	Prai.g_01639	Prav.g_01762
OG0001016	Prai.g_01640	Prav.g_01763
OG0001017	Prai.g_01641	Prav.g_01764
OG0001018	Prai.g_01642	Prav.g_01765
OG0001019	Prai.g_01644	Prav.g_01767
OG0001020	Prai.g_01645	Prav.g_01768
OG0001021	Prai.g_01646	Prav.g_01769
OG0001022	Prai.g_01647	Prav.g_01770
OG0001023	Prai.g_01648	Prav.g_01771
OG0001024	Prai.g_01649	Prav.g_01772
OG0001025	Prai.g_01650	Prav.g_01773
OG0001026	Prai.g_01652	Prav.g_01775
OG0001027	Prai.g_01653	Prav.g_01776
OG0001028	Prai.g_01654	Prav.g_01777
OG0001029	Prai.g_01655	Prav.g_01778
OG0001030	Prai.g_01656	Prav.g_01779
OG0001031	Prai.g_01657	Prav.g_01780
OG0001032	Prai.g_01658	Prav.g_01781
OG0001033	Prai.g_01659	Prav.g_01782
OG0001034	Prai.g_01660	Prav.g_01783
OG0001035	Prai.g_01662	Prav.g_01785
OG0001036	Prai.g_01663	Prav.g_01786
OG0001037	Prai.g_01664	Prav.g_01787
OG0001038	Prai.g_01665	Prav.g_01788
OG0001039	Prai.g_01666	Prav.g_01789
OG0001040	Prai.g_01667	Prav.g_01790
OG0001041	Prai.g_01668	Prav.g_01791
OG0001042	Prai.g_01669	Prav.g_01792
OG0001043	Prai.g_01670	Prav.g_01793
OG0001044	Prai.g_01671	Prav.g_01794
OG0001045	Prai.g_01672	Prav.g_01795
OG0001046	Prai.g_01673	Prav.g_01796
OG0001047	Prai.g_01676	Prav.g_01799
OG0001048	Prai.g_01678	Prav.g_01801
OG0001049	Prai.g_01679	Prav.g_01802
OG0001050	Prai.g_01680	Prav.g_01803
OG0001051	Prai.g_01681	Prav.g_01804
OG0001052	Prai.g_01682	Prav.g_01805
OG0001053	Prai.g_01683	Prav.g_01807
OG0001054	Prai.g_01685	Prav.g_01809
OG0001055	Prai.g_01686	Prav.g_01810
OG0001056	Prai.g_01687	Prav.g_01811
OG0001057	Prai.g_01688	Prav.g_01812
OG0001058	Prai.g_01689	Prav.g_01813
OG0001059	Prai.g_01690	Prav.g_01814
OG0001060	Prai.g_01691	Prav.g_01815
OG0001061	Prai.g_01692	Prav.g_01816
OG0001062	Prai.g_01693	Prav.g_01817
OG0001063	Prai.g_01694	Prav.g_01818
OG0001064	Prai.g_01696	Prav.g_00264
OG0001065	Prai.g_01701	Prav.g_00268
OG0001066	Prai.g_01702	Prav.g_00269
OG0001067	Prai.g_01703	Prav.g_00270
OG0001068	Prai.g_01705	Prav.g_00272
OG0001069	Prai.g_01706	Prav.g_00273
OG0001070	Prai.g_01707	Prav.g_00274
OG0001071	Prai.g_01708	Prav.g_00275
OG0001072	Prai.g_01709	Prav.g_00276
OG0001073	Prai.g_01710	Prav.g_00277
OG0001074	Prai.g_01711	Prav.g_00278
OG0001075	Prai.g_01712	Prav.g_00279
OG0001076	Prai.g_01713	Prav.g_00280
OG0001077	Prai.g_01714	Prav.g_00281
OG0001078	Prai.g_01715	Prav.g_00282
OG0001079	Prai.g_01716	Prav.g_00283
OG0001080	Prai.g_01717	Prav.g_00284
OG0001081	Prai.g_01720	Prav.g_00287
OG0001082	Prai.g_01721	Prav.g_00288
OG0001083	Prai.g_01722	Prav.g_00289
OG0001084	Prai.g_01724	Prav.g_00291
OG0001085	Prai.g_01725	Prav.g_00292
OG0001086	Prai.g_01726	Prav.g_00293
OG0001087	Prai.g_01727	Prav.g_00294
OG0001088	Prai.g_01728	Prav.g_00295
OG0001089	Prai.g_01734	Prav.g_00590
OG0001090	Prai.g_01736	Prav.g_00592
OG0001091	Prai.g_01737	Prav.g_00593
OG0001092	Prai.g_01738	Prav.g_00594
OG0001093	Prai.g_01739	Prav.g_00595
OG0001094	Prai.g_01740	Prav.g_00596
OG0001095	Prai.g_01741	Prav.g_00597
OG0001096	Prai.g_01742	Prav.g_00598
OG0001097	Prai.g_01743	Prav.g_00599
OG0001098	Prai.g_01744	Prav.g_00600
OG0001099	Prai.g_01746	Prav.g_00601
OG0001100	Prai.g_01747	Prav.g_00602
OG0001101	Prai.g_01748	Prav.g_00603
OG0001102	Prai.g_01749	Prav.g_00604
OG0001103	Prai.g_01750	Prav.g_00605
OG0001104	Prai.g_01751	Prav.g_00606
OG0001105	Prai.g_01752	Prav.g_00607
OG0001106	Prai.g_01753	Prav.g_00608
OG0001107	Prai.g_01754	Prav.g_00609
OG0001108	Prai.g_01755	Prav.g_00610
OG0001109	Prai.g_01756	Prav.g_00611
OG0001110	Prai.g_01757	Prav.g_00612
OG0001111	Prai.g_01758	Prav.g_00613
OG0001112	Prai.g_01759	Prav.g_00614
OG0001113	Prai.g_01760	Prav.g_00615
OG0001114	Prai.g_01761	Prav.g_00616
OG0001115	Prai.g_01762	Prav.g_00617
OG0001116	Prai.g_01763	Prav.g_00618
OG0001117	Prai.g_01764	Prav.g_00619
OG0001118	Prai.g_01765	Prav.g_00620
OG0001119	Prai.g_01766	Prav.g_00621
OG0001120	Prai.g_01767	Prav.g_00622
OG0001121	Prai.g_01769	Prav.g_00624
OG0001122	Prai.g_01770	Prav.g_00625
OG0001123	Prai.g_01776	Prav.g_00626
OG0001124	Prai.g_01778	Prav.g_00628
OG0001125	Prai.g_01780	Prav.g_00630
OG0001126	Prai.g_01781	Prav.g_00631
OG0001127	Prai.g_01783	Prav.g_00633
OG0001128	Prai.g_01784	Prav.g_00634
OG0001129	Prai.g_01785	Prav.g_00635
OG0001130	Prai.g_01788	Prav.g_00638
OG0001131	Prai.g_01789	Prav.g_00639
OG0001132	Prai.g_01790	Prav.g_00640
OG0001133	Prai.g_01791	Prav.g_00641
OG0001134	Prai.g_01792	Prav.g_00642
OG0001135	Prai.g_01793	Prav.g_00643
OG0001136	Prai.g_01794	Prav.g_00644
OG0001137	Prai.g_01795	Prav.g_00645
OG0001138	Prai.g_01796	Prav.g_00646
OG0001139	Prai.g_01797	Prav.g_00647
OG0001140	Prai.g_01798	Prav.g_00648
OG0001141	Prai.g_01799	Prav.g_00649
OG0001142	Prai.g_01802	Prav.g_00653
OG0001143	Prai.g_01803	Prav.g_00654
OG0001144	Prai.g_01804	Prav.g_00655
OG0001145	Prai.g_01805	Prav.g_00656
OG0001146	Prai.g_01806	Prav.g_00657
OG0001147	Prai.g_01807	Prav.g_00658
OG0001148	Prai.g_01808	Prav.g_00659
OG0001149	Prai.g_01810	Prav.g_00661
OG0001150	Prai.g_01811	Prav.g_00662
OG0001151	Prai.g_01813	Prav.g_00664
OG0001152	Prai.g_01814	Prav.g_00665
OG0001153	Prai.g_01815	Prav.g_00666
OG0001154	Prai.g_01817	Prav.g_00668
OG0001155	Prai.g_01819	Prav.g_00670
OG0001156	Prai.g_01821	Prav.g_00672
OG0001157	Prai.g_01822	Prav.g_00673
OG0001158	Prai.g_01824	Prav.g_00675
