Orthogroup	Prai	Prbj
OG0000573	Prai.g_00682	Prbj.g_00794
OG0000574	Prai.g_00683	Prbj.g_00803
OG0000575	Prai.g_00684	Prbj.g_00804
OG0000576	Prai.g_00685	Prbj.g_00805
OG0000577	Prai.g_00686	Prbj.g_00806
OG0000578	Prai.g_00687	Prbj.g_00807
OG0000579	Prai.g_00688	Prbj.g_00809
OG0000580	Prai.g_00689	Prbj.g_00812
OG0000581	Prai.g_00690	Prbj.g_00813
OG0000582	Prai.g_00691	Prbj.g_00815
OG0000583	Prai.g_00692	Prbj.g_00816
OG0000584	Prai.g_00693	Prbj.g_00818
OG0000585	Prai.g_00694	Prbj.g_00819
OG0000586	Prai.g_00696	Prbj.g_00821
OG0000587	Prai.g_00697	Prbj.g_00822
OG0000588	Prai.g_00699	Prbj.g_00825
OG0000589	Prai.g_00700	Prbj.g_02707
OG0000590	Prai.g_00702	Prbj.g_01466
OG0000591	Prai.g_00708	Prbj.g_00184
OG0000592	Prai.g_00709	Prbj.g_00760
OG0000593	Prai.g_00710	Prbj.g_00248
OG0000594	Prai.g_00712	Prbj.g_02453
OG0000595	Prai.g_00713	Prbj.g_02636
OG0000596	Prai.g_00714	Prbj.g_00943
OG0000597	Prai.g_00716	Prbj.g_00921
OG0000598	Prai.g_00717	Prbj.g_00927
OG0000599	Prai.g_00718	Prbj.g_00931
OG0000600	Prai.g_00719	Prbj.g_00932
OG0000601	Prai.g_00721	Prbj.g_00946
OG0000602	Prai.g_00722	Prbj.g_00947
OG0000603	Prai.g_00723	Prbj.g_00948
OG0000604	Prai.g_00724	Prbj.g_00754
OG0000605	Prai.g_00725	Prbj.g_00755
OG0000606	Prai.g_00726	Prbj.g_00757
OG0000607	Prai.g_00728	Prbj.g_00759
OG0000608	Prai.g_00729	Prbj.g_02373
OG0000609	Prai.g_00732	Prbj.g_02057
OG0000610	Prai.g_00733	Prbj.g_00168
OG0000611	Prai.g_00749	Prbj.g_02180
OG0000612	Prai.g_00750	Prbj.g_02181
OG0000613	Prai.g_00751	Prbj.g_02182
OG0000614	Prai.g_00752	Prbj.g_02183
OG0000615	Prai.g_00754	Prbj.g_02184
OG0000616	Prai.g_00755	Prbj.g_02185
OG0000617	Prai.g_00756	Prbj.g_02186
OG0000618	Prai.g_00757	Prbj.g_02187
OG0000619	Prai.g_00758	Prbj.g_02189
OG0000620	Prai.g_00759	Prbj.g_02190
OG0000621	Prai.g_00760	Prbj.g_02191
OG0000622	Prai.g_00761	Prbj.g_02192
OG0000623	Prai.g_00762	Prbj.g_02193
OG0000624	Prai.g_00763	Prbj.g_02194
OG0000625	Prai.g_00764	Prbj.g_02195
OG0000626	Prai.g_00765	Prbj.g_02196
OG0000627	Prai.g_00766	Prbj.g_02320
OG0000628	Prai.g_00767	Prbj.g_02319
OG0000629	Prai.g_00768	Prbj.g_02316
OG0000630	Prai.g_00769	Prbj.g_02315
OG0000631	Prai.g_00771	Prbj.g_02312
OG0000632	Prai.g_00899	Prbj.g_00773
OG0000633	Prai.g_00894	Prbj.g_01884
OG0000634	Prai.g_00883	Prbj.g_01607
OG0000635	Prai.g_00882	Prbj.g_02276
OG0000636	Prai.g_00881	Prbj.g_02277
OG0000637	Prai.g_00880	Prbj.g_02278
OG0000638	Prai.g_00869	Prbj.g_00347
OG0000639	Prai.g_00860	Prbj.g_01337
OG0000640	Prai.g_00858	Prbj.g_02311
OG0000641	Prai.g_00857	Prbj.g_02306
OG0000642	Prai.g_00856	Prbj.g_02305
OG0000643	Prai.g_00855	Prbj.g_02304
OG0000644	Prai.g_00854	Prbj.g_02406
OG0000645	Prai.g_00853	Prbj.g_02407
OG0000646	Prai.g_00852	Prbj.g_02408
OG0000647	Prai.g_00851	Prbj.g_02409
OG0000648	Prai.g_00849	Prbj.g_02411
OG0000649	Prai.g_00848	Prbj.g_02412
OG0000650	Prai.g_00847	Prbj.g_02413
OG0000651	Prai.g_00846	Prbj.g_02414
OG0000652	Prai.g_00845	Prbj.g_02415
OG0000653	Prai.g_00844	Prbj.g_02416
OG0000654	Prai.g_00842	Prbj.g_02418
OG0000655	Prai.g_00839	Prbj.g_02420
OG0000656	Prai.g_00838	Prbj.g_02421
OG0000657	Prai.g_00837	Prbj.g_02422
OG0000658	Prai.g_00836	Prbj.g_02423
OG0000659	Prai.g_00835	Prbj.g_02424
OG0000660	Prai.g_00834	Prbj.g_02425
OG0000661	Prai.g_00833	Prbj.g_02427
OG0000662	Prai.g_00832	Prbj.g_02430
OG0000663	Prai.g_00831	Prbj.g_02431
OG0000664	Prai.g_00830	Prbj.g_02432
OG0000665	Prai.g_00829	Prbj.g_02433
OG0000666	Prai.g_00828	Prbj.g_02434
OG0000667	Prai.g_00827	Prbj.g_02435
OG0000668	Prai.g_00826	Prbj.g_02436
OG0000669	Prai.g_00824	Prbj.g_02438
OG0000670	Prai.g_00823	Prbj.g_02439
OG0000671	Prai.g_00822	Prbj.g_02440
OG0000672	Prai.g_00821	Prbj.g_02441
OG0000673	Prai.g_00820	Prbj.g_02442
OG0000674	Prai.g_00819	Prbj.g_02443
OG0000675	Prai.g_00817	Prbj.g_02470
OG0000676	Prai.g_00816	Prbj.g_02471
OG0000677	Prai.g_00813	Prbj.g_02474
OG0000678	Prai.g_00811	Prbj.g_02476
OG0000679	Prai.g_00810	Prbj.g_02478
OG0000680	Prai.g_00809	Prbj.g_02479
OG0000681	Prai.g_00808	Prbj.g_02480
OG0000682	Prai.g_00807	Prbj.g_02481
OG0000683	Prai.g_00805	Prbj.g_02483
OG0000684	Prai.g_00804	Prbj.g_02484
OG0000685	Prai.g_00803	Prbj.g_02485
OG0000686	Prai.g_00802	Prbj.g_02486
OG0000687	Prai.g_00801	Prbj.g_02487
OG0000688	Prai.g_00800	Prbj.g_02488
OG0000689	Prai.g_00799	Prbj.g_02490
OG0000690	Prai.g_00798	Prbj.g_02491
OG0000691	Prai.g_00797	Prbj.g_02492
OG0000692	Prai.g_00795	Prbj.g_02503
OG0000693	Prai.g_00794	Prbj.g_02504
OG0000694	Prai.g_00793	Prbj.g_02507
OG0000695	Prai.g_00792	Prbj.g_02511
OG0000696	Prai.g_00791	Prbj.g_02512
OG0000697	Prai.g_00789	Prbj.g_02514
OG0000698	Prai.g_00787	Prbj.g_02323
OG0000699	Prai.g_00786	Prbj.g_02199
OG0000700	Prai.g_01060	Prbj.g_02215
OG0000701	Prai.g_01057	Prbj.g_01553
OG0000702	Prai.g_01054	Prbj.g_02523
OG0000703	Prai.g_01053	Prbj.g_02333
OG0000704	Prai.g_01052	Prbj.g_00044
OG0000705	Prai.g_01051	Prbj.g_02334
OG0000706	Prai.g_01050	Prbj.g_02335
OG0000707	Prai.g_01049	Prbj.g_02337
OG0000708	Prai.g_01048	Prbj.g_02338
OG0000709	Prai.g_01046	Prbj.g_02340
OG0000710	Prai.g_01045	Prbj.g_02341
OG0000711	Prai.g_01044	Prbj.g_02342
OG0000712	Prai.g_01043	Prbj.g_02343
OG0000713	Prai.g_01042	Prbj.g_02344
OG0000714	Prai.g_01040	Prbj.g_02352
OG0000715	Prai.g_01039	Prbj.g_02354
OG0000716	Prai.g_01037	Prbj.g_02359
OG0000717	Prai.g_01036	Prbj.g_02361
OG0000718	Prai.g_01035	Prbj.g_02364
OG0000719	Prai.g_01033	Prbj.g_02379
OG0000720	Prai.g_01032	Prbj.g_02380
OG0000721	Prai.g_01030	Prbj.g_02382
OG0000722	Prai.g_01029	Prbj.g_02383
OG0000723	Prai.g_01028	Prbj.g_02384
OG0000724	Prai.g_01027	Prbj.g_02397
OG0000725	Prai.g_01026	Prbj.g_02396
OG0000726	Prai.g_01025	Prbj.g_02395
OG0000727	Prai.g_01024	Prbj.g_02394
OG0000728	Prai.g_01023	Prbj.g_02393
OG0000729	Prai.g_01022	Prbj.g_02391
OG0000730	Prai.g_01021	Prbj.g_02388
OG0000731	Prai.g_01020	Prbj.g_02399
OG0000732	Prai.g_01019	Prbj.g_02400
OG0000733	Prai.g_01018	Prbj.g_02401
OG0000734	Prai.g_01017	Prbj.g_02402
OG0000735	Prai.g_01015	Prbj.g_02403
OG0000736	Prai.g_01014	Prbj.g_02404
OG0000737	Prai.g_01013	Prbj.g_02405
OG0000738	Prai.g_01012	Prbj.g_02303
OG0000739	Prai.g_01011	Prbj.g_02302
OG0000740	Prai.g_01010	Prbj.g_02301
OG0000741	Prai.g_01009	Prbj.g_02299
OG0000742	Prai.g_01007	Prbj.g_02297
OG0000743	Prai.g_01006	Prbj.g_02296
OG0000744	Prai.g_01005	Prbj.g_02294
OG0000745	Prai.g_01004	Prbj.g_02293
OG0000746	Prai.g_01003	Prbj.g_02292
OG0000747	Prai.g_01002	Prbj.g_00694
OG0000748	Prai.g_01001	Prbj.g_02284
OG0000749	Prai.g_01000	Prbj.g_02283
OG0000750	Prai.g_00999	Prbj.g_02281
OG0000751	Prai.g_00998	Prbj.g_02280
OG0000752	Prai.g_00997	Prbj.g_01984
OG0000753	Prai.g_00995	Prbj.g_02275
OG0000754	Prai.g_00994	Prbj.g_02274
OG0000755	Prai.g_00993	Prbj.g_02273
OG0000756	Prai.g_00992	Prbj.g_02271
OG0000757	Prai.g_00991	Prbj.g_02270
OG0000758	Prai.g_00990	Prbj.g_02269
OG0000759	Prai.g_00988	Prbj.g_02264
OG0000760	Prai.g_00987	Prbj.g_02263
OG0000761	Prai.g_00986	Prbj.g_02261
OG0000762	Prai.g_00984	Prbj.g_02259
OG0000763	Prai.g_00983	Prbj.g_02257
OG0000764	Prai.g_00982	Prbj.g_02255
OG0000765	Prai.g_00981	Prbj.g_02254
OG0000766	Prai.g_00980	Prbj.g_02253
OG0000767	Prai.g_00978	Prbj.g_02251
OG0000768	Prai.g_00977	Prbj.g_02250
OG0000769	Prai.g_00976	Prbj.g_02249
OG0000770	Prai.g_00975	Prbj.g_02248
OG0000771	Prai.g_00974	Prbj.g_02247
OG0000772	Prai.g_00973	Prbj.g_00722
OG0000773	Prai.g_00972	Prbj.g_02245
OG0000774	Prai.g_00971	Prbj.g_02243
OG0000775	Prai.g_00970	Prbj.g_02241
OG0000776	Prai.g_00968	Prbj.g_02237
OG0000777	Prai.g_00966	Prbj.g_02236
OG0000778	Prai.g_00965	Prbj.g_02235
OG0000779	Prai.g_00964	Prbj.g_02231
OG0000780	Prai.g_00962	Prbj.g_02229
OG0000781	Prai.g_00960	Prbj.g_02225
OG0000782	Prai.g_00959	Prbj.g_02224
OG0000783	Prai.g_00948	Prbj.g_02219
OG0000784	Prai.g_00946	Prbj.g_02217
OG0000785	Prai.g_00945	Prbj.g_02216
OG0000786	Prai.g_00944	Prbj.g_02214
OG0000787	Prai.g_00943	Prbj.g_02213
OG0000788	Prai.g_00940	Prbj.g_02207
OG0000789	Prai.g_00938	Prbj.g_02204
OG0000790	Prai.g_00937	Prbj.g_01985
OG0000791	Prai.g_00936	Prbj.g_02203
OG0000792	Prai.g_00935	Prbj.g_02202
OG0000793	Prai.g_00934	Prbj.g_02201
OG0000794	Prai.g_00932	Prbj.g_02198
OG0000795	Prai.g_00929	Prbj.g_01850
OG0000796	Prai.g_00928	Prbj.g_01849
OG0000797	Prai.g_00926	Prbj.g_01846
OG0000798	Prai.g_00925	Prbj.g_01845
OG0000799	Prai.g_00924	Prbj.g_01844
OG0000800	Prai.g_00923	Prbj.g_01843
OG0000801	Prai.g_00920	Prbj.g_01840
OG0000802	Prai.g_00919	Prbj.g_01839
OG0000803	Prai.g_00917	Prbj.g_01836
OG0000804	Prai.g_00916	Prbj.g_01835
OG0000805	Prai.g_00915	Prbj.g_01834
OG0000806	Prai.g_00913	Prbj.g_01833
OG0000807	Prai.g_01088	Prbj.g_02687
OG0000808	Prai.g_01098	Prbj.g_02537
OG0000809	Prai.g_01101	Prbj.g_01669
OG0000810	Prai.g_01102	Prbj.g_00696
OG0000811	Prai.g_01109	Prbj.g_01289
OG0000812	Prai.g_01113	Prbj.g_00343
OG0000813	Prai.g_01117	Prbj.g_00333
OG0000814	Prai.g_01119	Prbj.g_00634
OG0000815	Prai.g_01130	Prbj.g_02555
OG0000816	Prai.g_01144	Prbj.g_01997
OG0000817	Prai.g_01145	Prbj.g_01991
OG0000818	Prai.g_01151	Prbj.g_01336
OG0000819	Prai.g_01153	Prbj.g_00641
OG0000820	Prai.g_01157	Prbj.g_00627
OG0000821	Prai.g_01159	Prbj.g_00953
OG0000822	Prai.g_01160	Prbj.g_00954
OG0000823	Prai.g_01161	Prbj.g_00955
OG0000824	Prai.g_01162	Prbj.g_00956
OG0000825	Prai.g_01163	Prbj.g_00958
OG0000826	Prai.g_01164	Prbj.g_00959
OG0000827	Prai.g_01165	Prbj.g_00962
OG0000828	Prai.g_01166	Prbj.g_00964
OG0000829	Prai.g_01167	Prbj.g_00965
OG0000830	Prai.g_01168	Prbj.g_00968
OG0000831	Prai.g_01170	Prbj.g_00970
OG0000832	Prai.g_01172	Prbj.g_00972
OG0000833	Prai.g_01173	Prbj.g_00973
OG0000834	Prai.g_01174	Prbj.g_00846
OG0000835	Prai.g_01175	Prbj.g_00845
OG0000836	Prai.g_01176	Prbj.g_00844
OG0000837	Prai.g_01178	Prbj.g_00834
OG0000838	Prai.g_01179	Prbj.g_00832
OG0000839	Prai.g_01180	Prbj.g_00831
OG0000840	Prai.g_01181	Prbj.g_00830
OG0000841	Prai.g_01182	Prbj.g_00829
OG0000842	Prai.g_01183	Prbj.g_00304
OG0000843	Prai.g_01184	Prbj.g_00305
OG0000844	Prai.g_01185	Prbj.g_00307
OG0000845	Prai.g_01186	Prbj.g_00308
OG0000846	Prai.g_01189	Prbj.g_00311
OG0000847	Prai.g_01191	Prbj.g_00312
OG0000848	Prai.g_01192	Prbj.g_01910
OG0000849	Prai.g_01193	Prbj.g_01913
OG0000850	Prai.g_01194	Prbj.g_01914
OG0000851	Prai.g_01196	Prbj.g_00002
OG0000852	Prai.g_01198	Prbj.g_00004
OG0000853	Prai.g_01200	Prbj.g_00006
OG0000854	Prai.g_01202	Prbj.g_00008
OG0000855	Prai.g_01203	Prbj.g_00009
OG0000856	Prai.g_01204	Prbj.g_00010
OG0000857	Prai.g_01205	Prbj.g_00011
OG0000858	Prai.g_01206	Prbj.g_00012
OG0000859	Prai.g_01207	Prbj.g_00013
OG0000860	Prai.g_01208	Prbj.g_00014
OG0000861	Prai.g_01209	Prbj.g_01908
OG0000862	Prai.g_01210	Prbj.g_01907
OG0000863	Prai.g_01211	Prbj.g_01906
OG0000864	Prai.g_01212	Prbj.g_01905
OG0000865	Prai.g_01213	Prbj.g_01903
OG0000866	Prai.g_01214	Prbj.g_02152
OG0000867	Prai.g_01215	Prbj.g_02153
OG0000868	Prai.g_01216	Prbj.g_02155
OG0000869	Prai.g_01218	Prbj.g_02158
OG0000870	Prai.g_01219	Prbj.g_02159
OG0000871	Prai.g_01221	Prbj.g_02163
OG0000872	Prai.g_01222	Prbj.g_02164
OG0000873	Prai.g_01224	Prbj.g_02166
OG0000874	Prai.g_01225	Prbj.g_02167
OG0000875	Prai.g_01226	Prbj.g_00314
OG0000876	Prai.g_01227	Prbj.g_00313
OG0000877	Prai.g_01229	Prbj.g_00019
OG0000878	Prai.g_01310	Prbj.g_01679
OG0000879	Prai.g_01323	Prbj.g_00163
OG0000880	Prai.g_01324	Prbj.g_00162
OG0000881	Prai.g_01325	Prbj.g_00161
OG0000882	Prai.g_01326	Prbj.g_01717
OG0000883	Prai.g_01327	Prbj.g_01719
OG0000884	Prai.g_01330	Prbj.g_01721
OG0000885	Prai.g_01331	Prbj.g_01722
OG0000886	Prai.g_01332	Prbj.g_01723
OG0000887	Prai.g_01333	Prbj.g_01724
OG0000888	Prai.g_01334	Prbj.g_01725
OG0000889	Prai.g_01337	Prbj.g_01729
OG0000890	Prai.g_01338	Prbj.g_01732
OG0000891	Prai.g_01339	Prbj.g_01733
OG0000892	Prai.g_01341	Prbj.g_01736
OG0000893	Prai.g_01342	Prbj.g_01737
OG0000894	Prai.g_01343	Prbj.g_01738
OG0000895	Prai.g_01344	Prbj.g_01739
OG0000896	Prai.g_01345	Prbj.g_01740
OG0000897	Prai.g_01346	Prbj.g_01741
OG0000898	Prai.g_01348	Prbj.g_01744
OG0000899	Prai.g_01349	Prbj.g_01745
OG0000900	Prai.g_01353	Prbj.g_00669
OG0000901	Prai.g_01357	Prbj.g_00121
OG0000902	Prai.g_01358	Prbj.g_00094
OG0000904	Prai.g_01360	Prbj.g_00687
OG0000905	Prai.g_01362	Prbj.g_01837
OG0000906	Prai.g_01364	Prbj.g_02689
OG0000907	Prai.g_01365	Prbj.g_02521
OG0000908	Prai.g_01368	Prbj.g_00873
OG0000909	Prai.g_01372	Prbj.g_01640
OG0000910	Prai.g_01373	Prbj.g_01641
OG0000911	Prai.g_01374	Prbj.g_01642
OG0000912	Prai.g_01375	Prbj.g_01643
OG0000913	Prai.g_01376	Prbj.g_01644
OG0000914	Prai.g_01377	Prbj.g_01645
OG0000915	Prai.g_01378	Prbj.g_01646
OG0000916	Prai.g_01379	Prbj.g_01647
OG0000917	Prai.g_01380	Prbj.g_01649
OG0000918	Prai.g_01381	Prbj.g_01650
OG0000919	Prai.g_01382	Prbj.g_01651
OG0000920	Prai.g_01383	Prbj.g_01652
OG0000921	Prai.g_01384	Prbj.g_01653
OG0000922	Prai.g_01385	Prbj.g_01654
OG0000923	Prai.g_01386	Prbj.g_01655
OG0000924	Prai.g_01387	Prbj.g_01656
OG0000925	Prai.g_01388	Prbj.g_01657
OG0000926	Prai.g_01392	Prbj.g_01514
OG0000927	Prai.g_01445	Prbj.g_01304
OG0000928	Prai.g_01446	Prbj.g_01303
OG0000929	Prai.g_01447	Prbj.g_01302
OG0000930	Prai.g_01448	Prbj.g_01294
OG0000931	Prai.g_01449	Prbj.g_01293
OG0000932	Prai.g_01451	Prbj.g_01041
OG0000933	Prai.g_01452	Prbj.g_01043
OG0000934	Prai.g_01453	Prbj.g_01044
OG0000935	Prai.g_01454	Prbj.g_01045
OG0000936	Prai.g_01455	Prbj.g_01046
OG0000937	Prai.g_01456	Prbj.g_01047
OG0000938	Prai.g_01457	Prbj.g_01049
OG0000939	Prai.g_01458	Prbj.g_01050
OG0000940	Prai.g_01459	Prbj.g_01052
OG0000941	Prai.g_01461	Prbj.g_01054
OG0000942	Prai.g_01462	Prbj.g_01055
OG0000943	Prai.g_01465	Prbj.g_01058
OG0000944	Prai.g_01466	Prbj.g_01067
OG0000945	Prai.g_01467	Prbj.g_01068
OG0000946	Prai.g_01468	Prbj.g_01069
OG0000947	Prai.g_01469	Prbj.g_01070
OG0000948	Prai.g_01470	Prbj.g_01071
OG0000949	Prai.g_01471	Prbj.g_01072
OG0000950	Prai.g_01472	Prbj.g_01073
OG0000951	Prai.g_01473	Prbj.g_01074
OG0000952	Prai.g_01474	Prbj.g_01075
OG0000953	Prai.g_01475	Prbj.g_01076
OG0000954	Prai.g_01476	Prbj.g_01077
OG0000955	Prai.g_01477	Prbj.g_01078
OG0000956	Prai.g_01478	Prbj.g_01079
OG0000957	Prai.g_01479	Prbj.g_01080
OG0000958	Prai.g_01480	Prbj.g_00631
OG0000959	Prai.g_01481	Prbj.g_00632
OG0000960	Prai.g_01482	Prbj.g_00633
OG0000961	Prai.g_01485	Prbj.g_00640
OG0000962	Prai.g_01486	Prbj.g_00642
OG0000963	Prai.g_01487	Prbj.g_00643
OG0000964	Prai.g_01489	Prbj.g_00646
OG0000965	Prai.g_01490	Prbj.g_00647
OG0000966	Prai.g_01491	Prbj.g_00648
OG0000967	Prai.g_01492	Prbj.g_00649
OG0000968	Prai.g_01493	Prbj.g_00650
OG0000969	Prai.g_01494	Prbj.g_00651
OG0000970	Prai.g_01495	Prbj.g_00652
OG0000971	Prai.g_01496	Prbj.g_00653
OG0000972	Prai.g_01497	Prbj.g_00654
OG0000973	Prai.g_01498	Prbj.g_00655
OG0000974	Prai.g_01500	Prbj.g_00657
OG0000975	Prai.g_01502	Prbj.g_00036
OG0000976	Prai.g_01504	Prbj.g_01674
OG0000977	Prai.g_01505	Prbj.g_01684
OG0000978	Prai.g_01507	Prbj.g_01686
OG0000979	Prai.g_01509	Prbj.g_01688
OG0000980	Prai.g_01510	Prbj.g_01689
OG0000981	Prai.g_01511	Prbj.g_02538
OG0000982	Prai.g_01512	Prbj.g_01690
OG0000983	Prai.g_01514	Prbj.g_01692
OG0000984	Prai.g_01515	Prbj.g_01693
OG0000985	Prai.g_01516	Prbj.g_01694
OG0000986	Prai.g_01517	Prbj.g_01696
OG0000987	Prai.g_01518	Prbj.g_01697
OG0000988	Prai.g_01519	Prbj.g_01699
OG0000989	Prai.g_01520	Prbj.g_01700
OG0000990	Prai.g_01521	Prbj.g_01701
OG0000991	Prai.g_01522	Prbj.g_01702
OG0000992	Prai.g_01523	Prbj.g_01703
OG0000993	Prai.g_01524	Prbj.g_01704
OG0000994	Prai.g_01525	Prbj.g_01705
OG0000995	Prai.g_01526	Prbj.g_01707
OG0000996	Prai.g_01527	Prbj.g_01708
OG0000997	Prai.g_01528	Prbj.g_01709
OG0000998	Prai.g_01529	Prbj.g_01710
OG0000999	Prai.g_01530	Prbj.g_01711
OG0001000	Prai.g_01531	Prbj.g_01712
OG0001001	Prai.g_01533	Prbj.g_01713
OG0001002	Prai.g_01534	Prbj.g_00888
OG0001003	Prai.g_01535	Prbj.g_00887
OG0001004	Prai.g_01536	Prbj.g_00185
OG0001005	Prai.g_01537	Prbj.g_00884
OG0001006	Prai.g_01538	Prbj.g_00883
OG0001007	Prai.g_01539	Prbj.g_00882
OG0001008	Prai.g_01541	Prbj.g_00880
OG0001009	Prai.g_01542	Prbj.g_00879
OG0001010	Prai.g_01550	Prbj.g_02535
OG0001011	Prai.g_01558	Prbj.g_02561
OG0001012	Prai.g_01597	Prbj.g_02429
OG0001013	Prai.g_01632	Prbj.g_00868
OG0001014	Prai.g_01633	Prbj.g_00867
OG0001015	Prai.g_01639	Prbj.g_00856
OG0001016	Prai.g_01640	Prbj.g_00855
OG0001017	Prai.g_01641	Prbj.g_00854
OG0001018	Prai.g_01642	Prbj.g_00852
OG0001019	Prai.g_01644	Prbj.g_00495
OG0001020	Prai.g_01645	Prbj.g_00494
OG0001021	Prai.g_01646	Prbj.g_00493
OG0001022	Prai.g_01647	Prbj.g_00492
OG0001023	Prai.g_01648	Prbj.g_00491
OG0001024	Prai.g_01649	Prbj.g_00489
OG0001025	Prai.g_01650	Prbj.g_00488
OG0001026	Prai.g_01652	Prbj.g_00487
OG0001027	Prai.g_01653	Prbj.g_00486
OG0001028	Prai.g_01654	Prbj.g_00485
OG0001029	Prai.g_01655	Prbj.g_00484
OG0001030	Prai.g_01656	Prbj.g_00483
OG0001031	Prai.g_01657	Prbj.g_00482
OG0001032	Prai.g_01658	Prbj.g_00481
OG0001033	Prai.g_01659	Prbj.g_00480
OG0001034	Prai.g_01660	Prbj.g_00478
OG0001035	Prai.g_01662	Prbj.g_00476
OG0001036	Prai.g_01663	Prbj.g_00475
OG0001037	Prai.g_01664	Prbj.g_00473
OG0001038	Prai.g_01665	Prbj.g_00472
OG0001039	Prai.g_01666	Prbj.g_00471
OG0001040	Prai.g_01667	Prbj.g_00470
OG0001041	Prai.g_01668	Prbj.g_00469
OG0001042	Prai.g_01669	Prbj.g_00467
OG0001043	Prai.g_01670	Prbj.g_00466
OG0001044	Prai.g_01671	Prbj.g_00465
OG0001045	Prai.g_01672	Prbj.g_00464
OG0001046	Prai.g_01673	Prbj.g_00463
OG0001047	Prai.g_01676	Prbj.g_00459
OG0001048	Prai.g_01678	Prbj.g_00457
OG0001049	Prai.g_01679	Prbj.g_00456
OG0001050	Prai.g_01680	Prbj.g_00455
OG0001051	Prai.g_01681	Prbj.g_00454
OG0001052	Prai.g_01682	Prbj.g_00453
OG0001053	Prai.g_01683	Prbj.g_00451
OG0001054	Prai.g_01685	Prbj.g_00449
OG0001055	Prai.g_01686	Prbj.g_00448
OG0001056	Prai.g_01687	Prbj.g_00447
OG0001057	Prai.g_01688	Prbj.g_00446
OG0001058	Prai.g_01689	Prbj.g_00445
OG0001059	Prai.g_01690	Prbj.g_00444
OG0001060	Prai.g_01691	Prbj.g_00443
OG0001061	Prai.g_01692	Prbj.g_00442
OG0001062	Prai.g_01693	Prbj.g_00428
OG0001063	Prai.g_01694	Prbj.g_00427
OG0001064	Prai.g_01696	Prbj.g_00425
OG0001065	Prai.g_01701	Prbj.g_02660
OG0001066	Prai.g_01702	Prbj.g_02657
OG0001067	Prai.g_01703	Prbj.g_02656
OG0001068	Prai.g_01705	Prbj.g_02652
OG0001069	Prai.g_01706	Prbj.g_02651
OG0001070	Prai.g_01707	Prbj.g_02650
OG0001071	Prai.g_01708	Prbj.g_02649
OG0001072	Prai.g_01709	Prbj.g_02648
OG0001073	Prai.g_01710	Prbj.g_02647
OG0001074	Prai.g_01711	Prbj.g_02646
OG0001075	Prai.g_01712	Prbj.g_02645
OG0001076	Prai.g_01713	Prbj.g_02644
OG0001077	Prai.g_01714	Prbj.g_02643
OG0001078	Prai.g_01715	Prbj.g_02641
OG0001079	Prai.g_01716	Prbj.g_02640
OG0001080	Prai.g_01717	Prbj.g_02639
OG0001081	Prai.g_01720	Prbj.g_01027
OG0001082	Prai.g_01721	Prbj.g_01028
OG0001083	Prai.g_01722	Prbj.g_01032
OG0001084	Prai.g_01724	Prbj.g_01030
OG0001085	Prai.g_01725	Prbj.g_01029
OG0001086	Prai.g_01726	Prbj.g_01033
OG0001087	Prai.g_01727	Prbj.g_01034
OG0001088	Prai.g_01728	Prbj.g_02635
OG0001089	Prai.g_01734	Prbj.g_01025
OG0001090	Prai.g_01736	Prbj.g_01023
OG0001091	Prai.g_01737	Prbj.g_01022
OG0001092	Prai.g_01738	Prbj.g_01021
OG0001093	Prai.g_01739	Prbj.g_01020
OG0001094	Prai.g_01740	Prbj.g_01019
OG0001095	Prai.g_01741	Prbj.g_01018
OG0001096	Prai.g_01742	Prbj.g_01017
OG0001097	Prai.g_01743	Prbj.g_01016
OG0001098	Prai.g_01744	Prbj.g_01015
OG0001099	Prai.g_01746	Prbj.g_01014
OG0001100	Prai.g_01747	Prbj.g_01013
OG0001101	Prai.g_01748	Prbj.g_01012
OG0001102	Prai.g_01749	Prbj.g_01011
OG0001103	Prai.g_01750	Prbj.g_01010
OG0001104	Prai.g_01751	Prbj.g_01009
OG0001105	Prai.g_01752	Prbj.g_01008
OG0001106	Prai.g_01753	Prbj.g_01007
OG0001107	Prai.g_01754	Prbj.g_01006
OG0001108	Prai.g_01755	Prbj.g_01005
OG0001109	Prai.g_01756	Prbj.g_01004
OG0001110	Prai.g_01757	Prbj.g_01003
OG0001111	Prai.g_01758	Prbj.g_01002
OG0001112	Prai.g_01759	Prbj.g_01001
OG0001113	Prai.g_01760	Prbj.g_01000
OG0001114	Prai.g_01761	Prbj.g_00999
OG0001115	Prai.g_01762	Prbj.g_00998
OG0001116	Prai.g_01763	Prbj.g_00997
OG0001117	Prai.g_01764	Prbj.g_00996
OG0001118	Prai.g_01765	Prbj.g_00995
OG0001119	Prai.g_01766	Prbj.g_00994
OG0001120	Prai.g_01767	Prbj.g_00993
OG0001121	Prai.g_01769	Prbj.g_00990
OG0001122	Prai.g_01770	Prbj.g_00989
OG0001123	Prai.g_01776	Prbj.g_00988
OG0001124	Prai.g_01778	Prbj.g_00986
OG0001125	Prai.g_01780	Prbj.g_00984
OG0001126	Prai.g_01781	Prbj.g_00983
OG0001127	Prai.g_01783	Prbj.g_00414
OG0001128	Prai.g_01784	Prbj.g_00413
OG0001129	Prai.g_01785	Prbj.g_00410
OG0001130	Prai.g_01788	Prbj.g_00407
OG0001131	Prai.g_01789	Prbj.g_00406
OG0001132	Prai.g_01790	Prbj.g_00405
