Orthogroup	Prai	Prbl
OG0000572	Prai.g_00679	Prbl.g_01664
OG0000573	Prai.g_00682	Prbl.g_01041
OG0000574	Prai.g_00683	Prbl.g_01032
OG0000575	Prai.g_00684	Prbl.g_01031
OG0000576	Prai.g_00685	Prbl.g_01030
OG0000577	Prai.g_00686	Prbl.g_01412
OG0000578	Prai.g_00687	Prbl.g_01411
OG0000579	Prai.g_00688	Prbl.g_01409
OG0000580	Prai.g_00689	Prbl.g_01406
OG0000581	Prai.g_00690	Prbl.g_01405
OG0000582	Prai.g_00691	Prbl.g_01404
OG0000583	Prai.g_00692	Prbl.g_01403
OG0000584	Prai.g_00693	Prbl.g_01401
OG0000585	Prai.g_00694	Prbl.g_01400
OG0000586	Prai.g_00696	Prbl.g_01398
OG0000587	Prai.g_00697	Prbl.g_01397
OG0000588	Prai.g_00699	Prbl.g_01394
OG0000589	Prai.g_00700	Prbl.g_01392
OG0000590	Prai.g_00702	Prbl.g_00891
OG0000591	Prai.g_00708	Prbl.g_01915
OG0000592	Prai.g_00709	Prbl.g_00027
OG0000593	Prai.g_00710	Prbl.g_01242
OG0000594	Prai.g_00712	Prbl.g_02295
OG0000595	Prai.g_00713	Prbl.g_01046
OG0000596	Prai.g_00714	Prbl.g_01869
OG0000597	Prai.g_00716	Prbl.g_01847
OG0000598	Prai.g_00717	Prbl.g_01853
OG0000599	Prai.g_00718	Prbl.g_01857
OG0000600	Prai.g_00719	Prbl.g_01858
OG0000601	Prai.g_00721	Prbl.g_01872
OG0000602	Prai.g_00722	Prbl.g_01873
OG0000603	Prai.g_00723	Prbl.g_01874
OG0000604	Prai.g_00724	Prbl.g_00021
OG0000605	Prai.g_00725	Prbl.g_00022
OG0000606	Prai.g_00726	Prbl.g_00024
OG0000607	Prai.g_00728	Prbl.g_00026
OG0000608	Prai.g_00729	Prbl.g_02373
OG0000609	Prai.g_00732	Prbl.g_02137
OG0000610	Prai.g_00733	Prbl.g_00120
OG0000611	Prai.g_00749	Prbl.g_02565
OG0000612	Prai.g_00750	Prbl.g_02564
OG0000613	Prai.g_00751	Prbl.g_02563
OG0000614	Prai.g_00752	Prbl.g_02562
OG0000615	Prai.g_00754	Prbl.g_02561
OG0000616	Prai.g_00755	Prbl.g_02560
OG0000617	Prai.g_00756	Prbl.g_02559
OG0000618	Prai.g_00757	Prbl.g_02558
OG0000619	Prai.g_00758	Prbl.g_02556
OG0000620	Prai.g_00759	Prbl.g_02555
OG0000621	Prai.g_00760	Prbl.g_02554
OG0000622	Prai.g_00761	Prbl.g_02553
OG0000623	Prai.g_00762	Prbl.g_02552
OG0000624	Prai.g_00763	Prbl.g_02551
OG0000625	Prai.g_00764	Prbl.g_02550
OG0000626	Prai.g_00765	Prbl.g_02549
OG0000627	Prai.g_00766	Prbl.g_02426
OG0000628	Prai.g_00767	Prbl.g_02427
OG0000629	Prai.g_00768	Prbl.g_02430
OG0000630	Prai.g_00769	Prbl.g_02431
OG0000631	Prai.g_00771	Prbl.g_02434
OG0000632	Prai.g_00899	Prbl.g_00040
OG0000633	Prai.g_00894	Prbl.g_01904
OG0000634	Prai.g_00883	Prbl.g_00534
OG0000635	Prai.g_00882	Prbl.g_02470
OG0000636	Prai.g_00881	Prbl.g_02469
OG0000637	Prai.g_00880	Prbl.g_02468
OG0000638	Prai.g_00869	Prbl.g_01195
OG0000639	Prai.g_00860	Prbl.g_01930
OG0000640	Prai.g_00858	Prbl.g_02435
OG0000641	Prai.g_00857	Prbl.g_02440
OG0000642	Prai.g_00856	Prbl.g_02441
OG0000643	Prai.g_00855	Prbl.g_02442
OG0000644	Prai.g_00854	Prbl.g_02341
OG0000645	Prai.g_00853	Prbl.g_02340
OG0000646	Prai.g_00852	Prbl.g_02339
OG0000647	Prai.g_00851	Prbl.g_02338
OG0000648	Prai.g_00849	Prbl.g_02336
OG0000649	Prai.g_00848	Prbl.g_02335
OG0000650	Prai.g_00847	Prbl.g_02334
OG0000651	Prai.g_00846	Prbl.g_02333
OG0000652	Prai.g_00845	Prbl.g_02332
OG0000653	Prai.g_00844	Prbl.g_02331
OG0000654	Prai.g_00842	Prbl.g_02329
OG0000655	Prai.g_00839	Prbl.g_02327
OG0000656	Prai.g_00838	Prbl.g_02326
OG0000657	Prai.g_00837	Prbl.g_02325
OG0000658	Prai.g_00836	Prbl.g_02324
OG0000659	Prai.g_00835	Prbl.g_02323
OG0000660	Prai.g_00834	Prbl.g_02322
OG0000661	Prai.g_00833	Prbl.g_02320
OG0000662	Prai.g_00832	Prbl.g_02317
OG0000663	Prai.g_00831	Prbl.g_02316
OG0000664	Prai.g_00830	Prbl.g_02315
OG0000665	Prai.g_00829	Prbl.g_02314
OG0000666	Prai.g_00828	Prbl.g_02313
OG0000667	Prai.g_00827	Prbl.g_02312
OG0000668	Prai.g_00826	Prbl.g_02311
OG0000669	Prai.g_00824	Prbl.g_02309
OG0000670	Prai.g_00823	Prbl.g_02308
OG0000671	Prai.g_00822	Prbl.g_02307
OG0000672	Prai.g_00821	Prbl.g_02306
OG0000673	Prai.g_00820	Prbl.g_02305
OG0000674	Prai.g_00819	Prbl.g_02304
OG0000675	Prai.g_00817	Prbl.g_01534
OG0000676	Prai.g_00816	Prbl.g_01535
OG0000677	Prai.g_00813	Prbl.g_01538
OG0000678	Prai.g_00811	Prbl.g_01540
OG0000679	Prai.g_00810	Prbl.g_01542
OG0000680	Prai.g_00809	Prbl.g_01543
OG0000681	Prai.g_00808	Prbl.g_01544
OG0000682	Prai.g_00807	Prbl.g_01545
OG0000683	Prai.g_00805	Prbl.g_01547
OG0000684	Prai.g_00804	Prbl.g_01548
OG0000685	Prai.g_00803	Prbl.g_01549
OG0000686	Prai.g_00802	Prbl.g_01550
OG0000687	Prai.g_00801	Prbl.g_01551
OG0000688	Prai.g_00800	Prbl.g_01552
OG0000689	Prai.g_00799	Prbl.g_01554
OG0000690	Prai.g_00798	Prbl.g_01555
OG0000691	Prai.g_00797	Prbl.g_01556
OG0000692	Prai.g_00795	Prbl.g_01567
OG0000693	Prai.g_00794	Prbl.g_01568
OG0000694	Prai.g_00793	Prbl.g_01571
OG0000695	Prai.g_00792	Prbl.g_01576
OG0000696	Prai.g_00791	Prbl.g_01577
OG0000697	Prai.g_00789	Prbl.g_01579
OG0000698	Prai.g_00787	Prbl.g_02423
OG0000699	Prai.g_00786	Prbl.g_02546
OG0000700	Prai.g_01060	Prbl.g_02530
OG0000701	Prai.g_01057	Prbl.g_01329
OG0000702	Prai.g_01054	Prbl.g_01588
OG0000703	Prai.g_01053	Prbl.g_02414
OG0000704	Prai.g_01052	Prbl.g_01078
OG0000705	Prai.g_01051	Prbl.g_02413
OG0000706	Prai.g_01050	Prbl.g_02412
OG0000707	Prai.g_01049	Prbl.g_02410
OG0000708	Prai.g_01048	Prbl.g_02409
OG0000709	Prai.g_01046	Prbl.g_02407
OG0000710	Prai.g_01045	Prbl.g_02406
OG0000711	Prai.g_01044	Prbl.g_02405
OG0000712	Prai.g_01043	Prbl.g_02404
OG0000713	Prai.g_01042	Prbl.g_02403
OG0000714	Prai.g_01040	Prbl.g_02395
OG0000715	Prai.g_01039	Prbl.g_02393
OG0000716	Prai.g_01037	Prbl.g_02388
OG0000717	Prai.g_01036	Prbl.g_02386
OG0000718	Prai.g_01035	Prbl.g_02383
OG0000719	Prai.g_01033	Prbl.g_02368
OG0000720	Prai.g_01032	Prbl.g_02367
OG0000721	Prai.g_01030	Prbl.g_02365
OG0000722	Prai.g_01029	Prbl.g_02364
OG0000723	Prai.g_01028	Prbl.g_02363
OG0000724	Prai.g_01027	Prbl.g_02350
OG0000725	Prai.g_01026	Prbl.g_02351
OG0000726	Prai.g_01025	Prbl.g_02352
OG0000727	Prai.g_01024	Prbl.g_02353
OG0000728	Prai.g_01023	Prbl.g_02354
OG0000729	Prai.g_01022	Prbl.g_02356
OG0000730	Prai.g_01021	Prbl.g_02359
OG0000731	Prai.g_01020	Prbl.g_02348
OG0000732	Prai.g_01019	Prbl.g_02347
OG0000733	Prai.g_01018	Prbl.g_02346
OG0000734	Prai.g_01017	Prbl.g_02345
OG0000735	Prai.g_01015	Prbl.g_02344
OG0000736	Prai.g_01014	Prbl.g_02343
OG0000737	Prai.g_01013	Prbl.g_02342
OG0000738	Prai.g_01012	Prbl.g_02443
OG0000739	Prai.g_01011	Prbl.g_02444
OG0000740	Prai.g_01010	Prbl.g_02445
OG0000741	Prai.g_01009	Prbl.g_02447
OG0000742	Prai.g_01007	Prbl.g_02449
OG0000743	Prai.g_01006	Prbl.g_02450
OG0000744	Prai.g_01005	Prbl.g_02452
OG0000745	Prai.g_01004	Prbl.g_02453
OG0000746	Prai.g_01003	Prbl.g_02454
OG0000747	Prai.g_01002	Prbl.g_01688
OG0000748	Prai.g_01001	Prbl.g_02462
OG0000749	Prai.g_01000	Prbl.g_02463
OG0000750	Prai.g_00999	Prbl.g_02465
OG0000751	Prai.g_00998	Prbl.g_02466
OG0000752	Prai.g_00997	Prbl.g_02210
OG0000753	Prai.g_00995	Prbl.g_02471
OG0000754	Prai.g_00994	Prbl.g_02472
OG0000755	Prai.g_00993	Prbl.g_02473
OG0000756	Prai.g_00992	Prbl.g_02475
OG0000757	Prai.g_00991	Prbl.g_02476
OG0000758	Prai.g_00990	Prbl.g_02477
OG0000759	Prai.g_00988	Prbl.g_02482
OG0000760	Prai.g_00987	Prbl.g_02483
OG0000761	Prai.g_00986	Prbl.g_02485
OG0000762	Prai.g_00984	Prbl.g_02487
OG0000763	Prai.g_00983	Prbl.g_02489
OG0000764	Prai.g_00982	Prbl.g_02491
OG0000765	Prai.g_00981	Prbl.g_02492
OG0000766	Prai.g_00980	Prbl.g_02493
OG0000767	Prai.g_00978	Prbl.g_02495
OG0000768	Prai.g_00977	Prbl.g_02496
OG0000769	Prai.g_00976	Prbl.g_02497
OG0000770	Prai.g_00975	Prbl.g_02498
OG0000771	Prai.g_00974	Prbl.g_02499
OG0000772	Prai.g_00973	Prbl.g_02608
OG0000773	Prai.g_00972	Prbl.g_02501
OG0000774	Prai.g_00971	Prbl.g_02503
OG0000775	Prai.g_00970	Prbl.g_02505
OG0000776	Prai.g_00968	Prbl.g_02508
OG0000777	Prai.g_00966	Prbl.g_02509
OG0000778	Prai.g_00965	Prbl.g_02510
OG0000779	Prai.g_00964	Prbl.g_02514
OG0000780	Prai.g_00962	Prbl.g_02516
OG0000781	Prai.g_00960	Prbl.g_02520
OG0000782	Prai.g_00959	Prbl.g_02521
OG0000783	Prai.g_00948	Prbl.g_02526
OG0000784	Prai.g_00946	Prbl.g_02528
OG0000785	Prai.g_00945	Prbl.g_02529
OG0000786	Prai.g_00944	Prbl.g_02531
OG0000787	Prai.g_00943	Prbl.g_02532
OG0000788	Prai.g_00940	Prbl.g_02538
OG0000789	Prai.g_00938	Prbl.g_02541
OG0000790	Prai.g_00937	Prbl.g_02209
OG0000791	Prai.g_00936	Prbl.g_02542
OG0000792	Prai.g_00935	Prbl.g_02543
OG0000793	Prai.g_00934	Prbl.g_02544
OG0000794	Prai.g_00932	Prbl.g_02547
OG0000795	Prai.g_00929	Prbl.g_00939
OG0000796	Prai.g_00928	Prbl.g_00938
OG0000797	Prai.g_00926	Prbl.g_00935
OG0000798	Prai.g_00925	Prbl.g_00934
OG0000799	Prai.g_00924	Prbl.g_00933
OG0000800	Prai.g_00923	Prbl.g_00932
OG0000801	Prai.g_00920	Prbl.g_00929
OG0000802	Prai.g_00919	Prbl.g_00928
OG0000803	Prai.g_00917	Prbl.g_00925
OG0000804	Prai.g_00916	Prbl.g_00924
OG0000805	Prai.g_00915	Prbl.g_00923
OG0000806	Prai.g_00913	Prbl.g_00922
OG0000807	Prai.g_01088	Prbl.g_02575
OG0000808	Prai.g_01098	Prbl.g_01603
OG0000809	Prai.g_01101	Prbl.g_00472
OG0000810	Prai.g_01102	Prbl.g_01686
OG0000811	Prai.g_01109	Prbl.g_02062
OG0000812	Prai.g_01113	Prbl.g_01199
OG0000813	Prai.g_01117	Prbl.g_01208
OG0000814	Prai.g_01119	Prbl.g_00687
OG0000815	Prai.g_01130	Prbl.g_01621
OG0000816	Prai.g_01144	Prbl.g_02197
OG0000817	Prai.g_01145	Prbl.g_02203
OG0000818	Prai.g_01151	Prbl.g_01931
OG0000819	Prai.g_01153	Prbl.g_00694
OG0000820	Prai.g_01157	Prbl.g_00545
OG0000821	Prai.g_01159	Prbl.g_02066
OG0000822	Prai.g_01160	Prbl.g_02067
OG0000823	Prai.g_01161	Prbl.g_02068
OG0000824	Prai.g_01162	Prbl.g_02069
OG0000825	Prai.g_01163	Prbl.g_02071
OG0000826	Prai.g_01164	Prbl.g_02072
OG0000827	Prai.g_01165	Prbl.g_02075
OG0000828	Prai.g_01166	Prbl.g_02077
OG0000829	Prai.g_01167	Prbl.g_02078
OG0000830	Prai.g_01168	Prbl.g_02081
OG0000831	Prai.g_01170	Prbl.g_02083
OG0000832	Prai.g_01172	Prbl.g_02085
OG0000833	Prai.g_01173	Prbl.g_02086
OG0000834	Prai.g_01174	Prbl.g_02088
OG0000835	Prai.g_01175	Prbl.g_02089
OG0000836	Prai.g_01176	Prbl.g_02090
OG0000837	Prai.g_01178	Prbl.g_02100
OG0000838	Prai.g_01179	Prbl.g_02102
OG0000839	Prai.g_01180	Prbl.g_02103
OG0000840	Prai.g_01181	Prbl.g_02104
OG0000841	Prai.g_01182	Prbl.g_02105
OG0000842	Prai.g_01183	Prbl.g_00178
OG0000843	Prai.g_01184	Prbl.g_00179
OG0000844	Prai.g_01185	Prbl.g_00180
OG0000845	Prai.g_01186	Prbl.g_00181
OG0000846	Prai.g_01189	Prbl.g_00184
OG0000847	Prai.g_01191	Prbl.g_00185
OG0000848	Prai.g_01192	Prbl.g_01379
OG0000849	Prai.g_01193	Prbl.g_01382
OG0000850	Prai.g_01194	Prbl.g_01383
OG0000851	Prai.g_01196	Prbl.g_01120
OG0000852	Prai.g_01198	Prbl.g_01118
OG0000853	Prai.g_01200	Prbl.g_01116
OG0000854	Prai.g_01202	Prbl.g_01114
OG0000855	Prai.g_01203	Prbl.g_01113
OG0000856	Prai.g_01204	Prbl.g_01112
OG0000857	Prai.g_01205	Prbl.g_01111
OG0000858	Prai.g_01206	Prbl.g_01110
OG0000859	Prai.g_01207	Prbl.g_01109
OG0000860	Prai.g_01208	Prbl.g_01108
OG0000861	Prai.g_01209	Prbl.g_01377
OG0000862	Prai.g_01210	Prbl.g_01376
OG0000863	Prai.g_01211	Prbl.g_01375
OG0000864	Prai.g_01212	Prbl.g_01374
OG0000865	Prai.g_01213	Prbl.g_01372
OG0000866	Prai.g_01214	Prbl.g_02579
OG0000867	Prai.g_01215	Prbl.g_02580
OG0000868	Prai.g_01216	Prbl.g_02582
OG0000869	Prai.g_01218	Prbl.g_02585
OG0000870	Prai.g_01219	Prbl.g_02586
OG0000871	Prai.g_01221	Prbl.g_02590
OG0000872	Prai.g_01222	Prbl.g_02591
OG0000873	Prai.g_01224	Prbl.g_02593
OG0000874	Prai.g_01225	Prbl.g_02594
OG0000875	Prai.g_01226	Prbl.g_00187
OG0000876	Prai.g_01227	Prbl.g_00186
OG0000877	Prai.g_01229	Prbl.g_01103
OG0000878	Prai.g_01310	Prbl.g_00461
OG0000879	Prai.g_01323	Prbl.g_00115
OG0000880	Prai.g_01324	Prbl.g_00114
OG0000881	Prai.g_01325	Prbl.g_00113
OG0000882	Prai.g_01326	Prbl.g_01711
OG0000883	Prai.g_01327	Prbl.g_01713
OG0000884	Prai.g_01330	Prbl.g_01715
OG0000885	Prai.g_01331	Prbl.g_01716
OG0000886	Prai.g_01332	Prbl.g_01717
OG0000887	Prai.g_01333	Prbl.g_01718
OG0000888	Prai.g_01334	Prbl.g_01719
OG0000889	Prai.g_01337	Prbl.g_01723
OG0000890	Prai.g_01338	Prbl.g_01726
OG0000891	Prai.g_01339	Prbl.g_01727
OG0000892	Prai.g_01341	Prbl.g_01730
OG0000893	Prai.g_01342	Prbl.g_01731
OG0000894	Prai.g_01343	Prbl.g_01732
OG0000895	Prai.g_01344	Prbl.g_01733
OG0000896	Prai.g_01345	Prbl.g_01734
OG0000897	Prai.g_01346	Prbl.g_01735
OG0000898	Prai.g_01348	Prbl.g_01738
OG0000899	Prai.g_01349	Prbl.g_01739
OG0000900	Prai.g_01353	Prbl.g_00722
OG0000901	Prai.g_01357	Prbl.g_01333
OG0000902	Prai.g_01358	Prbl.g_00658
OG0000904	Prai.g_01360	Prbl.g_01695
OG0000905	Prai.g_01362	Prbl.g_00926
OG0000906	Prai.g_01364	Prbl.g_02577
OG0000907	Prai.g_01365	Prbl.g_01586
OG0000908	Prai.g_01368	Prbl.g_00409
OG0000909	Prai.g_01372	Prbl.g_00501
OG0000910	Prai.g_01373	Prbl.g_00500
OG0000911	Prai.g_01374	Prbl.g_00499
OG0000912	Prai.g_01375	Prbl.g_00498
OG0000913	Prai.g_01376	Prbl.g_00497
OG0000914	Prai.g_01377	Prbl.g_00496
OG0000915	Prai.g_01378	Prbl.g_00495
OG0000916	Prai.g_01379	Prbl.g_00494
OG0000917	Prai.g_01380	Prbl.g_00492
OG0000918	Prai.g_01381	Prbl.g_00491
OG0000919	Prai.g_01382	Prbl.g_00490
OG0000920	Prai.g_01383	Prbl.g_00489
OG0000921	Prai.g_01384	Prbl.g_00488
OG0000922	Prai.g_01385	Prbl.g_00487
OG0000923	Prai.g_01386	Prbl.g_00486
OG0000924	Prai.g_01387	Prbl.g_00485
OG0000925	Prai.g_01388	Prbl.g_00484
OG0000926	Prai.g_01392	Prbl.g_00843
OG0000927	Prai.g_01445	Prbl.g_00152
OG0000928	Prai.g_01446	Prbl.g_00153
OG0000929	Prai.g_01447	Prbl.g_00154
OG0000930	Prai.g_01448	Prbl.g_00160
OG0000931	Prai.g_01449	Prbl.g_00161
OG0000932	Prai.g_01451	Prbl.g_00257
OG0000933	Prai.g_01452	Prbl.g_00255
OG0000934	Prai.g_01453	Prbl.g_00254
OG0000935	Prai.g_01454	Prbl.g_00253
OG0000936	Prai.g_01455	Prbl.g_00252
OG0000937	Prai.g_01456	Prbl.g_00251
OG0000938	Prai.g_01457	Prbl.g_00249
OG0000939	Prai.g_01458	Prbl.g_00248
OG0000940	Prai.g_01459	Prbl.g_00246
OG0000941	Prai.g_01461	Prbl.g_00244
OG0000942	Prai.g_01462	Prbl.g_00243
OG0000943	Prai.g_01465	Prbl.g_00240
OG0000944	Prai.g_01466	Prbl.g_00231
OG0000945	Prai.g_01467	Prbl.g_00230
OG0000946	Prai.g_01468	Prbl.g_00229
OG0000947	Prai.g_01469	Prbl.g_00228
OG0000948	Prai.g_01470	Prbl.g_00227
OG0000949	Prai.g_01471	Prbl.g_00226
OG0000950	Prai.g_01472	Prbl.g_00225
OG0000951	Prai.g_01473	Prbl.g_00224
OG0000952	Prai.g_01474	Prbl.g_00223
OG0000953	Prai.g_01475	Prbl.g_00222
OG0000954	Prai.g_01476	Prbl.g_00221
OG0000955	Prai.g_01477	Prbl.g_00220
OG0000956	Prai.g_01478	Prbl.g_00219
OG0000957	Prai.g_01479	Prbl.g_00218
OG0000958	Prai.g_01480	Prbl.g_00684
OG0000959	Prai.g_01481	Prbl.g_00685
OG0000960	Prai.g_01482	Prbl.g_00686
OG0000961	Prai.g_01485	Prbl.g_00693
OG0000962	Prai.g_01486	Prbl.g_00695
OG0000963	Prai.g_01487	Prbl.g_00696
OG0000964	Prai.g_01489	Prbl.g_00699
OG0000965	Prai.g_01490	Prbl.g_00700
OG0000966	Prai.g_01491	Prbl.g_00701
OG0000967	Prai.g_01492	Prbl.g_00702
OG0000968	Prai.g_01493	Prbl.g_00703
OG0000969	Prai.g_01494	Prbl.g_00704
OG0000970	Prai.g_01495	Prbl.g_00705
OG0000971	Prai.g_01496	Prbl.g_00706
OG0000972	Prai.g_01497	Prbl.g_00707
OG0000973	Prai.g_01498	Prbl.g_00708
OG0000974	Prai.g_01500	Prbl.g_00710
OG0000975	Prai.g_01502	Prbl.g_01086
OG0000976	Prai.g_01504	Prbl.g_00466
OG0000977	Prai.g_01505	Prbl.g_00456
OG0000978	Prai.g_01507	Prbl.g_00454
OG0000979	Prai.g_01509	Prbl.g_00452
OG0000980	Prai.g_01510	Prbl.g_00451
OG0000981	Prai.g_01511	Prbl.g_01604
OG0000982	Prai.g_01512	Prbl.g_00450
OG0000983	Prai.g_01514	Prbl.g_00448
OG0000984	Prai.g_01515	Prbl.g_00447
OG0000985	Prai.g_01516	Prbl.g_00446
OG0000986	Prai.g_01517	Prbl.g_00444
OG0000987	Prai.g_01518	Prbl.g_00443
OG0000988	Prai.g_01519	Prbl.g_00441
OG0000989	Prai.g_01520	Prbl.g_00440
OG0000990	Prai.g_01521	Prbl.g_00439
OG0000991	Prai.g_01522	Prbl.g_00438
OG0000992	Prai.g_01523	Prbl.g_00437
OG0000993	Prai.g_01524	Prbl.g_00436
OG0000994	Prai.g_01525	Prbl.g_00435
OG0000995	Prai.g_01526	Prbl.g_00433
OG0000996	Prai.g_01527	Prbl.g_00432
OG0000997	Prai.g_01528	Prbl.g_00431
OG0000998	Prai.g_01529	Prbl.g_00430
OG0000999	Prai.g_01530	Prbl.g_00429
OG0001000	Prai.g_01531	Prbl.g_00428
OG0001001	Prai.g_01533	Prbl.g_00427
OG0001002	Prai.g_01534	Prbl.g_00423
OG0001003	Prai.g_01535	Prbl.g_00422
OG0001004	Prai.g_01536	Prbl.g_01914
OG0001005	Prai.g_01537	Prbl.g_00420
OG0001006	Prai.g_01538	Prbl.g_00419
OG0001007	Prai.g_01539	Prbl.g_00418
OG0001008	Prai.g_01541	Prbl.g_00416
OG0001009	Prai.g_01542	Prbl.g_00415
OG0001010	Prai.g_01550	Prbl.g_01601
OG0001011	Prai.g_01558	Prbl.g_01627
OG0001012	Prai.g_01597	Prbl.g_02318
OG0001013	Prai.g_01632	Prbl.g_00404
OG0001014	Prai.g_01633	Prbl.g_00403
OG0001015	Prai.g_01639	Prbl.g_00393
OG0001016	Prai.g_01640	Prbl.g_00392
OG0001017	Prai.g_01641	Prbl.g_00391
OG0001018	Prai.g_01642	Prbl.g_00389
OG0001019	Prai.g_01644	Prbl.g_00385
OG0001020	Prai.g_01645	Prbl.g_00383
OG0001021	Prai.g_01646	Prbl.g_00382
OG0001022	Prai.g_01647	Prbl.g_00381
OG0001023	Prai.g_01648	Prbl.g_00380
OG0001024	Prai.g_01649	Prbl.g_00378
OG0001025	Prai.g_01650	Prbl.g_00377
OG0001026	Prai.g_01652	Prbl.g_00376
OG0001027	Prai.g_01653	Prbl.g_00375
OG0001028	Prai.g_01654	Prbl.g_00374
OG0001029	Prai.g_01655	Prbl.g_00373
OG0001030	Prai.g_01656	Prbl.g_00372
OG0001031	Prai.g_01657	Prbl.g_00371
OG0001032	Prai.g_01658	Prbl.g_00370
OG0001033	Prai.g_01659	Prbl.g_00369
OG0001034	Prai.g_01660	Prbl.g_00367
OG0001035	Prai.g_01662	Prbl.g_00365
OG0001036	Prai.g_01663	Prbl.g_00364
OG0001037	Prai.g_01664	Prbl.g_00362
OG0001038	Prai.g_01665	Prbl.g_00361
OG0001039	Prai.g_01666	Prbl.g_00360
OG0001040	Prai.g_01667	Prbl.g_00359
OG0001041	Prai.g_01668	Prbl.g_00358
OG0001042	Prai.g_01669	Prbl.g_00356
OG0001043	Prai.g_01670	Prbl.g_00355
OG0001044	Prai.g_01671	Prbl.g_00354
OG0001045	Prai.g_01672	Prbl.g_00353
OG0001046	Prai.g_01673	Prbl.g_00352
OG0001047	Prai.g_01676	Prbl.g_00348
OG0001048	Prai.g_01678	Prbl.g_00346
OG0001049	Prai.g_01679	Prbl.g_00345
OG0001050	Prai.g_01680	Prbl.g_00344
OG0001051	Prai.g_01681	Prbl.g_00343
OG0001052	Prai.g_01682	Prbl.g_00342
OG0001053	Prai.g_01683	Prbl.g_00340
OG0001054	Prai.g_01685	Prbl.g_00338
OG0001055	Prai.g_01686	Prbl.g_00337
OG0001056	Prai.g_01687	Prbl.g_00336
OG0001057	Prai.g_01688	Prbl.g_00335
OG0001058	Prai.g_01689	Prbl.g_00334
OG0001059	Prai.g_01690	Prbl.g_00333
OG0001060	Prai.g_01691	Prbl.g_00332
OG0001061	Prai.g_01692	Prbl.g_00331
OG0001062	Prai.g_01693	Prbl.g_00317
OG0001063	Prai.g_01694	Prbl.g_00316
OG0001064	Prai.g_01696	Prbl.g_02620
OG0001065	Prai.g_01701	Prbl.g_02680
OG0001066	Prai.g_01702	Prbl.g_02683
OG0001067	Prai.g_01703	Prbl.g_02684
OG0001068	Prai.g_01705	Prbl.g_01062
OG0001069	Prai.g_01706	Prbl.g_01061
OG0001070	Prai.g_01707	Prbl.g_01060
OG0001071	Prai.g_01708	Prbl.g_01059
OG0001072	Prai.g_01709	Prbl.g_01058
OG0001073	Prai.g_01710	Prbl.g_01057
OG0001074	Prai.g_01711	Prbl.g_01056
OG0001075	Prai.g_01712	Prbl.g_01055
OG0001076	Prai.g_01713	Prbl.g_01054
OG0001077	Prai.g_01714	Prbl.g_01053
OG0001078	Prai.g_01715	Prbl.g_01051
OG0001079	Prai.g_01716	Prbl.g_01050
OG0001080	Prai.g_01717	Prbl.g_01049
OG0001081	Prai.g_01720	Prbl.g_00954
OG0001082	Prai.g_01721	Prbl.g_00953
OG0001083	Prai.g_01722	Prbl.g_00949
OG0001084	Prai.g_01724	Prbl.g_00951
OG0001085	Prai.g_01725	Prbl.g_00952
OG0001086	Prai.g_01726	Prbl.g_00948
OG0001087	Prai.g_01727	Prbl.g_00947
OG0001088	Prai.g_01728	Prbl.g_01045
OG0001089	Prai.g_01734	Prbl.g_00956
OG0001090	Prai.g_01736	Prbl.g_00958
OG0001091	Prai.g_01737	Prbl.g_00959
OG0001092	Prai.g_01738	Prbl.g_00960
OG0001093	Prai.g_01739	Prbl.g_00961
OG0001094	Prai.g_01740	Prbl.g_00962
OG0001095	Prai.g_01741	Prbl.g_00963
OG0001096	Prai.g_01742	Prbl.g_00964
OG0001097	Prai.g_01743	Prbl.g_00965
OG0001098	Prai.g_01744	Prbl.g_00966
OG0001099	Prai.g_01746	Prbl.g_00967
OG0001100	Prai.g_01747	Prbl.g_00968
OG0001101	Prai.g_01748	Prbl.g_00969
OG0001102	Prai.g_01749	Prbl.g_00970
OG0001103	Prai.g_01750	Prbl.g_00971
OG0001104	Prai.g_01751	Prbl.g_00972
OG0001105	Prai.g_01752	Prbl.g_00973
OG0001106	Prai.g_01753	Prbl.g_00974
OG0001107	Prai.g_01754	Prbl.g_00975
OG0001108	Prai.g_01755	Prbl.g_00976
OG0001109	Prai.g_01756	Prbl.g_00977
OG0001110	Prai.g_01757	Prbl.g_00978
OG0001111	Prai.g_01758	Prbl.g_00979
OG0001112	Prai.g_01759	Prbl.g_00980
OG0001113	Prai.g_01760	Prbl.g_00981
OG0001114	Prai.g_01761	Prbl.g_00982
OG0001115	Prai.g_01762	Prbl.g_00983
OG0001116	Prai.g_01763	Prbl.g_00984
OG0001117	Prai.g_01764	Prbl.g_00985
OG0001118	Prai.g_01765	Prbl.g_00986
OG0001119	Prai.g_01766	Prbl.g_00987
OG0001120	Prai.g_01767	Prbl.g_00988
OG0001121	Prai.g_01769	Prbl.g_00991
OG0001122	Prai.g_01770	Prbl.g_00992
OG0001123	Prai.g_01776	Prbl.g_00993
OG0001124	Prai.g_01778	Prbl.g_00995
OG0001125	Prai.g_01780	Prbl.g_00997
OG0001126	Prai.g_01781	Prbl.g_00998
OG0001127	Prai.g_01783	Prbl.g_01127
OG0001128	Prai.g_01784	Prbl.g_01128
OG0001129	Prai.g_01785	Prbl.g_01131
OG0001130	Prai.g_01788	Prbl.g_01134
OG0001131	Prai.g_01789	Prbl.g_01135
