Orthogroup	Prbd	Syab
OG0000567	Prbd.g_00675	Syab.g_01993
OG0000568	Prbd.g_00674	Syab.g_01991
OG0000569	Prbd.g_00673	Syab.g_01990
OG0000570	Prbd.g_00672	Syab.g_01989
OG0000571	Prbd.g_00670	Syab.g_01986
OG0000572	Prbd.g_00657	Syab.g_01969
OG0000573	Prbd.g_00652	Syab.g_01960
OG0000574	Prbd.g_00651	Syab.g_01959
OG0000575	Prbd.g_00647	Syab.g_01954
OG0000576	Prbd.g_00645	Syab.g_01952
OG0000577	Prbd.g_00644	Syab.g_01951
OG0000578	Prbd.g_00643	Syab.g_01950
OG0000579	Prbd.g_00642	Syab.g_01949
OG0000580	Prbd.g_00641	Syab.g_01948
OG0000581	Prbd.g_00639	Syab.g_01934
OG0000582	Prbd.g_00636	Syab.g_01929
OG0000583	Prbd.g_00635	Syab.g_01928
OG0000584	Prbd.g_00634	Syab.g_01927
OG0000585	Prbd.g_00632	Syab.g_01924
OG0000586	Prbd.g_00631	Syab.g_01923
OG0000587	Prbd.g_00630	Syab.g_01921
OG0000588	Prbd.g_00626	Syab.g_01910
OG0000589	Prbd.g_00623	Syab.g_01899
OG0000590	Prbd.g_00622	Syab.g_01898
OG0000591	Prbd.g_00619	Syab.g_01892
OG0000592	Prbd.g_00618	Syab.g_01891
OG0000593	Prbd.g_00612	Syab.g_01877
OG0000594	Prbd.g_00611	Syab.g_01876
OG0000595	Prbd.g_00610	Syab.g_01875
OG0000596	Prbd.g_00606	Syab.g_01871
OG0000597	Prbd.g_00604	Syab.g_01868
OG0000598	Prbd.g_00603	Syab.g_01867
OG0000599	Prbd.g_00600	Syab.g_01860
OG0000600	Prbd.g_00599	Syab.g_01859
OG0000601	Prbd.g_00598	Syab.g_01858
OG0000602	Prbd.g_00596	Syab.g_01853
OG0000603	Prbd.g_00595	Syab.g_01852
OG0000604	Prbd.g_00594	Syab.g_01850
OG0000605	Prbd.g_00593	Syab.g_01758
OG0000606	Prbd.g_00590	Syab.g_01529
OG0000607	Prbd.g_00587	Syab.g_01533
OG0000608	Prbd.g_00586	Syab.g_01534
OG0000609	Prbd.g_00585	Syab.g_01536
OG0000610	Prbd.g_00580	Syab.g_01555
OG0000611	Prbd.g_00577	Syab.g_01558
OG0000612	Prbd.g_00576	Syab.g_01559
OG0000613	Prbd.g_00571	Syab.g_00228
OG0000614	Prbd.g_00552	Syab.g_01179
OG0000615	Prbd.g_00544	Syab.g_01605
OG0000616	Prbd.g_00540	Syab.g_02897
OG0000617	Prbd.g_00013	Syab.g_01274
OG0000618	Prbd.g_00014	Syab.g_01275
OG0000619	Prbd.g_00015	Syab.g_01662
OG0000620	Prbd.g_00018	Syab.g_01668
OG0000621	Prbd.g_00019	Syab.g_01669
OG0000622	Prbd.g_00020	Syab.g_01670
OG0000623	Prbd.g_00021	Syab.g_01671
OG0000624	Prbd.g_00022	Syab.g_01673
OG0000625	Prbd.g_00023	Syab.g_01674
OG0000626	Prbd.g_00024	Syab.g_01675
OG0000627	Prbd.g_00025	Syab.g_01438
OG0000628	Prbd.g_00026	Syab.g_01437
OG0000629	Prbd.g_00027	Syab.g_01434
OG0000630	Prbd.g_00030	Syab.g_01430
OG0000631	Prbd.g_00093	Syab.g_01421
OG0000632	Prbd.g_00094	Syab.g_01420
OG0000633	Prbd.g_00095	Syab.g_01419
OG0000634	Prbd.g_00098	Syab.g_01651
OG0000635	Prbd.g_00099	Syab.g_01656
OG0000636	Prbd.g_00101	Syab.g_01658
OG0000637	Prbd.g_00103	Syab.g_01660
OG0000638	Prbd.g_00104	Syab.g_01661
OG0000639	Prbd.g_00105	Syab.g_01276
OG0000640	Prbd.g_00106	Syab.g_01277
OG0000641	Prbd.g_00110	Syab.g_01281
OG0000642	Prbd.g_00111	Syab.g_01282
OG0000643	Prbd.g_00112	Syab.g_01283
OG0000644	Prbd.g_00113	Syab.g_01284
OG0000645	Prbd.g_00114	Syab.g_01286
OG0000646	Prbd.g_00116	Syab.g_01289
OG0000647	Prbd.g_00117	Syab.g_01291
OG0000648	Prbd.g_00119	Syab.g_01684
OG0000649	Prbd.g_00120	Syab.g_01685
OG0000650	Prbd.g_00121	Syab.g_01686
OG0000651	Prbd.g_00122	Syab.g_01687
OG0000652	Prbd.g_00123	Syab.g_01688
OG0000653	Prbd.g_00125	Syab.g_01690
OG0000654	Prbd.g_00126	Syab.g_01691
OG0000655	Prbd.g_00127	Syab.g_01692
OG0000656	Prbd.g_00130	Syab.g_01695
OG0000657	Prbd.g_00138	Syab.g_01706
OG0000658	Prbd.g_00139	Syab.g_01710
OG0000659	Prbd.g_00140	Syab.g_01711
OG0000660	Prbd.g_00144	Syab.g_01715
OG0000661	Prbd.g_00146	Syab.g_01717
OG0000662	Prbd.g_00148	Syab.g_01719
OG0000663	Prbd.g_00150	Syab.g_01722
OG0000664	Prbd.g_00151	Syab.g_01723
OG0000665	Prbd.g_00155	Syab.g_01829
OG0000666	Prbd.g_00156	Syab.g_01842
OG0000667	Prbd.g_00160	Syab.g_01548
OG0000668	Prbd.g_00190	Syab.g_01319
OG0000669	Prbd.g_00197	Syab.g_01642
OG0000670	Prbd.g_00199	Syab.g_02156
OG0000671	Prbd.g_00201	Syab.g_01638
OG0000672	Prbd.g_00204	Syab.g_01635
OG0000673	Prbd.g_00207	Syab.g_01632
OG0000674	Prbd.g_00209	Syab.g_01630
OG0000675	Prbd.g_00210	Syab.g_01629
OG0000676	Prbd.g_00212	Syab.g_01620
OG0000677	Prbd.g_00213	Syab.g_01619
OG0000678	Prbd.g_00215	Syab.g_01613
OG0000679	Prbd.g_00219	Syab.g_01601
OG0000680	Prbd.g_00220	Syab.g_01600
OG0000681	Prbd.g_00222	Syab.g_01597
OG0000682	Prbd.g_00223	Syab.g_01596
OG0000683	Prbd.g_00224	Syab.g_01595
OG0000684	Prbd.g_00226	Syab.g_01591
OG0000685	Prbd.g_00228	Syab.g_01589
OG0000686	Prbd.g_00229	Syab.g_01588
OG0000687	Prbd.g_00230	Syab.g_01586
OG0000688	Prbd.g_00233	Syab.g_01576
OG0000689	Prbd.g_00234	Syab.g_01574
OG0000690	Prbd.g_00235	Syab.g_01573
OG0000691	Prbd.g_00236	Syab.g_01572
OG0000692	Prbd.g_00238	Syab.g_01571
OG0000693	Prbd.g_00239	Syab.g_01569
OG0000694	Prbd.g_00240	Syab.g_01568
OG0000695	Prbd.g_00242	Syab.g_01417
OG0000696	Prbd.g_00243	Syab.g_01416
OG0000697	Prbd.g_00244	Syab.g_01415
OG0000698	Prbd.g_00247	Syab.g_01412
OG0000699	Prbd.g_00248	Syab.g_01411
OG0000700	Prbd.g_00249	Syab.g_01410
OG0000701	Prbd.g_00250	Syab.g_01409
OG0000702	Prbd.g_00252	Syab.g_01401
OG0000703	Prbd.g_00253	Syab.g_01400
OG0000704	Prbd.g_00254	Syab.g_01398
OG0000705	Prbd.g_00258	Syab.g_01391
OG0000706	Prbd.g_00259	Syab.g_01390
OG0000707	Prbd.g_00260	Syab.g_01389
OG0000708	Prbd.g_00261	Syab.g_01386
OG0000709	Prbd.g_00265	Syab.g_01378
OG0000710	Prbd.g_00268	Syab.g_01367
OG0000711	Prbd.g_00285	Syab.g_01340
OG0000712	Prbd.g_00287	Syab.g_01338
OG0000713	Prbd.g_00288	Syab.g_01337
OG0000714	Prbd.g_00289	Syab.g_01334
OG0000715	Prbd.g_00291	Syab.g_01332
OG0000716	Prbd.g_00293	Syab.g_01328
OG0000717	Prbd.g_00294	Syab.g_01327
OG0000718	Prbd.g_00309	Syab.g_01323
OG0000719	Prbd.g_00311	Syab.g_01321
OG0000720	Prbd.g_00320	Syab.g_01307
OG0000721	Prbd.g_00322	Syab.g_01305
OG0000722	Prbd.g_00323	Syab.g_01304
OG0000723	Prbd.g_00326	Syab.g_01678
OG0000724	Prbd.g_00335	Syab.g_01223
OG0000725	Prbd.g_00341	Syab.g_01207
OG0000726	Prbd.g_00342	Syab.g_01206
OG0000727	Prbd.g_00343	Syab.g_01205
OG0000728	Prbd.g_00345	Syab.g_01203
OG0000729	Prbd.g_00391	Syab.g_00097
OG0000730	Prbd.g_00395	Syab.g_00521
OG0000731	Prbd.g_00399	Syab.g_00531
OG0000732	Prbd.g_00408	Syab.g_00055
OG0000733	Prbd.g_00428	Syab.g_02798
OG0000734	Prbd.g_00453	Syab.g_02508
OG0000735	Prbd.g_00455	Syab.g_00942
OG0000736	Prbd.g_00456	Syab.g_00943
OG0000737	Prbd.g_00457	Syab.g_00944
OG0000738	Prbd.g_00461	Syab.g_00949
OG0000739	Prbd.g_00462	Syab.g_00961
OG0000740	Prbd.g_00463	Syab.g_00962
OG0000741	Prbd.g_00464	Syab.g_00965
OG0000742	Prbd.g_00467	Syab.g_00968
OG0000743	Prbd.g_00469	Syab.g_00970
OG0000744	Prbd.g_00470	Syab.g_00971
OG0000745	Prbd.g_00471	Syab.g_00973
OG0000746	Prbd.g_00473	Syab.g_00975
OG0000747	Prbd.g_00474	Syab.g_00976
OG0000748	Prbd.g_00477	Syab.g_00991
OG0000749	Prbd.g_00478	Syab.g_00992
OG0000750	Prbd.g_00479	Syab.g_00993
OG0000751	Prbd.g_00481	Syab.g_01002
OG0000752	Prbd.g_00483	Syab.g_01004
OG0000753	Prbd.g_00486	Syab.g_01007
OG0000754	Prbd.g_00489	Syab.g_01012
OG0000755	Prbd.g_00492	Syab.g_01021
OG0000756	Prbd.g_00493	Syab.g_01022
OG0000757	Prbd.g_00499	Syab.g_01029
OG0000758	Prbd.g_00500	Syab.g_01030
OG0000759	Prbd.g_00501	Syab.g_01031
OG0000760	Prbd.g_00502	Syab.g_01032
OG0000761	Prbd.g_00503	Syab.g_01034
OG0000762	Prbd.g_00504	Syab.g_01036
OG0000763	Prbd.g_00506	Syab.g_01038
OG0000764	Prbd.g_00507	Syab.g_01039
OG0000765	Prbd.g_00516	Syab.g_01154
OG0000766	Prbd.g_00517	Syab.g_01153
OG0000767	Prbd.g_00519	Syab.g_01151
OG0000768	Prbd.g_00520	Syab.g_01150
OG0000769	Prbd.g_00522	Syab.g_01148
OG0000770	Prbd.g_00524	Syab.g_01145
OG0000771	Prbd.g_01921	Syab.g_01229
OG0000772	Prbd.g_01858	Syab.g_00957
OG0000773	Prbd.g_01810	Syab.g_00931
OG0000774	Prbd.g_01808	Syab.g_00924
OG0000775	Prbd.g_01806	Syab.g_00922
OG0000776	Prbd.g_01805	Syab.g_00921
OG0000777	Prbd.g_01804	Syab.g_00920
OG0000778	Prbd.g_01803	Syab.g_00919
OG0000779	Prbd.g_01799	Syab.g_00913
OG0000780	Prbd.g_01798	Syab.g_00908
OG0000781	Prbd.g_01795	Syab.g_00904
OG0000782	Prbd.g_01794	Syab.g_00903
OG0000783	Prbd.g_01793	Syab.g_00902
OG0000784	Prbd.g_01792	Syab.g_00901
OG0000785	Prbd.g_01790	Syab.g_00899
OG0000786	Prbd.g_01788	Syab.g_00895
OG0000787	Prbd.g_01787	Syab.g_00894
OG0000788	Prbd.g_01777	Syab.g_01857
OG0000789	Prbd.g_01774	Syab.g_01835
OG0000790	Prbd.g_01759	Syab.g_02082
OG0000791	Prbd.g_01757	Syab.g_02080
OG0000792	Prbd.g_01756	Syab.g_02079
OG0000793	Prbd.g_01753	Syab.g_02074
OG0000794	Prbd.g_01752	Syab.g_02073
OG0000795	Prbd.g_01751	Syab.g_02072
OG0000796	Prbd.g_01747	Syab.g_02068
OG0000797	Prbd.g_01746	Syab.g_02067
OG0000799	Prbd.g_01707	Syab.g_00826
OG0000800	Prbd.g_01706	Syab.g_00821
OG0000801	Prbd.g_01705	Syab.g_00820
OG0000802	Prbd.g_01703	Syab.g_00816
OG0000803	Prbd.g_01701	Syab.g_00806
OG0000804	Prbd.g_01700	Syab.g_00802
OG0000805	Prbd.g_01698	Syab.g_00792
OG0000806	Prbd.g_01696	Syab.g_00790
OG0000807	Prbd.g_01695	Syab.g_00788
OG0000808	Prbd.g_01694	Syab.g_00783
OG0000809	Prbd.g_01691	Syab.g_00780
OG0000810	Prbd.g_01690	Syab.g_00779
OG0000811	Prbd.g_01686	Syab.g_00770
OG0000812	Prbd.g_01684	Syab.g_00768
OG0000813	Prbd.g_01683	Syab.g_00767
OG0000814	Prbd.g_01681	Syab.g_00765
OG0000815	Prbd.g_01680	Syab.g_00760
OG0000816	Prbd.g_01678	Syab.g_00758
OG0000817	Prbd.g_01677	Syab.g_00757
OG0000818	Prbd.g_01672	Syab.g_00751
OG0000819	Prbd.g_01671	Syab.g_00750
OG0000820	Prbd.g_01670	Syab.g_00749
OG0000821	Prbd.g_01666	Syab.g_00743
OG0000822	Prbd.g_01665	Syab.g_00741
OG0000823	Prbd.g_01664	Syab.g_00740
OG0000824	Prbd.g_01661	Syab.g_00735
OG0000825	Prbd.g_01660	Syab.g_00734
OG0000826	Prbd.g_01659	Syab.g_00733
OG0000827	Prbd.g_01658	Syab.g_00732
OG0000828	Prbd.g_01655	Syab.g_00729
OG0000829	Prbd.g_01654	Syab.g_00728
OG0000830	Prbd.g_01653	Syab.g_00727
OG0000831	Prbd.g_01651	Syab.g_00725
OG0000832	Prbd.g_01645	Syab.g_02169
OG0000833	Prbd.g_01637	Syab.g_02178
OG0000834	Prbd.g_01636	Syab.g_02181
OG0000835	Prbd.g_01635	Syab.g_02182
OG0000836	Prbd.g_01634	Syab.g_02185
OG0000837	Prbd.g_01633	Syab.g_02186
OG0000838	Prbd.g_01631	Syab.g_02190
OG0000839	Prbd.g_01630	Syab.g_02191
OG0000840	Prbd.g_01629	Syab.g_02192
OG0000841	Prbd.g_01628	Syab.g_02193
OG0000842	Prbd.g_01627	Syab.g_02194
OG0000843	Prbd.g_01626	Syab.g_02195
OG0000844	Prbd.g_01625	Syab.g_02197
OG0000845	Prbd.g_01624	Syab.g_02198
OG0000846	Prbd.g_01623	Syab.g_02199
OG0000847	Prbd.g_01622	Syab.g_02200
OG0000848	Prbd.g_01621	Syab.g_02202
OG0000849	Prbd.g_01620	Syab.g_02203
OG0000850	Prbd.g_01617	Syab.g_02212
OG0000851	Prbd.g_01616	Syab.g_02226
OG0000852	Prbd.g_01615	Syab.g_02227
OG0000853	Prbd.g_01611	Syab.g_02233
OG0000854	Prbd.g_01609	Syab.g_02235
OG0000855	Prbd.g_01608	Syab.g_02236
OG0000856	Prbd.g_01593	Syab.g_01889
OG0000857	Prbd.g_01566	Syab.g_01290
OG0000858	Prbd.g_01531	Syab.g_02244
OG0000859	Prbd.g_01530	Syab.g_02245
OG0000860	Prbd.g_01523	Syab.g_02258
OG0000861	Prbd.g_01522	Syab.g_02259
OG0000862	Prbd.g_01521	Syab.g_02261
OG0000863	Prbd.g_01519	Syab.g_02265
OG0000864	Prbd.g_01518	Syab.g_02266
OG0000865	Prbd.g_01517	Syab.g_02267
OG0000866	Prbd.g_01516	Syab.g_02268
OG0000867	Prbd.g_01515	Syab.g_02269
OG0000868	Prbd.g_01514	Syab.g_02287
OG0000869	Prbd.g_01510	Syab.g_02292
OG0000870	Prbd.g_01505	Syab.g_02297
OG0000871	Prbd.g_01504	Syab.g_02298
OG0000872	Prbd.g_01503	Syab.g_02305
OG0000873	Prbd.g_01500	Syab.g_02308
OG0000874	Prbd.g_01497	Syab.g_02311
OG0000875	Prbd.g_01496	Syab.g_02313
OG0000876	Prbd.g_01495	Syab.g_02315
OG0000877	Prbd.g_01493	Syab.g_02317
OG0000878	Prbd.g_01492	Syab.g_02318
OG0000879	Prbd.g_01491	Syab.g_02319
OG0000880	Prbd.g_01490	Syab.g_02320
OG0000881	Prbd.g_01486	Syab.g_02325
OG0000882	Prbd.g_01481	Syab.g_02330
OG0000883	Prbd.g_01479	Syab.g_02332
OG0000884	Prbd.g_01477	Syab.g_02334
OG0000885	Prbd.g_01476	Syab.g_02335
OG0000886	Prbd.g_01475	Syab.g_02336
OG0000887	Prbd.g_01474	Syab.g_02338
OG0000888	Prbd.g_01472	Syab.g_02340
OG0000889	Prbd.g_01470	Syab.g_02342
OG0000890	Prbd.g_01469	Syab.g_02348
OG0000891	Prbd.g_01468	Syab.g_02349
OG0000892	Prbd.g_01466	Syab.g_02353
OG0000893	Prbd.g_01463	Syab.g_00366
OG0000894	Prbd.g_01461	Syab.g_00369
OG0000895	Prbd.g_01458	Syab.g_00373
OG0000896	Prbd.g_01457	Syab.g_00374
OG0000897	Prbd.g_01455	Syab.g_00376
OG0000898	Prbd.g_01454	Syab.g_00377
OG0000899	Prbd.g_01453	Syab.g_00378
OG0000900	Prbd.g_01452	Syab.g_00379
OG0000901	Prbd.g_01449	Syab.g_00384
OG0000902	Prbd.g_01447	Syab.g_00386
OG0000903	Prbd.g_01444	Syab.g_00399
OG0000904	Prbd.g_01442	Syab.g_00395
OG0000905	Prbd.g_01437	Syab.g_00390
OG0000906	Prbd.g_01436	Syab.g_00388
OG0000907	Prbd.g_01433	Syab.g_00401
OG0000908	Prbd.g_01430	Syab.g_00404
OG0000909	Prbd.g_01429	Syab.g_00405
OG0000910	Prbd.g_01428	Syab.g_00406
OG0000911	Prbd.g_01426	Syab.g_00408
OG0000912	Prbd.g_01425	Syab.g_00409
OG0000913	Prbd.g_01424	Syab.g_00410
OG0000914	Prbd.g_01423	Syab.g_00411
OG0000915	Prbd.g_01422	Syab.g_00412
OG0000916	Prbd.g_01421	Syab.g_00413
OG0000917	Prbd.g_01420	Syab.g_00414
OG0000918	Prbd.g_01419	Syab.g_00415
OG0000919	Prbd.g_01418	Syab.g_00416
OG0000920	Prbd.g_01417	Syab.g_00417
OG0000921	Prbd.g_01416	Syab.g_00418
OG0000922	Prbd.g_01415	Syab.g_00419
OG0000923	Prbd.g_01411	Syab.g_00423
OG0000924	Prbd.g_01410	Syab.g_00424
OG0000925	Prbd.g_01409	Syab.g_00425
OG0000926	Prbd.g_01408	Syab.g_00426
OG0000927	Prbd.g_01406	Syab.g_00428
OG0000928	Prbd.g_01405	Syab.g_00429
OG0000929	Prbd.g_01404	Syab.g_00430
OG0000930	Prbd.g_01403	Syab.g_00431
OG0000931	Prbd.g_01402	Syab.g_00432
OG0000932	Prbd.g_01401	Syab.g_00433
OG0000933	Prbd.g_01397	Syab.g_00439
OG0000934	Prbd.g_01395	Syab.g_00441
OG0000935	Prbd.g_01394	Syab.g_00442
OG0000936	Prbd.g_01393	Syab.g_00443
OG0000937	Prbd.g_01392	Syab.g_00444
OG0000938	Prbd.g_01390	Syab.g_00447
OG0000939	Prbd.g_01389	Syab.g_00448
OG0000940	Prbd.g_01382	Syab.g_00456
OG0000941	Prbd.g_01380	Syab.g_00458
OG0000942	Prbd.g_01378	Syab.g_00460
OG0000943	Prbd.g_01377	Syab.g_00461
OG0000944	Prbd.g_01376	Syab.g_00463
OG0000945	Prbd.g_01375	Syab.g_00466
OG0000946	Prbd.g_01371	Syab.g_00473
OG0000947	Prbd.g_01369	Syab.g_00476
OG0000948	Prbd.g_01368	Syab.g_00477
OG0000949	Prbd.g_01365	Syab.g_00212
OG0000950	Prbd.g_01360	Syab.g_00204
OG0000951	Prbd.g_01356	Syab.g_00199
OG0000952	Prbd.g_01352	Syab.g_00191
OG0000953	Prbd.g_01349	Syab.g_00134
OG0000954	Prbd.g_01345	Syab.g_00129
OG0000955	Prbd.g_01344	Syab.g_00128
OG0000956	Prbd.g_01342	Syab.g_00126
OG0000957	Prbd.g_01337	Syab.g_00115
OG0000958	Prbd.g_01336	Syab.g_00114
OG0000959	Prbd.g_01332	Syab.g_00110
OG0000960	Prbd.g_01331	Syab.g_00109
OG0000961	Prbd.g_01329	Syab.g_00100
OG0000962	Prbd.g_01327	Syab.g_00098
OG0000963	Prbd.g_01323	Syab.g_00093
OG0000964	Prbd.g_01321	Syab.g_00092
OG0000965	Prbd.g_01320	Syab.g_00091
OG0000966	Prbd.g_01312	Syab.g_00082
OG0000967	Prbd.g_01308	Syab.g_00078
OG0000968	Prbd.g_01306	Syab.g_00075
OG0000969	Prbd.g_01305	Syab.g_00073
OG0000970	Prbd.g_01304	Syab.g_00072
OG0000971	Prbd.g_01303	Syab.g_00070
OG0000972	Prbd.g_01302	Syab.g_00069
OG0000973	Prbd.g_01301	Syab.g_00068
OG0000974	Prbd.g_01300	Syab.g_00067
OG0000975	Prbd.g_01299	Syab.g_00066
OG0000976	Prbd.g_01298	Syab.g_00065
OG0000977	Prbd.g_01297	Syab.g_00063
OG0000978	Prbd.g_01296	Syab.g_00062
OG0000979	Prbd.g_01293	Syab.g_00059
OG0000980	Prbd.g_01291	Syab.g_00056
OG0000981	Prbd.g_01289	Syab.g_00053
OG0000982	Prbd.g_01287	Syab.g_02756
OG0000983	Prbd.g_01286	Syab.g_02757
OG0000984	Prbd.g_01285	Syab.g_02758
OG0000985	Prbd.g_01282	Syab.g_02762
OG0000986	Prbd.g_01280	Syab.g_02764
OG0000987	Prbd.g_01279	Syab.g_02768
OG0000988	Prbd.g_01276	Syab.g_02774
OG0000989	Prbd.g_01273	Syab.g_02792
OG0000990	Prbd.g_01270	Syab.g_02811
OG0000991	Prbd.g_01269	Syab.g_02818
OG0000992	Prbd.g_01267	Syab.g_02821
OG0000993	Prbd.g_01266	Syab.g_02822
OG0000994	Prbd.g_01265	Syab.g_02826
OG0000995	Prbd.g_01261	Syab.g_02835
OG0000996	Prbd.g_01260	Syab.g_02866
OG0000997	Prbd.g_01259	Syab.g_02875
OG0000998	Prbd.g_01257	Syab.g_02877
OG0000999	Prbd.g_01256	Syab.g_02878
OG0001000	Prbd.g_01253	Syab.g_02881
OG0001001	Prbd.g_01251	Syab.g_02888
OG0001002	Prbd.g_01247	Syab.g_02900
OG0001003	Prbd.g_01245	Syab.g_02902
OG0001004	Prbd.g_01244	Syab.g_02903
OG0001005	Prbd.g_01243	Syab.g_02905
OG0001006	Prbd.g_01239	Syab.g_02912
OG0001007	Prbd.g_01237	Syab.g_02914
OG0001008	Prbd.g_00805	Syab.g_00584
OG0001009	Prbd.g_01210	Syab.g_00033
OG0001010	Prbd.g_01209	Syab.g_00034
OG0001011	Prbd.g_01208	Syab.g_00035
OG0001012	Prbd.g_01195	Syab.g_02752
OG0001013	Prbd.g_01189	Syab.g_02716
OG0001014	Prbd.g_01186	Syab.g_02712
OG0001015	Prbd.g_01185	Syab.g_02711
OG0001016	Prbd.g_01171	Syab.g_02439
OG0001017	Prbd.g_01167	Syab.g_02445
OG0001018	Prbd.g_01164	Syab.g_02447
OG0001019	Prbd.g_01155	Syab.g_02469
OG0001020	Prbd.g_01154	Syab.g_02477
OG0001021	Prbd.g_01153	Syab.g_02481
OG0001022	Prbd.g_01150	Syab.g_02485
OG0001023	Prbd.g_01149	Syab.g_02486
OG0001024	Prbd.g_01146	Syab.g_02490
OG0001025	Prbd.g_01140	Syab.g_02497
OG0001026	Prbd.g_01133	Syab.g_02510
OG0001027	Prbd.g_01132	Syab.g_02515
OG0001028	Prbd.g_01130	Syab.g_02517
OG0001029	Prbd.g_01128	Syab.g_02519
OG0001030	Prbd.g_01113	Syab.g_02540
OG0001031	Prbd.g_01054	Syab.g_02615
OG0001032	Prbd.g_01053	Syab.g_02617
OG0001033	Prbd.g_01032	Syab.g_02675
OG0001034	Prbd.g_01003	Syab.g_02370
OG0001035	Prbd.g_00985	Syab.g_00335
OG0001036	Prbd.g_00980	Syab.g_00327
OG0001037	Prbd.g_00979	Syab.g_00325
OG0001038	Prbd.g_00961	Syab.g_00297
OG0001039	Prbd.g_00958	Syab.g_00294
OG0001040	Prbd.g_00956	Syab.g_00291
OG0001041	Prbd.g_00952	Syab.g_00286
OG0001042	Prbd.g_00935	Syab.g_00254
OG0001043	Prbd.g_00934	Syab.g_00250
OG0001044	Prbd.g_00906	Syab.g_00522
OG0001045	Prbd.g_00897	Syab.g_00534
OG0001046	Prbd.g_00859	Syab.g_01352
OG0001047	Prbd.g_00803	Syab.g_00586
OG0001048	Prbd.g_00802	Syab.g_00587
OG0001049	Prbd.g_00800	Syab.g_00590
OG0001050	Prbd.g_00799	Syab.g_00591
OG0001051	Prbd.g_00798	Syab.g_00592
OG0001052	Prbd.g_00771	Syab.g_00693
OG0001053	Prbd.g_00759	Syab.g_02099
OG0001054	Prbd.g_00744	Syab.g_02118
OG0001055	Prbd.g_00725	Syab.g_02139
OG0001056	Prbd.g_00706	Syab.g_02036
OG0001057	Prbd.g_00701	Syab.g_00882
OG0001058	Prbd.g_00693	Syab.g_02014
OG0001059	Prbd.g_00689	Syab.g_02010
OG0001060	Prbd.g_00682	Syab.g_02003
OG0001061	Prbd.g_00669	Syab.g_01985
OG0001062	Prbd.g_00667	Syab.g_01983
OG0001063	Prbd.g_00665	Syab.g_01979
OG0001064	Prbd.g_00664	Syab.g_01978
OG0001065	Prbd.g_00663	Syab.g_01976
OG0001066	Prbd.g_00662	Syab.g_01975
OG0001067	Prbd.g_00661	Syab.g_01974
OG0001068	Prbd.g_00660	Syab.g_01973
OG0001069	Prbd.g_00659	Syab.g_01972
OG0001070	Prbd.g_00656	Syab.g_01968
OG0001071	Prbd.g_00655	Syab.g_01967
OG0001072	Prbd.g_00654	Syab.g_01962
OG0001073	Prbd.g_00640	Syab.g_01947
OG0001074	Prbd.g_00629	Syab.g_01815
OG0001075	Prbd.g_00628	Syab.g_01919
OG0001076	Prbd.g_00620	Syab.g_01897
OG0001077	Prbd.g_00616	Syab.g_01887
OG0001079	Prbd.g_00597	Syab.g_01856
OG0001080	Prbd.g_00591	Syab.g_01756
OG0001081	Prbd.g_00589	Syab.g_01530
OG0001082	Prbd.g_00588	Syab.g_01531
OG0001083	Prbd.g_00583	Syab.g_01540
OG0001084	Prbd.g_00582	Syab.g_01543
OG0001085	Prbd.g_00574	Syab.g_01563
OG0001086	Prbd.g_00573	Syab.g_01565
OG0001087	Prbd.g_00556	Syab.g_01167
OG0001088	Prbd.g_00555	Syab.g_01170
OG0001089	Prbd.g_00547	Syab.g_01198
OG0001090	Prbd.g_00008	Syab.g_01267
OG0001091	Prbd.g_00010	Syab.g_01270
OG0001092	Prbd.g_00011	Syab.g_01272
OG0001093	Prbd.g_00016	Syab.g_01664
OG0001094	Prbd.g_00096	Syab.g_01567
OG0001095	Prbd.g_00115	Syab.g_01287
OG0001096	Prbd.g_00128	Syab.g_01693
OG0001097	Prbd.g_00147	Syab.g_01718
OG0001098	Prbd.g_00162	Syab.g_01497
OG0001099	Prbd.g_00194	Syab.g_02518
OG0001100	Prbd.g_00198	Syab.g_01640
OG0001101	Prbd.g_00200	Syab.g_01639
OG0001102	Prbd.g_00203	Syab.g_01636
OG0001103	Prbd.g_00205	Syab.g_01634
OG0001104	Prbd.g_00227	Syab.g_01590
OG0001105	Prbd.g_00231	Syab.g_01585
OG0001106	Prbd.g_00255	Syab.g_01397
OG0001107	Prbd.g_00262	Syab.g_01385
OG0001108	Prbd.g_00266	Syab.g_01377
OG0001109	Prbd.g_00267	Syab.g_01368
OG0001110	Prbd.g_00269	Syab.g_01366
OG0001111	Prbd.g_00270	Syab.g_01364
OG0001112	Prbd.g_00271	Syab.g_01362
OG0001113	Prbd.g_00272	Syab.g_01593
OG0001114	Prbd.g_00273	Syab.g_01361
OG0001115	Prbd.g_00275	Syab.g_01357
OG0001116	Prbd.g_00276	Syab.g_01355
OG0001117	Prbd.g_00277	Syab.g_01354
OG0001118	Prbd.g_00278	Syab.g_01353
OG0001119	Prbd.g_00279	Syab.g_01351
OG0001120	Prbd.g_00281	Syab.g_01347
OG0001121	Prbd.g_00425, Prbd.g_00284	Syab.g_02159
OG0001122	Prbd.g_00312	Syab.g_01320
OG0001123	Prbd.g_00316	Syab.g_01312
OG0001124	Prbd.g_00318	Syab.g_01310
OG0001125	Prbd.g_00319	Syab.g_01308
OG0001126	Prbd.g_00329	Syab.g_01231
