Orthogroup	Prbd	Syad
OG0000568	Prbd.g_00674	Syad.g_01040
OG0000569	Prbd.g_00673	Syad.g_01041
OG0000570	Prbd.g_00672	Syad.g_01042
OG0000571	Prbd.g_00670	Syad.g_01046
OG0000572	Prbd.g_00657	Syad.g_01064
OG0000573	Prbd.g_00652	Syad.g_01072
OG0000574	Prbd.g_00651	Syad.g_01077
OG0000575	Prbd.g_00647	Syad.g_01083
OG0000576	Prbd.g_00645	Syad.g_01085
OG0000577	Prbd.g_00644	Syad.g_01086
OG0000578	Prbd.g_00643	Syad.g_01087
OG0000579	Prbd.g_00642	Syad.g_01088
OG0000580	Prbd.g_00641	Syad.g_01089
OG0000581	Prbd.g_00639	Syad.g_01097
OG0000582	Prbd.g_00636	Syad.g_02206
OG0000583	Prbd.g_00635	Syad.g_02205
OG0000584	Prbd.g_00634	Syad.g_02204
OG0000585	Prbd.g_00632	Syad.g_02202
OG0000586	Prbd.g_00631	Syad.g_02201
OG0000587	Prbd.g_00630	Syad.g_02199
OG0000588	Prbd.g_00626	Syad.g_02183
OG0000589	Prbd.g_00623	Syad.g_02178
OG0000590	Prbd.g_00622	Syad.g_02177
OG0000591	Prbd.g_00619	Syad.g_02169
OG0000592	Prbd.g_00618	Syad.g_02168
OG0000593	Prbd.g_00612	Syad.g_02156
OG0000594	Prbd.g_00611	Syad.g_02155
OG0000595	Prbd.g_00610	Syad.g_02154
OG0000596	Prbd.g_00606	Syad.g_02149
OG0000597	Prbd.g_00604	Syad.g_02146
OG0000598	Prbd.g_00603	Syad.g_02145
OG0000599	Prbd.g_00600	Syad.g_02142
OG0000600	Prbd.g_00599	Syad.g_02141
OG0000601	Prbd.g_00598	Syad.g_02140
OG0000602	Prbd.g_00596	Syad.g_02135
OG0000603	Prbd.g_00595	Syad.g_02134
OG0000604	Prbd.g_00594	Syad.g_02131
OG0000605	Prbd.g_00593	Syad.g_02026
OG0000606	Prbd.g_00590	Syad.g_01567
OG0000607	Prbd.g_00587	Syad.g_01571
OG0000608	Prbd.g_00586	Syad.g_01572
OG0000609	Prbd.g_00585	Syad.g_01574
OG0000610	Prbd.g_00580	Syad.g_01589
OG0000611	Prbd.g_00577	Syad.g_01592
OG0000612	Prbd.g_00576	Syad.g_01593
OG0000613	Prbd.g_00571	Syad.g_00457
OG0000614	Prbd.g_00552	Syad.g_01340
OG0000615	Prbd.g_00544	Syad.g_01948
OG0000616	Prbd.g_00540	Syad.g_00145
OG0000617	Prbd.g_00013	Syad.g_01810
OG0000618	Prbd.g_00014	Syad.g_01809
OG0000619	Prbd.g_00015	Syad.g_01808
OG0000620	Prbd.g_00018	Syad.g_01803
OG0000621	Prbd.g_00019	Syad.g_01802
OG0000622	Prbd.g_00020	Syad.g_01801
OG0000623	Prbd.g_00021	Syad.g_01800
OG0000624	Prbd.g_00022	Syad.g_01798
OG0000625	Prbd.g_00023	Syad.g_01797
OG0000626	Prbd.g_00024	Syad.g_01796
OG0000627	Prbd.g_00025	Syad.g_01640
OG0000628	Prbd.g_00026	Syad.g_01641
OG0000629	Prbd.g_00027	Syad.g_01644
OG0000630	Prbd.g_00030	Syad.g_01648
OG0000631	Prbd.g_00093	Syad.g_01658
OG0000632	Prbd.g_00094	Syad.g_01659
OG0000633	Prbd.g_00095	Syad.g_01660
OG0000634	Prbd.g_00098	Syad.g_01893
OG0000635	Prbd.g_00099	Syad.g_01892
OG0000636	Prbd.g_00101	Syad.g_01890
OG0000637	Prbd.g_00103	Syad.g_01888
OG0000638	Prbd.g_00104	Syad.g_01887
OG0000639	Prbd.g_00105	Syad.g_01886
OG0000640	Prbd.g_00106	Syad.g_01885
OG0000641	Prbd.g_00110	Syad.g_01881
OG0000642	Prbd.g_00111	Syad.g_01880
OG0000643	Prbd.g_00112	Syad.g_01878
OG0000644	Prbd.g_00113	Syad.g_01877
OG0000645	Prbd.g_00114	Syad.g_01875
OG0000646	Prbd.g_00116	Syad.g_01872
OG0000647	Prbd.g_00117	Syad.g_01870
OG0000648	Prbd.g_00119	Syad.g_01860
OG0000649	Prbd.g_00120	Syad.g_01859
OG0000650	Prbd.g_00121	Syad.g_01858
OG0000651	Prbd.g_00122	Syad.g_01857
OG0000652	Prbd.g_00123	Syad.g_01856
OG0000653	Prbd.g_00125	Syad.g_01850
OG0000654	Prbd.g_00126	Syad.g_01849
OG0000655	Prbd.g_00127	Syad.g_01848
OG0000656	Prbd.g_00130	Syad.g_01845
OG0000657	Prbd.g_00138	Syad.g_01240
OG0000658	Prbd.g_00139	Syad.g_01231
OG0000659	Prbd.g_00140	Syad.g_01230
OG0000660	Prbd.g_00144	Syad.g_01226
OG0000661	Prbd.g_00146	Syad.g_01224
OG0000662	Prbd.g_00148	Syad.g_01222
OG0000663	Prbd.g_00150	Syad.g_01219
OG0000664	Prbd.g_00151	Syad.g_01209
OG0000665	Prbd.g_00155	Syad.g_02115
OG0000666	Prbd.g_00156	Syad.g_02027
OG0000667	Prbd.g_00160	Syad.g_00612
OG0000668	Prbd.g_00190	Syad.g_01688
OG0000669	Prbd.g_00197	Syad.g_01606
OG0000670	Prbd.g_00199	Syad.g_01609
OG0000671	Prbd.g_00201	Syad.g_01611
OG0000672	Prbd.g_00204	Syad.g_01615
OG0000673	Prbd.g_00207	Syad.g_01618
OG0000674	Prbd.g_00209	Syad.g_01620
OG0000675	Prbd.g_00210	Syad.g_01633
OG0000676	Prbd.g_00212	Syad.g_01635
OG0000677	Prbd.g_00213	Syad.g_01636
OG0000678	Prbd.g_00215	Syad.g_01957
OG0000679	Prbd.g_00219	Syad.g_01922
OG0000680	Prbd.g_00220	Syad.g_01921
OG0000681	Prbd.g_00222	Syad.g_01919
OG0000682	Prbd.g_00223	Syad.g_01918
OG0000683	Prbd.g_00224	Syad.g_01917
OG0000684	Prbd.g_00226	Syad.g_01912
OG0000685	Prbd.g_00228	Syad.g_01910
OG0000686	Prbd.g_00229	Syad.g_01909
OG0000687	Prbd.g_00230	Syad.g_01908
OG0000688	Prbd.g_00233	Syad.g_01904
OG0000689	Prbd.g_00234	Syad.g_01902
OG0000690	Prbd.g_00235	Syad.g_01901
OG0000691	Prbd.g_00236	Syad.g_01900
OG0000692	Prbd.g_00238	Syad.g_01899
OG0000693	Prbd.g_00239	Syad.g_01897
OG0000694	Prbd.g_00240	Syad.g_01896
OG0000695	Prbd.g_00242	Syad.g_01662
OG0000696	Prbd.g_00243	Syad.g_01663
OG0000697	Prbd.g_00244	Syad.g_01789
OG0000698	Prbd.g_00247	Syad.g_01786
OG0000699	Prbd.g_00248	Syad.g_01785
OG0000700	Prbd.g_00249	Syad.g_01784
OG0000701	Prbd.g_00250	Syad.g_01783
OG0000702	Prbd.g_00252	Syad.g_01775
OG0000703	Prbd.g_00253	Syad.g_01774
OG0000704	Prbd.g_00254	Syad.g_01772
OG0000705	Prbd.g_00258	Syad.g_01765
OG0000706	Prbd.g_00259	Syad.g_01764
OG0000707	Prbd.g_00260	Syad.g_01763
OG0000708	Prbd.g_00261	Syad.g_01760
OG0000709	Prbd.g_00265	Syad.g_01745
OG0000710	Prbd.g_00268	Syad.g_01738
OG0000711	Prbd.g_00285	Syad.g_01710
OG0000712	Prbd.g_00287	Syad.g_01708
OG0000713	Prbd.g_00288	Syad.g_01707
OG0000714	Prbd.g_00289	Syad.g_01705
OG0000715	Prbd.g_00291	Syad.g_01703
OG0000716	Prbd.g_00293	Syad.g_01697
OG0000717	Prbd.g_00294	Syad.g_01696
OG0000718	Prbd.g_00309	Syad.g_01692
OG0000719	Prbd.g_00311	Syad.g_01690
OG0000720	Prbd.g_00320	Syad.g_01677
OG0000721	Prbd.g_00322	Syad.g_01675
OG0000722	Prbd.g_00323	Syad.g_01674
OG0000723	Prbd.g_00326	Syad.g_01791
OG0000724	Prbd.g_00335	Syad.g_01284
OG0000725	Prbd.g_00341	Syad.g_01293
OG0000726	Prbd.g_00342	Syad.g_01294
OG0000727	Prbd.g_00343	Syad.g_01295
OG0000728	Prbd.g_00345	Syad.g_01297
OG0000729	Prbd.g_00391	Syad.g_00331
OG0000730	Prbd.g_00395	Syad.g_00758
OG0000731	Prbd.g_00399	Syad.g_00770
OG0000732	Prbd.g_00408	Syad.g_00214
OG0000733	Prbd.g_00428	Syad.g_00028
OG0000734	Prbd.g_00453	Syad.g_02809
OG0000735	Prbd.g_00455	Syad.g_01120
OG0000736	Prbd.g_00456	Syad.g_01121
OG0000737	Prbd.g_00457	Syad.g_01122
OG0000738	Prbd.g_00461	Syad.g_01127
OG0000739	Prbd.g_00462	Syad.g_01145
OG0000740	Prbd.g_00463	Syad.g_01146
OG0000741	Prbd.g_00464	Syad.g_01149
OG0000742	Prbd.g_00467	Syad.g_01151
OG0000743	Prbd.g_00469	Syad.g_01153
OG0000744	Prbd.g_00470	Syad.g_01154
OG0000745	Prbd.g_00471	Syad.g_01156
OG0000746	Prbd.g_00473	Syad.g_01158
OG0000747	Prbd.g_00474	Syad.g_01159
OG0000748	Prbd.g_00477	Syad.g_01170
OG0000749	Prbd.g_00478	Syad.g_01173
OG0000750	Prbd.g_00479	Syad.g_01174
OG0000751	Prbd.g_00481	Syad.g_01182
OG0000752	Prbd.g_00483	Syad.g_01184
OG0000753	Prbd.g_00486	Syad.g_01187
OG0000754	Prbd.g_00489	Syad.g_01516
OG0000755	Prbd.g_00492	Syad.g_01504
OG0000756	Prbd.g_00493	Syad.g_01498
OG0000757	Prbd.g_00499	Syad.g_01487
OG0000758	Prbd.g_00500	Syad.g_01486
OG0000759	Prbd.g_00501	Syad.g_01485
OG0000760	Prbd.g_00502	Syad.g_01484
OG0000761	Prbd.g_00503	Syad.g_01480
OG0000762	Prbd.g_00504	Syad.g_01474
OG0000763	Prbd.g_00506	Syad.g_01468
OG0000764	Prbd.g_00507	Syad.g_01467
OG0000765	Prbd.g_00516	Syad.g_01447
OG0000766	Prbd.g_00517	Syad.g_01446
OG0000767	Prbd.g_00519	Syad.g_01444
OG0000768	Prbd.g_00520	Syad.g_01443
OG0000769	Prbd.g_00522	Syad.g_01441
OG0000770	Prbd.g_00524	Syad.g_01437
OG0000771	Prbd.g_01921	Syad.g_01278
OG0000772	Prbd.g_01858	Syad.g_02078
OG0000773	Prbd.g_01810	Syad.g_01114
OG0000774	Prbd.g_01808	Syad.g_02396
OG0000775	Prbd.g_01806	Syad.g_02398
OG0000776	Prbd.g_01805	Syad.g_02399
OG0000777	Prbd.g_01804	Syad.g_02400
OG0000778	Prbd.g_01803	Syad.g_02401
OG0000779	Prbd.g_01799	Syad.g_02407
OG0000780	Prbd.g_01798	Syad.g_02411
OG0000781	Prbd.g_01795	Syad.g_02415
OG0000782	Prbd.g_01794	Syad.g_02416
OG0000783	Prbd.g_01793	Syad.g_02418
OG0000784	Prbd.g_01792	Syad.g_02419
OG0000785	Prbd.g_01790	Syad.g_02421
OG0000786	Prbd.g_01788	Syad.g_01101
OG0000787	Prbd.g_01787	Syad.g_01100
OG0000788	Prbd.g_01777	Syad.g_02139
OG0000789	Prbd.g_01774	Syad.g_01982
OG0000790	Prbd.g_01759	Syad.g_00886
OG0000791	Prbd.g_01757	Syad.g_00885
OG0000792	Prbd.g_01756	Syad.g_00884
OG0000793	Prbd.g_01753	Syad.g_00879
OG0000794	Prbd.g_01752	Syad.g_00878
OG0000795	Prbd.g_01751	Syad.g_00877
OG0000796	Prbd.g_01747	Syad.g_00871
OG0000797	Prbd.g_01746	Syad.g_00870
OG0000799	Prbd.g_01707	Syad.g_02243
OG0000800	Prbd.g_01706	Syad.g_02245
OG0000801	Prbd.g_01705	Syad.g_02246
OG0000802	Prbd.g_01703	Syad.g_02251
OG0000803	Prbd.g_01701	Syad.g_02255
OG0000804	Prbd.g_01700	Syad.g_02260
OG0000805	Prbd.g_01698	Syad.g_02266
OG0000806	Prbd.g_01696	Syad.g_02267
OG0000807	Prbd.g_01695	Syad.g_02269
OG0000808	Prbd.g_01694	Syad.g_02270
OG0000809	Prbd.g_01691	Syad.g_02273
OG0000810	Prbd.g_01690	Syad.g_02274
OG0000811	Prbd.g_01686	Syad.g_02283
OG0000812	Prbd.g_01684	Syad.g_02285
OG0000813	Prbd.g_01683	Syad.g_02286
OG0000814	Prbd.g_01681	Syad.g_02288
OG0000815	Prbd.g_01680	Syad.g_02289
OG0000816	Prbd.g_01678	Syad.g_02290
OG0000817	Prbd.g_01677	Syad.g_02291
OG0000818	Prbd.g_01672	Syad.g_02297
OG0000819	Prbd.g_01671	Syad.g_02298
OG0000820	Prbd.g_01670	Syad.g_02299
OG0000821	Prbd.g_01666	Syad.g_02305
OG0000822	Prbd.g_01665	Syad.g_02307
OG0000823	Prbd.g_01664	Syad.g_02308
OG0000824	Prbd.g_01661	Syad.g_02314
OG0000825	Prbd.g_01660	Syad.g_02315
OG0000826	Prbd.g_01659	Syad.g_02316
OG0000827	Prbd.g_01658	Syad.g_02317
OG0000828	Prbd.g_01655	Syad.g_02320
OG0000829	Prbd.g_01654	Syad.g_02321
OG0000830	Prbd.g_01653	Syad.g_02322
OG0000831	Prbd.g_01651	Syad.g_02325
OG0000832	Prbd.g_01645	Syad.g_02538
OG0000833	Prbd.g_01637	Syad.g_02550
OG0000834	Prbd.g_01636	Syad.g_02552
OG0000835	Prbd.g_01635	Syad.g_02553
OG0000836	Prbd.g_01634	Syad.g_02557
OG0000837	Prbd.g_01633	Syad.g_02561
OG0000838	Prbd.g_01631	Syad.g_02565
OG0000839	Prbd.g_01630	Syad.g_02566
OG0000840	Prbd.g_01629	Syad.g_02567
OG0000841	Prbd.g_01628	Syad.g_02568
OG0000842	Prbd.g_01627	Syad.g_02569
OG0000843	Prbd.g_01626	Syad.g_02570
OG0000844	Prbd.g_01625	Syad.g_02577
OG0000845	Prbd.g_01624	Syad.g_02578
OG0000846	Prbd.g_01623	Syad.g_02579
OG0000847	Prbd.g_01622	Syad.g_02580
OG0000848	Prbd.g_01621	Syad.g_02582
OG0000849	Prbd.g_01620	Syad.g_02583
OG0000850	Prbd.g_01617	Syad.g_02586
OG0000851	Prbd.g_01616	Syad.g_02592
OG0000852	Prbd.g_01615	Syad.g_02593
OG0000853	Prbd.g_01611	Syad.g_02597
OG0000854	Prbd.g_01609	Syad.g_02606
OG0000855	Prbd.g_01608	Syad.g_02607
OG0000856	Prbd.g_01593	Syad.g_02166
OG0000857	Prbd.g_01566	Syad.g_01871
OG0000858	Prbd.g_01531	Syad.g_02613
OG0000859	Prbd.g_01530	Syad.g_02614
OG0000860	Prbd.g_01523	Syad.g_02625
OG0000861	Prbd.g_01522	Syad.g_02626
OG0000862	Prbd.g_01521	Syad.g_02628
OG0000863	Prbd.g_01519	Syad.g_02631
OG0000864	Prbd.g_01518	Syad.g_02632
OG0000865	Prbd.g_01517	Syad.g_02633
OG0000866	Prbd.g_01516	Syad.g_02634
OG0000867	Prbd.g_01515	Syad.g_02635
OG0000868	Prbd.g_01514	Syad.g_02637
OG0000869	Prbd.g_01510	Syad.g_02643
OG0000870	Prbd.g_01505	Syad.g_02648
OG0000871	Prbd.g_01504	Syad.g_02649
OG0000872	Prbd.g_01503	Syad.g_02657
OG0000873	Prbd.g_01500	Syad.g_02660
OG0000874	Prbd.g_01497	Syad.g_02655
OG0000875	Prbd.g_01496	Syad.g_02662
OG0000876	Prbd.g_01495	Syad.g_03003
OG0000877	Prbd.g_01493	Syad.g_02480
OG0000878	Prbd.g_01492	Syad.g_02481
OG0000879	Prbd.g_01491	Syad.g_02482
OG0000880	Prbd.g_01490	Syad.g_02483
OG0000881	Prbd.g_01486	Syad.g_02489
OG0000882	Prbd.g_01481	Syad.g_02494
OG0000883	Prbd.g_01479	Syad.g_02497
OG0000884	Prbd.g_01477	Syad.g_02499
OG0000885	Prbd.g_01476	Syad.g_02500
OG0000886	Prbd.g_01475	Syad.g_02501
OG0000887	Prbd.g_01474	Syad.g_02502
OG0000888	Prbd.g_01472	Syad.g_02504
OG0000889	Prbd.g_01470	Syad.g_02506
OG0000890	Prbd.g_01469	Syad.g_02512
OG0000891	Prbd.g_01468	Syad.g_02513
OG0000892	Prbd.g_01466	Syad.g_02517
OG0000893	Prbd.g_01463	Syad.g_00589
OG0000894	Prbd.g_01461	Syad.g_00592
OG0000895	Prbd.g_01458	Syad.g_00596
OG0000896	Prbd.g_01457	Syad.g_00597
OG0000897	Prbd.g_01455	Syad.g_00599
OG0000898	Prbd.g_01454	Syad.g_00600
OG0000899	Prbd.g_01453	Syad.g_00601
OG0000900	Prbd.g_01452	Syad.g_00602
OG0000901	Prbd.g_01449	Syad.g_00607
OG0000902	Prbd.g_01447	Syad.g_00609
OG0000903	Prbd.g_01444	Syad.g_00645
OG0000904	Prbd.g_01442	Syad.g_00640
OG0000905	Prbd.g_01437	Syad.g_00632
OG0000906	Prbd.g_01436	Syad.g_00630
OG0000907	Prbd.g_01433	Syad.g_00648
OG0000908	Prbd.g_01430	Syad.g_00651
OG0000909	Prbd.g_01429	Syad.g_00652
OG0000910	Prbd.g_01428	Syad.g_00653
OG0000911	Prbd.g_01426	Syad.g_00655
OG0000912	Prbd.g_01425	Syad.g_00656
OG0000913	Prbd.g_01424	Syad.g_00657
OG0000914	Prbd.g_01423	Syad.g_00658
OG0000915	Prbd.g_01422	Syad.g_00660
OG0000916	Prbd.g_01421	Syad.g_00661
OG0000917	Prbd.g_01420	Syad.g_00662
OG0000918	Prbd.g_01419	Syad.g_00663
OG0000919	Prbd.g_01418	Syad.g_00664
OG0000920	Prbd.g_01417	Syad.g_00665
OG0000921	Prbd.g_01416	Syad.g_00666
OG0000922	Prbd.g_01415	Syad.g_00667
OG0000923	Prbd.g_01411	Syad.g_00671
OG0000924	Prbd.g_01410	Syad.g_00672
OG0000925	Prbd.g_01409	Syad.g_00673
OG0000926	Prbd.g_01408	Syad.g_00674
OG0000927	Prbd.g_01406	Syad.g_00676
OG0000928	Prbd.g_01405	Syad.g_00677
OG0000929	Prbd.g_01404	Syad.g_00678
OG0000930	Prbd.g_01403	Syad.g_00679
OG0000931	Prbd.g_01402	Syad.g_00680
OG0000932	Prbd.g_01401	Syad.g_00681
OG0000933	Prbd.g_01397	Syad.g_00687
OG0000934	Prbd.g_01395	Syad.g_00689
OG0000935	Prbd.g_01394	Syad.g_00690
OG0000936	Prbd.g_01393	Syad.g_00691
OG0000937	Prbd.g_01392	Syad.g_00692
OG0000938	Prbd.g_01390	Syad.g_00695
OG0000939	Prbd.g_01389	Syad.g_00696
OG0000940	Prbd.g_01382	Syad.g_00703
OG0000941	Prbd.g_01380	Syad.g_00705
OG0000942	Prbd.g_01378	Syad.g_00707
OG0000943	Prbd.g_01377	Syad.g_00708
OG0000944	Prbd.g_01376	Syad.g_00710
OG0000945	Prbd.g_01375	Syad.g_00711
OG0000946	Prbd.g_01371	Syad.g_00716
OG0000947	Prbd.g_01369	Syad.g_00719
OG0000948	Prbd.g_01368	Syad.g_00720
OG0000949	Prbd.g_01365	Syad.g_00432
OG0000950	Prbd.g_01360	Syad.g_00418
OG0000951	Prbd.g_01356	Syad.g_00411
OG0000952	Prbd.g_01352	Syad.g_00375
OG0000953	Prbd.g_01349	Syad.g_00369
OG0000954	Prbd.g_01345	Syad.g_00364
OG0000955	Prbd.g_01344	Syad.g_00363
OG0000956	Prbd.g_01342	Syad.g_00361
OG0000957	Prbd.g_01337	Syad.g_00350
OG0000958	Prbd.g_01336	Syad.g_00349
OG0000959	Prbd.g_01332	Syad.g_00345
OG0000960	Prbd.g_01331	Syad.g_00344
OG0000961	Prbd.g_01329	Syad.g_00335
OG0000962	Prbd.g_01327	Syad.g_00332
OG0000963	Prbd.g_01323	Syad.g_00325
OG0000964	Prbd.g_01321	Syad.g_00324
OG0000965	Prbd.g_01320	Syad.g_00323
OG0000966	Prbd.g_01312	Syad.g_00246
OG0000967	Prbd.g_01308	Syad.g_00234
OG0000968	Prbd.g_01306	Syad.g_00243
OG0000969	Prbd.g_01305	Syad.g_00240
OG0000970	Prbd.g_01304	Syad.g_00239
OG0000971	Prbd.g_01303	Syad.g_00229
OG0000972	Prbd.g_01302	Syad.g_00228
OG0000973	Prbd.g_01301	Syad.g_00227
OG0000974	Prbd.g_01300	Syad.g_00226
OG0000975	Prbd.g_01299	Syad.g_00225
OG0000976	Prbd.g_01298	Syad.g_00224
OG0000977	Prbd.g_01297	Syad.g_00222
OG0000978	Prbd.g_01296	Syad.g_00221
OG0000979	Prbd.g_01293	Syad.g_00218
OG0000980	Prbd.g_01291	Syad.g_00215
OG0000981	Prbd.g_01289	Syad.g_00212
OG0000982	Prbd.g_01287	Syad.g_03035
OG0000983	Prbd.g_01286	Syad.g_03036
OG0000984	Prbd.g_01285	Syad.g_03037
OG0000985	Prbd.g_01282	Syad.g_03039
OG0000986	Prbd.g_01280	Syad.g_03049
OG0000987	Prbd.g_01279	Syad.g_00002
OG0000988	Prbd.g_01276	Syad.g_00008
OG0000989	Prbd.g_01273	Syad.g_00020
OG0000990	Prbd.g_01270	Syad.g_00061
OG0000991	Prbd.g_01269	Syad.g_00064
OG0000992	Prbd.g_01267	Syad.g_00067
OG0000993	Prbd.g_01266	Syad.g_00069
OG0000994	Prbd.g_01265	Syad.g_00071
OG0000995	Prbd.g_01261	Syad.g_00077
OG0000996	Prbd.g_01260	Syad.g_00121
OG0000997	Prbd.g_01259	Syad.g_00128
OG0000998	Prbd.g_01257	Syad.g_00130
OG0000999	Prbd.g_01256	Syad.g_00131
OG0001000	Prbd.g_01253	Syad.g_00136
OG0001001	Prbd.g_01251	Syad.g_00141
OG0001002	Prbd.g_01247	Syad.g_00148
OG0001003	Prbd.g_01245	Syad.g_00150
OG0001004	Prbd.g_01244	Syad.g_00151
OG0001005	Prbd.g_01243	Syad.g_00152
OG0001006	Prbd.g_01239	Syad.g_00160
OG0001007	Prbd.g_01237	Syad.g_00162
OG0001008	Prbd.g_00805	Syad.g_02449
OG0001009	Prbd.g_01210	Syad.g_00194
OG0001010	Prbd.g_01209	Syad.g_00195
OG0001011	Prbd.g_01208	Syad.g_00196
OG0001012	Prbd.g_01195	Syad.g_03030
OG0001013	Prbd.g_01189	Syad.g_03011
OG0001014	Prbd.g_01186	Syad.g_03002
OG0001015	Prbd.g_01185	Syad.g_03001
OG0001016	Prbd.g_01171	Syad.g_02734
OG0001017	Prbd.g_01167	Syad.g_02740
OG0001018	Prbd.g_01164	Syad.g_02742
OG0001019	Prbd.g_01155	Syad.g_02771
OG0001020	Prbd.g_01154	Syad.g_02777
OG0001021	Prbd.g_01153	Syad.g_02781
OG0001022	Prbd.g_01150	Syad.g_02786
OG0001023	Prbd.g_01149	Syad.g_02787
OG0001024	Prbd.g_01146	Syad.g_02791
OG0001025	Prbd.g_01140	Syad.g_02798
OG0001026	Prbd.g_01133	Syad.g_02811
OG0001027	Prbd.g_01132	Syad.g_02817
OG0001028	Prbd.g_01130	Syad.g_02819
OG0001029	Prbd.g_01128	Syad.g_02821
OG0001030	Prbd.g_01113	Syad.g_02848
OG0001031	Prbd.g_01054	Syad.g_02925
OG0001032	Prbd.g_01053	Syad.g_02928
OG0001033	Prbd.g_01032	Syad.g_02956
OG0001034	Prbd.g_01003	Syad.g_00819
OG0001035	Prbd.g_00985	Syad.g_00559
OG0001036	Prbd.g_00980	Syad.g_00554
OG0001037	Prbd.g_00979	Syad.g_00552
OG0001039	Prbd.g_00958	Syad.g_00522
OG0001040	Prbd.g_00956	Syad.g_00519
OG0001041	Prbd.g_00952	Syad.g_00514
OG0001042	Prbd.g_00935	Syad.g_00485
OG0001043	Prbd.g_00934	Syad.g_00481
OG0001044	Prbd.g_00906	Syad.g_00760
OG0001045	Prbd.g_00897	Syad.g_00773
OG0001046	Prbd.g_00859	Syad.g_01722
OG0001047	Prbd.g_00803	Syad.g_02447
OG0001048	Prbd.g_00802	Syad.g_02446
OG0001049	Prbd.g_00800	Syad.g_02443
OG0001050	Prbd.g_00799	Syad.g_02442
OG0001051	Prbd.g_00798	Syad.g_02441
OG0001052	Prbd.g_00771	Syad.g_02357
OG0001054	Prbd.g_00744	Syad.g_00925
OG0001055	Prbd.g_00725	Syad.g_00946
OG0001056	Prbd.g_00706	Syad.g_00982
OG0001057	Prbd.g_00701	Syad.g_00996
OG0001058	Prbd.g_00693	Syad.g_01015
OG0001059	Prbd.g_00689	Syad.g_01018
OG0001060	Prbd.g_00682	Syad.g_01025
OG0001061	Prbd.g_00669	Syad.g_01047
OG0001062	Prbd.g_00667	Syad.g_01049
OG0001063	Prbd.g_00665	Syad.g_01056
OG0001064	Prbd.g_00664	Syad.g_01057
OG0001065	Prbd.g_00663	Syad.g_01058
OG0001066	Prbd.g_00662	Syad.g_01059
OG0001067	Prbd.g_00661	Syad.g_01060
OG0001068	Prbd.g_00660	Syad.g_01061
OG0001069	Prbd.g_00659	Syad.g_01062
OG0001070	Prbd.g_00656	Syad.g_01065
OG0001071	Prbd.g_00655	Syad.g_01066
OG0001072	Prbd.g_00654	Syad.g_01070
OG0001073	Prbd.g_00640	Syad.g_01090
OG0001074	Prbd.g_00629	Syad.g_02197
OG0001075	Prbd.g_00628	Syad.g_02196
OG0001076	Prbd.g_00620	Syad.g_02175
OG0001077	Prbd.g_00616	Syad.g_02164
OG0001078	Prbd.g_00608	Syad.g_02151
OG0001079	Prbd.g_00597	Syad.g_02138
OG0001080	Prbd.g_00591	Syad.g_02008
OG0001081	Prbd.g_00589	Syad.g_01568
OG0001082	Prbd.g_00588	Syad.g_01569
OG0001083	Prbd.g_00583	Syad.g_01578
OG0001084	Prbd.g_00582	Syad.g_01586
OG0001085	Prbd.g_00574	Syad.g_01596
OG0001086	Prbd.g_00573	Syad.g_01598
OG0001087	Prbd.g_00556	Syad.g_01372
OG0001088	Prbd.g_00555	Syad.g_01368
OG0001089	Prbd.g_00547	Syad.g_01302
OG0001090	Prbd.g_00008	Syad.g_01817
OG0001091	Prbd.g_00010	Syad.g_01815
OG0001092	Prbd.g_00011	Syad.g_01812
OG0001093	Prbd.g_00016	Syad.g_01806
OG0001094	Prbd.g_00096	Syad.g_01895
OG0001095	Prbd.g_00115	Syad.g_01874
OG0001096	Prbd.g_00128	Syad.g_01847
OG0001097	Prbd.g_00147	Syad.g_01223
OG0001098	Prbd.g_00162	Syad.g_02005, Syad.g_01995
OG0001099	Prbd.g_00194	Syad.g_02820
OG0001100	Prbd.g_00198	Syad.g_01608
OG0001101	Prbd.g_00200	Syad.g_01610
OG0001102	Prbd.g_00203	Syad.g_01613
OG0001103	Prbd.g_00205	Syad.g_01616
OG0001104	Prbd.g_00227	Syad.g_01911
OG0001105	Prbd.g_00231	Syad.g_01907
OG0001106	Prbd.g_00255	Syad.g_01771
OG0001107	Prbd.g_00262	Syad.g_01759
OG0001108	Prbd.g_00266	Syad.g_01744
OG0001109	Prbd.g_00267	Syad.g_01739
OG0001110	Prbd.g_00269	Syad.g_01737
OG0001111	Prbd.g_00270	Syad.g_01735
OG0001112	Prbd.g_00271	Syad.g_01733
OG0001113	Prbd.g_00272	Syad.g_01732
OG0001114	Prbd.g_00273	Syad.g_01731
OG0001115	Prbd.g_00275	Syad.g_01727
OG0001116	Prbd.g_00276	Syad.g_01725
OG0001117	Prbd.g_00277	Syad.g_01724
OG0001118	Prbd.g_00278	Syad.g_01723
OG0001119	Prbd.g_00279	Syad.g_01721
OG0001120	Prbd.g_00281	Syad.g_01717
OG0001121	Prbd.g_00425, Prbd.g_00284	Syad.g_01503
OG0001122	Prbd.g_00312	Syad.g_01689
OG0001123	Prbd.g_00316	Syad.g_01682
OG0001124	Prbd.g_00318	Syad.g_01680
OG0001125	Prbd.g_00319	Syad.g_01678
OG0001126	Prbd.g_00329	Syad.g_01276
OG0001127	Prbd.g_00330	Syad.g_01277
OG0001128	Prbd.g_00332	Syad.g_01280
